Orthogroup	Syad	Prao
OG0000052	Syad.g_00434	Prao.g_01358
OG0000053	Syad.g_02302	Prao.g_01417
OG0000054	Syad.g_02209	Prao.g_00044
OG0000055	Syad.g_01255	Prao.g_00721
OG0000057	Syad.g_01301	Prao.g_00136
OG0000058	Syad.g_00452	Prao.g_01191
OG0000059	Syad.g_00642	Prao.g_01639
OG0000061	Syad.g_01152	Prao.g_01089
OG0000063	Syad.g_00202	Prao.g_00179
OG0000065	Syad.g_02574, Syad.g_02801	Prao.g_00245
OG0000067	Syad.g_01889	Prao.g_00741
OG0000068	Syad.g_00891	Prao.g_01239
OG0000070	Syad.g_02424	Prao.g_00554
OG0000071	Syad.g_02405	Prao.g_01276
OG0000072	Syad.g_02905	Prao.g_00309
OG0000073	Syad.g_00926	Prao.g_00605
OG0000075	Syad.g_00416	Prao.g_01719
OG0000076	Syad.g_00348	Prao.g_01743
OG0000077	Syad.g_02741	Prao.g_00217
OG0000078	Syad.g_00824	Prao.g_00377
OG0000079	Syad.g_00565	Prao.g_00390
OG0000081	Syad.g_00833	Prao.g_01860
OG0000082	Syad.g_01063	Prao.g_00024
OG0000084	Syad.g_02272	Prao.g_01393
OG0000085	Syad.g_02612	Prao.g_01545
OG0000086	Syad.g_02770	Prao.g_00227
OG0000087	Syad.g_02860	Prao.g_00277
OG0000088	Syad.g_02899	Prao.g_00304
OG0000089	Syad.g_00785, Syad.g_02829	Prao.g_00490
OG0000090	Syad.g_00977	Prao.g_01858
OG0000091	Syad.g_02144	Prao.g_00081
OG0000092	Syad.g_01190	Prao.g_00850
OG0000094	Syad.g_01676	Prao.g_00955
OG0000097	Syad.g_01458	Prao.g_01048
OG0000098	Syad.g_00625	Prao.g_01257
OG0000099	Syad.g_00460	Prao.g_01214
OG0000100	Syad.g_01846	Prao.g_01470
OG0000101	Syad.g_00694	Prao.g_01687
OG0000102	Syad.g_00343	Prao.g_01748
OG0000103	Syad.g_00143	Prao.g_01828
OG0000104	Syad.g_00158	Prao.g_01837
OG0000105	Syad.g_00530	Prao.g_01378
OG0000106	Syad.g_01993	Prao.g_00505
OG0000107	Syad.g_00590	Prao.g_00518
OG0000108	Syad.g_00904	Prao.g_00586
OG0000109	Syad.g_00919	Prao.g_00600
OG0000110	Syad.g_01048	Prao.g_01867
OG0000111	Syad.g_01300	Prao.g_00137
OG0000112	Syad.g_01766	Prao.g_00704
OG0000113	Syad.g_01851	Prao.g_00763
OG0000114	Syad.g_01617	Prao.g_00845
OG0000115	Syad.g_02300	Prao.g_01150
OG0000116	Syad.g_01123	Prao.g_01099
OG0000117	Syad.g_01510	Prao.g_01332
OG0000118	Syad.g_01104	Prao.g_01264
OG0000119	Syad.g_01168	Prao.g_01243
OG0000120	Syad.g_00459	Prao.g_01215
OG0000121	Syad.g_02280	Prao.g_01399
OG0000122	Syad.g_02122	Prao.g_01436
OG0000123	Syad.g_00701	Prao.g_01694
OG0000124	Syad.g_00320	Prao.g_01759
OG0000125	Syad.g_03040	Prao.g_01796
OG0000126	Syad.g_00156	Prao.g_01836
OG0000128	Syad.g_00174	Prao.g_00158
OG0000129	Syad.g_03028	Prao.g_00190
OG0000130	Syad.g_02728	Prao.g_00208
OG0000131	Syad.g_02876	Prao.g_00283
OG0000132	Syad.g_02897	Prao.g_00302
OG0000133	Syad.g_01761	Prao.g_00458
OG0000134	Syad.g_00788	Prao.g_00491
OG0000135	Syad.g_00063	Prao.g_00516
OG0000136	Syad.g_02445	Prao.g_00545
OG0000137	Syad.g_02353	Prao.g_00581
OG0000138	Syad.g_00920	Prao.g_00601
OG0000139	Syad.g_00983	Prao.g_01854
OG0000140	Syad.g_00987	Prao.g_01853
OG0000141	Syad.g_02208	Prao.g_00045
OG0000142	Syad.g_02152	Prao.g_00074
OG0000143	Syad.g_02148	Prao.g_00078
OG0000144	Syad.g_02024	Prao.g_00091
OG0000145	Syad.g_00927	Prao.g_00701
OG0000146	Syad.g_01767	Prao.g_00705
OG0000147	Syad.g_01768	Prao.g_00706
OG0000148	Syad.g_01861	Prao.g_00757
OG0000149	Syad.g_01221	Prao.g_00788
OG0000150	Syad.g_02207, Syad.g_00989	Prao.g_00796
OG0000151	Syad.g_01956	Prao.g_00855
OG0000152	Syad.g_01757	Prao.g_00902
OG0000153	Syad.g_01713	Prao.g_00921
OG0000154	Syad.g_01686	Prao.g_00948
OG0000155	Syad.g_01189	Prao.g_01069
OG0000156	Syad.g_01116	Prao.g_01287
OG0000157	Syad.g_01115	Prao.g_01286
OG0000158	Syad.g_00374	Prao.g_01220
OG0000160	Syad.g_02279	Prao.g_01398
OG0000161	Syad.g_02287	Prao.g_01404
OG0000162	Syad.g_02293	Prao.g_01410
OG0000163	Syad.g_02542	Prao.g_01443
OG0000164	Syad.g_02659	Prao.g_01576
OG0000165	Syad.g_02476	Prao.g_01583
OG0000166	Syad.g_00654	Prao.g_01651
OG0000167	Syad.g_00419	Prao.g_01717
OG0000168	Syad.g_00371	Prao.g_01727
OG0000169	Syad.g_00360	Prao.g_01737
OG0000170	Syad.g_00353	Prao.g_01739
OG0000171	Syad.g_00321	Prao.g_01758
OG0000172	Syad.g_00244	Prao.g_01767
OG0000173	Syad.g_00220	Prao.g_01782
OG0000174	Syad.g_00065	Prao.g_01810
OG0000175	Syad.g_00129	Prao.g_01820
OG0000176	Syad.g_00166	Prao.g_01845
OG0000177	Syad.g_00167	Prao.g_01846
OG0000178	Syad.g_00168	Prao.g_01847
OG0000179	Syad.g_00183	Prao.g_00163
OG0000180	Syad.g_00184	Prao.g_00164
OG0000181	Syad.g_00185	Prao.g_00165
OG0000182	Syad.g_00186	Prao.g_00166
OG0000183	Syad.g_00190	Prao.g_00170
OG0000184	Syad.g_03018	Prao.g_00192
OG0000185	Syad.g_03006	Prao.g_00195
OG0000186	Syad.g_02722	Prao.g_00203
OG0000187	Syad.g_02724	Prao.g_00204
OG0000188	Syad.g_02759	Prao.g_00221
OG0000189	Syad.g_02788	Prao.g_00235
OG0000190	Syad.g_02790	Prao.g_00236
OG0000191	Syad.g_02824	Prao.g_00256
OG0000192	Syad.g_02834	Prao.g_00260
OG0000193	Syad.g_02877	Prao.g_00284
OG0000194	Syad.g_02880	Prao.g_00287
OG0000195	Syad.g_02884	Prao.g_00289
OG0000196	Syad.g_02894	Prao.g_00299
OG0000197	Syad.g_02895	Prao.g_00300
OG0000198	Syad.g_02896	Prao.g_00301
OG0000199	Syad.g_02904	Prao.g_00308
OG0000200	Syad.g_02921	Prao.g_00322
OG0000201	Syad.g_02937	Prao.g_00330
OG0000202	Syad.g_02938	Prao.g_00331
OG0000203	Syad.g_02939	Prao.g_00332
OG0000204	Syad.g_02940	Prao.g_00333
OG0000205	Syad.g_02948	Prao.g_00340
OG0000206	Syad.g_02955	Prao.g_00345
OG0000207	Syad.g_02957	Prao.g_00347
OG0000208	Syad.g_02958	Prao.g_00348
OG0000209	Syad.g_02981	Prao.g_00357
OG0000210	Syad.g_02982	Prao.g_00358
OG0000212	Syad.g_00825	Prao.g_00378
OG0000213	Syad.g_00556	Prao.g_00395
OG0000214	Syad.g_00538	Prao.g_00405
OG0000215	Syad.g_00508	Prao.g_00429
OG0000216	Syad.g_00504, Syad.g_00285	Prao.g_00431
OG0000217	Syad.g_00500	Prao.g_00434
OG0000218	Syad.g_00498	Prao.g_00436
OG0000219	Syad.g_00497	Prao.g_00437
OG0000220	Syad.g_00496	Prao.g_00438
OG0000221	Syad.g_00488	Prao.g_00439
OG0000222	Syad.g_00473	Prao.g_00446
OG0000223	Syad.g_00451	Prao.g_00459
OG0000224	Syad.g_00444	Prao.g_00461
OG0000225	Syad.g_00777	Prao.g_00480
OG0000226	Syad.g_00781	Prao.g_00484
OG0000227	Syad.g_00783	Prao.g_00486
OG0000228	Syad.g_00784	Prao.g_00489
OG0000229	Syad.g_02450	Prao.g_00540
OG0000230	Syad.g_02448	Prao.g_00542
OG0000231	Syad.g_02436	Prao.g_00553
OG0000232	Syad.g_02392	Prao.g_00564
OG0000233	Syad.g_02382	Prao.g_00569
OG0000234	Syad.g_02351	Prao.g_00582
OG0000235	Syad.g_00903	Prao.g_00585
OG0000236	Syad.g_00918	Prao.g_00599
OG0000237	Syad.g_00936	Prao.g_00612
OG0000238	Syad.g_00941	Prao.g_00618
OG0000239	Syad.g_00957	Prao.g_00631
OG0000240	Syad.g_00958	Prao.g_00632
OG0000241	Syad.g_02160	Prao.g_01861
OG0000242	Syad.g_00975	Prao.g_01859
OG0000243	Syad.g_01000	Prao.g_01162
OG0000244	Syad.g_01012	Prao.g_01165
OG0000245	Syad.g_01014	Prao.g_01167
OG0000246	Syad.g_01017	Prao.g_01171
OG0000247	Syad.g_01029	Prao.g_01181
OG0000248	Syad.g_01032	Prao.g_01183
OG0000249	Syad.g_01034	Prao.g_01185
OG0000250	Syad.g_01044	Prao.g_01864
OG0000251	Syad.g_01071	Prao.g_00029
OG0000252	Syad.g_01078	Prao.g_00032
OG0000253	Syad.g_01081	Prao.g_00033
OG0000254	Syad.g_02203	Prao.g_00049
OG0000255	Syad.g_02185	Prao.g_00055
OG0000256	Syad.g_02167	Prao.g_00066
OG0000257	Syad.g_02161	Prao.g_00069
OG0000258	Syad.g_02143	Prao.g_00082
OG0000259	Syad.g_01576	Prao.g_00099
OG0000260	Syad.g_01587	Prao.g_00102
OG0000261	Syad.g_01590	Prao.g_00104
OG0000262	Syad.g_01595	Prao.g_00108
OG0000263	Syad.g_01475	Prao.g_00119
OG0000264	Syad.g_01360	Prao.g_00129
OG0000265	Syad.g_01383	Prao.g_00648
OG0000266	Syad.g_01804	Prao.g_00658
OG0000267	Syad.g_01645	Prao.g_00669
OG0000268	Syad.g_01646	Prao.g_00670
OG0000269	Syad.g_01894	Prao.g_00736
OG0000270	Syad.g_01891	Prao.g_00739
OG0000271	Syad.g_01883	Prao.g_00747
OG0000272	Syad.g_01882	Prao.g_00748
OG0000273	Syad.g_01247	Prao.g_00771
OG0000274	Syad.g_01246	Prao.g_00772
OG0000275	Syad.g_01242	Prao.g_00775
OG0000276	Syad.g_01229	Prao.g_00780
OG0000277	Syad.g_01228	Prao.g_00781
OG0000278	Syad.g_01225	Prao.g_00784
OG0000279	Syad.g_01208	Prao.g_00791
OG0000280	Syad.g_01198	Prao.g_00792
OG0000281	Syad.g_00624	Prao.g_00797
OG0000282	Syad.g_01619	Prao.g_00847
OG0000283	Syad.g_01661	Prao.g_00879
OG0000284	Syad.g_01787	Prao.g_00884
OG0000285	Syad.g_01776	Prao.g_00889
OG0000286	Syad.g_01758	Prao.g_00901
OG0000288	Syad.g_01687	Prao.g_00947
OG0000289	Syad.g_01672	Prao.g_00958
OG0000290	Syad.g_01287	Prao.g_00971
OG0000291	Syad.g_01289	Prao.g_00973
OG0000292	Syad.g_00155	Prao.g_01025
OG0000293	Syad.g_01124	Prao.g_01098
OG0000294	Syad.g_01125	Prao.g_01097
OG0000295	Syad.g_01181	Prao.g_01077
OG0000296	Syad.g_01183	Prao.g_01075
OG0000297	Syad.g_01512	Prao.g_01067
OG0000298	Syad.g_01511	Prao.g_01066
OG0000299	Syad.g_01462	Prao.g_01049
OG0000300	Syad.g_01455	Prao.g_01046
OG0000301	Syad.g_01454	Prao.g_01045
OG0000302	Syad.g_01453	Prao.g_01043
OG0000303	Syad.g_01442	Prao.g_01036
OG0000304	Syad.g_01436	Prao.g_01032
OG0000305	Syad.g_01292	Prao.g_01247
OG0000306	Syad.g_01989	Prao.g_01244
OG0000307	Syad.g_00883	Prao.g_01230
OG0000308	Syad.g_00881	Prao.g_01229
OG0000309	Syad.g_00876	Prao.g_01225
OG0000310	Syad.g_02250	Prao.g_01382
OG0000311	Syad.g_02254	Prao.g_01384
OG0000312	Syad.g_02265	Prao.g_01387
OG0000313	Syad.g_02284	Prao.g_01401
OG0000314	Syad.g_02313	Prao.g_01423
OG0000315	Syad.g_02323	Prao.g_01433
OG0000316	Syad.g_02564	Prao.g_01453
OG0000317	Syad.g_02620	Prao.g_01550
OG0000318	Syad.g_02624	Prao.g_01553
OG0000319	Syad.g_02642	Prao.g_01566
OG0000320	Syad.g_02644	Prao.g_01568
OG0000321	Syad.g_02645	Prao.g_01569
OG0000322	Syad.g_02646	Prao.g_01570
OG0000323	Syad.g_02661	Prao.g_01579
OG0000324	Syad.g_02505	Prao.g_01605
OG0000325	Syad.g_00591	Prao.g_01616
OG0000326	Syad.g_00598	Prao.g_01622
OG0000327	Syad.g_00649	Prao.g_01646
OG0000328	Syad.g_00650	Prao.g_01647
OG0000329	Syad.g_00668	Prao.g_01664
OG0000330	Syad.g_00669	Prao.g_01665
OG0000331	Syad.g_00670	Prao.g_01666
OG0000332	Syad.g_00685	Prao.g_01680
OG0000333	Syad.g_00688	Prao.g_01682
OG0000334	Syad.g_00697	Prao.g_01690
OG0000335	Syad.g_00702	Prao.g_01695
OG0000336	Syad.g_00706	Prao.g_01699
OG0000337	Syad.g_00425, Syad.g_00427	Prao.g_01715
OG0000338	Syad.g_00421	Prao.g_01716
OG0000339	Syad.g_00414	Prao.g_01720
OG0000340	Syad.g_00370	Prao.g_01728
OG0000341	Syad.g_00368	Prao.g_01730
OG0000342	Syad.g_00367	Prao.g_01731
OG0000343	Syad.g_00366	Prao.g_01732
OG0000344	Syad.g_00362	Prao.g_01735
OG0000345	Syad.g_00352	Prao.g_01740
OG0000346	Syad.g_00347	Prao.g_01744
OG0000347	Syad.g_00318	Prao.g_01760
OG0000348	Syad.g_00233	Prao.g_01770
OG0000349	Syad.g_00213	Prao.g_01787
OG0000350	Syad.g_00605	Prao.g_01806
OG0000351	Syad.g_00134	Prao.g_01823
OG0000352	Syad.g_00135	Prao.g_01824
OG0000353	Syad.g_00161	Prao.g_01840
OG0000354	Syad.g_00181	Prao.g_00637
OG0000355	Syad.g_00163	Prao.g_01842
OG0000356	Syad.g_00164	Prao.g_01843
OG0000357	Syad.g_00165	Prao.g_01844
OG0000358	Syad.g_00169	Prao.g_01848
OG0000359	Syad.g_00171	Prao.g_01849
OG0000360	Syad.g_00172	Prao.g_01850
OG0000361	Syad.g_00173	Prao.g_00157
OG0000362	Syad.g_00175	Prao.g_00159
OG0000363	Syad.g_00177	Prao.g_00161
OG0000364	Syad.g_00178	Prao.g_00162
OG0000365	Syad.g_00187	Prao.g_00167
OG0000366	Syad.g_00188	Prao.g_00168
OG0000367	Syad.g_00189	Prao.g_00169
OG0000368	Syad.g_00191	Prao.g_00171
OG0000369	Syad.g_00192	Prao.g_00172
OG0000370	Syad.g_00193	Prao.g_00173
OG0000371	Syad.g_00201	Prao.g_00178
OG0000372	Syad.g_00206	Prao.g_00181
OG0000373	Syad.g_00207	Prao.g_00182
OG0000374	Syad.g_00208	Prao.g_00183
OG0000375	Syad.g_00209	Prao.g_00186
OG0000376	Syad.g_00211	Prao.g_00188
OG0000377	Syad.g_03027	Prao.g_00191
OG0000378	Syad.g_03012	Prao.g_00193
OG0000379	Syad.g_03005	Prao.g_00196
OG0000380	Syad.g_02725	Prao.g_00205
OG0000381	Syad.g_02729	Prao.g_00209
OG0000382	Syad.g_02758	Prao.g_00220
OG0000383	Syad.g_02761	Prao.g_00222
OG0000384	Syad.g_02762	Prao.g_00223
OG0000385	Syad.g_02763	Prao.g_00224
OG0000386	Syad.g_02764	Prao.g_00225
OG0000387	Syad.g_02792	Prao.g_00238
OG0000388	Syad.g_02796	Prao.g_00241
OG0000389	Syad.g_02800	Prao.g_00244
OG0000390	Syad.g_02818	Prao.g_00251
OG0000391	Syad.g_02823	Prao.g_00255
OG0000392	Syad.g_02833	Prao.g_00259
OG0000393	Syad.g_02837	Prao.g_00261
OG0000394	Syad.g_02838	Prao.g_00262
OG0000395	Syad.g_02839	Prao.g_00263
OG0000396	Syad.g_02843	Prao.g_00266
OG0000397	Syad.g_02845	Prao.g_00268
OG0000398	Syad.g_02850	Prao.g_00270
OG0000399	Syad.g_02851	Prao.g_00271
OG0000400	Syad.g_02852	Prao.g_00272
OG0000401	Syad.g_02853	Prao.g_00273
OG0000402	Syad.g_02855	Prao.g_00274
OG0000403	Syad.g_02856	Prao.g_00275
OG0000404	Syad.g_02858	Prao.g_00276
OG0000405	Syad.g_02874	Prao.g_00280
OG0000406	Syad.g_02878	Prao.g_00285
OG0000407	Syad.g_02879	Prao.g_00286
OG0000408	Syad.g_02883	Prao.g_00288
OG0000409	Syad.g_02885	Prao.g_00290
OG0000410	Syad.g_02886	Prao.g_00291
OG0000411	Syad.g_02887	Prao.g_00292
OG0000412	Syad.g_02888	Prao.g_00293
OG0000413	Syad.g_02890	Prao.g_00294
OG0000415	Syad.g_02891	Prao.g_00296
OG0000416	Syad.g_02892	Prao.g_00297
OG0000417	Syad.g_02893	Prao.g_00298
OG0000418	Syad.g_02898	Prao.g_00303
OG0000419	Syad.g_02900	Prao.g_00305
OG0000420	Syad.g_02902	Prao.g_00306
OG0000421	Syad.g_02907	Prao.g_00311
OG0000422	Syad.g_02908	Prao.g_00312
OG0000423	Syad.g_02909	Prao.g_00313
OG0000424	Syad.g_02910	Prao.g_00314
OG0000425	Syad.g_02911	Prao.g_00315
OG0000426	Syad.g_02912	Prao.g_00316
OG0000427	Syad.g_02913	Prao.g_00317
OG0000428	Syad.g_02916	Prao.g_00319
OG0000429	Syad.g_02918	Prao.g_00320
OG0000430	Syad.g_02920	Prao.g_00321
OG0000431	Syad.g_02923	Prao.g_00323
OG0000432	Syad.g_02930	Prao.g_00326
OG0000433	Syad.g_02933	Prao.g_00327
OG0000434	Syad.g_02934	Prao.g_00328
OG0000435	Syad.g_02936	Prao.g_00329
OG0000436	Syad.g_02942	Prao.g_00334
OG0000437	Syad.g_02943	Prao.g_00335
OG0000438	Syad.g_02944	Prao.g_00336
OG0000439	Syad.g_02946	Prao.g_00338
OG0000440	Syad.g_02947	Prao.g_00339
OG0000441	Syad.g_02951	Prao.g_00342
OG0000442	Syad.g_02952	Prao.g_00343
OG0000443	Syad.g_02953	Prao.g_00344
OG0000444	Syad.g_02964	Prao.g_00349
OG0000445	Syad.g_02965	Prao.g_00350
OG0000446	Syad.g_02967	Prao.g_00351
OG0000447	Syad.g_02970	Prao.g_00352
OG0000448	Syad.g_02971	Prao.g_00353
OG0000449	Syad.g_02972	Prao.g_00354
OG0000450	Syad.g_02978	Prao.g_00355
OG0000451	Syad.g_02979	Prao.g_00356
OG0000452	Syad.g_02983	Prao.g_00359
OG0000453	Syad.g_02984	Prao.g_00360
OG0000454	Syad.g_02985	Prao.g_00361
OG0000455	Syad.g_02986	Prao.g_00362
OG0000456	Syad.g_02987	Prao.g_00363
OG0000457	Syad.g_02989	Prao.g_00364
OG0000458	Syad.g_02998	Prao.g_00365
OG0000459	Syad.g_02999	Prao.g_00366
OG0000460	Syad.g_00815	Prao.g_00373
OG0000461	Syad.g_00579	Prao.g_00380
OG0000462	Syad.g_00576	Prao.g_00382
OG0000463	Syad.g_00575	Prao.g_00383
OG0000464	Syad.g_00574	Prao.g_00384
OG0000465	Syad.g_00573	Prao.g_00385
OG0000466	Syad.g_00568	Prao.g_00388
OG0000467	Syad.g_00566	Prao.g_00389
OG0000468	Syad.g_00561	Prao.g_00391
OG0000469	Syad.g_00545	Prao.g_00400
OG0000470	Syad.g_00542	Prao.g_00402
OG0000471	Syad.g_00541	Prao.g_00403
OG0000472	Syad.g_00539	Prao.g_00404
OG0000473	Syad.g_00537	Prao.g_00406
OG0000474	Syad.g_00536	Prao.g_00407
OG0000475	Syad.g_00535	Prao.g_00408
OG0000476	Syad.g_00533	Prao.g_00409
OG0000477	Syad.g_00528	Prao.g_00412
OG0000478	Syad.g_00527	Prao.g_00413
OG0000479	Syad.g_00526	Prao.g_00414
OG0000480	Syad.g_00520	Prao.g_00419
OG0000481	Syad.g_00518	Prao.g_00421
OG0000482	Syad.g_00517	Prao.g_00422
OG0000483	Syad.g_00513	Prao.g_00425
OG0000484	Syad.g_00512	Prao.g_00426
OG0000485	Syad.g_00511	Prao.g_00427
OG0000486	Syad.g_00510	Prao.g_00428
OG0000487	Syad.g_00503	Prao.g_00432
OG0000488	Syad.g_00499	Prao.g_00435
OG0000489	Syad.g_00487	Prao.g_00440
OG0000490	Syad.g_00475	Prao.g_00444
OG0000491	Syad.g_00474	Prao.g_00445
OG0000492	Syad.g_00472	Prao.g_00447
OG0000493	Syad.g_00471	Prao.g_00448
OG0000494	Syad.g_00470	Prao.g_00449
OG0000495	Syad.g_00469	Prao.g_00450
OG0000496	Syad.g_00468	Prao.g_00451
OG0000497	Syad.g_00467	Prao.g_00452
OG0000498	Syad.g_00466	Prao.g_00453
OG0000499	Syad.g_00465	Prao.g_00454
OG0000500	Syad.g_00464	Prao.g_00455
OG0000501	Syad.g_00461	Prao.g_00457
OG0000502	Syad.g_00449	Prao.g_00460
OG0000503	Syad.g_00761	Prao.g_00470
OG0000504	Syad.g_00763	Prao.g_00471
OG0000505	Syad.g_00764	Prao.g_00472
OG0000506	Syad.g_00766	Prao.g_00474
OG0000507	Syad.g_00772	Prao.g_00476
OG0000508	Syad.g_00776	Prao.g_00479
OG0000509	Syad.g_00778	Prao.g_00481
OG0000510	Syad.g_00779	Prao.g_00482
OG0000511	Syad.g_00780	Prao.g_00483
OG0000512	Syad.g_00782	Prao.g_00485
OG0000513	Syad.g_00789	Prao.g_00492
OG0000514	Syad.g_00795	Prao.g_00535
OG0000515	Syad.g_00796	Prao.g_00536
OG0000516	Syad.g_02456	Prao.g_00537
OG0000517	Syad.g_02451	Prao.g_00539
OG0000518	Syad.g_02439	Prao.g_00550
OG0000519	Syad.g_02438	Prao.g_00551
OG0000520	Syad.g_02437	Prao.g_00552
OG0000521	Syad.g_01108	Prao.g_00557
OG0000522	Syad.g_01109	Prao.g_00559
OG0000523	Syad.g_01110	Prao.g_00560
OG0000524	Syad.g_02386	Prao.g_00567
OG0000525	Syad.g_02363	Prao.g_00570
OG0000526	Syad.g_02360	Prao.g_00571
OG0000527	Syad.g_02355	Prao.g_00579
OG0000528	Syad.g_00897	Prao.g_00584
OG0000529	Syad.g_00905	Prao.g_00587
OG0000530	Syad.g_00908	Prao.g_00590
OG0000531	Syad.g_00909	Prao.g_00591
OG0000532	Syad.g_00912	Prao.g_00593
OG0000533	Syad.g_00913	Prao.g_00594
OG0000534	Syad.g_00914	Prao.g_00595
OG0000535	Syad.g_00915	Prao.g_00596
OG0000536	Syad.g_00916	Prao.g_00597
OG0000537	Syad.g_00917	Prao.g_00598
OG0000538	Syad.g_00929	Prao.g_00606
OG0000539	Syad.g_00930	Prao.g_00607
OG0000540	Syad.g_00931	Prao.g_00608
OG0000541	Syad.g_00932	Prao.g_00609
OG0000542	Syad.g_00935	Prao.g_00611
OG0000543	Syad.g_00937	Prao.g_00613
OG0000544	Syad.g_00938	Prao.g_00614
OG0000545	Syad.g_00940	Prao.g_00616
OG0000546	Syad.g_00942	Prao.g_00619
OG0000547	Syad.g_00944	Prao.g_00621
OG0000548	Syad.g_00945	Prao.g_00622
OG0000549	Syad.g_00952	Prao.g_00624
OG0000550	Syad.g_00956	Prao.g_00629
OG0000551	Syad.g_00960	Prao.g_00633
OG0000552	Syad.g_00961	Prao.g_00634
OG0000553	Syad.g_00965	Prao.g_00635
OG0000554	Syad.g_00978	Prao.g_01857
OG0000555	Syad.g_00999	Prao.g_01161
OG0000556	Syad.g_01003	Prao.g_01163
OG0000557	Syad.g_01011	Prao.g_01164
OG0000558	Syad.g_01013	Prao.g_01166
OG0000559	Syad.g_01016	Prao.g_01170
OG0000560	Syad.g_01019	Prao.g_01173
OG0000561	Syad.g_01020	Prao.g_01174
OG0000562	Syad.g_01021	Prao.g_01175
OG0000563	Syad.g_01022	Prao.g_01176
OG0000564	Syad.g_01023	Prao.g_01177
OG0000565	Syad.g_01027	Prao.g_01180
OG0000566	Syad.g_01031	Prao.g_01182
OG0000567	Syad.g_01035	Prao.g_01186
OG0000568	Syad.g_01040	Prao.g_01187
OG0000569	Syad.g_01041	Prao.g_01862
OG0000570	Syad.g_01042	Prao.g_01863
OG0000571	Syad.g_01046	Prao.g_01865
OG0000572	Syad.g_01064	Prao.g_00025
OG0000573	Syad.g_01072	Prao.g_00030
OG0000574	Syad.g_01077	Prao.g_00031
OG0000575	Syad.g_01083	Prao.g_00035
OG0000576	Syad.g_01085	Prao.g_00037
OG0000577	Syad.g_01086	Prao.g_00038
OG0000578	Syad.g_01087	Prao.g_00039
OG0000579	Syad.g_01088	Prao.g_00040
OG0000580	Syad.g_01089	Prao.g_00041
OG0000581	Syad.g_01097	Prao.g_00043
OG0000582	Syad.g_02206	Prao.g_00046
OG0000583	Syad.g_02205	Prao.g_00047
OG0000584	Syad.g_02204	Prao.g_00048
OG0000585	Syad.g_02202	Prao.g_00050
OG0000586	Syad.g_02201	Prao.g_00051
OG0000587	Syad.g_02199	Prao.g_00052
OG0000588	Syad.g_02183	Prao.g_00056
OG0000589	Syad.g_02178	Prao.g_00060
OG0000590	Syad.g_02177	Prao.g_00061
OG0000591	Syad.g_02169	Prao.g_00064
OG0000592	Syad.g_02168	Prao.g_00065
