Orthogroup	Syad	Praa
OG0000067	Syad.g_01889	Praa.g_00803
OG0000068	Syad.g_00891	Praa.g_01366
OG0000070	Syad.g_02424	Praa.g_00449
OG0000071	Syad.g_02405	Praa.g_01318
OG0000072	Syad.g_02905	Praa.g_00171
OG0000073	Syad.g_00926	Praa.g_00499
OG0000075	Syad.g_00416	Praa.g_01808
OG0000076	Syad.g_00348	Praa.g_01832
OG0000077	Syad.g_02741	Praa.g_00078
OG0000078	Syad.g_00824	Praa.g_00239
OG0000079	Syad.g_00565	Praa.g_00252
OG0000081	Syad.g_00833	Praa.g_00531
OG0000082	Syad.g_01063	Praa.g_00585
OG0000084	Syad.g_02272	Praa.g_01472
OG0000085	Syad.g_02612	Praa.g_01628
OG0000086	Syad.g_02770	Praa.g_00088
OG0000087	Syad.g_02860	Praa.g_00139
OG0000088	Syad.g_02899	Praa.g_00166
OG0000089	Syad.g_00785, Syad.g_02829	Praa.g_00355
OG0000090	Syad.g_00977	Praa.g_00533
OG0000091	Syad.g_02144	Praa.g_00642
OG0000092	Syad.g_01190	Praa.g_00912
OG0000094	Syad.g_01676	Praa.g_01020
OG0000097	Syad.g_01458	Praa.g_01200
OG0000098	Syad.g_00625	Praa.g_01348
OG0000099	Syad.g_00460	Praa.g_01394
OG0000100	Syad.g_01846	Praa.g_01551
OG0000101	Syad.g_00694	Praa.g_01775
OG0000102	Syad.g_00343	Praa.g_01837
OG0000103	Syad.g_00143	Praa.g_01916
OG0000104	Syad.g_00158	Praa.g_01924
OG0000105	Syad.g_00530	Praa.g_00274
OG0000106	Syad.g_01993	Praa.g_00369
OG0000107	Syad.g_00590	Praa.g_00383
OG0000108	Syad.g_00904	Praa.g_00480
OG0000109	Syad.g_00919	Praa.g_00494
OG0000110	Syad.g_01048	Praa.g_00575
OG0000111	Syad.g_01300	Praa.g_00699
OG0000112	Syad.g_01766	Praa.g_00766
OG0000113	Syad.g_01851	Praa.g_00826
OG0000114	Syad.g_01617	Praa.g_00907
OG0000115	Syad.g_02300	Praa.g_01101
OG0000116	Syad.g_01123	Praa.g_01150
OG0000117	Syad.g_01510	Praa.g_01255
OG0000118	Syad.g_01104	Praa.g_01330
OG0000119	Syad.g_01168	Praa.g_01362
OG0000120	Syad.g_00459	Praa.g_01387
OG0000121	Syad.g_02280	Praa.g_01478
OG0000122	Syad.g_02122	Praa.g_01516
OG0000123	Syad.g_00701	Praa.g_01782
OG0000124	Syad.g_00320	Praa.g_01848
OG0000125	Syad.g_03040	Praa.g_01885
OG0000126	Syad.g_00156	Praa.g_01923
OG0000128	Syad.g_00174	Praa.g_00011
OG0000129	Syad.g_03028	Praa.g_00044
OG0000130	Syad.g_02728	Praa.g_00069
OG0000131	Syad.g_02876	Praa.g_00145
OG0000132	Syad.g_02897	Praa.g_00164
OG0000133	Syad.g_01761	Praa.g_00322
OG0000134	Syad.g_00788	Praa.g_00356
OG0000135	Syad.g_00063	Praa.g_00381
OG0000136	Syad.g_02445	Praa.g_00440
OG0000137	Syad.g_02353	Praa.g_01414, Praa.g_00475
OG0000138	Syad.g_00920	Praa.g_00495
OG0000139	Syad.g_00983	Praa.g_00537
OG0000140	Syad.g_00987	Praa.g_00538
OG0000141	Syad.g_02208	Praa.g_00607
OG0000142	Syad.g_02152	Praa.g_00635
OG0000143	Syad.g_02148	Praa.g_00639
OG0000144	Syad.g_02024	Praa.g_00652
OG0000145	Syad.g_00927	Praa.g_00764
OG0000146	Syad.g_01767	Praa.g_00767
OG0000147	Syad.g_01768	Praa.g_00768
OG0000148	Syad.g_01861	Praa.g_00820
OG0000149	Syad.g_01221	Praa.g_00851
OG0000150	Syad.g_02207, Syad.g_00989	Praa.g_00859
OG0000151	Syad.g_01956	Praa.g_00917
OG0000152	Syad.g_01757	Praa.g_00964
OG0000153	Syad.g_01713	Praa.g_00983
OG0000154	Syad.g_01686	Praa.g_01013
OG0000155	Syad.g_01189	Praa.g_01179
OG0000156	Syad.g_01116	Praa.g_01307
OG0000157	Syad.g_01115	Praa.g_01308
OG0000158	Syad.g_00374	Praa.g_01395
OG0000160	Syad.g_02279	Praa.g_01477
OG0000161	Syad.g_02287	Praa.g_01483
OG0000162	Syad.g_02293	Praa.g_01489
OG0000163	Syad.g_02542	Praa.g_01523
OG0000164	Syad.g_02659	Praa.g_01659
OG0000165	Syad.g_02476	Praa.g_01667
OG0000166	Syad.g_00654	Praa.g_01739
OG0000167	Syad.g_00419	Praa.g_01806
OG0000168	Syad.g_00371	Praa.g_01816
OG0000169	Syad.g_00360	Praa.g_01826
OG0000170	Syad.g_00353	Praa.g_01828
OG0000171	Syad.g_00321	Praa.g_01847
OG0000172	Syad.g_00244	Praa.g_01856
OG0000173	Syad.g_00220	Praa.g_01871
OG0000174	Syad.g_00065	Praa.g_01898
OG0000175	Syad.g_00129	Praa.g_01908
OG0000176	Syad.g_00166	Praa.g_00004
OG0000177	Syad.g_00167	Praa.g_00005
OG0000178	Syad.g_00168	Praa.g_00006
OG0000179	Syad.g_00183	Praa.g_00016
OG0000180	Syad.g_00184	Praa.g_00017
OG0000181	Syad.g_00185	Praa.g_00018
OG0000182	Syad.g_00186	Praa.g_00019
OG0000183	Syad.g_00190	Praa.g_00023
OG0000184	Syad.g_03018	Praa.g_00046
OG0000185	Syad.g_03006	Praa.g_00049
OG0000186	Syad.g_02722	Praa.g_00064
OG0000187	Syad.g_02724	Praa.g_00065
OG0000188	Syad.g_02759	Praa.g_00082
OG0000189	Syad.g_02788	Praa.g_00096
OG0000190	Syad.g_02790	Praa.g_00097
OG0000191	Syad.g_02824	Praa.g_00117
OG0000192	Syad.g_02834	Praa.g_00121
OG0000193	Syad.g_02877	Praa.g_00146
OG0000194	Syad.g_02880	Praa.g_00149
OG0000195	Syad.g_02884	Praa.g_00151
OG0000196	Syad.g_02894	Praa.g_00161
OG0000197	Syad.g_02895	Praa.g_00162
OG0000198	Syad.g_02896	Praa.g_00163
OG0000199	Syad.g_02904	Praa.g_00170
OG0000200	Syad.g_02921	Praa.g_00184
OG0000201	Syad.g_02937	Praa.g_00192
OG0000202	Syad.g_02938	Praa.g_00193
OG0000203	Syad.g_02939	Praa.g_00194
OG0000204	Syad.g_02940	Praa.g_00195
OG0000205	Syad.g_02948	Praa.g_00202
OG0000206	Syad.g_02955	Praa.g_00207
OG0000207	Syad.g_02957	Praa.g_00209
OG0000208	Syad.g_02958	Praa.g_00210
OG0000209	Syad.g_02981	Praa.g_00219
OG0000210	Syad.g_02982	Praa.g_00220
OG0000212	Syad.g_00825	Praa.g_00240
OG0000213	Syad.g_00556	Praa.g_00257
OG0000214	Syad.g_00538	Praa.g_00267
OG0000215	Syad.g_00508	Praa.g_00292
OG0000216	Syad.g_00504, Syad.g_00285	Praa.g_00294
OG0000217	Syad.g_00500	Praa.g_00297
OG0000218	Syad.g_00498	Praa.g_00299
OG0000219	Syad.g_00497	Praa.g_00300
OG0000220	Syad.g_00496	Praa.g_00301
OG0000221	Syad.g_00488	Praa.g_00302
OG0000222	Syad.g_00473	Praa.g_00310
OG0000223	Syad.g_00451	Praa.g_00323
OG0000224	Syad.g_00444	Praa.g_00325
OG0000225	Syad.g_00777	Praa.g_00345
OG0000226	Syad.g_00781	Praa.g_00349
OG0000227	Syad.g_00783	Praa.g_00351
OG0000228	Syad.g_00784	Praa.g_00354
OG0000229	Syad.g_02450	Praa.g_00436
OG0000230	Syad.g_02448	Praa.g_00437
OG0000231	Syad.g_02436	Praa.g_00448
OG0000232	Syad.g_02392	Praa.g_00457
OG0000233	Syad.g_02382	Praa.g_00463
OG0000234	Syad.g_02351	Praa.g_00476
OG0000235	Syad.g_00903	Praa.g_00479
OG0000236	Syad.g_00918	Praa.g_00493
OG0000237	Syad.g_00936	Praa.g_00506
OG0000238	Syad.g_00941	Praa.g_00512
OG0000239	Syad.g_00957	Praa.g_00525
OG0000240	Syad.g_00958	Praa.g_00526
OG0000241	Syad.g_02160	Praa.g_00530
OG0000242	Syad.g_00975	Praa.g_00532
OG0000243	Syad.g_01000	Praa.g_00544
OG0000244	Syad.g_01012	Praa.g_00547
OG0000245	Syad.g_01014	Praa.g_00549
OG0000246	Syad.g_01017	Praa.g_00553
OG0000247	Syad.g_01029	Praa.g_00563
OG0000248	Syad.g_01032	Praa.g_00565
OG0000249	Syad.g_01034	Praa.g_00567
OG0000250	Syad.g_01044	Praa.g_00572
OG0000251	Syad.g_01071	Praa.g_00591
OG0000252	Syad.g_01078	Praa.g_00594
OG0000253	Syad.g_01081	Praa.g_00595
OG0000254	Syad.g_02203	Praa.g_00611
OG0000255	Syad.g_02185	Praa.g_00617
OG0000256	Syad.g_02167	Praa.g_00627
OG0000257	Syad.g_02161	Praa.g_00630
OG0000258	Syad.g_02143	Praa.g_00643
OG0000259	Syad.g_01576	Praa.g_00660
OG0000260	Syad.g_01587	Praa.g_00663
OG0000261	Syad.g_01590	Praa.g_00665
OG0000262	Syad.g_01595	Praa.g_00669
OG0000263	Syad.g_01475	Praa.g_00681
OG0000264	Syad.g_01360	Praa.g_00691
OG0000265	Syad.g_01383	Praa.g_00711
OG0000266	Syad.g_01804	Praa.g_00721
OG0000267	Syad.g_01645	Praa.g_00732
OG0000268	Syad.g_01646	Praa.g_00733
OG0000269	Syad.g_01894	Praa.g_00798
OG0000270	Syad.g_01891	Praa.g_00801
OG0000271	Syad.g_01883	Praa.g_00809
OG0000272	Syad.g_01882	Praa.g_00810, Praa.g_00811
OG0000273	Syad.g_01247	Praa.g_00834
OG0000274	Syad.g_01246	Praa.g_00835
OG0000275	Syad.g_01242	Praa.g_00838
OG0000276	Syad.g_01229	Praa.g_00843
OG0000277	Syad.g_01228	Praa.g_00844
OG0000278	Syad.g_01225	Praa.g_00847
OG0000279	Syad.g_01208	Praa.g_00854
OG0000280	Syad.g_01198	Praa.g_00855
OG0000281	Syad.g_00624	Praa.g_00860
OG0000282	Syad.g_01619	Praa.g_00909
OG0000283	Syad.g_01661	Praa.g_00941
OG0000284	Syad.g_01787	Praa.g_00946
OG0000285	Syad.g_01776	Praa.g_00951
OG0000286	Syad.g_01758	Praa.g_00963
OG0000288	Syad.g_01687	Praa.g_01012
OG0000289	Syad.g_01672	Praa.g_01023
OG0000290	Syad.g_01287	Praa.g_01036
OG0000291	Syad.g_01289	Praa.g_01038
OG0000292	Syad.g_00155	Praa.g_01089
OG0000293	Syad.g_01124	Praa.g_01151
OG0000294	Syad.g_01125	Praa.g_01152
OG0000295	Syad.g_01181	Praa.g_01171
OG0000296	Syad.g_01183	Praa.g_01173
OG0000297	Syad.g_01512	Praa.g_01181
OG0000298	Syad.g_01511	Praa.g_01182
OG0000299	Syad.g_01462	Praa.g_01199
OG0000300	Syad.g_01455	Praa.g_01202
OG0000301	Syad.g_01454	Praa.g_01203
OG0000302	Syad.g_01453	Praa.g_01205
OG0000303	Syad.g_01442	Praa.g_01212
OG0000304	Syad.g_01436	Praa.g_01216
OG0000305	Syad.g_01292	Praa.g_01358
OG0000306	Syad.g_01989	Praa.g_01361
OG0000307	Syad.g_00883	Praa.g_01375
OG0000308	Syad.g_00881	Praa.g_01376
OG0000309	Syad.g_00876	Praa.g_01380
OG0000310	Syad.g_02250	Praa.g_01461
OG0000311	Syad.g_02254	Praa.g_01463
OG0000312	Syad.g_02265	Praa.g_01466
OG0000313	Syad.g_02284	Praa.g_01480
OG0000314	Syad.g_02313	Praa.g_01503
OG0000315	Syad.g_02323	Praa.g_01513
OG0000316	Syad.g_02564	Praa.g_01533
OG0000317	Syad.g_02620	Praa.g_01633
OG0000318	Syad.g_02624	Praa.g_01636
OG0000319	Syad.g_02642	Praa.g_01649
OG0000320	Syad.g_02644	Praa.g_01651
OG0000321	Syad.g_02645	Praa.g_01652
OG0000322	Syad.g_02646	Praa.g_01653
OG0000323	Syad.g_02661	Praa.g_01662
OG0000324	Syad.g_02505	Praa.g_01690
OG0000325	Syad.g_00591	Praa.g_01700
OG0000326	Syad.g_00598	Praa.g_01706
OG0000327	Syad.g_00649	Praa.g_01734
OG0000328	Syad.g_00650	Praa.g_01735
OG0000329	Syad.g_00668	Praa.g_01752
OG0000330	Syad.g_00669	Praa.g_01753
OG0000331	Syad.g_00670	Praa.g_01754
OG0000332	Syad.g_00685	Praa.g_01768
OG0000333	Syad.g_00688	Praa.g_01770
OG0000334	Syad.g_00697	Praa.g_01778
OG0000335	Syad.g_00702	Praa.g_01783
OG0000336	Syad.g_00706	Praa.g_01787
OG0000337	Syad.g_00425, Syad.g_00427	Praa.g_01804
OG0000338	Syad.g_00421	Praa.g_01805
OG0000339	Syad.g_00414	Praa.g_01809
OG0000340	Syad.g_00370	Praa.g_01817
OG0000341	Syad.g_00368	Praa.g_01819
OG0000342	Syad.g_00367	Praa.g_01820
OG0000343	Syad.g_00366	Praa.g_01821
OG0000344	Syad.g_00362	Praa.g_01824
OG0000345	Syad.g_00352	Praa.g_01829
OG0000346	Syad.g_00347	Praa.g_01833
OG0000347	Syad.g_00318	Praa.g_01849
OG0000348	Syad.g_00233	Praa.g_01859
OG0000349	Syad.g_00213	Praa.g_01876
OG0000350	Syad.g_00605	Praa.g_01894
OG0000351	Syad.g_00134	Praa.g_01911
OG0000352	Syad.g_00135	Praa.g_01912
OG0000353	Syad.g_00161	Praa.g_01927
OG0000355	Syad.g_00163	Praa.g_00001
OG0000356	Syad.g_00164	Praa.g_00002
OG0000357	Syad.g_00165	Praa.g_00003
OG0000358	Syad.g_00169	Praa.g_00007
OG0000359	Syad.g_00171	Praa.g_00008
OG0000360	Syad.g_00172	Praa.g_00009
OG0000361	Syad.g_00173	Praa.g_00010
OG0000362	Syad.g_00175	Praa.g_00012
OG0000363	Syad.g_00177	Praa.g_00014
OG0000364	Syad.g_00178	Praa.g_00015
OG0000365	Syad.g_00187	Praa.g_00020
OG0000366	Syad.g_00188	Praa.g_00021
OG0000367	Syad.g_00189	Praa.g_00022
OG0000368	Syad.g_00191	Praa.g_00024
OG0000369	Syad.g_00192	Praa.g_00025
OG0000370	Syad.g_00193	Praa.g_00026
OG0000371	Syad.g_00201	Praa.g_00032
OG0000372	Syad.g_00206	Praa.g_00035
OG0000373	Syad.g_00207	Praa.g_00036
OG0000374	Syad.g_00208	Praa.g_00037
OG0000375	Syad.g_00209	Praa.g_00040
OG0000376	Syad.g_00211	Praa.g_00042
OG0000377	Syad.g_03027	Praa.g_00045
OG0000378	Syad.g_03012	Praa.g_00047
OG0000379	Syad.g_03005	Praa.g_00050
OG0000380	Syad.g_02725	Praa.g_00066
OG0000381	Syad.g_02729	Praa.g_00070
OG0000382	Syad.g_02758	Praa.g_00081
OG0000383	Syad.g_02761	Praa.g_00083
OG0000384	Syad.g_02762	Praa.g_00084
OG0000385	Syad.g_02763	Praa.g_00085
OG0000386	Syad.g_02764	Praa.g_00086
OG0000387	Syad.g_02792	Praa.g_00099
OG0000388	Syad.g_02796	Praa.g_00102
OG0000389	Syad.g_02800	Praa.g_00106
OG0000390	Syad.g_02818	Praa.g_00113
OG0000391	Syad.g_02823	Praa.g_00116
OG0000392	Syad.g_02833	Praa.g_00120
OG0000393	Syad.g_02837	Praa.g_00122
OG0000394	Syad.g_02838	Praa.g_00123
OG0000395	Syad.g_02839	Praa.g_00124
OG0000396	Syad.g_02843	Praa.g_00127
OG0000397	Syad.g_02845	Praa.g_00129
OG0000398	Syad.g_02850	Praa.g_00131
OG0000399	Syad.g_02851	Praa.g_00132
OG0000400	Syad.g_02852	Praa.g_00133
OG0000401	Syad.g_02853	Praa.g_00134
OG0000402	Syad.g_02855	Praa.g_00136
OG0000403	Syad.g_02856	Praa.g_00137
OG0000404	Syad.g_02858	Praa.g_00138
OG0000405	Syad.g_02874	Praa.g_00142
OG0000406	Syad.g_02878	Praa.g_00147
OG0000407	Syad.g_02879	Praa.g_00148
OG0000408	Syad.g_02883	Praa.g_00150
OG0000409	Syad.g_02885	Praa.g_00152
OG0000410	Syad.g_02886	Praa.g_00153
OG0000411	Syad.g_02887	Praa.g_00154
OG0000412	Syad.g_02888	Praa.g_00155
OG0000413	Syad.g_02890	Praa.g_00156
OG0000415	Syad.g_02891	Praa.g_00158
OG0000416	Syad.g_02892	Praa.g_00159
OG0000417	Syad.g_02893	Praa.g_00160
OG0000418	Syad.g_02898	Praa.g_00165
OG0000419	Syad.g_02900	Praa.g_00167
OG0000420	Syad.g_02902	Praa.g_00168
OG0000421	Syad.g_02907	Praa.g_00173
OG0000422	Syad.g_02908	Praa.g_00174
OG0000423	Syad.g_02909	Praa.g_00175
OG0000424	Syad.g_02910	Praa.g_00176
OG0000425	Syad.g_02911	Praa.g_00177
OG0000426	Syad.g_02912	Praa.g_00178
OG0000427	Syad.g_02913	Praa.g_00179
OG0000428	Syad.g_02916	Praa.g_00181
OG0000429	Syad.g_02918	Praa.g_00182
OG0000430	Syad.g_02920	Praa.g_00183
OG0000431	Syad.g_02923	Praa.g_00185
OG0000432	Syad.g_02930	Praa.g_00188
OG0000433	Syad.g_02933	Praa.g_00189
OG0000434	Syad.g_02934	Praa.g_00190
OG0000435	Syad.g_02936	Praa.g_00191
OG0000436	Syad.g_02942	Praa.g_00196
OG0000437	Syad.g_02943	Praa.g_00197
OG0000438	Syad.g_02944	Praa.g_00198
OG0000439	Syad.g_02946	Praa.g_00200
OG0000440	Syad.g_02947	Praa.g_00201
OG0000441	Syad.g_02951	Praa.g_00204
OG0000442	Syad.g_02952	Praa.g_00205
OG0000443	Syad.g_02953	Praa.g_00206
OG0000444	Syad.g_02964	Praa.g_00211
OG0000445	Syad.g_02965	Praa.g_00212
OG0000446	Syad.g_02967	Praa.g_00213
OG0000447	Syad.g_02970	Praa.g_00214
OG0000448	Syad.g_02971	Praa.g_00215
OG0000449	Syad.g_02972	Praa.g_00216
OG0000450	Syad.g_02978	Praa.g_00217
OG0000451	Syad.g_02979	Praa.g_00218
OG0000452	Syad.g_02983	Praa.g_00221
OG0000453	Syad.g_02984	Praa.g_00222
OG0000454	Syad.g_02985	Praa.g_00223
OG0000455	Syad.g_02986	Praa.g_00224
OG0000456	Syad.g_02987	Praa.g_00225
OG0000457	Syad.g_02989	Praa.g_00226
OG0000458	Syad.g_02998	Praa.g_00227
OG0000459	Syad.g_02999	Praa.g_00228
OG0000460	Syad.g_00815	Praa.g_00235
OG0000461	Syad.g_00579	Praa.g_00242
OG0000462	Syad.g_00576	Praa.g_00244
OG0000463	Syad.g_00575	Praa.g_00245
OG0000464	Syad.g_00574	Praa.g_00246
OG0000465	Syad.g_00573	Praa.g_00247
OG0000466	Syad.g_00568	Praa.g_00250
OG0000467	Syad.g_00566	Praa.g_00251
OG0000468	Syad.g_00561	Praa.g_00253
OG0000469	Syad.g_00545	Praa.g_00262
OG0000470	Syad.g_00542	Praa.g_00264
OG0000471	Syad.g_00541	Praa.g_00265
OG0000472	Syad.g_00539	Praa.g_00266
OG0000473	Syad.g_00537	Praa.g_00268
OG0000474	Syad.g_00536	Praa.g_00269
OG0000475	Syad.g_00535	Praa.g_00270
OG0000476	Syad.g_00533	Praa.g_00271
OG0000477	Syad.g_00528	Praa.g_00275
OG0000478	Syad.g_00527	Praa.g_00276
OG0000479	Syad.g_00526	Praa.g_00277
OG0000480	Syad.g_00520	Praa.g_00282
OG0000481	Syad.g_00518	Praa.g_00284
OG0000482	Syad.g_00517	Praa.g_00285
OG0000483	Syad.g_00513	Praa.g_00288
OG0000484	Syad.g_00512	Praa.g_00289
OG0000485	Syad.g_00511	Praa.g_00290
OG0000486	Syad.g_00510	Praa.g_00291
OG0000487	Syad.g_00503	Praa.g_00295
OG0000488	Syad.g_00499	Praa.g_00298
OG0000489	Syad.g_00487	Praa.g_00303
OG0000490	Syad.g_00475	Praa.g_00308
OG0000491	Syad.g_00474	Praa.g_00309
OG0000492	Syad.g_00472	Praa.g_00311
OG0000493	Syad.g_00471	Praa.g_00312
OG0000494	Syad.g_00470	Praa.g_00313
OG0000495	Syad.g_00469	Praa.g_00314
OG0000496	Syad.g_00468	Praa.g_00315
OG0000497	Syad.g_00467	Praa.g_00316
OG0000498	Syad.g_00466	Praa.g_00317
OG0000499	Syad.g_00465	Praa.g_00318
OG0000500	Syad.g_00464	Praa.g_00319
OG0000501	Syad.g_00461	Praa.g_00321
OG0000502	Syad.g_00449	Praa.g_00324
OG0000503	Syad.g_00761	Praa.g_00334
OG0000504	Syad.g_00763	Praa.g_00335
OG0000505	Syad.g_00764	Praa.g_00336
OG0000506	Syad.g_00766	Praa.g_00338
OG0000507	Syad.g_00772	Praa.g_00340
OG0000508	Syad.g_00776	Praa.g_00344
OG0000509	Syad.g_00778	Praa.g_00346
OG0000510	Syad.g_00779	Praa.g_00347
OG0000511	Syad.g_00780	Praa.g_00348
OG0000512	Syad.g_00782	Praa.g_00350
OG0000513	Syad.g_00789	Praa.g_00357
OG0000514	Syad.g_00795	Praa.g_00431
OG0000515	Syad.g_00796	Praa.g_00432
OG0000516	Syad.g_02456	Praa.g_00433
OG0000517	Syad.g_02451	Praa.g_00435
OG0000518	Syad.g_02439	Praa.g_00445
OG0000519	Syad.g_02438	Praa.g_00446
OG0000520	Syad.g_02437	Praa.g_00447
OG0000521	Syad.g_01108	Praa.g_00452
OG0000522	Syad.g_01109	Praa.g_00454
OG0000523	Syad.g_01110	Praa.g_00455
OG0000524	Syad.g_02386	Praa.g_00461
OG0000525	Syad.g_02363	Praa.g_00464
OG0000526	Syad.g_02360	Praa.g_00465
OG0000527	Syad.g_02355	Praa.g_00473
OG0000528	Syad.g_00897	Praa.g_00478
OG0000529	Syad.g_00905	Praa.g_00481
OG0000530	Syad.g_00908	Praa.g_00484
OG0000531	Syad.g_00909	Praa.g_00485
OG0000532	Syad.g_00912	Praa.g_00487
OG0000533	Syad.g_00913	Praa.g_00488
OG0000534	Syad.g_00914	Praa.g_00489
OG0000535	Syad.g_00915	Praa.g_00490
OG0000536	Syad.g_00916	Praa.g_00491
OG0000537	Syad.g_00917	Praa.g_00492
OG0000538	Syad.g_00929	Praa.g_00500
OG0000539	Syad.g_00930	Praa.g_00501
OG0000540	Syad.g_00931	Praa.g_00502
OG0000541	Syad.g_00932	Praa.g_00503
OG0000542	Syad.g_00935	Praa.g_00505
OG0000543	Syad.g_00937	Praa.g_00507
OG0000544	Syad.g_00938	Praa.g_00508
OG0000545	Syad.g_00940	Praa.g_00510
OG0000546	Syad.g_00942	Praa.g_00513
OG0000547	Syad.g_00944	Praa.g_00515
OG0000548	Syad.g_00945	Praa.g_00516
OG0000549	Syad.g_00952	Praa.g_00518
OG0000550	Syad.g_00956	Praa.g_00523
OG0000551	Syad.g_00960	Praa.g_00527
OG0000552	Syad.g_00961	Praa.g_00528
OG0000553	Syad.g_00965	Praa.g_00529
OG0000554	Syad.g_00978	Praa.g_00534
OG0000555	Syad.g_00999	Praa.g_00543
OG0000556	Syad.g_01003	Praa.g_00545
OG0000557	Syad.g_01011	Praa.g_00546
OG0000558	Syad.g_01013	Praa.g_00548
OG0000559	Syad.g_01016	Praa.g_00552
OG0000560	Syad.g_01019	Praa.g_00555
OG0000561	Syad.g_01020	Praa.g_00556
OG0000562	Syad.g_01021	Praa.g_00557
OG0000563	Syad.g_01022	Praa.g_00558
OG0000564	Syad.g_01023	Praa.g_00559
OG0000565	Syad.g_01027	Praa.g_00562
OG0000566	Syad.g_01031	Praa.g_00564
OG0000567	Syad.g_01035	Praa.g_00568
OG0000568	Syad.g_01040	Praa.g_00569
OG0000569	Syad.g_01041	Praa.g_00570
OG0000570	Syad.g_01042	Praa.g_00571
OG0000571	Syad.g_01046	Praa.g_00573
OG0000572	Syad.g_01064	Praa.g_00586
OG0000573	Syad.g_01072	Praa.g_00592
OG0000574	Syad.g_01077	Praa.g_00593
OG0000575	Syad.g_01083	Praa.g_00597
OG0000576	Syad.g_01085	Praa.g_00599
OG0000577	Syad.g_01086	Praa.g_00600
OG0000578	Syad.g_01087	Praa.g_00601
OG0000579	Syad.g_01088	Praa.g_00602
OG0000580	Syad.g_01089	Praa.g_00603
OG0000581	Syad.g_01097	Praa.g_00605
OG0000582	Syad.g_02206	Praa.g_00608
OG0000583	Syad.g_02205	Praa.g_00609
OG0000584	Syad.g_02204	Praa.g_00610
OG0000585	Syad.g_02202	Praa.g_00612
OG0000586	Syad.g_02201	Praa.g_00613
OG0000587	Syad.g_02199	Praa.g_00614
OG0000588	Syad.g_02183	Praa.g_00618
