Orthogroup	Syad	Prbl
OG0000051	Syad.g_00842	Prbl.g_01677
OG0000052	Syad.g_00434	Prbl.g_00870
OG0000053	Syad.g_02302	Prbl.g_00691
OG0000054	Syad.g_02209	Prbl.g_01752
OG0000056	Syad.g_01997, Syad.g_01971, Syad.g_01409, Syad.g_02690, Syad.g_01425, Syad.g_00400, Syad.g_01999, Syad.g_01346, Syad.g_02228, Syad.g_02691	Prbl.g_01171
OG0000057	Syad.g_01301	Prbl.g_00025
OG0000059	Syad.g_00642	Prbl.g_00836
OG0000060	Syad.g_00899	Prbl.g_00508
OG0000061	Syad.g_01152	Prbl.g_02084
OG0000062	Syad.g_02598	Prbl.g_00417
OG0000063	Syad.g_00202	Prbl.g_01981
OG0000065	Syad.g_02574, Syad.g_02801	Prbl.g_00552
OG0000066	Syad.g_00992	Prbl.g_00752
OG0000067	Syad.g_01889	Prbl.g_02335
OG0000068	Syad.g_00891	Prbl.g_00502
OG0000070	Syad.g_02424	Prbl.g_00634
OG0000071	Syad.g_02405	Prbl.g_01722
OG0000072	Syad.g_02905	Prbl.g_00276
OG0000073	Syad.g_00926	Prbl.g_00533
OG0000075	Syad.g_00416	Prbl.g_00855
OG0000076	Syad.g_00348	Prbl.g_01285
OG0000077	Syad.g_02741	Prbl.g_00596, Prbl.g_00631
OG0000078	Syad.g_00824	Prbl.g_00193
OG0000079	Syad.g_00565	Prbl.g_01505
OG0000081	Syad.g_00833	Prbl.g_00032
OG0000082	Syad.g_01063	Prbl.g_01783
OG0000084	Syad.g_02272	Prbl.g_00246
OG0000085	Syad.g_02612	Prbl.g_00405
OG0000086	Syad.g_02770	Prbl.g_00583
OG0000087	Syad.g_02860	Prbl.g_00810
OG0000088	Syad.g_02899	Prbl.g_01838, Prbl.g_00281
OG0000089	Syad.g_00785, Syad.g_02829	Prbl.g_02674
OG0000090	Syad.g_00977	Prbl.g_00766
OG0000091	Syad.g_02144	Prbl.g_01647
OG0000093	Syad.g_01905	Prbl.g_02359
OG0000095	Syad.g_01290	Prbl.g_00927
OG0000097	Syad.g_01458	Prbl.g_02579
OG0000098	Syad.g_00625	Prbl.g_00722
OG0000099	Syad.g_00460	Prbl.g_00893
OG0000100	Syad.g_01846	Prbl.g_01914, Prbl.g_02305
OG0000101	Syad.g_00694	Prbl.g_01000
OG0000102	Syad.g_00343	Prbl.g_02636
OG0000103	Syad.g_00143	Prbl.g_02139
OG0000104	Syad.g_00158	Prbl.g_02125
OG0000105	Syad.g_00530	Prbl.g_01461
OG0000106	Syad.g_01993	Prbl.g_00411
OG0000107	Syad.g_00590	Prbl.g_02681
OG0000108	Syad.g_00904	Prbl.g_00511
OG0000109	Syad.g_00919	Prbl.g_00527
OG0000110	Syad.g_01048	Prbl.g_01795
OG0000111	Syad.g_01300	Prbl.g_00026
OG0000112	Syad.g_01766	Prbl.g_02470
OG0000113	Syad.g_01851	Prbl.g_02310
OG0000114	Syad.g_01617	Prbl.g_02407
OG0000115	Syad.g_02300	Prbl.g_00687
OG0000116	Syad.g_01123	Prbl.g_02069
OG0000117	Syad.g_01510	Prbl.g_01384
OG0000118	Syad.g_01104	Prbl.g_01736
OG0000119	Syad.g_01168	Prbl.g_00007, Prbl.g_00046
OG0000120	Syad.g_00459	Prbl.g_00892
OG0000121	Syad.g_02280	Prbl.g_00234, Prbl.g_00240
OG0000122	Syad.g_02122	Prbl.g_01808
OG0000123	Syad.g_00701	Prbl.g_01135
OG0000124	Syad.g_00320	Prbl.g_02054
OG0000125	Syad.g_03040	Prbl.g_02231
OG0000126	Syad.g_00156	Prbl.g_02127
OG0000128	Syad.g_00174	Prbl.g_02109
OG0000129	Syad.g_03028	Prbl.g_02243
OG0000130	Syad.g_02728	Prbl.g_00608
OG0000131	Syad.g_02876	Prbl.g_00303
OG0000132	Syad.g_02897	Prbl.g_00283
OG0000133	Syad.g_01761	Prbl.g_00897
OG0000134	Syad.g_00788	Prbl.g_02677
OG0000135	Syad.g_00063	Prbl.g_02190
OG0000136	Syad.g_02445	Prbl.g_00647
OG0000137	Syad.g_02353	Prbl.g_01340
OG0000138	Syad.g_00920	Prbl.g_00528
OG0000139	Syad.g_00983	Prbl.g_00760
OG0000140	Syad.g_00987	Prbl.g_00754
OG0000141	Syad.g_02208	Prbl.g_01751
OG0000142	Syad.g_02152	Prbl.g_01639
OG0000143	Syad.g_02148	Prbl.g_01643
OG0000144	Syad.g_02024	Prbl.g_01042
OG0000145	Syad.g_00927	Prbl.g_00534
OG0000146	Syad.g_01767	Prbl.g_02469
OG0000147	Syad.g_01768	Prbl.g_02468
OG0000148	Syad.g_01861	Prbl.g_02316
OG0000149	Syad.g_01221	Prbl.g_01552
OG0000150	Syad.g_02207, Syad.g_00989	Prbl.g_01576
OG0000151	Syad.g_01956	Prbl.g_02386
OG0000152	Syad.g_01757	Prbl.g_02478
OG0000153	Syad.g_01713	Prbl.g_02505
OG0000154	Syad.g_01686	Prbl.g_02532
OG0000155	Syad.g_01189	Prbl.g_00185
OG0000156	Syad.g_01116	Prbl.g_00115
OG0000157	Syad.g_01115	Prbl.g_00114
OG0000158	Syad.g_00374	Prbl.g_00843
OG0000160	Syad.g_02279	Prbl.g_00241
OG0000161	Syad.g_02287	Prbl.g_00227
OG0000162	Syad.g_02293	Prbl.g_00221
OG0000163	Syad.g_02542	Prbl.g_00452
OG0000164	Syad.g_02659	Prbl.g_00365
OG0000165	Syad.g_02476	Prbl.g_00356
OG0000166	Syad.g_00654	Prbl.g_00962
OG0000167	Syad.g_00419	Prbl.g_00857
OG0000168	Syad.g_00371	Prbl.g_00842
OG0000169	Syad.g_00360	Prbl.g_01302
OG0000170	Syad.g_00353	Prbl.g_01290
OG0000171	Syad.g_00321	Prbl.g_02055
OG0000172	Syad.g_00244	Prbl.g_02021
OG0000173	Syad.g_00220	Prbl.g_02000
OG0000174	Syad.g_00065	Prbl.g_02188
OG0000175	Syad.g_00129	Prbl.g_02150
OG0000176	Syad.g_00166	Prbl.g_02117
OG0000177	Syad.g_00167	Prbl.g_02116
OG0000178	Syad.g_00168	Prbl.g_02115
OG0000179	Syad.g_00183	Prbl.g_01961
OG0000180	Syad.g_00184	Prbl.g_01962
OG0000181	Syad.g_00185	Prbl.g_01963
OG0000182	Syad.g_00186	Prbl.g_01964
OG0000183	Syad.g_00190	Prbl.g_01968
OG0000184	Syad.g_03018	Prbl.g_02251
OG0000185	Syad.g_03006	Prbl.g_02273
OG0000186	Syad.g_02722	Prbl.g_00614
OG0000187	Syad.g_02724	Prbl.g_00613
OG0000188	Syad.g_02759	Prbl.g_00591
OG0000189	Syad.g_02788	Prbl.g_00565
OG0000190	Syad.g_02790	Prbl.g_00563
OG0000191	Syad.g_02824	Prbl.g_01325
OG0000192	Syad.g_02834	Prbl.g_01316
OG0000193	Syad.g_02877	Prbl.g_00302
OG0000194	Syad.g_02880	Prbl.g_00299
OG0000195	Syad.g_02884	Prbl.g_00297
OG0000196	Syad.g_02894	Prbl.g_00286
OG0000197	Syad.g_02895	Prbl.g_00285
OG0000198	Syad.g_02896	Prbl.g_00284
OG0000199	Syad.g_02904	Prbl.g_00277
OG0000200	Syad.g_02921	Prbl.g_00069
OG0000201	Syad.g_02937	Prbl.g_00088
OG0000202	Syad.g_02938	Prbl.g_00089
OG0000203	Syad.g_02939	Prbl.g_00090
OG0000204	Syad.g_02940	Prbl.g_00091
OG0000205	Syad.g_02948	Prbl.g_00098
OG0000206	Syad.g_02955	Prbl.g_01282
OG0000207	Syad.g_02957	Prbl.g_00130
OG0000208	Syad.g_02958	Prbl.g_00129
OG0000209	Syad.g_02981	Prbl.g_01256
OG0000210	Syad.g_02982	Prbl.g_01257
OG0000211	Syad.g_00813	Prbl.g_01922
OG0000212	Syad.g_00825	Prbl.g_00192
OG0000213	Syad.g_00556	Prbl.g_01496
OG0000214	Syad.g_00538	Prbl.g_01469
OG0000215	Syad.g_00508	Prbl.g_01439
OG0000216	Syad.g_00504	Prbl.g_01436
OG0000217	Syad.g_00500	Prbl.g_01432
OG0000218	Syad.g_00498	Prbl.g_01428
OG0000219	Syad.g_00497	Prbl.g_01427
OG0000220	Syad.g_00496	Prbl.g_01426
OG0000221	Syad.g_00488	Prbl.g_01421
OG0000222	Syad.g_00473	Prbl.g_00911
OG0000223	Syad.g_00451	Prbl.g_00888
OG0000224	Syad.g_00444	Prbl.g_00877
OG0000225	Syad.g_00777	Prbl.g_01218
OG0000226	Syad.g_00781	Prbl.g_01222
OG0000227	Syad.g_00783	Prbl.g_01224
OG0000228	Syad.g_00784	Prbl.g_02673
OG0000229	Syad.g_02450	Prbl.g_00652
OG0000230	Syad.g_02448	Prbl.g_00650
OG0000231	Syad.g_02436	Prbl.g_00635
OG0000232	Syad.g_02392	Prbl.g_00619
OG0000233	Syad.g_02382	Prbl.g_01360
OG0000234	Syad.g_02351	Prbl.g_01339
OG0000235	Syad.g_00903	Prbl.g_00510
OG0000236	Syad.g_00918	Prbl.g_00526
OG0000237	Syad.g_00936	Prbl.g_00800
OG0000238	Syad.g_00941	Prbl.g_00795
OG0000239	Syad.g_00957	Prbl.g_00779
OG0000240	Syad.g_00958	Prbl.g_00778
OG0000241	Syad.g_02160	Prbl.g_01526
OG0000242	Syad.g_00975	Prbl.g_00768
OG0000243	Syad.g_01000	Prbl.g_02647
OG0000244	Syad.g_01012	Prbl.g_01879
OG0000245	Syad.g_01014	Prbl.g_01882
OG0000246	Syad.g_01017	Prbl.g_01886
OG0000247	Syad.g_01029	Prbl.g_01897
OG0000248	Syad.g_01032	Prbl.g_01900
OG0000249	Syad.g_01034	Prbl.g_01902
OG0000250	Syad.g_01044	Prbl.g_01799
OG0000251	Syad.g_01071	Prbl.g_01775
OG0000252	Syad.g_01078	Prbl.g_01772
OG0000253	Syad.g_01081	Prbl.g_01766
OG0000254	Syad.g_02203	Prbl.g_01747
OG0000255	Syad.g_02185	Prbl.g_01612
OG0000256	Syad.g_02167	Prbl.g_01626
OG0000257	Syad.g_02161	Prbl.g_01632
OG0000258	Syad.g_02143	Prbl.g_01655
OG0000259	Syad.g_01576	Prbl.g_01406
OG0000260	Syad.g_01587	Prbl.g_01403
OG0000261	Syad.g_01590	Prbl.g_01400
OG0000262	Syad.g_01595	Prbl.g_01395
OG0000263	Syad.g_01475	Prbl.g_01242
OG0000264	Syad.g_01360	Prbl.g_01859
OG0000265	Syad.g_01383	Prbl.g_02567, Prbl.g_01839
OG0000266	Syad.g_01804	Prbl.g_02556
OG0000267	Syad.g_01645	Prbl.g_02431
OG0000268	Syad.g_01646	Prbl.g_02432
OG0000269	Syad.g_01894	Prbl.g_02340
OG0000270	Syad.g_01891	Prbl.g_02337
OG0000271	Syad.g_01883	Prbl.g_02329
OG0000272	Syad.g_01882	Prbl.g_02328
OG0000273	Syad.g_01247	Prbl.g_01534
OG0000274	Syad.g_01246	Prbl.g_01535
OG0000275	Syad.g_01242	Prbl.g_01538
OG0000276	Syad.g_01229	Prbl.g_01544
OG0000277	Syad.g_01228	Prbl.g_01545
OG0000278	Syad.g_01225	Prbl.g_01548
OG0000279	Syad.g_01208	Prbl.g_01556
OG0000280	Syad.g_01198	Prbl.g_01562
OG0000281	Syad.g_00624	Prbl.g_01577
OG0000282	Syad.g_01619	Prbl.g_02405
OG0000283	Syad.g_01661	Prbl.g_02443
OG0000284	Syad.g_01787	Prbl.g_02449
OG0000285	Syad.g_01776	Prbl.g_01688
OG0000286	Syad.g_01758	Prbl.g_02477
OG0000287	Syad.g_01720	Prbl.g_02608
OG0000288	Syad.g_01687	Prbl.g_02531
OG0000289	Syad.g_01672	Prbl.g_02544
OG0000290	Syad.g_01287	Prbl.g_00930
OG0000291	Syad.g_01289	Prbl.g_00928
OG0000292	Syad.g_00155	Prbl.g_02128
OG0000293	Syad.g_01124	Prbl.g_02071
OG0000294	Syad.g_01125	Prbl.g_02072
OG0000295	Syad.g_01181	Prbl.g_00178
OG0000296	Syad.g_01183	Prbl.g_00180
OG0000297	Syad.g_01512	Prbl.g_01382
OG0000298	Syad.g_01511	Prbl.g_01383
OG0000299	Syad.g_01462	Prbl.g_01372
OG0000300	Syad.g_01455	Prbl.g_02582
OG0000301	Syad.g_01454	Prbl.g_02583
OG0000302	Syad.g_01453	Prbl.g_02586
OG0000303	Syad.g_01442	Prbl.g_00187
OG0000304	Syad.g_01436	Prbl.g_01102
OG0000305	Syad.g_01292	Prbl.g_00926
OG0000306	Syad.g_01989	Prbl.g_01586
OG0000307	Syad.g_00883	Prbl.g_00494
OG0000308	Syad.g_00881	Prbl.g_00492
OG0000309	Syad.g_00876	Prbl.g_00488
OG0000310	Syad.g_02250	Prbl.g_00160
OG0000311	Syad.g_02254	Prbl.g_00258
OG0000312	Syad.g_02265	Prbl.g_00254
OG0000313	Syad.g_02284	Prbl.g_00230
OG0000314	Syad.g_02313	Prbl.g_00699
OG0000315	Syad.g_02323	Prbl.g_00709
OG0000316	Syad.g_02564	Prbl.g_00441
OG0000317	Syad.g_02620	Prbl.g_00399
OG0000318	Syad.g_02624	Prbl.g_00393
OG0000319	Syad.g_02642	Prbl.g_00376
OG0000320	Syad.g_02644	Prbl.g_00374
OG0000321	Syad.g_02645	Prbl.g_00373
OG0000322	Syad.g_02646	Prbl.g_00372
OG0000323	Syad.g_02661	Prbl.g_00361
OG0000324	Syad.g_02505	Prbl.g_00332
OG0000325	Syad.g_00591	Prbl.g_02683
OG0000326	Syad.g_00598	Prbl.g_01059
OG0000327	Syad.g_00649	Prbl.g_00957
OG0000328	Syad.g_00650	Prbl.g_00958
OG0000329	Syad.g_00668	Prbl.g_00975
OG0000330	Syad.g_00669	Prbl.g_00976
OG0000331	Syad.g_00670	Prbl.g_00977
OG0000332	Syad.g_00685	Prbl.g_00992
OG0000333	Syad.g_00688	Prbl.g_00994
OG0000334	Syad.g_00697	Prbl.g_01131
OG0000335	Syad.g_00702	Prbl.g_01136
OG0000336	Syad.g_00706	Prbl.g_01140
OG0000337	Syad.g_00425, Syad.g_00427	Prbl.g_00863
OG0000338	Syad.g_00421	Prbl.g_00859
OG0000339	Syad.g_00414	Prbl.g_00853
OG0000340	Syad.g_00370	Prbl.g_00841
OG0000341	Syad.g_00368	Prbl.g_00839
OG0000342	Syad.g_00367	Prbl.g_00838
OG0000343	Syad.g_00366	Prbl.g_01307
OG0000344	Syad.g_00362	Prbl.g_01304
OG0000345	Syad.g_00352	Prbl.g_01289
OG0000346	Syad.g_00347	Prbl.g_01284
OG0000347	Syad.g_00318	Prbl.g_02053
OG0000348	Syad.g_00233	Prbl.g_02016
OG0000349	Syad.g_00213	Prbl.g_01992
OG0000350	Syad.g_00605	Prbl.g_02195
OG0000351	Syad.g_00134	Prbl.g_02147
OG0000352	Syad.g_00135	Prbl.g_02146
OG0000353	Syad.g_00161	Prbl.g_02122
OG0000354	Syad.g_00947	Prbl.g_00789
OG0000354	Syad.g_00181	Prbl.g_01959
OG0000355	Syad.g_00163	Prbl.g_02120
OG0000356	Syad.g_00164	Prbl.g_02119
OG0000357	Syad.g_00165	Prbl.g_02118
OG0000358	Syad.g_00169	Prbl.g_02114
OG0000359	Syad.g_00171	Prbl.g_02112
OG0000360	Syad.g_00172	Prbl.g_02111
OG0000361	Syad.g_00173	Prbl.g_02110
OG0000362	Syad.g_00175	Prbl.g_02108
OG0000363	Syad.g_00177	Prbl.g_01955
OG0000364	Syad.g_00178	Prbl.g_01956
OG0000365	Syad.g_00187	Prbl.g_01965
OG0000366	Syad.g_00188	Prbl.g_01966
OG0000367	Syad.g_00189	Prbl.g_01967
OG0000368	Syad.g_00191	Prbl.g_01969
OG0000369	Syad.g_00192	Prbl.g_01970
OG0000370	Syad.g_00193	Prbl.g_01971
OG0000371	Syad.g_00201	Prbl.g_01980
OG0000372	Syad.g_00206	Prbl.g_01985
OG0000373	Syad.g_00207	Prbl.g_01986
OG0000374	Syad.g_00208	Prbl.g_01987
OG0000375	Syad.g_00209	Prbl.g_01988
OG0000376	Syad.g_00211	Prbl.g_01990
OG0000377	Syad.g_03027	Prbl.g_02244
OG0000378	Syad.g_03012	Prbl.g_02258
OG0000379	Syad.g_03005	Prbl.g_02274
OG0000380	Syad.g_02725	Prbl.g_00612
OG0000381	Syad.g_02729	Prbl.g_00607
OG0000382	Syad.g_02758	Prbl.g_00592
OG0000383	Syad.g_02761	Prbl.g_00590
OG0000384	Syad.g_02762	Prbl.g_00589
OG0000385	Syad.g_02763	Prbl.g_00588
OG0000386	Syad.g_02764	Prbl.g_00587
OG0000387	Syad.g_02792	Prbl.g_00561
OG0000388	Syad.g_02796	Prbl.g_00557
OG0000389	Syad.g_02800	Prbl.g_00553
OG0000390	Syad.g_02818	Prbl.g_01331
OG0000391	Syad.g_02823	Prbl.g_01326
OG0000392	Syad.g_02833	Prbl.g_01320
OG0000393	Syad.g_02837	Prbl.g_01315
OG0000394	Syad.g_02838	Prbl.g_01314
OG0000395	Syad.g_02839	Prbl.g_01313
OG0000396	Syad.g_02843	Prbl.g_00827
OG0000397	Syad.g_02845	Prbl.g_00825
OG0000398	Syad.g_02850	Prbl.g_00820
OG0000399	Syad.g_02851	Prbl.g_00819
OG0000400	Syad.g_02852	Prbl.g_00818
OG0000401	Syad.g_02853	Prbl.g_00817
OG0000402	Syad.g_02855	Prbl.g_00815
OG0000403	Syad.g_02856	Prbl.g_00814
OG0000404	Syad.g_02858	Prbl.g_00812
OG0000405	Syad.g_02874	Prbl.g_00305
OG0000406	Syad.g_02878	Prbl.g_00301
OG0000407	Syad.g_02879	Prbl.g_00300
OG0000408	Syad.g_02883	Prbl.g_00298
OG0000409	Syad.g_02885	Prbl.g_00296
OG0000410	Syad.g_02886	Prbl.g_00295
OG0000411	Syad.g_02887	Prbl.g_00294
OG0000412	Syad.g_02888	Prbl.g_00293
OG0000413	Syad.g_02890	Prbl.g_00291
OG0000415	Syad.g_02891	Prbl.g_00289
OG0000416	Syad.g_02892	Prbl.g_00288
OG0000417	Syad.g_02893	Prbl.g_00287
OG0000418	Syad.g_02898	Prbl.g_00282
OG0000419	Syad.g_02900	Prbl.g_00280
OG0000420	Syad.g_02902	Prbl.g_00279
OG0000421	Syad.g_02907	Prbl.g_00275
OG0000422	Syad.g_02908	Prbl.g_00274
OG0000423	Syad.g_02909	Prbl.g_00273
OG0000424	Syad.g_02910	Prbl.g_00272
OG0000425	Syad.g_02911	Prbl.g_00271
OG0000426	Syad.g_02912	Prbl.g_00270
OG0000427	Syad.g_02913	Prbl.g_00269
OG0000428	Syad.g_02916	Prbl.g_02377
OG0000429	Syad.g_02918	Prbl.g_00066
OG0000430	Syad.g_02920	Prbl.g_00068
OG0000431	Syad.g_02923	Prbl.g_00072
OG0000432	Syad.g_02930	Prbl.g_00079
OG0000433	Syad.g_02933	Prbl.g_00082
OG0000434	Syad.g_02934	Prbl.g_00083
OG0000435	Syad.g_02936	Prbl.g_00086
OG0000436	Syad.g_02942	Prbl.g_00092
OG0000437	Syad.g_02943	Prbl.g_00093
OG0000438	Syad.g_02944	Prbl.g_00094
OG0000439	Syad.g_02946	Prbl.g_00096
OG0000440	Syad.g_02947	Prbl.g_00097
OG0000441	Syad.g_02951	Prbl.g_00104
OG0000442	Syad.g_02952	Prbl.g_00105
OG0000443	Syad.g_02953	Prbl.g_01283
OG0000444	Syad.g_02964	Prbl.g_00127
OG0000445	Syad.g_02965	Prbl.g_00126
OG0000446	Syad.g_02967	Prbl.g_00124
OG0000447	Syad.g_02970	Prbl.g_01244
OG0000448	Syad.g_02971	Prbl.g_01245
OG0000449	Syad.g_02972	Prbl.g_01246
OG0000450	Syad.g_02978	Prbl.g_01252
OG0000451	Syad.g_02979	Prbl.g_01253
OG0000452	Syad.g_02983	Prbl.g_01258
OG0000453	Syad.g_02984	Prbl.g_01259
OG0000454	Syad.g_02985	Prbl.g_01260
OG0000455	Syad.g_02986	Prbl.g_01261
OG0000456	Syad.g_02987	Prbl.g_01262
OG0000457	Syad.g_02989	Prbl.g_01264
OG0000458	Syad.g_02998	Prbl.g_01265
OG0000459	Syad.g_02999	Prbl.g_01266
OG0000460	Syad.g_00815	Prbl.g_01923
OG0000461	Syad.g_00579	Prbl.g_02679
OG0000462	Syad.g_00576	Prbl.g_02666
OG0000463	Syad.g_00575	Prbl.g_01516
OG0000464	Syad.g_00574	Prbl.g_01515
OG0000465	Syad.g_00573	Prbl.g_01513
OG0000466	Syad.g_00568	Prbl.g_01508
OG0000467	Syad.g_00566	Prbl.g_01506
OG0000468	Syad.g_00561	Prbl.g_01499
OG0000469	Syad.g_00545	Prbl.g_01486
OG0000470	Syad.g_00542	Prbl.g_01473
OG0000471	Syad.g_00541	Prbl.g_01472
OG0000472	Syad.g_00539	Prbl.g_01470
OG0000473	Syad.g_00537	Prbl.g_01468
OG0000474	Syad.g_00536	Prbl.g_01467
OG0000475	Syad.g_00535	Prbl.g_01466
OG0000476	Syad.g_00533	Prbl.g_01464
OG0000477	Syad.g_00528	Prbl.g_01459
OG0000478	Syad.g_00527	Prbl.g_01458
OG0000479	Syad.g_00526	Prbl.g_01457
OG0000480	Syad.g_00520	Prbl.g_01450
OG0000481	Syad.g_00518	Prbl.g_01448
OG0000482	Syad.g_00517	Prbl.g_01447
OG0000483	Syad.g_00513	Prbl.g_01443
OG0000484	Syad.g_00512	Prbl.g_01442
OG0000485	Syad.g_00511	Prbl.g_01441
OG0000486	Syad.g_00510	Prbl.g_01440
OG0000487	Syad.g_00503	Prbl.g_01435
OG0000488	Syad.g_00499	Prbl.g_01431
OG0000489	Syad.g_00487	Prbl.g_01420
OG0000490	Syad.g_00475	Prbl.g_01414
OG0000491	Syad.g_00474	Prbl.g_01413
OG0000492	Syad.g_00472	Prbl.g_00909
OG0000493	Syad.g_00471	Prbl.g_00908
OG0000494	Syad.g_00470	Prbl.g_00907
OG0000495	Syad.g_00469	Prbl.g_00906
OG0000496	Syad.g_00468	Prbl.g_00905
OG0000497	Syad.g_00467	Prbl.g_00904
OG0000498	Syad.g_00466	Prbl.g_00903
OG0000499	Syad.g_00465	Prbl.g_00902
OG0000500	Syad.g_00464	Prbl.g_00901
OG0000501	Syad.g_00461	Prbl.g_00898
OG0000502	Syad.g_00449	Prbl.g_00886
OG0000503	Syad.g_00761	Prbl.g_01201
OG0000504	Syad.g_00763	Prbl.g_01203
OG0000505	Syad.g_00764	Prbl.g_01204
OG0000506	Syad.g_00766	Prbl.g_01206
OG0000507	Syad.g_00772	Prbl.g_01210
OG0000508	Syad.g_00776	Prbl.g_01217
OG0000509	Syad.g_00778	Prbl.g_01219
OG0000510	Syad.g_00779	Prbl.g_01220
OG0000511	Syad.g_00780	Prbl.g_01221
OG0000512	Syad.g_00782	Prbl.g_01223
OG0000513	Syad.g_00789	Prbl.g_02678
OG0000514	Syad.g_00795	Prbl.g_00676
OG0000515	Syad.g_00796	Prbl.g_00675
OG0000516	Syad.g_02456	Prbl.g_00663
OG0000517	Syad.g_02451	Prbl.g_00653
OG0000518	Syad.g_02439	Prbl.g_00641
OG0000519	Syad.g_02438	Prbl.g_00640
OG0000520	Syad.g_02437	Prbl.g_00639
OG0000521	Syad.g_01108	Prbl.g_00625
OG0000522	Syad.g_01109	Prbl.g_00623
OG0000523	Syad.g_01110	Prbl.g_00622
OG0000524	Syad.g_02386	Prbl.g_01364
OG0000525	Syad.g_02363	Prbl.g_01348
OG0000526	Syad.g_02360	Prbl.g_01346
OG0000527	Syad.g_02355	Prbl.g_01342
OG0000528	Syad.g_00897	Prbl.g_00506
OG0000529	Syad.g_00905	Prbl.g_00512
OG0000530	Syad.g_00908	Prbl.g_00515
OG0000531	Syad.g_00909	Prbl.g_00516
OG0000532	Syad.g_00912	Prbl.g_00519
OG0000533	Syad.g_00913	Prbl.g_00521
OG0000534	Syad.g_00914	Prbl.g_00522
OG0000535	Syad.g_00915	Prbl.g_00523
OG0000536	Syad.g_00916	Prbl.g_00524
OG0000537	Syad.g_00917	Prbl.g_00525
OG0000538	Syad.g_00929	Prbl.g_00536
OG0000539	Syad.g_00930	Prbl.g_00806
OG0000540	Syad.g_00931	Prbl.g_00805
OG0000541	Syad.g_00932	Prbl.g_00804
OG0000542	Syad.g_00935	Prbl.g_00801
OG0000543	Syad.g_00937	Prbl.g_00799
OG0000544	Syad.g_00938	Prbl.g_00798
OG0000545	Syad.g_00940	Prbl.g_00797
OG0000546	Syad.g_00942	Prbl.g_00794
OG0000547	Syad.g_00944	Prbl.g_00792
OG0000548	Syad.g_00945	Prbl.g_00791
OG0000549	Syad.g_00952	Prbl.g_00785
OG0000550	Syad.g_00956	Prbl.g_00780
