Orthogroup	Syad	Syas
OG0000343	Syad.g_00366	Syas.g_02176
OG0000344	Syad.g_00362	Syas.g_02172
OG0000345	Syad.g_00352	Syas.g_02160
OG0000346	Syad.g_00347	Syas.g_02155
OG0000347	Syad.g_00318	Syas.g_02136
OG0000348	Syad.g_00233	Syas.g_02107
OG0000349	Syad.g_00213	Syas.g_02085
OG0000350	Syad.g_00605	Syas.g_01654
OG0000351	Syad.g_00134	Syas.g_01998
OG0000352	Syad.g_00135	Syas.g_01999
OG0000353	Syad.g_00161	Syas.g_02033
OG0000354	Syad.g_00947	Syas.g_01209
OG0000354	Syad.g_00181	Syas.g_02052
OG0000355	Syad.g_00163	Syas.g_02035
OG0000356	Syad.g_00164	Syas.g_02036
OG0000357	Syad.g_00165	Syas.g_02037
OG0000358	Syad.g_00169	Syas.g_02041
OG0000359	Syad.g_00171	Syas.g_02043
OG0000360	Syad.g_00172	Syas.g_02044
OG0000361	Syad.g_00173	Syas.g_02045
OG0000362	Syad.g_00175	Syas.g_02047
OG0000363	Syad.g_00177	Syas.g_02049
OG0000364	Syad.g_00178	Syas.g_02685
OG0000365	Syad.g_00187	Syas.g_02058
OG0000366	Syad.g_00188	Syas.g_02059
OG0000368	Syad.g_00191	Syas.g_02062
OG0000369	Syad.g_00192	Syas.g_02063
OG0000370	Syad.g_00193	Syas.g_02064
OG0000371	Syad.g_00201	Syas.g_02073
OG0000372	Syad.g_00206	Syas.g_02078
OG0000373	Syad.g_00207	Syas.g_02079
OG0000374	Syad.g_00208	Syas.g_02080
OG0000375	Syad.g_00209	Syas.g_02081
OG0000376	Syad.g_00211	Syas.g_02083
OG0000377	Syad.g_03027	Syas.g_01879
OG0000378	Syad.g_03012	Syas.g_01867
OG0000379	Syad.g_03005	Syas.g_01859
OG0000380	Syad.g_02725	Syas.g_02523
OG0000381	Syad.g_02729	Syas.g_02521
OG0000382	Syad.g_02758	Syas.g_02503
OG0000383	Syad.g_02761	Syas.g_02480
OG0000384	Syad.g_02762	Syas.g_02479
OG0000385	Syad.g_02763	Syas.g_02478
OG0000386	Syad.g_02764	Syas.g_02477
OG0000387	Syad.g_02792	Syas.g_00134
OG0000388	Syad.g_02796	Syas.g_02426
OG0000389	Syad.g_02800	Syas.g_02422
OG0000390	Syad.g_02818	Syas.g_02406
OG0000391	Syad.g_02823	Syas.g_02401
OG0000392	Syad.g_02833	Syas.g_02396
OG0000393	Syad.g_02837	Syas.g_02394
OG0000394	Syad.g_02838	Syas.g_02393
OG0000395	Syad.g_02839	Syas.g_02392
OG0000396	Syad.g_02843	Syas.g_02389
OG0000397	Syad.g_02845	Syas.g_02387
OG0000398	Syad.g_02850	Syas.g_02382
OG0000399	Syad.g_02851	Syas.g_02381
OG0000400	Syad.g_02852	Syas.g_02380
OG0000401	Syad.g_02853	Syas.g_02379
OG0000402	Syad.g_02855	Syas.g_02377
OG0000403	Syad.g_02856	Syas.g_02376
OG0000404	Syad.g_02858	Syas.g_02375
OG0000405	Syad.g_02874	Syas.g_02369
OG0000406	Syad.g_02878	Syas.g_02365
OG0000407	Syad.g_02879	Syas.g_02364
OG0000408	Syad.g_02883	Syas.g_02361
OG0000409	Syad.g_02885	Syas.g_02359
OG0000410	Syad.g_02886	Syas.g_02358
OG0000411	Syad.g_02887	Syas.g_02357
OG0000412	Syad.g_02888	Syas.g_02356
OG0000413	Syad.g_02890	Syas.g_02354
OG0000415	Syad.g_02891	Syas.g_02352
OG0000416	Syad.g_02892	Syas.g_02351
OG0000417	Syad.g_02893	Syas.g_02338
OG0000418	Syad.g_02898	Syas.g_02333
OG0000419	Syad.g_02900	Syas.g_02331
OG0000420	Syad.g_02902	Syas.g_02329
OG0000421	Syad.g_02907	Syas.g_02324
OG0000422	Syad.g_02908	Syas.g_02323
OG0000423	Syad.g_02909	Syas.g_02322
OG0000424	Syad.g_02910	Syas.g_02321
OG0000425	Syad.g_02911	Syas.g_02320
OG0000426	Syad.g_02912	Syas.g_02319
OG0000427	Syad.g_02913	Syas.g_02318
OG0000428	Syad.g_02916	Syas.g_02315
OG0000429	Syad.g_02918	Syas.g_02312
OG0000430	Syad.g_02920	Syas.g_02311
OG0000431	Syad.g_02923	Syas.g_02296
OG0000432	Syad.g_02930	Syas.g_02288
OG0000433	Syad.g_02933	Syas.g_02286
OG0000434	Syad.g_02934	Syas.g_02285
OG0000435	Syad.g_02936	Syas.g_02282
OG0000436	Syad.g_02942	Syas.g_02273
OG0000437	Syad.g_02943	Syas.g_02272
OG0000438	Syad.g_02944	Syas.g_02271
OG0000439	Syad.g_02946	Syas.g_02269
OG0000440	Syad.g_02947	Syas.g_02268
OG0000441	Syad.g_02951	Syas.g_02265
OG0000442	Syad.g_02952	Syas.g_02259
OG0000443	Syad.g_02953	Syas.g_02241
OG0000444	Syad.g_02964	Syas.g_02234
OG0000445	Syad.g_02965	Syas.g_02233
OG0000446	Syad.g_02967	Syas.g_02231
OG0000447	Syad.g_02970	Syas.g_02229
OG0000448	Syad.g_02971	Syas.g_02228
OG0000449	Syad.g_02972	Syas.g_02226
OG0000450	Syad.g_02978	Syas.g_01834
OG0000451	Syad.g_02979	Syas.g_01835
OG0000452	Syad.g_02983	Syas.g_01844
OG0000453	Syad.g_02984	Syas.g_01845
OG0000454	Syad.g_02985	Syas.g_01846
OG0000455	Syad.g_02986	Syas.g_01847
OG0000456	Syad.g_02987	Syas.g_01848
OG0000457	Syad.g_02989	Syas.g_01850
OG0000458	Syad.g_02998	Syas.g_01851
OG0000459	Syad.g_02999	Syas.g_01852
OG0000460	Syad.g_00815	Syas.g_02554
OG0000461	Syad.g_00579	Syas.g_01686
OG0000462	Syad.g_00576	Syas.g_01688
OG0000463	Syad.g_00575	Syas.g_01689
OG0000464	Syad.g_00574	Syas.g_01690
OG0000465	Syad.g_00573	Syas.g_01692
OG0000466	Syad.g_00568	Syas.g_01697
OG0000467	Syad.g_00566	Syas.g_01698
OG0000468	Syad.g_00561	Syas.g_01703
OG0000469	Syad.g_00545	Syas.g_01725
OG0000470	Syad.g_00542	Syas.g_01727
OG0000471	Syad.g_00541	Syas.g_01728
OG0000472	Syad.g_00539	Syas.g_01729
OG0000473	Syad.g_00537	Syas.g_01731
OG0000474	Syad.g_00536	Syas.g_01732
OG0000475	Syad.g_00535	Syas.g_01733
OG0000476	Syad.g_00533	Syas.g_01735
OG0000477	Syad.g_00528	Syas.g_01740
OG0000478	Syad.g_00527	Syas.g_01741
OG0000479	Syad.g_00526	Syas.g_01749
OG0000480	Syad.g_00520	Syas.g_01756
OG0000481	Syad.g_00518	Syas.g_00161, Syas.g_00162
OG0000482	Syad.g_00517	Syas.g_01758
OG0000483	Syad.g_00513	Syas.g_01762
OG0000484	Syad.g_00512	Syas.g_01763
OG0000485	Syad.g_00511	Syas.g_01764
OG0000486	Syad.g_00510	Syas.g_01765
OG0000487	Syad.g_00503	Syas.g_01771
OG0000488	Syad.g_00499	Syas.g_01779
OG0000489	Syad.g_00487	Syas.g_01823
OG0000490	Syad.g_00475	Syas.g_01808
OG0000491	Syad.g_00474	Syas.g_01806
OG0000492	Syad.g_00472	Syas.g_01803
OG0000493	Syad.g_00471	Syas.g_01802
OG0000494	Syad.g_00470	Syas.g_01801
OG0000495	Syad.g_00469	Syas.g_01799
OG0000496	Syad.g_00468	Syas.g_01798
OG0000497	Syad.g_00467	Syas.g_01797
OG0000498	Syad.g_00466	Syas.g_01796
OG0000499	Syad.g_00465	Syas.g_01795
OG0000500	Syad.g_00464	Syas.g_01794
OG0000501	Syad.g_00461	Syas.g_01791
OG0000502	Syad.g_00449	Syas.g_02216
OG0000503	Syad.g_00761	Syas.g_01541
OG0000504	Syad.g_00763	Syas.g_01539
OG0000505	Syad.g_00764	Syas.g_01538
OG0000506	Syad.g_00766	Syas.g_01536
OG0000507	Syad.g_00772	Syas.g_01530
OG0000508	Syad.g_00776	Syas.g_01523
OG0000509	Syad.g_00778	Syas.g_01521
OG0000510	Syad.g_00779	Syas.g_01520
OG0000511	Syad.g_00780	Syas.g_01519
OG0000512	Syad.g_00782	Syas.g_01517
OG0000513	Syad.g_00789	Syas.g_01508
OG0000514	Syad.g_00795	Syas.g_01504
OG0000515	Syad.g_00796	Syas.g_01503
OG0000516	Syad.g_02456	Syas.g_01501
OG0000517	Syad.g_02451	Syas.g_01498
OG0000518	Syad.g_02439	Syas.g_00360, Syas.g_02746
OG0000519	Syad.g_02438	Syas.g_02747
OG0000520	Syad.g_02437	Syas.g_02748
OG0000521	Syad.g_01108	Syas.g_01281
OG0000522	Syad.g_01109	Syas.g_01279
OG0000523	Syad.g_01110	Syas.g_01278
OG0000524	Syad.g_02386	Syas.g_01354
OG0000525	Syad.g_02363	Syas.g_01342
OG0000526	Syad.g_02360	Syas.g_01340
OG0000527	Syad.g_02355	Syas.g_01335
OG0000528	Syad.g_00897	Syas.g_01256
OG0000529	Syad.g_00905	Syas.g_01252
OG0000530	Syad.g_00908	Syas.g_01249
OG0000531	Syad.g_00909	Syas.g_01248
OG0000532	Syad.g_00912	Syas.g_01245
OG0000533	Syad.g_00913	Syas.g_01243
OG0000534	Syad.g_00914	Syas.g_01242
OG0000535	Syad.g_00915	Syas.g_01241
OG0000536	Syad.g_00916	Syas.g_01240
OG0000537	Syad.g_00917	Syas.g_01238
OG0000538	Syad.g_00929	Syas.g_01228
OG0000539	Syad.g_00930	Syas.g_01227
OG0000540	Syad.g_00931	Syas.g_01226
OG0000541	Syad.g_00932	Syas.g_01225
OG0000542	Syad.g_00935	Syas.g_01221
OG0000543	Syad.g_00937	Syas.g_01219
OG0000544	Syad.g_00938	Syas.g_01218
OG0000545	Syad.g_00940	Syas.g_01216
OG0000546	Syad.g_00942	Syas.g_01214
OG0000547	Syad.g_00944	Syas.g_01212
OG0000548	Syad.g_00945	Syas.g_01211
OG0000549	Syad.g_00952	Syas.g_00005
OG0000550	Syad.g_00956	Syas.g_00010
OG0000551	Syad.g_00960	Syas.g_00015
OG0000552	Syad.g_00961	Syas.g_00016
OG0000553	Syad.g_00965	Syas.g_00019
OG0000554	Syad.g_00978	Syas.g_00063
OG0000555	Syad.g_00999	Syas.g_00775
OG0000556	Syad.g_01003	Syas.g_00781
OG0000557	Syad.g_01011	Syas.g_00783
OG0000558	Syad.g_01013	Syas.g_00785
OG0000559	Syad.g_01016	Syas.g_00789
OG0000560	Syad.g_01019	Syas.g_00792
OG0000561	Syad.g_01020	Syas.g_00793
OG0000562	Syad.g_01021	Syas.g_00794
OG0000563	Syad.g_01022	Syas.g_00795
OG0000564	Syad.g_01023	Syas.g_00796
OG0000565	Syad.g_01027	Syas.g_00800
OG0000566	Syad.g_01031	Syas.g_00804
OG0000567	Syad.g_01035	Syas.g_00808
OG0000568	Syad.g_01040	Syas.g_00810
OG0000569	Syad.g_01041	Syas.g_00811
OG0000570	Syad.g_01042	Syas.g_00812
OG0000571	Syad.g_01046	Syas.g_00815
OG0000572	Syad.g_01064	Syas.g_00839
OG0000573	Syad.g_01072	Syas.g_00952
OG0000574	Syad.g_01077	Syas.g_00951
OG0000575	Syad.g_01083	Syas.g_00848
OG0000576	Syad.g_01085	Syas.g_00850
OG0000577	Syad.g_01086	Syas.g_00851
OG0000578	Syad.g_01087	Syas.g_00852
OG0000579	Syad.g_01088	Syas.g_00853
OG0000580	Syad.g_01089	Syas.g_00854
OG0000581	Syad.g_01097	Syas.g_00861
OG0000582	Syad.g_02206	Syas.g_00873
OG0000583	Syad.g_02205	Syas.g_00872
OG0000584	Syad.g_02204	Syas.g_00871
OG0000585	Syad.g_02202	Syas.g_00868
OG0000586	Syad.g_02201	Syas.g_00867
OG0000587	Syad.g_02199	Syas.g_00865
OG0000588	Syad.g_02183	Syas.g_00960
OG0000589	Syad.g_02178	Syas.g_00121
OG0000590	Syad.g_02177	Syas.g_00120
OG0000591	Syad.g_02169	Syas.g_00106
OG0000592	Syad.g_02168	Syas.g_00105
OG0000593	Syad.g_02156	Syas.g_00750
OG0000594	Syad.g_02155	Syas.g_00749
OG0000595	Syad.g_02154	Syas.g_00748
OG0000596	Syad.g_02149	Syas.g_00743
OG0000597	Syad.g_02146	Syas.g_00740
OG0000598	Syad.g_02145	Syas.g_00739
OG0000599	Syad.g_02142	Syas.g_00732
OG0000600	Syad.g_02141	Syas.g_00731
OG0000601	Syad.g_02140	Syas.g_00730
OG0000602	Syad.g_02135	Syas.g_00725
OG0000603	Syad.g_02134	Syas.g_00724
OG0000604	Syad.g_02131	Syas.g_00721
OG0000605	Syad.g_02026	Syas.g_00719
OG0000606	Syad.g_01567	Syas.g_00716
OG0000607	Syad.g_01571	Syas.g_00713
OG0000608	Syad.g_01572	Syas.g_00712
OG0000609	Syad.g_01574	Syas.g_00710
OG0000610	Syad.g_01589	Syas.g_00702
OG0000611	Syad.g_01592	Syas.g_00699
OG0000612	Syad.g_01593	Syas.g_00698
OG0000613	Syad.g_00457	Syas.g_01825
