Orthogroup	Prav	Syap
OG0000193	Prav.g_00213	Syap.g_02187, Syap.g_02188
OG0000194	Prav.g_00216	Syap.g_02183
OG0000195	Prav.g_00887	Syap.g_02180
OG0000196	Prav.g_00877	Syap.g_01208, Syap.g_02167
OG0000197	Prav.g_00876	Syap.g_01207, Syap.g_02166
OG0000198	Prav.g_00875	Syap.g_01206
OG0000199	Prav.g_00868	Syap.g_01197
OG0000200	Prav.g_00854	Syap.g_01181
OG0000201	Prav.g_00846	Syap.g_02265
OG0000202	Prav.g_00845	Syap.g_02264
OG0000203	Prav.g_00844	Syap.g_01601
OG0000204	Prav.g_00843	Syap.g_01602
OG0000205	Prav.g_00836	Syap.g_01616
OG0000206	Prav.g_00831	Syap.g_01628
OG0000207	Prav.g_00829	Syap.g_01426, Syap.g_00424
OG0000208	Prav.g_00828	Syap.g_00426, Syap.g_01425
OG0000209	Prav.g_00819	Syap.g_01906
OG0000210	Prav.g_00818	Syap.g_01905
OG0000211	Prav.g_00805	Syap.g_01160
OG0000212	Prav.g_00798	Syap.g_02664
OG0000213	Prav.g_01904	Syap.g_00107, Syap.g_01599
OG0000214	Prav.g_01914	Syap.g_02344, Syap.g_02345
OG0000215	Prav.g_01938	Syap.g_01347, Syap.g_01629
OG0000216	Prav.g_01940	Syap.g_01634
OG0000217	Prav.g_01943	Syap.g_01638
OG0000218	Prav.g_01945	Syap.g_01641, Syap.g_01640
OG0000219	Prav.g_01946	Syap.g_01642, Syap.g_01643
OG0000220	Prav.g_01947	Syap.g_01645
OG0000221	Prav.g_01948	Syap.g_01646
OG0000222	Prav.g_01956	Syap.g_01669
OG0000223	Prav.g_01969	Syap.g_02072, Syap.g_02073
OG0000224	Prav.g_01971	Syap.g_02064
OG0000225	Prav.g_01992	Syap.g_00553, Syap.g_00552
OG0000226	Prav.g_01996	Syap.g_02029, Syap.g_02144
OG0000227	Prav.g_01998	Syap.g_02147, Syap.g_02034, Syap.g_02033
OG0000228	Prav.g_00974	Syap.g_00116, Syap.g_02041
OG0000229	Prav.g_01035	Syap.g_02059
OG0000230	Prav.g_01037	Syap.g_02061
OG0000231	Prav.g_01048	Syap.g_02533
OG0000232	Prav.g_01056	Syap.g_02510, Syap.g_02511
OG0000233	Prav.g_01061	Syap.g_02133
OG0000234	Prav.g_01074	Syap.g_02755
OG0000235	Prav.g_01077	Syap.g_00732, Syap.g_02258
OG0000236	Prav.g_01091	Syap.g_02238
OG0000237	Prav.g_01104	Syap.g_00262, Syap.g_00263
OG0000238	Prav.g_01110	Syap.g_00257, Syap.g_00258
OG0000239	Prav.g_01123	Syap.g_02744
OG0000240	Prav.g_01124	Syap.g_02742
OG0000241	Prav.g_01128	Syap.g_00888
OG0000242	Prav.g_01130	Syap.g_01455
OG0000243	Prav.g_00954, Prav.g_01141	Syap.g_01938
OG0000244	Prav.g_01144	Syap.g_01146, Syap.g_01145
OG0000245	Prav.g_01146	Syap.g_01148
OG0000246	Prav.g_01150	Syap.g_00308
OG0000247	Prav.g_01160	Syap.g_00288, Syap.g_00293
OG0000248	Prav.g_01162	Syap.g_00290
OG0000249	Prav.g_01164	Syap.g_01296, Syap.g_01295
OG0000250	Prav.g_01169	Syap.g_01306
OG0000251	Prav.g_01187	Syap.g_00442
OG0000252	Prav.g_01190	Syap.g_01857
OG0000253	Prav.g_01191	Syap.g_00443
OG0000254	Prav.g_01207	Syap.g_01527, Syap.g_01528
OG0000256	Prav.g_01225	Syap.g_01287
OG0000257	Prav.g_01228	Syap.g_00886
OG0000258	Prav.g_01241	Syap.g_00907
OG0000260	Prav.g_01261	Syap.g_01970
OG0000261	Prav.g_01263	Syap.g_01962, Syap.g_01961
OG0000262	Prav.g_01267	Syap.g_01954
OG0000263	Prav.g_01279	Syap.g_00432, Syap.g_00433
OG0000266	Prav.g_00316	Syap.g_00519
OG0000267	Prav.g_00327	Syap.g_02333, Syap.g_02332
OG0000268	Prav.g_00328	Syap.g_00646
OG0000269	Prav.g_00392	Syap.g_00188
OG0000270	Prav.g_00395	Syap.g_00192
OG0000271	Prav.g_00403	Syap.g_00200, Syap.g_00201
OG0000272	Prav.g_00404	Syap.g_00202
OG0000273	Prav.g_00427	Syap.g_02703
OG0000274	Prav.g_00428	Syap.g_02702
OG0000275	Prav.g_00430	Syap.g_01847
OG0000276	Prav.g_00435	Syap.g_01838, Syap.g_01839
OG0000277	Prav.g_00436	Syap.g_01837
OG0000278	Prav.g_00439	Syap.g_01834
OG0000279	Prav.g_00446	Syap.g_00829, Syap.g_00830
OG0000280	Prav.g_00447	Syap.g_00365
OG0000281	Prav.g_00452	Syap.g_01977
OG0000282	Prav.g_00501	Syap.g_01252
OG0000283	Prav.g_00533	Syap.g_01728
OG0000284	Prav.g_00538	Syap.g_01736
OG0000285	Prav.g_00543	Syap.g_01746, Syap.g_01744
OG0000286	Prav.g_00555	Syap.g_02014, Syap.g_02013
OG0000288	Prav.g_00906	Syap.g_02764, Syap.g_02763
OG0000289	Prav.g_00917	Syap.g_02784
OG0000290	Prav.g_00930	Syap.g_01552
OG0000292	Prav.g_00261	Syap.g_02314
OG0000293	Prav.g_00056	Syap.g_00240
OG0000294	Prav.g_00057	Syap.g_00239
OG0000295	Prav.g_00077	Syap.g_00206
OG0000296	Prav.g_01867	Syap.g_00204
OG0000299	Prav.g_01841	Syap.g_02620
OG0000302	Prav.g_01835	Syap.g_02444, Syap.g_02445
OG0000303	Prav.g_01828	Syap.g_02435
OG0000304	Prav.g_01824	Syap.g_02430
OG0000305	Prav.g_01465	Syap.g_01557
OG0000306	Prav.g_01468	Syap.g_01966
OG0000307	Prav.g_01482	Syap.g_02517
OG0000308	Prav.g_01483	Syap.g_02514, Syap.g_02515
OG0000309	Prav.g_01487	Syap.g_02198, Syap.g_02446
OG0000310	Prav.g_01563	Syap.g_02660, Syap.g_02661
OG0000311	Prav.g_01565	Syap.g_02657
OG0000312	Prav.g_01568	Syap.g_02114
OG0000313	Prav.g_01582	Syap.g_02473
OG0000315	Prav.g_01615	Syap.g_00017
OG0000316	Prav.g_01635	Syap.g_00030
OG0000317	Prav.g_01759	Syap.g_00618
OG0000318	Prav.g_01762	Syap.g_00622, Syap.g_02786
OG0000319	Prav.g_01775	Syap.g_01764, Syap.g_01771
OG0000320	Prav.g_01777	Syap.g_01761, Syap.g_01769
OG0000321	Prav.g_01778	Syap.g_01760, Syap.g_01768
OG0000322	Prav.g_01779	Syap.g_01759, Syap.g_01767
OG0000323	Prav.g_01788	Syap.g_01389
OG0000324	Prav.g_01815	Syap.g_01503
OG0000325	Prav.g_00269	Syap.g_02680
OG0000326	Prav.g_00275	Syap.g_00544
OG0000327	Prav.g_00591	Syap.g_01233, Syap.g_01913
OG0000328	Prav.g_00592	Syap.g_01234, Syap.g_01912
OG0000329	Prav.g_00609	Syap.g_00498
OG0000330	Prav.g_00610	Syap.g_00497
OG0000331	Prav.g_00611	Syap.g_00496
OG0000332	Prav.g_00625	Syap.g_00481
OG0000333	Prav.g_00627	Syap.g_00478
OG0000334	Prav.g_00635	Syap.g_00468
OG0000335	Prav.g_00640	Syap.g_00101, Syap.g_00463
OG0000336	Prav.g_00644	Syap.g_00417, Syap.g_00607
OG0000337	Prav.g_00661	Syap.g_01054
OG0000338	Prav.g_00662	Syap.g_01059
OG0000339	Prav.g_00666	Syap.g_01068
OG0000340	Prav.g_00674	Syap.g_01077
OG0000341	Prav.g_00676	Syap.g_01079
OG0000342	Prav.g_00677	Syap.g_01080, Syap.g_02477
OG0000343	Prav.g_00678	Syap.g_01086, Syap.g_02078
OG0000344	Prav.g_00681	Syap.g_01091
OG0000345	Prav.g_00686	Syap.g_01107, Syap.g_01470
OG0000346	Prav.g_00690	Syap.g_01113
OG0000347	Prav.g_00706	Syap.g_01131, Syap.g_02459
OG0000348	Prav.g_00715	Syap.g_00632
OG0000349	Prav.g_00732	Syap.g_00110, Syap.g_01813
OG0000351	Prav.g_00768	Syap.g_02594
OG0000352	Prav.g_00769	Syap.g_02596, Syap.g_02597
OG0000353	Prav.g_00785	Syap.g_00054
OG0000354	Prav.g_01352	Syap.g_00075, Syap.g_02635
OG0000355	Prav.g_00787	Syap.g_00056
OG0000356	Prav.g_00788	Syap.g_00057
OG0000357	Prav.g_00789	Syap.g_00058
OG0000358	Prav.g_00793	Syap.g_00063
OG0000359	Prav.g_00794	Syap.g_00065
OG0000360	Prav.g_00795	Syap.g_00067
OG0000361	Prav.g_00078	Syap.g_00068
OG0000362	Prav.g_00080	Syap.g_00070
OG0000363	Prav.g_00082	Syap.g_00072
OG0000364	Prav.g_00083	Syap.g_00620
OG0000365	Prav.g_00088	Syap.g_00081
OG0000366	Prav.g_00089	Syap.g_00082
OG0000367	Prav.g_00090	Syap.g_00083
OG0000368	Prav.g_00092	Syap.g_00085
OG0000369	Prav.g_00093	Syap.g_00086
OG0000370	Prav.g_00094	Syap.g_00087
OG0000372	Prav.g_00103	Syap.g_01805
OG0000373	Prav.g_00104	Syap.g_01806
OG0000374	Prav.g_00105	Syap.g_01807
OG0000375	Prav.g_00111	Syap.g_01808
OG0000376	Prav.g_00113	Syap.g_01811
OG0000377	Prav.g_00116	Syap.g_00128
OG0000378	Prav.g_00118	Syap.g_01326
OG0000380	Prav.g_00131	Syap.g_01687
OG0000381	Prav.g_00135	Syap.g_01690
OG0000382	Prav.g_00146	Syap.g_02548
OG0000383	Prav.g_00148	Syap.g_02359
OG0000384	Prav.g_00149	Syap.g_02360
OG0000385	Prav.g_00150	Syap.g_02361
OG0000386	Prav.g_00151	Syap.g_02362
OG0000387	Prav.g_00164	Syap.g_01864
OG0000391	Prav.g_00181	Syap.g_02234
OG0000392	Prav.g_00185	Syap.g_02225
OG0000393	Prav.g_00187	Syap.g_02222
OG0000394	Prav.g_00188	Syap.g_02221
OG0000395	Prav.g_00189	Syap.g_02220
OG0000396	Prav.g_00192	Syap.g_02217
OG0000397	Prav.g_00194	Syap.g_02215
OG0000398	Prav.g_00196	Syap.g_02211
OG0000399	Prav.g_00197	Syap.g_02210
OG0000400	Prav.g_00198	Syap.g_02209
OG0000401	Prav.g_00199	Syap.g_02208
OG0000402	Prav.g_00201	Syap.g_02206
OG0000403	Prav.g_00202	Syap.g_02205
OG0000404	Prav.g_00203	Syap.g_02204, Syap.g_02618
OG0000405	Prav.g_00207	Syap.g_02191
OG0000406	Prav.g_00214	Syap.g_02186
OG0000407	Prav.g_00215	Syap.g_02185
OG0000409	Prav.g_00886	Syap.g_02179
OG0000410	Prav.g_00885	Syap.g_02178
OG0000411	Prav.g_00884	Syap.g_02177
OG0000412	Prav.g_00883	Syap.g_02176
OG0000413	Prav.g_00882	Syap.g_02174
OG0000414	Prav.g_00881	Syap.g_02173
OG0000415	Prav.g_00880	Syap.g_02172
OG0000416	Prav.g_00879	Syap.g_02171
OG0000417	Prav.g_00878	Syap.g_02169
OG0000418	Prav.g_00873	Syap.g_01204
OG0000419	Prav.g_00871	Syap.g_01201
OG0000420	Prav.g_00870	Syap.g_01199
OG0000421	Prav.g_00865	Syap.g_01195
OG0000422	Prav.g_00864	Syap.g_01194
OG0000423	Prav.g_00863	Syap.g_01193
OG0000424	Prav.g_00862	Syap.g_01192
OG0000425	Prav.g_00861	Syap.g_01191
OG0000426	Prav.g_00860	Syap.g_01190
OG0000427	Prav.g_00859	Syap.g_01189
OG0000428	Prav.g_00857	Syap.g_01186
OG0000429	Prav.g_00856	Syap.g_01184
OG0000430	Prav.g_00855	Syap.g_01182
OG0000431	Prav.g_00853	Syap.g_01179
OG0000432	Prav.g_00850	Syap.g_02277
OG0000433	Prav.g_00849	Syap.g_02272
OG0000434	Prav.g_00848	Syap.g_02271
OG0000435	Prav.g_00847	Syap.g_02268
OG0000436	Prav.g_00842	Syap.g_01607
OG0000437	Prav.g_00841	Syap.g_01608
OG0000438	Prav.g_00840	Syap.g_01612
OG0000439	Prav.g_00838	Syap.g_01614
OG0000440	Prav.g_00837	Syap.g_01615
OG0000441	Prav.g_00834	Syap.g_01619
OG0000442	Prav.g_00833	Syap.g_01620
OG0000443	Prav.g_00832	Syap.g_01622
OG0000444	Prav.g_00827	Syap.g_01424
OG0000445	Prav.g_00826	Syap.g_01421
OG0000446	Prav.g_00825	Syap.g_01419
OG0000447	Prav.g_00824	Syap.g_01410
OG0000448	Prav.g_00823	Syap.g_01407
OG0000449	Prav.g_00822	Syap.g_01406
OG0000450	Prav.g_00821	Syap.g_01909
OG0000451	Prav.g_00820	Syap.g_01908
OG0000452	Prav.g_00817	Syap.g_01904
OG0000453	Prav.g_00816	Syap.g_01903
OG0000454	Prav.g_00815	Syap.g_01902
OG0000455	Prav.g_00814	Syap.g_01901
OG0000456	Prav.g_00813	Syap.g_01900
OG0000457	Prav.g_00812	Syap.g_01896
OG0000458	Prav.g_00811	Syap.g_01895
OG0000459	Prav.g_00810	Syap.g_01894
OG0000460	Prav.g_00803	Syap.g_01159
OG0000461	Prav.g_01889	Syap.g_01575
OG0000462	Prav.g_01891	Syap.g_01578
OG0000463	Prav.g_01892	Syap.g_01579
OG0000464	Prav.g_01893	Syap.g_01580
OG0000465	Prav.g_01894	Syap.g_01582
OG0000466	Prav.g_01897	Syap.g_01587
OG0000467	Prav.g_01898	Syap.g_01588
OG0000468	Prav.g_01900	Syap.g_01593
OG0000469	Prav.g_01909	Syap.g_02352
OG0000470	Prav.g_01911	Syap.g_02349
OG0000471	Prav.g_01912	Syap.g_02348
OG0000472	Prav.g_01913	Syap.g_02347
OG0000473	Prav.g_01915	Syap.g_02343
OG0000474	Prav.g_01916	Syap.g_02342
OG0000475	Prav.g_01917	Syap.g_02341
OG0000476	Prav.g_01918	Syap.g_02339
OG0000477	Prav.g_01921	Syap.g_01367
OG0000478	Prav.g_01922	Syap.g_01366
OG0000479	Prav.g_01923	Syap.g_01364
OG0000480	Prav.g_01928	Syap.g_01357
OG0000482	Prav.g_01931	Syap.g_01355
OG0000483	Prav.g_01934	Syap.g_01344
OG0000484	Prav.g_01935	Syap.g_01350
OG0000485	Prav.g_01936	Syap.g_01349
OG0000487	Prav.g_01941	Syap.g_01635
OG0000488	Prav.g_01944	Syap.g_01639
OG0000489	Prav.g_01949	Syap.g_02482
OG0000490	Prav.g_01954	Syap.g_01673
OG0000491	Prav.g_01955	Syap.g_01670
OG0000492	Prav.g_01957	Syap.g_01668
OG0000493	Prav.g_01958	Syap.g_01667
OG0000494	Prav.g_01959	Syap.g_01666
OG0000495	Prav.g_01960	Syap.g_01665
OG0000496	Prav.g_01961	Syap.g_01663
OG0000497	Prav.g_01962	Syap.g_01662
OG0000498	Prav.g_01963	Syap.g_01661
OG0000499	Prav.g_01964	Syap.g_01660
OG0000500	Prav.g_01965	Syap.g_01659
OG0000501	Prav.g_01967	Syap.g_01656
OG0000502	Prav.g_01970	Syap.g_02066
OG0000503	Prav.g_01980	Syap.g_00569
OG0000504	Prav.g_01981	Syap.g_00567
OG0000505	Prav.g_01982	Syap.g_00566
OG0000506	Prav.g_01984	Syap.g_00564
OG0000507	Prav.g_01987	Syap.g_00558
OG0000508	Prav.g_01991	Syap.g_00554
OG0000509	Prav.g_01993	Syap.g_00551
OG0000510	Prav.g_01994	Syap.g_00550
OG0000511	Prav.g_01995	Syap.g_00548
OG0000512	Prav.g_01997	Syap.g_02145
OG0000513	Prav.g_00977	Syap.g_02048
OG0000514	Prav.g_01030	Syap.g_02051
OG0000515	Prav.g_01031	Syap.g_02052
OG0000516	Prav.g_01032	Syap.g_02054
OG0000517	Prav.g_01034	Syap.g_02057
OG0000519	Prav.g_01046	Syap.g_00457
OG0000520	Prav.g_01047	Syap.g_00456
OG0000521	Prav.g_01052	Syap.g_01997
OG0000522	Prav.g_01053	Syap.g_01995
OG0000523	Prav.g_01054	Syap.g_02507
OG0000524	Prav.g_01059	Syap.g_02135
OG0000525	Prav.g_01062	Syap.g_02159
OG0000526	Prav.g_01063	Syap.g_02157
OG0000527	Prav.g_01071	Syap.g_02758
OG0000528	Prav.g_01076	Syap.g_02261
OG0000529	Prav.g_01079	Syap.g_02254
OG0000530	Prav.g_01082	Syap.g_02252
OG0000531	Prav.g_01083	Syap.g_02251
OG0000532	Prav.g_01085	Syap.g_02247
OG0000533	Prav.g_01086	Syap.g_02244
OG0000534	Prav.g_01087	Syap.g_02243
OG0000535	Prav.g_01088	Syap.g_02242
OG0000536	Prav.g_01089	Syap.g_02241
OG0000537	Prav.g_01090	Syap.g_02240
OG0000538	Prav.g_01098	Syap.g_00271
OG0000539	Prav.g_01099	Syap.g_00270
OG0000540	Prav.g_01100	Syap.g_00269
OG0000541	Prav.g_01101	Syap.g_00268
OG0000542	Prav.g_01103	Syap.g_00264
OG0000543	Prav.g_01105	Syap.g_00261
OG0000544	Prav.g_01106	Syap.g_00260
OG0000545	Prav.g_01108	Syap.g_00259
OG0000546	Prav.g_01111	Syap.g_00256
OG0000547	Prav.g_01113	Syap.g_00254
OG0000548	Prav.g_01114	Syap.g_00253
OG0000549	Prav.g_01116	Syap.g_00758
OG0000550	Prav.g_01121	Syap.g_02747
OG0000551	Prav.g_01125	Syap.g_02739
OG0000552	Prav.g_01126	Syap.g_02738
OG0000553	Prav.g_01127	Syap.g_02735
OG0000554	Prav.g_01132	Syap.g_01450
OG0000555	Prav.g_01140	Syap.g_01941
OG0000556	Prav.g_01142	Syap.g_01933
OG0000557	Prav.g_01143	Syap.g_01931
OG0000558	Prav.g_01145	Syap.g_01147
OG0000560	Prav.g_01152	Syap.g_00305
OG0000561	Prav.g_01153	Syap.g_00304
OG0000562	Prav.g_01154	Syap.g_00302
OG0000563	Prav.g_01155	Syap.g_00301
OG0000564	Prav.g_01156	Syap.g_00300
OG0000565	Prav.g_01159	Syap.g_00296
OG0000566	Prav.g_01161	Syap.g_00291
OG0000567	Prav.g_01165	Syap.g_01297
OG0000568	Prav.g_01166	Syap.g_01302
OG0000569	Prav.g_01167	Syap.g_01303
OG0000570	Prav.g_01168	Syap.g_01304
OG0000571	Prav.g_01170	Syap.g_01307
OG0000573	Prav.g_01188	Syap.g_00765
OG0000574	Prav.g_01189	Syap.g_00759
OG0000575	Prav.g_01193	Syap.g_00445
OG0000576	Prav.g_01195	Syap.g_00450
OG0000577	Prav.g_01196	Syap.g_00451
OG0000578	Prav.g_01197	Syap.g_00452
OG0000579	Prav.g_01198	Syap.g_00453
OG0000580	Prav.g_01199	Syap.g_00454
OG0000581	Prav.g_01201	Syap.g_01521
OG0000582	Prav.g_01204	Syap.g_01533
OG0000583	Prav.g_01205	Syap.g_01532
OG0000584	Prav.g_01206	Syap.g_01530
OG0000585	Prav.g_01208	Syap.g_01526
OG0000586	Prav.g_01209	Syap.g_01525
OG0000587	Prav.g_01210	Syap.g_01523
OG0000588	Prav.g_01214	Syap.g_00776
OG0000589	Prav.g_01219	Syap.g_00941
OG0000590	Prav.g_01220	Syap.g_00940
OG0000591	Prav.g_01223	Syap.g_01289
OG0000592	Prav.g_01224	Syap.g_01288
OG0000593	Prav.g_01230	Syap.g_00890
OG0000594	Prav.g_01231	Syap.g_00891
OG0000595	Prav.g_01232	Syap.g_00892
OG0000596	Prav.g_01236	Syap.g_00898
OG0000597	Prav.g_01238	Syap.g_00903
OG0000598	Prav.g_01239	Syap.g_00904
OG0000599	Prav.g_01242	Syap.g_00908
OG0000600	Prav.g_01243	Syap.g_00909
OG0000601	Prav.g_01244	Syap.g_00910
OG0000602	Prav.g_01246	Syap.g_00640
OG0000603	Prav.g_01247	Syap.g_00641
OG0000604	Prav.g_01248	Syap.g_02769
OG0000605	Prav.g_01249	Syap.g_02501, Syap.g_02771
OG0000606	Prav.g_01252	Syap.g_02506
