Orthogroup	Prav	Praz
OG0000027	Prav.g_01416	Praz.g_01197
OG0000028	Prav.g_01966	Praz.g_00677
OG0000028	Prav.g_01885	Praz.g_01246
OG0000029	Prav.g_00350	Praz.g_01564
OG0000030	Prav.g_00699	Praz.g_00195
OG0000032	Prav.g_01499	Praz.g_01092
OG0000033	Prav.g_00869	Praz.g_00529
OG0000034	Prav.g_01448	Praz.g_01170
OG0000035	Prav.g_01578	Praz.g_01041
OG0000037	Prav.g_00174	Praz.g_00469
OG0000038	Prav.g_00739	Praz.g_00154
OG0000039	Prav.g_01284	Praz.g_01644
OG0000040	Prav.g_01720	Praz.g_00903
OG0000040	Prav.g_00045	Praz.g_00012
OG0000042	Prav.g_00696	Praz.g_00198
OG0000043	Prav.g_00467	Praz.g_01440
OG0000045	Prav.g_00990	Praz.g_00803
OG0000047	Prav.g_01976	Praz.g_00687
OG0000048	Prav.g_00993	Praz.g_00800
OG0000049	Prav.g_01000	Praz.g_00790
OG0000049	Prav.g_01016	Praz.g_00767
OG0000050	Prav.g_01013	Praz.g_00769
OG0000050	Prav.g_00247	Praz.g_00101
OG0000051	Prav.g_01410	Praz.g_01204
OG0000052	Prav.g_01533	Praz.g_01103
OG0000053	Prav.g_01598	Praz.g_01021
OG0000054	Prav.g_01202	Praz.g_01724
OG0000055	Prav.g_00376	Praz.g_01531
OG0000056	Prav.g_00106, Prav.g_00107, Prav.g_01421	Praz.g_01253
OG0000057	Prav.g_01296	Praz.g_01632
OG0000058	Prav.g_01512	Praz.g_01096
OG0000059	Prav.g_00292	Praz.g_00311
OG0000061	Prav.g_00065	Praz.g_00755
OG0000062	Prav.g_01656	Praz.g_00963
OG0000063	Prav.g_00101	Praz.g_00398
OG0000065	Prav.g_00172	Praz.g_00467
OG0000066	Prav.g_01137	Praz.g_01789
OG0000067	Prav.g_00397	Praz.g_01512
OG0000068	Prav.g_01473	Praz.g_01139
OG0000069	Prav.g_01689	Praz.g_00928
OG0000070	Prav.g_01049	Praz.g_01878
OG0000071	Prav.g_01438	Praz.g_01180
OG0000072	Prav.g_00867	Praz.g_00531
OG0000073	Prav.g_01097	Praz.g_01829
OG0000074	Prav.g_01280	Praz.g_01648
OG0000075	Prav.g_00665	Praz.g_00230
OG0000076	Prav.g_00689	Praz.g_00205
OG0000077	Prav.g_00143	Praz.g_00438
OG0000078	Prav.g_00799	Praz.g_00599
OG0000079	Prav.g_01899	Praz.g_00612
OG0000081	Prav.g_01129	Praz.g_01797
OG0000082	Prav.g_01182	Praz.g_01744
OG0000083	Prav.g_00338	Praz.g_01576
OG0000083	Prav.g_00330	Praz.g_01583
OG0000084	Prav.g_01574	Praz.g_01045
OG0000085	Prav.g_01754	Praz.g_00884
OG0000086	Prav.g_00153	Praz.g_00448
OG0000087	Prav.g_00204	Praz.g_00499
OG0000088	Prav.g_00872	Praz.g_00526
OG0000089	Prav.g_00975	Praz.g_00818
OG0000090	Prav.g_01131	Praz.g_01795
OG0000091	Prav.g_01240	Praz.g_01688
OG0000092	Prav.g_00504	Praz.g_01403
OG0000092	Prav.g_01735	Praz.g_00244
OG0000093	Prav.g_00525	Praz.g_01382
OG0000094	Prav.g_00914	Praz.g_01296
OG0000095	Prav.g_00933	Praz.g_00066
OG0000096	Prav.g_01400	Praz.g_01215
OG0000097	Prav.g_01840	Praz.g_00713
OG0000098	Prav.g_01455	Praz.g_01157
OG0000099	Prav.g_01514	Praz.g_01098
OG0000100	Prav.g_01652	Praz.g_00967
OG0000101	Prav.g_00632	Praz.g_00263
OG0000102	Prav.g_00694	Praz.g_00200
OG0000103	Prav.g_00773	Praz.g_00120
OG0000104	Prav.g_00782	Praz.g_00361
OG0000105	Prav.g_01920	Praz.g_00632
OG0000106	Prav.g_00989	Praz.g_00804
OG0000107	Prav.g_01001	Praz.g_00788
OG0000108	Prav.g_01078	Praz.g_01848
OG0000109	Prav.g_01092	Praz.g_01834
OG0000110	Prav.g_01172	Praz.g_01754
OG0000111	Prav.g_01297	Praz.g_01631
OG0000112	Prav.g_00364	Praz.g_01547
OG0000113	Prav.g_00419	Praz.g_01490
OG0000114	Prav.g_00499	Praz.g_01408
OG0000115	Prav.g_00010	Praz.g_00054
OG0000116	Prav.g_00055	Praz.g_00002
OG0000117	Prav.g_01390	Praz.g_01237
OG0000118	Prav.g_01450	Praz.g_01168
OG0000119	Prav.g_01469	Praz.g_01143
OG0000120	Prav.g_01513	Praz.g_01118
OG0000121	Prav.g_01580	Praz.g_01039
OG0000122	Prav.g_01618	Praz.g_01001
OG0000123	Prav.g_00639	Praz.g_00256
OG0000124	Prav.g_00705	Praz.g_00189
OG0000125	Prav.g_00741	Praz.g_00152
OG0000126	Prav.g_00781	Praz.g_00360
OG0000128	Prav.g_00079	Praz.g_00376
OG0000129	Prav.g_00115	Praz.g_00410
OG0000130	Prav.g_00134	Praz.g_00429
OG0000131	Prav.g_00212	Praz.g_00505
OG0000132	Prav.g_00874	Praz.g_00524
OG0000133	Prav.g_01968	Praz.g_00679
OG0000134	Prav.g_00976	Praz.g_00817
OG0000135	Prav.g_00999	Praz.g_00791
OG0000136	Prav.g_01040	Praz.g_01887
OG0000137	Prav.g_01073	Praz.g_01853
OG0000138	Prav.g_01093	Praz.g_01833
OG0000139	Prav.g_01135	Praz.g_01791
OG0000140	Prav.g_01136	Praz.g_01790
OG0000141	Prav.g_01203	Praz.g_01723
OG0000142	Prav.g_01233	Praz.g_01695
OG0000143	Prav.g_01237	Praz.g_01691
OG0000144	Prav.g_01250	Praz.g_01678
OG0000145	Prav.g_00362	Praz.g_01554
OG0000146	Prav.g_00365	Praz.g_01546
OG0000147	Prav.g_00366	Praz.g_01545
OG0000148	Prav.g_00413	Praz.g_01496
OG0000149	Prav.g_00443	Praz.g_01465
OG0000150	Prav.g_00451	Praz.g_01457
OG0000151	Prav.g_00509	Praz.g_01398
OG0000152	Prav.g_00556	Praz.g_01350
OG0000153	Prav.g_00575	Praz.g_01331
OG0000154	Prav.g_00907	Praz.g_01303
OG0000155	Prav.g_01861	Praz.g_00734
OG0000156	Prav.g_01427	Praz.g_01191
OG0000157	Prav.g_01428	Praz.g_01190
OG0000158	Prav.g_01505	Praz.g_01097
OG0000159	Prav.g_01506	Praz.g_01095
OG0000160	Prav.g_01579	Praz.g_01040
OG0000161	Prav.g_01585	Praz.g_01034
OG0000162	Prav.g_01591	Praz.g_01028
OG0000163	Prav.g_01625	Praz.g_00994
OG0000164	Prav.g_01785	Praz.g_00853
OG0000165	Prav.g_01792	Praz.g_00846
OG0000166	Prav.g_00596	Praz.g_00299
OG0000167	Prav.g_00663	Praz.g_00232
OG0000168	Prav.g_00673	Praz.g_00222
OG0000169	Prav.g_00683	Praz.g_00212
OG0000170	Prav.g_00685	Praz.g_00210
OG0000171	Prav.g_00704	Praz.g_00190
OG0000172	Prav.g_00712	Praz.g_00181
OG0000173	Prav.g_00727	Praz.g_00166
OG0000174	Prav.g_00755	Praz.g_00138
OG0000175	Prav.g_00765	Praz.g_00128
OG0000176	Prav.g_00790	Praz.g_00369
OG0000177	Prav.g_00791	Praz.g_00370
OG0000178	Prav.g_00792	Praz.g_00371
OG0000179	Prav.g_00084	Praz.g_00381
OG0000180	Prav.g_00085	Praz.g_00382
OG0000181	Prav.g_00086	Praz.g_00383
OG0000182	Prav.g_00087	Praz.g_00384
OG0000183	Prav.g_00091	Praz.g_00388
OG0000184	Prav.g_00117	Praz.g_00412
OG0000185	Prav.g_00120	Praz.g_00415
OG0000186	Prav.g_00129	Praz.g_00424
OG0000187	Prav.g_00130	Praz.g_00425
OG0000188	Prav.g_00147	Praz.g_00442
OG0000189	Prav.g_00161	Praz.g_00456
OG0000190	Prav.g_00162	Praz.g_00457
OG0000191	Prav.g_00182	Praz.g_00477
OG0000192	Prav.g_00186	Praz.g_00481
OG0000193	Prav.g_00213	Praz.g_00506
OG0000194	Prav.g_00216	Praz.g_00509
OG0000195	Prav.g_00887	Praz.g_00511
OG0000196	Prav.g_00877	Praz.g_00521
OG0000197	Prav.g_00876	Praz.g_00522
OG0000198	Prav.g_00875	Praz.g_00523
OG0000199	Prav.g_00868	Praz.g_00530
OG0000200	Prav.g_00854	Praz.g_00544
OG0000201	Prav.g_00846	Praz.g_00552
OG0000202	Prav.g_00845	Praz.g_00553
OG0000203	Prav.g_00844	Praz.g_00554
OG0000204	Prav.g_00843	Praz.g_00555
OG0000205	Prav.g_00836	Praz.g_00562
OG0000206	Prav.g_00831	Praz.g_00567
OG0000207	Prav.g_00829	Praz.g_00569
OG0000208	Prav.g_00828	Praz.g_00570
OG0000209	Prav.g_00819	Praz.g_00579
OG0000210	Prav.g_00818	Praz.g_00580
OG0000211	Prav.g_00805	Praz.g_00593
OG0000212	Prav.g_00798	Praz.g_00600
OG0000213	Prav.g_01904	Praz.g_00617
OG0000214	Prav.g_01914	Praz.g_00626
OG0000215	Prav.g_01938	Praz.g_00650
OG0000216	Prav.g_01940	Praz.g_00651
OG0000217	Prav.g_01943	Praz.g_00654
OG0000218	Prav.g_01945	Praz.g_00656
OG0000219	Prav.g_01946	Praz.g_00657
OG0000220	Prav.g_01947	Praz.g_00658
OG0000221	Prav.g_01948	Praz.g_00659
OG0000222	Prav.g_01956	Praz.g_00667
OG0000223	Prav.g_01969	Praz.g_00680
OG0000224	Prav.g_01971	Praz.g_00682
OG0000225	Prav.g_01992	Praz.g_00348
OG0000226	Prav.g_01996	Praz.g_00352
OG0000227	Prav.g_01998	Praz.g_00354
OG0000228	Prav.g_00974	Praz.g_00819
OG0000229	Prav.g_01035	Praz.g_01892
OG0000230	Prav.g_01037	Praz.g_01890
OG0000231	Prav.g_01048	Praz.g_01879
OG0000232	Prav.g_01056	Praz.g_01870
OG0000233	Prav.g_01061	Praz.g_01865
OG0000234	Prav.g_01074	Praz.g_01852
OG0000235	Prav.g_01077	Praz.g_01849
OG0000236	Prav.g_01091	Praz.g_01835
OG0000237	Prav.g_01104	Praz.g_01822
OG0000238	Prav.g_01110	Praz.g_01816
OG0000239	Prav.g_01123	Praz.g_01803
OG0000240	Prav.g_01124	Praz.g_01802
OG0000241	Prav.g_01128	Praz.g_01798
OG0000242	Prav.g_01130	Praz.g_01796
OG0000243	Prav.g_01141	Praz.g_01785
OG0000244	Prav.g_01144	Praz.g_01782
OG0000245	Prav.g_01146	Praz.g_01780
OG0000246	Prav.g_01150	Praz.g_01776
OG0000247	Prav.g_01160	Praz.g_01766
OG0000248	Prav.g_01162	Praz.g_01764
OG0000249	Prav.g_01164	Praz.g_01762
OG0000250	Prav.g_01169	Praz.g_01757
OG0000251	Prav.g_01187	Praz.g_01739
OG0000252	Prav.g_01190	Praz.g_01736
OG0000253	Prav.g_01191	Praz.g_01735
OG0000254	Prav.g_01207	Praz.g_01719
OG0000255	Prav.g_01213	Praz.g_01713
OG0000256	Prav.g_01225	Praz.g_01703
OG0000257	Prav.g_01228	Praz.g_01700
OG0000258	Prav.g_01241	Praz.g_01687
OG0000259	Prav.g_01258	Praz.g_01670
OG0000260	Prav.g_01261	Praz.g_01667
OG0000261	Prav.g_01263	Praz.g_01665
OG0000262	Prav.g_01267	Praz.g_01661
OG0000263	Prav.g_01279	Praz.g_01649
OG0000264	Prav.g_01289	Praz.g_01639
OG0000265	Prav.g_00306	Praz.g_01607
OG0000266	Prav.g_00316	Praz.g_01597
OG0000267	Prav.g_00327	Praz.g_01586
OG0000268	Prav.g_00328	Praz.g_01585
OG0000269	Prav.g_00392	Praz.g_01517
OG0000270	Prav.g_00395	Praz.g_01514
OG0000271	Prav.g_00403	Praz.g_01506
OG0000272	Prav.g_00404	Praz.g_01505
OG0000273	Prav.g_00427	Praz.g_01482
OG0000274	Prav.g_00428	Praz.g_01481
OG0000275	Prav.g_00430	Praz.g_01478
OG0000276	Prav.g_00435	Praz.g_01473
OG0000277	Prav.g_00436	Praz.g_01472
OG0000278	Prav.g_00439	Praz.g_01469
OG0000279	Prav.g_00446	Praz.g_01462
OG0000280	Prav.g_00447	Praz.g_01461
OG0000281	Prav.g_00452	Praz.g_01456
OG0000282	Prav.g_00501	Praz.g_01406
OG0000283	Prav.g_00533	Praz.g_01373
OG0000284	Prav.g_00538	Praz.g_01368
OG0000285	Prav.g_00543	Praz.g_01363
OG0000286	Prav.g_00555	Praz.g_01351
OG0000287	Prav.g_00572	Praz.g_01334
OG0000288	Prav.g_00906	Praz.g_01304
OG0000289	Prav.g_00917	Praz.g_01292
OG0000290	Prav.g_00930	Praz.g_01279, Praz.g_00063
OG0000291	Prav.g_00932	Praz.g_00065
OG0000292	Prav.g_00261	Praz.g_00114
OG0000293	Prav.g_00056	Praz.g_00001
OG0000294	Prav.g_00057	Praz.g_00763
OG0000295	Prav.g_00077	Praz.g_00742
OG0000296	Prav.g_01867	Praz.g_00740
OG0000297	Prav.g_01859	Praz.g_00732
OG0000298	Prav.g_01858	Praz.g_00731
OG0000299	Prav.g_01841	Praz.g_00714
OG0000300	Prav.g_01838	Praz.g_00711
OG0000301	Prav.g_00955, Prav.g_01837	Praz.g_00710
OG0000302	Prav.g_01835	Praz.g_00708
OG0000303	Prav.g_01828	Praz.g_00701
OG0000304	Prav.g_01824	Praz.g_00697
OG0000305	Prav.g_01465	Praz.g_01147
OG0000306	Prav.g_01468	Praz.g_01144
OG0000307	Prav.g_01482	Praz.g_01130
OG0000308	Prav.g_01483	Praz.g_01129
OG0000309	Prav.g_01487	Praz.g_01125
OG0000310	Prav.g_01563	Praz.g_01056
OG0000311	Prav.g_01565	Praz.g_01054
OG0000312	Prav.g_01568	Praz.g_01051
OG0000313	Prav.g_01582	Praz.g_01037
OG0000314	Prav.g_01605	Praz.g_01014
OG0000315	Prav.g_01615	Praz.g_01004
OG0000316	Prav.g_01635	Praz.g_00984
OG0000317	Prav.g_01759	Praz.g_00879
OG0000318	Prav.g_01762	Praz.g_00876
OG0000319	Prav.g_01775	Praz.g_00863
OG0000320	Prav.g_01777	Praz.g_00861
OG0000321	Prav.g_01778	Praz.g_00860
OG0000322	Prav.g_01779	Praz.g_00859
OG0000323	Prav.g_01788	Praz.g_00850
OG0000324	Prav.g_01815	Praz.g_00824
OG0000325	Prav.g_00269	Praz.g_00334
OG0000326	Prav.g_00275	Praz.g_00328
OG0000327	Prav.g_00591	Praz.g_00304
OG0000328	Prav.g_00592	Praz.g_00303
OG0000329	Prav.g_00609	Praz.g_00286
OG0000330	Prav.g_00610	Praz.g_00285
OG0000331	Prav.g_00611	Praz.g_00284
OG0000332	Prav.g_00625	Praz.g_00270
OG0000333	Prav.g_00627	Praz.g_00268
OG0000334	Prav.g_00635	Praz.g_00260
OG0000335	Prav.g_00640	Praz.g_00255
OG0000336	Prav.g_00644	Praz.g_00251
OG0000337	Prav.g_00661	Praz.g_00234
OG0000338	Prav.g_00662	Praz.g_00233
OG0000339	Prav.g_00666	Praz.g_00229
OG0000340	Prav.g_00674	Praz.g_00221
OG0000341	Prav.g_00676	Praz.g_00219
OG0000342	Prav.g_00677	Praz.g_00218
OG0000343	Prav.g_00678	Praz.g_00217
OG0000344	Prav.g_00681	Praz.g_00214
OG0000345	Prav.g_00686	Praz.g_00209
OG0000346	Prav.g_00690	Praz.g_00204
OG0000347	Prav.g_00706	Praz.g_00188
OG0000348	Prav.g_00715	Praz.g_00178
OG0000349	Prav.g_00732	Praz.g_00161
OG0000350	Prav.g_00751	Praz.g_00142
OG0000351	Prav.g_00768	Praz.g_00125
OG0000352	Prav.g_00769	Praz.g_00124
OG0000353	Prav.g_00785	Praz.g_00364
OG0000355	Prav.g_00787	Praz.g_00366
OG0000356	Prav.g_00788	Praz.g_00367
OG0000357	Prav.g_00789	Praz.g_00368
OG0000358	Prav.g_00793	Praz.g_00372
OG0000359	Prav.g_00794	Praz.g_00373
OG0000360	Prav.g_00795	Praz.g_00374
OG0000361	Prav.g_00078	Praz.g_00375
OG0000362	Prav.g_00080	Praz.g_00377
OG0000363	Prav.g_00082	Praz.g_00379
OG0000364	Prav.g_00083	Praz.g_00380
OG0000365	Prav.g_00088	Praz.g_00385
OG0000366	Prav.g_00089	Praz.g_00386
OG0000367	Prav.g_00090	Praz.g_00387
OG0000368	Prav.g_00092	Praz.g_00389
OG0000369	Prav.g_00093	Praz.g_00390
OG0000370	Prav.g_00094	Praz.g_00391
OG0000371	Prav.g_00100	Praz.g_00397
OG0000372	Prav.g_00103	Praz.g_00400
OG0000373	Prav.g_00104	Praz.g_00401
OG0000374	Prav.g_00105	Praz.g_00402
OG0000375	Prav.g_00111	Praz.g_00406
OG0000376	Prav.g_00113	Praz.g_00408
OG0000377	Prav.g_00116	Praz.g_00411
OG0000378	Prav.g_00118	Praz.g_00413
OG0000379	Prav.g_00121	Praz.g_00416
OG0000380	Prav.g_00131	Praz.g_00426
OG0000381	Prav.g_00135	Praz.g_00430
OG0000382	Prav.g_00146	Praz.g_00441
OG0000383	Prav.g_00148	Praz.g_00443
OG0000384	Prav.g_00149	Praz.g_00444
OG0000385	Prav.g_00150	Praz.g_00445
OG0000386	Prav.g_00151	Praz.g_00446
OG0000387	Prav.g_00164	Praz.g_00459
OG0000388	Prav.g_00167	Praz.g_00462
OG0000389	Prav.g_00171	Praz.g_00466
OG0000390	Prav.g_00178	Praz.g_00473
OG0000391	Prav.g_00181	Praz.g_00476
OG0000392	Prav.g_00185	Praz.g_00480
OG0000393	Prav.g_00187	Praz.g_00482
OG0000394	Prav.g_00188	Praz.g_00483
OG0000395	Prav.g_00189	Praz.g_00484
OG0000396	Prav.g_00192	Praz.g_00487
OG0000397	Prav.g_00194	Praz.g_00489
OG0000398	Prav.g_00196	Praz.g_00491
OG0000399	Prav.g_00197	Praz.g_00492
OG0000400	Prav.g_00198	Praz.g_00493
OG0000401	Prav.g_00199	Praz.g_00494
OG0000402	Prav.g_00201	Praz.g_00496
OG0000403	Prav.g_00202	Praz.g_00497
OG0000404	Prav.g_00203	Praz.g_00498
OG0000405	Prav.g_00207	Praz.g_00502
OG0000406	Prav.g_00214	Praz.g_00507
OG0000407	Prav.g_00215	Praz.g_00508
OG0000409	Prav.g_00886	Praz.g_00512
OG0000410	Prav.g_00885	Praz.g_00513
OG0000411	Prav.g_00884	Praz.g_00514
OG0000412	Prav.g_00883	Praz.g_00515
OG0000413	Prav.g_00882	Praz.g_00516
OG0000414	Prav.g_00881	Praz.g_00517
OG0000415	Prav.g_00880	Praz.g_00518
OG0000416	Prav.g_00879	Praz.g_00519
OG0000417	Prav.g_00878	Praz.g_00520
OG0000418	Prav.g_00873	Praz.g_00525
OG0000419	Prav.g_00871	Praz.g_00527
OG0000420	Prav.g_00870	Praz.g_00528
OG0000421	Prav.g_00865	Praz.g_00533
OG0000422	Prav.g_00864	Praz.g_00534
OG0000423	Prav.g_00863	Praz.g_00535
OG0000424	Prav.g_00862	Praz.g_00536
OG0000425	Prav.g_00861	Praz.g_00537
OG0000426	Prav.g_00860	Praz.g_00538
OG0000427	Prav.g_00859	Praz.g_00539
OG0000428	Prav.g_00857	Praz.g_00541
OG0000429	Prav.g_00856	Praz.g_00542
OG0000430	Prav.g_00855	Praz.g_00543
OG0000431	Prav.g_00853	Praz.g_00545
OG0000432	Prav.g_00850	Praz.g_00548
OG0000433	Prav.g_00849	Praz.g_00549
OG0000434	Prav.g_00848	Praz.g_00550
OG0000435	Prav.g_00847	Praz.g_00551
OG0000436	Prav.g_00842	Praz.g_00556
OG0000437	Prav.g_00841	Praz.g_00557
OG0000438	Prav.g_00840	Praz.g_00558
OG0000439	Prav.g_00838	Praz.g_00560
OG0000440	Prav.g_00837	Praz.g_00561
OG0000441	Prav.g_00834	Praz.g_00564
OG0000442	Prav.g_00833	Praz.g_00565
OG0000443	Prav.g_00832	Praz.g_00566
OG0000444	Prav.g_00827	Praz.g_00571
OG0000445	Prav.g_00826	Praz.g_00572
OG0000446	Prav.g_00825	Praz.g_00573
OG0000447	Prav.g_00824	Praz.g_00574
OG0000448	Prav.g_00823	Praz.g_00575
OG0000449	Prav.g_00822	Praz.g_00576
OG0000450	Prav.g_00821	Praz.g_00577
OG0000451	Prav.g_00820	Praz.g_00578
OG0000452	Prav.g_00817	Praz.g_00581
OG0000453	Prav.g_00816	Praz.g_00582
OG0000454	Prav.g_00815	Praz.g_00583
OG0000455	Prav.g_00814	Praz.g_00584
OG0000456	Prav.g_00813	Praz.g_00585
OG0000457	Prav.g_00812	Praz.g_00586
OG0000458	Prav.g_00811	Praz.g_00587
OG0000459	Prav.g_00810	Praz.g_00588
OG0000460	Prav.g_00803	Praz.g_00595
OG0000461	Prav.g_01889	Praz.g_00602
OG0000462	Prav.g_01891	Praz.g_00604
OG0000463	Prav.g_01892	Praz.g_00605
OG0000464	Prav.g_01893	Praz.g_00606
OG0000465	Prav.g_01894	Praz.g_00607
OG0000466	Prav.g_01897	Praz.g_00610
OG0000467	Prav.g_01898	Praz.g_00611
OG0000468	Prav.g_01900	Praz.g_00613
OG0000469	Prav.g_01909	Praz.g_00621
OG0000470	Prav.g_01911	Praz.g_00623
OG0000471	Prav.g_01912	Praz.g_00624
OG0000472	Prav.g_01913	Praz.g_00625
OG0000473	Prav.g_01915	Praz.g_00627
OG0000474	Prav.g_01916	Praz.g_00628
OG0000475	Prav.g_01917	Praz.g_00629
OG0000476	Prav.g_01918	Praz.g_00630
OG0000477	Prav.g_01921	Praz.g_00633
OG0000478	Prav.g_01922	Praz.g_00634
OG0000479	Prav.g_01923	Praz.g_00635
OG0000480	Prav.g_01928	Praz.g_00640
OG0000481	Prav.g_01930	Praz.g_00642
OG0000482	Prav.g_01931	Praz.g_00643
OG0000483	Prav.g_01934	Praz.g_00646
OG0000484	Prav.g_01935	Praz.g_00647
OG0000485	Prav.g_01936	Praz.g_00648
OG0000486	Prav.g_01937	Praz.g_00649
OG0000487	Prav.g_01941	Praz.g_00652
OG0000488	Prav.g_01944	Praz.g_00655
OG0000489	Prav.g_01949	Praz.g_00660
OG0000490	Prav.g_01954	Praz.g_00665
OG0000491	Prav.g_01955	Praz.g_00666
OG0000492	Prav.g_01957	Praz.g_00668
OG0000493	Prav.g_01958	Praz.g_00669
OG0000494	Prav.g_01959	Praz.g_00670
OG0000495	Prav.g_01960	Praz.g_00671
OG0000496	Prav.g_01961	Praz.g_00672
OG0000497	Prav.g_01962	Praz.g_00673
OG0000498	Prav.g_01963	Praz.g_00674
OG0000499	Prav.g_01964	Praz.g_00675
OG0000500	Prav.g_01965	Praz.g_00676
OG0000501	Prav.g_01967	Praz.g_00678
OG0000502	Prav.g_01970	Praz.g_00681
OG0000503	Prav.g_01980	Praz.g_01931
OG0000504	Prav.g_01981	Praz.g_01932
OG0000505	Prav.g_01982	Praz.g_01933
OG0000506	Prav.g_01984	Praz.g_01935
OG0000507	Prav.g_01987	Praz.g_00343
OG0000508	Prav.g_01991	Praz.g_00347
OG0000509	Prav.g_01993	Praz.g_00349
OG0000510	Prav.g_01994	Praz.g_00350
OG0000511	Prav.g_01995	Praz.g_00351
OG0000512	Prav.g_01997	Praz.g_00353
OG0000513	Prav.g_00977	Praz.g_00816
OG0000514	Prav.g_01030	Praz.g_01897
OG0000515	Prav.g_01031	Praz.g_01896
OG0000516	Prav.g_01032	Praz.g_01895
OG0000517	Prav.g_01034	Praz.g_01893
OG0000518	Prav.g_01045	Praz.g_01882
OG0000519	Prav.g_01046	Praz.g_01881
OG0000520	Prav.g_01047	Praz.g_01880
OG0000521	Prav.g_01052	Praz.g_01875
OG0000522	Prav.g_01053	Praz.g_01873
OG0000523	Prav.g_01054	Praz.g_01872
OG0000524	Prav.g_01059	Praz.g_01867
OG0000525	Prav.g_01062	Praz.g_01864
OG0000526	Prav.g_01063	Praz.g_01863
OG0000527	Prav.g_01071	Praz.g_01855
OG0000528	Prav.g_01076	Praz.g_01850
OG0000529	Prav.g_01079	Praz.g_01847
OG0000530	Prav.g_01082	Praz.g_01844
OG0000531	Prav.g_01083	Praz.g_01843
OG0000532	Prav.g_01085	Praz.g_01841
OG0000533	Prav.g_01086	Praz.g_01840
OG0000534	Prav.g_01087	Praz.g_01839
OG0000535	Prav.g_01088	Praz.g_01838
OG0000536	Prav.g_01089	Praz.g_01837
OG0000537	Prav.g_01090	Praz.g_01836
OG0000538	Prav.g_01098	Praz.g_01828
OG0000539	Prav.g_01099	Praz.g_01827
OG0000540	Prav.g_01100	Praz.g_01826
OG0000541	Prav.g_01101	Praz.g_01825
OG0000542	Prav.g_01103	Praz.g_01823
OG0000543	Prav.g_01105	Praz.g_01821
OG0000544	Prav.g_01106	Praz.g_01820
OG0000545	Prav.g_01108	Praz.g_01818
OG0000546	Prav.g_01111	Praz.g_01815
OG0000547	Prav.g_01113	Praz.g_01813
OG0000548	Prav.g_01114	Praz.g_01812
OG0000549	Prav.g_01116	Praz.g_01810
OG0000550	Prav.g_01121	Praz.g_01805
OG0000551	Prav.g_01125	Praz.g_01801
OG0000552	Prav.g_01126	Praz.g_01800
OG0000553	Prav.g_01127	Praz.g_01799
OG0000554	Prav.g_01132	Praz.g_01794
OG0000555	Prav.g_01140	Praz.g_01786
OG0000556	Prav.g_01142	Praz.g_01784
OG0000557	Prav.g_01143	Praz.g_01783
OG0000558	Prav.g_01145	Praz.g_01781
OG0000559	Prav.g_01149	Praz.g_01777
OG0000560	Prav.g_01152	Praz.g_01774
