Orthogroup	Prav	Syaj
OG0000081	Prav.g_01129	Syaj.g_02888
OG0000082	Prav.g_01182	Syaj.g_00229
OG0000084	Prav.g_01574	Syaj.g_01375
OG0000085	Prav.g_01754	Syaj.g_01707
OG0000086	Prav.g_00153	Syaj.g_01848
OG0000087	Prav.g_00204	Syaj.g_01945
OG0000088	Prav.g_00872	Syaj.g_01986
OG0000089	Prav.g_00975	Syaj.g_02829, Syaj.g_01915
OG0000090	Prav.g_01131	Syaj.g_00144
OG0000091	Prav.g_01240	Syaj.g_01275
OG0000092	Prav.g_00504, Prav.g_01735	Syaj.g_00339
OG0000094	Prav.g_00914	Syaj.g_00804
OG0000097	Prav.g_01840	Syaj.g_00589
OG0000098	Prav.g_01455	Syaj.g_02671
OG0000099	Prav.g_01514	Syaj.g_02503
OG0000100	Prav.g_01652	Syaj.g_00987
OG0000101	Prav.g_00632	Syaj.g_02738
OG0000102	Prav.g_00694	Syaj.g_02411
OG0000103	Prav.g_00773	Syaj.g_02243
OG0000104	Prav.g_00782	Syaj.g_02258
OG0000105	Prav.g_01920	Syaj.g_02573
OG0000106	Prav.g_00989	Syaj.g_01130
OG0000107	Prav.g_01001	Syaj.g_02637
OG0000108	Prav.g_01078	Syaj.g_00072
OG0000109	Prav.g_01092	Syaj.g_00087
OG0000110	Prav.g_01172	Syaj.g_00215
OG0000111	Prav.g_01297	Syaj.g_00437
OG0000112	Prav.g_00364	Syaj.g_00907
OG0000113	Prav.g_00419	Syaj.g_00992
OG0000114	Prav.g_00499	Syaj.g_00741
OG0000115	Prav.g_00010	Syaj.g_01402
OG0000116	Prav.g_00055	Syaj.g_00289
OG0000117	Prav.g_01390	Syaj.g_00637
OG0000118	Prav.g_01450	Syaj.g_00267
OG0000119	Prav.g_01469	Syaj.g_00317
OG0000120	Prav.g_01513	Syaj.g_02502
OG0000121	Prav.g_01580	Syaj.g_01383
OG0000122	Prav.g_01618	Syaj.g_01250
OG0000123	Prav.g_00639	Syaj.g_02745
OG0000124	Prav.g_00705	Syaj.g_02388
OG0000125	Prav.g_00741	Syaj.g_02117
OG0000126	Prav.g_00781	Syaj.g_02256
OG0000128	Prav.g_00079	Syaj.g_02274
OG0000129	Prav.g_00115	Syaj.g_02106
OG0000130	Prav.g_00134	Syaj.g_01818
OG0000131	Prav.g_00212	Syaj.g_01964
OG0000132	Prav.g_00874	Syaj.g_01984
OG0000133	Prav.g_01968	Syaj.g_00902
OG0000134	Prav.g_00976	Syaj.g_02832
OG0000135	Prav.g_00999	Syaj.g_02167
OG0000136	Prav.g_01040	Syaj.g_01550
OG0000137	Prav.g_01073	Syaj.g_01444
OG0000138	Prav.g_01093	Syaj.g_00088
OG0000139	Prav.g_01135	Syaj.g_00150
OG0000140	Prav.g_01136	Syaj.g_00153
OG0000141	Prav.g_01203	Syaj.g_01340
OG0000142	Prav.g_01233	Syaj.g_01283
OG0000143	Prav.g_01237	Syaj.g_01279
OG0000144	Prav.g_01250	Syaj.g_01151
OG0000145	Prav.g_00362	Syaj.g_00094
OG0000146	Prav.g_00365	Syaj.g_00908
OG0000147	Prav.g_00366	Syaj.g_00909
OG0000148	Prav.g_00413	Syaj.g_01003
OG0000149	Prav.g_00443	Syaj.g_00369
OG0000150	Prav.g_00451	Syaj.g_01339, Syaj.g_00154
OG0000151	Prav.g_00509	Syaj.g_01074
OG0000152	Prav.g_00556	Syaj.g_00898
OG0000153	Prav.g_00575	Syaj.g_00842
OG0000154	Prav.g_00907	Syaj.g_00814
OG0000155	Prav.g_01861	Syaj.g_00338
OG0000156	Prav.g_01427	Syaj.g_00282
OG0000157	Prav.g_01428	Syaj.g_00281
OG0000158	Prav.g_01505	Syaj.g_02445
OG0000160	Prav.g_01579	Syaj.g_01382
OG0000161	Prav.g_01585	Syaj.g_01389
OG0000162	Prav.g_01591	Syaj.g_01395
OG0000163	Prav.g_01625	Syaj.g_01639
OG0000164	Prav.g_01785	Syaj.g_01758
OG0000165	Prav.g_01792	Syaj.g_01582
OG0000166	Prav.g_00596	Syaj.g_02698
OG0000167	Prav.g_00663	Syaj.g_02460
OG0000168	Prav.g_00673	Syaj.g_02444
OG0000169	Prav.g_00683	Syaj.g_02431, Syaj.g_02429
OG0000170	Prav.g_00685	Syaj.g_02422
OG0000171	Prav.g_00704	Syaj.g_02389
OG0000172	Prav.g_00712	Syaj.g_02365
OG0000173	Prav.g_00727	Syaj.g_02321
OG0000174	Prav.g_00755	Syaj.g_02169
OG0000175	Prav.g_00765	Syaj.g_02229
OG0000176	Prav.g_00790	Syaj.g_02266
OG0000177	Prav.g_00791	Syaj.g_02267
OG0000178	Prav.g_00792	Syaj.g_02268
OG0000179	Prav.g_00084	Syaj.g_02283
OG0000180	Prav.g_00085	Syaj.g_02284
OG0000181	Prav.g_00086	Syaj.g_02285
OG0000182	Prav.g_00087	Syaj.g_02286
OG0000183	Prav.g_00091	Syaj.g_02290
OG0000184	Prav.g_00117	Syaj.g_02098
OG0000185	Prav.g_00120	Syaj.g_02087
OG0000186	Prav.g_00129	Syaj.g_01812
OG0000187	Prav.g_00130	Syaj.g_01814
OG0000188	Prav.g_00147	Syaj.g_01837
OG0000189	Prav.g_00161	Syaj.g_01874
OG0000190	Prav.g_00162	Syaj.g_01876
OG0000191	Prav.g_00182	Syaj.g_01910
OG0000192	Prav.g_00186	Syaj.g_01919
OG0000193	Prav.g_00213	Syaj.g_01965
OG0000194	Prav.g_00216	Syaj.g_01968
OG0000195	Prav.g_00887	Syaj.g_01971
OG0000196	Prav.g_00877	Syaj.g_01981
OG0000197	Prav.g_00876	Syaj.g_01982
OG0000198	Prav.g_00875	Syaj.g_01983
OG0000199	Prav.g_00868	Syaj.g_01991
OG0000200	Prav.g_00854	Syaj.g_02008
OG0000201	Prav.g_00846	Syaj.g_02024
OG0000202	Prav.g_00845	Syaj.g_02025
OG0000203	Prav.g_00844	Syaj.g_02026
OG0000204	Prav.g_00843	Syaj.g_02027
OG0000205	Prav.g_00836	Syaj.g_02035
OG0000206	Prav.g_00831	Syaj.g_02043
OG0000207	Prav.g_00829	Syaj.g_02045
OG0000208	Prav.g_00828	Syaj.g_02046
OG0000209	Prav.g_00819	Syaj.g_02070
OG0000210	Prav.g_00818	Syaj.g_02071
OG0000212	Prav.g_00798	Syaj.g_02881
OG0000213	Prav.g_01904	Syaj.g_02601
OG0000214	Prav.g_01914	Syaj.g_02582
OG0000215	Prav.g_01938	Syaj.g_02551
OG0000216	Prav.g_01940	Syaj.g_02547
OG0000217	Prav.g_01943	Syaj.g_02543
OG0000218	Prav.g_01945	Syaj.g_02541
OG0000219	Prav.g_01946	Syaj.g_02540
OG0000220	Prav.g_01947	Syaj.g_02539
OG0000221	Prav.g_01948	Syaj.g_02530
OG0000222	Prav.g_01956	Syaj.g_02516
OG0000223	Prav.g_01969	Syaj.g_02494
OG0000224	Prav.g_01971	Syaj.g_02487
OG0000225	Prav.g_01992	Syaj.g_02821
OG0000226	Prav.g_01996	Syaj.g_02825
OG0000227	Prav.g_01998	Syaj.g_02827
OG0000228	Prav.g_00974	Syaj.g_02828
OG0000229	Prav.g_01035	Syaj.g_01555
OG0000230	Prav.g_01037	Syaj.g_01553
OG0000231	Prav.g_01048	Syaj.g_01541
OG0000232	Prav.g_01056	Syaj.g_01497
OG0000233	Prav.g_01061	Syaj.g_01481
OG0000234	Prav.g_01074	Syaj.g_01442
OG0000235	Prav.g_01077	Syaj.g_00071
OG0000236	Prav.g_01091	Syaj.g_00086
OG0000237	Prav.g_01104	Syaj.g_00103
OG0000238	Prav.g_01110	Syaj.g_00108
OG0000239	Prav.g_01123	Syaj.g_00125
OG0000240	Prav.g_01124	Syaj.g_00126
OG0000241	Prav.g_01128	Syaj.g_01291
OG0000242	Prav.g_01130	Syaj.g_00142
OG0000243	Prav.g_00954, Prav.g_01141	Syaj.g_00164
OG0000244	Prav.g_01144	Syaj.g_00180
OG0000245	Prav.g_01146	Syaj.g_00182
OG0000246	Prav.g_01150	Syaj.g_00186
OG0000247	Prav.g_01160	Syaj.g_00197
OG0000248	Prav.g_01162	Syaj.g_00200
OG0000249	Prav.g_01164	Syaj.g_00202
OG0000250	Prav.g_01169	Syaj.g_00211
OG0000251	Prav.g_01187	Syaj.g_00237
OG0000252	Prav.g_01190	Syaj.g_00243
OG0000253	Prav.g_01191	Syaj.g_00245
OG0000254	Prav.g_01207	Syaj.g_01335
OG0000255	Prav.g_01213	Syaj.g_01315
OG0000256	Prav.g_01225	Syaj.g_01297
OG0000257	Prav.g_01228	Syaj.g_01292
OG0000258	Prav.g_01241	Syaj.g_01274
OG0000259	Prav.g_01258	Syaj.g_00707
OG0000260	Prav.g_01261	Syaj.g_00712
OG0000261	Prav.g_01263	Syaj.g_00715
OG0000262	Prav.g_01267	Syaj.g_00720
OG0000263	Prav.g_01279	Syaj.g_00605
OG0000264	Prav.g_01289	Syaj.g_00485
OG0000265	Prav.g_00306	Syaj.g_00510
OG0000266	Prav.g_00316	Syaj.g_00946
OG0000267	Prav.g_00327	Syaj.g_00770
OG0000268	Prav.g_00328	Syaj.g_00771
OG0000269	Prav.g_00392	Syaj.g_01031
OG0000270	Prav.g_00395	Syaj.g_01025
OG0000271	Prav.g_00403	Syaj.g_01017
OG0000272	Prav.g_00404	Syaj.g_01016
OG0000273	Prav.g_00427	Syaj.g_00389
OG0000274	Prav.g_00428	Syaj.g_00388
OG0000275	Prav.g_00430	Syaj.g_00384
OG0000276	Prav.g_00435	Syaj.g_00377
OG0000277	Prav.g_00436	Syaj.g_00376
OG0000278	Prav.g_00439	Syaj.g_00373
OG0000279	Prav.g_00446	Syaj.g_00357
OG0000280	Prav.g_00447	Syaj.g_00348
OG0000281	Prav.g_00452	Syaj.g_02670
OG0000282	Prav.g_00501	Syaj.g_00743
OG0000283	Prav.g_00533	Syaj.g_00790
OG0000284	Prav.g_00538	Syaj.g_00930
OG0000285	Prav.g_00543	Syaj.g_00917
OG0000286	Prav.g_00555	Syaj.g_00899
OG0000288	Prav.g_00906	Syaj.g_00815
OG0000289	Prav.g_00917	Syaj.g_00800
OG0000290	Prav.g_00930	Syaj.g_00424
OG0000291	Prav.g_00932	Syaj.g_00426
OG0000292	Prav.g_00261	Syaj.g_02255
OG0000293	Prav.g_00056	Syaj.g_00290
OG0000294	Prav.g_00057	Syaj.g_00291
OG0000295	Prav.g_00077	Syaj.g_00330
OG0000296	Prav.g_01867	Syaj.g_00332
OG0000297	Prav.g_01859	Syaj.g_00639
OG0000298	Prav.g_01858	Syaj.g_00638
OG0000299	Prav.g_01841	Syaj.g_00592
OG0000300	Prav.g_01838	Syaj.g_00586
OG0000301	Prav.g_00955, Prav.g_01837	Syaj.g_00585
OG0000302	Prav.g_01835	Syaj.g_00582
OG0000303	Prav.g_01828	Syaj.g_00572
OG0000304	Prav.g_01824	Syaj.g_00566
OG0000305	Prav.g_01465	Syaj.g_00429
OG0000306	Prav.g_01468	Syaj.g_01126
OG0000307	Prav.g_01482	Syaj.g_00051
OG0000308	Prav.g_01483	Syaj.g_00049
OG0000309	Prav.g_01487	Syaj.g_00044
OG0000310	Prav.g_01563	Syaj.g_01358
OG0000311	Prav.g_01565	Syaj.g_01362
OG0000312	Prav.g_01568	Syaj.g_01368
OG0000313	Prav.g_01582	Syaj.g_01386
OG0000314	Prav.g_01605	Syaj.g_01420
OG0000315	Prav.g_01615	Syaj.g_01430
OG0000316	Prav.g_01635	Syaj.g_01664
OG0000317	Prav.g_01759	Syaj.g_01715
OG0000318	Prav.g_01762	Syaj.g_01722
OG0000319	Prav.g_01775	Syaj.g_01741
OG0000320	Prav.g_01777	Syaj.g_01743
OG0000321	Prav.g_01778	Syaj.g_01744
OG0000322	Prav.g_01779	Syaj.g_01745
OG0000323	Prav.g_01788	Syaj.g_01760
OG0000324	Prav.g_01815	Syaj.g_01609
OG0000325	Prav.g_00269	Syaj.g_02638
OG0000326	Prav.g_00275	Syaj.g_02645
OG0000327	Prav.g_00591	Syaj.g_02693
OG0000328	Prav.g_00592	Syaj.g_02694
OG0000329	Prav.g_00609	Syaj.g_02712
OG0000330	Prav.g_00610	Syaj.g_02713
OG0000331	Prav.g_00611	Syaj.g_02714
OG0000332	Prav.g_00625	Syaj.g_02729
OG0000333	Prav.g_00627	Syaj.g_02732
OG0000334	Prav.g_00635	Syaj.g_02741
OG0000335	Prav.g_00640	Syaj.g_02746
OG0000336	Prav.g_00644	Syaj.g_02750
OG0000337	Prav.g_00661	Syaj.g_02466
OG0000338	Prav.g_00662	Syaj.g_02462
OG0000339	Prav.g_00666	Syaj.g_02455
OG0000340	Prav.g_00674	Syaj.g_02443
OG0000341	Prav.g_00676	Syaj.g_02441
OG0000342	Prav.g_00677	Syaj.g_02440
OG0000343	Prav.g_00678	Syaj.g_02437
OG0000344	Prav.g_00681	Syaj.g_02433
OG0000345	Prav.g_00686	Syaj.g_02421
OG0000346	Prav.g_00690	Syaj.g_02416
OG0000347	Prav.g_00706	Syaj.g_02383
OG0000348	Prav.g_00715	Syaj.g_02333
OG0000349	Prav.g_00732	Syaj.g_02314
OG0000350	Prav.g_00751	Syaj.g_02652
OG0000351	Prav.g_00768	Syaj.g_02234
OG0000352	Prav.g_00769	Syaj.g_02235
OG0000353	Prav.g_00785	Syaj.g_02261
OG0000354	Prav.g_01352	Syaj.g_02281
OG0000355	Prav.g_00787	Syaj.g_02263
OG0000356	Prav.g_00788	Syaj.g_02264
OG0000357	Prav.g_00789	Syaj.g_02265
OG0000358	Prav.g_00793	Syaj.g_02269
OG0000359	Prav.g_00794	Syaj.g_02271
OG0000360	Prav.g_00795	Syaj.g_02272
OG0000361	Prav.g_00078	Syaj.g_02273
OG0000362	Prav.g_00080	Syaj.g_02275
OG0000363	Prav.g_00082	Syaj.g_02277
OG0000364	Prav.g_00083	Syaj.g_02278
OG0000365	Prav.g_00088	Syaj.g_02287
OG0000366	Prav.g_00089	Syaj.g_02288
OG0000367	Prav.g_00090	Syaj.g_02289
OG0000368	Prav.g_00092	Syaj.g_02291
OG0000369	Prav.g_00093	Syaj.g_02292
OG0000370	Prav.g_00094	Syaj.g_02293
OG0000371	Prav.g_00100	Syaj.g_02301
OG0000372	Prav.g_00103	Syaj.g_02307
OG0000373	Prav.g_00104	Syaj.g_02308
OG0000374	Prav.g_00105	Syaj.g_02309
OG0000375	Prav.g_00111	Syaj.g_02310
OG0000376	Prav.g_00113	Syaj.g_02312
OG0000377	Prav.g_00116	Syaj.g_02105
OG0000378	Prav.g_00118	Syaj.g_02091
OG0000379	Prav.g_00121	Syaj.g_02086
OG0000380	Prav.g_00131	Syaj.g_01815
OG0000381	Prav.g_00135	Syaj.g_01819
OG0000382	Prav.g_00146	Syaj.g_01836
OG0000383	Prav.g_00148	Syaj.g_01839
OG0000384	Prav.g_00149	Syaj.g_01840
OG0000385	Prav.g_00150	Syaj.g_01841
OG0000386	Prav.g_00151	Syaj.g_01842
OG0000387	Prav.g_00164	Syaj.g_01878
OG0000388	Prav.g_00167	Syaj.g_01882
OG0000389	Prav.g_00171	Syaj.g_01886
OG0000390	Prav.g_00178	Syaj.g_01904
OG0000391	Prav.g_00181	Syaj.g_01909
OG0000392	Prav.g_00185	Syaj.g_01918
OG0000393	Prav.g_00187	Syaj.g_01922
OG0000394	Prav.g_00188	Syaj.g_01923
OG0000395	Prav.g_00189	Syaj.g_01924
OG0000396	Prav.g_00192	Syaj.g_01928
OG0000397	Prav.g_00194	Syaj.g_01930
OG0000398	Prav.g_00196	Syaj.g_01935
OG0000399	Prav.g_00197	Syaj.g_01936
OG0000400	Prav.g_00198	Syaj.g_01937
OG0000401	Prav.g_00199	Syaj.g_01938
OG0000402	Prav.g_00201	Syaj.g_01940
OG0000403	Prav.g_00202	Syaj.g_01941
OG0000404	Prav.g_00203	Syaj.g_01943
OG0000405	Prav.g_00207	Syaj.g_01961
OG0000406	Prav.g_00214	Syaj.g_01966
OG0000407	Prav.g_00215	Syaj.g_01967
OG0000409	Prav.g_00886	Syaj.g_01972
OG0000410	Prav.g_00885	Syaj.g_01973
OG0000411	Prav.g_00884	Syaj.g_01974
OG0000412	Prav.g_00883	Syaj.g_01975
OG0000413	Prav.g_00882	Syaj.g_01977
OG0000415	Prav.g_00880	Syaj.g_01978
OG0000416	Prav.g_00879	Syaj.g_01979
OG0000417	Prav.g_00878	Syaj.g_01980
OG0000418	Prav.g_00873	Syaj.g_01985
OG0000419	Prav.g_00871	Syaj.g_01987
OG0000420	Prav.g_00870	Syaj.g_01989
OG0000421	Prav.g_00865	Syaj.g_01994
OG0000422	Prav.g_00864	Syaj.g_01995
OG0000423	Prav.g_00863	Syaj.g_01996
OG0000424	Prav.g_00862	Syaj.g_01997
OG0000425	Prav.g_00861	Syaj.g_01998
OG0000426	Prav.g_00860	Syaj.g_01999
OG0000427	Prav.g_00859	Syaj.g_02000
OG0000428	Prav.g_00857	Syaj.g_02003
OG0000429	Prav.g_00856	Syaj.g_02005
OG0000430	Prav.g_00855	Syaj.g_02007
OG0000431	Prav.g_00853	Syaj.g_02010
OG0000432	Prav.g_00850	Syaj.g_02017
OG0000433	Prav.g_00849	Syaj.g_02020
OG0000434	Prav.g_00848	Syaj.g_02021
OG0000435	Prav.g_00847	Syaj.g_02023
OG0000436	Prav.g_00842	Syaj.g_02029
OG0000437	Prav.g_00841	Syaj.g_02030
OG0000438	Prav.g_00840	Syaj.g_02031
OG0000439	Prav.g_00838	Syaj.g_02033
OG0000440	Prav.g_00837	Syaj.g_02034
OG0000441	Prav.g_00834	Syaj.g_02038
OG0000442	Prav.g_00833	Syaj.g_02039
OG0000443	Prav.g_00832	Syaj.g_02040
OG0000444	Prav.g_00827	Syaj.g_02052
OG0000445	Prav.g_00826	Syaj.g_02053
OG0000446	Prav.g_00825	Syaj.g_02055
OG0000447	Prav.g_00824	Syaj.g_02058
OG0000448	Prav.g_00823	Syaj.g_02059
OG0000449	Prav.g_00822	Syaj.g_02060
OG0000450	Prav.g_00821	Syaj.g_02067
OG0000451	Prav.g_00820	Syaj.g_02068
OG0000452	Prav.g_00817	Syaj.g_02072
OG0000453	Prav.g_00816	Syaj.g_02073
OG0000454	Prav.g_00815	Syaj.g_02074
OG0000455	Prav.g_00814	Syaj.g_02075
OG0000456	Prav.g_00813	Syaj.g_02076
OG0000457	Prav.g_00812	Syaj.g_02078
OG0000458	Prav.g_00811	Syaj.g_02079
OG0000459	Prav.g_00810	Syaj.g_02080
OG0000460	Prav.g_00803	Syaj.g_02858
OG0000461	Prav.g_01889	Syaj.g_02623
OG0000462	Prav.g_01891	Syaj.g_02620
OG0000463	Prav.g_01892	Syaj.g_02619
OG0000464	Prav.g_01893	Syaj.g_02618
OG0000465	Prav.g_01894	Syaj.g_02617
OG0000466	Prav.g_01897	Syaj.g_02612
OG0000467	Prav.g_01898	Syaj.g_02610
OG0000468	Prav.g_01900	Syaj.g_02605
OG0000469	Prav.g_01909	Syaj.g_02590
OG0000470	Prav.g_01911	Syaj.g_02586
OG0000471	Prav.g_01912	Syaj.g_02585
OG0000472	Prav.g_01913	Syaj.g_02583
OG0000473	Prav.g_01915	Syaj.g_02581
OG0000474	Prav.g_01916	Syaj.g_02580
OG0000475	Prav.g_01917	Syaj.g_02579
OG0000476	Prav.g_01918	Syaj.g_02577
OG0000477	Prav.g_01921	Syaj.g_02571
OG0000478	Prav.g_01922	Syaj.g_02570
OG0000479	Prav.g_01923	Syaj.g_02569
OG0000480	Prav.g_01928	Syaj.g_02562
OG0000481	Prav.g_01930	Syaj.g_02560
OG0000482	Prav.g_01931	Syaj.g_02559
OG0000483	Prav.g_01934	Syaj.g_02555
OG0000484	Prav.g_01935	Syaj.g_02554
OG0000485	Prav.g_01936	Syaj.g_02553
OG0000486	Prav.g_01937	Syaj.g_02552
OG0000487	Prav.g_01941	Syaj.g_02546
OG0000488	Prav.g_01944	Syaj.g_02542
OG0000489	Prav.g_01949	Syaj.g_02529
OG0000490	Prav.g_01954	Syaj.g_02519
OG0000491	Prav.g_01955	Syaj.g_02517
OG0000492	Prav.g_01957	Syaj.g_02515
OG0000493	Prav.g_01958	Syaj.g_02514
OG0000494	Prav.g_01959	Syaj.g_02513
OG0000495	Prav.g_01960	Syaj.g_02512
OG0000496	Prav.g_01961	Syaj.g_02511
OG0000497	Prav.g_01962	Syaj.g_02510
OG0000498	Prav.g_01963	Syaj.g_02509
OG0000499	Prav.g_01964	Syaj.g_02508
OG0000500	Prav.g_01965	Syaj.g_02507
OG0000501	Prav.g_01967	Syaj.g_02504
OG0000502	Prav.g_01970	Syaj.g_02492
OG0000503	Prav.g_01980	Syaj.g_02805
OG0000504	Prav.g_01981	Syaj.g_02807
OG0000505	Prav.g_01982	Syaj.g_02808
OG0000506	Prav.g_01984	Syaj.g_02810
OG0000507	Prav.g_01987	Syaj.g_02816
OG0000508	Prav.g_01991	Syaj.g_02820
OG0000509	Prav.g_01993	Syaj.g_02822
OG0000510	Prav.g_01994	Syaj.g_02823
OG0000511	Prav.g_01995	Syaj.g_02824
OG0000512	Prav.g_01997	Syaj.g_02826
OG0000513	Prav.g_00977	Syaj.g_02833
OG0000514	Prav.g_01030	Syaj.g_02839
OG0000515	Prav.g_01031	Syaj.g_02840
OG0000516	Prav.g_01032	Syaj.g_01561
OG0000517	Prav.g_01034	Syaj.g_01556
OG0000518	Prav.g_01045	Syaj.g_01544
OG0000519	Prav.g_01046	Syaj.g_01543
OG0000520	Prav.g_01047	Syaj.g_01542
OG0000521	Prav.g_01052	Syaj.g_00271
OG0000522	Prav.g_01053	Syaj.g_00273
OG0000523	Prav.g_01054	Syaj.g_00274
OG0000524	Prav.g_01059	Syaj.g_01485
OG0000525	Prav.g_01062	Syaj.g_01454
OG0000526	Prav.g_01063	Syaj.g_01451
OG0000527	Prav.g_01071	Syaj.g_01446
OG0000528	Prav.g_01076	Syaj.g_00065
OG0000529	Prav.g_01079	Syaj.g_00073
OG0000530	Prav.g_01082	Syaj.g_00076
OG0000531	Prav.g_01083	Syaj.g_00077
OG0000532	Prav.g_01085	Syaj.g_00080
OG0000533	Prav.g_01086	Syaj.g_00081
OG0000534	Prav.g_01087	Syaj.g_00082
OG0000535	Prav.g_01088	Syaj.g_00083
OG0000536	Prav.g_01089	Syaj.g_00084
OG0000537	Prav.g_01090	Syaj.g_00085
OG0000538	Prav.g_01098	Syaj.g_00096
OG0000539	Prav.g_01099	Syaj.g_00097
OG0000540	Prav.g_01100	Syaj.g_00098
OG0000541	Prav.g_01101	Syaj.g_00099
OG0000542	Prav.g_01103	Syaj.g_00102
OG0000543	Prav.g_01105	Syaj.g_00104
OG0000544	Prav.g_01106	Syaj.g_00105
OG0000545	Prav.g_01108	Syaj.g_00107
OG0000546	Prav.g_01111	Syaj.g_00109
OG0000547	Prav.g_01113	Syaj.g_00111
OG0000548	Prav.g_01114	Syaj.g_00112
OG0000549	Prav.g_01116	Syaj.g_00118
OG0000550	Prav.g_01121	Syaj.g_00123
OG0000551	Prav.g_01125	Syaj.g_00128
OG0000552	Prav.g_01126	Syaj.g_00129
OG0000553	Prav.g_01127	Syaj.g_00133
OG0000554	Prav.g_01132	Syaj.g_00145
OG0000555	Prav.g_01140	Syaj.g_00163
OG0000556	Prav.g_01142	Syaj.g_00167
OG0000557	Prav.g_01143	Syaj.g_00178
OG0000558	Prav.g_01145	Syaj.g_00181
OG0000559	Prav.g_01149	Syaj.g_00185
OG0000560	Prav.g_01152	Syaj.g_00188
OG0000561	Prav.g_01153	Syaj.g_00189
OG0000562	Prav.g_01154	Syaj.g_00190
