Orthogroup	Prav	Syag
OG0000073	Prav.g_01097	Syag.g_01505
OG0000075	Prav.g_00665	Syag.g_02434
OG0000076	Prav.g_00689	Syag.g_02393
OG0000077	Prav.g_00143	Syag.g_01831
OG0000078	Prav.g_00799	Syag.g_01778
OG0000079	Prav.g_01899	Syag.g_02659, Syag.g_02652
OG0000082	Prav.g_01182	Syag.g_00318
OG0000084	Prav.g_01574	Syag.g_01425
OG0000085	Prav.g_01754	Syag.g_01676
OG0000086	Prav.g_00153	Syag.g_01853
OG0000087	Prav.g_00204	Syag.g_01939
OG0000088	Prav.g_00872	Syag.g_01974
OG0000089	Prav.g_00975	Syag.g_00005
OG0000090	Prav.g_01131	Syag.g_01454
OG0000091	Prav.g_01240	Syag.g_00418
OG0000092	Prav.g_00504, Prav.g_01735	Syag.g_00242
OG0000094	Prav.g_00914	Syag.g_00881
OG0000097	Prav.g_01840	Syag.g_01065
OG0000098	Prav.g_01455	Syag.g_00578
OG0000099	Prav.g_01514	Syag.g_02536
OG0000100	Prav.g_01652	Syag.g_00704
OG0000101	Prav.g_00632	Syag.g_02773
OG0000102	Prav.g_00694	Syag.g_02387
OG0000103	Prav.g_00773	Syag.g_02253
OG0000104	Prav.g_00782	Syag.g_02268
OG0000105	Prav.g_01920	Syag.g_02606
OG0000106	Prav.g_00989	Syag.g_00462
OG0000108	Prav.g_01078	Syag.g_01528
OG0000109	Prav.g_01092	Syag.g_01512
OG0000110	Prav.g_01172	Syag.g_00303
OG0000111	Prav.g_01297	Syag.g_00984
OG0000112	Prav.g_00364	Syag.g_00801
OG0000113	Prav.g_00419	Syag.g_00699
OG0000114	Prav.g_00499	Syag.g_00609
OG0000115	Prav.g_00010	Syag.g_01397
OG0000116	Prav.g_00055	Syag.g_01156
OG0000117	Prav.g_01390	Syag.g_01097
OG0000118	Prav.g_01450	Syag.g_01232
OG0000120	Prav.g_01513	Syag.g_02535
OG0000121	Prav.g_01580	Syag.g_01414
OG0000122	Prav.g_01618	Syag.g_00446
OG0000123	Prav.g_00639	Syag.g_02781
OG0000124	Prav.g_00705	Syag.g_02367
OG0000125	Prav.g_00741	Syag.g_02136, Syag.g_02134
OG0000126	Prav.g_00781	Syag.g_02266
OG0000128	Prav.g_00079	Syag.g_02284
OG0000129	Prav.g_00115	Syag.g_02121
OG0000130	Prav.g_00134	Syag.g_01819
OG0000131	Prav.g_00212	Syag.g_01951
OG0000132	Prav.g_00874	Syag.g_01972
OG0000133	Prav.g_01968	Syag.g_00806
OG0000134	Prav.g_00976	Syag.g_00008
OG0000135	Prav.g_00999	Syag.g_02171
OG0000136	Prav.g_01040	Syag.g_00038
OG0000137	Prav.g_01073	Syag.g_01356
OG0000138	Prav.g_01093	Syag.g_01511
OG0000139	Prav.g_01135	Syag.g_01448
OG0000140	Prav.g_01136	Syag.g_01446
OG0000141	Prav.g_01203	Syag.g_00351
OG0000142	Prav.g_01233	Syag.g_00410
OG0000143	Prav.g_01237	Syag.g_00414
OG0000144	Prav.g_01250	Syag.g_00493
OG0000145	Prav.g_00362	Syag.g_01504
OG0000146	Prav.g_00365	Syag.g_00800
OG0000147	Prav.g_00366	Syag.g_00799
OG0000148	Prav.g_00413	Syag.g_00693
OG0000149	Prav.g_00443	Syag.g_00731
OG0000150	Prav.g_00451	Syag.g_00352
OG0000151	Prav.g_00509	Syag.g_00623
OG0000152	Prav.g_00556	Syag.g_00810
OG0000153	Prav.g_00575	Syag.g_00845
OG0000154	Prav.g_00907	Syag.g_00870
OG0000155	Prav.g_01861	Syag.g_01107
OG0000156	Prav.g_01427	Syag.g_01166
OG0000157	Prav.g_01428	Syag.g_01167
OG0000158	Prav.g_01505	Syag.g_02422
OG0000160	Prav.g_01579	Syag.g_01415
OG0000161	Prav.g_01585	Syag.g_01409
OG0000162	Prav.g_01591	Syag.g_01402
OG0000163	Prav.g_01625	Syag.g_01618
OG0000164	Prav.g_01785	Syag.g_01725
OG0000165	Prav.g_01792	Syag.g_01733
OG0000166	Prav.g_00596	Syag.g_02733
OG0000167	Prav.g_00663	Syag.g_02437
OG0000168	Prav.g_00673	Syag.g_02417
OG0000169	Prav.g_00683	Syag.g_02405
OG0000170	Prav.g_00685	Syag.g_02398
OG0000171	Prav.g_00704	Syag.g_02368
OG0000172	Prav.g_00712	Syag.g_02360
OG0000173	Prav.g_00727	Syag.g_02337
OG0000174	Prav.g_00755	Syag.g_02175
OG0000175	Prav.g_00765	Syag.g_02240
OG0000176	Prav.g_00790	Syag.g_02276
OG0000177	Prav.g_00791	Syag.g_02277
OG0000178	Prav.g_00792	Syag.g_02278
OG0000179	Prav.g_00084	Syag.g_02293
OG0000180	Prav.g_00085	Syag.g_02294
OG0000181	Prav.g_00086	Syag.g_02295
OG0000182	Prav.g_00087	Syag.g_02296
OG0000183	Prav.g_00091	Syag.g_02300
OG0000184	Prav.g_00117	Syag.g_02110
OG0000185	Prav.g_00120	Syag.g_02092
OG0000186	Prav.g_00129	Syag.g_01815
OG0000187	Prav.g_00130	Syag.g_01816
OG0000188	Prav.g_00147	Syag.g_01839
OG0000189	Prav.g_00161	Syag.g_01872
OG0000190	Prav.g_00162	Syag.g_01874
OG0000191	Prav.g_00182	Syag.g_01909
OG0000192	Prav.g_00186	Syag.g_01915
OG0000193	Prav.g_00213	Syag.g_01952
OG0000194	Prav.g_00216	Syag.g_01955
OG0000195	Prav.g_00887	Syag.g_01957
OG0000196	Prav.g_00877	Syag.g_01968
OG0000197	Prav.g_00876	Syag.g_01969
OG0000198	Prav.g_00875	Syag.g_00108, Syag.g_01971
OG0000199	Prav.g_00868	Syag.g_01979
OG0000200	Prav.g_00854	Syag.g_01996
OG0000201	Prav.g_00846	Syag.g_02019
OG0000202	Prav.g_00845	Syag.g_02024
OG0000203	Prav.g_00844	Syag.g_02025
OG0000204	Prav.g_00843	Syag.g_02020, Syag.g_02026
OG0000205	Prav.g_00836	Syag.g_02035
OG0000206	Prav.g_00831	Syag.g_02047
OG0000207	Prav.g_00829	Syag.g_02051
OG0000208	Prav.g_00828	Syag.g_02052
OG0000209	Prav.g_00819	Syag.g_02069
OG0000210	Prav.g_00818	Syag.g_02070
OG0000212	Prav.g_00798	Syag.g_01777
OG0000213	Prav.g_01904	Syag.g_02632
OG0000214	Prav.g_01914	Syag.g_02615
OG0000215	Prav.g_01938	Syag.g_02584
OG0000216	Prav.g_01940	Syag.g_02580
OG0000217	Prav.g_01943	Syag.g_02576
OG0000218	Prav.g_01945	Syag.g_02574
OG0000219	Prav.g_01946	Syag.g_02573
OG0000220	Prav.g_01947	Syag.g_02572
OG0000221	Prav.g_01948	Syag.g_02566
OG0000222	Prav.g_01956	Syag.g_02550
OG0000223	Prav.g_01969	Syag.g_02475
OG0000224	Prav.g_01971	Syag.g_02471
OG0000225	Prav.g_01992	Syag.g_02861
OG0000226	Prav.g_01996	Syag.g_02865
OG0000227	Prav.g_01998	Syag.g_02867
OG0000228	Prav.g_00974	Syag.g_00004
OG0000229	Prav.g_01035	Syag.g_00033
OG0000230	Prav.g_01037	Syag.g_00035
OG0000231	Prav.g_01048	Syag.g_00048
OG0000232	Prav.g_01056	Syag.g_00059
OG0000233	Prav.g_01061	Syag.g_01330
OG0000234	Prav.g_01074	Syag.g_01358
OG0000235	Prav.g_01077	Syag.g_01529
OG0000236	Prav.g_01091	Syag.g_01513
OG0000237	Prav.g_01104	Syag.g_01495
OG0000238	Prav.g_01110	Syag.g_01490
OG0000239	Prav.g_01123	Syag.g_01472
OG0000240	Prav.g_01124	Syag.g_01471
OG0000241	Prav.g_01128	Syag.g_00396
OG0000242	Prav.g_01130	Syag.g_01456
OG0000243	Prav.g_00954, Prav.g_01141	Syag.g_00255
OG0000244	Prav.g_01144	Syag.g_00268
OG0000245	Prav.g_01146	Syag.g_00270
OG0000246	Prav.g_01150	Syag.g_00274
OG0000247	Prav.g_01160	Syag.g_00286
OG0000248	Prav.g_01162	Syag.g_00289
OG0000249	Prav.g_01164	Syag.g_00291
OG0000250	Prav.g_01169	Syag.g_00299
OG0000251	Prav.g_01187	Syag.g_00328
OG0000252	Prav.g_01190	Syag.g_00331
OG0000253	Prav.g_01191	Syag.g_00333
OG0000254	Prav.g_01207	Syag.g_00356
OG0000255	Prav.g_01213	Syag.g_00369
OG0000256	Prav.g_01225	Syag.g_00385
OG0000257	Prav.g_01228	Syag.g_00395
OG0000258	Prav.g_01241	Syag.g_00423
OG0000259	Prav.g_01258	Syag.g_00560
OG0000260	Prav.g_01261	Syag.g_00570
OG0000261	Prav.g_01263	Syag.g_00581
OG0000262	Prav.g_01267	Syag.g_00586
OG0000263	Prav.g_01279	Syag.g_01079
OG0000264	Prav.g_01289	Syag.g_01011
OG0000265	Prav.g_00306	Syag.g_01021
OG0000266	Prav.g_00316	Syag.g_00907
OG0000267	Prav.g_00327	Syag.g_00762
OG0000268	Prav.g_00328	Syag.g_00763
OG0000269	Prav.g_00392	Syag.g_00662
OG0000270	Prav.g_00395	Syag.g_00665
OG0000271	Prav.g_00403	Syag.g_00673
OG0000274	Prav.g_00428	Syag.g_00714
OG0000275	Prav.g_00430	Syag.g_00717
OG0000276	Prav.g_00435	Syag.g_00723
OG0000277	Prav.g_00436	Syag.g_00724
OG0000278	Prav.g_00439	Syag.g_00727
OG0000279	Prav.g_00446	Syag.g_00735
OG0000280	Prav.g_00447	Syag.g_00741
OG0000281	Prav.g_00452	Syag.g_00572
OG0000282	Prav.g_00501	Syag.g_00611
OG0000283	Prav.g_00533	Syag.g_00775
OG0000284	Prav.g_00538	Syag.g_00780
OG0000285	Prav.g_00543	Syag.g_00791
OG0000286	Prav.g_00555	Syag.g_00809
OG0000287	Prav.g_00572	Syag.g_00838
OG0000288	Prav.g_00906	Syag.g_00869
OG0000289	Prav.g_00917	Syag.g_00884
OG0000290	Prav.g_00930	Syag.g_00970
OG0000291	Prav.g_00932	Syag.g_00972
OG0000292	Prav.g_00261	Syag.g_02265
OG0000293	Prav.g_00056	Syag.g_01155
OG0000294	Prav.g_00057	Syag.g_01154
OG0000295	Prav.g_00077	Syag.g_01115
OG0000296	Prav.g_01867	Syag.g_01113
OG0000297	Prav.g_01859	Syag.g_01099
OG0000298	Prav.g_01858	Syag.g_01098
OG0000299	Prav.g_01841	Syag.g_01067
OG0000301	Prav.g_00955, Prav.g_01837	Syag.g_01061
OG0000302	Prav.g_01835	Syag.g_01060
OG0000303	Prav.g_01828	Syag.g_01048
OG0000304	Prav.g_01824	Syag.g_01041
OG0000305	Prav.g_01465	Syag.g_00977
OG0000306	Prav.g_01468	Syag.g_00460
OG0000307	Prav.g_01482	Syag.g_01546
OG0000308	Prav.g_01483	Syag.g_01548
OG0000309	Prav.g_01487	Syag.g_01553
OG0000310	Prav.g_01563	Syag.g_01291
OG0000311	Prav.g_01565	Syag.g_01300
OG0000312	Prav.g_01568	Syag.g_01434
OG0000313	Prav.g_01582	Syag.g_00966, Syag.g_01412
OG0000314	Prav.g_01605	Syag.g_01380
OG0000315	Prav.g_01615	Syag.g_01369
OG0000316	Prav.g_01635	Syag.g_01641
OG0000317	Prav.g_01759	Syag.g_01684
OG0000318	Prav.g_01762	Syag.g_01688
OG0000319	Prav.g_01775	Syag.g_01710
OG0000320	Prav.g_01777	Syag.g_01712
OG0000321	Prav.g_01778	Syag.g_01713
OG0000322	Prav.g_01779	Syag.g_01714
OG0000323	Prav.g_01788	Syag.g_01728
OG0000324	Prav.g_01815	Syag.g_01757
OG0000325	Prav.g_00269	Syag.g_02690
OG0000326	Prav.g_00275	Syag.g_02698
OG0000327	Prav.g_00591	Syag.g_02728
OG0000328	Prav.g_00592	Syag.g_02729
OG0000329	Prav.g_00609	Syag.g_02747
OG0000330	Prav.g_00610	Syag.g_02748
OG0000331	Prav.g_00611	Syag.g_02749
OG0000332	Prav.g_00625	Syag.g_02764
OG0000333	Prav.g_00627	Syag.g_02767
OG0000334	Prav.g_00635	Syag.g_02777
OG0000335	Prav.g_00640	Syag.g_02782
OG0000336	Prav.g_00644	Syag.g_02786
OG0000337	Prav.g_00661	Syag.g_02445
OG0000338	Prav.g_00662	Syag.g_02440
OG0000340	Prav.g_00674	Syag.g_02416
OG0000341	Prav.g_00676	Syag.g_02414
OG0000342	Prav.g_00677	Syag.g_02413
OG0000343	Prav.g_00678	Syag.g_02411
OG0000344	Prav.g_00681	Syag.g_02407
OG0000345	Prav.g_00686	Syag.g_02397
OG0000346	Prav.g_00690	Syag.g_02392
OG0000347	Prav.g_00706	Syag.g_02366
OG0000348	Prav.g_00715	Syag.g_02357
OG0000349	Prav.g_00732	Syag.g_02330
OG0000350	Prav.g_00751	Syag.g_02705
OG0000351	Prav.g_00768	Syag.g_02244
OG0000352	Prav.g_00769	Syag.g_02245
OG0000353	Prav.g_00785	Syag.g_02271
OG0000354	Prav.g_01352	Syag.g_02291
OG0000355	Prav.g_00787	Syag.g_02273
OG0000356	Prav.g_00788	Syag.g_02274
OG0000357	Prav.g_00789	Syag.g_02275
OG0000358	Prav.g_00793	Syag.g_02279
OG0000359	Prav.g_00794	Syag.g_02281
OG0000360	Prav.g_00795	Syag.g_02282
OG0000361	Prav.g_00078	Syag.g_02283
OG0000362	Prav.g_00080	Syag.g_02285
OG0000363	Prav.g_00082	Syag.g_02287
OG0000364	Prav.g_00083	Syag.g_02288
OG0000365	Prav.g_00088	Syag.g_02297
OG0000366	Prav.g_00089	Syag.g_02298
OG0000367	Prav.g_00090	Syag.g_02299
OG0000368	Prav.g_00092	Syag.g_02301
OG0000369	Prav.g_00093	Syag.g_02302
OG0000370	Prav.g_00094	Syag.g_02303
OG0000371	Prav.g_00100	Syag.g_02312
OG0000372	Prav.g_00103	Syag.g_02317
OG0000373	Prav.g_00104	Syag.g_02318
OG0000374	Prav.g_00105	Syag.g_02319
OG0000375	Prav.g_00111	Syag.g_02326
OG0000376	Prav.g_00113	Syag.g_02328
OG0000377	Prav.g_00116	Syag.g_02119
OG0000378	Prav.g_00118	Syag.g_02099
OG0000379	Prav.g_00121	Syag.g_02091
OG0000380	Prav.g_00131	Syag.g_01817
OG0000381	Prav.g_00135	Syag.g_01820
OG0000382	Prav.g_00146	Syag.g_01838
OG0000383	Prav.g_00148	Syag.g_01843
OG0000384	Prav.g_00149	Syag.g_01844
OG0000385	Prav.g_00150	Syag.g_01845
OG0000386	Prav.g_00151	Syag.g_01846
OG0000387	Prav.g_00164	Syag.g_01876
OG0000388	Prav.g_00167	Syag.g_01880
OG0000389	Prav.g_00171	Syag.g_01884
OG0000390	Prav.g_00178	Syag.g_01903
OG0000391	Prav.g_00181	Syag.g_01908
OG0000392	Prav.g_00185	Syag.g_01914
OG0000393	Prav.g_00187	Syag.g_01917
OG0000394	Prav.g_00188	Syag.g_01918
OG0000395	Prav.g_00189	Syag.g_01919
OG0000396	Prav.g_00192	Syag.g_01922
OG0000397	Prav.g_00194	Syag.g_01924
OG0000398	Prav.g_00196	Syag.g_01929
OG0000399	Prav.g_00197	Syag.g_01930
OG0000400	Prav.g_00198	Syag.g_01931
OG0000401	Prav.g_00199	Syag.g_01932
OG0000402	Prav.g_00201	Syag.g_01934
OG0000403	Prav.g_00202	Syag.g_01935
OG0000404	Prav.g_00203	Syag.g_01937
OG0000405	Prav.g_00207	Syag.g_01949
OG0000406	Prav.g_00214	Syag.g_01953
OG0000407	Prav.g_00215	Syag.g_01954
OG0000409	Prav.g_00886	Syag.g_01958
OG0000410	Prav.g_00885	Syag.g_01959
OG0000411	Prav.g_00884	Syag.g_01960
OG0000412	Prav.g_00883	Syag.g_01961
OG0000413	Prav.g_00882	Syag.g_01963
OG0000414	Prav.g_00881	Syag.g_01964
OG0000415	Prav.g_00880	Syag.g_01965
OG0000416	Prav.g_00879	Syag.g_01966
OG0000417	Prav.g_00878	Syag.g_01967
OG0000418	Prav.g_00873	Syag.g_01973
OG0000419	Prav.g_00871	Syag.g_01975
OG0000420	Prav.g_00870	Syag.g_01977
OG0000421	Prav.g_00865	Syag.g_01982
OG0000422	Prav.g_00864	Syag.g_01983
OG0000423	Prav.g_00863	Syag.g_01984
OG0000424	Prav.g_00862	Syag.g_01985
OG0000425	Prav.g_00861	Syag.g_01986
OG0000426	Prav.g_00860	Syag.g_01987
OG0000427	Prav.g_00859	Syag.g_01988
OG0000428	Prav.g_00857	Syag.g_01991
OG0000429	Prav.g_00856	Syag.g_01993
OG0000430	Prav.g_00855	Syag.g_01995
OG0000431	Prav.g_00853	Syag.g_01998
OG0000432	Prav.g_00850	Syag.g_02007
OG0000433	Prav.g_00849	Syag.g_02009
OG0000434	Prav.g_00848	Syag.g_02010
OG0000435	Prav.g_00847	Syag.g_02017
OG0000436	Prav.g_00842	Syag.g_02028
OG0000437	Prav.g_00841	Syag.g_02029
OG0000438	Prav.g_00840	Syag.g_02031
OG0000439	Prav.g_00838	Syag.g_02033
OG0000440	Prav.g_00837	Syag.g_02034
OG0000441	Prav.g_00834	Syag.g_02041
OG0000442	Prav.g_00833	Syag.g_02044
OG0000443	Prav.g_00832	Syag.g_02046
OG0000444	Prav.g_00827	Syag.g_02053
OG0000445	Prav.g_00826	Syag.g_02054
OG0000446	Prav.g_00825	Syag.g_02056
OG0000447	Prav.g_00824	Syag.g_02059
OG0000448	Prav.g_00823	Syag.g_02060
OG0000449	Prav.g_00822	Syag.g_02061
OG0000450	Prav.g_00821	Syag.g_02066
OG0000451	Prav.g_00820	Syag.g_02067
OG0000452	Prav.g_00817	Syag.g_02071
OG0000453	Prav.g_00816	Syag.g_02072
OG0000454	Prav.g_00815	Syag.g_02073
OG0000455	Prav.g_00814	Syag.g_02074
OG0000456	Prav.g_00813	Syag.g_02075
OG0000457	Prav.g_00812	Syag.g_02077
OG0000458	Prav.g_00811	Syag.g_02080
OG0000459	Prav.g_00810	Syag.g_02081
OG0000460	Prav.g_00803	Syag.g_01786
OG0000461	Prav.g_01889	Syag.g_02675
OG0000462	Prav.g_01891	Syag.g_02672
OG0000463	Prav.g_01892	Syag.g_02671
OG0000464	Prav.g_01893	Syag.g_02670
OG0000465	Prav.g_01894	Syag.g_02668
OG0000466	Prav.g_01897	Syag.g_02662
OG0000467	Prav.g_01898	Syag.g_02660
OG0000468	Prav.g_01900	Syag.g_02636
OG0000469	Prav.g_01909	Syag.g_02621
OG0000470	Prav.g_01911	Syag.g_02619
OG0000471	Prav.g_01912	Syag.g_02618
OG0000472	Prav.g_01913	Syag.g_02616
OG0000473	Prav.g_01915	Syag.g_02614
OG0000474	Prav.g_01916	Syag.g_02613
OG0000475	Prav.g_01917	Syag.g_02612
OG0000476	Prav.g_01918	Syag.g_02610
OG0000477	Prav.g_01921	Syag.g_02604
OG0000478	Prav.g_01922	Syag.g_02603
OG0000479	Prav.g_01923	Syag.g_02602
OG0000480	Prav.g_01928	Syag.g_02595
OG0000481	Prav.g_01930	Syag.g_02593
OG0000482	Prav.g_01931	Syag.g_02592
OG0000483	Prav.g_01934	Syag.g_02588
OG0000484	Prav.g_01935	Syag.g_02587
OG0000485	Prav.g_01936	Syag.g_02586
OG0000486	Prav.g_01937	Syag.g_02585
OG0000487	Prav.g_01941	Syag.g_02579
OG0000488	Prav.g_01944	Syag.g_02575
OG0000489	Prav.g_01949	Syag.g_02565
OG0000490	Prav.g_01954	Syag.g_02553
OG0000491	Prav.g_01955	Syag.g_02551
OG0000492	Prav.g_01957	Syag.g_02549
OG0000493	Prav.g_01958	Syag.g_02548
OG0000494	Prav.g_01959	Syag.g_02547
OG0000495	Prav.g_01960	Syag.g_02546
OG0000496	Prav.g_01961	Syag.g_02545
OG0000497	Prav.g_01962	Syag.g_02544
OG0000498	Prav.g_01963	Syag.g_02543
OG0000499	Prav.g_01964	Syag.g_02542
OG0000500	Prav.g_01965	Syag.g_02541
OG0000501	Prav.g_01967	Syag.g_02538
OG0000502	Prav.g_01970	Syag.g_02467
OG0000503	Prav.g_01980	Syag.g_02843
OG0000504	Prav.g_01981	Syag.g_02845
OG0000505	Prav.g_01982	Syag.g_02846
OG0000506	Prav.g_01984	Syag.g_02849
OG0000507	Prav.g_01987	Syag.g_02855
OG0000508	Prav.g_01991	Syag.g_02860
OG0000509	Prav.g_01993	Syag.g_02862
OG0000510	Prav.g_01994	Syag.g_02863
OG0000511	Prav.g_01995	Syag.g_02864
OG0000512	Prav.g_01997	Syag.g_02866
OG0000513	Prav.g_00977	Syag.g_00009
OG0000514	Prav.g_01030	Syag.g_00018
OG0000515	Prav.g_01031	Syag.g_00019
OG0000516	Prav.g_01032	Syag.g_00025
OG0000517	Prav.g_01034	Syag.g_00032
OG0000518	Prav.g_01045	Syag.g_00044
OG0000519	Prav.g_01046	Syag.g_00045
OG0000520	Prav.g_01047	Syag.g_00046
OG0000521	Prav.g_01052	Syag.g_00054
OG0000522	Prav.g_01053	Syag.g_00056
OG0000523	Prav.g_01054	Syag.g_00057
OG0000524	Prav.g_01059	Syag.g_01327
OG0000525	Prav.g_01062	Syag.g_01345
OG0000526	Prav.g_01063	Syag.g_01348
OG0000527	Prav.g_01071	Syag.g_01354
OG0000528	Prav.g_01076	Syag.g_01532
OG0000529	Prav.g_01079	Syag.g_01527
OG0000530	Prav.g_01082	Syag.g_01524
OG0000531	Prav.g_01083	Syag.g_01523
OG0000532	Prav.g_01085	Syag.g_01520
OG0000533	Prav.g_01086	Syag.g_01518
OG0000534	Prav.g_01087	Syag.g_01517
OG0000535	Prav.g_01088	Syag.g_01516
OG0000536	Prav.g_01089	Syag.g_01515
OG0000537	Prav.g_01090	Syag.g_01514
OG0000538	Prav.g_01098	Syag.g_01502
OG0000539	Prav.g_01099	Syag.g_01501
OG0000540	Prav.g_01100	Syag.g_01500
OG0000541	Prav.g_01101	Syag.g_01499
OG0000542	Prav.g_01103	Syag.g_01496
OG0000543	Prav.g_01105	Syag.g_01494
OG0000544	Prav.g_01106	Syag.g_01493
OG0000545	Prav.g_01108	Syag.g_01491
OG0000546	Prav.g_01111	Syag.g_01489
OG0000547	Prav.g_01113	Syag.g_01487
OG0000548	Prav.g_01114	Syag.g_01486
OG0000549	Prav.g_01116	Syag.g_01480
OG0000550	Prav.g_01121	Syag.g_01474
OG0000551	Prav.g_01125	Syag.g_01470
OG0000552	Prav.g_01126	Syag.g_01469
OG0000553	Prav.g_01127	Syag.g_01464
OG0000554	Prav.g_01132	Syag.g_01453
OG0000555	Prav.g_01140	Syag.g_00075
OG0000556	Prav.g_01142	Syag.g_00257
OG0000557	Prav.g_01143	Syag.g_00267
OG0000558	Prav.g_01145	Syag.g_00269
OG0000559	Prav.g_01149	Syag.g_00273
OG0000560	Prav.g_01152	Syag.g_00276
OG0000561	Prav.g_01153	Syag.g_00277
OG0000562	Prav.g_01154	Syag.g_00278
OG0000563	Prav.g_01155	Syag.g_00279
OG0000564	Prav.g_01156	Syag.g_00280
OG0000565	Prav.g_01159	Syag.g_00284
OG0000566	Prav.g_01161	Syag.g_00288
OG0000567	Prav.g_01165	Syag.g_00292
OG0000568	Prav.g_01166	Syag.g_00295
OG0000569	Prav.g_01167	Syag.g_00296
OG0000570	Prav.g_01168	Syag.g_00297
OG0000571	Prav.g_01170	Syag.g_00301
OG0000572	Prav.g_01183	Syag.g_00251, Syag.g_00320
OG0000573	Prav.g_01188	Syag.g_00329
OG0000574	Prav.g_01189	Syag.g_00330
OG0000575	Prav.g_01193	Syag.g_00335
OG0000576	Prav.g_01195	Syag.g_00337
OG0000577	Prav.g_01196	Syag.g_00338
OG0000578	Prav.g_01197	Syag.g_00339
OG0000579	Prav.g_01198	Syag.g_00340
OG0000580	Prav.g_01199	Syag.g_00341
OG0000581	Prav.g_01201	Syag.g_00348
OG0000582	Prav.g_01204	Syag.g_00353
OG0000583	Prav.g_01205	Syag.g_00354
OG0000584	Prav.g_01206	Syag.g_00355
OG0000585	Prav.g_01208	Syag.g_00357
OG0000586	Prav.g_01209	Syag.g_00358
OG0000587	Prav.g_01210	Syag.g_00360
OG0000588	Prav.g_01214	Syag.g_00371
OG0000589	Prav.g_01219	Syag.g_00375
OG0000590	Prav.g_01220	Syag.g_00376
