Orthogroup	Prav	Praa
OG0000160	Prav.g_01579	Praa.g_01477
OG0000161	Prav.g_01585	Praa.g_01483
OG0000162	Prav.g_01591	Praa.g_01489
OG0000163	Prav.g_01625	Praa.g_01523
OG0000164	Prav.g_01785	Praa.g_01659
OG0000165	Prav.g_01792	Praa.g_01667
OG0000166	Prav.g_00596	Praa.g_01739
OG0000167	Prav.g_00663	Praa.g_01806
OG0000168	Prav.g_00673	Praa.g_01816
OG0000169	Prav.g_00683	Praa.g_01826
OG0000170	Prav.g_00685	Praa.g_01828
OG0000171	Prav.g_00704	Praa.g_01847
OG0000172	Prav.g_00712	Praa.g_01856
OG0000173	Prav.g_00727	Praa.g_01871
OG0000174	Prav.g_00755	Praa.g_01898
OG0000175	Prav.g_00765	Praa.g_01908
OG0000176	Prav.g_00790	Praa.g_00004
OG0000177	Prav.g_00791	Praa.g_00005
OG0000178	Prav.g_00792	Praa.g_00006
OG0000179	Prav.g_00084	Praa.g_00016
OG0000180	Prav.g_00085	Praa.g_00017
OG0000181	Prav.g_00086	Praa.g_00018
OG0000182	Prav.g_00087	Praa.g_00019
OG0000183	Prav.g_00091	Praa.g_00023
OG0000184	Prav.g_00117	Praa.g_00046
OG0000185	Prav.g_00120	Praa.g_00049
OG0000186	Prav.g_00129	Praa.g_00064
OG0000187	Prav.g_00130	Praa.g_00065
OG0000188	Prav.g_00147	Praa.g_00082
OG0000189	Prav.g_00161	Praa.g_00096
OG0000190	Prav.g_00162	Praa.g_00097
OG0000191	Prav.g_00182	Praa.g_00117
OG0000192	Prav.g_00186	Praa.g_00121
OG0000193	Prav.g_00213	Praa.g_00146
OG0000194	Prav.g_00216	Praa.g_00149
OG0000195	Prav.g_00887	Praa.g_00151
OG0000196	Prav.g_00877	Praa.g_00161
OG0000197	Prav.g_00876	Praa.g_00162
OG0000198	Prav.g_00875	Praa.g_00163
OG0000199	Prav.g_00868	Praa.g_00170
OG0000200	Prav.g_00854	Praa.g_00184
OG0000201	Prav.g_00846	Praa.g_00192
OG0000202	Prav.g_00845	Praa.g_00193
OG0000203	Prav.g_00844	Praa.g_00194
OG0000204	Prav.g_00843	Praa.g_00195
OG0000205	Prav.g_00836	Praa.g_00202
OG0000206	Prav.g_00831	Praa.g_00207
OG0000207	Prav.g_00829	Praa.g_00209
OG0000208	Prav.g_00828	Praa.g_00210
OG0000209	Prav.g_00819	Praa.g_00219
OG0000210	Prav.g_00818	Praa.g_00220
OG0000211	Prav.g_00805	Praa.g_00233
OG0000212	Prav.g_00798	Praa.g_00240
OG0000213	Prav.g_01904	Praa.g_00257
OG0000214	Prav.g_01914	Praa.g_00267
OG0000215	Prav.g_01938	Praa.g_00292
OG0000216	Prav.g_01940	Praa.g_00294
OG0000217	Prav.g_01943	Praa.g_00297
OG0000218	Prav.g_01945	Praa.g_00299
OG0000219	Prav.g_01946	Praa.g_00300
OG0000220	Prav.g_01947	Praa.g_00301
OG0000221	Prav.g_01948	Praa.g_00302
OG0000222	Prav.g_01956	Praa.g_00310
OG0000223	Prav.g_01969	Praa.g_00323
OG0000224	Prav.g_01971	Praa.g_00325
OG0000225	Prav.g_01992	Praa.g_00345
OG0000226	Prav.g_01996	Praa.g_00349
OG0000227	Prav.g_01998	Praa.g_00351
OG0000228	Prav.g_00974	Praa.g_00354
OG0000229	Prav.g_01035	Praa.g_00436
OG0000230	Prav.g_01037	Praa.g_00437
OG0000231	Prav.g_01048	Praa.g_00448
OG0000232	Prav.g_01056	Praa.g_00457
OG0000233	Prav.g_01061	Praa.g_00463
OG0000234	Prav.g_01074	Praa.g_00476
OG0000235	Prav.g_01077	Praa.g_00479
OG0000236	Prav.g_01091	Praa.g_00493
OG0000237	Prav.g_01104	Praa.g_00506
OG0000238	Prav.g_01110	Praa.g_00512
OG0000239	Prav.g_01123	Praa.g_00525
OG0000240	Prav.g_01124	Praa.g_00526
OG0000241	Prav.g_01128	Praa.g_00530
OG0000242	Prav.g_01130	Praa.g_00532
OG0000243	Prav.g_01141	Praa.g_00544
OG0000244	Prav.g_01144	Praa.g_00547
OG0000245	Prav.g_01146	Praa.g_00549
OG0000246	Prav.g_01150	Praa.g_00553
OG0000247	Prav.g_01160	Praa.g_00563
OG0000248	Prav.g_01162	Praa.g_00565
OG0000249	Prav.g_01164	Praa.g_00567
OG0000250	Prav.g_01169	Praa.g_00572
OG0000251	Prav.g_01187	Praa.g_00591
OG0000252	Prav.g_01190	Praa.g_00594
OG0000253	Prav.g_01191	Praa.g_00595
OG0000254	Prav.g_01207	Praa.g_00611
OG0000255	Prav.g_01213	Praa.g_00617
OG0000256	Prav.g_01225	Praa.g_00627
OG0000257	Prav.g_01228	Praa.g_00630
OG0000258	Prav.g_01241	Praa.g_00643
OG0000259	Prav.g_01258	Praa.g_00660
OG0000260	Prav.g_01261	Praa.g_00663
OG0000261	Prav.g_01263	Praa.g_00665
OG0000262	Prav.g_01267	Praa.g_00669
OG0000263	Prav.g_01279	Praa.g_00681
OG0000264	Prav.g_01289	Praa.g_00691
OG0000265	Prav.g_00306	Praa.g_00711
OG0000266	Prav.g_00316	Praa.g_00721
OG0000267	Prav.g_00327	Praa.g_00732
OG0000268	Prav.g_00328	Praa.g_00733
OG0000269	Prav.g_00392	Praa.g_00798
OG0000270	Prav.g_00395	Praa.g_00801
OG0000271	Prav.g_00403	Praa.g_00809
OG0000272	Prav.g_00404	Praa.g_00811
OG0000273	Prav.g_00427	Praa.g_00834
OG0000274	Prav.g_00428	Praa.g_00835
OG0000275	Prav.g_00430	Praa.g_00838
OG0000276	Prav.g_00435	Praa.g_00843
OG0000277	Prav.g_00436	Praa.g_00844
OG0000278	Prav.g_00439	Praa.g_00847
OG0000279	Prav.g_00446	Praa.g_00854
OG0000280	Prav.g_00447	Praa.g_00855
OG0000281	Prav.g_00452	Praa.g_00860
OG0000282	Prav.g_00501	Praa.g_00909
OG0000283	Prav.g_00533	Praa.g_00941
OG0000284	Prav.g_00538	Praa.g_00946
OG0000285	Prav.g_00543	Praa.g_00951
OG0000286	Prav.g_00555	Praa.g_00963
OG0000287	Prav.g_00572	Praa.g_00980
OG0000288	Prav.g_00906	Praa.g_01012
OG0000289	Prav.g_00917	Praa.g_01023
OG0000290	Prav.g_00930	Praa.g_01036
OG0000291	Prav.g_00932	Praa.g_01038
OG0000292	Prav.g_00261	Praa.g_01089
OG0000293	Prav.g_00056	Praa.g_01151
OG0000294	Prav.g_00057	Praa.g_01152
OG0000295	Prav.g_00077	Praa.g_01171
OG0000296	Prav.g_01867	Praa.g_01173
OG0000297	Prav.g_01859	Praa.g_01181
OG0000298	Prav.g_01858	Praa.g_01182
OG0000299	Prav.g_01841	Praa.g_01199
OG0000300	Prav.g_01838	Praa.g_01202
OG0000301	Prav.g_00955, Prav.g_01837	Praa.g_01203
OG0000302	Prav.g_01835	Praa.g_01205
OG0000303	Prav.g_01828	Praa.g_01212
OG0000304	Prav.g_01824	Praa.g_01216
OG0000305	Prav.g_01465	Praa.g_01358
OG0000306	Prav.g_01468	Praa.g_01361
OG0000307	Prav.g_01482	Praa.g_01375
OG0000308	Prav.g_01483	Praa.g_01376
OG0000309	Prav.g_01487	Praa.g_01380
OG0000310	Prav.g_01563	Praa.g_01461
OG0000311	Prav.g_01565	Praa.g_01463
OG0000312	Prav.g_01568	Praa.g_01466
OG0000313	Prav.g_01582	Praa.g_01480
OG0000314	Prav.g_01605	Praa.g_01503
OG0000315	Prav.g_01615	Praa.g_01513
OG0000316	Prav.g_01635	Praa.g_01533
OG0000317	Prav.g_01759	Praa.g_01633
OG0000318	Prav.g_01762	Praa.g_01636
OG0000319	Prav.g_01775	Praa.g_01649
OG0000320	Prav.g_01777	Praa.g_01651
OG0000321	Prav.g_01778	Praa.g_01652
OG0000322	Prav.g_01779	Praa.g_01653
OG0000323	Prav.g_01788	Praa.g_01662
OG0000324	Prav.g_01815	Praa.g_01690
OG0000325	Prav.g_00269	Praa.g_01700
OG0000326	Prav.g_00275	Praa.g_01706
OG0000327	Prav.g_00591	Praa.g_01734
OG0000328	Prav.g_00592	Praa.g_01735
OG0000329	Prav.g_00609	Praa.g_01752
OG0000330	Prav.g_00610	Praa.g_01753
OG0000331	Prav.g_00611	Praa.g_01754
OG0000332	Prav.g_00625	Praa.g_01768
OG0000333	Prav.g_00627	Praa.g_01770
OG0000334	Prav.g_00635	Praa.g_01778
OG0000335	Prav.g_00640	Praa.g_01783
OG0000336	Prav.g_00644	Praa.g_01787
OG0000337	Prav.g_00661	Praa.g_01804
OG0000338	Prav.g_00662	Praa.g_01805
OG0000339	Prav.g_00666	Praa.g_01809
OG0000340	Prav.g_00674	Praa.g_01817
OG0000341	Prav.g_00676	Praa.g_01819
OG0000342	Prav.g_00677	Praa.g_01820
OG0000343	Prav.g_00678	Praa.g_01821
OG0000344	Prav.g_00681	Praa.g_01824
OG0000345	Prav.g_00686	Praa.g_01829
OG0000346	Prav.g_00690	Praa.g_01833
OG0000347	Prav.g_00706	Praa.g_01849
OG0000348	Prav.g_00715	Praa.g_01859
OG0000349	Prav.g_00732	Praa.g_01876
OG0000350	Prav.g_00751	Praa.g_01894
OG0000351	Prav.g_00768	Praa.g_01911
OG0000352	Prav.g_00769	Praa.g_01912
OG0000353	Prav.g_00785	Praa.g_01927
OG0000355	Prav.g_00787	Praa.g_00001
OG0000356	Prav.g_00788	Praa.g_00002
OG0000357	Prav.g_00789	Praa.g_00003
OG0000358	Prav.g_00793	Praa.g_00007
OG0000359	Prav.g_00794	Praa.g_00008
OG0000360	Prav.g_00795	Praa.g_00009
OG0000361	Prav.g_00078	Praa.g_00010
OG0000362	Prav.g_00080	Praa.g_00012
OG0000363	Prav.g_00082	Praa.g_00014
OG0000364	Prav.g_00083	Praa.g_00015
OG0000365	Prav.g_00088	Praa.g_00020
OG0000366	Prav.g_00089	Praa.g_00021
OG0000367	Prav.g_00090	Praa.g_00022
OG0000368	Prav.g_00092	Praa.g_00024
OG0000369	Prav.g_00093	Praa.g_00025
OG0000370	Prav.g_00094	Praa.g_00026
OG0000371	Prav.g_00100	Praa.g_00032
OG0000372	Prav.g_00103	Praa.g_00035
OG0000373	Prav.g_00104	Praa.g_00036
OG0000374	Prav.g_00105	Praa.g_00037
OG0000375	Prav.g_00111	Praa.g_00040
OG0000376	Prav.g_00113	Praa.g_00042
OG0000377	Prav.g_00116	Praa.g_00045
OG0000378	Prav.g_00118	Praa.g_00047
OG0000379	Prav.g_00121	Praa.g_00050
OG0000380	Prav.g_00131	Praa.g_00066
OG0000381	Prav.g_00135	Praa.g_00070
OG0000382	Prav.g_00146	Praa.g_00081
OG0000383	Prav.g_00148	Praa.g_00083
OG0000384	Prav.g_00149	Praa.g_00084
OG0000385	Prav.g_00150	Praa.g_00085
OG0000386	Prav.g_00151	Praa.g_00086
OG0000387	Prav.g_00164	Praa.g_00099
OG0000388	Prav.g_00167	Praa.g_00102
OG0000389	Prav.g_00171	Praa.g_00106
OG0000390	Prav.g_00178	Praa.g_00113
OG0000391	Prav.g_00181	Praa.g_00116
OG0000392	Prav.g_00185	Praa.g_00120
OG0000393	Prav.g_00187	Praa.g_00122
OG0000394	Prav.g_00188	Praa.g_00123
OG0000395	Prav.g_00189	Praa.g_00124
OG0000396	Prav.g_00192	Praa.g_00127
OG0000397	Prav.g_00194	Praa.g_00129
OG0000398	Prav.g_00196	Praa.g_00131
OG0000399	Prav.g_00197	Praa.g_00132
OG0000400	Prav.g_00198	Praa.g_00133
OG0000401	Prav.g_00199	Praa.g_00134
OG0000402	Prav.g_00201	Praa.g_00136
OG0000403	Prav.g_00202	Praa.g_00137
OG0000404	Prav.g_00203	Praa.g_00138
OG0000405	Prav.g_00207	Praa.g_00142
OG0000406	Prav.g_00214	Praa.g_00147
OG0000407	Prav.g_00215	Praa.g_00148
OG0000409	Prav.g_00886	Praa.g_00152
OG0000410	Prav.g_00885	Praa.g_00153
OG0000411	Prav.g_00884	Praa.g_00154
OG0000412	Prav.g_00883	Praa.g_00155
OG0000413	Prav.g_00882	Praa.g_00156
OG0000414	Prav.g_00881	Praa.g_00157
OG0000415	Prav.g_00880	Praa.g_00158
OG0000416	Prav.g_00879	Praa.g_00159
OG0000417	Prav.g_00878	Praa.g_00160
OG0000418	Prav.g_00873	Praa.g_00165
OG0000419	Prav.g_00871	Praa.g_00167
OG0000420	Prav.g_00870	Praa.g_00168
OG0000421	Prav.g_00865	Praa.g_00173
OG0000422	Prav.g_00864	Praa.g_00174
OG0000423	Prav.g_00863	Praa.g_00175
OG0000424	Prav.g_00862	Praa.g_00176
OG0000425	Prav.g_00861	Praa.g_00177
OG0000426	Prav.g_00860	Praa.g_00178
OG0000427	Prav.g_00859	Praa.g_00179
OG0000428	Prav.g_00857	Praa.g_00181
OG0000429	Prav.g_00856	Praa.g_00182
OG0000430	Prav.g_00855	Praa.g_00183
OG0000431	Prav.g_00853	Praa.g_00185
OG0000432	Prav.g_00850	Praa.g_00188
OG0000433	Prav.g_00849	Praa.g_00189
OG0000434	Prav.g_00848	Praa.g_00190
OG0000435	Prav.g_00847	Praa.g_00191
OG0000436	Prav.g_00842	Praa.g_00196
OG0000437	Prav.g_00841	Praa.g_00197
OG0000438	Prav.g_00840	Praa.g_00198
OG0000439	Prav.g_00838	Praa.g_00200
OG0000440	Prav.g_00837	Praa.g_00201
OG0000441	Prav.g_00834	Praa.g_00204
OG0000442	Prav.g_00833	Praa.g_00205
OG0000443	Prav.g_00832	Praa.g_00206
OG0000444	Prav.g_00827	Praa.g_00211
OG0000445	Prav.g_00826	Praa.g_00212
OG0000446	Prav.g_00825	Praa.g_00213
OG0000447	Prav.g_00824	Praa.g_00214
OG0000448	Prav.g_00823	Praa.g_00215
OG0000449	Prav.g_00822	Praa.g_00216
OG0000450	Prav.g_00821	Praa.g_00217
OG0000451	Prav.g_00820	Praa.g_00218
OG0000452	Prav.g_00817	Praa.g_00221
OG0000453	Prav.g_00816	Praa.g_00222
OG0000454	Prav.g_00815	Praa.g_00223
OG0000455	Prav.g_00814	Praa.g_00224
OG0000456	Prav.g_00813	Praa.g_00225
OG0000457	Prav.g_00812	Praa.g_00226
OG0000458	Prav.g_00811	Praa.g_00227
OG0000459	Prav.g_00810	Praa.g_00228
OG0000460	Prav.g_00803	Praa.g_00235
OG0000461	Prav.g_01889	Praa.g_00242
OG0000462	Prav.g_01891	Praa.g_00244
OG0000463	Prav.g_01892	Praa.g_00245
OG0000464	Prav.g_01893	Praa.g_00246
OG0000465	Prav.g_01894	Praa.g_00247
OG0000466	Prav.g_01897	Praa.g_00250
OG0000467	Prav.g_01898	Praa.g_00251
OG0000468	Prav.g_01900	Praa.g_00253
OG0000469	Prav.g_01909	Praa.g_00262
OG0000470	Prav.g_01911	Praa.g_00264
OG0000471	Prav.g_01912	Praa.g_00265
OG0000472	Prav.g_01913	Praa.g_00266
OG0000473	Prav.g_01915	Praa.g_00268
OG0000474	Prav.g_01916	Praa.g_00269
OG0000475	Prav.g_01917	Praa.g_00270
OG0000476	Prav.g_01918	Praa.g_00271
OG0000477	Prav.g_01921	Praa.g_00275
OG0000478	Prav.g_01922	Praa.g_00276
OG0000479	Prav.g_01923	Praa.g_00277
OG0000480	Prav.g_01928	Praa.g_00282
OG0000481	Prav.g_01930	Praa.g_00284
OG0000482	Prav.g_01931	Praa.g_00285
OG0000483	Prav.g_01934	Praa.g_00288
OG0000484	Prav.g_01935	Praa.g_00289
OG0000485	Prav.g_01936	Praa.g_00290
OG0000486	Prav.g_01937	Praa.g_00291
OG0000487	Prav.g_01941	Praa.g_00295
OG0000488	Prav.g_01944	Praa.g_00298
OG0000489	Prav.g_01949	Praa.g_00303
OG0000490	Prav.g_01954	Praa.g_00308
OG0000491	Prav.g_01955	Praa.g_00309
OG0000492	Prav.g_01957	Praa.g_00311
OG0000493	Prav.g_01958	Praa.g_00312
OG0000494	Prav.g_01959	Praa.g_00313
OG0000495	Prav.g_01960	Praa.g_00314
OG0000496	Prav.g_01961	Praa.g_00315
OG0000497	Prav.g_01962	Praa.g_00316
OG0000498	Prav.g_01963	Praa.g_00317
OG0000499	Prav.g_01964	Praa.g_00318
OG0000500	Prav.g_01965	Praa.g_00319
OG0000501	Prav.g_01967	Praa.g_00321
OG0000502	Prav.g_01970	Praa.g_00324
OG0000503	Prav.g_01980	Praa.g_00334
OG0000504	Prav.g_01981	Praa.g_00335
OG0000505	Prav.g_01982	Praa.g_00336
OG0000506	Prav.g_01984	Praa.g_00338
OG0000507	Prav.g_01987	Praa.g_00340
OG0000508	Prav.g_01991	Praa.g_00344
OG0000509	Prav.g_01993	Praa.g_00346
OG0000510	Prav.g_01994	Praa.g_00347
OG0000511	Prav.g_01995	Praa.g_00348
OG0000512	Prav.g_01997	Praa.g_00350
OG0000513	Prav.g_00977	Praa.g_00357
OG0000514	Prav.g_01030	Praa.g_00431
OG0000515	Prav.g_01031	Praa.g_00432
OG0000516	Prav.g_01032	Praa.g_00433
OG0000517	Prav.g_01034	Praa.g_00435
OG0000518	Prav.g_01045	Praa.g_00445
OG0000519	Prav.g_01046	Praa.g_00446
OG0000520	Prav.g_01047	Praa.g_00447
OG0000521	Prav.g_01052	Praa.g_00452
OG0000522	Prav.g_01053	Praa.g_00454
OG0000523	Prav.g_01054	Praa.g_00455
OG0000524	Prav.g_01059	Praa.g_00461
OG0000525	Prav.g_01062	Praa.g_00464
OG0000526	Prav.g_01063	Praa.g_00465
OG0000527	Prav.g_01071	Praa.g_00473
OG0000528	Prav.g_01076	Praa.g_00478
OG0000529	Prav.g_01079	Praa.g_00481
OG0000530	Prav.g_01082	Praa.g_00484
OG0000531	Prav.g_01083	Praa.g_00485
OG0000532	Prav.g_01085	Praa.g_00487
OG0000533	Prav.g_01086	Praa.g_00488
OG0000534	Prav.g_01087	Praa.g_00489
OG0000535	Prav.g_01088	Praa.g_00490
OG0000536	Prav.g_01089	Praa.g_00491
OG0000537	Prav.g_01090	Praa.g_00492
OG0000538	Prav.g_01098	Praa.g_00500
OG0000539	Prav.g_01099	Praa.g_00501
OG0000540	Prav.g_01100	Praa.g_00502
OG0000541	Prav.g_01101	Praa.g_00503
OG0000542	Prav.g_01103	Praa.g_00505
OG0000543	Prav.g_01105	Praa.g_00507
OG0000544	Prav.g_01106	Praa.g_00508
OG0000545	Prav.g_01108	Praa.g_00510
OG0000546	Prav.g_01111	Praa.g_00513
OG0000547	Prav.g_01113	Praa.g_00515
OG0000548	Prav.g_01114	Praa.g_00516
OG0000549	Prav.g_01116	Praa.g_00518
OG0000550	Prav.g_01121	Praa.g_00523
OG0000551	Prav.g_01125	Praa.g_00527
OG0000552	Prav.g_01126	Praa.g_00528
OG0000553	Prav.g_01127	Praa.g_00529
OG0000554	Prav.g_01132	Praa.g_00534
OG0000555	Prav.g_01140	Praa.g_00543
OG0000556	Prav.g_01142	Praa.g_00545
OG0000557	Prav.g_01143	Praa.g_00546
OG0000558	Prav.g_01145	Praa.g_00548
OG0000559	Prav.g_01149	Praa.g_00552
OG0000560	Prav.g_01152	Praa.g_00555
OG0000561	Prav.g_01153	Praa.g_00556
OG0000562	Prav.g_01154	Praa.g_00557
OG0000563	Prav.g_01155	Praa.g_00558
