Orthogroup	Prav	Prbk
OG0000051	Prav.g_01410	Prbk.g_01709
OG0000052	Prav.g_01533	Prbk.g_00499
OG0000053	Prav.g_01598	Prbk.g_01230
OG0000054	Prav.g_01202	Prbk.g_01153
OG0000056	Prav.g_00106, Prav.g_00107, Prav.g_01421	Prbk.g_02591
OG0000057	Prav.g_01296	Prbk.g_01765
OG0000059	Prav.g_00292	Prbk.g_00533
OG0000062	Prav.g_01551, Prav.g_01338, Prav.g_01656	Prbk.g_00931
OG0000063	Prav.g_00101	Prbk.g_01613
OG0000065	Prav.g_00172	Prbk.g_00011
OG0000066	Prav.g_01137	Prbk.g_01094
OG0000067	Prav.g_00397	Prbk.g_02468
OG0000068	Prav.g_01473	Prbk.g_02052
OG0000070	Prav.g_01049	Prbk.g_00310
OG0000071	Prav.g_01438	Prbk.g_01183
OG0000072	Prav.g_00867	Prbk.g_00778
OG0000073	Prav.g_01097	Prbk.g_01862
OG0000075	Prav.g_00665	Prbk.g_00514
OG0000076	Prav.g_00689	Prbk.g_00237
OG0000077	Prav.g_00143	Prbk.g_01308
OG0000078	Prav.g_00799	Prbk.g_01515
OG0000079	Prav.g_01899	Prbk.g_01000
OG0000081	Prav.g_01129	Prbk.g_01772
OG0000082	Prav.g_01182	Prbk.g_01122
OG0000084	Prav.g_01574	Prbk.g_00255
OG0000085	Prav.g_01754	Prbk.g_00919
OG0000086	Prav.g_00153	Prbk.g_01295
OG0000087	Prav.g_00204	Prbk.g_00559
OG0000088	Prav.g_00872	Prbk.g_00773
OG0000089	Prav.g_00975	Prbk.g_00364
OG0000090	Prav.g_01131	Prbk.g_01080
OG0000091	Prav.g_01240	Prbk.g_02639
OG0000093	Prav.g_01497, Prav.g_00525	Prbk.g_02444
OG0000094	Prav.g_00914	Prbk.g_02190
OG0000097	Prav.g_01840	Prbk.g_00189
OG0000098	Prav.g_01455	Prbk.g_01199
OG0000099	Prav.g_01514	Prbk.g_00476
OG0000100	Prav.g_01652	Prbk.g_01360, Prbk.g_02498
OG0000101	Prav.g_00632	Prbk.g_00796, Prbk.g_00944
OG0000102	Prav.g_00694	Prbk.g_01484
OG0000103	Prav.g_00773	Prbk.g_02260
OG0000104	Prav.g_00782	Prbk.g_02274
OG0000105	Prav.g_01920	Prbk.g_00409
OG0000106	Prav.g_00989	Prbk.g_00925
OG0000108	Prav.g_01078	Prbk.g_02061
OG0000109	Prav.g_01092	Prbk.g_02077
OG0000110	Prav.g_01172	Prbk.g_01110
OG0000111	Prav.g_01297	Prbk.g_01766
OG0000112	Prav.g_00364	Prbk.g_02332
OG0000113	Prav.g_00419	Prbk.g_02493
OG0000114	Prav.g_00499	Prbk.g_02396
OG0000115	Prav.g_00010	Prbk.g_01234
OG0000116	Prav.g_00055	Prbk.g_01034
OG0000117	Prav.g_01390	Prbk.g_01496
OG0000118	Prav.g_01450	Prbk.g_01169
OG0000119	Prav.g_01469	Prbk.g_01746, Prbk.g_01786
OG0000120	Prav.g_01513	Prbk.g_00477
OG0000121	Prav.g_01580	Prbk.g_00267, Prbk.g_00261
OG0000122	Prav.g_01618	Prbk.g_02664
OG0000123	Prav.g_00639	Prbk.g_00805
OG0000124	Prav.g_00705	Prbk.g_01539
OG0000125	Prav.g_00741	Prbk.g_02168
OG0000126	Prav.g_00781	Prbk.g_02272
OG0000127	Prav.g_00965	Prbk.g_01335
OG0000128	Prav.g_00079	Prbk.g_02290
OG0000129	Prav.g_00115	Prbk.g_02156
OG0000130	Prav.g_00134	Prbk.g_01320
OG0000131	Prav.g_00212	Prbk.g_00751
OG0000132	Prav.g_00874	Prbk.g_00771
OG0000133	Prav.g_01968	Prbk.g_00472
OG0000134	Prav.g_00976	Prbk.g_00361
OG0000135	Prav.g_00999	Prbk.g_02209
OG0000136	Prav.g_01040	Prbk.g_00323
OG0000137	Prav.g_01073	Prbk.g_02113
OG0000138	Prav.g_01093	Prbk.g_02078
OG0000139	Prav.g_01135	Prbk.g_01086
OG0000140	Prav.g_01136	Prbk.g_01092
OG0000141	Prav.g_01203	Prbk.g_01154
OG0000142	Prav.g_01233	Prbk.g_02631
OG0000143	Prav.g_01237	Prbk.g_02635
OG0000144	Prav.g_01250	Prbk.g_00739
OG0000145	Prav.g_00362	Prbk.g_01863
OG0000146	Prav.g_00365	Prbk.g_02333
OG0000147	Prav.g_00366	Prbk.g_02334
OG0000148	Prav.g_00413	Prbk.g_02487
OG0000149	Prav.g_00443	Prbk.g_02544
OG0000150	Prav.g_00451	Prbk.g_02567
OG0000151	Prav.g_00509	Prbk.g_02417
OG0000152	Prav.g_00556	Prbk.g_02324
OG0000153	Prav.g_00575	Prbk.g_02297
OG0000154	Prav.g_00907	Prbk.g_00584
OG0000155	Prav.g_01861	Prbk.g_00099
OG0000156	Prav.g_01427	Prbk.g_00164
OG0000157	Prav.g_01428	Prbk.g_00163
OG0000158	Prav.g_01505	Prbk.g_00526
OG0000160	Prav.g_01579	Prbk.g_00260
OG0000161	Prav.g_01585	Prbk.g_00274
OG0000162	Prav.g_01591	Prbk.g_00280
OG0000163	Prav.g_01625	Prbk.g_02002
OG0000164	Prav.g_01785	Prbk.g_01432
OG0000165	Prav.g_01792	Prbk.g_01423
OG0000166	Prav.g_00596	Prbk.g_00982
OG0000167	Prav.g_00663	Prbk.g_00512
OG0000168	Prav.g_00673	Prbk.g_00527
OG0000169	Prav.g_00683	Prbk.g_00220
OG0000170	Prav.g_00685	Prbk.g_00232
OG0000171	Prav.g_00704	Prbk.g_01538
OG0000172	Prav.g_00712	Prbk.g_01573
OG0000173	Prav.g_00727	Prbk.g_01594
OG0000174	Prav.g_00755	Prbk.g_02211
OG0000175	Prav.g_00765	Prbk.g_02249
OG0000176	Prav.g_00790	Prbk.g_02282
OG0000177	Prav.g_00791	Prbk.g_02283
OG0000178	Prav.g_00792	Prbk.g_02284
OG0000179	Prav.g_00084	Prbk.g_01633
OG0000180	Prav.g_00085	Prbk.g_01632
OG0000181	Prav.g_00086	Prbk.g_01631
OG0000182	Prav.g_00087	Prbk.g_01630
OG0000183	Prav.g_00091	Prbk.g_01626
OG0000184	Prav.g_00117	Prbk.g_02148
OG0000185	Prav.g_00120	Prbk.g_02126
OG0000186	Prav.g_00129	Prbk.g_01326
OG0000187	Prav.g_00130	Prbk.g_01324
OG0000188	Prav.g_00147	Prbk.g_01303
OG0000189	Prav.g_00161	Prbk.g_00024
OG0000190	Prav.g_00162	Prbk.g_00022
OG0000191	Prav.g_00182	Prbk.g_00197
OG0000192	Prav.g_00186	Prbk.g_00206
OG0000193	Prav.g_00213	Prbk.g_00752
OG0000194	Prav.g_00216	Prbk.g_00755
OG0000195	Prav.g_00887	Prbk.g_00757
OG0000196	Prav.g_00877	Prbk.g_00768
OG0000197	Prav.g_00876	Prbk.g_00769
OG0000198	Prav.g_00875	Prbk.g_00770
OG0000199	Prav.g_00868	Prbk.g_00777
OG0000201	Prav.g_00846	Prbk.g_01261
OG0000202	Prav.g_00845	Prbk.g_01260
OG0000203	Prav.g_00844	Prbk.g_01259
OG0000204	Prav.g_00843	Prbk.g_01258
OG0000205	Prav.g_00836	Prbk.g_01251
OG0000206	Prav.g_00831	Prbk.g_00632
OG0000207	Prav.g_00829	Prbk.g_00686
OG0000208	Prav.g_00828	Prbk.g_00685
OG0000209	Prav.g_00819	Prbk.g_00658
OG0000210	Prav.g_00818	Prbk.g_00657
OG0000211	Prav.g_00805	Prbk.g_01368
OG0000212	Prav.g_00798	Prbk.g_01514
OG0000213	Prav.g_01904	Prbk.g_00374
OG0000214	Prav.g_01914	Prbk.g_00401
OG0000215	Prav.g_01938	Prbk.g_00431
OG0000216	Prav.g_01940	Prbk.g_00434
OG0000217	Prav.g_01943	Prbk.g_00438
OG0000218	Prav.g_01945	Prbk.g_00442
OG0000219	Prav.g_01946	Prbk.g_00443
OG0000220	Prav.g_01947	Prbk.g_00444
OG0000221	Prav.g_01948	Prbk.g_00449
OG0000222	Prav.g_01956	Prbk.g_00458
OG0000223	Prav.g_01969	Prbk.g_00481
OG0000224	Prav.g_01971	Prbk.g_00492
OG0000225	Prav.g_01992	Prbk.g_00889
OG0000226	Prav.g_01996	Prbk.g_00893
OG0000227	Prav.g_01998	Prbk.g_00895
OG0000228	Prav.g_00974	Prbk.g_00365
OG0000229	Prav.g_01035	Prbk.g_00328
OG0000230	Prav.g_01037	Prbk.g_00326
OG0000231	Prav.g_01048	Prbk.g_00311
OG0000232	Prav.g_01056	Prbk.g_00295
OG0000233	Prav.g_01061	Prbk.g_02092
OG0000234	Prav.g_01074	Prbk.g_02114
OG0000235	Prav.g_01077	Prbk.g_02060
OG0000236	Prav.g_01091	Prbk.g_02076
OG0000237	Prav.g_01104	Prbk.g_01047
OG0000238	Prav.g_01110	Prbk.g_01051
OG0000239	Prav.g_01123	Prbk.g_01067
OG0000240	Prav.g_01124	Prbk.g_01068
OG0000241	Prav.g_01128	Prbk.g_01965
OG0000242	Prav.g_01130	Prbk.g_01078
OG0000243	Prav.g_00954, Prav.g_01141	Prbk.g_02684
OG0000244	Prav.g_01144	Prbk.g_01897
OG0000245	Prav.g_01146	Prbk.g_01894
OG0000246	Prav.g_01150	Prbk.g_01890
OG0000247	Prav.g_01160	Prbk.g_01879
OG0000248	Prav.g_01162	Prbk.g_01876
OG0000249	Prav.g_01164	Prbk.g_01874
OG0000250	Prav.g_01169	Prbk.g_01106
OG0000251	Prav.g_01187	Prbk.g_01130
OG0000252	Prav.g_01190	Prbk.g_01133
OG0000253	Prav.g_01191	Prbk.g_01139
OG0000254	Prav.g_01207	Prbk.g_01158
OG0000255	Prav.g_01213	Prbk.g_02604
OG0000256	Prav.g_01225	Prbk.g_02618
OG0000257	Prav.g_01228	Prbk.g_02624
OG0000258	Prav.g_01241	Prbk.g_02647
OG0000259	Prav.g_01258	Prbk.g_00720
OG0000260	Prav.g_01261	Prbk.g_00717
OG0000261	Prav.g_01263	Prbk.g_00714
OG0000262	Prav.g_01267	Prbk.g_00709
OG0000263	Prav.g_01279	Prbk.g_00672
OG0000264	Prav.g_01289	Prbk.g_01815
OG0000265	Prav.g_00306	Prbk.g_00619, Prbk.g_01835
OG0000266	Prav.g_00316	Prbk.g_00608
OG0000267	Prav.g_00327	Prbk.g_02371
OG0000268	Prav.g_00328	Prbk.g_02370
OG0000269	Prav.g_00392	Prbk.g_02463
OG0000270	Prav.g_00395	Prbk.g_02466
OG0000271	Prav.g_00403	Prbk.g_02474
OG0000272	Prav.g_00404	Prbk.g_02475
OG0000273	Prav.g_00427	Prbk.g_02526
OG0000274	Prav.g_00428	Prbk.g_02527
OG0000275	Prav.g_00430	Prbk.g_02530
OG0000276	Prav.g_00435	Prbk.g_02536
OG0000277	Prav.g_00436	Prbk.g_02537
OG0000278	Prav.g_00439	Prbk.g_02540
OG0000279	Prav.g_00446	Prbk.g_02548
OG0000280	Prav.g_00447	Prbk.g_02554
OG0000281	Prav.g_00452	Prbk.g_02568
OG0000282	Prav.g_00501	Prbk.g_02398
OG0000283	Prav.g_00533	Prbk.g_02359
OG0000284	Prav.g_00538	Prbk.g_02353
OG0000285	Prav.g_00543	Prbk.g_01698
OG0000286	Prav.g_00555	Prbk.g_02325
OG0000287	Prav.g_00572	Prbk.g_01728
OG0000288	Prav.g_00906	Prbk.g_00583
OG0000289	Prav.g_00917	Prbk.g_00596
OG0000290	Prav.g_00930	Prbk.g_00059
OG0000291	Prav.g_00932	Prbk.g_00057
OG0000292	Prav.g_00261	Prbk.g_02271
OG0000293	Prav.g_00056	Prbk.g_01032
OG0000294	Prav.g_00057	Prbk.g_01031
OG0000295	Prav.g_00077	Prbk.g_00106
OG0000296	Prav.g_01867	Prbk.g_00104
OG0000297	Prav.g_01859	Prbk.g_01498
OG0000298	Prav.g_01858	Prbk.g_01497
OG0000299	Prav.g_01841	Prbk.g_01508
OG0000300	Prav.g_01838	Prbk.g_00186
OG0000301	Prav.g_00955, Prav.g_01837	Prbk.g_00185
OG0000302	Prav.g_01835	Prbk.g_00182
OG0000303	Prav.g_01828	Prbk.g_00097
OG0000304	Prav.g_01824	Prbk.g_00121
OG0000305	Prav.g_01465	Prbk.g_00055
OG0000306	Prav.g_01468	Prbk.g_02578
OG0000307	Prav.g_01482	Prbk.g_02044
OG0000308	Prav.g_01483	Prbk.g_02042
OG0000309	Prav.g_01487	Prbk.g_02038
OG0000310	Prav.g_01563	Prbk.g_01937
OG0000311	Prav.g_01565	Prbk.g_00243
OG0000312	Prav.g_01568	Prbk.g_00247
OG0000313	Prav.g_01582	Prbk.g_00271
OG0000314	Prav.g_01605	Prbk.g_01222
OG0000315	Prav.g_01615	Prbk.g_01212
OG0000316	Prav.g_01635	Prbk.g_01991
OG0000317	Prav.g_01759	Prbk.g_00913
OG0000318	Prav.g_01762	Prbk.g_00906
OG0000319	Prav.g_01775	Prbk.g_01443
OG0000320	Prav.g_01777	Prbk.g_01441
OG0000321	Prav.g_01778	Prbk.g_01440
OG0000322	Prav.g_01779	Prbk.g_01439
OG0000323	Prav.g_01788	Prbk.g_01428
OG0000324	Prav.g_01815	Prbk.g_01399
OG0000325	Prav.g_00269	Prbk.g_01904
OG0000326	Prav.g_00275	Prbk.g_01912
OG0000327	Prav.g_00591	Prbk.g_00987
OG0000328	Prav.g_00592	Prbk.g_00986
OG0000329	Prav.g_00609	Prbk.g_00969
OG0000330	Prav.g_00610	Prbk.g_00968
OG0000331	Prav.g_00611	Prbk.g_00967
OG0000332	Prav.g_00625	Prbk.g_00952
OG0000333	Prav.g_00627	Prbk.g_00950
OG0000334	Prav.g_00635	Prbk.g_00801
OG0000335	Prav.g_00640	Prbk.g_00806
OG0000336	Prav.g_00644	Prbk.g_00810
OG0000337	Prav.g_00661	Prbk.g_00506
OG0000338	Prav.g_00662	Prbk.g_00510
OG0000339	Prav.g_00666	Prbk.g_00516
OG0000340	Prav.g_00674	Prbk.g_00528
OG0000341	Prav.g_00676	Prbk.g_00530
OG0000342	Prav.g_00677	Prbk.g_00531
OG0000343	Prav.g_00678	Prbk.g_00215
OG0000344	Prav.g_00681	Prbk.g_00218
OG0000345	Prav.g_00686	Prbk.g_00233
OG0000346	Prav.g_00690	Prbk.g_00238
OG0000347	Prav.g_00706	Prbk.g_01540
OG0000348	Prav.g_00715	Prbk.g_01578
OG0000349	Prav.g_00732	Prbk.g_01602
OG0000350	Prav.g_00751	Prbk.g_02204
OG0000351	Prav.g_00768	Prbk.g_02252
OG0000352	Prav.g_00769	Prbk.g_02253
OG0000353	Prav.g_00785	Prbk.g_02277
OG0000354	Prav.g_01352	Prbk.g_01635
OG0000355	Prav.g_00787	Prbk.g_02279
OG0000356	Prav.g_00788	Prbk.g_02280
OG0000357	Prav.g_00789	Prbk.g_02281
OG0000358	Prav.g_00793	Prbk.g_02285
OG0000359	Prav.g_00794	Prbk.g_02287
OG0000360	Prav.g_00795	Prbk.g_02288
OG0000361	Prav.g_00078	Prbk.g_02289
OG0000362	Prav.g_00080	Prbk.g_02291
OG0000363	Prav.g_00082	Prbk.g_01639
OG0000364	Prav.g_00083	Prbk.g_01638
OG0000365	Prav.g_00088	Prbk.g_01629
OG0000366	Prav.g_00089	Prbk.g_01628
OG0000367	Prav.g_00090	Prbk.g_01627
OG0000368	Prav.g_00092	Prbk.g_01625
OG0000369	Prav.g_00093	Prbk.g_01624
OG0000370	Prav.g_00094	Prbk.g_01623
OG0000371	Prav.g_00100	Prbk.g_01614
OG0000372	Prav.g_00103	Prbk.g_01609
OG0000373	Prav.g_00104	Prbk.g_01608
OG0000374	Prav.g_00105	Prbk.g_01607
OG0000375	Prav.g_00111	Prbk.g_01606
OG0000376	Prav.g_00113	Prbk.g_01604
OG0000377	Prav.g_00116	Prbk.g_02155
OG0000378	Prav.g_00118	Prbk.g_02141
OG0000379	Prav.g_00121	Prbk.g_02125
OG0000380	Prav.g_00131	Prbk.g_01323
OG0000381	Prav.g_00135	Prbk.g_01319
OG0000382	Prav.g_00146	Prbk.g_01304
OG0000383	Prav.g_00148	Prbk.g_01302
OG0000384	Prav.g_00149	Prbk.g_01301
OG0000385	Prav.g_00150	Prbk.g_01300
OG0000386	Prav.g_00151	Prbk.g_01299
OG0000387	Prav.g_00164	Prbk.g_00020
OG0000388	Prav.g_00167	Prbk.g_00016
OG0000389	Prav.g_00171	Prbk.g_00012
OG0000390	Prav.g_00178	Prbk.g_00191
OG0000391	Prav.g_00181	Prbk.g_00196
OG0000392	Prav.g_00185	Prbk.g_00202
OG0000393	Prav.g_00187	Prbk.g_00207
OG0000394	Prav.g_00188	Prbk.g_00208
OG0000395	Prav.g_00189	Prbk.g_00209
OG0000396	Prav.g_00192	Prbk.g_00542
OG0000397	Prav.g_00194	Prbk.g_00544
OG0000398	Prav.g_00196	Prbk.g_00549
OG0000399	Prav.g_00197	Prbk.g_00550
OG0000400	Prav.g_00198	Prbk.g_00551
OG0000401	Prav.g_00199	Prbk.g_00552
OG0000402	Prav.g_00201	Prbk.g_00554
OG0000403	Prav.g_00202	Prbk.g_00555
OG0000404	Prav.g_00203	Prbk.g_00557
OG0000405	Prav.g_00207	Prbk.g_00749
OG0000406	Prav.g_00214	Prbk.g_00753
OG0000407	Prav.g_00215	Prbk.g_00754
OG0000409	Prav.g_00886	Prbk.g_00758
OG0000410	Prav.g_00885	Prbk.g_00759
OG0000411	Prav.g_00884	Prbk.g_00760
OG0000412	Prav.g_00883	Prbk.g_00761
OG0000413	Prav.g_00882	Prbk.g_00763
OG0000414	Prav.g_00881	Prbk.g_00764
OG0000415	Prav.g_00880	Prbk.g_00765
OG0000416	Prav.g_00879	Prbk.g_00766
OG0000417	Prav.g_00878	Prbk.g_00767
OG0000418	Prav.g_00873	Prbk.g_00772
OG0000419	Prav.g_00871	Prbk.g_00774
OG0000420	Prav.g_00870	Prbk.g_00775
OG0000421	Prav.g_00865	Prbk.g_00779
OG0000422	Prav.g_00864	Prbk.g_00780
OG0000423	Prav.g_00863	Prbk.g_00781
OG0000424	Prav.g_00862	Prbk.g_00782
OG0000425	Prav.g_00861	Prbk.g_00783
OG0000426	Prav.g_00860	Prbk.g_00784
OG0000427	Prav.g_00859	Prbk.g_00785
OG0000428	Prav.g_00857	Prbk.g_02425
OG0000429	Prav.g_00856	Prbk.g_01283
OG0000430	Prav.g_00855	Prbk.g_01281
OG0000431	Prav.g_00853	Prbk.g_01277
OG0000432	Prav.g_00850	Prbk.g_01270
OG0000433	Prav.g_00849	Prbk.g_01267
OG0000434	Prav.g_00848	Prbk.g_01266
OG0000435	Prav.g_00847	Prbk.g_01263
OG0000436	Prav.g_00842	Prbk.g_01257
OG0000437	Prav.g_00841	Prbk.g_01256
OG0000438	Prav.g_00840	Prbk.g_01255
OG0000439	Prav.g_00838	Prbk.g_01253
OG0000440	Prav.g_00837	Prbk.g_01252
OG0000441	Prav.g_00834	Prbk.g_01245
OG0000442	Prav.g_00833	Prbk.g_01244
OG0000443	Prav.g_00832	Prbk.g_00631
OG0000444	Prav.g_00827	Prbk.g_00683
OG0000445	Prav.g_00826	Prbk.g_00682
OG0000446	Prav.g_00825	Prbk.g_00680
OG0000447	Prav.g_00824	Prbk.g_00670
OG0000448	Prav.g_00823	Prbk.g_00669
OG0000449	Prav.g_00822	Prbk.g_00668
OG0000450	Prav.g_00821	Prbk.g_00662
OG0000451	Prav.g_00820	Prbk.g_00661
OG0000452	Prav.g_00817	Prbk.g_00656
OG0000453	Prav.g_00816	Prbk.g_00655
OG0000454	Prav.g_00815	Prbk.g_00654
OG0000455	Prav.g_00814	Prbk.g_00653
OG0000456	Prav.g_00813	Prbk.g_00652
OG0000457	Prav.g_00812	Prbk.g_00650
OG0000458	Prav.g_00811	Prbk.g_00649
OG0000459	Prav.g_00810	Prbk.g_00648
OG0000460	Prav.g_00803	Prbk.g_01369
OG0000461	Prav.g_01889	Prbk.g_01900
OG0000462	Prav.g_01891	Prbk.g_01012
OG0000463	Prav.g_01892	Prbk.g_01011
OG0000464	Prav.g_01893	Prbk.g_01010
OG0000465	Prav.g_01894	Prbk.g_01008
OG0000466	Prav.g_01897	Prbk.g_01003
OG0000467	Prav.g_01898	Prbk.g_01001
OG0000468	Prav.g_01900	Prbk.g_00371
OG0000469	Prav.g_01909	Prbk.g_00384
OG0000470	Prav.g_01911	Prbk.g_00397
OG0000471	Prav.g_01912	Prbk.g_00398
OG0000472	Prav.g_01913	Prbk.g_00400
OG0000473	Prav.g_01915	Prbk.g_00402
OG0000474	Prav.g_01916	Prbk.g_00403
OG0000475	Prav.g_01917	Prbk.g_00404
OG0000476	Prav.g_01918	Prbk.g_00406
OG0000477	Prav.g_01921	Prbk.g_00411
OG0000478	Prav.g_01922	Prbk.g_00412
OG0000479	Prav.g_01923	Prbk.g_00413
OG0000480	Prav.g_01928	Prbk.g_00420
OG0000481	Prav.g_01930	Prbk.g_00422
OG0000482	Prav.g_01931	Prbk.g_00423
OG0000483	Prav.g_01934	Prbk.g_00427
OG0000484	Prav.g_01935	Prbk.g_00428
OG0000485	Prav.g_01936	Prbk.g_00429
OG0000486	Prav.g_01937	Prbk.g_00430
OG0000487	Prav.g_01941	Prbk.g_00435
OG0000488	Prav.g_01944	Prbk.g_00439
OG0000489	Prav.g_01949	Prbk.g_00450
OG0000490	Prav.g_01954	Prbk.g_00456
OG0000491	Prav.g_01955	Prbk.g_00457
OG0000492	Prav.g_01957	Prbk.g_00460
OG0000493	Prav.g_01958	Prbk.g_00461
OG0000494	Prav.g_01959	Prbk.g_00462
OG0000495	Prav.g_01960	Prbk.g_00463
OG0000496	Prav.g_01961	Prbk.g_00464
OG0000497	Prav.g_01962	Prbk.g_00465
OG0000498	Prav.g_01963	Prbk.g_00466
OG0000499	Prav.g_01964	Prbk.g_00467
OG0000500	Prav.g_01965	Prbk.g_00468
OG0000501	Prav.g_01967	Prbk.g_00471
OG0000502	Prav.g_01970	Prbk.g_00483
OG0000503	Prav.g_01980	Prbk.g_00871
OG0000504	Prav.g_01981	Prbk.g_00873
OG0000505	Prav.g_01982	Prbk.g_00874
OG0000506	Prav.g_01984	Prbk.g_00876
OG0000507	Prav.g_01987	Prbk.g_00881
OG0000508	Prav.g_01991	Prbk.g_00888
OG0000509	Prav.g_01993	Prbk.g_00890
OG0000510	Prav.g_01994	Prbk.g_00891
OG0000511	Prav.g_01995	Prbk.g_00892
OG0000512	Prav.g_01997	Prbk.g_00894
OG0000513	Prav.g_00977	Prbk.g_00360
OG0000514	Prav.g_01030	Prbk.g_00352
OG0000515	Prav.g_01031	Prbk.g_00351
OG0000516	Prav.g_01032	Prbk.g_00339
OG0000517	Prav.g_01034	Prbk.g_00329
OG0000518	Prav.g_01045	Prbk.g_00317
OG0000519	Prav.g_01046	Prbk.g_00316
OG0000520	Prav.g_01047	Prbk.g_00315
OG0000521	Prav.g_01052	Prbk.g_00301
OG0000522	Prav.g_01053	Prbk.g_00299
OG0000523	Prav.g_01054	Prbk.g_00298
OG0000524	Prav.g_01059	Prbk.g_02088
OG0000525	Prav.g_01062	Prbk.g_02105
OG0000526	Prav.g_01063	Prbk.g_02107
OG0000527	Prav.g_01071	Prbk.g_02111
OG0000528	Prav.g_01076	Prbk.g_02056
OG0000529	Prav.g_01079	Prbk.g_02062
OG0000530	Prav.g_01082	Prbk.g_02065
OG0000531	Prav.g_01083	Prbk.g_02066
OG0000532	Prav.g_01085	Prbk.g_02069
OG0000533	Prav.g_01086	Prbk.g_02071
OG0000534	Prav.g_01087	Prbk.g_02072
OG0000535	Prav.g_01088	Prbk.g_02073
OG0000536	Prav.g_01089	Prbk.g_02074
OG0000537	Prav.g_01090	Prbk.g_02075
OG0000538	Prav.g_01098	Prbk.g_01865
OG0000539	Prav.g_01099	Prbk.g_01041
OG0000540	Prav.g_01100	Prbk.g_01042
OG0000541	Prav.g_01101	Prbk.g_01043
OG0000542	Prav.g_01103	Prbk.g_01046
OG0000543	Prav.g_01105	Prbk.g_01048
OG0000544	Prav.g_01106	Prbk.g_01049
OG0000545	Prav.g_01108	Prbk.g_01050
OG0000546	Prav.g_01111	Prbk.g_01052
OG0000547	Prav.g_01113	Prbk.g_01054
OG0000548	Prav.g_01114	Prbk.g_01055
OG0000549	Prav.g_01116	Prbk.g_01061
OG0000550	Prav.g_01121	Prbk.g_01066
OG0000551	Prav.g_01125	Prbk.g_01070
OG0000552	Prav.g_01126	Prbk.g_01071
OG0000553	Prav.g_01127	Prbk.g_01076
OG0000554	Prav.g_01132	Prbk.g_01081
OG0000555	Prav.g_01140	Prbk.g_01099
OG0000556	Prav.g_01142	Prbk.g_02686
OG0000557	Prav.g_01143	Prbk.g_01898
OG0000558	Prav.g_01145	Prbk.g_01895
OG0000559	Prav.g_01149	Prbk.g_01891
OG0000560	Prav.g_01152	Prbk.g_01888
OG0000561	Prav.g_01153	Prbk.g_01887
OG0000562	Prav.g_01154	Prbk.g_01886
OG0000563	Prav.g_01155	Prbk.g_01885
OG0000564	Prav.g_01156	Prbk.g_01884
OG0000565	Prav.g_01159	Prbk.g_01881
