Orthogroup	Prav	Praj
OG0000061	Prav.g_00065	Praj.g_01461
OG0000062	Prav.g_01551, Prav.g_01338, Prav.g_01656	Praj.g_01714
OG0000063	Prav.g_00101	Praj.g_01867
OG0000065	Prav.g_00172	Praj.g_00145
OG0000066	Prav.g_01137	Praj.g_00530
OG0000067	Prav.g_00397	Praj.g_00769
OG0000068	Prav.g_01473	Praj.g_01575
OG0000069	Prav.g_01881, Prav.g_01689	Praj.g_01276, Praj.g_01675
OG0000070	Prav.g_01049	Praj.g_00444
OG0000071	Prav.g_01438	Praj.g_01528
OG0000072	Prav.g_00867	Praj.g_00211
OG0000073	Prav.g_01097	Praj.g_00491
OG0000074	Prav.g_01280	Praj.g_00674
OG0000075	Prav.g_00665	Praj.g_01987
OG0000076	Prav.g_00689	Praj.g_02012
OG0000077	Prav.g_00143	Praj.g_00116
OG0000078	Prav.g_00799	Praj.g_00280
OG0000079	Prav.g_01899	Praj.g_00291
OG0000081	Prav.g_01129	Praj.g_00522
OG0000082	Prav.g_01182	Praj.g_01827
OG0000083	Prav.g_00338, Prav.g_00330	Praj.g_01121, Praj.g_00411
OG0000084	Prav.g_01574	Praj.g_01628
OG0000085	Prav.g_01754	Praj.g_01762
OG0000086	Prav.g_00153	Praj.g_00126
OG0000087	Prav.g_00204	Praj.g_00179
OG0000088	Prav.g_00872	Praj.g_00206
OG0000089	Prav.g_00975	Praj.g_00403
OG0000090	Prav.g_01131	Praj.g_00524
OG0000091	Prav.g_01240	Praj.g_00630
OG0000092	Prav.g_00504	Praj.g_00892
OG0000093	Prav.g_01497, Prav.g_00525	Praj.g_00754
OG0000094	Prav.g_00914	Praj.g_00846
OG0000095	Prav.g_00933	Praj.g_01024
OG0000096	Prav.g_01732, Prav.g_01400	Praj.g_01249
OG0000097	Prav.g_01840	Praj.g_01416
OG0000098	Prav.g_01455	Praj.g_01546
OG0000099	Prav.g_01514	Praj.g_00372
OG0000100	Prav.g_01652	Praj.g_01709
OG0000101	Prav.g_00632	Praj.g_01952
OG0000102	Prav.g_00694	Praj.g_02017
OG0000103	Prav.g_00773	Praj.g_02135
OG0000104	Prav.g_00782	Praj.g_02145
OG0000105	Prav.g_01920	Praj.g_00310
OG0000106	Prav.g_00989	Praj.g_01156, Praj.g_01282
OG0000107	Prav.g_01001	Praj.g_01869
OG0000108	Prav.g_01078	Praj.g_00473
OG0000109	Prav.g_01092	Praj.g_00486
OG0000110	Prav.g_01172	Praj.g_00565
OG0000111	Prav.g_01297	Praj.g_00692
OG0000112	Prav.g_00364	Praj.g_00938
OG0000113	Prav.g_00419	Praj.g_00793, Praj.g_01176
OG0000114	Prav.g_00499	Praj.g_00887
OG0000115	Prav.g_00010	Praj.g_01725
OG0000116	Prav.g_00055	Praj.g_01471
OG0000117	Prav.g_01390	Praj.g_01355
OG0000118	Prav.g_01450	Praj.g_01540
OG0000119	Prav.g_01469	Praj.g_01568
OG0000120	Prav.g_01513	Praj.g_00664
OG0000121	Prav.g_01580	Praj.g_01634
OG0000122	Prav.g_01618	Praj.g_01673
OG0000123	Prav.g_00639	Praj.g_01959
OG0000124	Prav.g_00705	Praj.g_02031
OG0000125	Prav.g_00741	Praj.g_02091
OG0000126	Prav.g_00781	Praj.g_02144
OG0000128	Prav.g_00079	Praj.g_00011
OG0000129	Prav.g_00115	Praj.g_00048
OG0000130	Prav.g_00134	Praj.g_00107
OG0000131	Prav.g_00212	Praj.g_00185
OG0000132	Prav.g_00874	Praj.g_00204
OG0000133	Prav.g_01968	Praj.g_00357
OG0000134	Prav.g_00976	Praj.g_00405
OG0000135	Prav.g_00999	Praj.g_01279
OG0000136	Prav.g_01040	Praj.g_00435
OG0000137	Prav.g_01073	Praj.g_00467
OG0000138	Prav.g_01093	Praj.g_00487
OG0000139	Prav.g_01135	Praj.g_00528
OG0000140	Prav.g_01136	Praj.g_00529
OG0000141	Prav.g_01203	Praj.g_00595
OG0000142	Prav.g_01233	Praj.g_00623
OG0000143	Prav.g_01237	Praj.g_00627
OG0000144	Prav.g_01250	Praj.g_00640
OG0000145	Prav.g_00362	Praj.g_01054
OG0000146	Prav.g_00365	Praj.g_00937
OG0000147	Prav.g_00366	Praj.g_00936
OG0000148	Prav.g_00413	Praj.g_00787
OG0000149	Prav.g_00443	Praj.g_00819
OG0000150	Prav.g_00451	Praj.g_00828
OG0000151	Prav.g_00509	Praj.g_00898
OG0000152	Prav.g_00556	Praj.g_01601, Praj.g_00946
OG0000153	Prav.g_00575	Praj.g_00965
OG0000154	Prav.g_00907	Praj.g_00995
OG0000155	Prav.g_01861	Praj.g_01440
OG0000156	Prav.g_01427	Praj.g_01517
OG0000157	Prav.g_01428	Praj.g_01518
OG0000158	Prav.g_01505	Praj.g_01995
OG0000159	Prav.g_01506	Praj.g_02043, Praj.g_02035
OG0000160	Prav.g_01579	Praj.g_01633
OG0000161	Prav.g_01585	Praj.g_01639
OG0000162	Prav.g_01591	Praj.g_01645
OG0000163	Prav.g_01625	Praj.g_01681
OG0000164	Prav.g_01785	Praj.g_01790
OG0000165	Prav.g_01792	Praj.g_01798
OG0000166	Prav.g_00596	Praj.g_01915
OG0000167	Prav.g_00663	Praj.g_01985
OG0000168	Prav.g_00673	Praj.g_01996
OG0000169	Prav.g_00683	Praj.g_02006
OG0000170	Prav.g_00685	Praj.g_02008
OG0000171	Prav.g_00704	Praj.g_02030
OG0000172	Prav.g_00712	Praj.g_02061
OG0000173	Prav.g_00727	Praj.g_02076
OG0000174	Prav.g_00755	Praj.g_02107
OG0000175	Prav.g_00765	Praj.g_02125
OG0000176	Prav.g_00790	Praj.g_00004
OG0000177	Prav.g_00791	Praj.g_00005
OG0000178	Prav.g_00792	Praj.g_00006
OG0000179	Prav.g_00084	Praj.g_00016
OG0000180	Prav.g_00085	Praj.g_00017
OG0000181	Prav.g_00086	Praj.g_00018
OG0000182	Prav.g_00087	Praj.g_00019
OG0000183	Prav.g_00091	Praj.g_00023
OG0000184	Prav.g_00117	Praj.g_00050
OG0000185	Prav.g_00120	Praj.g_00053
OG0000186	Prav.g_00129	Praj.g_00102
OG0000187	Prav.g_00130	Praj.g_00103
OG0000188	Prav.g_00147	Praj.g_00120
OG0000189	Prav.g_00161	Praj.g_00134
OG0000190	Prav.g_00162	Praj.g_00135
OG0000191	Prav.g_00182	Praj.g_00158
OG0000192	Prav.g_00186	Praj.g_00162
OG0000193	Prav.g_00213	Praj.g_00186
OG0000194	Prav.g_00216	Praj.g_00189
OG0000195	Prav.g_00887	Praj.g_00191
OG0000196	Prav.g_00877	Praj.g_00201
OG0000197	Prav.g_00876	Praj.g_00202
OG0000198	Prav.g_00875	Praj.g_00203
OG0000199	Prav.g_00868	Praj.g_00210
OG0000200	Prav.g_00854	Praj.g_00223
OG0000201	Prav.g_00846	Praj.g_00232
OG0000202	Prav.g_00845	Praj.g_00233
OG0000203	Prav.g_00844	Praj.g_00234
OG0000204	Prav.g_00843	Praj.g_00235
OG0000205	Prav.g_00836	Praj.g_00242
OG0000206	Prav.g_00831	Praj.g_00246
OG0000207	Prav.g_00829	Praj.g_00248
OG0000208	Prav.g_00828	Praj.g_00249
OG0000209	Prav.g_00819	Praj.g_00258
OG0000210	Prav.g_00818	Praj.g_00259
OG0000211	Prav.g_00805	Praj.g_00273
OG0000212	Prav.g_00798	Praj.g_00281
OG0000213	Prav.g_01904	Praj.g_00296
OG0000214	Prav.g_01914	Praj.g_00304
OG0000215	Prav.g_01938	Praj.g_00328
OG0000216	Prav.g_01940	Praj.g_00329
OG0000217	Prav.g_01943	Praj.g_00332
OG0000218	Prav.g_01945	Praj.g_00334
OG0000219	Prav.g_01946	Praj.g_00335
OG0000220	Prav.g_01947	Praj.g_00336
OG0000221	Prav.g_01948	Praj.g_00337
OG0000222	Prav.g_01956	Praj.g_00345
OG0000223	Prav.g_01969	Praj.g_00358
OG0000224	Prav.g_01971	Praj.g_00360
OG0000225	Prav.g_01992	Praj.g_00391
OG0000226	Prav.g_01996	Praj.g_00395
OG0000227	Prav.g_01998	Praj.g_00397
OG0000228	Prav.g_00974	Praj.g_00402
OG0000229	Prav.g_01035	Praj.g_00430
OG0000230	Prav.g_01037	Praj.g_00432
OG0000231	Prav.g_01048	Praj.g_00443
OG0000232	Prav.g_01056	Praj.g_00451
OG0000233	Prav.g_01061	Praj.g_00459
OG0000234	Prav.g_01074	Praj.g_00468
OG0000235	Prav.g_01077	Praj.g_00472
OG0000236	Prav.g_01091	Praj.g_00485
OG0000237	Prav.g_01104	Praj.g_00498
OG0000238	Prav.g_01110	Praj.g_00504
OG0000239	Prav.g_01123	Praj.g_00516
OG0000240	Prav.g_01124	Praj.g_00517
OG0000241	Prav.g_01128	Praj.g_00521
OG0000242	Prav.g_01130	Praj.g_00523
OG0000243	Prav.g_00954, Prav.g_01141	Praj.g_00534
OG0000244	Prav.g_01144	Praj.g_00537
OG0000245	Prav.g_01146	Praj.g_00539
OG0000246	Prav.g_01150	Praj.g_00543
OG0000247	Prav.g_01160	Praj.g_00553
OG0000248	Prav.g_01162	Praj.g_00555
OG0000249	Prav.g_01164	Praj.g_00557
OG0000250	Prav.g_01169	Praj.g_00562
OG0000251	Prav.g_01187	Praj.g_00578
OG0000252	Prav.g_01190	Praj.g_00580
OG0000253	Prav.g_01191	Praj.g_00582
OG0000254	Prav.g_01207	Praj.g_00599
OG0000255	Prav.g_01213	Praj.g_00605
OG0000256	Prav.g_01225	Praj.g_00615
OG0000257	Prav.g_01228	Praj.g_00618
OG0000258	Prav.g_01241	Praj.g_00631
OG0000259	Prav.g_01258	Praj.g_00648
OG0000260	Prav.g_01261	Praj.g_00651
OG0000261	Prav.g_01263	Praj.g_00654
OG0000262	Prav.g_01267	Praj.g_00659
OG0000263	Prav.g_01279	Praj.g_00673
OG0000264	Prav.g_01289	Praj.g_00684
OG0000265	Prav.g_00306	Praj.g_00698
OG0000266	Prav.g_00316	Praj.g_00708
OG0000267	Prav.g_00327	Praj.g_00721
OG0000268	Prav.g_00328	Praj.g_00722
OG0000269	Prav.g_00392	Praj.g_00764
OG0000270	Prav.g_00395	Praj.g_00767
OG0000271	Prav.g_00403	Praj.g_00775
OG0000272	Prav.g_00404	Praj.g_00776
OG0000273	Prav.g_00427	Praj.g_00801
OG0000274	Prav.g_00428	Praj.g_00802
OG0000275	Prav.g_00430	Praj.g_00804
OG0000276	Prav.g_00435	Praj.g_00810
OG0000277	Prav.g_00436	Praj.g_00811
OG0000278	Prav.g_00439	Praj.g_00815
OG0000279	Prav.g_00446	Praj.g_00822
OG0000280	Prav.g_00447	Praj.g_01326
OG0000281	Prav.g_00452	Praj.g_00829
OG0000282	Prav.g_00501	Praj.g_00889
OG0000283	Prav.g_00533	Praj.g_00920
OG0000284	Prav.g_00538	Praj.g_00925
OG0000285	Prav.g_00543	Praj.g_00930
OG0000286	Prav.g_00555	Praj.g_00945
OG0000287	Prav.g_00572	Praj.g_00085
OG0000288	Prav.g_00906	Praj.g_00994
OG0000289	Prav.g_00917	Praj.g_01005
OG0000290	Prav.g_00930	Praj.g_01021
OG0000291	Prav.g_00932	Praj.g_01023
OG0000292	Prav.g_00261	Praj.g_01196
OG0000293	Prav.g_00056	Praj.g_01470
OG0000294	Prav.g_00057	Praj.g_01469
OG0000295	Prav.g_00077	Praj.g_01447
OG0000296	Prav.g_01867	Praj.g_01445
OG0000297	Prav.g_01859	Praj.g_01437
OG0000298	Prav.g_01858	Praj.g_01436
OG0000299	Prav.g_01841	Praj.g_01417
OG0000300	Prav.g_01838	Praj.g_01414
OG0000301	Prav.g_00955, Prav.g_01837	Praj.g_01413
OG0000302	Prav.g_01835	Praj.g_01410
OG0000303	Prav.g_01828	Praj.g_01405
OG0000304	Prav.g_01824	Praj.g_01402
OG0000305	Prav.g_01465	Praj.g_01734
OG0000306	Prav.g_01468	Praj.g_00833
OG0000307	Prav.g_01482	Praj.g_01584
OG0000308	Prav.g_01483	Praj.g_01585
OG0000309	Prav.g_01487	Praj.g_01589
OG0000310	Prav.g_01563	Praj.g_01616
OG0000311	Prav.g_01565	Praj.g_01618
OG0000312	Prav.g_01568	Praj.g_01621
OG0000313	Prav.g_01582	Praj.g_01636
OG0000314	Prav.g_01605	Praj.g_01657
OG0000315	Prav.g_01615	Praj.g_01667
OG0000316	Prav.g_01635	Praj.g_01692
OG0000317	Prav.g_01759	Praj.g_01766
OG0000318	Prav.g_01762	Praj.g_01769
OG0000319	Prav.g_01775	Praj.g_01780
OG0000320	Prav.g_01777	Praj.g_01782
OG0000321	Prav.g_01778	Praj.g_01783
OG0000322	Prav.g_01779	Praj.g_01784
OG0000323	Prav.g_01788	Praj.g_01793
OG0000324	Prav.g_01815	Praj.g_01820
OG0000325	Prav.g_00269	Praj.g_01870
OG0000326	Prav.g_00275	Praj.g_01876
OG0000327	Prav.g_00591	Praj.g_01910
OG0000328	Prav.g_00592	Praj.g_01911
OG0000329	Prav.g_00609	Praj.g_01928
OG0000330	Prav.g_00610	Praj.g_01929
OG0000331	Prav.g_00611	Praj.g_01930
OG0000332	Prav.g_00625	Praj.g_01944
OG0000333	Prav.g_00627	Praj.g_01946
OG0000334	Prav.g_00635	Praj.g_01955
OG0000335	Prav.g_00640	Praj.g_01960
OG0000336	Prav.g_00644	Praj.g_01964
OG0000337	Prav.g_00661	Praj.g_01982
OG0000338	Prav.g_00662	Praj.g_01983
OG0000339	Prav.g_00666	Praj.g_01988
OG0000340	Prav.g_00674	Praj.g_01997
OG0000341	Prav.g_00676	Praj.g_01999
OG0000342	Prav.g_00677	Praj.g_02000
OG0000343	Prav.g_00678	Praj.g_02001
OG0000344	Prav.g_00681	Praj.g_02004
OG0000345	Prav.g_00686	Praj.g_02009
OG0000346	Prav.g_00690	Praj.g_02013
OG0000347	Prav.g_00706	Praj.g_02034
OG0000348	Prav.g_00715	Praj.g_02064
OG0000349	Prav.g_00732	Praj.g_02082
OG0000350	Prav.g_00751	Praj.g_02103
OG0000351	Prav.g_00768	Praj.g_02128
OG0000352	Prav.g_00769	Praj.g_02129
OG0000353	Prav.g_00785	Praj.g_02148
OG0000355	Prav.g_00787	Praj.g_00001
OG0000356	Prav.g_00788	Praj.g_00002
OG0000357	Prav.g_00789	Praj.g_00003
OG0000358	Prav.g_00793	Praj.g_00007
OG0000359	Prav.g_00794	Praj.g_00008
OG0000360	Prav.g_00795	Praj.g_00009
OG0000361	Prav.g_00078	Praj.g_00010
OG0000362	Prav.g_00080	Praj.g_00012
OG0000363	Prav.g_00082	Praj.g_00014
OG0000364	Prav.g_00083	Praj.g_00015
OG0000365	Prav.g_00088	Praj.g_00020
OG0000366	Prav.g_00089	Praj.g_00021
OG0000367	Prav.g_00090	Praj.g_00022
OG0000368	Prav.g_00092	Praj.g_00024
OG0000369	Prav.g_00093	Praj.g_00025
OG0000370	Prav.g_00094	Praj.g_00026
OG0000371	Prav.g_00100	Praj.g_00032
OG0000372	Prav.g_00103	Praj.g_00034
OG0000373	Prav.g_00104	Praj.g_00035
OG0000374	Prav.g_00105	Praj.g_00036
OG0000375	Prav.g_00111	Praj.g_00044
OG0000376	Prav.g_00113	Praj.g_00046
OG0000377	Prav.g_00116	Praj.g_00049
OG0000378	Prav.g_00118	Praj.g_00051
OG0000379	Prav.g_00121	Praj.g_00054
OG0000380	Prav.g_00131	Praj.g_00104
OG0000381	Prav.g_00135	Praj.g_00108
OG0000382	Prav.g_00146	Praj.g_00119
OG0000383	Prav.g_00148	Praj.g_00121
OG0000384	Prav.g_00149	Praj.g_00122
OG0000385	Prav.g_00150	Praj.g_00123
OG0000386	Prav.g_00151	Praj.g_00124
OG0000387	Prav.g_00164	Praj.g_00137
OG0000388	Prav.g_00167	Praj.g_00141
OG0000389	Prav.g_00171	Praj.g_00144
OG0000390	Prav.g_00178	Praj.g_00153
OG0000391	Prav.g_00181	Praj.g_00157
OG0000392	Prav.g_00185	Praj.g_00160
OG0000393	Prav.g_00187	Praj.g_00163
OG0000394	Prav.g_00188	Praj.g_00164
OG0000395	Prav.g_00189	Praj.g_00165
OG0000396	Prav.g_00192	Praj.g_00168
OG0000397	Prav.g_00194	Praj.g_00170
OG0000398	Prav.g_00196	Praj.g_00173
OG0000399	Prav.g_00197	Praj.g_00174
OG0000400	Prav.g_00198	Praj.g_00175
OG0000401	Prav.g_00199	Praj.g_00176
OG0000402	Prav.g_00201	Praj.g_01057
OG0000403	Prav.g_00202	Praj.g_00177
OG0000404	Prav.g_00203	Praj.g_00178
OG0000405	Prav.g_00207	Praj.g_00183
OG0000406	Prav.g_00214	Praj.g_00187
OG0000407	Prav.g_00215	Praj.g_00188
OG0000409	Prav.g_00886	Praj.g_00192
OG0000410	Prav.g_00885	Praj.g_00193
OG0000411	Prav.g_00884	Praj.g_00194
OG0000412	Prav.g_00883	Praj.g_00195
OG0000413	Prav.g_00882	Praj.g_00196
OG0000414	Prav.g_00881	Praj.g_00197
OG0000415	Prav.g_00880	Praj.g_00198
OG0000416	Prav.g_00879	Praj.g_00199
OG0000417	Prav.g_00878	Praj.g_00200
OG0000418	Prav.g_00873	Praj.g_00205
OG0000419	Prav.g_00871	Praj.g_00207
OG0000420	Prav.g_00870	Praj.g_00208
OG0000421	Prav.g_00865	Praj.g_00212
OG0000422	Prav.g_00864	Praj.g_00213
OG0000423	Prav.g_00863	Praj.g_00214
OG0000424	Prav.g_00862	Praj.g_00215
OG0000425	Prav.g_00861	Praj.g_00216
OG0000426	Prav.g_00860	Praj.g_00217
OG0000427	Prav.g_00859	Praj.g_00218
OG0000428	Prav.g_00857	Praj.g_00220
OG0000429	Prav.g_00856	Praj.g_00221
OG0000430	Prav.g_00855	Praj.g_00222
OG0000431	Prav.g_00853	Praj.g_00224
OG0000432	Prav.g_00850	Praj.g_00228
OG0000433	Prav.g_00849	Praj.g_00229
OG0000434	Prav.g_00848	Praj.g_00230
OG0000435	Prav.g_00847	Praj.g_00231
OG0000436	Prav.g_00842	Praj.g_00236
OG0000437	Prav.g_00841	Praj.g_00237
OG0000438	Prav.g_00840	Praj.g_00238
OG0000439	Prav.g_00838	Praj.g_00240
OG0000440	Prav.g_00837	Praj.g_00241
OG0000441	Prav.g_00834	Praj.g_00243
OG0000442	Prav.g_00833	Praj.g_00244
OG0000443	Prav.g_00832	Praj.g_00245
OG0000444	Prav.g_00827	Praj.g_00250
OG0000445	Prav.g_00826	Praj.g_00251
OG0000446	Prav.g_00825	Praj.g_00252
OG0000447	Prav.g_00824	Praj.g_00253
OG0000448	Prav.g_00823	Praj.g_00254
OG0000449	Prav.g_00822	Praj.g_00255
OG0000450	Prav.g_00821	Praj.g_00256
OG0000451	Prav.g_00820	Praj.g_00257
OG0000452	Prav.g_00817	Praj.g_00260
OG0000453	Prav.g_00816	Praj.g_00261
OG0000454	Prav.g_00815	Praj.g_00262
OG0000455	Prav.g_00814	Praj.g_00263
OG0000456	Prav.g_00813	Praj.g_00264
OG0000457	Prav.g_00812	Praj.g_00265
OG0000458	Prav.g_00811	Praj.g_00266
OG0000459	Prav.g_00810	Praj.g_00267
OG0000460	Prav.g_00803	Praj.g_00275
OG0000461	Prav.g_01889	Praj.g_00283
OG0000462	Prav.g_01891	Praj.g_00285
OG0000463	Prav.g_01892	Praj.g_00286
OG0000464	Prav.g_01893	Praj.g_00287
OG0000465	Prav.g_01894	Praj.g_00288
OG0000466	Prav.g_01897	Praj.g_00289
OG0000467	Prav.g_01898	Praj.g_00290
OG0000468	Prav.g_01900	Praj.g_00292
OG0000469	Prav.g_01909	Praj.g_00299
OG0000470	Prav.g_01911	Praj.g_00301
OG0000471	Prav.g_01912	Praj.g_00302
OG0000472	Prav.g_01913	Praj.g_00303
OG0000473	Prav.g_01915	Praj.g_00305
OG0000474	Prav.g_01916	Praj.g_00306
OG0000475	Prav.g_01917	Praj.g_00307
OG0000476	Prav.g_01918	Praj.g_00309
OG0000477	Prav.g_01921	Praj.g_00311
OG0000478	Prav.g_01922	Praj.g_00312
OG0000479	Prav.g_01923	Praj.g_00313
OG0000480	Prav.g_01928	Praj.g_00318
OG0000481	Prav.g_01930	Praj.g_00320
OG0000482	Prav.g_01931	Praj.g_00321
OG0000483	Prav.g_01934	Praj.g_00324
OG0000484	Prav.g_01935	Praj.g_00325
OG0000485	Prav.g_01936	Praj.g_00326
OG0000486	Prav.g_01937	Praj.g_00327
OG0000487	Prav.g_01941	Praj.g_00330
OG0000488	Prav.g_01944	Praj.g_00333
OG0000489	Prav.g_01949	Praj.g_00338
OG0000490	Prav.g_01954	Praj.g_00343
OG0000491	Prav.g_01955	Praj.g_00344
OG0000492	Prav.g_01957	Praj.g_00346
OG0000493	Prav.g_01958	Praj.g_00347
OG0000494	Prav.g_01959	Praj.g_00348
OG0000495	Prav.g_01960	Praj.g_00349
OG0000496	Prav.g_01961	Praj.g_00350
OG0000497	Prav.g_01962	Praj.g_00351
OG0000498	Prav.g_01963	Praj.g_00352
OG0000499	Prav.g_01964	Praj.g_00353
OG0000500	Prav.g_01965	Praj.g_00354
OG0000501	Prav.g_01967	Praj.g_00356
OG0000502	Prav.g_01970	Praj.g_00359
OG0000503	Prav.g_01980	Praj.g_00380
OG0000504	Prav.g_01981	Praj.g_00382
OG0000505	Prav.g_01982	Praj.g_00383
OG0000506	Prav.g_01984	Praj.g_00384
OG0000507	Prav.g_01987	Praj.g_00387
OG0000508	Prav.g_01991	Praj.g_00390
OG0000509	Prav.g_01993	Praj.g_00392
OG0000510	Prav.g_01994	Praj.g_00393
OG0000511	Prav.g_01995	Praj.g_00394
OG0000512	Prav.g_01997	Praj.g_00396
OG0000513	Prav.g_00977	Praj.g_00406
OG0000514	Prav.g_01030	Praj.g_00425
OG0000515	Prav.g_01031	Praj.g_00426
OG0000516	Prav.g_01032	Praj.g_00427
OG0000517	Prav.g_01034	Praj.g_00429
OG0000518	Prav.g_01045	Praj.g_00440
OG0000519	Prav.g_01046	Praj.g_00441
OG0000520	Prav.g_01047	Praj.g_00442
OG0000521	Prav.g_01052	Praj.g_00447
OG0000522	Prav.g_01053	Praj.g_00449
OG0000523	Prav.g_01054	Praj.g_00450
OG0000524	Prav.g_01059	Praj.g_00457
OG0000525	Prav.g_01062	Praj.g_00461
OG0000526	Prav.g_01063	Praj.g_00462
OG0000527	Prav.g_01071	Praj.g_00465
OG0000528	Prav.g_01076	Praj.g_00471
OG0000529	Prav.g_01079	Praj.g_00474
OG0000530	Prav.g_01082	Praj.g_00477
OG0000531	Prav.g_01083	Praj.g_00478
OG0000532	Prav.g_01085	Praj.g_00479
OG0000533	Prav.g_01086	Praj.g_00480
OG0000534	Prav.g_01087	Praj.g_00481
OG0000535	Prav.g_01088	Praj.g_00482
OG0000536	Prav.g_01089	Praj.g_00483
OG0000537	Prav.g_01090	Praj.g_00484
OG0000538	Prav.g_01098	Praj.g_00492
OG0000539	Prav.g_01099	Praj.g_00493
OG0000540	Prav.g_01100	Praj.g_00494
OG0000541	Prav.g_01101	Praj.g_00495
OG0000542	Prav.g_01103	Praj.g_00497
OG0000543	Prav.g_01105	Praj.g_00499
OG0000544	Prav.g_01106	Praj.g_00500
OG0000545	Prav.g_01108	Praj.g_00502
OG0000546	Prav.g_01111	Praj.g_00505
OG0000547	Prav.g_01113	Praj.g_00507
OG0000548	Prav.g_01114	Praj.g_00508
OG0000549	Prav.g_01116	Praj.g_00511
OG0000550	Prav.g_01121	Praj.g_00515
OG0000551	Prav.g_01125	Praj.g_00518
OG0000552	Prav.g_01126	Praj.g_00519
OG0000553	Prav.g_01127	Praj.g_00520
OG0000554	Prav.g_01132	Praj.g_00525
OG0000555	Prav.g_01140	Praj.g_00533
OG0000556	Prav.g_01142	Praj.g_00535
OG0000557	Prav.g_01143	Praj.g_00536
OG0000558	Prav.g_01145	Praj.g_00538
OG0000559	Prav.g_01149	Praj.g_00542
OG0000560	Prav.g_01152	Praj.g_00545
OG0000561	Prav.g_01153	Praj.g_00546
OG0000562	Prav.g_01154	Praj.g_00547
OG0000563	Prav.g_01155	Praj.g_00548
OG0000564	Prav.g_01156	Praj.g_00549
