Orthogroup	Prav	Syas
OG0000063	Prav.g_00101	Syas.g_02074
OG0000065	Prav.g_00172	Syas.g_02420
OG0000066	Prav.g_01137	Syas.g_00094
OG0000067	Prav.g_00397	Syas.g_00596
OG0000068	Prav.g_01473	Syas.g_00969, Syas.g_01261
OG0000070	Prav.g_01049	Syas.g_00173
OG0000072	Prav.g_00867	Syas.g_02326, Syas.g_01524
OG0000073	Prav.g_01097	Syas.g_01230, Syas.g_00358, Syas.g_00264
OG0000075	Prav.g_00665	Syas.g_01921, Syas.g_02194
OG0000076	Prav.g_00689	Syas.g_02156
OG0000078	Prav.g_00799	Syas.g_02308
OG0000079	Prav.g_01899	Syas.g_01699
OG0000081	Prav.g_01129	Syas.g_00391
OG0000082	Prav.g_01182	Syas.g_00837
OG0000085	Prav.g_01754	Syas.g_02695
OG0000086	Prav.g_00153	Syas.g_02470
OG0000087	Prav.g_00204	Syas.g_02374
OG0000089	Prav.g_00975	Syas.g_01512
OG0000090	Prav.g_01131	Syas.g_00062
OG0000091	Prav.g_01240	Syas.g_00907, Syas.g_00146
OG0000092	Prav.g_00504, Prav.g_01735	Syas.g_00900, Syas.g_00877
OG0000094	Prav.g_00914	Syas.g_00208, Syas.g_01716
OG0000095	Prav.g_00933	Syas.g_01021
OG0000097	Prav.g_01840	Syas.g_00114, Syas.g_01443
OG0000098	Prav.g_01455	Syas.g_00091
OG0000099	Prav.g_01514	Syas.g_01826
OG0000100	Prav.g_01652	Syas.g_00567
OG0000101	Prav.g_00632	Syas.g_01589
OG0000102	Prav.g_00694	Syas.g_02152, Syas.g_01395
OG0000103	Prav.g_00773	Syas.g_02009
OG0000104	Prav.g_00782	Syas.g_02027, Syas.g_02026
OG0000105	Prav.g_01920	Syas.g_01739
OG0000106	Prav.g_00989	Syas.g_01451
OG0000107	Prav.g_01001	Syas.g_01669
OG0000108	Prav.g_01078	Syas.g_01253
OG0000109	Prav.g_01092	Syas.g_01236
OG0000110	Prav.g_01172	Syas.g_00818
OG0000111	Prav.g_01297	Syas.g_01037
OG0000112	Prav.g_00364	Syas.g_00452
OG0000113	Prav.g_00419	Syas.g_00571
OG0000114	Prav.g_00499	Syas.g_00674
OG0000115	Prav.g_00010	Syas.g_02548, Syas.g_01285
OG0000116	Prav.g_00055	Syas.g_01198, Syas.g_00317
OG0000117	Prav.g_01390	Syas.g_01122
OG0000118	Prav.g_01450	Syas.g_02835
OG0000120	Prav.g_01513	Syas.g_01828
OG0000121	Prav.g_01580	Syas.g_02821
OG0000122	Prav.g_01618	Syas.g_00393
OG0000123	Prav.g_00639	Syas.g_01582
OG0000124	Prav.g_00705	Syas.g_02137
OG0000125	Prav.g_00741	Syas.g_01889
OG0000126	Prav.g_00781	Syas.g_01992
OG0000128	Prav.g_00079	Syas.g_02046
OG0000129	Prav.g_00115	Syas.g_01880
OG0000130	Prav.g_00134	Syas.g_02522
OG0000131	Prav.g_00212	Syas.g_02367
OG0000132	Prav.g_00874	Syas.g_02334
OG0000133	Prav.g_01968	Syas.g_00457
OG0000134	Prav.g_00976	Syas.g_01509
OG0000135	Prav.g_00999	Syas.g_01938
OG0000136	Prav.g_01040	Syas.g_02740
OG0000137	Prav.g_01073	Syas.g_01333
OG0000138	Prav.g_01093	Syas.g_01235
OG0000140	Prav.g_01136	Syas.g_00090
OG0000141	Prav.g_01203	Syas.g_00875
OG0000142	Prav.g_01233	Syas.g_00746
OG0000143	Prav.g_01237	Syas.g_00742
OG0000144	Prav.g_01250	Syas.g_00718
OG0000145	Prav.g_00362	Syas.g_00948
OG0000146	Prav.g_00365	Syas.g_00451
OG0000147	Prav.g_00366	Syas.g_00450
OG0000148	Prav.g_00413	Syas.g_00577
OG0000149	Prav.g_00443	Syas.g_00282
OG0000150	Prav.g_00451	Syas.g_00874
OG0000151	Prav.g_00509	Syas.g_00148, Syas.g_00659
OG0000152	Prav.g_00556	Syas.g_00461
OG0000153	Prav.g_00575	Syas.g_00543
OG0000154	Prav.g_00907	Syas.g_00219
OG0000155	Prav.g_01861	Syas.g_01131
OG0000156	Prav.g_01427	Syas.g_01206
OG0000157	Prav.g_01428	Syas.g_01207
OG0000158	Prav.g_01505	Syas.g_02185
OG0000159	Prav.g_01506	Syas.g_01155
OG0000160	Prav.g_01579	Syas.g_02820
OG0000161	Prav.g_01585	Syas.g_02826
OG0000162	Prav.g_01591	Syas.g_02751
OG0000163	Prav.g_01625	Syas.g_01488
OG0000164	Prav.g_01785	Syas.g_02648
OG0000165	Prav.g_01792	Syas.g_02609
OG0000166	Prav.g_00596	Syas.g_01629
OG0000167	Prav.g_00663	Syas.g_01449
OG0000168	Prav.g_00673	Syas.g_02184
OG0000169	Prav.g_00683	Syas.g_02170
OG0000170	Prav.g_00685	Syas.g_02161
OG0000171	Prav.g_00704	Syas.g_02139
OG0000172	Prav.g_00712	Syas.g_02110
OG0000173	Prav.g_00727	Syas.g_02092
OG0000174	Prav.g_00755	Syas.g_01940
OG0000175	Prav.g_00765	Syas.g_01994
OG0000176	Prav.g_00790	Syas.g_02038
OG0000177	Prav.g_00791	Syas.g_02039
OG0000178	Prav.g_00792	Syas.g_02040
OG0000179	Prav.g_00084	Syas.g_02054
OG0000180	Prav.g_00085	Syas.g_02055
OG0000181	Prav.g_00086	Syas.g_02056
OG0000182	Prav.g_00087	Syas.g_02057
OG0000183	Prav.g_00091	Syas.g_02061
OG0000184	Prav.g_00117	Syas.g_01872
OG0000185	Prav.g_00120	Syas.g_01861
OG0000186	Prav.g_00129	Syas.g_02525
OG0000187	Prav.g_00130	Syas.g_02524
OG0000188	Prav.g_00147	Syas.g_02502
OG0000189	Prav.g_00161	Syas.g_02432
OG0000190	Prav.g_00162	Syas.g_00133
OG0000191	Prav.g_00182	Syas.g_02400
OG0000192	Prav.g_00186	Syas.g_02395
OG0000193	Prav.g_00213	Syas.g_02366
OG0000194	Prav.g_00216	Syas.g_02363
OG0000195	Prav.g_00887	Syas.g_02360
OG0000196	Prav.g_00877	Syas.g_02337
OG0000197	Prav.g_00876	Syas.g_02336
OG0000198	Prav.g_00875	Syas.g_02335
OG0000199	Prav.g_00868	Syas.g_02327
OG0000200	Prav.g_00854	Syas.g_02298
OG0000201	Prav.g_00846	Syas.g_02279
OG0000202	Prav.g_00845	Syas.g_02278
OG0000203	Prav.g_00844	Syas.g_02277
OG0000204	Prav.g_00843	Syas.g_02276
OG0000205	Prav.g_00836	Syas.g_02267
OG0000206	Prav.g_00831	Syas.g_02240
OG0000207	Prav.g_00829	Syas.g_02237
OG0000208	Prav.g_00828	Syas.g_02236
OG0000209	Prav.g_00819	Syas.g_01837
OG0000210	Prav.g_00818	Syas.g_01838
OG0000211	Prav.g_00805	Syas.g_02552
OG0000212	Prav.g_00798	Syas.g_02562
OG0000213	Prav.g_01904	Syas.g_01707
OG0000214	Prav.g_01914	Syas.g_01730
OG0000215	Prav.g_01938	Syas.g_01766
OG0000216	Prav.g_01940	Syas.g_01770
OG0000217	Prav.g_01943	Syas.g_01778
OG0000218	Prav.g_01945	Syas.g_01780
OG0000219	Prav.g_01946	Syas.g_01783
OG0000220	Prav.g_01947	Syas.g_01784
OG0000221	Prav.g_01948	Syas.g_01785
OG0000222	Prav.g_01956	Syas.g_01804
OG0000223	Prav.g_01969	Syas.g_02221
OG0000224	Prav.g_01971	Syas.g_02215
OG0000225	Prav.g_01992	Syas.g_01522
OG0000226	Prav.g_01996	Syas.g_01518
OG0000227	Prav.g_01998	Syas.g_01516
OG0000228	Prav.g_00974	Syas.g_01513
OG0000229	Prav.g_01035	Syas.g_01497
OG0000230	Prav.g_01037	Syas.g_01495
OG0000231	Prav.g_01048	Syas.g_02749
OG0000232	Prav.g_01056	Syas.g_01276
OG0000233	Prav.g_01061	Syas.g_01352
OG0000234	Prav.g_01074	Syas.g_01331
OG0000235	Prav.g_01077	Syas.g_01254
OG0000236	Prav.g_01091	Syas.g_01237
OG0000237	Prav.g_01104	Syas.g_01220
OG0000238	Prav.g_01110	Syas.g_01215
OG0000239	Prav.g_01123	Syas.g_00012
OG0000240	Prav.g_01124	Syas.g_00013
OG0000241	Prav.g_01128	Syas.g_00754
OG0000242	Prav.g_01130	Syas.g_00059
OG0000243	Prav.g_00954, Prav.g_01141	Syas.g_00777
OG0000244	Prav.g_01144	Syas.g_00784
OG0000245	Prav.g_01146	Syas.g_00786
OG0000246	Prav.g_01150	Syas.g_00790
OG0000247	Prav.g_01160	Syas.g_00802
OG0000248	Prav.g_01162	Syas.g_00805
OG0000249	Prav.g_01164	Syas.g_00807
OG0000250	Prav.g_01169	Syas.g_00814
OG0000251	Prav.g_01187	Syas.g_00845
OG0000252	Prav.g_01190	Syas.g_00950
OG0000253	Prav.g_01191	Syas.g_00846
OG0000254	Prav.g_01207	Syas.g_00869
OG0000255	Prav.g_01213	Syas.g_00132, Syas.g_01062
OG0000256	Prav.g_01225	Syas.g_00104
OG0000257	Prav.g_01228	Syas.g_00757
OG0000258	Prav.g_01241	Syas.g_00733
OG0000259	Prav.g_01258	Syas.g_00708
OG0000260	Prav.g_01261	Syas.g_00705
OG0000261	Prav.g_01263	Syas.g_00701
OG0000262	Prav.g_01267	Syas.g_00695
OG0000263	Prav.g_01279	Syas.g_01103
OG0000264	Prav.g_01289	Syas.g_02588
OG0000266	Prav.g_00316	Syas.g_00186
OG0000267	Prav.g_00327	Syas.g_00377
OG0000268	Prav.g_00328	Syas.g_00390
OG0000269	Prav.g_00392	Syas.g_00601
OG0000270	Prav.g_00395	Syas.g_00598
OG0000271	Prav.g_00403	Syas.g_00590
OG0000272	Prav.g_00404	Syas.g_00589
OG0000273	Prav.g_00427	Syas.g_00563
OG0000274	Prav.g_00428	Syas.g_00562
OG0000275	Prav.g_00430	Syas.g_00230
OG0000276	Prav.g_00435	Syas.g_00237
OG0000277	Prav.g_00436	Syas.g_00238
OG0000278	Prav.g_00439	Syas.g_00241
OG0000279	Prav.g_00446	Syas.g_00288
OG0000280	Prav.g_00447	Syas.g_00889, Syas.g_00481
OG0000281	Prav.g_00452	Syas.g_00970
OG0000282	Prav.g_00501	Syas.g_00672
OG0000283	Prav.g_00533	Syas.g_00409
OG0000284	Prav.g_00538	Syas.g_00416
OG0000285	Prav.g_00543	Syas.g_00436
OG0000286	Prav.g_00555	Syas.g_00460
OG0000287	Prav.g_00572	Syas.g_00534
OG0000288	Prav.g_00906	Syas.g_00220
OG0000289	Prav.g_00917	Syas.g_00205
OG0000290	Prav.g_00930	Syas.g_01016
OG0000292	Prav.g_00261	Syas.g_02020
OG0000293	Prav.g_00056	Syas.g_01197
OG0000294	Prav.g_00057	Syas.g_01196
OG0000295	Prav.g_00077	Syas.g_01139
OG0000296	Prav.g_01867	Syas.g_01137
OG0000299	Prav.g_01841	Syas.g_01087
OG0000300	Prav.g_01838	Syas.g_01082
OG0000301	Prav.g_00955, Prav.g_01837	Syas.g_01081
OG0000302	Prav.g_01835	Syas.g_01080
OG0000303	Prav.g_01828	Syas.g_01071
OG0000304	Prav.g_01824	Syas.g_01066
OG0000305	Prav.g_01465	Syas.g_01023
OG0000306	Prav.g_01468	Syas.g_01929
OG0000307	Prav.g_01482	Syas.g_01270
OG0000308	Prav.g_01483	Syas.g_01272
OG0000309	Prav.g_01487	Syas.g_01364
OG0000310	Prav.g_01563	Syas.g_02796
OG0000311	Prav.g_01565	Syas.g_02799
OG0000312	Prav.g_01568	Syas.g_02804
OG0000313	Prav.g_01582	Syas.g_02823
OG0000315	Prav.g_01615	Syas.g_01306
OG0000316	Prav.g_01635	Syas.g_02728
OG0000317	Prav.g_01759	Syas.g_02687
OG0000318	Prav.g_01762	Syas.g_02680
OG0000319	Prav.g_01775	Syas.g_02663
OG0000320	Prav.g_01777	Syas.g_02661
OG0000321	Prav.g_01778	Syas.g_02660
OG0000322	Prav.g_01779	Syas.g_02659
OG0000323	Prav.g_01788	Syas.g_02646
OG0000324	Prav.g_01815	Syas.g_02578
OG0000325	Prav.g_00269	Syas.g_01668
OG0000326	Prav.g_00275	Syas.g_01661
OG0000327	Prav.g_00591	Syas.g_01634
OG0000328	Prav.g_00592	Syas.g_01633
OG0000329	Prav.g_00609	Syas.g_01615
OG0000330	Prav.g_00610	Syas.g_01614
OG0000331	Prav.g_00611	Syas.g_01613
OG0000332	Prav.g_00625	Syas.g_01598
OG0000333	Prav.g_00627	Syas.g_01595
OG0000334	Prav.g_00635	Syas.g_01586
OG0000335	Prav.g_00640	Syas.g_01581
OG0000336	Prav.g_00644	Syas.g_01577
OG0000337	Prav.g_00661	Syas.g_02211
OG0000338	Prav.g_00662	Syas.g_02199
OG0000339	Prav.g_00666	Syas.g_02192
OG0000340	Prav.g_00674	Syas.g_02183
OG0000341	Prav.g_00676	Syas.g_02181
OG0000342	Prav.g_00677	Syas.g_02180
OG0000343	Prav.g_00678	Syas.g_02176
OG0000344	Prav.g_00681	Syas.g_02172
OG0000345	Prav.g_00686	Syas.g_02160
OG0000346	Prav.g_00690	Syas.g_02155
OG0000347	Prav.g_00706	Syas.g_02136
OG0000348	Prav.g_00715	Syas.g_02107
OG0000349	Prav.g_00732	Syas.g_02085
OG0000350	Prav.g_00751	Syas.g_01654
OG0000351	Prav.g_00768	Syas.g_01998
OG0000352	Prav.g_00769	Syas.g_01999
OG0000353	Prav.g_00785	Syas.g_02033
OG0000354	Prav.g_01352	Syas.g_02052
OG0000355	Prav.g_00787	Syas.g_02035
OG0000356	Prav.g_00788	Syas.g_02036
OG0000357	Prav.g_00789	Syas.g_02037
OG0000358	Prav.g_00793	Syas.g_02041
OG0000359	Prav.g_00794	Syas.g_02043
OG0000360	Prav.g_00795	Syas.g_02044
OG0000361	Prav.g_00078	Syas.g_02045
OG0000362	Prav.g_00080	Syas.g_02047
OG0000363	Prav.g_00082	Syas.g_02049
OG0000364	Prav.g_00083	Syas.g_02685
OG0000365	Prav.g_00088	Syas.g_02058
OG0000366	Prav.g_00089	Syas.g_02059
OG0000368	Prav.g_00092	Syas.g_02062
OG0000369	Prav.g_00093	Syas.g_02063
OG0000370	Prav.g_00094	Syas.g_02064
OG0000371	Prav.g_00100	Syas.g_02073
OG0000372	Prav.g_00103	Syas.g_02078
OG0000373	Prav.g_00104	Syas.g_02079
OG0000374	Prav.g_00105	Syas.g_02080
OG0000375	Prav.g_00111	Syas.g_02081
OG0000376	Prav.g_00113	Syas.g_02083
OG0000377	Prav.g_00116	Syas.g_01879
OG0000378	Prav.g_00118	Syas.g_01867
OG0000379	Prav.g_00121	Syas.g_01859
OG0000380	Prav.g_00131	Syas.g_02523
OG0000381	Prav.g_00135	Syas.g_02521
OG0000382	Prav.g_00146	Syas.g_02503
OG0000383	Prav.g_00148	Syas.g_02480
OG0000384	Prav.g_00149	Syas.g_02479
OG0000385	Prav.g_00150	Syas.g_02478
OG0000386	Prav.g_00151	Syas.g_02477
OG0000387	Prav.g_00164	Syas.g_00134
OG0000388	Prav.g_00167	Syas.g_02426
OG0000389	Prav.g_00171	Syas.g_02422
OG0000390	Prav.g_00178	Syas.g_02406
OG0000391	Prav.g_00181	Syas.g_02401
OG0000392	Prav.g_00185	Syas.g_02396
OG0000393	Prav.g_00187	Syas.g_02394
OG0000394	Prav.g_00188	Syas.g_02393
OG0000395	Prav.g_00189	Syas.g_02392
OG0000396	Prav.g_00192	Syas.g_02389
OG0000397	Prav.g_00194	Syas.g_02387
OG0000398	Prav.g_00196	Syas.g_02382
OG0000399	Prav.g_00197	Syas.g_02381
OG0000400	Prav.g_00198	Syas.g_02380
OG0000401	Prav.g_00199	Syas.g_02379
OG0000402	Prav.g_00201	Syas.g_02377
OG0000403	Prav.g_00202	Syas.g_02376
OG0000404	Prav.g_00203	Syas.g_02375
OG0000405	Prav.g_00207	Syas.g_02369
OG0000406	Prav.g_00214	Syas.g_02365
OG0000407	Prav.g_00215	Syas.g_02364
OG0000409	Prav.g_00886	Syas.g_02359
OG0000410	Prav.g_00885	Syas.g_02358
OG0000411	Prav.g_00884	Syas.g_02357
OG0000412	Prav.g_00883	Syas.g_02356
OG0000413	Prav.g_00882	Syas.g_02354
OG0000414	Prav.g_00881	Syas.g_02353
OG0000415	Prav.g_00880	Syas.g_02352
OG0000416	Prav.g_00879	Syas.g_02351
OG0000417	Prav.g_00878	Syas.g_02338
OG0000418	Prav.g_00873	Syas.g_02333
OG0000419	Prav.g_00871	Syas.g_02331
OG0000420	Prav.g_00870	Syas.g_02329
OG0000421	Prav.g_00865	Syas.g_02324
OG0000422	Prav.g_00864	Syas.g_02323
OG0000423	Prav.g_00863	Syas.g_02322
OG0000424	Prav.g_00862	Syas.g_02321
OG0000425	Prav.g_00861	Syas.g_02320
OG0000426	Prav.g_00860	Syas.g_02319
OG0000427	Prav.g_00859	Syas.g_02318
OG0000428	Prav.g_00857	Syas.g_02315
OG0000429	Prav.g_00856	Syas.g_02312
OG0000430	Prav.g_00855	Syas.g_02311
OG0000431	Prav.g_00853	Syas.g_02296
OG0000432	Prav.g_00850	Syas.g_02288
OG0000433	Prav.g_00849	Syas.g_02286
OG0000434	Prav.g_00848	Syas.g_02285
OG0000435	Prav.g_00847	Syas.g_02282
OG0000436	Prav.g_00842	Syas.g_02273
OG0000437	Prav.g_00841	Syas.g_02272
OG0000438	Prav.g_00840	Syas.g_02271
OG0000439	Prav.g_00838	Syas.g_02269
OG0000440	Prav.g_00837	Syas.g_02268
OG0000441	Prav.g_00834	Syas.g_02265
OG0000442	Prav.g_00833	Syas.g_02259
OG0000443	Prav.g_00832	Syas.g_02241
OG0000444	Prav.g_00827	Syas.g_02234
OG0000445	Prav.g_00826	Syas.g_02233
OG0000446	Prav.g_00825	Syas.g_02231
OG0000447	Prav.g_00824	Syas.g_02229
OG0000448	Prav.g_00823	Syas.g_02228
OG0000449	Prav.g_00822	Syas.g_02226
OG0000450	Prav.g_00821	Syas.g_01834
OG0000451	Prav.g_00820	Syas.g_01835
OG0000452	Prav.g_00817	Syas.g_01844
OG0000453	Prav.g_00816	Syas.g_01845
OG0000454	Prav.g_00815	Syas.g_01846
OG0000455	Prav.g_00814	Syas.g_01847
OG0000456	Prav.g_00813	Syas.g_01848
OG0000457	Prav.g_00812	Syas.g_01850
OG0000458	Prav.g_00811	Syas.g_01851
OG0000459	Prav.g_00810	Syas.g_01852
OG0000460	Prav.g_00803	Syas.g_02554
OG0000461	Prav.g_01889	Syas.g_01686
OG0000462	Prav.g_01891	Syas.g_01688
OG0000463	Prav.g_01892	Syas.g_01689
OG0000464	Prav.g_01893	Syas.g_01690
OG0000465	Prav.g_01894	Syas.g_01692
OG0000466	Prav.g_01897	Syas.g_01697
OG0000467	Prav.g_01898	Syas.g_01698
OG0000468	Prav.g_01900	Syas.g_01703
OG0000469	Prav.g_01909	Syas.g_01725
OG0000470	Prav.g_01911	Syas.g_01727
OG0000471	Prav.g_01912	Syas.g_01728
OG0000472	Prav.g_01913	Syas.g_01729
OG0000473	Prav.g_01915	Syas.g_01731
OG0000474	Prav.g_01916	Syas.g_01732
OG0000475	Prav.g_01917	Syas.g_01733
OG0000476	Prav.g_01918	Syas.g_01735
OG0000477	Prav.g_01921	Syas.g_01740
OG0000478	Prav.g_01922	Syas.g_01741
OG0000479	Prav.g_01923	Syas.g_01749
OG0000480	Prav.g_01928	Syas.g_01756
OG0000481	Prav.g_01930	Syas.g_00161, Syas.g_00162
OG0000482	Prav.g_01931	Syas.g_01758
OG0000483	Prav.g_01934	Syas.g_01762
OG0000484	Prav.g_01935	Syas.g_01763
OG0000485	Prav.g_01936	Syas.g_01764
OG0000486	Prav.g_01937	Syas.g_01765
OG0000487	Prav.g_01941	Syas.g_01771
OG0000488	Prav.g_01944	Syas.g_01779
OG0000489	Prav.g_01949	Syas.g_01823
OG0000490	Prav.g_01954	Syas.g_01808
OG0000491	Prav.g_01955	Syas.g_01806
OG0000492	Prav.g_01957	Syas.g_01803
OG0000493	Prav.g_01958	Syas.g_01802
OG0000494	Prav.g_01959	Syas.g_01801
OG0000495	Prav.g_01960	Syas.g_01799
OG0000496	Prav.g_01961	Syas.g_01798
OG0000497	Prav.g_01962	Syas.g_01797
OG0000498	Prav.g_01963	Syas.g_01796
OG0000499	Prav.g_01964	Syas.g_01795
OG0000500	Prav.g_01965	Syas.g_01794
OG0000501	Prav.g_01967	Syas.g_01791
OG0000502	Prav.g_01970	Syas.g_02216
OG0000503	Prav.g_01980	Syas.g_01541
OG0000504	Prav.g_01981	Syas.g_01539
OG0000505	Prav.g_01982	Syas.g_01538
OG0000506	Prav.g_01984	Syas.g_01536
OG0000507	Prav.g_01987	Syas.g_01530
OG0000508	Prav.g_01991	Syas.g_01523
OG0000509	Prav.g_01993	Syas.g_01521
OG0000510	Prav.g_01994	Syas.g_01520
OG0000511	Prav.g_01995	Syas.g_01519
OG0000512	Prav.g_01997	Syas.g_01517
OG0000513	Prav.g_00977	Syas.g_01508
OG0000514	Prav.g_01030	Syas.g_01504
OG0000515	Prav.g_01031	Syas.g_01503
OG0000516	Prav.g_01032	Syas.g_01501
OG0000517	Prav.g_01034	Syas.g_01498
OG0000518	Prav.g_01045	Syas.g_00360, Syas.g_02746
OG0000519	Prav.g_01046	Syas.g_02747
OG0000520	Prav.g_01047	Syas.g_02748
OG0000521	Prav.g_01052	Syas.g_01281
OG0000522	Prav.g_01053	Syas.g_01279
OG0000523	Prav.g_01054	Syas.g_01278
OG0000524	Prav.g_01059	Syas.g_01354
OG0000525	Prav.g_01062	Syas.g_01342
OG0000526	Prav.g_01063	Syas.g_01340
OG0000527	Prav.g_01071	Syas.g_01335
OG0000528	Prav.g_01076	Syas.g_01256
OG0000529	Prav.g_01079	Syas.g_01252
OG0000530	Prav.g_01082	Syas.g_01249
OG0000531	Prav.g_01083	Syas.g_01248
OG0000532	Prav.g_01085	Syas.g_01245
OG0000533	Prav.g_01086	Syas.g_01243
OG0000534	Prav.g_01087	Syas.g_01242
OG0000535	Prav.g_01088	Syas.g_01241
OG0000536	Prav.g_01089	Syas.g_01240
OG0000537	Prav.g_01090	Syas.g_01238
OG0000538	Prav.g_01098	Syas.g_01228
OG0000539	Prav.g_01099	Syas.g_01227
OG0000540	Prav.g_01100	Syas.g_01226
OG0000541	Prav.g_01101	Syas.g_01225
OG0000542	Prav.g_01103	Syas.g_01221
OG0000543	Prav.g_01105	Syas.g_01219
OG0000544	Prav.g_01106	Syas.g_01218
OG0000545	Prav.g_01108	Syas.g_01216
OG0000546	Prav.g_01111	Syas.g_01214
OG0000547	Prav.g_01113	Syas.g_01212
OG0000548	Prav.g_01114	Syas.g_01211
OG0000549	Prav.g_01116	Syas.g_00005
OG0000550	Prav.g_01121	Syas.g_00010
OG0000551	Prav.g_01125	Syas.g_00015
OG0000552	Prav.g_01126	Syas.g_00016
OG0000553	Prav.g_01127	Syas.g_00019
OG0000554	Prav.g_01132	Syas.g_00063
OG0000555	Prav.g_01140	Syas.g_00775
OG0000556	Prav.g_01142	Syas.g_00781
OG0000557	Prav.g_01143	Syas.g_00783
OG0000558	Prav.g_01145	Syas.g_00785
OG0000559	Prav.g_01149	Syas.g_00789
OG0000560	Prav.g_01152	Syas.g_00792
OG0000561	Prav.g_01153	Syas.g_00793
OG0000562	Prav.g_01154	Syas.g_00794
OG0000563	Prav.g_01155	Syas.g_00795
OG0000564	Prav.g_01156	Syas.g_00796
OG0000565	Prav.g_01159	Syas.g_00800
OG0000566	Prav.g_01161	Syas.g_00804
OG0000567	Prav.g_01165	Syas.g_00808
OG0000568	Prav.g_01166	Syas.g_00810
OG0000569	Prav.g_01167	Syas.g_00811
OG0000570	Prav.g_01168	Syas.g_00812
OG0000571	Prav.g_01170	Syas.g_00815
OG0000572	Prav.g_01183	Syas.g_00839
OG0000573	Prav.g_01188	Syas.g_00952
OG0000574	Prav.g_01189	Syas.g_00951
OG0000575	Prav.g_01193	Syas.g_00848
OG0000576	Prav.g_01195	Syas.g_00850
OG0000577	Prav.g_01196	Syas.g_00851
OG0000578	Prav.g_01197	Syas.g_00852
OG0000579	Prav.g_01198	Syas.g_00853
OG0000580	Prav.g_01199	Syas.g_00854
OG0000581	Prav.g_01201	Syas.g_00861
OG0000582	Prav.g_01204	Syas.g_00873
OG0000583	Prav.g_01205	Syas.g_00872
OG0000584	Prav.g_01206	Syas.g_00871
OG0000585	Prav.g_01208	Syas.g_00868
OG0000586	Prav.g_01209	Syas.g_00867
OG0000587	Prav.g_01210	Syas.g_00865
OG0000588	Prav.g_01214	Syas.g_00960
OG0000589	Prav.g_01219	Syas.g_00121
OG0000590	Prav.g_01220	Syas.g_00120
OG0000591	Prav.g_01223	Syas.g_00106
OG0000592	Prav.g_01224	Syas.g_00105
OG0000593	Prav.g_01230	Syas.g_00750
OG0000594	Prav.g_01231	Syas.g_00749
OG0000595	Prav.g_01232	Syas.g_00748
OG0000596	Prav.g_01236	Syas.g_00743
OG0000597	Prav.g_01238	Syas.g_00740
OG0000598	Prav.g_01239	Syas.g_00739
OG0000599	Prav.g_01242	Syas.g_00732
OG0000600	Prav.g_01243	Syas.g_00731
OG0000601	Prav.g_01244	Syas.g_00730
OG0000602	Prav.g_01246	Syas.g_00725
OG0000603	Prav.g_01247	Syas.g_00724
OG0000604	Prav.g_01248	Syas.g_00721
OG0000605	Prav.g_01249	Syas.g_00719
OG0000606	Prav.g_01252	Syas.g_00716
OG0000607	Prav.g_01255	Syas.g_00713
OG0000608	Prav.g_01256	Syas.g_00712
OG0000609	Prav.g_01257	Syas.g_00710
