Orthogroup	Prav	Prbh
OG0000106	Prav.g_00989	Prbh.g_00821
OG0000107	Prav.g_01001	Prbh.g_01718
OG0000108	Prav.g_01078	Prbh.g_00351
OG0000109	Prav.g_01092	Prbh.g_00337
OG0000110	Prav.g_01172	Prbh.g_00254
OG0000111	Prav.g_01297	Prbh.g_00937
OG0000112	Prav.g_00364	Prbh.g_01078
OG0000113	Prav.g_00419	Prbh.g_00976
OG0000114	Prav.g_00499	Prbh.g_00878
OG0000115	Prav.g_00010	Prbh.g_01344
OG0000116	Prav.g_00055	Prbh.g_01294
OG0000117	Prav.g_01390	Prbh.g_01255
OG0000118	Prav.g_01450	Prbh.g_01385
OG0000119	Prav.g_01469	Prbh.g_01333, Prbh.g_00194
OG0000120	Prav.g_01513	Prbh.g_00031
OG0000121	Prav.g_01580	Prbh.g_00101
OG0000122	Prav.g_01618	Prbh.g_01347, Prbh.g_00143
OG0000123	Prav.g_00639	Prbh.g_01637
OG0000124	Prav.g_00705	Prbh.g_01564
OG0000125	Prav.g_00741	Prbh.g_01528
OG0000126	Prav.g_00781	Prbh.g_01481
OG0000128	Prav.g_00079	Prbh.g_01953
OG0000129	Prav.g_00115	Prbh.g_00738
OG0000130	Prav.g_00134	Prbh.g_00713
OG0000131	Prav.g_00212	Prbh.g_00637
OG0000132	Prav.g_00874	Prbh.g_00618
OG0000133	Prav.g_01968	Prbh.g_00457
OG0000134	Prav.g_00976	Prbh.g_00413
OG0000135	Prav.g_00999	Prbh.g_01825
OG0000136	Prav.g_01040	Prbh.g_00391
OG0000137	Prav.g_01073	Prbh.g_00356
OG0000138	Prav.g_01093	Prbh.g_00336
OG0000139	Prav.g_01135	Prbh.g_00292
OG0000140	Prav.g_01136	Prbh.g_00291
OG0000141	Prav.g_01203	Prbh.g_00222
OG0000142	Prav.g_01233	Prbh.g_01218
OG0000143	Prav.g_01237	Prbh.g_01215
OG0000144	Prav.g_01250	Prbh.g_01201
OG0000145	Prav.g_00362	Prbh.g_01880
OG0000146	Prav.g_00365	Prbh.g_01077
OG0000147	Prav.g_00366	Prbh.g_01076
OG0000148	Prav.g_00413	Prbh.g_00970
OG0000149	Prav.g_00443	Prbh.g_01002
OG0000150	Prav.g_00451	Prbh.g_01012
OG0000151	Prav.g_00509	Prbh.g_00888
OG0000152	Prav.g_00556	Prbh.g_01086
OG0000153	Prav.g_00575	Prbh.g_01104
OG0000154	Prav.g_00907	Prbh.g_01121
OG0000155	Prav.g_01861	Prbh.g_01261
OG0000156	Prav.g_01427	Prbh.g_01362
OG0000157	Prav.g_01428	Prbh.g_01363
OG0000158	Prav.g_01505	Prbh.g_01599
OG0000159	Prav.g_01506	Prbh.g_00039
OG0000160	Prav.g_01579	Prbh.g_00100
OG0000161	Prav.g_01585	Prbh.g_01288, Prbh.g_00106
OG0000162	Prav.g_01591	Prbh.g_00112
OG0000163	Prav.g_01625	Prbh.g_00151
OG0000164	Prav.g_01785	Prbh.g_01758
OG0000165	Prav.g_01792	Prbh.g_01750
OG0000166	Prav.g_00596	Prbh.g_01681
OG0000167	Prav.g_00663	Prbh.g_01609
OG0000168	Prav.g_00673	Prbh.g_01598
OG0000169	Prav.g_00683	Prbh.g_01588
OG0000170	Prav.g_00685	Prbh.g_01585
OG0000171	Prav.g_00704	Prbh.g_01565
OG0000172	Prav.g_00712	Prbh.g_01558
OG0000173	Prav.g_00727	Prbh.g_01543
OG0000174	Prav.g_00755	Prbh.g_01512
OG0000175	Prav.g_00765	Prbh.g_01500
OG0000176	Prav.g_00790	Prbh.g_01472
OG0000177	Prav.g_00791	Prbh.g_01471
OG0000178	Prav.g_00792	Prbh.g_01470
OG0000179	Prav.g_00084	Prbh.g_00764
OG0000180	Prav.g_00085	Prbh.g_00763
OG0000181	Prav.g_00086	Prbh.g_00762
OG0000182	Prav.g_00087	Prbh.g_00761
OG0000183	Prav.g_00091	Prbh.g_00757
OG0000184	Prav.g_00117	Prbh.g_00734
OG0000185	Prav.g_00120	Prbh.g_00731
OG0000186	Prav.g_00129	Prbh.g_00719
OG0000187	Prav.g_00130	Prbh.g_00718
OG0000188	Prav.g_00147	Prbh.g_00701
OG0000189	Prav.g_00161	Prbh.g_00687
OG0000190	Prav.g_00162	Prbh.g_00686
OG0000191	Prav.g_00182	Prbh.g_00664
OG0000192	Prav.g_00186	Prbh.g_00659
OG0000193	Prav.g_00213	Prbh.g_00636
OG0000194	Prav.g_00216	Prbh.g_00633
OG0000195	Prav.g_00887	Prbh.g_00631
OG0000196	Prav.g_00877	Prbh.g_00621
OG0000197	Prav.g_00876	Prbh.g_00620
OG0000198	Prav.g_00875	Prbh.g_00619
OG0000199	Prav.g_00868	Prbh.g_00612
OG0000200	Prav.g_00854	Prbh.g_00599
OG0000201	Prav.g_00846	Prbh.g_00590
OG0000202	Prav.g_00845	Prbh.g_00589
OG0000203	Prav.g_00844	Prbh.g_00588
OG0000204	Prav.g_00843	Prbh.g_00587
OG0000205	Prav.g_00836	Prbh.g_00580
OG0000206	Prav.g_00831	Prbh.g_00575
OG0000207	Prav.g_00829	Prbh.g_00573
OG0000208	Prav.g_00828	Prbh.g_00572
OG0000209	Prav.g_00819	Prbh.g_00563
OG0000210	Prav.g_00818	Prbh.g_00562
OG0000211	Prav.g_00805	Prbh.g_00547
OG0000212	Prav.g_00798	Prbh.g_00539
OG0000213	Prav.g_01904	Prbh.g_00521
OG0000214	Prav.g_01914	Prbh.g_00512
OG0000215	Prav.g_01938	Prbh.g_00485
OG0000216	Prav.g_01940	Prbh.g_00484
OG0000217	Prav.g_01943	Prbh.g_00481
OG0000218	Prav.g_01945	Prbh.g_00479
OG0000219	Prav.g_01946	Prbh.g_00478
OG0000220	Prav.g_01947	Prbh.g_00477
OG0000221	Prav.g_01948	Prbh.g_00476
OG0000222	Prav.g_01956	Prbh.g_00469
OG0000223	Prav.g_01969	Prbh.g_00456
OG0000224	Prav.g_01971	Prbh.g_00454
OG0000225	Prav.g_01992	Prbh.g_00426
OG0000226	Prav.g_01996	Prbh.g_00422
OG0000227	Prav.g_01998	Prbh.g_00420
OG0000228	Prav.g_00974	Prbh.g_00416
OG0000229	Prav.g_01035	Prbh.g_00396
OG0000230	Prav.g_01037	Prbh.g_00394
OG0000231	Prav.g_01048	Prbh.g_00383
OG0000232	Prav.g_01056	Prbh.g_00370
OG0000233	Prav.g_01061	Prbh.g_00365
OG0000234	Prav.g_01074	Prbh.g_00355
OG0000235	Prav.g_01077	Prbh.g_00352
OG0000236	Prav.g_01091	Prbh.g_00338
OG0000237	Prav.g_01104	Prbh.g_00324
OG0000238	Prav.g_01110	Prbh.g_00318
OG0000239	Prav.g_01123	Prbh.g_00305
OG0000240	Prav.g_01124	Prbh.g_00304
OG0000241	Prav.g_01128	Prbh.g_00299
OG0000242	Prav.g_01130	Prbh.g_00297
OG0000243	Prav.g_00954, Prav.g_01141	Prbh.g_00287
OG0000244	Prav.g_01144	Prbh.g_00284
OG0000245	Prav.g_01146	Prbh.g_00282
OG0000246	Prav.g_01150	Prbh.g_00278
OG0000247	Prav.g_01160	Prbh.g_00267
OG0000248	Prav.g_01162	Prbh.g_00264
OG0000249	Prav.g_01164	Prbh.g_00262
OG0000250	Prav.g_01169	Prbh.g_00257
OG0000251	Prav.g_01187	Prbh.g_00239
OG0000252	Prav.g_01190	Prbh.g_00236
OG0000253	Prav.g_01191	Prbh.g_00235
OG0000254	Prav.g_01207	Prbh.g_00218
OG0000255	Prav.g_01213	Prbh.g_00212
OG0000256	Prav.g_01225	Prbh.g_01455
OG0000257	Prav.g_01228	Prbh.g_01223
OG0000258	Prav.g_01241	Prbh.g_01210
OG0000259	Prav.g_01258	Prbh.g_01193
OG0000260	Prav.g_01261	Prbh.g_01190
OG0000261	Prav.g_01263	Prbh.g_01187
OG0000262	Prav.g_01267	Prbh.g_01182
OG0000263	Prav.g_01279	Prbh.g_00915
OG0000264	Prav.g_01289	Prbh.g_00926
OG0000265	Prav.g_00306	Prbh.g_00945
OG0000266	Prav.g_00316	Prbh.g_01163
OG0000267	Prav.g_00327	Prbh.g_01150
OG0000268	Prav.g_00328	Prbh.g_01149
OG0000269	Prav.g_00392	Prbh.g_00948
OG0000270	Prav.g_00395	Prbh.g_00951
OG0000271	Prav.g_00403	Prbh.g_00959
OG0000272	Prav.g_00404	Prbh.g_00960
OG0000273	Prav.g_00427	Prbh.g_00983
OG0000274	Prav.g_00428	Prbh.g_00984
OG0000275	Prav.g_00430	Prbh.g_00987
OG0000276	Prav.g_00435	Prbh.g_00993
OG0000277	Prav.g_00436	Prbh.g_00994
OG0000278	Prav.g_00439	Prbh.g_00997
OG0000279	Prav.g_00446	Prbh.g_01005
OG0000280	Prav.g_00447	Prbh.g_01006
OG0000281	Prav.g_00452	Prbh.g_01013
OG0000282	Prav.g_00501	Prbh.g_00880
OG0000283	Prav.g_00533	Prbh.g_01059
OG0000284	Prav.g_00538	Prbh.g_01064
OG0000285	Prav.g_00543	Prbh.g_01069
OG0000286	Prav.g_00555	Prbh.g_01085
OG0000287	Prav.g_00572	Prbh.g_01342
OG0000288	Prav.g_00906	Prbh.g_01120
OG0000289	Prav.g_00917	Prbh.g_01135
OG0000290	Prav.g_00930	Prbh.g_01034
OG0000291	Prav.g_00932	Prbh.g_01032
OG0000292	Prav.g_00261	Prbh.g_01328
OG0000293	Prav.g_00056	Prbh.g_01293
OG0000294	Prav.g_00057	Prbh.g_01292
OG0000295	Prav.g_00077	Prbh.g_01268
OG0000296	Prav.g_01867	Prbh.g_01266
OG0000297	Prav.g_01859	Prbh.g_01257
OG0000298	Prav.g_01858	Prbh.g_01256
OG0000299	Prav.g_01841	Prbh.g_01237
OG0000300	Prav.g_01838	Prbh.g_01234
OG0000301	Prav.g_00955, Prav.g_01837	Prbh.g_01233
OG0000302	Prav.g_01835	Prbh.g_01231
OG0000303	Prav.g_01828	Prbh.g_01225
OG0000304	Prav.g_01824	Prbh.g_01450
OG0000305	Prav.g_01465	Prbh.g_01326
OG0000306	Prav.g_01468	Prbh.g_01017
OG0000307	Prav.g_01482	Prbh.g_00019
OG0000308	Prav.g_01483	Prbh.g_00020
OG0000309	Prav.g_01487	Prbh.g_00024
OG0000310	Prav.g_01563	Prbh.g_00082
OG0000311	Prav.g_01565	Prbh.g_00084
OG0000312	Prav.g_01568	Prbh.g_00087
OG0000313	Prav.g_01582	Prbh.g_00103
OG0000314	Prav.g_01605	Prbh.g_00126
OG0000315	Prav.g_01615	Prbh.g_00136
OG0000316	Prav.g_01635	Prbh.g_00162
OG0000317	Prav.g_01759	Prbh.g_01785
OG0000318	Prav.g_01762	Prbh.g_01781
OG0000319	Prav.g_01775	Prbh.g_01768
OG0000320	Prav.g_01777	Prbh.g_01766
OG0000321	Prav.g_01778	Prbh.g_01765
OG0000322	Prav.g_01779	Prbh.g_01764
OG0000323	Prav.g_01788	Prbh.g_01755
OG0000324	Prav.g_01815	Prbh.g_01727
OG0000325	Prav.g_00269	Prbh.g_01717
OG0000326	Prav.g_00275	Prbh.g_01710
OG0000327	Prav.g_00591	Prbh.g_01686
OG0000328	Prav.g_00592	Prbh.g_01685
OG0000329	Prav.g_00609	Prbh.g_01668
OG0000330	Prav.g_00610	Prbh.g_01667
OG0000331	Prav.g_00611	Prbh.g_01666
OG0000332	Prav.g_00625	Prbh.g_01652
OG0000333	Prav.g_00627	Prbh.g_01650
OG0000334	Prav.g_00635	Prbh.g_01641
OG0000335	Prav.g_00640	Prbh.g_01636
OG0000336	Prav.g_00644	Prbh.g_01632
OG0000337	Prav.g_00661	Prbh.g_01613
OG0000338	Prav.g_00662	Prbh.g_01612
OG0000339	Prav.g_00666	Prbh.g_01606
OG0000340	Prav.g_00674	Prbh.g_01597
OG0000341	Prav.g_00676	Prbh.g_01595
OG0000342	Prav.g_00677	Prbh.g_01594
OG0000343	Prav.g_00678	Prbh.g_01593
OG0000344	Prav.g_00681	Prbh.g_01590
OG0000345	Prav.g_00686	Prbh.g_01584
OG0000346	Prav.g_00690	Prbh.g_01580
OG0000347	Prav.g_00706	Prbh.g_01563
OG0000348	Prav.g_00715	Prbh.g_01555
OG0000349	Prav.g_00732	Prbh.g_01537
OG0000350	Prav.g_00751	Prbh.g_01516
OG0000351	Prav.g_00768	Prbh.g_01497
OG0000352	Prav.g_00769	Prbh.g_01496
OG0000353	Prav.g_00785	Prbh.g_01477
OG0000355	Prav.g_00787	Prbh.g_01475
OG0000356	Prav.g_00788	Prbh.g_01474
OG0000357	Prav.g_00789	Prbh.g_01473
OG0000358	Prav.g_00793	Prbh.g_01469
OG0000359	Prav.g_00794	Prbh.g_01468
OG0000360	Prav.g_00795	Prbh.g_01467
OG0000361	Prav.g_00078	Prbh.g_01466
OG0000362	Prav.g_00080	Prbh.g_01952
OG0000363	Prav.g_00082	Prbh.g_00766
OG0000364	Prav.g_00083	Prbh.g_00765
OG0000365	Prav.g_00088	Prbh.g_00760
OG0000366	Prav.g_00089	Prbh.g_00759
OG0000367	Prav.g_00090	Prbh.g_00758
OG0000368	Prav.g_00092	Prbh.g_00756
OG0000369	Prav.g_00093	Prbh.g_00755
OG0000370	Prav.g_00094	Prbh.g_00754
OG0000371	Prav.g_00100	Prbh.g_00748
OG0000372	Prav.g_00103	Prbh.g_00746
OG0000373	Prav.g_00104	Prbh.g_00745
OG0000374	Prav.g_00105	Prbh.g_00744
OG0000375	Prav.g_00111	Prbh.g_00743
OG0000376	Prav.g_00113	Prbh.g_00741
OG0000377	Prav.g_00116	Prbh.g_00737
OG0000378	Prav.g_00118	Prbh.g_00733
OG0000379	Prav.g_00121	Prbh.g_00730
OG0000380	Prav.g_00131	Prbh.g_00717
OG0000381	Prav.g_00135	Prbh.g_00712
OG0000382	Prav.g_00146	Prbh.g_00702
OG0000383	Prav.g_00148	Prbh.g_00700
OG0000384	Prav.g_00149	Prbh.g_00699
OG0000385	Prav.g_00150	Prbh.g_00698
OG0000386	Prav.g_00151	Prbh.g_00697
OG0000387	Prav.g_00164	Prbh.g_00684
OG0000388	Prav.g_00167	Prbh.g_00680
OG0000389	Prav.g_00171	Prbh.g_00677
OG0000390	Prav.g_00178	Prbh.g_00668
OG0000391	Prav.g_00181	Prbh.g_00665
OG0000392	Prav.g_00185	Prbh.g_00661
OG0000393	Prav.g_00187	Prbh.g_00658
OG0000394	Prav.g_00188	Prbh.g_00657
OG0000395	Prav.g_00189	Prbh.g_00656
OG0000396	Prav.g_00192	Prbh.g_00654
OG0000397	Prav.g_00194	Prbh.g_00652
OG0000398	Prav.g_00196	Prbh.g_00649
OG0000399	Prav.g_00197	Prbh.g_00648
OG0000400	Prav.g_00198	Prbh.g_00647
OG0000401	Prav.g_00199	Prbh.g_00646
OG0000402	Prav.g_00201	Prbh.g_01144
OG0000403	Prav.g_00202	Prbh.g_00644
OG0000404	Prav.g_00203	Prbh.g_00643
OG0000405	Prav.g_00207	Prbh.g_00639
OG0000406	Prav.g_00214	Prbh.g_00635
OG0000407	Prav.g_00215	Prbh.g_00634
OG0000409	Prav.g_00886	Prbh.g_00630
OG0000410	Prav.g_00885	Prbh.g_00629
OG0000411	Prav.g_00884	Prbh.g_00628
OG0000412	Prav.g_00883	Prbh.g_00627
OG0000413	Prav.g_00882	Prbh.g_00626
OG0000414	Prav.g_00881	Prbh.g_00625
OG0000415	Prav.g_00880	Prbh.g_00624
OG0000416	Prav.g_00879	Prbh.g_00623
OG0000417	Prav.g_00878	Prbh.g_00622
OG0000418	Prav.g_00873	Prbh.g_00617
OG0000419	Prav.g_00871	Prbh.g_00615
OG0000420	Prav.g_00870	Prbh.g_00614
OG0000421	Prav.g_00865	Prbh.g_00610
OG0000422	Prav.g_00864	Prbh.g_00609
OG0000423	Prav.g_00863	Prbh.g_00608
OG0000424	Prav.g_00862	Prbh.g_00607
OG0000425	Prav.g_00861	Prbh.g_00606
OG0000426	Prav.g_00860	Prbh.g_00605
OG0000427	Prav.g_00859	Prbh.g_00604
OG0000428	Prav.g_00857	Prbh.g_00602
OG0000429	Prav.g_00856	Prbh.g_00601
OG0000430	Prav.g_00855	Prbh.g_00600
OG0000431	Prav.g_00853	Prbh.g_00598
OG0000432	Prav.g_00850	Prbh.g_00594
OG0000433	Prav.g_00849	Prbh.g_00593
OG0000434	Prav.g_00848	Prbh.g_00592
OG0000435	Prav.g_00847	Prbh.g_00591
OG0000436	Prav.g_00842	Prbh.g_00586
OG0000437	Prav.g_00841	Prbh.g_00585
OG0000438	Prav.g_00840	Prbh.g_00584
OG0000439	Prav.g_00838	Prbh.g_00582
OG0000440	Prav.g_00837	Prbh.g_00581
OG0000441	Prav.g_00834	Prbh.g_00578
OG0000442	Prav.g_00833	Prbh.g_00577
OG0000443	Prav.g_00832	Prbh.g_00576
OG0000444	Prav.g_00827	Prbh.g_00571
OG0000445	Prav.g_00826	Prbh.g_00570
OG0000446	Prav.g_00825	Prbh.g_00569
OG0000447	Prav.g_00824	Prbh.g_00568
OG0000448	Prav.g_00823	Prbh.g_00567
OG0000449	Prav.g_00822	Prbh.g_00566
OG0000450	Prav.g_00821	Prbh.g_00565
OG0000451	Prav.g_00820	Prbh.g_00564
OG0000452	Prav.g_00817	Prbh.g_00561
OG0000453	Prav.g_00816	Prbh.g_00560
OG0000454	Prav.g_00815	Prbh.g_00559
OG0000455	Prav.g_00814	Prbh.g_00558
OG0000456	Prav.g_00813	Prbh.g_00557
OG0000457	Prav.g_00812	Prbh.g_00555
OG0000458	Prav.g_00811	Prbh.g_00554
OG0000459	Prav.g_00810	Prbh.g_00553
OG0000460	Prav.g_00803	Prbh.g_00545
OG0000461	Prav.g_01889	Prbh.g_00537
OG0000462	Prav.g_01891	Prbh.g_00535
OG0000463	Prav.g_01892	Prbh.g_00534
OG0000464	Prav.g_01893	Prbh.g_00533
OG0000465	Prav.g_01894	Prbh.g_00532
OG0000466	Prav.g_01897	Prbh.g_00529
OG0000467	Prav.g_01898	Prbh.g_00528
OG0000468	Prav.g_01900	Prbh.g_00525
OG0000469	Prav.g_01909	Prbh.g_00517
OG0000470	Prav.g_01911	Prbh.g_00515
OG0000471	Prav.g_01912	Prbh.g_00514
OG0000472	Prav.g_01913	Prbh.g_00513
OG0000473	Prav.g_01915	Prbh.g_00511
OG0000474	Prav.g_01916	Prbh.g_00510
OG0000475	Prav.g_01917	Prbh.g_00509
OG0000476	Prav.g_01918	Prbh.g_00507
OG0000477	Prav.g_01921	Prbh.g_00504
OG0000478	Prav.g_01922	Prbh.g_00503
OG0000479	Prav.g_01923	Prbh.g_00502
OG0000480	Prav.g_01928	Prbh.g_00497
OG0000481	Prav.g_01930	Prbh.g_00494
OG0000482	Prav.g_01931	Prbh.g_00493
OG0000483	Prav.g_01934	Prbh.g_00490
OG0000484	Prav.g_01935	Prbh.g_00489
OG0000485	Prav.g_01936	Prbh.g_00487
OG0000486	Prav.g_01937	Prbh.g_00486
OG0000487	Prav.g_01941	Prbh.g_00483
OG0000488	Prav.g_01944	Prbh.g_00480
OG0000489	Prav.g_01949	Prbh.g_00475
OG0000490	Prav.g_01954	Prbh.g_00471
OG0000491	Prav.g_01955	Prbh.g_00470
OG0000492	Prav.g_01957	Prbh.g_00468
OG0000493	Prav.g_01958	Prbh.g_00467
OG0000494	Prav.g_01959	Prbh.g_00466
OG0000495	Prav.g_01960	Prbh.g_00465
OG0000496	Prav.g_01961	Prbh.g_00464
OG0000497	Prav.g_01962	Prbh.g_00463
OG0000498	Prav.g_01963	Prbh.g_00462
OG0000499	Prav.g_01964	Prbh.g_00461
OG0000500	Prav.g_01965	Prbh.g_00460
OG0000501	Prav.g_01967	Prbh.g_00458
OG0000502	Prav.g_01970	Prbh.g_00455
OG0000503	Prav.g_01980	Prbh.g_00439
OG0000504	Prav.g_01981	Prbh.g_00437
OG0000505	Prav.g_01982	Prbh.g_00436
OG0000506	Prav.g_01984	Prbh.g_00435
OG0000507	Prav.g_01987	Prbh.g_00431
OG0000508	Prav.g_01991	Prbh.g_00427
OG0000509	Prav.g_01993	Prbh.g_00425
OG0000510	Prav.g_01994	Prbh.g_00424
OG0000511	Prav.g_01995	Prbh.g_00423
OG0000512	Prav.g_01997	Prbh.g_00421
OG0000513	Prav.g_00977	Prbh.g_00412
OG0000514	Prav.g_01030	Prbh.g_00401
OG0000515	Prav.g_01031	Prbh.g_00400
OG0000516	Prav.g_01032	Prbh.g_00399
OG0000517	Prav.g_01034	Prbh.g_00397
OG0000518	Prav.g_01045	Prbh.g_00386
OG0000519	Prav.g_01046	Prbh.g_00385
OG0000520	Prav.g_01047	Prbh.g_00384
OG0000521	Prav.g_01052	Prbh.g_00374
OG0000522	Prav.g_01053	Prbh.g_00372
OG0000523	Prav.g_01054	Prbh.g_00371
OG0000524	Prav.g_01059	Prbh.g_00367
OG0000525	Prav.g_01062	Prbh.g_00363
OG0000526	Prav.g_01063	Prbh.g_00361
OG0000527	Prav.g_01071	Prbh.g_00358
OG0000528	Prav.g_01076	Prbh.g_00353
OG0000529	Prav.g_01079	Prbh.g_00350
OG0000530	Prav.g_01082	Prbh.g_00347
OG0000531	Prav.g_01083	Prbh.g_00346
OG0000532	Prav.g_01085	Prbh.g_00344
OG0000533	Prav.g_01086	Prbh.g_00343
OG0000534	Prav.g_01087	Prbh.g_00342
OG0000535	Prav.g_01088	Prbh.g_00341
OG0000536	Prav.g_01089	Prbh.g_00340
OG0000537	Prav.g_01090	Prbh.g_00339
OG0000538	Prav.g_01098	Prbh.g_00329
OG0000539	Prav.g_01099	Prbh.g_00328
OG0000540	Prav.g_01100	Prbh.g_00327
OG0000541	Prav.g_01101	Prbh.g_00326
OG0000542	Prav.g_01103	Prbh.g_00325
OG0000543	Prav.g_01105	Prbh.g_00323
OG0000544	Prav.g_01106	Prbh.g_00322
OG0000545	Prav.g_01108	Prbh.g_00320
OG0000546	Prav.g_01111	Prbh.g_00317
OG0000547	Prav.g_01113	Prbh.g_00315
OG0000548	Prav.g_01114	Prbh.g_00314
OG0000549	Prav.g_01116	Prbh.g_00311
OG0000550	Prav.g_01121	Prbh.g_00306
OG0000551	Prav.g_01125	Prbh.g_00303
OG0000552	Prav.g_01126	Prbh.g_00302
OG0000553	Prav.g_01127	Prbh.g_00301
OG0000554	Prav.g_01132	Prbh.g_00295
OG0000555	Prav.g_01140	Prbh.g_00288
OG0000556	Prav.g_01142	Prbh.g_00286
