Orthogroup	Prau	Syar
OG0000063	Prau.g_00032, Prau.g_01295	Syar.g_00509
OG0000065	Prau.g_00108	Syar.g_03119
OG0000066	Prau.g_00579	Syar.g_03187, Syar.g_02228
OG0000067	Prau.g_00854	Syar.g_02639
OG0000068	Prau.g_01409	Syar.g_02329, Syar.g_01461
OG0000069	Prau.g_01285, Prau.g_01642	Syar.g_01716
OG0000070	Prau.g_00491	Syar.g_02223, Syar.g_03150
OG0000071	Prau.g_01371	Syar.g_02777
OG0000072	Prau.g_00172	Syar.g_00107, Syar.g_01140
OG0000073	Prau.g_00540	Syar.g_01364, Syar.g_01493
OG0000075	Prau.g_01901	Syar.g_03065, Syar.g_00659
OG0000076	Prau.g_00037, Prau.g_01925	Syar.g_00608
OG0000077	Prau.g_00079	Syar.g_03051
OG0000078	Prau.g_00240	Syar.g_03265, Syar.g_03018, Syar.g_01366
OG0000079	Prau.g_00254	Syar.g_00166
OG0000081	Prau.g_00571	Syar.g_01898
OG0000082	Prau.g_00624	Syar.g_02202
OG0000085	Prau.g_01725	Syar.g_02919
OG0000086	Prau.g_00089	Syar.g_03085
OG0000087	Prau.g_00140	Syar.g_03192, Syar.g_00068
OG0000088	Prau.g_00167	Syar.g_00101
OG0000089	Prau.g_00358	Syar.g_01162
OG0000090	Prau.g_00573	Syar.g_03271, Syar.g_02363, Syar.g_02353, Syar.g_02356
OG0000091	Prau.g_00682	Syar.g_01891, Syar.g_02426
OG0000092	Prau.g_00052, Prau.g_00451	Syar.g_01960
OG0000093	Prau.g_00983	Syar.g_02623
OG0000094	Prau.g_01070	Syar.g_01789
OG0000095	Prau.g_01089	Syar.g_01932
OG0000097	Prau.g_01247	Syar.g_01706, Syar.g_00364
OG0000098	Prau.g_01391	Syar.g_02343
OG0000099	Prau.g_01435	Syar.g_00715
OG0000100	Prau.g_01605	Syar.g_02477
OG0000101	Prau.g_01869	Syar.g_01073, Syar.g_03154
OG0000102	Prau.g_01930	Syar.g_00602, Syar.g_02164, Syar.g_01644, Syar.g_02138
OG0000103	Prau.g_02009	Syar.g_00014, Syar.g_00452
OG0000104	Prau.g_02018	Syar.g_00466
OG0000105	Prau.g_00276	Syar.g_00218
OG0000106	Prau.g_00373	Syar.g_01748
OG0000107	Prau.g_00389	Syar.g_03290, Syar.g_00149
OG0000108	Prau.g_00521	Syar.g_01469
OG0000109	Prau.g_00535	Syar.g_03310, Syar.g_01485
OG0000110	Prau.g_00614	Syar.g_02295
OG0000111	Prau.g_00739	Syar.g_01940, Syar.g_00005
OG0000112	Prau.g_00818	Syar.g_03195, Syar.g_02548
OG0000113	Prau.g_00876	Syar.g_02664
OG0000114	Prau.g_00956	Syar.g_01616
OG0000115	Prau.g_01148	Syar.g_02854, Syar.g_01415
OG0000116	Prau.g_01197	Syar.g_01525, Syar.g_02255
OG0000117	Prau.g_01318	Syar.g_01969
OG0000118	Prau.g_01383	Syar.g_02793
OG0000120	Prau.g_01430	Syar.g_00713
OG0000121	Prau.g_01533	Syar.g_02806
OG0000123	Prau.g_01876	Syar.g_01079
OG0000124	Prau.g_01941	Syar.g_00586
OG0000125	Prau.g_01978	Syar.g_00338
OG0000126	Prau.g_02017	Syar.g_00887, Syar.g_00888
OG0000128	Prau.g_00011	Syar.g_00482
OG0000129	Prau.g_00051	Syar.g_00324
OG0000130	Prau.g_00071	Syar.g_03040
OG0000131	Prau.g_00146	Syar.g_02216, Syar.g_00078
OG0000132	Prau.g_00165	Syar.g_00099
OG0000133	Prau.g_00324	Syar.g_02543
OG0000134	Prau.g_00359	Syar.g_02009, Syar.g_01165
OG0000135	Prau.g_00386	Syar.g_00698
OG0000136	Prau.g_00482	Syar.g_02874
OG0000137	Prau.g_00516	Syar.g_01273
OG0000138	Prau.g_00536	Syar.g_01486
OG0000139	Prau.g_00577	Syar.g_03245, Syar.g_02348
OG0000140	Prau.g_00578	Syar.g_02344, Syar.g_03246
OG0000141	Prau.g_00645	Syar.g_02129
OG0000142	Prau.g_00675	Syar.g_02418
OG0000143	Prau.g_00679	Syar.g_02422
OG0000144	Prau.g_00692	Syar.g_02441
OG0000145	Prau.g_00816	Syar.g_01494, Syar.g_03205
OG0000146	Prau.g_00819	Syar.g_02549
OG0000147	Prau.g_00820	Syar.g_02550
OG0000148	Prau.g_00870	Syar.g_02658
OG0000149	Prau.g_00900	Syar.g_01830, Syar.g_03289, Syar.g_03288
OG0000150	Prau.g_00909	Syar.g_02130
OG0000151	Prau.g_00966	Syar.g_02038
OG0000152	Prau.g_01015	Syar.g_02539
OG0000153	Prau.g_01034	Syar.g_03283, Syar.g_02503
OG0000154	Prau.g_01063	Syar.g_01800
OG0000155	Prau.g_01226	Syar.g_01959
OG0000156	Prau.g_01359	Syar.g_01517
OG0000157	Prau.g_01360	Syar.g_01516
OG0000158	Prau.g_01436	Syar.g_00650
OG0000160	Prau.g_01532	Syar.g_02807
OG0000161	Prau.g_01538	Syar.g_02801
OG0000162	Prau.g_01544	Syar.g_02863
OG0000163	Prau.g_01578	Syar.g_00639, Syar.g_01186
OG0000164	Prau.g_01756	Syar.g_03168, Syar.g_02969
OG0000165	Prau.g_01763	Syar.g_02976
OG0000166	Prau.g_01833	Syar.g_01034
OG0000167	Prau.g_01899	Syar.g_00662
OG0000168	Prau.g_01909	Syar.g_00246
OG0000169	Prau.g_01919	Syar.g_00262
OG0000170	Prau.g_01921	Syar.g_00613
OG0000171	Prau.g_01940	Syar.g_00587
OG0000172	Prau.g_01949	Syar.g_00547
OG0000173	Prau.g_01964	Syar.g_00528
OG0000174	Prau.g_01991	Syar.g_00701
OG0000175	Prau.g_02001	Syar.g_00438
OG0000176	Prau.g_00004	Syar.g_00474
OG0000177	Prau.g_00005	Syar.g_00475
OG0000178	Prau.g_00006	Syar.g_00476
OG0000179	Prau.g_00016	Syar.g_00489
OG0000180	Prau.g_00017	Syar.g_00490
OG0000181	Prau.g_00018	Syar.g_00491
OG0000182	Prau.g_00019	Syar.g_00492
OG0000183	Prau.g_00023	Syar.g_00496
OG0000184	Prau.g_00054	Syar.g_00897
OG0000185	Prau.g_00057	Syar.g_00909
OG0000186	Prau.g_00066	Syar.g_03036
OG0000187	Prau.g_00067	Syar.g_03038
OG0000188	Prau.g_00083	Syar.g_03058
OG0000189	Prau.g_00097	Syar.g_03104
OG0000190	Prau.g_00098	Syar.g_03107, Syar.g_02374
OG0000191	Prau.g_00118	Syar.g_00039
OG0000192	Prau.g_00122	Syar.g_00046
OG0000193	Prau.g_00147	Syar.g_00079
OG0000194	Prau.g_00150	Syar.g_03236, Syar.g_00082
OG0000195	Prau.g_00152	Syar.g_00023, Syar.g_00084
OG0000196	Prau.g_00162	Syar.g_00096
OG0000197	Prau.g_00163	Syar.g_00097
OG0000198	Prau.g_00164	Syar.g_00098
OG0000199	Prau.g_00171	Syar.g_00106
OG0000200	Prau.g_00185	Syar.g_00124
OG0000201	Prau.g_00193	Syar.g_01000
OG0000202	Prau.g_00194	Syar.g_00998, Syar.g_00021
OG0000203	Prau.g_00195	Syar.g_00020, Syar.g_00997
OG0000204	Prau.g_00196	Syar.g_00996
OG0000205	Prau.g_00203	Syar.g_00988
OG0000206	Prau.g_00208	Syar.g_00963
OG0000207	Prau.g_00210	Syar.g_00957
OG0000208	Prau.g_00211	Syar.g_00956
OG0000209	Prau.g_00220	Syar.g_00936, Syar.g_03261
OG0000210	Prau.g_00221	Syar.g_00935, Syar.g_03260
OG0000211	Prau.g_00234	Syar.g_03026
OG0000212	Prau.g_00241	Syar.g_03017
OG0000213	Prau.g_00259	Syar.g_00187
OG0000214	Prau.g_00269	Syar.g_00209
OG0000215	Prau.g_00294	Syar.g_00239
OG0000216	Prau.g_00296	Syar.g_00244
OG0000217	Prau.g_00299	Syar.g_00854
OG0000218	Prau.g_00301	Syar.g_00852
OG0000219	Prau.g_00302	Syar.g_00851
OG0000220	Prau.g_00303	Syar.g_00850, Syar.g_02026
OG0000221	Prau.g_00304	Syar.g_00834
OG0000222	Prau.g_00312	Syar.g_02119, Syar.g_00728
OG0000223	Prau.g_00325	Syar.g_00649
OG0000224	Prau.g_00327	Syar.g_00762, Syar.g_00273
OG0000225	Prau.g_00348	Syar.g_01142
OG0000226	Prau.g_00352	Syar.g_01146
OG0000227	Prau.g_00354	Syar.g_01148
OG0000228	Prau.g_00357	Syar.g_01161
OG0000229	Prau.g_00477	Syar.g_01177, Syar.g_03273
OG0000230	Prau.g_00479	Syar.g_01179, Syar.g_03275
OG0000231	Prau.g_00490	Syar.g_02865, Syar.g_03151
OG0000232	Prau.g_00499	Syar.g_01424
OG0000233	Prau.g_00505	Syar.g_03183, Syar.g_01247
OG0000234	Prau.g_00517	Syar.g_01275
OG0000235	Prau.g_00520	Syar.g_01468
OG0000236	Prau.g_00534	Syar.g_03311, Syar.g_01484
OG0000237	Prau.g_00547	Syar.g_01503
OG0000238	Prau.g_00553	Syar.g_01508
OG0000239	Prau.g_00565	Syar.g_03277, Syar.g_02687
OG0000240	Prau.g_00566	Syar.g_03278, Syar.g_02686
OG0000241	Prau.g_00570	Syar.g_02410
OG0000242	Prau.g_00572	Syar.g_01926
OG0000243	Prau.g_00583	Syar.g_02335
OG0000244	Prau.g_00586	Syar.g_02327
OG0000245	Prau.g_00588	Syar.g_02325, Syar.g_03238
OG0000246	Prau.g_00592	Syar.g_02321
OG0000247	Prau.g_00602	Syar.g_02310
OG0000248	Prau.g_00604	Syar.g_02307, Syar.g_03293
OG0000249	Prau.g_00606	Syar.g_02305
OG0000250	Prau.g_00611	Syar.g_02299, Syar.g_03194
OG0000251	Prau.g_00629	Syar.g_03207, Syar.g_02194
OG0000252	Prau.g_00632	Syar.g_02189, Syar.g_03263
OG0000253	Prau.g_00633	Syar.g_02028, Syar.g_03229
OG0000254	Prau.g_00649	Syar.g_02169
OG0000255	Prau.g_00655	Syar.g_00011, Syar.g_02224
OG0000256	Prau.g_00667	Syar.g_02244
OG0000257	Prau.g_00670	Syar.g_02407, Syar.g_01762
OG0000258	Prau.g_00683	Syar.g_02427, Syar.g_00010
OG0000259	Prau.g_00700	Syar.g_02472
OG0000260	Prau.g_00703	Syar.g_03220, Syar.g_02475
OG0000261	Prau.g_00705	Syar.g_01916
OG0000262	Prau.g_00709	Syar.g_01690
OG0000263	Prau.g_00721	Syar.g_01991
OG0000264	Prau.g_00731	Syar.g_02135, Syar.g_03267
OG0000266	Prau.g_00765	Syar.g_01570
OG0000267	Prau.g_00776	Syar.g_01873
OG0000268	Prau.g_00777	Syar.g_02589
OG0000269	Prau.g_00849	Syar.g_02634
OG0000270	Prau.g_00852	Syar.g_00744, Syar.g_02637
OG0000271	Prau.g_00860	Syar.g_02645
OG0000272	Prau.g_00861	Syar.g_02646
OG0000273	Prau.g_00884	Syar.g_02481, Syar.g_00008
OG0000274	Prau.g_00885	Syar.g_00009, Syar.g_02482
OG0000275	Prau.g_00887	Syar.g_01810
OG0000276	Prau.g_00892	Syar.g_01817
OG0000277	Prau.g_00893	Syar.g_01818, Syar.g_03242
OG0000278	Prau.g_00896	Syar.g_01821, Syar.g_03174
OG0000279	Prau.g_00904	Syar.g_01838
OG0000280	Prau.g_00905	Syar.g_02067, Syar.g_00734
OG0000281	Prau.g_00910	Syar.g_02218
OG0000282	Prau.g_00958	Syar.g_01614, Syar.g_03255
OG0000283	Prau.g_00992	Syar.g_02574
OG0000284	Prau.g_00997	Syar.g_03258, Syar.g_02568
OG0000285	Prau.g_01002	Syar.g_02560
OG0000286	Prau.g_01014	Syar.g_02540
OG0000287	Prau.g_01031	Syar.g_02512
OG0000288	Prau.g_01062	Syar.g_01801
OG0000289	Prau.g_01073	Syar.g_03305, Syar.g_01786
OG0000290	Prau.g_01086	Syar.g_01928
OG0000291	Prau.g_01088	Syar.g_01930
OG0000292	Prau.g_01136	Syar.g_00463
OG0000293	Prau.g_01198	Syar.g_03297, Syar.g_01526
OG0000294	Prau.g_01199	Syar.g_01527, Syar.g_03296
OG0000295	Prau.g_01218	Syar.g_01951, Syar.g_03208
OG0000296	Prau.g_01220	Syar.g_01953
OG0000297	Prau.g_01228	Syar.g_01967, Syar.g_03216
OG0000298	Prau.g_01229	Syar.g_01968, Syar.g_03215
OG0000299	Prau.g_01246	Syar.g_01704
OG0000300	Prau.g_01249	Syar.g_01646, Syar.g_01711
OG0000301	Prau.g_01250	Syar.g_01712
OG0000302	Prau.g_01252	Syar.g_01713
OG0000303	Prau.g_01259	Syar.g_03136, Syar.g_01723
OG0000304	Prau.g_01263	Syar.g_01728
OG0000305	Prau.g_01401	Syar.g_01933, Syar.g_03163
OG0000306	Prau.g_01404	Syar.g_01884, Syar.g_03140
OG0000307	Prau.g_01418	Syar.g_01452, Syar.g_03153
OG0000308	Prau.g_01419	Syar.g_01450
OG0000309	Prau.g_01423	Syar.g_01239
OG0000310	Prau.g_01513	Syar.g_02826
OG0000311	Prau.g_01515	Syar.g_02823
OG0000312	Prau.g_01518	Syar.g_00015, Syar.g_02818
OG0000313	Prau.g_01535	Syar.g_02804
OG0000314	Prau.g_01558	Syar.g_01403
OG0000315	Prau.g_01568	Syar.g_01393
OG0000316	Prau.g_01588	Syar.g_02885
OG0000317	Prau.g_01730	Syar.g_02926
OG0000318	Prau.g_01733	Syar.g_02930
OG0000319	Prau.g_01746	Syar.g_02954
OG0000320	Prau.g_01748	Syar.g_02956
OG0000321	Prau.g_01749	Syar.g_02957
OG0000322	Prau.g_01750	Syar.g_02958
OG0000323	Prau.g_01759	Syar.g_02973
OG0000324	Prau.g_01785	Syar.g_00350, Syar.g_03001
OG0000325	Prau.g_01795	Syar.g_03291, Syar.g_00148
OG0000326	Prau.g_01801	Syar.g_00139, Syar.g_03134
OG0000327	Prau.g_01828	Syar.g_01029
OG0000328	Prau.g_01829	Syar.g_01030
OG0000329	Prau.g_01846	Syar.g_03189, Syar.g_01048
OG0000330	Prau.g_01847	Syar.g_03190, Syar.g_01049
OG0000331	Prau.g_01848	Syar.g_01050, Syar.g_03191
OG0000332	Prau.g_01862	Syar.g_01064, Syar.g_03299
OG0000333	Prau.g_01864	Syar.g_01067
OG0000334	Prau.g_01872	Syar.g_01076
OG0000335	Prau.g_01877	Syar.g_01080
OG0000336	Prau.g_01881	Syar.g_01084
OG0000337	Prau.g_01897	Syar.g_00285
OG0000338	Prau.g_01898	Syar.g_03225, Syar.g_00287
OG0000339	Prau.g_01902	Syar.g_00658
OG0000340	Prau.g_01910	Syar.g_00247
OG0000341	Prau.g_01912	Syar.g_00249
OG0000342	Prau.g_01913	Syar.g_00250
OG0000343	Prau.g_01914	Syar.g_00256
OG0000344	Prau.g_01917	Syar.g_00260
OG0000345	Prau.g_01922	Syar.g_00612
OG0000346	Prau.g_01926	Syar.g_00607
OG0000347	Prau.g_01942	Syar.g_00558
OG0000348	Prau.g_01952	Syar.g_00544
OG0000349	Prau.g_01969	Syar.g_00521
OG0000350	Prau.g_01987, Prau.g_01297	Syar.g_00132
OG0000351	Prau.g_02004	Syar.g_00442
OG0000352	Prau.g_02005	Syar.g_00443
OG0000353	Prau.g_02021	Syar.g_00469
OG0000355	Prau.g_00001	Syar.g_00471
OG0000356	Prau.g_00002	Syar.g_00472
OG0000357	Prau.g_00003	Syar.g_00473
OG0000358	Prau.g_00007	Syar.g_00477
OG0000359	Prau.g_00008	Syar.g_00479
OG0000360	Prau.g_00009	Syar.g_00480
OG0000361	Prau.g_00010	Syar.g_00481
OG0000362	Prau.g_00012	Syar.g_00483
OG0000363	Prau.g_00014	Syar.g_00484
OG0000364	Prau.g_00015	Syar.g_02928
OG0000365	Prau.g_00020	Syar.g_00493
OG0000366	Prau.g_00021	Syar.g_00494
OG0000367	Prau.g_00022	Syar.g_03262, Syar.g_00495
OG0000368	Prau.g_00024	Syar.g_00497
OG0000369	Prau.g_00025	Syar.g_00498
OG0000370	Prau.g_00026	Syar.g_00499
OG0000371	Prau.g_00031	Syar.g_00508
OG0000372	Prau.g_00034	Syar.g_00514
OG0000373	Prau.g_00035	Syar.g_00515
OG0000374	Prau.g_00036	Syar.g_00516
OG0000375	Prau.g_00047	Syar.g_00517
OG0000376	Prau.g_00049	Syar.g_00519
OG0000377	Prau.g_00053	Syar.g_00322
OG0000378	Prau.g_00055	Syar.g_00905
OG0000379	Prau.g_00058	Syar.g_00910
OG0000380	Prau.g_00068	Syar.g_03039
OG0000381	Prau.g_00072	Syar.g_03041
OG0000382	Prau.g_00082	Syar.g_03057
OG0000383	Prau.g_00084	Syar.g_03074
OG0000384	Prau.g_00085	Syar.g_03075
OG0000385	Prau.g_00086	Syar.g_03076
OG0000386	Prau.g_00087	Syar.g_03077
OG0000387	Prau.g_00100	Syar.g_03109
OG0000388	Prau.g_00103	Syar.g_03148, Syar.g_03113
OG0000389	Prau.g_00107	Syar.g_03118
OG0000390	Prau.g_00114	Syar.g_00033
OG0000391	Prau.g_00117	Syar.g_00038
OG0000392	Prau.g_00121	Syar.g_00045
OG0000393	Prau.g_00123	Syar.g_00048
OG0000394	Prau.g_00124	Syar.g_00049
OG0000395	Prau.g_00125	Syar.g_00050
OG0000396	Prau.g_00128	Syar.g_00053
OG0000397	Prau.g_00130	Syar.g_00055
OG0000398	Prau.g_00132	Syar.g_00060
OG0000399	Prau.g_00133	Syar.g_00061
OG0000400	Prau.g_00134	Syar.g_00062
OG0000401	Prau.g_00135	Syar.g_00063
OG0000402	Prau.g_00137	Syar.g_00065
OG0000403	Prau.g_00138	Syar.g_00066
OG0000404	Prau.g_00139	Syar.g_00067
OG0000405	Prau.g_00143	Syar.g_00076
OG0000406	Prau.g_00148	Syar.g_00080
OG0000407	Prau.g_00149	Syar.g_00081
OG0000408	Prau.g_00151	Syar.g_00083
OG0000409	Prau.g_00153	Syar.g_00085
OG0000410	Prau.g_00154	Syar.g_00086
OG0000411	Prau.g_00155	Syar.g_00087
OG0000412	Prau.g_00156	Syar.g_00088
OG0000413	Prau.g_00157	Syar.g_00090
OG0000414	Prau.g_00158	Syar.g_00091, Syar.g_03179
OG0000415	Prau.g_00159	Syar.g_00092
OG0000416	Prau.g_00160	Syar.g_00093
OG0000417	Prau.g_00161	Syar.g_00095
OG0000418	Prau.g_00166	Syar.g_00100
OG0000419	Prau.g_00168	Syar.g_00102
OG0000420	Prau.g_00169	Syar.g_00104
OG0000421	Prau.g_00174	Syar.g_00109
OG0000422	Prau.g_00175	Syar.g_00110
OG0000423	Prau.g_00176	Syar.g_00111
OG0000424	Prau.g_00177	Syar.g_00112
OG0000425	Prau.g_00178	Syar.g_00113
OG0000426	Prau.g_00179	Syar.g_00114
OG0000427	Prau.g_00180	Syar.g_00115
OG0000428	Prau.g_00182	Syar.g_00118
OG0000429	Prau.g_00183	Syar.g_00121
OG0000430	Prau.g_00184	Syar.g_00123
OG0000431	Prau.g_00186	Syar.g_00127
OG0000432	Prau.g_00189	Syar.g_01009
OG0000433	Prau.g_00190	Syar.g_01007
OG0000434	Prau.g_00191	Syar.g_01006
OG0000435	Prau.g_00192	Syar.g_01003
OG0000436	Prau.g_00197	Syar.g_00994
OG0000437	Prau.g_00198	Syar.g_00993
OG0000438	Prau.g_00199	Syar.g_00992
OG0000439	Prau.g_00201	Syar.g_00990
OG0000440	Prau.g_00202	Syar.g_00989
OG0000441	Prau.g_00205	Syar.g_00986
OG0000442	Prau.g_00206	Syar.g_00977
OG0000443	Prau.g_00207	Syar.g_00964
OG0000444	Prau.g_00212	Syar.g_00954
OG0000445	Prau.g_00213	Syar.g_00953
OG0000446	Prau.g_00214	Syar.g_00951
OG0000447	Prau.g_00215	Syar.g_00948
OG0000448	Prau.g_00216	Syar.g_00947
OG0000449	Prau.g_00217	Syar.g_00946
OG0000450	Prau.g_00218	Syar.g_00939
OG0000451	Prau.g_00219	Syar.g_00938
OG0000452	Prau.g_00222	Syar.g_00934
OG0000453	Prau.g_00223	Syar.g_00933
OG0000454	Prau.g_00224	Syar.g_00932
OG0000455	Prau.g_00225	Syar.g_00931
OG0000456	Prau.g_00226	Syar.g_00930
OG0000457	Prau.g_00227	Syar.g_00928
OG0000458	Prau.g_00228	Syar.g_00918
OG0000459	Prau.g_00229	Syar.g_00917
OG0000460	Prau.g_00236	Syar.g_03024
OG0000461	Prau.g_00244	Syar.g_00153
OG0000462	Prau.g_00246	Syar.g_00155
OG0000463	Prau.g_00247	Syar.g_00156
OG0000464	Prau.g_00248	Syar.g_00157
OG0000465	Prau.g_00249	Syar.g_00159
OG0000466	Prau.g_00252	Syar.g_00164
OG0000467	Prau.g_00253	Syar.g_00165
OG0000468	Prau.g_00255	Syar.g_00170
OG0000469	Prau.g_00264	Syar.g_00203
OG0000470	Prau.g_00266	Syar.g_00206
OG0000471	Prau.g_00267	Syar.g_00207
OG0000472	Prau.g_00268	Syar.g_00208
OG0000473	Prau.g_00270	Syar.g_00210
OG0000474	Prau.g_00271	Syar.g_00211
OG0000475	Prau.g_00272	Syar.g_00212
OG0000476	Prau.g_00273	Syar.g_00214
OG0000477	Prau.g_00277	Syar.g_00219
OG0000478	Prau.g_00278	Syar.g_00220
OG0000479	Prau.g_00279	Syar.g_00221
OG0000480	Prau.g_00284	Syar.g_00228
OG0000481	Prau.g_00286	Syar.g_00230
OG0000482	Prau.g_00287	Syar.g_00231
OG0000483	Prau.g_00290	Syar.g_00235
OG0000484	Prau.g_00291	Syar.g_00236
OG0000485	Prau.g_00292	Syar.g_00237
OG0000486	Prau.g_00293	Syar.g_00024, Syar.g_00238
OG0000487	Prau.g_00297	Syar.g_00245
OG0000488	Prau.g_00300	Syar.g_00853
OG0000489	Prau.g_00305	Syar.g_00833
OG0000490	Prau.g_00310	Syar.g_00823
OG0000491	Prau.g_00311	Syar.g_00822
OG0000492	Prau.g_00313	Syar.g_00727
OG0000493	Prau.g_00314	Syar.g_00726
OG0000494	Prau.g_00315	Syar.g_00725
OG0000495	Prau.g_00316	Syar.g_00724
OG0000496	Prau.g_00317	Syar.g_00723
OG0000497	Prau.g_00318	Syar.g_00722
OG0000498	Prau.g_00319	Syar.g_00721
OG0000499	Prau.g_00320	Syar.g_00720
OG0000500	Prau.g_00321	Syar.g_00719
OG0000501	Prau.g_00323	Syar.g_00716
OG0000502	Prau.g_00326	Syar.g_00275
OG0000503	Prau.g_00336	Syar.g_01118
OG0000504	Prau.g_00337	Syar.g_01120
OG0000505	Prau.g_00338	Syar.g_01121
OG0000506	Prau.g_00340	Syar.g_01123
OG0000507	Prau.g_00343	Syar.g_01129
OG0000508	Prau.g_00347	Syar.g_01141
OG0000509	Prau.g_00349	Syar.g_01143
OG0000510	Prau.g_00350	Syar.g_01144
OG0000511	Prau.g_00351	Syar.g_01145
OG0000512	Prau.g_00353	Syar.g_01147
OG0000513	Prau.g_00360	Syar.g_01166
OG0000514	Prau.g_00472	Syar.g_01169
OG0000515	Prau.g_00473	Syar.g_01170
OG0000516	Prau.g_00474	Syar.g_01172
OG0000517	Prau.g_00476	Syar.g_01176
OG0000518	Prau.g_00487	Syar.g_02868
OG0000519	Prau.g_00488	Syar.g_02867
OG0000520	Prau.g_00489	Syar.g_02866
OG0000521	Prau.g_00494	Syar.g_01419
OG0000522	Prau.g_00496	Syar.g_01421
OG0000523	Prau.g_00497	Syar.g_01422
OG0000524	Prau.g_00503	Syar.g_01244
OG0000525	Prau.g_00506	Syar.g_01263
OG0000526	Prau.g_00507	Syar.g_01266
OG0000527	Prau.g_00514	Syar.g_01271
OG0000528	Prau.g_00519	Syar.g_01466
OG0000529	Prau.g_00522	Syar.g_01470
OG0000530	Prau.g_00525	Syar.g_01473
OG0000531	Prau.g_00526	Syar.g_01474
OG0000532	Prau.g_00528	Syar.g_01477
OG0000533	Prau.g_00529	Syar.g_01479
OG0000534	Prau.g_00530	Syar.g_01480
OG0000535	Prau.g_00531	Syar.g_01481
OG0000536	Prau.g_00532	Syar.g_01482
OG0000537	Prau.g_00533	Syar.g_01483
OG0000538	Prau.g_00541	Syar.g_01496
OG0000539	Prau.g_00542	Syar.g_01497
OG0000540	Prau.g_00543	Syar.g_01498
OG0000541	Prau.g_00544	Syar.g_01499
OG0000542	Prau.g_00546	Syar.g_01502
OG0000543	Prau.g_00548	Syar.g_01504
OG0000544	Prau.g_00549	Syar.g_01505
OG0000545	Prau.g_00551	Syar.g_01507
OG0000546	Prau.g_00554	Syar.g_01509
OG0000547	Prau.g_00556	Syar.g_01511
OG0000548	Prau.g_00557	Syar.g_01512
OG0000549	Prau.g_00559	Syar.g_02693
OG0000550	Prau.g_00564	Syar.g_02689
OG0000551	Prau.g_00567	Syar.g_02684
OG0000552	Prau.g_00568	Syar.g_02683
OG0000553	Prau.g_00569	Syar.g_02679
OG0000554	Prau.g_00574	Syar.g_02352
OG0000555	Prau.g_00582	Syar.g_02336
OG0000556	Prau.g_00584	Syar.g_02332
