Orthogroup	Prau	Prai
OG0000126	Prau.g_02017	Prai.g_01931
OG0000128	Prau.g_00011	Prai.g_00011
OG0000129	Prau.g_00051	Prai.g_00051
OG0000130	Prau.g_00071	Prai.g_00069
OG0000131	Prau.g_00146	Prai.g_00156
OG0000132	Prau.g_00165	Prai.g_00175
OG0000133	Prau.g_00324	Prai.g_00335
OG0000134	Prau.g_00359	Prai.g_00369
OG0000135	Prau.g_00386	Prai.g_00393
OG0000136	Prau.g_00482	Prai.g_00472
OG0000137	Prau.g_00516	Prai.g_00505
OG0000138	Prau.g_00536	Prai.g_00525
OG0000139	Prau.g_00577	Prai.g_00565
OG0000140	Prau.g_00578	Prai.g_00566
OG0000141	Prau.g_00645	Prai.g_00635
OG0000142	Prau.g_00675	Prai.g_00664
OG0000143	Prau.g_00679	Prai.g_00668
OG0000144	Prau.g_00692	Prai.g_00681
OG0000145	Prau.g_00816	Prai.g_00883
OG0000146	Prau.g_00819	Prai.g_00881
OG0000147	Prau.g_00820	Prai.g_00880
OG0000148	Prau.g_00870	Prai.g_00831
OG0000149	Prau.g_00900	Prai.g_00800
OG0000150	Prau.g_00909	Prai.g_00792
OG0000151	Prau.g_00966	Prai.g_01036
OG0000152	Prau.g_01015	Prai.g_00989
OG0000153	Prau.g_01034	Prai.g_00970
OG0000154	Prau.g_01063	Prai.g_00943
OG0000155	Prau.g_01226	Prai.g_01191
OG0000156	Prau.g_01359	Prai.g_01323
OG0000157	Prau.g_01360	Prai.g_01324
OG0000158	Prau.g_01436	Prai.g_01392
OG0000159	Prau.g_01457	Prai.g_01321
OG0000160	Prau.g_01532	Prai.g_01464
OG0000161	Prau.g_01538	Prai.g_01470
OG0000162	Prau.g_01544	Prai.g_01476
OG0000163	Prau.g_01578	Prai.g_01509
OG0000164	Prau.g_01756	Prai.g_01662
OG0000165	Prau.g_01763	Prai.g_01669
OG0000166	Prau.g_01833	Prai.g_01740
OG0000167	Prau.g_01899	Prai.g_01812
OG0000168	Prau.g_01909	Prai.g_01822
OG0000169	Prau.g_01919	Prai.g_01832
OG0000170	Prau.g_01921	Prai.g_01834
OG0000171	Prau.g_01940	Prai.g_01853
OG0000172	Prau.g_01949	Prai.g_01863
OG0000173	Prau.g_01964	Prai.g_01878
OG0000174	Prau.g_01991	Prai.g_01905
OG0000175	Prau.g_02001	Prai.g_01915
OG0000176	Prau.g_00004	Prai.g_00004
OG0000177	Prau.g_00005	Prai.g_00005
OG0000178	Prau.g_00006	Prai.g_00006
OG0000179	Prau.g_00016	Prai.g_00016
OG0000180	Prau.g_00017	Prai.g_00017
OG0000181	Prau.g_00018	Prai.g_00018
OG0000182	Prau.g_00019	Prai.g_00019
OG0000183	Prau.g_00023	Prai.g_00023
OG0000184	Prau.g_00054	Prai.g_00053
OG0000185	Prau.g_00057	Prai.g_00056
OG0000186	Prau.g_00066	Prai.g_00064
OG0000187	Prau.g_00067	Prai.g_00065
OG0000188	Prau.g_00083	Prai.g_00082
OG0000189	Prau.g_00097	Prai.g_00096
OG0000190	Prau.g_00098	Prai.g_00097
OG0000191	Prau.g_00118	Prai.g_00117
OG0000192	Prau.g_00122	Prai.g_00121
OG0000193	Prau.g_00147	Prai.g_00157
OG0000194	Prau.g_00150	Prai.g_00160
OG0000195	Prau.g_00152	Prai.g_00162
OG0000196	Prau.g_00162	Prai.g_00172
OG0000197	Prau.g_00163	Prai.g_00173
OG0000198	Prau.g_00164	Prai.g_00174
OG0000199	Prau.g_00171	Prai.g_00181
OG0000200	Prau.g_00185	Prai.g_00195
OG0000201	Prau.g_00193	Prai.g_00203
OG0000202	Prau.g_00194	Prai.g_00204
OG0000203	Prau.g_00195	Prai.g_00205
OG0000204	Prau.g_00196	Prai.g_00206
OG0000205	Prau.g_00203	Prai.g_00213
OG0000206	Prau.g_00208	Prai.g_00218
OG0000207	Prau.g_00210	Prai.g_00220
OG0000208	Prau.g_00211	Prai.g_00221
OG0000209	Prau.g_00220	Prai.g_00230
OG0000210	Prau.g_00221	Prai.g_00231
OG0000211	Prau.g_00234	Prai.g_00244
OG0000212	Prau.g_00241	Prai.g_00251
OG0000213	Prau.g_00259	Prai.g_00270
OG0000214	Prau.g_00269	Prai.g_00280
OG0000215	Prau.g_00294	Prai.g_00305
OG0000216	Prau.g_00296	Prai.g_00307
OG0000217	Prau.g_00299	Prai.g_00310
OG0000218	Prau.g_00301	Prai.g_00312
OG0000219	Prau.g_00302	Prai.g_00313
OG0000220	Prau.g_00303	Prai.g_00314
OG0000221	Prau.g_00304	Prai.g_00315
OG0000222	Prau.g_00312	Prai.g_00323
OG0000223	Prau.g_00325	Prai.g_00336
OG0000224	Prau.g_00327	Prai.g_00338
OG0000225	Prau.g_00348	Prai.g_00358
OG0000226	Prau.g_00352	Prai.g_00362
OG0000227	Prau.g_00354	Prai.g_00364
OG0000228	Prau.g_00357	Prai.g_00367
OG0000229	Prau.g_00477	Prai.g_00467
OG0000230	Prau.g_00479	Prai.g_00469
OG0000231	Prau.g_00490	Prai.g_00480
OG0000232	Prau.g_00499	Prai.g_00489
OG0000233	Prau.g_00505	Prai.g_00494
OG0000234	Prau.g_00517	Prai.g_00506
OG0000235	Prau.g_00520	Prai.g_00509
OG0000236	Prau.g_00534	Prai.g_00523
OG0000237	Prau.g_00547	Prai.g_00536
OG0000238	Prau.g_00553	Prai.g_00542
OG0000239	Prau.g_00565	Prai.g_00553
OG0000240	Prau.g_00566	Prai.g_00554
OG0000241	Prau.g_00570	Prai.g_00558
OG0000242	Prau.g_00572	Prai.g_00560
OG0000243	Prau.g_00583	Prai.g_00571
OG0000244	Prau.g_00586	Prai.g_00574
OG0000245	Prau.g_00588	Prai.g_00576
OG0000246	Prau.g_00592	Prai.g_00580
OG0000247	Prau.g_00602	Prai.g_00590
OG0000248	Prau.g_00604	Prai.g_00593
OG0000249	Prau.g_00606	Prai.g_00595
OG0000250	Prau.g_00611	Prai.g_00600
OG0000251	Prau.g_00629	Prai.g_00619
OG0000252	Prau.g_00632	Prai.g_00622
OG0000253	Prau.g_00633	Prai.g_00623
OG0000254	Prau.g_00649	Prai.g_00639
OG0000255	Prau.g_00655	Prai.g_00645
OG0000256	Prau.g_00667	Prai.g_00656
OG0000257	Prau.g_00670	Prai.g_00659
OG0000258	Prau.g_00683	Prai.g_00672
OG0000259	Prau.g_00700	Prai.g_00689
OG0000260	Prau.g_00703	Prai.g_00692
OG0000261	Prau.g_00705	Prai.g_00694
OG0000262	Prau.g_00709	Prai.g_00698
OG0000263	Prau.g_00721	Prai.g_00710
OG0000264	Prau.g_00731	Prai.g_00720
OG0000265	Prau.g_00755	Prai.g_00748
OG0000266	Prau.g_00765	Prai.g_00758
OG0000267	Prau.g_00776	Prai.g_00769
OG0000268	Prau.g_00777	Prai.g_00770
OG0000269	Prau.g_00849	Prai.g_00853
OG0000270	Prau.g_00852	Prai.g_00850
OG0000271	Prau.g_00860	Prai.g_00842
OG0000272	Prau.g_00861	Prai.g_00840, Prai.g_00841
OG0000273	Prau.g_00884	Prai.g_00817
OG0000274	Prau.g_00885	Prai.g_00816
OG0000275	Prau.g_00887	Prai.g_00741, Prai.g_00813
OG0000276	Prau.g_00892	Prai.g_00808
OG0000277	Prau.g_00893	Prai.g_00807
OG0000278	Prau.g_00896	Prai.g_00804
OG0000279	Prau.g_00904	Prai.g_00797
OG0000280	Prau.g_00905	Prai.g_00796
OG0000281	Prau.g_00910	Prai.g_00791
OG0000282	Prau.g_00958	Prai.g_01044
OG0000283	Prau.g_00992	Prai.g_01012
OG0000284	Prau.g_00997	Prai.g_01007
OG0000285	Prau.g_01002	Prai.g_01002
OG0000286	Prau.g_01014	Prai.g_00990
OG0000287	Prau.g_01031	Prai.g_00973
OG0000288	Prau.g_01062	Prai.g_00944
OG0000289	Prau.g_01073	Prai.g_00934
OG0000290	Prau.g_01086	Prai.g_00921
OG0000291	Prau.g_01088	Prai.g_00919
OG0000292	Prau.g_01136	Prai.g_01107
OG0000293	Prau.g_01198	Prai.g_01163
OG0000294	Prau.g_01199	Prai.g_01164
OG0000295	Prau.g_01218	Prai.g_01183
OG0000296	Prau.g_01220	Prai.g_01185
OG0000297	Prau.g_01228	Prai.g_01193
OG0000298	Prau.g_01229	Prai.g_01194
OG0000299	Prau.g_01246	Prai.g_01213
OG0000300	Prau.g_01249	Prai.g_01216
OG0000301	Prau.g_01250	Prai.g_01217
OG0000302	Prau.g_01252	Prai.g_01219
OG0000303	Prau.g_01259	Prai.g_01226
OG0000304	Prau.g_01263	Prai.g_01230
OG0000305	Prau.g_01401	Prai.g_01362
OG0000306	Prau.g_01404	Prai.g_01365
OG0000307	Prau.g_01418	Prai.g_01379
OG0000308	Prau.g_01419	Prai.g_01380
OG0000309	Prau.g_01423	Prai.g_01384
OG0000310	Prau.g_01513	Prai.g_01448
OG0000311	Prau.g_01515	Prai.g_01450
OG0000312	Prau.g_01518	Prai.g_01453
OG0000313	Prau.g_01535	Prai.g_01467
OG0000314	Prau.g_01558	Prai.g_01489
OG0000315	Prau.g_01568	Prai.g_01499
OG0000316	Prau.g_01588	Prai.g_01519
OG0000317	Prau.g_01730	Prai.g_01636
OG0000318	Prau.g_01733	Prai.g_01639
OG0000319	Prau.g_01746	Prai.g_01652
OG0000320	Prau.g_01748	Prai.g_01654
OG0000321	Prau.g_01749	Prai.g_01655
OG0000322	Prau.g_01750	Prai.g_01656
OG0000323	Prau.g_01759	Prai.g_01665
OG0000324	Prau.g_01785	Prai.g_01691
OG0000325	Prau.g_01795	Prai.g_01702
OG0000326	Prau.g_01801	Prai.g_01708
OG0000327	Prau.g_01828	Prai.g_01735
OG0000328	Prau.g_01829	Prai.g_01736
OG0000329	Prau.g_01846	Prai.g_01754
OG0000330	Prau.g_01847	Prai.g_01755
OG0000331	Prau.g_01848	Prai.g_01756
OG0000332	Prau.g_01862	Prai.g_01770
OG0000333	Prau.g_01864	Prai.g_01777
OG0000334	Prau.g_01872	Prai.g_01785
OG0000335	Prau.g_01877	Prai.g_01790
OG0000336	Prau.g_01881	Prai.g_01794
OG0000337	Prau.g_01897	Prai.g_01810
OG0000338	Prau.g_01898	Prai.g_01811
OG0000339	Prau.g_01902	Prai.g_01815
OG0000340	Prau.g_01910	Prai.g_01823
OG0000341	Prau.g_01912	Prai.g_01825
OG0000342	Prau.g_01913	Prai.g_01826
OG0000343	Prau.g_01914	Prai.g_01827
OG0000344	Prau.g_01917	Prai.g_01830
OG0000345	Prau.g_01922	Prai.g_01835
OG0000346	Prau.g_01926	Prai.g_01839
OG0000347	Prau.g_01942	Prai.g_01855
OG0000348	Prau.g_01952	Prai.g_01866
OG0000349	Prau.g_01969	Prai.g_01883
OG0000350	Prau.g_01987	Prai.g_01901
OG0000351	Prau.g_02004	Prai.g_01918
OG0000352	Prau.g_02005	Prai.g_01919
OG0000353	Prau.g_02021	Prai.g_01935
OG0000355	Prau.g_00001	Prai.g_00001
OG0000356	Prau.g_00002	Prai.g_00002
OG0000357	Prau.g_00003	Prai.g_00003
OG0000358	Prau.g_00007	Prai.g_00007
OG0000359	Prau.g_00008	Prai.g_00008
OG0000360	Prau.g_00009	Prai.g_00009
OG0000361	Prau.g_00010	Prai.g_00010
OG0000362	Prau.g_00012	Prai.g_00012
OG0000363	Prau.g_00014	Prai.g_00014
OG0000364	Prau.g_00015	Prai.g_00015
OG0000365	Prau.g_00020	Prai.g_00020
OG0000366	Prau.g_00021	Prai.g_00021
OG0000367	Prau.g_00022	Prai.g_00022
OG0000368	Prau.g_00024	Prai.g_00024
OG0000369	Prau.g_00025	Prai.g_00025
OG0000370	Prau.g_00026	Prai.g_00026
OG0000371	Prau.g_00031	Prai.g_00032
OG0000372	Prau.g_00034	Prai.g_00035
OG0000373	Prau.g_00035	Prai.g_00036
OG0000374	Prau.g_00036	Prai.g_00037
OG0000375	Prau.g_00047	Prai.g_00047
OG0000376	Prau.g_00049	Prai.g_00049
OG0000377	Prau.g_00053	Prai.g_00052
OG0000378	Prau.g_00055	Prai.g_00054
OG0000379	Prau.g_00058	Prai.g_00057
OG0000380	Prau.g_00068	Prai.g_00066
OG0000381	Prau.g_00072	Prai.g_00070
OG0000382	Prau.g_00082	Prai.g_00081
OG0000383	Prau.g_00084	Prai.g_00083
OG0000384	Prau.g_00085	Prai.g_00084
OG0000385	Prau.g_00086	Prai.g_00085
OG0000386	Prau.g_00087	Prai.g_00086
OG0000387	Prau.g_00100	Prai.g_00099
OG0000388	Prau.g_00103	Prai.g_00102
OG0000389	Prau.g_00107	Prai.g_00106
OG0000390	Prau.g_00114	Prai.g_00113
OG0000391	Prau.g_00117	Prai.g_00116
OG0000392	Prau.g_00121	Prai.g_00120
OG0000393	Prau.g_00123	Prai.g_00122
OG0000394	Prau.g_00124	Prai.g_00123
OG0000395	Prau.g_00125	Prai.g_00124
OG0000396	Prau.g_00128	Prai.g_00127
OG0000397	Prau.g_00130	Prai.g_00129
OG0000398	Prau.g_00132	Prai.g_00131
OG0000399	Prau.g_00133	Prai.g_00132
OG0000400	Prau.g_00134	Prai.g_00133
OG0000401	Prau.g_00135	Prai.g_00134
OG0000402	Prau.g_00137	Prai.g_00136
OG0000403	Prau.g_00138	Prai.g_00137
OG0000404	Prau.g_00139	Prai.g_00138
OG0000405	Prau.g_00143	Prai.g_00142
OG0000406	Prau.g_00148	Prai.g_00158
OG0000407	Prau.g_00149	Prai.g_00159
OG0000408	Prau.g_00151	Prai.g_00161
OG0000409	Prau.g_00153	Prai.g_00163
OG0000410	Prau.g_00154	Prai.g_00164
OG0000411	Prau.g_00155	Prai.g_00165
OG0000412	Prau.g_00156	Prai.g_00166
OG0000413	Prau.g_00157	Prai.g_00167
OG0000414	Prau.g_00158	Prai.g_00168
OG0000415	Prau.g_00159	Prai.g_00169
OG0000416	Prau.g_00160	Prai.g_00170
OG0000417	Prau.g_00161	Prai.g_00171
OG0000418	Prau.g_00166	Prai.g_00176
OG0000419	Prau.g_00168	Prai.g_00178
OG0000420	Prau.g_00169	Prai.g_00179
OG0000421	Prau.g_00174	Prai.g_00184
OG0000422	Prau.g_00175	Prai.g_00185
OG0000423	Prau.g_00176	Prai.g_00186
OG0000424	Prau.g_00177	Prai.g_00187
OG0000425	Prau.g_00178	Prai.g_00188
OG0000426	Prau.g_00179	Prai.g_00189
OG0000427	Prau.g_00180	Prai.g_00190
OG0000428	Prau.g_00182	Prai.g_00192
OG0000429	Prau.g_00183	Prai.g_00193
OG0000430	Prau.g_00184	Prai.g_00194
OG0000431	Prau.g_00186	Prai.g_00196
OG0000432	Prau.g_00189	Prai.g_00199
OG0000433	Prau.g_00190	Prai.g_00200
OG0000434	Prau.g_00191	Prai.g_00201
OG0000435	Prau.g_00192	Prai.g_00202
OG0000436	Prau.g_00197	Prai.g_00207
OG0000437	Prau.g_00198	Prai.g_00208
OG0000438	Prau.g_00199	Prai.g_00209
OG0000439	Prau.g_00201	Prai.g_00211
OG0000440	Prau.g_00202	Prai.g_00212
OG0000441	Prau.g_00205	Prai.g_00215
OG0000442	Prau.g_00206	Prai.g_00216
OG0000443	Prau.g_00207	Prai.g_00217
OG0000444	Prau.g_00212	Prai.g_00222
OG0000445	Prau.g_00213	Prai.g_00223
OG0000446	Prau.g_00214	Prai.g_00224
OG0000447	Prau.g_00215	Prai.g_00225
OG0000448	Prau.g_00216	Prai.g_00226
OG0000449	Prau.g_00217	Prai.g_00227
OG0000450	Prau.g_00218	Prai.g_00228
OG0000451	Prau.g_00219	Prai.g_00229
OG0000452	Prau.g_00222	Prai.g_00232
OG0000453	Prau.g_00223	Prai.g_00233
OG0000454	Prau.g_00224	Prai.g_00234
OG0000455	Prau.g_00225	Prai.g_00235
OG0000456	Prau.g_00226	Prai.g_00236
OG0000457	Prau.g_00227	Prai.g_00237
OG0000458	Prau.g_00228	Prai.g_00238
OG0000459	Prau.g_00229	Prai.g_00239
OG0000460	Prau.g_00236	Prai.g_00246
OG0000461	Prau.g_00244	Prai.g_00255
OG0000462	Prau.g_00246	Prai.g_00257
OG0000463	Prau.g_00247	Prai.g_00258
OG0000464	Prau.g_00248	Prai.g_00259
OG0000465	Prau.g_00249	Prai.g_00260
OG0000466	Prau.g_00252	Prai.g_00263
OG0000467	Prau.g_00253	Prai.g_00264
OG0000468	Prau.g_00255	Prai.g_00266
OG0000469	Prau.g_00264	Prai.g_00275
OG0000470	Prau.g_00266	Prai.g_00277
OG0000471	Prau.g_00267	Prai.g_00278
OG0000472	Prau.g_00268	Prai.g_00279
OG0000473	Prau.g_00270	Prai.g_00281
OG0000474	Prau.g_00271	Prai.g_00282
OG0000475	Prau.g_00272	Prai.g_00283
OG0000476	Prau.g_00273	Prai.g_00284
OG0000477	Prau.g_00277	Prai.g_00288
OG0000478	Prau.g_00278	Prai.g_00289
OG0000479	Prau.g_00279	Prai.g_00290
OG0000480	Prau.g_00284	Prai.g_00295
OG0000481	Prau.g_00286	Prai.g_00297
OG0000482	Prau.g_00287	Prai.g_00298
OG0000483	Prau.g_00290	Prai.g_00301
OG0000484	Prau.g_00291	Prai.g_00302
OG0000485	Prau.g_00292	Prai.g_00303
OG0000486	Prau.g_00293	Prai.g_00304
OG0000487	Prau.g_00297	Prai.g_00308
OG0000488	Prau.g_00300	Prai.g_00311
OG0000489	Prau.g_00305	Prai.g_00316
OG0000490	Prau.g_00310	Prai.g_00321
OG0000491	Prau.g_00311	Prai.g_00322
OG0000492	Prau.g_00313	Prai.g_00324
OG0000493	Prau.g_00314	Prai.g_00325
OG0000494	Prau.g_00315	Prai.g_00326
OG0000495	Prau.g_00316	Prai.g_00327
OG0000496	Prau.g_00317	Prai.g_00328
OG0000497	Prau.g_00318	Prai.g_00329
OG0000498	Prau.g_00319	Prai.g_00330
OG0000499	Prau.g_00320	Prai.g_00331
OG0000500	Prau.g_00321	Prai.g_00332
OG0000501	Prau.g_00323	Prai.g_00334
OG0000502	Prau.g_00326	Prai.g_00337
OG0000503	Prau.g_00336	Prai.g_00347
OG0000504	Prau.g_00337	Prai.g_00348
OG0000505	Prau.g_00338	Prai.g_00349
OG0000506	Prau.g_00340	Prai.g_00351
OG0000507	Prau.g_00343	Prai.g_00354
OG0000508	Prau.g_00347	Prai.g_00357
OG0000509	Prau.g_00349	Prai.g_00359
OG0000510	Prau.g_00350	Prai.g_00360
OG0000511	Prau.g_00351	Prai.g_00361
OG0000512	Prau.g_00353	Prai.g_00363
OG0000513	Prau.g_00360	Prai.g_00370
OG0000514	Prau.g_00472	Prai.g_00462
OG0000515	Prau.g_00473	Prai.g_00463
OG0000516	Prau.g_00474	Prai.g_00464
OG0000517	Prau.g_00476	Prai.g_00466
OG0000518	Prau.g_00487	Prai.g_00477
OG0000519	Prau.g_00488	Prai.g_00478
OG0000520	Prau.g_00489	Prai.g_00479
OG0000521	Prau.g_00494	Prai.g_00484
OG0000522	Prau.g_00496	Prai.g_00486
OG0000523	Prau.g_00497	Prai.g_00487
OG0000524	Prau.g_00503	Prai.g_00492
OG0000525	Prau.g_00506	Prai.g_00495
OG0000526	Prau.g_00507	Prai.g_00496
OG0000527	Prau.g_00514	Prai.g_00503
OG0000528	Prau.g_00519	Prai.g_00508
OG0000529	Prau.g_00522	Prai.g_00511
OG0000530	Prau.g_00525	Prai.g_00514
OG0000531	Prau.g_00526	Prai.g_00515
OG0000532	Prau.g_00528	Prai.g_00517
OG0000533	Prau.g_00529	Prai.g_00518
OG0000534	Prau.g_00530	Prai.g_00519
OG0000535	Prau.g_00531	Prai.g_00520
OG0000536	Prau.g_00532	Prai.g_00521
OG0000537	Prau.g_00533	Prai.g_00522
OG0000538	Prau.g_00541	Prai.g_00530
OG0000539	Prau.g_00542	Prai.g_00531
OG0000540	Prau.g_00543	Prai.g_00532
OG0000541	Prau.g_00544	Prai.g_00533
OG0000542	Prau.g_00546	Prai.g_00535
OG0000543	Prau.g_00548	Prai.g_00537
OG0000544	Prau.g_00549	Prai.g_00538
OG0000545	Prau.g_00551	Prai.g_00540
OG0000546	Prau.g_00554	Prai.g_00543
OG0000547	Prau.g_00556	Prai.g_00544
OG0000548	Prau.g_00557	Prai.g_00545
OG0000549	Prau.g_00559	Prai.g_00547
OG0000550	Prau.g_00564	Prai.g_00552
OG0000551	Prau.g_00567	Prai.g_00555
OG0000552	Prau.g_00568	Prai.g_00556
OG0000553	Prau.g_00569	Prai.g_00557
OG0000554	Prau.g_00574	Prai.g_00562
OG0000555	Prau.g_00582	Prai.g_00570
