Orthogroup	Prau	Syai
OG0000131	Prau.g_00146	Syai.g_02608
OG0000132	Prau.g_00165	Syai.g_02628
OG0000133	Prau.g_00324	Syai.g_01507
OG0000134	Prau.g_00359	Syai.g_00520
OG0000135	Prau.g_00386	Syai.g_02826
OG0000136	Prau.g_00482	Syai.g_02217
OG0000137	Prau.g_00516	Syai.g_00865
OG0000138	Prau.g_00536	Syai.g_00654
OG0000139	Prau.g_00577	Syai.g_00714
OG0000140	Prau.g_00578	Syai.g_00716
OG0000141	Prau.g_00645	Syai.g_01041
OG0000142	Prau.g_00675	Syai.g_01104
OG0000143	Prau.g_00679	Syai.g_01108
OG0000144	Prau.g_00692	Syai.g_01608
OG0000145	Prau.g_00816	Syai.g_00660
OG0000146	Prau.g_00819	Syai.g_01513
OG0000147	Prau.g_00820	Syai.g_01514
OG0000148	Prau.g_00870	Syai.g_01361
OG0000149	Prau.g_00900	Syai.g_02059
OG0000150	Prau.g_00909	Syai.g_00717
OG0000151	Prau.g_00966	Syai.g_01280
OG0000152	Prau.g_01015	Syai.g_01503
OG0000153	Prau.g_01034	Syai.g_01461
OG0000154	Prau.g_01063	Syai.g_01434
OG0000155	Prau.g_01226	Syai.g_02109
OG0000156	Prau.g_01359	Syai.g_02162
OG0000157	Prau.g_01360	Syai.g_02163
OG0000158	Prau.g_01436	Syai.g_00135
OG0000160	Prau.g_01532	Syai.g_00952
OG0000161	Prau.g_01538	Syai.g_00946
OG0000162	Prau.g_01544	Syai.g_00939
OG0000163	Prau.g_01578	Syai.g_02300
OG0000164	Prau.g_01756	Syai.g_02411
OG0000165	Prau.g_01763	Syai.g_02244
OG0000166	Prau.g_01833	Syai.g_00364
OG0000167	Prau.g_01899	Syai.g_00164
OG0000168	Prau.g_01909	Syai.g_00134
OG0000169	Prau.g_01919	Syai.g_00123
OG0000170	Prau.g_01921	Syai.g_00116
OG0000171	Prau.g_01940	Syai.g_00090
OG0000172	Prau.g_01949	Syai.g_00083
OG0000173	Prau.g_01964	Syai.g_00064
OG0000174	Prau.g_01991	Syai.g_02828
OG0000175	Prau.g_02001	Syai.g_02901
OG0000176	Prau.g_00004	Syai.g_00004
OG0000177	Prau.g_00005	Syai.g_00005
OG0000178	Prau.g_00006	Syai.g_00006
OG0000179	Prau.g_00016	Syai.g_00023
OG0000180	Prau.g_00017	Syai.g_00024
OG0000181	Prau.g_00018	Syai.g_00025
OG0000182	Prau.g_00019	Syai.g_00026
OG0000183	Prau.g_00023	Syai.g_00030
OG0000184	Prau.g_00054	Syai.g_02756
OG0000185	Prau.g_00057	Syai.g_02734
OG0000186	Prau.g_00066	Syai.g_02469
OG0000187	Prau.g_00067	Syai.g_02471
OG0000188	Prau.g_00083	Syai.g_00696, Syai.g_02494
OG0000189	Prau.g_00097	Syai.g_02530
OG0000190	Prau.g_00098	Syai.g_02532
OG0000191	Prau.g_00118	Syai.g_02562
OG0000192	Prau.g_00122	Syai.g_02569
OG0000193	Prau.g_00147	Syai.g_02609
OG0000194	Prau.g_00150	Syai.g_02612
OG0000195	Prau.g_00152	Syai.g_02614
OG0000196	Prau.g_00162	Syai.g_02625
OG0000197	Prau.g_00163	Syai.g_02626
OG0000198	Prau.g_00164	Syai.g_02627
OG0000199	Prau.g_00171	Syai.g_02635
OG0000200	Prau.g_00185	Syai.g_02651
OG0000201	Prau.g_00193	Syai.g_02667
OG0000202	Prau.g_00194	Syai.g_02668
OG0000203	Prau.g_00195	Syai.g_02669
OG0000204	Prau.g_00196	Syai.g_02670
OG0000205	Prau.g_00203	Syai.g_02677
OG0000206	Prau.g_00208	Syai.g_02684
OG0000207	Prau.g_00210	Syai.g_02686
OG0000208	Prau.g_00211	Syai.g_02687
OG0000209	Prau.g_00220	Syai.g_02699
OG0000210	Prau.g_00221	Syai.g_02700
OG0000211	Prau.g_00234	Syai.g_00533
OG0000212	Prau.g_00241	Syai.g_00544
OG0000213	Prau.g_00259	Syai.g_00292
OG0000214	Prau.g_00269	Syai.g_00276
OG0000215	Prau.g_00294	Syai.g_00245
OG0000216	Prau.g_00296	Syai.g_00241
OG0000217	Prau.g_00299	Syai.g_00237
OG0000218	Prau.g_00301	Syai.g_00235
OG0000219	Prau.g_00302	Syai.g_00234
OG0000220	Prau.g_00303	Syai.g_00233
OG0000221	Prau.g_00304	Syai.g_00227
OG0000222	Prau.g_00312	Syai.g_00215
OG0000223	Prau.g_00325	Syai.g_00194
OG0000224	Prau.g_00327	Syai.g_00186
OG0000225	Prau.g_00348	Syai.g_00502
OG0000226	Prau.g_00352	Syai.g_00506
OG0000227	Prau.g_00354	Syai.g_00508
OG0000228	Prau.g_00357	Syai.g_00516
OG0000229	Prau.g_00477	Syai.g_02228
OG0000230	Prau.g_00479	Syai.g_02226
OG0000231	Prau.g_00490	Syai.g_02208
OG0000232	Prau.g_00499	Syai.g_00846
OG0000233	Prau.g_00505	Syai.g_00855
OG0000234	Prau.g_00517	Syai.g_00866
OG0000235	Prau.g_00520	Syai.g_00637
OG0000236	Prau.g_00534	Syai.g_00652
OG0000237	Prau.g_00547	Syai.g_00669
OG0000238	Prau.g_00553	Syai.g_00674
OG0000239	Prau.g_00565	Syai.g_00691
OG0000240	Prau.g_00566	Syai.g_00692
OG0000241	Prau.g_00570	Syai.g_01085, Syai.g_01089
OG0000242	Prau.g_00572	Syai.g_00705
OG0000243	Prau.g_00583	Syai.g_00726
OG0000244	Prau.g_00586	Syai.g_00731
OG0000245	Prau.g_00588	Syai.g_00733
OG0000246	Prau.g_00592	Syai.g_00737
OG0000247	Prau.g_00602	Syai.g_00748
OG0000248	Prau.g_00604	Syai.g_00751
OG0000249	Prau.g_00606	Syai.g_00753
OG0000250	Prau.g_00611	Syai.g_00762
OG0000251	Prau.g_00629	Syai.g_00789
OG0000252	Prau.g_00632	Syai.g_00797
OG0000253	Prau.g_00633	Syai.g_00798
OG0000254	Prau.g_00649	Syai.g_01045
OG0000255	Prau.g_00655	Syai.g_01061
OG0000256	Prau.g_00667	Syai.g_01077
OG0000257	Prau.g_00670	Syai.g_01084
OG0000258	Prau.g_00683	Syai.g_01113
OG0000259	Prau.g_00700	Syai.g_01229
OG0000260	Prau.g_00703	Syai.g_01232
OG0000261	Prau.g_00705	Syai.g_01235
OG0000262	Prau.g_00709	Syai.g_01240
OG0000263	Prau.g_00721	Syai.g_01776
OG0000264	Prau.g_00731	Syai.g_01962
OG0000265	Prau.g_00755	Syai.g_02245
OG0000266	Prau.g_00765	Syai.g_01401
OG0000267	Prau.g_00776	Syai.g_01569
OG0000268	Prau.g_00777	Syai.g_01568
OG0000269	Prau.g_00849	Syai.g_01316
OG0000270	Prau.g_00852	Syai.g_01319
OG0000271	Prau.g_00860	Syai.g_01327
OG0000272	Prau.g_00861	Syai.g_01328
OG0000273	Prau.g_00884	Syai.g_02037
OG0000274	Prau.g_00885	Syai.g_02038
OG0000275	Prau.g_00887	Syai.g_02043
OG0000276	Prau.g_00892	Syai.g_02051
OG0000277	Prau.g_00893	Syai.g_02052
OG0000278	Prau.g_00896	Syai.g_02055
OG0000279	Prau.g_00904	Syai.g_02063
OG0000280	Prau.g_00905	Syai.g_02084
OG0000281	Prau.g_00910	Syai.g_01719
OG0000282	Prau.g_00958	Syai.g_01263
OG0000283	Prau.g_00992	Syai.g_01554
OG0000284	Prau.g_00997	Syai.g_01548
OG0000285	Prau.g_01002	Syai.g_01522
OG0000286	Prau.g_01014	Syai.g_01504
OG0000287	Prau.g_01031	Syai.g_01469
OG0000288	Prau.g_01062	Syai.g_01435
OG0000289	Prau.g_01073	Syai.g_01421
OG0000290	Prau.g_01086	Syai.g_02010
OG0000291	Prau.g_01088	Syai.g_02008
OG0000292	Prau.g_01136	Syai.g_02926
OG0000293	Prau.g_01198	Syai.g_02155
OG0000294	Prau.g_01199	Syai.g_02154
OG0000295	Prau.g_01218	Syai.g_02117
OG0000296	Prau.g_01220	Syai.g_02115
OG0000297	Prau.g_01228	Syai.g_01754
OG0000298	Prau.g_01229	Syai.g_01755
OG0000299	Prau.g_01246	Syai.g_01783
OG0000300	Prau.g_01249	Syai.g_01790
OG0000301	Prau.g_01250	Syai.g_01791
OG0000302	Prau.g_01252	Syai.g_01793
OG0000303	Prau.g_01259	Syai.g_01802
OG0000304	Prau.g_01263	Syai.g_01826
OG0000305	Prau.g_01401	Syai.g_02005
OG0000306	Prau.g_01404	Syai.g_02090
OG0000307	Prau.g_01418	Syai.g_00619
OG0000308	Prau.g_01419	Syai.g_00617
OG0000309	Prau.g_01423	Syai.g_00612
OG0000310	Prau.g_01513	Syai.g_00989
OG0000311	Prau.g_01515	Syai.g_00985
OG0000312	Prau.g_01518	Syai.g_00966
OG0000313	Prau.g_01535	Syai.g_00949
OG0000314	Prau.g_01558	Syai.g_00908
OG0000315	Prau.g_01568	Syai.g_00897
OG0000316	Prau.g_01588	Syai.g_02320, Syai.g_02322
OG0000317	Prau.g_01730	Syai.g_02373
OG0000318	Prau.g_01733	Syai.g_02379
OG0000319	Prau.g_01746	Syai.g_02395
OG0000320	Prau.g_01748	Syai.g_02397
OG0000321	Prau.g_01749	Syai.g_02398
OG0000322	Prau.g_01750	Syai.g_02399
OG0000323	Prau.g_01759	Syai.g_02413
OG0000324	Prau.g_01785	Syai.g_02272
OG0000325	Prau.g_01795	Syai.g_00320
OG0000326	Prau.g_01801	Syai.g_00327
OG0000327	Prau.g_01828	Syai.g_00359
OG0000328	Prau.g_01829	Syai.g_00360
OG0000329	Prau.g_01846	Syai.g_00378
OG0000330	Prau.g_01847	Syai.g_00379
OG0000331	Prau.g_01848	Syai.g_00380
OG0000332	Prau.g_01862	Syai.g_00395
OG0000333	Prau.g_01864	Syai.g_00398
OG0000334	Prau.g_01872	Syai.g_00407
OG0000335	Prau.g_01877	Syai.g_00412
OG0000336	Prau.g_01881	Syai.g_00416
OG0000337	Prau.g_01897	Syai.g_00169
OG0000338	Prau.g_01898	Syai.g_00166
OG0000339	Prau.g_01902	Syai.g_00160
OG0000340	Prau.g_01910	Syai.g_00133
OG0000341	Prau.g_01912	Syai.g_00131
OG0000342	Prau.g_01913	Syai.g_00130
OG0000343	Prau.g_01914	Syai.g_00129
OG0000344	Prau.g_01917	Syai.g_00125
OG0000345	Prau.g_01922	Syai.g_00115
OG0000346	Prau.g_01926	Syai.g_00110
OG0000347	Prau.g_01942	Syai.g_00087
OG0000348	Prau.g_01952	Syai.g_00076
OG0000349	Prau.g_01969	Syai.g_00057
OG0000350	Prau.g_01987, Prau.g_01297	Syai.g_00334
OG0000351	Prau.g_02004	Syai.g_02904
OG0000352	Prau.g_02005	Syai.g_02905
OG0000353	Prau.g_02021	Syai.g_02932
OG0000355	Prau.g_00001	Syai.g_00001
OG0000356	Prau.g_00002	Syai.g_00002
OG0000357	Prau.g_00003	Syai.g_00003
OG0000358	Prau.g_00007	Syai.g_00007
OG0000359	Prau.g_00008	Syai.g_00009
OG0000360	Prau.g_00009	Syai.g_00010
OG0000361	Prau.g_00010	Syai.g_00011
OG0000362	Prau.g_00012	Syai.g_00013
OG0000363	Prau.g_00014	Syai.g_00015
OG0000364	Prau.g_00015	Syai.g_00016
OG0000365	Prau.g_00020	Syai.g_00027
OG0000366	Prau.g_00021	Syai.g_00028
OG0000367	Prau.g_00022	Syai.g_00029
OG0000368	Prau.g_00024	Syai.g_00031
OG0000369	Prau.g_00025	Syai.g_00032
OG0000370	Prau.g_00026	Syai.g_00033
OG0000371	Prau.g_00031	Syai.g_00041
OG0000372	Prau.g_00034	Syai.g_00047
OG0000373	Prau.g_00035	Syai.g_00048
OG0000374	Prau.g_00036	Syai.g_00049
OG0000375	Prau.g_00047	Syai.g_00053
OG0000376	Prau.g_00049	Syai.g_00055
OG0000377	Prau.g_00053	Syai.g_02769
OG0000378	Prau.g_00055	Syai.g_02751
OG0000379	Prau.g_00058	Syai.g_02733
OG0000380	Prau.g_00068	Syai.g_02472
OG0000381	Prau.g_00072	Syai.g_02475
OG0000382	Prau.g_00082	Syai.g_02493
OG0000383	Prau.g_00084	Syai.g_02498
OG0000384	Prau.g_00085	Syai.g_02499
OG0000385	Prau.g_00086	Syai.g_02500
OG0000386	Prau.g_00087	Syai.g_02501
OG0000387	Prau.g_00100	Syai.g_02534
OG0000388	Prau.g_00103	Syai.g_02538
OG0000389	Prau.g_00107	Syai.g_02542
OG0000390	Prau.g_00114	Syai.g_02556
OG0000391	Prau.g_00117	Syai.g_02561
OG0000392	Prau.g_00121	Syai.g_02568
OG0000393	Prau.g_00123	Syai.g_02570
OG0000394	Prau.g_00124	Syai.g_02571
OG0000395	Prau.g_00125	Syai.g_02572
OG0000396	Prau.g_00128	Syai.g_02575
OG0000397	Prau.g_00130	Syai.g_02577
OG0000398	Prau.g_00132	Syai.g_02582
OG0000399	Prau.g_00133	Syai.g_02583
OG0000400	Prau.g_00134	Syai.g_02584
OG0000401	Prau.g_00135	Syai.g_02585
OG0000402	Prau.g_00137	Syai.g_02588
OG0000403	Prau.g_00138	Syai.g_02589
OG0000404	Prau.g_00139	Syai.g_02590
OG0000405	Prau.g_00143	Syai.g_02606
OG0000406	Prau.g_00148	Syai.g_02610
OG0000407	Prau.g_00149	Syai.g_02611
OG0000408	Prau.g_00151	Syai.g_02613
OG0000409	Prau.g_00153	Syai.g_02615
OG0000410	Prau.g_00154	Syai.g_02616
OG0000411	Prau.g_00155	Syai.g_02617
OG0000412	Prau.g_00156	Syai.g_02618
OG0000413	Prau.g_00157	Syai.g_02620
OG0000414	Prau.g_00158	Syai.g_02621
OG0000415	Prau.g_00159	Syai.g_02622
OG0000416	Prau.g_00160	Syai.g_02623
OG0000417	Prau.g_00161	Syai.g_02624
OG0000418	Prau.g_00166	Syai.g_02629
OG0000419	Prau.g_00168	Syai.g_02631
OG0000420	Prau.g_00169	Syai.g_02633
OG0000421	Prau.g_00174	Syai.g_02638
OG0000422	Prau.g_00175	Syai.g_02639
OG0000423	Prau.g_00176	Syai.g_02640
OG0000424	Prau.g_00177	Syai.g_02641
OG0000425	Prau.g_00178	Syai.g_02642
OG0000426	Prau.g_00179	Syai.g_02643
OG0000427	Prau.g_00180	Syai.g_02644
OG0000428	Prau.g_00182	Syai.g_02647
OG0000429	Prau.g_00183	Syai.g_02649
OG0000430	Prau.g_00184	Syai.g_02650
OG0000431	Prau.g_00186	Syai.g_02654
OG0000432	Prau.g_00189	Syai.g_02660
OG0000433	Prau.g_00190	Syai.g_02662
OG0000434	Prau.g_00191	Syai.g_02663
OG0000435	Prau.g_00192	Syai.g_02666
OG0000436	Prau.g_00197	Syai.g_02671
OG0000437	Prau.g_00198	Syai.g_02672
OG0000438	Prau.g_00199	Syai.g_02673
OG0000439	Prau.g_00201	Syai.g_02675
OG0000440	Prau.g_00202	Syai.g_02676
OG0000441	Prau.g_00205	Syai.g_02681
OG0000442	Prau.g_00206	Syai.g_02682
OG0000443	Prau.g_00207	Syai.g_02683
OG0000444	Prau.g_00212	Syai.g_02688
OG0000445	Prau.g_00213	Syai.g_02689
OG0000446	Prau.g_00214	Syai.g_02690
OG0000447	Prau.g_00215	Syai.g_02693
OG0000448	Prau.g_00216	Syai.g_02694
OG0000449	Prau.g_00217	Syai.g_02695
OG0000450	Prau.g_00218	Syai.g_02696
OG0000451	Prau.g_00219	Syai.g_02697
OG0000452	Prau.g_00222	Syai.g_02701
OG0000453	Prau.g_00223	Syai.g_02702
OG0000454	Prau.g_00224	Syai.g_02703
OG0000455	Prau.g_00225	Syai.g_02704
OG0000456	Prau.g_00226	Syai.g_02705
OG0000457	Prau.g_00227	Syai.g_02707
OG0000458	Prau.g_00228	Syai.g_02708
OG0000459	Prau.g_00229	Syai.g_02709
OG0000460	Prau.g_00236	Syai.g_00535
OG0000461	Prau.g_00244	Syai.g_00314
OG0000462	Prau.g_00246	Syai.g_00311
OG0000463	Prau.g_00247	Syai.g_00310
OG0000464	Prau.g_00248	Syai.g_00309
OG0000465	Prau.g_00249	Syai.g_00307
OG0000466	Prau.g_00252	Syai.g_00303
OG0000467	Prau.g_00253	Syai.g_00301
OG0000468	Prau.g_00255	Syai.g_00296
OG0000469	Prau.g_00264	Syai.g_00282
OG0000470	Prau.g_00266	Syai.g_00280
OG0000471	Prau.g_00267	Syai.g_00279
OG0000472	Prau.g_00268	Syai.g_00277
OG0000473	Prau.g_00270	Syai.g_00275
OG0000474	Prau.g_00271	Syai.g_00274
OG0000475	Prau.g_00272	Syai.g_00273
OG0000476	Prau.g_00273	Syai.g_00271
OG0000477	Prau.g_00277	Syai.g_00265
OG0000478	Prau.g_00278	Syai.g_00264
OG0000479	Prau.g_00279	Syai.g_00263
OG0000480	Prau.g_00284	Syai.g_00256
OG0000481	Prau.g_00286	Syai.g_00254
OG0000482	Prau.g_00287	Syai.g_00253
OG0000483	Prau.g_00290	Syai.g_00249
OG0000484	Prau.g_00291	Syai.g_00248
OG0000485	Prau.g_00292	Syai.g_00247
OG0000486	Prau.g_00293	Syai.g_00246
OG0000487	Prau.g_00297	Syai.g_00240
OG0000488	Prau.g_00300	Syai.g_00236
OG0000489	Prau.g_00305	Syai.g_00226
OG0000490	Prau.g_00310	Syai.g_00218
OG0000491	Prau.g_00311	Syai.g_00217
OG0000492	Prau.g_00313	Syai.g_00214
OG0000493	Prau.g_00314	Syai.g_00213
OG0000494	Prau.g_00315	Syai.g_00212
OG0000495	Prau.g_00316	Syai.g_00211
OG0000496	Prau.g_00317	Syai.g_00210
OG0000497	Prau.g_00318	Syai.g_00209
OG0000498	Prau.g_00319	Syai.g_00208
OG0000499	Prau.g_00320	Syai.g_00207
OG0000500	Prau.g_00321	Syai.g_00206
OG0000501	Prau.g_00323	Syai.g_00203
OG0000502	Prau.g_00326	Syai.g_00192
OG0000503	Prau.g_00336	Syai.g_00486
OG0000504	Prau.g_00337	Syai.g_00488
OG0000505	Prau.g_00338	Syai.g_00489
OG0000506	Prau.g_00340	Syai.g_00491
OG0000507	Prau.g_00343	Syai.g_00497
OG0000508	Prau.g_00347	Syai.g_00501
OG0000509	Prau.g_00349	Syai.g_00503
OG0000510	Prau.g_00350	Syai.g_00504
OG0000511	Prau.g_00351	Syai.g_00505
OG0000512	Prau.g_00353	Syai.g_00507
OG0000513	Prau.g_00360	Syai.g_00521
OG0000514	Prau.g_00472	Syai.g_00528
OG0000515	Prau.g_00473	Syai.g_00529
OG0000516	Prau.g_00474	Syai.g_02223
OG0000517	Prau.g_00476	Syai.g_02229
OG0000518	Prau.g_00487	Syai.g_02211
OG0000519	Prau.g_00488	Syai.g_02210
OG0000520	Prau.g_00489	Syai.g_02209
OG0000521	Prau.g_00494	Syai.g_00842
OG0000522	Prau.g_00496	Syai.g_00844
OG0000523	Prau.g_00497	Syai.g_00845
OG0000524	Prau.g_00503	Syai.g_00852
OG0000525	Prau.g_00506	Syai.g_00856
OG0000526	Prau.g_00507	Syai.g_00859
OG0000527	Prau.g_00514	Syai.g_00863
OG0000528	Prau.g_00519	Syai.g_00633
OG0000529	Prau.g_00522	Syai.g_00639
OG0000530	Prau.g_00525	Syai.g_00642
OG0000531	Prau.g_00526	Syai.g_00643
OG0000532	Prau.g_00528	Syai.g_00646
OG0000533	Prau.g_00529	Syai.g_00647
OG0000534	Prau.g_00530	Syai.g_00648
OG0000535	Prau.g_00531	Syai.g_00649
OG0000536	Prau.g_00532	Syai.g_00650
OG0000537	Prau.g_00533	Syai.g_00651
OG0000538	Prau.g_00541	Syai.g_00662
OG0000539	Prau.g_00542	Syai.g_00663
OG0000540	Prau.g_00543	Syai.g_00664
OG0000541	Prau.g_00544	Syai.g_00665
OG0000542	Prau.g_00546	Syai.g_00668
OG0000543	Prau.g_00548	Syai.g_00670
OG0000544	Prau.g_00549	Syai.g_00671
OG0000545	Prau.g_00551	Syai.g_00673
OG0000546	Prau.g_00554	Syai.g_00675
OG0000547	Prau.g_00556	Syai.g_00677
OG0000548	Prau.g_00557	Syai.g_00678
OG0000549	Prau.g_00559	Syai.g_00684
OG0000550	Prau.g_00564	Syai.g_00689
OG0000551	Prau.g_00567	Syai.g_00694
OG0000552	Prau.g_00568	Syai.g_00695
OG0000553	Prau.g_00569	Syai.g_00698
OG0000554	Prau.g_00574	Syai.g_00708
OG0000555	Prau.g_00582	Syai.g_00725
OG0000556	Prau.g_00584	Syai.g_00728
OG0000557	Prau.g_00585	Syai.g_00730
OG0000558	Prau.g_00587	Syai.g_00732
OG0000559	Prau.g_00591	Syai.g_00736
OG0000560	Prau.g_00594	Syai.g_00739
OG0000561	Prau.g_00595	Syai.g_00740
OG0000562	Prau.g_00596	Syai.g_00741
OG0000563	Prau.g_00597	Syai.g_00742
OG0000564	Prau.g_00598	Syai.g_00743
OG0000565	Prau.g_00601	Syai.g_00746
OG0000566	Prau.g_00603	Syai.g_00750
OG0000567	Prau.g_00607	Syai.g_00754
OG0000568	Prau.g_00608	Syai.g_00758
OG0000569	Prau.g_00609	Syai.g_00759
OG0000570	Prau.g_00610	Syai.g_00760
OG0000571	Prau.g_00612	Syai.g_00764
OG0000572	Prau.g_00625	Syai.g_00782
OG0000573	Prau.g_00630	Syai.g_00790
OG0000574	Prau.g_00631	Syai.g_00796
OG0000575	Prau.g_00635	Syai.g_00800
OG0000576	Prau.g_00637	Syai.g_00802
