Orthogroup	Prau	Prbh
OG0000121	Prau.g_01533	Prbh.g_00101
OG0000122	Prau.g_01571	Prbh.g_01347, Prbh.g_00143
OG0000123	Prau.g_01876	Prbh.g_01637
OG0000124	Prau.g_01941	Prbh.g_01564
OG0000125	Prau.g_01978	Prbh.g_01528
OG0000126	Prau.g_02017	Prbh.g_01481
OG0000127	Prau.g_01292	Prbh.g_01938
OG0000128	Prau.g_00011	Prbh.g_01953
OG0000129	Prau.g_00051	Prbh.g_00738
OG0000130	Prau.g_00071	Prbh.g_00713
OG0000131	Prau.g_00146	Prbh.g_00637
OG0000132	Prau.g_00165	Prbh.g_00618
OG0000133	Prau.g_00324	Prbh.g_00457
OG0000134	Prau.g_00359	Prbh.g_00413
OG0000135	Prau.g_00386	Prbh.g_01825
OG0000136	Prau.g_00482	Prbh.g_00391
OG0000137	Prau.g_00516	Prbh.g_00356
OG0000138	Prau.g_00536	Prbh.g_00336
OG0000139	Prau.g_00577	Prbh.g_00292
OG0000140	Prau.g_00578	Prbh.g_00291
OG0000141	Prau.g_00645	Prbh.g_00222
OG0000142	Prau.g_00675	Prbh.g_01218
OG0000143	Prau.g_00679	Prbh.g_01215
OG0000144	Prau.g_00692	Prbh.g_01201
OG0000145	Prau.g_00816	Prbh.g_01880
OG0000146	Prau.g_00819	Prbh.g_01077
OG0000147	Prau.g_00820	Prbh.g_01076
OG0000148	Prau.g_00870	Prbh.g_00970
OG0000149	Prau.g_00900	Prbh.g_01002
OG0000150	Prau.g_00909	Prbh.g_01012
OG0000151	Prau.g_00966	Prbh.g_00888
OG0000152	Prau.g_01015	Prbh.g_01086
OG0000153	Prau.g_01034	Prbh.g_01104
OG0000154	Prau.g_01063	Prbh.g_01121
OG0000155	Prau.g_01226	Prbh.g_01261
OG0000156	Prau.g_01359	Prbh.g_01362
OG0000157	Prau.g_01360	Prbh.g_01363
OG0000158	Prau.g_01436	Prbh.g_01599
OG0000159	Prau.g_01457	Prbh.g_00039
OG0000160	Prau.g_01532	Prbh.g_00100
OG0000161	Prau.g_01538	Prbh.g_01288, Prbh.g_00106
OG0000162	Prau.g_01544	Prbh.g_00112
OG0000163	Prau.g_01578	Prbh.g_00151
OG0000164	Prau.g_01756	Prbh.g_01758
OG0000165	Prau.g_01763	Prbh.g_01750
OG0000166	Prau.g_01833	Prbh.g_01681
OG0000167	Prau.g_01899	Prbh.g_01609
OG0000168	Prau.g_01909	Prbh.g_01598
OG0000169	Prau.g_01919	Prbh.g_01588
OG0000170	Prau.g_01921	Prbh.g_01585
OG0000171	Prau.g_01940	Prbh.g_01565
OG0000172	Prau.g_01949	Prbh.g_01558
OG0000173	Prau.g_01964	Prbh.g_01543
OG0000174	Prau.g_01991	Prbh.g_01512
OG0000175	Prau.g_02001	Prbh.g_01500
OG0000176	Prau.g_00004	Prbh.g_01472
OG0000177	Prau.g_00005	Prbh.g_01471
OG0000178	Prau.g_00006	Prbh.g_01470
OG0000179	Prau.g_00016	Prbh.g_00764
OG0000180	Prau.g_00017	Prbh.g_00763
OG0000181	Prau.g_00018	Prbh.g_00762
OG0000182	Prau.g_00019	Prbh.g_00761
OG0000183	Prau.g_00023	Prbh.g_00757
OG0000184	Prau.g_00054	Prbh.g_00734
OG0000185	Prau.g_00057	Prbh.g_00731
OG0000186	Prau.g_00066	Prbh.g_00719
OG0000187	Prau.g_00067	Prbh.g_00718
OG0000188	Prau.g_00083	Prbh.g_00701
OG0000189	Prau.g_00097	Prbh.g_00687
OG0000190	Prau.g_00098	Prbh.g_00686
OG0000191	Prau.g_00118	Prbh.g_00664
OG0000192	Prau.g_00122	Prbh.g_00659
OG0000193	Prau.g_00147	Prbh.g_00636
OG0000194	Prau.g_00150	Prbh.g_00633
OG0000195	Prau.g_00152	Prbh.g_00631
OG0000196	Prau.g_00162	Prbh.g_00621
OG0000197	Prau.g_00163	Prbh.g_00620
OG0000198	Prau.g_00164	Prbh.g_00619
OG0000199	Prau.g_00171	Prbh.g_00612
OG0000200	Prau.g_00185	Prbh.g_00599
OG0000201	Prau.g_00193	Prbh.g_00590
OG0000202	Prau.g_00194	Prbh.g_00589
OG0000203	Prau.g_00195	Prbh.g_00588
OG0000204	Prau.g_00196	Prbh.g_00587
OG0000205	Prau.g_00203	Prbh.g_00580
OG0000206	Prau.g_00208	Prbh.g_00575
OG0000207	Prau.g_00210	Prbh.g_00573
OG0000208	Prau.g_00211	Prbh.g_00572
OG0000209	Prau.g_00220	Prbh.g_00563
OG0000210	Prau.g_00221	Prbh.g_00562
OG0000211	Prau.g_00234	Prbh.g_00547
OG0000212	Prau.g_00241	Prbh.g_00539
OG0000213	Prau.g_00259	Prbh.g_00521
OG0000214	Prau.g_00269	Prbh.g_00512
OG0000215	Prau.g_00294	Prbh.g_00485
OG0000216	Prau.g_00296	Prbh.g_00484
OG0000217	Prau.g_00299	Prbh.g_00481
OG0000218	Prau.g_00301	Prbh.g_00479
OG0000219	Prau.g_00302	Prbh.g_00478
OG0000220	Prau.g_00303	Prbh.g_00477
OG0000221	Prau.g_00304	Prbh.g_00476
OG0000222	Prau.g_00312	Prbh.g_00469
OG0000223	Prau.g_00325	Prbh.g_00456
OG0000224	Prau.g_00327	Prbh.g_00454
OG0000225	Prau.g_00348	Prbh.g_00426
OG0000226	Prau.g_00352	Prbh.g_00422
OG0000227	Prau.g_00354	Prbh.g_00420
OG0000228	Prau.g_00357	Prbh.g_00416
OG0000229	Prau.g_00477	Prbh.g_00396
OG0000230	Prau.g_00479	Prbh.g_00394
OG0000231	Prau.g_00490	Prbh.g_00383
OG0000232	Prau.g_00499	Prbh.g_00370
OG0000233	Prau.g_00505	Prbh.g_00365
OG0000234	Prau.g_00517	Prbh.g_00355
OG0000235	Prau.g_00520	Prbh.g_00352
OG0000236	Prau.g_00534	Prbh.g_00338
OG0000237	Prau.g_00547	Prbh.g_00324
OG0000238	Prau.g_00553	Prbh.g_00318
OG0000239	Prau.g_00565	Prbh.g_00305
OG0000240	Prau.g_00566	Prbh.g_00304
OG0000241	Prau.g_00570	Prbh.g_00299
OG0000242	Prau.g_00572	Prbh.g_00297
OG0000243	Prau.g_00583	Prbh.g_00287
OG0000244	Prau.g_00586	Prbh.g_00284
OG0000245	Prau.g_00588	Prbh.g_00282
OG0000246	Prau.g_00592	Prbh.g_00278
OG0000247	Prau.g_00602	Prbh.g_00267
OG0000248	Prau.g_00604	Prbh.g_00264
OG0000249	Prau.g_00606	Prbh.g_00262
OG0000250	Prau.g_00611	Prbh.g_00257
OG0000251	Prau.g_00629	Prbh.g_00239
OG0000252	Prau.g_00632	Prbh.g_00236
OG0000253	Prau.g_00633	Prbh.g_00235
OG0000254	Prau.g_00649	Prbh.g_00218
OG0000255	Prau.g_00655	Prbh.g_00212
OG0000256	Prau.g_00667	Prbh.g_01455
OG0000257	Prau.g_00670	Prbh.g_01223
OG0000258	Prau.g_00683	Prbh.g_01210
OG0000259	Prau.g_00700	Prbh.g_01193
OG0000260	Prau.g_00703	Prbh.g_01190
OG0000261	Prau.g_00705	Prbh.g_01187
OG0000262	Prau.g_00709	Prbh.g_01182
OG0000263	Prau.g_00721	Prbh.g_00915
OG0000264	Prau.g_00731	Prbh.g_00926
OG0000265	Prau.g_00755	Prbh.g_00945
OG0000266	Prau.g_00765	Prbh.g_01163
OG0000267	Prau.g_00776	Prbh.g_01150
OG0000268	Prau.g_00777	Prbh.g_01149
OG0000269	Prau.g_00849	Prbh.g_00948
OG0000270	Prau.g_00852	Prbh.g_00951
OG0000271	Prau.g_00860	Prbh.g_00959
OG0000272	Prau.g_00861	Prbh.g_00960
OG0000273	Prau.g_00884	Prbh.g_00983
OG0000274	Prau.g_00885	Prbh.g_00984
OG0000275	Prau.g_00887	Prbh.g_00987
OG0000276	Prau.g_00892	Prbh.g_00993
OG0000277	Prau.g_00893	Prbh.g_00994
OG0000278	Prau.g_00896	Prbh.g_00997
OG0000279	Prau.g_00904	Prbh.g_01005
OG0000280	Prau.g_00905	Prbh.g_01006
OG0000281	Prau.g_00910	Prbh.g_01013
OG0000282	Prau.g_00958	Prbh.g_00880
OG0000283	Prau.g_00992	Prbh.g_01059
OG0000284	Prau.g_00997	Prbh.g_01064
OG0000285	Prau.g_01002	Prbh.g_01069
OG0000286	Prau.g_01014	Prbh.g_01085
OG0000287	Prau.g_01031	Prbh.g_01342
OG0000288	Prau.g_01062	Prbh.g_01120
OG0000289	Prau.g_01073	Prbh.g_01135
OG0000290	Prau.g_01086	Prbh.g_01034
OG0000291	Prau.g_01088	Prbh.g_01032
OG0000292	Prau.g_01136	Prbh.g_01328
OG0000293	Prau.g_01198	Prbh.g_01293
OG0000294	Prau.g_01199	Prbh.g_01292
OG0000295	Prau.g_01218	Prbh.g_01268
OG0000296	Prau.g_01220	Prbh.g_01266
OG0000297	Prau.g_01228	Prbh.g_01257
OG0000298	Prau.g_01229	Prbh.g_01256
OG0000299	Prau.g_01246	Prbh.g_01237
OG0000300	Prau.g_01249	Prbh.g_01234
OG0000301	Prau.g_01250	Prbh.g_01233
OG0000302	Prau.g_01252	Prbh.g_01231
OG0000303	Prau.g_01259	Prbh.g_01225
OG0000304	Prau.g_01263	Prbh.g_01450
OG0000305	Prau.g_01401	Prbh.g_01326
OG0000306	Prau.g_01404	Prbh.g_01017
OG0000307	Prau.g_01418	Prbh.g_00019
OG0000308	Prau.g_01419	Prbh.g_00020
OG0000309	Prau.g_01423	Prbh.g_00024
OG0000310	Prau.g_01513	Prbh.g_00082
OG0000311	Prau.g_01515	Prbh.g_00084
OG0000312	Prau.g_01518	Prbh.g_00087
OG0000313	Prau.g_01535	Prbh.g_00103
OG0000314	Prau.g_01558	Prbh.g_00126
OG0000315	Prau.g_01568	Prbh.g_00136
OG0000316	Prau.g_01588	Prbh.g_00162
OG0000317	Prau.g_01730	Prbh.g_01785
OG0000318	Prau.g_01733	Prbh.g_01781
OG0000319	Prau.g_01746	Prbh.g_01768
OG0000320	Prau.g_01748	Prbh.g_01766
OG0000321	Prau.g_01749	Prbh.g_01765
OG0000322	Prau.g_01750	Prbh.g_01764
OG0000323	Prau.g_01759	Prbh.g_01755
OG0000324	Prau.g_01785	Prbh.g_01727
OG0000325	Prau.g_01795	Prbh.g_01717
OG0000326	Prau.g_01801	Prbh.g_01710
OG0000327	Prau.g_01828	Prbh.g_01686
OG0000328	Prau.g_01829	Prbh.g_01685
OG0000329	Prau.g_01846	Prbh.g_01668
OG0000330	Prau.g_01847	Prbh.g_01667
OG0000331	Prau.g_01848	Prbh.g_01666
OG0000332	Prau.g_01862	Prbh.g_01652
OG0000333	Prau.g_01864	Prbh.g_01650
OG0000334	Prau.g_01872	Prbh.g_01641
OG0000335	Prau.g_01877	Prbh.g_01636
OG0000336	Prau.g_01881	Prbh.g_01632
OG0000337	Prau.g_01897	Prbh.g_01613
OG0000338	Prau.g_01898	Prbh.g_01612
OG0000339	Prau.g_01902	Prbh.g_01606
OG0000340	Prau.g_01910	Prbh.g_01597
OG0000341	Prau.g_01912	Prbh.g_01595
OG0000342	Prau.g_01913	Prbh.g_01594
OG0000343	Prau.g_01914	Prbh.g_01593
OG0000344	Prau.g_01917	Prbh.g_01590
OG0000345	Prau.g_01922	Prbh.g_01584
OG0000346	Prau.g_01926	Prbh.g_01580
OG0000347	Prau.g_01942	Prbh.g_01563
OG0000348	Prau.g_01952	Prbh.g_01555
OG0000349	Prau.g_01969	Prbh.g_01537
OG0000350	Prau.g_01987, Prau.g_01297	Prbh.g_01516
OG0000351	Prau.g_02004	Prbh.g_01497
OG0000352	Prau.g_02005	Prbh.g_01496
OG0000353	Prau.g_02021	Prbh.g_01477
OG0000355	Prau.g_00001	Prbh.g_01475
OG0000356	Prau.g_00002	Prbh.g_01474
OG0000357	Prau.g_00003	Prbh.g_01473
OG0000358	Prau.g_00007	Prbh.g_01469
OG0000359	Prau.g_00008	Prbh.g_01468
OG0000360	Prau.g_00009	Prbh.g_01467
OG0000361	Prau.g_00010	Prbh.g_01466
OG0000362	Prau.g_00012	Prbh.g_01952
OG0000363	Prau.g_00014	Prbh.g_00766
OG0000364	Prau.g_00015	Prbh.g_00765
OG0000365	Prau.g_00020	Prbh.g_00760
OG0000366	Prau.g_00021	Prbh.g_00759
OG0000367	Prau.g_00022	Prbh.g_00758
OG0000368	Prau.g_00024	Prbh.g_00756
OG0000369	Prau.g_00025	Prbh.g_00755
OG0000370	Prau.g_00026	Prbh.g_00754
OG0000371	Prau.g_00031	Prbh.g_00748
OG0000372	Prau.g_00034	Prbh.g_00746
OG0000373	Prau.g_00035	Prbh.g_00745
OG0000374	Prau.g_00036	Prbh.g_00744
OG0000375	Prau.g_00047	Prbh.g_00743
OG0000376	Prau.g_00049	Prbh.g_00741
OG0000377	Prau.g_00053	Prbh.g_00737
OG0000378	Prau.g_00055	Prbh.g_00733
OG0000379	Prau.g_00058	Prbh.g_00730
OG0000380	Prau.g_00068	Prbh.g_00717
OG0000381	Prau.g_00072	Prbh.g_00712
OG0000382	Prau.g_00082	Prbh.g_00702
OG0000383	Prau.g_00084	Prbh.g_00700
OG0000384	Prau.g_00085	Prbh.g_00699
OG0000385	Prau.g_00086	Prbh.g_00698
OG0000386	Prau.g_00087	Prbh.g_00697
OG0000387	Prau.g_00100	Prbh.g_00684
OG0000388	Prau.g_00103	Prbh.g_00680
OG0000389	Prau.g_00107	Prbh.g_00677
OG0000390	Prau.g_00114	Prbh.g_00668
OG0000391	Prau.g_00117	Prbh.g_00665
OG0000392	Prau.g_00121	Prbh.g_00661
OG0000393	Prau.g_00123	Prbh.g_00658
OG0000394	Prau.g_00124	Prbh.g_00657
OG0000395	Prau.g_00125	Prbh.g_00656
OG0000396	Prau.g_00128	Prbh.g_00654
OG0000397	Prau.g_00130	Prbh.g_00652
OG0000398	Prau.g_00132	Prbh.g_00649
OG0000399	Prau.g_00133	Prbh.g_00648
OG0000400	Prau.g_00134	Prbh.g_00647
OG0000401	Prau.g_00135	Prbh.g_00646
OG0000402	Prau.g_00137	Prbh.g_01144
OG0000403	Prau.g_00138	Prbh.g_00644
OG0000404	Prau.g_00139	Prbh.g_00643
OG0000405	Prau.g_00143	Prbh.g_00639
OG0000406	Prau.g_00148	Prbh.g_00635
OG0000407	Prau.g_00149	Prbh.g_00634
OG0000408	Prau.g_00151	Prbh.g_00632
OG0000409	Prau.g_00153	Prbh.g_00630
OG0000410	Prau.g_00154	Prbh.g_00629
OG0000411	Prau.g_00155	Prbh.g_00628
OG0000412	Prau.g_00156	Prbh.g_00627
OG0000413	Prau.g_00157	Prbh.g_00626
OG0000414	Prau.g_00158	Prbh.g_00625
OG0000415	Prau.g_00159	Prbh.g_00624
OG0000416	Prau.g_00160	Prbh.g_00623
OG0000417	Prau.g_00161	Prbh.g_00622
OG0000418	Prau.g_00166	Prbh.g_00617
OG0000419	Prau.g_00168	Prbh.g_00615
OG0000420	Prau.g_00169	Prbh.g_00614
OG0000421	Prau.g_00174	Prbh.g_00610
OG0000422	Prau.g_00175	Prbh.g_00609
OG0000423	Prau.g_00176	Prbh.g_00608
OG0000424	Prau.g_00177	Prbh.g_00607
OG0000425	Prau.g_00178	Prbh.g_00606
OG0000426	Prau.g_00179	Prbh.g_00605
OG0000427	Prau.g_00180	Prbh.g_00604
OG0000428	Prau.g_00182	Prbh.g_00602
OG0000429	Prau.g_00183	Prbh.g_00601
OG0000430	Prau.g_00184	Prbh.g_00600
OG0000431	Prau.g_00186	Prbh.g_00598
OG0000432	Prau.g_00189	Prbh.g_00594
OG0000433	Prau.g_00190	Prbh.g_00593
OG0000434	Prau.g_00191	Prbh.g_00592
OG0000435	Prau.g_00192	Prbh.g_00591
OG0000436	Prau.g_00197	Prbh.g_00586
OG0000437	Prau.g_00198	Prbh.g_00585
OG0000438	Prau.g_00199	Prbh.g_00584
OG0000439	Prau.g_00201	Prbh.g_00582
OG0000440	Prau.g_00202	Prbh.g_00581
OG0000441	Prau.g_00205	Prbh.g_00578
OG0000442	Prau.g_00206	Prbh.g_00577
OG0000443	Prau.g_00207	Prbh.g_00576
OG0000444	Prau.g_00212	Prbh.g_00571
OG0000445	Prau.g_00213	Prbh.g_00570
OG0000446	Prau.g_00214	Prbh.g_00569
OG0000447	Prau.g_00215	Prbh.g_00568
OG0000448	Prau.g_00216	Prbh.g_00567
OG0000449	Prau.g_00217	Prbh.g_00566
OG0000450	Prau.g_00218	Prbh.g_00565
OG0000451	Prau.g_00219	Prbh.g_00564
OG0000452	Prau.g_00222	Prbh.g_00561
OG0000453	Prau.g_00223	Prbh.g_00560
OG0000454	Prau.g_00224	Prbh.g_00559
OG0000455	Prau.g_00225	Prbh.g_00558
OG0000456	Prau.g_00226	Prbh.g_00557
OG0000457	Prau.g_00227	Prbh.g_00555
OG0000458	Prau.g_00228	Prbh.g_00554
OG0000459	Prau.g_00229	Prbh.g_00553
OG0000460	Prau.g_00236	Prbh.g_00545
OG0000461	Prau.g_00244	Prbh.g_00537
OG0000462	Prau.g_00246	Prbh.g_00535
OG0000463	Prau.g_00247	Prbh.g_00534
OG0000464	Prau.g_00248	Prbh.g_00533
OG0000465	Prau.g_00249	Prbh.g_00532
OG0000466	Prau.g_00252	Prbh.g_00529
OG0000467	Prau.g_00253	Prbh.g_00528
OG0000468	Prau.g_00255	Prbh.g_00525
OG0000469	Prau.g_00264	Prbh.g_00517
OG0000470	Prau.g_00266	Prbh.g_00515
OG0000471	Prau.g_00267	Prbh.g_00514
OG0000472	Prau.g_00268	Prbh.g_00513
OG0000473	Prau.g_00270	Prbh.g_00511
OG0000474	Prau.g_00271	Prbh.g_00510
OG0000475	Prau.g_00272	Prbh.g_00509
OG0000476	Prau.g_00273	Prbh.g_00507
OG0000477	Prau.g_00277	Prbh.g_00504
OG0000478	Prau.g_00278	Prbh.g_00503
OG0000479	Prau.g_00279	Prbh.g_00502
OG0000480	Prau.g_00284	Prbh.g_00497
OG0000481	Prau.g_00286	Prbh.g_00494
OG0000482	Prau.g_00287	Prbh.g_00493
OG0000483	Prau.g_00290	Prbh.g_00490
OG0000484	Prau.g_00291	Prbh.g_00489
OG0000485	Prau.g_00292	Prbh.g_00487
OG0000486	Prau.g_00293	Prbh.g_00486
OG0000487	Prau.g_00297	Prbh.g_00483
OG0000488	Prau.g_00300	Prbh.g_00480
OG0000489	Prau.g_00305	Prbh.g_00475
OG0000490	Prau.g_00310	Prbh.g_00471
OG0000491	Prau.g_00311	Prbh.g_00470
OG0000492	Prau.g_00313	Prbh.g_00468
OG0000493	Prau.g_00314	Prbh.g_00467
OG0000494	Prau.g_00315	Prbh.g_00466
OG0000495	Prau.g_00316	Prbh.g_00465
OG0000496	Prau.g_00317	Prbh.g_00464
OG0000497	Prau.g_00318	Prbh.g_00463
OG0000498	Prau.g_00319	Prbh.g_00462
OG0000499	Prau.g_00320	Prbh.g_00461
OG0000500	Prau.g_00321	Prbh.g_00460
OG0000501	Prau.g_00323	Prbh.g_00458
OG0000502	Prau.g_00326	Prbh.g_00455
OG0000503	Prau.g_00336	Prbh.g_00439
OG0000504	Prau.g_00337	Prbh.g_00437
OG0000505	Prau.g_00338	Prbh.g_00436
OG0000506	Prau.g_00340	Prbh.g_00435
OG0000507	Prau.g_00343	Prbh.g_00431
OG0000508	Prau.g_00347	Prbh.g_00427
OG0000509	Prau.g_00349	Prbh.g_00425
OG0000510	Prau.g_00350	Prbh.g_00424
OG0000511	Prau.g_00351	Prbh.g_00423
OG0000512	Prau.g_00353	Prbh.g_00421
OG0000513	Prau.g_00360	Prbh.g_00412
OG0000514	Prau.g_00472	Prbh.g_00401
OG0000515	Prau.g_00473	Prbh.g_00400
OG0000516	Prau.g_00474	Prbh.g_00399
OG0000517	Prau.g_00476	Prbh.g_00397
OG0000518	Prau.g_00487	Prbh.g_00386
OG0000519	Prau.g_00488	Prbh.g_00385
OG0000520	Prau.g_00489	Prbh.g_00384
OG0000521	Prau.g_00494	Prbh.g_00374
OG0000522	Prau.g_00496	Prbh.g_00372
OG0000523	Prau.g_00497	Prbh.g_00371
OG0000524	Prau.g_00503	Prbh.g_00367
OG0000525	Prau.g_00506	Prbh.g_00363
OG0000526	Prau.g_00507	Prbh.g_00361
OG0000527	Prau.g_00514	Prbh.g_00358
OG0000528	Prau.g_00519	Prbh.g_00353
OG0000529	Prau.g_00522	Prbh.g_00350
OG0000530	Prau.g_00525	Prbh.g_00347
OG0000531	Prau.g_00526	Prbh.g_00346
OG0000532	Prau.g_00528	Prbh.g_00344
OG0000533	Prau.g_00529	Prbh.g_00343
OG0000534	Prau.g_00530	Prbh.g_00342
OG0000535	Prau.g_00531	Prbh.g_00341
OG0000536	Prau.g_00532	Prbh.g_00340
OG0000537	Prau.g_00533	Prbh.g_00339
OG0000538	Prau.g_00541	Prbh.g_00329
OG0000539	Prau.g_00542	Prbh.g_00328
OG0000540	Prau.g_00543	Prbh.g_00327
OG0000541	Prau.g_00544	Prbh.g_00326
OG0000542	Prau.g_00546	Prbh.g_00325
OG0000543	Prau.g_00548	Prbh.g_00323
OG0000544	Prau.g_00549	Prbh.g_00322
OG0000545	Prau.g_00551	Prbh.g_00320
OG0000546	Prau.g_00554	Prbh.g_00317
OG0000547	Prau.g_00556	Prbh.g_00315
OG0000548	Prau.g_00557	Prbh.g_00314
OG0000549	Prau.g_00559	Prbh.g_00311
OG0000550	Prau.g_00564	Prbh.g_00306
OG0000551	Prau.g_00567	Prbh.g_00303
OG0000552	Prau.g_00568	Prbh.g_00302
OG0000553	Prau.g_00569	Prbh.g_00301
