Orthogroup	Prbe	Prak
OG0000069	Prbe.g_00272	Prak.g_01430
OG0000071	Prbe.g_01076	Prak.g_00011
OG0000072	Prbe.g_01875	Prak.g_00339
OG0000073	Prbe.g_01449	Prak.g_01072
OG0000074	Prbe.g_00466	Prak.g_00819
OG0000075	Prbe.g_01229	Prak.g_00852
OG0000076	Prbe.g_01297	Prak.g_00920
OG0000077	Prbe.g_01118	Prak.g_01561
OG0000078	Prbe.g_00350	Prak.g_01352
OG0000079	Prbe.g_00226	Prak.g_01476
OG0000080	Prbe.g_00714	Prak.g_00661
OG0000081	Prbe.g_00802	Prak.g_01814
OG0000082	Prbe.g_00709	Prak.g_00656
OG0000083	Prbe.g_01068	Prak.g_00003
OG0000084	Prbe.g_01071	Prak.g_00006
OG0000085	Prbe.g_00123	Prak.g_00023
OG0000087	Prbe.g_00152	Prak.g_00052
OG0000088	Prbe.g_01657	Prak.g_00121
OG0000089	Prbe.g_01666	Prak.g_00130
OG0000090	Prbe.g_01683	Prak.g_00147
OG0000091	Prbe.g_01717	Prak.g_00181
OG0000092	Prbe.g_01718	Prak.g_00182
OG0000093	Prbe.g_01732	Prak.g_00196
OG0000094	Prbe.g_01751	Prak.g_00215
OG0000095	Prbe.g_01756	Prak.g_00220
OG0000096	Prbe.g_01804	Prak.g_00268
OG0000097	Prbe.g_01828	Prak.g_00292
OG0000098	Prbe.g_01839	Prak.g_00303
OG0000099	Prbe.g_01849	Prak.g_00313
OG0000100	Prbe.g_01852	Prak.g_00316
OG0000101	Prbe.g_01917	Prak.g_00381
OG0000102	Prbe.g_00911	Prak.g_01259
OG0000103	Prbe.g_00657	Prak.g_00437
OG0000104	Prbe.g_00653	Prak.g_00441
OG0000105	Prbe.g_00633	Prak.g_00461
OG0000106	Prbe.g_00603	Prak.g_00491
OG0000107	Prbe.g_00602	Prak.g_00492
OG0000108	Prbe.g_00592	Prak.g_00502
OG0000109	Prbe.g_00583	Prak.g_00512
OG0000110	Prbe.g_00566	Prak.g_00529
OG0000111	Prbe.g_01468	Prak.g_01091
OG0000112	Prbe.g_01467	Prak.g_01090
OG0000113	Prbe.g_01417	Prak.g_01040
OG0000114	Prbe.g_01220	Prak.g_00843
OG0000115	Prbe.g_01350	Prak.g_00973
OG0000116	Prbe.g_01354	Prak.g_00977
OG0000117	Prbe.g_01300	Prak.g_00923
OG0000118	Prbe.g_01594	Prak.g_01217
OG0000119	Prbe.g_00044	Prak.g_01553
OG0000120	Prbe.g_01543	Prak.g_01166
OG0000121	Prbe.g_01520	Prak.g_01143
OG0000122	Prbe.g_01500	Prak.g_01123
OG0000123	Prbe.g_00501	Prak.g_00594
OG0000124	Prbe.g_00215	Prak.g_01487
OG0000125	Prbe.g_00880	Prak.g_01290
OG0000126	Prbe.g_00373	Prak.g_01329
OG0000127	Prbe.g_00323	Prak.g_01379
OG0000128	Prbe.g_00310	Prak.g_01392
OG0000129	Prbe.g_00274	Prak.g_01428
OG0000130	Prbe.g_00988	Prak.g_01642
OG0000131	Prbe.g_00949	Prak.g_01681
OG0000132	Prbe.g_00946	Prak.g_01684
OG0000133	Prbe.g_01088	Prak.g_01738
OG0000134	Prbe.g_00842	Prak.g_01774
OG0000135	Prbe.g_00840	Prak.g_01776
OG0000136	Prbe.g_00790	Prak.g_01826
OG0000137	Prbe.g_00746	Prak.g_01860
OG0000138	Prbe.g_01158	Prak.g_01895
OG0000139	Prbe.g_01189	Prak.g_01926
OG0000140	Prbe.g_01066	Prak.g_00001
OG0000141	Prbe.g_01067	Prak.g_00002
OG0000142	Prbe.g_01069	Prak.g_00004
OG0000143	Prbe.g_01070	Prak.g_00005
OG0000144	Prbe.g_01072	Prak.g_00007
OG0000145	Prbe.g_01073	Prak.g_00008
OG0000146	Prbe.g_01074	Prak.g_00009
OG0000147	Prbe.g_01075	Prak.g_00010
OG0000148	Prbe.g_01077	Prak.g_00012
OG0000149	Prbe.g_00114	Prak.g_00014
OG0000150	Prbe.g_00115	Prak.g_00015
OG0000151	Prbe.g_00116	Prak.g_00016
OG0000152	Prbe.g_00117	Prak.g_00017
OG0000153	Prbe.g_00118	Prak.g_00018
OG0000154	Prbe.g_00119	Prak.g_00019
OG0000155	Prbe.g_00120	Prak.g_00020
OG0000156	Prbe.g_00121	Prak.g_00021
OG0000157	Prbe.g_00122	Prak.g_00022
OG0000158	Prbe.g_00124	Prak.g_00024
OG0000159	Prbe.g_00125	Prak.g_00025
OG0000160	Prbe.g_00126	Prak.g_00026
OG0000161	Prbe.g_00127	Prak.g_00027
OG0000162	Prbe.g_00128	Prak.g_00028
OG0000163	Prbe.g_00130	Prak.g_00030
OG0000164	Prbe.g_00133	Prak.g_00033
OG0000165	Prbe.g_00136	Prak.g_00036
OG0000166	Prbe.g_00137	Prak.g_00037
OG0000167	Prbe.g_00138	Prak.g_00038
OG0000168	Prbe.g_00140	Prak.g_00040
OG0000169	Prbe.g_00142	Prak.g_00042
OG0000170	Prbe.g_00144	Prak.g_00044
OG0000171	Prbe.g_00145	Prak.g_00045
OG0000172	Prbe.g_00146	Prak.g_00046
OG0000173	Prbe.g_00149	Prak.g_00049
OG0000174	Prbe.g_00150	Prak.g_00050
OG0000175	Prbe.g_00151	Prak.g_00051
OG0000176	Prbe.g_00153	Prak.g_00053
OG0000177	Prbe.g_00154	Prak.g_00054
OG0000178	Prbe.g_00156	Prak.g_00056
OG0000179	Prbe.g_00168	Prak.g_00068
OG0000180	Prbe.g_00169	Prak.g_00069
OG0000181	Prbe.g_00170	Prak.g_00070
OG0000182	Prbe.g_00174	Prak.g_00074
OG0000183	Prbe.g_00175	Prak.g_00075
OG0000184	Prbe.g_00178	Prak.g_00078
OG0000185	Prbe.g_00182	Prak.g_00082
OG0000186	Prbe.g_00183	Prak.g_00083
OG0000187	Prbe.g_00066	Prak.g_00717
OG0000188	Prbe.g_00184	Prak.g_00084
OG0000189	Prbe.g_00185	Prak.g_00085
OG0000190	Prbe.g_00186	Prak.g_00086
OG0000191	Prbe.g_00187	Prak.g_00087
OG0000192	Prbe.g_00188	Prak.g_00088
OG0000193	Prbe.g_00189	Prak.g_00089
OG0000194	Prbe.g_00190	Prak.g_00090
OG0000195	Prbe.g_00192	Prak.g_00092
OG0000196	Prbe.g_00193	Prak.g_00093
OG0000197	Prbe.g_01630	Prak.g_00094
OG0000198	Prbe.g_01631	Prak.g_00095
OG0000199	Prbe.g_01634	Prak.g_00098
OG0000200	Prbe.g_01635	Prak.g_00099
OG0000201	Prbe.g_01636	Prak.g_00100
OG0000202	Prbe.g_01638	Prak.g_00102
OG0000203	Prbe.g_01639	Prak.g_00103
OG0000204	Prbe.g_01640	Prak.g_00104
OG0000205	Prbe.g_01642	Prak.g_00106
OG0000206	Prbe.g_01643	Prak.g_00107
OG0000207	Prbe.g_01644	Prak.g_00108
OG0000208	Prbe.g_01645	Prak.g_00109
OG0000209	Prbe.g_01646	Prak.g_00110
OG0000210	Prbe.g_01647	Prak.g_00111
OG0000211	Prbe.g_01649	Prak.g_00113
OG0000212	Prbe.g_01650	Prak.g_00114
OG0000213	Prbe.g_01651	Prak.g_00115
OG0000214	Prbe.g_01655	Prak.g_00119
OG0000215	Prbe.g_01656	Prak.g_00120
OG0000216	Prbe.g_01658	Prak.g_00122
OG0000217	Prbe.g_01659	Prak.g_00123
OG0000218	Prbe.g_01660	Prak.g_00124
OG0000219	Prbe.g_01661	Prak.g_00125
OG0000220	Prbe.g_01664	Prak.g_00128
OG0000221	Prbe.g_01667	Prak.g_00131
OG0000222	Prbe.g_01668	Prak.g_00132
OG0000223	Prbe.g_01669	Prak.g_00133
OG0000224	Prbe.g_01671	Prak.g_00135
OG0000225	Prbe.g_01673	Prak.g_00137
OG0000226	Prbe.g_01675	Prak.g_00139
OG0000227	Prbe.g_01676	Prak.g_00140
OG0000228	Prbe.g_01677	Prak.g_00141
OG0000229	Prbe.g_01678	Prak.g_00142
OG0000230	Prbe.g_01679	Prak.g_00143
OG0000231	Prbe.g_01412	Prak.g_01035
OG0000232	Prbe.g_01681	Prak.g_00145
OG0000233	Prbe.g_01684	Prak.g_00148
OG0000234	Prbe.g_01686	Prak.g_00150
OG0000235	Prbe.g_01692	Prak.g_00156
OG0000236	Prbe.g_01693	Prak.g_00157
OG0000237	Prbe.g_01694	Prak.g_00158
OG0000238	Prbe.g_01695	Prak.g_00159
OG0000239	Prbe.g_01696	Prak.g_00160
OG0000240	Prbe.g_01698	Prak.g_00162
OG0000241	Prbe.g_01699	Prak.g_00163
OG0000242	Prbe.g_01700	Prak.g_00164
OG0000243	Prbe.g_01701	Prak.g_00165
OG0000244	Prbe.g_01702	Prak.g_00166
OG0000245	Prbe.g_01704	Prak.g_00168
OG0000246	Prbe.g_01706	Prak.g_00170
OG0000247	Prbe.g_01707	Prak.g_00171
OG0000248	Prbe.g_01708	Prak.g_00172
OG0000249	Prbe.g_01709	Prak.g_00173
OG0000250	Prbe.g_01710	Prak.g_00174
OG0000251	Prbe.g_01711	Prak.g_00175
OG0000252	Prbe.g_01712	Prak.g_00176
OG0000253	Prbe.g_01713	Prak.g_00177
OG0000254	Prbe.g_01715	Prak.g_00179
OG0000255	Prbe.g_01716	Prak.g_00180
OG0000256	Prbe.g_01719	Prak.g_00183
OG0000257	Prbe.g_01721	Prak.g_00185
OG0000258	Prbe.g_01722	Prak.g_00186
OG0000259	Prbe.g_01723	Prak.g_00187
OG0000260	Prbe.g_01724	Prak.g_00188
OG0000261	Prbe.g_01725	Prak.g_00189
OG0000262	Prbe.g_01726	Prak.g_00190
OG0000263	Prbe.g_01727	Prak.g_00191
OG0000264	Prbe.g_01729	Prak.g_00193
OG0000265	Prbe.g_01730	Prak.g_00194
OG0000266	Prbe.g_01731	Prak.g_00195
OG0000267	Prbe.g_01733	Prak.g_00197
OG0000268	Prbe.g_01735	Prak.g_00199
OG0000269	Prbe.g_01736	Prak.g_00200
OG0000270	Prbe.g_01737	Prak.g_00201
OG0000271	Prbe.g_01738	Prak.g_00202
OG0000272	Prbe.g_01739	Prak.g_00203
OG0000273	Prbe.g_01740	Prak.g_00204
OG0000274	Prbe.g_01741	Prak.g_00205
OG0000275	Prbe.g_01742	Prak.g_00206
OG0000276	Prbe.g_01743	Prak.g_00207
OG0000277	Prbe.g_01744	Prak.g_00208
OG0000278	Prbe.g_01745	Prak.g_00209
OG0000279	Prbe.g_01746	Prak.g_00210
OG0000280	Prbe.g_01747	Prak.g_00211
OG0000281	Prbe.g_01749	Prak.g_00213
OG0000282	Prbe.g_01750	Prak.g_00214
OG0000283	Prbe.g_01753	Prak.g_00217
OG0000284	Prbe.g_01754	Prak.g_00218
OG0000285	Prbe.g_01755	Prak.g_00219
OG0000286	Prbe.g_01757	Prak.g_00221
OG0000287	Prbe.g_01759	Prak.g_00223
OG0000288	Prbe.g_01760	Prak.g_00224
OG0000289	Prbe.g_01761	Prak.g_00225
OG0000290	Prbe.g_01762	Prak.g_00226
OG0000291	Prbe.g_01763	Prak.g_00227
OG0000292	Prbe.g_01764	Prak.g_00228
OG0000293	Prbe.g_01765	Prak.g_00229
OG0000294	Prbe.g_01766	Prak.g_00230
OG0000295	Prbe.g_01767	Prak.g_00231
OG0000296	Prbe.g_01768	Prak.g_00232
OG0000297	Prbe.g_01769	Prak.g_00233
OG0000298	Prbe.g_01770	Prak.g_00234
OG0000299	Prbe.g_01771	Prak.g_00235
OG0000300	Prbe.g_01772	Prak.g_00236
OG0000301	Prbe.g_01773	Prak.g_00237
OG0000302	Prbe.g_01774	Prak.g_00238
OG0000303	Prbe.g_01775	Prak.g_00239
OG0000304	Prbe.g_01777	Prak.g_00241
OG0000305	Prbe.g_01778	Prak.g_00242
OG0000306	Prbe.g_01779	Prak.g_00243
OG0000307	Prbe.g_01781	Prak.g_00245
OG0000308	Prbe.g_01782	Prak.g_00246
OG0000309	Prbe.g_01783	Prak.g_00247
OG0000310	Prbe.g_01784	Prak.g_00248
OG0000311	Prbe.g_01785	Prak.g_00249
OG0000312	Prbe.g_01787	Prak.g_00251
OG0000313	Prbe.g_01788	Prak.g_00252
OG0000314	Prbe.g_01792	Prak.g_00256
OG0000315	Prbe.g_01793	Prak.g_00257
OG0000316	Prbe.g_01795	Prak.g_00259
OG0000317	Prbe.g_01797	Prak.g_00261
OG0000318	Prbe.g_01798	Prak.g_00262
OG0000319	Prbe.g_01799	Prak.g_00263
OG0000320	Prbe.g_01800	Prak.g_00264
OG0000321	Prbe.g_01803	Prak.g_00267
OG0000322	Prbe.g_01807	Prak.g_00271
OG0000323	Prbe.g_01808	Prak.g_00272
OG0000324	Prbe.g_01811	Prak.g_00275
OG0000325	Prbe.g_01812	Prak.g_00276
OG0000326	Prbe.g_01813	Prak.g_00277
OG0000327	Prbe.g_01815	Prak.g_00279
OG0000328	Prbe.g_01816	Prak.g_00280
OG0000329	Prbe.g_01817	Prak.g_00281
OG0000330	Prbe.g_01818	Prak.g_00282
OG0000331	Prbe.g_01820	Prak.g_00284
OG0000332	Prbe.g_01821	Prak.g_00285
OG0000333	Prbe.g_01822	Prak.g_00286
OG0000334	Prbe.g_01823	Prak.g_00287
OG0000335	Prbe.g_01824	Prak.g_00288
OG0000336	Prbe.g_01826	Prak.g_00290
OG0000337	Prbe.g_01829	Prak.g_00293
OG0000338	Prbe.g_01830	Prak.g_00294
OG0000339	Prbe.g_01831	Prak.g_00295
OG0000340	Prbe.g_01832	Prak.g_00296
OG0000341	Prbe.g_01836	Prak.g_00300
OG0000342	Prbe.g_01837	Prak.g_00301
OG0000343	Prbe.g_01840	Prak.g_00304
OG0000344	Prbe.g_01841	Prak.g_00305
OG0000345	Prbe.g_01842	Prak.g_00306
OG0000346	Prbe.g_01843	Prak.g_00307
OG0000347	Prbe.g_01844	Prak.g_00308
OG0000348	Prbe.g_01846	Prak.g_00310
OG0000349	Prbe.g_01847	Prak.g_00311
OG0000350	Prbe.g_01848	Prak.g_00312
OG0000351	Prbe.g_01850	Prak.g_00314
OG0000352	Prbe.g_01853	Prak.g_00317
OG0000353	Prbe.g_01854	Prak.g_00318
OG0000354	Prbe.g_01855	Prak.g_00319
OG0000355	Prbe.g_01856	Prak.g_00320
OG0000356	Prbe.g_01857	Prak.g_00321
OG0000357	Prbe.g_01858	Prak.g_00322
OG0000358	Prbe.g_01859	Prak.g_00323
OG0000359	Prbe.g_01860	Prak.g_00324
OG0000360	Prbe.g_01862	Prak.g_00326
OG0000361	Prbe.g_01863	Prak.g_00327
OG0000362	Prbe.g_01864	Prak.g_00328
OG0000363	Prbe.g_01865	Prak.g_00329
OG0000364	Prbe.g_01866	Prak.g_00330
OG0000365	Prbe.g_01867	Prak.g_00331
OG0000366	Prbe.g_01868	Prak.g_00332
OG0000367	Prbe.g_01869	Prak.g_00333
OG0000368	Prbe.g_01870	Prak.g_00334
OG0000369	Prbe.g_01871	Prak.g_00335
OG0000370	Prbe.g_01872	Prak.g_00336
OG0000371	Prbe.g_01873	Prak.g_00337
OG0000372	Prbe.g_01874	Prak.g_00338
OG0000373	Prbe.g_01876	Prak.g_00340
OG0000374	Prbe.g_01877	Prak.g_00341
OG0000375	Prbe.g_01878	Prak.g_00342
OG0000376	Prbe.g_01879	Prak.g_00343
OG0000377	Prbe.g_01885	Prak.g_00349
OG0000378	Prbe.g_01886	Prak.g_00350
OG0000379	Prbe.g_01892	Prak.g_00356
OG0000380	Prbe.g_01894	Prak.g_00358
OG0000381	Prbe.g_01895	Prak.g_00359
OG0000382	Prbe.g_01896	Prak.g_00360
OG0000383	Prbe.g_01899	Prak.g_00363
OG0000384	Prbe.g_01900	Prak.g_00364
OG0000385	Prbe.g_01903	Prak.g_00367
OG0000386	Prbe.g_01904	Prak.g_00368
OG0000387	Prbe.g_01905	Prak.g_00369
OG0000388	Prbe.g_01906	Prak.g_00370
OG0000389	Prbe.g_01907	Prak.g_00371
OG0000390	Prbe.g_01908	Prak.g_00372
OG0000391	Prbe.g_01909	Prak.g_00373
OG0000392	Prbe.g_01910	Prak.g_00374
OG0000393	Prbe.g_01914	Prak.g_00378
OG0000394	Prbe.g_01915	Prak.g_00379
OG0000395	Prbe.g_01918	Prak.g_00382
OG0000396	Prbe.g_01277	Prak.g_00900
OG0000397	Prbe.g_01593	Prak.g_01216
OG0000398	Prbe.g_01033	Prak.g_01597
OG0000399	Prbe.g_01588	Prak.g_01211
OG0000400	Prbe.g_00921	Prak.g_01709
OG0000401	Prbe.g_01929	Prak.g_00393
OG0000402	Prbe.g_01930	Prak.g_00394
OG0000403	Prbe.g_01931	Prak.g_00395
OG0000404	Prbe.g_01933	Prak.g_00397
OG0000405	Prbe.g_01934	Prak.g_00398
OG0000406	Prbe.g_01936	Prak.g_00400
OG0000407	Prbe.g_01937	Prak.g_00401
OG0000408	Prbe.g_01938	Prak.g_00402
OG0000409	Prbe.g_01939	Prak.g_00403
OG0000410	Prbe.g_01940	Prak.g_00404
OG0000411	Prbe.g_01941	Prak.g_00405
OG0000412	Prbe.g_01942	Prak.g_00406
OG0000413	Prbe.g_01943	Prak.g_00407
OG0000414	Prbe.g_01944	Prak.g_00408
OG0000415	Prbe.g_01945	Prak.g_00409
OG0000416	Prbe.g_01946	Prak.g_00410
OG0000417	Prbe.g_01947	Prak.g_00411
OG0000418	Prbe.g_01948	Prak.g_00412
OG0000419	Prbe.g_01949	Prak.g_00413
OG0000420	Prbe.g_01950	Prak.g_00414
OG0000421	Prbe.g_00676	Prak.g_00418
OG0000422	Prbe.g_00674	Prak.g_00420
OG0000423	Prbe.g_00673	Prak.g_00421
OG0000424	Prbe.g_00672	Prak.g_00422
OG0000425	Prbe.g_00668	Prak.g_00426
OG0000426	Prbe.g_00667	Prak.g_00427
OG0000427	Prbe.g_00666	Prak.g_00428
OG0000428	Prbe.g_00664	Prak.g_00430
OG0000429	Prbe.g_00663	Prak.g_00431
OG0000430	Prbe.g_00662	Prak.g_00432
OG0000431	Prbe.g_00660	Prak.g_00434
OG0000432	Prbe.g_00659	Prak.g_00435
OG0000433	Prbe.g_00656	Prak.g_00438
OG0000434	Prbe.g_00655	Prak.g_00439
OG0000435	Prbe.g_00654	Prak.g_00440
OG0000436	Prbe.g_00652	Prak.g_00442
OG0000437	Prbe.g_00650	Prak.g_00444
OG0000438	Prbe.g_00649	Prak.g_00445
OG0000439	Prbe.g_00648	Prak.g_00446
OG0000440	Prbe.g_00646	Prak.g_00448
OG0000441	Prbe.g_00645	Prak.g_00449
OG0000442	Prbe.g_00644	Prak.g_00450
OG0000443	Prbe.g_00643	Prak.g_00451
OG0000444	Prbe.g_00642	Prak.g_00452
OG0000445	Prbe.g_00641	Prak.g_00453
OG0000446	Prbe.g_00640	Prak.g_00454
OG0000447	Prbe.g_00639	Prak.g_00455
OG0000448	Prbe.g_00638	Prak.g_00456
OG0000449	Prbe.g_00632	Prak.g_00462
OG0000450	Prbe.g_00631	Prak.g_00463
OG0000451	Prbe.g_00630	Prak.g_00464
OG0000452	Prbe.g_00629	Prak.g_00465
OG0000453	Prbe.g_00628	Prak.g_00466
OG0000454	Prbe.g_00627	Prak.g_00467
OG0000455	Prbe.g_00626	Prak.g_00468
OG0000456	Prbe.g_00625	Prak.g_00469
OG0000457	Prbe.g_00623	Prak.g_00471
OG0000458	Prbe.g_00621	Prak.g_00473
OG0000459	Prbe.g_00620	Prak.g_00474
OG0000460	Prbe.g_00618	Prak.g_00476
OG0000461	Prbe.g_00617	Prak.g_00477
OG0000462	Prbe.g_00616	Prak.g_00478
OG0000463	Prbe.g_00615	Prak.g_00479
OG0000464	Prbe.g_00611	Prak.g_00483
OG0000465	Prbe.g_00610	Prak.g_00484
OG0000466	Prbe.g_00609	Prak.g_00485
OG0000467	Prbe.g_00608	Prak.g_00486
OG0000468	Prbe.g_00607	Prak.g_00487
OG0000469	Prbe.g_00606	Prak.g_00488
OG0000470	Prbe.g_00605	Prak.g_00489
OG0000471	Prbe.g_00604	Prak.g_00490
OG0000472	Prbe.g_00601	Prak.g_00493
OG0000473	Prbe.g_00600	Prak.g_00494
OG0000474	Prbe.g_00599	Prak.g_00495
OG0000475	Prbe.g_00598	Prak.g_00496
OG0000476	Prbe.g_00597	Prak.g_00497
OG0000477	Prbe.g_00595	Prak.g_00499
OG0000478	Prbe.g_00594	Prak.g_00500
OG0000479	Prbe.g_00593	Prak.g_00501
OG0000480	Prbe.g_00591	Prak.g_00503
OG0000481	Prbe.g_00590	Prak.g_00504
OG0000482	Prbe.g_00589	Prak.g_00506
OG0000483	Prbe.g_00588	Prak.g_00507
OG0000484	Prbe.g_00587	Prak.g_00508
OG0000485	Prbe.g_00586	Prak.g_00509
OG0000486	Prbe.g_00585	Prak.g_00510
OG0000487	Prbe.g_00584	Prak.g_00511
OG0000488	Prbe.g_00582	Prak.g_00513
OG0000489	Prbe.g_00581	Prak.g_00514
OG0000490	Prbe.g_00580	Prak.g_00515
OG0000491	Prbe.g_00579	Prak.g_00516
OG0000492	Prbe.g_00578	Prak.g_00517
OG0000493	Prbe.g_00577	Prak.g_00518
OG0000494	Prbe.g_00576	Prak.g_00519
OG0000495	Prbe.g_00575	Prak.g_00520
OG0000496	Prbe.g_00573	Prak.g_00522
OG0000497	Prbe.g_00571	Prak.g_00524
OG0000498	Prbe.g_00570	Prak.g_00525
OG0000499	Prbe.g_00568	Prak.g_00527
OG0000500	Prbe.g_00567	Prak.g_00528
OG0000501	Prbe.g_00565	Prak.g_00530
OG0000502	Prbe.g_00564	Prak.g_00531
OG0000503	Prbe.g_00563	Prak.g_00532
OG0000504	Prbe.g_00562	Prak.g_00533
OG0000505	Prbe.g_00561	Prak.g_00534
OG0000506	Prbe.g_00560	Prak.g_00535
OG0000507	Prbe.g_00559	Prak.g_00536
OG0000508	Prbe.g_00557	Prak.g_00538
OG0000509	Prbe.g_00556	Prak.g_00539
OG0000510	Prbe.g_00555	Prak.g_00540
OG0000511	Prbe.g_00554	Prak.g_00541
OG0000512	Prbe.g_00553	Prak.g_00542
OG0000513	Prbe.g_00552	Prak.g_00543
OG0000514	Prbe.g_00551	Prak.g_00544
OG0000515	Prbe.g_00548	Prak.g_00547
OG0000516	Prbe.g_00547	Prak.g_00548
OG0000517	Prbe.g_00546	Prak.g_00549
OG0000518	Prbe.g_00543	Prak.g_00552
OG0000519	Prbe.g_00542	Prak.g_00553
OG0000520	Prbe.g_00541	Prak.g_00554
OG0000521	Prbe.g_00540	Prak.g_00555
OG0000522	Prbe.g_00539	Prak.g_00556
OG0000523	Prbe.g_00538	Prak.g_00557
OG0000524	Prbe.g_00537	Prak.g_00558
OG0000525	Prbe.g_00535	Prak.g_00560
OG0000526	Prbe.g_00534	Prak.g_00561
OG0000527	Prbe.g_00533	Prak.g_00562
OG0000528	Prbe.g_00532	Prak.g_00563
OG0000529	Prbe.g_00531	Prak.g_00564
OG0000530	Prbe.g_00530	Prak.g_00565
OG0000531	Prbe.g_00528	Prak.g_00567
OG0000532	Prbe.g_00527	Prak.g_00568
OG0000533	Prbe.g_00526	Prak.g_00569
OG0000534	Prbe.g_00525	Prak.g_00570
OG0000535	Prbe.g_00524	Prak.g_00571
OG0000536	Prbe.g_00523	Prak.g_00572
OG0000537	Prbe.g_00522	Prak.g_00573
OG0000538	Prbe.g_00521	Prak.g_00574
OG0000539	Prbe.g_00520	Prak.g_00575
OG0000540	Prbe.g_00519	Prak.g_00576
OG0000541	Prbe.g_00518	Prak.g_00577
