Orthogroup	Prbe	Prat
OG0000134	Prbe.g_00842	Prat.g_01720
OG0000135	Prbe.g_00840	Prat.g_01722
OG0000136	Prbe.g_00790	Prat.g_01771
OG0000137	Prbe.g_00746	Prat.g_01806
OG0000138	Prbe.g_01158	Prat.g_01841
OG0000139	Prbe.g_01189	Prat.g_01873
OG0000140	Prbe.g_01066	Prat.g_00001
OG0000141	Prbe.g_01067	Prat.g_00002
OG0000142	Prbe.g_01069	Prat.g_00004
OG0000143	Prbe.g_01070	Prat.g_00005
OG0000144	Prbe.g_01072	Prat.g_00007
OG0000145	Prbe.g_01073	Prat.g_00008
OG0000146	Prbe.g_01074	Prat.g_00009
OG0000147	Prbe.g_01075	Prat.g_00010
OG0000148	Prbe.g_01077	Prat.g_00013
OG0000149	Prbe.g_00114	Prat.g_00015
OG0000150	Prbe.g_00115	Prat.g_00016
OG0000151	Prbe.g_00116	Prat.g_00017
OG0000152	Prbe.g_00117	Prat.g_00018
OG0000153	Prbe.g_00118	Prat.g_00019
OG0000154	Prbe.g_00119	Prat.g_00020
OG0000155	Prbe.g_00120	Prat.g_00021
OG0000156	Prbe.g_00121	Prat.g_00022
OG0000157	Prbe.g_00122	Prat.g_00023
OG0000158	Prbe.g_00124	Prat.g_00025
OG0000159	Prbe.g_00125	Prat.g_00026
OG0000160	Prbe.g_00126	Prat.g_00027
OG0000161	Prbe.g_00127	Prat.g_00028
OG0000162	Prbe.g_00128	Prat.g_00029
OG0000163	Prbe.g_00130	Prat.g_00031
OG0000164	Prbe.g_00133	Prat.g_00034
OG0000165	Prbe.g_00136	Prat.g_00036
OG0000166	Prbe.g_00137	Prat.g_00037
OG0000167	Prbe.g_00138	Prat.g_00038
OG0000168	Prbe.g_00140	Prat.g_00042
OG0000169	Prbe.g_00142	Prat.g_00044
OG0000170	Prbe.g_00144	Prat.g_00046
OG0000171	Prbe.g_00145	Prat.g_00047
OG0000172	Prbe.g_00146	Prat.g_00048
OG0000173	Prbe.g_00149	Prat.g_00051
OG0000174	Prbe.g_00150	Prat.g_00052
OG0000175	Prbe.g_00151	Prat.g_00053
OG0000176	Prbe.g_00153	Prat.g_00055
OG0000177	Prbe.g_00154	Prat.g_00056
OG0000178	Prbe.g_00156	Prat.g_00057
OG0000179	Prbe.g_00168	Prat.g_00060
OG0000180	Prbe.g_00169	Prat.g_00061
OG0000181	Prbe.g_00170	Prat.g_00062
OG0000182	Prbe.g_00174	Prat.g_00066
OG0000183	Prbe.g_00175	Prat.g_00067
OG0000184	Prbe.g_00178	Prat.g_00070
OG0000185	Prbe.g_00182	Prat.g_00074
OG0000186	Prbe.g_00183	Prat.g_00075
OG0000187	Prbe.g_00066	Prat.g_01504
OG0000188	Prbe.g_00184	Prat.g_00076
OG0000189	Prbe.g_00185	Prat.g_00079
OG0000190	Prbe.g_00186	Prat.g_00080
OG0000191	Prbe.g_00187	Prat.g_00081
OG0000192	Prbe.g_00188	Prat.g_00082
OG0000193	Prbe.g_00189	Prat.g_00083
OG0000194	Prbe.g_00190	Prat.g_00084
OG0000195	Prbe.g_00192	Prat.g_00086
OG0000196	Prbe.g_00193	Prat.g_00087
OG0000197	Prbe.g_01630	Prat.g_00088
OG0000198	Prbe.g_01631	Prat.g_00089
OG0000199	Prbe.g_01634	Prat.g_00091
OG0000200	Prbe.g_01635	Prat.g_00092
OG0000201	Prbe.g_01636	Prat.g_00093
OG0000202	Prbe.g_01638	Prat.g_00094
OG0000203	Prbe.g_01639	Prat.g_00095
OG0000204	Prbe.g_01640	Prat.g_00096
OG0000205	Prbe.g_01642	Prat.g_00098
OG0000206	Prbe.g_01643	Prat.g_00099
OG0000207	Prbe.g_01644	Prat.g_00100
OG0000208	Prbe.g_01645	Prat.g_00101
OG0000209	Prbe.g_01646	Prat.g_00102
OG0000210	Prbe.g_01647	Prat.g_00103
OG0000211	Prbe.g_01649	Prat.g_00104
OG0000212	Prbe.g_01650	Prat.g_00105
OG0000213	Prbe.g_01651	Prat.g_00106
OG0000214	Prbe.g_01655	Prat.g_00110
OG0000215	Prbe.g_01656	Prat.g_00111
OG0000216	Prbe.g_01658	Prat.g_00113
OG0000217	Prbe.g_01659	Prat.g_00114
OG0000218	Prbe.g_01660	Prat.g_00115
OG0000219	Prbe.g_01661	Prat.g_00116
OG0000220	Prbe.g_01664	Prat.g_00118
OG0000221	Prbe.g_01667	Prat.g_00122
OG0000222	Prbe.g_01668	Prat.g_00123
OG0000223	Prbe.g_01669	Prat.g_00124
OG0000224	Prbe.g_01671	Prat.g_00126
OG0000225	Prbe.g_01673	Prat.g_00128
OG0000226	Prbe.g_01675	Prat.g_00130
OG0000227	Prbe.g_01676	Prat.g_00131
OG0000228	Prbe.g_01677	Prat.g_00132
OG0000229	Prbe.g_01678	Prat.g_00133
OG0000230	Prbe.g_01679	Prat.g_00134
OG0000231	Prbe.g_01412	Prat.g_00601
OG0000232	Prbe.g_01681	Prat.g_00136
OG0000233	Prbe.g_01684	Prat.g_00139
OG0000234	Prbe.g_01686	Prat.g_00141
OG0000235	Prbe.g_01692	Prat.g_00144
OG0000236	Prbe.g_01693	Prat.g_00145
OG0000237	Prbe.g_01694	Prat.g_00146
OG0000238	Prbe.g_01695	Prat.g_00147
OG0000239	Prbe.g_01696	Prat.g_00148
OG0000240	Prbe.g_01698	Prat.g_00150
OG0000241	Prbe.g_01699	Prat.g_00151
OG0000242	Prbe.g_01700	Prat.g_00152
OG0000243	Prbe.g_01701	Prat.g_00153
OG0000244	Prbe.g_01702	Prat.g_00154
OG0000245	Prbe.g_01704	Prat.g_00156
OG0000246	Prbe.g_01706	Prat.g_00158
OG0000247	Prbe.g_01707	Prat.g_00159
OG0000248	Prbe.g_01708	Prat.g_00160
OG0000249	Prbe.g_01709	Prat.g_00161
OG0000250	Prbe.g_01710	Prat.g_00162
OG0000251	Prbe.g_01711	Prat.g_00163
OG0000252	Prbe.g_01712	Prat.g_00164
OG0000253	Prbe.g_01713	Prat.g_00165
OG0000254	Prbe.g_01715	Prat.g_00167
OG0000255	Prbe.g_01716	Prat.g_00169
OG0000256	Prbe.g_01719	Prat.g_00172
OG0000257	Prbe.g_01721	Prat.g_00174
OG0000258	Prbe.g_01722	Prat.g_00175
OG0000259	Prbe.g_01723	Prat.g_00176
OG0000260	Prbe.g_01724	Prat.g_00177
OG0000261	Prbe.g_01725	Prat.g_00178
OG0000262	Prbe.g_01726	Prat.g_00179
OG0000263	Prbe.g_01727	Prat.g_00180
OG0000264	Prbe.g_01729	Prat.g_00182
OG0000265	Prbe.g_01730	Prat.g_00183
OG0000266	Prbe.g_01731	Prat.g_00184
OG0000267	Prbe.g_01733	Prat.g_00186
OG0000268	Prbe.g_01735	Prat.g_00188
OG0000269	Prbe.g_01736	Prat.g_00189
OG0000270	Prbe.g_01737	Prat.g_00190
OG0000271	Prbe.g_01738	Prat.g_00191
OG0000272	Prbe.g_01739	Prat.g_00192
OG0000273	Prbe.g_01740	Prat.g_00193
OG0000274	Prbe.g_01741	Prat.g_00194
OG0000275	Prbe.g_01742	Prat.g_00195
OG0000276	Prbe.g_01743	Prat.g_00196
OG0000277	Prbe.g_01744	Prat.g_00197
OG0000278	Prbe.g_01745	Prat.g_00198
OG0000279	Prbe.g_01746	Prat.g_00199
OG0000280	Prbe.g_01747	Prat.g_00200
OG0000281	Prbe.g_01749	Prat.g_00202
OG0000282	Prbe.g_01750	Prat.g_00203
OG0000283	Prbe.g_01753	Prat.g_00206
OG0000284	Prbe.g_01754	Prat.g_00207
OG0000285	Prbe.g_01755	Prat.g_00208
OG0000286	Prbe.g_01757	Prat.g_00210
OG0000287	Prbe.g_01759	Prat.g_00211
OG0000288	Prbe.g_01760	Prat.g_00212
OG0000289	Prbe.g_01761	Prat.g_00213
OG0000290	Prbe.g_01762	Prat.g_00214
OG0000291	Prbe.g_01763	Prat.g_00215
OG0000292	Prbe.g_01764	Prat.g_00216
OG0000293	Prbe.g_01765	Prat.g_00217
OG0000294	Prbe.g_01766	Prat.g_00218
OG0000295	Prbe.g_01767	Prat.g_00219
OG0000296	Prbe.g_01768	Prat.g_00220
OG0000297	Prbe.g_01769	Prat.g_00221
OG0000298	Prbe.g_01770	Prat.g_00222
OG0000299	Prbe.g_01771	Prat.g_00223
OG0000300	Prbe.g_01772	Prat.g_00224
OG0000301	Prbe.g_01773	Prat.g_00225
OG0000302	Prbe.g_01774	Prat.g_00226
OG0000303	Prbe.g_01775	Prat.g_00227
OG0000304	Prbe.g_01777	Prat.g_00229
OG0000305	Prbe.g_01778	Prat.g_00230
OG0000306	Prbe.g_01779	Prat.g_00231
OG0000307	Prbe.g_01781	Prat.g_00233
OG0000308	Prbe.g_01782	Prat.g_00234
OG0000309	Prbe.g_01783	Prat.g_00235
OG0000310	Prbe.g_01784	Prat.g_00236
OG0000311	Prbe.g_01785	Prat.g_00238
OG0000312	Prbe.g_01787	Prat.g_00240
OG0000313	Prbe.g_01788	Prat.g_00241
OG0000314	Prbe.g_01792	Prat.g_00245
OG0000315	Prbe.g_01793	Prat.g_00246
OG0000316	Prbe.g_01795	Prat.g_00249
OG0000317	Prbe.g_01797	Prat.g_00250
OG0000318	Prbe.g_01798	Prat.g_00251
OG0000319	Prbe.g_01799	Prat.g_00252
OG0000320	Prbe.g_01800	Prat.g_00253
OG0000321	Prbe.g_01803	Prat.g_00256
OG0000322	Prbe.g_01807	Prat.g_00260
OG0000323	Prbe.g_01808	Prat.g_00261
OG0000324	Prbe.g_01811	Prat.g_00264
OG0000325	Prbe.g_01812	Prat.g_00266
OG0000326	Prbe.g_01813	Prat.g_00267
OG0000327	Prbe.g_01815	Prat.g_00269
OG0000328	Prbe.g_01816	Prat.g_00270
OG0000329	Prbe.g_01817	Prat.g_00271
OG0000330	Prbe.g_01818	Prat.g_00272
OG0000331	Prbe.g_01820	Prat.g_00273
OG0000332	Prbe.g_01821	Prat.g_00274
OG0000333	Prbe.g_01822	Prat.g_00275
OG0000334	Prbe.g_01823	Prat.g_00276
OG0000335	Prbe.g_01824	Prat.g_00277
OG0000336	Prbe.g_01826	Prat.g_00279
OG0000337	Prbe.g_01829	Prat.g_00282
OG0000338	Prbe.g_01830	Prat.g_00283
OG0000339	Prbe.g_01831	Prat.g_00284
OG0000340	Prbe.g_01832	Prat.g_00285
OG0000341	Prbe.g_01836	Prat.g_00290
OG0000342	Prbe.g_01837	Prat.g_00291
OG0000343	Prbe.g_01840	Prat.g_00293
OG0000344	Prbe.g_01841	Prat.g_00294
OG0000345	Prbe.g_01842	Prat.g_00295
OG0000346	Prbe.g_01843	Prat.g_00296
OG0000347	Prbe.g_01844	Prat.g_00297
OG0000348	Prbe.g_01846	Prat.g_00298
OG0000349	Prbe.g_01847	Prat.g_00299
OG0000350	Prbe.g_01848	Prat.g_00300
OG0000351	Prbe.g_01850	Prat.g_00303
OG0000352	Prbe.g_01853	Prat.g_00306
OG0000353	Prbe.g_01854	Prat.g_00307
OG0000354	Prbe.g_01855	Prat.g_00308
OG0000355	Prbe.g_01856	Prat.g_00309
OG0000356	Prbe.g_01857	Prat.g_00310
OG0000357	Prbe.g_01858	Prat.g_00311
OG0000358	Prbe.g_01859	Prat.g_00312
OG0000359	Prbe.g_01860	Prat.g_00313
OG0000360	Prbe.g_01862	Prat.g_00315
OG0000361	Prbe.g_01863	Prat.g_00316
OG0000362	Prbe.g_01864	Prat.g_00317
OG0000363	Prbe.g_01865	Prat.g_00318
OG0000364	Prbe.g_01866	Prat.g_00319
OG0000365	Prbe.g_01867	Prat.g_00320
OG0000366	Prbe.g_01868	Prat.g_00321
OG0000367	Prbe.g_01869	Prat.g_00322
OG0000368	Prbe.g_01870	Prat.g_00323
OG0000369	Prbe.g_01871	Prat.g_00324
OG0000370	Prbe.g_01872	Prat.g_00325
OG0000371	Prbe.g_01873	Prat.g_00326
OG0000372	Prbe.g_01874	Prat.g_00328
OG0000373	Prbe.g_01876	Prat.g_00330
OG0000374	Prbe.g_01877	Prat.g_00331
OG0000375	Prbe.g_01878	Prat.g_00332
OG0000376	Prbe.g_01879	Prat.g_00334
OG0000377	Prbe.g_01885	Prat.g_00340
OG0000378	Prbe.g_01886	Prat.g_00341
OG0000379	Prbe.g_01892	Prat.g_00348
OG0000380	Prbe.g_01894	Prat.g_00350
OG0000381	Prbe.g_01895	Prat.g_00351
OG0000382	Prbe.g_01896	Prat.g_00352
OG0000383	Prbe.g_01899	Prat.g_00355
OG0000384	Prbe.g_01900	Prat.g_00356
OG0000385	Prbe.g_01903	Prat.g_00359
OG0000386	Prbe.g_01904	Prat.g_00360
OG0000387	Prbe.g_01905	Prat.g_00361
OG0000388	Prbe.g_01906	Prat.g_00362
OG0000389	Prbe.g_01907	Prat.g_00363
OG0000390	Prbe.g_01908	Prat.g_00364
OG0000391	Prbe.g_01909	Prat.g_00365
OG0000392	Prbe.g_01910	Prat.g_00366
OG0000393	Prbe.g_01914	Prat.g_00369
OG0000394	Prbe.g_01915	Prat.g_00370
OG0000395	Prbe.g_01918	Prat.g_00373
OG0000396	Prbe.g_01277	Prat.g_00985
OG0000397	Prbe.g_01593	Prat.g_01203
OG0000398	Prbe.g_01033	Prat.g_01469
OG0000399	Prbe.g_01588	Prat.g_00671
OG0000400	Prbe.g_00921	Prat.g_01656
OG0000401	Prbe.g_01929	Prat.g_00390
OG0000402	Prbe.g_01930	Prat.g_00391
OG0000403	Prbe.g_01931	Prat.g_00392
OG0000404	Prbe.g_01933	Prat.g_00395
OG0000405	Prbe.g_01934	Prat.g_00396
OG0000406	Prbe.g_01936	Prat.g_00398
OG0000407	Prbe.g_01937	Prat.g_00399
OG0000408	Prbe.g_01938	Prat.g_00400
OG0000409	Prbe.g_01939	Prat.g_00401
OG0000410	Prbe.g_01940	Prat.g_00403
OG0000411	Prbe.g_01941	Prat.g_00404
OG0000412	Prbe.g_01942	Prat.g_00405
OG0000413	Prbe.g_01943	Prat.g_00406
OG0000414	Prbe.g_01944	Prat.g_00407
OG0000415	Prbe.g_01945	Prat.g_00408
OG0000416	Prbe.g_01946	Prat.g_00410
OG0000417	Prbe.g_01947	Prat.g_00411
OG0000418	Prbe.g_01948	Prat.g_00412
OG0000419	Prbe.g_01949	Prat.g_00413
OG0000420	Prbe.g_01950	Prat.g_00414
OG0000421	Prbe.g_00676	Prat.g_00415
OG0000422	Prbe.g_00674	Prat.g_00417
OG0000423	Prbe.g_00673	Prat.g_00418
OG0000424	Prbe.g_00672	Prat.g_00419
OG0000425	Prbe.g_00668	Prat.g_00424
OG0000426	Prbe.g_00667	Prat.g_00425
OG0000427	Prbe.g_00666	Prat.g_00426
OG0000428	Prbe.g_00664	Prat.g_00428
OG0000429	Prbe.g_00663	Prat.g_00429
OG0000430	Prbe.g_00662	Prat.g_00430
OG0000431	Prbe.g_00660	Prat.g_00432
OG0000432	Prbe.g_00659	Prat.g_00433
OG0000433	Prbe.g_00656	Prat.g_00436
OG0000434	Prbe.g_00655	Prat.g_00438
OG0000435	Prbe.g_00654	Prat.g_00439
OG0000436	Prbe.g_00652	Prat.g_00441
OG0000437	Prbe.g_00650	Prat.g_00443
OG0000438	Prbe.g_00649	Prat.g_00444
OG0000439	Prbe.g_00648	Prat.g_00445
OG0000440	Prbe.g_00646	Prat.g_00447
OG0000441	Prbe.g_00645	Prat.g_00448
OG0000442	Prbe.g_00644	Prat.g_00449
OG0000443	Prbe.g_00643	Prat.g_00450
OG0000444	Prbe.g_00642	Prat.g_00451
OG0000445	Prbe.g_00641	Prat.g_00453
OG0000446	Prbe.g_00640	Prat.g_00454
OG0000447	Prbe.g_00639	Prat.g_00455
OG0000448	Prbe.g_00638	Prat.g_00456
OG0000449	Prbe.g_00632	Prat.g_00463
OG0000450	Prbe.g_00631	Prat.g_00464
OG0000451	Prbe.g_00630	Prat.g_00465
OG0000452	Prbe.g_00629	Prat.g_00466
OG0000453	Prbe.g_00628	Prat.g_00468
OG0000454	Prbe.g_00627	Prat.g_00469
OG0000455	Prbe.g_00626	Prat.g_00470
OG0000456	Prbe.g_00625	Prat.g_00471
OG0000457	Prbe.g_00623	Prat.g_00473
OG0000458	Prbe.g_00621	Prat.g_00475
OG0000459	Prbe.g_00620	Prat.g_00476
OG0000460	Prbe.g_00618	Prat.g_00478
OG0000461	Prbe.g_00617	Prat.g_00479
OG0000462	Prbe.g_00616	Prat.g_00480
OG0000463	Prbe.g_00615	Prat.g_00482
OG0000464	Prbe.g_00611	Prat.g_00486
OG0000465	Prbe.g_00610	Prat.g_00487
OG0000466	Prbe.g_00609	Prat.g_00488
OG0000467	Prbe.g_00608	Prat.g_00489
OG0000468	Prbe.g_00607	Prat.g_00490
OG0000469	Prbe.g_00606	Prat.g_00491
OG0000470	Prbe.g_00605	Prat.g_00492
OG0000471	Prbe.g_00604	Prat.g_00493
OG0000472	Prbe.g_00601	Prat.g_00496
OG0000473	Prbe.g_00600	Prat.g_00497
OG0000474	Prbe.g_00599	Prat.g_00498
OG0000475	Prbe.g_00598	Prat.g_00499
OG0000476	Prbe.g_00597	Prat.g_00500
OG0000477	Prbe.g_00595	Prat.g_00501
OG0000478	Prbe.g_00594	Prat.g_00502
OG0000479	Prbe.g_00593	Prat.g_00503
OG0000480	Prbe.g_00591	Prat.g_00505
OG0000481	Prbe.g_00590	Prat.g_00506
OG0000482	Prbe.g_00589	Prat.g_00507
OG0000483	Prbe.g_00588	Prat.g_00508
OG0000484	Prbe.g_00587	Prat.g_00509
OG0000485	Prbe.g_00586	Prat.g_00510
OG0000486	Prbe.g_00585	Prat.g_00511
OG0000487	Prbe.g_00584	Prat.g_00512
OG0000488	Prbe.g_00582	Prat.g_00515
OG0000489	Prbe.g_00581	Prat.g_00516
OG0000490	Prbe.g_00580	Prat.g_00517
OG0000491	Prbe.g_00579	Prat.g_00518
OG0000492	Prbe.g_00578	Prat.g_00519
OG0000493	Prbe.g_00577	Prat.g_00520
OG0000494	Prbe.g_00576	Prat.g_00522
OG0000495	Prbe.g_00575	Prat.g_00523
OG0000496	Prbe.g_00573	Prat.g_00525
OG0000497	Prbe.g_00571	Prat.g_00527
OG0000498	Prbe.g_00570	Prat.g_00528
OG0000499	Prbe.g_00568	Prat.g_00530
OG0000500	Prbe.g_00567	Prat.g_00531
OG0000501	Prbe.g_00565	Prat.g_00533
OG0000502	Prbe.g_00564	Prat.g_00534
OG0000503	Prbe.g_00563	Prat.g_00536
OG0000504	Prbe.g_00562	Prat.g_00537
OG0000505	Prbe.g_00561	Prat.g_00538
OG0000506	Prbe.g_00560	Prat.g_00539
OG0000507	Prbe.g_00559	Prat.g_00540
OG0000508	Prbe.g_00557	Prat.g_00542
OG0000509	Prbe.g_00556	Prat.g_00543
OG0000510	Prbe.g_00555	Prat.g_00544
OG0000511	Prbe.g_00554	Prat.g_00545
OG0000512	Prbe.g_00553	Prat.g_00546
OG0000513	Prbe.g_00552	Prat.g_00547
OG0000514	Prbe.g_00551	Prat.g_00548
OG0000515	Prbe.g_00548	Prat.g_00549
OG0000516	Prbe.g_00547	Prat.g_00550
OG0000517	Prbe.g_00546	Prat.g_00551
OG0000518	Prbe.g_00543	Prat.g_00553
OG0000519	Prbe.g_00542	Prat.g_00554
OG0000520	Prbe.g_00541	Prat.g_00555
OG0000521	Prbe.g_00540	Prat.g_00556
OG0000522	Prbe.g_00539	Prat.g_00557
OG0000523	Prbe.g_00538	Prat.g_00558
OG0000524	Prbe.g_00537	Prat.g_00559
OG0000525	Prbe.g_00535	Prat.g_00561
OG0000526	Prbe.g_00534	Prat.g_00562
OG0000527	Prbe.g_00533	Prat.g_00563
OG0000528	Prbe.g_00532	Prat.g_00564
OG0000529	Prbe.g_00531	Prat.g_00565
OG0000530	Prbe.g_00530	Prat.g_00566
OG0000531	Prbe.g_00528	Prat.g_00568
OG0000532	Prbe.g_00527	Prat.g_00569
OG0000533	Prbe.g_00526	Prat.g_00570
OG0000534	Prbe.g_00525	Prat.g_00571
OG0000535	Prbe.g_00524	Prat.g_00572
OG0000536	Prbe.g_00523	Prat.g_00573
OG0000537	Prbe.g_00522	Prat.g_00574
OG0000538	Prbe.g_00521	Prat.g_00575
OG0000539	Prbe.g_00520	Prat.g_00576
OG0000540	Prbe.g_00519	Prat.g_00577
OG0000541	Prbe.g_00518	Prat.g_00579
OG0000542	Prbe.g_00517	Prat.g_00580
OG0000543	Prbe.g_00516	Prat.g_00581
OG0000544	Prbe.g_00515	Prat.g_00582
OG0000545	Prbe.g_00513	Prat.g_00584
OG0000546	Prbe.g_00512	Prat.g_00585
OG0000547	Prbe.g_00510	Prat.g_00587
OG0000548	Prbe.g_00508	Prat.g_00589
OG0000549	Prbe.g_00507	Prat.g_00590
OG0000550	Prbe.g_00506	Prat.g_00591
OG0000551	Prbe.g_00504	Prat.g_00592
OG0000552	Prbe.g_00503	Prat.g_00593
OG0000553	Prbe.g_01490	Prat.g_01097
OG0000554	Prbe.g_01489	Prat.g_01095
