Orthogroup	Prbe	Prau
OG0000058	Prbe.g_00658	Prau.g_00516
OG0000059	Prbe.g_01206	Prau.g_00738
OG0000062	Prbe.g_00041	Prau.g_01174
OG0000063	Prbe.g_01522	Prau.g_01318
OG0000065	Prbe.g_00893	Prau.g_01371
OG0000066	Prbe.g_00353	Prau.g_01430
OG0000068	Prbe.g_00836	Prau.g_01869
OG0000069	Prbe.g_00272	Prau.g_01446
OG0000071	Prbe.g_01076	Prau.g_00011
OG0000073	Prbe.g_01449	Prau.g_00709
OG0000074	Prbe.g_00466	Prau.g_00731
OG0000075	Prbe.g_01229	Prau.g_00861
OG0000076	Prbe.g_01297	Prau.g_01089
OG0000077	Prbe.g_01118	Prau.g_01666
OG0000078	Prbe.g_00350	Prau.g_01435, Prau.g_01434, Prau.g_01491
OG0000079	Prbe.g_00226	Prau.g_01609
OG0000080	Prbe.g_00714	Prau.g_01658
OG0000081	Prbe.g_00802	Prau.g_01899
OG0000082	Prbe.g_00709	Prau.g_01297
OG0000083	Prbe.g_01068	Prau.g_00003
OG0000084	Prbe.g_01071	Prau.g_00006
OG0000085	Prbe.g_00123	Prau.g_00023
OG0000087	Prbe.g_00152	Prau.g_00057
OG0000088	Prbe.g_01657	Prau.g_00114
OG0000089	Prbe.g_01666	Prau.g_00122
OG0000090	Prbe.g_01683	Prau.g_00140
OG0000091	Prbe.g_01717	Prau.g_00170
OG0000092	Prbe.g_01718	Prau.g_00171
OG0000093	Prbe.g_01732	Prau.g_00185
OG0000094	Prbe.g_01751	Prau.g_00203
OG0000095	Prbe.g_01756	Prau.g_00208
OG0000096	Prbe.g_01804	Prau.g_00253
OG0000097	Prbe.g_01828	Prau.g_00276
OG0000099	Prbe.g_01849	Prau.g_00296
OG0000100	Prbe.g_01852	Prau.g_00299
OG0000101	Prbe.g_01917	Prau.g_00359
OG0000102	Prbe.g_00911	Prau.g_00386
OG0000103	Prbe.g_00657	Prau.g_00517
OG0000104	Prbe.g_00653	Prau.g_00521
OG0000105	Prbe.g_00633	Prau.g_00540
OG0000106	Prbe.g_00603	Prau.g_00572
OG0000107	Prbe.g_00602	Prau.g_00573
OG0000108	Prbe.g_00592	Prau.g_00583
OG0000109	Prbe.g_00583	Prau.g_00592
OG0000110	Prbe.g_00566	Prau.g_00608
OG0000111	Prbe.g_01468	Prau.g_00691
OG0000112	Prbe.g_01467	Prau.g_00692
OG0000113	Prbe.g_01417	Prau.g_00777
OG0000114	Prbe.g_01220	Prau.g_00852
OG0000115	Prbe.g_01350	Prau.g_01015
OG0000116	Prbe.g_01354	Prau.g_01019
OG0000117	Prbe.g_01300	Prau.g_01086
OG0000118	Prbe.g_01594	Prau.g_01136
OG0000119	Prbe.g_00044	Prau.g_01177
OG0000120	Prbe.g_01543	Prau.g_01212
OG0000121	Prbe.g_01520	Prau.g_01231
OG0000122	Prbe.g_01500	Prau.g_01250
OG0000123	Prbe.g_00501	Prau.g_01263
OG0000124	Prbe.g_00215	Prau.g_01496, Prau.g_01271
OG0000125	Prbe.g_00880	Prau.g_01383
OG0000126	Prbe.g_00373	Prau.g_01409
OG0000127	Prbe.g_00323	Prau.g_01515
OG0000128	Prbe.g_00310	Prau.g_01532
OG0000129	Prbe.g_00274	Prau.g_01568
OG0000130	Prbe.g_00988	Prau.g_01730
OG0000131	Prbe.g_00949	Prau.g_01768
OG0000132	Prbe.g_00946	Prau.g_01771
OG0000133	Prbe.g_01088	Prau.g_01828
OG0000134	Prbe.g_00842	Prau.g_01864
OG0000135	Prbe.g_00840	Prau.g_01866
OG0000136	Prbe.g_00790	Prau.g_01910
OG0000137	Prbe.g_00746	Prau.g_01942
OG0000138	Prbe.g_01158	Prau.g_01978
OG0000139	Prbe.g_01189	Prau.g_02004
OG0000140	Prbe.g_01066	Prau.g_00001
OG0000141	Prbe.g_01067	Prau.g_00002
OG0000142	Prbe.g_01069	Prau.g_00004
OG0000143	Prbe.g_01070	Prau.g_00005
OG0000144	Prbe.g_01072	Prau.g_00007
OG0000145	Prbe.g_01073	Prau.g_00008
OG0000146	Prbe.g_01074	Prau.g_00009
OG0000147	Prbe.g_01075	Prau.g_00010
OG0000148	Prbe.g_01077	Prau.g_00012
OG0000149	Prbe.g_00114	Prau.g_00014
OG0000150	Prbe.g_00115	Prau.g_00015
OG0000151	Prbe.g_00116	Prau.g_00016
OG0000152	Prbe.g_00117	Prau.g_00017
OG0000153	Prbe.g_00118	Prau.g_00018
OG0000154	Prbe.g_00119	Prau.g_00019
OG0000155	Prbe.g_00120	Prau.g_00020
OG0000156	Prbe.g_00121	Prau.g_00021
OG0000157	Prbe.g_00122	Prau.g_00022
OG0000158	Prbe.g_00124	Prau.g_00024
OG0000159	Prbe.g_00125	Prau.g_00025
OG0000160	Prbe.g_00126	Prau.g_00026
OG0000161	Prbe.g_00127	Prau.g_00027
OG0000162	Prbe.g_00128	Prau.g_00028
OG0000163	Prbe.g_00130	Prau.g_00029
OG0000164	Prbe.g_00133	Prau.g_00031
OG0000165	Prbe.g_00136	Prau.g_00034
OG0000166	Prbe.g_00137	Prau.g_00035
OG0000167	Prbe.g_00138	Prau.g_00036
OG0000168	Prbe.g_00140	Prau.g_00047
OG0000169	Prbe.g_00142	Prau.g_00049
OG0000170	Prbe.g_00144	Prau.g_00050
OG0000171	Prbe.g_00145	Prau.g_00051
OG0000172	Prbe.g_00146	Prau.g_00053
OG0000173	Prbe.g_00149	Prau.g_00054
OG0000174	Prbe.g_00150	Prau.g_00055
OG0000175	Prbe.g_00151	Prau.g_00056
OG0000176	Prbe.g_00153	Prau.g_00058
OG0000177	Prbe.g_00154	Prau.g_00059
OG0000178	Prbe.g_00156	Prau.g_00060
OG0000179	Prbe.g_00168	Prau.g_00066
OG0000180	Prbe.g_00169	Prau.g_00067
OG0000181	Prbe.g_00170	Prau.g_00068
OG0000182	Prbe.g_00174	Prau.g_00071
OG0000183	Prbe.g_00175	Prau.g_00072
OG0000184	Prbe.g_00178	Prau.g_00074
OG0000185	Prbe.g_00182	Prau.g_00078
OG0000186	Prbe.g_00183	Prau.g_00079
OG0000187	Prbe.g_00066	Prau.g_00080
OG0000188	Prbe.g_00184	Prau.g_00081
OG0000189	Prbe.g_00185	Prau.g_00082
OG0000190	Prbe.g_00186	Prau.g_00083
OG0000191	Prbe.g_00187	Prau.g_00084
OG0000192	Prbe.g_00188	Prau.g_00085
OG0000193	Prbe.g_00189	Prau.g_00086
OG0000194	Prbe.g_00190	Prau.g_00087
OG0000195	Prbe.g_00192	Prau.g_00089
OG0000196	Prbe.g_00193	Prau.g_00090
OG0000197	Prbe.g_01630	Prau.g_00091
OG0000198	Prbe.g_01631	Prau.g_00092
OG0000199	Prbe.g_01634	Prau.g_00095
OG0000200	Prbe.g_01635	Prau.g_00096
OG0000201	Prbe.g_01636	Prau.g_00097
OG0000202	Prbe.g_01638	Prau.g_00098
OG0000203	Prbe.g_01639	Prau.g_00099
OG0000204	Prbe.g_01640	Prau.g_00100
OG0000205	Prbe.g_01642	Prau.g_00101
OG0000206	Prbe.g_01643	Prau.g_00102
OG0000207	Prbe.g_01644	Prau.g_00103
OG0000208	Prbe.g_01645	Prau.g_00104
OG0000209	Prbe.g_01646	Prau.g_00105
OG0000210	Prbe.g_01647	Prau.g_00107
OG0000211	Prbe.g_01649	Prau.g_00108
OG0000212	Prbe.g_01650	Prau.g_00109
OG0000213	Prbe.g_01651	Prau.g_00110
OG0000214	Prbe.g_01655	Prau.g_00112
OG0000215	Prbe.g_01656	Prau.g_00113
OG0000216	Prbe.g_01658	Prau.g_00115
OG0000217	Prbe.g_01659	Prau.g_00116
OG0000218	Prbe.g_01660	Prau.g_00117
OG0000219	Prbe.g_01661	Prau.g_00118
OG0000220	Prbe.g_01664	Prau.g_00121
OG0000221	Prbe.g_01667	Prau.g_00123
OG0000222	Prbe.g_01668	Prau.g_00124
OG0000223	Prbe.g_01669	Prau.g_00125
OG0000224	Prbe.g_01671	Prau.g_00128
OG0000225	Prbe.g_01673	Prau.g_00130
OG0000226	Prbe.g_01675	Prau.g_00131
OG0000227	Prbe.g_01676	Prau.g_00132
OG0000228	Prbe.g_01677	Prau.g_00133
OG0000229	Prbe.g_01678	Prau.g_00134
OG0000230	Prbe.g_01679	Prau.g_00135
OG0000231	Prbe.g_01412	Prau.g_00137
OG0000232	Prbe.g_01681	Prau.g_00138
OG0000233	Prbe.g_01684	Prau.g_00141
OG0000234	Prbe.g_01686	Prau.g_00143
OG0000235	Prbe.g_01692	Prau.g_00146
OG0000236	Prbe.g_01693	Prau.g_00147
OG0000237	Prbe.g_01694	Prau.g_00148
OG0000238	Prbe.g_01695	Prau.g_00149
OG0000239	Prbe.g_01696	Prau.g_00150
OG0000240	Prbe.g_01698	Prau.g_00152
OG0000241	Prbe.g_01699	Prau.g_00153
OG0000242	Prbe.g_01700	Prau.g_00154
OG0000243	Prbe.g_01701	Prau.g_00155
OG0000244	Prbe.g_01702	Prau.g_00156
OG0000245	Prbe.g_01704	Prau.g_00157
OG0000246	Prbe.g_01706	Prau.g_00159
OG0000247	Prbe.g_01707	Prau.g_00160
OG0000248	Prbe.g_01708	Prau.g_00161
OG0000249	Prbe.g_01709	Prau.g_00162
OG0000250	Prbe.g_01710	Prau.g_00163
OG0000251	Prbe.g_01711	Prau.g_00164
OG0000252	Prbe.g_01712	Prau.g_00165
OG0000253	Prbe.g_01713	Prau.g_00166
OG0000254	Prbe.g_01715	Prau.g_00168
OG0000255	Prbe.g_01716	Prau.g_00169
OG0000256	Prbe.g_01719	Prau.g_00172
OG0000257	Prbe.g_01721	Prau.g_00174
OG0000258	Prbe.g_01722	Prau.g_00175
OG0000259	Prbe.g_01723	Prau.g_00176
OG0000260	Prbe.g_01724	Prau.g_00177
OG0000261	Prbe.g_01725	Prau.g_00178
OG0000262	Prbe.g_01726	Prau.g_00179
OG0000263	Prbe.g_01727	Prau.g_00180
OG0000264	Prbe.g_01729	Prau.g_00182
OG0000265	Prbe.g_01730	Prau.g_00183
OG0000266	Prbe.g_01731	Prau.g_00184
OG0000267	Prbe.g_01733	Prau.g_00186
OG0000268	Prbe.g_01735	Prau.g_00187
OG0000269	Prbe.g_01736	Prau.g_00188
OG0000270	Prbe.g_01737	Prau.g_00189
OG0000271	Prbe.g_01738	Prau.g_00190
OG0000272	Prbe.g_01739	Prau.g_00191
OG0000273	Prbe.g_01740	Prau.g_00192
OG0000274	Prbe.g_01741	Prau.g_00193
OG0000275	Prbe.g_01742	Prau.g_00194
OG0000276	Prbe.g_01743	Prau.g_00195
OG0000277	Prbe.g_01744	Prau.g_00196
OG0000278	Prbe.g_01745	Prau.g_00197
OG0000279	Prbe.g_01746	Prau.g_00198
OG0000280	Prbe.g_01747	Prau.g_00199
OG0000281	Prbe.g_01749	Prau.g_00201
OG0000282	Prbe.g_01750	Prau.g_00202
OG0000283	Prbe.g_01753	Prau.g_00205
OG0000284	Prbe.g_01754	Prau.g_00206
OG0000285	Prbe.g_01755	Prau.g_00207
OG0000286	Prbe.g_01757	Prau.g_00209
OG0000287	Prbe.g_01759	Prau.g_00210
OG0000288	Prbe.g_01760	Prau.g_00211
OG0000289	Prbe.g_01761	Prau.g_00212
OG0000290	Prbe.g_01762	Prau.g_00213
OG0000291	Prbe.g_01763	Prau.g_00214
OG0000292	Prbe.g_01764	Prau.g_00215
OG0000293	Prbe.g_01765	Prau.g_00216
OG0000294	Prbe.g_01766	Prau.g_00217
OG0000295	Prbe.g_01767	Prau.g_00218
OG0000296	Prbe.g_01768	Prau.g_00219
OG0000297	Prbe.g_01769	Prau.g_00220
OG0000298	Prbe.g_01770	Prau.g_00221
OG0000299	Prbe.g_01771	Prau.g_00222
OG0000300	Prbe.g_01772	Prau.g_00223
OG0000301	Prbe.g_01773	Prau.g_00224
OG0000302	Prbe.g_01774	Prau.g_00225
OG0000303	Prbe.g_01775	Prau.g_00226
OG0000304	Prbe.g_01777	Prau.g_00227
OG0000305	Prbe.g_01778	Prau.g_00228
OG0000306	Prbe.g_01779	Prau.g_00229
OG0000307	Prbe.g_01781	Prau.g_00230
OG0000308	Prbe.g_01782	Prau.g_00231
OG0000309	Prbe.g_01783	Prau.g_00232
OG0000310	Prbe.g_01784	Prau.g_00233
OG0000311	Prbe.g_01785	Prau.g_00234
OG0000312	Prbe.g_01787	Prau.g_00236
OG0000313	Prbe.g_01788	Prau.g_00237
OG0000314	Prbe.g_01792	Prau.g_00240
OG0000315	Prbe.g_01793	Prau.g_00241
OG0000316	Prbe.g_01795	Prau.g_00244
OG0000317	Prbe.g_01797	Prau.g_00246
OG0000318	Prbe.g_01798	Prau.g_00247
OG0000319	Prbe.g_01799	Prau.g_00248
OG0000320	Prbe.g_01800	Prau.g_00249
OG0000321	Prbe.g_01803	Prau.g_00252
OG0000322	Prbe.g_01807	Prau.g_00255
OG0000323	Prbe.g_01808	Prau.g_00256
OG0000324	Prbe.g_01811	Prau.g_00259
OG0000325	Prbe.g_01812	Prau.g_00261
OG0000326	Prbe.g_01813	Prau.g_00262
OG0000327	Prbe.g_01815	Prau.g_00264
OG0000328	Prbe.g_01816	Prau.g_00265
OG0000329	Prbe.g_01817	Prau.g_00266
OG0000330	Prbe.g_01818	Prau.g_00267
OG0000331	Prbe.g_01820	Prau.g_00268
OG0000332	Prbe.g_01821	Prau.g_00269
OG0000333	Prbe.g_01822	Prau.g_00270
OG0000334	Prbe.g_01823	Prau.g_00271
OG0000335	Prbe.g_01824	Prau.g_00272
OG0000336	Prbe.g_01826	Prau.g_00273
OG0000337	Prbe.g_01829	Prau.g_00277
OG0000338	Prbe.g_01830	Prau.g_00278
OG0000339	Prbe.g_01831	Prau.g_00279
OG0000340	Prbe.g_01832	Prau.g_00280
OG0000341	Prbe.g_01836	Prau.g_00284
OG0000342	Prbe.g_01837	Prau.g_00285
OG0000343	Prbe.g_01840	Prau.g_00287
OG0000344	Prbe.g_01841	Prau.g_00288
OG0000345	Prbe.g_01842	Prau.g_00289
OG0000346	Prbe.g_01843	Prau.g_00290
OG0000347	Prbe.g_01844	Prau.g_00291
OG0000348	Prbe.g_01846	Prau.g_00292
OG0000349	Prbe.g_01847	Prau.g_00293
OG0000350	Prbe.g_01848	Prau.g_00294
OG0000351	Prbe.g_01850	Prau.g_00297
OG0000352	Prbe.g_01853	Prau.g_00300
OG0000353	Prbe.g_01854	Prau.g_00301
OG0000354	Prbe.g_01855	Prau.g_00302
OG0000355	Prbe.g_01856	Prau.g_00303
OG0000356	Prbe.g_01857	Prau.g_00304
OG0000357	Prbe.g_01858	Prau.g_00305
OG0000358	Prbe.g_01859	Prau.g_00306
OG0000359	Prbe.g_01860	Prau.g_00307
OG0000360	Prbe.g_01862	Prau.g_00310
OG0000361	Prbe.g_01863	Prau.g_00311
OG0000362	Prbe.g_01864	Prau.g_00312
OG0000363	Prbe.g_01865	Prau.g_00313
OG0000364	Prbe.g_01866	Prau.g_00314
OG0000365	Prbe.g_01867	Prau.g_00315
OG0000366	Prbe.g_01868	Prau.g_00316
OG0000367	Prbe.g_01869	Prau.g_00317
OG0000368	Prbe.g_01870	Prau.g_00318
OG0000369	Prbe.g_01871	Prau.g_00319
OG0000370	Prbe.g_01872	Prau.g_00320
OG0000371	Prbe.g_01873	Prau.g_00321
OG0000372	Prbe.g_01874	Prau.g_00323
OG0000373	Prbe.g_01876	Prau.g_00325
OG0000374	Prbe.g_01877	Prau.g_00326
OG0000375	Prbe.g_01878	Prau.g_00327
OG0000376	Prbe.g_01879	Prau.g_00329
OG0000377	Prbe.g_01885	Prau.g_00330
OG0000378	Prbe.g_01886	Prau.g_00331
OG0000379	Prbe.g_01892	Prau.g_00336
OG0000380	Prbe.g_01894	Prau.g_00337
OG0000381	Prbe.g_01895	Prau.g_00338
OG0000382	Prbe.g_01896	Prau.g_00340
OG0000383	Prbe.g_01899	Prau.g_00343
OG0000384	Prbe.g_01900	Prau.g_00344
OG0000385	Prbe.g_01903	Prau.g_00347
OG0000386	Prbe.g_01904	Prau.g_00348
OG0000387	Prbe.g_01905	Prau.g_00349
OG0000388	Prbe.g_01906	Prau.g_00350
OG0000389	Prbe.g_01907	Prau.g_00351
OG0000390	Prbe.g_01908	Prau.g_00352
OG0000391	Prbe.g_01909	Prau.g_00353
OG0000392	Prbe.g_01910	Prau.g_00354
OG0000393	Prbe.g_01914	Prau.g_00357
OG0000394	Prbe.g_01915	Prau.g_00358
OG0000395	Prbe.g_01918	Prau.g_00360
OG0000396	Prbe.g_01277	Prau.g_00361
OG0000397	Prbe.g_01593	Prau.g_00374
OG0000398	Prbe.g_01033	Prau.g_00382
OG0000399	Prbe.g_01588	Prau.g_00383
OG0000400	Prbe.g_00921	Prau.g_00389
OG0000401	Prbe.g_01929	Prau.g_00472
OG0000402	Prbe.g_01930	Prau.g_00473
OG0000403	Prbe.g_01931	Prau.g_00474
OG0000404	Prbe.g_01933	Prau.g_00476
OG0000405	Prbe.g_01934	Prau.g_00477
OG0000406	Prbe.g_01936	Prau.g_00479
OG0000407	Prbe.g_01937	Prau.g_00480
OG0000408	Prbe.g_01938	Prau.g_00481
OG0000409	Prbe.g_01939	Prau.g_00482
OG0000410	Prbe.g_01940	Prau.g_00483
OG0000411	Prbe.g_01941	Prau.g_00484
OG0000412	Prbe.g_01942	Prau.g_00485
OG0000413	Prbe.g_01943	Prau.g_00486
OG0000414	Prbe.g_01944	Prau.g_00487
OG0000415	Prbe.g_01945	Prau.g_00488
OG0000416	Prbe.g_01946	Prau.g_00489
OG0000417	Prbe.g_01947	Prau.g_00490
OG0000418	Prbe.g_01948	Prau.g_00491
OG0000419	Prbe.g_01949	Prau.g_00492
OG0000420	Prbe.g_01950	Prau.g_00493
OG0000421	Prbe.g_00676	Prau.g_00494
OG0000422	Prbe.g_00674	Prau.g_00496
OG0000423	Prbe.g_00673	Prau.g_00497
OG0000424	Prbe.g_00672	Prau.g_00499
OG0000425	Prbe.g_00668	Prau.g_00503
OG0000426	Prbe.g_00667	Prau.g_00504
OG0000427	Prbe.g_00666	Prau.g_00505
OG0000428	Prbe.g_00664	Prau.g_00506
OG0000429	Prbe.g_00663	Prau.g_00507
OG0000430	Prbe.g_00662	Prau.g_00512
OG0000431	Prbe.g_00660	Prau.g_00514
OG0000432	Prbe.g_00659	Prau.g_00515
OG0000433	Prbe.g_00656	Prau.g_00518
OG0000434	Prbe.g_00655	Prau.g_00519
OG0000435	Prbe.g_00654	Prau.g_00520
OG0000436	Prbe.g_00652	Prau.g_00522
OG0000437	Prbe.g_00650	Prau.g_00524
OG0000438	Prbe.g_00649	Prau.g_00525
OG0000439	Prbe.g_00648	Prau.g_00526
OG0000440	Prbe.g_00646	Prau.g_00528
OG0000441	Prbe.g_00645	Prau.g_00529
OG0000442	Prbe.g_00644	Prau.g_00530
OG0000443	Prbe.g_00643	Prau.g_00531
OG0000444	Prbe.g_00642	Prau.g_00532
OG0000445	Prbe.g_00641	Prau.g_00533
OG0000446	Prbe.g_00640	Prau.g_00534
OG0000447	Prbe.g_00639	Prau.g_00535
OG0000448	Prbe.g_00638	Prau.g_00536
OG0000449	Prbe.g_00632	Prau.g_00541
OG0000450	Prbe.g_00631	Prau.g_00542
OG0000451	Prbe.g_00630	Prau.g_00543
OG0000452	Prbe.g_00629	Prau.g_00544
OG0000453	Prbe.g_00628	Prau.g_00546
OG0000454	Prbe.g_00627	Prau.g_00547
OG0000455	Prbe.g_00626	Prau.g_00548
OG0000456	Prbe.g_00625	Prau.g_00549
OG0000457	Prbe.g_00623	Prau.g_00551
OG0000458	Prbe.g_00621	Prau.g_00553
OG0000459	Prbe.g_00620	Prau.g_00554
OG0000460	Prbe.g_00618	Prau.g_00556
OG0000461	Prbe.g_00617	Prau.g_00557
OG0000462	Prbe.g_00616	Prau.g_00558
OG0000463	Prbe.g_00615	Prau.g_00559
OG0000464	Prbe.g_00611	Prau.g_00564
OG0000465	Prbe.g_00610	Prau.g_00565
OG0000466	Prbe.g_00609	Prau.g_00566
OG0000467	Prbe.g_00608	Prau.g_00567
OG0000468	Prbe.g_00607	Prau.g_00568
OG0000469	Prbe.g_00606	Prau.g_00569
OG0000470	Prbe.g_00605	Prau.g_00570
OG0000471	Prbe.g_00604	Prau.g_00571
OG0000472	Prbe.g_00601	Prau.g_00574
OG0000473	Prbe.g_00600	Prau.g_00575
OG0000474	Prbe.g_00599	Prau.g_00576
OG0000475	Prbe.g_00598	Prau.g_00577
OG0000476	Prbe.g_00597	Prau.g_00578
OG0000477	Prbe.g_00595	Prau.g_00580
OG0000478	Prbe.g_00594	Prau.g_00581
OG0000479	Prbe.g_00593	Prau.g_00582
OG0000480	Prbe.g_00591	Prau.g_00584
OG0000481	Prbe.g_00590	Prau.g_00585
OG0000482	Prbe.g_00589	Prau.g_00586
OG0000483	Prbe.g_00588	Prau.g_00587
OG0000484	Prbe.g_00587	Prau.g_00588
OG0000485	Prbe.g_00586	Prau.g_00589
OG0000486	Prbe.g_00585	Prau.g_00590
OG0000487	Prbe.g_00584	Prau.g_00591
OG0000488	Prbe.g_00582	Prau.g_00593
OG0000489	Prbe.g_00581	Prau.g_00594
OG0000490	Prbe.g_00580	Prau.g_00595
OG0000491	Prbe.g_00579	Prau.g_00596
OG0000492	Prbe.g_00578	Prau.g_00597
OG0000493	Prbe.g_00577	Prau.g_00598
OG0000494	Prbe.g_00576	Prau.g_00600
OG0000495	Prbe.g_00575	Prau.g_00601
OG0000496	Prbe.g_00573	Prau.g_00602
OG0000497	Prbe.g_00571	Prau.g_00603
OG0000498	Prbe.g_00570	Prau.g_00604
OG0000499	Prbe.g_00568	Prau.g_00606
OG0000500	Prbe.g_00567	Prau.g_00607
OG0000501	Prbe.g_00565	Prau.g_00609
OG0000502	Prbe.g_00564	Prau.g_00610
OG0000503	Prbe.g_00563	Prau.g_00611
OG0000504	Prbe.g_00562	Prau.g_00612
OG0000505	Prbe.g_00561	Prau.g_00613
OG0000506	Prbe.g_00560	Prau.g_00614
OG0000507	Prbe.g_00559	Prau.g_00615
OG0000508	Prbe.g_00557	Prau.g_00617
OG0000509	Prbe.g_00556	Prau.g_00618
OG0000510	Prbe.g_00555	Prau.g_00619
OG0000511	Prbe.g_00554	Prau.g_00620
OG0000512	Prbe.g_00553	Prau.g_00621
OG0000513	Prbe.g_00552	Prau.g_00622
OG0000514	Prbe.g_00551	Prau.g_00623
OG0000515	Prbe.g_00548	Prau.g_00625
OG0000516	Prbe.g_00547	Prau.g_00626
OG0000517	Prbe.g_00546	Prau.g_00627
OG0000518	Prbe.g_00543	Prau.g_00629
OG0000519	Prbe.g_00542	Prau.g_00630
OG0000520	Prbe.g_00541	Prau.g_00631
OG0000521	Prbe.g_00540	Prau.g_00632
OG0000522	Prbe.g_00539	Prau.g_00633
OG0000523	Prbe.g_00538	Prau.g_00634
OG0000524	Prbe.g_00537	Prau.g_00635
OG0000525	Prbe.g_00535	Prau.g_00637
OG0000526	Prbe.g_00534	Prau.g_00638
OG0000527	Prbe.g_00533	Prau.g_00639
OG0000528	Prbe.g_00532	Prau.g_00640
OG0000529	Prbe.g_00531	Prau.g_00641
OG0000530	Prbe.g_00530	Prau.g_00642
OG0000531	Prbe.g_00528	Prau.g_00643
OG0000532	Prbe.g_00527	Prau.g_00644
OG0000533	Prbe.g_00526	Prau.g_00645
OG0000534	Prbe.g_00525	Prau.g_00646
OG0000535	Prbe.g_00524	Prau.g_00647
OG0000536	Prbe.g_00523	Prau.g_00648
OG0000537	Prbe.g_00522	Prau.g_00649
OG0000538	Prbe.g_00521	Prau.g_00650
OG0000539	Prbe.g_00520	Prau.g_00651
OG0000540	Prbe.g_00519	Prau.g_00652
OG0000541	Prbe.g_00518	Prau.g_00653
OG0000542	Prbe.g_00517	Prau.g_00654
OG0000543	Prbe.g_00516	Prau.g_00655
OG0000544	Prbe.g_00515	Prau.g_00656
OG0000545	Prbe.g_00513	Prau.g_00661
OG0000546	Prbe.g_00512	Prau.g_00662
OG0000547	Prbe.g_00510	Prau.g_00664
OG0000548	Prbe.g_00508	Prau.g_00665
OG0000549	Prbe.g_00507	Prau.g_00666
OG0000550	Prbe.g_00506	Prau.g_00667
OG0000551	Prbe.g_00504	Prau.g_00668
OG0000552	Prbe.g_00503	Prau.g_00669
OG0000553	Prbe.g_01490	Prau.g_00670
OG0000554	Prbe.g_01489	Prau.g_00671
OG0000555	Prbe.g_01488	Prau.g_00672
OG0000556	Prbe.g_01487	Prau.g_00673
OG0000557	Prbe.g_01486	Prau.g_00674
OG0000558	Prbe.g_01485	Prau.g_00675
OG0000559	Prbe.g_01484	Prau.g_00676
