Orthogroup	Prbe	Pram
OG0000163	Prbe.g_00130	Pram.g_00016
OG0000164	Prbe.g_00133	Pram.g_00019
OG0000165	Prbe.g_00136	Pram.g_00021
OG0000166	Prbe.g_00137	Pram.g_00022
OG0000167	Prbe.g_00138	Pram.g_00023
OG0000168	Prbe.g_00140	Pram.g_00024
OG0000169	Prbe.g_00142	Pram.g_00026
OG0000170	Prbe.g_00144	Pram.g_00028
OG0000171	Prbe.g_00145	Pram.g_00029
OG0000172	Prbe.g_00146	Pram.g_00030
OG0000173	Prbe.g_00149	Pram.g_00033
OG0000174	Prbe.g_00150	Pram.g_00034
OG0000175	Prbe.g_00151	Pram.g_00035
OG0000176	Prbe.g_00153	Pram.g_00037
OG0000177	Prbe.g_00154	Pram.g_00038
OG0000178	Prbe.g_00156	Pram.g_00039
OG0000179	Prbe.g_00168	Pram.g_00048
OG0000180	Prbe.g_00169	Pram.g_00049
OG0000181	Prbe.g_00170	Pram.g_00050
OG0000182	Prbe.g_00174	Pram.g_00054
OG0000183	Prbe.g_00175	Pram.g_00055
OG0000184	Prbe.g_00178	Pram.g_00058
OG0000185	Prbe.g_00182	Pram.g_00062
OG0000186	Prbe.g_00183	Pram.g_00063
OG0000187	Prbe.g_00066	Pram.g_01536
OG0000188	Prbe.g_00184	Pram.g_00064
OG0000189	Prbe.g_00185	Pram.g_00065
OG0000190	Prbe.g_00186	Pram.g_00066
OG0000191	Prbe.g_00187	Pram.g_00067
OG0000192	Prbe.g_00188	Pram.g_00068
OG0000193	Prbe.g_00189	Pram.g_00069
OG0000194	Prbe.g_00190	Pram.g_00070
OG0000195	Prbe.g_00192	Pram.g_00072
OG0000196	Prbe.g_00193	Pram.g_00073
OG0000197	Prbe.g_01630	Pram.g_00074
OG0000198	Prbe.g_01631	Pram.g_00075
OG0000199	Prbe.g_01634	Pram.g_00078
OG0000200	Prbe.g_01635	Pram.g_00079
OG0000201	Prbe.g_01636	Pram.g_00080
OG0000202	Prbe.g_01638	Pram.g_00081
OG0000203	Prbe.g_01639	Pram.g_00082
OG0000204	Prbe.g_01640	Pram.g_00083
OG0000205	Prbe.g_01642	Pram.g_00085
OG0000206	Prbe.g_01643	Pram.g_00086
OG0000207	Prbe.g_01644	Pram.g_00087
OG0000208	Prbe.g_01645	Pram.g_00088
OG0000209	Prbe.g_01646	Pram.g_00089
OG0000210	Prbe.g_01647	Pram.g_00090
OG0000211	Prbe.g_01649	Pram.g_00091
OG0000212	Prbe.g_01650	Pram.g_00092
OG0000213	Prbe.g_01651	Pram.g_00093
OG0000214	Prbe.g_01655	Pram.g_00097
OG0000215	Prbe.g_01656	Pram.g_00098
OG0000216	Prbe.g_01658	Pram.g_00100
OG0000217	Prbe.g_01659	Pram.g_00101
OG0000218	Prbe.g_01660	Pram.g_00102
OG0000219	Prbe.g_01661	Pram.g_00103
OG0000220	Prbe.g_01664	Pram.g_00106
OG0000221	Prbe.g_01667	Pram.g_00109
OG0000222	Prbe.g_01668	Pram.g_00110
OG0000223	Prbe.g_01669	Pram.g_00111
OG0000224	Prbe.g_01671	Pram.g_00113
OG0000225	Prbe.g_01673	Pram.g_00115
OG0000226	Prbe.g_01675	Pram.g_00117
OG0000227	Prbe.g_01676	Pram.g_00118
OG0000228	Prbe.g_01677	Pram.g_00119
OG0000229	Prbe.g_01678	Pram.g_00120
OG0000230	Prbe.g_01679	Pram.g_00121
OG0000231	Prbe.g_01412	Pram.g_01001
OG0000232	Prbe.g_01681	Pram.g_00123
OG0000233	Prbe.g_01684	Pram.g_00126
OG0000234	Prbe.g_01686	Pram.g_00128
OG0000235	Prbe.g_01692	Pram.g_00130
OG0000236	Prbe.g_01693	Pram.g_00131
OG0000237	Prbe.g_01694	Pram.g_00132
OG0000238	Prbe.g_01695	Pram.g_00133
OG0000239	Prbe.g_01696	Pram.g_00134
OG0000240	Prbe.g_01698	Pram.g_00136
OG0000241	Prbe.g_01699	Pram.g_00137
OG0000242	Prbe.g_01700	Pram.g_00138
OG0000243	Prbe.g_01701	Pram.g_00139
OG0000244	Prbe.g_01702	Pram.g_00140
OG0000245	Prbe.g_01704	Pram.g_00141
OG0000246	Prbe.g_01706	Pram.g_00143
OG0000247	Prbe.g_01707	Pram.g_00144
OG0000248	Prbe.g_01708	Pram.g_00145
OG0000249	Prbe.g_01709	Pram.g_00146
OG0000250	Prbe.g_01710	Pram.g_00147
OG0000251	Prbe.g_01711	Pram.g_00148
OG0000252	Prbe.g_01712	Pram.g_00149
OG0000253	Prbe.g_01713	Pram.g_00150
OG0000254	Prbe.g_01715	Pram.g_00152
OG0000255	Prbe.g_01716	Pram.g_00153
OG0000256	Prbe.g_01719	Pram.g_00156
OG0000257	Prbe.g_01721	Pram.g_00157
OG0000258	Prbe.g_01722	Pram.g_00158
OG0000259	Prbe.g_01723	Pram.g_00159
OG0000260	Prbe.g_01724	Pram.g_00160
OG0000261	Prbe.g_01725	Pram.g_00161
OG0000262	Prbe.g_01726	Pram.g_00162
OG0000263	Prbe.g_01727	Pram.g_00163
OG0000264	Prbe.g_01729	Pram.g_00165
OG0000265	Prbe.g_01730	Pram.g_00166
OG0000266	Prbe.g_01731	Pram.g_00167
OG0000267	Prbe.g_01733	Pram.g_00169
OG0000268	Prbe.g_01735	Pram.g_00171
OG0000269	Prbe.g_01736	Pram.g_00172
OG0000270	Prbe.g_01737	Pram.g_00173
OG0000271	Prbe.g_01738	Pram.g_00174
OG0000272	Prbe.g_01739	Pram.g_00175
OG0000273	Prbe.g_01740	Pram.g_00176
OG0000274	Prbe.g_01741	Pram.g_00177
OG0000275	Prbe.g_01742	Pram.g_00178
OG0000276	Prbe.g_01743	Pram.g_00179
OG0000277	Prbe.g_01744	Pram.g_00180
OG0000278	Prbe.g_01745	Pram.g_00181
OG0000279	Prbe.g_01746	Pram.g_00182
OG0000280	Prbe.g_01747	Pram.g_00183
OG0000281	Prbe.g_01749	Pram.g_00185
OG0000282	Prbe.g_01750	Pram.g_00186
OG0000283	Prbe.g_01753	Pram.g_00189
OG0000284	Prbe.g_01754	Pram.g_00190
OG0000285	Prbe.g_01755	Pram.g_00191
OG0000286	Prbe.g_01757	Pram.g_00193
OG0000287	Prbe.g_01759	Pram.g_00194
OG0000288	Prbe.g_01760	Pram.g_00195
OG0000289	Prbe.g_01761	Pram.g_00196
OG0000290	Prbe.g_01762	Pram.g_00197
OG0000291	Prbe.g_01763	Pram.g_00198
OG0000292	Prbe.g_01764	Pram.g_00199
OG0000293	Prbe.g_01765	Pram.g_00200
OG0000294	Prbe.g_01766	Pram.g_00201
OG0000295	Prbe.g_01767	Pram.g_00202
OG0000296	Prbe.g_01768	Pram.g_00203
OG0000297	Prbe.g_01769	Pram.g_00204
OG0000298	Prbe.g_01770	Pram.g_00205
OG0000299	Prbe.g_01771	Pram.g_00206
OG0000300	Prbe.g_01772	Pram.g_00207
OG0000301	Prbe.g_01773	Pram.g_00208
OG0000302	Prbe.g_01774	Pram.g_00209
OG0000303	Prbe.g_01775	Pram.g_00210
OG0000304	Prbe.g_01777	Pram.g_00212
OG0000305	Prbe.g_01778	Pram.g_00213
OG0000306	Prbe.g_01779	Pram.g_00214
OG0000307	Prbe.g_01781	Pram.g_00216
OG0000308	Prbe.g_01782	Pram.g_00217
OG0000309	Prbe.g_01783	Pram.g_00218
OG0000310	Prbe.g_01784	Pram.g_00219
OG0000311	Prbe.g_01785	Pram.g_00220
OG0000312	Prbe.g_01787	Pram.g_00222
OG0000313	Prbe.g_01788	Pram.g_00223
OG0000314	Prbe.g_01792	Pram.g_00227
OG0000315	Prbe.g_01793	Pram.g_00228
OG0000316	Prbe.g_01795	Pram.g_00230
OG0000317	Prbe.g_01797	Pram.g_00232
OG0000318	Prbe.g_01798	Pram.g_00233
OG0000319	Prbe.g_01799	Pram.g_00234
OG0000320	Prbe.g_01800	Pram.g_00235
OG0000321	Prbe.g_01803	Pram.g_00238
OG0000322	Prbe.g_01807	Pram.g_00242
OG0000323	Prbe.g_01808	Pram.g_00243
OG0000324	Prbe.g_01811	Pram.g_00246
OG0000325	Prbe.g_01812	Pram.g_00247
OG0000326	Prbe.g_01813	Pram.g_00248
OG0000327	Prbe.g_01815	Pram.g_00250
OG0000328	Prbe.g_01816	Pram.g_00251
OG0000329	Prbe.g_01817	Pram.g_00252
OG0000330	Prbe.g_01818	Pram.g_00253
OG0000331	Prbe.g_01820	Pram.g_00254
OG0000332	Prbe.g_01821	Pram.g_00255
OG0000333	Prbe.g_01822	Pram.g_00256
OG0000334	Prbe.g_01823	Pram.g_00257
OG0000335	Prbe.g_01824	Pram.g_00258
OG0000336	Prbe.g_01826	Pram.g_00260
OG0000337	Prbe.g_01829	Pram.g_00263
OG0000338	Prbe.g_01830	Pram.g_00264
OG0000339	Prbe.g_01831	Pram.g_00265
OG0000340	Prbe.g_01832	Pram.g_00266
OG0000341	Prbe.g_01836	Pram.g_00270
OG0000342	Prbe.g_01837	Pram.g_00271
OG0000343	Prbe.g_01840	Pram.g_00274
OG0000344	Prbe.g_01841	Pram.g_00275
OG0000345	Prbe.g_01842	Pram.g_00276
OG0000346	Prbe.g_01843	Pram.g_00277
OG0000347	Prbe.g_01844	Pram.g_00278
OG0000348	Prbe.g_01846	Pram.g_00280
OG0000349	Prbe.g_01847	Pram.g_00281
OG0000350	Prbe.g_01848	Pram.g_00282
OG0000351	Prbe.g_01850	Pram.g_00284
OG0000352	Prbe.g_01853	Pram.g_00287
OG0000353	Prbe.g_01854	Pram.g_00288
OG0000354	Prbe.g_01855	Pram.g_00289
OG0000355	Prbe.g_01856	Pram.g_00290
OG0000356	Prbe.g_01857	Pram.g_00291
OG0000357	Prbe.g_01858	Pram.g_00292
OG0000358	Prbe.g_01859	Pram.g_00293
OG0000359	Prbe.g_01860	Pram.g_00294
OG0000360	Prbe.g_01862	Pram.g_00296
OG0000361	Prbe.g_01863	Pram.g_00297
OG0000362	Prbe.g_01864	Pram.g_00298
OG0000363	Prbe.g_01865	Pram.g_00299
OG0000364	Prbe.g_01866	Pram.g_00300
OG0000365	Prbe.g_01867	Pram.g_00301
OG0000366	Prbe.g_01868	Pram.g_00302
OG0000367	Prbe.g_01869	Pram.g_00303
OG0000368	Prbe.g_01870	Pram.g_00304
OG0000369	Prbe.g_01871	Pram.g_00305
OG0000370	Prbe.g_01872	Pram.g_00306
OG0000371	Prbe.g_01873	Pram.g_00307
OG0000372	Prbe.g_01874	Pram.g_00309
OG0000373	Prbe.g_01876	Pram.g_00311
OG0000374	Prbe.g_01877	Pram.g_00312
OG0000375	Prbe.g_01878	Pram.g_00313
OG0000376	Prbe.g_01879	Pram.g_00315
OG0000377	Prbe.g_01885	Pram.g_00321
OG0000378	Prbe.g_01886	Pram.g_00322
OG0000379	Prbe.g_01892	Pram.g_00328
OG0000380	Prbe.g_01894	Pram.g_00330
OG0000381	Prbe.g_01895	Pram.g_00331
OG0000382	Prbe.g_01896	Pram.g_00332
OG0000383	Prbe.g_01899	Pram.g_00336
OG0000384	Prbe.g_01900	Pram.g_00337
OG0000385	Prbe.g_01903	Pram.g_00340
OG0000386	Prbe.g_01904	Pram.g_00341
OG0000387	Prbe.g_01905	Pram.g_00342
OG0000388	Prbe.g_01906	Pram.g_00343
OG0000389	Prbe.g_01907	Pram.g_00344
OG0000390	Prbe.g_01908	Pram.g_00345
OG0000391	Prbe.g_01909	Pram.g_00346
OG0000392	Prbe.g_01910	Pram.g_00347
OG0000393	Prbe.g_01914	Pram.g_00351
OG0000394	Prbe.g_01915	Pram.g_00352
OG0000395	Prbe.g_01918	Pram.g_00355
OG0000396	Prbe.g_01277	Pram.g_00864
OG0000397	Prbe.g_01593	Pram.g_01184
OG0000398	Prbe.g_01033	Pram.g_01537
OG0000399	Prbe.g_01588	Pram.g_01177
OG0000400	Prbe.g_00921	Pram.g_01696
OG0000401	Prbe.g_01929	Pram.g_00366
OG0000402	Prbe.g_01930	Pram.g_00367
OG0000403	Prbe.g_01931	Pram.g_00368
OG0000404	Prbe.g_01933	Pram.g_00370
OG0000405	Prbe.g_01934	Pram.g_00371
OG0000406	Prbe.g_01936	Pram.g_00373
OG0000407	Prbe.g_01937	Pram.g_00374
OG0000408	Prbe.g_01938	Pram.g_00375
OG0000409	Prbe.g_01939	Pram.g_00376
OG0000410	Prbe.g_01940	Pram.g_00377
OG0000411	Prbe.g_01941	Pram.g_00378
OG0000412	Prbe.g_01942	Pram.g_00379
OG0000413	Prbe.g_01943	Pram.g_00380
OG0000414	Prbe.g_01944	Pram.g_00381
OG0000415	Prbe.g_01945	Pram.g_00382
OG0000416	Prbe.g_01946	Pram.g_00383
OG0000417	Prbe.g_01947	Pram.g_00384
OG0000418	Prbe.g_01948	Pram.g_00385
OG0000419	Prbe.g_01949	Pram.g_00386
OG0000420	Prbe.g_01950	Pram.g_00387
OG0000421	Prbe.g_00676	Pram.g_00393
OG0000422	Prbe.g_00674	Pram.g_00395
OG0000423	Prbe.g_00673	Pram.g_00396
OG0000424	Prbe.g_00672	Pram.g_00397
OG0000425	Prbe.g_00668	Pram.g_00400
OG0000426	Prbe.g_00667	Pram.g_00401
OG0000427	Prbe.g_00666	Pram.g_00402
OG0000428	Prbe.g_00664	Pram.g_00404
OG0000429	Prbe.g_00663	Pram.g_00406
OG0000430	Prbe.g_00662	Pram.g_00407
OG0000431	Prbe.g_00660	Pram.g_00409
OG0000432	Prbe.g_00659	Pram.g_00410
OG0000433	Prbe.g_00656	Pram.g_00413
OG0000434	Prbe.g_00655	Pram.g_00414
OG0000435	Prbe.g_00654	Pram.g_00415
OG0000436	Prbe.g_00652	Pram.g_00417
OG0000437	Prbe.g_00650	Pram.g_00419
OG0000438	Prbe.g_00649	Pram.g_00420
OG0000439	Prbe.g_00648	Pram.g_00421
OG0000440	Prbe.g_00646	Pram.g_00423
OG0000441	Prbe.g_00645	Pram.g_00424
OG0000442	Prbe.g_00644	Pram.g_00425
OG0000443	Prbe.g_00643	Pram.g_00426
OG0000444	Prbe.g_00642	Pram.g_00427
OG0000445	Prbe.g_00641	Pram.g_00428
OG0000446	Prbe.g_00640	Pram.g_00429
OG0000447	Prbe.g_00639	Pram.g_00430
OG0000448	Prbe.g_00638	Pram.g_00431
OG0000449	Prbe.g_00632	Pram.g_00438
OG0000450	Prbe.g_00631	Pram.g_00439
OG0000451	Prbe.g_00630	Pram.g_00440
OG0000452	Prbe.g_00629	Pram.g_00441
OG0000453	Prbe.g_00628	Pram.g_00442
OG0000454	Prbe.g_00627	Pram.g_00443
OG0000455	Prbe.g_00626	Pram.g_00444
OG0000456	Prbe.g_00625	Pram.g_00445
OG0000457	Prbe.g_00623	Pram.g_00447
OG0000458	Prbe.g_00621	Pram.g_00449
OG0000459	Prbe.g_00620	Pram.g_00450
OG0000460	Prbe.g_00618	Pram.g_00452
OG0000461	Prbe.g_00617	Pram.g_00453
OG0000462	Prbe.g_00616	Pram.g_00454
OG0000463	Prbe.g_00615	Pram.g_00456
OG0000464	Prbe.g_00611	Pram.g_00461
OG0000465	Prbe.g_00610	Pram.g_00462
OG0000466	Prbe.g_00609	Pram.g_00463
OG0000467	Prbe.g_00608	Pram.g_00464
OG0000468	Prbe.g_00607	Pram.g_00465
OG0000469	Prbe.g_00606	Pram.g_00466
OG0000470	Prbe.g_00605	Pram.g_00468
OG0000471	Prbe.g_00604	Pram.g_00469
OG0000472	Prbe.g_00601	Pram.g_00472
OG0000473	Prbe.g_00600	Pram.g_00473
OG0000474	Prbe.g_00599	Pram.g_00474
OG0000475	Prbe.g_00598	Pram.g_00475
OG0000476	Prbe.g_00597	Pram.g_00476
OG0000477	Prbe.g_00595	Pram.g_00477
OG0000478	Prbe.g_00594	Pram.g_00478
OG0000479	Prbe.g_00593	Pram.g_00479
OG0000480	Prbe.g_00591	Pram.g_00481
OG0000481	Prbe.g_00590	Pram.g_00482
OG0000482	Prbe.g_00589	Pram.g_00483
OG0000483	Prbe.g_00588	Pram.g_00484
OG0000484	Prbe.g_00587	Pram.g_00485
OG0000485	Prbe.g_00586	Pram.g_00486
OG0000486	Prbe.g_00585	Pram.g_00487
OG0000487	Prbe.g_00584	Pram.g_00488
OG0000488	Prbe.g_00582	Pram.g_00490
OG0000489	Prbe.g_00581	Pram.g_00491
OG0000490	Prbe.g_00580	Pram.g_00492
OG0000491	Prbe.g_00579	Pram.g_00493
OG0000492	Prbe.g_00578	Pram.g_00494
OG0000493	Prbe.g_00577	Pram.g_00495
OG0000494	Prbe.g_00576	Pram.g_00497
OG0000495	Prbe.g_00575	Pram.g_00498
OG0000496	Prbe.g_00573	Pram.g_00500
OG0000497	Prbe.g_00571	Pram.g_00502
OG0000498	Prbe.g_00570	Pram.g_00503
OG0000499	Prbe.g_00568	Pram.g_00505
OG0000500	Prbe.g_00567	Pram.g_00506
OG0000501	Prbe.g_00565	Pram.g_00508
OG0000502	Prbe.g_00564	Pram.g_00509
OG0000503	Prbe.g_00563	Pram.g_00510
OG0000504	Prbe.g_00562	Pram.g_00511
OG0000505	Prbe.g_00561	Pram.g_00512
OG0000506	Prbe.g_00560	Pram.g_00513
OG0000507	Prbe.g_00559	Pram.g_00514
OG0000508	Prbe.g_00557	Pram.g_00516
OG0000509	Prbe.g_00556	Pram.g_00517
OG0000510	Prbe.g_00555	Pram.g_00518
OG0000511	Prbe.g_00554	Pram.g_00519
OG0000512	Prbe.g_00553	Pram.g_00520
OG0000513	Prbe.g_00552	Pram.g_00521
OG0000514	Prbe.g_00551	Pram.g_00522
OG0000515	Prbe.g_00548	Pram.g_00523
OG0000516	Prbe.g_00547	Pram.g_00524
OG0000517	Prbe.g_00546	Pram.g_00525
OG0000518	Prbe.g_00543	Pram.g_00528
OG0000519	Prbe.g_00542	Pram.g_00529
OG0000520	Prbe.g_00541	Pram.g_00530
OG0000521	Prbe.g_00540	Pram.g_00531
OG0000522	Prbe.g_00539	Pram.g_00532
OG0000523	Prbe.g_00538	Pram.g_00533
OG0000524	Prbe.g_00537	Pram.g_00534
OG0000525	Prbe.g_00535	Pram.g_00536
OG0000526	Prbe.g_00534	Pram.g_00537
OG0000527	Prbe.g_00533	Pram.g_00538
OG0000528	Prbe.g_00532	Pram.g_00539
OG0000529	Prbe.g_00531	Pram.g_00540
OG0000530	Prbe.g_00530	Pram.g_00541
OG0000531	Prbe.g_00528	Pram.g_00543
OG0000532	Prbe.g_00527	Pram.g_00544
OG0000533	Prbe.g_00526	Pram.g_00545
OG0000534	Prbe.g_00525	Pram.g_00546
OG0000535	Prbe.g_00524	Pram.g_00547
OG0000536	Prbe.g_00523	Pram.g_00548
OG0000537	Prbe.g_00522	Pram.g_00549
OG0000538	Prbe.g_00521	Pram.g_00550
OG0000539	Prbe.g_00520	Pram.g_00551
OG0000540	Prbe.g_00519	Pram.g_00552
OG0000541	Prbe.g_00518	Pram.g_00553
OG0000542	Prbe.g_00517	Pram.g_00554
OG0000543	Prbe.g_00516	Pram.g_00555
OG0000544	Prbe.g_00515	Pram.g_00556
OG0000545	Prbe.g_00513	Pram.g_00559
OG0000546	Prbe.g_00512	Pram.g_00560
OG0000547	Prbe.g_00510	Pram.g_00562
OG0000548	Prbe.g_00508	Pram.g_00564
OG0000549	Prbe.g_00507	Pram.g_00565
OG0000550	Prbe.g_00506	Pram.g_00566
OG0000551	Prbe.g_00504	Pram.g_00568
OG0000552	Prbe.g_00503	Pram.g_00569
OG0000553	Prbe.g_01490	Pram.g_01080
