Orthogroup	Prbe	Prad
OG0000093	Prbe.g_01732	Prad.g_01807
OG0000094	Prbe.g_01751	Prad.g_01789
OG0000095	Prbe.g_01756	Prad.g_01784
OG0000096	Prbe.g_01804	Prad.g_01740
OG0000097	Prbe.g_01828	Prad.g_01717
OG0000099	Prbe.g_01849	Prad.g_01697
OG0000100	Prbe.g_01852	Prad.g_01694
OG0000101	Prbe.g_01917	Prad.g_00754
OG0000102	Prbe.g_00911	Prad.g_00727
OG0000103	Prbe.g_00657	Prad.g_00031
OG0000104	Prbe.g_00653	Prad.g_00027
OG0000105	Prbe.g_00633	Prad.g_00130
OG0000106	Prbe.g_00603	Prad.g_00097
OG0000107	Prbe.g_00602	Prad.g_00096
OG0000108	Prbe.g_00592	Prad.g_01333
OG0000109	Prbe.g_00583	Prad.g_01342
OG0000110	Prbe.g_00566	Prad.g_01358
OG0000111	Prbe.g_01468	Prad.g_01225
OG0000112	Prbe.g_01467	Prad.g_01226
OG0000113	Prbe.g_01417	Prad.g_01071
OG0000114	Prbe.g_01220	Prad.g_01144
OG0000115	Prbe.g_01350	Prad.g_00186
OG0000116	Prbe.g_01354	Prad.g_00182
OG0000117	Prbe.g_01300	Prad.g_01021
OG0000118	Prbe.g_01594	Prad.g_00972
OG0000119	Prbe.g_00044	Prad.g_01526
OG0000120	Prbe.g_01543	Prad.g_01490
OG0000121	Prbe.g_01520	Prad.g_01471, Prad.g_01470
OG0000122	Prbe.g_01500	Prad.g_01451
OG0000123	Prbe.g_00501	Prad.g_01438
OG0000124	Prbe.g_00215	Prad.g_00076
OG0000125	Prbe.g_00880	Prad.g_00616
OG0000126	Prbe.g_00373	Prad.g_00594
OG0000127	Prbe.g_00323	Prad.g_00528
OG0000128	Prbe.g_00310	Prad.g_00514
OG0000129	Prbe.g_00274	Prad.g_00477
OG0000130	Prbe.g_00988	Prad.g_00943
OG0000131	Prbe.g_00949	Prad.g_00905
OG0000132	Prbe.g_00946	Prad.g_00902
OG0000133	Prbe.g_01088	Prad.g_00848
OG0000134	Prbe.g_00842	Prad.g_00812
OG0000135	Prbe.g_00840	Prad.g_00810
OG0000136	Prbe.g_00790	Prad.g_00766
OG0000136	Prbe.g_00790	Prad.g_01294
OG0000137	Prbe.g_00746	Prad.g_01615
OG0000138	Prbe.g_01158	Prad.g_01580
OG0000139	Prbe.g_01189	Prad.g_01553
OG0000140	Prbe.g_01066	Prad.g_01535
OG0000141	Prbe.g_01067	Prad.g_01534
OG0000142	Prbe.g_01069	Prad.g_01532
OG0000143	Prbe.g_01070	Prad.g_01531
OG0000144	Prbe.g_01072	Prad.g_01529
OG0000145	Prbe.g_01073	Prad.g_01528
OG0000146	Prbe.g_01074	Prad.g_01527
OG0000147	Prbe.g_01075	Prad.g_01976
OG0000148	Prbe.g_01077	Prad.g_01974
OG0000149	Prbe.g_00114	Prad.g_01972
OG0000150	Prbe.g_00115	Prad.g_01971
OG0000151	Prbe.g_00116	Prad.g_01970
OG0000152	Prbe.g_00117	Prad.g_01969
OG0000153	Prbe.g_00118	Prad.g_01968
OG0000154	Prbe.g_00119	Prad.g_01967
OG0000155	Prbe.g_00120	Prad.g_01966
OG0000156	Prbe.g_00121	Prad.g_01965
OG0000157	Prbe.g_00122	Prad.g_01964
OG0000158	Prbe.g_00124	Prad.g_01962
OG0000159	Prbe.g_00125	Prad.g_01961
OG0000160	Prbe.g_00126	Prad.g_01960
OG0000161	Prbe.g_00127	Prad.g_01959
OG0000162	Prbe.g_00128	Prad.g_01958
OG0000163	Prbe.g_00130	Prad.g_01957
OG0000164	Prbe.g_00133	Prad.g_01954
OG0000165	Prbe.g_00136	Prad.g_01951
OG0000166	Prbe.g_00137	Prad.g_01950
OG0000167	Prbe.g_00138	Prad.g_01949
OG0000168	Prbe.g_00140	Prad.g_01947
OG0000169	Prbe.g_00142	Prad.g_01945
OG0000170	Prbe.g_00144	Prad.g_01944
OG0000171	Prbe.g_00145	Prad.g_01943
OG0000172	Prbe.g_00146	Prad.g_01941
OG0000173	Prbe.g_00149	Prad.g_01940
OG0000174	Prbe.g_00150	Prad.g_01939
OG0000175	Prbe.g_00151	Prad.g_01938
OG0000176	Prbe.g_00153	Prad.g_01936
OG0000177	Prbe.g_00154	Prad.g_01935
OG0000178	Prbe.g_00156	Prad.g_01934
OG0000179	Prbe.g_00168	Prad.g_01929
OG0000180	Prbe.g_00169	Prad.g_01928
OG0000181	Prbe.g_00170	Prad.g_01927
OG0000182	Prbe.g_00174	Prad.g_01924
OG0000183	Prbe.g_00175	Prad.g_01923
OG0000184	Prbe.g_00178	Prad.g_01920
OG0000185	Prbe.g_00182	Prad.g_01916
OG0000186	Prbe.g_00183	Prad.g_01915
OG0000187	Prbe.g_00066	Prad.g_01914
OG0000188	Prbe.g_00184	Prad.g_01913
OG0000189	Prbe.g_00185	Prad.g_01912
OG0000190	Prbe.g_00186	Prad.g_01911
OG0000191	Prbe.g_00187	Prad.g_01910
OG0000192	Prbe.g_00188	Prad.g_01909
OG0000193	Prbe.g_00189	Prad.g_01908
OG0000194	Prbe.g_00190	Prad.g_01907
OG0000195	Prbe.g_00192	Prad.g_01905
OG0000196	Prbe.g_00193	Prad.g_01904
OG0000197	Prbe.g_01630	Prad.g_01903
OG0000198	Prbe.g_01631	Prad.g_01902
OG0000199	Prbe.g_01634	Prad.g_01899
OG0000200	Prbe.g_01635	Prad.g_01898
OG0000201	Prbe.g_01636	Prad.g_01897
OG0000202	Prbe.g_01638	Prad.g_01896
OG0000203	Prbe.g_01639	Prad.g_01895
OG0000204	Prbe.g_01640	Prad.g_01894
OG0000205	Prbe.g_01642	Prad.g_01893
OG0000206	Prbe.g_01643	Prad.g_01892
OG0000207	Prbe.g_01644	Prad.g_01891
OG0000208	Prbe.g_01645	Prad.g_01890
OG0000209	Prbe.g_01646	Prad.g_01889
OG0000210	Prbe.g_01647	Prad.g_01887
OG0000211	Prbe.g_01649	Prad.g_01886
OG0000212	Prbe.g_01650	Prad.g_01885
OG0000213	Prbe.g_01651	Prad.g_01884
OG0000214	Prbe.g_01655	Prad.g_01882
OG0000215	Prbe.g_01656	Prad.g_01881
OG0000216	Prbe.g_01658	Prad.g_01879
OG0000217	Prbe.g_01659	Prad.g_01878
OG0000218	Prbe.g_01660	Prad.g_01877
OG0000219	Prbe.g_01661	Prad.g_01876
OG0000220	Prbe.g_01664	Prad.g_01873
OG0000221	Prbe.g_01667	Prad.g_01871
OG0000222	Prbe.g_01668	Prad.g_01870
OG0000223	Prbe.g_01669	Prad.g_01869
OG0000224	Prbe.g_01671	Prad.g_01866
OG0000225	Prbe.g_01673	Prad.g_01864
OG0000226	Prbe.g_01675	Prad.g_01863
OG0000227	Prbe.g_01676	Prad.g_01862
OG0000228	Prbe.g_01677	Prad.g_01861
OG0000229	Prbe.g_01678	Prad.g_01860
OG0000230	Prbe.g_01679	Prad.g_01859
OG0000231	Prbe.g_01412	Prad.g_01857
OG0000232	Prbe.g_01681	Prad.g_01856
OG0000233	Prbe.g_01684	Prad.g_01853
OG0000234	Prbe.g_01686	Prad.g_01851
OG0000235	Prbe.g_01692	Prad.g_01846
OG0000236	Prbe.g_01693	Prad.g_01845
OG0000237	Prbe.g_01694	Prad.g_01844
OG0000238	Prbe.g_01695	Prad.g_01843
OG0000239	Prbe.g_01696	Prad.g_01842
OG0000240	Prbe.g_01698	Prad.g_01840
OG0000241	Prbe.g_01699	Prad.g_01839
OG0000242	Prbe.g_01700	Prad.g_01838
OG0000243	Prbe.g_01701	Prad.g_01837
OG0000244	Prbe.g_01702	Prad.g_01836
OG0000245	Prbe.g_01704	Prad.g_01835
OG0000246	Prbe.g_01706	Prad.g_01833
OG0000247	Prbe.g_01707	Prad.g_01832
OG0000248	Prbe.g_01708	Prad.g_01831
OG0000249	Prbe.g_01709	Prad.g_01830
OG0000250	Prbe.g_01710	Prad.g_01829
OG0000251	Prbe.g_01711	Prad.g_01828
OG0000252	Prbe.g_01712	Prad.g_01827
OG0000253	Prbe.g_01713	Prad.g_01826
OG0000254	Prbe.g_01715	Prad.g_01824
OG0000255	Prbe.g_01716	Prad.g_01823
OG0000256	Prbe.g_01719	Prad.g_01820
OG0000257	Prbe.g_01721	Prad.g_01818
OG0000258	Prbe.g_01722	Prad.g_01817
OG0000259	Prbe.g_01723	Prad.g_01816
OG0000260	Prbe.g_01724	Prad.g_01815
OG0000261	Prbe.g_01725	Prad.g_01814
OG0000262	Prbe.g_01726	Prad.g_01813
OG0000263	Prbe.g_01727	Prad.g_01812
OG0000264	Prbe.g_01729	Prad.g_01810
OG0000265	Prbe.g_01730	Prad.g_01809
OG0000266	Prbe.g_01731	Prad.g_01808
OG0000267	Prbe.g_01733	Prad.g_01806
OG0000268	Prbe.g_01735	Prad.g_01805
OG0000269	Prbe.g_01736	Prad.g_01804
OG0000270	Prbe.g_01737	Prad.g_01803
OG0000271	Prbe.g_01738	Prad.g_01802
OG0000272	Prbe.g_01739	Prad.g_01801
OG0000273	Prbe.g_01740	Prad.g_01800
OG0000274	Prbe.g_01741	Prad.g_01799
OG0000275	Prbe.g_01742	Prad.g_01798
OG0000276	Prbe.g_01743	Prad.g_01797
OG0000277	Prbe.g_01744	Prad.g_01796
OG0000278	Prbe.g_01745	Prad.g_01795
OG0000279	Prbe.g_01746	Prad.g_01794
OG0000280	Prbe.g_01747	Prad.g_01793
OG0000281	Prbe.g_01749	Prad.g_01791
OG0000282	Prbe.g_01750	Prad.g_01790
OG0000283	Prbe.g_01753	Prad.g_01787
OG0000284	Prbe.g_01754	Prad.g_01786
OG0000285	Prbe.g_01755	Prad.g_01785
OG0000286	Prbe.g_01757	Prad.g_01783
OG0000287	Prbe.g_01759	Prad.g_01782
OG0000288	Prbe.g_01760	Prad.g_01781
OG0000289	Prbe.g_01761	Prad.g_01780
OG0000290	Prbe.g_01762	Prad.g_01779
OG0000291	Prbe.g_01763	Prad.g_01778
OG0000292	Prbe.g_01764	Prad.g_01777
OG0000293	Prbe.g_01765	Prad.g_01776
OG0000294	Prbe.g_01766	Prad.g_01775
OG0000295	Prbe.g_01767	Prad.g_01774
OG0000296	Prbe.g_01768	Prad.g_01773
OG0000297	Prbe.g_01769	Prad.g_01772
OG0000298	Prbe.g_01770	Prad.g_01771
OG0000299	Prbe.g_01771	Prad.g_01770
OG0000300	Prbe.g_01772	Prad.g_01769
OG0000301	Prbe.g_01773	Prad.g_01768
OG0000302	Prbe.g_01774	Prad.g_01767
OG0000303	Prbe.g_01775	Prad.g_01766
OG0000304	Prbe.g_01777	Prad.g_01765
OG0000305	Prbe.g_01778	Prad.g_01764
OG0000306	Prbe.g_01779	Prad.g_01763
OG0000307	Prbe.g_01781	Prad.g_01762
OG0000308	Prbe.g_01782	Prad.g_01761
OG0000309	Prbe.g_01783	Prad.g_01760
OG0000310	Prbe.g_01784	Prad.g_01759
OG0000311	Prbe.g_01785	Prad.g_01758
OG0000312	Prbe.g_01787	Prad.g_01756
OG0000313	Prbe.g_01788	Prad.g_01755
OG0000314	Prbe.g_01792	Prad.g_01752
OG0000315	Prbe.g_01793	Prad.g_01751
OG0000316	Prbe.g_01795	Prad.g_01749
OG0000317	Prbe.g_01797	Prad.g_01747
OG0000318	Prbe.g_01798	Prad.g_01746
OG0000319	Prbe.g_01799	Prad.g_01745
OG0000320	Prbe.g_01800	Prad.g_01744
OG0000321	Prbe.g_01803	Prad.g_01741
OG0000322	Prbe.g_01807	Prad.g_01738
OG0000323	Prbe.g_01808	Prad.g_01737
OG0000324	Prbe.g_01811	Prad.g_01734
OG0000325	Prbe.g_01812	Prad.g_01732
OG0000326	Prbe.g_01813	Prad.g_01731
OG0000327	Prbe.g_01815	Prad.g_01729
OG0000328	Prbe.g_01816	Prad.g_01728
OG0000329	Prbe.g_01817	Prad.g_01727
OG0000330	Prbe.g_01818	Prad.g_01726
OG0000331	Prbe.g_01820	Prad.g_01725
OG0000332	Prbe.g_01821	Prad.g_01724
OG0000333	Prbe.g_01822	Prad.g_01723
OG0000334	Prbe.g_01823	Prad.g_01722
OG0000335	Prbe.g_01824	Prad.g_01721
OG0000336	Prbe.g_01826	Prad.g_01720
OG0000337	Prbe.g_01829	Prad.g_01716
OG0000338	Prbe.g_01830	Prad.g_01715
OG0000339	Prbe.g_01831	Prad.g_01714
OG0000340	Prbe.g_01832	Prad.g_01713
OG0000341	Prbe.g_01836	Prad.g_01709
OG0000342	Prbe.g_01837	Prad.g_01708
OG0000343	Prbe.g_01840	Prad.g_01706
OG0000344	Prbe.g_01841	Prad.g_01705
OG0000345	Prbe.g_01842	Prad.g_01704
OG0000346	Prbe.g_01843	Prad.g_01703
OG0000347	Prbe.g_01844	Prad.g_01702
OG0000348	Prbe.g_01846	Prad.g_01701
OG0000349	Prbe.g_01847	Prad.g_01700
OG0000350	Prbe.g_01848	Prad.g_01699
OG0000351	Prbe.g_01850	Prad.g_01696
OG0000352	Prbe.g_01853	Prad.g_01693
OG0000353	Prbe.g_01854	Prad.g_01692
OG0000354	Prbe.g_01855	Prad.g_01691
OG0000355	Prbe.g_01856	Prad.g_01690
OG0000356	Prbe.g_01857	Prad.g_01689
OG0000357	Prbe.g_01858	Prad.g_01688
OG0000358	Prbe.g_01859	Prad.g_01687
OG0000359	Prbe.g_01860	Prad.g_01686
OG0000360	Prbe.g_01862	Prad.g_01683
OG0000361	Prbe.g_01863	Prad.g_01682
OG0000362	Prbe.g_01864	Prad.g_01681
OG0000363	Prbe.g_01865	Prad.g_01680
OG0000364	Prbe.g_01866	Prad.g_01679
OG0000365	Prbe.g_01867	Prad.g_01678
OG0000366	Prbe.g_01868	Prad.g_01677
OG0000367	Prbe.g_01869	Prad.g_01676
OG0000368	Prbe.g_01870	Prad.g_01675
OG0000369	Prbe.g_01871	Prad.g_01674
OG0000370	Prbe.g_01872	Prad.g_01673
OG0000371	Prbe.g_01873	Prad.g_01672
OG0000372	Prbe.g_01874	Prad.g_01670
OG0000373	Prbe.g_01876	Prad.g_01668
OG0000374	Prbe.g_01877	Prad.g_01667
OG0000375	Prbe.g_01878	Prad.g_01666
OG0000376	Prbe.g_01879	Prad.g_01664
OG0000377	Prbe.g_01885	Prad.g_01663
OG0000378	Prbe.g_01886	Prad.g_01662
OG0000379	Prbe.g_01892	Prad.g_01657
OG0000380	Prbe.g_01894	Prad.g_01656
OG0000381	Prbe.g_01895	Prad.g_01655
OG0000382	Prbe.g_01896	Prad.g_01653
OG0000383	Prbe.g_01899	Prad.g_01650
OG0000384	Prbe.g_01900	Prad.g_01649
OG0000385	Prbe.g_01903	Prad.g_01646
OG0000386	Prbe.g_01904	Prad.g_01645
OG0000387	Prbe.g_01905	Prad.g_01644
OG0000388	Prbe.g_01906	Prad.g_01643
OG0000389	Prbe.g_01907	Prad.g_01642
OG0000390	Prbe.g_01908	Prad.g_00761
OG0000391	Prbe.g_01909	Prad.g_00760
OG0000392	Prbe.g_01910	Prad.g_00759
OG0000393	Prbe.g_01914	Prad.g_00756
OG0000394	Prbe.g_01915	Prad.g_00755
OG0000395	Prbe.g_01918	Prad.g_00753
OG0000396	Prbe.g_01277	Prad.g_00752
OG0000397	Prbe.g_01593	Prad.g_00738
OG0000398	Prbe.g_01033	Prad.g_00730
OG0000399	Prbe.g_01588	Prad.g_00729
OG0000400	Prbe.g_00921	Prad.g_00724
OG0000401	Prbe.g_01929	Prad.g_00671
OG0000402	Prbe.g_01930	Prad.g_00670
OG0000403	Prbe.g_01931	Prad.g_00669
OG0000404	Prbe.g_01933	Prad.g_00667
OG0000405	Prbe.g_01934	Prad.g_00666
OG0000406	Prbe.g_01936	Prad.g_00069
OG0000407	Prbe.g_01937	Prad.g_00068
OG0000408	Prbe.g_01938	Prad.g_00067
OG0000409	Prbe.g_01939	Prad.g_00066
OG0000410	Prbe.g_01940	Prad.g_00065
OG0000411	Prbe.g_01941	Prad.g_00064
OG0000412	Prbe.g_01942	Prad.g_00063
OG0000413	Prbe.g_01943	Prad.g_00062
OG0000414	Prbe.g_01944	Prad.g_00061
OG0000415	Prbe.g_01945	Prad.g_00060
OG0000416	Prbe.g_01946	Prad.g_00059
OG0000417	Prbe.g_01947	Prad.g_00058
OG0000418	Prbe.g_01948	Prad.g_00057
OG0000419	Prbe.g_01949	Prad.g_00056
OG0000420	Prbe.g_01950	Prad.g_00055
OG0000421	Prbe.g_00676	Prad.g_00054
OG0000422	Prbe.g_00674	Prad.g_00052
OG0000423	Prbe.g_00673	Prad.g_00051
OG0000424	Prbe.g_00672	Prad.g_00049
OG0000425	Prbe.g_00668	Prad.g_00045
OG0000426	Prbe.g_00667	Prad.g_00044
OG0000427	Prbe.g_00666	Prad.g_00043
OG0000428	Prbe.g_00664	Prad.g_00042
OG0000429	Prbe.g_00663	Prad.g_00041
OG0000430	Prbe.g_00662	Prad.g_00036
OG0000431	Prbe.g_00660	Prad.g_00034
OG0000432	Prbe.g_00659	Prad.g_00033
OG0000433	Prbe.g_00656	Prad.g_00030
OG0000434	Prbe.g_00655	Prad.g_00029
OG0000435	Prbe.g_00654	Prad.g_00028
OG0000436	Prbe.g_00652	Prad.g_00026
OG0000437	Prbe.g_00650	Prad.g_00024
OG0000438	Prbe.g_00649	Prad.g_00023
OG0000439	Prbe.g_00648	Prad.g_00022
OG0000440	Prbe.g_00646	Prad.g_00020
OG0000441	Prbe.g_00645	Prad.g_00019
OG0000442	Prbe.g_00644	Prad.g_00018
OG0000443	Prbe.g_00643	Prad.g_00017
OG0000444	Prbe.g_00642	Prad.g_00016
OG0000445	Prbe.g_00641	Prad.g_00015
OG0000446	Prbe.g_00640	Prad.g_00014
OG0000447	Prbe.g_00639	Prad.g_00013
OG0000448	Prbe.g_00638	Prad.g_00012
OG0000449	Prbe.g_00632	Prad.g_00129
OG0000450	Prbe.g_00631	Prad.g_00128
OG0000451	Prbe.g_00630	Prad.g_00127
OG0000452	Prbe.g_00629	Prad.g_00126
OG0000453	Prbe.g_00628	Prad.g_00124
OG0000454	Prbe.g_00627	Prad.g_00123
OG0000455	Prbe.g_00626	Prad.g_00122
OG0000456	Prbe.g_00625	Prad.g_00121
OG0000457	Prbe.g_00623	Prad.g_00119
OG0000458	Prbe.g_00621	Prad.g_00117
OG0000459	Prbe.g_00620	Prad.g_00116
OG0000460	Prbe.g_00618	Prad.g_00114
OG0000461	Prbe.g_00617	Prad.g_00113
OG0000462	Prbe.g_00616	Prad.g_00112
OG0000463	Prbe.g_00615	Prad.g_00111
OG0000464	Prbe.g_00611	Prad.g_00106
OG0000465	Prbe.g_00610	Prad.g_00104
OG0000466	Prbe.g_00609	Prad.g_00103
OG0000467	Prbe.g_00608	Prad.g_00102
OG0000468	Prbe.g_00607	Prad.g_00101
OG0000469	Prbe.g_00606	Prad.g_00100
OG0000470	Prbe.g_00605	Prad.g_00099
OG0000471	Prbe.g_00604	Prad.g_00098
OG0000472	Prbe.g_00601	Prad.g_00095
OG0000473	Prbe.g_00600	Prad.g_00094
OG0000474	Prbe.g_00599	Prad.g_00093
OG0000475	Prbe.g_00598	Prad.g_00092
OG0000476	Prbe.g_00597	Prad.g_00091
OG0000477	Prbe.g_00595	Prad.g_01330
OG0000478	Prbe.g_00594	Prad.g_01331
OG0000479	Prbe.g_00593	Prad.g_01332
OG0000480	Prbe.g_00591	Prad.g_01334
OG0000481	Prbe.g_00590	Prad.g_01335
OG0000482	Prbe.g_00589	Prad.g_01336
OG0000483	Prbe.g_00588	Prad.g_01337
OG0000484	Prbe.g_00587	Prad.g_01338
OG0000485	Prbe.g_00586	Prad.g_01339
OG0000486	Prbe.g_00585	Prad.g_01340
OG0000487	Prbe.g_00584	Prad.g_01341
OG0000488	Prbe.g_00582	Prad.g_01343
OG0000489	Prbe.g_00581	Prad.g_01344
OG0000490	Prbe.g_00580	Prad.g_01345
OG0000491	Prbe.g_00579	Prad.g_01346
OG0000492	Prbe.g_00578	Prad.g_01347
OG0000493	Prbe.g_00577	Prad.g_01348
OG0000494	Prbe.g_00576	Prad.g_01350
OG0000495	Prbe.g_00575	Prad.g_01351
OG0000496	Prbe.g_00573	Prad.g_01352
OG0000497	Prbe.g_00571	Prad.g_01353
OG0000498	Prbe.g_00570	Prad.g_01354
OG0000499	Prbe.g_00568	Prad.g_01356
OG0000500	Prbe.g_00567	Prad.g_01357
OG0000501	Prbe.g_00565	Prad.g_01359
OG0000502	Prbe.g_00564	Prad.g_01360
OG0000503	Prbe.g_00563	Prad.g_01361
OG0000504	Prbe.g_00562	Prad.g_01362
OG0000505	Prbe.g_00561	Prad.g_01363
OG0000506	Prbe.g_00560	Prad.g_01364
OG0000507	Prbe.g_00559	Prad.g_01365
OG0000508	Prbe.g_00557	Prad.g_01367
OG0000509	Prbe.g_00556	Prad.g_01368
OG0000510	Prbe.g_00555	Prad.g_01369
OG0000511	Prbe.g_00554	Prad.g_01370
OG0000512	Prbe.g_00553	Prad.g_01371
OG0000513	Prbe.g_00552	Prad.g_01372
OG0000514	Prbe.g_00551	Prad.g_01373
OG0000515	Prbe.g_00548	Prad.g_01375
OG0000516	Prbe.g_00547	Prad.g_01376
OG0000517	Prbe.g_00546	Prad.g_01377
OG0000518	Prbe.g_00543	Prad.g_01380
OG0000519	Prbe.g_00542	Prad.g_01381
OG0000520	Prbe.g_00541	Prad.g_01382
OG0000521	Prbe.g_00540	Prad.g_01383
OG0000522	Prbe.g_00539	Prad.g_01384
OG0000523	Prbe.g_00538	Prad.g_01385
OG0000524	Prbe.g_00537	Prad.g_01386
OG0000525	Prbe.g_00535	Prad.g_01388
OG0000526	Prbe.g_00534	Prad.g_01389
OG0000527	Prbe.g_00533	Prad.g_01390
OG0000528	Prbe.g_00532	Prad.g_01391
OG0000529	Prbe.g_00531	Prad.g_01392
OG0000530	Prbe.g_00530	Prad.g_01393
OG0000531	Prbe.g_00528	Prad.g_01394
OG0000532	Prbe.g_00527	Prad.g_01395
OG0000533	Prbe.g_00526	Prad.g_01396
OG0000534	Prbe.g_00525	Prad.g_01397
OG0000535	Prbe.g_00524	Prad.g_01398
OG0000536	Prbe.g_00523	Prad.g_01399
OG0000537	Prbe.g_00522	Prad.g_01400
OG0000538	Prbe.g_00521	Prad.g_01401
OG0000539	Prbe.g_00520	Prad.g_01402
OG0000540	Prbe.g_00519	Prad.g_01403
OG0000541	Prbe.g_00518	Prad.g_01404
OG0000542	Prbe.g_00517	Prad.g_01405
OG0000543	Prbe.g_00516	Prad.g_01406
OG0000544	Prbe.g_00515	Prad.g_01407
OG0000545	Prbe.g_00513	Prad.g_01410
OG0000546	Prbe.g_00512	Prad.g_01411
OG0000547	Prbe.g_00510	Prad.g_01413
OG0000548	Prbe.g_00508	Prad.g_01414
OG0000549	Prbe.g_00507	Prad.g_01415
OG0000550	Prbe.g_00506	Prad.g_01416
OG0000551	Prbe.g_00504	Prad.g_01417
OG0000552	Prbe.g_00503	Prad.g_01418
OG0000553	Prbe.g_01490	Prad.g_01419
OG0000554	Prbe.g_01489	Prad.g_01420
OG0000555	Prbe.g_01488	Prad.g_01421
OG0000556	Prbe.g_01487	Prad.g_01422
OG0000557	Prbe.g_01486	Prad.g_01423
OG0000558	Prbe.g_01485	Prad.g_01424
OG0000559	Prbe.g_01484	Prad.g_01425
OG0000560	Prbe.g_01482	Prad.g_01427
