Orthogroup	Prae	Praw
OG0000028	Prae.g_01459	Praw.g_01083, Praw.g_01081
OG0000029	Prae.g_01573	Praw.g_00448
OG0000030	Prae.g_00040	Praw.g_01390
OG0000031	Prae.g_01294	Praw.g_00955
OG0000032	Prae.g_01402	Praw.g_01073
OG0000033	Prae.g_00013	Praw.g_01415
OG0000034	Prae.g_01416	Praw.g_01071
OG0000035	Prae.g_00894	Praw.g_00323
OG0000036	Prae.g_00559	Praw.g_01932
OG0000037	Prae.g_00597	Praw.g_00159
OG0000038	Prae.g_00764	Praw.g_01746
OG0000039	Prae.g_00169	Praw.g_01269
OG0000040	Prae.g_00359	Praw.g_00772
OG0000041	Prae.g_00402	Praw.g_00730
OG0000042	Prae.g_00711	Praw.g_01809
OG0000043	Prae.g_00791	Praw.g_01712
OG0000044	Prae.g_01163	Praw.g_00234
OG0000045	Prae.g_01417	Praw.g_01055
OG0000046	Prae.g_01616	Praw.g_00508
OG0000047	Prae.g_01815	Praw.g_00039
OG0000048	Prae.g_01822	Praw.g_00032
OG0000050	Prae.g_00031	Praw.g_01397
OG0000051	Prae.g_00160	Praw.g_01278
OG0000052	Prae.g_00370	Praw.g_00762
OG0000053	Prae.g_00514	Praw.g_00609
OG0000054	Prae.g_00758	Praw.g_01752
OG0000055	Prae.g_00828	Praw.g_01675
OG0000057	Prae.g_00240	Praw.g_01198
OG0000058	Prae.g_00449	Praw.g_00672
OG0000059	Prae.g_00672	Praw.g_01824
OG0000060	Prae.g_00740	Praw.g_01771
OG0000061	Prae.g_01128	Praw.g_00199
OG0000061	Prae.g_00984	Praw.g_01519
OG0000062	Prae.g_01130	Praw.g_00201
OG0000063	Prae.g_01263	Praw.g_00926
OG0000064	Prae.g_01272	Praw.g_00935
OG0000065	Prae.g_01329	Praw.g_00981
OG0000066	Prae.g_01389	Praw.g_01050
OG0000068	Prae.g_01758	Praw.g_00096
OG0000071	Prae.g_00011	Praw.g_01125
OG0000072	Prae.g_00323	Praw.g_00812
OG0000073	Prae.g_00643	Praw.g_01853
OG0000074	Prae.g_00665	Praw.g_01831
OG0000075	Prae.g_00813	Praw.g_01690
OG0000076	Prae.g_01040	Praw.g_01467
OG0000078	Prae.g_01390	Praw.g_01051
OG0000079	Prae.g_01537	Praw.g_00415
OG0000080	Prae.g_01588	Praw.g_00464
OG0000081	Prae.g_01789	Praw.g_00066
OG0000082	Prae.g_01877	Praw.g_01170
OG0000083	Prae.g_00003	Praw.g_01133
OG0000084	Prae.g_00006	Praw.g_01130
OG0000085	Prae.g_00023	Praw.g_01405
OG0000086	Prae.g_00041	Praw.g_01389
OG0000087	Prae.g_00051	Praw.g_01379
OG0000088	Prae.g_00112	Praw.g_01322
OG0000089	Prae.g_00121	Praw.g_01314
OG0000090	Prae.g_00139	Praw.g_01296
OG0000091	Prae.g_00172	Praw.g_01266
OG0000092	Prae.g_00173	Praw.g_01265
OG0000093	Prae.g_00187	Praw.g_01251
OG0000094	Prae.g_00205	Praw.g_01233
OG0000095	Prae.g_00210	Praw.g_01228
OG0000096	Prae.g_00254	Praw.g_00882
OG0000097	Prae.g_01440	Praw.g_00860
OG0000098	Prae.g_00285	Praw.g_00850
OG0000099	Prae.g_00295	Praw.g_00840
OG0000100	Prae.g_00298	Praw.g_00837
OG0000101	Prae.g_00356	Praw.g_00775
OG0000102	Prae.g_00382	Praw.g_00751
OG0000103	Prae.g_00450	Praw.g_00671
OG0000104	Prae.g_00454	Praw.g_00667
OG0000105	Prae.g_00473	Praw.g_00649
OG0000106	Prae.g_00506	Praw.g_00616
OG0000107	Prae.g_00508	Praw.g_00615
OG0000108	Prae.g_00518	Praw.g_00605
OG0000109	Prae.g_00527	Praw.g_00596
OG0000110	Prae.g_00543	Praw.g_00580
OG0000111	Prae.g_00625	Praw.g_01871
OG0000112	Prae.g_00626	Praw.g_01870
OG0000113	Prae.g_00733	Praw.g_01787
OG0000114	Prae.g_00804	Praw.g_01699
OG0000115	Prae.g_00964	Praw.g_01539
OG0000116	Prae.g_00968	Praw.g_01535
OG0000117	Prae.g_01037	Praw.g_01470
OG0000118	Prae.g_01090	Praw.g_01418
OG0000119	Prae.g_01133	Praw.g_00204
OG0000120	Prae.g_01169	Praw.g_00240
OG0000121	Prae.g_01188	Praw.g_00259
OG0000122	Prae.g_01207	Praw.g_00278
OG0000123	Prae.g_01220	Praw.g_00291
OG0000124	Prae.g_01434	Praw.g_00904
OG0000125	Prae.g_01341	Praw.g_00993
OG0000126	Prae.g_01368	Praw.g_01016
OG0000127	Prae.g_01446	Praw.g_01096
OG0000128	Prae.g_01460	Praw.g_01080
OG0000129	Prae.g_01496	Praw.g_00374
OG0000130	Prae.g_01621	Praw.g_00513
OG0000131	Prae.g_01659	Praw.g_00551
OG0000132	Prae.g_01662	Praw.g_00554
OG0000133	Prae.g_01717	Praw.g_00137
OG0000134	Prae.g_01753	Praw.g_00101
OG0000135	Prae.g_01755	Praw.g_00099
OG0000136	Prae.g_01800	Praw.g_00055
OG0000137	Prae.g_01832	Praw.g_00022
OG0000138	Prae.g_01867	Praw.g_01180
OG0000139	Prae.g_01894	Praw.g_01153
OG0000140	Prae.g_00001	Praw.g_01135
OG0000141	Prae.g_00002	Praw.g_01134
OG0000142	Prae.g_00004	Praw.g_01132
OG0000143	Prae.g_00005	Praw.g_01131
OG0000144	Prae.g_00007	Praw.g_01129
OG0000145	Prae.g_00008	Praw.g_01128
OG0000146	Prae.g_00009	Praw.g_01127
OG0000147	Prae.g_00010	Praw.g_01126
OG0000148	Prae.g_00012	Praw.g_01124
OG0000149	Prae.g_00014	Praw.g_01414
OG0000150	Prae.g_00015	Praw.g_01413
OG0000151	Prae.g_00016	Praw.g_01412
OG0000152	Prae.g_00017	Praw.g_01411
OG0000153	Prae.g_00018	Praw.g_01410
OG0000154	Prae.g_00019	Praw.g_01409
OG0000155	Prae.g_00020	Praw.g_01408
OG0000156	Prae.g_00021	Praw.g_01407
OG0000157	Prae.g_00022	Praw.g_01406
OG0000158	Prae.g_00024	Praw.g_01404
OG0000159	Prae.g_00025	Praw.g_01403
OG0000160	Prae.g_00026	Praw.g_01402
OG0000161	Prae.g_00027	Praw.g_01401
OG0000162	Prae.g_00028	Praw.g_01400
OG0000163	Prae.g_00029	Praw.g_01399
OG0000164	Prae.g_00032	Praw.g_01396
OG0000165	Prae.g_00035	Praw.g_01393
OG0000166	Prae.g_00036	Praw.g_01392
OG0000167	Prae.g_00037	Praw.g_01391
OG0000168	Prae.g_00042	Praw.g_01388
OG0000169	Prae.g_00044	Praw.g_01386
OG0000170	Prae.g_00045	Praw.g_01385
OG0000171	Prae.g_00046	Praw.g_01384
OG0000172	Prae.g_00047	Praw.g_01383
OG0000173	Prae.g_00048	Praw.g_01382
OG0000174	Prae.g_00049	Praw.g_01381
OG0000175	Prae.g_00050	Praw.g_01380
OG0000176	Prae.g_00052	Praw.g_01378
OG0000177	Prae.g_00053	Praw.g_01377
OG0000178	Prae.g_00054	Praw.g_01376
OG0000179	Prae.g_00064	Praw.g_01370
OG0000180	Prae.g_00065	Praw.g_01369
OG0000181	Prae.g_00066	Praw.g_01368
OG0000182	Prae.g_00069	Praw.g_01365
OG0000183	Prae.g_00070	Praw.g_01364
OG0000184	Prae.g_00073	Praw.g_01361
OG0000185	Prae.g_00077	Praw.g_01357
OG0000186	Prae.g_00078	Praw.g_01356
OG0000187	Prae.g_00079	Praw.g_01355
OG0000188	Prae.g_00080	Praw.g_01354
OG0000189	Prae.g_00081	Praw.g_01353
OG0000190	Prae.g_00082	Praw.g_01352
OG0000191	Prae.g_00083	Praw.g_01351
OG0000192	Prae.g_00084	Praw.g_01350
OG0000193	Prae.g_00085	Praw.g_01349
OG0000194	Prae.g_00086	Praw.g_01348
OG0000195	Prae.g_00088	Praw.g_01346
OG0000196	Prae.g_00089	Praw.g_01345
OG0000197	Prae.g_00090	Praw.g_01344
OG0000198	Prae.g_00091	Praw.g_01343
OG0000199	Prae.g_00094	Praw.g_01341
OG0000200	Prae.g_00095	Praw.g_01340
OG0000201	Prae.g_00096	Praw.g_01339
OG0000202	Prae.g_00097	Praw.g_01338
OG0000203	Prae.g_00098	Praw.g_01337
OG0000204	Prae.g_00099	Praw.g_01336
OG0000205	Prae.g_00100	Praw.g_01335
OG0000206	Prae.g_00101	Praw.g_01334
OG0000207	Prae.g_00102	Praw.g_01333
OG0000208	Prae.g_00103	Praw.g_01332
OG0000209	Prae.g_00104	Praw.g_01331
OG0000210	Prae.g_00105	Praw.g_01329
OG0000211	Prae.g_00106	Praw.g_01328
OG0000212	Prae.g_00107	Praw.g_01327
OG0000213	Prae.g_00108	Praw.g_01326
OG0000214	Prae.g_00110	Praw.g_01324
OG0000215	Prae.g_00111	Praw.g_01323
OG0000216	Prae.g_00113	Praw.g_01321
OG0000217	Prae.g_00115	Praw.g_01320
OG0000218	Prae.g_00116	Praw.g_01319
OG0000219	Prae.g_00117	Praw.g_01318
OG0000220	Prae.g_00120	Praw.g_01315
OG0000221	Prae.g_00122	Praw.g_01313
OG0000222	Prae.g_00123	Praw.g_01312
OG0000223	Prae.g_00124	Praw.g_01311
OG0000224	Prae.g_00127	Praw.g_01308
OG0000225	Prae.g_00129	Praw.g_01306
OG0000226	Prae.g_00130	Praw.g_01305
OG0000227	Prae.g_00131	Praw.g_01304
OG0000228	Prae.g_00132	Praw.g_01303
OG0000229	Prae.g_00133	Praw.g_01302
OG0000230	Prae.g_00134	Praw.g_01301
OG0000231	Prae.g_00136	Praw.g_01299
OG0000232	Prae.g_00137	Praw.g_01298
OG0000233	Prae.g_00140	Praw.g_01295
OG0000234	Prae.g_00142	Praw.g_01293
OG0000235	Prae.g_00148	Praw.g_01290
OG0000236	Prae.g_00149	Praw.g_01289
OG0000237	Prae.g_00150	Praw.g_01288
OG0000238	Prae.g_00151	Praw.g_01287
OG0000239	Prae.g_00152	Praw.g_01286
OG0000240	Prae.g_00154	Praw.g_01284
OG0000241	Prae.g_00155	Praw.g_01283
OG0000242	Prae.g_00156	Praw.g_01282
OG0000243	Prae.g_00157	Praw.g_01281
OG0000244	Prae.g_00158	Praw.g_01280
OG0000245	Prae.g_00159	Praw.g_01279
OG0000246	Prae.g_00161	Praw.g_01277
OG0000247	Prae.g_00162	Praw.g_01276
OG0000248	Prae.g_00163	Praw.g_01275
OG0000249	Prae.g_00164	Praw.g_01274
OG0000250	Prae.g_00165	Praw.g_01273
OG0000251	Prae.g_00166	Praw.g_01272
OG0000252	Prae.g_00167	Praw.g_01271
OG0000253	Prae.g_00168	Praw.g_01270
OG0000254	Prae.g_00170	Praw.g_01268
OG0000255	Prae.g_00171	Praw.g_01267
OG0000256	Prae.g_00174	Praw.g_01264
OG0000257	Prae.g_00176	Praw.g_01262
OG0000258	Prae.g_00177	Praw.g_01261
OG0000259	Prae.g_00178	Praw.g_01260
OG0000260	Prae.g_00179	Praw.g_01259
OG0000261	Prae.g_00180	Praw.g_01258
OG0000262	Prae.g_00181	Praw.g_01257
OG0000263	Prae.g_00182	Praw.g_01256
OG0000264	Prae.g_00184	Praw.g_01254
OG0000265	Prae.g_00185	Praw.g_01253
OG0000266	Prae.g_00186	Praw.g_01252
OG0000267	Prae.g_00188	Praw.g_01250
OG0000268	Prae.g_00189	Praw.g_01249
OG0000269	Prae.g_00190	Praw.g_01248
OG0000270	Prae.g_00191	Praw.g_01247
OG0000271	Prae.g_00192	Praw.g_01246
OG0000272	Prae.g_00193	Praw.g_01245
OG0000273	Prae.g_00194	Praw.g_01244
OG0000274	Prae.g_00195	Praw.g_01243
OG0000275	Prae.g_00196	Praw.g_01242
OG0000276	Prae.g_00197	Praw.g_01241
OG0000277	Prae.g_00198	Praw.g_01240
OG0000278	Prae.g_00199	Praw.g_01239
OG0000279	Prae.g_00200	Praw.g_01238
OG0000280	Prae.g_00201	Praw.g_01237
OG0000281	Prae.g_00203	Praw.g_01235
OG0000282	Prae.g_00204	Praw.g_01234
OG0000283	Prae.g_00207	Praw.g_01231
OG0000284	Prae.g_00208	Praw.g_01230
OG0000285	Prae.g_00209	Praw.g_01229
OG0000286	Prae.g_00211	Praw.g_01227
OG0000287	Prae.g_00212	Praw.g_01226
OG0000288	Prae.g_00213	Praw.g_01225
OG0000289	Prae.g_00214	Praw.g_01224
OG0000290	Prae.g_00215	Praw.g_01223
OG0000291	Prae.g_00216	Praw.g_01222
OG0000292	Prae.g_00217	Praw.g_01221
OG0000293	Prae.g_00218	Praw.g_01220
OG0000294	Prae.g_00219	Praw.g_01219
OG0000295	Prae.g_00220	Praw.g_01218
OG0000296	Prae.g_00221	Praw.g_01217
OG0000297	Prae.g_00222	Praw.g_01216
OG0000298	Prae.g_00223	Praw.g_01215
OG0000299	Prae.g_00224	Praw.g_01214
OG0000300	Prae.g_00225	Praw.g_01213
OG0000301	Prae.g_00226	Praw.g_01212
OG0000302	Prae.g_00227	Praw.g_01211
OG0000303	Prae.g_00228	Praw.g_01210
OG0000304	Prae.g_00229	Praw.g_01209
OG0000305	Prae.g_00230	Praw.g_01208
OG0000306	Prae.g_00231	Praw.g_01207
OG0000307	Prae.g_00232	Praw.g_01206
OG0000308	Prae.g_00233	Praw.g_01205
OG0000309	Prae.g_00234	Praw.g_01204
OG0000310	Prae.g_00235	Praw.g_01203
OG0000311	Prae.g_00236	Praw.g_01202
OG0000312	Prae.g_00238	Praw.g_01200
OG0000313	Prae.g_00239	Praw.g_01199
OG0000314	Prae.g_00242	Praw.g_01196
OG0000315	Prae.g_00243	Praw.g_01195
OG0000316	Prae.g_00245	Praw.g_00891
OG0000317	Prae.g_00247	Praw.g_00889
OG0000318	Prae.g_00248	Praw.g_00888
OG0000319	Prae.g_00249	Praw.g_00887
OG0000320	Prae.g_00250	Praw.g_00886
OG0000321	Prae.g_00253	Praw.g_00883
OG0000322	Prae.g_00256	Praw.g_00880
OG0000323	Prae.g_00257	Praw.g_00879
OG0000324	Prae.g_00260	Praw.g_00876
OG0000325	Prae.g_00262	Praw.g_00875
OG0000326	Prae.g_00263	Praw.g_00874
OG0000327	Prae.g_00265	Praw.g_00872
OG0000328	Prae.g_00266	Praw.g_00871
OG0000329	Prae.g_00267	Praw.g_00870
OG0000330	Prae.g_00268	Praw.g_00869
OG0000331	Prae.g_00269	Praw.g_00868
OG0000332	Prae.g_00270	Praw.g_00867
OG0000333	Prae.g_00271	Praw.g_00866
OG0000334	Prae.g_00272	Praw.g_00865
OG0000335	Prae.g_00273	Praw.g_00864
OG0000336	Prae.g_00274	Praw.g_00863
OG0000337	Prae.g_00276	Praw.g_00859
OG0000338	Prae.g_00277	Praw.g_00858
OG0000339	Prae.g_00278	Praw.g_00857
OG0000340	Prae.g_00279	Praw.g_00856
OG0000341	Prae.g_00283	Praw.g_00852
OG0000342	Prae.g_00284	Praw.g_00851
OG0000343	Prae.g_00286	Praw.g_00849
OG0000344	Prae.g_00287	Praw.g_00848
OG0000345	Prae.g_00288	Praw.g_00847
OG0000346	Prae.g_00289	Praw.g_00846
OG0000347	Prae.g_00290	Praw.g_00845
OG0000348	Prae.g_00291	Praw.g_00844
OG0000349	Prae.g_00292	Praw.g_00843
OG0000350	Prae.g_00293	Praw.g_00842
OG0000351	Prae.g_00296	Praw.g_00839
OG0000352	Prae.g_00299	Praw.g_00836
OG0000353	Prae.g_00300	Praw.g_00835
OG0000354	Prae.g_00301	Praw.g_00834
OG0000355	Prae.g_00302	Praw.g_00833
OG0000356	Prae.g_00303	Praw.g_00832
OG0000357	Prae.g_00304	Praw.g_00831
OG0000358	Prae.g_00305	Praw.g_00830
OG0000359	Prae.g_00306	Praw.g_00829
OG0000360	Prae.g_00309	Praw.g_00826
OG0000361	Prae.g_00310	Praw.g_00825
OG0000362	Prae.g_00311	Praw.g_00824
OG0000363	Prae.g_00312	Praw.g_00823
OG0000364	Prae.g_00313	Praw.g_00822
OG0000365	Prae.g_00314	Praw.g_00821
OG0000366	Prae.g_00315	Praw.g_00820
OG0000367	Prae.g_00316	Praw.g_00819
OG0000368	Prae.g_00317	Praw.g_00818
OG0000369	Prae.g_00318	Praw.g_00817
OG0000370	Prae.g_00319	Praw.g_00816
OG0000371	Prae.g_00320	Praw.g_00815
OG0000372	Prae.g_00322	Praw.g_00813
OG0000373	Prae.g_00324	Praw.g_00811
OG0000374	Prae.g_00325	Praw.g_00810
OG0000375	Prae.g_00326	Praw.g_00809
OG0000376	Prae.g_00328	Praw.g_00807
OG0000377	Prae.g_00329	Praw.g_00806
OG0000378	Prae.g_00330	Praw.g_00805
OG0000379	Prae.g_00335	Praw.g_00796
OG0000380	Prae.g_00336	Praw.g_00795
OG0000381	Prae.g_00337	Praw.g_00794
OG0000382	Prae.g_00338	Praw.g_00792
OG0000383	Prae.g_00341	Praw.g_00790
OG0000384	Prae.g_00342	Praw.g_00789
OG0000385	Prae.g_00344	Praw.g_00787
OG0000386	Prae.g_00345	Praw.g_00786
OG0000387	Prae.g_00346	Praw.g_00785
OG0000388	Prae.g_00347	Praw.g_00784
OG0000389	Prae.g_00348	Praw.g_00783
OG0000390	Prae.g_00349	Praw.g_00782
OG0000391	Prae.g_00350	Praw.g_00781
OG0000392	Prae.g_00351	Praw.g_00780
OG0000393	Prae.g_00354	Praw.g_00777
OG0000394	Prae.g_00355	Praw.g_00776
OG0000395	Prae.g_00357	Praw.g_00774
OG0000396	Prae.g_00358	Praw.g_00773
OG0000397	Prae.g_00371	Praw.g_00761
OG0000398	Prae.g_00379	Praw.g_00754
OG0000399	Prae.g_00380	Praw.g_00753
OG0000400	Prae.g_00385	Praw.g_00748
OG0000401	Prae.g_00405	Praw.g_00716
OG0000402	Prae.g_00406	Praw.g_00715
OG0000403	Prae.g_00407	Praw.g_00714
OG0000404	Prae.g_00409	Praw.g_00712
OG0000405	Prae.g_00410	Praw.g_00711
OG0000406	Prae.g_00412	Praw.g_00709
OG0000407	Prae.g_00413	Praw.g_00708
OG0000408	Prae.g_00414	Praw.g_00707
OG0000409	Prae.g_00415	Praw.g_00706
OG0000410	Prae.g_00416	Praw.g_00705
OG0000411	Prae.g_00417	Praw.g_00704
OG0000412	Prae.g_00418	Praw.g_00703
OG0000413	Prae.g_00419	Praw.g_00702
OG0000414	Prae.g_00420	Praw.g_00701
OG0000415	Prae.g_00421	Praw.g_00700
OG0000416	Prae.g_00422	Praw.g_00699
OG0000417	Prae.g_00423	Praw.g_00698
OG0000418	Prae.g_00424	Praw.g_00697
OG0000419	Prae.g_00425	Praw.g_00696
OG0000420	Prae.g_00426	Praw.g_00695
OG0000421	Prae.g_00427	Praw.g_00694
OG0000422	Prae.g_00429	Praw.g_00692
OG0000423	Prae.g_00430	Praw.g_00691
OG0000424	Prae.g_00432	Praw.g_00689
OG0000425	Prae.g_00435	Praw.g_00686
OG0000426	Prae.g_00436	Praw.g_00685
OG0000427	Prae.g_00437	Praw.g_00684
OG0000428	Prae.g_00438	Praw.g_00683
OG0000429	Prae.g_00439	Praw.g_00682
OG0000430	Prae.g_00445	Praw.g_00676
OG0000431	Prae.g_00447	Praw.g_00674
OG0000432	Prae.g_00448	Praw.g_00673
OG0000433	Prae.g_00451	Praw.g_00670
OG0000434	Prae.g_00452	Praw.g_00669
OG0000435	Prae.g_00453	Praw.g_00668
OG0000436	Prae.g_00455	Praw.g_00666
OG0000437	Prae.g_00457	Praw.g_00665
OG0000438	Prae.g_00458	Praw.g_00664
OG0000439	Prae.g_00459	Praw.g_00663
OG0000440	Prae.g_00461	Praw.g_00661
OG0000441	Prae.g_00462	Praw.g_00660
OG0000442	Prae.g_00463	Praw.g_00659
OG0000443	Prae.g_00464	Praw.g_00658
OG0000444	Prae.g_00465	Praw.g_00657
OG0000445	Prae.g_00466	Praw.g_00656
OG0000446	Prae.g_00467	Praw.g_00655
OG0000447	Prae.g_00468	Praw.g_00654
OG0000448	Prae.g_00469	Praw.g_00653
OG0000449	Prae.g_00474	Praw.g_00648
OG0000450	Prae.g_00475	Praw.g_00647
OG0000451	Prae.g_00476	Praw.g_00646
OG0000452	Prae.g_00477	Praw.g_00645
OG0000453	Prae.g_00479	Praw.g_00643
OG0000454	Prae.g_00480	Praw.g_00642
OG0000455	Prae.g_00481	Praw.g_00641
OG0000456	Prae.g_00482	Praw.g_00640
OG0000457	Prae.g_00484	Praw.g_00638
OG0000458	Prae.g_00486	Praw.g_00636
OG0000459	Prae.g_00487	Praw.g_00635
OG0000460	Prae.g_00489	Praw.g_00633
OG0000461	Prae.g_00490	Praw.g_00632
OG0000462	Prae.g_00491	Praw.g_00631
OG0000463	Prae.g_00492	Praw.g_00630
OG0000464	Prae.g_00497	Praw.g_00625
OG0000465	Prae.g_00499	Praw.g_00623
OG0000466	Prae.g_00500	Praw.g_00622
OG0000467	Prae.g_00501	Praw.g_00621
OG0000468	Prae.g_00502	Praw.g_00620
OG0000469	Prae.g_00503	Praw.g_00619
OG0000470	Prae.g_00504	Praw.g_00618
OG0000471	Prae.g_00505	Praw.g_00617
OG0000472	Prae.g_00509	Praw.g_00614
OG0000473	Prae.g_00510	Praw.g_00613
OG0000474	Prae.g_00511	Praw.g_00612
OG0000475	Prae.g_00512	Praw.g_00611
OG0000476	Prae.g_00513	Praw.g_00610
OG0000477	Prae.g_00515	Praw.g_00608
OG0000478	Prae.g_00516	Praw.g_00607
OG0000479	Prae.g_00517	Praw.g_00606
OG0000480	Prae.g_00519	Praw.g_00604
OG0000481	Prae.g_00520	Praw.g_00603
OG0000482	Prae.g_00521	Praw.g_00602
OG0000483	Prae.g_00522	Praw.g_00601
OG0000484	Prae.g_00523	Praw.g_00600
OG0000485	Prae.g_00524	Praw.g_00599
OG0000486	Prae.g_00525	Praw.g_00598
OG0000487	Prae.g_00526	Praw.g_00597
OG0000488	Prae.g_00528	Praw.g_00595
OG0000489	Prae.g_00529	Praw.g_00594
OG0000490	Prae.g_00530	Praw.g_00593
OG0000491	Prae.g_00531	Praw.g_00592
OG0000492	Prae.g_00532	Praw.g_00591
OG0000493	Prae.g_00533	Praw.g_00590
OG0000494	Prae.g_00535	Praw.g_00588
OG0000495	Prae.g_00536	Praw.g_00587
OG0000496	Prae.g_00537	Praw.g_00586
OG0000497	Prae.g_00538	Praw.g_00585
OG0000498	Prae.g_00539	Praw.g_00584
OG0000499	Prae.g_00541	Praw.g_00582
OG0000500	Prae.g_00542	Praw.g_00581
OG0000501	Prae.g_00544	Praw.g_00579
OG0000502	Prae.g_00545	Praw.g_00578
OG0000503	Prae.g_00546	Praw.g_00577
OG0000504	Prae.g_00547	Praw.g_00576
OG0000505	Prae.g_00548	Praw.g_00575
OG0000506	Prae.g_00549	Praw.g_01922
OG0000507	Prae.g_00550	Praw.g_01923
OG0000508	Prae.g_00552	Praw.g_01925
OG0000509	Prae.g_00553	Praw.g_01926
OG0000510	Prae.g_00554	Praw.g_01927
OG0000511	Prae.g_00555	Praw.g_01928
OG0000512	Prae.g_00556	Praw.g_01929
OG0000513	Prae.g_00557	Praw.g_01930
OG0000514	Prae.g_00558	Praw.g_01931
OG0000515	Prae.g_00560	Praw.g_01933
OG0000516	Prae.g_00561	Praw.g_01934
OG0000517	Prae.g_00562	Praw.g_01935
OG0000518	Prae.g_00565	Praw.g_01937
OG0000519	Prae.g_00566	Praw.g_01938
OG0000520	Prae.g_00567	Praw.g_01939
OG0000521	Prae.g_00568	Praw.g_01940
OG0000522	Prae.g_00569	Praw.g_01941
OG0000523	Prae.g_00570	Praw.g_01942
OG0000524	Prae.g_00571	Praw.g_01943
OG0000525	Prae.g_00573	Praw.g_01945
OG0000526	Prae.g_00574	Praw.g_01946
OG0000527	Prae.g_00575	Praw.g_01947
OG0000528	Prae.g_00576	Praw.g_01948
OG0000529	Prae.g_00577	Praw.g_01949
OG0000530	Prae.g_00578	Praw.g_00140
OG0000531	Prae.g_00579	Praw.g_00141
OG0000532	Prae.g_00580	Praw.g_00142
OG0000533	Prae.g_00581	Praw.g_00143
OG0000534	Prae.g_00582	Praw.g_00144
OG0000535	Prae.g_00583	Praw.g_00145
OG0000536	Prae.g_00584	Praw.g_00146
OG0000537	Prae.g_00585	Praw.g_00147
OG0000538	Prae.g_00586	Praw.g_00148
OG0000539	Prae.g_00587	Praw.g_00149
OG0000540	Prae.g_00588	Praw.g_00150
OG0000541	Prae.g_00589	Praw.g_00151
OG0000542	Prae.g_00590	Praw.g_00152
OG0000543	Prae.g_00591	Praw.g_00153
OG0000544	Prae.g_00592	Praw.g_00154
OG0000545	Prae.g_00595	Praw.g_00157
OG0000546	Prae.g_00596	Praw.g_00158
OG0000547	Prae.g_00598	Praw.g_00160
OG0000548	Prae.g_00599	Praw.g_00161
OG0000549	Prae.g_00600	Praw.g_00162
OG0000550	Prae.g_00601	Praw.g_00163
OG0000551	Prae.g_00602	Praw.g_00164
OG0000552	Prae.g_00603	Praw.g_00165
OG0000553	Prae.g_00604	Praw.g_00166
OG0000554	Prae.g_00605	Praw.g_00167
OG0000555	Prae.g_00606	Praw.g_00168
OG0000556	Prae.g_00607	Praw.g_00169
OG0000557	Prae.g_00608	Praw.g_01888
OG0000558	Prae.g_00609	Praw.g_01887
OG0000559	Prae.g_00610	Praw.g_01886
OG0000560	Prae.g_00612	Praw.g_01884
OG0000561	Prae.g_00613	Praw.g_01883
OG0000562	Prae.g_00614	Praw.g_01882
OG0000563	Prae.g_00615	Praw.g_01881
OG0000564	Prae.g_00616	Praw.g_01880
OG0000565	Prae.g_00617	Praw.g_01879
OG0000566	Prae.g_00618	Praw.g_01878
OG0000567	Prae.g_00619	Praw.g_01877
OG0000568	Prae.g_00620	Praw.g_01876
OG0000569	Prae.g_00621	Praw.g_01875
OG0000570	Prae.g_00622	Praw.g_01874
OG0000571	Prae.g_00623	Praw.g_01873
