Orthogroup	Prae	Prbn
OG0000065	Prae.g_01329	Prbn.g_01084
OG0000066	Prae.g_01389	Prbn.g_00170
OG0000068	Prae.g_01758	Prbn.g_01881
OG0000071	Prae.g_00011	Prbn.g_00002, Prbn.g_00003
OG0000072	Prae.g_00323	Prbn.g_00088
OG0000073	Prae.g_00643	Prbn.g_00845
OG0000074	Prae.g_00665	Prbn.g_01572
OG0000075	Prae.g_00813	Prbn.g_01539
OG0000076	Prae.g_01040	Prbn.g_01471
OG0000078	Prae.g_01390	Prbn.g_00173
OG0000079	Prae.g_01537	Prbn.g_00897
OG0000080	Prae.g_01588	Prbn.g_00803
OG0000081	Prae.g_01789	Prbn.g_01915
OG0000083	Prae.g_00003	Prbn.g_00011
OG0000084	Prae.g_00006	Prbn.g_00008
OG0000085	Prae.g_00023	Prbn.g_00759
OG0000087	Prae.g_00051	Prbn.g_00730
OG0000088	Prae.g_00112	Prbn.g_01304
OG0000089	Prae.g_00121	Prbn.g_01295
OG0000090	Prae.g_00139	Prbn.g_01278
OG0000091	Prae.g_00172	Prbn.g_01244
OG0000092	Prae.g_00173	Prbn.g_00384, Prbn.g_01243
OG0000093	Prae.g_00187	Prbn.g_00370
OG0000094	Prae.g_00205	Prbn.g_00351
OG0000095	Prae.g_00210	Prbn.g_00346
OG0000096	Prae.g_00254	Prbn.g_00017
OG0000097	Prae.g_01440	Prbn.g_00041
OG0000099	Prae.g_00295	Prbn.g_00062
OG0000100	Prae.g_00298	Prbn.g_00065
OG0000101	Prae.g_00356	Prbn.g_00694
OG0000102	Prae.g_00382	Prbn.g_01102
OG0000103	Prae.g_00450	Prbn.g_00638
OG0000104	Prae.g_00454	Prbn.g_00634
OG0000105	Prae.g_00473	Prbn.g_00614
OG0000106	Prae.g_00506	Prbn.g_00584
OG0000107	Prae.g_00508	Prbn.g_00583
OG0000108	Prae.g_00518	Prbn.g_00573
OG0000109	Prae.g_00527	Prbn.g_00564
OG0000110	Prae.g_00543	Prbn.g_00547
OG0000111	Prae.g_00625	Prbn.g_00443
OG0000112	Prae.g_00626	Prbn.g_00444
OG0000113	Prae.g_00733	Prbn.g_01351
OG0000114	Prae.g_00804	Prbn.g_01548
OG0000115	Prae.g_00964	Prbn.g_01418
OG0000116	Prae.g_00968	Prbn.g_01414
OG0000117	Prae.g_01037	Prbn.g_01468
OG0000118	Prae.g_01090	Prbn.g_01144
OG0000119	Prae.g_01133	Prbn.g_01653
OG0000120	Prae.g_01169	Prbn.g_01195
OG0000121	Prae.g_01188	Prbn.g_00391
OG0000122	Prae.g_01207	Prbn.g_00411
OG0000123	Prae.g_01220	Prbn.g_00482
OG0000124	Prae.g_01434	Prbn.g_00886
OG0000125	Prae.g_01341	Prbn.g_01071
OG0000126	Prae.g_01368	Prbn.g_01240
OG0000127	Prae.g_01446	Prbn.g_00200
OG0000128	Prae.g_01460	Prbn.g_00213
OG0000129	Prae.g_01496	Prbn.g_00249
OG0000130	Prae.g_01621	Prbn.g_01742
OG0000131	Prae.g_01659	Prbn.g_01782
OG0000132	Prae.g_01662	Prbn.g_01785
OG0000133	Prae.g_01717	Prbn.g_01839
OG0000134	Prae.g_01753	Prbn.g_01875
OG0000135	Prae.g_01755	Prbn.g_01877
OG0000136	Prae.g_01800	Prbn.g_01012
OG0000137	Prae.g_01832	Prbn.g_00978
OG0000138	Prae.g_01867	Prbn.g_00944
OG0000139	Prae.g_01894	Prbn.g_00913
OG0000140	Prae.g_00001	Prbn.g_00301
OG0000141	Prae.g_00002	Prbn.g_00302
OG0000142	Prae.g_00004	Prbn.g_00010
OG0000143	Prae.g_00005	Prbn.g_00009
OG0000144	Prae.g_00007	Prbn.g_00007
OG0000145	Prae.g_00008	Prbn.g_00006
OG0000146	Prae.g_00009	Prbn.g_00005
OG0000147	Prae.g_00010	Prbn.g_00004
OG0000148	Prae.g_00012	Prbn.g_00001
OG0000149	Prae.g_00014	Prbn.g_00768
OG0000150	Prae.g_00015	Prbn.g_00767
OG0000151	Prae.g_00016	Prbn.g_00766
OG0000152	Prae.g_00017	Prbn.g_00765
OG0000153	Prae.g_00018	Prbn.g_00764
OG0000154	Prae.g_00019	Prbn.g_00763
OG0000155	Prae.g_00020	Prbn.g_00762
OG0000156	Prae.g_00021	Prbn.g_00761
OG0000157	Prae.g_00022	Prbn.g_00760
OG0000158	Prae.g_00024	Prbn.g_00758
OG0000159	Prae.g_00025	Prbn.g_00757
OG0000160	Prae.g_00026	Prbn.g_00756
OG0000161	Prae.g_00027	Prbn.g_00755
OG0000162	Prae.g_00028	Prbn.g_00754
OG0000163	Prae.g_00029	Prbn.g_00752
OG0000164	Prae.g_00032	Prbn.g_00749
OG0000165	Prae.g_00035	Prbn.g_00746
OG0000166	Prae.g_00036	Prbn.g_00745
OG0000167	Prae.g_00037	Prbn.g_00744
OG0000168	Prae.g_00042	Prbn.g_00742
OG0000169	Prae.g_00044	Prbn.g_00740
OG0000170	Prae.g_00045	Prbn.g_00738
OG0000171	Prae.g_00046	Prbn.g_00737
OG0000172	Prae.g_00047	Prbn.g_00736
OG0000173	Prae.g_00048	Prbn.g_00733
OG0000174	Prae.g_00049	Prbn.g_00732
OG0000175	Prae.g_00050	Prbn.g_00731
OG0000176	Prae.g_00052	Prbn.g_00729
OG0000177	Prae.g_00053	Prbn.g_00728
OG0000178	Prae.g_00054	Prbn.g_00726
OG0000179	Prae.g_00064	Prbn.g_00714
OG0000180	Prae.g_00065	Prbn.g_00713
OG0000181	Prae.g_00066	Prbn.g_00712
OG0000182	Prae.g_00069	Prbn.g_00708
OG0000183	Prae.g_00070	Prbn.g_00707
OG0000184	Prae.g_00073	Prbn.g_00704
OG0000185	Prae.g_00077	Prbn.g_01343
OG0000186	Prae.g_00078	Prbn.g_01342
OG0000187	Prae.g_00079	Prbn.g_01034
OG0000188	Prae.g_00080	Prbn.g_01341
OG0000189	Prae.g_00081	Prbn.g_01340
OG0000190	Prae.g_00082	Prbn.g_01339
OG0000191	Prae.g_00083	Prbn.g_01338
OG0000192	Prae.g_00084	Prbn.g_01337
OG0000193	Prae.g_00085	Prbn.g_01336
OG0000194	Prae.g_00086	Prbn.g_01335
OG0000195	Prae.g_00088	Prbn.g_01333
OG0000196	Prae.g_00089	Prbn.g_01332
OG0000197	Prae.g_00090	Prbn.g_01331
OG0000198	Prae.g_00091	Prbn.g_01330
OG0000199	Prae.g_00094	Prbn.g_01327
OG0000200	Prae.g_00095	Prbn.g_01326
OG0000201	Prae.g_00096	Prbn.g_01325
OG0000202	Prae.g_00097	Prbn.g_01323
OG0000203	Prae.g_00098	Prbn.g_01322
OG0000204	Prae.g_00099	Prbn.g_01321
OG0000205	Prae.g_00100	Prbn.g_01319
OG0000206	Prae.g_00101	Prbn.g_01318
OG0000207	Prae.g_00102	Prbn.g_01317
OG0000208	Prae.g_00103	Prbn.g_01316
OG0000209	Prae.g_00104	Prbn.g_01315
OG0000210	Prae.g_00105	Prbn.g_01314
OG0000211	Prae.g_00106	Prbn.g_01312
OG0000212	Prae.g_00107	Prbn.g_01311
OG0000213	Prae.g_00108	Prbn.g_01310
OG0000214	Prae.g_00110	Prbn.g_01306
OG0000215	Prae.g_00111	Prbn.g_01305
OG0000216	Prae.g_00113	Prbn.g_01303
OG0000217	Prae.g_00115	Prbn.g_01302
OG0000218	Prae.g_00116	Prbn.g_01301
OG0000219	Prae.g_00117	Prbn.g_01300
OG0000220	Prae.g_00120	Prbn.g_01297
OG0000221	Prae.g_00122	Prbn.g_01294
OG0000222	Prae.g_00123	Prbn.g_01293
OG0000223	Prae.g_00124	Prbn.g_01292
OG0000224	Prae.g_00127	Prbn.g_01290
OG0000225	Prae.g_00129	Prbn.g_01288
OG0000226	Prae.g_00130	Prbn.g_01286
OG0000227	Prae.g_00131	Prbn.g_01285
OG0000228	Prae.g_00132	Prbn.g_01284
OG0000229	Prae.g_00133	Prbn.g_01283
OG0000230	Prae.g_00134	Prbn.g_01282
OG0000231	Prae.g_00136	Prbn.g_01356
OG0000232	Prae.g_00137	Prbn.g_01280
OG0000233	Prae.g_00140	Prbn.g_01277
OG0000234	Prae.g_00142	Prbn.g_01275
OG0000235	Prae.g_00148	Prbn.g_01269
OG0000236	Prae.g_00149	Prbn.g_01268
OG0000237	Prae.g_00150	Prbn.g_01267
OG0000238	Prae.g_00151	Prbn.g_01266
OG0000239	Prae.g_00152	Prbn.g_01265
OG0000240	Prae.g_00154	Prbn.g_01263
OG0000241	Prae.g_00155	Prbn.g_01262
OG0000242	Prae.g_00156	Prbn.g_01261
OG0000243	Prae.g_00157	Prbn.g_01260
OG0000244	Prae.g_00158	Prbn.g_01259
OG0000245	Prae.g_00159	Prbn.g_01257
OG0000246	Prae.g_00161	Prbn.g_01255
OG0000247	Prae.g_00162	Prbn.g_01254
OG0000248	Prae.g_00163	Prbn.g_01253
OG0000249	Prae.g_00164	Prbn.g_01252
OG0000250	Prae.g_00165	Prbn.g_01251
OG0000251	Prae.g_00166	Prbn.g_01250
OG0000252	Prae.g_00167	Prbn.g_01249
OG0000253	Prae.g_00168	Prbn.g_01248
OG0000254	Prae.g_00170	Prbn.g_01246
OG0000255	Prae.g_00171	Prbn.g_01245
OG0000256	Prae.g_00174	Prbn.g_00383
OG0000257	Prae.g_00176	Prbn.g_00381
OG0000258	Prae.g_00177	Prbn.g_00380
OG0000259	Prae.g_00178	Prbn.g_00379
OG0000260	Prae.g_00179	Prbn.g_00378
OG0000261	Prae.g_00180	Prbn.g_00377
OG0000262	Prae.g_00181	Prbn.g_00376
OG0000263	Prae.g_00182	Prbn.g_00375
OG0000264	Prae.g_00184	Prbn.g_00373
OG0000265	Prae.g_00185	Prbn.g_00372
OG0000266	Prae.g_00186	Prbn.g_00371
OG0000267	Prae.g_00188	Prbn.g_00369
OG0000268	Prae.g_00189	Prbn.g_00367
OG0000269	Prae.g_00190	Prbn.g_00366
OG0000270	Prae.g_00191	Prbn.g_00365
OG0000271	Prae.g_00192	Prbn.g_00364
OG0000272	Prae.g_00193	Prbn.g_00363
OG0000273	Prae.g_00194	Prbn.g_00362
OG0000274	Prae.g_00195	Prbn.g_00361
OG0000275	Prae.g_00196	Prbn.g_00360
OG0000276	Prae.g_00197	Prbn.g_00359
OG0000277	Prae.g_00198	Prbn.g_00358
OG0000278	Prae.g_00199	Prbn.g_00357
OG0000279	Prae.g_00200	Prbn.g_00356
OG0000280	Prae.g_00201	Prbn.g_00355
OG0000281	Prae.g_00203	Prbn.g_00353
OG0000282	Prae.g_00204	Prbn.g_00352
OG0000283	Prae.g_00207	Prbn.g_00349
OG0000284	Prae.g_00208	Prbn.g_00348
OG0000285	Prae.g_00209	Prbn.g_00347
OG0000286	Prae.g_00211	Prbn.g_00345
OG0000287	Prae.g_00212	Prbn.g_00343
OG0000288	Prae.g_00213	Prbn.g_00342
OG0000289	Prae.g_00214	Prbn.g_00341
OG0000290	Prae.g_00215	Prbn.g_00340
OG0000291	Prae.g_00216	Prbn.g_00339
OG0000292	Prae.g_00217	Prbn.g_00338
OG0000293	Prae.g_00218	Prbn.g_00337
OG0000294	Prae.g_00219	Prbn.g_00336
OG0000295	Prae.g_00220	Prbn.g_00335
OG0000296	Prae.g_00221	Prbn.g_00334
OG0000297	Prae.g_00222	Prbn.g_00333
OG0000298	Prae.g_00223	Prbn.g_00332
OG0000299	Prae.g_00224	Prbn.g_00331
OG0000300	Prae.g_00225	Prbn.g_00330
OG0000301	Prae.g_00226	Prbn.g_00329
OG0000302	Prae.g_00227	Prbn.g_00328
OG0000303	Prae.g_00228	Prbn.g_00327
OG0000304	Prae.g_00229	Prbn.g_00325
OG0000305	Prae.g_00230	Prbn.g_00324
OG0000306	Prae.g_00231	Prbn.g_00323
OG0000307	Prae.g_00232	Prbn.g_00321
OG0000308	Prae.g_00233	Prbn.g_00320
OG0000309	Prae.g_00234	Prbn.g_00319
OG0000310	Prae.g_00235	Prbn.g_00318
OG0000311	Prae.g_00236	Prbn.g_00317
OG0000312	Prae.g_00238	Prbn.g_00315
OG0000313	Prae.g_00239	Prbn.g_00314
OG0000314	Prae.g_00242	Prbn.g_00310
OG0000315	Prae.g_00243	Prbn.g_00309
OG0000316	Prae.g_00245	Prbn.g_00307
OG0000317	Prae.g_00247	Prbn.g_00305
OG0000318	Prae.g_00248	Prbn.g_00304
OG0000319	Prae.g_00249	Prbn.g_00012
OG0000320	Prae.g_00250	Prbn.g_00013
OG0000321	Prae.g_00253	Prbn.g_00016
OG0000322	Prae.g_00256	Prbn.g_00020
OG0000323	Prae.g_00257	Prbn.g_00021
OG0000324	Prae.g_00260	Prbn.g_00024
OG0000325	Prae.g_00262	Prbn.g_00025
OG0000326	Prae.g_00263	Prbn.g_00026
OG0000327	Prae.g_00265	Prbn.g_00028
OG0000328	Prae.g_00266	Prbn.g_00029
OG0000329	Prae.g_00267	Prbn.g_00030
OG0000330	Prae.g_00268	Prbn.g_00031
OG0000331	Prae.g_00269	Prbn.g_00033
OG0000332	Prae.g_00270	Prbn.g_00034
OG0000333	Prae.g_00271	Prbn.g_00035
OG0000334	Prae.g_00272	Prbn.g_00036
OG0000335	Prae.g_00273	Prbn.g_00037
OG0000336	Prae.g_00274	Prbn.g_00039
OG0000337	Prae.g_00276	Prbn.g_00042
OG0000338	Prae.g_00277	Prbn.g_00043
OG0000339	Prae.g_00278	Prbn.g_00044
OG0000340	Prae.g_00279	Prbn.g_00045
OG0000341	Prae.g_00283	Prbn.g_00049
OG0000342	Prae.g_00284	Prbn.g_00050
OG0000343	Prae.g_00286	Prbn.g_00053
OG0000344	Prae.g_00287	Prbn.g_00054
OG0000345	Prae.g_00288	Prbn.g_00055
OG0000346	Prae.g_00289	Prbn.g_00056
OG0000347	Prae.g_00290	Prbn.g_00057
OG0000348	Prae.g_00291	Prbn.g_00059
OG0000349	Prae.g_00292	Prbn.g_00060
OG0000350	Prae.g_00293	Prbn.g_00061
OG0000351	Prae.g_00296	Prbn.g_00063
OG0000352	Prae.g_00299	Prbn.g_00066
OG0000353	Prae.g_00300	Prbn.g_00067
OG0000354	Prae.g_00301	Prbn.g_00068
OG0000355	Prae.g_00302	Prbn.g_00069
OG0000356	Prae.g_00303	Prbn.g_00070
OG0000357	Prae.g_00304	Prbn.g_00071
OG0000358	Prae.g_00305	Prbn.g_00072
OG0000359	Prae.g_00306	Prbn.g_00073
OG0000360	Prae.g_00309	Prbn.g_00075
OG0000361	Prae.g_00310	Prbn.g_00076
OG0000362	Prae.g_00311	Prbn.g_00077
OG0000363	Prae.g_00312	Prbn.g_00078
OG0000364	Prae.g_00313	Prbn.g_00079
OG0000365	Prae.g_00314	Prbn.g_00080
OG0000366	Prae.g_00315	Prbn.g_00081
OG0000367	Prae.g_00316	Prbn.g_00082
OG0000368	Prae.g_00317	Prbn.g_00083
OG0000369	Prae.g_00318	Prbn.g_00084
OG0000370	Prae.g_00319	Prbn.g_00085
OG0000371	Prae.g_00320	Prbn.g_00086
OG0000372	Prae.g_00322	Prbn.g_00087
OG0000373	Prae.g_00324	Prbn.g_00089
OG0000374	Prae.g_00325	Prbn.g_00090
OG0000375	Prae.g_00326	Prbn.g_00091
OG0000376	Prae.g_00328	Prbn.g_00092
OG0000377	Prae.g_00329	Prbn.g_00098
OG0000378	Prae.g_00330	Prbn.g_00099
OG0000379	Prae.g_00335	Prbn.g_00105
OG0000380	Prae.g_00336	Prbn.g_00107
OG0000381	Prae.g_00337	Prbn.g_00108
OG0000382	Prae.g_00338	Prbn.g_00109
OG0000383	Prae.g_00341	Prbn.g_00112
OG0000384	Prae.g_00342	Prbn.g_00113
OG0000385	Prae.g_00344	Prbn.g_00116
OG0000386	Prae.g_00345	Prbn.g_00117
OG0000387	Prae.g_00346	Prbn.g_00118
OG0000388	Prae.g_00347	Prbn.g_00119
OG0000389	Prae.g_00348	Prbn.g_00120
OG0000390	Prae.g_00349	Prbn.g_00121
OG0000391	Prae.g_00350	Prbn.g_00122
OG0000392	Prae.g_00351	Prbn.g_00123
OG0000393	Prae.g_00354	Prbn.g_00697
OG0000394	Prae.g_00355	Prbn.g_00696
OG0000395	Prae.g_00357	Prbn.g_00693
OG0000396	Prae.g_00358	Prbn.g_01491
OG0000397	Prae.g_00371	Prbn.g_01145
OG0000398	Prae.g_00379	Prbn.g_01697
OG0000399	Prae.g_00380	Prbn.g_01150
OG0000400	Prae.g_00385	Prbn.g_01810
OG0000401	Prae.g_00405	Prbn.g_00682
OG0000402	Prae.g_00406	Prbn.g_00681
OG0000403	Prae.g_00407	Prbn.g_00680
OG0000404	Prae.g_00409	Prbn.g_00678
OG0000405	Prae.g_00410	Prbn.g_00677
OG0000406	Prae.g_00412	Prbn.g_00675
OG0000407	Prae.g_00413	Prbn.g_00674
OG0000408	Prae.g_00414	Prbn.g_00673
OG0000409	Prae.g_00415	Prbn.g_00672
OG0000410	Prae.g_00416	Prbn.g_00671
OG0000411	Prae.g_00417	Prbn.g_00670
OG0000412	Prae.g_00418	Prbn.g_00669
OG0000413	Prae.g_00419	Prbn.g_00668
OG0000414	Prae.g_00420	Prbn.g_00667
OG0000415	Prae.g_00421	Prbn.g_00666
OG0000416	Prae.g_00422	Prbn.g_00665
OG0000417	Prae.g_00423	Prbn.g_00664
OG0000418	Prae.g_00424	Prbn.g_00663
OG0000419	Prae.g_00425	Prbn.g_00662
OG0000420	Prae.g_00426	Prbn.g_00661
OG0000421	Prae.g_00427	Prbn.g_00657
OG0000422	Prae.g_00429	Prbn.g_00655
OG0000423	Prae.g_00430	Prbn.g_00654
OG0000424	Prae.g_00432	Prbn.g_00653
OG0000425	Prae.g_00435	Prbn.g_00649
OG0000426	Prae.g_00436	Prbn.g_00648
OG0000427	Prae.g_00437	Prbn.g_00647
OG0000428	Prae.g_00438	Prbn.g_00645
OG0000429	Prae.g_00439	Prbn.g_00644
OG0000430	Prae.g_00445	Prbn.g_00643
OG0000431	Prae.g_00447	Prbn.g_00641
OG0000432	Prae.g_00448	Prbn.g_00640
OG0000433	Prae.g_00451	Prbn.g_00637
OG0000434	Prae.g_00452	Prbn.g_00636
OG0000435	Prae.g_00453	Prbn.g_00635
OG0000436	Prae.g_00455	Prbn.g_00633
OG0000437	Prae.g_00457	Prbn.g_00631
OG0000438	Prae.g_00458	Prbn.g_00630
OG0000439	Prae.g_00459	Prbn.g_00629
OG0000440	Prae.g_00461	Prbn.g_00627
OG0000441	Prae.g_00462	Prbn.g_00626
OG0000442	Prae.g_00463	Prbn.g_00625
OG0000443	Prae.g_00464	Prbn.g_00624
OG0000444	Prae.g_00465	Prbn.g_00623
OG0000445	Prae.g_00466	Prbn.g_00622
OG0000446	Prae.g_00467	Prbn.g_00621
OG0000447	Prae.g_00468	Prbn.g_00620
OG0000448	Prae.g_00469	Prbn.g_00619
OG0000449	Prae.g_00474	Prbn.g_00613
OG0000450	Prae.g_00475	Prbn.g_00612
OG0000451	Prae.g_00476	Prbn.g_00611
OG0000452	Prae.g_00477	Prbn.g_00610
OG0000453	Prae.g_00479	Prbn.g_00609
OG0000454	Prae.g_00480	Prbn.g_00608
OG0000455	Prae.g_00481	Prbn.g_00607
OG0000456	Prae.g_00482	Prbn.g_00606
OG0000457	Prae.g_00484	Prbn.g_00604
OG0000458	Prae.g_00486	Prbn.g_00602
OG0000459	Prae.g_00487	Prbn.g_00601
OG0000460	Prae.g_00489	Prbn.g_00599
OG0000461	Prae.g_00490	Prbn.g_00598
OG0000462	Prae.g_00491	Prbn.g_00597
OG0000463	Prae.g_00492	Prbn.g_00596
OG0000464	Prae.g_00497	Prbn.g_00592
OG0000465	Prae.g_00499	Prbn.g_00591
OG0000466	Prae.g_00500	Prbn.g_00590
OG0000467	Prae.g_00501	Prbn.g_00589
OG0000468	Prae.g_00502	Prbn.g_00588
OG0000469	Prae.g_00503	Prbn.g_00587
OG0000470	Prae.g_00504	Prbn.g_00586
OG0000471	Prae.g_00505	Prbn.g_00585
OG0000472	Prae.g_00509	Prbn.g_00582
OG0000473	Prae.g_00510	Prbn.g_00581
OG0000474	Prae.g_00511	Prbn.g_00580
OG0000475	Prae.g_00512	Prbn.g_00579
OG0000476	Prae.g_00513	Prbn.g_00578
OG0000477	Prae.g_00515	Prbn.g_00576
OG0000478	Prae.g_00516	Prbn.g_00575
OG0000479	Prae.g_00517	Prbn.g_00574
OG0000480	Prae.g_00519	Prbn.g_00572
OG0000481	Prae.g_00520	Prbn.g_00571
OG0000482	Prae.g_00521	Prbn.g_00570
OG0000483	Prae.g_00522	Prbn.g_00569
OG0000484	Prae.g_00523	Prbn.g_00568
OG0000485	Prae.g_00524	Prbn.g_00567
OG0000486	Prae.g_00525	Prbn.g_00566
OG0000487	Prae.g_00526	Prbn.g_00565
OG0000488	Prae.g_00528	Prbn.g_00563
OG0000489	Prae.g_00529	Prbn.g_00562
OG0000490	Prae.g_00530	Prbn.g_00561
OG0000491	Prae.g_00531	Prbn.g_00560
OG0000492	Prae.g_00532	Prbn.g_00559
OG0000493	Prae.g_00533	Prbn.g_00558
OG0000494	Prae.g_00535	Prbn.g_00557
OG0000495	Prae.g_00536	Prbn.g_00556
OG0000496	Prae.g_00537	Prbn.g_00554
OG0000497	Prae.g_00538	Prbn.g_00552
OG0000498	Prae.g_00539	Prbn.g_00551
OG0000499	Prae.g_00541	Prbn.g_00549
OG0000500	Prae.g_00542	Prbn.g_00548
OG0000501	Prae.g_00544	Prbn.g_00546
OG0000502	Prae.g_00545	Prbn.g_00545
OG0000503	Prae.g_00546	Prbn.g_00544
OG0000504	Prae.g_00547	Prbn.g_00543
OG0000505	Prae.g_00548	Prbn.g_00542
OG0000506	Prae.g_00549	Prbn.g_00541
OG0000507	Prae.g_00550	Prbn.g_00540
OG0000508	Prae.g_00552	Prbn.g_00538
OG0000509	Prae.g_00553	Prbn.g_00537
OG0000510	Prae.g_00554	Prbn.g_00536
OG0000511	Prae.g_00555	Prbn.g_00535
OG0000512	Prae.g_00556	Prbn.g_00534
OG0000513	Prae.g_00557	Prbn.g_00533
OG0000514	Prae.g_00558	Prbn.g_00532
OG0000515	Prae.g_00560	Prbn.g_00529
OG0000516	Prae.g_00561	Prbn.g_00528
OG0000517	Prae.g_00562	Prbn.g_00527
OG0000518	Prae.g_00565	Prbn.g_00524
OG0000519	Prae.g_00566	Prbn.g_00523
OG0000520	Prae.g_00567	Prbn.g_00522
OG0000521	Prae.g_00568	Prbn.g_00521
OG0000522	Prae.g_00569	Prbn.g_00520
OG0000523	Prae.g_00570	Prbn.g_00519
OG0000524	Prae.g_00571	Prbn.g_00518
OG0000525	Prae.g_00573	Prbn.g_00516
OG0000526	Prae.g_00574	Prbn.g_00515
OG0000527	Prae.g_00575	Prbn.g_00514
OG0000528	Prae.g_00576	Prbn.g_00513
OG0000529	Prae.g_00577	Prbn.g_00512
OG0000530	Prae.g_00578	Prbn.g_00511
OG0000531	Prae.g_00579	Prbn.g_00509
OG0000532	Prae.g_00580	Prbn.g_00508
OG0000533	Prae.g_00581	Prbn.g_00507
OG0000534	Prae.g_00582	Prbn.g_00506
OG0000535	Prae.g_00583	Prbn.g_00505
OG0000536	Prae.g_00584	Prbn.g_00504
OG0000537	Prae.g_00585	Prbn.g_00503
OG0000538	Prae.g_00586	Prbn.g_00502
OG0000539	Prae.g_00587	Prbn.g_00501
OG0000540	Prae.g_00588	Prbn.g_00500
OG0000541	Prae.g_00589	Prbn.g_00499
OG0000542	Prae.g_00590	Prbn.g_00498
OG0000543	Prae.g_00591	Prbn.g_00497
OG0000544	Prae.g_00592	Prbn.g_00496
OG0000545	Prae.g_00595	Prbn.g_00494
OG0000546	Prae.g_00596	Prbn.g_00493
OG0000547	Prae.g_00598	Prbn.g_00491
OG0000548	Prae.g_00599	Prbn.g_00489
OG0000549	Prae.g_00600	Prbn.g_00488
OG0000550	Prae.g_00601	Prbn.g_00487
OG0000551	Prae.g_00602	Prbn.g_00485
OG0000552	Prae.g_00603	Prbn.g_00484
OG0000553	Prae.g_00604	Prbn.g_00421
OG0000554	Prae.g_00605	Prbn.g_00422
OG0000555	Prae.g_00606	Prbn.g_00423
OG0000556	Prae.g_00607	Prbn.g_00424
OG0000557	Prae.g_00608	Prbn.g_00425
OG0000558	Prae.g_00609	Prbn.g_00426
OG0000559	Prae.g_00610	Prbn.g_00427
OG0000560	Prae.g_00612	Prbn.g_00429
OG0000561	Prae.g_00613	Prbn.g_00430
OG0000562	Prae.g_00614	Prbn.g_00432
OG0000563	Prae.g_00615	Prbn.g_00433
OG0000564	Prae.g_00616	Prbn.g_00434
OG0000565	Prae.g_00617	Prbn.g_00435
