Orthogroup	Prae	Prac
OG0000063	Prae.g_01263	Prac.g_01955
OG0000064	Prae.g_01272	Prac.g_00133
OG0000065	Prae.g_01329	Prac.g_00175
OG0000066	Prae.g_01389	Prac.g_00248
OG0000067	Prae.g_01245	Prac.g_00142
OG0000068	Prae.g_01758	Prac.g_00548
OG0000071	Prae.g_00011	Prac.g_01936
OG0000072	Prae.g_00323	Prac.g_01609
OG0000073	Prae.g_00643	Prac.g_00702
OG0000074	Prae.g_00665	Prac.g_00680
OG0000075	Prae.g_00813	Prac.g_01468
OG0000076	Prae.g_01040	Prac.g_01256
OG0000078	Prae.g_01390	Prac.g_00256
OG0000079	Prae.g_01537	Prac.g_00333
OG0000080	Prae.g_01588	Prac.g_00886
OG0000081	Prae.g_01789	Prac.g_00015
OG0000082	Prae.g_01877	Prac.g_00101
OG0000083	Prae.g_00003	Prac.g_01944
OG0000084	Prae.g_00006	Prac.g_01941
OG0000085	Prae.g_00023	Prac.g_01924
OG0000086	Prae.g_00041	Prac.g_01893
OG0000087	Prae.g_00051	Prac.g_01882
OG0000088	Prae.g_00112	Prac.g_01818
OG0000089	Prae.g_00121	Prac.g_01810
OG0000090	Prae.g_00139	Prac.g_01792
OG0000091	Prae.g_00172	Prac.g_01761
OG0000092	Prae.g_00173	Prac.g_01760
OG0000093	Prae.g_00187	Prac.g_01746
OG0000094	Prae.g_00205	Prac.g_01728
OG0000095	Prae.g_00210	Prac.g_01723
OG0000097	Prae.g_01440	Prac.g_01657
OG0000098	Prae.g_00285	Prac.g_01647
OG0000099	Prae.g_00295	Prac.g_01637
OG0000100	Prae.g_00298	Prac.g_01634
OG0000101	Prae.g_00356	Prac.g_01177
OG0000102	Prae.g_00382	Prac.g_01150
OG0000103	Prae.g_00450	Prac.g_01068
OG0000104	Prae.g_00454	Prac.g_01064
OG0000105	Prae.g_00473	Prac.g_00872
OG0000106	Prae.g_00506	Prac.g_00840
OG0000107	Prae.g_00508	Prac.g_00839
OG0000108	Prae.g_00518	Prac.g_00829
OG0000109	Prae.g_00527	Prac.g_00820
OG0000110	Prae.g_00543	Prac.g_00804
OG0000111	Prae.g_00625	Prac.g_00720
OG0000112	Prae.g_00626	Prac.g_00719
OG0000113	Prae.g_00733	Prac.g_01538
OG0000114	Prae.g_00804	Prac.g_01477
OG0000115	Prae.g_00964	Prac.g_01327
OG0000116	Prae.g_00968	Prac.g_01323
OG0000117	Prae.g_01037	Prac.g_01259
OG0000118	Prae.g_01090	Prac.g_01207
OG0000119	Prae.g_01133	Prac.g_01015
OG0000120	Prae.g_01169	Prac.g_00979
OG0000121	Prae.g_01188	Prac.g_00960
OG0000122	Prae.g_01207	Prac.g_00941
OG0000123	Prae.g_01220	Prac.g_00928
OG0000124	Prae.g_01434	Prac.g_00448
OG0000125	Prae.g_01341	Prac.g_00187
OG0000126	Prae.g_01368	Prac.g_00217
OG0000127	Prae.g_01446	Prac.g_00424
OG0000128	Prae.g_01460	Prac.g_00410
OG0000129	Prae.g_01496	Prac.g_00374
OG0000130	Prae.g_01621	Prac.g_00627
OG0000131	Prae.g_01659	Prac.g_00589
OG0000132	Prae.g_01662	Prac.g_00586
OG0000133	Prae.g_01717	Prac.g_00507
OG0000134	Prae.g_01753	Prac.g_00543
OG0000135	Prae.g_01755	Prac.g_00545
OG0000136	Prae.g_01800	Prac.g_00026
OG0000137	Prae.g_01832	Prac.g_00057
OG0000138	Prae.g_01867	Prac.g_00092
OG0000139	Prae.g_01894	Prac.g_00118
OG0000140	Prae.g_00001	Prac.g_01946
OG0000141	Prae.g_00002	Prac.g_01945
OG0000142	Prae.g_00004	Prac.g_01943
OG0000143	Prae.g_00005	Prac.g_01942
OG0000144	Prae.g_00007	Prac.g_01940
OG0000145	Prae.g_00008	Prac.g_01939
OG0000146	Prae.g_00009	Prac.g_01938
OG0000147	Prae.g_00010	Prac.g_01937
OG0000148	Prae.g_00012	Prac.g_01935
OG0000149	Prae.g_00014	Prac.g_01933
OG0000150	Prae.g_00015	Prac.g_01932
OG0000151	Prae.g_00016	Prac.g_01931
OG0000152	Prae.g_00017	Prac.g_01930
OG0000153	Prae.g_00018	Prac.g_01929
OG0000154	Prae.g_00019	Prac.g_01928
OG0000155	Prae.g_00020	Prac.g_01927
OG0000156	Prae.g_00021	Prac.g_01926
OG0000157	Prae.g_00022	Prac.g_01925
OG0000158	Prae.g_00024	Prac.g_01923
OG0000159	Prae.g_00025	Prac.g_01922
OG0000160	Prae.g_00026	Prac.g_01921
OG0000161	Prae.g_00027	Prac.g_01920
OG0000162	Prae.g_00028	Prac.g_01919
OG0000163	Prae.g_00029	Prac.g_01918
OG0000164	Prae.g_00032	Prac.g_01915
OG0000165	Prae.g_00035	Prac.g_01911
OG0000166	Prae.g_00036	Prac.g_01910
OG0000167	Prae.g_00037	Prac.g_01909
OG0000168	Prae.g_00042	Prac.g_01892
OG0000169	Prae.g_00044	Prac.g_01890
OG0000170	Prae.g_00045	Prac.g_01889
OG0000171	Prae.g_00046	Prac.g_01888
OG0000172	Prae.g_00047	Prac.g_01886
OG0000173	Prae.g_00048	Prac.g_01885
OG0000174	Prae.g_00049	Prac.g_01884
OG0000175	Prae.g_00050	Prac.g_01883
OG0000176	Prae.g_00052	Prac.g_01881
OG0000177	Prae.g_00053	Prac.g_01880
OG0000178	Prae.g_00054	Prac.g_01879
OG0000179	Prae.g_00064	Prac.g_01867
OG0000180	Prae.g_00065	Prac.g_01866
OG0000181	Prae.g_00066	Prac.g_01865
OG0000182	Prae.g_00069	Prac.g_01862
OG0000183	Prae.g_00070	Prac.g_01861
OG0000184	Prae.g_00073	Prac.g_01858
OG0000185	Prae.g_00077	Prac.g_01854
OG0000186	Prae.g_00078	Prac.g_01853
OG0000187	Prae.g_00079	Prac.g_01852
OG0000188	Prae.g_00080	Prac.g_01851
OG0000189	Prae.g_00081	Prac.g_01850
OG0000190	Prae.g_00082	Prac.g_01849
OG0000191	Prae.g_00083	Prac.g_01848
OG0000192	Prae.g_00084	Prac.g_01847
OG0000193	Prae.g_00085	Prac.g_01846
OG0000194	Prae.g_00086	Prac.g_01845
OG0000195	Prae.g_00088	Prac.g_01843
OG0000196	Prae.g_00089	Prac.g_01842
OG0000197	Prae.g_00090	Prac.g_01841
OG0000198	Prae.g_00091	Prac.g_01840
OG0000199	Prae.g_00094	Prac.g_01837
OG0000200	Prae.g_00095	Prac.g_01836
OG0000201	Prae.g_00096	Prac.g_01835
OG0000202	Prae.g_00097	Prac.g_01834
OG0000203	Prae.g_00098	Prac.g_01833
OG0000204	Prae.g_00099	Prac.g_01832
OG0000205	Prae.g_00100	Prac.g_01831
OG0000206	Prae.g_00101	Prac.g_01830
OG0000207	Prae.g_00102	Prac.g_01829
OG0000208	Prae.g_00103	Prac.g_01828
OG0000209	Prae.g_00104	Prac.g_01827
OG0000210	Prae.g_00105	Prac.g_01825
OG0000211	Prae.g_00106	Prac.g_01824
OG0000212	Prae.g_00107	Prac.g_01823
OG0000213	Prae.g_00108	Prac.g_01822
OG0000214	Prae.g_00110	Prac.g_01820
OG0000215	Prae.g_00111	Prac.g_01819
OG0000216	Prae.g_00113	Prac.g_01817
OG0000217	Prae.g_00115	Prac.g_01816
OG0000218	Prae.g_00116	Prac.g_01815
OG0000219	Prae.g_00117	Prac.g_01814
OG0000220	Prae.g_00120	Prac.g_01811
OG0000221	Prae.g_00122	Prac.g_01809
OG0000222	Prae.g_00123	Prac.g_01808
OG0000223	Prae.g_00124	Prac.g_01807
OG0000224	Prae.g_00127	Prac.g_01804
OG0000225	Prae.g_00129	Prac.g_01802
OG0000226	Prae.g_00130	Prac.g_01801
OG0000227	Prae.g_00131	Prac.g_01800
OG0000228	Prae.g_00132	Prac.g_01799
OG0000229	Prae.g_00133	Prac.g_01798
OG0000230	Prae.g_00134	Prac.g_01797
OG0000231	Prae.g_00136	Prac.g_01795
OG0000232	Prae.g_00137	Prac.g_01794
OG0000233	Prae.g_00140	Prac.g_01791
OG0000234	Prae.g_00142	Prac.g_01789
OG0000235	Prae.g_00148	Prac.g_01785
OG0000236	Prae.g_00149	Prac.g_01784
OG0000237	Prae.g_00150	Prac.g_01783
OG0000238	Prae.g_00151	Prac.g_01782
OG0000239	Prae.g_00152	Prac.g_01781
OG0000240	Prae.g_00154	Prac.g_01779
OG0000241	Prae.g_00155	Prac.g_01778
OG0000242	Prae.g_00156	Prac.g_01777
OG0000243	Prae.g_00157	Prac.g_01776
OG0000244	Prae.g_00158	Prac.g_01775
OG0000245	Prae.g_00159	Prac.g_01774
OG0000246	Prae.g_00161	Prac.g_01772
OG0000247	Prae.g_00162	Prac.g_01771
OG0000248	Prae.g_00163	Prac.g_01770
OG0000249	Prae.g_00164	Prac.g_01769
OG0000250	Prae.g_00165	Prac.g_01768
OG0000251	Prae.g_00166	Prac.g_01767
OG0000252	Prae.g_00167	Prac.g_01766
OG0000253	Prae.g_00168	Prac.g_01765
OG0000254	Prae.g_00170	Prac.g_01763
OG0000255	Prae.g_00171	Prac.g_01762
OG0000256	Prae.g_00174	Prac.g_01759
OG0000257	Prae.g_00176	Prac.g_01757
OG0000258	Prae.g_00177	Prac.g_01756
OG0000259	Prae.g_00178	Prac.g_01755
OG0000260	Prae.g_00179	Prac.g_01754
OG0000261	Prae.g_00180	Prac.g_01753
OG0000262	Prae.g_00181	Prac.g_01752
OG0000263	Prae.g_00182	Prac.g_01751
OG0000264	Prae.g_00184	Prac.g_01749
OG0000265	Prae.g_00185	Prac.g_01748
OG0000266	Prae.g_00186	Prac.g_01747
OG0000267	Prae.g_00188	Prac.g_01745
OG0000268	Prae.g_00189	Prac.g_01744
OG0000269	Prae.g_00190	Prac.g_01743
OG0000270	Prae.g_00191	Prac.g_01742
OG0000271	Prae.g_00192	Prac.g_01741
OG0000272	Prae.g_00193	Prac.g_01740
OG0000273	Prae.g_00194	Prac.g_01739
OG0000274	Prae.g_00195	Prac.g_01738
OG0000275	Prae.g_00196	Prac.g_01737
OG0000276	Prae.g_00197	Prac.g_01736
OG0000277	Prae.g_00198	Prac.g_01735
OG0000278	Prae.g_00199	Prac.g_01734
OG0000279	Prae.g_00200	Prac.g_01733
OG0000280	Prae.g_00201	Prac.g_01732
OG0000281	Prae.g_00203	Prac.g_01730
OG0000282	Prae.g_00204	Prac.g_01729
OG0000283	Prae.g_00207	Prac.g_01726
OG0000284	Prae.g_00208	Prac.g_01725
OG0000285	Prae.g_00209	Prac.g_01724
OG0000286	Prae.g_00211	Prac.g_01722
OG0000287	Prae.g_00212	Prac.g_01721
OG0000288	Prae.g_00213	Prac.g_01720
OG0000289	Prae.g_00214	Prac.g_01719
OG0000290	Prae.g_00215	Prac.g_01718
OG0000291	Prae.g_00216	Prac.g_01717
OG0000292	Prae.g_00217	Prac.g_01716
OG0000293	Prae.g_00218	Prac.g_01715
OG0000294	Prae.g_00219	Prac.g_01714
OG0000295	Prae.g_00220	Prac.g_01713
OG0000296	Prae.g_00221	Prac.g_01712
OG0000297	Prae.g_00222	Prac.g_01711
OG0000298	Prae.g_00223	Prac.g_01710
OG0000299	Prae.g_00224	Prac.g_01709
OG0000300	Prae.g_00225	Prac.g_01708
OG0000301	Prae.g_00226	Prac.g_01707
OG0000302	Prae.g_00227	Prac.g_01706
OG0000303	Prae.g_00228	Prac.g_01705
OG0000304	Prae.g_00229	Prac.g_01704
OG0000305	Prae.g_00230	Prac.g_01703
OG0000306	Prae.g_00231	Prac.g_01702
OG0000307	Prae.g_00232	Prac.g_01701
OG0000308	Prae.g_00233	Prac.g_01700
OG0000309	Prae.g_00234	Prac.g_01699
OG0000310	Prae.g_00235	Prac.g_01698
OG0000311	Prae.g_00236	Prac.g_01697
OG0000312	Prae.g_00238	Prac.g_01695
OG0000313	Prae.g_00239	Prac.g_01694
OG0000314	Prae.g_00242	Prac.g_01691
OG0000315	Prae.g_00243	Prac.g_01690
OG0000316	Prae.g_00245	Prac.g_01688
OG0000317	Prae.g_00247	Prac.g_01686
OG0000318	Prae.g_00248	Prac.g_01685
OG0000319	Prae.g_00249	Prac.g_01684
OG0000320	Prae.g_00250	Prac.g_01683
OG0000321	Prae.g_00253	Prac.g_01680
OG0000322	Prae.g_00256	Prac.g_01678
OG0000323	Prae.g_00257	Prac.g_01677
OG0000324	Prae.g_00260	Prac.g_01674
OG0000325	Prae.g_00262	Prac.g_01672
OG0000326	Prae.g_00263	Prac.g_01671
OG0000327	Prae.g_00265	Prac.g_01669
OG0000328	Prae.g_00266	Prac.g_01668
OG0000329	Prae.g_00267	Prac.g_01667
OG0000330	Prae.g_00268	Prac.g_01666
OG0000331	Prae.g_00269	Prac.g_01665
OG0000332	Prae.g_00270	Prac.g_01664
OG0000333	Prae.g_00271	Prac.g_01663
OG0000334	Prae.g_00272	Prac.g_01662
OG0000335	Prae.g_00273	Prac.g_01661
OG0000336	Prae.g_00274	Prac.g_01660
OG0000337	Prae.g_00276	Prac.g_01656
OG0000338	Prae.g_00277	Prac.g_01655
OG0000339	Prae.g_00278	Prac.g_01654
OG0000340	Prae.g_00279	Prac.g_01653
OG0000341	Prae.g_00283	Prac.g_01649
OG0000342	Prae.g_00284	Prac.g_01648
OG0000343	Prae.g_00286	Prac.g_01646
OG0000344	Prae.g_00287	Prac.g_01645
OG0000345	Prae.g_00288	Prac.g_01644
OG0000346	Prae.g_00289	Prac.g_01643
OG0000347	Prae.g_00290	Prac.g_01642
OG0000348	Prae.g_00291	Prac.g_01641
OG0000349	Prae.g_00292	Prac.g_01640
OG0000350	Prae.g_00293	Prac.g_01639
OG0000351	Prae.g_00296	Prac.g_01636
OG0000352	Prae.g_00299	Prac.g_01633
OG0000353	Prae.g_00300	Prac.g_01632
OG0000354	Prae.g_00301	Prac.g_01631
OG0000355	Prae.g_00302	Prac.g_01630
OG0000356	Prae.g_00303	Prac.g_01629
OG0000357	Prae.g_00304	Prac.g_01628
OG0000358	Prae.g_00305	Prac.g_01627
OG0000359	Prae.g_00306	Prac.g_01626
OG0000360	Prae.g_00309	Prac.g_01623
OG0000361	Prae.g_00310	Prac.g_01622
OG0000362	Prae.g_00311	Prac.g_01621
OG0000363	Prae.g_00312	Prac.g_01620
OG0000364	Prae.g_00313	Prac.g_01619
OG0000365	Prae.g_00314	Prac.g_01618
OG0000366	Prae.g_00315	Prac.g_01617
OG0000367	Prae.g_00316	Prac.g_01616
OG0000368	Prae.g_00317	Prac.g_01615
OG0000369	Prae.g_00318	Prac.g_01614
OG0000370	Prae.g_00319	Prac.g_01613
OG0000371	Prae.g_00320	Prac.g_01612
OG0000372	Prae.g_00322	Prac.g_01610
OG0000373	Prae.g_00324	Prac.g_01608
OG0000374	Prae.g_00325	Prac.g_01607
OG0000375	Prae.g_00326	Prac.g_01606
OG0000376	Prae.g_00328	Prac.g_01604
OG0000377	Prae.g_00329	Prac.g_01603
OG0000378	Prae.g_00330	Prac.g_01602
OG0000379	Prae.g_00335	Prac.g_01200
OG0000380	Prae.g_00336	Prac.g_01199
OG0000381	Prae.g_00337	Prac.g_01198
OG0000382	Prae.g_00338	Prac.g_01196
OG0000383	Prae.g_00341	Prac.g_01193
OG0000384	Prae.g_00342	Prac.g_01192
OG0000385	Prae.g_00344	Prac.g_01189
OG0000386	Prae.g_00345	Prac.g_01188
OG0000387	Prae.g_00346	Prac.g_01187
OG0000388	Prae.g_00347	Prac.g_01186
OG0000389	Prae.g_00348	Prac.g_01185
OG0000390	Prae.g_00349	Prac.g_01184
OG0000391	Prae.g_00350	Prac.g_01183
OG0000392	Prae.g_00351	Prac.g_01182
OG0000393	Prae.g_00354	Prac.g_01179
OG0000394	Prae.g_00355	Prac.g_01178
OG0000395	Prae.g_00357	Prac.g_01176
OG0000396	Prae.g_00358	Prac.g_01175
OG0000397	Prae.g_00371	Prac.g_01162
OG0000398	Prae.g_00379	Prac.g_01154
OG0000399	Prae.g_00380	Prac.g_01153
OG0000400	Prae.g_00385	Prac.g_01148
OG0000401	Prae.g_00405	Prac.g_01116
OG0000402	Prae.g_00406	Prac.g_01115
OG0000403	Prae.g_00407	Prac.g_01114
OG0000404	Prae.g_00409	Prac.g_01112
OG0000405	Prae.g_00410	Prac.g_01111
OG0000406	Prae.g_00412	Prac.g_01109
OG0000407	Prae.g_00413	Prac.g_01108
OG0000408	Prae.g_00414	Prac.g_01107
OG0000409	Prae.g_00415	Prac.g_01106
OG0000410	Prae.g_00416	Prac.g_01105
OG0000411	Prae.g_00417	Prac.g_01104
OG0000412	Prae.g_00418	Prac.g_01103
OG0000413	Prae.g_00419	Prac.g_01102
OG0000414	Prae.g_00420	Prac.g_01101
OG0000415	Prae.g_00421	Prac.g_01100
OG0000416	Prae.g_00422	Prac.g_01099
OG0000417	Prae.g_00423	Prac.g_01098
OG0000418	Prae.g_00424	Prac.g_01097
OG0000419	Prae.g_00425	Prac.g_01096
OG0000420	Prae.g_00426	Prac.g_01095
OG0000421	Prae.g_00427	Prac.g_01094
OG0000422	Prae.g_00429	Prac.g_01092
OG0000423	Prae.g_00430	Prac.g_01091
OG0000424	Prae.g_00432	Prac.g_01089
OG0000425	Prae.g_00435	Prac.g_01084
OG0000426	Prae.g_00436	Prac.g_01083
OG0000427	Prae.g_00437	Prac.g_01082
OG0000428	Prae.g_00438	Prac.g_01081
OG0000429	Prae.g_00439	Prac.g_01080
OG0000430	Prae.g_00445	Prac.g_01073
OG0000431	Prae.g_00447	Prac.g_01071
OG0000432	Prae.g_00448	Prac.g_01070
OG0000433	Prae.g_00451	Prac.g_01067
OG0000434	Prae.g_00452	Prac.g_01066
OG0000435	Prae.g_00453	Prac.g_01065
OG0000436	Prae.g_00455	Prac.g_01063
OG0000437	Prae.g_00457	Prac.g_01061
OG0000438	Prae.g_00458	Prac.g_01060
OG0000439	Prae.g_00459	Prac.g_01059
OG0000440	Prae.g_00461	Prac.g_01057
OG0000441	Prae.g_00462	Prac.g_01056
OG0000442	Prae.g_00463	Prac.g_01055
OG0000443	Prae.g_00464	Prac.g_01054
OG0000444	Prae.g_00465	Prac.g_01053
OG0000445	Prae.g_00466	Prac.g_01052
OG0000446	Prae.g_00467	Prac.g_01051
OG0000447	Prae.g_00468	Prac.g_01050
OG0000448	Prae.g_00469	Prac.g_01049
OG0000449	Prae.g_00474	Prac.g_00871
OG0000450	Prae.g_00475	Prac.g_00870
OG0000451	Prae.g_00476	Prac.g_00869
OG0000452	Prae.g_00477	Prac.g_00868
OG0000453	Prae.g_00479	Prac.g_00866
OG0000454	Prae.g_00480	Prac.g_00865
OG0000455	Prae.g_00481	Prac.g_00864
OG0000456	Prae.g_00482	Prac.g_00863
OG0000457	Prae.g_00484	Prac.g_00861
OG0000458	Prae.g_00486	Prac.g_00859
OG0000459	Prae.g_00487	Prac.g_00858
OG0000460	Prae.g_00489	Prac.g_00857
OG0000461	Prae.g_00490	Prac.g_00856
OG0000462	Prae.g_00491	Prac.g_00855
OG0000463	Prae.g_00492	Prac.g_00854
OG0000464	Prae.g_00497	Prac.g_00849
OG0000465	Prae.g_00499	Prac.g_00847
OG0000466	Prae.g_00500	Prac.g_00846
OG0000467	Prae.g_00501	Prac.g_00845
OG0000468	Prae.g_00502	Prac.g_00844
OG0000469	Prae.g_00503	Prac.g_00843
OG0000470	Prae.g_00504	Prac.g_00842
OG0000471	Prae.g_00505	Prac.g_00841
OG0000472	Prae.g_00509	Prac.g_00838
OG0000473	Prae.g_00510	Prac.g_00837
OG0000474	Prae.g_00511	Prac.g_00836
OG0000475	Prae.g_00512	Prac.g_00835
OG0000476	Prae.g_00513	Prac.g_00834
OG0000477	Prae.g_00515	Prac.g_00832
OG0000478	Prae.g_00516	Prac.g_00831
OG0000479	Prae.g_00517	Prac.g_00830
OG0000480	Prae.g_00519	Prac.g_00828
OG0000481	Prae.g_00520	Prac.g_00827
OG0000482	Prae.g_00521	Prac.g_00826
OG0000483	Prae.g_00522	Prac.g_00825
OG0000484	Prae.g_00523	Prac.g_00824
OG0000485	Prae.g_00524	Prac.g_00823
OG0000486	Prae.g_00525	Prac.g_00822
OG0000487	Prae.g_00526	Prac.g_00821
OG0000488	Prae.g_00528	Prac.g_00819
OG0000489	Prae.g_00529	Prac.g_00818
OG0000490	Prae.g_00530	Prac.g_00817
OG0000491	Prae.g_00531	Prac.g_00816
OG0000492	Prae.g_00532	Prac.g_00815
OG0000493	Prae.g_00533	Prac.g_00814
OG0000494	Prae.g_00535	Prac.g_00812
OG0000495	Prae.g_00536	Prac.g_00811
OG0000496	Prae.g_00537	Prac.g_00810
OG0000497	Prae.g_00538	Prac.g_00809
OG0000498	Prae.g_00539	Prac.g_00808
OG0000499	Prae.g_00541	Prac.g_00806
OG0000500	Prae.g_00542	Prac.g_00805
OG0000501	Prae.g_00544	Prac.g_00803
OG0000502	Prae.g_00545	Prac.g_00802
OG0000503	Prae.g_00546	Prac.g_00801
OG0000504	Prae.g_00547	Prac.g_00800
OG0000505	Prae.g_00548	Prac.g_00799
OG0000506	Prae.g_00549	Prac.g_00798
OG0000507	Prae.g_00550	Prac.g_00797
OG0000508	Prae.g_00552	Prac.g_00795
OG0000509	Prae.g_00553	Prac.g_00794
OG0000510	Prae.g_00554	Prac.g_00793
OG0000511	Prae.g_00555	Prac.g_00792
OG0000512	Prae.g_00556	Prac.g_00791
OG0000513	Prae.g_00557	Prac.g_00790
OG0000514	Prae.g_00558	Prac.g_00789
OG0000515	Prae.g_00560	Prac.g_00787
OG0000516	Prae.g_00561	Prac.g_00786
OG0000517	Prae.g_00562	Prac.g_00785
OG0000518	Prae.g_00565	Prac.g_00782
OG0000519	Prae.g_00566	Prac.g_00780
OG0000520	Prae.g_00567	Prac.g_00779
OG0000521	Prae.g_00568	Prac.g_00778
OG0000522	Prae.g_00569	Prac.g_00777
OG0000523	Prae.g_00570	Prac.g_00776
OG0000524	Prae.g_00571	Prac.g_00775
OG0000525	Prae.g_00573	Prac.g_00772
OG0000526	Prae.g_00574	Prac.g_00771
OG0000527	Prae.g_00575	Prac.g_00770
OG0000528	Prae.g_00576	Prac.g_00769
OG0000529	Prae.g_00577	Prac.g_00768
OG0000530	Prae.g_00578	Prac.g_00767
OG0000531	Prae.g_00579	Prac.g_00766
OG0000532	Prae.g_00580	Prac.g_00765
OG0000533	Prae.g_00581	Prac.g_00764
OG0000534	Prae.g_00582	Prac.g_00763
OG0000535	Prae.g_00583	Prac.g_00762
OG0000536	Prae.g_00584	Prac.g_00761
OG0000537	Prae.g_00585	Prac.g_00760
OG0000538	Prae.g_00586	Prac.g_00759
OG0000539	Prae.g_00587	Prac.g_00758
OG0000540	Prae.g_00588	Prac.g_00757
OG0000541	Prae.g_00589	Prac.g_00756
OG0000542	Prae.g_00590	Prac.g_00755
OG0000543	Prae.g_00591	Prac.g_00754
OG0000544	Prae.g_00592	Prac.g_00753
OG0000545	Prae.g_00595	Prac.g_00750
OG0000546	Prae.g_00596	Prac.g_00749
OG0000547	Prae.g_00598	Prac.g_00747
OG0000548	Prae.g_00599	Prac.g_00746
OG0000549	Prae.g_00600	Prac.g_00745
OG0000550	Prae.g_00601	Prac.g_00744
OG0000551	Prae.g_00602	Prac.g_00743
OG0000552	Prae.g_00603	Prac.g_00742
OG0000553	Prae.g_00604	Prac.g_00741
OG0000554	Prae.g_00605	Prac.g_00740
OG0000555	Prae.g_00606	Prac.g_00739
OG0000556	Prae.g_00607	Prac.g_00738
OG0000557	Prae.g_00608	Prac.g_00737
OG0000558	Prae.g_00609	Prac.g_00736
OG0000559	Prae.g_00610	Prac.g_00735
OG0000560	Prae.g_00612	Prac.g_00733
OG0000561	Prae.g_00613	Prac.g_00732
OG0000562	Prae.g_00614	Prac.g_00731
OG0000563	Prae.g_00615	Prac.g_00730
OG0000564	Prae.g_00616	Prac.g_00729
OG0000565	Prae.g_00617	Prac.g_00728
OG0000566	Prae.g_00618	Prac.g_00727
OG0000567	Prae.g_00619	Prac.g_00726
OG0000568	Prae.g_00620	Prac.g_00725
OG0000569	Prae.g_00621	Prac.g_00724
OG0000570	Prae.g_00622	Prac.g_00723
OG0000571	Prae.g_00623	Prac.g_00722
OG0000572	Prae.g_00624	Prac.g_00721
OG0000573	Prae.g_00627	Prac.g_00718
OG0000574	Prae.g_00628	Prac.g_00717
OG0000575	Prae.g_00629	Prac.g_00716
OG0000576	Prae.g_00630	Prac.g_00715
OG0000577	Prae.g_00631	Prac.g_00714
