Orthogroup	Prae	Prbd
OG0000138	Prae.g_01867	Prbd.g_01281
OG0000139	Prae.g_01894	Prbd.g_01255
OG0000140	Prae.g_00001	Prbd.g_01236
OG0000141	Prae.g_00002	Prbd.g_01235
OG0000142	Prae.g_00004	Prbd.g_01233
OG0000143	Prae.g_00005	Prbd.g_01232
OG0000144	Prae.g_00007	Prbd.g_01230
OG0000145	Prae.g_00008	Prbd.g_01229
OG0000146	Prae.g_00009	Prbd.g_01228
OG0000147	Prae.g_00010	Prbd.g_01227
OG0000148	Prae.g_00012	Prbd.g_01225
OG0000149	Prae.g_00014	Prbd.g_01223
OG0000150	Prae.g_00015	Prbd.g_01222
OG0000151	Prae.g_00016	Prbd.g_01221
OG0000152	Prae.g_00017	Prbd.g_01220
OG0000153	Prae.g_00018	Prbd.g_01219
OG0000154	Prae.g_00019	Prbd.g_01218
OG0000155	Prae.g_00020	Prbd.g_01217
OG0000156	Prae.g_00021	Prbd.g_01216
OG0000157	Prae.g_00022	Prbd.g_01215
OG0000158	Prae.g_00024	Prbd.g_01213
OG0000159	Prae.g_00025	Prbd.g_01212
OG0000160	Prae.g_00026	Prbd.g_01211
OG0000161	Prae.g_00027	Prbd.g_01210
OG0000162	Prae.g_00028	Prbd.g_01209
OG0000163	Prae.g_00029	Prbd.g_01208
OG0000164	Prae.g_00032	Prbd.g_01205
OG0000165	Prae.g_00035	Prbd.g_01202
OG0000166	Prae.g_00036	Prbd.g_01201
OG0000167	Prae.g_00037	Prbd.g_01200
OG0000168	Prae.g_00042	Prbd.g_01198
OG0000169	Prae.g_00044	Prbd.g_01196
OG0000170	Prae.g_00045	Prbd.g_01195
OG0000171	Prae.g_00046	Prbd.g_01194
OG0000172	Prae.g_00047	Prbd.g_01192
OG0000173	Prae.g_00048	Prbd.g_01191
OG0000174	Prae.g_00049	Prbd.g_01190
OG0000175	Prae.g_00050	Prbd.g_01189
OG0000176	Prae.g_00052	Prbd.g_01187
OG0000177	Prae.g_00053	Prbd.g_01186
OG0000178	Prae.g_00054	Prbd.g_01185
OG0000179	Prae.g_00064	Prbd.g_01180
OG0000180	Prae.g_00065	Prbd.g_01179
OG0000181	Prae.g_00066	Prbd.g_01178
OG0000182	Prae.g_00069	Prbd.g_01175
OG0000183	Prae.g_00070	Prbd.g_01174
OG0000184	Prae.g_00073	Prbd.g_01171
OG0000185	Prae.g_00077	Prbd.g_01167
OG0000186	Prae.g_00078	Prbd.g_01166
OG0000187	Prae.g_00079	Prbd.g_01165
OG0000188	Prae.g_00080	Prbd.g_01164
OG0000189	Prae.g_00081	Prbd.g_01163
OG0000190	Prae.g_00082	Prbd.g_01162
OG0000191	Prae.g_00083	Prbd.g_01161
OG0000192	Prae.g_00084	Prbd.g_01160
OG0000193	Prae.g_00085	Prbd.g_01159
OG0000194	Prae.g_00086	Prbd.g_01158
OG0000195	Prae.g_00088	Prbd.g_01156
OG0000196	Prae.g_00089	Prbd.g_01155
OG0000197	Prae.g_00090	Prbd.g_01154
OG0000198	Prae.g_00091	Prbd.g_01153
OG0000199	Prae.g_00094	Prbd.g_01150
OG0000200	Prae.g_00095	Prbd.g_01149
OG0000201	Prae.g_00096	Prbd.g_01148
OG0000202	Prae.g_00097	Prbd.g_01147
OG0000203	Prae.g_00098	Prbd.g_01146
OG0000204	Prae.g_00099	Prbd.g_01145
OG0000205	Prae.g_00100	Prbd.g_01144
OG0000206	Prae.g_00101	Prbd.g_01143
OG0000207	Prae.g_00102	Prbd.g_01142
OG0000208	Prae.g_00103	Prbd.g_01141
OG0000209	Prae.g_00104	Prbd.g_01140
OG0000210	Prae.g_00105	Prbd.g_01138
OG0000211	Prae.g_00106	Prbd.g_01137
OG0000212	Prae.g_00107	Prbd.g_01136
OG0000213	Prae.g_00108	Prbd.g_01135
OG0000214	Prae.g_00110	Prbd.g_01133
OG0000215	Prae.g_00111	Prbd.g_01132
OG0000216	Prae.g_00113	Prbd.g_01130
OG0000217	Prae.g_00115	Prbd.g_01128
OG0000218	Prae.g_00116	Prbd.g_01127
OG0000219	Prae.g_00117	Prbd.g_01126
OG0000220	Prae.g_00120	Prbd.g_01123
OG0000221	Prae.g_00122	Prbd.g_01121
OG0000222	Prae.g_00123	Prbd.g_01120
OG0000223	Prae.g_00124	Prbd.g_01119
OG0000224	Prae.g_00127	Prbd.g_01116
OG0000225	Prae.g_00129	Prbd.g_01114
OG0000226	Prae.g_00130	Prbd.g_01113
OG0000227	Prae.g_00131	Prbd.g_01112
OG0000228	Prae.g_00132	Prbd.g_01111
OG0000229	Prae.g_00133	Prbd.g_01110
OG0000230	Prae.g_00134	Prbd.g_01109
OG0000231	Prae.g_00136	Prbd.g_01107
OG0000232	Prae.g_00137	Prbd.g_01106
OG0000233	Prae.g_00140	Prbd.g_01102
OG0000234	Prae.g_00142	Prbd.g_01100
OG0000235	Prae.g_00148	Prbd.g_01095
OG0000236	Prae.g_00149	Prbd.g_01094
OG0000237	Prae.g_00150	Prbd.g_01093
OG0000238	Prae.g_00151	Prbd.g_01092
OG0000239	Prae.g_00152	Prbd.g_01091
OG0000240	Prae.g_00154	Prbd.g_01089
OG0000241	Prae.g_00155	Prbd.g_01088
OG0000242	Prae.g_00156	Prbd.g_01087
OG0000243	Prae.g_00157	Prbd.g_01086
OG0000244	Prae.g_00158	Prbd.g_01085
OG0000245	Prae.g_00159	Prbd.g_01084
OG0000246	Prae.g_00161	Prbd.g_01082
OG0000247	Prae.g_00162	Prbd.g_01081
OG0000248	Prae.g_00163	Prbd.g_01080
OG0000249	Prae.g_00164	Prbd.g_01079
OG0000250	Prae.g_00165	Prbd.g_01078
OG0000251	Prae.g_00166	Prbd.g_01077
OG0000252	Prae.g_00167	Prbd.g_01076
OG0000253	Prae.g_00168	Prbd.g_01075
OG0000254	Prae.g_00170	Prbd.g_01073
OG0000255	Prae.g_00171	Prbd.g_01072
OG0000256	Prae.g_00174	Prbd.g_01069
OG0000257	Prae.g_00176	Prbd.g_01067
OG0000258	Prae.g_00177	Prbd.g_01066
OG0000259	Prae.g_00178	Prbd.g_01065
OG0000260	Prae.g_00179	Prbd.g_01064
OG0000261	Prae.g_00180	Prbd.g_01063
OG0000262	Prae.g_00181	Prbd.g_01062
OG0000263	Prae.g_00182	Prbd.g_01061
OG0000264	Prae.g_00184	Prbd.g_01059
OG0000265	Prae.g_00185	Prbd.g_01058
OG0000266	Prae.g_00186	Prbd.g_01057
OG0000267	Prae.g_00188	Prbd.g_01055
OG0000268	Prae.g_00189	Prbd.g_01054
OG0000269	Prae.g_00190	Prbd.g_01053
OG0000270	Prae.g_00191	Prbd.g_01052
OG0000271	Prae.g_00192	Prbd.g_01051
OG0000272	Prae.g_00193	Prbd.g_01050
OG0000273	Prae.g_00194	Prbd.g_01049
OG0000274	Prae.g_00195	Prbd.g_01048
OG0000275	Prae.g_00196	Prbd.g_01047
OG0000276	Prae.g_00197	Prbd.g_01046
OG0000277	Prae.g_00198	Prbd.g_01045
OG0000278	Prae.g_00199	Prbd.g_01044
OG0000279	Prae.g_00200	Prbd.g_01043
OG0000280	Prae.g_00201	Prbd.g_01042
OG0000281	Prae.g_00203	Prbd.g_01040
OG0000282	Prae.g_00204	Prbd.g_01039
OG0000283	Prae.g_00207	Prbd.g_01036
OG0000284	Prae.g_00208	Prbd.g_01035
OG0000285	Prae.g_00209	Prbd.g_01034
OG0000286	Prae.g_00211	Prbd.g_01032
OG0000287	Prae.g_00212	Prbd.g_01031
OG0000288	Prae.g_00213	Prbd.g_01030
OG0000289	Prae.g_00214	Prbd.g_01029
OG0000290	Prae.g_00215	Prbd.g_01028
OG0000291	Prae.g_00216	Prbd.g_01027
OG0000292	Prae.g_00217	Prbd.g_01026
OG0000293	Prae.g_00218	Prbd.g_01025
OG0000294	Prae.g_00219	Prbd.g_01024
OG0000295	Prae.g_00220	Prbd.g_01023
OG0000296	Prae.g_00221	Prbd.g_01022
OG0000297	Prae.g_00222	Prbd.g_01021
OG0000298	Prae.g_00223	Prbd.g_01020
OG0000299	Prae.g_00224	Prbd.g_01019
OG0000300	Prae.g_00225	Prbd.g_01018
OG0000301	Prae.g_00226	Prbd.g_01017
OG0000302	Prae.g_00227	Prbd.g_01016
OG0000303	Prae.g_00228	Prbd.g_01015
OG0000304	Prae.g_00229	Prbd.g_01013
OG0000305	Prae.g_00230	Prbd.g_01012
OG0000306	Prae.g_00231	Prbd.g_01011
OG0000307	Prae.g_00232	Prbd.g_01010
OG0000308	Prae.g_00233	Prbd.g_01009
OG0000309	Prae.g_00234	Prbd.g_01008
OG0000310	Prae.g_00235	Prbd.g_01007
OG0000311	Prae.g_00236	Prbd.g_01006
OG0000312	Prae.g_00238	Prbd.g_01004
OG0000313	Prae.g_00239	Prbd.g_01003
OG0000314	Prae.g_00242	Prbd.g_01000
OG0000315	Prae.g_00243	Prbd.g_00999
OG0000316	Prae.g_00245	Prbd.g_00997
OG0000317	Prae.g_00247	Prbd.g_00995
OG0000318	Prae.g_00248	Prbd.g_00994
OG0000319	Prae.g_00249	Prbd.g_00993
OG0000320	Prae.g_00250	Prbd.g_00992
OG0000321	Prae.g_00253	Prbd.g_00989
OG0000322	Prae.g_00256	Prbd.g_00986
OG0000323	Prae.g_00257	Prbd.g_00985
OG0000324	Prae.g_00260	Prbd.g_00982
OG0000325	Prae.g_00262	Prbd.g_00980
OG0000326	Prae.g_00263	Prbd.g_00979
OG0000327	Prae.g_00265	Prbd.g_00977
OG0000328	Prae.g_00266	Prbd.g_00976
OG0000329	Prae.g_00267	Prbd.g_00975
OG0000330	Prae.g_00268	Prbd.g_00974
OG0000331	Prae.g_00269	Prbd.g_00973
OG0000332	Prae.g_00270	Prbd.g_00972
OG0000333	Prae.g_00271	Prbd.g_00971
OG0000334	Prae.g_00272	Prbd.g_00970
OG0000335	Prae.g_00273	Prbd.g_00969
OG0000336	Prae.g_00274	Prbd.g_00968
OG0000337	Prae.g_00276	Prbd.g_00964
OG0000338	Prae.g_00277	Prbd.g_00963
OG0000339	Prae.g_00278	Prbd.g_00962
OG0000340	Prae.g_00279	Prbd.g_00961
OG0000341	Prae.g_00283	Prbd.g_00957
OG0000342	Prae.g_00284	Prbd.g_00956
OG0000343	Prae.g_00286	Prbd.g_00954
OG0000344	Prae.g_00287	Prbd.g_00953
OG0000345	Prae.g_00288	Prbd.g_00952
OG0000346	Prae.g_00289	Prbd.g_00951
OG0000347	Prae.g_00290	Prbd.g_00950
OG0000348	Prae.g_00291	Prbd.g_00949
OG0000349	Prae.g_00292	Prbd.g_00948
OG0000350	Prae.g_00293	Prbd.g_00947
OG0000351	Prae.g_00296	Prbd.g_00944
OG0000352	Prae.g_00299	Prbd.g_00941
OG0000353	Prae.g_00300	Prbd.g_00940
OG0000354	Prae.g_00301	Prbd.g_00939
OG0000355	Prae.g_00302	Prbd.g_00938
OG0000356	Prae.g_00303	Prbd.g_00937
OG0000357	Prae.g_00304	Prbd.g_00936
OG0000358	Prae.g_00305	Prbd.g_00935
OG0000359	Prae.g_00306	Prbd.g_00934
OG0000360	Prae.g_00309	Prbd.g_00931
OG0000361	Prae.g_00310	Prbd.g_00930
OG0000362	Prae.g_00311	Prbd.g_00929
OG0000363	Prae.g_00312	Prbd.g_00928
OG0000364	Prae.g_00313	Prbd.g_00927
OG0000365	Prae.g_00314	Prbd.g_00926
OG0000366	Prae.g_00315	Prbd.g_00925
OG0000367	Prae.g_00316	Prbd.g_00924
OG0000368	Prae.g_00317	Prbd.g_00923
OG0000369	Prae.g_00318	Prbd.g_00922
OG0000370	Prae.g_00319	Prbd.g_00921
OG0000371	Prae.g_00320	Prbd.g_00920
OG0000372	Prae.g_00322	Prbd.g_00918
OG0000373	Prae.g_00324	Prbd.g_00916
OG0000374	Prae.g_00325	Prbd.g_00915
OG0000375	Prae.g_00326	Prbd.g_00914
OG0000376	Prae.g_00328	Prbd.g_00912
OG0000377	Prae.g_00329	Prbd.g_00911
OG0000378	Prae.g_00330	Prbd.g_00910
OG0000379	Prae.g_00335	Prbd.g_00905
OG0000380	Prae.g_00336	Prbd.g_00904
OG0000381	Prae.g_00337	Prbd.g_00903
OG0000382	Prae.g_00338	Prbd.g_00901
OG0000383	Prae.g_00341	Prbd.g_00898
OG0000384	Prae.g_00342	Prbd.g_00897
OG0000385	Prae.g_00344	Prbd.g_00894
OG0000386	Prae.g_00345	Prbd.g_00893
OG0000387	Prae.g_00346	Prbd.g_00892
OG0000388	Prae.g_00347	Prbd.g_00891
OG0000389	Prae.g_00348	Prbd.g_00890
OG0000390	Prae.g_00349	Prbd.g_00889
OG0000391	Prae.g_00350	Prbd.g_00888
OG0000392	Prae.g_00351	Prbd.g_00887
OG0000393	Prae.g_00354	Prbd.g_00884
OG0000394	Prae.g_00355	Prbd.g_00883
OG0000395	Prae.g_00357	Prbd.g_00881
OG0000396	Prae.g_00358	Prbd.g_00880
OG0000397	Prae.g_00371	Prbd.g_00867
OG0000398	Prae.g_00379	Prbd.g_00859
OG0000399	Prae.g_00380	Prbd.g_00858
OG0000400	Prae.g_00385	Prbd.g_00852
OG0000401	Prae.g_00405	Prbd.g_00811
OG0000402	Prae.g_00406	Prbd.g_00810
OG0000403	Prae.g_00407	Prbd.g_00809
OG0000404	Prae.g_00409	Prbd.g_00807
OG0000405	Prae.g_00410	Prbd.g_00806
OG0000406	Prae.g_00412	Prbd.g_00804
OG0000407	Prae.g_00413	Prbd.g_00803
OG0000408	Prae.g_00414	Prbd.g_00802
OG0000409	Prae.g_00415	Prbd.g_00801
OG0000410	Prae.g_00416	Prbd.g_00800
OG0000411	Prae.g_00417	Prbd.g_00799
OG0000412	Prae.g_00418	Prbd.g_00798
OG0000413	Prae.g_00419	Prbd.g_00797
OG0000414	Prae.g_00420	Prbd.g_00796
OG0000415	Prae.g_00421	Prbd.g_00795
OG0000416	Prae.g_00422	Prbd.g_00794
OG0000417	Prae.g_00423	Prbd.g_00793
OG0000418	Prae.g_00424	Prbd.g_00792
OG0000419	Prae.g_00425	Prbd.g_00791
OG0000420	Prae.g_00426	Prbd.g_00790
OG0000421	Prae.g_00427	Prbd.g_00789
OG0000422	Prae.g_00429	Prbd.g_00787
OG0000423	Prae.g_00430	Prbd.g_00786
OG0000424	Prae.g_00432	Prbd.g_00784
OG0000425	Prae.g_00435	Prbd.g_00781
OG0000426	Prae.g_00436	Prbd.g_00780
OG0000427	Prae.g_00437	Prbd.g_00779
OG0000428	Prae.g_00438	Prbd.g_00778
OG0000429	Prae.g_00439	Prbd.g_00777
OG0000430	Prae.g_00445	Prbd.g_00771
OG0000431	Prae.g_00447	Prbd.g_00769
OG0000432	Prae.g_00448	Prbd.g_00768
OG0000433	Prae.g_00451	Prbd.g_00765
OG0000434	Prae.g_00452	Prbd.g_00764
OG0000435	Prae.g_00453	Prbd.g_00763
OG0000436	Prae.g_00455	Prbd.g_00761
OG0000437	Prae.g_00457	Prbd.g_00759
OG0000438	Prae.g_00458	Prbd.g_00758
OG0000439	Prae.g_00459	Prbd.g_00757
OG0000440	Prae.g_00461	Prbd.g_00755
OG0000441	Prae.g_00462	Prbd.g_00754
OG0000442	Prae.g_00463	Prbd.g_00753
OG0000443	Prae.g_00464	Prbd.g_00752
OG0000444	Prae.g_00465	Prbd.g_00751
OG0000445	Prae.g_00466	Prbd.g_00750
OG0000446	Prae.g_00467	Prbd.g_00749
OG0000447	Prae.g_00468	Prbd.g_00748
OG0000448	Prae.g_00469	Prbd.g_00747
OG0000449	Prae.g_00474	Prbd.g_00742
OG0000450	Prae.g_00475	Prbd.g_00741
OG0000451	Prae.g_00476	Prbd.g_00740
OG0000452	Prae.g_00477	Prbd.g_00739
OG0000453	Prae.g_00479	Prbd.g_00737
OG0000454	Prae.g_00480	Prbd.g_00736
OG0000455	Prae.g_00481	Prbd.g_00735
OG0000456	Prae.g_00482	Prbd.g_00734
OG0000457	Prae.g_00484	Prbd.g_00732
OG0000458	Prae.g_00486	Prbd.g_00730
OG0000459	Prae.g_00487	Prbd.g_00729
OG0000460	Prae.g_00489	Prbd.g_00727
OG0000461	Prae.g_00490	Prbd.g_00726
OG0000462	Prae.g_00491	Prbd.g_00725
OG0000463	Prae.g_00492	Prbd.g_00724
OG0000464	Prae.g_00497	Prbd.g_00719
OG0000465	Prae.g_00499	Prbd.g_00717
OG0000466	Prae.g_00500	Prbd.g_00716
OG0000467	Prae.g_00501	Prbd.g_00715
OG0000468	Prae.g_00502	Prbd.g_00714
OG0000469	Prae.g_00503	Prbd.g_00713
OG0000470	Prae.g_00504	Prbd.g_00712
OG0000471	Prae.g_00505	Prbd.g_00711
OG0000472	Prae.g_00509	Prbd.g_00708
OG0000473	Prae.g_00510	Prbd.g_00707
OG0000474	Prae.g_00511	Prbd.g_00706
OG0000475	Prae.g_00512	Prbd.g_00705
OG0000476	Prae.g_00513	Prbd.g_00704
OG0000477	Prae.g_00515	Prbd.g_00702
OG0000478	Prae.g_00516	Prbd.g_00701
OG0000479	Prae.g_00517	Prbd.g_00700
OG0000480	Prae.g_00519	Prbd.g_00698
OG0000481	Prae.g_00520	Prbd.g_00697
OG0000482	Prae.g_00521	Prbd.g_00696
OG0000483	Prae.g_00522	Prbd.g_00695
OG0000484	Prae.g_00523	Prbd.g_00694
OG0000485	Prae.g_00524	Prbd.g_00693
OG0000486	Prae.g_00525	Prbd.g_00692
OG0000487	Prae.g_00526	Prbd.g_00691
OG0000488	Prae.g_00528	Prbd.g_00689
OG0000489	Prae.g_00529	Prbd.g_00688
OG0000490	Prae.g_00530	Prbd.g_00687
OG0000491	Prae.g_00531	Prbd.g_00686
OG0000492	Prae.g_00532	Prbd.g_00685
OG0000493	Prae.g_00533	Prbd.g_00684
OG0000494	Prae.g_00535	Prbd.g_00682
OG0000495	Prae.g_00536	Prbd.g_00681
OG0000496	Prae.g_00537	Prbd.g_00680
OG0000497	Prae.g_00538	Prbd.g_00679
OG0000498	Prae.g_00539	Prbd.g_00678
OG0000499	Prae.g_00541	Prbd.g_00676
OG0000500	Prae.g_00542	Prbd.g_00675
OG0000501	Prae.g_00544	Prbd.g_00673
OG0000502	Prae.g_00545	Prbd.g_00672
OG0000503	Prae.g_00546	Prbd.g_00671
OG0000504	Prae.g_00547	Prbd.g_00670
OG0000505	Prae.g_00548	Prbd.g_00669
OG0000506	Prae.g_00549	Prbd.g_00668
OG0000507	Prae.g_00550	Prbd.g_00667
OG0000508	Prae.g_00552	Prbd.g_00665
OG0000509	Prae.g_00553	Prbd.g_00664
OG0000510	Prae.g_00554	Prbd.g_00663
OG0000511	Prae.g_00555	Prbd.g_00662
OG0000512	Prae.g_00556	Prbd.g_00661
OG0000513	Prae.g_00557	Prbd.g_00660
OG0000514	Prae.g_00558	Prbd.g_00659
OG0000515	Prae.g_00560	Prbd.g_00657
OG0000516	Prae.g_00561	Prbd.g_00656
OG0000517	Prae.g_00562	Prbd.g_00655
OG0000518	Prae.g_00565	Prbd.g_00653
OG0000519	Prae.g_00566	Prbd.g_00652
OG0000520	Prae.g_00567	Prbd.g_00651
OG0000521	Prae.g_00568	Prbd.g_00650
OG0000522	Prae.g_00569	Prbd.g_00649
OG0000523	Prae.g_00570	Prbd.g_00648
OG0000524	Prae.g_00571	Prbd.g_00647
OG0000525	Prae.g_00573	Prbd.g_00645
OG0000526	Prae.g_00574	Prbd.g_00644
OG0000527	Prae.g_00575	Prbd.g_00643
OG0000528	Prae.g_00576	Prbd.g_00642
OG0000529	Prae.g_00577	Prbd.g_00641
OG0000530	Prae.g_00578	Prbd.g_00640
OG0000531	Prae.g_00579	Prbd.g_00639
OG0000532	Prae.g_00580	Prbd.g_00638
OG0000533	Prae.g_00581	Prbd.g_00637
OG0000534	Prae.g_00582	Prbd.g_00636
OG0000535	Prae.g_00583	Prbd.g_00635
OG0000536	Prae.g_00584	Prbd.g_00634
OG0000537	Prae.g_00585	Prbd.g_00633
OG0000538	Prae.g_00586	Prbd.g_00632
OG0000539	Prae.g_00587	Prbd.g_00631
OG0000540	Prae.g_00588	Prbd.g_00630
OG0000541	Prae.g_00589	Prbd.g_00629
OG0000542	Prae.g_00590	Prbd.g_00628
OG0000543	Prae.g_00591	Prbd.g_00627
OG0000544	Prae.g_00592	Prbd.g_00626
OG0000545	Prae.g_00595	Prbd.g_00623
OG0000546	Prae.g_00596	Prbd.g_00622
OG0000547	Prae.g_00598	Prbd.g_00620
OG0000548	Prae.g_00599	Prbd.g_00619
