Orthogroup	Prae	Prbl
OG0000110	Prae.g_00543	Prbl.g_01905
OG0000111	Prae.g_00625	Prbl.g_01043
OG0000112	Prae.g_00626	Prbl.g_01042
OG0000113	Prae.g_00733	Prbl.g_02432
OG0000114	Prae.g_00804	Prbl.g_02337
OG0000115	Prae.g_00964	Prbl.g_02478
OG0000116	Prae.g_00968	Prbl.g_02486
OG0000117	Prae.g_01037	Prbl.g_00930
OG0000118	Prae.g_01090	Prbl.g_02128
OG0000119	Prae.g_01133	Prbl.g_02202
OG0000120	Prae.g_01169	Prbl.g_02091
OG0000121	Prae.g_01188	Prbl.g_01119
OG0000122	Prae.g_01207	Prbl.g_02583
OG0000123	Prae.g_01220	Prbl.g_01102
OG0000124	Prae.g_01434	Prbl.g_00937
OG0000125	Prae.g_01341	Prbl.g_01736
OG0000126	Prae.g_01368	Prbl.g_00502
OG0000127	Prae.g_01446	Prbl.g_00258
OG0000128	Prae.g_01460	Prbl.g_00241
OG0000129	Prae.g_01496	Prbl.g_00709
OG0000130	Prae.g_01621	Prbl.g_00399
OG0000131	Prae.g_01659	Prbl.g_00350
OG0000132	Prae.g_01662	Prbl.g_00347
OG0000133	Prae.g_01717	Prbl.g_00957
OG0000134	Prae.g_01753	Prbl.g_00994
OG0000135	Prae.g_01755	Prbl.g_00996
OG0000136	Prae.g_01800	Prbl.g_00841
OG0000137	Prae.g_01832	Prbl.g_02053
OG0000138	Prae.g_01867	Prbl.g_02231
OG0000139	Prae.g_01894	Prbl.g_02147
OG0000140	Prae.g_00001	Prbl.g_02120
OG0000141	Prae.g_00002	Prbl.g_02119
OG0000142	Prae.g_00004	Prbl.g_02117
OG0000143	Prae.g_00005	Prbl.g_02116
OG0000144	Prae.g_00007	Prbl.g_02114
OG0000145	Prae.g_00008	Prbl.g_02112
OG0000146	Prae.g_00009	Prbl.g_02111
OG0000147	Prae.g_00010	Prbl.g_02110
OG0000148	Prae.g_00012	Prbl.g_02108
OG0000149	Prae.g_00014	Prbl.g_01955
OG0000150	Prae.g_00015	Prbl.g_01956
OG0000151	Prae.g_00016	Prbl.g_01961
OG0000152	Prae.g_00017	Prbl.g_01962
OG0000153	Prae.g_00018	Prbl.g_01963
OG0000154	Prae.g_00019	Prbl.g_01964
OG0000155	Prae.g_00020	Prbl.g_01965
OG0000156	Prae.g_00021	Prbl.g_01966
OG0000157	Prae.g_00022	Prbl.g_01967
OG0000158	Prae.g_00024	Prbl.g_01969
OG0000159	Prae.g_00025	Prbl.g_01970
OG0000160	Prae.g_00026	Prbl.g_01971
OG0000161	Prae.g_00027	Prbl.g_01972
OG0000162	Prae.g_00028	Prbl.g_01973
OG0000163	Prae.g_00029	Prbl.g_01975
OG0000164	Prae.g_00032	Prbl.g_01980
OG0000165	Prae.g_00035	Prbl.g_01985
OG0000166	Prae.g_00036	Prbl.g_01986
OG0000167	Prae.g_00037	Prbl.g_01987
OG0000168	Prae.g_00042	Prbl.g_01988
OG0000169	Prae.g_00044	Prbl.g_01990
OG0000170	Prae.g_00045	Prbl.g_02241
OG0000171	Prae.g_00046	Prbl.g_02243
OG0000172	Prae.g_00047	Prbl.g_02244
OG0000173	Prae.g_00048	Prbl.g_02251
OG0000174	Prae.g_00049	Prbl.g_02258
OG0000175	Prae.g_00050	Prbl.g_02266
OG0000176	Prae.g_00052	Prbl.g_02274
OG0000177	Prae.g_00053	Prbl.g_02275
OG0000178	Prae.g_00054	Prbl.g_02276
OG0000179	Prae.g_00064	Prbl.g_00614
OG0000180	Prae.g_00065	Prbl.g_00613
OG0000181	Prae.g_00066	Prbl.g_00612
OG0000182	Prae.g_00069	Prbl.g_00608
OG0000183	Prae.g_00070	Prbl.g_00607
OG0000184	Prae.g_00073	Prbl.g_00603
OG0000185	Prae.g_00077	Prbl.g_00597
OG0000186	Prae.g_00078	Prbl.g_00596
OG0000187	Prae.g_00079	Prbl.g_01075
OG0000188	Prae.g_00080	Prbl.g_00595
OG0000189	Prae.g_00081	Prbl.g_00592
OG0000190	Prae.g_00082	Prbl.g_00591
OG0000191	Prae.g_00083	Prbl.g_00590
OG0000192	Prae.g_00084	Prbl.g_00589
OG0000193	Prae.g_00085	Prbl.g_00588
OG0000194	Prae.g_00086	Prbl.g_00587
OG0000195	Prae.g_00088	Prbl.g_00583
OG0000196	Prae.g_00089	Prbl.g_00582
OG0000197	Prae.g_00090	Prbl.g_00576
OG0000198	Prae.g_00091	Prbl.g_00572
OG0000199	Prae.g_00094	Prbl.g_00567
OG0000200	Prae.g_00095	Prbl.g_00566
OG0000201	Prae.g_00096	Prbl.g_00565
OG0000202	Prae.g_00097	Prbl.g_00563
OG0000203	Prae.g_00098	Prbl.g_00562
OG0000204	Prae.g_00099	Prbl.g_00561
OG0000205	Prae.g_00100	Prbl.g_00559
OG0000206	Prae.g_00101	Prbl.g_00558
OG0000207	Prae.g_00102	Prbl.g_00557
OG0000208	Prae.g_00103	Prbl.g_00556
OG0000209	Prae.g_00104	Prbl.g_00555
OG0000210	Prae.g_00105	Prbl.g_00553
OG0000211	Prae.g_00106	Prbl.g_00552
OG0000212	Prae.g_00107	Prbl.g_00551
OG0000213	Prae.g_00108	Prbl.g_00548
OG0000214	Prae.g_00110	Prbl.g_00542
OG0000215	Prae.g_00111	Prbl.g_01332
OG0000216	Prae.g_00113	Prbl.g_01330
OG0000217	Prae.g_00115	Prbl.g_01328
OG0000218	Prae.g_00116	Prbl.g_01326
OG0000219	Prae.g_00117	Prbl.g_01325
OG0000220	Prae.g_00120	Prbl.g_01320
OG0000221	Prae.g_00122	Prbl.g_01315
OG0000222	Prae.g_00123	Prbl.g_01314
OG0000223	Prae.g_00124	Prbl.g_01313
OG0000224	Prae.g_00127	Prbl.g_00827
OG0000225	Prae.g_00129	Prbl.g_00825
OG0000226	Prae.g_00130	Prbl.g_00822
OG0000227	Prae.g_00131	Prbl.g_00820
OG0000228	Prae.g_00132	Prbl.g_00819
OG0000229	Prae.g_00133	Prbl.g_00818
OG0000230	Prae.g_00134	Prbl.g_00817
OG0000231	Prae.g_00136	Prbl.g_00815
OG0000232	Prae.g_00137	Prbl.g_00814
OG0000233	Prae.g_00140	Prbl.g_00809
OG0000234	Prae.g_00142	Prbl.g_00305
OG0000235	Prae.g_00148	Prbl.g_00303
OG0000236	Prae.g_00149	Prbl.g_00302
OG0000237	Prae.g_00150	Prbl.g_00301
OG0000238	Prae.g_00151	Prbl.g_00300
OG0000239	Prae.g_00152	Prbl.g_00299
OG0000240	Prae.g_00154	Prbl.g_00297
OG0000241	Prae.g_00155	Prbl.g_00296
OG0000242	Prae.g_00156	Prbl.g_00295
OG0000243	Prae.g_00157	Prbl.g_00294
OG0000244	Prae.g_00158	Prbl.g_00293
OG0000245	Prae.g_00159	Prbl.g_00291
OG0000246	Prae.g_00161	Prbl.g_00289
OG0000247	Prae.g_00162	Prbl.g_00288
OG0000248	Prae.g_00163	Prbl.g_00287
OG0000249	Prae.g_00164	Prbl.g_00286
OG0000250	Prae.g_00165	Prbl.g_00285
OG0000251	Prae.g_00166	Prbl.g_00284
OG0000252	Prae.g_00167	Prbl.g_00283
OG0000253	Prae.g_00168	Prbl.g_00282
OG0000254	Prae.g_00170	Prbl.g_00280
OG0000255	Prae.g_00171	Prbl.g_00279
OG0000256	Prae.g_00174	Prbl.g_00276
OG0000257	Prae.g_00176	Prbl.g_00275
OG0000258	Prae.g_00177	Prbl.g_00274
OG0000259	Prae.g_00178	Prbl.g_00273
OG0000260	Prae.g_00179	Prbl.g_00272
OG0000261	Prae.g_00180	Prbl.g_00271
OG0000262	Prae.g_00181	Prbl.g_00270
OG0000263	Prae.g_00182	Prbl.g_00269
OG0000264	Prae.g_00184	Prbl.g_02377
OG0000265	Prae.g_00185	Prbl.g_00066
OG0000266	Prae.g_00186	Prbl.g_00068
OG0000267	Prae.g_00188	Prbl.g_00072
OG0000268	Prae.g_00189	Prbl.g_00074
OG0000269	Prae.g_00190	Prbl.g_00077
OG0000270	Prae.g_00191	Prbl.g_00079
OG0000271	Prae.g_00192	Prbl.g_00082
OG0000272	Prae.g_00193	Prbl.g_00083
OG0000273	Prae.g_00194	Prbl.g_00086
OG0000274	Prae.g_00195	Prbl.g_00088
OG0000275	Prae.g_00196	Prbl.g_00089
OG0000276	Prae.g_00197	Prbl.g_00090
OG0000277	Prae.g_00198	Prbl.g_00091
OG0000278	Prae.g_00199	Prbl.g_00092
OG0000279	Prae.g_00200	Prbl.g_00093
OG0000280	Prae.g_00201	Prbl.g_00094
OG0000281	Prae.g_00203	Prbl.g_00096
OG0000282	Prae.g_00204	Prbl.g_00097
OG0000283	Prae.g_00207	Prbl.g_00104
OG0000284	Prae.g_00208	Prbl.g_00105
OG0000285	Prae.g_00209	Prbl.g_01283
OG0000286	Prae.g_00211	Prbl.g_01281
OG0000287	Prae.g_00212	Prbl.g_00130
OG0000288	Prae.g_00213	Prbl.g_00129
OG0000289	Prae.g_00214	Prbl.g_00127
OG0000290	Prae.g_00215	Prbl.g_00126
OG0000291	Prae.g_00216	Prbl.g_00124
OG0000292	Prae.g_00217	Prbl.g_01244
OG0000293	Prae.g_00218	Prbl.g_01245
OG0000294	Prae.g_00219	Prbl.g_01246
OG0000295	Prae.g_00220	Prbl.g_01252
OG0000296	Prae.g_00221	Prbl.g_01253
OG0000297	Prae.g_00222	Prbl.g_01256
OG0000298	Prae.g_00223	Prbl.g_01257
OG0000299	Prae.g_00224	Prbl.g_01258
OG0000300	Prae.g_00225	Prbl.g_01259
OG0000301	Prae.g_00226	Prbl.g_01260
OG0000302	Prae.g_00227	Prbl.g_01261
OG0000303	Prae.g_00228	Prbl.g_01262
OG0000304	Prae.g_00229	Prbl.g_01264
OG0000305	Prae.g_00230	Prbl.g_01265
OG0000306	Prae.g_00231	Prbl.g_01266
OG0000307	Prae.g_00232	Prbl.g_01918
OG0000308	Prae.g_00233	Prbl.g_01769
OG0000309	Prae.g_00234	Prbl.g_01770
OG0000310	Prae.g_00235	Prbl.g_01771
OG0000311	Prae.g_00236	Prbl.g_01922
OG0000312	Prae.g_00238	Prbl.g_01923
OG0000313	Prae.g_00239	Prbl.g_00199
OG0000314	Prae.g_00242	Prbl.g_00193
OG0000315	Prae.g_00243	Prbl.g_00192
OG0000316	Prae.g_00245	Prbl.g_02679
OG0000317	Prae.g_00247	Prbl.g_02666
OG0000318	Prae.g_00248	Prbl.g_01516
OG0000319	Prae.g_00249	Prbl.g_01515
OG0000320	Prae.g_00250	Prbl.g_01513
OG0000321	Prae.g_00253	Prbl.g_01508
OG0000322	Prae.g_00256	Prbl.g_01499
OG0000323	Prae.g_00257	Prbl.g_01498
OG0000324	Prae.g_00260	Prbl.g_01496
OG0000325	Prae.g_00262	Prbl.g_01494
OG0000326	Prae.g_00263	Prbl.g_01492
OG0000327	Prae.g_00265	Prbl.g_01486
OG0000328	Prae.g_00266	Prbl.g_01919
OG0000329	Prae.g_00267	Prbl.g_01473
OG0000330	Prae.g_00268	Prbl.g_01472
OG0000331	Prae.g_00269	Prbl.g_01470
OG0000332	Prae.g_00270	Prbl.g_01469
OG0000333	Prae.g_00271	Prbl.g_01468
OG0000334	Prae.g_00272	Prbl.g_01467
OG0000335	Prae.g_00273	Prbl.g_01466
OG0000336	Prae.g_00274	Prbl.g_01464
OG0000337	Prae.g_00276	Prbl.g_01459
OG0000338	Prae.g_00277	Prbl.g_01458
OG0000339	Prae.g_00278	Prbl.g_01457
OG0000340	Prae.g_00279	Prbl.g_01455
OG0000341	Prae.g_00283	Prbl.g_01450
OG0000342	Prae.g_00284	Prbl.g_01449
OG0000343	Prae.g_00286	Prbl.g_01447
OG0000344	Prae.g_00287	Prbl.g_01445
OG0000345	Prae.g_00288	Prbl.g_01444
OG0000346	Prae.g_00289	Prbl.g_01443
OG0000347	Prae.g_00290	Prbl.g_01442
OG0000348	Prae.g_00291	Prbl.g_01441
OG0000349	Prae.g_00292	Prbl.g_01440
OG0000350	Prae.g_00293	Prbl.g_01439
OG0000351	Prae.g_00296	Prbl.g_01435
OG0000352	Prae.g_00299	Prbl.g_01431
OG0000353	Prae.g_00300	Prbl.g_01428
OG0000354	Prae.g_00301	Prbl.g_01427
OG0000355	Prae.g_00302	Prbl.g_01426
OG0000356	Prae.g_00303	Prbl.g_01421
OG0000357	Prae.g_00304	Prbl.g_01420
OG0000358	Prae.g_00305	Prbl.g_01419
OG0000359	Prae.g_00306	Prbl.g_01417
OG0000360	Prae.g_00309	Prbl.g_01414
OG0000361	Prae.g_00310	Prbl.g_01413
OG0000362	Prae.g_00311	Prbl.g_00911
OG0000363	Prae.g_00312	Prbl.g_00909
OG0000364	Prae.g_00313	Prbl.g_00908
OG0000365	Prae.g_00314	Prbl.g_00907
OG0000366	Prae.g_00315	Prbl.g_00906
OG0000367	Prae.g_00316	Prbl.g_00905
OG0000368	Prae.g_00317	Prbl.g_00904
OG0000369	Prae.g_00318	Prbl.g_00903
OG0000370	Prae.g_00319	Prbl.g_00902
OG0000371	Prae.g_00320	Prbl.g_00901
OG0000372	Prae.g_00322	Prbl.g_00898
OG0000373	Prae.g_00324	Prbl.g_00888
OG0000374	Prae.g_00325	Prbl.g_00886
OG0000375	Prae.g_00326	Prbl.g_00877
OG0000376	Prae.g_00328	Prbl.g_01183
OG0000377	Prae.g_00329	Prbl.g_01190
OG0000378	Prae.g_00330	Prbl.g_01191
OG0000379	Prae.g_00335	Prbl.g_01201
OG0000380	Prae.g_00336	Prbl.g_01203
OG0000381	Prae.g_00337	Prbl.g_01204
OG0000382	Prae.g_00338	Prbl.g_01206
OG0000383	Prae.g_00341	Prbl.g_01210
OG0000384	Prae.g_00342	Prbl.g_01211
OG0000385	Prae.g_00344	Prbl.g_01217
OG0000386	Prae.g_00345	Prbl.g_01218
OG0000387	Prae.g_00346	Prbl.g_01219
OG0000388	Prae.g_00347	Prbl.g_01220
OG0000389	Prae.g_00348	Prbl.g_01221
OG0000390	Prae.g_00349	Prbl.g_01222
OG0000391	Prae.g_00350	Prbl.g_01223
OG0000392	Prae.g_00351	Prbl.g_01224
OG0000393	Prae.g_00354	Prbl.g_02673
OG0000394	Prae.g_00355	Prbl.g_02674
OG0000395	Prae.g_00357	Prbl.g_02678
OG0000396	Prae.g_00358	Prbl.g_01564
OG0000397	Prae.g_00371	Prbl.g_00609
OG0000398	Prae.g_00379	Prbl.g_00410
OG0000399	Prae.g_00380	Prbl.g_01693
OG0000400	Prae.g_00385	Prbl.g_02681
OG0000401	Prae.g_00405	Prbl.g_00676
OG0000402	Prae.g_00406	Prbl.g_00675
OG0000403	Prae.g_00407	Prbl.g_00663
OG0000404	Prae.g_00409	Prbl.g_00653
OG0000405	Prae.g_00410	Prbl.g_00652
OG0000406	Prae.g_00412	Prbl.g_00650
OG0000407	Prae.g_00413	Prbl.g_00649
OG0000408	Prae.g_00414	Prbl.g_00648
OG0000409	Prae.g_00415	Prbl.g_00647
OG0000410	Prae.g_00416	Prbl.g_00645
OG0000411	Prae.g_00417	Prbl.g_00644
OG0000412	Prae.g_00418	Prbl.g_00643
OG0000413	Prae.g_00419	Prbl.g_00642
OG0000414	Prae.g_00420	Prbl.g_00641
OG0000415	Prae.g_00421	Prbl.g_00640
OG0000416	Prae.g_00422	Prbl.g_00639
OG0000417	Prae.g_00423	Prbl.g_00635
OG0000418	Prae.g_00424	Prbl.g_00634
OG0000419	Prae.g_00425	Prbl.g_00633
OG0000420	Prae.g_00426	Prbl.g_00632
OG0000421	Prae.g_00427	Prbl.g_00625
OG0000422	Prae.g_00429	Prbl.g_00623
OG0000423	Prae.g_00430	Prbl.g_00622
OG0000424	Prae.g_00432	Prbl.g_00619
OG0000425	Prae.g_00435	Prbl.g_01364
OG0000426	Prae.g_00436	Prbl.g_01363
OG0000427	Prae.g_00437	Prbl.g_01360
OG0000428	Prae.g_00438	Prbl.g_01348
OG0000429	Prae.g_00439	Prbl.g_01346
OG0000430	Prae.g_00445	Prbl.g_01344
OG0000431	Prae.g_00447	Prbl.g_01342
OG0000432	Prae.g_00448	Prbl.g_01341
OG0000433	Prae.g_00451	Prbl.g_00503
OG0000434	Prae.g_00452	Prbl.g_00506
OG0000435	Prae.g_00453	Prbl.g_00510
OG0000436	Prae.g_00455	Prbl.g_00512
OG0000437	Prae.g_00457	Prbl.g_00514
OG0000438	Prae.g_00458	Prbl.g_00515
OG0000439	Prae.g_00459	Prbl.g_00516
OG0000440	Prae.g_00461	Prbl.g_00519
OG0000441	Prae.g_00462	Prbl.g_00521
OG0000442	Prae.g_00463	Prbl.g_00522
OG0000443	Prae.g_00464	Prbl.g_00523
OG0000444	Prae.g_00465	Prbl.g_00524
OG0000445	Prae.g_00466	Prbl.g_00525
OG0000446	Prae.g_00467	Prbl.g_00526
OG0000447	Prae.g_00468	Prbl.g_00527
OG0000448	Prae.g_00469	Prbl.g_00528
OG0000449	Prae.g_00474	Prbl.g_00536
OG0000450	Prae.g_00475	Prbl.g_00806
OG0000451	Prae.g_00476	Prbl.g_00805
OG0000452	Prae.g_00477	Prbl.g_00804
OG0000453	Prae.g_00479	Prbl.g_00801
OG0000454	Prae.g_00480	Prbl.g_00800
OG0000455	Prae.g_00481	Prbl.g_00799
OG0000456	Prae.g_00482	Prbl.g_00798
OG0000457	Prae.g_00484	Prbl.g_00797
OG0000458	Prae.g_00486	Prbl.g_00795
OG0000459	Prae.g_00487	Prbl.g_00794
OG0000460	Prae.g_00489	Prbl.g_00792
OG0000461	Prae.g_00490	Prbl.g_00791
OG0000462	Prae.g_00491	Prbl.g_00790
OG0000463	Prae.g_00492	Prbl.g_00785
OG0000464	Prae.g_00497	Prbl.g_00780
OG0000465	Prae.g_00499	Prbl.g_00779
OG0000466	Prae.g_00500	Prbl.g_00778
OG0000467	Prae.g_00501	Prbl.g_00776
OG0000468	Prae.g_00502	Prbl.g_00775
OG0000469	Prae.g_00503	Prbl.g_00770
OG0000470	Prae.g_00504	Prbl.g_01526
OG0000471	Prae.g_00505	Prbl.g_00032
OG0000472	Prae.g_00509	Prbl.g_00765
OG0000473	Prae.g_00510	Prbl.g_00763
OG0000474	Prae.g_00511	Prbl.g_00761
OG0000475	Prae.g_00512	Prbl.g_00760
OG0000476	Prae.g_00513	Prbl.g_00754
OG0000477	Prae.g_00515	Prbl.g_00751
OG0000478	Prae.g_00516	Prbl.g_00749
OG0000479	Prae.g_00517	Prbl.g_00747
OG0000480	Prae.g_00519	Prbl.g_02645
OG0000481	Prae.g_00520	Prbl.g_01878
OG0000482	Prae.g_00521	Prbl.g_01879
OG0000483	Prae.g_00522	Prbl.g_01881
OG0000484	Prae.g_00523	Prbl.g_01882
OG0000485	Prae.g_00524	Prbl.g_01883
OG0000486	Prae.g_00525	Prbl.g_01884
OG0000487	Prae.g_00526	Prbl.g_01885
OG0000488	Prae.g_00528	Prbl.g_01887
OG0000489	Prae.g_00529	Prbl.g_01888
OG0000490	Prae.g_00530	Prbl.g_01889
OG0000491	Prae.g_00531	Prbl.g_01890
OG0000492	Prae.g_00532	Prbl.g_01891
OG0000493	Prae.g_00533	Prbl.g_01892
OG0000494	Prae.g_00535	Prbl.g_01894
OG0000495	Prae.g_00536	Prbl.g_01895
OG0000496	Prae.g_00537	Prbl.g_01897
OG0000497	Prae.g_00538	Prbl.g_01899
OG0000498	Prae.g_00539	Prbl.g_01900
OG0000499	Prae.g_00541	Prbl.g_01902
OG0000500	Prae.g_00542	Prbl.g_01903
OG0000501	Prae.g_00544	Prbl.g_01801
OG0000502	Prae.g_00545	Prbl.g_01800
OG0000503	Prae.g_00546	Prbl.g_01799
OG0000504	Prae.g_00547	Prbl.g_01797
OG0000505	Prae.g_00548	Prbl.g_01796
OG0000506	Prae.g_00549	Prbl.g_01795
OG0000507	Prae.g_00550	Prbl.g_01794
OG0000508	Prae.g_00552	Prbl.g_01790
OG0000509	Prae.g_00553	Prbl.g_01789
OG0000510	Prae.g_00554	Prbl.g_01788
OG0000511	Prae.g_00555	Prbl.g_01787
OG0000512	Prae.g_00556	Prbl.g_01786
OG0000513	Prae.g_00557	Prbl.g_01785
OG0000514	Prae.g_00558	Prbl.g_01784
OG0000515	Prae.g_00560	Prbl.g_01781
OG0000516	Prae.g_00561	Prbl.g_01780
OG0000517	Prae.g_00562	Prbl.g_01779
OG0000518	Prae.g_00565	Prbl.g_01775
OG0000519	Prae.g_00566	Prbl.g_01774
OG0000520	Prae.g_00567	Prbl.g_01773
OG0000521	Prae.g_00568	Prbl.g_01772
OG0000522	Prae.g_00569	Prbl.g_01766
OG0000523	Prae.g_00570	Prbl.g_01765
OG0000524	Prae.g_00571	Prbl.g_01764
OG0000525	Prae.g_00573	Prbl.g_01762
OG0000526	Prae.g_00574	Prbl.g_01761
OG0000527	Prae.g_00575	Prbl.g_01760
OG0000528	Prae.g_00576	Prbl.g_01759
OG0000529	Prae.g_00577	Prbl.g_01758
OG0000530	Prae.g_00578	Prbl.g_01757
OG0000531	Prae.g_00579	Prbl.g_01754
OG0000532	Prae.g_00580	Prbl.g_01752
OG0000533	Prae.g_00581	Prbl.g_01751
OG0000534	Prae.g_00582	Prbl.g_01750
OG0000535	Prae.g_00583	Prbl.g_01749
OG0000536	Prae.g_00584	Prbl.g_01748
OG0000537	Prae.g_00585	Prbl.g_01747
OG0000538	Prae.g_00586	Prbl.g_01746
OG0000539	Prae.g_00587	Prbl.g_01744
OG0000540	Prae.g_00588	Prbl.g_01742
OG0000541	Prae.g_00589	Prbl.g_01610
OG0000542	Prae.g_00590	Prbl.g_01611
OG0000543	Prae.g_00591	Prbl.g_01612
OG0000544	Prae.g_00592	Prbl.g_01613
OG0000545	Prae.g_00595	Prbl.g_01616
OG0000546	Prae.g_00596	Prbl.g_01617
OG0000547	Prae.g_00598	Prbl.g_01619
OG0000548	Prae.g_00599	Prbl.g_01624
OG0000549	Prae.g_00600	Prbl.g_01625
OG0000550	Prae.g_00601	Prbl.g_01626
OG0000551	Prae.g_00602	Prbl.g_01629
OG0000552	Prae.g_00603	Prbl.g_01631
OG0000553	Prae.g_00604	Prbl.g_01632
OG0000554	Prae.g_00605	Prbl.g_01634
OG0000555	Prae.g_00606	Prbl.g_01635
OG0000556	Prae.g_00607	Prbl.g_01636
OG0000557	Prae.g_00608	Prbl.g_01637
OG0000558	Prae.g_00609	Prbl.g_01639
OG0000559	Prae.g_00610	Prbl.g_01640
OG0000560	Prae.g_00612	Prbl.g_01642
OG0000561	Prae.g_00613	Prbl.g_01643
OG0000562	Prae.g_00614	Prbl.g_01645
OG0000563	Prae.g_00615	Prbl.g_01646
OG0000564	Prae.g_00616	Prbl.g_01647
OG0000565	Prae.g_00617	Prbl.g_01655
OG0000566	Prae.g_00618	Prbl.g_01656
OG0000567	Prae.g_00619	Prbl.g_01657
OG0000568	Prae.g_00620	Prbl.g_01658
OG0000569	Prae.g_00621	Prbl.g_01659
OG0000570	Prae.g_00622	Prbl.g_01662
OG0000571	Prae.g_00623	Prbl.g_01663
OG0000572	Prae.g_00624	Prbl.g_01664
OG0000573	Prae.g_00627	Prbl.g_01041
OG0000574	Prae.g_00628	Prbl.g_01032
