Orthogroup	Prae	Prba
OG0000167	Prae.g_00037	Prba.g_01830
OG0000168	Prae.g_00042	Prba.g_01834
OG0000169	Prae.g_00044	Prba.g_01836
OG0000170	Prae.g_00045	Prba.g_01837
OG0000171	Prae.g_00046	Prba.g_01838
OG0000172	Prae.g_00047	Prba.g_01839
OG0000173	Prae.g_00048	Prba.g_01840
OG0000174	Prae.g_00049	Prba.g_01841
OG0000175	Prae.g_00050	Prba.g_01842
OG0000176	Prae.g_00052	Prba.g_01844
OG0000177	Prae.g_00053	Prba.g_01845
OG0000178	Prae.g_00054	Prba.g_01846
OG0000179	Prae.g_00064	Prba.g_01852
OG0000180	Prae.g_00065	Prba.g_01853
OG0000181	Prae.g_00066	Prba.g_01854
OG0000182	Prae.g_00069	Prba.g_01857
OG0000183	Prae.g_00070	Prba.g_01858
OG0000184	Prae.g_00073	Prba.g_01861
OG0000185	Prae.g_00077	Prba.g_01865
OG0000186	Prae.g_00078	Prba.g_01866
OG0000187	Prae.g_00079	Prba.g_01867
OG0000188	Prae.g_00080	Prba.g_01868
OG0000189	Prae.g_00081	Prba.g_01869
OG0000190	Prae.g_00082	Prba.g_01870
OG0000191	Prae.g_00083	Prba.g_01871
OG0000192	Prae.g_00084	Prba.g_01872
OG0000193	Prae.g_00085	Prba.g_01873
OG0000194	Prae.g_00086	Prba.g_01874
OG0000195	Prae.g_00088	Prba.g_01876
OG0000196	Prae.g_00089	Prba.g_01877
OG0000197	Prae.g_00090	Prba.g_01878
OG0000198	Prae.g_00091	Prba.g_01879
OG0000199	Prae.g_00094	Prba.g_01882
OG0000200	Prae.g_00095	Prba.g_01883
OG0000201	Prae.g_00096	Prba.g_01884
OG0000202	Prae.g_00097	Prba.g_01885
OG0000203	Prae.g_00098	Prba.g_01886
OG0000204	Prae.g_00099	Prba.g_01887
OG0000205	Prae.g_00100	Prba.g_01888
OG0000206	Prae.g_00101	Prba.g_01889
OG0000207	Prae.g_00102	Prba.g_01890
OG0000208	Prae.g_00103	Prba.g_01891
OG0000209	Prae.g_00104	Prba.g_01892
OG0000210	Prae.g_00105	Prba.g_01894
OG0000211	Prae.g_00106	Prba.g_01895
OG0000212	Prae.g_00107	Prba.g_01896
OG0000213	Prae.g_00108	Prba.g_01897
OG0000214	Prae.g_00110	Prba.g_01899
OG0000215	Prae.g_00111	Prba.g_01900
OG0000216	Prae.g_00113	Prba.g_01902
OG0000217	Prae.g_00115	Prba.g_01903
OG0000218	Prae.g_00116	Prba.g_01904
OG0000219	Prae.g_00117	Prba.g_01905
OG0000220	Prae.g_00120	Prba.g_01908
OG0000221	Prae.g_00122	Prba.g_01910
OG0000222	Prae.g_00123	Prba.g_01911
OG0000223	Prae.g_00124	Prba.g_01912
OG0000224	Prae.g_00127	Prba.g_01915
OG0000225	Prae.g_00129	Prba.g_01917
OG0000226	Prae.g_00130	Prba.g_01918
OG0000227	Prae.g_00131	Prba.g_01919
OG0000228	Prae.g_00132	Prba.g_01920
OG0000229	Prae.g_00133	Prba.g_01921
OG0000230	Prae.g_00134	Prba.g_01922
OG0000231	Prae.g_00136	Prba.g_01924
OG0000232	Prae.g_00137	Prba.g_01925
OG0000233	Prae.g_00140	Prba.g_01928
OG0000234	Prae.g_00142	Prba.g_01930
OG0000235	Prae.g_00148	Prba.g_01933
OG0000236	Prae.g_00149	Prba.g_01934
OG0000237	Prae.g_00150	Prba.g_01935
OG0000238	Prae.g_00151	Prba.g_01936
OG0000239	Prae.g_00152	Prba.g_01937
OG0000240	Prae.g_00154	Prba.g_01939
OG0000241	Prae.g_00155	Prba.g_01940
OG0000242	Prae.g_00156	Prba.g_01941
OG0000243	Prae.g_00157	Prba.g_01942
OG0000244	Prae.g_00158	Prba.g_01943
OG0000245	Prae.g_00159	Prba.g_01944
OG0000246	Prae.g_00161	Prba.g_01946
OG0000247	Prae.g_00162	Prba.g_01947
OG0000248	Prae.g_00163	Prba.g_01948
OG0000249	Prae.g_00164	Prba.g_01949
OG0000250	Prae.g_00165	Prba.g_01950
OG0000251	Prae.g_00166	Prba.g_01951
OG0000252	Prae.g_00167	Prba.g_01952
OG0000253	Prae.g_00168	Prba.g_01953
OG0000254	Prae.g_00170	Prba.g_00623
OG0000255	Prae.g_00171	Prba.g_00624
OG0000256	Prae.g_00174	Prba.g_00627
OG0000257	Prae.g_00176	Prba.g_00629
OG0000258	Prae.g_00177	Prba.g_00630
OG0000259	Prae.g_00178	Prba.g_00631
OG0000260	Prae.g_00179	Prba.g_00632
OG0000261	Prae.g_00180	Prba.g_00633
OG0000262	Prae.g_00181	Prba.g_00634
OG0000263	Prae.g_00182	Prba.g_00635
OG0000264	Prae.g_00184	Prba.g_00637
OG0000265	Prae.g_00185	Prba.g_00638
OG0000266	Prae.g_00186	Prba.g_00639
OG0000267	Prae.g_00188	Prba.g_00641
OG0000268	Prae.g_00189	Prba.g_00642
OG0000269	Prae.g_00190	Prba.g_00643
OG0000270	Prae.g_00191	Prba.g_00644
OG0000271	Prae.g_00192	Prba.g_00645
OG0000272	Prae.g_00193	Prba.g_00646
OG0000273	Prae.g_00194	Prba.g_00647
OG0000274	Prae.g_00195	Prba.g_00648
OG0000275	Prae.g_00196	Prba.g_00649
OG0000276	Prae.g_00197	Prba.g_00650
OG0000277	Prae.g_00198	Prba.g_00651
OG0000278	Prae.g_00199	Prba.g_00652
OG0000279	Prae.g_00200	Prba.g_00653
OG0000280	Prae.g_00201	Prba.g_00654
OG0000281	Prae.g_00203	Prba.g_00656
OG0000282	Prae.g_00204	Prba.g_00657
OG0000283	Prae.g_00207	Prba.g_00660
OG0000284	Prae.g_00208	Prba.g_00661
OG0000285	Prae.g_00209	Prba.g_00662
OG0000286	Prae.g_00211	Prba.g_00664
OG0000287	Prae.g_00212	Prba.g_00665
OG0000288	Prae.g_00213	Prba.g_00666
OG0000289	Prae.g_00214	Prba.g_00667
OG0000290	Prae.g_00215	Prba.g_00668
OG0000291	Prae.g_00216	Prba.g_00669
OG0000292	Prae.g_00217	Prba.g_00670
OG0000293	Prae.g_00218	Prba.g_00671
OG0000294	Prae.g_00219	Prba.g_00672
OG0000295	Prae.g_00220	Prba.g_00673
OG0000296	Prae.g_00221	Prba.g_00674
OG0000297	Prae.g_00222	Prba.g_00675
OG0000298	Prae.g_00223	Prba.g_00439
OG0000299	Prae.g_00224	Prba.g_00440
OG0000300	Prae.g_00225	Prba.g_00441
OG0000301	Prae.g_00226	Prba.g_00442
OG0000302	Prae.g_00227	Prba.g_00443
OG0000303	Prae.g_00228	Prba.g_00444
OG0000304	Prae.g_00229	Prba.g_00445
OG0000305	Prae.g_00230	Prba.g_00446
OG0000306	Prae.g_00231	Prba.g_00447
OG0000307	Prae.g_00232	Prba.g_00448
OG0000308	Prae.g_00233	Prba.g_00449
OG0000309	Prae.g_00234	Prba.g_00450
OG0000310	Prae.g_00235	Prba.g_00451
OG0000311	Prae.g_00236	Prba.g_00452
OG0000312	Prae.g_00238	Prba.g_00454
OG0000313	Prae.g_00239	Prba.g_00455
OG0000314	Prae.g_00242	Prba.g_00458
OG0000315	Prae.g_00243	Prba.g_00459
OG0000316	Prae.g_00245	Prba.g_00461
OG0000317	Prae.g_00247	Prba.g_00463
OG0000318	Prae.g_00248	Prba.g_00464
OG0000319	Prae.g_00249	Prba.g_00465
OG0000320	Prae.g_00250	Prba.g_00466
OG0000321	Prae.g_00253	Prba.g_00469
OG0000322	Prae.g_00256	Prba.g_00472
OG0000323	Prae.g_00257	Prba.g_00473
OG0000324	Prae.g_00260	Prba.g_00476
OG0000325	Prae.g_00262	Prba.g_00477
OG0000326	Prae.g_00263	Prba.g_00478
OG0000327	Prae.g_00265	Prba.g_00480
OG0000328	Prae.g_00266	Prba.g_00481
OG0000329	Prae.g_00267	Prba.g_00482
OG0000330	Prae.g_00268	Prba.g_00483
OG0000331	Prae.g_00269	Prba.g_00484
OG0000332	Prae.g_00270	Prba.g_00485
OG0000333	Prae.g_00271	Prba.g_00486
OG0000334	Prae.g_00272	Prba.g_00487
OG0000335	Prae.g_00273	Prba.g_00488
OG0000336	Prae.g_00274	Prba.g_00489
OG0000337	Prae.g_00276	Prba.g_00492
OG0000338	Prae.g_00277	Prba.g_00493
OG0000339	Prae.g_00278	Prba.g_00494
OG0000340	Prae.g_00279	Prba.g_00495
OG0000341	Prae.g_00283	Prba.g_00499
OG0000342	Prae.g_00284	Prba.g_00500
OG0000343	Prae.g_00286	Prba.g_00502
OG0000344	Prae.g_00287	Prba.g_00503
OG0000345	Prae.g_00288	Prba.g_00504
OG0000346	Prae.g_00289	Prba.g_00505
OG0000347	Prae.g_00290	Prba.g_00506
OG0000348	Prae.g_00291	Prba.g_00507
OG0000349	Prae.g_00292	Prba.g_00508
OG0000350	Prae.g_00293	Prba.g_00509
OG0000351	Prae.g_00296	Prba.g_00511
OG0000352	Prae.g_00299	Prba.g_00514
OG0000353	Prae.g_00300	Prba.g_00515
OG0000354	Prae.g_00301	Prba.g_00516
OG0000355	Prae.g_00302	Prba.g_00517
OG0000356	Prae.g_00303	Prba.g_00518
OG0000357	Prae.g_00304	Prba.g_00519
OG0000358	Prae.g_00305	Prba.g_00520
OG0000359	Prae.g_00306	Prba.g_00521
OG0000360	Prae.g_00309	Prba.g_00524
OG0000361	Prae.g_00310	Prba.g_00525
OG0000362	Prae.g_00311	Prba.g_00526
OG0000363	Prae.g_00312	Prba.g_00527
OG0000364	Prae.g_00313	Prba.g_00528
OG0000365	Prae.g_00314	Prba.g_00529
OG0000366	Prae.g_00315	Prba.g_00530
OG0000367	Prae.g_00316	Prba.g_00531
OG0000368	Prae.g_00317	Prba.g_00532
OG0000369	Prae.g_00318	Prba.g_00533
OG0000370	Prae.g_00319	Prba.g_00534
OG0000371	Prae.g_00320	Prba.g_00535
OG0000372	Prae.g_00322	Prba.g_00537
OG0000373	Prae.g_00324	Prba.g_00539
OG0000374	Prae.g_00325	Prba.g_00540
OG0000375	Prae.g_00326	Prba.g_00541
OG0000376	Prae.g_00328	Prba.g_00543
OG0000377	Prae.g_00329	Prba.g_00544
OG0000378	Prae.g_00330	Prba.g_00545
OG0000379	Prae.g_00335	Prba.g_00550
OG0000380	Prae.g_00336	Prba.g_00551
OG0000381	Prae.g_00337	Prba.g_00552
OG0000382	Prae.g_00338	Prba.g_00554
OG0000383	Prae.g_00341	Prba.g_00557
OG0000384	Prae.g_00342	Prba.g_00558
OG0000385	Prae.g_00344	Prba.g_00561
OG0000386	Prae.g_00345	Prba.g_00562
OG0000387	Prae.g_00346	Prba.g_00218
OG0000388	Prae.g_00347	Prba.g_00219
OG0000389	Prae.g_00348	Prba.g_00220
OG0000390	Prae.g_00349	Prba.g_00221
OG0000391	Prae.g_00350	Prba.g_00222
OG0000392	Prae.g_00351	Prba.g_00223
OG0000393	Prae.g_00354	Prba.g_00849
OG0000394	Prae.g_00355	Prba.g_00850
OG0000395	Prae.g_00357	Prba.g_00852
OG0000396	Prae.g_00358	Prba.g_00853
OG0000397	Prae.g_00371	Prba.g_00865
OG0000398	Prae.g_00379	Prba.g_00873
OG0000399	Prae.g_00380	Prba.g_00874
OG0000400	Prae.g_00385	Prba.g_00880
OG0000401	Prae.g_00405	Prba.g_01030
OG0000402	Prae.g_00406	Prba.g_01029
OG0000403	Prae.g_00407	Prba.g_01028
OG0000404	Prae.g_00409	Prba.g_01026
OG0000405	Prae.g_00410	Prba.g_01025
OG0000406	Prae.g_00412	Prba.g_01023
OG0000407	Prae.g_00413	Prba.g_01022
OG0000408	Prae.g_00414	Prba.g_01021
OG0000409	Prae.g_00415	Prba.g_01020
OG0000410	Prae.g_00416	Prba.g_01019
OG0000411	Prae.g_00417	Prba.g_01018
OG0000412	Prae.g_00418	Prba.g_01017
OG0000413	Prae.g_00419	Prba.g_01016
OG0000414	Prae.g_00420	Prba.g_01015
OG0000415	Prae.g_00421	Prba.g_01014
OG0000416	Prae.g_00422	Prba.g_01013
OG0000417	Prae.g_00423	Prba.g_01012
OG0000418	Prae.g_00424	Prba.g_01011
OG0000419	Prae.g_00425	Prba.g_01010
OG0000420	Prae.g_00426	Prba.g_01009
OG0000421	Prae.g_00427	Prba.g_01008
OG0000422	Prae.g_00429	Prba.g_01006
OG0000423	Prae.g_00430	Prba.g_01005
OG0000424	Prae.g_00432	Prba.g_01003
OG0000425	Prae.g_00435	Prba.g_01000
OG0000426	Prae.g_00436	Prba.g_00999
OG0000427	Prae.g_00437	Prba.g_00998
OG0000428	Prae.g_00438	Prba.g_00997
OG0000429	Prae.g_00439	Prba.g_00996
OG0000430	Prae.g_00445	Prba.g_00990
OG0000431	Prae.g_00447	Prba.g_00988
OG0000432	Prae.g_00448	Prba.g_00987
OG0000433	Prae.g_00451	Prba.g_00984
OG0000434	Prae.g_00452	Prba.g_00983
OG0000435	Prae.g_00453	Prba.g_00982
OG0000436	Prae.g_00455	Prba.g_00980
OG0000437	Prae.g_00457	Prba.g_00978
OG0000438	Prae.g_00458	Prba.g_00977
OG0000439	Prae.g_00459	Prba.g_00976
OG0000440	Prae.g_00461	Prba.g_00974
OG0000441	Prae.g_00462	Prba.g_00973
OG0000442	Prae.g_00463	Prba.g_00972
OG0000443	Prae.g_00464	Prba.g_00971
OG0000444	Prae.g_00465	Prba.g_00970
OG0000445	Prae.g_00466	Prba.g_00969
OG0000446	Prae.g_00467	Prba.g_00968
OG0000447	Prae.g_00468	Prba.g_00967
OG0000448	Prae.g_00469	Prba.g_00966
OG0000449	Prae.g_00474	Prba.g_00961
OG0000450	Prae.g_00475	Prba.g_00960
OG0000451	Prae.g_00476	Prba.g_00959
OG0000452	Prae.g_00477	Prba.g_00958
OG0000453	Prae.g_00479	Prba.g_00956
OG0000454	Prae.g_00480	Prba.g_00955
OG0000455	Prae.g_00481	Prba.g_00954
OG0000456	Prae.g_00482	Prba.g_00953
OG0000457	Prae.g_00484	Prba.g_00951
OG0000458	Prae.g_00486	Prba.g_00949
OG0000459	Prae.g_00487	Prba.g_00948
OG0000460	Prae.g_00489	Prba.g_00946
OG0000461	Prae.g_00490	Prba.g_00945
OG0000462	Prae.g_00491	Prba.g_00944
OG0000463	Prae.g_00492	Prba.g_00943
OG0000464	Prae.g_00497	Prba.g_00938
OG0000465	Prae.g_00499	Prba.g_00936
OG0000466	Prae.g_00500	Prba.g_00935
OG0000467	Prae.g_00501	Prba.g_00934
OG0000468	Prae.g_00502	Prba.g_00933
OG0000469	Prae.g_00503	Prba.g_00932
OG0000470	Prae.g_00504	Prba.g_00931
OG0000471	Prae.g_00505	Prba.g_00930
OG0000472	Prae.g_00509	Prba.g_00927
OG0000473	Prae.g_00510	Prba.g_00926
OG0000474	Prae.g_00511	Prba.g_00925
OG0000475	Prae.g_00512	Prba.g_00924
OG0000476	Prae.g_00513	Prba.g_00923
OG0000477	Prae.g_00515	Prba.g_01775
OG0000478	Prae.g_00516	Prba.g_01774
OG0000479	Prae.g_00517	Prba.g_01773
OG0000480	Prae.g_00519	Prba.g_01771
OG0000481	Prae.g_00520	Prba.g_01770
OG0000482	Prae.g_00521	Prba.g_01769
OG0000483	Prae.g_00522	Prba.g_01768
OG0000484	Prae.g_00523	Prba.g_01767
OG0000485	Prae.g_00524	Prba.g_01766
OG0000486	Prae.g_00525	Prba.g_01765
OG0000487	Prae.g_00526	Prba.g_01764
OG0000488	Prae.g_00528	Prba.g_01762
OG0000489	Prae.g_00529	Prba.g_01761
OG0000490	Prae.g_00530	Prba.g_01760
OG0000491	Prae.g_00531	Prba.g_01759
OG0000492	Prae.g_00532	Prba.g_01758
OG0000493	Prae.g_00533	Prba.g_01757
OG0000494	Prae.g_00535	Prba.g_01755
OG0000495	Prae.g_00536	Prba.g_01754
OG0000496	Prae.g_00537	Prba.g_01753
OG0000497	Prae.g_00538	Prba.g_01752
OG0000498	Prae.g_00539	Prba.g_01751
OG0000499	Prae.g_00541	Prba.g_01749
OG0000500	Prae.g_00542	Prba.g_01748
OG0000501	Prae.g_00544	Prba.g_01746
OG0000502	Prae.g_00545	Prba.g_01745
OG0000503	Prae.g_00546	Prba.g_01744
OG0000504	Prae.g_00547	Prba.g_01743
OG0000505	Prae.g_00548	Prba.g_01742
OG0000506	Prae.g_00549	Prba.g_01741
OG0000507	Prae.g_00550	Prba.g_01740
OG0000508	Prae.g_00552	Prba.g_01738
OG0000509	Prae.g_00553	Prba.g_01737
OG0000510	Prae.g_00554	Prba.g_01736
OG0000511	Prae.g_00555	Prba.g_01735
OG0000512	Prae.g_00556	Prba.g_01734
OG0000513	Prae.g_00557	Prba.g_01733
OG0000514	Prae.g_00558	Prba.g_01732
OG0000515	Prae.g_00560	Prba.g_01730
OG0000516	Prae.g_00561	Prba.g_01729
OG0000517	Prae.g_00562	Prba.g_01728
OG0000518	Prae.g_00565	Prba.g_01726
OG0000519	Prae.g_00566	Prba.g_01725
OG0000520	Prae.g_00567	Prba.g_01724
OG0000521	Prae.g_00568	Prba.g_01723
OG0000522	Prae.g_00569	Prba.g_01722
OG0000523	Prae.g_00570	Prba.g_01721
OG0000524	Prae.g_00571	Prba.g_01720
OG0000525	Prae.g_00573	Prba.g_01718
OG0000526	Prae.g_00574	Prba.g_01717
OG0000527	Prae.g_00575	Prba.g_01716
OG0000528	Prae.g_00576	Prba.g_01715
OG0000529	Prae.g_00577	Prba.g_01714
OG0000530	Prae.g_00578	Prba.g_01713
OG0000531	Prae.g_00579	Prba.g_01712
OG0000532	Prae.g_00580	Prba.g_01711
OG0000533	Prae.g_00581	Prba.g_01710
OG0000534	Prae.g_00582	Prba.g_01709
OG0000535	Prae.g_00583	Prba.g_01708
OG0000536	Prae.g_00584	Prba.g_01707
OG0000537	Prae.g_00585	Prba.g_01706
OG0000538	Prae.g_00586	Prba.g_01705
OG0000539	Prae.g_00587	Prba.g_01704
OG0000540	Prae.g_00588	Prba.g_01703
OG0000541	Prae.g_00589	Prba.g_01702
OG0000542	Prae.g_00590	Prba.g_01701
OG0000543	Prae.g_00591	Prba.g_01700
OG0000544	Prae.g_00592	Prba.g_01699
OG0000545	Prae.g_00595	Prba.g_01696
OG0000546	Prae.g_00596	Prba.g_01695
OG0000547	Prae.g_00598	Prba.g_01693
OG0000548	Prae.g_00599	Prba.g_01692
OG0000549	Prae.g_00600	Prba.g_01691
OG0000550	Prae.g_00601	Prba.g_01690
OG0000551	Prae.g_00602	Prba.g_01689
OG0000552	Prae.g_00603	Prba.g_01688
OG0000553	Prae.g_00604	Prba.g_01687
OG0000554	Prae.g_00605	Prba.g_01686
OG0000555	Prae.g_00606	Prba.g_01685
OG0000556	Prae.g_00607	Prba.g_01684
OG0000557	Prae.g_00608	Prba.g_01683
OG0000558	Prae.g_00609	Prba.g_01682
OG0000559	Prae.g_00610	Prba.g_01681
OG0000560	Prae.g_00612	Prba.g_01679
OG0000561	Prae.g_00613	Prba.g_01678
OG0000562	Prae.g_00614	Prba.g_01677
OG0000563	Prae.g_00615	Prba.g_01676
OG0000564	Prae.g_00616	Prba.g_01675
OG0000565	Prae.g_00617	Prba.g_01674
OG0000566	Prae.g_00618	Prba.g_01673
OG0000567	Prae.g_00619	Prba.g_01672
OG0000568	Prae.g_00620	Prba.g_01671
