Orthogroup	Prae	Prax
OG0000028	Prae.g_01459	Prax.g_01733, Prax.g_01728
OG0000029	Prae.g_01573	Prax.g_01616
OG0000031	Prae.g_01294	Prax.g_01927
OG0000032	Prae.g_01391	Prax.g_01831
OG0000036	Prae.g_00559	Prax.g_00045
OG0000037	Prae.g_00597	Prax.g_00082
OG0000038	Prae.g_00764	Prax.g_00415
OG0000039	Prae.g_00169	Prax.g_01052
OG0000040	Prae.g_00359	Prax.g_00813
OG0000041	Prae.g_00402	Prax.g_00772
OG0000042	Prae.g_00711	Prax.g_00485
OG0000043	Prae.g_00791	Prax.g_00388
OG0000044	Prae.g_01163	Prax.g_00200
OG0000045	Prae.g_01417	Prax.g_01823
OG0000046	Prae.g_01616	Prax.g_01566
OG0000047	Prae.g_01815	Prax.g_01394
OG0000048	Prae.g_01822	Prax.g_01401
OG0000050	Prae.g_00031	Prax.g_00282
OG0000051	Prae.g_00160	Prax.g_01061
OG0000052	Prae.g_00370	Prax.g_00803
OG0000053	Prae.g_00514	Prax.g_00662
OG0000054	Prae.g_00758	Prax.g_00421
OG0000055	Prae.g_00828	Prax.g_00351
OG0000057	Prae.g_00240	Prax.g_00981
OG0000058	Prae.g_00449	Prax.g_00727
OG0000059	Prae.g_00672	Prax.g_00944
OG0000060	Prae.g_00740	Prax.g_00439
OG0000061	Prae.g_01128	Prax.g_00159
OG0000061	Prae.g_00984	Prax.g_01149
OG0000062	Prae.g_01130	Prax.g_00161
OG0000063	Prae.g_01263	Prax.g_01959
OG0000064	Prae.g_01272	Prax.g_01948
OG0000065	Prae.g_01329	Prax.g_01899
OG0000066	Prae.g_01389	Prax.g_01832
OG0000067	Prae.g_01245	Prax.g_00454
OG0000068	Prae.g_01758	Prax.g_01338
OG0000071	Prae.g_00011	Prax.g_01974
OG0000072	Prae.g_00323	Prax.g_00853, Prax.g_00852
OG0000073	Prae.g_00643	Prax.g_00973
OG0000074	Prae.g_00665	Prax.g_00951
OG0000075	Prae.g_00813	Prax.g_00366
OG0000076	Prae.g_01040	Prax.g_01204
OG0000078	Prae.g_01390	Prax.g_01825
OG0000079	Prae.g_01537	Prax.g_01650
OG0000080	Prae.g_01588	Prax.g_01600
OG0000081	Prae.g_01789	Prax.g_01368
OG0000082	Prae.g_01877	Prax.g_01456
OG0000083	Prae.g_00003	Prax.g_01493
OG0000084	Prae.g_00006	Prax.g_01496
OG0000085	Prae.g_00023	Prax.g_00290
OG0000086	Prae.g_00041	Prax.g_00274
OG0000087	Prae.g_00051	Prax.g_00624
OG0000088	Prae.g_00112	Prax.g_01106
OG0000089	Prae.g_00121	Prax.g_01097
OG0000090	Prae.g_00139	Prax.g_01079
OG0000091	Prae.g_00172	Prax.g_01049
OG0000092	Prae.g_00173	Prax.g_01048
OG0000093	Prae.g_00187	Prax.g_01034
OG0000094	Prae.g_00205	Prax.g_01016
OG0000095	Prae.g_00210	Prax.g_01011
OG0000096	Prae.g_00254	Prax.g_00924
OG0000097	Prae.g_01440	Prax.g_00901
OG0000098	Prae.g_00285	Prax.g_00891
OG0000099	Prae.g_00295	Prax.g_00881
OG0000100	Prae.g_00298	Prax.g_00878
OG0000101	Prae.g_00356	Prax.g_00816
OG0000102	Prae.g_00382	Prax.g_00792
OG0000103	Prae.g_00450	Prax.g_00726
OG0000104	Prae.g_00454	Prax.g_00722
OG0000105	Prae.g_00473	Prax.g_00702
OG0000106	Prae.g_00506	Prax.g_00669
OG0000107	Prae.g_00508	Prax.g_00668
OG0000108	Prae.g_00518	Prax.g_00004
OG0000109	Prae.g_00527	Prax.g_00013
OG0000110	Prae.g_00543	Prax.g_00029
OG0000111	Prae.g_00625	Prax.g_00110
OG0000112	Prae.g_00626	Prax.g_00111
OG0000113	Prae.g_00733	Prax.g_00463
OG0000114	Prae.g_00804	Prax.g_00375
OG0000115	Prae.g_00964	Prax.g_01129
OG0000116	Prae.g_00968	Prax.g_01133
OG0000117	Prae.g_01037	Prax.g_01201
OG0000118	Prae.g_01090	Prax.g_01254
OG0000119	Prae.g_01133	Prax.g_00164
OG0000120	Prae.g_01169	Prax.g_00206
OG0000121	Prae.g_01188	Prax.g_00225
OG0000122	Prae.g_01207	Prax.g_00244
OG0000123	Prae.g_01220	Prax.g_00257
OG0000124	Prae.g_01434	Prax.g_01789
OG0000125	Prae.g_01341	Prax.g_01887
OG0000126	Prae.g_01368	Prax.g_01863
OG0000127	Prae.g_01446	Prax.g_01746
OG0000128	Prae.g_01460	Prax.g_01727
OG0000129	Prae.g_01496	Prax.g_01691
OG0000130	Prae.g_01621	Prax.g_01561
OG0000131	Prae.g_01659	Prax.g_01523
OG0000132	Prae.g_01662	Prax.g_01520
OG0000133	Prae.g_01717	Prax.g_01297
OG0000134	Prae.g_01753	Prax.g_01333
OG0000135	Prae.g_01755	Prax.g_01335
OG0000136	Prae.g_01800	Prax.g_01379
OG0000137	Prae.g_01832	Prax.g_01411
OG0000138	Prae.g_01867	Prax.g_01447
OG0000139	Prae.g_01894	Prax.g_01473
OG0000140	Prae.g_00001	Prax.g_01491
OG0000141	Prae.g_00002	Prax.g_01492
OG0000142	Prae.g_00004	Prax.g_01494
OG0000143	Prae.g_00005	Prax.g_01495
OG0000144	Prae.g_00007	Prax.g_01497
OG0000145	Prae.g_00008	Prax.g_01498
OG0000146	Prae.g_00009	Prax.g_01499
OG0000147	Prae.g_00010	Prax.g_01975
OG0000148	Prae.g_00012	Prax.g_01973
OG0000149	Prae.g_00014	Prax.g_00299
OG0000150	Prae.g_00015	Prax.g_00298
OG0000151	Prae.g_00016	Prax.g_00297
OG0000152	Prae.g_00017	Prax.g_00296
OG0000153	Prae.g_00018	Prax.g_00295
OG0000154	Prae.g_00019	Prax.g_00294
OG0000155	Prae.g_00020	Prax.g_00293
OG0000156	Prae.g_00021	Prax.g_00292
OG0000157	Prae.g_00022	Prax.g_00291
OG0000158	Prae.g_00024	Prax.g_00289
OG0000159	Prae.g_00025	Prax.g_00288
OG0000160	Prae.g_00026	Prax.g_00287
OG0000161	Prae.g_00027	Prax.g_00286
OG0000162	Prae.g_00028	Prax.g_00285
OG0000163	Prae.g_00029	Prax.g_00284
OG0000164	Prae.g_00032	Prax.g_00281
OG0000165	Prae.g_00035	Prax.g_00278
OG0000166	Prae.g_00036	Prax.g_00277
OG0000167	Prae.g_00037	Prax.g_00276
OG0000168	Prae.g_00042	Prax.g_00273
OG0000169	Prae.g_00044	Prax.g_00271
OG0000170	Prae.g_00045	Prax.g_00270
OG0000171	Prae.g_00046	Prax.g_00269
OG0000172	Prae.g_00047	Prax.g_00261
OG0000173	Prae.g_00048	Prax.g_00621
OG0000174	Prae.g_00049	Prax.g_00622
OG0000175	Prae.g_00050	Prax.g_00623
OG0000176	Prae.g_00052	Prax.g_00625
OG0000177	Prae.g_00053	Prax.g_00626
OG0000178	Prae.g_00054	Prax.g_00627
OG0000179	Prae.g_00064	Prax.g_00635
OG0000180	Prae.g_00065	Prax.g_00636
OG0000181	Prae.g_00066	Prax.g_00637
OG0000182	Prae.g_00069	Prax.g_00640
OG0000183	Prae.g_00070	Prax.g_00641
OG0000184	Prae.g_00073	Prax.g_00644
OG0000185	Prae.g_00077	Prax.g_00648
OG0000186	Prae.g_00078	Prax.g_00649
OG0000187	Prae.g_00079	Prax.g_00650
OG0000188	Prae.g_00080	Prax.g_00651
OG0000189	Prae.g_00081	Prax.g_00652
OG0000190	Prae.g_00082	Prax.g_00653
OG0000191	Prae.g_00083	Prax.g_00654
OG0000192	Prae.g_00084	Prax.g_00655
OG0000193	Prae.g_00085	Prax.g_00656
OG0000194	Prae.g_00086	Prax.g_00657
OG0000195	Prae.g_00088	Prax.g_00659
OG0000196	Prae.g_00089	Prax.g_00660
OG0000197	Prae.g_00090	Prax.g_01128
OG0000198	Prae.g_00091	Prax.g_01127
OG0000199	Prae.g_00094	Prax.g_01124
OG0000200	Prae.g_00095	Prax.g_01123
OG0000201	Prae.g_00096	Prax.g_01122
OG0000202	Prae.g_00097	Prax.g_01121
OG0000203	Prae.g_00098	Prax.g_01120
OG0000204	Prae.g_00099	Prax.g_01119
OG0000205	Prae.g_00100	Prax.g_01118
OG0000206	Prae.g_00101	Prax.g_01117
OG0000207	Prae.g_00102	Prax.g_01116
OG0000208	Prae.g_00103	Prax.g_01115
OG0000209	Prae.g_00104	Prax.g_01114
OG0000210	Prae.g_00105	Prax.g_01113
OG0000211	Prae.g_00106	Prax.g_01112
OG0000212	Prae.g_00107	Prax.g_01111
OG0000213	Prae.g_00108	Prax.g_01110
OG0000214	Prae.g_00110	Prax.g_01108
OG0000215	Prae.g_00111	Prax.g_01107
OG0000216	Prae.g_00113	Prax.g_01105
OG0000217	Prae.g_00115	Prax.g_01103
OG0000218	Prae.g_00116	Prax.g_01102
OG0000219	Prae.g_00117	Prax.g_01101
OG0000220	Prae.g_00120	Prax.g_01098
OG0000221	Prae.g_00122	Prax.g_01096
OG0000222	Prae.g_00123	Prax.g_01095
OG0000223	Prae.g_00124	Prax.g_01094
OG0000224	Prae.g_00127	Prax.g_01091
OG0000225	Prae.g_00129	Prax.g_01089
OG0000226	Prae.g_00130	Prax.g_01088
OG0000227	Prae.g_00131	Prax.g_01087
OG0000228	Prae.g_00132	Prax.g_01086
OG0000229	Prae.g_00133	Prax.g_01085
OG0000230	Prae.g_00134	Prax.g_01084
OG0000231	Prae.g_00136	Prax.g_01082
OG0000232	Prae.g_00137	Prax.g_01081
OG0000233	Prae.g_00140	Prax.g_01078
OG0000234	Prae.g_00142	Prax.g_01076
OG0000235	Prae.g_00148	Prax.g_01073
OG0000236	Prae.g_00149	Prax.g_01072
OG0000237	Prae.g_00150	Prax.g_01071
OG0000238	Prae.g_00151	Prax.g_01070
OG0000239	Prae.g_00152	Prax.g_01069
OG0000240	Prae.g_00154	Prax.g_01067
OG0000241	Prae.g_00155	Prax.g_01066
OG0000242	Prae.g_00156	Prax.g_01065
OG0000243	Prae.g_00157	Prax.g_01064
OG0000244	Prae.g_00158	Prax.g_01063
OG0000245	Prae.g_00159	Prax.g_01062
OG0000246	Prae.g_00161	Prax.g_01060
OG0000247	Prae.g_00162	Prax.g_01059
OG0000248	Prae.g_00163	Prax.g_01058
OG0000249	Prae.g_00164	Prax.g_01057
OG0000250	Prae.g_00165	Prax.g_01056
OG0000251	Prae.g_00166	Prax.g_01055
OG0000252	Prae.g_00167	Prax.g_01054
OG0000253	Prae.g_00168	Prax.g_01053
OG0000254	Prae.g_00170	Prax.g_01051
OG0000255	Prae.g_00171	Prax.g_01050
OG0000256	Prae.g_00174	Prax.g_01047
OG0000257	Prae.g_00176	Prax.g_01045
OG0000258	Prae.g_00177	Prax.g_01044
OG0000259	Prae.g_00178	Prax.g_01043
OG0000260	Prae.g_00179	Prax.g_01042
OG0000261	Prae.g_00180	Prax.g_01041
OG0000262	Prae.g_00181	Prax.g_01040
OG0000263	Prae.g_00182	Prax.g_01039
OG0000264	Prae.g_00184	Prax.g_01037
OG0000265	Prae.g_00185	Prax.g_01036
OG0000266	Prae.g_00186	Prax.g_01035
OG0000267	Prae.g_00188	Prax.g_01033
OG0000268	Prae.g_00189	Prax.g_01032
OG0000269	Prae.g_00190	Prax.g_01031
OG0000270	Prae.g_00191	Prax.g_01030
OG0000271	Prae.g_00192	Prax.g_01029
OG0000272	Prae.g_00193	Prax.g_01028
OG0000273	Prae.g_00194	Prax.g_01027
OG0000274	Prae.g_00195	Prax.g_01026
OG0000275	Prae.g_00196	Prax.g_01025
OG0000276	Prae.g_00197	Prax.g_01024
OG0000277	Prae.g_00198	Prax.g_01023
OG0000278	Prae.g_00199	Prax.g_01022
OG0000279	Prae.g_00200	Prax.g_01021
OG0000280	Prae.g_00201	Prax.g_01020
OG0000281	Prae.g_00203	Prax.g_01018
OG0000282	Prae.g_00204	Prax.g_01017
OG0000283	Prae.g_00207	Prax.g_01014
OG0000284	Prae.g_00208	Prax.g_01013
OG0000285	Prae.g_00209	Prax.g_01012
OG0000286	Prae.g_00211	Prax.g_01010
OG0000287	Prae.g_00212	Prax.g_01009
OG0000288	Prae.g_00213	Prax.g_01008
OG0000289	Prae.g_00214	Prax.g_01007
OG0000290	Prae.g_00215	Prax.g_01006
OG0000291	Prae.g_00216	Prax.g_01005
OG0000292	Prae.g_00217	Prax.g_01004
OG0000293	Prae.g_00218	Prax.g_01003
OG0000294	Prae.g_00219	Prax.g_01002
OG0000295	Prae.g_00220	Prax.g_01001
OG0000296	Prae.g_00221	Prax.g_01000
OG0000297	Prae.g_00222	Prax.g_00999
OG0000298	Prae.g_00223	Prax.g_00998
OG0000299	Prae.g_00224	Prax.g_00997
OG0000300	Prae.g_00225	Prax.g_00996
OG0000301	Prae.g_00226	Prax.g_00995
OG0000302	Prae.g_00227	Prax.g_00994
OG0000303	Prae.g_00228	Prax.g_00993
OG0000304	Prae.g_00229	Prax.g_00992
OG0000305	Prae.g_00230	Prax.g_00991
OG0000306	Prae.g_00231	Prax.g_00990
OG0000307	Prae.g_00232	Prax.g_00989
OG0000308	Prae.g_00233	Prax.g_00988
OG0000309	Prae.g_00234	Prax.g_00987
OG0000310	Prae.g_00235	Prax.g_00986
OG0000311	Prae.g_00236	Prax.g_00985
OG0000312	Prae.g_00238	Prax.g_00983
OG0000313	Prae.g_00239	Prax.g_00982
OG0000314	Prae.g_00242	Prax.g_00979
OG0000315	Prae.g_00243	Prax.g_00978
OG0000316	Prae.g_00245	Prax.g_00933
OG0000317	Prae.g_00247	Prax.g_00931
OG0000318	Prae.g_00248	Prax.g_00930
OG0000319	Prae.g_00249	Prax.g_00929
OG0000320	Prae.g_00250	Prax.g_00928
OG0000321	Prae.g_00253	Prax.g_00925
OG0000322	Prae.g_00256	Prax.g_00922
OG0000323	Prae.g_00257	Prax.g_00921
OG0000324	Prae.g_00260	Prax.g_00918
OG0000325	Prae.g_00262	Prax.g_00916
OG0000326	Prae.g_00263	Prax.g_00915
OG0000327	Prae.g_00265	Prax.g_00913
OG0000328	Prae.g_00266	Prax.g_00912
OG0000329	Prae.g_00267	Prax.g_00911
OG0000330	Prae.g_00268	Prax.g_00910
OG0000331	Prae.g_00269	Prax.g_00909
OG0000332	Prae.g_00270	Prax.g_00908
OG0000333	Prae.g_00271	Prax.g_00907
OG0000334	Prae.g_00272	Prax.g_00906
OG0000335	Prae.g_00273	Prax.g_00905
OG0000336	Prae.g_00274	Prax.g_00904
OG0000337	Prae.g_00276	Prax.g_00900
OG0000338	Prae.g_00277	Prax.g_00899
OG0000339	Prae.g_00278	Prax.g_00898
OG0000340	Prae.g_00279	Prax.g_00897
OG0000341	Prae.g_00283	Prax.g_00893
OG0000342	Prae.g_00284	Prax.g_00892
OG0000343	Prae.g_00286	Prax.g_00890
OG0000344	Prae.g_00287	Prax.g_00889
OG0000345	Prae.g_00288	Prax.g_00888
OG0000346	Prae.g_00289	Prax.g_00887
OG0000347	Prae.g_00290	Prax.g_00886
OG0000348	Prae.g_00291	Prax.g_00885
OG0000349	Prae.g_00292	Prax.g_00884
OG0000350	Prae.g_00293	Prax.g_00883
OG0000351	Prae.g_00296	Prax.g_00880
OG0000352	Prae.g_00299	Prax.g_00877
OG0000353	Prae.g_00300	Prax.g_00876
OG0000354	Prae.g_00301	Prax.g_00875
OG0000355	Prae.g_00302	Prax.g_00874
OG0000356	Prae.g_00303	Prax.g_00873
OG0000357	Prae.g_00304	Prax.g_00872
OG0000358	Prae.g_00305	Prax.g_00871
OG0000359	Prae.g_00306	Prax.g_00870
OG0000360	Prae.g_00309	Prax.g_00867
OG0000361	Prae.g_00310	Prax.g_00866
OG0000362	Prae.g_00311	Prax.g_00865
OG0000363	Prae.g_00312	Prax.g_00864
OG0000364	Prae.g_00313	Prax.g_00863
OG0000365	Prae.g_00314	Prax.g_00862
OG0000366	Prae.g_00315	Prax.g_00861
OG0000367	Prae.g_00316	Prax.g_00860
OG0000368	Prae.g_00317	Prax.g_00859
OG0000369	Prae.g_00318	Prax.g_00858
OG0000370	Prae.g_00319	Prax.g_00857
OG0000371	Prae.g_00320	Prax.g_00856
OG0000372	Prae.g_00322	Prax.g_00854
OG0000373	Prae.g_00324	Prax.g_00850
OG0000374	Prae.g_00325	Prax.g_00849
OG0000375	Prae.g_00326	Prax.g_00848
OG0000376	Prae.g_00328	Prax.g_00846
OG0000377	Prae.g_00329	Prax.g_00845
OG0000378	Prae.g_00330	Prax.g_00844
OG0000379	Prae.g_00335	Prax.g_00839
OG0000380	Prae.g_00336	Prax.g_00838
OG0000381	Prae.g_00337	Prax.g_00837
OG0000382	Prae.g_00338	Prax.g_00835
OG0000383	Prae.g_00341	Prax.g_00832
OG0000384	Prae.g_00342	Prax.g_00831
OG0000385	Prae.g_00344	Prax.g_00828
OG0000386	Prae.g_00345	Prax.g_00827
OG0000387	Prae.g_00346	Prax.g_00826
OG0000388	Prae.g_00347	Prax.g_00825
OG0000389	Prae.g_00348	Prax.g_00824
OG0000390	Prae.g_00349	Prax.g_00823
OG0000391	Prae.g_00350	Prax.g_00822
OG0000392	Prae.g_00351	Prax.g_00821
OG0000393	Prae.g_00354	Prax.g_00818
OG0000394	Prae.g_00355	Prax.g_00817
OG0000395	Prae.g_00357	Prax.g_00815
OG0000396	Prae.g_00358	Prax.g_00814
OG0000397	Prae.g_00371	Prax.g_00802
OG0000398	Prae.g_00379	Prax.g_00795
OG0000399	Prae.g_00380	Prax.g_00794
OG0000400	Prae.g_00385	Prax.g_00790
OG0000401	Prae.g_00405	Prax.g_00769
OG0000402	Prae.g_00406	Prax.g_00768
OG0000403	Prae.g_00407	Prax.g_00767
OG0000404	Prae.g_00409	Prax.g_00765
OG0000405	Prae.g_00410	Prax.g_00764
OG0000406	Prae.g_00412	Prax.g_00762
OG0000407	Prae.g_00413	Prax.g_00761
OG0000408	Prae.g_00414	Prax.g_00760
OG0000409	Prae.g_00415	Prax.g_00759
OG0000410	Prae.g_00416	Prax.g_00758
OG0000411	Prae.g_00417	Prax.g_00757
OG0000412	Prae.g_00418	Prax.g_00756
OG0000413	Prae.g_00419	Prax.g_00755
OG0000414	Prae.g_00420	Prax.g_00754
OG0000415	Prae.g_00421	Prax.g_00753
OG0000416	Prae.g_00422	Prax.g_00752
OG0000417	Prae.g_00423	Prax.g_00751
OG0000418	Prae.g_00424	Prax.g_00750
OG0000419	Prae.g_00425	Prax.g_00749
OG0000420	Prae.g_00426	Prax.g_00748
OG0000421	Prae.g_00427	Prax.g_00747
OG0000422	Prae.g_00429	Prax.g_00746
OG0000423	Prae.g_00430	Prax.g_00745
OG0000424	Prae.g_00432	Prax.g_00743
OG0000425	Prae.g_00435	Prax.g_00740
OG0000426	Prae.g_00436	Prax.g_00739
OG0000427	Prae.g_00437	Prax.g_00738
OG0000428	Prae.g_00438	Prax.g_00737
OG0000429	Prae.g_00439	Prax.g_00736
OG0000430	Prae.g_00445	Prax.g_00731
OG0000431	Prae.g_00447	Prax.g_00729
OG0000432	Prae.g_00448	Prax.g_00728
OG0000433	Prae.g_00451	Prax.g_00725
OG0000434	Prae.g_00452	Prax.g_00724
OG0000435	Prae.g_00453	Prax.g_00723
OG0000436	Prae.g_00455	Prax.g_00721
OG0000437	Prae.g_00457	Prax.g_00719
OG0000438	Prae.g_00458	Prax.g_00718
OG0000439	Prae.g_00459	Prax.g_00717
OG0000440	Prae.g_00461	Prax.g_00715
OG0000441	Prae.g_00462	Prax.g_00714
OG0000442	Prae.g_00463	Prax.g_00713
OG0000443	Prae.g_00464	Prax.g_00712
OG0000444	Prae.g_00465	Prax.g_00711
OG0000445	Prae.g_00466	Prax.g_00709
OG0000446	Prae.g_00467	Prax.g_00708
OG0000447	Prae.g_00468	Prax.g_00707
OG0000448	Prae.g_00469	Prax.g_00706
OG0000449	Prae.g_00474	Prax.g_00701
OG0000450	Prae.g_00475	Prax.g_00700
OG0000451	Prae.g_00476	Prax.g_00699
OG0000452	Prae.g_00477	Prax.g_00698
OG0000453	Prae.g_00479	Prax.g_00696
OG0000454	Prae.g_00480	Prax.g_00695
OG0000455	Prae.g_00481	Prax.g_00694
OG0000456	Prae.g_00482	Prax.g_00693
OG0000457	Prae.g_00484	Prax.g_00691
OG0000458	Prae.g_00486	Prax.g_00689
OG0000459	Prae.g_00487	Prax.g_00688
OG0000460	Prae.g_00489	Prax.g_00686
OG0000461	Prae.g_00490	Prax.g_00685
OG0000462	Prae.g_00491	Prax.g_00684
OG0000463	Prae.g_00492	Prax.g_00683
OG0000464	Prae.g_00497	Prax.g_00678
OG0000465	Prae.g_00499	Prax.g_00676
OG0000466	Prae.g_00500	Prax.g_00675
OG0000467	Prae.g_00501	Prax.g_00674
OG0000468	Prae.g_00502	Prax.g_00673
OG0000469	Prae.g_00503	Prax.g_00672
OG0000470	Prae.g_00504	Prax.g_00671
OG0000471	Prae.g_00505	Prax.g_00670
OG0000472	Prae.g_00509	Prax.g_00667
OG0000473	Prae.g_00510	Prax.g_00666
OG0000474	Prae.g_00511	Prax.g_00665
OG0000475	Prae.g_00512	Prax.g_00664
OG0000476	Prae.g_00513	Prax.g_00663
OG0000477	Prae.g_00515	Prax.g_00001
OG0000478	Prae.g_00516	Prax.g_00002
OG0000479	Prae.g_00517	Prax.g_00003
OG0000480	Prae.g_00519	Prax.g_00005
OG0000481	Prae.g_00520	Prax.g_00006
OG0000482	Prae.g_00521	Prax.g_00007
OG0000483	Prae.g_00522	Prax.g_00008
OG0000484	Prae.g_00523	Prax.g_00009
OG0000485	Prae.g_00524	Prax.g_00010
OG0000486	Prae.g_00525	Prax.g_00011
OG0000487	Prae.g_00526	Prax.g_00012
OG0000488	Prae.g_00528	Prax.g_00014
OG0000489	Prae.g_00529	Prax.g_00015
OG0000490	Prae.g_00530	Prax.g_00016
OG0000491	Prae.g_00531	Prax.g_00017
OG0000492	Prae.g_00532	Prax.g_00018
OG0000493	Prae.g_00533	Prax.g_00019
OG0000494	Prae.g_00535	Prax.g_00021
OG0000495	Prae.g_00536	Prax.g_00022
OG0000496	Prae.g_00537	Prax.g_00023
OG0000497	Prae.g_00538	Prax.g_00024
OG0000498	Prae.g_00539	Prax.g_00025
OG0000499	Prae.g_00541	Prax.g_00027
OG0000500	Prae.g_00542	Prax.g_00028
OG0000501	Prae.g_00544	Prax.g_00030
OG0000502	Prae.g_00545	Prax.g_00031
OG0000503	Prae.g_00546	Prax.g_00032
OG0000504	Prae.g_00547	Prax.g_00033
OG0000505	Prae.g_00548	Prax.g_00034
OG0000506	Prae.g_00549	Prax.g_00035
OG0000507	Prae.g_00550	Prax.g_00036
OG0000508	Prae.g_00552	Prax.g_00038
OG0000509	Prae.g_00553	Prax.g_00039
OG0000510	Prae.g_00554	Prax.g_00040
OG0000511	Prae.g_00555	Prax.g_00041
OG0000512	Prae.g_00556	Prax.g_00042
OG0000513	Prae.g_00557	Prax.g_00043
OG0000514	Prae.g_00558	Prax.g_00044
OG0000515	Prae.g_00560	Prax.g_00046
OG0000516	Prae.g_00561	Prax.g_00047
OG0000517	Prae.g_00562	Prax.g_00048
OG0000518	Prae.g_00565	Prax.g_00050
OG0000519	Prae.g_00566	Prax.g_00051
OG0000520	Prae.g_00567	Prax.g_00052
OG0000521	Prae.g_00568	Prax.g_00053
OG0000522	Prae.g_00569	Prax.g_00054
OG0000523	Prae.g_00570	Prax.g_00055
OG0000524	Prae.g_00571	Prax.g_00056
OG0000525	Prae.g_00573	Prax.g_00058
OG0000526	Prae.g_00574	Prax.g_00059
OG0000527	Prae.g_00575	Prax.g_00060
OG0000528	Prae.g_00576	Prax.g_00061
OG0000529	Prae.g_00577	Prax.g_00062
OG0000530	Prae.g_00578	Prax.g_00063
OG0000531	Prae.g_00579	Prax.g_00064
OG0000532	Prae.g_00580	Prax.g_00065
OG0000533	Prae.g_00581	Prax.g_00066
OG0000534	Prae.g_00582	Prax.g_00067
OG0000535	Prae.g_00583	Prax.g_00068
OG0000536	Prae.g_00584	Prax.g_00069
OG0000537	Prae.g_00585	Prax.g_00070
OG0000538	Prae.g_00586	Prax.g_00071
OG0000539	Prae.g_00587	Prax.g_00072
OG0000540	Prae.g_00588	Prax.g_00073
OG0000541	Prae.g_00589	Prax.g_00074
OG0000542	Prae.g_00590	Prax.g_00075
OG0000543	Prae.g_00591	Prax.g_00076
OG0000544	Prae.g_00592	Prax.g_00077
OG0000545	Prae.g_00595	Prax.g_00080
OG0000546	Prae.g_00596	Prax.g_00081
OG0000547	Prae.g_00598	Prax.g_00083
OG0000548	Prae.g_00599	Prax.g_00084
OG0000549	Prae.g_00600	Prax.g_00085
OG0000550	Prae.g_00601	Prax.g_00086
OG0000551	Prae.g_00602	Prax.g_00087
OG0000552	Prae.g_00603	Prax.g_00088
OG0000553	Prae.g_00604	Prax.g_00089
OG0000554	Prae.g_00605	Prax.g_00090
OG0000555	Prae.g_00606	Prax.g_00091
OG0000556	Prae.g_00607	Prax.g_00092
OG0000557	Prae.g_00608	Prax.g_00093
OG0000558	Prae.g_00609	Prax.g_00094
OG0000559	Prae.g_00610	Prax.g_00095
OG0000560	Prae.g_00612	Prax.g_00097
OG0000561	Prae.g_00613	Prax.g_00098
OG0000562	Prae.g_00614	Prax.g_00099
OG0000563	Prae.g_00615	Prax.g_00100
OG0000564	Prae.g_00616	Prax.g_00101
OG0000565	Prae.g_00617	Prax.g_00102
OG0000566	Prae.g_00618	Prax.g_00103
OG0000567	Prae.g_00619	Prax.g_00104
OG0000568	Prae.g_00620	Prax.g_00105
OG0000569	Prae.g_00621	Prax.g_00106
OG0000570	Prae.g_00622	Prax.g_00107
OG0000571	Prae.g_00623	Prax.g_00108
OG0000572	Prae.g_00624	Prax.g_00109
OG0000573	Prae.g_00627	Prax.g_00112
