Orthogroup	Syaj	Syai
OG0000063	Syaj.g_02302	Syai.g_00042
OG0000064	Syaj.g_01253	Syai.g_02844
OG0000066	Syaj.g_00157	Syai.g_01709, Syai.g_00719
OG0000067	Syaj.g_01023	Syai.g_01321
OG0000068	Syaj.g_00059	Syai.g_00628
OG0000070	Syaj.g_01529	Syai.g_02196
OG0000071	Syaj.g_01511	Syai.g_02179
OG0000072	Syaj.g_01992	Syai.g_02636
OG0000073	Syaj.g_00093	Syai.g_00659
OG0000075	Syaj.g_02457	Syai.g_00161
OG0000076	Syaj.g_02417	Syai.g_00111
OG0000077	Syaj.g_01831	Syai.g_02486
OG0000078	Syaj.g_02880	Syai.g_00543
OG0000079	Syaj.g_02609	Syai.g_00300
OG0000081	Syaj.g_02888	Syai.g_00553
OG0000082	Syaj.g_00229	Syai.g_00781
OG0000084	Syaj.g_01375	Syai.g_00958
OG0000085	Syaj.g_01707	Syai.g_02365
OG0000086	Syaj.g_01848	Syai.g_02507
OG0000087	Syaj.g_01945	Syai.g_02592
OG0000088	Syaj.g_01986	Syai.g_02630
OG0000089	Syaj.g_02829	Syai.g_00517
OG0000090	Syaj.g_00144	Syai.g_00707
OG0000091	Syaj.g_01275	Syai.g_01112
OG0000092	Syaj.g_00339	Syai.g_01358
OG0000093	Syaj.g_01042	Syai.g_01306
OG0000094	Syaj.g_00804	Syai.g_01424
OG0000095	Syaj.g_00427	Syai.g_02007
OG0000097	Syaj.g_00589	Syai.g_01787
OG0000098	Syaj.g_02671	Syai.g_01718
OG0000099	Syaj.g_02503	Syai.g_00199
OG0000100	Syaj.g_00987	Syai.g_01372
OG0000101	Syaj.g_02738	Syai.g_00404
OG0000102	Syaj.g_02411	Syai.g_00106
OG0000103	Syaj.g_02243	Syai.g_02912
OG0000104	Syaj.g_02258	Syai.g_02929
OG0000105	Syaj.g_02573	Syai.g_00267
OG0000106	Syaj.g_01130	Syai.g_01601
OG0000107	Syaj.g_02637	Syai.g_00319
OG0000108	Syaj.g_00072	Syai.g_00638
OG0000109	Syaj.g_00087	Syai.g_00653
OG0000110	Syaj.g_00215	Syai.g_00766
OG0000111	Syaj.g_00437	Syai.g_00884, Syai.g_01998
OG0000112	Syaj.g_00907	Syai.g_01512
OG0000113	Syaj.g_00992	Syai.g_01367
OG0000114	Syaj.g_00741	Syai.g_01261
OG0000115	Syaj.g_01402	Syai.g_00932
OG0000116	Syaj.g_00289	Syai.g_02156
OG0000117	Syaj.g_00637	Syai.g_01756
OG0000118	Syaj.g_00267	Syai.g_00818
OG0000119	Syaj.g_00317	Syai.g_02127
OG0000120	Syaj.g_02502	Syai.g_00198
OG0000121	Syaj.g_01383	Syai.g_00951
OG0000122	Syaj.g_01250	Syai.g_01143
OG0000123	Syaj.g_02745	Syai.g_00411
OG0000124	Syaj.g_02388	Syai.g_00089
OG0000125	Syaj.g_02117	Syai.g_02782
OG0000126	Syaj.g_02256	Syai.g_02927
OG0000127	Syaj.g_00538	Syai.g_01855
OG0000127	Syaj.g_00036	Syai.g_02459
OG0000128	Syaj.g_02274	Syai.g_00012
OG0000129	Syaj.g_02106	Syai.g_02771
OG0000130	Syaj.g_01818	Syai.g_02474
OG0000131	Syaj.g_01964	Syai.g_02608
OG0000132	Syaj.g_01984, Syaj.g_00688	Syai.g_02628
OG0000133	Syaj.g_00902	Syai.g_01507
OG0000134	Syaj.g_02832	Syai.g_00520
OG0000135	Syaj.g_02167	Syai.g_02826
OG0000136	Syaj.g_01550	Syai.g_02217
OG0000137	Syaj.g_01444	Syai.g_00865
OG0000138	Syaj.g_00088	Syai.g_00654
OG0000139	Syaj.g_00150	Syai.g_00714
OG0000140	Syaj.g_00153	Syai.g_00716
OG0000141	Syaj.g_01340	Syai.g_01041
OG0000142	Syaj.g_01283	Syai.g_01104
OG0000143	Syaj.g_01279	Syai.g_01108
OG0000144	Syaj.g_01151	Syai.g_01608
OG0000145	Syaj.g_00094	Syai.g_00660
OG0000146	Syaj.g_00908	Syai.g_01513
OG0000147	Syaj.g_00909	Syai.g_01514
OG0000148	Syaj.g_01003, Syaj.g_01002	Syai.g_01361
OG0000149	Syaj.g_00369	Syai.g_02059
OG0000150	Syaj.g_01339, Syaj.g_00154	Syai.g_00717
OG0000151	Syaj.g_01074	Syai.g_01280
OG0000152	Syaj.g_00898	Syai.g_01503
OG0000153	Syaj.g_00842	Syai.g_01461
OG0000154	Syaj.g_00814	Syai.g_01434
OG0000155	Syaj.g_00338	Syai.g_02109
OG0000156	Syaj.g_00282	Syai.g_02162
OG0000157	Syaj.g_00281	Syai.g_02163
OG0000158	Syaj.g_02445	Syai.g_00135
OG0000160	Syaj.g_01382	Syai.g_00952
OG0000161	Syaj.g_01389	Syai.g_00946
OG0000162	Syaj.g_01395	Syai.g_00939
OG0000163	Syaj.g_01639	Syai.g_02300
OG0000164	Syaj.g_01758	Syai.g_02411
OG0000165	Syaj.g_01582	Syai.g_02244
OG0000166	Syaj.g_02698	Syai.g_00364
OG0000167	Syaj.g_02460	Syai.g_00164
OG0000168	Syaj.g_02444	Syai.g_00134
OG0000169	Syaj.g_02431, Syaj.g_02429	Syai.g_00123
OG0000170	Syaj.g_02422	Syai.g_00116
OG0000171	Syaj.g_02389	Syai.g_00090
OG0000172	Syaj.g_02365	Syai.g_00083
OG0000173	Syaj.g_02321	Syai.g_00064
OG0000174	Syaj.g_02169	Syai.g_02828
OG0000175	Syaj.g_02229	Syai.g_02901
OG0000176	Syaj.g_02266	Syai.g_00004
OG0000177	Syaj.g_02267	Syai.g_00005
OG0000178	Syaj.g_02268	Syai.g_00006
OG0000179	Syaj.g_02283	Syai.g_00023
OG0000180	Syaj.g_02284	Syai.g_00024
OG0000181	Syaj.g_02285	Syai.g_00025
OG0000182	Syaj.g_02286	Syai.g_00026
OG0000183	Syaj.g_02290	Syai.g_00030
OG0000184	Syaj.g_02098	Syai.g_02756
OG0000185	Syaj.g_02087	Syai.g_02734
OG0000186	Syaj.g_01812	Syai.g_02469
OG0000187	Syaj.g_01814	Syai.g_02471
OG0000188	Syaj.g_01837	Syai.g_02494, Syai.g_00696
OG0000189	Syaj.g_01874	Syai.g_02530
OG0000190	Syaj.g_01876	Syai.g_02532
OG0000191	Syaj.g_01910	Syai.g_02562
OG0000192	Syaj.g_01919	Syai.g_02569
OG0000193	Syaj.g_01965	Syai.g_02609
OG0000194	Syaj.g_01968	Syai.g_02612
OG0000195	Syaj.g_01971	Syai.g_02614
OG0000196	Syaj.g_01981	Syai.g_02625
OG0000197	Syaj.g_01982	Syai.g_02626
OG0000198	Syaj.g_01983	Syai.g_02627
OG0000199	Syaj.g_01991	Syai.g_02635
OG0000200	Syaj.g_02008	Syai.g_02651
OG0000201	Syaj.g_02024	Syai.g_02667
OG0000202	Syaj.g_02025	Syai.g_02668
OG0000203	Syaj.g_02026	Syai.g_02669
OG0000204	Syaj.g_02027	Syai.g_02670
OG0000205	Syaj.g_02035	Syai.g_02677
OG0000206	Syaj.g_02043	Syai.g_02684
OG0000207	Syaj.g_02045	Syai.g_02686
OG0000208	Syaj.g_02046	Syai.g_02687
OG0000209	Syaj.g_02070	Syai.g_02699
OG0000210	Syaj.g_02071	Syai.g_02700
OG0000211	Syaj.g_02856	Syai.g_00533
OG0000212	Syaj.g_02881	Syai.g_00544
OG0000213	Syaj.g_02601	Syai.g_00292
OG0000214	Syaj.g_02582	Syai.g_00276
OG0000215	Syaj.g_02551	Syai.g_00245
OG0000216	Syaj.g_02547	Syai.g_00241
OG0000217	Syaj.g_02543	Syai.g_00237
OG0000218	Syaj.g_02541	Syai.g_00235
OG0000219	Syaj.g_02540	Syai.g_00234
OG0000220	Syaj.g_02539	Syai.g_00233
OG0000221	Syaj.g_02530	Syai.g_00227
OG0000222	Syaj.g_02516	Syai.g_00215
OG0000223	Syaj.g_02494	Syai.g_00194
OG0000224	Syaj.g_02487	Syai.g_00186
OG0000225	Syaj.g_02821	Syai.g_00502
OG0000226	Syaj.g_02825	Syai.g_00506
OG0000227	Syaj.g_02827	Syai.g_00508
OG0000228	Syaj.g_02828	Syai.g_00516
OG0000229	Syaj.g_01555	Syai.g_02228
OG0000230	Syaj.g_01553	Syai.g_02226
OG0000231	Syaj.g_01541	Syai.g_02208
OG0000232	Syaj.g_01497	Syai.g_00846
OG0000233	Syaj.g_01481	Syai.g_00855
OG0000234	Syaj.g_01442	Syai.g_00866
OG0000235	Syaj.g_00071	Syai.g_00637
OG0000236	Syaj.g_00086	Syai.g_00652
OG0000237	Syaj.g_00103	Syai.g_00669
OG0000238	Syaj.g_00108	Syai.g_00674
OG0000239	Syaj.g_00125	Syai.g_00691
OG0000240	Syaj.g_00126	Syai.g_00692
OG0000241	Syaj.g_01291	Syai.g_01085
OG0000242	Syaj.g_00142	Syai.g_00705
OG0000243	Syaj.g_00164	Syai.g_00726
OG0000244	Syaj.g_00180	Syai.g_00731
OG0000245	Syaj.g_00182	Syai.g_00733
OG0000246	Syaj.g_00186	Syai.g_00737
OG0000247	Syaj.g_00197	Syai.g_00748
OG0000248	Syaj.g_00200	Syai.g_00751
OG0000249	Syaj.g_00202	Syai.g_00753
OG0000250	Syaj.g_00211	Syai.g_00762
OG0000251	Syaj.g_00237	Syai.g_00789
OG0000252	Syaj.g_00243	Syai.g_00797
OG0000253	Syaj.g_00245	Syai.g_00798
OG0000254	Syaj.g_01335	Syai.g_01045
OG0000255	Syaj.g_01315	Syai.g_01061
OG0000256	Syaj.g_01297	Syai.g_01077
OG0000257	Syaj.g_01292	Syai.g_01084
OG0000258	Syaj.g_01274	Syai.g_01113
OG0000259	Syaj.g_00707	Syai.g_01229
OG0000260	Syaj.g_00712	Syai.g_01232
OG0000261	Syaj.g_00715	Syai.g_01235
OG0000262	Syaj.g_00720	Syai.g_01240
OG0000263	Syaj.g_00605	Syai.g_01776
OG0000264	Syaj.g_00485	Syai.g_01962
OG0000266	Syaj.g_00946	Syai.g_01401
OG0000267	Syaj.g_00770	Syai.g_01569
OG0000268	Syaj.g_00771	Syai.g_01568
OG0000269	Syaj.g_01031	Syai.g_01316
OG0000270	Syaj.g_01025	Syai.g_01319
OG0000271	Syaj.g_01017	Syai.g_01327
OG0000272	Syaj.g_01016	Syai.g_01328
OG0000273	Syaj.g_00389	Syai.g_02037
OG0000274	Syaj.g_00388	Syai.g_02038
OG0000275	Syaj.g_00384	Syai.g_02043
OG0000276	Syaj.g_00377	Syai.g_02051
OG0000277	Syaj.g_00376	Syai.g_02052
OG0000278	Syaj.g_00373	Syai.g_02055
OG0000279	Syaj.g_00357	Syai.g_02063
OG0000280	Syaj.g_00348	Syai.g_02084
OG0000281	Syaj.g_02670	Syai.g_01719
OG0000282	Syaj.g_00743	Syai.g_01263
OG0000283	Syaj.g_00790	Syai.g_01554
OG0000284	Syaj.g_00930	Syai.g_01548
OG0000285	Syaj.g_00917	Syai.g_01522
OG0000286	Syaj.g_00899	Syai.g_01504
OG0000287	Syaj.g_00849	Syai.g_01469
OG0000288	Syaj.g_00815	Syai.g_01435
OG0000289	Syaj.g_00800	Syai.g_01421
OG0000290	Syaj.g_00424	Syai.g_02010
OG0000291	Syaj.g_00426	Syai.g_02008
OG0000292	Syaj.g_02255	Syai.g_02926
OG0000293	Syaj.g_00290	Syai.g_02155
OG0000294	Syaj.g_00291	Syai.g_02154
OG0000295	Syaj.g_00330	Syai.g_02117
OG0000296	Syaj.g_00332	Syai.g_02115
OG0000297	Syaj.g_00639	Syai.g_01754
OG0000298	Syaj.g_00638	Syai.g_01755
OG0000299	Syaj.g_00592	Syai.g_01783
OG0000300	Syaj.g_00586	Syai.g_01790
OG0000301	Syaj.g_00585	Syai.g_01791
OG0000302	Syaj.g_00582	Syai.g_01793
OG0000303	Syaj.g_00572	Syai.g_01802
OG0000304	Syaj.g_00566	Syai.g_01826
OG0000305	Syaj.g_00429	Syai.g_02005
OG0000306	Syaj.g_01126	Syai.g_02090
OG0000307	Syaj.g_00051	Syai.g_00619
OG0000308	Syaj.g_00049	Syai.g_00617
OG0000309	Syaj.g_00044	Syai.g_00612
OG0000310	Syaj.g_01358	Syai.g_00989
OG0000311	Syaj.g_01362	Syai.g_00985
OG0000312	Syaj.g_01368	Syai.g_00966
OG0000313	Syaj.g_01386	Syai.g_00949
OG0000314	Syaj.g_01420	Syai.g_00908
OG0000315	Syaj.g_01430	Syai.g_00897
OG0000316	Syaj.g_01664	Syai.g_02320, Syai.g_02322
OG0000317	Syaj.g_01715	Syai.g_02373
OG0000318	Syaj.g_01722	Syai.g_02379
OG0000319	Syaj.g_01741	Syai.g_02395
OG0000320	Syaj.g_01743	Syai.g_02397
OG0000321	Syaj.g_01744	Syai.g_02398
OG0000322	Syaj.g_01745	Syai.g_02399
OG0000323	Syaj.g_01760	Syai.g_02413
OG0000324	Syaj.g_01609	Syai.g_02272
OG0000325	Syaj.g_02638	Syai.g_00320
OG0000326	Syaj.g_02645	Syai.g_00327
OG0000327	Syaj.g_02693	Syai.g_00359
OG0000328	Syaj.g_02694	Syai.g_00360
OG0000329	Syaj.g_02712	Syai.g_00378
OG0000330	Syaj.g_02713	Syai.g_00379
OG0000331	Syaj.g_02714	Syai.g_00380
OG0000332	Syaj.g_02729	Syai.g_00395
OG0000333	Syaj.g_02732	Syai.g_00398
OG0000334	Syaj.g_02741	Syai.g_00407
OG0000335	Syaj.g_02746	Syai.g_00412
OG0000336	Syaj.g_02750	Syai.g_00416
OG0000337	Syaj.g_02466	Syai.g_00169
OG0000338	Syaj.g_02462	Syai.g_00166
OG0000339	Syaj.g_02455	Syai.g_00160
OG0000340	Syaj.g_02443	Syai.g_00133
OG0000341	Syaj.g_02441	Syai.g_00131
OG0000342	Syaj.g_02440	Syai.g_00130
OG0000343	Syaj.g_02437	Syai.g_00129
OG0000344	Syaj.g_02433	Syai.g_00125
OG0000345	Syaj.g_02421	Syai.g_00115
OG0000346	Syaj.g_02416	Syai.g_00110
OG0000347	Syaj.g_02383	Syai.g_00087
OG0000348	Syaj.g_02333	Syai.g_00076
OG0000349	Syaj.g_02314	Syai.g_00057
OG0000350	Syaj.g_02652	Syai.g_00334
OG0000351	Syaj.g_02234	Syai.g_02904
OG0000352	Syaj.g_02235	Syai.g_02905
OG0000353	Syaj.g_02261	Syai.g_02932
OG0000354	Syaj.g_00114	Syai.g_00680
OG0000354	Syaj.g_02281	Syai.g_00019
OG0000355	Syaj.g_02263	Syai.g_00001
OG0000356	Syaj.g_02264	Syai.g_00002
OG0000357	Syaj.g_02265	Syai.g_00003
OG0000358	Syaj.g_02269	Syai.g_00007
OG0000359	Syaj.g_02271	Syai.g_00009
OG0000360	Syaj.g_02272	Syai.g_00010
OG0000361	Syaj.g_02273	Syai.g_00011
OG0000362	Syaj.g_02275	Syai.g_00013
OG0000363	Syaj.g_02277	Syai.g_00015
OG0000364	Syaj.g_02278	Syai.g_00016
OG0000365	Syaj.g_02287	Syai.g_00027
OG0000366	Syaj.g_02288	Syai.g_00028
OG0000367	Syaj.g_02289	Syai.g_00029
OG0000368	Syaj.g_02291	Syai.g_00031
OG0000369	Syaj.g_02292	Syai.g_00032
OG0000370	Syaj.g_02293	Syai.g_00033
OG0000371	Syaj.g_02301	Syai.g_00041
OG0000372	Syaj.g_02307	Syai.g_00047
OG0000373	Syaj.g_02308	Syai.g_00048
OG0000374	Syaj.g_02309	Syai.g_00049
OG0000375	Syaj.g_02310	Syai.g_00053
OG0000376	Syaj.g_02312	Syai.g_00055
OG0000377	Syaj.g_02105	Syai.g_02769
OG0000378	Syaj.g_02091	Syai.g_02751
OG0000379	Syaj.g_02086	Syai.g_02733
OG0000380	Syaj.g_01815	Syai.g_02472
OG0000381	Syaj.g_01819	Syai.g_02475
OG0000382	Syaj.g_01836	Syai.g_02493
OG0000383	Syaj.g_01839	Syai.g_02498
OG0000384	Syaj.g_01840	Syai.g_02499
OG0000385	Syaj.g_01841	Syai.g_02500
OG0000386	Syaj.g_01842	Syai.g_02501
OG0000387	Syaj.g_01878	Syai.g_02534
OG0000388	Syaj.g_01882	Syai.g_02538
OG0000389	Syaj.g_01886	Syai.g_02542
OG0000390	Syaj.g_01904	Syai.g_02556
OG0000391	Syaj.g_01909	Syai.g_02561
OG0000392	Syaj.g_01918	Syai.g_02568
OG0000393	Syaj.g_01922	Syai.g_02570
OG0000394	Syaj.g_01923	Syai.g_02571
OG0000395	Syaj.g_01924	Syai.g_02572
OG0000396	Syaj.g_01928	Syai.g_02575
OG0000397	Syaj.g_01930	Syai.g_02577
OG0000398	Syaj.g_01935	Syai.g_02582
OG0000399	Syaj.g_01936	Syai.g_02583
OG0000400	Syaj.g_01937	Syai.g_02584
OG0000401	Syaj.g_01938	Syai.g_02585
OG0000402	Syaj.g_01940	Syai.g_02588
OG0000403	Syaj.g_01941	Syai.g_02589
OG0000404	Syaj.g_01943	Syai.g_02590
OG0000405	Syaj.g_01961	Syai.g_02606
OG0000406	Syaj.g_01966	Syai.g_02610
OG0000407	Syaj.g_01967	Syai.g_02611
OG0000408	Syaj.g_01970	Syai.g_02613
OG0000409	Syaj.g_01972	Syai.g_02615
OG0000410	Syaj.g_01973	Syai.g_02616
OG0000411	Syaj.g_01974	Syai.g_02617
OG0000412	Syaj.g_01975	Syai.g_02618
OG0000413	Syaj.g_01977	Syai.g_02620
OG0000415	Syaj.g_01978	Syai.g_02622
OG0000416	Syaj.g_01979	Syai.g_02623
OG0000417	Syaj.g_01980	Syai.g_02624
OG0000418	Syaj.g_01985	Syai.g_02629
OG0000419	Syaj.g_01987	Syai.g_02631
OG0000420	Syaj.g_01989	Syai.g_02633
OG0000421	Syaj.g_01994	Syai.g_02638
OG0000422	Syaj.g_01995	Syai.g_02639
OG0000423	Syaj.g_01996	Syai.g_02640
OG0000424	Syaj.g_01997	Syai.g_02641
OG0000425	Syaj.g_01998	Syai.g_02642
OG0000426	Syaj.g_01999	Syai.g_02643
OG0000427	Syaj.g_02000	Syai.g_02644
OG0000428	Syaj.g_02003	Syai.g_02647
OG0000429	Syaj.g_02005	Syai.g_02649
OG0000430	Syaj.g_02007	Syai.g_02650
OG0000431	Syaj.g_02010	Syai.g_02654
OG0000432	Syaj.g_02017	Syai.g_02660
OG0000433	Syaj.g_02020	Syai.g_02662
OG0000434	Syaj.g_02021	Syai.g_02663
OG0000435	Syaj.g_02023	Syai.g_02666
OG0000436	Syaj.g_02029	Syai.g_02671
OG0000437	Syaj.g_02030	Syai.g_02672
OG0000438	Syaj.g_02031	Syai.g_02673
OG0000439	Syaj.g_02033	Syai.g_02675
OG0000440	Syaj.g_02034	Syai.g_02676
OG0000441	Syaj.g_02038	Syai.g_02681
OG0000442	Syaj.g_02039	Syai.g_02682
OG0000443	Syaj.g_02040	Syai.g_02683
OG0000444	Syaj.g_02052	Syai.g_02688
OG0000445	Syaj.g_02053	Syai.g_02689
OG0000446	Syaj.g_02055	Syai.g_02690
OG0000447	Syaj.g_02058	Syai.g_02693
OG0000448	Syaj.g_02059	Syai.g_02694
OG0000449	Syaj.g_02060	Syai.g_02695
OG0000450	Syaj.g_02067	Syai.g_02696
OG0000451	Syaj.g_02068	Syai.g_02697
OG0000452	Syaj.g_02072	Syai.g_02701
OG0000453	Syaj.g_02073	Syai.g_02702
OG0000454	Syaj.g_02074	Syai.g_02703
OG0000455	Syaj.g_02075	Syai.g_02704
OG0000456	Syaj.g_02076	Syai.g_02705
OG0000457	Syaj.g_02078	Syai.g_02707
OG0000458	Syaj.g_02079	Syai.g_02708
OG0000459	Syaj.g_02080	Syai.g_02709
OG0000460	Syaj.g_02858	Syai.g_00535
OG0000461	Syaj.g_02623	Syai.g_00314
OG0000462	Syaj.g_02620	Syai.g_00311
OG0000463	Syaj.g_02619	Syai.g_00310
OG0000464	Syaj.g_02618	Syai.g_00309
OG0000465	Syaj.g_02617	Syai.g_00307
OG0000466	Syaj.g_02612	Syai.g_00303
OG0000467	Syaj.g_02610	Syai.g_00301
OG0000468	Syaj.g_02605	Syai.g_00296
OG0000469	Syaj.g_02590	Syai.g_00282
OG0000470	Syaj.g_02586	Syai.g_00280
OG0000471	Syaj.g_02585	Syai.g_00279
OG0000472	Syaj.g_02583	Syai.g_00277
OG0000473	Syaj.g_02581	Syai.g_00275
OG0000474	Syaj.g_02580	Syai.g_00274
OG0000475	Syaj.g_02579	Syai.g_00273
OG0000476	Syaj.g_02577	Syai.g_00271
OG0000477	Syaj.g_02571	Syai.g_00265
OG0000478	Syaj.g_02570	Syai.g_00264
OG0000479	Syaj.g_02569	Syai.g_00263
OG0000480	Syaj.g_02562	Syai.g_00256
OG0000481	Syaj.g_02560	Syai.g_00254
OG0000482	Syaj.g_02559	Syai.g_00253
OG0000483	Syaj.g_02555	Syai.g_00249
OG0000484	Syaj.g_02554	Syai.g_00248
OG0000485	Syaj.g_02553	Syai.g_00247
OG0000486	Syaj.g_02552	Syai.g_00246
OG0000487	Syaj.g_02546	Syai.g_00240
OG0000488	Syaj.g_02542	Syai.g_00236
OG0000489	Syaj.g_02529	Syai.g_00226
OG0000490	Syaj.g_02519	Syai.g_00218
OG0000491	Syaj.g_02517	Syai.g_00217
OG0000492	Syaj.g_02515	Syai.g_00214
OG0000493	Syaj.g_02514	Syai.g_00213
OG0000494	Syaj.g_02513	Syai.g_00212
OG0000495	Syaj.g_02512	Syai.g_00211
OG0000496	Syaj.g_02511	Syai.g_00210
OG0000497	Syaj.g_02510	Syai.g_00209
OG0000498	Syaj.g_02509	Syai.g_00208
OG0000499	Syaj.g_02508	Syai.g_00207
OG0000500	Syaj.g_02507	Syai.g_00206
OG0000501	Syaj.g_02504	Syai.g_00203
OG0000502	Syaj.g_02492	Syai.g_00192
OG0000503	Syaj.g_02805	Syai.g_00486
OG0000504	Syaj.g_02807	Syai.g_00488
OG0000505	Syaj.g_02808	Syai.g_00489
OG0000506	Syaj.g_02810	Syai.g_00491
OG0000507	Syaj.g_02816	Syai.g_00497
OG0000508	Syaj.g_02820	Syai.g_00501
OG0000509	Syaj.g_02822	Syai.g_00503
OG0000510	Syaj.g_02823	Syai.g_00504
OG0000511	Syaj.g_02824	Syai.g_00505
OG0000512	Syaj.g_02826	Syai.g_00507
OG0000513	Syaj.g_02833	Syai.g_00521
OG0000514	Syaj.g_02839	Syai.g_00528
OG0000515	Syaj.g_02840	Syai.g_00529
OG0000516	Syaj.g_01561	Syai.g_02223
OG0000517	Syaj.g_01556	Syai.g_02229
OG0000518	Syaj.g_01544	Syai.g_02211
OG0000519	Syaj.g_01543	Syai.g_02210
OG0000520	Syaj.g_01542	Syai.g_02209
OG0000521	Syaj.g_00271	Syai.g_00842
OG0000522	Syaj.g_00273	Syai.g_00844
OG0000523	Syaj.g_00274	Syai.g_00845
OG0000524	Syaj.g_01485	Syai.g_00852
OG0000525	Syaj.g_01454	Syai.g_00856
OG0000526	Syaj.g_01451	Syai.g_00859
OG0000527	Syaj.g_01446	Syai.g_00863
OG0000528	Syaj.g_00065	Syai.g_00633
OG0000529	Syaj.g_00073	Syai.g_00639
OG0000530	Syaj.g_00076	Syai.g_00642
OG0000531	Syaj.g_00077	Syai.g_00643
OG0000532	Syaj.g_00080	Syai.g_00646
OG0000533	Syaj.g_00081	Syai.g_00647
OG0000534	Syaj.g_00082	Syai.g_00648
OG0000535	Syaj.g_00083	Syai.g_00649
OG0000536	Syaj.g_00084	Syai.g_00650
OG0000537	Syaj.g_00085	Syai.g_00651
OG0000538	Syaj.g_00096	Syai.g_00662
OG0000539	Syaj.g_00097	Syai.g_00663
OG0000540	Syaj.g_00098	Syai.g_00664
OG0000541	Syaj.g_00099	Syai.g_00665
OG0000542	Syaj.g_00102	Syai.g_00668
OG0000543	Syaj.g_00104	Syai.g_00670
