Orthogroup	Syaj	Praq
OG0000059	Syaj.g_02686	Praq.g_00927
OG0000061	Syaj.g_00302	Praq.g_01333
OG0000063	Syaj.g_02302	Praq.g_01237, Praq.g_01236, Praq.g_00075
OG0000065	Syaj.g_00007, Syaj.g_01887	Praq.g_01896
OG0000066	Syaj.g_00157	Praq.g_01063
OG0000067	Syaj.g_01023	Praq.g_00670
OG0000068	Syaj.g_00059	Praq.g_00175
OG0000070	Syaj.g_01529	Praq.g_01107
OG0000071	Syaj.g_01511	Praq.g_00133
OG0000072	Syaj.g_01992	Praq.g_01831
OG0000073	Syaj.g_00093	Praq.g_01103
OG0000075	Syaj.g_02457	Praq.g_00739
OG0000076	Syaj.g_02417	Praq.g_01243, Praq.g_00763
OG0000077	Syaj.g_01831	Praq.g_01925
OG0000078	Syaj.g_02880	Praq.g_01763
OG0000081	Syaj.g_02888	Praq.g_01071
OG0000082	Syaj.g_00229	Praq.g_01018
OG0000084	Syaj.g_01375	Praq.g_00290
OG0000086	Syaj.g_01848	Praq.g_01915
OG0000087	Syaj.g_01945	Praq.g_01864
OG0000088	Syaj.g_01986	Praq.g_01836
OG0000089	Syaj.g_02829, Syaj.g_01915	Praq.g_01188
OG0000090	Syaj.g_00144	Praq.g_01069
OG0000091	Syaj.g_01275	Praq.g_00960
OG0000092	Syaj.g_00339	Praq.g_01495, Praq.g_00725
OG0000094	Syaj.g_00804	Praq.g_01600
OG0000097	Syaj.g_00589	Praq.g_01374
OG0000098	Syaj.g_02671	Praq.g_00157
OG0000099	Syaj.g_02503	Praq.g_00216
OG0000100	Syaj.g_00987	Praq.g_00368
OG0000101	Syaj.g_02738	Praq.g_00879
OG0000102	Syaj.g_02411	Praq.g_00768
OG0000103	Syaj.g_02243	Praq.g_00414
OG0000104	Syaj.g_02258	Praq.g_00422
OG0000105	Syaj.g_02573	Praq.g_01729
OG0000106	Syaj.g_01130	Praq.g_01173
OG0000107	Syaj.g_02637	Praq.g_01158
OG0000108	Syaj.g_00072	Praq.g_00531
OG0000109	Syaj.g_00087	Praq.g_00545
OG0000110	Syaj.g_00215	Praq.g_01028
OG0000111	Syaj.g_00437	Praq.g_00828
OG0000112	Syaj.g_00907	Praq.g_00638
OG0000113	Syaj.g_00992	Praq.g_01420
OG0000114	Syaj.g_00741	Praq.g_01490
OG0000115	Syaj.g_01402	Praq.g_01278
OG0000116	Syaj.g_00289	Praq.g_01323
OG0000117	Syaj.g_00637	Praq.g_00084
OG0000118	Syaj.g_00267	Praq.g_00145
OG0000119	Syaj.g_00317	Praq.g_00171
OG0000120	Syaj.g_02502	Praq.g_00208
OG0000121	Syaj.g_01383	Praq.g_00296
OG0000122	Syaj.g_01250	Praq.g_00334
OG0000123	Syaj.g_02745	Praq.g_00873
OG0000124	Syaj.g_02388	Praq.g_00682
OG0000125	Syaj.g_02117	Praq.g_00718
OG0000126	Syaj.g_02256	Praq.g_00421
OG0000128	Syaj.g_02274	Praq.g_00437
OG0000129	Syaj.g_02106	Praq.g_01259
OG0000130	Syaj.g_01818	Praq.g_01934
OG0000131	Syaj.g_01964	Praq.g_01857
OG0000132	Syaj.g_01984	Praq.g_01838
OG0000133	Syaj.g_00902	Praq.g_01680
OG0000134	Syaj.g_02832	Praq.g_01187
OG0000135	Syaj.g_02167	Praq.g_01160
OG0000136	Syaj.g_01550	Praq.g_01116
OG0000137	Syaj.g_01444	Praq.g_00526
OG0000138	Syaj.g_00088	Praq.g_00546
OG0000139	Syaj.g_00150	Praq.g_01065
OG0000140	Syaj.g_00153	Praq.g_01064
OG0000141	Syaj.g_01340	Praq.g_00995
OG0000142	Syaj.g_01283	Praq.g_00967
OG0000143	Syaj.g_01279	Praq.g_00963
OG0000144	Syaj.g_01151	Praq.g_00781
OG0000145	Syaj.g_00094	Praq.g_00637
OG0000146	Syaj.g_00908	Praq.g_00639
OG0000147	Syaj.g_00909	Praq.g_00640
OG0000148	Syaj.g_01003	Praq.g_01414
OG0000149	Syaj.g_00369	Praq.g_01444
OG0000150	Syaj.g_01339, Syaj.g_00154	Praq.g_01452
OG0000151	Syaj.g_01074	Praq.g_01500
OG0000152	Syaj.g_00898	Praq.g_01548
OG0000153	Syaj.g_00842	Praq.g_01567
OG0000154	Syaj.g_00814	Praq.g_01593
OG0000155	Syaj.g_00338	Praq.g_01353
OG0000156	Syaj.g_00282	Praq.g_00122
OG0000157	Syaj.g_00281	Praq.g_00123
OG0000158	Syaj.g_02445	Praq.g_00258
OG0000160	Syaj.g_01382	Praq.g_00295
OG0000161	Syaj.g_01389	Praq.g_00301
OG0000162	Syaj.g_01395	Praq.g_00307
OG0000163	Syaj.g_01639	Praq.g_00341
OG0000164	Syaj.g_01758	Praq.g_00473
OG0000165	Syaj.g_01582	Praq.g_00466
OG0000166	Syaj.g_02698	Praq.g_00915
OG0000167	Syaj.g_02460	Praq.g_00737
OG0000168	Syaj.g_02444	Praq.g_00747
OG0000169	Syaj.g_02431, Syaj.g_02429	Praq.g_00757
OG0000170	Syaj.g_02422	Praq.g_00759
OG0000171	Syaj.g_02389	Praq.g_00681
OG0000172	Syaj.g_02365	Praq.g_00689
OG0000173	Syaj.g_02321	Praq.g_00704
OG0000174	Syaj.g_02169	Praq.g_00396
OG0000175	Syaj.g_02229	Praq.g_00406
OG0000176	Syaj.g_02266	Praq.g_00430
OG0000177	Syaj.g_02267	Praq.g_00431
OG0000178	Syaj.g_02268	Praq.g_00432
OG0000179	Syaj.g_02283	Praq.g_01219
OG0000180	Syaj.g_02284	Praq.g_01220
OG0000181	Syaj.g_02285	Praq.g_01221
OG0000182	Syaj.g_02286	Praq.g_01222
OG0000183	Syaj.g_02290	Praq.g_01226
OG0000184	Syaj.g_02098	Praq.g_01262
OG0000185	Syaj.g_02087	Praq.g_01265
OG0000186	Syaj.g_01812	Praq.g_01939
OG0000187	Syaj.g_01814	Praq.g_01938
OG0000188	Syaj.g_01837	Praq.g_01921
OG0000189	Syaj.g_01874	Praq.g_01907
OG0000190	Syaj.g_01876	Praq.g_01906
OG0000191	Syaj.g_01910	Praq.g_01886
OG0000192	Syaj.g_01919	Praq.g_01882
OG0000193	Syaj.g_01965	Praq.g_01856
OG0000194	Syaj.g_01968	Praq.g_01853
OG0000195	Syaj.g_01971	Praq.g_01851
OG0000196	Syaj.g_01981	Praq.g_01841
OG0000197	Syaj.g_01982	Praq.g_01840
OG0000198	Syaj.g_01983	Praq.g_01839
OG0000199	Syaj.g_01991	Praq.g_01832
OG0000200	Syaj.g_02008	Praq.g_01818
OG0000201	Syaj.g_02024	Praq.g_01810
OG0000202	Syaj.g_02025	Praq.g_01809
OG0000203	Syaj.g_02026	Praq.g_01808
OG0000204	Syaj.g_02027	Praq.g_01807
OG0000205	Syaj.g_02035	Praq.g_01800
OG0000206	Syaj.g_02043	Praq.g_01795
OG0000207	Syaj.g_02045	Praq.g_01793
OG0000208	Syaj.g_02046	Praq.g_01792
OG0000209	Syaj.g_02070	Praq.g_01783
OG0000210	Syaj.g_02071	Praq.g_01782
OG0000212	Syaj.g_02881	Praq.g_01762
OG0000213	Syaj.g_02601	Praq.g_01746
OG0000214	Syaj.g_02582	Praq.g_01736
OG0000215	Syaj.g_02551	Praq.g_01710
OG0000216	Syaj.g_02547	Praq.g_01708
OG0000217	Syaj.g_02543	Praq.g_01705
OG0000218	Syaj.g_02541	Praq.g_01703
OG0000219	Syaj.g_02540	Praq.g_01702
OG0000220	Syaj.g_02539	Praq.g_01701
OG0000221	Syaj.g_02530	Praq.g_01700
OG0000222	Syaj.g_02516	Praq.g_01692
OG0000223	Syaj.g_02494	Praq.g_01679
OG0000224	Syaj.g_02487	Praq.g_01677
OG0000225	Syaj.g_02821	Praq.g_01199
OG0000226	Syaj.g_02825	Praq.g_01195
OG0000227	Syaj.g_02827	Praq.g_01193
OG0000228	Syaj.g_02828	Praq.g_01189
OG0000229	Syaj.g_01555	Praq.g_01121
OG0000230	Syaj.g_01553	Praq.g_01119
OG0000231	Syaj.g_01541	Praq.g_01108
OG0000232	Syaj.g_01497	Praq.g_00507
OG0000233	Syaj.g_01481	Praq.g_00513
OG0000234	Syaj.g_01442	Praq.g_00527
OG0000235	Syaj.g_00071	Praq.g_00530
OG0000236	Syaj.g_00086	Praq.g_00544
OG0000237	Syaj.g_00103	Praq.g_01096
OG0000238	Syaj.g_00108	Praq.g_01090
OG0000239	Syaj.g_00125	Praq.g_01077
OG0000240	Syaj.g_00126	Praq.g_01076
OG0000241	Syaj.g_01291	Praq.g_01072
OG0000242	Syaj.g_00142	Praq.g_01070
OG0000243	Syaj.g_00164	Praq.g_01059
OG0000244	Syaj.g_00180	Praq.g_01056
OG0000245	Syaj.g_00182	Praq.g_01054
OG0000246	Syaj.g_00186	Praq.g_01050
OG0000247	Syaj.g_00197	Praq.g_01040
OG0000248	Syaj.g_00200	Praq.g_01038
OG0000249	Syaj.g_00202	Praq.g_01036
OG0000250	Syaj.g_00211	Praq.g_01031
OG0000251	Syaj.g_00237	Praq.g_01012
OG0000252	Syaj.g_00243	Praq.g_01008
OG0000253	Syaj.g_00245	Praq.g_01007
OG0000254	Syaj.g_01335	Praq.g_00991
OG0000255	Syaj.g_01315	Praq.g_00985
OG0000256	Syaj.g_01297	Praq.g_00975
OG0000257	Syaj.g_01292	Praq.g_00972
OG0000258	Syaj.g_01274	Praq.g_00959
OG0000259	Syaj.g_00707	Praq.g_00789
OG0000260	Syaj.g_00712	Praq.g_00792
OG0000261	Syaj.g_00715	Praq.g_00794
OG0000262	Syaj.g_00720	Praq.g_00798
OG0000263	Syaj.g_00605	Praq.g_00810
OG0000264	Syaj.g_00485	Praq.g_00820
OG0000265	Syaj.g_00510	Praq.g_00583
OG0000266	Syaj.g_00946	Praq.g_00593
OG0000267	Syaj.g_00770	Praq.g_00604
OG0000268	Syaj.g_00771	Praq.g_00605
OG0000269	Syaj.g_01031	Praq.g_00665
OG0000270	Syaj.g_01025	Praq.g_00668
OG0000271	Syaj.g_01017	Praq.g_00676
OG0000272	Syaj.g_01016	Praq.g_00677
OG0000273	Syaj.g_00389	Praq.g_01428
OG0000274	Syaj.g_00388	Praq.g_01429
OG0000275	Syaj.g_00384	Praq.g_01431
OG0000276	Syaj.g_00377	Praq.g_01436
OG0000277	Syaj.g_00376	Praq.g_01437
OG0000278	Syaj.g_00373	Praq.g_01440
OG0000279	Syaj.g_00357	Praq.g_01447
OG0000280	Syaj.g_00348	Praq.g_01448
OG0000281	Syaj.g_02670	Praq.g_01454
OG0000282	Syaj.g_00743	Praq.g_01492
OG0000283	Syaj.g_00790	Praq.g_01525
OG0000284	Syaj.g_00930	Praq.g_01530
OG0000285	Syaj.g_00917	Praq.g_01535
OG0000286	Syaj.g_00899	Praq.g_01547
OG0000288	Syaj.g_00815	Praq.g_01592
OG0000289	Syaj.g_00800	Praq.g_01603
OG0000290	Syaj.g_00424	Praq.g_01616
OG0000291	Syaj.g_00426	Praq.g_01618
OG0000292	Syaj.g_02255	Praq.g_01667
OG0000293	Syaj.g_00290	Praq.g_01324
OG0000294	Syaj.g_00291	Praq.g_01325
OG0000295	Syaj.g_00330	Praq.g_01345
OG0000296	Syaj.g_00332	Praq.g_01347
OG0000297	Syaj.g_00639	Praq.g_01355
OG0000298	Syaj.g_00638	Praq.g_01356
OG0000299	Syaj.g_00592	Praq.g_01373
OG0000300	Syaj.g_00586	Praq.g_01376
OG0000301	Syaj.g_00585	Praq.g_01377
OG0000302	Syaj.g_00582	Praq.g_01379
OG0000303	Syaj.g_00572	Praq.g_01386
OG0000304	Syaj.g_00566	Praq.g_01390
OG0000305	Syaj.g_00429	Praq.g_00167
OG0000306	Syaj.g_01126	Praq.g_00170
OG0000307	Syaj.g_00051	Praq.g_00186
OG0000308	Syaj.g_00049	Praq.g_00187
OG0000309	Syaj.g_00044	Praq.g_00191
OG0000310	Syaj.g_01358	Praq.g_00279
OG0000311	Syaj.g_01362	Praq.g_00281
OG0000312	Syaj.g_01368	Praq.g_00284
OG0000313	Syaj.g_01386	Praq.g_00298
OG0000314	Syaj.g_01420	Praq.g_00321
OG0000315	Syaj.g_01430	Praq.g_00331
OG0000316	Syaj.g_01664	Praq.g_00351
OG0000317	Syaj.g_01715	Praq.g_01954, Praq.g_00499
OG0000318	Syaj.g_01722	Praq.g_00496
OG0000319	Syaj.g_01741	Praq.g_00483
OG0000320	Syaj.g_01743	Praq.g_00481
OG0000321	Syaj.g_01744	Praq.g_00480
OG0000322	Syaj.g_01745	Praq.g_00479
OG0000323	Syaj.g_01760	Praq.g_00470
OG0000324	Syaj.g_01609	Praq.g_00444
OG0000325	Syaj.g_02638	Praq.g_00950
OG0000326	Syaj.g_02645	Praq.g_00944
OG0000327	Syaj.g_02693	Praq.g_00920
OG0000328	Syaj.g_02694	Praq.g_00919
OG0000329	Syaj.g_02712	Praq.g_00902
OG0000330	Syaj.g_02713	Praq.g_00901
OG0000331	Syaj.g_02714	Praq.g_00900
OG0000332	Syaj.g_02729	Praq.g_00886
OG0000333	Syaj.g_02732	Praq.g_00884
OG0000334	Syaj.g_02741	Praq.g_00876
OG0000335	Syaj.g_02746	Praq.g_00872
OG0000336	Syaj.g_02750	Praq.g_00868
OG0000337	Syaj.g_02466	Praq.g_00735
OG0000338	Syaj.g_02462	Praq.g_00736
OG0000339	Syaj.g_02455	Praq.g_00740
OG0000340	Syaj.g_02443	Praq.g_00748
OG0000341	Syaj.g_02441	Praq.g_00750
OG0000342	Syaj.g_02440	Praq.g_00751
OG0000343	Syaj.g_02437	Praq.g_00752
OG0000344	Syaj.g_02433	Praq.g_00755
OG0000345	Syaj.g_02421	Praq.g_00760
OG0000346	Syaj.g_02416	Praq.g_00764
OG0000347	Syaj.g_02383	Praq.g_00683
OG0000348	Syaj.g_02333	Praq.g_00692
OG0000349	Syaj.g_02314	Praq.g_00709
OG0000350	Syaj.g_02652	Praq.g_00392
OG0000351	Syaj.g_02234	Praq.g_00409
OG0000352	Syaj.g_02235	Praq.g_00410
OG0000353	Syaj.g_02261	Praq.g_00425
OG0000355	Syaj.g_02263	Praq.g_00427
OG0000356	Syaj.g_02264	Praq.g_00428
OG0000357	Syaj.g_02265	Praq.g_00429
OG0000358	Syaj.g_02269	Praq.g_00433
OG0000359	Syaj.g_02271	Praq.g_00434
OG0000360	Syaj.g_02272	Praq.g_00435
OG0000361	Syaj.g_02273	Praq.g_00436
OG0000362	Syaj.g_02275	Praq.g_00438
OG0000363	Syaj.g_02277	Praq.g_01217
OG0000364	Syaj.g_02278	Praq.g_01218
OG0000365	Syaj.g_02287	Praq.g_01223
OG0000366	Syaj.g_02288	Praq.g_01224
OG0000367	Syaj.g_02289	Praq.g_01225
OG0000368	Syaj.g_02291	Praq.g_01227
OG0000369	Syaj.g_02292	Praq.g_01228
OG0000370	Syaj.g_02293	Praq.g_01229
OG0000371	Syaj.g_02301	Praq.g_01235
OG0000372	Syaj.g_02307	Praq.g_01239
OG0000373	Syaj.g_02308	Praq.g_01240
OG0000374	Syaj.g_02309	Praq.g_01241
OG0000375	Syaj.g_02310	Praq.g_01255
OG0000376	Syaj.g_02312	Praq.g_01257
OG0000377	Syaj.g_02105	Praq.g_01261
OG0000378	Syaj.g_02091	Praq.g_01263
OG0000379	Syaj.g_02086	Praq.g_01266
OG0000380	Syaj.g_01815	Praq.g_01937
OG0000381	Syaj.g_01819	Praq.g_01933
OG0000382	Syaj.g_01836	Praq.g_01922
OG0000383	Syaj.g_01839	Praq.g_01920
OG0000384	Syaj.g_01840	Praq.g_01919
OG0000385	Syaj.g_01841	Praq.g_01918
OG0000386	Syaj.g_01842	Praq.g_01917
OG0000387	Syaj.g_01878	Praq.g_01904
OG0000388	Syaj.g_01882	Praq.g_01901
OG0000389	Syaj.g_01886	Praq.g_01897
OG0000390	Syaj.g_01904	Praq.g_01890
OG0000391	Syaj.g_01909	Praq.g_01887
OG0000392	Syaj.g_01918	Praq.g_01883
OG0000393	Syaj.g_01922	Praq.g_01881
OG0000394	Syaj.g_01923	Praq.g_01880
OG0000395	Syaj.g_01924	Praq.g_01879
OG0000396	Syaj.g_01928	Praq.g_01876
OG0000397	Syaj.g_01930	Praq.g_01874
OG0000398	Syaj.g_01935	Praq.g_01872
OG0000399	Syaj.g_01936	Praq.g_01871
OG0000400	Syaj.g_01937	Praq.g_01870
OG0000401	Syaj.g_01938	Praq.g_01869
OG0000402	Syaj.g_01940	Praq.g_01867
OG0000403	Syaj.g_01941	Praq.g_01866
OG0000404	Syaj.g_01943	Praq.g_01865
OG0000405	Syaj.g_01961	Praq.g_01861
OG0000406	Syaj.g_01966	Praq.g_01855
OG0000407	Syaj.g_01967	Praq.g_01854
OG0000408	Syaj.g_01970	Praq.g_01852
OG0000409	Syaj.g_01972	Praq.g_01850
OG0000410	Syaj.g_01973	Praq.g_01849
OG0000411	Syaj.g_01974	Praq.g_01848
OG0000412	Syaj.g_01975	Praq.g_01847
OG0000413	Syaj.g_01977	Praq.g_01846
OG0000415	Syaj.g_01978	Praq.g_01844
OG0000416	Syaj.g_01979	Praq.g_01843
OG0000417	Syaj.g_01980	Praq.g_01842
OG0000418	Syaj.g_01985	Praq.g_01837
OG0000419	Syaj.g_01987	Praq.g_01835
OG0000420	Syaj.g_01989	Praq.g_01834
OG0000421	Syaj.g_01994	Praq.g_01829
OG0000422	Syaj.g_01995	Praq.g_01828
OG0000423	Syaj.g_01996	Praq.g_01827
OG0000424	Syaj.g_01997	Praq.g_01826
OG0000425	Syaj.g_01998	Praq.g_01825
OG0000426	Syaj.g_01999	Praq.g_01824
OG0000427	Syaj.g_02000	Praq.g_01823
OG0000428	Syaj.g_02003	Praq.g_01821
OG0000429	Syaj.g_02005	Praq.g_01820
OG0000430	Syaj.g_02007	Praq.g_01819
OG0000431	Syaj.g_02010	Praq.g_01817
OG0000432	Syaj.g_02017	Praq.g_01814
OG0000433	Syaj.g_02020	Praq.g_01813
OG0000434	Syaj.g_02021	Praq.g_01812
OG0000435	Syaj.g_02023	Praq.g_01811
OG0000436	Syaj.g_02029	Praq.g_01806
OG0000437	Syaj.g_02030	Praq.g_01805
OG0000438	Syaj.g_02031	Praq.g_01804
OG0000439	Syaj.g_02033	Praq.g_01802
OG0000440	Syaj.g_02034	Praq.g_01801
OG0000441	Syaj.g_02038	Praq.g_01798
OG0000442	Syaj.g_02039	Praq.g_01797
OG0000443	Syaj.g_02040	Praq.g_01796
OG0000444	Syaj.g_02052	Praq.g_01791
OG0000445	Syaj.g_02053	Praq.g_01790
OG0000446	Syaj.g_02055	Praq.g_01789
OG0000447	Syaj.g_02058	Praq.g_01788
OG0000448	Syaj.g_02059	Praq.g_01787
OG0000449	Syaj.g_02060	Praq.g_01786
OG0000450	Syaj.g_02067	Praq.g_01785
OG0000451	Syaj.g_02068	Praq.g_01784
OG0000452	Syaj.g_02072	Praq.g_01781
OG0000453	Syaj.g_02073	Praq.g_01780
OG0000454	Syaj.g_02074	Praq.g_01779
OG0000455	Syaj.g_02075	Praq.g_01778
OG0000456	Syaj.g_02076	Praq.g_01777
OG0000457	Syaj.g_02078	Praq.g_01776
OG0000458	Syaj.g_02079	Praq.g_01775
OG0000459	Syaj.g_02080	Praq.g_01774
OG0000460	Syaj.g_02858	Praq.g_01767
OG0000461	Syaj.g_02623	Praq.g_01760
OG0000462	Syaj.g_02620	Praq.g_01758
OG0000463	Syaj.g_02619	Praq.g_01757
OG0000464	Syaj.g_02618	Praq.g_01756
OG0000465	Syaj.g_02617	Praq.g_01755
OG0000466	Syaj.g_02612	Praq.g_01752
OG0000467	Syaj.g_02610	Praq.g_01751
OG0000468	Syaj.g_02605	Praq.g_01750
OG0000469	Syaj.g_02590	Praq.g_01741
OG0000470	Syaj.g_02586	Praq.g_01739
OG0000471	Syaj.g_02585	Praq.g_01738
OG0000472	Syaj.g_02583	Praq.g_01737
OG0000473	Syaj.g_02581	Praq.g_01735
OG0000474	Syaj.g_02580	Praq.g_01734
OG0000475	Syaj.g_02579	Praq.g_01733
OG0000476	Syaj.g_02577	Praq.g_01732
OG0000477	Syaj.g_02571	Praq.g_01728
OG0000478	Syaj.g_02570	Praq.g_01727
OG0000479	Syaj.g_02569	Praq.g_01726
OG0000480	Syaj.g_02562	Praq.g_01721
OG0000481	Syaj.g_02560	Praq.g_01718
OG0000482	Syaj.g_02559	Praq.g_01717
OG0000483	Syaj.g_02555	Praq.g_01714
OG0000484	Syaj.g_02554	Praq.g_01713
OG0000485	Syaj.g_02553	Praq.g_01712
OG0000486	Syaj.g_02552	Praq.g_01711
OG0000487	Syaj.g_02546	Praq.g_01707
OG0000488	Syaj.g_02542	Praq.g_01704
OG0000489	Syaj.g_02529	Praq.g_01699
OG0000490	Syaj.g_02519	Praq.g_01694
OG0000491	Syaj.g_02517	Praq.g_01693
OG0000492	Syaj.g_02515	Praq.g_01691
OG0000493	Syaj.g_02514	Praq.g_01690
OG0000494	Syaj.g_02513	Praq.g_01689
OG0000495	Syaj.g_02512	Praq.g_01688
OG0000496	Syaj.g_02511	Praq.g_01687
OG0000497	Syaj.g_02510	Praq.g_01686
OG0000498	Syaj.g_02509	Praq.g_01685
OG0000499	Syaj.g_02508	Praq.g_01684
OG0000500	Syaj.g_02507	Praq.g_01683
OG0000501	Syaj.g_02504	Praq.g_01681
OG0000502	Syaj.g_02492	Praq.g_01678
OG0000503	Syaj.g_02805	Praq.g_01211
OG0000504	Syaj.g_02807	Praq.g_01210
OG0000505	Syaj.g_02808	Praq.g_01209
OG0000506	Syaj.g_02810	Praq.g_01207
OG0000507	Syaj.g_02816	Praq.g_01204
OG0000508	Syaj.g_02820	Praq.g_01200
OG0000509	Syaj.g_02822	Praq.g_01198
OG0000510	Syaj.g_02823	Praq.g_01197
OG0000511	Syaj.g_02824	Praq.g_01196
OG0000512	Syaj.g_02826	Praq.g_01194
OG0000513	Syaj.g_02833	Praq.g_01186
OG0000514	Syaj.g_02839	Praq.g_01126
OG0000515	Syaj.g_02840	Praq.g_01125
OG0000516	Syaj.g_01561	Praq.g_01124
OG0000517	Syaj.g_01556	Praq.g_01122
OG0000518	Syaj.g_01544	Praq.g_01111
OG0000519	Syaj.g_01543	Praq.g_01110
OG0000520	Syaj.g_01542	Praq.g_01109
OG0000521	Syaj.g_00271	Praq.g_00502
OG0000522	Syaj.g_00273	Praq.g_00504
OG0000523	Syaj.g_00274	Praq.g_00505
OG0000524	Syaj.g_01485	Praq.g_00511
OG0000525	Syaj.g_01454	Praq.g_00514
OG0000526	Syaj.g_01451	Praq.g_00515
OG0000527	Syaj.g_01446	Praq.g_00524
OG0000528	Syaj.g_00065	Praq.g_00529
OG0000529	Syaj.g_00073	Praq.g_00532
OG0000530	Syaj.g_00076	Praq.g_00535
OG0000531	Syaj.g_00077	Praq.g_00536
OG0000532	Syaj.g_00080	Praq.g_00538
OG0000533	Syaj.g_00081	Praq.g_00539
OG0000534	Syaj.g_00082	Praq.g_00540
OG0000535	Syaj.g_00083	Praq.g_00541
OG0000536	Syaj.g_00084	Praq.g_00542
OG0000537	Syaj.g_00085	Praq.g_00543
OG0000538	Syaj.g_00096	Praq.g_01102
OG0000539	Syaj.g_00097	Praq.g_01101
OG0000540	Syaj.g_00098	Praq.g_01100
OG0000541	Syaj.g_00099	Praq.g_01099
OG0000542	Syaj.g_00102	Praq.g_01097
OG0000543	Syaj.g_00104	Praq.g_01095
OG0000544	Syaj.g_00105	Praq.g_01094
OG0000545	Syaj.g_00107	Praq.g_01092
OG0000546	Syaj.g_00109	Praq.g_01089
OG0000547	Syaj.g_00111	Praq.g_01087
OG0000548	Syaj.g_00112	Praq.g_01086
OG0000549	Syaj.g_00118	Praq.g_01084
OG0000550	Syaj.g_00123	Praq.g_01079
OG0000551	Syaj.g_00128	Praq.g_01075
OG0000552	Syaj.g_00129	Praq.g_01074
OG0000553	Syaj.g_00133	Praq.g_01073
OG0000554	Syaj.g_00145	Praq.g_01068
OG0000555	Syaj.g_00163	Praq.g_01060
OG0000556	Syaj.g_00167	Praq.g_01058
OG0000557	Syaj.g_00178	Praq.g_01057
OG0000558	Syaj.g_00181	Praq.g_01055
OG0000559	Syaj.g_00185	Praq.g_01051
OG0000560	Syaj.g_00188	Praq.g_01048
OG0000561	Syaj.g_00189	Praq.g_01047
OG0000562	Syaj.g_00190	Praq.g_01046
OG0000563	Syaj.g_00191	Praq.g_01045
OG0000564	Syaj.g_00192	Praq.g_01044
OG0000565	Syaj.g_00195	Praq.g_01041
OG0000566	Syaj.g_00199	Praq.g_01039
OG0000567	Syaj.g_00203	Praq.g_01035
OG0000568	Syaj.g_00207	Praq.g_01034
OG0000569	Syaj.g_00208	Praq.g_01033
OG0000570	Syaj.g_00209	Praq.g_01032
OG0000571	Syaj.g_00213	Praq.g_01030
