Orthogroup	Syaj	Syam
OG0000064	Syaj.g_01253	Syam.g_02363
OG0000065	Syaj.g_01887	Syam.g_02121
OG0000066	Syaj.g_00157	Syam.g_00552, Syam.g_00662
OG0000067	Syaj.g_01023	Syam.g_01290
OG0000068	Syaj.g_00059	Syam.g_00575
OG0000070	Syaj.g_01529	Syam.g_01847
OG0000071	Syaj.g_01511	Syam.g_01830
OG0000072	Syaj.g_01992	Syam.g_02219
OG0000073	Syaj.g_00093	Syam.g_00604
OG0000075	Syaj.g_02457	Syam.g_00148
OG0000076	Syaj.g_02417	Syam.g_00115
OG0000077	Syaj.g_01831	Syam.g_02074
OG0000078	Syaj.g_02880	Syam.g_00514
OG0000079	Syaj.g_02609	Syam.g_00270
OG0000081	Syaj.g_02888	Syam.g_00520
OG0000082	Syaj.g_00229	Syam.g_01730
OG0000085	Syaj.g_01707	Syam.g_01979
OG0000086	Syaj.g_01848	Syam.g_02092
OG0000087	Syaj.g_01945	Syam.g_02175
OG0000088	Syaj.g_01986	Syam.g_02213
OG0000089	Syaj.g_02829	Syam.g_00489
OG0000090	Syaj.g_00144	Syam.g_00651
OG0000091	Syaj.g_01275	Syam.g_01460
OG0000093	Syaj.g_01042	Syam.g_01305
OG0000094	Syaj.g_00804	Syam.g_01198
OG0000095	Syaj.g_00427	Syam.g_00774
OG0000097	Syaj.g_00589	Syam.g_00874
OG0000098	Syaj.g_02671	Syam.g_00944
OG0000099	Syaj.g_02503	Syam.g_00173
OG0000100	Syaj.g_00987	Syam.g_01259
OG0000101	Syaj.g_02738	Syam.g_00371
OG0000102	Syaj.g_02411	Syam.g_00110
OG0000103	Syaj.g_02243	Syam.g_02428
OG0000104	Syaj.g_02258	Syam.g_02442
OG0000105	Syaj.g_02573	Syam.g_00238
OG0000106	Syaj.g_01130	Syam.g_01039
OG0000107	Syaj.g_02637	Syam.g_00288
OG0000108	Syaj.g_00072	Syam.g_00583
OG0000109	Syaj.g_00087	Syam.g_00598
OG0000110	Syaj.g_00215	Syam.g_01743
OG0000111	Syaj.g_00437	Syam.g_00783
OG0000112	Syaj.g_00907	Syam.g_01115
OG0000113	Syaj.g_00992	Syam.g_01264
OG0000114	Syaj.g_00741	Syam.g_01349
OG0000115	Syaj.g_01402	Syam.g_01634
OG0000116	Syaj.g_00289	Syam.g_01807
OG0000117	Syaj.g_00637	Syam.g_00904
OG0000118	Syaj.g_00267	Syam.g_01698
OG0000120	Syaj.g_02502	Syam.g_00172
OG0000121	Syaj.g_01383	Syam.g_01615
OG0000122	Syaj.g_01250	Syam.g_01436
OG0000123	Syaj.g_02745	Syam.g_00379
OG0000124	Syaj.g_02388	Syam.g_00096
OG0000125	Syaj.g_02117	Syam.g_02319
OG0000126	Syaj.g_02256	Syam.g_02440
OG0000127	Syaj.g_00036	Syam.g_02032
OG0000128	Syaj.g_02274	Syam.g_00012
OG0000129	Syaj.g_02106	Syam.g_02307
OG0000130	Syaj.g_01818	Syam.g_02062
OG0000131	Syaj.g_01964	Syam.g_02191
OG0000132	Syaj.g_01984, Syaj.g_00688	Syam.g_02211
OG0000133	Syaj.g_00902	Syam.g_01120
OG0000134	Syaj.g_02832	Syam.g_00492
OG0000135	Syaj.g_02167	Syam.g_02347
OG0000136	Syaj.g_01550	Syam.g_01857
OG0000137	Syaj.g_01444	Syam.g_01668
OG0000138	Syaj.g_00088	Syam.g_00599
OG0000139	Syaj.g_00150	Syam.g_00657
OG0000140	Syaj.g_00153	Syam.g_00659
OG0000141	Syaj.g_01340	Syam.g_01514
OG0000142	Syaj.g_01283	Syam.g_01468
OG0000143	Syaj.g_01279	Syam.g_01464
OG0000144	Syaj.g_01151	Syam.g_01032
OG0000145	Syaj.g_00094	Syam.g_00605
OG0000146	Syaj.g_00908	Syam.g_01114
OG0000147	Syaj.g_00909	Syam.g_01113
OG0000148	Syaj.g_01003, Syaj.g_01002	Syam.g_01270
OG0000149	Syaj.g_00369	Syam.g_00725
OG0000150	Syaj.g_01339, Syaj.g_00154	Syam.g_00660
OG0000151	Syaj.g_01074	Syam.g_01338
OG0000152	Syaj.g_00898	Syam.g_01124
OG0000153	Syaj.g_00842	Syam.g_01160
OG0000154	Syaj.g_00814	Syam.g_01187
OG0000155	Syaj.g_00338	Syam.g_01763
OG0000156	Syaj.g_00282	Syam.g_01814
OG0000157	Syaj.g_00281	Syam.g_01815
OG0000158	Syaj.g_02445	Syam.g_00139
OG0000160	Syaj.g_01382	Syam.g_01614
OG0000161	Syaj.g_01389	Syam.g_01620
OG0000162	Syaj.g_01395	Syam.g_01627
OG0000163	Syaj.g_01639	Syam.g_01927
OG0000164	Syaj.g_01758	Syam.g_02023
OG0000165	Syaj.g_01582	Syam.g_01879, Syam.g_01878
OG0000166	Syaj.g_02698	Syam.g_00330
OG0000167	Syaj.g_02460	Syam.g_00151
OG0000168	Syaj.g_02444	Syam.g_00138
OG0000169	Syaj.g_02431, Syaj.g_02429	Syam.g_00127
OG0000170	Syaj.g_02422	Syam.g_00120
OG0000171	Syaj.g_02389	Syam.g_00097
OG0000172	Syaj.g_02365	Syam.g_00075
OG0000173	Syaj.g_02321	Syam.g_00057
OG0000174	Syaj.g_02169	Syam.g_02349
OG0000175	Syaj.g_02229	Syam.g_02417
OG0000176	Syaj.g_02266	Syam.g_00004
OG0000177	Syaj.g_02267	Syam.g_00005
OG0000178	Syaj.g_02268	Syam.g_00006
OG0000179	Syaj.g_02283	Syam.g_00021
OG0000180	Syaj.g_02284	Syam.g_00022
OG0000181	Syaj.g_02285	Syam.g_00023
OG0000182	Syaj.g_02286	Syam.g_00024
OG0000183	Syaj.g_02290	Syam.g_00028
OG0000184	Syaj.g_02098	Syam.g_02298
OG0000185	Syaj.g_02087	Syam.g_02295
OG0000186	Syaj.g_01812	Syam.g_02058
OG0000187	Syaj.g_01814	Syam.g_02059
OG0000188	Syaj.g_01837	Syam.g_02081
OG0000189	Syaj.g_01874	Syam.g_02108
OG0000190	Syaj.g_01876	Syam.g_02110
OG0000191	Syaj.g_01910	Syam.g_02142
OG0000192	Syaj.g_01919	Syam.g_02148
OG0000193	Syaj.g_01965	Syam.g_02192
OG0000194	Syaj.g_01968	Syam.g_02195
OG0000195	Syaj.g_01971	Syam.g_02197
OG0000196	Syaj.g_01981	Syam.g_02208
OG0000197	Syaj.g_01982	Syam.g_02209
OG0000198	Syaj.g_01983	Syam.g_02210
OG0000199	Syaj.g_01991	Syam.g_02218
OG0000200	Syaj.g_02008	Syam.g_02234
OG0000201	Syaj.g_02024	Syam.g_02248
OG0000202	Syaj.g_02025	Syam.g_02249
OG0000203	Syaj.g_02026	Syam.g_02250
OG0000204	Syaj.g_02027	Syam.g_02251
OG0000205	Syaj.g_02035	Syam.g_02258
OG0000206	Syaj.g_02043	Syam.g_02264
OG0000207	Syaj.g_02045	Syam.g_02266
OG0000208	Syaj.g_02046	Syam.g_02267
OG0000209	Syaj.g_02070	Syam.g_02278
OG0000210	Syaj.g_02071	Syam.g_02279
OG0000211	Syaj.g_02856	Syam.g_00504
OG0000212	Syaj.g_02881	Syam.g_00515
OG0000213	Syaj.g_02601	Syam.g_00263
OG0000214	Syaj.g_02582	Syam.g_00247
OG0000215	Syaj.g_02551	Syam.g_00216
OG0000216	Syaj.g_02547	Syam.g_00212
OG0000217	Syaj.g_02543	Syam.g_00208
OG0000218	Syaj.g_02541	Syam.g_00206
OG0000219	Syaj.g_02540	Syam.g_00205
OG0000220	Syaj.g_02539	Syam.g_00204
OG0000221	Syaj.g_02530	Syam.g_00198
OG0000222	Syaj.g_02516	Syam.g_00186
OG0000223	Syaj.g_02494	Syam.g_00168
OG0000224	Syaj.g_02487	Syam.g_00164
OG0000225	Syaj.g_02821	Syam.g_00473
OG0000226	Syaj.g_02825	Syam.g_00477
OG0000227	Syaj.g_02827	Syam.g_00479
OG0000228	Syaj.g_02828	Syam.g_00488
OG0000229	Syaj.g_01555	Syam.g_01867
OG0000230	Syaj.g_01553	Syam.g_01865
OG0000231	Syaj.g_01541	Syam.g_01848
OG0000232	Syaj.g_01497	Syam.g_01692
OG0000233	Syaj.g_01481	Syam.g_01678
OG0000234	Syaj.g_01442	Syam.g_01667
OG0000235	Syaj.g_00071	Syam.g_00582
OG0000236	Syaj.g_00086	Syam.g_00597
OG0000237	Syaj.g_00103	Syam.g_00614
OG0000238	Syaj.g_00108	Syam.g_00619
OG0000239	Syaj.g_00125	Syam.g_00637
OG0000240	Syaj.g_00126	Syam.g_00638
OG0000241	Syaj.g_01291	Syam.g_01477
OG0000242	Syaj.g_00142	Syam.g_00649
OG0000243	Syaj.g_00164	Syam.g_00668
OG0000244	Syaj.g_00180	Syam.g_00674
OG0000245	Syaj.g_00182	Syam.g_00676
OG0000246	Syaj.g_00186	Syam.g_00680
OG0000247	Syaj.g_00197	Syam.g_00692
OG0000248	Syaj.g_00200	Syam.g_00695
OG0000249	Syaj.g_00202	Syam.g_00697
OG0000250	Syaj.g_00211	Syam.g_01747
OG0000251	Syaj.g_00237	Syam.g_01722
OG0000252	Syaj.g_00243	Syam.g_01719
OG0000253	Syaj.g_00245	Syam.g_01718
OG0000254	Syaj.g_01335	Syam.g_01510
OG0000255	Syaj.g_01315	Syam.g_01500
OG0000256	Syaj.g_01297	Syam.g_01484
OG0000257	Syaj.g_01292	Syam.g_01478
OG0000258	Syaj.g_01274	Syam.g_01459
OG0000259	Syaj.g_00707	Syam.g_01378
OG0000260	Syaj.g_00712	Syam.g_01375
OG0000261	Syaj.g_00715	Syam.g_01372
OG0000262	Syaj.g_00720	Syam.g_01367
OG0000263	Syaj.g_00605	Syam.g_00885
OG0000264	Syaj.g_00485	Syam.g_00805
OG0000266	Syaj.g_00946	Syam.g_01234
OG0000267	Syaj.g_00770	Syam.g_01071
OG0000268	Syaj.g_00771	Syam.g_01072
OG0000269	Syaj.g_01031	Syam.g_01295
OG0000270	Syaj.g_01025	Syam.g_01292
OG0000271	Syaj.g_01017	Syam.g_01284
OG0000272	Syaj.g_01016	Syam.g_01283
OG0000273	Syaj.g_00389	Syam.g_00745
OG0000274	Syaj.g_00388	Syam.g_00744
OG0000275	Syaj.g_00384	Syam.g_00741
OG0000276	Syaj.g_00377	Syam.g_00733
OG0000277	Syaj.g_00376	Syam.g_00732
OG0000278	Syaj.g_00373	Syam.g_00729
OG0000279	Syaj.g_00357	Syam.g_00721
OG0000280	Syaj.g_00348	Syam.g_00701
OG0000281	Syaj.g_02670	Syam.g_00943
OG0000282	Syaj.g_00743	Syam.g_01347
OG0000283	Syaj.g_00790	Syam.g_01087
OG0000284	Syaj.g_00930	Syam.g_01093
OG0000285	Syaj.g_00917	Syam.g_01105
OG0000286	Syaj.g_00899	Syam.g_01123
OG0000287	Syaj.g_00849	Syam.g_01153
OG0000288	Syaj.g_00815	Syam.g_01186
OG0000289	Syaj.g_00800	Syam.g_01201
OG0000290	Syaj.g_00424	Syam.g_00771
OG0000291	Syaj.g_00426	Syam.g_00773
OG0000292	Syaj.g_02255	Syam.g_02439
OG0000293	Syaj.g_00290	Syam.g_01806
OG0000294	Syaj.g_00291	Syam.g_01805
OG0000295	Syaj.g_00330	Syam.g_01771
OG0000296	Syaj.g_00332	Syam.g_01769
OG0000297	Syaj.g_00639	Syam.g_00906
OG0000298	Syaj.g_00638	Syam.g_00905
OG0000299	Syaj.g_00592	Syam.g_00878
OG0000300	Syaj.g_00586	Syam.g_00871
OG0000301	Syaj.g_00585	Syam.g_00870
OG0000302	Syaj.g_00582	Syam.g_00868
OG0000303	Syaj.g_00572	Syam.g_00859
OG0000304	Syaj.g_00566	Syam.g_00853
OG0000305	Syaj.g_00429	Syam.g_00776
OG0000306	Syaj.g_01126	Syam.g_01757
OG0000307	Syaj.g_00051	Syam.g_00566
OG0000308	Syaj.g_00049	Syam.g_00564
OG0000309	Syaj.g_00044	Syam.g_00559
OG0000310	Syaj.g_01358	Syam.g_01591
OG0000311	Syaj.g_01362	Syam.g_01595
OG0000312	Syaj.g_01368	Syam.g_01601
OG0000313	Syaj.g_01386	Syam.g_01617
OG0000314	Syaj.g_01420	Syam.g_01647
OG0000315	Syaj.g_01430	Syam.g_01658
OG0000316	Syaj.g_01664	Syam.g_01945
OG0000317	Syaj.g_01715	Syam.g_01987
OG0000318	Syaj.g_01722	Syam.g_01991
OG0000319	Syaj.g_01741	Syam.g_02006
OG0000320	Syaj.g_01743	Syam.g_02008
OG0000321	Syaj.g_01744	Syam.g_02009
OG0000322	Syaj.g_01745	Syam.g_02010
OG0000323	Syaj.g_01760	Syam.g_02025
OG0000324	Syaj.g_01609	Syam.g_01906
OG0000325	Syaj.g_02638	Syam.g_00289
OG0000326	Syaj.g_02645	Syam.g_00296
OG0000327	Syaj.g_02693	Syam.g_00325
OG0000328	Syaj.g_02694	Syam.g_00326
OG0000329	Syaj.g_02712	Syam.g_00344
OG0000330	Syaj.g_02713	Syam.g_00345
OG0000331	Syaj.g_02714	Syam.g_00346
OG0000332	Syaj.g_02729	Syam.g_00361
OG0000333	Syaj.g_02732	Syam.g_00364
OG0000334	Syaj.g_02741	Syam.g_00375
OG0000335	Syaj.g_02746	Syam.g_00380
OG0000336	Syaj.g_02750	Syam.g_00384
OG0000337	Syaj.g_02466	Syam.g_00155
OG0000338	Syaj.g_02462	Syam.g_00153
OG0000339	Syaj.g_02455	Syam.g_00147
OG0000340	Syaj.g_02443	Syam.g_00137
OG0000341	Syaj.g_02441	Syam.g_00135
OG0000342	Syaj.g_02440	Syam.g_00134
OG0000343	Syaj.g_02437	Syam.g_00133
OG0000344	Syaj.g_02433	Syam.g_00129
OG0000345	Syaj.g_02421	Syam.g_00119
OG0000346	Syaj.g_02416	Syam.g_00114
OG0000347	Syaj.g_02383	Syam.g_00083
OG0000348	Syaj.g_02333	Syam.g_00068
OG0000349	Syaj.g_02314	Syam.g_00050
OG0000350	Syaj.g_02652	Syam.g_00303
OG0000351	Syaj.g_02234	Syam.g_02420
OG0000352	Syaj.g_02235	Syam.g_02421
OG0000353	Syaj.g_02261	Syam.g_02445
OG0000354	Syaj.g_00114	Syam.g_00626, Syam.g_00625
OG0000355	Syaj.g_02263	Syam.g_00001
OG0000356	Syaj.g_02264	Syam.g_00002
OG0000357	Syaj.g_02265	Syam.g_00003
OG0000358	Syaj.g_02269	Syam.g_00007
OG0000359	Syaj.g_02271	Syam.g_00009
OG0000360	Syaj.g_02272	Syam.g_00010
OG0000361	Syaj.g_02273	Syam.g_00011
OG0000362	Syaj.g_02275	Syam.g_00013
OG0000363	Syaj.g_02277	Syam.g_00015
OG0000364	Syaj.g_02278	Syam.g_00016
OG0000365	Syaj.g_02287	Syam.g_00025
OG0000366	Syaj.g_02288	Syam.g_00026
OG0000367	Syaj.g_02289	Syam.g_00027
OG0000368	Syaj.g_02291	Syam.g_00029
OG0000369	Syaj.g_02292	Syam.g_00030
OG0000370	Syaj.g_02293	Syam.g_00031
OG0000371	Syaj.g_02301	Syam.g_00038
OG0000372	Syaj.g_02307	Syam.g_00043
OG0000373	Syaj.g_02308	Syam.g_00044
OG0000374	Syaj.g_02309	Syam.g_00045
OG0000375	Syaj.g_02310	Syam.g_00046
OG0000376	Syaj.g_02312	Syam.g_00048
OG0000377	Syaj.g_02105	Syam.g_02306
OG0000378	Syaj.g_02091	Syam.g_02297
OG0000379	Syaj.g_02086	Syam.g_02294
OG0000380	Syaj.g_01815	Syam.g_02060
OG0000381	Syaj.g_01819	Syam.g_02063
OG0000382	Syaj.g_01836	Syam.g_02080
OG0000383	Syaj.g_01839	Syam.g_02083
OG0000384	Syaj.g_01840	Syam.g_02084
OG0000385	Syaj.g_01841	Syam.g_02085
OG0000386	Syaj.g_01842	Syam.g_02086
OG0000387	Syaj.g_01878	Syam.g_02112
OG0000388	Syaj.g_01882	Syam.g_02116
OG0000389	Syaj.g_01886	Syam.g_02120
OG0000390	Syaj.g_01904	Syam.g_02136
OG0000391	Syaj.g_01909	Syam.g_02141
OG0000392	Syaj.g_01918	Syam.g_02147
OG0000393	Syaj.g_01922	Syam.g_02149
OG0000394	Syaj.g_01923	Syam.g_02150
OG0000395	Syaj.g_01924	Syam.g_02151
OG0000396	Syaj.g_01928	Syam.g_02153
OG0000397	Syaj.g_01930	Syam.g_02160
OG0000398	Syaj.g_01935	Syam.g_02165
OG0000399	Syaj.g_01936	Syam.g_02166
OG0000400	Syaj.g_01937	Syam.g_02167
OG0000401	Syaj.g_01938	Syam.g_02168
OG0000402	Syaj.g_01940	Syam.g_02171
OG0000403	Syaj.g_01941	Syam.g_02172
OG0000404	Syaj.g_01943	Syam.g_02173
OG0000405	Syaj.g_01961	Syam.g_02189
OG0000406	Syaj.g_01966	Syam.g_02193
OG0000407	Syaj.g_01967	Syam.g_02194
OG0000408	Syaj.g_01970	Syam.g_02196
OG0000409	Syaj.g_01972	Syam.g_02198
OG0000410	Syaj.g_01973	Syam.g_02199
OG0000411	Syaj.g_01974	Syam.g_02200
OG0000412	Syaj.g_01975	Syam.g_02201
OG0000413	Syaj.g_01977	Syam.g_02203
OG0000415	Syaj.g_01978	Syam.g_02205
OG0000416	Syaj.g_01979	Syam.g_02206
OG0000417	Syaj.g_01980	Syam.g_02207
OG0000418	Syaj.g_01985	Syam.g_02212
OG0000419	Syaj.g_01987	Syam.g_02214
OG0000420	Syaj.g_01989	Syam.g_02216
OG0000421	Syaj.g_01994	Syam.g_02221
OG0000422	Syaj.g_01995	Syam.g_02222
OG0000423	Syaj.g_01996	Syam.g_02223
OG0000424	Syaj.g_01997	Syam.g_02224
OG0000425	Syaj.g_01998	Syam.g_02225
OG0000426	Syaj.g_01999	Syam.g_02226
OG0000427	Syaj.g_02000	Syam.g_02227
OG0000428	Syaj.g_02003	Syam.g_02230
OG0000429	Syaj.g_02005	Syam.g_02232
OG0000430	Syaj.g_02007	Syam.g_02233
OG0000431	Syaj.g_02010	Syam.g_02237
OG0000432	Syaj.g_02017	Syam.g_02243
OG0000433	Syaj.g_02020	Syam.g_02244
OG0000434	Syaj.g_02021	Syam.g_02245
OG0000435	Syaj.g_02023	Syam.g_02246
OG0000436	Syaj.g_02029	Syam.g_02252
OG0000437	Syaj.g_02030	Syam.g_02253
OG0000438	Syaj.g_02031	Syam.g_02254
OG0000439	Syaj.g_02033	Syam.g_02256
OG0000440	Syaj.g_02034	Syam.g_02257
OG0000441	Syaj.g_02038	Syam.g_02261
OG0000442	Syaj.g_02039	Syam.g_02262
OG0000443	Syaj.g_02040	Syam.g_02263
OG0000444	Syaj.g_02052	Syam.g_02268
OG0000445	Syaj.g_02053	Syam.g_02269
OG0000446	Syaj.g_02055	Syam.g_02270
OG0000447	Syaj.g_02058	Syam.g_02272
OG0000448	Syaj.g_02059	Syam.g_02273
OG0000449	Syaj.g_02060	Syam.g_02274
OG0000450	Syaj.g_02067	Syam.g_02275
OG0000451	Syaj.g_02068	Syam.g_02276
OG0000452	Syaj.g_02072	Syam.g_02280
OG0000453	Syaj.g_02073	Syam.g_02281
OG0000454	Syaj.g_02074	Syam.g_02282
OG0000455	Syaj.g_02075	Syam.g_02283
OG0000456	Syaj.g_02076	Syam.g_02284
OG0000457	Syaj.g_02078	Syam.g_02286
OG0000458	Syaj.g_02079	Syam.g_02287
OG0000459	Syaj.g_02080	Syam.g_02288
OG0000460	Syaj.g_02858	Syam.g_00506
OG0000461	Syaj.g_02623	Syam.g_00284
OG0000462	Syaj.g_02620	Syam.g_00281
OG0000463	Syaj.g_02619	Syam.g_00280
OG0000464	Syaj.g_02618	Syam.g_00279
OG0000465	Syaj.g_02617	Syam.g_00277
OG0000466	Syaj.g_02612	Syam.g_00273
OG0000467	Syaj.g_02610	Syam.g_00271
OG0000468	Syaj.g_02605	Syam.g_00266
OG0000469	Syaj.g_02590	Syam.g_00253
OG0000470	Syaj.g_02586	Syam.g_00251
OG0000471	Syaj.g_02585	Syam.g_00250
OG0000472	Syaj.g_02583	Syam.g_00248
OG0000473	Syaj.g_02581	Syam.g_00246
OG0000474	Syaj.g_02580	Syam.g_00245
OG0000475	Syaj.g_02579	Syam.g_00244
OG0000476	Syaj.g_02577	Syam.g_00242
OG0000477	Syaj.g_02571	Syam.g_00236
OG0000478	Syaj.g_02570	Syam.g_00235
OG0000479	Syaj.g_02569	Syam.g_00234
OG0000480	Syaj.g_02562	Syam.g_00227
OG0000481	Syaj.g_02560	Syam.g_00225
OG0000482	Syaj.g_02559	Syam.g_00224
OG0000483	Syaj.g_02555	Syam.g_00220
OG0000484	Syaj.g_02554	Syam.g_00219
OG0000485	Syaj.g_02553	Syam.g_00218
OG0000486	Syaj.g_02552	Syam.g_00217
OG0000487	Syaj.g_02546	Syam.g_00211
OG0000488	Syaj.g_02542	Syam.g_00207
OG0000489	Syaj.g_02529	Syam.g_00197
OG0000490	Syaj.g_02519	Syam.g_00189
OG0000491	Syaj.g_02517	Syam.g_00187
OG0000492	Syaj.g_02515	Syam.g_00185
OG0000493	Syaj.g_02514	Syam.g_00184
OG0000494	Syaj.g_02513	Syam.g_00183
OG0000495	Syaj.g_02512	Syam.g_00182
OG0000496	Syaj.g_02511	Syam.g_00181
OG0000497	Syaj.g_02510	Syam.g_00180
OG0000498	Syaj.g_02509	Syam.g_00179
OG0000499	Syaj.g_02508	Syam.g_00178
OG0000500	Syaj.g_02507	Syam.g_00177
OG0000501	Syaj.g_02504	Syam.g_00174
OG0000502	Syaj.g_02492	Syam.g_00165
OG0000503	Syaj.g_02805	Syam.g_00457
OG0000504	Syaj.g_02807	Syam.g_00459
OG0000505	Syaj.g_02808	Syam.g_00460
OG0000506	Syaj.g_02810	Syam.g_00462
OG0000507	Syaj.g_02816	Syam.g_00468
OG0000508	Syaj.g_02820	Syam.g_00472
OG0000509	Syaj.g_02822	Syam.g_00474
OG0000510	Syaj.g_02823	Syam.g_00475
OG0000511	Syaj.g_02824	Syam.g_00476
OG0000512	Syaj.g_02826	Syam.g_00478
OG0000513	Syaj.g_02833	Syam.g_00493
OG0000514	Syaj.g_02839	Syam.g_00499
OG0000515	Syaj.g_02840	Syam.g_00500
OG0000516	Syaj.g_01561	Syam.g_01862
OG0000517	Syaj.g_01556	Syam.g_01868
OG0000518	Syaj.g_01544	Syam.g_01851
OG0000519	Syaj.g_01543	Syam.g_01850
OG0000520	Syaj.g_01542	Syam.g_01849
OG0000521	Syaj.g_00271	Syam.g_01696
OG0000522	Syaj.g_00273	Syam.g_01694
OG0000523	Syaj.g_00274	Syam.g_01693
OG0000524	Syaj.g_01485	Syam.g_01681
OG0000525	Syaj.g_01454	Syam.g_01677
OG0000526	Syaj.g_01451	Syam.g_01674
OG0000527	Syaj.g_01446	Syam.g_01670
OG0000528	Syaj.g_00065	Syam.g_00580
OG0000529	Syaj.g_00073	Syam.g_00584
OG0000530	Syaj.g_00076	Syam.g_00587
OG0000531	Syaj.g_00077	Syam.g_00588
OG0000532	Syaj.g_00080	Syam.g_00591
OG0000533	Syaj.g_00081	Syam.g_00592
OG0000534	Syaj.g_00082	Syam.g_00593
OG0000535	Syaj.g_00083	Syam.g_00594
OG0000536	Syaj.g_00084	Syam.g_00595
OG0000537	Syaj.g_00085	Syam.g_00596
OG0000538	Syaj.g_00096	Syam.g_00607
OG0000539	Syaj.g_00097	Syam.g_00608
OG0000540	Syaj.g_00098	Syam.g_00609
OG0000541	Syaj.g_00099	Syam.g_00610
OG0000542	Syaj.g_00102	Syam.g_00613
OG0000543	Syaj.g_00104	Syam.g_00615
OG0000544	Syaj.g_00105	Syam.g_00616
OG0000545	Syaj.g_00107	Syam.g_00618
OG0000546	Syaj.g_00109	Syam.g_00620
OG0000547	Syaj.g_00111	Syam.g_00622
OG0000548	Syaj.g_00112	Syam.g_00623
OG0000549	Syaj.g_00118	Syam.g_00630
OG0000550	Syaj.g_00123	Syam.g_00635
OG0000551	Syaj.g_00128	Syam.g_00640
OG0000552	Syaj.g_00129	Syam.g_00641
OG0000553	Syaj.g_00133	Syam.g_00643
OG0000554	Syaj.g_00145	Syam.g_00652
OG0000555	Syaj.g_00163	Syam.g_00667
