Orthogroup	Syaj	Prbi
OG0000392	Syaj.g_01918	Prbi.g_00128
OG0000393	Syaj.g_01922	Prbi.g_00130
OG0000394	Syaj.g_01923	Prbi.g_00131
OG0000395	Syaj.g_01924	Prbi.g_00132
OG0000396	Syaj.g_01928	Prbi.g_00135
OG0000397	Syaj.g_01930	Prbi.g_00137
OG0000398	Syaj.g_01935	Prbi.g_00139
OG0000399	Syaj.g_01936	Prbi.g_00140
OG0000400	Syaj.g_01937	Prbi.g_00141
OG0000401	Syaj.g_01938	Prbi.g_00142
OG0000402	Syaj.g_01940	Prbi.g_00144
OG0000403	Syaj.g_01941	Prbi.g_00145
OG0000404	Syaj.g_01943	Prbi.g_00146
OG0000405	Syaj.g_01961	Prbi.g_00150
OG0000406	Syaj.g_01966	Prbi.g_00171
OG0000407	Syaj.g_01967	Prbi.g_00172
OG0000408	Syaj.g_01970	Prbi.g_00174
OG0000409	Syaj.g_01972	Prbi.g_00176
OG0000410	Syaj.g_01973	Prbi.g_00177
OG0000411	Syaj.g_01974	Prbi.g_00178
OG0000412	Syaj.g_01975	Prbi.g_00179
OG0000413	Syaj.g_01977	Prbi.g_00180
OG0000415	Syaj.g_01978	Prbi.g_00182
OG0000416	Syaj.g_01979	Prbi.g_00183
OG0000417	Syaj.g_01980	Prbi.g_00184
OG0000418	Syaj.g_01985	Prbi.g_00189
OG0000419	Syaj.g_01987	Prbi.g_00191
OG0000420	Syaj.g_01989	Prbi.g_00192
OG0000421	Syaj.g_01994	Prbi.g_00197
OG0000422	Syaj.g_01995	Prbi.g_00198
OG0000423	Syaj.g_01996	Prbi.g_00199
OG0000424	Syaj.g_01997	Prbi.g_00200
OG0000425	Syaj.g_01998	Prbi.g_00201
OG0000426	Syaj.g_01999	Prbi.g_00202
OG0000427	Syaj.g_02000	Prbi.g_00203
OG0000428	Syaj.g_02003	Prbi.g_00205
OG0000429	Syaj.g_02005	Prbi.g_00206
OG0000430	Syaj.g_02007	Prbi.g_00207
OG0000431	Syaj.g_02010	Prbi.g_00209
OG0000432	Syaj.g_02017	Prbi.g_00212
OG0000433	Syaj.g_02020	Prbi.g_00213
OG0000434	Syaj.g_02021	Prbi.g_00214
OG0000435	Syaj.g_02023	Prbi.g_00215
OG0000436	Syaj.g_02029	Prbi.g_00220
OG0000437	Syaj.g_02030	Prbi.g_00221
OG0000438	Syaj.g_02031	Prbi.g_00222
OG0000439	Syaj.g_02033	Prbi.g_00224
OG0000440	Syaj.g_02034	Prbi.g_00225
OG0000441	Syaj.g_02038	Prbi.g_00228
OG0000442	Syaj.g_02039	Prbi.g_00229
OG0000443	Syaj.g_02040	Prbi.g_00230
OG0000444	Syaj.g_02052	Prbi.g_00235
OG0000445	Syaj.g_02053	Prbi.g_00236
OG0000446	Syaj.g_02055	Prbi.g_00237
OG0000447	Syaj.g_02058	Prbi.g_00238
OG0000448	Syaj.g_02059	Prbi.g_00239
OG0000449	Syaj.g_02060	Prbi.g_00240
OG0000450	Syaj.g_02067	Prbi.g_00241
OG0000451	Syaj.g_02068	Prbi.g_00242
OG0000452	Syaj.g_02072	Prbi.g_00245
OG0000453	Syaj.g_02073	Prbi.g_00246
OG0000454	Syaj.g_02074	Prbi.g_00247
OG0000455	Syaj.g_02075	Prbi.g_00248
OG0000456	Syaj.g_02076	Prbi.g_00249
OG0000457	Syaj.g_02078	Prbi.g_00250
OG0000458	Syaj.g_02079	Prbi.g_00251
OG0000459	Syaj.g_02080	Prbi.g_00252
OG0000460	Syaj.g_02858	Prbi.g_00259
OG0000461	Syaj.g_02623	Prbi.g_00266
OG0000462	Syaj.g_02620	Prbi.g_00268
OG0000463	Syaj.g_02619	Prbi.g_00269
OG0000464	Syaj.g_02618	Prbi.g_00270
OG0000465	Syaj.g_02617	Prbi.g_00271
OG0000466	Syaj.g_02612	Prbi.g_00274
OG0000467	Syaj.g_02610	Prbi.g_00275
OG0000468	Syaj.g_02605	Prbi.g_00277
OG0000469	Syaj.g_02590	Prbi.g_00286
OG0000470	Syaj.g_02586	Prbi.g_00288
OG0000471	Syaj.g_02585	Prbi.g_00289
OG0000472	Syaj.g_02583	Prbi.g_00290
OG0000473	Syaj.g_02581	Prbi.g_00292
OG0000474	Syaj.g_02580	Prbi.g_00293
OG0000475	Syaj.g_02579	Prbi.g_00294
OG0000476	Syaj.g_02577	Prbi.g_00295
OG0000477	Syaj.g_02571	Prbi.g_00299
OG0000478	Syaj.g_02570	Prbi.g_00300
OG0000479	Syaj.g_02569	Prbi.g_00301
OG0000480	Syaj.g_02562	Prbi.g_00306
OG0000481	Syaj.g_02560	Prbi.g_00308
OG0000482	Syaj.g_02559	Prbi.g_00309
OG0000483	Syaj.g_02555	Prbi.g_00312
OG0000484	Syaj.g_02554	Prbi.g_00313
OG0000485	Syaj.g_02553	Prbi.g_00314
OG0000486	Syaj.g_02552	Prbi.g_00315
OG0000487	Syaj.g_02546	Prbi.g_00319
OG0000488	Syaj.g_02542	Prbi.g_00322
OG0000489	Syaj.g_02529	Prbi.g_00327
OG0000490	Syaj.g_02519	Prbi.g_00332
OG0000491	Syaj.g_02517	Prbi.g_00333
OG0000492	Syaj.g_02515	Prbi.g_00335
OG0000493	Syaj.g_02514	Prbi.g_00336
OG0000494	Syaj.g_02513	Prbi.g_00337
OG0000495	Syaj.g_02512	Prbi.g_00338
OG0000496	Syaj.g_02511	Prbi.g_00339
OG0000497	Syaj.g_02510	Prbi.g_00340
OG0000498	Syaj.g_02509	Prbi.g_00341
OG0000499	Syaj.g_02508	Prbi.g_00342
OG0000500	Syaj.g_02507	Prbi.g_00343
OG0000501	Syaj.g_02504	Prbi.g_00345
OG0000502	Syaj.g_02492	Prbi.g_00348
OG0000503	Syaj.g_02805	Prbi.g_00358
OG0000504	Syaj.g_02807	Prbi.g_00359
OG0000505	Syaj.g_02808	Prbi.g_00360
OG0000506	Syaj.g_02810	Prbi.g_00362
OG0000507	Syaj.g_02816	Prbi.g_00365
OG0000508	Syaj.g_02820	Prbi.g_00369
OG0000509	Syaj.g_02822	Prbi.g_00371
OG0000510	Syaj.g_02823	Prbi.g_00372
OG0000511	Syaj.g_02824	Prbi.g_00373
OG0000512	Syaj.g_02826	Prbi.g_00375
OG0000513	Syaj.g_02833	Prbi.g_00382
OG0000514	Syaj.g_02839	Prbi.g_00432
OG0000515	Syaj.g_02840	Prbi.g_00433
OG0000516	Syaj.g_01561	Prbi.g_00434
OG0000517	Syaj.g_01556	Prbi.g_00436
OG0000518	Syaj.g_01544	Prbi.g_00447
OG0000519	Syaj.g_01543	Prbi.g_00448
OG0000520	Syaj.g_01542	Prbi.g_00449
OG0000521	Syaj.g_00271	Prbi.g_00454
OG0000522	Syaj.g_00273	Prbi.g_00456
OG0000523	Syaj.g_00274	Prbi.g_00457
OG0000524	Syaj.g_01485	Prbi.g_00463
OG0000525	Syaj.g_01454	Prbi.g_00466
OG0000526	Syaj.g_01451	Prbi.g_00467
OG0000527	Syaj.g_01446	Prbi.g_00476
OG0000528	Syaj.g_00065	Prbi.g_00481
OG0000529	Syaj.g_00073	Prbi.g_00484
OG0000530	Syaj.g_00076	Prbi.g_00487
OG0000531	Syaj.g_00077	Prbi.g_00488
OG0000532	Syaj.g_00080	Prbi.g_00490
OG0000533	Syaj.g_00081	Prbi.g_00491
OG0000534	Syaj.g_00082	Prbi.g_00492
OG0000535	Syaj.g_00083	Prbi.g_00493
