Orthogroup	Syaj	Syad
OG0000039	Syaj.g_00392	Syad.g_01249
OG0000039	Syaj.g_00275	Syad.g_01111
OG0000040	Syaj.g_02208	Syad.g_00104
OG0000041	Syaj.g_01602	Syad.g_02498
OG0000041	Syaj.g_00418	Syad.g_01281
OG0000042	Syaj.g_02399	Syad.g_00333
OG0000043	Syaj.g_01247	Syad.g_02119
OG0000044	Syaj.g_01344	Syad.g_02214
OG0000045	Syaj.g_00132	Syad.g_00964
OG0000046	Syaj.g_02768	Syad.g_00723
OG0000046	Syaj.g_02775	Syad.g_00730
OG0000046	Syaj.g_02781	Syad.g_00736
OG0000047	Syaj.g_02799	Syad.g_00754
OG0000048	Syaj.g_02578	Syad.g_00534
OG0000050	Syaj.g_01584	Syad.g_02478
OG0000050	Syaj.g_01242	Syad.g_02114
OG0000051	Syaj.g_02898	Syad.g_00842
OG0000051	Syaj.g_00017	Syad.g_01967
OG0000052	Syaj.g_02476	Syad.g_00434
OG0000053	Syaj.g_01409	Syad.g_02302
OG0000054	Syaj.g_01341	Syad.g_02209
OG0000055	Syaj.g_00394	Syad.g_01255
OG0000056	Syaj.g_01082	Syad.g_01997
OG0000056	Syaj.g_01676	Syad.g_01971
OG0000056	Syaj.g_00546, Syaj.g_00879, Syaj.g_00462, Syaj.g_01088	Syad.g_01409
OG0000056	Syaj.g_00360	Syad.g_02690, Syad.g_01425
OG0000056	Syaj.g_01093	Syad.g_02228
OG0000056	Syaj.g_00962	Syad.g_02691
OG0000057	Syaj.g_00438	Syad.g_01301
OG0000058	Syaj.g_02495	Syad.g_00452
OG0000059	Syaj.g_02686	Syad.g_00642
OG0000060	Syaj.g_01469	Syad.g_02370
OG0000060	Syaj.g_00067	Syad.g_00899
OG0000060	Syaj.g_00635	Syad.g_01508
OG0000061	Syaj.g_00302	Syad.g_01152
OG0000062	Syaj.g_01700	Syad.g_02598
OG0000063	Syaj.g_02302	Syad.g_00202
OG0000064	Syaj.g_00041	Syad.g_00873
OG0000064	Syaj.g_01253	Syad.g_00081, Syad.g_02125
OG0000065	Syaj.g_00007	Syad.g_02574
OG0000065	Syaj.g_01887	Syad.g_02801
OG0000066	Syaj.g_00157	Syad.g_00992
OG0000067	Syaj.g_01023	Syad.g_01889
OG0000068	Syaj.g_00059	Syad.g_00891
OG0000070	Syaj.g_01529	Syad.g_02424
OG0000071	Syaj.g_01511	Syad.g_02405
OG0000072	Syaj.g_01992	Syad.g_02905
OG0000073	Syaj.g_00093	Syad.g_00926
OG0000075	Syaj.g_02457	Syad.g_00416
OG0000076	Syaj.g_02417	Syad.g_00348
OG0000077	Syaj.g_01831	Syad.g_02741
OG0000078	Syaj.g_02880	Syad.g_00824
OG0000079	Syaj.g_02609	Syad.g_00565
OG0000080	Syaj.g_02022	Syad.g_02935
OG0000081	Syaj.g_02888	Syad.g_00833
OG0000082	Syaj.g_00229	Syad.g_01063
OG0000084	Syaj.g_01375	Syad.g_02272
OG0000085	Syaj.g_01707	Syad.g_02612
OG0000086	Syaj.g_01848	Syad.g_02770
OG0000087	Syaj.g_01945	Syad.g_02860
OG0000088	Syaj.g_01986	Syad.g_02899
OG0000089	Syaj.g_02829	Syad.g_00785
OG0000089	Syaj.g_01915	Syad.g_02829
OG0000090	Syaj.g_00144	Syad.g_00977
OG0000091	Syaj.g_01275	Syad.g_02144
OG0000092	Syaj.g_00339	Syad.g_01190
OG0000093	Syaj.g_01042	Syad.g_01905
OG0000094	Syaj.g_00804	Syad.g_01676
OG0000095	Syaj.g_00427	Syad.g_01290
OG0000097	Syaj.g_00589	Syad.g_01458
OG0000098	Syaj.g_02671	Syad.g_00625
OG0000099	Syaj.g_02503	Syad.g_00460
OG0000100	Syaj.g_00987	Syad.g_01846
OG0000101	Syaj.g_02738	Syad.g_00694
OG0000102	Syaj.g_02411	Syad.g_00343
OG0000103	Syaj.g_02243	Syad.g_00143
OG0000104	Syaj.g_02258	Syad.g_00158
OG0000105	Syaj.g_02573	Syad.g_00530
OG0000106	Syaj.g_01130	Syad.g_01993
OG0000107	Syaj.g_02637	Syad.g_00590
OG0000108	Syaj.g_00072	Syad.g_00904
OG0000109	Syaj.g_00087	Syad.g_00919
OG0000110	Syaj.g_00215	Syad.g_01048
OG0000111	Syaj.g_00437	Syad.g_01300
OG0000112	Syaj.g_00907	Syad.g_01766
OG0000113	Syaj.g_00992	Syad.g_01851
OG0000114	Syaj.g_00741	Syad.g_01617
OG0000115	Syaj.g_01402	Syad.g_02300
OG0000116	Syaj.g_00289	Syad.g_01123
OG0000117	Syaj.g_00637	Syad.g_01510
OG0000118	Syaj.g_00267	Syad.g_01104
OG0000119	Syaj.g_00317	Syad.g_01168
OG0000120	Syaj.g_02502	Syad.g_00459
OG0000121	Syaj.g_01383	Syad.g_02280
OG0000122	Syaj.g_01250	Syad.g_02122
OG0000123	Syaj.g_02745	Syad.g_00701
OG0000124	Syaj.g_02388	Syad.g_00320
OG0000125	Syaj.g_02117	Syad.g_03040
OG0000126	Syaj.g_02256	Syad.g_00156
OG0000127	Syaj.g_00036	Syad.g_02710, Syad.g_00058, Syad.g_00383
OG0000128	Syaj.g_02274	Syad.g_00174
OG0000129	Syaj.g_02106	Syad.g_03028
OG0000130	Syaj.g_01818	Syad.g_02728
OG0000131	Syaj.g_01964	Syad.g_02876
OG0000132	Syaj.g_01984	Syad.g_02897
OG0000133	Syaj.g_00902	Syad.g_01761
OG0000134	Syaj.g_02832	Syad.g_00788
OG0000135	Syaj.g_02167	Syad.g_00063
OG0000136	Syaj.g_01550	Syad.g_02445
OG0000137	Syaj.g_01444	Syad.g_02353
OG0000138	Syaj.g_00088	Syad.g_00920
OG0000139	Syaj.g_00150	Syad.g_00983
OG0000140	Syaj.g_00153	Syad.g_00987
OG0000141	Syaj.g_01340	Syad.g_02208
OG0000142	Syaj.g_01283	Syad.g_02152
OG0000143	Syaj.g_01279	Syad.g_02148
OG0000144	Syaj.g_01151	Syad.g_02024
OG0000145	Syaj.g_00094	Syad.g_00927
OG0000146	Syaj.g_00908	Syad.g_01767
OG0000147	Syaj.g_00909	Syad.g_01768
OG0000148	Syaj.g_01003	Syad.g_01861
OG0000149	Syaj.g_00369	Syad.g_01221
OG0000150	Syaj.g_01339	Syad.g_02207
OG0000150	Syaj.g_00154	Syad.g_00989
OG0000151	Syaj.g_01074	Syad.g_01956
OG0000152	Syaj.g_00898	Syad.g_01757
OG0000153	Syaj.g_00842	Syad.g_01713
OG0000154	Syaj.g_00814	Syad.g_01686
OG0000155	Syaj.g_00338	Syad.g_01189
OG0000156	Syaj.g_00282	Syad.g_01116
OG0000157	Syaj.g_00281	Syad.g_01115
OG0000158	Syaj.g_02445	Syad.g_00374
OG0000160	Syaj.g_01382	Syad.g_02279
OG0000161	Syaj.g_01389	Syad.g_02287
OG0000162	Syaj.g_01395	Syad.g_02293
OG0000163	Syaj.g_01639	Syad.g_02542
OG0000164	Syaj.g_01758	Syad.g_02659
OG0000165	Syaj.g_01582	Syad.g_02476
OG0000166	Syaj.g_02698	Syad.g_00654
OG0000167	Syaj.g_02460	Syad.g_00419
OG0000168	Syaj.g_02444	Syad.g_00371
OG0000169	Syaj.g_02431, Syaj.g_02429	Syad.g_00360
OG0000170	Syaj.g_02422	Syad.g_00353
OG0000171	Syaj.g_02389	Syad.g_00321
OG0000172	Syaj.g_02365	Syad.g_00244
OG0000173	Syaj.g_02321	Syad.g_00220
OG0000174	Syaj.g_02169	Syad.g_00065
OG0000175	Syaj.g_02229	Syad.g_00129
OG0000176	Syaj.g_02266	Syad.g_00166
OG0000177	Syaj.g_02267	Syad.g_00167
OG0000178	Syaj.g_02268	Syad.g_00168
OG0000179	Syaj.g_02283	Syad.g_00183
OG0000180	Syaj.g_02284	Syad.g_00184
OG0000181	Syaj.g_02285	Syad.g_00185
OG0000182	Syaj.g_02286	Syad.g_00186
OG0000183	Syaj.g_02290	Syad.g_00190
OG0000184	Syaj.g_02098	Syad.g_03018
OG0000185	Syaj.g_02087	Syad.g_03006
OG0000186	Syaj.g_01812	Syad.g_02722
OG0000187	Syaj.g_01814	Syad.g_02724
OG0000188	Syaj.g_01837	Syad.g_02759
OG0000189	Syaj.g_01874	Syad.g_02788
OG0000190	Syaj.g_01876	Syad.g_02790
OG0000191	Syaj.g_01910	Syad.g_02824
OG0000192	Syaj.g_01919	Syad.g_02834
OG0000193	Syaj.g_01965	Syad.g_02877
OG0000194	Syaj.g_01968	Syad.g_02880
OG0000195	Syaj.g_01971	Syad.g_02884
OG0000196	Syaj.g_01981	Syad.g_02894
OG0000197	Syaj.g_01982	Syad.g_02895
OG0000198	Syaj.g_01983	Syad.g_02896
OG0000199	Syaj.g_01991	Syad.g_02904
OG0000200	Syaj.g_02008	Syad.g_02921
OG0000201	Syaj.g_02024	Syad.g_02937
OG0000202	Syaj.g_02025	Syad.g_02938
OG0000203	Syaj.g_02026	Syad.g_02939
OG0000204	Syaj.g_02027	Syad.g_02940
OG0000205	Syaj.g_02035	Syad.g_02948
OG0000206	Syaj.g_02043	Syad.g_02955
OG0000207	Syaj.g_02045	Syad.g_02957
OG0000208	Syaj.g_02046	Syad.g_02958
OG0000209	Syaj.g_02070	Syad.g_02981
OG0000210	Syaj.g_02071	Syad.g_02982
OG0000211	Syaj.g_02856	Syad.g_00813
OG0000212	Syaj.g_02881	Syad.g_00825
OG0000213	Syaj.g_02601	Syad.g_00556
OG0000214	Syaj.g_02582	Syad.g_00538
OG0000215	Syaj.g_02551	Syad.g_00508
OG0000216	Syaj.g_02547	Syad.g_00504
OG0000217	Syaj.g_02543	Syad.g_00500
OG0000218	Syaj.g_02541	Syad.g_00498
OG0000219	Syaj.g_02540	Syad.g_00497
OG0000220	Syaj.g_02539	Syad.g_00496
OG0000221	Syaj.g_02530	Syad.g_00488
OG0000222	Syaj.g_02516	Syad.g_00473
OG0000223	Syaj.g_02494	Syad.g_00451
OG0000224	Syaj.g_02487	Syad.g_00444
OG0000225	Syaj.g_02821	Syad.g_00777
OG0000226	Syaj.g_02825	Syad.g_00781
OG0000227	Syaj.g_02827	Syad.g_00783
OG0000228	Syaj.g_02828	Syad.g_00784
OG0000229	Syaj.g_01555	Syad.g_02450
OG0000230	Syaj.g_01553	Syad.g_02448
OG0000231	Syaj.g_01541	Syad.g_02436
OG0000232	Syaj.g_01497	Syad.g_02392
OG0000233	Syaj.g_01481	Syad.g_02382
OG0000234	Syaj.g_01442	Syad.g_02351
OG0000235	Syaj.g_00071	Syad.g_00903
OG0000236	Syaj.g_00086	Syad.g_00918
OG0000237	Syaj.g_00103	Syad.g_00936
OG0000238	Syaj.g_00108	Syad.g_00941
OG0000239	Syaj.g_00125	Syad.g_00957
OG0000240	Syaj.g_00126	Syad.g_00958
OG0000241	Syaj.g_01291	Syad.g_02160
OG0000242	Syaj.g_00142	Syad.g_00975
OG0000243	Syaj.g_00164	Syad.g_01000
OG0000244	Syaj.g_00180	Syad.g_01012
OG0000245	Syaj.g_00182	Syad.g_01014
OG0000246	Syaj.g_00186	Syad.g_01017
OG0000247	Syaj.g_00197	Syad.g_01029
OG0000248	Syaj.g_00200	Syad.g_01032
OG0000249	Syaj.g_00202	Syad.g_01034
OG0000250	Syaj.g_00211	Syad.g_01044
OG0000251	Syaj.g_00237	Syad.g_01071
OG0000252	Syaj.g_00243	Syad.g_01078
OG0000253	Syaj.g_00245	Syad.g_01081
OG0000254	Syaj.g_01335	Syad.g_02203
OG0000255	Syaj.g_01315	Syad.g_02185
OG0000256	Syaj.g_01297	Syad.g_02167
OG0000257	Syaj.g_01292	Syad.g_02161
OG0000258	Syaj.g_01274	Syad.g_02143
OG0000259	Syaj.g_00707	Syad.g_01576
OG0000260	Syaj.g_00712	Syad.g_01587
OG0000261	Syaj.g_00715	Syad.g_01590
OG0000262	Syaj.g_00720	Syad.g_01595
OG0000263	Syaj.g_00605	Syad.g_01475
OG0000264	Syaj.g_00485	Syad.g_01360
OG0000265	Syaj.g_00510	Syad.g_01383
OG0000266	Syaj.g_00946	Syad.g_01804
OG0000267	Syaj.g_00770	Syad.g_01645
OG0000268	Syaj.g_00771	Syad.g_01646
OG0000269	Syaj.g_01031	Syad.g_01894
OG0000270	Syaj.g_01025	Syad.g_01891
OG0000271	Syaj.g_01017	Syad.g_01883
OG0000272	Syaj.g_01016	Syad.g_01882
OG0000273	Syaj.g_00389	Syad.g_01247
OG0000274	Syaj.g_00388	Syad.g_01246
OG0000275	Syaj.g_00384	Syad.g_01242
OG0000276	Syaj.g_00377	Syad.g_01229
OG0000277	Syaj.g_00376	Syad.g_01228
OG0000278	Syaj.g_00373	Syad.g_01225
OG0000279	Syaj.g_00357	Syad.g_01208
OG0000280	Syaj.g_00348	Syad.g_01198
OG0000281	Syaj.g_02670	Syad.g_00624
OG0000282	Syaj.g_00743	Syad.g_01619
OG0000283	Syaj.g_00790	Syad.g_01661
OG0000284	Syaj.g_00930	Syad.g_01787
OG0000285	Syaj.g_00917	Syad.g_01776
OG0000286	Syaj.g_00899	Syad.g_01758
OG0000287	Syaj.g_00849	Syad.g_01720
OG0000288	Syaj.g_00815	Syad.g_01687
OG0000289	Syaj.g_00800	Syad.g_01672
OG0000290	Syaj.g_00424	Syad.g_01287
OG0000291	Syaj.g_00426	Syad.g_01289
OG0000292	Syaj.g_02255	Syad.g_00155
OG0000293	Syaj.g_00290	Syad.g_01124
OG0000294	Syaj.g_00291	Syad.g_01125
OG0000295	Syaj.g_00330	Syad.g_01181
OG0000296	Syaj.g_00332	Syad.g_01183
OG0000297	Syaj.g_00639	Syad.g_01512
OG0000298	Syaj.g_00638	Syad.g_01511
OG0000299	Syaj.g_00592	Syad.g_01462
OG0000300	Syaj.g_00586	Syad.g_01455
OG0000301	Syaj.g_00585	Syad.g_01454
OG0000302	Syaj.g_00582	Syad.g_01453
OG0000303	Syaj.g_00572	Syad.g_01442
OG0000304	Syaj.g_00566	Syad.g_01436
OG0000305	Syaj.g_00429	Syad.g_01292
OG0000306	Syaj.g_01126	Syad.g_01989
OG0000307	Syaj.g_00051	Syad.g_00883
OG0000308	Syaj.g_00049	Syad.g_00881
OG0000309	Syaj.g_00044	Syad.g_00876
OG0000310	Syaj.g_01358	Syad.g_02250
OG0000311	Syaj.g_01362	Syad.g_02254
OG0000312	Syaj.g_01368	Syad.g_02265
OG0000313	Syaj.g_01386	Syad.g_02284
OG0000314	Syaj.g_01420	Syad.g_02313
OG0000315	Syaj.g_01430	Syad.g_02323
OG0000316	Syaj.g_01664	Syad.g_02564
OG0000317	Syaj.g_01715	Syad.g_02620
OG0000318	Syaj.g_01722	Syad.g_02624
OG0000319	Syaj.g_01741	Syad.g_02642
OG0000320	Syaj.g_01743	Syad.g_02644
OG0000321	Syaj.g_01744	Syad.g_02645
OG0000322	Syaj.g_01745	Syad.g_02646
OG0000323	Syaj.g_01760	Syad.g_02661
OG0000324	Syaj.g_01609	Syad.g_02505
OG0000325	Syaj.g_02638	Syad.g_00591
OG0000326	Syaj.g_02645	Syad.g_00598
OG0000327	Syaj.g_02693	Syad.g_00649
OG0000328	Syaj.g_02694	Syad.g_00650
OG0000329	Syaj.g_02712	Syad.g_00668
OG0000330	Syaj.g_02713	Syad.g_00669
OG0000331	Syaj.g_02714	Syad.g_00670
OG0000332	Syaj.g_02729	Syad.g_00685
OG0000333	Syaj.g_02732	Syad.g_00688
OG0000334	Syaj.g_02741	Syad.g_00697
OG0000335	Syaj.g_02746	Syad.g_00702
OG0000336	Syaj.g_02750	Syad.g_00706
OG0000337	Syaj.g_02466	Syad.g_00425, Syad.g_00427
OG0000338	Syaj.g_02462	Syad.g_00421
OG0000339	Syaj.g_02455	Syad.g_00414
OG0000340	Syaj.g_02443	Syad.g_00370
OG0000341	Syaj.g_02441	Syad.g_00368
OG0000342	Syaj.g_02440	Syad.g_00367
OG0000343	Syaj.g_02437	Syad.g_00366
OG0000344	Syaj.g_02433	Syad.g_00362
OG0000345	Syaj.g_02421	Syad.g_00352
OG0000346	Syaj.g_02416	Syad.g_00347
OG0000347	Syaj.g_02383	Syad.g_00318
OG0000348	Syaj.g_02333	Syad.g_00233
OG0000349	Syaj.g_02314	Syad.g_00213
OG0000350	Syaj.g_02652	Syad.g_00605
OG0000351	Syaj.g_02234	Syad.g_00134
OG0000352	Syaj.g_02235	Syad.g_00135
OG0000353	Syaj.g_02261	Syad.g_00161
OG0000354	Syaj.g_00114	Syad.g_00947
OG0000354	Syaj.g_02281	Syad.g_00181
OG0000355	Syaj.g_02263	Syad.g_00163
OG0000356	Syaj.g_02264	Syad.g_00164
OG0000357	Syaj.g_02265	Syad.g_00165
OG0000358	Syaj.g_02269	Syad.g_00169
OG0000359	Syaj.g_02271	Syad.g_00171
OG0000360	Syaj.g_02272	Syad.g_00172
OG0000361	Syaj.g_02273	Syad.g_00173
OG0000362	Syaj.g_02275	Syad.g_00175
OG0000363	Syaj.g_02277	Syad.g_00177
OG0000364	Syaj.g_02278	Syad.g_00178
OG0000365	Syaj.g_02287	Syad.g_00187
OG0000366	Syaj.g_02288	Syad.g_00188
OG0000367	Syaj.g_02289	Syad.g_00189
OG0000368	Syaj.g_02291	Syad.g_00191
OG0000369	Syaj.g_02292	Syad.g_00192
OG0000370	Syaj.g_02293	Syad.g_00193
OG0000371	Syaj.g_02301	Syad.g_00201
OG0000372	Syaj.g_02307	Syad.g_00206
OG0000373	Syaj.g_02308	Syad.g_00207
OG0000374	Syaj.g_02309	Syad.g_00208
OG0000375	Syaj.g_02310	Syad.g_00209
OG0000376	Syaj.g_02312	Syad.g_00211
OG0000377	Syaj.g_02105	Syad.g_03027
OG0000378	Syaj.g_02091	Syad.g_03012
OG0000379	Syaj.g_02086	Syad.g_03005
OG0000380	Syaj.g_01815	Syad.g_02725
OG0000381	Syaj.g_01819	Syad.g_02729
OG0000382	Syaj.g_01836	Syad.g_02758
OG0000383	Syaj.g_01839	Syad.g_02761
OG0000384	Syaj.g_01840	Syad.g_02762
OG0000385	Syaj.g_01841	Syad.g_02763
OG0000386	Syaj.g_01842	Syad.g_02764
OG0000387	Syaj.g_01878	Syad.g_02792
OG0000388	Syaj.g_01882	Syad.g_02796
OG0000389	Syaj.g_01886	Syad.g_02800
OG0000390	Syaj.g_01904	Syad.g_02818
OG0000391	Syaj.g_01909	Syad.g_02823
OG0000392	Syaj.g_01918	Syad.g_02833
OG0000393	Syaj.g_01922	Syad.g_02837
OG0000394	Syaj.g_01923	Syad.g_02838
OG0000395	Syaj.g_01924	Syad.g_02839
OG0000396	Syaj.g_01928	Syad.g_02843
OG0000397	Syaj.g_01930	Syad.g_02845
OG0000398	Syaj.g_01935	Syad.g_02850
OG0000399	Syaj.g_01936	Syad.g_02851
OG0000400	Syaj.g_01937	Syad.g_02852
OG0000401	Syaj.g_01938	Syad.g_02853
OG0000402	Syaj.g_01940	Syad.g_02855
OG0000403	Syaj.g_01941	Syad.g_02856
OG0000404	Syaj.g_01943	Syad.g_02858
OG0000405	Syaj.g_01961	Syad.g_02874
OG0000406	Syaj.g_01966	Syad.g_02878
OG0000407	Syaj.g_01967	Syad.g_02879
OG0000408	Syaj.g_01970	Syad.g_02883
OG0000409	Syaj.g_01972	Syad.g_02885
OG0000410	Syaj.g_01973	Syad.g_02886
OG0000411	Syaj.g_01974	Syad.g_02887
OG0000412	Syaj.g_01975	Syad.g_02888
OG0000413	Syaj.g_01977	Syad.g_02890
OG0000415	Syaj.g_01978	Syad.g_02891
OG0000416	Syaj.g_01979	Syad.g_02892
OG0000417	Syaj.g_01980	Syad.g_02893
OG0000418	Syaj.g_01985	Syad.g_02898
OG0000419	Syaj.g_01987	Syad.g_02900
OG0000420	Syaj.g_01989	Syad.g_02902
OG0000421	Syaj.g_01994	Syad.g_02907
OG0000422	Syaj.g_01995	Syad.g_02908
OG0000423	Syaj.g_01996	Syad.g_02909
OG0000424	Syaj.g_01997	Syad.g_02910
OG0000425	Syaj.g_01998	Syad.g_02911
OG0000426	Syaj.g_01999	Syad.g_02912
OG0000427	Syaj.g_02000	Syad.g_02913
OG0000428	Syaj.g_02003	Syad.g_02916
OG0000429	Syaj.g_02005	Syad.g_02918
OG0000430	Syaj.g_02007	Syad.g_02920
OG0000431	Syaj.g_02010	Syad.g_02923
OG0000432	Syaj.g_02017	Syad.g_02930
OG0000433	Syaj.g_02020	Syad.g_02933
OG0000434	Syaj.g_02021	Syad.g_02934
OG0000435	Syaj.g_02023	Syad.g_02936
OG0000436	Syaj.g_02029	Syad.g_02942
OG0000437	Syaj.g_02030	Syad.g_02943
OG0000438	Syaj.g_02031	Syad.g_02944
OG0000439	Syaj.g_02033	Syad.g_02946
OG0000440	Syaj.g_02034	Syad.g_02947
OG0000441	Syaj.g_02038	Syad.g_02951
OG0000442	Syaj.g_02039	Syad.g_02952
OG0000443	Syaj.g_02040	Syad.g_02953
OG0000444	Syaj.g_02052	Syad.g_02964
OG0000445	Syaj.g_02053	Syad.g_02965
OG0000446	Syaj.g_02055	Syad.g_02967
OG0000447	Syaj.g_02058	Syad.g_02970
OG0000448	Syaj.g_02059	Syad.g_02971
OG0000449	Syaj.g_02060	Syad.g_02972
OG0000450	Syaj.g_02067	Syad.g_02978
OG0000451	Syaj.g_02068	Syad.g_02979
OG0000452	Syaj.g_02072	Syad.g_02983
OG0000453	Syaj.g_02073	Syad.g_02984
OG0000454	Syaj.g_02074	Syad.g_02985
OG0000455	Syaj.g_02075	Syad.g_02986
OG0000456	Syaj.g_02076	Syad.g_02987
OG0000457	Syaj.g_02078	Syad.g_02989
OG0000458	Syaj.g_02079	Syad.g_02998
OG0000459	Syaj.g_02080	Syad.g_02999
OG0000460	Syaj.g_02858	Syad.g_00815
OG0000461	Syaj.g_02623	Syad.g_00579
OG0000462	Syaj.g_02620	Syad.g_00576
OG0000463	Syaj.g_02619	Syad.g_00575
OG0000464	Syaj.g_02618	Syad.g_00574
OG0000465	Syaj.g_02617	Syad.g_00573
OG0000466	Syaj.g_02612	Syad.g_00568
OG0000467	Syaj.g_02610	Syad.g_00566
OG0000468	Syaj.g_02605	Syad.g_00561
OG0000469	Syaj.g_02590	Syad.g_00545
OG0000470	Syaj.g_02586	Syad.g_00542
OG0000471	Syaj.g_02585	Syad.g_00541
OG0000472	Syaj.g_02583	Syad.g_00539
OG0000473	Syaj.g_02581	Syad.g_00537
OG0000474	Syaj.g_02580	Syad.g_00536
OG0000475	Syaj.g_02579	Syad.g_00535
OG0000476	Syaj.g_02577	Syad.g_00533
OG0000477	Syaj.g_02571	Syad.g_00528
OG0000478	Syaj.g_02570	Syad.g_00527
OG0000479	Syaj.g_02569	Syad.g_00526
OG0000480	Syaj.g_02562	Syad.g_00520
OG0000481	Syaj.g_02560	Syad.g_00518
OG0000482	Syaj.g_02559	Syad.g_00517
OG0000483	Syaj.g_02555	Syad.g_00513
OG0000484	Syaj.g_02554	Syad.g_00512
OG0000485	Syaj.g_02553	Syad.g_00511
OG0000486	Syaj.g_02552	Syad.g_00510
OG0000487	Syaj.g_02546	Syad.g_00503
OG0000488	Syaj.g_02542	Syad.g_00499
OG0000489	Syaj.g_02529	Syad.g_00487
OG0000490	Syaj.g_02519	Syad.g_00475
OG0000491	Syaj.g_02517	Syad.g_00474
OG0000492	Syaj.g_02515	Syad.g_00472
OG0000493	Syaj.g_02514	Syad.g_00471
OG0000494	Syaj.g_02513	Syad.g_00470
OG0000495	Syaj.g_02512	Syad.g_00469
OG0000496	Syaj.g_02511	Syad.g_00468
OG0000497	Syaj.g_02510	Syad.g_00467
OG0000498	Syaj.g_02509	Syad.g_00466
OG0000499	Syaj.g_02508	Syad.g_00465
OG0000500	Syaj.g_02507	Syad.g_00464
OG0000501	Syaj.g_02504	Syad.g_00461
OG0000502	Syaj.g_02492	Syad.g_00449
OG0000503	Syaj.g_02805	Syad.g_00761
OG0000504	Syaj.g_02807	Syad.g_00763
OG0000505	Syaj.g_02808	Syad.g_00764
OG0000506	Syaj.g_02810	Syad.g_00766
OG0000507	Syaj.g_02816	Syad.g_00772
OG0000508	Syaj.g_02820	Syad.g_00776
OG0000509	Syaj.g_02822	Syad.g_00778
OG0000510	Syaj.g_02823	Syad.g_00779
OG0000511	Syaj.g_02824	Syad.g_00780
OG0000512	Syaj.g_02826	Syad.g_00782
OG0000513	Syaj.g_02833	Syad.g_00789
OG0000514	Syaj.g_02839	Syad.g_00795
OG0000515	Syaj.g_02840	Syad.g_00796
OG0000516	Syaj.g_01561	Syad.g_02456
OG0000517	Syaj.g_01556	Syad.g_02451
OG0000518	Syaj.g_01544	Syad.g_02439
OG0000519	Syaj.g_01543	Syad.g_02438
OG0000520	Syaj.g_01542	Syad.g_02437
OG0000521	Syaj.g_00271	Syad.g_01108
