Orthogroup	Syaj	Prae
OG0000100	Syaj.g_00987	Prae.g_01533
OG0000101	Syaj.g_02738	Prae.g_01758
OG0000102	Syaj.g_02411	Prae.g_01820
OG0000103	Syaj.g_02243	Prae.g_01899
OG0000104	Syaj.g_02258	Prae.g_01907
OG0000105	Syaj.g_02573	Prae.g_01440
OG0000106	Syaj.g_01130	Prae.g_00370
OG0000107	Syaj.g_02637	Prae.g_00385
OG0000108	Syaj.g_00072	Prae.g_00454
OG0000109	Syaj.g_00087	Prae.g_00468
OG0000110	Syaj.g_00215	Prae.g_00549
OG0000111	Syaj.g_00437	Prae.g_00673
OG0000112	Syaj.g_00907	Prae.g_00770
OG0000113	Syaj.g_00992	Prae.g_00828
OG0000114	Syaj.g_00741	Prae.g_00908
OG0000115	Syaj.g_01402	Prae.g_01102
OG0000116	Syaj.g_00289	Prae.g_01153
OG0000117	Syaj.g_00637	Prae.g_01263
OG0000118	Syaj.g_00267	Prae.g_01341
OG0000119	Syaj.g_00317	Prae.g_01364
OG0000120	Syaj.g_02502	Prae.g_01389
OG0000121	Syaj.g_01383	Prae.g_01461
OG0000122	Syaj.g_01250	Prae.g_01499
OG0000123	Syaj.g_02745	Prae.g_01766
OG0000124	Syaj.g_02388	Prae.g_01831
OG0000125	Syaj.g_02117	Prae.g_01867
OG0000126	Syaj.g_02256	Prae.g_01906
OG0000128	Syaj.g_02274	Prae.g_00011
OG0000129	Syaj.g_02106	Prae.g_00046
OG0000130	Syaj.g_01818	Prae.g_00069
OG0000131	Syaj.g_01964	Prae.g_00148
OG0000132	Syaj.g_01984	Prae.g_00167
OG0000133	Syaj.g_00902	Prae.g_00323
OG0000134	Syaj.g_02832	Prae.g_00356
OG0000135	Syaj.g_02167	Prae.g_00382
OG0000136	Syaj.g_01550	Prae.g_00415
OG0000137	Syaj.g_01444	Prae.g_00449
OG0000138	Syaj.g_00088	Prae.g_00469
OG0000139	Syaj.g_00150	Prae.g_00512
OG0000140	Syaj.g_00153	Prae.g_00513
OG0000141	Syaj.g_01340	Prae.g_00581
OG0000142	Syaj.g_01283	Prae.g_00609
OG0000143	Syaj.g_01279	Prae.g_00613
OG0000144	Syaj.g_01151	Prae.g_00626
OG0000145	Syaj.g_00094	Prae.g_00766
OG0000146	Syaj.g_00908	Prae.g_00771
OG0000147	Syaj.g_00909	Prae.g_00772
OG0000148	Syaj.g_01003	Prae.g_00822
OG0000149	Syaj.g_00369	Prae.g_00852
OG0000150	Syaj.g_01339, Syaj.g_00154	Prae.g_00860
OG0000151	Syaj.g_01074	Prae.g_00918
OG0000152	Syaj.g_00898	Prae.g_00964
OG0000153	Syaj.g_00842	Prae.g_00983
OG0000154	Syaj.g_00814	Prae.g_01014
OG0000155	Syaj.g_00338	Prae.g_01183
OG0000156	Syaj.g_00282	Prae.g_01317
OG0000157	Syaj.g_00281	Prae.g_01318
OG0000158	Syaj.g_02445	Prae.g_01426
OG0000160	Syaj.g_01382	Prae.g_01460
OG0000161	Syaj.g_01389	Prae.g_01466
OG0000162	Syaj.g_01395	Prae.g_01472
OG0000163	Syaj.g_01639	Prae.g_01506
OG0000164	Syaj.g_01758	Prae.g_01647
OG0000165	Syaj.g_01582	Prae.g_01654
OG0000166	Syaj.g_02698	Prae.g_01722
OG0000167	Syaj.g_02460	Prae.g_01789
OG0000168	Syaj.g_02444	Prae.g_01799
OG0000169	Syaj.g_02431, Syaj.g_02429	Prae.g_01809
OG0000170	Syaj.g_02422	Prae.g_01811
OG0000171	Syaj.g_02389	Prae.g_01830
OG0000172	Syaj.g_02365	Prae.g_01838
OG0000173	Syaj.g_02321	Prae.g_01853
OG0000174	Syaj.g_02169	Prae.g_01881
OG0000175	Syaj.g_02229	Prae.g_01891
OG0000176	Syaj.g_02266	Prae.g_00004
OG0000177	Syaj.g_02267	Prae.g_00005
OG0000178	Syaj.g_02268	Prae.g_00006
OG0000179	Syaj.g_02283	Prae.g_00016
OG0000180	Syaj.g_02284	Prae.g_00017
OG0000181	Syaj.g_02285	Prae.g_00018
OG0000182	Syaj.g_02286	Prae.g_00019
OG0000183	Syaj.g_02290	Prae.g_00023
OG0000184	Syaj.g_02098	Prae.g_00048
OG0000185	Syaj.g_02087	Prae.g_00051
OG0000186	Syaj.g_01812	Prae.g_00064
OG0000187	Syaj.g_01814	Prae.g_00065
OG0000188	Syaj.g_01837	Prae.g_00082
OG0000189	Syaj.g_01874	Prae.g_00096
OG0000190	Syaj.g_01876	Prae.g_00097
OG0000191	Syaj.g_01910	Prae.g_00117
OG0000192	Syaj.g_01919	Prae.g_00121
OG0000193	Syaj.g_01965	Prae.g_00149
OG0000194	Syaj.g_01968	Prae.g_00152
OG0000195	Syaj.g_01971	Prae.g_00154
OG0000196	Syaj.g_01981	Prae.g_00164
OG0000197	Syaj.g_01982	Prae.g_00165
OG0000198	Syaj.g_01983	Prae.g_00166
OG0000199	Syaj.g_01991	Prae.g_00173
OG0000200	Syaj.g_02008	Prae.g_00187
OG0000201	Syaj.g_02024	Prae.g_00195
OG0000202	Syaj.g_02025	Prae.g_00196
OG0000203	Syaj.g_02026	Prae.g_00197
OG0000204	Syaj.g_02027	Prae.g_00198
OG0000205	Syaj.g_02035	Prae.g_00205
OG0000206	Syaj.g_02043	Prae.g_00210
OG0000207	Syaj.g_02045	Prae.g_00212
OG0000208	Syaj.g_02046	Prae.g_00213
OG0000209	Syaj.g_02070	Prae.g_00222
OG0000210	Syaj.g_02071	Prae.g_00223
OG0000212	Syaj.g_02881	Prae.g_00243
OG0000213	Syaj.g_02601	Prae.g_00260
OG0000214	Syaj.g_02582	Prae.g_00270
OG0000215	Syaj.g_02551	Prae.g_00293
OG0000216	Syaj.g_02547	Prae.g_00295
OG0000217	Syaj.g_02543	Prae.g_00298
OG0000218	Syaj.g_02541	Prae.g_00300
OG0000219	Syaj.g_02540	Prae.g_00301
OG0000220	Syaj.g_02539	Prae.g_00302
OG0000221	Syaj.g_02530	Prae.g_00303
OG0000222	Syaj.g_02516	Prae.g_00311
OG0000223	Syaj.g_02494	Prae.g_00324
OG0000224	Syaj.g_02487	Prae.g_00326
OG0000225	Syaj.g_02821	Prae.g_00345
OG0000226	Syaj.g_02825	Prae.g_00349
OG0000227	Syaj.g_02827	Prae.g_00351
OG0000228	Syaj.g_02828	Prae.g_00354
OG0000229	Syaj.g_01555	Prae.g_00410
OG0000230	Syaj.g_01553	Prae.g_00412
OG0000231	Syaj.g_01541	Prae.g_00423
OG0000232	Syaj.g_01497	Prae.g_00432
OG0000233	Syaj.g_01481	Prae.g_00437
OG0000234	Syaj.g_01442	Prae.g_00450
OG0000235	Syaj.g_00071	Prae.g_00453
OG0000236	Syaj.g_00086	Prae.g_00467
OG0000237	Syaj.g_00103	Prae.g_00480
OG0000238	Syaj.g_00108	Prae.g_00486
OG0000239	Syaj.g_00125	Prae.g_00499
OG0000240	Syaj.g_00126	Prae.g_00500
OG0000241	Syaj.g_01291	Prae.g_00504
OG0000242	Syaj.g_00142	Prae.g_00506
OG0000243	Syaj.g_00164	Prae.g_00518
OG0000244	Syaj.g_00180	Prae.g_00521
OG0000245	Syaj.g_00182	Prae.g_00523
OG0000246	Syaj.g_00186	Prae.g_00527
OG0000247	Syaj.g_00197	Prae.g_00537
OG0000248	Syaj.g_00200	Prae.g_00539
OG0000249	Syaj.g_00202	Prae.g_00541
OG0000250	Syaj.g_00211	Prae.g_00546
OG0000251	Syaj.g_00237	Prae.g_00565
OG0000252	Syaj.g_00243	Prae.g_00568
OG0000253	Syaj.g_00245	Prae.g_00569
OG0000254	Syaj.g_01335	Prae.g_00585
OG0000255	Syaj.g_01315	Prae.g_00591
OG0000256	Syaj.g_01297	Prae.g_00601
OG0000257	Syaj.g_01292	Prae.g_00604
OG0000258	Syaj.g_01274	Prae.g_00617
OG0000259	Syaj.g_00707	Prae.g_00634
OG0000260	Syaj.g_00712	Prae.g_00637
OG0000261	Syaj.g_00715	Prae.g_00639
OG0000262	Syaj.g_00720	Prae.g_00643
OG0000263	Syaj.g_00605	Prae.g_00655
OG0000264	Syaj.g_00485	Prae.g_00665
OG0000265	Syaj.g_00510	Prae.g_00711
OG0000266	Syaj.g_00946	Prae.g_00721
OG0000267	Syaj.g_00770	Prae.g_00732
OG0000268	Syaj.g_00771	Prae.g_00733
OG0000269	Syaj.g_01031	Prae.g_00801
OG0000270	Syaj.g_01025	Prae.g_00804
OG0000271	Syaj.g_01017	Prae.g_00812
OG0000272	Syaj.g_01016	Prae.g_00813
OG0000273	Syaj.g_00389	Prae.g_00836
OG0000274	Syaj.g_00388	Prae.g_00837
OG0000275	Syaj.g_00384	Prae.g_00839
OG0000276	Syaj.g_00377	Prae.g_00844
OG0000277	Syaj.g_00376	Prae.g_00845
OG0000278	Syaj.g_00373	Prae.g_00848
OG0000279	Syaj.g_00357	Prae.g_00855
OG0000280	Syaj.g_00348	Prae.g_00856
OG0000281	Syaj.g_02670	Prae.g_00861
OG0000282	Syaj.g_00743	Prae.g_00910
OG0000283	Syaj.g_00790	Prae.g_00941
OG0000284	Syaj.g_00930	Prae.g_00946
OG0000285	Syaj.g_00917	Prae.g_00951
OG0000286	Syaj.g_00899	Prae.g_00963
OG0000288	Syaj.g_00815	Prae.g_01013
OG0000289	Syaj.g_00800	Prae.g_01024
OG0000290	Syaj.g_00424	Prae.g_01037
OG0000291	Syaj.g_00426	Prae.g_01039
OG0000292	Syaj.g_02255	Prae.g_01090
OG0000293	Syaj.g_00290	Prae.g_01154
OG0000294	Syaj.g_00291	Prae.g_01155
OG0000295	Syaj.g_00330	Prae.g_01175
OG0000296	Syaj.g_00332	Prae.g_01177
OG0000297	Syaj.g_00639	Prae.g_01185
OG0000298	Syaj.g_00638	Prae.g_01186
OG0000299	Syaj.g_00592	Prae.g_01203
OG0000300	Syaj.g_00586	Prae.g_01206
OG0000301	Syaj.g_00585	Prae.g_01207
OG0000302	Syaj.g_00582	Prae.g_01209
OG0000303	Syaj.g_00572	Prae.g_01216
OG0000304	Syaj.g_00566	Prae.g_01220
OG0000305	Syaj.g_00429	Prae.g_01360
OG0000306	Syaj.g_01126	Prae.g_01363
OG0000307	Syaj.g_00051	Prae.g_01377
OG0000308	Syaj.g_00049	Prae.g_01378
OG0000309	Syaj.g_00044	Prae.g_01382
OG0000310	Syaj.g_01358	Prae.g_01444
OG0000311	Syaj.g_01362	Prae.g_01446
OG0000312	Syaj.g_01368	Prae.g_01449
OG0000313	Syaj.g_01386	Prae.g_01463
OG0000314	Syaj.g_01420	Prae.g_01486
OG0000315	Syaj.g_01430	Prae.g_01496
OG0000316	Syaj.g_01664	Prae.g_01516
OG0000317	Syaj.g_01715	Prae.g_01621
OG0000318	Syaj.g_01722	Prae.g_01624
OG0000319	Syaj.g_01741	Prae.g_01637
OG0000320	Syaj.g_01743	Prae.g_01639
OG0000321	Syaj.g_01744	Prae.g_01640
OG0000322	Syaj.g_01745	Prae.g_01641
OG0000323	Syaj.g_01760	Prae.g_01650
OG0000324	Syaj.g_01609	Prae.g_01676
OG0000325	Syaj.g_02638	Prae.g_01687
OG0000326	Syaj.g_02645	Prae.g_01693
OG0000327	Syaj.g_02693	Prae.g_01717
OG0000328	Syaj.g_02694	Prae.g_01718
OG0000329	Syaj.g_02712	Prae.g_01735
OG0000330	Syaj.g_02713	Prae.g_01736
OG0000331	Syaj.g_02714	Prae.g_01737
OG0000332	Syaj.g_02729	Prae.g_01751
OG0000333	Syaj.g_02732	Prae.g_01753
OG0000334	Syaj.g_02741	Prae.g_01761
OG0000335	Syaj.g_02746	Prae.g_01767
OG0000336	Syaj.g_02750	Prae.g_01771
OG0000337	Syaj.g_02466	Prae.g_01787
OG0000338	Syaj.g_02462	Prae.g_01788
OG0000339	Syaj.g_02455	Prae.g_01792
OG0000340	Syaj.g_02443	Prae.g_01800
OG0000341	Syaj.g_02441	Prae.g_01802
OG0000342	Syaj.g_02440	Prae.g_01803
OG0000343	Syaj.g_02437	Prae.g_01804
OG0000344	Syaj.g_02433	Prae.g_01807
OG0000345	Syaj.g_02421	Prae.g_01812
OG0000346	Syaj.g_02416	Prae.g_01816
OG0000347	Syaj.g_02383	Prae.g_01832
OG0000348	Syaj.g_02333	Prae.g_01841
OG0000349	Syaj.g_02314	Prae.g_01858
OG0000350	Syaj.g_02652	Prae.g_01877
OG0000351	Syaj.g_02234	Prae.g_01894
OG0000352	Syaj.g_02235	Prae.g_01895
OG0000353	Syaj.g_02261	Prae.g_01910
OG0000354	Syaj.g_02281	Prae.g_00689
OG0000355	Syaj.g_02263	Prae.g_00001
OG0000356	Syaj.g_02264	Prae.g_00002
OG0000357	Syaj.g_02265	Prae.g_00003
OG0000358	Syaj.g_02269	Prae.g_00007
OG0000359	Syaj.g_02271	Prae.g_00008
OG0000360	Syaj.g_02272	Prae.g_00009
OG0000361	Syaj.g_02273	Prae.g_00010
OG0000362	Syaj.g_02275	Prae.g_00012
OG0000363	Syaj.g_02277	Prae.g_00014
OG0000364	Syaj.g_02278	Prae.g_00015
OG0000365	Syaj.g_02287	Prae.g_00020
OG0000366	Syaj.g_02288	Prae.g_00021
OG0000367	Syaj.g_02289	Prae.g_00022
OG0000368	Syaj.g_02291	Prae.g_00024
OG0000369	Syaj.g_02292	Prae.g_00025
OG0000370	Syaj.g_02293	Prae.g_00026
OG0000371	Syaj.g_02301	Prae.g_00032
OG0000372	Syaj.g_02307	Prae.g_00035
OG0000373	Syaj.g_02308	Prae.g_00036
OG0000374	Syaj.g_02309	Prae.g_00037
OG0000375	Syaj.g_02310	Prae.g_00042
OG0000376	Syaj.g_02312	Prae.g_00044
OG0000377	Syaj.g_02105	Prae.g_00047
OG0000378	Syaj.g_02091	Prae.g_00049
OG0000379	Syaj.g_02086	Prae.g_00052
OG0000380	Syaj.g_01815	Prae.g_00066
OG0000381	Syaj.g_01819	Prae.g_00070
OG0000382	Syaj.g_01836	Prae.g_00081
OG0000383	Syaj.g_01839	Prae.g_00083
OG0000384	Syaj.g_01840	Prae.g_00084
OG0000385	Syaj.g_01841	Prae.g_00085
OG0000386	Syaj.g_01842	Prae.g_00086
OG0000387	Syaj.g_01878	Prae.g_00099
OG0000388	Syaj.g_01882	Prae.g_00102
OG0000389	Syaj.g_01886	Prae.g_00105
OG0000390	Syaj.g_01904	Prae.g_00112
OG0000391	Syaj.g_01909	Prae.g_00116
OG0000392	Syaj.g_01918	Prae.g_00120
OG0000393	Syaj.g_01922	Prae.g_00122
OG0000394	Syaj.g_01923	Prae.g_00123
OG0000395	Syaj.g_01924	Prae.g_00124
OG0000396	Syaj.g_01928	Prae.g_00127
OG0000397	Syaj.g_01930	Prae.g_00129
OG0000398	Syaj.g_01935	Prae.g_00131
OG0000399	Syaj.g_01936	Prae.g_00132
OG0000400	Syaj.g_01937	Prae.g_00133
OG0000401	Syaj.g_01938	Prae.g_00134
OG0000402	Syaj.g_01940	Prae.g_00136
OG0000403	Syaj.g_01941	Prae.g_00137
OG0000404	Syaj.g_01943	Prae.g_00138
OG0000405	Syaj.g_01961	Prae.g_00142
OG0000406	Syaj.g_01966	Prae.g_00150
OG0000407	Syaj.g_01967	Prae.g_00151
OG0000408	Syaj.g_01970	Prae.g_00153
OG0000409	Syaj.g_01972	Prae.g_00155
OG0000410	Syaj.g_01973	Prae.g_00156
OG0000411	Syaj.g_01974	Prae.g_00157
OG0000412	Syaj.g_01975	Prae.g_00158
OG0000413	Syaj.g_01977	Prae.g_00159
OG0000415	Syaj.g_01978	Prae.g_00161
OG0000416	Syaj.g_01979	Prae.g_00162
OG0000417	Syaj.g_01980	Prae.g_00163
OG0000418	Syaj.g_01985	Prae.g_00168
OG0000419	Syaj.g_01987	Prae.g_00170
OG0000420	Syaj.g_01989	Prae.g_00171
OG0000421	Syaj.g_01994	Prae.g_00176
OG0000422	Syaj.g_01995	Prae.g_00177
OG0000423	Syaj.g_01996	Prae.g_00178
OG0000424	Syaj.g_01997	Prae.g_00179
OG0000425	Syaj.g_01998	Prae.g_00180
OG0000426	Syaj.g_01999	Prae.g_00181
OG0000427	Syaj.g_02000	Prae.g_00182
OG0000428	Syaj.g_02003	Prae.g_00184
OG0000429	Syaj.g_02005	Prae.g_00185
OG0000430	Syaj.g_02007	Prae.g_00186
OG0000431	Syaj.g_02010	Prae.g_00188
OG0000432	Syaj.g_02017	Prae.g_00191
OG0000433	Syaj.g_02020	Prae.g_00192
OG0000434	Syaj.g_02021	Prae.g_00193
OG0000435	Syaj.g_02023	Prae.g_00194
OG0000436	Syaj.g_02029	Prae.g_00199
OG0000437	Syaj.g_02030	Prae.g_00200
OG0000438	Syaj.g_02031	Prae.g_00201
OG0000439	Syaj.g_02033	Prae.g_00203
OG0000440	Syaj.g_02034	Prae.g_00204
OG0000441	Syaj.g_02038	Prae.g_00207
OG0000442	Syaj.g_02039	Prae.g_00208
OG0000443	Syaj.g_02040	Prae.g_00209
OG0000444	Syaj.g_02052	Prae.g_00214
OG0000445	Syaj.g_02053	Prae.g_00215
OG0000446	Syaj.g_02055	Prae.g_00216
OG0000447	Syaj.g_02058	Prae.g_00217
OG0000448	Syaj.g_02059	Prae.g_00218
OG0000449	Syaj.g_02060	Prae.g_00219
OG0000450	Syaj.g_02067	Prae.g_00220
OG0000451	Syaj.g_02068	Prae.g_00221
OG0000452	Syaj.g_02072	Prae.g_00224
OG0000453	Syaj.g_02073	Prae.g_00225
OG0000454	Syaj.g_02074	Prae.g_00226
OG0000455	Syaj.g_02075	Prae.g_00227
OG0000456	Syaj.g_02076	Prae.g_00228
OG0000457	Syaj.g_02078	Prae.g_00229
OG0000458	Syaj.g_02079	Prae.g_00230
OG0000459	Syaj.g_02080	Prae.g_00231
OG0000460	Syaj.g_02858	Prae.g_00238
OG0000461	Syaj.g_02623	Prae.g_00245
OG0000462	Syaj.g_02620	Prae.g_00247
OG0000463	Syaj.g_02619	Prae.g_00248
OG0000464	Syaj.g_02618	Prae.g_00249
OG0000465	Syaj.g_02617	Prae.g_00250
OG0000466	Syaj.g_02612	Prae.g_00253
OG0000467	Syaj.g_02610	Prae.g_00254
OG0000468	Syaj.g_02605	Prae.g_00256
OG0000469	Syaj.g_02590	Prae.g_00265
OG0000470	Syaj.g_02586	Prae.g_00267
OG0000471	Syaj.g_02585	Prae.g_00268
OG0000472	Syaj.g_02583	Prae.g_00269
OG0000473	Syaj.g_02581	Prae.g_00271
OG0000474	Syaj.g_02580	Prae.g_00272
OG0000475	Syaj.g_02579	Prae.g_00273
OG0000476	Syaj.g_02577	Prae.g_00274
OG0000477	Syaj.g_02571	Prae.g_00276
OG0000478	Syaj.g_02570	Prae.g_00277
OG0000479	Syaj.g_02569	Prae.g_00278
OG0000480	Syaj.g_02562	Prae.g_00283
OG0000481	Syaj.g_02560	Prae.g_00285
OG0000482	Syaj.g_02559	Prae.g_00286
OG0000483	Syaj.g_02555	Prae.g_00289
OG0000484	Syaj.g_02554	Prae.g_00290
OG0000485	Syaj.g_02553	Prae.g_00291
OG0000486	Syaj.g_02552	Prae.g_00292
OG0000487	Syaj.g_02546	Prae.g_00296
OG0000488	Syaj.g_02542	Prae.g_00299
OG0000489	Syaj.g_02529	Prae.g_00304
OG0000490	Syaj.g_02519	Prae.g_00309
OG0000491	Syaj.g_02517	Prae.g_00310
OG0000492	Syaj.g_02515	Prae.g_00312
OG0000493	Syaj.g_02514	Prae.g_00313
OG0000494	Syaj.g_02513	Prae.g_00314
OG0000495	Syaj.g_02512	Prae.g_00315
OG0000496	Syaj.g_02511	Prae.g_00316
OG0000497	Syaj.g_02510	Prae.g_00317
OG0000498	Syaj.g_02509	Prae.g_00318
OG0000499	Syaj.g_02508	Prae.g_00319
OG0000500	Syaj.g_02507	Prae.g_00320
OG0000501	Syaj.g_02504	Prae.g_00322
OG0000502	Syaj.g_02492	Prae.g_00325
OG0000503	Syaj.g_02805	Prae.g_00335
OG0000504	Syaj.g_02807	Prae.g_00336
OG0000505	Syaj.g_02808	Prae.g_00337
OG0000506	Syaj.g_02810	Prae.g_00338
OG0000507	Syaj.g_02816	Prae.g_00341
OG0000508	Syaj.g_02820	Prae.g_00344
OG0000509	Syaj.g_02822	Prae.g_00346
OG0000510	Syaj.g_02823	Prae.g_00347
OG0000511	Syaj.g_02824	Prae.g_00348
OG0000512	Syaj.g_02826	Prae.g_00350
OG0000513	Syaj.g_02833	Prae.g_00357
OG0000514	Syaj.g_02839	Prae.g_00405
OG0000515	Syaj.g_02840	Prae.g_00406
OG0000516	Syaj.g_01561	Prae.g_00407
OG0000517	Syaj.g_01556	Prae.g_00409
OG0000518	Syaj.g_01544	Prae.g_00420
OG0000519	Syaj.g_01543	Prae.g_00421
OG0000520	Syaj.g_01542	Prae.g_00422
OG0000521	Syaj.g_00271	Prae.g_00427
OG0000522	Syaj.g_00273	Prae.g_00429
OG0000523	Syaj.g_00274	Prae.g_00430
OG0000524	Syaj.g_01485	Prae.g_00435
OG0000525	Syaj.g_01454	Prae.g_00438
OG0000526	Syaj.g_01451	Prae.g_00439
OG0000527	Syaj.g_01446	Prae.g_00447
OG0000528	Syaj.g_00065	Prae.g_00452
OG0000529	Syaj.g_00073	Prae.g_00455
OG0000530	Syaj.g_00076	Prae.g_00458
OG0000531	Syaj.g_00077	Prae.g_00459
OG0000532	Syaj.g_00080	Prae.g_00461
OG0000533	Syaj.g_00081	Prae.g_00462
OG0000534	Syaj.g_00082	Prae.g_00463
OG0000535	Syaj.g_00083	Prae.g_00464
OG0000536	Syaj.g_00084	Prae.g_00465
OG0000537	Syaj.g_00085	Prae.g_00466
OG0000538	Syaj.g_00096	Prae.g_00474
OG0000539	Syaj.g_00097	Prae.g_00475
OG0000540	Syaj.g_00098	Prae.g_00476
OG0000541	Syaj.g_00099	Prae.g_00477
OG0000542	Syaj.g_00102	Prae.g_00479
OG0000543	Syaj.g_00104	Prae.g_00481
OG0000544	Syaj.g_00105	Prae.g_00482
OG0000545	Syaj.g_00107	Prae.g_00484
OG0000546	Syaj.g_00109	Prae.g_00487
OG0000547	Syaj.g_00111	Prae.g_00489
OG0000548	Syaj.g_00112	Prae.g_00490
OG0000549	Syaj.g_00118	Prae.g_00492
OG0000550	Syaj.g_00123	Prae.g_00497
OG0000551	Syaj.g_00128	Prae.g_00501
OG0000552	Syaj.g_00129	Prae.g_00502
OG0000553	Syaj.g_00133	Prae.g_00503
OG0000554	Syaj.g_00145	Prae.g_00509
OG0000555	Syaj.g_00163	Prae.g_00517
OG0000556	Syaj.g_00167	Prae.g_00519
OG0000557	Syaj.g_00178	Prae.g_00520
OG0000558	Syaj.g_00181	Prae.g_00522
OG0000559	Syaj.g_00185	Prae.g_00526
OG0000560	Syaj.g_00188	Prae.g_00529
OG0000561	Syaj.g_00189	Prae.g_00530
OG0000562	Syaj.g_00190	Prae.g_00531
OG0000563	Syaj.g_00191	Prae.g_00532
OG0000564	Syaj.g_00192	Prae.g_00533
OG0000565	Syaj.g_00195	Prae.g_00536
OG0000566	Syaj.g_00199	Prae.g_00538
OG0000567	Syaj.g_00203	Prae.g_00542
