Orthogroup	Syaj	Syab
OG0000039	Syaj.g_00275	Syab.g_02791
OG0000040	Syaj.g_02208	Syab.g_02853
OG0000041	Syaj.g_01602	Syab.g_02333
OG0000042	Syaj.g_02399	Syab.g_01019, Syab.g_00099
OG0000043	Syaj.g_01085	Syab.g_02802
OG0000043	Syaj.g_01247	Syab.g_01539, Syab.g_01785
OG0000044	Syaj.g_01344	Syab.g_01097, Syab.g_01262
OG0000045	Syaj.g_00132	Syab.g_00871
OG0000046	Syaj.g_02775	Syab.g_00488
OG0000046	Syaj.g_02781	Syab.g_00496
OG0000047	Syaj.g_02799	Syab.g_00876
OG0000048	Syaj.g_02578	Syab.g_00308
OG0000051	Syaj.g_02898	Syab.g_01073
OG0000051	Syaj.g_00017	Syab.g_02216
OG0000052	Syaj.g_02476	Syab.g_00214
OG0000053	Syaj.g_01409	Syab.g_00746
OG0000054	Syaj.g_01341	Syab.g_01932
OG0000055	Syaj.g_00394	Syab.g_01255
OG0000056	Syaj.g_00985, Syaj.g_02864, Syaj.g_01794, Syaj.g_01081, Syaj.g_00880, Syaj.g_01082, Syaj.g_00533, Syaj.g_01676, Syaj.g_00546, Syaj.g_00879, Syaj.g_00462, Syaj.g_01088, Syaj.g_00360, Syaj.g_01093, Syaj.g_00962	Syab.g_01452
OG0000057	Syaj.g_00438	Syab.g_01200
OG0000058	Syaj.g_02495	Syab.g_00227
OG0000059	Syaj.g_02686	Syab.g_00397
OG0000060	Syaj.g_01469	Syab.g_00662
OG0000060	Syaj.g_00067	Syab.g_02094
OG0000061	Syaj.g_00302	Syab.g_00171, Syab.g_00969
OG0000062	Syaj.g_01700	Syab.g_02234
OG0000063	Syaj.g_02302	Syab.g_00040
OG0000064	Syaj.g_00041	Syab.g_02808
OG0000064	Syaj.g_01253	Syab.g_01783
OG0000065	Syaj.g_00007	Syab.g_01768
OG0000066	Syaj.g_00157	Syab.g_02031
OG0000067	Syaj.g_01023	Syab.g_01659
OG0000068	Syaj.g_00059	Syab.g_02087
OG0000070	Syaj.g_01529	Syab.g_00614
OG0000071	Syaj.g_01511	Syab.g_00915
OG0000072	Syaj.g_01992	Syab.g_02593
OG0000073	Syaj.g_00093	Syab.g_02119
OG0000075	Syaj.g_02457	Syab.g_00202
OG0000076	Syaj.g_02417	Syab.g_00113
OG0000077	Syaj.g_01831	Syab.g_02446
OG0000078	Syaj.g_02880	Syab.g_02366
OG0000079	Syaj.g_02609	Syab.g_00340
OG0000081	Syaj.g_02888	Syab.g_01793
OG0000082	Syaj.g_00229	Syab.g_01971
OG0000084	Syaj.g_01375	Syab.g_00781
OG0000085	Syaj.g_01707	Syab.g_02243
OG0000086	Syaj.g_01848	Syab.g_02468
OG0000087	Syaj.g_01945	Syab.g_02551
OG0000088	Syaj.g_01986	Syab.g_02586
OG0000089	Syaj.g_02829, Syaj.g_01915	Syab.g_00551
OG0000090	Syaj.g_00144	Syab.g_02041
OG0000091	Syaj.g_01275	Syab.g_01866
OG0000092	Syaj.g_00339	Syab.g_01242, Syab.g_00690
OG0000093	Syaj.g_01042	Syab.g_01582
OG0000094	Syaj.g_00804	Syab.g_01306
OG0000095	Syaj.g_00427	Syab.g_01210
OG0000097	Syaj.g_00589	Syab.g_01051
OG0000098	Syaj.g_02671	Syab.g_01553
OG0000099	Syaj.g_02503	Syab.g_00230
OG0000100	Syaj.g_00987	Syab.g_01694
OG0000101	Syaj.g_02738	Syab.g_00446
OG0000102	Syaj.g_02411	Syab.g_00104
OG0000103	Syaj.g_02243	Syab.g_02895
OG0000104	Syaj.g_02258	Syab.g_02910
OG0000105	Syaj.g_02573	Syab.g_00303
OG0000106	Syaj.g_01130	Syab.g_01817
OG0000107	Syaj.g_02637	Syab.g_00367
OG0000108	Syaj.g_00072	Syab.g_02096
OG0000109	Syaj.g_00087	Syab.g_02112
OG0000110	Syaj.g_00215	Syab.g_01984
OG0000111	Syaj.g_00437	Syab.g_01201
OG0000112	Syaj.g_00907	Syab.g_01392
OG0000113	Syaj.g_00992	Syab.g_01689
OG0000114	Syaj.g_00741	Syab.g_01633, Syab.g_02656
OG0000115	Syaj.g_01402	Syab.g_00748
OG0000116	Syaj.g_00289	Syab.g_00945
OG0000117	Syaj.g_00637	Syab.g_01018
OG0000118	Syaj.g_00267	Syab.g_00897
OG0000120	Syaj.g_02502	Syab.g_00229
OG0000121	Syaj.g_01383	Syab.g_00772
OG0000122	Syaj.g_01250	Syab.g_01839
OG0000123	Syaj.g_02745	Syab.g_00454
OG0000124	Syaj.g_02388	Syab.g_00088
OG0000125	Syaj.g_02117	Syab.g_02763
OG0000126	Syaj.g_02256	Syab.g_02908
OG0000128	Syaj.g_02274	Syab.g_00012
OG0000129	Syaj.g_02106	Syab.g_02749
OG0000130	Syaj.g_01818	Syab.g_02434
OG0000131	Syaj.g_01964	Syab.g_02564
OG0000132	Syaj.g_01984, Syaj.g_00688	Syab.g_02584
OG0000133	Syaj.g_00902	Syab.g_01387
OG0000134	Syaj.g_02832	Syab.g_00554
OG0000135	Syaj.g_02167	Syab.g_02815
OG0000136	Syaj.g_01550	Syab.g_00588
OG0000137	Syaj.g_01444	Syab.g_00697
OG0000138	Syaj.g_00088	Syab.g_02113
OG0000139	Syaj.g_00150	Syab.g_02035
OG0000140	Syaj.g_00153	Syab.g_02033
OG0000141	Syaj.g_01340	Syab.g_01931
OG0000142	Syaj.g_01283	Syab.g_01873
OG0000143	Syaj.g_01279	Syab.g_01870
OG0000144	Syaj.g_01151	Syab.g_01757
OG0000145	Syaj.g_00094	Syab.g_02120
OG0000146	Syaj.g_00908	Syab.g_01393
OG0000147	Syaj.g_00909	Syab.g_01394
OG0000148	Syaj.g_01003, Syaj.g_01002	Syab.g_01682
OG0000149	Syaj.g_00369	Syab.g_01720
OG0000150	Syaj.g_01339, Syaj.g_00154	Syab.g_01930
OG0000151	Syaj.g_01074	Syab.g_01612
OG0000152	Syaj.g_00898	Syab.g_01383
OG0000153	Syaj.g_00842	Syab.g_01343
OG0000154	Syaj.g_00814	Syab.g_01317
OG0000155	Syaj.g_00338	Syab.g_01009
OG0000156	Syaj.g_00282	Syab.g_00933
OG0000157	Syaj.g_00281	Syab.g_00932
OG0000158	Syaj.g_02445	Syab.g_00161
OG0000160	Syaj.g_01382	Syab.g_00774
OG0000161	Syaj.g_01389	Syab.g_00766
OG0000162	Syaj.g_01395	Syab.g_00755
OG0000163	Syaj.g_01639	Syab.g_02173
OG0000164	Syaj.g_01758	Syab.g_02307
OG0000165	Syaj.g_01582	Syab.g_02316
OG0000166	Syaj.g_02698	Syab.g_00407
OG0000167	Syaj.g_02460	Syab.g_00205
OG0000168	Syaj.g_02444	Syab.g_00136
OG0000169	Syaj.g_02431, Syaj.g_02429	Syab.g_00125
OG0000170	Syaj.g_02422	Syab.g_00118
OG0000171	Syaj.g_02389	Syab.g_00089
OG0000172	Syaj.g_02365	Syab.g_00080
OG0000173	Syaj.g_02321	Syab.g_00061
OG0000174	Syaj.g_02169	Syab.g_02819
OG0000175	Syaj.g_02229	Syab.g_02876
OG0000176	Syaj.g_02266	Syab.g_00004
OG0000177	Syaj.g_02267	Syab.g_00005
OG0000178	Syaj.g_02268	Syab.g_00006
OG0000179	Syaj.g_02283	Syab.g_00022
OG0000180	Syaj.g_02284	Syab.g_00023
OG0000181	Syaj.g_02285	Syab.g_00024
OG0000182	Syaj.g_02286	Syab.g_00025
OG0000183	Syaj.g_02290	Syab.g_00029
OG0000184	Syaj.g_02098	Syab.g_02738
OG0000185	Syaj.g_02087	Syab.g_02715
OG0000186	Syaj.g_01812	Syab.g_02430
OG0000187	Syaj.g_01814	Syab.g_02431
OG0000188	Syaj.g_01837	Syab.g_02454
OG0000189	Syaj.g_01874	Syab.g_02487
OG0000190	Syaj.g_01876	Syab.g_00190, Syab.g_00139
OG0000191	Syaj.g_01910	Syab.g_02522
OG0000192	Syaj.g_01919	Syab.g_02528
OG0000193	Syaj.g_01965	Syab.g_02565
OG0000194	Syaj.g_01968	Syab.g_02568
OG0000195	Syaj.g_01971	Syab.g_02570
OG0000196	Syaj.g_01981	Syab.g_02581
OG0000197	Syaj.g_01982	Syab.g_02582
OG0000199	Syaj.g_01991	Syab.g_02591
OG0000200	Syaj.g_02008	Syab.g_02611
OG0000201	Syaj.g_02024	Syab.g_02628
OG0000202	Syaj.g_02025	Syab.g_02629
OG0000203	Syaj.g_02026	Syab.g_02630
OG0000204	Syaj.g_02027	Syab.g_02631
OG0000205	Syaj.g_02035	Syab.g_02638
OG0000206	Syaj.g_02043	Syab.g_02674
OG0000207	Syaj.g_02045	Syab.g_02677
OG0000208	Syaj.g_02046	Syab.g_02678
OG0000209	Syaj.g_02070	Syab.g_02698
OG0000210	Syaj.g_02071	Syab.g_02699
OG0000211	Syaj.g_02856	Syab.g_02374
OG0000212	Syaj.g_02881	Syab.g_02365
OG0000213	Syaj.g_02601	Syab.g_00332
OG0000214	Syaj.g_02582	Syab.g_00312
OG0000215	Syaj.g_02551	Syab.g_00281
OG0000216	Syaj.g_02547	Syab.g_00277
OG0000217	Syaj.g_02543	Syab.g_00273
OG0000218	Syaj.g_02541	Syab.g_00271
OG0000219	Syaj.g_02540	Syab.g_00270
OG0000220	Syaj.g_02539	Syab.g_00269
OG0000221	Syaj.g_02530	Syab.g_00257
OG0000222	Syaj.g_02516	Syab.g_00244
OG0000223	Syaj.g_02494	Syab.g_00226
OG0000224	Syaj.g_02487	Syab.g_00223
OG0000225	Syaj.g_02821	Syab.g_00538
OG0000226	Syaj.g_02825	Syab.g_00542
OG0000227	Syaj.g_02827	Syab.g_00544
OG0000228	Syaj.g_02828	Syab.g_00550
OG0000229	Syaj.g_01555	Syab.g_00583
OG0000230	Syaj.g_01553	Syab.g_00585
OG0000231	Syaj.g_01541	Syab.g_00613
OG0000232	Syaj.g_01497	Syab.g_00631
OG0000233	Syaj.g_01481	Syab.g_00645
OG0000234	Syaj.g_01442	Syab.g_00699
OG0000235	Syaj.g_00071	Syab.g_02095
OG0000236	Syaj.g_00086	Syab.g_02111
OG0000237	Syaj.g_00103	Syab.g_02129
OG0000238	Syaj.g_00108	Syab.g_02134
OG0000239	Syaj.g_00125	Syab.g_02151
OG0000240	Syaj.g_00126	Syab.g_02152
OG0000241	Syaj.g_01291	Syab.g_01884
OG0000242	Syaj.g_00142	Syab.g_02043
OG0000243	Syaj.g_00164	Syab.g_02025
OG0000244	Syaj.g_00180	Syab.g_02017
OG0000245	Syaj.g_00182	Syab.g_02015
OG0000246	Syaj.g_00186	Syab.g_02011
OG0000247	Syaj.g_00197	Syab.g_01999
OG0000248	Syaj.g_00200	Syab.g_01996
OG0000249	Syaj.g_00202	Syab.g_01994
OG0000250	Syaj.g_00211	Syab.g_01988
OG0000251	Syaj.g_00237	Syab.g_01961
OG0000252	Syaj.g_00243	Syab.g_01958
OG0000253	Syaj.g_00245	Syab.g_01956
OG0000254	Syaj.g_01335	Syab.g_01925
OG0000255	Syaj.g_01315	Syab.g_01912
OG0000256	Syaj.g_01297	Syab.g_01890
OG0000257	Syaj.g_01292	Syab.g_01885
OG0000258	Syaj.g_01274	Syab.g_01861
OG0000259	Syaj.g_00707	Syab.g_01538
OG0000260	Syaj.g_00712	Syab.g_01544
OG0000261	Syaj.g_00715	Syab.g_01556
OG0000262	Syaj.g_00720	Syab.g_01561
OG0000263	Syaj.g_00605	Syab.g_01035
OG0000264	Syaj.g_00485	Syab.g_01173
OG0000265	Syaj.g_00510	Syab.g_01773
OG0000266	Syaj.g_00946	Syab.g_01667
OG0000267	Syaj.g_00770	Syab.g_01433
OG0000268	Syaj.g_00771	Syab.g_01432
OG0000269	Syaj.g_01031	Syab.g_01650
OG0000270	Syaj.g_01025	Syab.g_01657
OG0000271	Syaj.g_01017	Syab.g_01279
OG0000272	Syaj.g_01016	Syab.g_01280
OG0000274	Syaj.g_00388	Syab.g_01700
OG0000275	Syaj.g_00384	Syab.g_01704
OG0000276	Syaj.g_00377	Syab.g_01712
OG0000277	Syaj.g_00376	Syab.g_01713
OG0000278	Syaj.g_00373	Syab.g_01716
OG0000279	Syaj.g_00357	Syab.g_01724
OG0000280	Syaj.g_00348	Syab.g_01736
OG0000281	Syaj.g_02670	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Syaj.g_00743	Syab.g_01631
OG0000283	Syaj.g_00790	Syab.g_01418
OG0000284	Syaj.g_00930	Syab.g_01413
OG0000285	Syaj.g_00917	Syab.g_01402
OG0000286	Syaj.g_00899	Syab.g_01384
OG0000287	Syaj.g_00849	Syab.g_01350
OG0000288	Syaj.g_00815	Syab.g_01318
OG0000289	Syaj.g_00800	Syab.g_01303
OG0000290	Syaj.g_00424	Syab.g_01213
OG0000291	Syaj.g_00426	Syab.g_01211
OG0000292	Syaj.g_02255	Syab.g_02907
OG0000293	Syaj.g_00290	Syab.g_00946
OG0000294	Syaj.g_00291	Syab.g_00947
OG0000295	Syaj.g_00330	Syab.g_01001
OG0000296	Syaj.g_00332	Syab.g_01003
OG0000297	Syaj.g_00639	Syab.g_01016
OG0000298	Syaj.g_00638	Syab.g_01017
OG0000299	Syaj.g_00592	Syab.g_01047
OG0000300	Syaj.g_00586	Syab.g_01054
OG0000301	Syaj.g_00585	Syab.g_01055
OG0000302	Syaj.g_00582	Syab.g_01056
OG0000303	Syaj.g_00572	Syab.g_01149
OG0000304	Syaj.g_00566	Syab.g_01143
OG0000305	Syaj.g_00429	Syab.g_01208
OG0000306	Syaj.g_01126	Syab.g_01819
OG0000307	Syaj.g_00051	Syab.g_02078
OG0000308	Syaj.g_00049	Syab.g_02076
OG0000309	Syaj.g_00044	Syab.g_02071
OG0000310	Syaj.g_01358	Syab.g_00817
OG0000311	Syaj.g_01362	Syab.g_00811
OG0000312	Syaj.g_01368	Syab.g_00793
OG0000313	Syaj.g_01386	Syab.g_00769
OG0000314	Syaj.g_01420	Syab.g_00736
OG0000315	Syaj.g_01430	Syab.g_00726
OG0000316	Syaj.g_01664	Syab.g_02189
OG0000317	Syaj.g_01715	Syab.g_02251
OG0000318	Syaj.g_01722	Syab.g_02257
OG0000319	Syaj.g_01741	Syab.g_02291
OG0000320	Syaj.g_01743	Syab.g_02293
OG0000321	Syaj.g_01744	Syab.g_02294
OG0000322	Syaj.g_01745	Syab.g_02295
OG0000323	Syaj.g_01760	Syab.g_02310
OG0000324	Syaj.g_01609	Syab.g_02341
OG0000325	Syaj.g_02638	Syab.g_00368
OG0000326	Syaj.g_02645	Syab.g_00375
OG0000327	Syaj.g_02693	Syab.g_00402
OG0000328	Syaj.g_02694	Syab.g_00403
OG0000329	Syaj.g_02712	Syab.g_00420
OG0000330	Syaj.g_02713	Syab.g_00421
OG0000331	Syaj.g_02714	Syab.g_00422
OG0000332	Syaj.g_02729	Syab.g_00437
OG0000333	Syaj.g_02732	Syab.g_00440
OG0000334	Syaj.g_02741	Syab.g_00450
OG0000335	Syaj.g_02746	Syab.g_00455
OG0000336	Syaj.g_02750	Syab.g_00459
OG0000337	Syaj.g_02466	Syab.g_00210
OG0000338	Syaj.g_02462	Syab.g_00207
OG0000339	Syaj.g_02455	Syab.g_00201
OG0000340	Syaj.g_02443	Syab.g_00135
OG0000341	Syaj.g_02441	Syab.g_00157, Syab.g_00133
OG0000342	Syaj.g_02440	Syab.g_00132
OG0000343	Syaj.g_02437	Syab.g_00131
OG0000344	Syaj.g_02433	Syab.g_02424, Syab.g_00127
OG0000345	Syaj.g_02421	Syab.g_00117
OG0000346	Syaj.g_02416	Syab.g_00112
OG0000347	Syaj.g_02383	Syab.g_00087
OG0000348	Syaj.g_02333	Syab.g_00076
OG0000349	Syaj.g_02314	Syab.g_00054
OG0000350	Syaj.g_02652	Syab.g_00382
OG0000351	Syaj.g_02234	Syab.g_02879
OG0000352	Syaj.g_02235	Syab.g_02880
OG0000353	Syaj.g_02261	Syab.g_02913
OG0000354	Syaj.g_00114	Syab.g_02140
OG0000354	Syaj.g_02281	Syab.g_00020
OG0000355	Syaj.g_02263	Syab.g_00001
OG0000356	Syaj.g_02264	Syab.g_00002
OG0000357	Syaj.g_02265	Syab.g_00003
OG0000358	Syaj.g_02269	Syab.g_00007
OG0000359	Syaj.g_02271	Syab.g_00009
OG0000360	Syaj.g_02272	Syab.g_00010
OG0000361	Syaj.g_02273	Syab.g_00011
OG0000362	Syaj.g_02275	Syab.g_00013
OG0000363	Syaj.g_02277	Syab.g_00015
OG0000364	Syaj.g_02278	Syab.g_00016
OG0000365	Syaj.g_02287	Syab.g_00026
OG0000366	Syaj.g_02288	Syab.g_00027
OG0000367	Syaj.g_02289	Syab.g_00028
OG0000368	Syaj.g_02291	Syab.g_00030
OG0000369	Syaj.g_02292	Syab.g_00031
OG0000370	Syaj.g_02293	Syab.g_00032
OG0000371	Syaj.g_02301	Syab.g_00711, Syab.g_00039
OG0000372	Syaj.g_02307	Syab.g_00045
OG0000373	Syaj.g_02308	Syab.g_00046
OG0000374	Syaj.g_02309	Syab.g_00047
OG0000375	Syaj.g_02310	Syab.g_00050
OG0000376	Syaj.g_02312	Syab.g_00052
OG0000377	Syaj.g_02105	Syab.g_02748
OG0000378	Syaj.g_02091	Syab.g_02717
OG0000379	Syaj.g_02086	Syab.g_02714
OG0000380	Syaj.g_01815	Syab.g_02432
OG0000381	Syaj.g_01819	Syab.g_02435
OG0000382	Syaj.g_01836	Syab.g_02453
OG0000383	Syaj.g_01839	Syab.g_02459
OG0000384	Syaj.g_01840	Syab.g_02460
OG0000385	Syaj.g_01841	Syab.g_02461
OG0000386	Syaj.g_01842	Syab.g_02462
OG0000387	Syaj.g_01878	Syab.g_02491
OG0000388	Syaj.g_01882	Syab.g_02495
OG0000389	Syaj.g_01886	Syab.g_02499
OG0000390	Syaj.g_01904	Syab.g_02516
OG0000391	Syaj.g_01909	Syab.g_02521
OG0000392	Syaj.g_01918	Syab.g_02527
OG0000393	Syaj.g_01922	Syab.g_02530
OG0000394	Syaj.g_01923	Syab.g_02531
OG0000395	Syaj.g_01924	Syab.g_02532
OG0000396	Syaj.g_01928	Syab.g_02535
OG0000397	Syaj.g_01930	Syab.g_02537
OG0000398	Syaj.g_01935	Syab.g_02542
OG0000399	Syaj.g_01936	Syab.g_02543
OG0000400	Syaj.g_01937	Syab.g_02544
OG0000401	Syaj.g_01938	Syab.g_02545
OG0000402	Syaj.g_01940	Syab.g_02547
OG0000403	Syaj.g_01941	Syab.g_02548
OG0000404	Syaj.g_01943	Syab.g_02550
OG0000405	Syaj.g_01961	Syab.g_02562
OG0000406	Syaj.g_01966	Syab.g_02566
OG0000407	Syaj.g_01967	Syab.g_02567
OG0000408	Syaj.g_01970	Syab.g_02569
OG0000409	Syaj.g_01972	Syab.g_02571
OG0000410	Syaj.g_01973	Syab.g_02572
OG0000411	Syaj.g_01974	Syab.g_02573
OG0000412	Syaj.g_01975	Syab.g_02574
OG0000413	Syaj.g_01977	Syab.g_02576
OG0000415	Syaj.g_01978	Syab.g_02578
OG0000416	Syaj.g_01979	Syab.g_02579
OG0000417	Syaj.g_01980	Syab.g_02580
OG0000418	Syaj.g_01985	Syab.g_02585
OG0000419	Syaj.g_01987	Syab.g_02587
OG0000420	Syaj.g_01989	Syab.g_02589
OG0000421	Syaj.g_01994	Syab.g_02595
OG0000422	Syaj.g_01995	Syab.g_02596
OG0000423	Syaj.g_01996	Syab.g_02597
OG0000424	Syaj.g_01997	Syab.g_02598
OG0000425	Syaj.g_01998	Syab.g_02599
OG0000426	Syaj.g_01999	Syab.g_02600
OG0000427	Syaj.g_02000	Syab.g_02601
OG0000428	Syaj.g_02003	Syab.g_02604
OG0000429	Syaj.g_02005	Syab.g_02608
OG0000430	Syaj.g_02007	Syab.g_02610
OG0000431	Syaj.g_02010	Syab.g_02613
OG0000432	Syaj.g_02017	Syab.g_02619
OG0000433	Syaj.g_02020	Syab.g_02622
OG0000434	Syaj.g_02021	Syab.g_02623
OG0000435	Syaj.g_02023	Syab.g_02625
OG0000436	Syaj.g_02029	Syab.g_02632
OG0000437	Syaj.g_02030	Syab.g_02633
OG0000438	Syaj.g_02031	Syab.g_02634
OG0000439	Syaj.g_02033	Syab.g_02636
OG0000440	Syaj.g_02034	Syab.g_02637
OG0000441	Syaj.g_02038	Syab.g_02641
OG0000442	Syaj.g_02039	Syab.g_02642
OG0000443	Syaj.g_02040	Syab.g_02668
OG0000444	Syaj.g_02052	Syab.g_02681
OG0000445	Syaj.g_02053	Syab.g_02682
OG0000446	Syaj.g_02055	Syab.g_02684
OG0000447	Syaj.g_02058	Syab.g_02687
OG0000448	Syaj.g_02059	Syab.g_02688
OG0000449	Syaj.g_02060	Syab.g_02689
OG0000450	Syaj.g_02067	Syab.g_02695
OG0000451	Syaj.g_02068	Syab.g_02696
OG0000452	Syaj.g_02072	Syab.g_02701
OG0000453	Syaj.g_02073	Syab.g_02702
OG0000454	Syaj.g_02074	Syab.g_02703
OG0000455	Syaj.g_02075	Syab.g_02704
OG0000456	Syaj.g_02076	Syab.g_02705
OG0000457	Syaj.g_02078	Syab.g_02707
OG0000458	Syaj.g_02079	Syab.g_02708
OG0000459	Syaj.g_02080	Syab.g_02709
OG0000460	Syaj.g_02858	Syab.g_02372
OG0000461	Syaj.g_02623	Syab.g_00356
OG0000462	Syaj.g_02620	Syab.g_00352
OG0000463	Syaj.g_02619	Syab.g_00351
OG0000464	Syaj.g_02618	Syab.g_00350
OG0000465	Syaj.g_02617	Syab.g_00349
OG0000466	Syaj.g_02612	Syab.g_00343
OG0000467	Syaj.g_02610	Syab.g_00341
OG0000468	Syaj.g_02605	Syab.g_00336
OG0000469	Syaj.g_02590	Syab.g_00318
OG0000470	Syaj.g_02586	Syab.g_00316
OG0000471	Syaj.g_02585	Syab.g_00315
OG0000472	Syaj.g_02583	Syab.g_00313
OG0000473	Syaj.g_02581	Syab.g_00311
OG0000474	Syaj.g_02580	Syab.g_00310
OG0000475	Syaj.g_02579	Syab.g_00309
OG0000476	Syaj.g_02577	Syab.g_00307
OG0000477	Syaj.g_02571	Syab.g_00301
OG0000478	Syaj.g_02570	Syab.g_00300
OG0000479	Syaj.g_02569	Syab.g_00299
OG0000480	Syaj.g_02562	Syab.g_00292
OG0000481	Syaj.g_02560	Syab.g_00290
OG0000482	Syaj.g_02559	Syab.g_00289
OG0000483	Syaj.g_02555	Syab.g_00285
OG0000484	Syaj.g_02554	Syab.g_00284
OG0000485	Syaj.g_02553	Syab.g_00283
OG0000486	Syaj.g_02552	Syab.g_00282
OG0000487	Syaj.g_02546	Syab.g_00276
OG0000488	Syaj.g_02542	Syab.g_00272
OG0000489	Syaj.g_02529	Syab.g_00256
OG0000490	Syaj.g_02519	Syab.g_00247
OG0000491	Syaj.g_02517	Syab.g_00245
OG0000492	Syaj.g_02515	Syab.g_00243
OG0000493	Syaj.g_02514	Syab.g_00242
OG0000494	Syaj.g_02513	Syab.g_00241
OG0000495	Syaj.g_02512	Syab.g_00240
OG0000496	Syaj.g_02511	Syab.g_00239
OG0000497	Syaj.g_02510	Syab.g_00238
OG0000498	Syaj.g_02509	Syab.g_00237
OG0000499	Syaj.g_02508	Syab.g_00236
OG0000500	Syaj.g_02507	Syab.g_00235
OG0000501	Syaj.g_02504	Syab.g_00232
OG0000502	Syaj.g_02492	Syab.g_00224
OG0000503	Syaj.g_02805	Syab.g_00523
OG0000504	Syaj.g_02807	Syab.g_00525
OG0000505	Syaj.g_02808	Syab.g_00526
OG0000506	Syaj.g_02810	Syab.g_00528
OG0000507	Syaj.g_02816	Syab.g_00533
OG0000508	Syaj.g_02820	Syab.g_00537
OG0000509	Syaj.g_02822	Syab.g_00539
OG0000510	Syaj.g_02823	Syab.g_00540
OG0000511	Syaj.g_02824	Syab.g_00541
OG0000512	Syaj.g_02826	Syab.g_00543
OG0000513	Syaj.g_02833	Syab.g_00555
OG0000514	Syaj.g_02839	Syab.g_00566
OG0000515	Syaj.g_02840	Syab.g_00567
OG0000516	Syaj.g_01561	Syab.g_00575
OG0000517	Syaj.g_01556	Syab.g_00582
OG0000518	Syaj.g_01544	Syab.g_00594
OG0000519	Syaj.g_01543	Syab.g_00610
OG0000520	Syaj.g_01542	Syab.g_00611
OG0000521	Syaj.g_00271	Syab.g_00624
OG0000522	Syaj.g_00273	Syab.g_00626
OG0000523	Syaj.g_00274	Syab.g_00627
OG0000524	Syaj.g_01485	Syab.g_00640
OG0000525	Syaj.g_01454	Syab.g_00671
OG0000526	Syaj.g_01451	Syab.g_00689
OG0000527	Syaj.g_01446	Syab.g_00695
OG0000528	Syaj.g_00065	Syab.g_02092
OG0000529	Syaj.g_00073	Syab.g_02097
OG0000530	Syaj.g_00076	Syab.g_02100
OG0000531	Syaj.g_00077	Syab.g_02101
OG0000532	Syaj.g_00080	Syab.g_02104
OG0000533	Syaj.g_00081	Syab.g_02106
OG0000534	Syaj.g_00082	Syab.g_02107
OG0000535	Syaj.g_00083	Syab.g_02108
OG0000536	Syaj.g_00084	Syab.g_02109
OG0000537	Syaj.g_00085	Syab.g_02110
OG0000538	Syaj.g_00096	Syab.g_02122
OG0000539	Syaj.g_00097	Syab.g_02123
OG0000540	Syaj.g_00098	Syab.g_02124
OG0000541	Syaj.g_00099	Syab.g_02125
