Orthogroup	Syaj	Prbk
OG0000056	Syaj.g_01081, Syaj.g_00880, Syaj.g_01082, Syaj.g_00533, Syaj.g_01676, Syaj.g_00546, Syaj.g_00879, Syaj.g_00462, Syaj.g_01088, Syaj.g_00360, Syaj.g_01093, Syaj.g_00962	Prbk.g_00841, Prbk.g_00094
OG0000057	Syaj.g_00438	Prbk.g_01765
OG0000059	Syaj.g_02686	Prbk.g_00533
OG0000060	Syaj.g_00067	Prbk.g_02058
OG0000061	Syaj.g_00302	Prbk.g_01019
OG0000062	Syaj.g_01700	Prbk.g_00931
OG0000063	Syaj.g_02302	Prbk.g_01613
OG0000065	Syaj.g_00007, Syaj.g_01887	Prbk.g_00011
OG0000066	Syaj.g_00157	Prbk.g_01094
OG0000067	Syaj.g_01023	Prbk.g_02468
OG0000068	Syaj.g_00059	Prbk.g_02052
OG0000070	Syaj.g_01529	Prbk.g_00310
OG0000071	Syaj.g_01511	Prbk.g_01183
OG0000072	Syaj.g_01992	Prbk.g_00778
OG0000073	Syaj.g_00093	Prbk.g_01862
OG0000075	Syaj.g_02457	Prbk.g_00514
OG0000076	Syaj.g_02417	Prbk.g_00237
OG0000077	Syaj.g_01831	Prbk.g_01308, Prbk.g_00307
OG0000078	Syaj.g_02880	Prbk.g_01515
OG0000079	Syaj.g_02609	Prbk.g_01000
OG0000081	Syaj.g_02888	Prbk.g_01772
OG0000082	Syaj.g_00229	Prbk.g_01122
OG0000084	Syaj.g_01375	Prbk.g_00255
OG0000085	Syaj.g_01707	Prbk.g_00919
OG0000086	Syaj.g_01848	Prbk.g_01295
OG0000087	Syaj.g_01945	Prbk.g_00559
OG0000088	Syaj.g_01986	Prbk.g_01836, Prbk.g_00773
OG0000089	Syaj.g_02829, Syaj.g_01915	Prbk.g_00364
OG0000090	Syaj.g_00144	Prbk.g_01080
OG0000091	Syaj.g_01275	Prbk.g_02639
OG0000093	Syaj.g_01042	Prbk.g_02444
OG0000095	Syaj.g_00427	Prbk.g_00056
OG0000097	Syaj.g_00589	Prbk.g_00189
OG0000098	Syaj.g_02671	Prbk.g_01199
OG0000099	Syaj.g_02503	Prbk.g_00476
OG0000100	Syaj.g_00987	Prbk.g_01360, Prbk.g_02498
OG0000101	Syaj.g_02738	Prbk.g_00944
OG0000102	Syaj.g_02411	Prbk.g_01484
OG0000103	Syaj.g_02243	Prbk.g_02260
OG0000104	Syaj.g_02258	Prbk.g_02274
OG0000105	Syaj.g_02573	Prbk.g_00409
OG0000106	Syaj.g_01130	Prbk.g_00925
OG0000107	Syaj.g_02637	Prbk.g_01902
OG0000108	Syaj.g_00072	Prbk.g_02061
OG0000109	Syaj.g_00087	Prbk.g_02077
OG0000110	Syaj.g_00215	Prbk.g_01110
OG0000111	Syaj.g_00437	Prbk.g_01766
OG0000112	Syaj.g_00907	Prbk.g_02332
OG0000113	Syaj.g_00992	Prbk.g_02493
OG0000114	Syaj.g_00741	Prbk.g_02396
OG0000115	Syaj.g_01402	Prbk.g_01234
OG0000116	Syaj.g_00289	Prbk.g_01034
OG0000117	Syaj.g_00637	Prbk.g_01496
OG0000118	Syaj.g_00267	Prbk.g_01169
OG0000119	Syaj.g_00317	Prbk.g_01746, Prbk.g_01786
OG0000120	Syaj.g_02502	Prbk.g_00477
OG0000121	Syaj.g_01383	Prbk.g_00267, Prbk.g_00261
OG0000122	Syaj.g_01250	Prbk.g_02664
OG0000123	Syaj.g_02745	Prbk.g_00805
OG0000124	Syaj.g_02388	Prbk.g_01539
OG0000125	Syaj.g_02117	Prbk.g_02168
OG0000126	Syaj.g_02256	Prbk.g_02272
OG0000127	Syaj.g_00538	Prbk.g_01101, Prbk.g_01852
OG0000128	Syaj.g_02274	Prbk.g_02290
OG0000129	Syaj.g_02106	Prbk.g_02156
OG0000130	Syaj.g_01818	Prbk.g_01320
OG0000131	Syaj.g_01964	Prbk.g_00751
OG0000132	Syaj.g_01984, Syaj.g_00688	Prbk.g_00771
OG0000133	Syaj.g_00902	Prbk.g_00472
OG0000134	Syaj.g_02832	Prbk.g_00361
OG0000135	Syaj.g_02167	Prbk.g_02209
OG0000136	Syaj.g_01550	Prbk.g_00323
OG0000137	Syaj.g_01444	Prbk.g_02113
OG0000138	Syaj.g_00088	Prbk.g_02078
OG0000139	Syaj.g_00150	Prbk.g_01086
OG0000140	Syaj.g_00153	Prbk.g_01092
OG0000141	Syaj.g_01340	Prbk.g_01154
OG0000142	Syaj.g_01283	Prbk.g_02631
OG0000143	Syaj.g_01279	Prbk.g_02635
OG0000144	Syaj.g_01151	Prbk.g_00739
OG0000145	Syaj.g_00094	Prbk.g_01863
OG0000146	Syaj.g_00908	Prbk.g_02333
OG0000147	Syaj.g_00909	Prbk.g_02334
OG0000148	Syaj.g_01003	Prbk.g_02487
OG0000149	Syaj.g_00369	Prbk.g_02544
OG0000150	Syaj.g_01339, Syaj.g_00154	Prbk.g_02567
OG0000151	Syaj.g_01074	Prbk.g_02417
OG0000152	Syaj.g_00898	Prbk.g_02324
OG0000153	Syaj.g_00842	Prbk.g_02297
OG0000154	Syaj.g_00814	Prbk.g_00584
OG0000155	Syaj.g_00338	Prbk.g_00099
OG0000156	Syaj.g_00282	Prbk.g_00164
OG0000157	Syaj.g_00281	Prbk.g_00163
OG0000158	Syaj.g_02445	Prbk.g_00526
OG0000160	Syaj.g_01382	Prbk.g_00260
OG0000161	Syaj.g_01389	Prbk.g_00274
OG0000162	Syaj.g_01395	Prbk.g_00280
OG0000163	Syaj.g_01639	Prbk.g_02002
OG0000164	Syaj.g_01758	Prbk.g_01432
OG0000165	Syaj.g_01582	Prbk.g_01423
OG0000166	Syaj.g_02698	Prbk.g_00982
OG0000167	Syaj.g_02460	Prbk.g_00512
OG0000168	Syaj.g_02444	Prbk.g_00527
OG0000169	Syaj.g_02431, Syaj.g_02429	Prbk.g_00220
OG0000170	Syaj.g_02422	Prbk.g_00232
OG0000171	Syaj.g_02389	Prbk.g_01538
OG0000172	Syaj.g_02365	Prbk.g_01573
OG0000173	Syaj.g_02321	Prbk.g_01594
OG0000174	Syaj.g_02169	Prbk.g_02211
OG0000175	Syaj.g_02229	Prbk.g_02249
OG0000176	Syaj.g_02266	Prbk.g_02282
OG0000177	Syaj.g_02267	Prbk.g_02283
OG0000178	Syaj.g_02268	Prbk.g_02284
OG0000179	Syaj.g_02283	Prbk.g_01633
OG0000180	Syaj.g_02284	Prbk.g_01632
OG0000181	Syaj.g_02285	Prbk.g_01631
OG0000182	Syaj.g_02286	Prbk.g_01630
OG0000183	Syaj.g_02290	Prbk.g_01626
OG0000184	Syaj.g_02098	Prbk.g_02148
OG0000185	Syaj.g_02087	Prbk.g_02126
OG0000186	Syaj.g_01812	Prbk.g_01326
OG0000187	Syaj.g_01814	Prbk.g_01324
OG0000188	Syaj.g_01837	Prbk.g_01303
OG0000189	Syaj.g_01874	Prbk.g_00024
OG0000190	Syaj.g_01876	Prbk.g_00022
OG0000191	Syaj.g_01910	Prbk.g_00197
OG0000192	Syaj.g_01919	Prbk.g_00206
OG0000193	Syaj.g_01965	Prbk.g_00752
OG0000194	Syaj.g_01968	Prbk.g_00755
OG0000195	Syaj.g_01971	Prbk.g_00757
OG0000196	Syaj.g_01981	Prbk.g_00768
OG0000197	Syaj.g_01982	Prbk.g_00769
OG0000198	Syaj.g_01983	Prbk.g_00770
OG0000199	Syaj.g_01991	Prbk.g_00777
OG0000200	Syaj.g_02008	Prbk.g_01280
OG0000201	Syaj.g_02024	Prbk.g_01261
OG0000202	Syaj.g_02025	Prbk.g_01260
OG0000203	Syaj.g_02026	Prbk.g_01259
OG0000204	Syaj.g_02027	Prbk.g_01258
OG0000205	Syaj.g_02035	Prbk.g_01251
OG0000206	Syaj.g_02043	Prbk.g_00632
OG0000207	Syaj.g_02045	Prbk.g_00686
OG0000208	Syaj.g_02046	Prbk.g_00685
OG0000209	Syaj.g_02070	Prbk.g_00658
OG0000210	Syaj.g_02071	Prbk.g_00657
OG0000211	Syaj.g_02856	Prbk.g_01368
OG0000212	Syaj.g_02881	Prbk.g_01514
OG0000213	Syaj.g_02601	Prbk.g_00374
OG0000214	Syaj.g_02582	Prbk.g_00401
OG0000215	Syaj.g_02551	Prbk.g_00431
OG0000216	Syaj.g_02547	Prbk.g_00434
OG0000217	Syaj.g_02543	Prbk.g_00438
OG0000218	Syaj.g_02541	Prbk.g_00442
OG0000219	Syaj.g_02540	Prbk.g_00443
OG0000220	Syaj.g_02539	Prbk.g_00444
OG0000221	Syaj.g_02530	Prbk.g_00449
OG0000222	Syaj.g_02516	Prbk.g_00458
OG0000223	Syaj.g_02494	Prbk.g_00481
OG0000224	Syaj.g_02487	Prbk.g_00492
OG0000225	Syaj.g_02821	Prbk.g_00889
OG0000226	Syaj.g_02825	Prbk.g_00893
OG0000227	Syaj.g_02827	Prbk.g_00895
OG0000228	Syaj.g_02828	Prbk.g_00365
OG0000229	Syaj.g_01555	Prbk.g_00328
OG0000230	Syaj.g_01553	Prbk.g_00326
OG0000231	Syaj.g_01541	Prbk.g_00311
OG0000232	Syaj.g_01497	Prbk.g_00295
OG0000233	Syaj.g_01481	Prbk.g_02092
OG0000234	Syaj.g_01442	Prbk.g_02114
OG0000235	Syaj.g_00071	Prbk.g_02060
OG0000236	Syaj.g_00086	Prbk.g_02076
OG0000237	Syaj.g_00103	Prbk.g_01047
OG0000238	Syaj.g_00108	Prbk.g_01051
OG0000239	Syaj.g_00125	Prbk.g_01067
OG0000240	Syaj.g_00126	Prbk.g_01068
OG0000241	Syaj.g_01291	Prbk.g_01965
OG0000242	Syaj.g_00142	Prbk.g_01078
OG0000243	Syaj.g_00164	Prbk.g_02684
OG0000244	Syaj.g_00180	Prbk.g_01897
OG0000245	Syaj.g_00182	Prbk.g_01894
OG0000246	Syaj.g_00186	Prbk.g_01890
OG0000247	Syaj.g_00197	Prbk.g_01879
OG0000248	Syaj.g_00200	Prbk.g_01876
OG0000249	Syaj.g_00202	Prbk.g_01874
OG0000250	Syaj.g_00211	Prbk.g_01106
OG0000251	Syaj.g_00237	Prbk.g_01130
OG0000252	Syaj.g_00243	Prbk.g_01133
OG0000253	Syaj.g_00245	Prbk.g_01139
OG0000254	Syaj.g_01335	Prbk.g_01158
OG0000255	Syaj.g_01315	Prbk.g_02604
OG0000256	Syaj.g_01297	Prbk.g_02618
OG0000257	Syaj.g_01292	Prbk.g_02624
OG0000258	Syaj.g_01274	Prbk.g_02647
OG0000259	Syaj.g_00707	Prbk.g_00720
OG0000260	Syaj.g_00712	Prbk.g_00717
OG0000261	Syaj.g_00715	Prbk.g_00714
OG0000262	Syaj.g_00720	Prbk.g_00709
OG0000263	Syaj.g_00605	Prbk.g_00672
OG0000264	Syaj.g_00485	Prbk.g_01815
OG0000265	Syaj.g_00510	Prbk.g_00619, Prbk.g_01835
OG0000266	Syaj.g_00946	Prbk.g_00608
OG0000267	Syaj.g_00770	Prbk.g_02371
OG0000268	Syaj.g_00771	Prbk.g_02370
OG0000269	Syaj.g_01031	Prbk.g_02463
OG0000270	Syaj.g_01025	Prbk.g_02466
OG0000271	Syaj.g_01017	Prbk.g_02474
OG0000272	Syaj.g_01016	Prbk.g_02475
OG0000273	Syaj.g_00389	Prbk.g_02526
OG0000274	Syaj.g_00388	Prbk.g_02527
OG0000275	Syaj.g_00384	Prbk.g_02530
OG0000276	Syaj.g_00377	Prbk.g_02536
OG0000277	Syaj.g_00376	Prbk.g_02537
OG0000278	Syaj.g_00373	Prbk.g_02540
OG0000279	Syaj.g_00357	Prbk.g_02548
OG0000280	Syaj.g_00348	Prbk.g_02554
OG0000281	Syaj.g_02670	Prbk.g_02568
OG0000282	Syaj.g_00743	Prbk.g_02398
OG0000283	Syaj.g_00790	Prbk.g_02359
OG0000284	Syaj.g_00930	Prbk.g_02353
OG0000285	Syaj.g_00917	Prbk.g_01698
OG0000286	Syaj.g_00899	Prbk.g_02325
OG0000287	Syaj.g_00849	Prbk.g_01728
OG0000288	Syaj.g_00815	Prbk.g_00583
OG0000289	Syaj.g_00800	Prbk.g_00596
OG0000290	Syaj.g_00424	Prbk.g_00059
OG0000291	Syaj.g_00426	Prbk.g_00057
OG0000292	Syaj.g_02255	Prbk.g_02271
OG0000293	Syaj.g_00290	Prbk.g_01032
OG0000294	Syaj.g_00291	Prbk.g_01031
OG0000295	Syaj.g_00330	Prbk.g_00106
OG0000296	Syaj.g_00332	Prbk.g_00104
OG0000297	Syaj.g_00639	Prbk.g_01498
OG0000298	Syaj.g_00638	Prbk.g_01497
OG0000299	Syaj.g_00592	Prbk.g_01508
OG0000300	Syaj.g_00586	Prbk.g_00186
OG0000301	Syaj.g_00585	Prbk.g_00185
OG0000302	Syaj.g_00582	Prbk.g_00182
OG0000303	Syaj.g_00572	Prbk.g_00097
OG0000304	Syaj.g_00566	Prbk.g_00121
OG0000305	Syaj.g_00429	Prbk.g_00055
OG0000306	Syaj.g_01126	Prbk.g_02578
OG0000307	Syaj.g_00051	Prbk.g_02044
OG0000308	Syaj.g_00049	Prbk.g_02042
OG0000309	Syaj.g_00044	Prbk.g_02038
OG0000310	Syaj.g_01358	Prbk.g_01937
OG0000311	Syaj.g_01362	Prbk.g_00243
OG0000312	Syaj.g_01368	Prbk.g_00247
OG0000313	Syaj.g_01386	Prbk.g_00271
OG0000314	Syaj.g_01420	Prbk.g_01222
OG0000315	Syaj.g_01430	Prbk.g_01212
OG0000316	Syaj.g_01664	Prbk.g_01991
OG0000317	Syaj.g_01715	Prbk.g_00913
OG0000318	Syaj.g_01722	Prbk.g_00906
OG0000319	Syaj.g_01741	Prbk.g_01443
OG0000320	Syaj.g_01743	Prbk.g_01441
OG0000321	Syaj.g_01744	Prbk.g_01440
OG0000322	Syaj.g_01745	Prbk.g_01439
OG0000323	Syaj.g_01760	Prbk.g_01428
OG0000324	Syaj.g_01609	Prbk.g_01399
OG0000325	Syaj.g_02638	Prbk.g_01904
OG0000326	Syaj.g_02645	Prbk.g_01912
OG0000327	Syaj.g_02693	Prbk.g_00987
OG0000328	Syaj.g_02694	Prbk.g_00986
OG0000329	Syaj.g_02712	Prbk.g_00969
OG0000330	Syaj.g_02713	Prbk.g_00968
OG0000331	Syaj.g_02714	Prbk.g_00967
OG0000332	Syaj.g_02729	Prbk.g_00952
OG0000333	Syaj.g_02732	Prbk.g_00950
OG0000334	Syaj.g_02741	Prbk.g_00801
OG0000335	Syaj.g_02746	Prbk.g_00806
OG0000336	Syaj.g_02750	Prbk.g_00810
OG0000337	Syaj.g_02466	Prbk.g_00506
OG0000338	Syaj.g_02462	Prbk.g_00510
OG0000339	Syaj.g_02455	Prbk.g_00516
OG0000340	Syaj.g_02443	Prbk.g_00528
OG0000341	Syaj.g_02441	Prbk.g_00530
OG0000342	Syaj.g_02440	Prbk.g_00531
OG0000343	Syaj.g_02437	Prbk.g_00215
OG0000344	Syaj.g_02433	Prbk.g_00218
OG0000345	Syaj.g_02421	Prbk.g_00233
OG0000346	Syaj.g_02416	Prbk.g_00238
OG0000347	Syaj.g_02383	Prbk.g_01540
OG0000348	Syaj.g_02333	Prbk.g_01578
OG0000349	Syaj.g_02314	Prbk.g_01602
OG0000350	Syaj.g_02652	Prbk.g_02204
OG0000351	Syaj.g_02234	Prbk.g_02252
OG0000352	Syaj.g_02235	Prbk.g_02253
OG0000353	Syaj.g_02261	Prbk.g_02277
OG0000354	Syaj.g_00114	Prbk.g_01057
OG0000354	Syaj.g_02281	Prbk.g_01635
OG0000355	Syaj.g_02263	Prbk.g_02279
OG0000356	Syaj.g_02264	Prbk.g_02280
OG0000357	Syaj.g_02265	Prbk.g_02281
OG0000358	Syaj.g_02269	Prbk.g_02285
OG0000359	Syaj.g_02271	Prbk.g_02287
OG0000360	Syaj.g_02272	Prbk.g_02288
OG0000361	Syaj.g_02273	Prbk.g_02289
OG0000362	Syaj.g_02275	Prbk.g_02291
OG0000363	Syaj.g_02277	Prbk.g_01639
OG0000364	Syaj.g_02278	Prbk.g_01638
OG0000365	Syaj.g_02287	Prbk.g_01629
OG0000366	Syaj.g_02288	Prbk.g_01628
OG0000367	Syaj.g_02289	Prbk.g_01627
OG0000368	Syaj.g_02291	Prbk.g_01625
OG0000369	Syaj.g_02292	Prbk.g_01624
OG0000370	Syaj.g_02293	Prbk.g_01623
OG0000371	Syaj.g_02301	Prbk.g_01614
OG0000372	Syaj.g_02307	Prbk.g_01609
OG0000373	Syaj.g_02308	Prbk.g_01608
OG0000374	Syaj.g_02309	Prbk.g_01607
OG0000375	Syaj.g_02310	Prbk.g_01606
OG0000376	Syaj.g_02312	Prbk.g_01604
OG0000377	Syaj.g_02105	Prbk.g_02155
OG0000378	Syaj.g_02091	Prbk.g_02141
OG0000379	Syaj.g_02086	Prbk.g_02125
OG0000380	Syaj.g_01815	Prbk.g_01323
OG0000381	Syaj.g_01819	Prbk.g_01319
OG0000382	Syaj.g_01836	Prbk.g_01304
OG0000383	Syaj.g_01839	Prbk.g_01302
OG0000384	Syaj.g_01840	Prbk.g_01301
OG0000385	Syaj.g_01841	Prbk.g_01300
OG0000386	Syaj.g_01842	Prbk.g_01299
OG0000387	Syaj.g_01878	Prbk.g_00020
OG0000388	Syaj.g_01882	Prbk.g_00016
OG0000389	Syaj.g_01886	Prbk.g_00012
OG0000390	Syaj.g_01904	Prbk.g_00191
OG0000391	Syaj.g_01909	Prbk.g_00196
OG0000392	Syaj.g_01918	Prbk.g_00202
OG0000393	Syaj.g_01922	Prbk.g_00207
OG0000394	Syaj.g_01923	Prbk.g_00208
OG0000395	Syaj.g_01924	Prbk.g_00209
OG0000396	Syaj.g_01928	Prbk.g_00542
OG0000397	Syaj.g_01930	Prbk.g_00544
OG0000398	Syaj.g_01935	Prbk.g_00549
OG0000399	Syaj.g_01936	Prbk.g_00550
OG0000400	Syaj.g_01937	Prbk.g_00551
OG0000401	Syaj.g_01938	Prbk.g_00552
OG0000402	Syaj.g_01940	Prbk.g_00554
OG0000403	Syaj.g_01941	Prbk.g_00555
OG0000404	Syaj.g_01943	Prbk.g_00557
OG0000405	Syaj.g_01961	Prbk.g_00749
OG0000406	Syaj.g_01966	Prbk.g_00753
OG0000407	Syaj.g_01967	Prbk.g_00754
OG0000408	Syaj.g_01970	Prbk.g_00756
OG0000409	Syaj.g_01972	Prbk.g_00758
OG0000410	Syaj.g_01973	Prbk.g_00759
OG0000411	Syaj.g_01974	Prbk.g_00760
OG0000412	Syaj.g_01975	Prbk.g_00761
OG0000413	Syaj.g_01977	Prbk.g_00763
OG0000415	Syaj.g_01978	Prbk.g_00765
OG0000416	Syaj.g_01979	Prbk.g_00766
OG0000417	Syaj.g_01980	Prbk.g_00767
OG0000418	Syaj.g_01985	Prbk.g_00772
OG0000419	Syaj.g_01987	Prbk.g_00774
OG0000420	Syaj.g_01989	Prbk.g_00775
OG0000421	Syaj.g_01994	Prbk.g_00779
OG0000422	Syaj.g_01995	Prbk.g_00780
OG0000423	Syaj.g_01996	Prbk.g_00781
OG0000424	Syaj.g_01997	Prbk.g_00782
OG0000425	Syaj.g_01998	Prbk.g_00783
OG0000426	Syaj.g_01999	Prbk.g_00784
OG0000427	Syaj.g_02000	Prbk.g_00785
OG0000428	Syaj.g_02003	Prbk.g_02425
OG0000429	Syaj.g_02005	Prbk.g_01283
OG0000430	Syaj.g_02007	Prbk.g_01281
OG0000431	Syaj.g_02010	Prbk.g_01277
OG0000432	Syaj.g_02017	Prbk.g_01270
OG0000433	Syaj.g_02020	Prbk.g_01267
OG0000434	Syaj.g_02021	Prbk.g_01266
OG0000435	Syaj.g_02023	Prbk.g_01263
OG0000436	Syaj.g_02029	Prbk.g_01257
OG0000437	Syaj.g_02030	Prbk.g_01256
OG0000438	Syaj.g_02031	Prbk.g_01255
OG0000439	Syaj.g_02033	Prbk.g_01253
OG0000440	Syaj.g_02034	Prbk.g_01252
OG0000441	Syaj.g_02038	Prbk.g_01245
OG0000442	Syaj.g_02039	Prbk.g_01244
OG0000443	Syaj.g_02040	Prbk.g_00631
OG0000444	Syaj.g_02052	Prbk.g_00683
OG0000445	Syaj.g_02053	Prbk.g_00682
OG0000446	Syaj.g_02055	Prbk.g_00680
OG0000447	Syaj.g_02058	Prbk.g_00670
OG0000448	Syaj.g_02059	Prbk.g_00669
OG0000449	Syaj.g_02060	Prbk.g_00668
OG0000450	Syaj.g_02067	Prbk.g_00662
OG0000451	Syaj.g_02068	Prbk.g_00661
OG0000452	Syaj.g_02072	Prbk.g_00656
OG0000453	Syaj.g_02073	Prbk.g_00655
OG0000454	Syaj.g_02074	Prbk.g_00654
OG0000455	Syaj.g_02075	Prbk.g_00653
OG0000456	Syaj.g_02076	Prbk.g_00652
OG0000457	Syaj.g_02078	Prbk.g_00650
OG0000458	Syaj.g_02079	Prbk.g_00649
OG0000459	Syaj.g_02080	Prbk.g_00648
OG0000460	Syaj.g_02858	Prbk.g_01369
OG0000461	Syaj.g_02623	Prbk.g_01900
OG0000462	Syaj.g_02620	Prbk.g_01012
OG0000463	Syaj.g_02619	Prbk.g_01011
OG0000464	Syaj.g_02618	Prbk.g_01010
OG0000465	Syaj.g_02617	Prbk.g_01008
OG0000466	Syaj.g_02612	Prbk.g_01003
OG0000467	Syaj.g_02610	Prbk.g_01001
OG0000468	Syaj.g_02605	Prbk.g_00371
OG0000469	Syaj.g_02590	Prbk.g_00384
OG0000470	Syaj.g_02586	Prbk.g_00397
OG0000471	Syaj.g_02585	Prbk.g_00398
OG0000472	Syaj.g_02583	Prbk.g_00400
OG0000473	Syaj.g_02581	Prbk.g_00402
OG0000474	Syaj.g_02580	Prbk.g_00403
OG0000475	Syaj.g_02579	Prbk.g_00404
OG0000476	Syaj.g_02577	Prbk.g_00406
OG0000477	Syaj.g_02571	Prbk.g_00411
OG0000478	Syaj.g_02570	Prbk.g_00412
OG0000479	Syaj.g_02569	Prbk.g_00413
OG0000480	Syaj.g_02562	Prbk.g_00420
OG0000481	Syaj.g_02560	Prbk.g_00422
OG0000482	Syaj.g_02559	Prbk.g_00423
OG0000483	Syaj.g_02555	Prbk.g_00427
OG0000484	Syaj.g_02554	Prbk.g_00428
OG0000485	Syaj.g_02553	Prbk.g_00429
OG0000486	Syaj.g_02552	Prbk.g_00430
OG0000487	Syaj.g_02546	Prbk.g_00435
OG0000488	Syaj.g_02542	Prbk.g_00439
OG0000489	Syaj.g_02529	Prbk.g_00450
OG0000490	Syaj.g_02519	Prbk.g_00456
OG0000491	Syaj.g_02517	Prbk.g_00457
OG0000492	Syaj.g_02515	Prbk.g_00460
OG0000493	Syaj.g_02514	Prbk.g_00461
OG0000494	Syaj.g_02513	Prbk.g_00462
OG0000495	Syaj.g_02512	Prbk.g_00463
OG0000496	Syaj.g_02511	Prbk.g_00464
OG0000497	Syaj.g_02510	Prbk.g_00465
OG0000498	Syaj.g_02509	Prbk.g_00466
OG0000499	Syaj.g_02508	Prbk.g_00467
OG0000500	Syaj.g_02507	Prbk.g_00468
OG0000501	Syaj.g_02504	Prbk.g_00471
OG0000502	Syaj.g_02492	Prbk.g_00483
OG0000503	Syaj.g_02805	Prbk.g_00871
OG0000504	Syaj.g_02807	Prbk.g_00873
OG0000505	Syaj.g_02808	Prbk.g_00874
OG0000506	Syaj.g_02810	Prbk.g_00876
OG0000507	Syaj.g_02816	Prbk.g_00881
OG0000508	Syaj.g_02820	Prbk.g_00888
OG0000509	Syaj.g_02822	Prbk.g_00890
OG0000510	Syaj.g_02823	Prbk.g_00891
OG0000511	Syaj.g_02824	Prbk.g_00892
OG0000512	Syaj.g_02826	Prbk.g_00894
OG0000513	Syaj.g_02833	Prbk.g_00360
OG0000514	Syaj.g_02839	Prbk.g_00352
OG0000515	Syaj.g_02840	Prbk.g_00351
OG0000516	Syaj.g_01561	Prbk.g_00339
OG0000517	Syaj.g_01556	Prbk.g_00329
OG0000518	Syaj.g_01544	Prbk.g_00317
OG0000519	Syaj.g_01543	Prbk.g_00316
OG0000520	Syaj.g_01542	Prbk.g_00315
OG0000521	Syaj.g_00271	Prbk.g_00301
OG0000522	Syaj.g_00273	Prbk.g_00299
OG0000523	Syaj.g_00274	Prbk.g_00298
OG0000524	Syaj.g_01485	Prbk.g_02088
OG0000525	Syaj.g_01454	Prbk.g_02105
OG0000526	Syaj.g_01451	Prbk.g_02107
OG0000527	Syaj.g_01446	Prbk.g_02111
OG0000528	Syaj.g_00065	Prbk.g_02056
OG0000529	Syaj.g_00073	Prbk.g_02062
OG0000530	Syaj.g_00076	Prbk.g_02065
OG0000531	Syaj.g_00077	Prbk.g_02066
OG0000532	Syaj.g_00080	Prbk.g_02069
OG0000533	Syaj.g_00081	Prbk.g_02071
OG0000534	Syaj.g_00082	Prbk.g_02072
OG0000535	Syaj.g_00083	Prbk.g_02073
OG0000536	Syaj.g_00084	Prbk.g_02074
