Orthogroup	Syaj	Prak
OG0000112	Syaj.g_00907	Prak.g_00608
OG0000113	Syaj.g_00992	Prak.g_00868
OG0000114	Syaj.g_00741	Prak.g_00770
OG0000115	Syaj.g_01402	Prak.g_01241
OG0000116	Syaj.g_00289	Prak.g_01183
OG0000117	Syaj.g_00637	Prak.g_01145
OG0000118	Syaj.g_00267	Prak.g_01290
OG0000119	Syaj.g_00317	Prak.g_01226, Prak.g_01488
OG0000120	Syaj.g_02502	Prak.g_01349
OG0000121	Syaj.g_01383	Prak.g_01393
OG0000122	Syaj.g_01250	Prak.g_01248, Prak.g_01434
OG0000123	Syaj.g_02745	Prak.g_01787
OG0000124	Syaj.g_02388	Prak.g_01859
OG0000125	Syaj.g_02117	Prak.g_01895
OG0000126	Syaj.g_02256	Prak.g_01940
OG0000128	Syaj.g_02274	Prak.g_00011
OG0000129	Syaj.g_02106	Prak.g_00045
OG0000130	Syaj.g_01818	Prak.g_00074
OG0000131	Syaj.g_01964	Prak.g_00156
OG0000132	Syaj.g_01984, Syaj.g_00688	Prak.g_00176
OG0000133	Syaj.g_00902	Prak.g_00339
OG0000134	Syaj.g_02832	Prak.g_00381
OG0000135	Syaj.g_02167	Prak.g_01259
OG0000136	Syaj.g_01550	Prak.g_00403
OG0000137	Syaj.g_01444	Prak.g_00436
OG0000138	Syaj.g_00088	Prak.g_00456
OG0000139	Syaj.g_00150	Prak.g_00496
OG0000140	Syaj.g_00153	Prak.g_00497
OG0000141	Syaj.g_01340	Prak.g_00569
OG0000142	Syaj.g_01283	Prak.g_01108
OG0000143	Syaj.g_01279	Prak.g_01104
OG0000144	Syaj.g_01151	Prak.g_01090
OG0000145	Syaj.g_00094	Prak.g_01261
OG0000146	Syaj.g_00908	Prak.g_00607
OG0000147	Syaj.g_00909	Prak.g_00606
OG0000148	Syaj.g_01003	Prak.g_00862
OG0000149	Syaj.g_00369	Prak.g_00894
OG0000150	Syaj.g_01339, Syaj.g_00154	Prak.g_00904
OG0000151	Syaj.g_01074	Prak.g_00780
OG0000152	Syaj.g_00898	Prak.g_00973
OG0000153	Syaj.g_00842	Prak.g_00992
OG0000154	Syaj.g_00814	Prak.g_01012
OG0000155	Syaj.g_00338	Prak.g_01151
OG0000156	Syaj.g_00282	Prak.g_01266
OG0000157	Syaj.g_00281	Prak.g_01267
OG0000158	Syaj.g_02445	Prak.g_01824
OG0000160	Syaj.g_01382	Prak.g_01392
OG0000161	Syaj.g_01389	Prak.g_01398
OG0000162	Syaj.g_01395	Prak.g_01404
OG0000163	Syaj.g_01639	Prak.g_01443
OG0000164	Syaj.g_01758	Prak.g_01669
OG0000165	Syaj.g_01582	Prak.g_01676
OG0000166	Syaj.g_02698	Prak.g_01743
OG0000167	Syaj.g_02460	Prak.g_01814
OG0000168	Syaj.g_02444	Prak.g_01825
OG0000169	Syaj.g_02431, Syaj.g_02429	Prak.g_01835
OG0000170	Syaj.g_02422	Prak.g_01838
OG0000171	Syaj.g_02389	Prak.g_01858
OG0000172	Syaj.g_02365	Prak.g_01865
OG0000173	Syaj.g_02321	Prak.g_01880
OG0000174	Syaj.g_02169	Prak.g_01910
OG0000175	Syaj.g_02229	Prak.g_01923
OG0000176	Syaj.g_02266	Prak.g_00004
OG0000177	Syaj.g_02267	Prak.g_00005
OG0000178	Syaj.g_02268	Prak.g_00006
OG0000179	Syaj.g_02283	Prak.g_00016
OG0000180	Syaj.g_02284	Prak.g_00017
OG0000181	Syaj.g_02285	Prak.g_00018
OG0000182	Syaj.g_02286	Prak.g_00019
OG0000183	Syaj.g_02290	Prak.g_00023
OG0000184	Syaj.g_02098	Prak.g_00049
OG0000185	Syaj.g_02087	Prak.g_00052
OG0000186	Syaj.g_01812	Prak.g_00068
OG0000187	Syaj.g_01814	Prak.g_00069
OG0000188	Syaj.g_01837	Prak.g_00086
OG0000189	Syaj.g_01874	Prak.g_00100
OG0000190	Syaj.g_01876	Prak.g_00102
OG0000191	Syaj.g_01910	Prak.g_00125
OG0000192	Syaj.g_01919	Prak.g_00130
OG0000193	Syaj.g_01965	Prak.g_00157
OG0000194	Syaj.g_01968	Prak.g_00160
OG0000195	Syaj.g_01971	Prak.g_00162
OG0000196	Syaj.g_01981	Prak.g_00173
OG0000197	Syaj.g_01982	Prak.g_00174
OG0000198	Syaj.g_01983	Prak.g_00175
OG0000199	Syaj.g_01991	Prak.g_00182
OG0000200	Syaj.g_02008	Prak.g_00196
OG0000201	Syaj.g_02024	Prak.g_00205
OG0000202	Syaj.g_02025	Prak.g_00206
OG0000203	Syaj.g_02026	Prak.g_00207
OG0000204	Syaj.g_02027	Prak.g_00208
OG0000205	Syaj.g_02035	Prak.g_00215
OG0000206	Syaj.g_02043	Prak.g_00220
OG0000207	Syaj.g_02045	Prak.g_00223
OG0000208	Syaj.g_02046	Prak.g_00224
OG0000209	Syaj.g_02070	Prak.g_00233
OG0000210	Syaj.g_02071	Prak.g_00234
OG0000211	Syaj.g_02856	Prak.g_00249
OG0000212	Syaj.g_02881	Prak.g_00257
OG0000213	Syaj.g_02601	Prak.g_00275
OG0000214	Syaj.g_02582	Prak.g_00285
OG0000215	Syaj.g_02551	Prak.g_00312
OG0000216	Syaj.g_02547	Prak.g_00313
OG0000217	Syaj.g_02543	Prak.g_00316
OG0000218	Syaj.g_02541	Prak.g_00318
OG0000219	Syaj.g_02540	Prak.g_00319
OG0000220	Syaj.g_02539	Prak.g_00320
OG0000221	Syaj.g_02530	Prak.g_00321
OG0000222	Syaj.g_02516	Prak.g_00328
OG0000223	Syaj.g_02494	Prak.g_00340
OG0000224	Syaj.g_02487	Prak.g_00342
OG0000225	Syaj.g_02821	Prak.g_00368
OG0000226	Syaj.g_02825	Prak.g_00372
OG0000227	Syaj.g_02827	Prak.g_00374
OG0000228	Syaj.g_02828	Prak.g_00378
OG0000229	Syaj.g_01555	Prak.g_00398
OG0000230	Syaj.g_01553	Prak.g_00400
OG0000231	Syaj.g_01541	Prak.g_00411
OG0000232	Syaj.g_01497	Prak.g_00422
OG0000233	Syaj.g_01481	Prak.g_00428
OG0000234	Syaj.g_01442	Prak.g_00437
OG0000235	Syaj.g_00071	Prak.g_00440
OG0000236	Syaj.g_00086	Prak.g_00454
OG0000237	Syaj.g_00103	Prak.g_00467
OG0000238	Syaj.g_00108	Prak.g_00473
OG0000239	Syaj.g_00125	Prak.g_00484
OG0000240	Syaj.g_00126	Prak.g_00485
OG0000241	Syaj.g_01291	Prak.g_00489
OG0000242	Syaj.g_00142	Prak.g_00491
OG0000243	Syaj.g_00164	Prak.g_00502
OG0000244	Syaj.g_00180	Prak.g_00506
OG0000245	Syaj.g_00182	Prak.g_00508
OG0000246	Syaj.g_00186	Prak.g_00512
OG0000247	Syaj.g_00197	Prak.g_00522
OG0000248	Syaj.g_00200	Prak.g_00525
OG0000249	Syaj.g_00202	Prak.g_00527
OG0000250	Syaj.g_00211	Prak.g_00532
OG0000251	Syaj.g_00237	Prak.g_00552
OG0000252	Syaj.g_00243	Prak.g_00555
OG0000253	Syaj.g_00245	Prak.g_00556
OG0000254	Syaj.g_01335	Prak.g_00573
OG0000255	Syaj.g_01315	Prak.g_00579
OG0000256	Syaj.g_01297	Prak.g_00589
OG0000257	Syaj.g_01292	Prak.g_01113
OG0000258	Syaj.g_01274	Prak.g_01099
OG0000259	Syaj.g_00707	Prak.g_01082
OG0000260	Syaj.g_00712	Prak.g_01079
OG0000261	Syaj.g_00715	Prak.g_01076
OG0000262	Syaj.g_00720	Prak.g_01072
OG0000263	Syaj.g_00605	Prak.g_00808
OG0000264	Syaj.g_00485	Prak.g_00819
OG0000265	Syaj.g_00510	Prak.g_00837
OG0000266	Syaj.g_00946	Prak.g_01053
OG0000267	Syaj.g_00770	Prak.g_01041
OG0000268	Syaj.g_00771	Prak.g_01040
OG0000269	Syaj.g_01031	Prak.g_00840
OG0000270	Syaj.g_01025	Prak.g_00843
OG0000271	Syaj.g_01017	Prak.g_00851
OG0000272	Syaj.g_01016	Prak.g_00852
OG0000273	Syaj.g_00389	Prak.g_00876
OG0000274	Syaj.g_00388	Prak.g_00877
OG0000275	Syaj.g_00384	Prak.g_00880
OG0000276	Syaj.g_00377	Prak.g_00886
OG0000277	Syaj.g_00376	Prak.g_00887
OG0000278	Syaj.g_00373	Prak.g_00890
OG0000279	Syaj.g_00357	Prak.g_00897
OG0000280	Syaj.g_00348	Prak.g_00898
OG0000281	Syaj.g_02670	Prak.g_00905
OG0000282	Syaj.g_00743	Prak.g_00772
OG0000283	Syaj.g_00790	Prak.g_00949
OG0000284	Syaj.g_00930	Prak.g_00954
OG0000285	Syaj.g_00917	Prak.g_00959
OG0000286	Syaj.g_00899	Prak.g_00972
OG0000287	Syaj.g_00849	Prak.g_01238
OG0000288	Syaj.g_00815	Prak.g_01011
OG0000289	Syaj.g_00800	Prak.g_01027
OG0000290	Syaj.g_00424	Prak.g_00923
OG0000291	Syaj.g_00426	Prak.g_00921
OG0000292	Syaj.g_02255	Prak.g_01217
OG0000293	Syaj.g_00290	Prak.g_01182
OG0000294	Syaj.g_00291	Prak.g_01181
OG0000295	Syaj.g_00330	Prak.g_01158
OG0000296	Syaj.g_00332	Prak.g_01156
OG0000297	Syaj.g_00639	Prak.g_01147
OG0000298	Syaj.g_00638	Prak.g_01146
OG0000299	Syaj.g_00592	Prak.g_01127
OG0000300	Syaj.g_00586	Prak.g_01124
OG0000301	Syaj.g_00585	Prak.g_01123
OG0000302	Syaj.g_00582	Prak.g_01121
OG0000303	Syaj.g_00572	Prak.g_01115
OG0000304	Syaj.g_00566	Prak.g_00594
OG0000305	Syaj.g_00429	Prak.g_01215
OG0000306	Syaj.g_01126	Prak.g_00909
OG0000307	Syaj.g_00051	Prak.g_01338
OG0000308	Syaj.g_00049	Prak.g_01339
OG0000309	Syaj.g_00044	Prak.g_01343
OG0000310	Syaj.g_01358	Prak.g_01377
OG0000311	Syaj.g_01362	Prak.g_01379
OG0000312	Syaj.g_01368	Prak.g_01382
OG0000313	Syaj.g_01386	Prak.g_01395
OG0000314	Syaj.g_01420	Prak.g_01418
OG0000315	Syaj.g_01430	Prak.g_01428
OG0000316	Syaj.g_01664	Prak.g_01453
OG0000317	Syaj.g_01715	Prak.g_01642
OG0000318	Syaj.g_01722	Prak.g_01646
OG0000319	Syaj.g_01741	Prak.g_01659
OG0000320	Syaj.g_01743	Prak.g_01661
OG0000321	Syaj.g_01744	Prak.g_01662
OG0000322	Syaj.g_01745	Prak.g_01663
OG0000323	Syaj.g_01760	Prak.g_01672
OG0000324	Syaj.g_01609	Prak.g_01699
OG0000325	Syaj.g_02638	Prak.g_01710
OG0000326	Syaj.g_02645	Prak.g_01717
OG0000327	Syaj.g_02693	Prak.g_01738
OG0000328	Syaj.g_02694	Prak.g_01739
OG0000329	Syaj.g_02712	Prak.g_01756
OG0000330	Syaj.g_02713	Prak.g_01757
OG0000331	Syaj.g_02714	Prak.g_01758
OG0000332	Syaj.g_02729	Prak.g_01772
OG0000333	Syaj.g_02732	Prak.g_01774
OG0000334	Syaj.g_02741	Prak.g_01783
OG0000335	Syaj.g_02746	Prak.g_01788
OG0000336	Syaj.g_02750	Prak.g_01792
OG0000337	Syaj.g_02466	Prak.g_01810
OG0000338	Syaj.g_02462	Prak.g_01811
OG0000339	Syaj.g_02455	Prak.g_01817
OG0000340	Syaj.g_02443	Prak.g_01826
OG0000341	Syaj.g_02441	Prak.g_01828
OG0000342	Syaj.g_02440	Prak.g_01829
OG0000343	Syaj.g_02437	Prak.g_01830
OG0000344	Syaj.g_02433	Prak.g_01833
OG0000345	Syaj.g_02421	Prak.g_01839
OG0000346	Syaj.g_02416	Prak.g_01843
OG0000347	Syaj.g_02383	Prak.g_01860
OG0000348	Syaj.g_02333	Prak.g_01868
OG0000349	Syaj.g_02314	Prak.g_01886
OG0000350	Syaj.g_02652	Prak.g_00656
OG0000351	Syaj.g_02234	Prak.g_01926
OG0000352	Syaj.g_02235	Prak.g_01927
OG0000353	Syaj.g_02261	Prak.g_01944
OG0000355	Syaj.g_02263	Prak.g_00001
OG0000356	Syaj.g_02264	Prak.g_00002
OG0000357	Syaj.g_02265	Prak.g_00003
OG0000358	Syaj.g_02269	Prak.g_00007
OG0000359	Syaj.g_02271	Prak.g_00008
OG0000360	Syaj.g_02272	Prak.g_00009
OG0000361	Syaj.g_02273	Prak.g_00010
OG0000362	Syaj.g_02275	Prak.g_00012
OG0000363	Syaj.g_02277	Prak.g_00014
OG0000364	Syaj.g_02278	Prak.g_00015
OG0000365	Syaj.g_02287	Prak.g_00020
OG0000366	Syaj.g_02288	Prak.g_00021
OG0000367	Syaj.g_02289	Prak.g_00022
OG0000368	Syaj.g_02291	Prak.g_00024
OG0000369	Syaj.g_02292	Prak.g_00025
OG0000370	Syaj.g_02293	Prak.g_00026
OG0000371	Syaj.g_02301	Prak.g_00033
OG0000372	Syaj.g_02307	Prak.g_00036
OG0000373	Syaj.g_02308	Prak.g_00037
OG0000374	Syaj.g_02309	Prak.g_00038
OG0000375	Syaj.g_02310	Prak.g_00040
OG0000376	Syaj.g_02312	Prak.g_00042
OG0000377	Syaj.g_02105	Prak.g_00046
OG0000378	Syaj.g_02091	Prak.g_00050
OG0000379	Syaj.g_02086	Prak.g_00053
OG0000380	Syaj.g_01815	Prak.g_00070
OG0000381	Syaj.g_01819	Prak.g_00075
OG0000382	Syaj.g_01836	Prak.g_00085
OG0000383	Syaj.g_01839	Prak.g_00087
OG0000384	Syaj.g_01840	Prak.g_00088
OG0000385	Syaj.g_01841	Prak.g_00089
OG0000386	Syaj.g_01842	Prak.g_00090
OG0000387	Syaj.g_01878	Prak.g_00104
OG0000388	Syaj.g_01882	Prak.g_00108
OG0000389	Syaj.g_01886	Prak.g_00111
OG0000390	Syaj.g_01904	Prak.g_00121
OG0000391	Syaj.g_01909	Prak.g_00124
OG0000392	Syaj.g_01918	Prak.g_00128
OG0000393	Syaj.g_01922	Prak.g_00131
OG0000394	Syaj.g_01923	Prak.g_00132
OG0000395	Syaj.g_01924	Prak.g_00133
OG0000396	Syaj.g_01928	Prak.g_00135
OG0000397	Syaj.g_01930	Prak.g_00137
OG0000398	Syaj.g_01935	Prak.g_00140
OG0000399	Syaj.g_01936	Prak.g_00141
OG0000400	Syaj.g_01937	Prak.g_00142
OG0000401	Syaj.g_01938	Prak.g_00143
OG0000402	Syaj.g_01940	Prak.g_01035
OG0000403	Syaj.g_01941	Prak.g_00145
OG0000404	Syaj.g_01943	Prak.g_00146
OG0000405	Syaj.g_01961	Prak.g_00150
OG0000406	Syaj.g_01966	Prak.g_00158
OG0000407	Syaj.g_01967	Prak.g_00159
OG0000408	Syaj.g_01970	Prak.g_00161
OG0000409	Syaj.g_01972	Prak.g_00163
OG0000410	Syaj.g_01973	Prak.g_00164
OG0000411	Syaj.g_01974	Prak.g_00165
OG0000412	Syaj.g_01975	Prak.g_00166
OG0000413	Syaj.g_01977	Prak.g_00168
OG0000415	Syaj.g_01978	Prak.g_00170
OG0000416	Syaj.g_01979	Prak.g_00171
OG0000417	Syaj.g_01980	Prak.g_00172
OG0000418	Syaj.g_01985	Prak.g_00177
OG0000419	Syaj.g_01987	Prak.g_00179
OG0000420	Syaj.g_01989	Prak.g_00180
OG0000421	Syaj.g_01994	Prak.g_00185
OG0000422	Syaj.g_01995	Prak.g_00186
OG0000423	Syaj.g_01996	Prak.g_00187
OG0000424	Syaj.g_01997	Prak.g_00188
OG0000425	Syaj.g_01998	Prak.g_00189
OG0000426	Syaj.g_01999	Prak.g_00190
OG0000427	Syaj.g_02000	Prak.g_00191
OG0000428	Syaj.g_02003	Prak.g_00193
OG0000429	Syaj.g_02005	Prak.g_00194
OG0000430	Syaj.g_02007	Prak.g_00195
OG0000431	Syaj.g_02010	Prak.g_00197
OG0000432	Syaj.g_02017	Prak.g_00201
OG0000433	Syaj.g_02020	Prak.g_00202
OG0000434	Syaj.g_02021	Prak.g_00203
OG0000435	Syaj.g_02023	Prak.g_00204
OG0000436	Syaj.g_02029	Prak.g_00209
OG0000437	Syaj.g_02030	Prak.g_00210
OG0000438	Syaj.g_02031	Prak.g_00211
OG0000439	Syaj.g_02033	Prak.g_00213
OG0000440	Syaj.g_02034	Prak.g_00214
OG0000441	Syaj.g_02038	Prak.g_00217
OG0000442	Syaj.g_02039	Prak.g_00218
OG0000443	Syaj.g_02040	Prak.g_00219
OG0000444	Syaj.g_02052	Prak.g_00225
OG0000445	Syaj.g_02053	Prak.g_00226
OG0000446	Syaj.g_02055	Prak.g_00227
OG0000447	Syaj.g_02058	Prak.g_00228
OG0000448	Syaj.g_02059	Prak.g_00229
OG0000449	Syaj.g_02060	Prak.g_00230
OG0000450	Syaj.g_02067	Prak.g_00231
OG0000451	Syaj.g_02068	Prak.g_00232
OG0000452	Syaj.g_02072	Prak.g_00235
OG0000453	Syaj.g_02073	Prak.g_00236
OG0000454	Syaj.g_02074	Prak.g_00237
OG0000455	Syaj.g_02075	Prak.g_00238
OG0000456	Syaj.g_02076	Prak.g_00239
OG0000457	Syaj.g_02078	Prak.g_00241
OG0000458	Syaj.g_02079	Prak.g_00242
OG0000459	Syaj.g_02080	Prak.g_00243
OG0000460	Syaj.g_02858	Prak.g_00251
OG0000461	Syaj.g_02623	Prak.g_00259
OG0000462	Syaj.g_02620	Prak.g_00261
OG0000463	Syaj.g_02619	Prak.g_00262
OG0000464	Syaj.g_02618	Prak.g_00263
OG0000465	Syaj.g_02617	Prak.g_00264
OG0000466	Syaj.g_02612	Prak.g_00267
OG0000467	Syaj.g_02610	Prak.g_00268
OG0000468	Syaj.g_02605	Prak.g_00271
OG0000469	Syaj.g_02590	Prak.g_00279
OG0000470	Syaj.g_02586	Prak.g_00281
OG0000471	Syaj.g_02585	Prak.g_00282
OG0000472	Syaj.g_02583	Prak.g_00284
OG0000473	Syaj.g_02581	Prak.g_00286
OG0000474	Syaj.g_02580	Prak.g_00287
OG0000475	Syaj.g_02579	Prak.g_00288
OG0000476	Syaj.g_02577	Prak.g_00290
OG0000477	Syaj.g_02571	Prak.g_00293
OG0000478	Syaj.g_02570	Prak.g_00294
OG0000479	Syaj.g_02569	Prak.g_00295
OG0000480	Syaj.g_02562	Prak.g_00300
OG0000481	Syaj.g_02560	Prak.g_00303
OG0000482	Syaj.g_02559	Prak.g_00304
OG0000483	Syaj.g_02555	Prak.g_00307
OG0000484	Syaj.g_02554	Prak.g_00308
OG0000485	Syaj.g_02553	Prak.g_00310
OG0000486	Syaj.g_02552	Prak.g_00311
OG0000487	Syaj.g_02546	Prak.g_00314
OG0000488	Syaj.g_02542	Prak.g_00317
OG0000489	Syaj.g_02529	Prak.g_00322
OG0000490	Syaj.g_02519	Prak.g_00326
OG0000491	Syaj.g_02517	Prak.g_00327
OG0000492	Syaj.g_02515	Prak.g_00329
OG0000493	Syaj.g_02514	Prak.g_00330
OG0000494	Syaj.g_02513	Prak.g_00331
OG0000495	Syaj.g_02512	Prak.g_00332
OG0000496	Syaj.g_02511	Prak.g_00333
OG0000497	Syaj.g_02510	Prak.g_00334
OG0000498	Syaj.g_02509	Prak.g_00335
OG0000499	Syaj.g_02508	Prak.g_00336
OG0000500	Syaj.g_02507	Prak.g_00337
OG0000501	Syaj.g_02504	Prak.g_00338
OG0000502	Syaj.g_02492	Prak.g_00341
OG0000503	Syaj.g_02805	Prak.g_00356
OG0000504	Syaj.g_02807	Prak.g_00358
OG0000505	Syaj.g_02808	Prak.g_00359
OG0000506	Syaj.g_02810	Prak.g_00360
OG0000507	Syaj.g_02816	Prak.g_00363
OG0000508	Syaj.g_02820	Prak.g_00367
OG0000509	Syaj.g_02822	Prak.g_00369
OG0000510	Syaj.g_02823	Prak.g_00370
OG0000511	Syaj.g_02824	Prak.g_00371
OG0000512	Syaj.g_02826	Prak.g_00373
OG0000513	Syaj.g_02833	Prak.g_00382
OG0000514	Syaj.g_02839	Prak.g_00393
OG0000515	Syaj.g_02840	Prak.g_00394
OG0000516	Syaj.g_01561	Prak.g_00395
OG0000517	Syaj.g_01556	Prak.g_00397
OG0000518	Syaj.g_01544	Prak.g_00408
OG0000519	Syaj.g_01543	Prak.g_00409
OG0000520	Syaj.g_01542	Prak.g_00410
OG0000521	Syaj.g_00271	Prak.g_00418
OG0000522	Syaj.g_00273	Prak.g_00420
OG0000523	Syaj.g_00274	Prak.g_00421
OG0000524	Syaj.g_01485	Prak.g_00426
OG0000525	Syaj.g_01454	Prak.g_00430
OG0000526	Syaj.g_01451	Prak.g_00431
OG0000527	Syaj.g_01446	Prak.g_00434
OG0000528	Syaj.g_00065	Prak.g_00439
OG0000529	Syaj.g_00073	Prak.g_00442
OG0000530	Syaj.g_00076	Prak.g_00445
OG0000531	Syaj.g_00077	Prak.g_00446
OG0000532	Syaj.g_00080	Prak.g_00448
OG0000533	Syaj.g_00081	Prak.g_00449
OG0000534	Syaj.g_00082	Prak.g_00450
OG0000535	Syaj.g_00083	Prak.g_00451
OG0000536	Syaj.g_00084	Prak.g_00452
OG0000537	Syaj.g_00085	Prak.g_00453
OG0000538	Syaj.g_00096	Prak.g_00462
OG0000539	Syaj.g_00097	Prak.g_00463
OG0000540	Syaj.g_00098	Prak.g_00464
OG0000541	Syaj.g_00099	Prak.g_00465
OG0000542	Syaj.g_00102	Prak.g_00466
OG0000543	Syaj.g_00104	Prak.g_00468
OG0000544	Syaj.g_00105	Prak.g_00469
OG0000545	Syaj.g_00107	Prak.g_00471
OG0000546	Syaj.g_00109	Prak.g_00474
OG0000547	Syaj.g_00111	Prak.g_00476
OG0000548	Syaj.g_00112	Prak.g_00477
OG0000549	Syaj.g_00118	Prak.g_00479
OG0000550	Syaj.g_00123	Prak.g_00483
OG0000551	Syaj.g_00128	Prak.g_00486
OG0000552	Syaj.g_00129	Prak.g_00487
OG0000553	Syaj.g_00133	Prak.g_00488
OG0000554	Syaj.g_00145	Prak.g_00493
OG0000555	Syaj.g_00163	Prak.g_00501
OG0000556	Syaj.g_00167	Prak.g_00503
OG0000557	Syaj.g_00178	Prak.g_00504
OG0000558	Syaj.g_00181	Prak.g_00507
