Orthogroup	Syaj	Prao
OG0000228	Syaj.g_02828	Prao.g_00489
OG0000229	Syaj.g_01555	Prao.g_00540
OG0000230	Syaj.g_01553	Prao.g_00542
OG0000231	Syaj.g_01541	Prao.g_00553
OG0000232	Syaj.g_01497	Prao.g_00564
OG0000233	Syaj.g_01481	Prao.g_00569
OG0000234	Syaj.g_01442	Prao.g_00582
OG0000235	Syaj.g_00071	Prao.g_00585
OG0000236	Syaj.g_00086	Prao.g_00599
OG0000237	Syaj.g_00103	Prao.g_00612
OG0000238	Syaj.g_00108	Prao.g_00618
OG0000239	Syaj.g_00125	Prao.g_00631
OG0000240	Syaj.g_00126	Prao.g_00632
OG0000241	Syaj.g_01291	Prao.g_01861
OG0000242	Syaj.g_00142	Prao.g_01859
OG0000243	Syaj.g_00164	Prao.g_01162
OG0000244	Syaj.g_00180	Prao.g_01165
OG0000245	Syaj.g_00182	Prao.g_01167
OG0000246	Syaj.g_00186	Prao.g_01171
OG0000247	Syaj.g_00197	Prao.g_01181
OG0000248	Syaj.g_00200	Prao.g_01183
OG0000249	Syaj.g_00202	Prao.g_01185
OG0000250	Syaj.g_00211	Prao.g_01864
OG0000251	Syaj.g_00237	Prao.g_00029
OG0000252	Syaj.g_00243	Prao.g_00032
OG0000253	Syaj.g_00245	Prao.g_00033
OG0000254	Syaj.g_01335	Prao.g_00049
OG0000255	Syaj.g_01315	Prao.g_00055
OG0000256	Syaj.g_01297	Prao.g_00066
OG0000257	Syaj.g_01292	Prao.g_00069
OG0000258	Syaj.g_01274	Prao.g_00082
OG0000259	Syaj.g_00707	Prao.g_00099
OG0000260	Syaj.g_00712	Prao.g_00102
OG0000261	Syaj.g_00715	Prao.g_00104
OG0000262	Syaj.g_00720	Prao.g_00108
OG0000263	Syaj.g_00605	Prao.g_00119
OG0000264	Syaj.g_00485	Prao.g_00129
OG0000265	Syaj.g_00510	Prao.g_00648
OG0000266	Syaj.g_00946	Prao.g_00658
OG0000267	Syaj.g_00770	Prao.g_00669
OG0000268	Syaj.g_00771	Prao.g_00670
OG0000269	Syaj.g_01031	Prao.g_00736
OG0000270	Syaj.g_01025	Prao.g_00739
OG0000271	Syaj.g_01017	Prao.g_00747
OG0000272	Syaj.g_01016	Prao.g_00748
OG0000273	Syaj.g_00389	Prao.g_00771
OG0000274	Syaj.g_00388	Prao.g_00772
OG0000275	Syaj.g_00384	Prao.g_00775
OG0000276	Syaj.g_00377	Prao.g_00780
OG0000277	Syaj.g_00376	Prao.g_00781
OG0000278	Syaj.g_00373	Prao.g_00784
OG0000279	Syaj.g_00357	Prao.g_00791
OG0000280	Syaj.g_00348	Prao.g_00792
OG0000281	Syaj.g_02670	Prao.g_00797
OG0000282	Syaj.g_00743	Prao.g_00847
OG0000283	Syaj.g_00790	Prao.g_00879
OG0000284	Syaj.g_00930	Prao.g_00884
OG0000285	Syaj.g_00917	Prao.g_00889
OG0000286	Syaj.g_00899	Prao.g_00901
OG0000288	Syaj.g_00815	Prao.g_00947
OG0000289	Syaj.g_00800	Prao.g_00958
OG0000290	Syaj.g_00424	Prao.g_00971
OG0000291	Syaj.g_00426	Prao.g_00973
OG0000292	Syaj.g_02255	Prao.g_01025
OG0000293	Syaj.g_00290	Prao.g_01098
OG0000294	Syaj.g_00291	Prao.g_01097
OG0000295	Syaj.g_00330	Prao.g_01077
OG0000296	Syaj.g_00332	Prao.g_01075
OG0000297	Syaj.g_00639	Prao.g_01067
OG0000298	Syaj.g_00638	Prao.g_01066
OG0000299	Syaj.g_00592	Prao.g_01049
OG0000300	Syaj.g_00586	Prao.g_01046
OG0000301	Syaj.g_00585	Prao.g_01045
OG0000302	Syaj.g_00582	Prao.g_01043
OG0000303	Syaj.g_00572	Prao.g_01036
OG0000304	Syaj.g_00566	Prao.g_01032
OG0000305	Syaj.g_00429	Prao.g_01247
OG0000306	Syaj.g_01126	Prao.g_01244
OG0000307	Syaj.g_00051	Prao.g_01230
OG0000308	Syaj.g_00049	Prao.g_01229
OG0000309	Syaj.g_00044	Prao.g_01225
OG0000310	Syaj.g_01358	Prao.g_01382
OG0000311	Syaj.g_01362	Prao.g_01384
OG0000312	Syaj.g_01368	Prao.g_01387
OG0000313	Syaj.g_01386	Prao.g_01401
OG0000314	Syaj.g_01420	Prao.g_01423
OG0000315	Syaj.g_01430	Prao.g_01433
OG0000316	Syaj.g_01664	Prao.g_01453
OG0000317	Syaj.g_01715	Prao.g_01550
OG0000318	Syaj.g_01722	Prao.g_01553
OG0000319	Syaj.g_01741	Prao.g_01566
OG0000320	Syaj.g_01743	Prao.g_01568
OG0000321	Syaj.g_01744	Prao.g_01569
OG0000322	Syaj.g_01745	Prao.g_01570
OG0000323	Syaj.g_01760	Prao.g_01579
OG0000324	Syaj.g_01609	Prao.g_01605
OG0000325	Syaj.g_02638	Prao.g_01616
OG0000326	Syaj.g_02645	Prao.g_01622
OG0000327	Syaj.g_02693	Prao.g_01646
OG0000328	Syaj.g_02694	Prao.g_01647
OG0000329	Syaj.g_02712	Prao.g_01664
OG0000330	Syaj.g_02713	Prao.g_01665
OG0000331	Syaj.g_02714	Prao.g_01666
OG0000332	Syaj.g_02729	Prao.g_01680
OG0000333	Syaj.g_02732	Prao.g_01682
OG0000334	Syaj.g_02741	Prao.g_01690
OG0000335	Syaj.g_02746	Prao.g_01695
OG0000336	Syaj.g_02750	Prao.g_01699
OG0000337	Syaj.g_02466	Prao.g_01715
OG0000338	Syaj.g_02462	Prao.g_01716
OG0000339	Syaj.g_02455	Prao.g_01720
OG0000340	Syaj.g_02443	Prao.g_01728
OG0000341	Syaj.g_02441	Prao.g_01730
OG0000342	Syaj.g_02440	Prao.g_01731
OG0000343	Syaj.g_02437	Prao.g_01732
OG0000344	Syaj.g_02433	Prao.g_01735
OG0000345	Syaj.g_02421	Prao.g_01740
OG0000346	Syaj.g_02416	Prao.g_01744
OG0000347	Syaj.g_02383	Prao.g_01760
OG0000348	Syaj.g_02333	Prao.g_01770
OG0000349	Syaj.g_02314	Prao.g_01787
OG0000350	Syaj.g_02652	Prao.g_01806
OG0000351	Syaj.g_02234	Prao.g_01823
OG0000352	Syaj.g_02235	Prao.g_01824
OG0000353	Syaj.g_02261	Prao.g_01840
OG0000354	Syaj.g_02281	Prao.g_00637
OG0000355	Syaj.g_02263	Prao.g_01842
OG0000356	Syaj.g_02264	Prao.g_01843
OG0000357	Syaj.g_02265	Prao.g_01844
OG0000358	Syaj.g_02269	Prao.g_01848
OG0000359	Syaj.g_02271	Prao.g_01849
OG0000360	Syaj.g_02272	Prao.g_01850
OG0000361	Syaj.g_02273	Prao.g_00157
OG0000362	Syaj.g_02275	Prao.g_00159
OG0000363	Syaj.g_02277	Prao.g_00161
OG0000364	Syaj.g_02278	Prao.g_00162
OG0000365	Syaj.g_02287	Prao.g_00167
OG0000366	Syaj.g_02288	Prao.g_00168
OG0000367	Syaj.g_02289	Prao.g_00169
OG0000368	Syaj.g_02291	Prao.g_00171
OG0000369	Syaj.g_02292	Prao.g_00172
OG0000370	Syaj.g_02293	Prao.g_00173
OG0000371	Syaj.g_02301	Prao.g_00178
OG0000372	Syaj.g_02307	Prao.g_00181
OG0000373	Syaj.g_02308	Prao.g_00182
OG0000374	Syaj.g_02309	Prao.g_00183
OG0000375	Syaj.g_02310	Prao.g_00186
OG0000376	Syaj.g_02312	Prao.g_00188
OG0000377	Syaj.g_02105	Prao.g_00191
OG0000378	Syaj.g_02091	Prao.g_00193
OG0000379	Syaj.g_02086	Prao.g_00196
OG0000380	Syaj.g_01815	Prao.g_00205
OG0000381	Syaj.g_01819	Prao.g_00209
OG0000382	Syaj.g_01836	Prao.g_00220
OG0000383	Syaj.g_01839	Prao.g_00222
OG0000384	Syaj.g_01840	Prao.g_00223
OG0000385	Syaj.g_01841	Prao.g_00224
OG0000386	Syaj.g_01842	Prao.g_00225
OG0000387	Syaj.g_01878	Prao.g_00238
OG0000388	Syaj.g_01882	Prao.g_00241
OG0000389	Syaj.g_01886	Prao.g_00244
OG0000390	Syaj.g_01904	Prao.g_00251
OG0000391	Syaj.g_01909	Prao.g_00255
OG0000392	Syaj.g_01918	Prao.g_00259
OG0000393	Syaj.g_01922	Prao.g_00261
OG0000394	Syaj.g_01923	Prao.g_00262
OG0000395	Syaj.g_01924	Prao.g_00263
OG0000396	Syaj.g_01928	Prao.g_00266
OG0000397	Syaj.g_01930	Prao.g_00268
OG0000398	Syaj.g_01935	Prao.g_00270
OG0000399	Syaj.g_01936	Prao.g_00271
OG0000400	Syaj.g_01937	Prao.g_00272
OG0000401	Syaj.g_01938	Prao.g_00273
OG0000402	Syaj.g_01940	Prao.g_00274
OG0000403	Syaj.g_01941	Prao.g_00275
OG0000404	Syaj.g_01943	Prao.g_00276
OG0000405	Syaj.g_01961	Prao.g_00280
OG0000406	Syaj.g_01966	Prao.g_00285
OG0000407	Syaj.g_01967	Prao.g_00286
OG0000408	Syaj.g_01970	Prao.g_00288
OG0000409	Syaj.g_01972	Prao.g_00290
OG0000410	Syaj.g_01973	Prao.g_00291
OG0000411	Syaj.g_01974	Prao.g_00292
OG0000412	Syaj.g_01975	Prao.g_00293
OG0000413	Syaj.g_01977	Prao.g_00294
OG0000415	Syaj.g_01978	Prao.g_00296
OG0000416	Syaj.g_01979	Prao.g_00297
OG0000417	Syaj.g_01980	Prao.g_00298
OG0000418	Syaj.g_01985	Prao.g_00303
OG0000419	Syaj.g_01987	Prao.g_00305
OG0000420	Syaj.g_01989	Prao.g_00306
OG0000421	Syaj.g_01994	Prao.g_00311
OG0000422	Syaj.g_01995	Prao.g_00312
OG0000423	Syaj.g_01996	Prao.g_00313
OG0000424	Syaj.g_01997	Prao.g_00314
OG0000425	Syaj.g_01998	Prao.g_00315
OG0000426	Syaj.g_01999	Prao.g_00316
OG0000427	Syaj.g_02000	Prao.g_00317
OG0000428	Syaj.g_02003	Prao.g_00319
OG0000429	Syaj.g_02005	Prao.g_00320
OG0000430	Syaj.g_02007	Prao.g_00321
OG0000431	Syaj.g_02010	Prao.g_00323
OG0000432	Syaj.g_02017	Prao.g_00326
OG0000433	Syaj.g_02020	Prao.g_00327
OG0000434	Syaj.g_02021	Prao.g_00328
OG0000435	Syaj.g_02023	Prao.g_00329
OG0000436	Syaj.g_02029	Prao.g_00334
OG0000437	Syaj.g_02030	Prao.g_00335
OG0000438	Syaj.g_02031	Prao.g_00336
OG0000439	Syaj.g_02033	Prao.g_00338
OG0000440	Syaj.g_02034	Prao.g_00339
OG0000441	Syaj.g_02038	Prao.g_00342
OG0000442	Syaj.g_02039	Prao.g_00343
OG0000443	Syaj.g_02040	Prao.g_00344
OG0000444	Syaj.g_02052	Prao.g_00349
OG0000445	Syaj.g_02053	Prao.g_00350
OG0000446	Syaj.g_02055	Prao.g_00351
OG0000447	Syaj.g_02058	Prao.g_00352
OG0000448	Syaj.g_02059	Prao.g_00353
OG0000449	Syaj.g_02060	Prao.g_00354
OG0000450	Syaj.g_02067	Prao.g_00355
OG0000451	Syaj.g_02068	Prao.g_00356
OG0000452	Syaj.g_02072	Prao.g_00359
OG0000453	Syaj.g_02073	Prao.g_00360
OG0000454	Syaj.g_02074	Prao.g_00361
OG0000455	Syaj.g_02075	Prao.g_00362
OG0000456	Syaj.g_02076	Prao.g_00363
OG0000457	Syaj.g_02078	Prao.g_00364
OG0000458	Syaj.g_02079	Prao.g_00365
OG0000459	Syaj.g_02080	Prao.g_00366
OG0000460	Syaj.g_02858	Prao.g_00373
OG0000461	Syaj.g_02623	Prao.g_00380
OG0000462	Syaj.g_02620	Prao.g_00382
OG0000463	Syaj.g_02619	Prao.g_00383
OG0000464	Syaj.g_02618	Prao.g_00384
OG0000465	Syaj.g_02617	Prao.g_00385
OG0000466	Syaj.g_02612	Prao.g_00388
OG0000467	Syaj.g_02610	Prao.g_00389
OG0000468	Syaj.g_02605	Prao.g_00391
OG0000469	Syaj.g_02590	Prao.g_00400
OG0000470	Syaj.g_02586	Prao.g_00402
OG0000471	Syaj.g_02585	Prao.g_00403
OG0000472	Syaj.g_02583	Prao.g_00404
OG0000473	Syaj.g_02581	Prao.g_00406
OG0000474	Syaj.g_02580	Prao.g_00407
OG0000475	Syaj.g_02579	Prao.g_00408
OG0000476	Syaj.g_02577	Prao.g_00409
OG0000477	Syaj.g_02571	Prao.g_00412
OG0000478	Syaj.g_02570	Prao.g_00413
OG0000479	Syaj.g_02569	Prao.g_00414
OG0000480	Syaj.g_02562	Prao.g_00419
OG0000481	Syaj.g_02560	Prao.g_00421
OG0000482	Syaj.g_02559	Prao.g_00422
OG0000483	Syaj.g_02555	Prao.g_00425
OG0000484	Syaj.g_02554	Prao.g_00426
OG0000485	Syaj.g_02553	Prao.g_00427
OG0000486	Syaj.g_02552	Prao.g_00428
OG0000487	Syaj.g_02546	Prao.g_00432
OG0000488	Syaj.g_02542	Prao.g_00435
OG0000489	Syaj.g_02529	Prao.g_00440
OG0000490	Syaj.g_02519	Prao.g_00444
OG0000491	Syaj.g_02517	Prao.g_00445
OG0000492	Syaj.g_02515	Prao.g_00447
OG0000493	Syaj.g_02514	Prao.g_00448
OG0000494	Syaj.g_02513	Prao.g_00449
OG0000495	Syaj.g_02512	Prao.g_00450
OG0000496	Syaj.g_02511	Prao.g_00451
OG0000497	Syaj.g_02510	Prao.g_00452
OG0000498	Syaj.g_02509	Prao.g_00453
OG0000499	Syaj.g_02508	Prao.g_00454
OG0000500	Syaj.g_02507	Prao.g_00455
OG0000501	Syaj.g_02504	Prao.g_00457
OG0000502	Syaj.g_02492	Prao.g_00460
OG0000503	Syaj.g_02805	Prao.g_00470
OG0000504	Syaj.g_02807	Prao.g_00471
OG0000505	Syaj.g_02808	Prao.g_00472
OG0000506	Syaj.g_02810	Prao.g_00474
OG0000507	Syaj.g_02816	Prao.g_00476
OG0000508	Syaj.g_02820	Prao.g_00479
OG0000509	Syaj.g_02822	Prao.g_00481
OG0000510	Syaj.g_02823	Prao.g_00482
OG0000511	Syaj.g_02824	Prao.g_00483
OG0000512	Syaj.g_02826	Prao.g_00485
OG0000513	Syaj.g_02833	Prao.g_00492
OG0000514	Syaj.g_02839	Prao.g_00535
OG0000515	Syaj.g_02840	Prao.g_00536
OG0000516	Syaj.g_01561	Prao.g_00537
OG0000517	Syaj.g_01556	Prao.g_00539
OG0000518	Syaj.g_01544	Prao.g_00550
OG0000519	Syaj.g_01543	Prao.g_00551
OG0000520	Syaj.g_01542	Prao.g_00552
OG0000521	Syaj.g_00271	Prao.g_00557
OG0000522	Syaj.g_00273	Prao.g_00559
OG0000523	Syaj.g_00274	Prao.g_00560
OG0000524	Syaj.g_01485	Prao.g_00567
OG0000525	Syaj.g_01454	Prao.g_00570
OG0000526	Syaj.g_01451	Prao.g_00571
OG0000527	Syaj.g_01446	Prao.g_00579
OG0000528	Syaj.g_00065	Prao.g_00584
OG0000529	Syaj.g_00073	Prao.g_00587
OG0000530	Syaj.g_00076	Prao.g_00590
OG0000531	Syaj.g_00077	Prao.g_00591
OG0000532	Syaj.g_00080	Prao.g_00593
OG0000533	Syaj.g_00081	Prao.g_00594
OG0000534	Syaj.g_00082	Prao.g_00595
OG0000535	Syaj.g_00083	Prao.g_00596
OG0000536	Syaj.g_00084	Prao.g_00597
OG0000537	Syaj.g_00085	Prao.g_00598
OG0000538	Syaj.g_00096	Prao.g_00606
OG0000539	Syaj.g_00097	Prao.g_00607
OG0000540	Syaj.g_00098	Prao.g_00608
OG0000541	Syaj.g_00099	Prao.g_00609
OG0000542	Syaj.g_00102	Prao.g_00611
OG0000543	Syaj.g_00104	Prao.g_00613
OG0000544	Syaj.g_00105	Prao.g_00614
OG0000545	Syaj.g_00107	Prao.g_00616
OG0000546	Syaj.g_00109	Prao.g_00619
OG0000547	Syaj.g_00111	Prao.g_00621
OG0000548	Syaj.g_00112	Prao.g_00622
OG0000549	Syaj.g_00118	Prao.g_00624
OG0000550	Syaj.g_00123	Prao.g_00629
OG0000551	Syaj.g_00128	Prao.g_00633
OG0000552	Syaj.g_00129	Prao.g_00634
OG0000553	Syaj.g_00133	Prao.g_00635
OG0000554	Syaj.g_00145	Prao.g_01857
OG0000555	Syaj.g_00163	Prao.g_01161
OG0000556	Syaj.g_00167	Prao.g_01163
OG0000557	Syaj.g_00178	Prao.g_01164
OG0000558	Syaj.g_00181	Prao.g_01166
OG0000559	Syaj.g_00185	Prao.g_01170
OG0000560	Syaj.g_00188	Prao.g_01173
OG0000561	Syaj.g_00189	Prao.g_01174
OG0000562	Syaj.g_00190	Prao.g_01175
OG0000563	Syaj.g_00191	Prao.g_01176
OG0000564	Syaj.g_00192	Prao.g_01177
OG0000565	Syaj.g_00195	Prao.g_01180
OG0000566	Syaj.g_00199	Prao.g_01182
OG0000567	Syaj.g_00203	Prao.g_01186
OG0000568	Syaj.g_00207	Prao.g_01187
OG0000569	Syaj.g_00208	Prao.g_01862
OG0000570	Syaj.g_00209	Prao.g_01863
OG0000571	Syaj.g_00213	Prao.g_01865
