Orthogroup	Syaj	Prbc
OG0000157	Syaj.g_00281	Prbc.g_00556
OG0000158	Syaj.g_02445	Prbc.g_00228
OG0000160	Syaj.g_01382	Prbc.g_00710
OG0000161	Syaj.g_01389	Prbc.g_00716
OG0000162	Syaj.g_01395	Prbc.g_00722
OG0000163	Syaj.g_01639	Prbc.g_00758
OG0000164	Syaj.g_01758	Prbc.g_00854
OG0000165	Syaj.g_01582	Prbc.g_00862
OG0000166	Syaj.g_02698	Prbc.g_00321
OG0000167	Syaj.g_02460	Prbc.g_00238
OG0000168	Syaj.g_02444	Prbc.g_00227
OG0000169	Syaj.g_02431, Syaj.g_02429	Prbc.g_00217
OG0000170	Syaj.g_02422	Prbc.g_00215
OG0000171	Syaj.g_02389	Prbc.g_00194
OG0000172	Syaj.g_02365	Prbc.g_00967
OG0000173	Syaj.g_02321	Prbc.g_00982
OG0000174	Syaj.g_02169	Prbc.g_01013
OG0000175	Syaj.g_02229	Prbc.g_01044
OG0000176	Syaj.g_02266	Prbc.g_01074
OG0000177	Syaj.g_02267	Prbc.g_01075
OG0000178	Syaj.g_02268	Prbc.g_01076
OG0000179	Syaj.g_02283	Prbc.g_01086
OG0000180	Syaj.g_02284	Prbc.g_01087
OG0000181	Syaj.g_02285	Prbc.g_01088
OG0000182	Syaj.g_02286	Prbc.g_01089
OG0000183	Syaj.g_02290	Prbc.g_01093
OG0000184	Syaj.g_02098	Prbc.g_01124
OG0000185	Syaj.g_02087	Prbc.g_01127
OG0000186	Syaj.g_01812	Prbc.g_00509
OG0000187	Syaj.g_01814	Prbc.g_00508
OG0000188	Syaj.g_01837	Prbc.g_00491
OG0000189	Syaj.g_01874	Prbc.g_00477
OG0000190	Syaj.g_01876	Prbc.g_00476
OG0000191	Syaj.g_01910	Prbc.g_00453
OG0000192	Syaj.g_01919	Prbc.g_00449
OG0000193	Syaj.g_01965	Prbc.g_00425
OG0000194	Syaj.g_01968	Prbc.g_00422
OG0000195	Syaj.g_01971	Prbc.g_00420
OG0000196	Syaj.g_01981	Prbc.g_00410
OG0000197	Syaj.g_01982	Prbc.g_00409
OG0000198	Syaj.g_01983	Prbc.g_00408
OG0000199	Syaj.g_01991	Prbc.g_00401
OG0000200	Syaj.g_02008	Prbc.g_00388
OG0000201	Syaj.g_02024	Prbc.g_00379
OG0000202	Syaj.g_02025	Prbc.g_00378
OG0000203	Syaj.g_02026	Prbc.g_00377
OG0000204	Syaj.g_02027	Prbc.g_00376
OG0000205	Syaj.g_02035	Prbc.g_00369
OG0000206	Syaj.g_02043	Prbc.g_00365
OG0000207	Syaj.g_02045	Prbc.g_00363
OG0000208	Syaj.g_02046	Prbc.g_00362
OG0000209	Syaj.g_02070	Prbc.g_00352
OG0000210	Syaj.g_02071	Prbc.g_00351
OG0000212	Syaj.g_02881	Prbc.g_00329
OG0000213	Syaj.g_02601	Prbc.g_01153
OG0000214	Syaj.g_02582	Prbc.g_01161
OG0000215	Syaj.g_02551	Prbc.g_01185
OG0000216	Syaj.g_02547	Prbc.g_01186
OG0000217	Syaj.g_02543	Prbc.g_01189
OG0000218	Syaj.g_02541	Prbc.g_01191
OG0000219	Syaj.g_02540	Prbc.g_01192
OG0000220	Syaj.g_02539	Prbc.g_01193
OG0000221	Syaj.g_02530	Prbc.g_01194
OG0000222	Syaj.g_02516	Prbc.g_01202
OG0000223	Syaj.g_02494	Prbc.g_01215
OG0000224	Syaj.g_02487	Prbc.g_01217
OG0000225	Syaj.g_02821	Prbc.g_01257
OG0000226	Syaj.g_02825	Prbc.g_01261
OG0000227	Syaj.g_02827	Prbc.g_01263
OG0000228	Syaj.g_02828	Prbc.g_01267
OG0000229	Syaj.g_01555	Prbc.g_01497
OG0000230	Syaj.g_01553	Prbc.g_01499
OG0000231	Syaj.g_01541	Prbc.g_01510
OG0000232	Syaj.g_01497	Prbc.g_01518
OG0000233	Syaj.g_01481	Prbc.g_01526
OG0000234	Syaj.g_01442	Prbc.g_01535
OG0000235	Syaj.g_00071	Prbc.g_01539
OG0000236	Syaj.g_00086	Prbc.g_01552
OG0000237	Syaj.g_00103	Prbc.g_01586
OG0000238	Syaj.g_00108	Prbc.g_01592
OG0000239	Syaj.g_00125	Prbc.g_01604
OG0000240	Syaj.g_00126	Prbc.g_01605
OG0000241	Syaj.g_01291	Prbc.g_01609
OG0000242	Syaj.g_00142	Prbc.g_01611
OG0000243	Syaj.g_00164	Prbc.g_01622
OG0000244	Syaj.g_00180	Prbc.g_01626
OG0000245	Syaj.g_00182	Prbc.g_01628
OG0000246	Syaj.g_00186	Prbc.g_01632
OG0000247	Syaj.g_00197	Prbc.g_01642
OG0000248	Syaj.g_00200	Prbc.g_01644
OG0000249	Syaj.g_00202	Prbc.g_01646
OG0000250	Syaj.g_00211	Prbc.g_01651
OG0000251	Syaj.g_00237	Prbc.g_01667
OG0000252	Syaj.g_00243	Prbc.g_01669
OG0000253	Syaj.g_00245	Prbc.g_01671
OG0000254	Syaj.g_01335	Prbc.g_01688
OG0000255	Syaj.g_01315	Prbc.g_01694
OG0000256	Syaj.g_01297	Prbc.g_01704
OG0000257	Syaj.g_01292	Prbc.g_01707
OG0000258	Syaj.g_01274	Prbc.g_01720
OG0000259	Syaj.g_00707	Prbc.g_01737
OG0000260	Syaj.g_00712	Prbc.g_01740
OG0000261	Syaj.g_00715	Prbc.g_01743
OG0000262	Syaj.g_00720	Prbc.g_01748
OG0000263	Syaj.g_00605	Prbc.g_01762
OG0000264	Syaj.g_00485	Prbc.g_01773
OG0000265	Syaj.g_00510	Prbc.g_01787
OG0000266	Syaj.g_00946	Prbc.g_01797
OG0000267	Syaj.g_00770	Prbc.g_01810
OG0000268	Syaj.g_00771	Prbc.g_01811
OG0000269	Syaj.g_01031	Prbc.g_01853
OG0000270	Syaj.g_01025	Prbc.g_01856
OG0000271	Syaj.g_01017	Prbc.g_01864
OG0000272	Syaj.g_01016	Prbc.g_01865
OG0000273	Syaj.g_00389	Prbc.g_01890
OG0000274	Syaj.g_00388	Prbc.g_01891
OG0000275	Syaj.g_00384	Prbc.g_01893
OG0000276	Syaj.g_00377	Prbc.g_01899
OG0000277	Syaj.g_00376	Prbc.g_01900
OG0000278	Syaj.g_00373	Prbc.g_01904
OG0000279	Syaj.g_00357	Prbc.g_01911
OG0000280	Syaj.g_00348	Prbc.g_00068
OG0000281	Syaj.g_02670	Prbc.g_01917
OG0000282	Syaj.g_00743	Prbc.g_01979
OG0000283	Syaj.g_00790	Prbc.g_02010
OG0000284	Syaj.g_00930	Prbc.g_02015
OG0000285	Syaj.g_00917	Prbc.g_02020
OG0000286	Syaj.g_00899	Prbc.g_02035
OG0000287	Syaj.g_00849	Prbc.g_02190
OG0000288	Syaj.g_00815	Prbc.g_02082
OG0000289	Syaj.g_00800	Prbc.g_02094
OG0000290	Syaj.g_00424	Prbc.g_02110
OG0000291	Syaj.g_00426	Prbc.g_02112
OG0000292	Syaj.g_02255	Prbc.g_00173
OG0000293	Syaj.g_00290	Prbc.g_01456
OG0000294	Syaj.g_00291	Prbc.g_01455
OG0000295	Syaj.g_00330	Prbc.g_01431
OG0000296	Syaj.g_00332	Prbc.g_01429
OG0000297	Syaj.g_00639	Prbc.g_01421
OG0000298	Syaj.g_00638	Prbc.g_01420
OG0000299	Syaj.g_00592	Prbc.g_01401
OG0000300	Syaj.g_00586	Prbc.g_01398
OG0000301	Syaj.g_00585	Prbc.g_01397
OG0000302	Syaj.g_00582	Prbc.g_01395
OG0000303	Syaj.g_00572	Prbc.g_01390
OG0000304	Syaj.g_00566	Prbc.g_01387
OG0000305	Syaj.g_00429	Prbc.g_00810
OG0000306	Syaj.g_01126	Prbc.g_01921
OG0000307	Syaj.g_00051	Prbc.g_00666
OG0000308	Syaj.g_00049	Prbc.g_00667
OG0000309	Syaj.g_00044	Prbc.g_00671
OG0000310	Syaj.g_01358	Prbc.g_00693
OG0000311	Syaj.g_01362	Prbc.g_00695
OG0000312	Syaj.g_01368	Prbc.g_00698
OG0000313	Syaj.g_01386	Prbc.g_00713
OG0000314	Syaj.g_01420	Prbc.g_00734
OG0000315	Syaj.g_01430	Prbc.g_00744
OG0000316	Syaj.g_01664	Prbc.g_00768
OG0000317	Syaj.g_01715	Prbc.g_00830
OG0000318	Syaj.g_01722	Prbc.g_00833
OG0000319	Syaj.g_01741	Prbc.g_00844
OG0000320	Syaj.g_01743	Prbc.g_00846
OG0000321	Syaj.g_01744	Prbc.g_00847
OG0000322	Syaj.g_01745	Prbc.g_00848
OG0000323	Syaj.g_01760	Prbc.g_00857
OG0000324	Syaj.g_01609	Prbc.g_00884
OG0000325	Syaj.g_02638	Prbc.g_00935
OG0000326	Syaj.g_02645	Prbc.g_00941
OG0000327	Syaj.g_02693	Prbc.g_00326
OG0000328	Syaj.g_02694	Prbc.g_00325
OG0000329	Syaj.g_02712	Prbc.g_00308
OG0000330	Syaj.g_02713	Prbc.g_00307
OG0000331	Syaj.g_02714	Prbc.g_00306
OG0000332	Syaj.g_02729	Prbc.g_00292
OG0000333	Syaj.g_02732	Prbc.g_00290
OG0000334	Syaj.g_02741	Prbc.g_00281
OG0000335	Syaj.g_02746	Prbc.g_00276
OG0000336	Syaj.g_02750	Prbc.g_00272
OG0000337	Syaj.g_02466	Prbc.g_00241
OG0000338	Syaj.g_02462	Prbc.g_00240
OG0000339	Syaj.g_02455	Prbc.g_00235
OG0000340	Syaj.g_02443	Prbc.g_00226
OG0000341	Syaj.g_02441	Prbc.g_00224
OG0000342	Syaj.g_02440	Prbc.g_00223
OG0000343	Syaj.g_02437	Prbc.g_00222
OG0000344	Syaj.g_02433	Prbc.g_00219
OG0000345	Syaj.g_02421	Prbc.g_00214
OG0000346	Syaj.g_02416	Prbc.g_00210
OG0000347	Syaj.g_02383	Prbc.g_00190
OG0000348	Syaj.g_02333	Prbc.g_00970
OG0000349	Syaj.g_02314	Prbc.g_00988
OG0000350	Syaj.g_02652	Prbc.g_01009
OG0000351	Syaj.g_02234	Prbc.g_01047
OG0000352	Syaj.g_02235	Prbc.g_01048
OG0000353	Syaj.g_02261	Prbc.g_01068
OG0000355	Syaj.g_02263	Prbc.g_01071
OG0000356	Syaj.g_02264	Prbc.g_01072
OG0000357	Syaj.g_02265	Prbc.g_01073
OG0000358	Syaj.g_02269	Prbc.g_01077
OG0000359	Syaj.g_02271	Prbc.g_01078
OG0000360	Syaj.g_02272	Prbc.g_01079
OG0000361	Syaj.g_02273	Prbc.g_01080
OG0000362	Syaj.g_02275	Prbc.g_01082
OG0000363	Syaj.g_02277	Prbc.g_01084
OG0000364	Syaj.g_02278	Prbc.g_01085
OG0000365	Syaj.g_02287	Prbc.g_01090
OG0000366	Syaj.g_02288	Prbc.g_01091
OG0000367	Syaj.g_02289	Prbc.g_01092
OG0000368	Syaj.g_02291	Prbc.g_01094
OG0000369	Syaj.g_02292	Prbc.g_01095
OG0000370	Syaj.g_02293	Prbc.g_01096
OG0000371	Syaj.g_02301	Prbc.g_01102
OG0000372	Syaj.g_02307	Prbc.g_01104
OG0000373	Syaj.g_02308	Prbc.g_01105
OG0000374	Syaj.g_02309	Prbc.g_01106
OG0000375	Syaj.g_02310	Prbc.g_01118
OG0000376	Syaj.g_02312	Prbc.g_01120
OG0000377	Syaj.g_02105	Prbc.g_01123
OG0000378	Syaj.g_02091	Prbc.g_01125
OG0000379	Syaj.g_02086	Prbc.g_01128
OG0000380	Syaj.g_01815	Prbc.g_00507
OG0000381	Syaj.g_01819	Prbc.g_00503
OG0000382	Syaj.g_01836	Prbc.g_00492
OG0000383	Syaj.g_01839	Prbc.g_00490
OG0000384	Syaj.g_01840	Prbc.g_00489
OG0000385	Syaj.g_01841	Prbc.g_00488
OG0000386	Syaj.g_01842	Prbc.g_00487
OG0000387	Syaj.g_01878	Prbc.g_00474
OG0000388	Syaj.g_01882	Prbc.g_00470
OG0000389	Syaj.g_01886	Prbc.g_00467
OG0000390	Syaj.g_01904	Prbc.g_00458
OG0000391	Syaj.g_01909	Prbc.g_00454
OG0000392	Syaj.g_01918	Prbc.g_00451
OG0000393	Syaj.g_01922	Prbc.g_00448
OG0000394	Syaj.g_01923	Prbc.g_00447
OG0000395	Syaj.g_01924	Prbc.g_00446
OG0000396	Syaj.g_01928	Prbc.g_00443
OG0000397	Syaj.g_01930	Prbc.g_00441
OG0000398	Syaj.g_01935	Prbc.g_00438
OG0000399	Syaj.g_01936	Prbc.g_00437
OG0000400	Syaj.g_01937	Prbc.g_00436
OG0000401	Syaj.g_01938	Prbc.g_00435
OG0000402	Syaj.g_01940	Prbc.g_02145
OG0000403	Syaj.g_01941	Prbc.g_00434
OG0000404	Syaj.g_01943	Prbc.g_00433
OG0000405	Syaj.g_01961	Prbc.g_00428
OG0000406	Syaj.g_01966	Prbc.g_00424
OG0000407	Syaj.g_01967	Prbc.g_00423
OG0000408	Syaj.g_01970	Prbc.g_00421
OG0000409	Syaj.g_01972	Prbc.g_00419
OG0000410	Syaj.g_01973	Prbc.g_00418
OG0000411	Syaj.g_01974	Prbc.g_00417
OG0000412	Syaj.g_01975	Prbc.g_00416
OG0000413	Syaj.g_01977	Prbc.g_00415
OG0000415	Syaj.g_01978	Prbc.g_00413
OG0000416	Syaj.g_01979	Prbc.g_00412
OG0000417	Syaj.g_01980	Prbc.g_00411
OG0000418	Syaj.g_01985	Prbc.g_00406
OG0000419	Syaj.g_01987	Prbc.g_00404
OG0000420	Syaj.g_01989	Prbc.g_00403
OG0000421	Syaj.g_01994	Prbc.g_00399
OG0000422	Syaj.g_01995	Prbc.g_00398
OG0000423	Syaj.g_01996	Prbc.g_00397
OG0000424	Syaj.g_01997	Prbc.g_00396
OG0000425	Syaj.g_01998	Prbc.g_00395
OG0000426	Syaj.g_01999	Prbc.g_00394
OG0000427	Syaj.g_02000	Prbc.g_00393
OG0000428	Syaj.g_02003	Prbc.g_00391
OG0000429	Syaj.g_02005	Prbc.g_00390
OG0000430	Syaj.g_02007	Prbc.g_00389
OG0000431	Syaj.g_02010	Prbc.g_00387
OG0000432	Syaj.g_02017	Prbc.g_00383
OG0000433	Syaj.g_02020	Prbc.g_00382
OG0000434	Syaj.g_02021	Prbc.g_00381
OG0000435	Syaj.g_02023	Prbc.g_00380
OG0000436	Syaj.g_02029	Prbc.g_00375
OG0000437	Syaj.g_02030	Prbc.g_00374
OG0000438	Syaj.g_02031	Prbc.g_00373
OG0000439	Syaj.g_02033	Prbc.g_00371
OG0000440	Syaj.g_02034	Prbc.g_00370
OG0000441	Syaj.g_02038	Prbc.g_00368
OG0000442	Syaj.g_02039	Prbc.g_00367
OG0000443	Syaj.g_02040	Prbc.g_00366
OG0000444	Syaj.g_02052	Prbc.g_00361
OG0000445	Syaj.g_02053	Prbc.g_00360
OG0000446	Syaj.g_02055	Prbc.g_00358
OG0000447	Syaj.g_02058	Prbc.g_00357
OG0000448	Syaj.g_02059	Prbc.g_00356
OG0000449	Syaj.g_02060	Prbc.g_00355
OG0000450	Syaj.g_02067	Prbc.g_00354
OG0000451	Syaj.g_02068	Prbc.g_00353
OG0000452	Syaj.g_02072	Prbc.g_00350
OG0000453	Syaj.g_02073	Prbc.g_00349
OG0000454	Syaj.g_02074	Prbc.g_00348
OG0000455	Syaj.g_02075	Prbc.g_00347
OG0000456	Syaj.g_02076	Prbc.g_00346
OG0000457	Syaj.g_02078	Prbc.g_00345
OG0000458	Syaj.g_02079	Prbc.g_00344
OG0000459	Syaj.g_02080	Prbc.g_00343
OG0000460	Syaj.g_02858	Prbc.g_00335
OG0000461	Syaj.g_02623	Prbc.g_01140
OG0000462	Syaj.g_02620	Prbc.g_01142
OG0000463	Syaj.g_02619	Prbc.g_01143
OG0000464	Syaj.g_02618	Prbc.g_01144
OG0000465	Syaj.g_02617	Prbc.g_01145
OG0000466	Syaj.g_02612	Prbc.g_01146
OG0000467	Syaj.g_02610	Prbc.g_01147
OG0000468	Syaj.g_02605	Prbc.g_01149
OG0000469	Syaj.g_02590	Prbc.g_01156
OG0000470	Syaj.g_02586	Prbc.g_01158
OG0000471	Syaj.g_02585	Prbc.g_01159
OG0000472	Syaj.g_02583	Prbc.g_01160
OG0000473	Syaj.g_02581	Prbc.g_01162
OG0000474	Syaj.g_02580	Prbc.g_01163
OG0000475	Syaj.g_02579	Prbc.g_01164
OG0000476	Syaj.g_02577	Prbc.g_01166
OG0000477	Syaj.g_02571	Prbc.g_01168
OG0000478	Syaj.g_02570	Prbc.g_01169
OG0000479	Syaj.g_02569	Prbc.g_01170
OG0000480	Syaj.g_02562	Prbc.g_01175
OG0000481	Syaj.g_02560	Prbc.g_01177
OG0000482	Syaj.g_02559	Prbc.g_01178
OG0000483	Syaj.g_02555	Prbc.g_01181
OG0000484	Syaj.g_02554	Prbc.g_01182
OG0000485	Syaj.g_02553	Prbc.g_01183
OG0000486	Syaj.g_02552	Prbc.g_01184
OG0000487	Syaj.g_02546	Prbc.g_01187
OG0000488	Syaj.g_02542	Prbc.g_01190
OG0000489	Syaj.g_02529	Prbc.g_01195
OG0000490	Syaj.g_02519	Prbc.g_01200
OG0000491	Syaj.g_02517	Prbc.g_01201
OG0000492	Syaj.g_02515	Prbc.g_01203
OG0000493	Syaj.g_02514	Prbc.g_01204
OG0000494	Syaj.g_02513	Prbc.g_01205
OG0000495	Syaj.g_02512	Prbc.g_01206
OG0000496	Syaj.g_02511	Prbc.g_01207
OG0000497	Syaj.g_02510	Prbc.g_01208
OG0000498	Syaj.g_02509	Prbc.g_01209
OG0000499	Syaj.g_02508	Prbc.g_01210
OG0000500	Syaj.g_02507	Prbc.g_01211
OG0000501	Syaj.g_02504	Prbc.g_01213
OG0000502	Syaj.g_02492	Prbc.g_01216
OG0000503	Syaj.g_02805	Prbc.g_01246
OG0000504	Syaj.g_02807	Prbc.g_01248
OG0000505	Syaj.g_02808	Prbc.g_01249
OG0000506	Syaj.g_02810	Prbc.g_01250
OG0000507	Syaj.g_02816	Prbc.g_01253
OG0000508	Syaj.g_02820	Prbc.g_01256
OG0000509	Syaj.g_02822	Prbc.g_01258
OG0000510	Syaj.g_02823	Prbc.g_01259
OG0000511	Syaj.g_02824	Prbc.g_01260
OG0000512	Syaj.g_02826	Prbc.g_01262
OG0000513	Syaj.g_02833	Prbc.g_01271
OG0000514	Syaj.g_02839	Prbc.g_01492
OG0000515	Syaj.g_02840	Prbc.g_01493
OG0000516	Syaj.g_01561	Prbc.g_01494
OG0000517	Syaj.g_01556	Prbc.g_01496
OG0000518	Syaj.g_01544	Prbc.g_01507
OG0000519	Syaj.g_01543	Prbc.g_01508
OG0000520	Syaj.g_01542	Prbc.g_01509
OG0000521	Syaj.g_00271	Prbc.g_01514
OG0000522	Syaj.g_00273	Prbc.g_01516
OG0000523	Syaj.g_00274	Prbc.g_01517
OG0000524	Syaj.g_01485	Prbc.g_01524
OG0000525	Syaj.g_01454	Prbc.g_01528
OG0000526	Syaj.g_01451	Prbc.g_01529
OG0000527	Syaj.g_01446	Prbc.g_01532
OG0000528	Syaj.g_00065	Prbc.g_01538
OG0000529	Syaj.g_00073	Prbc.g_01541
OG0000530	Syaj.g_00076	Prbc.g_01544
OG0000531	Syaj.g_00077	Prbc.g_01545
OG0000532	Syaj.g_00080	Prbc.g_01546
OG0000533	Syaj.g_00081	Prbc.g_01547
OG0000534	Syaj.g_00082	Prbc.g_01548
