Orthogroup	Syaj	Prag
OG0000076	Syaj.g_02417	Prag.g_01861
OG0000077	Syaj.g_01831	Prag.g_00072
OG0000078	Syaj.g_02880	Prag.g_00232
OG0000081	Syaj.g_02888	Prag.g_00510
OG0000082	Syaj.g_00229	Prag.g_00563
OG0000084	Syaj.g_01375	Prag.g_01484
OG0000085	Syaj.g_01707	Prag.g_01662
OG0000086	Syaj.g_01848	Prag.g_00082
OG0000087	Syaj.g_01945	Prag.g_00132
OG0000088	Syaj.g_01986	Prag.g_00159
OG0000089	Syaj.g_02829, Syaj.g_01915	Prag.g_00350
OG0000090	Syaj.g_00144	Prag.g_00512
OG0000091	Syaj.g_01275	Prag.g_00620
OG0000092	Syaj.g_00339	Prag.g_00911
OG0000094	Syaj.g_00804	Prag.g_01017
OG0000097	Syaj.g_00589	Prag.g_01194
OG0000098	Syaj.g_02671	Prag.g_01371
OG0000099	Syaj.g_02503	Prag.g_01424
OG0000100	Syaj.g_00987	Prag.g_01564
OG0000101	Syaj.g_02738	Prag.g_01804
OG0000102	Syaj.g_02411	Prag.g_01866
OG0000103	Syaj.g_02243	Prag.g_01945
OG0000104	Syaj.g_02258	Prag.g_01953
OG0000105	Syaj.g_02573	Prag.g_00265
OG0000106	Syaj.g_01130	Prag.g_00364
OG0000107	Syaj.g_02637	Prag.g_00378
OG0000108	Syaj.g_00072	Prag.g_00459
OG0000109	Syaj.g_00087	Prag.g_00473
OG0000110	Syaj.g_00215	Prag.g_00553
OG0000111	Syaj.g_00437	Prag.g_00677
OG0000112	Syaj.g_00907	Prag.g_00771
OG0000113	Syaj.g_00992	Prag.g_00828
OG0000114	Syaj.g_00741	Prag.g_00906
OG0000115	Syaj.g_01402	Prag.g_01097
OG0000116	Syaj.g_00289	Prag.g_01143
OG0000117	Syaj.g_00637	Prag.g_01298
OG0000118	Syaj.g_00267	Prag.g_01367
OG0000119	Syaj.g_00317	Prag.g_01385
OG0000120	Syaj.g_02502	Prag.g_01423
OG0000121	Syaj.g_01383	Prag.g_01492
OG0000122	Syaj.g_01250	Prag.g_01530
OG0000123	Syaj.g_02745	Prag.g_01811
OG0000124	Syaj.g_02388	Prag.g_01877
OG0000125	Syaj.g_02117	Prag.g_01913
OG0000126	Syaj.g_02256	Prag.g_01952
OG0000128	Syaj.g_02274	Prag.g_00011
OG0000129	Syaj.g_02106	Prag.g_00044
OG0000130	Syaj.g_01818	Prag.g_00063
OG0000131	Syaj.g_01964	Prag.g_00138
OG0000132	Syaj.g_01984	Prag.g_00157
OG0000133	Syaj.g_00902	Prag.g_00313
OG0000134	Syaj.g_02832	Prag.g_00351
OG0000135	Syaj.g_02167	Prag.g_00375
OG0000136	Syaj.g_01550	Prag.g_00420
OG0000137	Syaj.g_01444	Prag.g_00454
OG0000138	Syaj.g_00088	Prag.g_00474
OG0000139	Syaj.g_00150	Prag.g_00516
OG0000140	Syaj.g_00153	Prag.g_00517
OG0000141	Syaj.g_01340	Prag.g_00585
OG0000142	Syaj.g_01283	Prag.g_00613
OG0000143	Syaj.g_01279	Prag.g_00617
OG0000144	Syaj.g_01151	Prag.g_00630
OG0000145	Syaj.g_00094	Prag.g_00758
OG0000146	Syaj.g_00908	Prag.g_00772
OG0000147	Syaj.g_00909	Prag.g_00773
OG0000148	Syaj.g_01003	Prag.g_00822
OG0000149	Syaj.g_00369	Prag.g_00851
OG0000150	Syaj.g_01339, Syaj.g_00154	Prag.g_00859
OG0000151	Syaj.g_01074	Prag.g_00916
OG0000152	Syaj.g_00898	Prag.g_00964
OG0000153	Syaj.g_00842	Prag.g_00983
OG0000154	Syaj.g_00814	Prag.g_01010
OG0000155	Syaj.g_00338	Prag.g_01173
OG0000156	Syaj.g_00282	Prag.g_01342
OG0000157	Syaj.g_00281	Prag.g_01343
OG0000158	Syaj.g_02445	Prag.g_01425
OG0000160	Syaj.g_01382	Prag.g_01491
OG0000161	Syaj.g_01389	Prag.g_01497
OG0000162	Syaj.g_01395	Prag.g_01503
OG0000163	Syaj.g_01639	Prag.g_01537
OG0000164	Syaj.g_01758	Prag.g_01693
OG0000165	Syaj.g_01582	Prag.g_01700
OG0000166	Syaj.g_02698	Prag.g_01768
OG0000167	Syaj.g_02460	Prag.g_01834
OG0000168	Syaj.g_02444	Prag.g_01844
OG0000169	Syaj.g_02431, Syaj.g_02429	Prag.g_01854
OG0000170	Syaj.g_02422	Prag.g_01856
OG0000171	Syaj.g_02389	Prag.g_01876
OG0000172	Syaj.g_02365	Prag.g_01884
OG0000173	Syaj.g_02321	Prag.g_01899
OG0000174	Syaj.g_02169	Prag.g_01927
OG0000175	Syaj.g_02229	Prag.g_01937
OG0000176	Syaj.g_02266	Prag.g_00004
OG0000177	Syaj.g_02267	Prag.g_00005
OG0000178	Syaj.g_02268	Prag.g_00006
OG0000179	Syaj.g_02283	Prag.g_00016
OG0000180	Syaj.g_02284	Prag.g_00017
OG0000181	Syaj.g_02285	Prag.g_00018
OG0000182	Syaj.g_02286	Prag.g_00019
OG0000183	Syaj.g_02290	Prag.g_00023
OG0000184	Syaj.g_02098	Prag.g_00046
OG0000185	Syaj.g_02087	Prag.g_00049
OG0000186	Syaj.g_01812	Prag.g_00058
OG0000187	Syaj.g_01814	Prag.g_00059
OG0000188	Syaj.g_01837	Prag.g_00076
OG0000189	Syaj.g_01874	Prag.g_00089
OG0000190	Syaj.g_01876	Prag.g_00090
OG0000191	Syaj.g_01910	Prag.g_00110
OG0000192	Syaj.g_01919	Prag.g_00114
OG0000193	Syaj.g_01965	Prag.g_00139
OG0000194	Syaj.g_01968	Prag.g_00142
OG0000195	Syaj.g_01971	Prag.g_00144
OG0000196	Syaj.g_01981	Prag.g_00154
OG0000197	Syaj.g_01982	Prag.g_00155
OG0000198	Syaj.g_01983	Prag.g_00156
OG0000199	Syaj.g_01991	Prag.g_00163
OG0000200	Syaj.g_02008	Prag.g_00177
OG0000201	Syaj.g_02024	Prag.g_00185
OG0000202	Syaj.g_02025	Prag.g_00186
OG0000203	Syaj.g_02026	Prag.g_00187
OG0000204	Syaj.g_02027	Prag.g_00188
OG0000205	Syaj.g_02035	Prag.g_00195
OG0000206	Syaj.g_02043	Prag.g_00200
OG0000207	Syaj.g_02045	Prag.g_00202
OG0000208	Syaj.g_02046	Prag.g_00203
OG0000209	Syaj.g_02070	Prag.g_00212
OG0000210	Syaj.g_02071	Prag.g_00213
OG0000212	Syaj.g_02881	Prag.g_00233
OG0000213	Syaj.g_02601	Prag.g_00249
OG0000214	Syaj.g_02582	Prag.g_00258
OG0000215	Syaj.g_02551	Prag.g_00283
OG0000216	Syaj.g_02547	Prag.g_00285
OG0000217	Syaj.g_02543	Prag.g_00288
OG0000218	Syaj.g_02541	Prag.g_00290
OG0000219	Syaj.g_02540	Prag.g_00291
OG0000220	Syaj.g_02539	Prag.g_00292
OG0000221	Syaj.g_02530	Prag.g_00293
OG0000222	Syaj.g_02516	Prag.g_00301
OG0000223	Syaj.g_02494	Prag.g_00314
OG0000224	Syaj.g_02487	Prag.g_00316
OG0000225	Syaj.g_02821	Prag.g_00340
OG0000226	Syaj.g_02825	Prag.g_00344
OG0000227	Syaj.g_02827	Prag.g_00346
OG0000228	Syaj.g_02828	Prag.g_00349
OG0000229	Syaj.g_01555	Prag.g_00415
OG0000230	Syaj.g_01553	Prag.g_00417
OG0000231	Syaj.g_01541	Prag.g_00428
OG0000232	Syaj.g_01497	Prag.g_00437
OG0000233	Syaj.g_01481	Prag.g_00442
OG0000234	Syaj.g_01442	Prag.g_00455
OG0000235	Syaj.g_00071	Prag.g_00458
OG0000236	Syaj.g_00086	Prag.g_00472
OG0000237	Syaj.g_00103	Prag.g_00485
OG0000238	Syaj.g_00108	Prag.g_00491
OG0000239	Syaj.g_00125	Prag.g_00504
OG0000240	Syaj.g_00126	Prag.g_00505
OG0000241	Syaj.g_01291	Prag.g_00509
OG0000242	Syaj.g_00142	Prag.g_00511
OG0000243	Syaj.g_00164	Prag.g_00522
OG0000244	Syaj.g_00180	Prag.g_00525
OG0000245	Syaj.g_00182	Prag.g_00527
OG0000246	Syaj.g_00186	Prag.g_00531
OG0000247	Syaj.g_00197	Prag.g_00541
OG0000248	Syaj.g_00200	Prag.g_00543
OG0000249	Syaj.g_00202	Prag.g_00545
OG0000250	Syaj.g_00211	Prag.g_00550
OG0000251	Syaj.g_00237	Prag.g_00569
OG0000252	Syaj.g_00243	Prag.g_00572
OG0000253	Syaj.g_00245	Prag.g_00573
OG0000254	Syaj.g_01335	Prag.g_00589
OG0000255	Syaj.g_01315	Prag.g_00595
OG0000256	Syaj.g_01297	Prag.g_00605
OG0000257	Syaj.g_01292	Prag.g_00608
OG0000258	Syaj.g_01274	Prag.g_00621
OG0000259	Syaj.g_00707	Prag.g_00638
OG0000260	Syaj.g_00712	Prag.g_00641
OG0000261	Syaj.g_00715	Prag.g_00643
OG0000262	Syaj.g_00720	Prag.g_00647
OG0000263	Syaj.g_00605	Prag.g_00659
OG0000264	Syaj.g_00485	Prag.g_00669
OG0000265	Syaj.g_00510	Prag.g_00692
OG0000266	Syaj.g_00946	Prag.g_00702
OG0000267	Syaj.g_00770	Prag.g_00713
OG0000268	Syaj.g_00771	Prag.g_00714
OG0000269	Syaj.g_01031	Prag.g_00801
OG0000270	Syaj.g_01025	Prag.g_00804
OG0000271	Syaj.g_01017	Prag.g_00812
OG0000272	Syaj.g_01016	Prag.g_00813
OG0000273	Syaj.g_00389	Prag.g_00835
OG0000274	Syaj.g_00388	Prag.g_00836
OG0000275	Syaj.g_00384	Prag.g_00838
OG0000276	Syaj.g_00377	Prag.g_00843
OG0000277	Syaj.g_00376	Prag.g_00844
OG0000278	Syaj.g_00373	Prag.g_00847
OG0000279	Syaj.g_00357	Prag.g_00854
OG0000280	Syaj.g_00348	Prag.g_00855
OG0000281	Syaj.g_02670	Prag.g_00860
OG0000282	Syaj.g_00743	Prag.g_00908
OG0000283	Syaj.g_00790	Prag.g_00941
OG0000284	Syaj.g_00930	Prag.g_00946
OG0000285	Syaj.g_00917	Prag.g_00951
OG0000286	Syaj.g_00899	Prag.g_00963
OG0000288	Syaj.g_00815	Prag.g_01009
OG0000289	Syaj.g_00800	Prag.g_01020
OG0000290	Syaj.g_00424	Prag.g_01033
OG0000291	Syaj.g_00426	Prag.g_01035
OG0000292	Syaj.g_02255	Prag.g_01085
OG0000293	Syaj.g_00290	Prag.g_01144
OG0000294	Syaj.g_00291	Prag.g_01145
OG0000295	Syaj.g_00330	Prag.g_01165
OG0000296	Syaj.g_00332	Prag.g_01167
OG0000297	Syaj.g_00639	Prag.g_01175
OG0000298	Syaj.g_00638	Prag.g_01176
OG0000299	Syaj.g_00592	Prag.g_01193
OG0000300	Syaj.g_00586	Prag.g_01196
OG0000301	Syaj.g_00585	Prag.g_01197
OG0000302	Syaj.g_00582	Prag.g_01199
OG0000303	Syaj.g_00572	Prag.g_01206
OG0000304	Syaj.g_00566	Prag.g_01210
OG0000305	Syaj.g_00429	Prag.g_01381
OG0000306	Syaj.g_01126	Prag.g_01384
OG0000307	Syaj.g_00051	Prag.g_01398
OG0000308	Syaj.g_00049	Prag.g_01399
OG0000309	Syaj.g_00044	Prag.g_01403
OG0000310	Syaj.g_01358	Prag.g_01473
OG0000311	Syaj.g_01362	Prag.g_01475
OG0000312	Syaj.g_01368	Prag.g_01478
OG0000313	Syaj.g_01386	Prag.g_01494
OG0000314	Syaj.g_01420	Prag.g_01516
OG0000315	Syaj.g_01430	Prag.g_01527
OG0000316	Syaj.g_01664	Prag.g_01547
OG0000317	Syaj.g_01715	Prag.g_01667
OG0000318	Syaj.g_01722	Prag.g_01670
OG0000319	Syaj.g_01741	Prag.g_01683
OG0000320	Syaj.g_01743	Prag.g_01685
OG0000321	Syaj.g_01744	Prag.g_01686
OG0000322	Syaj.g_01745	Prag.g_01687
OG0000323	Syaj.g_01760	Prag.g_01696
OG0000324	Syaj.g_01609	Prag.g_01723
OG0000325	Syaj.g_02638	Prag.g_01733
OG0000326	Syaj.g_02645	Prag.g_01739
OG0000327	Syaj.g_02693	Prag.g_01763
OG0000328	Syaj.g_02694	Prag.g_01764
OG0000329	Syaj.g_02712	Prag.g_01781
OG0000330	Syaj.g_02713	Prag.g_01782
OG0000331	Syaj.g_02714	Prag.g_01783
OG0000332	Syaj.g_02729	Prag.g_01797
OG0000333	Syaj.g_02732	Prag.g_01799
OG0000334	Syaj.g_02741	Prag.g_01807
OG0000335	Syaj.g_02746	Prag.g_01812
OG0000336	Syaj.g_02750	Prag.g_01816
OG0000337	Syaj.g_02466	Prag.g_01832
OG0000338	Syaj.g_02462	Prag.g_01833
OG0000339	Syaj.g_02455	Prag.g_01837
OG0000340	Syaj.g_02443	Prag.g_01845
OG0000341	Syaj.g_02441	Prag.g_01847
OG0000342	Syaj.g_02440	Prag.g_01848
OG0000343	Syaj.g_02437	Prag.g_01849
OG0000344	Syaj.g_02433	Prag.g_01852
OG0000345	Syaj.g_02421	Prag.g_01857
OG0000346	Syaj.g_02416	Prag.g_01862
OG0000347	Syaj.g_02383	Prag.g_01878
OG0000348	Syaj.g_02333	Prag.g_01887
OG0000349	Syaj.g_02314	Prag.g_01904
OG0000350	Syaj.g_02652	Prag.g_01923
OG0000351	Syaj.g_02234	Prag.g_01940
OG0000352	Syaj.g_02235	Prag.g_01941
OG0000353	Syaj.g_02261	Prag.g_01956
OG0000354	Syaj.g_02281	Prag.g_01282
OG0000355	Syaj.g_02263	Prag.g_00001
OG0000356	Syaj.g_02264	Prag.g_00002
OG0000357	Syaj.g_02265	Prag.g_00003
OG0000358	Syaj.g_02269	Prag.g_00007
OG0000359	Syaj.g_02271	Prag.g_00008
OG0000360	Syaj.g_02272	Prag.g_00009
OG0000361	Syaj.g_02273	Prag.g_00010
OG0000362	Syaj.g_02275	Prag.g_00012
OG0000363	Syaj.g_02277	Prag.g_00014
OG0000364	Syaj.g_02278	Prag.g_00015
OG0000365	Syaj.g_02287	Prag.g_00020
OG0000366	Syaj.g_02288	Prag.g_00021
OG0000367	Syaj.g_02289	Prag.g_00022
OG0000368	Syaj.g_02291	Prag.g_00024
OG0000369	Syaj.g_02292	Prag.g_00025
OG0000370	Syaj.g_02293	Prag.g_00026
OG0000371	Syaj.g_02301	Prag.g_00032
OG0000372	Syaj.g_02307	Prag.g_00035
OG0000373	Syaj.g_02308	Prag.g_00036
OG0000374	Syaj.g_02309	Prag.g_00037
OG0000375	Syaj.g_02310	Prag.g_00040
OG0000376	Syaj.g_02312	Prag.g_00042
OG0000377	Syaj.g_02105	Prag.g_00045
OG0000378	Syaj.g_02091	Prag.g_00047
OG0000379	Syaj.g_02086	Prag.g_00050
OG0000380	Syaj.g_01815	Prag.g_00060
OG0000381	Syaj.g_01819	Prag.g_00064
OG0000382	Syaj.g_01836	Prag.g_00075
OG0000383	Syaj.g_01839	Prag.g_00077
OG0000384	Syaj.g_01840	Prag.g_00078
OG0000385	Syaj.g_01841	Prag.g_00079
OG0000386	Syaj.g_01842	Prag.g_00080
OG0000387	Syaj.g_01878	Prag.g_00092
OG0000388	Syaj.g_01882	Prag.g_00095
OG0000389	Syaj.g_01886	Prag.g_00099
OG0000390	Syaj.g_01904	Prag.g_00106
OG0000391	Syaj.g_01909	Prag.g_00109
OG0000392	Syaj.g_01918	Prag.g_00113
OG0000393	Syaj.g_01922	Prag.g_00115
OG0000394	Syaj.g_01923	Prag.g_00116
OG0000395	Syaj.g_01924	Prag.g_00117
OG0000396	Syaj.g_01928	Prag.g_00120
OG0000397	Syaj.g_01930	Prag.g_00122
OG0000398	Syaj.g_01935	Prag.g_00124
OG0000399	Syaj.g_01936	Prag.g_00125
OG0000400	Syaj.g_01937	Prag.g_00126
OG0000401	Syaj.g_01938	Prag.g_00127
OG0000402	Syaj.g_01940	Prag.g_00129
OG0000403	Syaj.g_01941	Prag.g_00130
OG0000404	Syaj.g_01943	Prag.g_00131
OG0000405	Syaj.g_01961	Prag.g_00135
OG0000406	Syaj.g_01966	Prag.g_00140
OG0000407	Syaj.g_01967	Prag.g_00141
OG0000408	Syaj.g_01970	Prag.g_00143
OG0000409	Syaj.g_01972	Prag.g_00145
OG0000410	Syaj.g_01973	Prag.g_00146
OG0000411	Syaj.g_01974	Prag.g_00147
OG0000412	Syaj.g_01975	Prag.g_00148
OG0000413	Syaj.g_01977	Prag.g_00149
OG0000415	Syaj.g_01978	Prag.g_00151
OG0000416	Syaj.g_01979	Prag.g_00152
OG0000417	Syaj.g_01980	Prag.g_00153
OG0000418	Syaj.g_01985	Prag.g_00158
OG0000419	Syaj.g_01987	Prag.g_00160
OG0000420	Syaj.g_01989	Prag.g_00161
OG0000421	Syaj.g_01994	Prag.g_00166
OG0000422	Syaj.g_01995	Prag.g_00167
OG0000423	Syaj.g_01996	Prag.g_00168
OG0000424	Syaj.g_01997	Prag.g_00169
OG0000425	Syaj.g_01998	Prag.g_00170
OG0000426	Syaj.g_01999	Prag.g_00171
OG0000427	Syaj.g_02000	Prag.g_00172
OG0000428	Syaj.g_02003	Prag.g_00174
OG0000429	Syaj.g_02005	Prag.g_00175
OG0000430	Syaj.g_02007	Prag.g_00176
OG0000431	Syaj.g_02010	Prag.g_00178
OG0000432	Syaj.g_02017	Prag.g_00181
OG0000433	Syaj.g_02020	Prag.g_00182
OG0000434	Syaj.g_02021	Prag.g_00183
OG0000435	Syaj.g_02023	Prag.g_00184
OG0000436	Syaj.g_02029	Prag.g_00189
OG0000437	Syaj.g_02030	Prag.g_00190
OG0000438	Syaj.g_02031	Prag.g_00191
OG0000439	Syaj.g_02033	Prag.g_00193
OG0000440	Syaj.g_02034	Prag.g_00194
OG0000441	Syaj.g_02038	Prag.g_00197
OG0000442	Syaj.g_02039	Prag.g_00198
OG0000443	Syaj.g_02040	Prag.g_00199
OG0000444	Syaj.g_02052	Prag.g_00204
OG0000445	Syaj.g_02053	Prag.g_00205
OG0000446	Syaj.g_02055	Prag.g_00206
OG0000447	Syaj.g_02058	Prag.g_00207
OG0000448	Syaj.g_02059	Prag.g_00208
OG0000449	Syaj.g_02060	Prag.g_00209
OG0000450	Syaj.g_02067	Prag.g_00210
OG0000451	Syaj.g_02068	Prag.g_00211
OG0000452	Syaj.g_02072	Prag.g_00214
OG0000453	Syaj.g_02073	Prag.g_00215
OG0000454	Syaj.g_02074	Prag.g_00216
OG0000455	Syaj.g_02075	Prag.g_00217
OG0000456	Syaj.g_02076	Prag.g_00218
OG0000457	Syaj.g_02078	Prag.g_00219
OG0000458	Syaj.g_02079	Prag.g_00220
OG0000459	Syaj.g_02080	Prag.g_00221
OG0000460	Syaj.g_02858	Prag.g_00228
OG0000461	Syaj.g_02623	Prag.g_00235
OG0000462	Syaj.g_02620	Prag.g_00237
OG0000463	Syaj.g_02619	Prag.g_00238
OG0000464	Syaj.g_02618	Prag.g_00239
OG0000465	Syaj.g_02617	Prag.g_00240
OG0000466	Syaj.g_02612	Prag.g_00243
OG0000467	Syaj.g_02610	Prag.g_00244
OG0000468	Syaj.g_02605	Prag.g_00245
OG0000469	Syaj.g_02590	Prag.g_00253
OG0000470	Syaj.g_02586	Prag.g_00255
OG0000471	Syaj.g_02585	Prag.g_00256
OG0000472	Syaj.g_02583	Prag.g_00257
OG0000473	Syaj.g_02581	Prag.g_00259
OG0000474	Syaj.g_02580	Prag.g_00260
OG0000475	Syaj.g_02579	Prag.g_00261
OG0000476	Syaj.g_02577	Prag.g_00262
OG0000477	Syaj.g_02571	Prag.g_00266
OG0000478	Syaj.g_02570	Prag.g_00267
OG0000479	Syaj.g_02569	Prag.g_00268
OG0000480	Syaj.g_02562	Prag.g_00273
OG0000481	Syaj.g_02560	Prag.g_00275
OG0000482	Syaj.g_02559	Prag.g_00276
OG0000483	Syaj.g_02555	Prag.g_00279
OG0000484	Syaj.g_02554	Prag.g_00280
OG0000485	Syaj.g_02553	Prag.g_00281
OG0000486	Syaj.g_02552	Prag.g_00282
OG0000487	Syaj.g_02546	Prag.g_00286
OG0000488	Syaj.g_02542	Prag.g_00289
OG0000489	Syaj.g_02529	Prag.g_00294
OG0000490	Syaj.g_02519	Prag.g_00299
OG0000491	Syaj.g_02517	Prag.g_00300
OG0000492	Syaj.g_02515	Prag.g_00302
OG0000493	Syaj.g_02514	Prag.g_00303
OG0000494	Syaj.g_02513	Prag.g_00304
OG0000495	Syaj.g_02512	Prag.g_00305
OG0000496	Syaj.g_02511	Prag.g_00306
OG0000497	Syaj.g_02510	Prag.g_00307
OG0000498	Syaj.g_02509	Prag.g_00308
OG0000499	Syaj.g_02508	Prag.g_00309
OG0000500	Syaj.g_02507	Prag.g_00310
OG0000501	Syaj.g_02504	Prag.g_00312
OG0000502	Syaj.g_02492	Prag.g_00315
OG0000503	Syaj.g_02805	Prag.g_00329
OG0000504	Syaj.g_02807	Prag.g_00330
OG0000505	Syaj.g_02808	Prag.g_00331
OG0000506	Syaj.g_02810	Prag.g_00333
OG0000507	Syaj.g_02816	Prag.g_00336
OG0000508	Syaj.g_02820	Prag.g_00339
OG0000509	Syaj.g_02822	Prag.g_00341
OG0000510	Syaj.g_02823	Prag.g_00342
OG0000511	Syaj.g_02824	Prag.g_00343
OG0000512	Syaj.g_02826	Prag.g_00345
OG0000513	Syaj.g_02833	Prag.g_00352
OG0000514	Syaj.g_02839	Prag.g_00410
OG0000515	Syaj.g_02840	Prag.g_00411
OG0000516	Syaj.g_01561	Prag.g_00412
OG0000517	Syaj.g_01556	Prag.g_00414
OG0000518	Syaj.g_01544	Prag.g_00425
OG0000519	Syaj.g_01543	Prag.g_00426
OG0000520	Syaj.g_01542	Prag.g_00427
OG0000521	Syaj.g_00271	Prag.g_00432
OG0000522	Syaj.g_00273	Prag.g_00434
OG0000523	Syaj.g_00274	Prag.g_00435
OG0000524	Syaj.g_01485	Prag.g_00440
OG0000525	Syaj.g_01454	Prag.g_00443
OG0000526	Syaj.g_01451	Prag.g_00444
OG0000527	Syaj.g_01446	Prag.g_00452
OG0000528	Syaj.g_00065	Prag.g_00457
OG0000529	Syaj.g_00073	Prag.g_00460
OG0000530	Syaj.g_00076	Prag.g_00463
OG0000531	Syaj.g_00077	Prag.g_00464
OG0000532	Syaj.g_00080	Prag.g_00466
OG0000533	Syaj.g_00081	Prag.g_00467
OG0000534	Syaj.g_00082	Prag.g_00468
OG0000535	Syaj.g_00083	Prag.g_00469
OG0000536	Syaj.g_00084	Prag.g_00470
OG0000537	Syaj.g_00085	Prag.g_00471
OG0000538	Syaj.g_00096	Prag.g_00479
OG0000539	Syaj.g_00097	Prag.g_00480
OG0000540	Syaj.g_00098	Prag.g_00481
OG0000541	Syaj.g_00099	Prag.g_00482
OG0000542	Syaj.g_00102	Prag.g_00484
OG0000543	Syaj.g_00104	Prag.g_00486
OG0000544	Syaj.g_00105	Prag.g_00487
OG0000545	Syaj.g_00107	Prag.g_00489
OG0000546	Syaj.g_00109	Prag.g_00492
OG0000547	Syaj.g_00111	Prag.g_00494
OG0000548	Syaj.g_00112	Prag.g_00495
OG0000549	Syaj.g_00118	Prag.g_00497
OG0000550	Syaj.g_00123	Prag.g_00502
OG0000551	Syaj.g_00128	Prag.g_00506
OG0000552	Syaj.g_00129	Prag.g_00507
OG0000553	Syaj.g_00133	Prag.g_00508
OG0000554	Syaj.g_00145	Prag.g_00513
OG0000555	Syaj.g_00163	Prag.g_00521
OG0000556	Syaj.g_00167	Prag.g_00523
OG0000557	Syaj.g_00178	Prag.g_00524
OG0000558	Syaj.g_00181	Prag.g_00526
OG0000559	Syaj.g_00185	Prag.g_00530
OG0000560	Syaj.g_00188	Prag.g_00533
OG0000561	Syaj.g_00189	Prag.g_00534
OG0000562	Syaj.g_00190	Prag.g_00535
OG0000563	Syaj.g_00191	Prag.g_00536
OG0000564	Syaj.g_00192	Prag.g_00537
OG0000565	Syaj.g_00195	Prag.g_00540
OG0000566	Syaj.g_00199	Prag.g_00542
