Orthogroup	Syaj	Syaa
OG0000114	Syaj.g_00741	Syaa.g_01094
OG0000115	Syaj.g_01402	Syaa.g_01795
OG0000116	Syaj.g_00289	Syaa.g_00757
OG0000117	Syaj.g_00637	Syaa.g_01009
OG0000118	Syaj.g_00267	Syaa.g_01874
OG0000119	Syaj.g_00317	Syaa.g_00785
OG0000120	Syaj.g_02502	Syaa.g_00201
OG0000121	Syaj.g_01383	Syaa.g_01777
OG0000122	Syaj.g_01250	Syaa.g_01598
OG0000123	Syaj.g_02745	Syaa.g_02242
OG0000124	Syaj.g_02388	Syaa.g_00092
OG0000125	Syaj.g_02117	Syaa.g_02598
OG0000126	Syaj.g_02256	Syaa.g_02752
OG0000127	Syaj.g_00538	Syaa.g_00934
OG0000127	Syaj.g_00036	Syaa.g_00377, Syaa.g_00390
OG0000128	Syaj.g_02274	Syaa.g_00012
OG0000129	Syaj.g_02106	Syaa.g_02586
OG0000130	Syaj.g_01818	Syaa.g_00354
OG0000131	Syaj.g_01964	Syaa.g_02448
OG0000132	Syaj.g_01984	Syaa.g_02472
OG0000133	Syaj.g_00902	Syaa.g_01361
OG0000134	Syaj.g_02832	Syaa.g_02146
OG0000135	Syaj.g_02167	Syaa.g_02649
OG0000136	Syaj.g_01550	Syaa.g_00708
OG0000137	Syaj.g_01444	Syaa.g_01842
OG0000138	Syaj.g_00088	Syaa.g_02035
OG0000139	Syaj.g_00150	Syaa.g_01974
OG0000140	Syaj.g_00153	Syaa.g_01971
OG0000141	Syaj.g_01340	Syaa.g_01689
OG0000142	Syaj.g_01283	Syaa.g_01633
OG0000143	Syaj.g_01279	Syaa.g_01629
OG0000144	Syaj.g_01151	Syaa.g_01446
OG0000145	Syaj.g_00094	Syaa.g_02029
OG0000146	Syaj.g_00908	Syaa.g_01367
OG0000147	Syaj.g_00909	Syaa.g_01368
OG0000148	Syaj.g_01003	Syaa.g_01190
OG0000149	Syaj.g_00369	Syaa.g_00826
OG0000150	Syaj.g_01339, Syaj.g_00154	Syaa.g_01688
OG0000151	Syaj.g_01074	Syaa.g_01107
OG0000152	Syaj.g_00898	Syaa.g_01357
OG0000153	Syaj.g_00842	Syaa.g_01324
OG0000154	Syaj.g_00814	Syaa.g_01298
OG0000155	Syaj.g_00338	Syaa.g_00804
OG0000156	Syaj.g_00282	Syaa.g_00751
OG0000157	Syaj.g_00281	Syaa.g_00750
OG0000158	Syaj.g_02445	Syaa.g_00148
OG0000160	Syaj.g_01382	Syaa.g_01776
OG0000161	Syaj.g_01389	Syaa.g_01782
OG0000162	Syaj.g_01395	Syaa.g_01788
OG0000163	Syaj.g_01639	Syaa.g_00624
OG0000164	Syaj.g_01758	Syaa.g_00507
OG0000165	Syaj.g_01582	Syaa.g_00681
OG0000166	Syaj.g_02698	Syaa.g_02289
OG0000167	Syaj.g_02460	Syaa.g_00160
OG0000168	Syaj.g_02444	Syaa.g_00145
OG0000169	Syaj.g_02431, Syaj.g_02429	Syaa.g_00134
OG0000170	Syaj.g_02422	Syaa.g_00128
OG0000171	Syaj.g_02389	Syaa.g_00093
OG0000172	Syaj.g_02365	Syaa.g_00079
OG0000173	Syaj.g_02321	Syaa.g_00060
OG0000174	Syaj.g_02169	Syaa.g_02651
OG0000175	Syaj.g_02229	Syaa.g_02726
OG0000176	Syaj.g_02266	Syaa.g_00004
OG0000177	Syaj.g_02267	Syaa.g_00005
OG0000178	Syaj.g_02268	Syaa.g_00006
OG0000179	Syaj.g_02283	Syaa.g_00023
OG0000180	Syaj.g_02284	Syaa.g_00024
OG0000181	Syaj.g_02285	Syaa.g_00025
OG0000182	Syaj.g_02286	Syaa.g_00026
OG0000183	Syaj.g_02290	Syaa.g_00030
OG0000184	Syaj.g_02098	Syaa.g_02578
OG0000185	Syaj.g_02087	Syaa.g_02575
OG0000186	Syaj.g_01812	Syaa.g_00359
OG0000187	Syaj.g_01814	Syaa.g_00358
OG0000188	Syaj.g_01837	Syaa.g_00334
OG0000189	Syaj.g_01874	Syaa.g_02367
OG0000190	Syaj.g_01876	Syaa.g_02369
OG0000191	Syaj.g_01910	Syaa.g_02404
OG0000192	Syaj.g_01919	Syaa.g_02410
OG0000193	Syaj.g_01965	Syaa.g_02449
OG0000194	Syaj.g_01968	Syaa.g_02452
OG0000195	Syaj.g_01971	Syaa.g_02459
OG0000196	Syaj.g_01981	Syaa.g_02469
OG0000197	Syaj.g_01982	Syaa.g_02470
OG0000198	Syaj.g_01983	Syaa.g_02471
OG0000199	Syaj.g_01991	Syaa.g_02479
OG0000200	Syaj.g_02008	Syaa.g_02496
OG0000201	Syaj.g_02024	Syaa.g_02521
OG0000202	Syaj.g_02025	Syaa.g_02522
OG0000203	Syaj.g_02026	Syaa.g_02523
OG0000204	Syaj.g_02027	Syaa.g_02524
OG0000205	Syaj.g_02035	Syaa.g_02531
OG0000206	Syaj.g_02043	Syaa.g_02538
OG0000207	Syaj.g_02045	Syaa.g_02540
OG0000208	Syaj.g_02046	Syaa.g_02541
OG0000209	Syaj.g_02070	Syaa.g_02556
OG0000210	Syaj.g_02071	Syaa.g_02557
OG0000211	Syaj.g_02856	Syaa.g_02113
OG0000212	Syaj.g_02881	Syaa.g_02102
OG0000213	Syaj.g_02601	Syaa.g_00295
OG0000214	Syaj.g_02582	Syaa.g_00279
OG0000215	Syaj.g_02551	Syaa.g_00248
OG0000216	Syaj.g_02547	Syaa.g_00244
OG0000217	Syaj.g_02543	Syaa.g_00240
OG0000218	Syaj.g_02541	Syaa.g_00238
OG0000219	Syaj.g_02540	Syaa.g_00237
OG0000220	Syaj.g_02539	Syaa.g_00236
OG0000221	Syaj.g_02530	Syaa.g_00229
OG0000222	Syaj.g_02516	Syaa.g_00215
OG0000223	Syaj.g_02494	Syaa.g_00192
OG0000224	Syaj.g_02487	Syaa.g_00183
OG0000225	Syaj.g_02821	Syaa.g_02166
OG0000226	Syaj.g_02825	Syaa.g_02162
OG0000227	Syaj.g_02827	Syaa.g_02160
OG0000228	Syaj.g_02828	Syaa.g_02150
OG0000229	Syaj.g_01555	Syaa.g_00703
OG0000230	Syaj.g_01553	Syaa.g_00705
OG0000231	Syaj.g_01541	Syaa.g_00717
OG0000232	Syaj.g_01497	Syaa.g_01858
OG0000233	Syaj.g_01481	Syaa.g_01853
OG0000234	Syaj.g_01442	Syaa.g_01841
OG0000235	Syaj.g_00071	Syaa.g_02052
OG0000236	Syaj.g_00086	Syaa.g_02037
OG0000237	Syaj.g_00103	Syaa.g_02020
OG0000238	Syaj.g_00108	Syaa.g_02015
OG0000239	Syaj.g_00125	Syaa.g_01996
OG0000240	Syaj.g_00126	Syaa.g_01995
OG0000241	Syaj.g_01291	Syaa.g_01644
OG0000242	Syaj.g_00142	Syaa.g_01982
OG0000243	Syaj.g_00164	Syaa.g_01960
OG0000244	Syaj.g_00180	Syaa.g_01954
OG0000245	Syaj.g_00182	Syaa.g_01952
OG0000246	Syaj.g_00186	Syaa.g_01948
OG0000247	Syaj.g_00197	Syaa.g_01937
OG0000248	Syaj.g_00200	Syaa.g_01934
OG0000249	Syaj.g_00202	Syaa.g_01932
OG0000250	Syaj.g_00211	Syaa.g_01922
OG0000251	Syaj.g_00237	Syaa.g_01897
OG0000252	Syaj.g_00243	Syaa.g_01894
OG0000253	Syaj.g_00245	Syaa.g_01893
OG0000254	Syaj.g_01335	Syaa.g_01684
OG0000255	Syaj.g_01315	Syaa.g_01668
OG0000256	Syaj.g_01297	Syaa.g_01651
OG0000257	Syaj.g_01292	Syaa.g_01645
OG0000258	Syaj.g_01274	Syaa.g_01624
OG0000259	Syaj.g_00707	Syaa.g_01063
OG0000260	Syaj.g_00712	Syaa.g_01066
OG0000261	Syaj.g_00715	Syaa.g_01069
OG0000262	Syaj.g_00720	Syaa.g_01074
OG0000263	Syaj.g_00605	Syaa.g_00989
OG0000264	Syaj.g_00485	Syaa.g_00910
OG0000265	Syaj.g_00510	Syaa.g_00931
OG0000266	Syaj.g_00946	Syaa.g_01258
OG0000267	Syaj.g_00770	Syaa.g_01409
OG0000268	Syaj.g_00771	Syaa.g_01408
OG0000269	Syaj.g_01031	Syaa.g_01149
OG0000270	Syaj.g_01025	Syaa.g_01152
OG0000271	Syaj.g_01017	Syaa.g_01160
OG0000272	Syaj.g_01016	Syaa.g_01161
OG0000273	Syaj.g_00389	Syaa.g_00844
OG0000274	Syaj.g_00388	Syaa.g_00843
OG0000275	Syaj.g_00384	Syaa.g_00840
OG0000276	Syaj.g_00377	Syaa.g_00834
OG0000277	Syaj.g_00376	Syaa.g_00833
OG0000278	Syaj.g_00373	Syaa.g_00830
OG0000279	Syaj.g_00357	Syaa.g_00822
OG0000280	Syaj.g_00348	Syaa.g_00815
OG0000282	Syaj.g_00743	Syaa.g_01096
OG0000283	Syaj.g_00790	Syaa.g_01396
OG0000284	Syaj.g_00930	Syaa.g_01390
OG0000285	Syaj.g_00917	Syaa.g_01377
OG0000286	Syaj.g_00899	Syaa.g_01358
OG0000287	Syaj.g_00849	Syaa.g_01330
OG0000288	Syaj.g_00815	Syaa.g_01299
OG0000289	Syaj.g_00800	Syaa.g_01285
OG0000290	Syaj.g_00424	Syaa.g_00875
OG0000291	Syaj.g_00426	Syaa.g_00877
OG0000292	Syaj.g_02255	Syaa.g_02751
OG0000293	Syaj.g_00290	Syaa.g_00758
OG0000294	Syaj.g_00291	Syaa.g_00759
OG0000295	Syaj.g_00330	Syaa.g_00796
OG0000296	Syaj.g_00332	Syaa.g_00798
OG0000297	Syaj.g_00639	Syaa.g_01021
OG0000298	Syaj.g_00638	Syaa.g_01010
OG0000299	Syaj.g_00592	Syaa.g_00982
OG0000300	Syaj.g_00586	Syaa.g_00976
OG0000301	Syaj.g_00585	Syaa.g_00975
OG0000302	Syaj.g_00582	Syaa.g_00972
OG0000303	Syaj.g_00572	Syaa.g_00963
OG0000304	Syaj.g_00566	Syaa.g_00957
OG0000305	Syaj.g_00429	Syaa.g_00881
OG0000306	Syaj.g_01126	Syaa.g_00807
OG0000307	Syaj.g_00051	Syaa.g_02068
OG0000308	Syaj.g_00049	Syaa.g_02070
OG0000309	Syaj.g_00044	Syaa.g_02075
OG0000310	Syaj.g_01358	Syaa.g_01752
OG0000311	Syaj.g_01362	Syaa.g_01757
OG0000312	Syaj.g_01368	Syaa.g_01762
OG0000313	Syaj.g_01386	Syaa.g_01779
OG0000314	Syaj.g_01420	Syaa.g_01806
OG0000315	Syaj.g_01430	Syaa.g_01816
OG0000316	Syaj.g_01664	Syaa.g_00598
OG0000317	Syaj.g_01715	Syaa.g_00556
OG0000318	Syaj.g_01722	Syaa.g_00550
OG0000319	Syaj.g_01741	Syaa.g_00532
OG0000320	Syaj.g_01743	Syaa.g_00530
OG0000321	Syaj.g_01744	Syaa.g_00529
OG0000322	Syaj.g_01745	Syaa.g_00528
OG0000323	Syaj.g_01760	Syaa.g_00496
OG0000324	Syaj.g_01609	Syaa.g_00653
OG0000325	Syaj.g_02638	Syaa.g_02350
OG0000326	Syaj.g_02645	Syaa.g_02343
OG0000327	Syaj.g_02693	Syaa.g_02294
OG0000328	Syaj.g_02694	Syaa.g_02293
OG0000329	Syaj.g_02712	Syaa.g_02275
OG0000330	Syaj.g_02713	Syaa.g_02274
OG0000331	Syaj.g_02714	Syaa.g_02273
OG0000332	Syaj.g_02729	Syaa.g_02258
OG0000333	Syaj.g_02732	Syaa.g_02255
OG0000334	Syaj.g_02741	Syaa.g_02246
OG0000335	Syaj.g_02746	Syaa.g_02241
OG0000336	Syaj.g_02750	Syaa.g_02237
OG0000337	Syaj.g_02466	Syaa.g_00167
OG0000338	Syaj.g_02462	Syaa.g_00162
OG0000339	Syaj.g_02455	Syaa.g_00156
OG0000340	Syaj.g_02443	Syaa.g_00144
OG0000341	Syaj.g_02441	Syaa.g_00142
OG0000342	Syaj.g_02440	Syaa.g_00141
OG0000343	Syaj.g_02437	Syaa.g_00140
OG0000344	Syaj.g_02433	Syaa.g_00136
OG0000345	Syaj.g_02421	Syaa.g_00127
OG0000346	Syaj.g_02416	Syaa.g_00122
OG0000347	Syaj.g_02383	Syaa.g_00088
OG0000348	Syaj.g_02333	Syaa.g_00071
OG0000349	Syaj.g_02314	Syaa.g_00053
OG0000350	Syaj.g_02652	Syaa.g_02336
OG0000351	Syaj.g_02234	Syaa.g_02730
OG0000352	Syaj.g_02235	Syaa.g_02731
OG0000353	Syaj.g_02261	Syaa.g_02757
OG0000354	Syaj.g_00114	Syaa.g_02008, Syaa.g_02009
OG0000354	Syaj.g_02281	Syaa.g_00019, Syaa.g_00020
OG0000355	Syaj.g_02263	Syaa.g_00001
OG0000356	Syaj.g_02264	Syaa.g_00002
OG0000357	Syaj.g_02265	Syaa.g_00003
OG0000358	Syaj.g_02269	Syaa.g_00007
OG0000359	Syaj.g_02271	Syaa.g_00009
OG0000360	Syaj.g_02272	Syaa.g_00010
OG0000361	Syaj.g_02273	Syaa.g_00011
OG0000362	Syaj.g_02275	Syaa.g_00013
OG0000363	Syaj.g_02277	Syaa.g_00015
OG0000364	Syaj.g_02278	Syaa.g_00016
OG0000365	Syaj.g_02287	Syaa.g_00027
OG0000366	Syaj.g_02288	Syaa.g_00028
OG0000367	Syaj.g_02289	Syaa.g_00029
OG0000368	Syaj.g_02291	Syaa.g_00031
OG0000369	Syaj.g_02292	Syaa.g_00032
OG0000370	Syaj.g_02293	Syaa.g_00033
OG0000371	Syaj.g_02301	Syaa.g_00041
OG0000372	Syaj.g_02307	Syaa.g_00046
OG0000373	Syaj.g_02308	Syaa.g_00047
OG0000374	Syaj.g_02309	Syaa.g_00048
OG0000375	Syaj.g_02310	Syaa.g_00049
OG0000376	Syaj.g_02312	Syaa.g_00051
OG0000377	Syaj.g_02105	Syaa.g_02585
OG0000378	Syaj.g_02091	Syaa.g_02577
OG0000379	Syaj.g_02086	Syaa.g_02574
OG0000380	Syaj.g_01815	Syaa.g_00357
OG0000381	Syaj.g_01819	Syaa.g_00353
OG0000382	Syaj.g_01836	Syaa.g_00335
OG0000383	Syaj.g_01839	Syaa.g_00333
OG0000384	Syaj.g_01840	Syaa.g_00332
OG0000385	Syaj.g_01841	Syaa.g_00331
OG0000386	Syaj.g_01842	Syaa.g_00330
OG0000387	Syaj.g_01878	Syaa.g_02371
OG0000388	Syaj.g_01882	Syaa.g_02375
OG0000389	Syaj.g_01886	Syaa.g_02379
OG0000390	Syaj.g_01904	Syaa.g_02398
OG0000391	Syaj.g_01909	Syaa.g_02403
OG0000392	Syaj.g_01918	Syaa.g_02409
OG0000393	Syaj.g_01922	Syaa.g_02412
OG0000394	Syaj.g_01923	Syaa.g_02413
OG0000395	Syaj.g_01924	Syaa.g_02414
OG0000396	Syaj.g_01928	Syaa.g_02417
OG0000397	Syaj.g_01930	Syaa.g_02419
OG0000398	Syaj.g_01935	Syaa.g_02424
OG0000399	Syaj.g_01936	Syaa.g_02425
OG0000400	Syaj.g_01937	Syaa.g_02426
OG0000401	Syaj.g_01938	Syaa.g_02427
OG0000402	Syaj.g_01940	Syaa.g_02429
OG0000403	Syaj.g_01941	Syaa.g_02430
OG0000404	Syaj.g_01943	Syaa.g_02431
OG0000405	Syaj.g_01961	Syaa.g_02446
OG0000406	Syaj.g_01966	Syaa.g_02450
OG0000407	Syaj.g_01967	Syaa.g_02451
OG0000408	Syaj.g_01970	Syaa.g_02458
OG0000409	Syaj.g_01972	Syaa.g_02460
OG0000410	Syaj.g_01973	Syaa.g_02461
OG0000411	Syaj.g_01974	Syaa.g_02462
OG0000412	Syaj.g_01975	Syaa.g_02463
OG0000413	Syaj.g_01977	Syaa.g_02465
OG0000415	Syaj.g_01978	Syaa.g_02466
OG0000416	Syaj.g_01979	Syaa.g_02467
OG0000417	Syaj.g_01980	Syaa.g_02468
OG0000418	Syaj.g_01985	Syaa.g_02473
OG0000419	Syaj.g_01987	Syaa.g_02475
OG0000420	Syaj.g_01989	Syaa.g_02477
OG0000421	Syaj.g_01994	Syaa.g_02482
OG0000422	Syaj.g_01995	Syaa.g_02483
OG0000423	Syaj.g_01996	Syaa.g_02484
OG0000424	Syaj.g_01997	Syaa.g_02485
OG0000425	Syaj.g_01998	Syaa.g_02486
OG0000426	Syaj.g_01999	Syaa.g_02487
OG0000427	Syaj.g_02000	Syaa.g_02488
OG0000428	Syaj.g_02003	Syaa.g_02491
OG0000429	Syaj.g_02005	Syaa.g_02493
OG0000430	Syaj.g_02007	Syaa.g_02495
OG0000431	Syaj.g_02010	Syaa.g_02498
OG0000432	Syaj.g_02017	Syaa.g_02504
OG0000433	Syaj.g_02020	Syaa.g_02513
OG0000434	Syaj.g_02021	Syaa.g_02514
OG0000435	Syaj.g_02023	Syaa.g_02516
OG0000436	Syaj.g_02029	Syaa.g_02525
OG0000437	Syaj.g_02030	Syaa.g_02526
OG0000438	Syaj.g_02031	Syaa.g_02527
OG0000439	Syaj.g_02033	Syaa.g_02529
OG0000440	Syaj.g_02034	Syaa.g_02530
OG0000441	Syaj.g_02038	Syaa.g_02534
OG0000442	Syaj.g_02039	Syaa.g_02535
OG0000443	Syaj.g_02040	Syaa.g_02536
OG0000444	Syaj.g_02052	Syaa.g_02542
OG0000445	Syaj.g_02053	Syaa.g_02543
OG0000446	Syaj.g_02055	Syaa.g_02545
OG0000447	Syaj.g_02058	Syaa.g_02548
OG0000448	Syaj.g_02059	Syaa.g_02549
OG0000449	Syaj.g_02060	Syaa.g_02550
OG0000450	Syaj.g_02067	Syaa.g_02553
OG0000451	Syaj.g_02068	Syaa.g_02554
OG0000452	Syaj.g_02072	Syaa.g_02558
OG0000453	Syaj.g_02073	Syaa.g_02559
OG0000454	Syaj.g_02074	Syaa.g_02560
OG0000455	Syaj.g_02075	Syaa.g_02561
OG0000456	Syaj.g_02076	Syaa.g_02562
OG0000457	Syaj.g_02078	Syaa.g_02564
OG0000458	Syaj.g_02079	Syaa.g_02565
OG0000459	Syaj.g_02080	Syaa.g_02566
OG0000460	Syaj.g_02858	Syaa.g_02111
OG0000461	Syaj.g_02623	Syaa.g_00318
OG0000462	Syaj.g_02620	Syaa.g_00315
OG0000463	Syaj.g_02619	Syaa.g_00314
OG0000464	Syaj.g_02618	Syaa.g_00313
OG0000465	Syaj.g_02617	Syaa.g_00311
OG0000466	Syaj.g_02612	Syaa.g_00306
OG0000467	Syaj.g_02610	Syaa.g_00304
OG0000468	Syaj.g_02605	Syaa.g_00299
OG0000469	Syaj.g_02590	Syaa.g_00285
OG0000470	Syaj.g_02586	Syaa.g_00283
OG0000471	Syaj.g_02585	Syaa.g_00282
OG0000472	Syaj.g_02583	Syaa.g_00280
OG0000473	Syaj.g_02581	Syaa.g_00278
OG0000474	Syaj.g_02580	Syaa.g_00277
OG0000475	Syaj.g_02579	Syaa.g_00276
OG0000476	Syaj.g_02577	Syaa.g_00274
OG0000477	Syaj.g_02571	Syaa.g_00268
OG0000478	Syaj.g_02570	Syaa.g_00267
OG0000479	Syaj.g_02569	Syaa.g_00266
OG0000480	Syaj.g_02562	Syaa.g_00259
OG0000481	Syaj.g_02560	Syaa.g_00257
OG0000482	Syaj.g_02559	Syaa.g_00256
OG0000483	Syaj.g_02555	Syaa.g_00252
OG0000484	Syaj.g_02554	Syaa.g_00251
OG0000485	Syaj.g_02553	Syaa.g_00250
OG0000486	Syaj.g_02552	Syaa.g_00249
OG0000487	Syaj.g_02546	Syaa.g_00243
OG0000488	Syaj.g_02542	Syaa.g_00239
OG0000489	Syaj.g_02529	Syaa.g_00228
OG0000490	Syaj.g_02519	Syaa.g_00220
OG0000491	Syaj.g_02517	Syaa.g_00218
OG0000492	Syaj.g_02515	Syaa.g_00214
OG0000493	Syaj.g_02514	Syaa.g_00213
OG0000494	Syaj.g_02513	Syaa.g_00212
OG0000495	Syaj.g_02512	Syaa.g_00211
OG0000496	Syaj.g_02511	Syaa.g_00210
OG0000497	Syaj.g_02510	Syaa.g_00209
OG0000498	Syaj.g_02509	Syaa.g_00208
OG0000499	Syaj.g_02508	Syaa.g_00207
OG0000500	Syaj.g_02507	Syaa.g_00206
OG0000501	Syaj.g_02504	Syaa.g_00203
OG0000502	Syaj.g_02492	Syaa.g_00190
OG0000503	Syaj.g_02805	Syaa.g_02182
OG0000504	Syaj.g_02807	Syaa.g_02180
OG0000505	Syaj.g_02808	Syaa.g_02179
OG0000506	Syaj.g_02810	Syaa.g_02177
OG0000507	Syaj.g_02816	Syaa.g_02171
OG0000508	Syaj.g_02820	Syaa.g_02167
OG0000509	Syaj.g_02822	Syaa.g_02165
OG0000510	Syaj.g_02823	Syaa.g_02164
OG0000511	Syaj.g_02824	Syaa.g_02163
OG0000512	Syaj.g_02826	Syaa.g_02161
OG0000513	Syaj.g_02833	Syaa.g_02145
OG0000514	Syaj.g_02839	Syaa.g_02118
OG0000515	Syaj.g_02840	Syaa.g_02117
OG0000516	Syaj.g_01561	Syaa.g_00698
OG0000517	Syaj.g_01556	Syaa.g_00702
OG0000518	Syaj.g_01544	Syaa.g_00714
OG0000519	Syaj.g_01543	Syaa.g_00715
OG0000520	Syaj.g_01542	Syaa.g_00716
OG0000521	Syaj.g_00271	Syaa.g_01864
OG0000522	Syaj.g_00273	Syaa.g_01862
OG0000523	Syaj.g_00274	Syaa.g_01859
OG0000524	Syaj.g_01485	Syaa.g_01856
OG0000525	Syaj.g_01454	Syaa.g_01851
OG0000526	Syaj.g_01451	Syaa.g_01848
