Orthogroup	Syaj	Syap
OG0000315	Syaj.g_01430	Syap.g_00017
OG0000316	Syaj.g_01664	Syap.g_00030
OG0000317	Syaj.g_01715	Syap.g_00618
OG0000318	Syaj.g_01722	Syap.g_00622, Syap.g_02786
OG0000319	Syaj.g_01741	Syap.g_01764, Syap.g_01771
OG0000320	Syaj.g_01743	Syap.g_01761, Syap.g_01769
OG0000321	Syaj.g_01744	Syap.g_01760, Syap.g_01768
OG0000322	Syaj.g_01745	Syap.g_01759, Syap.g_01767
OG0000323	Syaj.g_01760	Syap.g_01389
OG0000324	Syaj.g_01609	Syap.g_01503
OG0000325	Syaj.g_02638	Syap.g_02680
OG0000327	Syaj.g_02693	Syap.g_01233, Syap.g_01913
OG0000328	Syaj.g_02694	Syap.g_01234, Syap.g_01912
OG0000329	Syaj.g_02712	Syap.g_00498
OG0000330	Syaj.g_02713	Syap.g_00497
OG0000331	Syaj.g_02714	Syap.g_00496
OG0000333	Syaj.g_02732	Syap.g_00478
OG0000334	Syaj.g_02741	Syap.g_00468
OG0000335	Syaj.g_02746	Syap.g_00101, Syap.g_00463
OG0000336	Syaj.g_02750	Syap.g_00417, Syap.g_00607
OG0000337	Syaj.g_02466	Syap.g_01054
OG0000338	Syaj.g_02462	Syap.g_01059
OG0000339	Syaj.g_02455	Syap.g_01068
OG0000340	Syaj.g_02443	Syap.g_01077
OG0000341	Syaj.g_02441	Syap.g_01079
OG0000342	Syaj.g_02440	Syap.g_01080, Syap.g_02477
OG0000343	Syaj.g_02437	Syap.g_01086, Syap.g_02078
OG0000344	Syaj.g_02433	Syap.g_01091
OG0000345	Syaj.g_02421	Syap.g_01107, Syap.g_01470
OG0000346	Syaj.g_02416	Syap.g_01113
OG0000347	Syaj.g_02383	Syap.g_01131, Syap.g_02459
OG0000348	Syaj.g_02333	Syap.g_00632
OG0000349	Syaj.g_02314	Syap.g_00110, Syap.g_01813
OG0000351	Syaj.g_02234	Syap.g_02594
OG0000352	Syaj.g_02235	Syap.g_02596, Syap.g_02597
OG0000353	Syaj.g_02261	Syap.g_00054
OG0000354	Syaj.g_02281	Syap.g_00075, Syap.g_02635
OG0000355	Syaj.g_02263	Syap.g_00056
OG0000356	Syaj.g_02264	Syap.g_00057
OG0000357	Syaj.g_02265	Syap.g_00058
OG0000358	Syaj.g_02269	Syap.g_00063
OG0000359	Syaj.g_02271	Syap.g_00065
OG0000360	Syaj.g_02272	Syap.g_00067
OG0000361	Syaj.g_02273	Syap.g_00068
OG0000362	Syaj.g_02275	Syap.g_00070
OG0000363	Syaj.g_02277	Syap.g_00072
OG0000364	Syaj.g_02278	Syap.g_00620
OG0000365	Syaj.g_02287	Syap.g_00081
OG0000366	Syaj.g_02288	Syap.g_00082
OG0000367	Syaj.g_02289	Syap.g_00083
OG0000368	Syaj.g_02291	Syap.g_00085
OG0000369	Syaj.g_02292	Syap.g_00086
OG0000370	Syaj.g_02293	Syap.g_00087
OG0000372	Syaj.g_02307	Syap.g_01805
OG0000373	Syaj.g_02308	Syap.g_01806
OG0000374	Syaj.g_02309	Syap.g_01807
OG0000375	Syaj.g_02310	Syap.g_01808
OG0000376	Syaj.g_02312	Syap.g_01811
OG0000377	Syaj.g_02105	Syap.g_00128
OG0000378	Syaj.g_02091	Syap.g_01326
OG0000380	Syaj.g_01815	Syap.g_01687
OG0000381	Syaj.g_01819	Syap.g_01690
OG0000382	Syaj.g_01836	Syap.g_02548
OG0000383	Syaj.g_01839	Syap.g_02359
OG0000384	Syaj.g_01840	Syap.g_02360
OG0000385	Syaj.g_01841	Syap.g_02361
OG0000386	Syaj.g_01842	Syap.g_02362
OG0000387	Syaj.g_01878	Syap.g_01864
OG0000391	Syaj.g_01909	Syap.g_02234
OG0000392	Syaj.g_01918	Syap.g_02225
OG0000393	Syaj.g_01922	Syap.g_02222
OG0000394	Syaj.g_01923	Syap.g_02221
OG0000395	Syaj.g_01924	Syap.g_02220
OG0000396	Syaj.g_01928	Syap.g_02217
OG0000397	Syaj.g_01930	Syap.g_02215
OG0000398	Syaj.g_01935	Syap.g_02211
OG0000399	Syaj.g_01936	Syap.g_02210
OG0000400	Syaj.g_01937	Syap.g_02209
OG0000401	Syaj.g_01938	Syap.g_02208
OG0000402	Syaj.g_01940	Syap.g_02206
OG0000403	Syaj.g_01941	Syap.g_02205
OG0000404	Syaj.g_01943	Syap.g_02204, Syap.g_02618
OG0000405	Syaj.g_01961	Syap.g_02191
OG0000406	Syaj.g_01966	Syap.g_02186
OG0000407	Syaj.g_01967	Syap.g_02185
OG0000408	Syaj.g_01970	Syap.g_02181, Syap.g_02182
OG0000409	Syaj.g_01972	Syap.g_02179
OG0000410	Syaj.g_01973	Syap.g_02178
OG0000411	Syaj.g_01974	Syap.g_02177
OG0000412	Syaj.g_01975	Syap.g_02176
OG0000413	Syaj.g_01977	Syap.g_02174
OG0000415	Syaj.g_01978	Syap.g_02172
OG0000416	Syaj.g_01979	Syap.g_02171
OG0000417	Syaj.g_01980	Syap.g_02169
OG0000418	Syaj.g_01985	Syap.g_01204
OG0000419	Syaj.g_01987	Syap.g_01201
OG0000420	Syaj.g_01989	Syap.g_01199
OG0000421	Syaj.g_01994	Syap.g_01195
OG0000422	Syaj.g_01995	Syap.g_01194
OG0000423	Syaj.g_01996	Syap.g_01193
OG0000424	Syaj.g_01997	Syap.g_01192
OG0000425	Syaj.g_01998	Syap.g_01191
OG0000426	Syaj.g_01999	Syap.g_01190
OG0000427	Syaj.g_02000	Syap.g_01189
OG0000428	Syaj.g_02003	Syap.g_01186
OG0000429	Syaj.g_02005	Syap.g_01184
OG0000430	Syaj.g_02007	Syap.g_01182
OG0000431	Syaj.g_02010	Syap.g_01179
OG0000432	Syaj.g_02017	Syap.g_02277
OG0000433	Syaj.g_02020	Syap.g_02272
OG0000434	Syaj.g_02021	Syap.g_02271
OG0000435	Syaj.g_02023	Syap.g_02268
OG0000436	Syaj.g_02029	Syap.g_01607
OG0000437	Syaj.g_02030	Syap.g_01608
OG0000438	Syaj.g_02031	Syap.g_01612
OG0000439	Syaj.g_02033	Syap.g_01614
OG0000440	Syaj.g_02034	Syap.g_01615
OG0000441	Syaj.g_02038	Syap.g_01619
OG0000442	Syaj.g_02039	Syap.g_01620
OG0000443	Syaj.g_02040	Syap.g_01622
OG0000444	Syaj.g_02052	Syap.g_01424
OG0000445	Syaj.g_02053	Syap.g_01421
OG0000446	Syaj.g_02055	Syap.g_01419
OG0000447	Syaj.g_02058	Syap.g_01410
OG0000448	Syaj.g_02059	Syap.g_01407
OG0000449	Syaj.g_02060	Syap.g_01406
OG0000450	Syaj.g_02067	Syap.g_01909
OG0000451	Syaj.g_02068	Syap.g_01908
OG0000452	Syaj.g_02072	Syap.g_01904
OG0000453	Syaj.g_02073	Syap.g_01903
OG0000454	Syaj.g_02074	Syap.g_01902
OG0000455	Syaj.g_02075	Syap.g_01901
OG0000456	Syaj.g_02076	Syap.g_01900
OG0000457	Syaj.g_02078	Syap.g_01896
OG0000458	Syaj.g_02079	Syap.g_01895
OG0000459	Syaj.g_02080	Syap.g_01894
OG0000460	Syaj.g_02858	Syap.g_01159
OG0000461	Syaj.g_02623	Syap.g_01575
OG0000462	Syaj.g_02620	Syap.g_01578
OG0000463	Syaj.g_02619	Syap.g_01579
OG0000464	Syaj.g_02618	Syap.g_01580
OG0000465	Syaj.g_02617	Syap.g_01582
OG0000466	Syaj.g_02612	Syap.g_01587
OG0000467	Syaj.g_02610	Syap.g_01588
OG0000468	Syaj.g_02605	Syap.g_01593
OG0000469	Syaj.g_02590	Syap.g_02352
OG0000470	Syaj.g_02586	Syap.g_02349
OG0000471	Syaj.g_02585	Syap.g_02348
OG0000472	Syaj.g_02583	Syap.g_02347
OG0000473	Syaj.g_02581	Syap.g_02343
OG0000474	Syaj.g_02580	Syap.g_02342
OG0000475	Syaj.g_02579	Syap.g_02341
OG0000476	Syaj.g_02577	Syap.g_02339
OG0000477	Syaj.g_02571	Syap.g_01367
OG0000478	Syaj.g_02570	Syap.g_01366
OG0000479	Syaj.g_02569	Syap.g_01364
OG0000480	Syaj.g_02562	Syap.g_01357
OG0000482	Syaj.g_02559	Syap.g_01355
OG0000483	Syaj.g_02555	Syap.g_01344
OG0000484	Syaj.g_02554	Syap.g_01350
OG0000485	Syaj.g_02553	Syap.g_01349
OG0000487	Syaj.g_02546	Syap.g_01635
OG0000488	Syaj.g_02542	Syap.g_01639
OG0000489	Syaj.g_02529	Syap.g_02482
OG0000490	Syaj.g_02519	Syap.g_01673
OG0000491	Syaj.g_02517	Syap.g_01670
OG0000492	Syaj.g_02515	Syap.g_01668
OG0000493	Syaj.g_02514	Syap.g_01667
OG0000494	Syaj.g_02513	Syap.g_01666
OG0000495	Syaj.g_02512	Syap.g_01665
OG0000496	Syaj.g_02511	Syap.g_01663
OG0000497	Syaj.g_02510	Syap.g_01662
OG0000498	Syaj.g_02509	Syap.g_01661
OG0000499	Syaj.g_02508	Syap.g_01660
OG0000500	Syaj.g_02507	Syap.g_01659
OG0000501	Syaj.g_02504	Syap.g_01656
OG0000502	Syaj.g_02492	Syap.g_02066
OG0000503	Syaj.g_02805	Syap.g_00569
OG0000504	Syaj.g_02807	Syap.g_00567
OG0000505	Syaj.g_02808	Syap.g_00566
OG0000506	Syaj.g_02810	Syap.g_00564
OG0000507	Syaj.g_02816	Syap.g_00558
OG0000508	Syaj.g_02820	Syap.g_00554
OG0000509	Syaj.g_02822	Syap.g_00551
OG0000510	Syaj.g_02823	Syap.g_00550
OG0000511	Syaj.g_02824	Syap.g_00548
OG0000512	Syaj.g_02826	Syap.g_02145
OG0000513	Syaj.g_02833	Syap.g_02048
OG0000514	Syaj.g_02839	Syap.g_02051
OG0000515	Syaj.g_02840	Syap.g_02052
OG0000516	Syaj.g_01561	Syap.g_02054
OG0000517	Syaj.g_01556	Syap.g_02057
OG0000519	Syaj.g_01543	Syap.g_00457
OG0000520	Syaj.g_01542	Syap.g_00456
OG0000521	Syaj.g_00271	Syap.g_01997
OG0000522	Syaj.g_00273	Syap.g_01995
OG0000523	Syaj.g_00274	Syap.g_02507
OG0000524	Syaj.g_01485	Syap.g_02135
OG0000525	Syaj.g_01454	Syap.g_02159
OG0000526	Syaj.g_01451	Syap.g_02157
OG0000527	Syaj.g_01446	Syap.g_02758
OG0000528	Syaj.g_00065	Syap.g_02261
OG0000529	Syaj.g_00073	Syap.g_02254
OG0000530	Syaj.g_00076	Syap.g_02252
OG0000531	Syaj.g_00077	Syap.g_02251
OG0000532	Syaj.g_00080	Syap.g_02247
OG0000533	Syaj.g_00081	Syap.g_02244
OG0000534	Syaj.g_00082	Syap.g_02243
OG0000535	Syaj.g_00083	Syap.g_02242
OG0000536	Syaj.g_00084	Syap.g_02241
OG0000537	Syaj.g_00085	Syap.g_02240
OG0000538	Syaj.g_00096	Syap.g_00271
OG0000539	Syaj.g_00097	Syap.g_00270
OG0000540	Syaj.g_00098	Syap.g_00269
OG0000541	Syaj.g_00099	Syap.g_00268
OG0000542	Syaj.g_00102	Syap.g_00264
OG0000543	Syaj.g_00104	Syap.g_00261
OG0000544	Syaj.g_00105	Syap.g_00260
OG0000545	Syaj.g_00107	Syap.g_00259
OG0000546	Syaj.g_00109	Syap.g_00256
OG0000547	Syaj.g_00111	Syap.g_00254
OG0000548	Syaj.g_00112	Syap.g_00253
OG0000549	Syaj.g_00118	Syap.g_00758
OG0000550	Syaj.g_00123	Syap.g_02747
OG0000551	Syaj.g_00128	Syap.g_02739
OG0000552	Syaj.g_00129	Syap.g_02738
OG0000553	Syaj.g_00133	Syap.g_02735
OG0000554	Syaj.g_00145	Syap.g_01450
OG0000555	Syaj.g_00163	Syap.g_01941
OG0000556	Syaj.g_00167	Syap.g_01933
OG0000557	Syaj.g_00178	Syap.g_01931
OG0000558	Syaj.g_00181	Syap.g_01147
OG0000560	Syaj.g_00188	Syap.g_00305
OG0000561	Syaj.g_00189	Syap.g_00304
OG0000562	Syaj.g_00190	Syap.g_00302
OG0000563	Syaj.g_00191	Syap.g_00301
OG0000564	Syaj.g_00192	Syap.g_00300
OG0000565	Syaj.g_00195	Syap.g_00296
OG0000566	Syaj.g_00199	Syap.g_00291
OG0000567	Syaj.g_00203	Syap.g_01297
OG0000568	Syaj.g_00207	Syap.g_01302
OG0000569	Syaj.g_00208	Syap.g_01303
OG0000570	Syaj.g_00209	Syap.g_01304
OG0000571	Syaj.g_00213	Syap.g_01307
OG0000573	Syaj.g_00238	Syap.g_00765
OG0000574	Syaj.g_00242	Syap.g_00759
OG0000575	Syaj.g_00247	Syap.g_00445
OG0000576	Syaj.g_00249	Syap.g_00450
OG0000577	Syaj.g_00250	Syap.g_00451
OG0000578	Syaj.g_00251	Syap.g_00452
OG0000579	Syaj.g_00252	Syap.g_00453
OG0000580	Syaj.g_00253	Syap.g_00454
OG0000581	Syaj.g_00261	Syap.g_01521
OG0000582	Syaj.g_01338	Syap.g_01533
OG0000583	Syaj.g_01337	Syap.g_01532
OG0000584	Syaj.g_01336	Syap.g_01530
OG0000585	Syaj.g_01334	Syap.g_01526
OG0000586	Syaj.g_01333	Syap.g_01525
OG0000587	Syaj.g_01331	Syap.g_01523
OG0000588	Syaj.g_01313	Syap.g_00776
OG0000589	Syaj.g_01308	Syap.g_00941
OG0000590	Syaj.g_01307	Syap.g_00940
OG0000591	Syaj.g_01299	Syap.g_01289
OG0000592	Syaj.g_01298	Syap.g_01288
