Orthogroup	Syaj	Pras
OG0000048	Syaj.g_02578	Pras.g_01227
OG0000051	Syaj.g_02898	Pras.g_00179
OG0000052	Syaj.g_02476	Pras.g_00285
OG0000053	Syaj.g_01409	Pras.g_00886, Pras.g_00370
OG0000054	Syaj.g_01341	Pras.g_01482
OG0000055	Syaj.g_00394	Pras.g_01682
OG0000056	Syaj.g_00985, Syaj.g_02864, Syaj.g_01794	Pras.g_00881
OG0000057	Syaj.g_00438	Pras.g_01574
OG0000058	Syaj.g_02495	Pras.g_00291
OG0000059	Syaj.g_02686	Pras.g_00637
OG0000061	Syaj.g_00302	Pras.g_00056
OG0000063	Syaj.g_02302	Pras.g_00875
OG0000065	Syaj.g_00007, Syaj.g_01887	Pras.g_00958
OG0000066	Syaj.g_00157	Pras.g_01416
OG0000067	Syaj.g_01023	Pras.g_01701, Pras.g_00311
OG0000068	Syaj.g_00059	Pras.g_00250
OG0000070	Syaj.g_01529	Pras.g_01328
OG0000071	Syaj.g_01511	Pras.g_00209
OG0000072	Syaj.g_01992	Pras.g_01022
OG0000073	Syaj.g_00093	Pras.g_01377
OG0000075	Syaj.g_02457	Pras.g_00719
OG0000076	Syaj.g_02417	Pras.g_00883, Pras.g_00743
OG0000077	Syaj.g_01831	Pras.g_00929
OG0000078	Syaj.g_02880	Pras.g_01091
OG0000079	Syaj.g_02609	Pras.g_01104
OG0000081	Syaj.g_02888	Pras.g_01408
OG0000082	Syaj.g_00229	Pras.g_01462
OG0000084	Syaj.g_01375	Pras.g_00346
OG0000085	Syaj.g_01707	Pras.g_00543
OG0000086	Syaj.g_01848	Pras.g_00939
OG0000087	Syaj.g_01945	Pras.g_00990
OG0000088	Syaj.g_01986	Pras.g_01017
OG0000089	Syaj.g_02829, Syaj.g_01915	Pras.g_01209
OG0000090	Syaj.g_00144	Pras.g_01410
OG0000091	Syaj.g_01275	Pras.g_01518
OG0000092	Syaj.g_00339	Pras.g_01806
OG0000094	Syaj.g_00804	Pras.g_01915
OG0000097	Syaj.g_00589	Pras.g_00098
OG0000098	Syaj.g_02671	Pras.g_00232
OG0000099	Syaj.g_02503	Pras.g_00294
OG0000100	Syaj.g_00987	Pras.g_00427
OG0000101	Syaj.g_02738	Pras.g_00687
OG0000102	Syaj.g_02411	Pras.g_00748
OG0000103	Syaj.g_02243	Pras.g_00829
OG0000104	Syaj.g_02258	Pras.g_00838
OG0000105	Syaj.g_02573	Pras.g_01126
OG0000106	Syaj.g_01130	Pras.g_01223
OG0000107	Syaj.g_02637	Pras.g_01239
OG0000108	Syaj.g_00072	Pras.g_01358
OG0000109	Syaj.g_00087	Pras.g_01372
OG0000110	Syaj.g_00215	Pras.g_01451
OG0000111	Syaj.g_00437	Pras.g_01575
OG0000112	Syaj.g_00907	Pras.g_01665
OG0000113	Syaj.g_00992	Pras.g_01723
OG0000114	Syaj.g_00741	Pras.g_01801
OG0000115	Syaj.g_01402	Pras.g_01994
OG0000116	Syaj.g_00289	Pras.g_00046
OG0000117	Syaj.g_00637	Pras.g_00150
OG0000118	Syaj.g_00267	Pras.g_00221, Pras.g_00222
OG0000119	Syaj.g_00317	Pras.g_00246
OG0000120	Syaj.g_02502	Pras.g_00273, Pras.g_00272, Pras.g_00271, Pras.g_00330
OG0000121	Syaj.g_01383	Pras.g_00352
OG0000122	Syaj.g_01250	Pras.g_00391
OG0000123	Syaj.g_02745	Pras.g_00694
OG0000124	Syaj.g_02388	Pras.g_00759
OG0000125	Syaj.g_02117	Pras.g_00797
OG0000126	Syaj.g_02256	Pras.g_00837
OG0000128	Syaj.g_02274	Pras.g_00853
OG0000129	Syaj.g_02106	Pras.g_00897
OG0000130	Syaj.g_01818	Pras.g_00921
OG0000131	Syaj.g_01964	Pras.g_00996
OG0000132	Syaj.g_01984	Pras.g_01015
OG0000133	Syaj.g_00902	Pras.g_01174
OG0000134	Syaj.g_02832	Pras.g_01210
OG0000135	Syaj.g_02167	Pras.g_01236
OG0000136	Syaj.g_01550	Pras.g_01319
OG0000137	Syaj.g_01444	Pras.g_01353
OG0000138	Syaj.g_00088	Pras.g_01373
OG0000139	Syaj.g_00150	Pras.g_01414
OG0000140	Syaj.g_00153	Pras.g_01415
OG0000141	Syaj.g_01340	Pras.g_01483
OG0000142	Syaj.g_01283	Pras.g_01511
OG0000143	Syaj.g_01279	Pras.g_01515
OG0000144	Syaj.g_01151	Pras.g_01528
OG0000145	Syaj.g_00094	Pras.g_01664
OG0000146	Syaj.g_00908	Pras.g_01666
OG0000147	Syaj.g_00909	Pras.g_01667
OG0000148	Syaj.g_01003	Pras.g_01717
OG0000149	Syaj.g_00369	Pras.g_01747
OG0000150	Syaj.g_01339, Syaj.g_00154	Pras.g_01755
OG0000151	Syaj.g_01074	Pras.g_01811
OG0000152	Syaj.g_00898	Pras.g_01859
OG0000153	Syaj.g_00842	Pras.g_01878
OG0000154	Syaj.g_00814	Pras.g_01908
OG0000155	Syaj.g_00338	Pras.g_00076
OG0000156	Syaj.g_00282	Pras.g_00197
OG0000157	Syaj.g_00281	Pras.g_00198
OG0000158	Syaj.g_02445	Pras.g_00289
OG0000160	Syaj.g_01382	Pras.g_00351
OG0000161	Syaj.g_01389	Pras.g_00357
OG0000162	Syaj.g_01395	Pras.g_00363
OG0000163	Syaj.g_01639	Pras.g_00399
OG0000164	Syaj.g_01758	Pras.g_00574
OG0000165	Syaj.g_01582	Pras.g_00581
OG0000166	Syaj.g_02698	Pras.g_00651
OG0000167	Syaj.g_02460	Pras.g_00717
OG0000168	Syaj.g_02444	Pras.g_00727
OG0000169	Syaj.g_02431, Syaj.g_02429	Pras.g_00737
OG0000170	Syaj.g_02422	Pras.g_00739
OG0000171	Syaj.g_02389	Pras.g_00758
OG0000172	Syaj.g_02365	Pras.g_00768
OG0000173	Syaj.g_02321	Pras.g_00783
OG0000174	Syaj.g_02169	Pras.g_00811, Pras.g_00810
OG0000175	Syaj.g_02229	Pras.g_00821
OG0000176	Syaj.g_02266	Pras.g_00846
OG0000177	Syaj.g_02267	Pras.g_00847
OG0000178	Syaj.g_02268	Pras.g_00848
OG0000179	Syaj.g_02283	Pras.g_00858
OG0000180	Syaj.g_02284	Pras.g_00859
OG0000181	Syaj.g_02285	Pras.g_00860
OG0000182	Syaj.g_02286	Pras.g_00861
OG0000183	Syaj.g_02290	Pras.g_00865
OG0000184	Syaj.g_02098	Pras.g_00899
OG0000185	Syaj.g_02087	Pras.g_00902
OG0000186	Syaj.g_01812	Pras.g_00916
OG0000187	Syaj.g_01814	Pras.g_00917
OG0000188	Syaj.g_01837	Pras.g_00933
OG0000189	Syaj.g_01874	Pras.g_00947
OG0000190	Syaj.g_01876	Pras.g_00948
OG0000191	Syaj.g_01910	Pras.g_00968
OG0000192	Syaj.g_01919	Pras.g_00972
OG0000193	Syaj.g_01965	Pras.g_00997
OG0000194	Syaj.g_01968	Pras.g_01000
OG0000195	Syaj.g_01971	Pras.g_01002
OG0000196	Syaj.g_01981	Pras.g_01012
OG0000197	Syaj.g_01982	Pras.g_01013
OG0000198	Syaj.g_01983	Pras.g_01014
OG0000199	Syaj.g_01991	Pras.g_01021
OG0000200	Syaj.g_02008	Pras.g_01035
OG0000201	Syaj.g_02024	Pras.g_01043
OG0000202	Syaj.g_02025	Pras.g_01044
OG0000203	Syaj.g_02026	Pras.g_01045
OG0000204	Syaj.g_02027	Pras.g_01046
OG0000205	Syaj.g_02035	Pras.g_01053
OG0000206	Syaj.g_02043	Pras.g_01058, Pras.g_01059
OG0000207	Syaj.g_02045	Pras.g_01061
OG0000208	Syaj.g_02046	Pras.g_01062
OG0000209	Syaj.g_02070	Pras.g_01071
OG0000210	Syaj.g_02071	Pras.g_01072
OG0000212	Syaj.g_02881	Pras.g_01092
OG0000213	Syaj.g_02601	Pras.g_01109
OG0000214	Syaj.g_02582	Pras.g_01119
OG0000215	Syaj.g_02551	Pras.g_01144
OG0000216	Syaj.g_02547	Pras.g_01145
OG0000217	Syaj.g_02543	Pras.g_01148
OG0000218	Syaj.g_02541	Pras.g_01150
OG0000219	Syaj.g_02540	Pras.g_01151
OG0000220	Syaj.g_02539	Pras.g_01152
OG0000221	Syaj.g_02530	Pras.g_01153
OG0000222	Syaj.g_02516	Pras.g_01162
OG0000223	Syaj.g_02494	Pras.g_01175
OG0000224	Syaj.g_02487	Pras.g_01177
OG0000225	Syaj.g_02821	Pras.g_01199
OG0000226	Syaj.g_02825	Pras.g_01203
OG0000227	Syaj.g_02827	Pras.g_01205
OG0000228	Syaj.g_02828	Pras.g_01208
OG0000229	Syaj.g_01555	Pras.g_01314
OG0000230	Syaj.g_01553	Pras.g_01316
OG0000231	Syaj.g_01541	Pras.g_01327
OG0000232	Syaj.g_01497	Pras.g_01335
OG0000233	Syaj.g_01481	Pras.g_01341
OG0000234	Syaj.g_01442	Pras.g_01354
OG0000235	Syaj.g_00071	Pras.g_01357
OG0000236	Syaj.g_00086	Pras.g_01371
OG0000237	Syaj.g_00103	Pras.g_01384
OG0000238	Syaj.g_00108	Pras.g_01390
OG0000239	Syaj.g_00125	Pras.g_01402
OG0000240	Syaj.g_00126	Pras.g_01403
OG0000241	Syaj.g_01291	Pras.g_01407
OG0000242	Syaj.g_00142	Pras.g_01409
OG0000243	Syaj.g_00164	Pras.g_01420
OG0000244	Syaj.g_00180	Pras.g_01423
OG0000245	Syaj.g_00182	Pras.g_01425
OG0000246	Syaj.g_00186	Pras.g_01429
OG0000247	Syaj.g_00197	Pras.g_01439
OG0000248	Syaj.g_00200	Pras.g_01441
OG0000249	Syaj.g_00202	Pras.g_01443
OG0000250	Syaj.g_00211	Pras.g_01448
OG0000251	Syaj.g_00237	Pras.g_01467
OG0000252	Syaj.g_00243	Pras.g_01470
OG0000253	Syaj.g_00245	Pras.g_01471
OG0000254	Syaj.g_01335	Pras.g_01487
OG0000255	Syaj.g_01315	Pras.g_01493
OG0000256	Syaj.g_01297	Pras.g_01503
OG0000257	Syaj.g_01292	Pras.g_01506
OG0000258	Syaj.g_01274	Pras.g_01519
OG0000259	Syaj.g_00707	Pras.g_01536
OG0000260	Syaj.g_00712	Pras.g_01539
OG0000261	Syaj.g_00715	Pras.g_01541
OG0000262	Syaj.g_00720	Pras.g_00327, Pras.g_01545
OG0000263	Syaj.g_00605	Pras.g_01557
OG0000264	Syaj.g_00485	Pras.g_01567
OG0000265	Syaj.g_00510	Pras.g_01606
OG0000266	Syaj.g_00946	Pras.g_01616
OG0000267	Syaj.g_00770	Pras.g_01627
OG0000268	Syaj.g_00771	Pras.g_01628
OG0000269	Syaj.g_01031	Pras.g_01696
OG0000270	Syaj.g_01025	Pras.g_01699
OG0000271	Syaj.g_01017	Pras.g_01707
OG0000272	Syaj.g_01016	Pras.g_01708
OG0000273	Syaj.g_00389	Pras.g_01731
OG0000274	Syaj.g_00388	Pras.g_01732
OG0000275	Syaj.g_00384	Pras.g_01734
OG0000276	Syaj.g_00377	Pras.g_01739
OG0000277	Syaj.g_00376	Pras.g_01740
OG0000278	Syaj.g_00373	Pras.g_01743
OG0000279	Syaj.g_00357	Pras.g_01750
OG0000280	Syaj.g_00348	Pras.g_01751
OG0000281	Syaj.g_02670	Pras.g_01756
OG0000282	Syaj.g_00743	Pras.g_01803
OG0000283	Syaj.g_00790	Pras.g_01836
OG0000284	Syaj.g_00930	Pras.g_01841
OG0000285	Syaj.g_00917	Pras.g_01846
OG0000286	Syaj.g_00899	Pras.g_01858
OG0000288	Syaj.g_00815	Pras.g_01907
OG0000289	Syaj.g_00800	Pras.g_01918
OG0000290	Syaj.g_00424	Pras.g_01931
OG0000291	Syaj.g_00426	Pras.g_01933
OG0000292	Syaj.g_02255	Pras.g_01982
OG0000293	Syaj.g_00290	Pras.g_00047
OG0000294	Syaj.g_00291	Pras.g_00048
OG0000295	Syaj.g_00330	Pras.g_00068
OG0000296	Syaj.g_00332	Pras.g_00070
OG0000297	Syaj.g_00639	Pras.g_00078
OG0000298	Syaj.g_00638	Pras.g_00079
OG0000299	Syaj.g_00592	Pras.g_00096, Pras.g_00097
OG0000300	Syaj.g_00586	Pras.g_00100
OG0000301	Syaj.g_00585	Pras.g_00101
OG0000302	Syaj.g_00582	Pras.g_00103
OG0000303	Syaj.g_00572	Pras.g_00110
OG0000304	Syaj.g_00566	Pras.g_00114
OG0000305	Syaj.g_00429	Pras.g_00242
OG0000306	Syaj.g_01126	Pras.g_00245
OG0000307	Syaj.g_00051	Pras.g_00259
OG0000308	Syaj.g_00049	Pras.g_00260
OG0000309	Syaj.g_00044	Pras.g_00264
OG0000310	Syaj.g_01358	Pras.g_00335
OG0000311	Syaj.g_01362	Pras.g_00337
OG0000312	Syaj.g_01368	Pras.g_00340
OG0000313	Syaj.g_01386	Pras.g_00354
OG0000314	Syaj.g_01420	Pras.g_00377
OG0000315	Syaj.g_01430	Pras.g_00388
OG0000316	Syaj.g_01664	Pras.g_00410
OG0000317	Syaj.g_01715	Pras.g_00548
OG0000318	Syaj.g_01722	Pras.g_00551
OG0000319	Syaj.g_01741	Pras.g_00564
OG0000320	Syaj.g_01743	Pras.g_00566
OG0000321	Syaj.g_01744	Pras.g_00567
OG0000322	Syaj.g_01745	Pras.g_00568
OG0000323	Syaj.g_01760	Pras.g_00577
OG0000324	Syaj.g_01609	Pras.g_00604
OG0000325	Syaj.g_02638	Pras.g_00614
OG0000326	Syaj.g_02645	Pras.g_00620
OG0000327	Syaj.g_02693	Pras.g_00646
OG0000328	Syaj.g_02694	Pras.g_00647
OG0000329	Syaj.g_02712	Pras.g_00664
OG0000330	Syaj.g_02713	Pras.g_00665
OG0000331	Syaj.g_02714	Pras.g_00666
OG0000332	Syaj.g_02729	Pras.g_00680
OG0000333	Syaj.g_02732	Pras.g_00682
OG0000334	Syaj.g_02741	Pras.g_00690
OG0000335	Syaj.g_02746	Pras.g_00695
OG0000336	Syaj.g_02750	Pras.g_00699
OG0000337	Syaj.g_02466	Pras.g_00715
OG0000338	Syaj.g_02462	Pras.g_00716
OG0000339	Syaj.g_02455	Pras.g_00720
OG0000340	Syaj.g_02443	Pras.g_00728
OG0000341	Syaj.g_02441	Pras.g_00730
OG0000342	Syaj.g_02440	Pras.g_00731
OG0000343	Syaj.g_02437	Pras.g_00732
OG0000344	Syaj.g_02433	Pras.g_00735
OG0000345	Syaj.g_02421	Pras.g_00740
OG0000346	Syaj.g_02416	Pras.g_00744
OG0000347	Syaj.g_02383	Pras.g_00761
OG0000348	Syaj.g_02333	Pras.g_00771
OG0000349	Syaj.g_02314	Pras.g_00788
OG0000350	Syaj.g_02652	Pras.g_00806, Pras.g_00131
OG0000351	Syaj.g_02234	Pras.g_00824
OG0000352	Syaj.g_02235	Pras.g_00825
OG0000353	Syaj.g_02261	Pras.g_00841
OG0000355	Syaj.g_02263	Pras.g_00843
OG0000356	Syaj.g_02264	Pras.g_00844
OG0000357	Syaj.g_02265	Pras.g_00845
OG0000358	Syaj.g_02269	Pras.g_00849
OG0000359	Syaj.g_02271	Pras.g_00850
OG0000360	Syaj.g_02272	Pras.g_00851
OG0000361	Syaj.g_02273	Pras.g_00852
OG0000362	Syaj.g_02275	Pras.g_00854
OG0000363	Syaj.g_02277	Pras.g_00856
OG0000364	Syaj.g_02278	Pras.g_00857
OG0000365	Syaj.g_02287	Pras.g_00862
OG0000366	Syaj.g_02288	Pras.g_00863
OG0000367	Syaj.g_02289	Pras.g_00864
OG0000368	Syaj.g_02291	Pras.g_00866
OG0000369	Syaj.g_02292	Pras.g_00867
OG0000370	Syaj.g_02293	Pras.g_00868
OG0000371	Syaj.g_02301	Pras.g_00874
OG0000372	Syaj.g_02307	Pras.g_00877
OG0000373	Syaj.g_02308	Pras.g_00878
OG0000374	Syaj.g_02309	Pras.g_00879
OG0000375	Syaj.g_02310	Pras.g_00893
OG0000376	Syaj.g_02312	Pras.g_00895
OG0000377	Syaj.g_02105	Pras.g_00898
OG0000378	Syaj.g_02091	Pras.g_00900
OG0000379	Syaj.g_02086	Pras.g_00903
OG0000380	Syaj.g_01815	Pras.g_00918
OG0000381	Syaj.g_01819	Pras.g_00922
OG0000382	Syaj.g_01836	Pras.g_00932
OG0000383	Syaj.g_01839	Pras.g_00934
OG0000384	Syaj.g_01840	Pras.g_00935
OG0000385	Syaj.g_01841	Pras.g_00936
OG0000386	Syaj.g_01842	Pras.g_00937
OG0000387	Syaj.g_01878	Pras.g_00950
OG0000388	Syaj.g_01882	Pras.g_00953
OG0000389	Syaj.g_01886	Pras.g_00957
OG0000390	Syaj.g_01904	Pras.g_00964
OG0000391	Syaj.g_01909	Pras.g_00967
OG0000392	Syaj.g_01918	Pras.g_00971
OG0000393	Syaj.g_01922	Pras.g_00973
OG0000394	Syaj.g_01923	Pras.g_00974
OG0000395	Syaj.g_01924	Pras.g_00975
OG0000396	Syaj.g_01928	Pras.g_00978
OG0000397	Syaj.g_01930	Pras.g_00980
OG0000398	Syaj.g_01935	Pras.g_00982
OG0000399	Syaj.g_01936	Pras.g_00983
OG0000400	Syaj.g_01937	Pras.g_00984
OG0000401	Syaj.g_01938	Pras.g_00985
OG0000402	Syaj.g_01940	Pras.g_00987
OG0000403	Syaj.g_01941	Pras.g_00988
OG0000404	Syaj.g_01943	Pras.g_00989
OG0000405	Syaj.g_01961	Pras.g_00993
OG0000406	Syaj.g_01966	Pras.g_00998
OG0000407	Syaj.g_01967	Pras.g_00999
OG0000408	Syaj.g_01970	Pras.g_01001
OG0000409	Syaj.g_01972	Pras.g_01003
OG0000410	Syaj.g_01973	Pras.g_01004
OG0000411	Syaj.g_01974	Pras.g_01005
OG0000412	Syaj.g_01975	Pras.g_01006
OG0000413	Syaj.g_01977	Pras.g_01007
OG0000415	Syaj.g_01978	Pras.g_01009
OG0000416	Syaj.g_01979	Pras.g_01010
OG0000417	Syaj.g_01980	Pras.g_01011
OG0000418	Syaj.g_01985	Pras.g_01016
OG0000419	Syaj.g_01987	Pras.g_01018
OG0000420	Syaj.g_01989	Pras.g_01019
OG0000421	Syaj.g_01994	Pras.g_01024
OG0000422	Syaj.g_01995	Pras.g_01025
OG0000423	Syaj.g_01996	Pras.g_01026
OG0000424	Syaj.g_01997	Pras.g_01027
OG0000425	Syaj.g_01998	Pras.g_01028
OG0000426	Syaj.g_01999	Pras.g_01029
OG0000427	Syaj.g_02000	Pras.g_01030
OG0000428	Syaj.g_02003	Pras.g_01032
OG0000429	Syaj.g_02005	Pras.g_01033
OG0000430	Syaj.g_02007	Pras.g_01034
OG0000431	Syaj.g_02010	Pras.g_01036
OG0000432	Syaj.g_02017	Pras.g_01039
OG0000433	Syaj.g_02020	Pras.g_01040
OG0000434	Syaj.g_02021	Pras.g_01041
OG0000435	Syaj.g_02023	Pras.g_01042
OG0000436	Syaj.g_02029	Pras.g_01047
OG0000437	Syaj.g_02030	Pras.g_01048
OG0000438	Syaj.g_02031	Pras.g_01049
OG0000439	Syaj.g_02033	Pras.g_01051
OG0000440	Syaj.g_02034	Pras.g_01052
OG0000441	Syaj.g_02038	Pras.g_01055
OG0000442	Syaj.g_02039	Pras.g_01056
OG0000443	Syaj.g_02040	Pras.g_01057
OG0000444	Syaj.g_02052	Pras.g_01063
OG0000445	Syaj.g_02053	Pras.g_01064
OG0000446	Syaj.g_02055	Pras.g_01065
OG0000447	Syaj.g_02058	Pras.g_01066
OG0000448	Syaj.g_02059	Pras.g_01067
OG0000449	Syaj.g_02060	Pras.g_01068
OG0000450	Syaj.g_02067	Pras.g_01069
OG0000451	Syaj.g_02068	Pras.g_01070
OG0000452	Syaj.g_02072	Pras.g_01073
OG0000453	Syaj.g_02073	Pras.g_01074
OG0000454	Syaj.g_02074	Pras.g_01075
OG0000455	Syaj.g_02075	Pras.g_01076
OG0000456	Syaj.g_02076	Pras.g_01077
OG0000457	Syaj.g_02078	Pras.g_01078
OG0000458	Syaj.g_02079	Pras.g_01079
OG0000459	Syaj.g_02080	Pras.g_01080
OG0000460	Syaj.g_02858	Pras.g_01087
OG0000461	Syaj.g_02623	Pras.g_01094
OG0000462	Syaj.g_02620	Pras.g_01096
OG0000463	Syaj.g_02619	Pras.g_01097
OG0000464	Syaj.g_02618	Pras.g_01098
OG0000465	Syaj.g_02617	Pras.g_01099
OG0000466	Syaj.g_02612	Pras.g_01102
OG0000467	Syaj.g_02610	Pras.g_01103
OG0000468	Syaj.g_02605	Pras.g_01105
OG0000469	Syaj.g_02590	Pras.g_01114
OG0000470	Syaj.g_02586	Pras.g_01116
OG0000471	Syaj.g_02585	Pras.g_01117
OG0000472	Syaj.g_02583	Pras.g_01118
OG0000473	Syaj.g_02581	Pras.g_01120
OG0000474	Syaj.g_02580	Pras.g_01121
OG0000475	Syaj.g_02579	Pras.g_01122
OG0000476	Syaj.g_02577	Pras.g_01123
OG0000477	Syaj.g_02571	Pras.g_01127
OG0000478	Syaj.g_02570	Pras.g_01128
OG0000479	Syaj.g_02569	Pras.g_01129
OG0000480	Syaj.g_02562	Pras.g_01134
OG0000481	Syaj.g_02560	Pras.g_01136
OG0000482	Syaj.g_02559	Pras.g_01137
OG0000483	Syaj.g_02555	Pras.g_01140
OG0000484	Syaj.g_02554	Pras.g_01141
OG0000485	Syaj.g_02553	Pras.g_01142
OG0000486	Syaj.g_02552	Pras.g_01143
OG0000487	Syaj.g_02546	Pras.g_01146
OG0000488	Syaj.g_02542	Pras.g_01149
OG0000489	Syaj.g_02529	Pras.g_01155
OG0000490	Syaj.g_02519	Pras.g_01160
OG0000491	Syaj.g_02517	Pras.g_01161
OG0000492	Syaj.g_02515	Pras.g_01163
OG0000493	Syaj.g_02514	Pras.g_01164
OG0000494	Syaj.g_02513	Pras.g_01165
OG0000495	Syaj.g_02512	Pras.g_01166
OG0000496	Syaj.g_02511	Pras.g_01167
OG0000497	Syaj.g_02510	Pras.g_01168
OG0000498	Syaj.g_02509	Pras.g_01169
OG0000499	Syaj.g_02508	Pras.g_01170
OG0000500	Syaj.g_02507	Pras.g_01171
OG0000501	Syaj.g_02504	Pras.g_01173
OG0000502	Syaj.g_02492	Pras.g_01176
OG0000503	Syaj.g_02805	Pras.g_01187
OG0000504	Syaj.g_02807	Pras.g_01188
OG0000505	Syaj.g_02808	Pras.g_01189
OG0000506	Syaj.g_02810	Pras.g_01191
OG0000507	Syaj.g_02816	Pras.g_01194
OG0000508	Syaj.g_02820	Pras.g_01198
OG0000509	Syaj.g_02822	Pras.g_01200
OG0000510	Syaj.g_02823	Pras.g_01201
OG0000511	Syaj.g_02824	Pras.g_01202
OG0000512	Syaj.g_02826	Pras.g_01204
OG0000513	Syaj.g_02833	Pras.g_01211
OG0000514	Syaj.g_02839	Pras.g_01309
OG0000515	Syaj.g_02840	Pras.g_01310
OG0000516	Syaj.g_01561	Pras.g_01311
OG0000517	Syaj.g_01556	Pras.g_01313
OG0000518	Syaj.g_01544	Pras.g_01324
OG0000519	Syaj.g_01543	Pras.g_01325
OG0000520	Syaj.g_01542	Pras.g_01326
OG0000521	Syaj.g_00271	Pras.g_01331
OG0000522	Syaj.g_00273	Pras.g_01332
OG0000523	Syaj.g_00274	Pras.g_01333
OG0000524	Syaj.g_01485	Pras.g_01339
OG0000525	Syaj.g_01454	Pras.g_01342
OG0000526	Syaj.g_01451	Pras.g_01343
OG0000527	Syaj.g_01446	Pras.g_01351
OG0000528	Syaj.g_00065	Pras.g_01356
OG0000529	Syaj.g_00073	Pras.g_01359
OG0000530	Syaj.g_00076	Pras.g_01362
OG0000531	Syaj.g_00077	Pras.g_01363
OG0000532	Syaj.g_00080	Pras.g_01365
OG0000533	Syaj.g_00081	Pras.g_01366
OG0000534	Syaj.g_00082	Pras.g_01367
OG0000535	Syaj.g_00083	Pras.g_01368
OG0000536	Syaj.g_00084	Pras.g_01369
OG0000537	Syaj.g_00085	Pras.g_01370
OG0000538	Syaj.g_00096	Pras.g_01378
OG0000539	Syaj.g_00097	Pras.g_01379
OG0000540	Syaj.g_00098	Pras.g_01380
OG0000541	Syaj.g_00099	Pras.g_01381
OG0000542	Syaj.g_00102	Pras.g_01383
OG0000543	Syaj.g_00104	Pras.g_01385
OG0000544	Syaj.g_00105	Pras.g_01386
OG0000545	Syaj.g_00107	Pras.g_01388
OG0000546	Syaj.g_00109	Pras.g_01391
OG0000547	Syaj.g_00111	Pras.g_01393
OG0000548	Syaj.g_00112	Pras.g_01394
OG0000549	Syaj.g_00118	Pras.g_01396
OG0000550	Syaj.g_00123	Pras.g_01401
OG0000551	Syaj.g_00128	Pras.g_01404
OG0000552	Syaj.g_00129	Pras.g_01405
OG0000553	Syaj.g_00133	Pras.g_01406
OG0000554	Syaj.g_00145	Pras.g_01411
OG0000555	Syaj.g_00163	Pras.g_01419
OG0000556	Syaj.g_00167	Pras.g_01421
OG0000557	Syaj.g_00178	Pras.g_01422
OG0000558	Syaj.g_00181	Pras.g_01424
OG0000559	Syaj.g_00185	Pras.g_01428
OG0000560	Syaj.g_00188	Pras.g_01431
OG0000561	Syaj.g_00189	Pras.g_01432
OG0000562	Syaj.g_00190	Pras.g_01433
