Orthogroup	Syaj	Syat
OG0000079	Syaj.g_02609	Syat.g_01879
OG0000080	Syaj.g_02022, Syaj.g_02368	Syat.g_02420
OG0000081	Syaj.g_02888	Syat.g_00980
OG0000082	Syaj.g_00229	Syat.g_00035
OG0000085	Syaj.g_01707	Syat.g_03113
OG0000086	Syaj.g_01848	Syat.g_01531, Syat.g_00798, Syat.g_00635
OG0000087	Syaj.g_01945	Syat.g_02912
OG0000088	Syaj.g_01986	Syat.g_02862
OG0000089	Syaj.g_02829, Syaj.g_01915	Syat.g_02953
OG0000090	Syaj.g_00144	Syat.g_03270
OG0000091	Syaj.g_01275	Syat.g_00939, Syat.g_00862
OG0000092	Syaj.g_00339	Syat.g_00825
OG0000094	Syaj.g_00804	Syat.g_00698
OG0000095	Syaj.g_00427	Syat.g_00808
OG0000098	Syaj.g_02671	Syat.g_03281
OG0000099	Syaj.g_02503	Syat.g_02130
OG0000100	Syaj.g_00987	Syat.g_00517
OG0000102	Syaj.g_02411	Syat.g_00974
OG0000104	Syaj.g_02258	Syat.g_02385
OG0000105	Syaj.g_02573	Syat.g_02052
OG0000106	Syaj.g_01130	Syat.g_00957
OG0000107	Syaj.g_02637	Syat.g_01862
OG0000108	Syaj.g_00072	Syat.g_03170
OG0000110	Syaj.g_00215	Syat.g_00049
OG0000111	Syaj.g_00437	Syat.g_00816
OG0000112	Syaj.g_00907	Syat.g_00593
OG0000113	Syaj.g_00992	Syat.g_00509
OG0000114	Syaj.g_00741	Syat.g_00426
OG0000115	Syaj.g_01402	Syat.g_01328
OG0000116	Syaj.g_00289	Syat.g_02641
OG0000117	Syaj.g_00637	Syat.g_00224
OG0000118	Syaj.g_00267	Syat.g_01168
OG0000119	Syaj.g_00317	Syat.g_00309
OG0000120	Syaj.g_02502	Syat.g_02132
OG0000121	Syaj.g_01383	Syat.g_01223
OG0000123	Syaj.g_02745	Syat.g_01653
OG0000124	Syaj.g_02388	Syat.g_02231
OG0000125	Syaj.g_02117	Syat.g_02684
OG0000126	Syaj.g_02256	Syat.g_00976
OG0000127	Syaj.g_00036	Syat.g_00175
OG0000128	Syaj.g_02274	Syat.g_02331
OG0000129	Syaj.g_02106	Syat.g_02693, Syat.g_02694
OG0000130	Syaj.g_01818	Syat.g_01469
OG0000131	Syaj.g_01964	Syat.g_02898
OG0000132	Syaj.g_01984, Syaj.g_00688	Syat.g_02864
OG0000133	Syaj.g_00902	Syat.g_00588
OG0000134	Syaj.g_02832	Syat.g_02956
OG0000135	Syaj.g_02167	Syat.g_02501
OG0000136	Syaj.g_01550	Syat.g_01292
OG0000137	Syaj.g_01444	Syat.g_01371
OG0000138	Syaj.g_02631, Syaj.g_00088	Syat.g_03188
OG0000140	Syaj.g_00153	Syat.g_03280
OG0000141	Syaj.g_01340	Syat.g_03398
OG0000142	Syaj.g_01283	Syat.g_00117
OG0000143	Syaj.g_01279	Syat.g_00130
OG0000144	Syaj.g_01151	Syat.g_00369
OG0000145	Syaj.g_00094	Syat.g_03202
OG0000146	Syaj.g_00908	Syat.g_00594
OG0000147	Syaj.g_00909	Syat.g_00595
OG0000148	Syaj.g_01003, Syaj.g_01002	Syat.g_00503
OG0000149	Syaj.g_00369	Syat.g_00747
OG0000150	Syaj.g_01339, Syaj.g_00154	Syat.g_03399
OG0000151	Syaj.g_01074	Syat.g_00801, Syat.g_00440
OG0000152	Syaj.g_00898	Syat.g_00578
OG0000153	Syaj.g_00842	Syat.g_00542
OG0000154	Syaj.g_00814	Syat.g_00708
OG0000155	Syaj.g_00338	Syat.g_00287
OG0000156	Syaj.g_00282	Syat.g_03228
OG0000157	Syaj.g_00281	Syat.g_02012, Syat.g_03227
OG0000158	Syaj.g_02445	Syat.g_02163
OG0000160	Syaj.g_01382	Syat.g_01224
OG0000161	Syaj.g_01389	Syat.g_01180
OG0000162	Syaj.g_01395	Syat.g_01281
OG0000163	Syaj.g_01639	Syat.g_02979
OG0000165	Syaj.g_01582	Syat.g_03033
OG0000166	Syaj.g_02698	Syat.g_01822
OG0000167	Syaj.g_02460	Syat.g_02148
OG0000168	Syaj.g_02444	Syat.g_02164
OG0000169	Syaj.g_02431, Syaj.g_02429	Syat.g_02192
OG0000170	Syaj.g_02422	Syat.g_02201
OG0000171	Syaj.g_02389	Syat.g_02230
OG0000172	Syaj.g_02365	Syat.g_02260
OG0000173	Syaj.g_02321	Syat.g_02284
OG0000174	Syaj.g_02169	Syat.g_02504
OG0000175	Syaj.g_02229	Syat.g_02416
OG0000176	Syaj.g_02266	Syat.g_02372
OG0000177	Syaj.g_02267	Syat.g_02338
OG0000178	Syaj.g_02268	Syat.g_02337
OG0000179	Syaj.g_02283	Syat.g_02322
OG0000180	Syaj.g_02284	Syat.g_02321
OG0000181	Syaj.g_02285	Syat.g_02320
OG0000182	Syaj.g_02286	Syat.g_02319
OG0000183	Syaj.g_02290	Syat.g_02315
OG0000184	Syaj.g_02098	Syat.g_02704
OG0000185	Syaj.g_02087	Syat.g_02719
OG0000186	Syaj.g_01812	Syat.g_01463
OG0000187	Syaj.g_01814	Syat.g_01467
OG0000188	Syaj.g_01837	Syat.g_01489
OG0000189	Syaj.g_01874	Syat.g_01557
OG0000190	Syaj.g_01876	Syat.g_00330
OG0000191	Syaj.g_01910	Syat.g_03344, Syat.g_02939
OG0000192	Syaj.g_01919	Syat.g_02933
OG0000193	Syaj.g_01965	Syat.g_02897
OG0000194	Syaj.g_01968	Syat.g_02894
OG0000196	Syaj.g_01981	Syat.g_02867
OG0000197	Syaj.g_01982	Syat.g_02866
OG0000198	Syaj.g_01983	Syat.g_02865
OG0000199	Syaj.g_01991	Syat.g_02857
OG0000200	Syaj.g_02008	Syat.g_02840
OG0000201	Syaj.g_02024	Syat.g_02821
OG0000202	Syaj.g_02025	Syat.g_02820
OG0000203	Syaj.g_02026	Syat.g_02819
OG0000204	Syaj.g_02027	Syat.g_02818
OG0000205	Syaj.g_02035	Syat.g_02809
OG0000206	Syaj.g_02043	Syat.g_02785
OG0000207	Syaj.g_02045	Syat.g_02778
OG0000208	Syaj.g_02046	Syat.g_02777
OG0000209	Syaj.g_02070	Syat.g_02735
OG0000210	Syaj.g_02071	Syat.g_02734
OG0000211	Syaj.g_02856	Syat.g_01452
OG0000212	Syaj.g_02881	Syat.g_01442
OG0000213	Syaj.g_02601	Syat.g_01889
OG0000214	Syaj.g_02582	Syat.g_02042
OG0000215	Syaj.g_02551	Syat.g_02075
OG0000216	Syaj.g_02547	Syat.g_02079
OG0000217	Syaj.g_02543	Syat.g_02085
OG0000218	Syaj.g_02541	Syat.g_02087
OG0000219	Syaj.g_02540	Syat.g_02088
OG0000220	Syaj.g_02539	Syat.g_02089
OG0000221	Syaj.g_02530	Syat.g_02095
OG0000222	Syaj.g_02516	Syat.g_02109
OG0000223	Syaj.g_02494	Syat.g_02570
OG0000224	Syaj.g_02487	Syat.g_02139
OG0000225	Syaj.g_02821	Syat.g_01595
OG0000226	Syaj.g_02825	Syat.g_01588
OG0000228	Syaj.g_02828	Syat.g_02952
OG0000229	Syaj.g_01555	Syat.g_02970
OG0000230	Syaj.g_01553	Syat.g_02972
OG0000232	Syaj.g_01497	Syat.g_01313
OG0000233	Syaj.g_01481	Syat.g_01407
OG0000234	Syaj.g_01442	Syat.g_01369
OG0000235	Syaj.g_00071	Syat.g_03169
OG0000236	Syaj.g_00086	Syat.g_03186
OG0000237	Syaj.g_00103	Syat.g_03214
OG0000238	Syaj.g_00108	Syat.g_03219
OG0000239	Syaj.g_00125	Syat.g_01105
OG0000240	Syaj.g_00126	Syat.g_01104
OG0000241	Syaj.g_01291	Syat.g_00111
OG0000242	Syaj.g_00142	Syat.g_01077
OG0000243	Syaj.g_00164	Syat.g_00092
OG0000244	Syaj.g_00180	Syat.g_00082
OG0000245	Syaj.g_00182	Syat.g_00080
OG0000246	Syaj.g_00186	Syat.g_00076
OG0000247	Syaj.g_00197	Syat.g_00065
OG0000248	Syaj.g_00200	Syat.g_00062
OG0000249	Syaj.g_00202	Syat.g_00060
OG0000250	Syaj.g_00211	Syat.g_00053
OG0000251	Syaj.g_00237	Syat.g_00027
OG0000252	Syaj.g_00243	Syat.g_00022
OG0000253	Syaj.g_00245	Syat.g_00021
OG0000254	Syaj.g_01335	Syat.g_03407
OG0000255	Syaj.g_01315	Syat.g_02405
OG0000256	Syaj.g_01297	Syat.g_03306
OG0000257	Syaj.g_01292	Syat.g_00109
OG0000258	Syaj.g_01274	Syat.g_00382
OG0000259	Syaj.g_00707	Syat.g_00342
OG0000260	Syaj.g_00712	Syat.g_00392
OG0000261	Syaj.g_00715	Syat.g_00400
OG0000262	Syaj.g_00720	Syat.g_00407
OG0000263	Syaj.g_00605	Syat.g_00200
OG0000266	Syaj.g_00946	Syat.g_00671
OG0000267	Syaj.g_00770	Syat.g_00636
OG0000268	Syaj.g_00771	Syat.g_00634
OG0000269	Syaj.g_01031	Syat.g_00474, Syat.g_00126
OG0000270	Syaj.g_01025	Syat.g_00477
OG0000271	Syaj.g_01017	Syat.g_00485
OG0000272	Syaj.g_01016	Syat.g_00486
OG0000273	Syaj.g_00389	Syat.g_00520
OG0000274	Syaj.g_00388	Syat.g_00521
OG0000275	Syaj.g_00384	Syat.g_00718
OG0000276	Syaj.g_00377	Syat.g_00725
OG0000278	Syaj.g_00373	Syat.g_00741
OG0000279	Syaj.g_00357	Syat.g_00755
OG0000280	Syaj.g_00348	Syat.g_01669
OG0000281	Syaj.g_02670	Syat.g_00960
OG0000282	Syaj.g_00743	Syat.g_00431
OG0000283	Syaj.g_00790	Syat.g_00620
OG0000284	Syaj.g_00930	Syat.g_00614
OG0000285	Syaj.g_00917	Syat.g_00607
OG0000286	Syaj.g_00899	Syat.g_00579
OG0000287	Syaj.g_00849	Syat.g_00550
OG0000288	Syaj.g_00815	Syat.g_00709
OG0000289	Syaj.g_00800	Syat.g_00695
OG0000290	Syaj.g_00424	Syat.g_00805
OG0000292	Syaj.g_02255	Syat.g_02388
OG0000293	Syaj.g_00290	Syat.g_03241
OG0000295	Syaj.g_00330	Syat.g_00297
OG0000296	Syaj.g_00332	Syat.g_00295
OG0000299	Syaj.g_00592	Syat.g_00910
OG0000300	Syaj.g_00586	Syat.g_00904
OG0000301	Syaj.g_00585	Syat.g_00903
OG0000302	Syaj.g_00582	Syat.g_00901
OG0000303	Syaj.g_00572	Syat.g_00892
OG0000304	Syaj.g_00566	Syat.g_00885
OG0000305	Syaj.g_00429	Syat.g_00809
OG0000306	Syaj.g_01126	Syat.g_01704
OG0000307	Syaj.g_00051	Syat.g_01304
OG0000308	Syaj.g_00049	Syat.g_01306
OG0000309	Syaj.g_00044	Syat.g_01417
OG0000310	Syaj.g_01358	Syat.g_01246
OG0000311	Syaj.g_01362	Syat.g_01242
OG0000312	Syaj.g_01368	Syat.g_01237
OG0000313	Syaj.g_01386	Syat.g_01183
OG0000314	Syaj.g_01420	Syat.g_01341
OG0000315	Syaj.g_01430	Syat.g_01351
OG0000316	Syaj.g_01664	Syat.g_03082
OG0000317	Syaj.g_01715	Syat.g_03120
OG0000318	Syaj.g_01722	Syat.g_03125
OG0000319	Syaj.g_01741	Syat.g_03055
OG0000320	Syaj.g_01743	Syat.g_03053
OG0000321	Syaj.g_01744	Syat.g_03052
OG0000322	Syaj.g_01745	Syat.g_03051
OG0000323	Syaj.g_01760	Syat.g_03038
OG0000324	Syaj.g_01609	Syat.g_02998
OG0000325	Syaj.g_02638	Syat.g_01861
OG0000327	Syaj.g_02693	Syat.g_01827
OG0000328	Syaj.g_02694	Syat.g_01826
OG0000329	Syaj.g_02712	Syat.g_01808
OG0000330	Syaj.g_02713	Syat.g_01807
OG0000331	Syaj.g_02714	Syat.g_01806
OG0000333	Syaj.g_02732	Syat.g_01787
OG0000334	Syaj.g_02741	Syat.g_01657
OG0000335	Syaj.g_02746	Syat.g_01652
OG0000336	Syaj.g_02750	Syat.g_01648
OG0000337	Syaj.g_02466	Syat.g_02144
OG0000338	Syaj.g_02462	Syat.g_02146
OG0000339	Syaj.g_02455	Syat.g_02155, Syat.g_01055
OG0000340	Syaj.g_02443	Syat.g_02165
OG0000341	Syaj.g_02441	Syat.g_02167
OG0000342	Syaj.g_02440	Syat.g_02168
OG0000343	Syaj.g_02437	Syat.g_02185
OG0000344	Syaj.g_02433	Syat.g_02189
OG0000345	Syaj.g_02421	Syat.g_02202
OG0000346	Syaj.g_02416	Syat.g_02207
OG0000347	Syaj.g_02383	Syat.g_02234
OG0000348	Syaj.g_02333	Syat.g_02264
OG0000349	Syaj.g_02314	Syat.g_02291
OG0000350	Syaj.g_02652	Syat.g_01847
OG0000351	Syaj.g_02234	Syat.g_02411
OG0000352	Syaj.g_02235	Syat.g_02410
OG0000353	Syaj.g_02261	Syat.g_00955, Syat.g_02377
OG0000354	Syaj.g_00114	Syat.g_03225
OG0000354	Syaj.g_02281	Syat.g_02325
OG0000355	Syaj.g_02263	Syat.g_02375
OG0000356	Syaj.g_02264	Syat.g_02374
OG0000357	Syaj.g_02265	Syat.g_02373
OG0000358	Syaj.g_02269	Syat.g_02336
OG0000359	Syaj.g_02271	Syat.g_02334
OG0000360	Syaj.g_02272	Syat.g_02333
OG0000361	Syaj.g_02273	Syat.g_02332
OG0000362	Syaj.g_02275	Syat.g_02330
OG0000363	Syaj.g_02277	Syat.g_02328
OG0000364	Syaj.g_02278	Syat.g_03122
OG0000365	Syaj.g_02287	Syat.g_02318
OG0000366	Syaj.g_02288	Syat.g_02317
OG0000367	Syaj.g_02289	Syat.g_02316
OG0000368	Syaj.g_02291	Syat.g_02314
OG0000369	Syaj.g_02292	Syat.g_02313
OG0000370	Syaj.g_02293	Syat.g_02312
OG0000371	Syaj.g_02301	Syat.g_02304
OG0000372	Syaj.g_02307	Syat.g_02298
OG0000373	Syaj.g_02308	Syat.g_02297
OG0000374	Syaj.g_02309	Syat.g_02296
OG0000375	Syaj.g_02310	Syat.g_02295
OG0000376	Syaj.g_02312	Syat.g_02293
OG0000377	Syaj.g_02105	Syat.g_02695
OG0000378	Syaj.g_02091	Syat.g_02715
OG0000379	Syaj.g_02086	Syat.g_02720
OG0000380	Syaj.g_01815	Syat.g_01468
OG0000381	Syaj.g_01819	Syat.g_01470
OG0000382	Syaj.g_01836	Syat.g_01488
OG0000383	Syaj.g_01839	Syat.g_01521
OG0000384	Syaj.g_01840	Syat.g_01522
OG0000385	Syaj.g_01841	Syat.g_01523
OG0000386	Syaj.g_01842	Syat.g_01524
OG0000387	Syaj.g_01878	Syat.g_01561
OG0000388	Syaj.g_01882	Syat.g_01565
OG0000389	Syaj.g_01886	Syat.g_01569
OG0000390	Syaj.g_01904	Syat.g_02945
OG0000391	Syaj.g_01909	Syat.g_02940
OG0000392	Syaj.g_01918	Syat.g_02934
OG0000393	Syaj.g_01922	Syat.g_02931
OG0000394	Syaj.g_01923	Syat.g_02930
OG0000395	Syaj.g_01924	Syat.g_02929
OG0000396	Syaj.g_01928	Syat.g_02927
OG0000397	Syaj.g_01930	Syat.g_02925
OG0000398	Syaj.g_01935	Syat.g_02920
OG0000399	Syaj.g_01936	Syat.g_02919
OG0000400	Syaj.g_01937	Syat.g_02918
OG0000401	Syaj.g_01938	Syat.g_02917
OG0000402	Syaj.g_01940	Syat.g_02915
OG0000403	Syaj.g_01941	Syat.g_02914
OG0000404	Syaj.g_01943	Syat.g_02913
OG0000405	Syaj.g_01961	Syat.g_02900
OG0000406	Syaj.g_01966	Syat.g_02896
OG0000407	Syaj.g_01967	Syat.g_02895
OG0000408	Syaj.g_01970	Syat.g_02893
OG0000409	Syaj.g_01972	Syat.g_02891
OG0000410	Syaj.g_01973	Syat.g_02890
OG0000411	Syaj.g_01974	Syat.g_02889
OG0000412	Syaj.g_01975	Syat.g_02888
OG0000413	Syaj.g_01977	Syat.g_02886
OG0000415	Syaj.g_01978	Syat.g_02884
OG0000416	Syaj.g_01979	Syat.g_02883
OG0000417	Syaj.g_01980	Syat.g_02868
OG0000418	Syaj.g_01985	Syat.g_02863
OG0000419	Syaj.g_01987	Syat.g_02861
OG0000420	Syaj.g_01989	Syat.g_02859
OG0000421	Syaj.g_01994	Syat.g_02855
OG0000422	Syaj.g_01995	Syat.g_02854
OG0000423	Syaj.g_01996	Syat.g_02853
OG0000424	Syaj.g_01997	Syat.g_02852
OG0000425	Syaj.g_01998	Syat.g_02851
OG0000426	Syaj.g_01999	Syat.g_02850
OG0000427	Syaj.g_02000	Syat.g_02849
OG0000428	Syaj.g_02003	Syat.g_02846
OG0000429	Syaj.g_02005	Syat.g_02843
OG0000430	Syaj.g_02007	Syat.g_02841
OG0000431	Syaj.g_02010	Syat.g_02838
OG0000432	Syaj.g_02017	Syat.g_02832
OG0000433	Syaj.g_02020	Syat.g_02829
OG0000434	Syaj.g_02021	Syat.g_02828
OG0000435	Syaj.g_02023	Syat.g_02824
OG0000436	Syaj.g_02029	Syat.g_02817
OG0000437	Syaj.g_02030	Syat.g_02558
OG0000438	Syaj.g_02031	Syat.g_02813
OG0000439	Syaj.g_02033	Syat.g_02811
OG0000440	Syaj.g_02034	Syat.g_02810
OG0000441	Syaj.g_02038	Syat.g_02807
OG0000442	Syaj.g_02039	Syat.g_02797
OG0000443	Syaj.g_02040	Syat.g_02787
OG0000444	Syaj.g_02052	Syat.g_02756
OG0000445	Syaj.g_02053	Syat.g_02755
OG0000446	Syaj.g_02055	Syat.g_02753
OG0000447	Syaj.g_02058	Syat.g_02749
OG0000448	Syaj.g_02059	Syat.g_02748
OG0000449	Syaj.g_02060	Syat.g_02747
OG0000450	Syaj.g_02067	Syat.g_02738
OG0000451	Syaj.g_02068	Syat.g_02737
OG0000452	Syaj.g_02072	Syat.g_02732
OG0000453	Syaj.g_02073	Syat.g_02731
OG0000454	Syaj.g_02074	Syat.g_02730
OG0000455	Syaj.g_02075	Syat.g_02729
OG0000456	Syaj.g_02076	Syat.g_02728
OG0000457	Syaj.g_02078	Syat.g_02726
OG0000458	Syaj.g_02079	Syat.g_02725
OG0000459	Syaj.g_02080	Syat.g_02724
OG0000460	Syaj.g_02858	Syat.g_01450
OG0000461	Syaj.g_02623	Syat.g_01866
OG0000462	Syaj.g_02620	Syat.g_01868
OG0000463	Syaj.g_02619	Syat.g_01869
OG0000464	Syaj.g_02618	Syat.g_01870
OG0000465	Syaj.g_02617	Syat.g_01872
OG0000466	Syaj.g_02612	Syat.g_01877
OG0000467	Syaj.g_02610	Syat.g_01878
OG0000468	Syaj.g_02605	Syat.g_01884
OG0000469	Syaj.g_02590	Syat.g_02000
OG0000470	Syaj.g_02586	Syat.g_02038
OG0000471	Syaj.g_02585	Syat.g_02039
OG0000472	Syaj.g_02583	Syat.g_02041
OG0000473	Syaj.g_02581	Syat.g_02043
OG0000474	Syaj.g_02580	Syat.g_02044
OG0000475	Syaj.g_02579	Syat.g_02045
OG0000476	Syaj.g_02577	Syat.g_02047
OG0000477	Syaj.g_02571	Syat.g_02053
OG0000478	Syaj.g_02570	Syat.g_02054
OG0000479	Syaj.g_02569	Syat.g_02056
OG0000480	Syaj.g_02562	Syat.g_02063
OG0000481	Syaj.g_02560	Syat.g_02066
OG0000482	Syaj.g_02559	Syat.g_02067
OG0000483	Syaj.g_02555	Syat.g_02071
OG0000484	Syaj.g_02554	Syat.g_02072
OG0000485	Syaj.g_02553	Syat.g_02073
OG0000486	Syaj.g_02552	Syat.g_02074
OG0000487	Syaj.g_02546	Syat.g_02080
OG0000488	Syaj.g_02542	Syat.g_02086
OG0000489	Syaj.g_02529	Syat.g_02097
OG0000490	Syaj.g_02519	Syat.g_02106
OG0000491	Syaj.g_02517	Syat.g_02107
OG0000492	Syaj.g_02515	Syat.g_02110
OG0000493	Syaj.g_02514	Syat.g_02111
OG0000494	Syaj.g_02513	Syat.g_02112
OG0000495	Syaj.g_02512	Syat.g_02120
OG0000496	Syaj.g_02511	Syat.g_02121
OG0000497	Syaj.g_02510	Syat.g_02122
OG0000498	Syaj.g_02509	Syat.g_02123
OG0000499	Syaj.g_02508	Syat.g_02124
OG0000500	Syaj.g_02507	Syat.g_02125
OG0000501	Syaj.g_02504	Syat.g_02128
OG0000502	Syaj.g_02492	Syat.g_02135
OG0000503	Syaj.g_02805	Syat.g_01614
OG0000504	Syaj.g_02807	Syat.g_01612
OG0000505	Syaj.g_02808	Syat.g_01611
OG0000506	Syaj.g_02810	Syat.g_01609
OG0000507	Syaj.g_02816	Syat.g_01603
OG0000508	Syaj.g_02820	Syat.g_01596
OG0000509	Syaj.g_02822	Syat.g_01591
OG0000510	Syaj.g_02823	Syat.g_01590
OG0000511	Syaj.g_02824	Syat.g_01589
OG0000512	Syaj.g_02826	Syat.g_01587
OG0000513	Syaj.g_02833	Syat.g_02957
OG0000514	Syaj.g_02839	Syat.g_02962
OG0000515	Syaj.g_02840	Syat.g_02963
OG0000516	Syaj.g_01561	Syat.g_02965
OG0000517	Syaj.g_01556	Syat.g_02969
OG0000518	Syaj.g_01544	Syat.g_01286
OG0000519	Syaj.g_01543	Syat.g_01285
OG0000520	Syaj.g_01542	Syat.g_01284
OG0000521	Syaj.g_00271	Syat.g_01319
OG0000522	Syaj.g_00273	Syat.g_01317
OG0000523	Syaj.g_00274	Syat.g_01316
OG0000524	Syaj.g_01485	Syat.g_01409
OG0000525	Syaj.g_01454	Syat.g_01382
OG0000526	Syaj.g_01451	Syat.g_01380
OG0000527	Syaj.g_01446	Syat.g_01373
OG0000528	Syaj.g_00065	Syat.g_03167
OG0000529	Syaj.g_00073	Syat.g_03171
OG0000530	Syaj.g_00076	Syat.g_03174
OG0000531	Syaj.g_00077	Syat.g_03175
OG0000532	Syaj.g_00080	Syat.g_03178
OG0000533	Syaj.g_00081	Syat.g_03180
OG0000534	Syaj.g_00082	Syat.g_03181
OG0000535	Syaj.g_00083	Syat.g_03182
OG0000536	Syaj.g_00084	Syat.g_03183
OG0000537	Syaj.g_00085	Syat.g_03185
OG0000538	Syaj.g_00096	Syat.g_03204
OG0000539	Syaj.g_00097	Syat.g_03206
OG0000540	Syaj.g_00098	Syat.g_03207
OG0000541	Syaj.g_00099	Syat.g_03208
OG0000542	Syaj.g_00102	Syat.g_03213
OG0000543	Syaj.g_00104	Syat.g_03215
OG0000544	Syaj.g_00105	Syat.g_03216
OG0000545	Syaj.g_00107	Syat.g_03218
OG0000546	Syaj.g_00109	Syat.g_03220
OG0000547	Syaj.g_00111	Syat.g_03222
OG0000548	Syaj.g_00112	Syat.g_03223
OG0000549	Syaj.g_00118	Syat.g_01795
OG0000550	Syaj.g_00123	Syat.g_01107
OG0000551	Syaj.g_00128	Syat.g_01103
OG0000552	Syaj.g_00129	Syat.g_01102
OG0000553	Syaj.g_00133	Syat.g_01098
OG0000554	Syaj.g_00145	Syat.g_03271
OG0000555	Syaj.g_00163	Syat.g_00093
OG0000556	Syaj.g_00167	Syat.g_00088
OG0000557	Syaj.g_00178	Syat.g_00083
OG0000558	Syaj.g_00181	Syat.g_00081
OG0000559	Syaj.g_00185	Syat.g_00077
OG0000560	Syaj.g_00188	Syat.g_00074
OG0000561	Syaj.g_00189	Syat.g_00073
OG0000562	Syaj.g_00190	Syat.g_00072
OG0000563	Syaj.g_00191	Syat.g_00071
OG0000564	Syaj.g_00192	Syat.g_00070
OG0000565	Syaj.g_00195	Syat.g_00067
OG0000566	Syaj.g_00199	Syat.g_00063
OG0000567	Syaj.g_00203	Syat.g_00059
OG0000568	Syaj.g_00207	Syat.g_00057
OG0000569	Syaj.g_00208	Syat.g_00056
OG0000570	Syaj.g_00209	Syat.g_00055
OG0000571	Syaj.g_00213	Syat.g_00052
OG0000572	Syaj.g_00230	Syat.g_00033
OG0000573	Syaj.g_00238	Syat.g_00024
OG0000574	Syaj.g_00242	Syat.g_00023
OG0000575	Syaj.g_00247	Syat.g_00018
OG0000576	Syaj.g_00249	Syat.g_00014
OG0000577	Syaj.g_00250	Syat.g_00013
OG0000578	Syaj.g_00251	Syat.g_00012
OG0000579	Syaj.g_00252	Syat.g_00011
OG0000580	Syaj.g_00253	Syat.g_00010
OG0000581	Syaj.g_00261	Syat.g_00003
OG0000582	Syaj.g_01338	Syat.g_03403
OG0000583	Syaj.g_01337	Syat.g_03404
