Orthogroup	Syaj	Pram
OG0000263	Syaj.g_00605	Pram.g_00771
OG0000264	Syaj.g_00485	Pram.g_00782
OG0000265	Syaj.g_00510	Pram.g_00801
OG0000266	Syaj.g_00946	Pram.g_01020
OG0000267	Syaj.g_00770	Pram.g_01007
OG0000268	Syaj.g_00771	Pram.g_01006
OG0000269	Syaj.g_01031	Pram.g_00804
OG0000270	Syaj.g_01025	Pram.g_00807
OG0000271	Syaj.g_01017	Pram.g_00815
OG0000272	Syaj.g_01016	Pram.g_00816
OG0000273	Syaj.g_00389	Pram.g_00839
OG0000274	Syaj.g_00388	Pram.g_00840
OG0000275	Syaj.g_00384	Pram.g_00843
OG0000276	Syaj.g_00377	Pram.g_00849
OG0000277	Syaj.g_00376	Pram.g_00850
OG0000278	Syaj.g_00373	Pram.g_00853
OG0000279	Syaj.g_00357	Pram.g_00861
OG0000280	Syaj.g_00348	Pram.g_00862
OG0000281	Syaj.g_02670	Pram.g_00870
OG0000282	Syaj.g_00743	Pram.g_00736
OG0000283	Syaj.g_00790	Pram.g_00916
OG0000284	Syaj.g_00930	Pram.g_00921
OG0000285	Syaj.g_00917	Pram.g_00926
OG0000286	Syaj.g_00899	Pram.g_00942
OG0000287	Syaj.g_00849	Pram.g_01199
OG0000288	Syaj.g_00815	Pram.g_00977
OG0000289	Syaj.g_00800	Pram.g_00992
OG0000290	Syaj.g_00424	Pram.g_00891
OG0000291	Syaj.g_00426	Pram.g_00889
OG0000292	Syaj.g_02255	Pram.g_01185
OG0000293	Syaj.g_00290	Pram.g_01150
OG0000294	Syaj.g_00291	Pram.g_01149
OG0000295	Syaj.g_00330	Pram.g_01125
OG0000296	Syaj.g_00332	Pram.g_01123
OG0000297	Syaj.g_00639	Pram.g_01114
OG0000298	Syaj.g_00638	Pram.g_01113
OG0000299	Syaj.g_00592	Pram.g_01094
OG0000300	Syaj.g_00586	Pram.g_01091
OG0000301	Syaj.g_00585	Pram.g_01090
OG0000302	Syaj.g_00582	Pram.g_01088
OG0000303	Syaj.g_00572	Pram.g_01082
OG0000304	Syaj.g_00566	Pram.g_00571
OG0000305	Syaj.g_00429	Pram.g_01183
OG0000306	Syaj.g_01126	Pram.g_00874
OG0000307	Syaj.g_00051	Pram.g_01458
OG0000308	Syaj.g_00049	Pram.g_01457
OG0000309	Syaj.g_00044	Pram.g_01453
OG0000310	Syaj.g_01358	Pram.g_01395
OG0000311	Syaj.g_01362	Pram.g_01393
OG0000312	Syaj.g_01368	Pram.g_01390
OG0000313	Syaj.g_01386	Pram.g_01374
OG0000314	Syaj.g_01420	Pram.g_01351
OG0000315	Syaj.g_01430	Pram.g_01341
OG0000316	Syaj.g_01664	Pram.g_01315
OG0000317	Syaj.g_01715	Pram.g_01629
OG0000318	Syaj.g_01722	Pram.g_01633
OG0000319	Syaj.g_01741	Pram.g_01646
OG0000320	Syaj.g_01743	Pram.g_01648
OG0000321	Syaj.g_01744	Pram.g_01649
OG0000322	Syaj.g_01745	Pram.g_01650
OG0000323	Syaj.g_01760	Pram.g_01659
OG0000324	Syaj.g_01609	Pram.g_01687
OG0000325	Syaj.g_02638	Pram.g_01697
OG0000326	Syaj.g_02645	Pram.g_01704
OG0000327	Syaj.g_02693	Pram.g_01728
OG0000328	Syaj.g_02694	Pram.g_01729
OG0000329	Syaj.g_02712	Pram.g_01746
OG0000330	Syaj.g_02713	Pram.g_01747
OG0000331	Syaj.g_02714	Pram.g_01748
OG0000332	Syaj.g_02729	Pram.g_01762
OG0000333	Syaj.g_02732	Pram.g_01764
OG0000334	Syaj.g_02741	Pram.g_01773
OG0000335	Syaj.g_02746	Pram.g_01778
OG0000336	Syaj.g_02750	Pram.g_01782
OG0000337	Syaj.g_02466	Pram.g_01801
OG0000338	Syaj.g_02462	Pram.g_01802
OG0000339	Syaj.g_02455	Pram.g_01808
OG0000340	Syaj.g_02443	Pram.g_01817
OG0000341	Syaj.g_02441	Pram.g_01819
OG0000342	Syaj.g_02440	Pram.g_01820
OG0000343	Syaj.g_02437	Pram.g_01821
OG0000344	Syaj.g_02433	Pram.g_01824
OG0000345	Syaj.g_02421	Pram.g_01830
OG0000346	Syaj.g_02416	Pram.g_01834
OG0000347	Syaj.g_02383	Pram.g_01851
OG0000348	Syaj.g_02333	Pram.g_01859
OG0000349	Syaj.g_02314	Pram.g_01877
OG0000350	Syaj.g_02652	Pram.g_01898
OG0000351	Syaj.g_02234	Pram.g_01917
OG0000352	Syaj.g_02235	Pram.g_01918
OG0000353	Syaj.g_02261	Pram.g_01937
OG0000355	Syaj.g_02263	Pram.g_01939
OG0000356	Syaj.g_02264	Pram.g_01940
OG0000357	Syaj.g_02265	Pram.g_01941
OG0000358	Syaj.g_02269	Pram.g_01945
OG0000359	Syaj.g_02271	Pram.g_01946
OG0000360	Syaj.g_02272	Pram.g_01947
OG0000361	Syaj.g_02273	Pram.g_01948
OG0000362	Syaj.g_02275	Pram.g_01950
OG0000363	Syaj.g_02277	Pram.g_00001
OG0000364	Syaj.g_02278	Pram.g_00002
OG0000365	Syaj.g_02287	Pram.g_00007
OG0000366	Syaj.g_02288	Pram.g_00008
OG0000367	Syaj.g_02289	Pram.g_00009
OG0000368	Syaj.g_02291	Pram.g_00011
OG0000369	Syaj.g_02292	Pram.g_00012
OG0000370	Syaj.g_02293	Pram.g_00013
OG0000371	Syaj.g_02301	Pram.g_00019
OG0000372	Syaj.g_02307	Pram.g_00021
OG0000373	Syaj.g_02308	Pram.g_00022
OG0000374	Syaj.g_02309	Pram.g_00023
OG0000375	Syaj.g_02310	Pram.g_00024
OG0000376	Syaj.g_02312	Pram.g_00026
OG0000377	Syaj.g_02105	Pram.g_00030
OG0000378	Syaj.g_02091	Pram.g_00034
OG0000379	Syaj.g_02086	Pram.g_00037
OG0000380	Syaj.g_01815	Pram.g_00050
OG0000381	Syaj.g_01819	Pram.g_00055
OG0000382	Syaj.g_01836	Pram.g_00065
OG0000383	Syaj.g_01839	Pram.g_00067
OG0000384	Syaj.g_01840	Pram.g_00068
OG0000385	Syaj.g_01841	Pram.g_00069
OG0000386	Syaj.g_01842	Pram.g_00070
OG0000387	Syaj.g_01878	Pram.g_00083
OG0000388	Syaj.g_01882	Pram.g_00087
OG0000389	Syaj.g_01886	Pram.g_00090
OG0000390	Syaj.g_01904	Pram.g_00099
OG0000391	Syaj.g_01909	Pram.g_00102
OG0000392	Syaj.g_01918	Pram.g_00106
OG0000393	Syaj.g_01922	Pram.g_00109
OG0000394	Syaj.g_01923	Pram.g_00110
OG0000395	Syaj.g_01924	Pram.g_00111
OG0000396	Syaj.g_01928	Pram.g_00113
OG0000397	Syaj.g_01930	Pram.g_00115
OG0000398	Syaj.g_01935	Pram.g_00118
OG0000399	Syaj.g_01936	Pram.g_00119
OG0000400	Syaj.g_01937	Pram.g_00120
OG0000401	Syaj.g_01938	Pram.g_00121
OG0000402	Syaj.g_01940	Pram.g_01001
OG0000403	Syaj.g_01941	Pram.g_00123
OG0000404	Syaj.g_01943	Pram.g_00124
OG0000405	Syaj.g_01961	Pram.g_00128
OG0000406	Syaj.g_01966	Pram.g_00132
OG0000407	Syaj.g_01967	Pram.g_00133
OG0000408	Syaj.g_01970	Pram.g_00135
OG0000409	Syaj.g_01972	Pram.g_00137
OG0000410	Syaj.g_01973	Pram.g_00138
OG0000411	Syaj.g_01974	Pram.g_00139
OG0000412	Syaj.g_01975	Pram.g_00140
OG0000413	Syaj.g_01977	Pram.g_00141
OG0000415	Syaj.g_01978	Pram.g_00143
OG0000416	Syaj.g_01979	Pram.g_00144
OG0000417	Syaj.g_01980	Pram.g_00145
OG0000418	Syaj.g_01985	Pram.g_00150
OG0000419	Syaj.g_01987	Pram.g_00152
OG0000420	Syaj.g_01989	Pram.g_00153
OG0000421	Syaj.g_01994	Pram.g_00157
OG0000422	Syaj.g_01995	Pram.g_00158
OG0000423	Syaj.g_01996	Pram.g_00159
OG0000424	Syaj.g_01997	Pram.g_00160
OG0000425	Syaj.g_01998	Pram.g_00161
OG0000426	Syaj.g_01999	Pram.g_00162
OG0000427	Syaj.g_02000	Pram.g_00163
OG0000428	Syaj.g_02003	Pram.g_00165
OG0000429	Syaj.g_02005	Pram.g_00166
OG0000430	Syaj.g_02007	Pram.g_00167
OG0000431	Syaj.g_02010	Pram.g_00169
OG0000432	Syaj.g_02017	Pram.g_00173
OG0000433	Syaj.g_02020	Pram.g_00174
OG0000434	Syaj.g_02021	Pram.g_00175
OG0000435	Syaj.g_02023	Pram.g_00176
OG0000436	Syaj.g_02029	Pram.g_00181
OG0000437	Syaj.g_02030	Pram.g_00182
OG0000438	Syaj.g_02031	Pram.g_00183
OG0000439	Syaj.g_02033	Pram.g_00185
OG0000440	Syaj.g_02034	Pram.g_00186
OG0000441	Syaj.g_02038	Pram.g_00189
OG0000442	Syaj.g_02039	Pram.g_00190
OG0000443	Syaj.g_02040	Pram.g_00191
OG0000444	Syaj.g_02052	Pram.g_00196
OG0000445	Syaj.g_02053	Pram.g_00197
OG0000446	Syaj.g_02055	Pram.g_00198
OG0000447	Syaj.g_02058	Pram.g_00199
OG0000448	Syaj.g_02059	Pram.g_00200
OG0000449	Syaj.g_02060	Pram.g_00201
OG0000450	Syaj.g_02067	Pram.g_00202
OG0000451	Syaj.g_02068	Pram.g_00203
OG0000452	Syaj.g_02072	Pram.g_00206
OG0000453	Syaj.g_02073	Pram.g_00207
OG0000454	Syaj.g_02074	Pram.g_00208
OG0000455	Syaj.g_02075	Pram.g_00209
OG0000456	Syaj.g_02076	Pram.g_00210
OG0000457	Syaj.g_02078	Pram.g_00212
OG0000458	Syaj.g_02079	Pram.g_00213
OG0000459	Syaj.g_02080	Pram.g_00214
OG0000460	Syaj.g_02858	Pram.g_00222
OG0000461	Syaj.g_02623	Pram.g_00230
OG0000462	Syaj.g_02620	Pram.g_00232
OG0000463	Syaj.g_02619	Pram.g_00233
OG0000464	Syaj.g_02618	Pram.g_00234
OG0000465	Syaj.g_02617	Pram.g_00235
OG0000466	Syaj.g_02612	Pram.g_00238
OG0000467	Syaj.g_02610	Pram.g_00239
OG0000468	Syaj.g_02605	Pram.g_00242
OG0000469	Syaj.g_02590	Pram.g_00250
OG0000470	Syaj.g_02586	Pram.g_00252
OG0000471	Syaj.g_02585	Pram.g_00253
OG0000472	Syaj.g_02583	Pram.g_00254
OG0000473	Syaj.g_02581	Pram.g_00256
OG0000474	Syaj.g_02580	Pram.g_00257
OG0000475	Syaj.g_02579	Pram.g_00258
OG0000476	Syaj.g_02577	Pram.g_00260
OG0000477	Syaj.g_02571	Pram.g_00263
OG0000478	Syaj.g_02570	Pram.g_00264
OG0000479	Syaj.g_02569	Pram.g_00265
OG0000480	Syaj.g_02562	Pram.g_00270
OG0000481	Syaj.g_02560	Pram.g_00273
OG0000482	Syaj.g_02559	Pram.g_00274
OG0000483	Syaj.g_02555	Pram.g_00277
OG0000484	Syaj.g_02554	Pram.g_00278
OG0000485	Syaj.g_02553	Pram.g_00280
OG0000486	Syaj.g_02552	Pram.g_00281
OG0000487	Syaj.g_02546	Pram.g_00284
OG0000488	Syaj.g_02542	Pram.g_00287
OG0000489	Syaj.g_02529	Pram.g_00292
OG0000490	Syaj.g_02519	Pram.g_00296
OG0000491	Syaj.g_02517	Pram.g_00297
OG0000492	Syaj.g_02515	Pram.g_00299
OG0000493	Syaj.g_02514	Pram.g_00300
OG0000494	Syaj.g_02513	Pram.g_00301
OG0000495	Syaj.g_02512	Pram.g_00302
OG0000496	Syaj.g_02511	Pram.g_00303
OG0000497	Syaj.g_02510	Pram.g_00304
OG0000498	Syaj.g_02509	Pram.g_00305
OG0000499	Syaj.g_02508	Pram.g_00306
OG0000500	Syaj.g_02507	Pram.g_00307
OG0000501	Syaj.g_02504	Pram.g_00309
OG0000502	Syaj.g_02492	Pram.g_00312
OG0000503	Syaj.g_02805	Pram.g_00328
OG0000504	Syaj.g_02807	Pram.g_00330
OG0000505	Syaj.g_02808	Pram.g_00331
OG0000506	Syaj.g_02810	Pram.g_00332
OG0000507	Syaj.g_02816	Pram.g_00336
OG0000508	Syaj.g_02820	Pram.g_00340
OG0000509	Syaj.g_02822	Pram.g_00342
OG0000510	Syaj.g_02823	Pram.g_00343
OG0000511	Syaj.g_02824	Pram.g_00344
OG0000512	Syaj.g_02826	Pram.g_00346
OG0000513	Syaj.g_02833	Pram.g_00355
OG0000514	Syaj.g_02839	Pram.g_00366
OG0000515	Syaj.g_02840	Pram.g_00367
OG0000516	Syaj.g_01561	Pram.g_00368
OG0000517	Syaj.g_01556	Pram.g_00370
OG0000518	Syaj.g_01544	Pram.g_00381
OG0000519	Syaj.g_01543	Pram.g_00382
OG0000520	Syaj.g_01542	Pram.g_00383
OG0000521	Syaj.g_00271	Pram.g_00393
OG0000522	Syaj.g_00273	Pram.g_00395
OG0000523	Syaj.g_00274	Pram.g_00396
OG0000524	Syaj.g_01485	Pram.g_00400
OG0000525	Syaj.g_01454	Pram.g_00404
OG0000526	Syaj.g_01451	Pram.g_00406
OG0000527	Syaj.g_01446	Pram.g_00409
OG0000528	Syaj.g_00065	Pram.g_00414
OG0000529	Syaj.g_00073	Pram.g_00417
OG0000530	Syaj.g_00076	Pram.g_00420
OG0000531	Syaj.g_00077	Pram.g_00421
OG0000532	Syaj.g_00080	Pram.g_00423
OG0000533	Syaj.g_00081	Pram.g_00424
OG0000534	Syaj.g_00082	Pram.g_00425
OG0000535	Syaj.g_00083	Pram.g_00426
OG0000536	Syaj.g_00084	Pram.g_00427
OG0000537	Syaj.g_00085	Pram.g_00428
OG0000538	Syaj.g_00096	Pram.g_00438
OG0000539	Syaj.g_00097	Pram.g_00439
OG0000540	Syaj.g_00098	Pram.g_00440
OG0000541	Syaj.g_00099	Pram.g_00441
OG0000542	Syaj.g_00102	Pram.g_00442
OG0000543	Syaj.g_00104	Pram.g_00444
OG0000544	Syaj.g_00105	Pram.g_00445
OG0000545	Syaj.g_00107	Pram.g_00447
OG0000546	Syaj.g_00109	Pram.g_00450
OG0000547	Syaj.g_00111	Pram.g_00452
OG0000548	Syaj.g_00112	Pram.g_00453
OG0000549	Syaj.g_00118	Pram.g_00456
OG0000550	Syaj.g_00123	Pram.g_00461
OG0000551	Syaj.g_00128	Pram.g_00464
OG0000552	Syaj.g_00129	Pram.g_00465
OG0000553	Syaj.g_00133	Pram.g_00466
