Orthogroup	Syaj	Praa
OG0000158	Syaj.g_02445	Praa.g_01395
OG0000160	Syaj.g_01382	Praa.g_01477
OG0000161	Syaj.g_01389	Praa.g_01483
OG0000162	Syaj.g_01395	Praa.g_01489
OG0000163	Syaj.g_01639	Praa.g_01523
OG0000164	Syaj.g_01758	Praa.g_01659
OG0000165	Syaj.g_01582	Praa.g_01667
OG0000166	Syaj.g_02698	Praa.g_01739
OG0000167	Syaj.g_02460	Praa.g_01806
OG0000168	Syaj.g_02444	Praa.g_01816
OG0000169	Syaj.g_02431, Syaj.g_02429	Praa.g_01826
OG0000170	Syaj.g_02422	Praa.g_01828
OG0000171	Syaj.g_02389	Praa.g_01847
OG0000172	Syaj.g_02365	Praa.g_01856
OG0000173	Syaj.g_02321	Praa.g_01871
OG0000174	Syaj.g_02169	Praa.g_01898
OG0000175	Syaj.g_02229	Praa.g_01908
OG0000176	Syaj.g_02266	Praa.g_00004
OG0000177	Syaj.g_02267	Praa.g_00005
OG0000178	Syaj.g_02268	Praa.g_00006
OG0000179	Syaj.g_02283	Praa.g_00016
OG0000180	Syaj.g_02284	Praa.g_00017
OG0000181	Syaj.g_02285	Praa.g_00018
OG0000182	Syaj.g_02286	Praa.g_00019
OG0000183	Syaj.g_02290	Praa.g_00023
OG0000184	Syaj.g_02098	Praa.g_00046
OG0000185	Syaj.g_02087	Praa.g_00049
OG0000186	Syaj.g_01812	Praa.g_00064
OG0000187	Syaj.g_01814	Praa.g_00065
OG0000188	Syaj.g_01837	Praa.g_00082
OG0000189	Syaj.g_01874	Praa.g_00096
OG0000190	Syaj.g_01876	Praa.g_00097
OG0000191	Syaj.g_01910	Praa.g_00117
OG0000192	Syaj.g_01919	Praa.g_00121
OG0000193	Syaj.g_01965	Praa.g_00146
OG0000194	Syaj.g_01968	Praa.g_00149
OG0000195	Syaj.g_01971	Praa.g_00151
OG0000196	Syaj.g_01981	Praa.g_00161
OG0000197	Syaj.g_01982	Praa.g_00162
OG0000198	Syaj.g_01983	Praa.g_00163
OG0000199	Syaj.g_01991	Praa.g_00170
OG0000200	Syaj.g_02008	Praa.g_00184
OG0000201	Syaj.g_02024	Praa.g_00192
OG0000202	Syaj.g_02025	Praa.g_00193
OG0000203	Syaj.g_02026	Praa.g_00194
OG0000204	Syaj.g_02027	Praa.g_00195
OG0000205	Syaj.g_02035	Praa.g_00202
OG0000206	Syaj.g_02043	Praa.g_00207
OG0000207	Syaj.g_02045	Praa.g_00209
OG0000208	Syaj.g_02046	Praa.g_00210
OG0000209	Syaj.g_02070	Praa.g_00219
OG0000210	Syaj.g_02071	Praa.g_00220
OG0000212	Syaj.g_02881	Praa.g_00240
OG0000213	Syaj.g_02601	Praa.g_00257
OG0000214	Syaj.g_02582	Praa.g_00267
OG0000215	Syaj.g_02551	Praa.g_00292
OG0000216	Syaj.g_02547	Praa.g_00294
OG0000217	Syaj.g_02543	Praa.g_00297
OG0000218	Syaj.g_02541	Praa.g_00299
OG0000219	Syaj.g_02540	Praa.g_00300
OG0000220	Syaj.g_02539	Praa.g_00301
OG0000221	Syaj.g_02530	Praa.g_00302
OG0000222	Syaj.g_02516	Praa.g_00310
OG0000223	Syaj.g_02494	Praa.g_00323
OG0000224	Syaj.g_02487	Praa.g_00325
OG0000225	Syaj.g_02821	Praa.g_00345
OG0000226	Syaj.g_02825	Praa.g_00349
OG0000227	Syaj.g_02827	Praa.g_00351
OG0000228	Syaj.g_02828	Praa.g_00354
OG0000229	Syaj.g_01555	Praa.g_00436
OG0000230	Syaj.g_01553	Praa.g_00437
OG0000231	Syaj.g_01541	Praa.g_00448
OG0000232	Syaj.g_01497	Praa.g_00457
OG0000233	Syaj.g_01481	Praa.g_00463
OG0000234	Syaj.g_01442	Praa.g_00476
OG0000235	Syaj.g_00071	Praa.g_00479
OG0000236	Syaj.g_00086	Praa.g_00493
OG0000237	Syaj.g_00103	Praa.g_00506
OG0000238	Syaj.g_00108	Praa.g_00512
OG0000239	Syaj.g_00125	Praa.g_00525
OG0000240	Syaj.g_00126	Praa.g_00526
OG0000241	Syaj.g_01291	Praa.g_00530
OG0000242	Syaj.g_00142	Praa.g_00532
OG0000243	Syaj.g_00164	Praa.g_00544
OG0000244	Syaj.g_00180	Praa.g_00547
OG0000245	Syaj.g_00182	Praa.g_00549
OG0000246	Syaj.g_00186	Praa.g_00553
OG0000247	Syaj.g_00197	Praa.g_00563
OG0000248	Syaj.g_00200	Praa.g_00565
OG0000249	Syaj.g_00202	Praa.g_00567
OG0000250	Syaj.g_00211	Praa.g_00572
OG0000251	Syaj.g_00237	Praa.g_00591
OG0000252	Syaj.g_00243	Praa.g_00594
OG0000253	Syaj.g_00245	Praa.g_00595
OG0000254	Syaj.g_01335	Praa.g_00611
OG0000255	Syaj.g_01315	Praa.g_00617
OG0000256	Syaj.g_01297	Praa.g_00627
OG0000257	Syaj.g_01292	Praa.g_00630
OG0000258	Syaj.g_01274	Praa.g_00643
OG0000259	Syaj.g_00707	Praa.g_00660
OG0000260	Syaj.g_00712	Praa.g_00663
OG0000261	Syaj.g_00715	Praa.g_00665
OG0000262	Syaj.g_00720	Praa.g_00669
OG0000263	Syaj.g_00605	Praa.g_00681
OG0000264	Syaj.g_00485	Praa.g_00691
OG0000265	Syaj.g_00510	Praa.g_00711
OG0000266	Syaj.g_00946	Praa.g_00721
OG0000267	Syaj.g_00770	Praa.g_00732
OG0000268	Syaj.g_00771	Praa.g_00733
OG0000269	Syaj.g_01031	Praa.g_00798
OG0000270	Syaj.g_01025	Praa.g_00801
OG0000271	Syaj.g_01017	Praa.g_00809
OG0000272	Syaj.g_01016	Praa.g_00810, Praa.g_00811
OG0000273	Syaj.g_00389	Praa.g_00834
OG0000274	Syaj.g_00388	Praa.g_00835
OG0000275	Syaj.g_00384	Praa.g_00838
OG0000276	Syaj.g_00377	Praa.g_00843
OG0000277	Syaj.g_00376	Praa.g_00844
OG0000278	Syaj.g_00373	Praa.g_00847
OG0000279	Syaj.g_00357	Praa.g_00854
OG0000280	Syaj.g_00348	Praa.g_00855
OG0000281	Syaj.g_02670	Praa.g_00860
OG0000282	Syaj.g_00743	Praa.g_00909
OG0000283	Syaj.g_00790	Praa.g_00941
OG0000284	Syaj.g_00930	Praa.g_00946
OG0000285	Syaj.g_00917	Praa.g_00951
OG0000286	Syaj.g_00899	Praa.g_00963
OG0000288	Syaj.g_00815	Praa.g_01012
OG0000289	Syaj.g_00800	Praa.g_01023
OG0000290	Syaj.g_00424	Praa.g_01036
OG0000291	Syaj.g_00426	Praa.g_01038
OG0000292	Syaj.g_02255	Praa.g_01089
OG0000293	Syaj.g_00290	Praa.g_01151
OG0000294	Syaj.g_00291	Praa.g_01152
OG0000295	Syaj.g_00330	Praa.g_01171
OG0000296	Syaj.g_00332	Praa.g_01173
OG0000297	Syaj.g_00639	Praa.g_01181
OG0000298	Syaj.g_00638	Praa.g_01182
OG0000299	Syaj.g_00592	Praa.g_01199
OG0000300	Syaj.g_00586	Praa.g_01202
OG0000301	Syaj.g_00585	Praa.g_01203
OG0000302	Syaj.g_00582	Praa.g_01205
OG0000303	Syaj.g_00572	Praa.g_01212
OG0000304	Syaj.g_00566	Praa.g_01216
OG0000305	Syaj.g_00429	Praa.g_01358
OG0000306	Syaj.g_01126	Praa.g_01361
OG0000307	Syaj.g_00051	Praa.g_01375
OG0000308	Syaj.g_00049	Praa.g_01376
OG0000309	Syaj.g_00044	Praa.g_01380
OG0000310	Syaj.g_01358	Praa.g_01461
OG0000311	Syaj.g_01362	Praa.g_01463
OG0000312	Syaj.g_01368	Praa.g_01466
OG0000313	Syaj.g_01386	Praa.g_01480
OG0000314	Syaj.g_01420	Praa.g_01503
OG0000315	Syaj.g_01430	Praa.g_01513
OG0000316	Syaj.g_01664	Praa.g_01533
OG0000317	Syaj.g_01715	Praa.g_01633
OG0000318	Syaj.g_01722	Praa.g_01636
OG0000319	Syaj.g_01741	Praa.g_01649
OG0000320	Syaj.g_01743	Praa.g_01651
OG0000321	Syaj.g_01744	Praa.g_01652
OG0000322	Syaj.g_01745	Praa.g_01653
OG0000323	Syaj.g_01760	Praa.g_01662
OG0000324	Syaj.g_01609	Praa.g_01690
OG0000325	Syaj.g_02638	Praa.g_01700
OG0000326	Syaj.g_02645	Praa.g_01706
OG0000327	Syaj.g_02693	Praa.g_01734
OG0000328	Syaj.g_02694	Praa.g_01735
OG0000329	Syaj.g_02712	Praa.g_01752
OG0000330	Syaj.g_02713	Praa.g_01753
OG0000331	Syaj.g_02714	Praa.g_01754
OG0000332	Syaj.g_02729	Praa.g_01768
OG0000333	Syaj.g_02732	Praa.g_01770
OG0000334	Syaj.g_02741	Praa.g_01778
OG0000335	Syaj.g_02746	Praa.g_01783
OG0000336	Syaj.g_02750	Praa.g_01787
OG0000337	Syaj.g_02466	Praa.g_01804
OG0000338	Syaj.g_02462	Praa.g_01805
OG0000339	Syaj.g_02455	Praa.g_01809
OG0000340	Syaj.g_02443	Praa.g_01817
OG0000341	Syaj.g_02441	Praa.g_01819
OG0000342	Syaj.g_02440	Praa.g_01820
OG0000343	Syaj.g_02437	Praa.g_01821
OG0000344	Syaj.g_02433	Praa.g_01824
OG0000345	Syaj.g_02421	Praa.g_01829
OG0000346	Syaj.g_02416	Praa.g_01833
OG0000347	Syaj.g_02383	Praa.g_01849
OG0000348	Syaj.g_02333	Praa.g_01859
OG0000349	Syaj.g_02314	Praa.g_01876
OG0000350	Syaj.g_02652	Praa.g_01894
OG0000351	Syaj.g_02234	Praa.g_01911
OG0000352	Syaj.g_02235	Praa.g_01912
OG0000353	Syaj.g_02261	Praa.g_01927
OG0000355	Syaj.g_02263	Praa.g_00001
OG0000356	Syaj.g_02264	Praa.g_00002
OG0000357	Syaj.g_02265	Praa.g_00003
OG0000358	Syaj.g_02269	Praa.g_00007
OG0000359	Syaj.g_02271	Praa.g_00008
OG0000360	Syaj.g_02272	Praa.g_00009
OG0000361	Syaj.g_02273	Praa.g_00010
OG0000362	Syaj.g_02275	Praa.g_00012
OG0000363	Syaj.g_02277	Praa.g_00014
OG0000364	Syaj.g_02278	Praa.g_00015
OG0000365	Syaj.g_02287	Praa.g_00020
OG0000366	Syaj.g_02288	Praa.g_00021
OG0000367	Syaj.g_02289	Praa.g_00022
OG0000368	Syaj.g_02291	Praa.g_00024
OG0000369	Syaj.g_02292	Praa.g_00025
OG0000370	Syaj.g_02293	Praa.g_00026
OG0000371	Syaj.g_02301	Praa.g_00032
OG0000372	Syaj.g_02307	Praa.g_00035
OG0000373	Syaj.g_02308	Praa.g_00036
OG0000374	Syaj.g_02309	Praa.g_00037
OG0000375	Syaj.g_02310	Praa.g_00040
OG0000376	Syaj.g_02312	Praa.g_00042
OG0000377	Syaj.g_02105	Praa.g_00045
OG0000378	Syaj.g_02091	Praa.g_00047
OG0000379	Syaj.g_02086	Praa.g_00050
OG0000380	Syaj.g_01815	Praa.g_00066
OG0000381	Syaj.g_01819	Praa.g_00070
OG0000382	Syaj.g_01836	Praa.g_00081
OG0000383	Syaj.g_01839	Praa.g_00083
OG0000384	Syaj.g_01840	Praa.g_00084
OG0000385	Syaj.g_01841	Praa.g_00085
OG0000386	Syaj.g_01842	Praa.g_00086
OG0000387	Syaj.g_01878	Praa.g_00099
OG0000388	Syaj.g_01882	Praa.g_00102
OG0000389	Syaj.g_01886	Praa.g_00106
OG0000390	Syaj.g_01904	Praa.g_00113
OG0000391	Syaj.g_01909	Praa.g_00116
OG0000392	Syaj.g_01918	Praa.g_00120
OG0000393	Syaj.g_01922	Praa.g_00122
OG0000394	Syaj.g_01923	Praa.g_00123
OG0000395	Syaj.g_01924	Praa.g_00124
OG0000396	Syaj.g_01928	Praa.g_00127
OG0000397	Syaj.g_01930	Praa.g_00129
OG0000398	Syaj.g_01935	Praa.g_00131
OG0000399	Syaj.g_01936	Praa.g_00132
OG0000400	Syaj.g_01937	Praa.g_00133
OG0000401	Syaj.g_01938	Praa.g_00134
OG0000402	Syaj.g_01940	Praa.g_00136
OG0000403	Syaj.g_01941	Praa.g_00137
OG0000404	Syaj.g_01943	Praa.g_00138
OG0000405	Syaj.g_01961	Praa.g_00142
OG0000406	Syaj.g_01966	Praa.g_00147
OG0000407	Syaj.g_01967	Praa.g_00148
OG0000408	Syaj.g_01970	Praa.g_00150
OG0000409	Syaj.g_01972	Praa.g_00152
OG0000410	Syaj.g_01973	Praa.g_00153
OG0000411	Syaj.g_01974	Praa.g_00154
OG0000412	Syaj.g_01975	Praa.g_00155
OG0000413	Syaj.g_01977	Praa.g_00156
OG0000415	Syaj.g_01978	Praa.g_00158
OG0000416	Syaj.g_01979	Praa.g_00159
OG0000417	Syaj.g_01980	Praa.g_00160
OG0000418	Syaj.g_01985	Praa.g_00165
OG0000419	Syaj.g_01987	Praa.g_00167
OG0000420	Syaj.g_01989	Praa.g_00168
OG0000421	Syaj.g_01994	Praa.g_00173
OG0000422	Syaj.g_01995	Praa.g_00174
OG0000423	Syaj.g_01996	Praa.g_00175
OG0000424	Syaj.g_01997	Praa.g_00176
OG0000425	Syaj.g_01998	Praa.g_00177
OG0000426	Syaj.g_01999	Praa.g_00178
OG0000427	Syaj.g_02000	Praa.g_00179
OG0000428	Syaj.g_02003	Praa.g_00181
OG0000429	Syaj.g_02005	Praa.g_00182
OG0000430	Syaj.g_02007	Praa.g_00183
OG0000431	Syaj.g_02010	Praa.g_00185
OG0000432	Syaj.g_02017	Praa.g_00188
OG0000433	Syaj.g_02020	Praa.g_00189
OG0000434	Syaj.g_02021	Praa.g_00190
OG0000435	Syaj.g_02023	Praa.g_00191
OG0000436	Syaj.g_02029	Praa.g_00196
OG0000437	Syaj.g_02030	Praa.g_00197
OG0000438	Syaj.g_02031	Praa.g_00198
OG0000439	Syaj.g_02033	Praa.g_00200
OG0000440	Syaj.g_02034	Praa.g_00201
OG0000441	Syaj.g_02038	Praa.g_00204
OG0000442	Syaj.g_02039	Praa.g_00205
OG0000443	Syaj.g_02040	Praa.g_00206
OG0000444	Syaj.g_02052	Praa.g_00211
OG0000445	Syaj.g_02053	Praa.g_00212
OG0000446	Syaj.g_02055	Praa.g_00213
OG0000447	Syaj.g_02058	Praa.g_00214
OG0000448	Syaj.g_02059	Praa.g_00215
OG0000449	Syaj.g_02060	Praa.g_00216
OG0000450	Syaj.g_02067	Praa.g_00217
OG0000451	Syaj.g_02068	Praa.g_00218
OG0000452	Syaj.g_02072	Praa.g_00221
OG0000453	Syaj.g_02073	Praa.g_00222
OG0000454	Syaj.g_02074	Praa.g_00223
OG0000455	Syaj.g_02075	Praa.g_00224
OG0000456	Syaj.g_02076	Praa.g_00225
OG0000457	Syaj.g_02078	Praa.g_00226
OG0000458	Syaj.g_02079	Praa.g_00227
OG0000459	Syaj.g_02080	Praa.g_00228
OG0000460	Syaj.g_02858	Praa.g_00235
OG0000461	Syaj.g_02623	Praa.g_00242
OG0000462	Syaj.g_02620	Praa.g_00244
OG0000463	Syaj.g_02619	Praa.g_00245
OG0000464	Syaj.g_02618	Praa.g_00246
OG0000465	Syaj.g_02617	Praa.g_00247
OG0000466	Syaj.g_02612	Praa.g_00250
OG0000467	Syaj.g_02610	Praa.g_00251
OG0000468	Syaj.g_02605	Praa.g_00253
OG0000469	Syaj.g_02590	Praa.g_00262
OG0000470	Syaj.g_02586	Praa.g_00264
OG0000471	Syaj.g_02585	Praa.g_00265
OG0000472	Syaj.g_02583	Praa.g_00266
OG0000473	Syaj.g_02581	Praa.g_00268
OG0000474	Syaj.g_02580	Praa.g_00269
OG0000475	Syaj.g_02579	Praa.g_00270
OG0000476	Syaj.g_02577	Praa.g_00271
OG0000477	Syaj.g_02571	Praa.g_00275
OG0000478	Syaj.g_02570	Praa.g_00276
OG0000479	Syaj.g_02569	Praa.g_00277
OG0000480	Syaj.g_02562	Praa.g_00282
OG0000481	Syaj.g_02560	Praa.g_00284
OG0000482	Syaj.g_02559	Praa.g_00285
OG0000483	Syaj.g_02555	Praa.g_00288
OG0000484	Syaj.g_02554	Praa.g_00289
OG0000485	Syaj.g_02553	Praa.g_00290
OG0000486	Syaj.g_02552	Praa.g_00291
OG0000487	Syaj.g_02546	Praa.g_00295
OG0000488	Syaj.g_02542	Praa.g_00298
OG0000489	Syaj.g_02529	Praa.g_00303
OG0000490	Syaj.g_02519	Praa.g_00308
OG0000491	Syaj.g_02517	Praa.g_00309
OG0000492	Syaj.g_02515	Praa.g_00311
OG0000493	Syaj.g_02514	Praa.g_00312
OG0000494	Syaj.g_02513	Praa.g_00313
OG0000495	Syaj.g_02512	Praa.g_00314
OG0000496	Syaj.g_02511	Praa.g_00315
OG0000497	Syaj.g_02510	Praa.g_00316
OG0000498	Syaj.g_02509	Praa.g_00317
OG0000499	Syaj.g_02508	Praa.g_00318
OG0000500	Syaj.g_02507	Praa.g_00319
OG0000501	Syaj.g_02504	Praa.g_00321
OG0000502	Syaj.g_02492	Praa.g_00324
OG0000503	Syaj.g_02805	Praa.g_00334
OG0000504	Syaj.g_02807	Praa.g_00335
OG0000505	Syaj.g_02808	Praa.g_00336
OG0000506	Syaj.g_02810	Praa.g_00338
OG0000507	Syaj.g_02816	Praa.g_00340
OG0000508	Syaj.g_02820	Praa.g_00344
OG0000509	Syaj.g_02822	Praa.g_00346
OG0000510	Syaj.g_02823	Praa.g_00347
OG0000511	Syaj.g_02824	Praa.g_00348
OG0000512	Syaj.g_02826	Praa.g_00350
OG0000513	Syaj.g_02833	Praa.g_00357
OG0000514	Syaj.g_02839	Praa.g_00431
OG0000515	Syaj.g_02840	Praa.g_00432
OG0000516	Syaj.g_01561	Praa.g_00433
OG0000517	Syaj.g_01556	Praa.g_00435
OG0000518	Syaj.g_01544	Praa.g_00445
OG0000519	Syaj.g_01543	Praa.g_00446
OG0000520	Syaj.g_01542	Praa.g_00447
OG0000521	Syaj.g_00271	Praa.g_00452
OG0000522	Syaj.g_00273	Praa.g_00454
OG0000523	Syaj.g_00274	Praa.g_00455
OG0000524	Syaj.g_01485	Praa.g_00461
OG0000525	Syaj.g_01454	Praa.g_00464
OG0000526	Syaj.g_01451	Praa.g_00465
OG0000527	Syaj.g_01446	Praa.g_00473
OG0000528	Syaj.g_00065	Praa.g_00478
OG0000529	Syaj.g_00073	Praa.g_00481
OG0000530	Syaj.g_00076	Praa.g_00484
OG0000531	Syaj.g_00077	Praa.g_00485
OG0000532	Syaj.g_00080	Praa.g_00487
OG0000533	Syaj.g_00081	Praa.g_00488
OG0000534	Syaj.g_00082	Praa.g_00489
OG0000535	Syaj.g_00083	Praa.g_00490
OG0000536	Syaj.g_00084	Praa.g_00491
OG0000537	Syaj.g_00085	Praa.g_00492
OG0000538	Syaj.g_00096	Praa.g_00500
OG0000539	Syaj.g_00097	Praa.g_00501
OG0000540	Syaj.g_00098	Praa.g_00502
OG0000541	Syaj.g_00099	Praa.g_00503
OG0000542	Syaj.g_00102	Praa.g_00505
OG0000543	Syaj.g_00104	Praa.g_00507
OG0000544	Syaj.g_00105	Praa.g_00508
OG0000545	Syaj.g_00107	Praa.g_00510
OG0000546	Syaj.g_00109	Praa.g_00513
OG0000547	Syaj.g_00111	Praa.g_00515
OG0000548	Syaj.g_00112	Praa.g_00516
OG0000549	Syaj.g_00118	Praa.g_00518
OG0000550	Syaj.g_00123	Praa.g_00523
OG0000551	Syaj.g_00128	Praa.g_00527
OG0000552	Syaj.g_00129	Praa.g_00528
OG0000553	Syaj.g_00133	Praa.g_00529
OG0000554	Syaj.g_00145	Praa.g_00534
OG0000555	Syaj.g_00163	Praa.g_00543
OG0000556	Syaj.g_00167	Praa.g_00545
OG0000557	Syaj.g_00178	Praa.g_00546
OG0000558	Syaj.g_00181	Praa.g_00548
OG0000559	Syaj.g_00185	Praa.g_00552
OG0000560	Syaj.g_00188	Praa.g_00555
OG0000561	Syaj.g_00189	Praa.g_00556
OG0000562	Syaj.g_00190	Praa.g_00557
OG0000563	Syaj.g_00191	Praa.g_00558
OG0000564	Syaj.g_00192	Praa.g_00559
OG0000565	Syaj.g_00195	Praa.g_00562
OG0000566	Syaj.g_00199	Praa.g_00564
