Orthogroup	Prad	Prai
OG0000107	Prad.g_00096	Prai.g_00561
OG0000108	Prad.g_01333	Prai.g_00571
OG0000109	Prad.g_01342	Prai.g_00580
OG0000110	Prad.g_01358	Prai.g_00597
OG0000111	Prad.g_01225	Prai.g_00680
OG0000112	Prad.g_01226	Prai.g_00681
OG0000113	Prad.g_01071	Prai.g_00770
OG0000114	Prad.g_01144	Prai.g_00850
OG0000115	Prad.g_00186	Prai.g_00989
OG0000116	Prad.g_00182	Prai.g_00985
OG0000117	Prad.g_01021	Prai.g_00921
OG0000118	Prad.g_00972	Prai.g_01107
OG0000119	Prad.g_01526	Prai.g_01146
OG0000120	Prad.g_01490	Prai.g_01177
OG0000121	Prad.g_01471, Prad.g_01470	Prai.g_01197
OG0000122	Prad.g_01451	Prai.g_01217
OG0000123	Prad.g_01438	Prai.g_01230
OG0000124	Prad.g_00076	Prai.g_01238
OG0000125	Prad.g_00616	Prai.g_01347
OG0000126	Prad.g_00594	Prai.g_01370
OG0000127	Prad.g_00528	Prai.g_01450
OG0000128	Prad.g_00514	Prai.g_01464
OG0000129	Prad.g_00477	Prai.g_01499
OG0000130	Prad.g_00943	Prai.g_01636
OG0000131	Prad.g_00905	Prai.g_01674
OG0000132	Prad.g_00902	Prai.g_01677
OG0000133	Prad.g_00848	Prai.g_01735
OG0000134	Prad.g_00812	Prai.g_01777
OG0000135	Prad.g_00810	Prai.g_01779
OG0000136	Prad.g_00766	Prai.g_01823
OG0000136	Prad.g_01294	Prai.g_01823
OG0000137	Prad.g_01615	Prai.g_01855
OG0000138	Prad.g_01580	Prai.g_01892
OG0000139	Prad.g_01553	Prai.g_01918
OG0000140	Prad.g_01535	Prai.g_00001
OG0000141	Prad.g_01534	Prai.g_00002
OG0000142	Prad.g_01532	Prai.g_00004
OG0000143	Prad.g_01531	Prai.g_00005
OG0000144	Prad.g_01529	Prai.g_00007
OG0000145	Prad.g_01528	Prai.g_00008
OG0000146	Prad.g_01527	Prai.g_00009
OG0000147	Prad.g_01976	Prai.g_00010
OG0000148	Prad.g_01974	Prai.g_00012
OG0000149	Prad.g_01972	Prai.g_00014
OG0000150	Prad.g_01971	Prai.g_00015
OG0000151	Prad.g_01970	Prai.g_00016
OG0000152	Prad.g_01969	Prai.g_00017
OG0000153	Prad.g_01968	Prai.g_00018
OG0000154	Prad.g_01967	Prai.g_00019
OG0000155	Prad.g_01966	Prai.g_00020
OG0000156	Prad.g_01965	Prai.g_00021
OG0000157	Prad.g_01964	Prai.g_00022
OG0000158	Prad.g_01962	Prai.g_00024
OG0000159	Prad.g_01961	Prai.g_00025
OG0000160	Prad.g_01960	Prai.g_00026
OG0000161	Prad.g_01959	Prai.g_00027
OG0000162	Prad.g_01958	Prai.g_00028
OG0000163	Prad.g_01957	Prai.g_00029
OG0000164	Prad.g_01954	Prai.g_00032
OG0000165	Prad.g_01951	Prai.g_00035
OG0000166	Prad.g_01950	Prai.g_00036
OG0000167	Prad.g_01949	Prai.g_00037
OG0000168	Prad.g_01947	Prai.g_00047
OG0000169	Prad.g_01945	Prai.g_00049
OG0000170	Prad.g_01944	Prai.g_00050
OG0000171	Prad.g_01943	Prai.g_00051
OG0000172	Prad.g_01941	Prai.g_00052
OG0000173	Prad.g_01940	Prai.g_00053
OG0000174	Prad.g_01939	Prai.g_00054
OG0000175	Prad.g_01938	Prai.g_00055
OG0000176	Prad.g_01936	Prai.g_00057
OG0000177	Prad.g_01935	Prai.g_00058
OG0000178	Prad.g_01934	Prai.g_00059
OG0000179	Prad.g_01929	Prai.g_00064
OG0000180	Prad.g_01928	Prai.g_00065
OG0000181	Prad.g_01927	Prai.g_00066
OG0000182	Prad.g_01924	Prai.g_00069
OG0000183	Prad.g_01923	Prai.g_00070
OG0000184	Prad.g_01920	Prai.g_00073
OG0000185	Prad.g_01916	Prai.g_00077
OG0000186	Prad.g_01915	Prai.g_00078
OG0000187	Prad.g_01914	Prai.g_00079
OG0000188	Prad.g_01913	Prai.g_00080
OG0000189	Prad.g_01912	Prai.g_00081
OG0000190	Prad.g_01911	Prai.g_00082
OG0000191	Prad.g_01910	Prai.g_00083
OG0000192	Prad.g_01909	Prai.g_00084
OG0000193	Prad.g_01908	Prai.g_00085
OG0000194	Prad.g_01907	Prai.g_00086
OG0000195	Prad.g_01905	Prai.g_00088
OG0000196	Prad.g_01904	Prai.g_00089
OG0000197	Prad.g_01903	Prai.g_00090
OG0000198	Prad.g_01902	Prai.g_00091
OG0000199	Prad.g_01899	Prai.g_00094
OG0000200	Prad.g_01898	Prai.g_00095
OG0000201	Prad.g_01897	Prai.g_00096
OG0000202	Prad.g_01896	Prai.g_00097
OG0000203	Prad.g_01895	Prai.g_00098
OG0000204	Prad.g_01894	Prai.g_00099
OG0000205	Prad.g_01893	Prai.g_00100
OG0000206	Prad.g_01892	Prai.g_00101
OG0000207	Prad.g_01891	Prai.g_00102
OG0000208	Prad.g_01890	Prai.g_00103
OG0000209	Prad.g_01889	Prai.g_00104
OG0000210	Prad.g_01887	Prai.g_00106
OG0000211	Prad.g_01886	Prai.g_00107
OG0000212	Prad.g_01885	Prai.g_00108
OG0000213	Prad.g_01884	Prai.g_00109
OG0000214	Prad.g_01882	Prai.g_00111
OG0000215	Prad.g_01881	Prai.g_00112
OG0000216	Prad.g_01879	Prai.g_00114
OG0000217	Prad.g_01878	Prai.g_00115
OG0000218	Prad.g_01877	Prai.g_00116
OG0000219	Prad.g_01876	Prai.g_00117
OG0000220	Prad.g_01873	Prai.g_00120
OG0000221	Prad.g_01871	Prai.g_00122
OG0000222	Prad.g_01870	Prai.g_00123
OG0000223	Prad.g_01869	Prai.g_00124
OG0000224	Prad.g_01866	Prai.g_00127
OG0000225	Prad.g_01864	Prai.g_00129
OG0000226	Prad.g_01863	Prai.g_00130
OG0000227	Prad.g_01862	Prai.g_00131
OG0000228	Prad.g_01861	Prai.g_00132
OG0000229	Prad.g_01860	Prai.g_00133
OG0000230	Prad.g_01859	Prai.g_00134
OG0000231	Prad.g_01857	Prai.g_00136
OG0000232	Prad.g_01856	Prai.g_00137
OG0000233	Prad.g_01853	Prai.g_00140
OG0000234	Prad.g_01851	Prai.g_00142
OG0000235	Prad.g_01846	Prai.g_00156
OG0000236	Prad.g_01845	Prai.g_00157
OG0000237	Prad.g_01844	Prai.g_00158
OG0000238	Prad.g_01843	Prai.g_00159
OG0000239	Prad.g_01842	Prai.g_00160
OG0000240	Prad.g_01840	Prai.g_00162
OG0000241	Prad.g_01839	Prai.g_00163
OG0000242	Prad.g_01838	Prai.g_00164
OG0000243	Prad.g_01837	Prai.g_00165
OG0000244	Prad.g_01836	Prai.g_00166
OG0000245	Prad.g_01835	Prai.g_00167
OG0000246	Prad.g_01833	Prai.g_00169
OG0000247	Prad.g_01832	Prai.g_00170
OG0000248	Prad.g_01831	Prai.g_00171
OG0000249	Prad.g_01830	Prai.g_00172
OG0000250	Prad.g_01829	Prai.g_00173
OG0000251	Prad.g_01828	Prai.g_00174
OG0000252	Prad.g_01827	Prai.g_00175
OG0000253	Prad.g_01826	Prai.g_00176
OG0000254	Prad.g_01824	Prai.g_00178
OG0000255	Prad.g_01823	Prai.g_00179
OG0000256	Prad.g_01820	Prai.g_00182
OG0000257	Prad.g_01818	Prai.g_00184
OG0000258	Prad.g_01817	Prai.g_00185
OG0000259	Prad.g_01816	Prai.g_00186
OG0000260	Prad.g_01815	Prai.g_00187
OG0000261	Prad.g_01814	Prai.g_00188
OG0000262	Prad.g_01813	Prai.g_00189
OG0000263	Prad.g_01812	Prai.g_00190
OG0000264	Prad.g_01810	Prai.g_00192
OG0000265	Prad.g_01809	Prai.g_00193
OG0000266	Prad.g_01808	Prai.g_00194
OG0000267	Prad.g_01806	Prai.g_00196
OG0000268	Prad.g_01805	Prai.g_00197
OG0000269	Prad.g_01804	Prai.g_00198
OG0000270	Prad.g_01803	Prai.g_00199
OG0000271	Prad.g_01802	Prai.g_00200
OG0000272	Prad.g_01801	Prai.g_00201
OG0000273	Prad.g_01800	Prai.g_00202
OG0000274	Prad.g_01799	Prai.g_00203
OG0000275	Prad.g_01798	Prai.g_00204
OG0000276	Prad.g_01797	Prai.g_00205
OG0000277	Prad.g_01796	Prai.g_00206
OG0000278	Prad.g_01795	Prai.g_00207
OG0000279	Prad.g_01794	Prai.g_00208
OG0000280	Prad.g_01793	Prai.g_00209
OG0000281	Prad.g_01791	Prai.g_00211
OG0000282	Prad.g_01790	Prai.g_00212
OG0000283	Prad.g_01787	Prai.g_00215
OG0000284	Prad.g_01786	Prai.g_00216
OG0000285	Prad.g_01785	Prai.g_00217
OG0000286	Prad.g_01783	Prai.g_00219
OG0000287	Prad.g_01782	Prai.g_00220
OG0000288	Prad.g_01781	Prai.g_00221
OG0000289	Prad.g_01780	Prai.g_00222
OG0000290	Prad.g_01779	Prai.g_00223
OG0000291	Prad.g_01778	Prai.g_00224
OG0000292	Prad.g_01777	Prai.g_00225
OG0000293	Prad.g_01776	Prai.g_00226
OG0000294	Prad.g_01775	Prai.g_00227
OG0000295	Prad.g_01774	Prai.g_00228
OG0000296	Prad.g_01773	Prai.g_00229
OG0000297	Prad.g_01772	Prai.g_00230
OG0000298	Prad.g_01771	Prai.g_00231
OG0000299	Prad.g_01770	Prai.g_00232
OG0000300	Prad.g_01769	Prai.g_00233
OG0000301	Prad.g_01768	Prai.g_00234
OG0000302	Prad.g_01767	Prai.g_00235
OG0000303	Prad.g_01766	Prai.g_00236
OG0000304	Prad.g_01765	Prai.g_00237
OG0000305	Prad.g_01764	Prai.g_00238
OG0000306	Prad.g_01763	Prai.g_00239
OG0000307	Prad.g_01762	Prai.g_00240
OG0000308	Prad.g_01761	Prai.g_00241
OG0000309	Prad.g_01760	Prai.g_00242
OG0000310	Prad.g_01759	Prai.g_00243
OG0000311	Prad.g_01758	Prai.g_00244
OG0000312	Prad.g_01756	Prai.g_00246
OG0000313	Prad.g_01755	Prai.g_00247
OG0000314	Prad.g_01752	Prai.g_00250
OG0000315	Prad.g_01751	Prai.g_00251
OG0000316	Prad.g_01749	Prai.g_00255
OG0000317	Prad.g_01747	Prai.g_00257
OG0000318	Prad.g_01746	Prai.g_00258
OG0000319	Prad.g_01745	Prai.g_00259
OG0000320	Prad.g_01744	Prai.g_00260
OG0000321	Prad.g_01741	Prai.g_00263
OG0000322	Prad.g_01738	Prai.g_00266
OG0000323	Prad.g_01737	Prai.g_00267
OG0000324	Prad.g_01734	Prai.g_00270
OG0000325	Prad.g_01732	Prai.g_00272
OG0000326	Prad.g_01731	Prai.g_00273
OG0000327	Prad.g_01729	Prai.g_00275
OG0000328	Prad.g_01728	Prai.g_00276
OG0000329	Prad.g_01727	Prai.g_00277
OG0000330	Prad.g_01726	Prai.g_00278
OG0000331	Prad.g_01725	Prai.g_00279
OG0000332	Prad.g_01724	Prai.g_00280
OG0000333	Prad.g_01723	Prai.g_00281
OG0000334	Prad.g_01722	Prai.g_00282
OG0000335	Prad.g_01721	Prai.g_00283
OG0000336	Prad.g_01720	Prai.g_00284
OG0000337	Prad.g_01716	Prai.g_00288
OG0000338	Prad.g_01715	Prai.g_00289
OG0000339	Prad.g_01714	Prai.g_00290
OG0000340	Prad.g_01713	Prai.g_00291
OG0000341	Prad.g_01709	Prai.g_00295
OG0000342	Prad.g_01708	Prai.g_00296
OG0000343	Prad.g_01706	Prai.g_00298
OG0000344	Prad.g_01705	Prai.g_00299
OG0000345	Prad.g_01704	Prai.g_00300
OG0000346	Prad.g_01703	Prai.g_00301
OG0000347	Prad.g_01702	Prai.g_00302
OG0000348	Prad.g_01701	Prai.g_00303
OG0000349	Prad.g_01700	Prai.g_00304
OG0000350	Prad.g_01699	Prai.g_00305
OG0000351	Prad.g_01696	Prai.g_00308
OG0000352	Prad.g_01693	Prai.g_00311
OG0000353	Prad.g_01692	Prai.g_00312
OG0000354	Prad.g_01691	Prai.g_00313
OG0000355	Prad.g_01690	Prai.g_00314
OG0000356	Prad.g_01689	Prai.g_00315
OG0000357	Prad.g_01688	Prai.g_00316
OG0000358	Prad.g_01687	Prai.g_00317
OG0000359	Prad.g_01686	Prai.g_00318
OG0000360	Prad.g_01683	Prai.g_00321
OG0000361	Prad.g_01682	Prai.g_00322
OG0000362	Prad.g_01681	Prai.g_00323
OG0000363	Prad.g_01680	Prai.g_00324
OG0000364	Prad.g_01679	Prai.g_00325
OG0000365	Prad.g_01678	Prai.g_00326
OG0000366	Prad.g_01677	Prai.g_00327
OG0000367	Prad.g_01676	Prai.g_00328
OG0000368	Prad.g_01675	Prai.g_00329
OG0000369	Prad.g_01674	Prai.g_00330
OG0000370	Prad.g_01673	Prai.g_00331
OG0000371	Prad.g_01672	Prai.g_00332
OG0000372	Prad.g_01670	Prai.g_00334
OG0000373	Prad.g_01668	Prai.g_00336
OG0000374	Prad.g_01667	Prai.g_00337
OG0000375	Prad.g_01666	Prai.g_00338
OG0000376	Prad.g_01664	Prai.g_00340
OG0000377	Prad.g_01663	Prai.g_00341
OG0000378	Prad.g_01662	Prai.g_00342
OG0000379	Prad.g_01657	Prai.g_00347
OG0000380	Prad.g_01656	Prai.g_00348
OG0000381	Prad.g_01655	Prai.g_00349
OG0000382	Prad.g_01653	Prai.g_00351
OG0000383	Prad.g_01650	Prai.g_00354
OG0000384	Prad.g_01649	Prai.g_00355
OG0000385	Prad.g_01646	Prai.g_00357
OG0000386	Prad.g_01645	Prai.g_00358
OG0000387	Prad.g_01644	Prai.g_00359
OG0000388	Prad.g_01643	Prai.g_00360
OG0000389	Prad.g_01642	Prai.g_00361
OG0000390	Prad.g_00761	Prai.g_00362
OG0000391	Prad.g_00760	Prai.g_00363
OG0000392	Prad.g_00759	Prai.g_00364
OG0000393	Prad.g_00756	Prai.g_00367
OG0000394	Prad.g_00755	Prai.g_00368
OG0000395	Prad.g_00753	Prai.g_00370
OG0000396	Prad.g_00752	Prai.g_00372
OG0000397	Prad.g_00738	Prai.g_00384
OG0000398	Prad.g_00730	Prai.g_00390
OG0000399	Prad.g_00729	Prai.g_00392
OG0000400	Prad.g_00724	Prai.g_00397
OG0000401	Prad.g_00671	Prai.g_00462
OG0000402	Prad.g_00670	Prai.g_00463
OG0000403	Prad.g_00669	Prai.g_00464
OG0000404	Prad.g_00667	Prai.g_00466
OG0000405	Prad.g_00666	Prai.g_00467
OG0000406	Prad.g_00069	Prai.g_00469
OG0000407	Prad.g_00068	Prai.g_00470
OG0000408	Prad.g_00067	Prai.g_00471
OG0000409	Prad.g_00066	Prai.g_00472
OG0000410	Prad.g_00065	Prai.g_00473
OG0000411	Prad.g_00064	Prai.g_00474
OG0000412	Prad.g_00063	Prai.g_00475
OG0000413	Prad.g_00062	Prai.g_00476
OG0000414	Prad.g_00061	Prai.g_00477
OG0000415	Prad.g_00060	Prai.g_00478
OG0000416	Prad.g_00059	Prai.g_00479
OG0000417	Prad.g_00058	Prai.g_00480
OG0000418	Prad.g_00057	Prai.g_00481
OG0000419	Prad.g_00056	Prai.g_00482
OG0000420	Prad.g_00055	Prai.g_00483
OG0000421	Prad.g_00054	Prai.g_00484
OG0000422	Prad.g_00052	Prai.g_00486
OG0000423	Prad.g_00051	Prai.g_00487
OG0000424	Prad.g_00049	Prai.g_00489
OG0000425	Prad.g_00045	Prai.g_00492
OG0000426	Prad.g_00044	Prai.g_00493
OG0000427	Prad.g_00043	Prai.g_00494
OG0000428	Prad.g_00042	Prai.g_00495
OG0000429	Prad.g_00041	Prai.g_00496
OG0000430	Prad.g_00036	Prai.g_00501
OG0000431	Prad.g_00034	Prai.g_00503
OG0000432	Prad.g_00033	Prai.g_00504
OG0000433	Prad.g_00030	Prai.g_00507
OG0000434	Prad.g_00029	Prai.g_00508
OG0000435	Prad.g_00028	Prai.g_00509
OG0000436	Prad.g_00026	Prai.g_00511
OG0000437	Prad.g_00024	Prai.g_00513
OG0000438	Prad.g_00023	Prai.g_00514
OG0000439	Prad.g_00022	Prai.g_00515
OG0000440	Prad.g_00020	Prai.g_00517
OG0000441	Prad.g_00019	Prai.g_00518
OG0000442	Prad.g_00018	Prai.g_00519
OG0000443	Prad.g_00017	Prai.g_00520
OG0000444	Prad.g_00016	Prai.g_00521
OG0000445	Prad.g_00015	Prai.g_00522
OG0000446	Prad.g_00014	Prai.g_00523
OG0000447	Prad.g_00013	Prai.g_00524
OG0000448	Prad.g_00012	Prai.g_00525
OG0000449	Prad.g_00129	Prai.g_00530
OG0000450	Prad.g_00128	Prai.g_00531
OG0000451	Prad.g_00127	Prai.g_00532
OG0000452	Prad.g_00126	Prai.g_00533
OG0000453	Prad.g_00124	Prai.g_00535
OG0000454	Prad.g_00123	Prai.g_00536
OG0000455	Prad.g_00122	Prai.g_00537
OG0000456	Prad.g_00121	Prai.g_00538
OG0000457	Prad.g_00119	Prai.g_00540
OG0000458	Prad.g_00117	Prai.g_00542
OG0000459	Prad.g_00116	Prai.g_00543
OG0000460	Prad.g_00114	Prai.g_00544
OG0000461	Prad.g_00113	Prai.g_00545
OG0000462	Prad.g_00112	Prai.g_00546
OG0000463	Prad.g_00111	Prai.g_00547
OG0000464	Prad.g_00106	Prai.g_00552
OG0000465	Prad.g_00104	Prai.g_00553
OG0000466	Prad.g_00103	Prai.g_00554
OG0000467	Prad.g_00102	Prai.g_00555
OG0000468	Prad.g_00101	Prai.g_00556
OG0000469	Prad.g_00100	Prai.g_00557
OG0000470	Prad.g_00099	Prai.g_00558
OG0000471	Prad.g_00098	Prai.g_00559
OG0000472	Prad.g_00095	Prai.g_00562
OG0000473	Prad.g_00094	Prai.g_00563
OG0000474	Prad.g_00093	Prai.g_00564
OG0000475	Prad.g_00092	Prai.g_00565
OG0000476	Prad.g_00091	Prai.g_00566
OG0000477	Prad.g_01330	Prai.g_00568
OG0000478	Prad.g_01331	Prai.g_00569
OG0000479	Prad.g_01332	Prai.g_00570
OG0000480	Prad.g_01334	Prai.g_00572
OG0000481	Prad.g_01335	Prai.g_00573
OG0000482	Prad.g_01336	Prai.g_00574
OG0000483	Prad.g_01337	Prai.g_00575
OG0000484	Prad.g_01338	Prai.g_00576
OG0000485	Prad.g_01339	Prai.g_00577
OG0000486	Prad.g_01340	Prai.g_00578
OG0000487	Prad.g_01341	Prai.g_00579
OG0000488	Prad.g_01343	Prai.g_00581
OG0000489	Prad.g_01344	Prai.g_00582
OG0000490	Prad.g_01345	Prai.g_00583
OG0000491	Prad.g_01346	Prai.g_00584
OG0000492	Prad.g_01347	Prai.g_00585
OG0000493	Prad.g_01348	Prai.g_00586
OG0000494	Prad.g_01350	Prai.g_00588
OG0000495	Prad.g_01351	Prai.g_00589
OG0000496	Prad.g_01352	Prai.g_00590
OG0000497	Prad.g_01353	Prai.g_00592
OG0000498	Prad.g_01354	Prai.g_00593
OG0000499	Prad.g_01356	Prai.g_00595
OG0000500	Prad.g_01357	Prai.g_00596
OG0000501	Prad.g_01359	Prai.g_00598
OG0000502	Prad.g_01360	Prai.g_00599
OG0000503	Prad.g_01361	Prai.g_00600
OG0000504	Prad.g_01362	Prai.g_00601
OG0000505	Prad.g_01363	Prai.g_00602
OG0000506	Prad.g_01364	Prai.g_00603
OG0000507	Prad.g_01365	Prai.g_00604
OG0000508	Prad.g_01367	Prai.g_00606
OG0000509	Prad.g_01368	Prai.g_00607
OG0000510	Prad.g_01369	Prai.g_00608
OG0000511	Prad.g_01370	Prai.g_00609
OG0000512	Prad.g_01371	Prai.g_00610
OG0000513	Prad.g_01372	Prai.g_00611
OG0000514	Prad.g_01373	Prai.g_00612
OG0000515	Prad.g_01375	Prai.g_00614
OG0000516	Prad.g_01376	Prai.g_00615
OG0000517	Prad.g_01377	Prai.g_00616
OG0000518	Prad.g_01380	Prai.g_00619
OG0000519	Prad.g_01381	Prai.g_00620
OG0000520	Prad.g_01382	Prai.g_00621
OG0000521	Prad.g_01383	Prai.g_00622
OG0000522	Prad.g_01384	Prai.g_00623
OG0000523	Prad.g_01385	Prai.g_00624
OG0000524	Prad.g_01386	Prai.g_00625
OG0000525	Prad.g_01388	Prai.g_00627
OG0000526	Prad.g_01389	Prai.g_00628
OG0000527	Prad.g_01390	Prai.g_00629
OG0000528	Prad.g_01391	Prai.g_00630
OG0000529	Prad.g_01392	Prai.g_00631
OG0000530	Prad.g_01393	Prai.g_00632
OG0000531	Prad.g_01394	Prai.g_00633
OG0000532	Prad.g_01395	Prai.g_00634
OG0000533	Prad.g_01396	Prai.g_00635
OG0000534	Prad.g_01397	Prai.g_00636
OG0000535	Prad.g_01398	Prai.g_00637
OG0000536	Prad.g_01399	Prai.g_00638
OG0000537	Prad.g_01400	Prai.g_00639
OG0000538	Prad.g_01401	Prai.g_00640
OG0000539	Prad.g_01402	Prai.g_00641
OG0000540	Prad.g_01403	Prai.g_00642
OG0000541	Prad.g_01404	Prai.g_00643
OG0000542	Prad.g_01405	Prai.g_00644
OG0000543	Prad.g_01406	Prai.g_00645
OG0000544	Prad.g_01407	Prai.g_00646
OG0000545	Prad.g_01410	Prai.g_00650
OG0000546	Prad.g_01411	Prai.g_00651
OG0000547	Prad.g_01413	Prai.g_00653
OG0000548	Prad.g_01414	Prai.g_00654
OG0000549	Prad.g_01415	Prai.g_00655
OG0000550	Prad.g_01416	Prai.g_00656
OG0000551	Prad.g_01417	Prai.g_00657
OG0000552	Prad.g_01418	Prai.g_00658
OG0000553	Prad.g_01419	Prai.g_00659
OG0000554	Prad.g_01420	Prai.g_00660
OG0000555	Prad.g_01421	Prai.g_00661
OG0000556	Prad.g_01422	Prai.g_00662
OG0000557	Prad.g_01423	Prai.g_00663
OG0000558	Prad.g_01424	Prai.g_00664
OG0000559	Prad.g_01425	Prai.g_00665
OG0000560	Prad.g_01427	Prai.g_00667
OG0000561	Prad.g_01428	Prai.g_00668
OG0000562	Prad.g_01429	Prai.g_00669
OG0000563	Prad.g_01430	Prai.g_00670
OG0000564	Prad.g_01431	Prai.g_00671
OG0000565	Prad.g_01432	Prai.g_00672
OG0000566	Prad.g_01433	Prai.g_00673
OG0000567	Prad.g_01219	Prai.g_00674
OG0000568	Prad.g_01220	Prai.g_00675
OG0000569	Prad.g_01221	Prai.g_00676
