Orthogroup	Prad	Prap
OG0000236	Prad.g_01845	Prap.g_01025
OG0000237	Prad.g_01844	Prap.g_01024
OG0000238	Prad.g_01843	Prap.g_01023
OG0000239	Prad.g_01842	Prap.g_01022
OG0000240	Prad.g_01840	Prap.g_01020
OG0000241	Prad.g_01839	Prap.g_01019
OG0000242	Prad.g_01838	Prap.g_01018
OG0000243	Prad.g_01837	Prap.g_01017
OG0000244	Prad.g_01836	Prap.g_01016
OG0000245	Prad.g_01835	Prap.g_01014
OG0000246	Prad.g_01833	Prap.g_01012
OG0000247	Prad.g_01832	Prap.g_01011
OG0000248	Prad.g_01831	Prap.g_01010
OG0000249	Prad.g_01830	Prap.g_01009
OG0000250	Prad.g_01829	Prap.g_01008
OG0000251	Prad.g_01828	Prap.g_01007
OG0000252	Prad.g_01827	Prap.g_01006
OG0000253	Prad.g_01826	Prap.g_01005
OG0000254	Prad.g_01824	Prap.g_01003
OG0000255	Prad.g_01823	Prap.g_01002
OG0000256	Prad.g_01820	Prap.g_00999
OG0000257	Prad.g_01818	Prap.g_00997
OG0000258	Prad.g_01817	Prap.g_00996
OG0000259	Prad.g_01816	Prap.g_00995
OG0000260	Prad.g_01815	Prap.g_00994
OG0000261	Prad.g_01814	Prap.g_00993
OG0000262	Prad.g_01813	Prap.g_00992
OG0000263	Prad.g_01812	Prap.g_00991
OG0000264	Prad.g_01810	Prap.g_00989
OG0000265	Prad.g_01809	Prap.g_00988
OG0000266	Prad.g_01808	Prap.g_00987
OG0000267	Prad.g_01806	Prap.g_00985
OG0000268	Prad.g_01805	Prap.g_00983
OG0000269	Prad.g_01804	Prap.g_00982
OG0000270	Prad.g_01803	Prap.g_00981
OG0000271	Prad.g_01802	Prap.g_00980
OG0000272	Prad.g_01801	Prap.g_00979
OG0000273	Prad.g_01800	Prap.g_00978
OG0000274	Prad.g_01799	Prap.g_00977
OG0000275	Prad.g_01798	Prap.g_00976
OG0000276	Prad.g_01797	Prap.g_00975
OG0000277	Prad.g_01796	Prap.g_00974
OG0000278	Prad.g_01795	Prap.g_00973
OG0000279	Prad.g_01794	Prap.g_00972
OG0000280	Prad.g_01793	Prap.g_00971
OG0000281	Prad.g_01791	Prap.g_00969
OG0000282	Prad.g_01790	Prap.g_00968
OG0000283	Prad.g_01787	Prap.g_00965
OG0000284	Prad.g_01786	Prap.g_00964
OG0000285	Prad.g_01785	Prap.g_00963
OG0000286	Prad.g_01783	Prap.g_00961
OG0000287	Prad.g_01782	Prap.g_00959
OG0000288	Prad.g_01781	Prap.g_00958
OG0000289	Prad.g_01780	Prap.g_00957
OG0000290	Prad.g_01779	Prap.g_00956
OG0000291	Prad.g_01778	Prap.g_00955
OG0000292	Prad.g_01777	Prap.g_00954
OG0000293	Prad.g_01776	Prap.g_00953
OG0000294	Prad.g_01775	Prap.g_00952
OG0000295	Prad.g_01774	Prap.g_00951
OG0000296	Prad.g_01773	Prap.g_00950
OG0000297	Prad.g_01772	Prap.g_00949
OG0000298	Prad.g_01771	Prap.g_00948
OG0000299	Prad.g_01770	Prap.g_00947
OG0000300	Prad.g_01769	Prap.g_00946
OG0000301	Prad.g_01768	Prap.g_00945
OG0000302	Prad.g_01767	Prap.g_00944
OG0000303	Prad.g_01766	Prap.g_00943
OG0000304	Prad.g_01765	Prap.g_01487
OG0000305	Prad.g_01764	Prap.g_01486
OG0000306	Prad.g_01763	Prap.g_01485
OG0000307	Prad.g_01762	Prap.g_01483
OG0000308	Prad.g_01761	Prap.g_01482
OG0000309	Prad.g_01760	Prap.g_01481
OG0000310	Prad.g_01759	Prap.g_01480
OG0000311	Prad.g_01758	Prap.g_01479
OG0000312	Prad.g_01756	Prap.g_01477
OG0000313	Prad.g_01755	Prap.g_01476
OG0000314	Prad.g_01752	Prap.g_01472
OG0000315	Prad.g_01751	Prap.g_01471
OG0000316	Prad.g_01749	Prap.g_01469
OG0000317	Prad.g_01747	Prap.g_01467
OG0000318	Prad.g_01746	Prap.g_01466
OG0000319	Prad.g_01745	Prap.g_01465
OG0000320	Prad.g_01744	Prap.g_01464
OG0000321	Prad.g_01741	Prap.g_01461
OG0000322	Prad.g_01738	Prap.g_01457
OG0000323	Prad.g_01737	Prap.g_01456
OG0000324	Prad.g_01734	Prap.g_01453
OG0000325	Prad.g_01732	Prap.g_01452
OG0000326	Prad.g_01731	Prap.g_01451
OG0000327	Prad.g_01729	Prap.g_01449
OG0000328	Prad.g_01728	Prap.g_01448
OG0000329	Prad.g_01727	Prap.g_01447
OG0000330	Prad.g_01726	Prap.g_01446
OG0000331	Prad.g_01725	Prap.g_01444
OG0000332	Prad.g_01724	Prap.g_01443
OG0000333	Prad.g_01723	Prap.g_01442
OG0000334	Prad.g_01722	Prap.g_01441
OG0000335	Prad.g_01721	Prap.g_01440
OG0000336	Prad.g_01720	Prap.g_01438
OG0000337	Prad.g_01716	Prap.g_01435
OG0000338	Prad.g_01715	Prap.g_01434
OG0000339	Prad.g_01714	Prap.g_01433
OG0000340	Prad.g_01713	Prap.g_01432
OG0000341	Prad.g_01709	Prap.g_01428
OG0000342	Prad.g_01708	Prap.g_01427
OG0000343	Prad.g_01706	Prap.g_01424
OG0000344	Prad.g_01705	Prap.g_01423
OG0000345	Prad.g_01704	Prap.g_01422
OG0000346	Prad.g_01703	Prap.g_01421
OG0000347	Prad.g_01702	Prap.g_01420
OG0000348	Prad.g_01701	Prap.g_01418
OG0000349	Prad.g_01700	Prap.g_01417
OG0000350	Prad.g_01699	Prap.g_01416
OG0000351	Prad.g_01696	Prap.g_01414
OG0000352	Prad.g_01693	Prap.g_01411
OG0000353	Prad.g_01692	Prap.g_01410
OG0000354	Prad.g_01691	Prap.g_01409
OG0000355	Prad.g_01690	Prap.g_01408
OG0000356	Prad.g_01689	Prap.g_01407
OG0000357	Prad.g_01688	Prap.g_01406
OG0000358	Prad.g_01687	Prap.g_01405
OG0000359	Prad.g_01686	Prap.g_01404
OG0000360	Prad.g_01683	Prap.g_01402
OG0000361	Prad.g_01682	Prap.g_01401
OG0000362	Prad.g_01681	Prap.g_01400
OG0000363	Prad.g_01680	Prap.g_01399
OG0000364	Prad.g_01679	Prap.g_01398
OG0000365	Prad.g_01678	Prap.g_01397
OG0000366	Prad.g_01677	Prap.g_01396
OG0000367	Prad.g_01676	Prap.g_01395
OG0000368	Prad.g_01675	Prap.g_01394
OG0000369	Prad.g_01674	Prap.g_01393
OG0000370	Prad.g_01673	Prap.g_01392
OG0000371	Prad.g_01672	Prap.g_01391
OG0000372	Prad.g_01670	Prap.g_01390
OG0000373	Prad.g_01668	Prap.g_01388
OG0000374	Prad.g_01667	Prap.g_01387
OG0000375	Prad.g_01666	Prap.g_01386
OG0000376	Prad.g_01664	Prap.g_01385
OG0000377	Prad.g_01663	Prap.g_01379
OG0000378	Prad.g_01662	Prap.g_01378
OG0000379	Prad.g_01657	Prap.g_01372
OG0000380	Prad.g_01656	Prap.g_01370
OG0000381	Prad.g_01655	Prap.g_01369
OG0000382	Prad.g_01653	Prap.g_01368
OG0000383	Prad.g_01650	Prap.g_01365
OG0000384	Prad.g_01649	Prap.g_01364
OG0000385	Prad.g_01646	Prap.g_01361
OG0000386	Prad.g_01645	Prap.g_01360
OG0000387	Prad.g_01644	Prap.g_01359
OG0000388	Prad.g_01643	Prap.g_01358
OG0000389	Prad.g_01642	Prap.g_01357
OG0000390	Prad.g_00761	Prap.g_01356
OG0000391	Prad.g_00760	Prap.g_01355
OG0000392	Prad.g_00759	Prap.g_01354
OG0000393	Prad.g_00756	Prap.g_01350
OG0000394	Prad.g_00755	Prap.g_01349
OG0000395	Prad.g_00753	Prap.g_01346
OG0000396	Prad.g_00752	Prap.g_00728
OG0000397	Prad.g_00738	Prap.g_00500
OG0000398	Prad.g_00730	Prap.g_01827
OG0000399	Prad.g_00729	Prap.g_00495
OG0000400	Prad.g_00724	Prap.g_01714
OG0000401	Prad.g_00671	Prap.g_01335
OG0000402	Prad.g_00670	Prap.g_01334
OG0000403	Prad.g_00669	Prap.g_01333
OG0000404	Prad.g_00667	Prap.g_01331
OG0000405	Prad.g_00666	Prap.g_01330
OG0000406	Prad.g_00069	Prap.g_01328
OG0000407	Prad.g_00068	Prap.g_01327
OG0000408	Prad.g_00067	Prap.g_01326
OG0000409	Prad.g_00066	Prap.g_01325
OG0000410	Prad.g_00065	Prap.g_01324
OG0000411	Prad.g_00064	Prap.g_01323
OG0000412	Prad.g_00063	Prap.g_01322
OG0000413	Prad.g_00062	Prap.g_01321
OG0000414	Prad.g_00061	Prap.g_01320
OG0000415	Prad.g_00060	Prap.g_01319
OG0000416	Prad.g_00059	Prap.g_01318
OG0000417	Prad.g_00058	Prap.g_01317
OG0000418	Prad.g_00057	Prap.g_01316
OG0000419	Prad.g_00056	Prap.g_01315
OG0000420	Prad.g_00055	Prap.g_01314
OG0000421	Prad.g_00054	Prap.g_01310
OG0000422	Prad.g_00052	Prap.g_01308
OG0000423	Prad.g_00051	Prap.g_01307
OG0000424	Prad.g_00049	Prap.g_01306
OG0000425	Prad.g_00045	Prap.g_01302
OG0000426	Prad.g_00044	Prap.g_01301
OG0000427	Prad.g_00043	Prap.g_01300
OG0000428	Prad.g_00042	Prap.g_01298
OG0000429	Prad.g_00041	Prap.g_01297
OG0000430	Prad.g_00036	Prap.g_01296
OG0000431	Prad.g_00034	Prap.g_01294
OG0000432	Prad.g_00033	Prap.g_01293
OG0000433	Prad.g_00030	Prap.g_01290
OG0000434	Prad.g_00029	Prap.g_01289
OG0000435	Prad.g_00028	Prap.g_01288
OG0000436	Prad.g_00026	Prap.g_01286
OG0000437	Prad.g_00024	Prap.g_01284
OG0000438	Prad.g_00023	Prap.g_01283
OG0000439	Prad.g_00022	Prap.g_01282
OG0000440	Prad.g_00020	Prap.g_01280
OG0000441	Prad.g_00019	Prap.g_01279
OG0000442	Prad.g_00018	Prap.g_01278
OG0000443	Prad.g_00017	Prap.g_01277
OG0000444	Prad.g_00016	Prap.g_01276
OG0000445	Prad.g_00015	Prap.g_01275
OG0000446	Prad.g_00014	Prap.g_01274
OG0000447	Prad.g_00013	Prap.g_01273
OG0000448	Prad.g_00012	Prap.g_01272
OG0000449	Prad.g_00129	Prap.g_01266
OG0000450	Prad.g_00128	Prap.g_01265
OG0000451	Prad.g_00127	Prap.g_01264
OG0000452	Prad.g_00126	Prap.g_01263
OG0000453	Prad.g_00124	Prap.g_01262
OG0000454	Prad.g_00123	Prap.g_01261
OG0000455	Prad.g_00122	Prap.g_01260
OG0000456	Prad.g_00121	Prap.g_01259
OG0000457	Prad.g_00119	Prap.g_01257
OG0000458	Prad.g_00117	Prap.g_01255
OG0000459	Prad.g_00116	Prap.g_01254
OG0000460	Prad.g_00114	Prap.g_01252
OG0000461	Prad.g_00113	Prap.g_01251
OG0000462	Prad.g_00112	Prap.g_01250
OG0000463	Prad.g_00111	Prap.g_01249
OG0000464	Prad.g_00106	Prap.g_01245
OG0000465	Prad.g_00104	Prap.g_01244
OG0000466	Prad.g_00103	Prap.g_01243
OG0000467	Prad.g_00102	Prap.g_01242
OG0000468	Prad.g_00101	Prap.g_01241
OG0000469	Prad.g_00100	Prap.g_01240
OG0000470	Prad.g_00099	Prap.g_01239
OG0000471	Prad.g_00098	Prap.g_01238
OG0000472	Prad.g_00095	Prap.g_01235
OG0000473	Prad.g_00094	Prap.g_01234
OG0000474	Prad.g_00093	Prap.g_01233
OG0000475	Prad.g_00092	Prap.g_01232
OG0000476	Prad.g_00091	Prap.g_01231
OG0000477	Prad.g_01330	Prap.g_01229
OG0000478	Prad.g_01331	Prap.g_01228
OG0000479	Prad.g_01332	Prap.g_01227
OG0000480	Prad.g_01334	Prap.g_01225
OG0000481	Prad.g_01335	Prap.g_01224
OG0000482	Prad.g_01336	Prap.g_01223
OG0000483	Prad.g_01337	Prap.g_01222
OG0000484	Prad.g_01338	Prap.g_01221
OG0000485	Prad.g_01339	Prap.g_01220
OG0000486	Prad.g_01340	Prap.g_01219
OG0000487	Prad.g_01341	Prap.g_01218
OG0000488	Prad.g_01343	Prap.g_01216
OG0000489	Prad.g_01344	Prap.g_01215
OG0000490	Prad.g_01345	Prap.g_01214
OG0000491	Prad.g_01346	Prap.g_01213
OG0000492	Prad.g_01347	Prap.g_01212
OG0000493	Prad.g_01348	Prap.g_01211
OG0000494	Prad.g_01350	Prap.g_01210
OG0000495	Prad.g_01351	Prap.g_01209
OG0000496	Prad.g_01352	Prap.g_01207
OG0000497	Prad.g_01353	Prap.g_01205
OG0000498	Prad.g_01354	Prap.g_01204
OG0000499	Prad.g_01356	Prap.g_01202
OG0000500	Prad.g_01357	Prap.g_01201
OG0000501	Prad.g_01359	Prap.g_01199
OG0000502	Prad.g_01360	Prap.g_01198
OG0000503	Prad.g_01361	Prap.g_01197
OG0000504	Prad.g_01362	Prap.g_01196
OG0000505	Prad.g_01363	Prap.g_01195
OG0000506	Prad.g_01364	Prap.g_01194
OG0000507	Prad.g_01365	Prap.g_01193
OG0000508	Prad.g_01367	Prap.g_01191
OG0000509	Prad.g_01368	Prap.g_01190
OG0000510	Prad.g_01369	Prap.g_01189
OG0000511	Prad.g_01370	Prap.g_01188
OG0000512	Prad.g_01371	Prap.g_01187
OG0000513	Prad.g_01372	Prap.g_01186
OG0000514	Prad.g_01373	Prap.g_01185
OG0000515	Prad.g_01375	Prap.g_01182
OG0000516	Prad.g_01376	Prap.g_01181
OG0000517	Prad.g_01377	Prap.g_01180
OG0000518	Prad.g_01380	Prap.g_01177
OG0000519	Prad.g_01381	Prap.g_01176
OG0000520	Prad.g_01382	Prap.g_01175
OG0000521	Prad.g_01383	Prap.g_01174
OG0000522	Prad.g_01384	Prap.g_01173
OG0000523	Prad.g_01385	Prap.g_01172
OG0000524	Prad.g_01386	Prap.g_01171
OG0000525	Prad.g_01388	Prap.g_01169
OG0000526	Prad.g_01389	Prap.g_01168
OG0000527	Prad.g_01390	Prap.g_01167
OG0000528	Prad.g_01391	Prap.g_01166
OG0000529	Prad.g_01392	Prap.g_01165
OG0000530	Prad.g_01393	Prap.g_01164
OG0000531	Prad.g_01394	Prap.g_01162
OG0000532	Prad.g_01395	Prap.g_01161
OG0000533	Prad.g_01396	Prap.g_01160
OG0000534	Prad.g_01397	Prap.g_01159
OG0000535	Prad.g_01398	Prap.g_01158
OG0000536	Prad.g_01399	Prap.g_01157
OG0000537	Prad.g_01400	Prap.g_01156
OG0000538	Prad.g_01401	Prap.g_01155
OG0000539	Prad.g_01402	Prap.g_01154
OG0000540	Prad.g_01403	Prap.g_01153
OG0000541	Prad.g_01404	Prap.g_01152
OG0000542	Prad.g_01405	Prap.g_01151
OG0000543	Prad.g_01406	Prap.g_01150
OG0000544	Prad.g_01407	Prap.g_01149
OG0000545	Prad.g_01410	Prap.g_01147
OG0000546	Prad.g_01411	Prap.g_01146
OG0000547	Prad.g_01413	Prap.g_01144
OG0000548	Prad.g_01414	Prap.g_01142
OG0000549	Prad.g_01415	Prap.g_01141
OG0000550	Prad.g_01416	Prap.g_01140
OG0000551	Prad.g_01417	Prap.g_01138
OG0000552	Prad.g_01418	Prap.g_01137
OG0000553	Prad.g_01419	Prap.g_00397
OG0000554	Prad.g_01420	Prap.g_00396
OG0000555	Prad.g_01421	Prap.g_00395
OG0000556	Prad.g_01422	Prap.g_00394
OG0000557	Prad.g_01423	Prap.g_00393
OG0000558	Prad.g_01424	Prap.g_00392
OG0000559	Prad.g_01425	Prap.g_00391
OG0000560	Prad.g_01427	Prap.g_00389
OG0000561	Prad.g_01428	Prap.g_00388
OG0000562	Prad.g_01429	Prap.g_00386
OG0000563	Prad.g_01430	Prap.g_00385
OG0000564	Prad.g_01431	Prap.g_00384
OG0000565	Prad.g_01432	Prap.g_00383
OG0000566	Prad.g_01433	Prap.g_00382
OG0000567	Prad.g_01219	Prap.g_00381
OG0000568	Prad.g_01220	Prap.g_00380
OG0000569	Prad.g_01221	Prap.g_00379
OG0000570	Prad.g_01222	Prap.g_00378
OG0000571	Prad.g_01223	Prap.g_00377
OG0000572	Prad.g_01224	Prap.g_00376
OG0000573	Prad.g_01227	Prap.g_00373
OG0000574	Prad.g_01228	Prap.g_00372
OG0000575	Prad.g_01229	Prap.g_00371
OG0000576	Prad.g_01230	Prap.g_00370
OG0000577	Prad.g_01231	Prap.g_00369
OG0000578	Prad.g_01232	Prap.g_00368
OG0000579	Prad.g_01233	Prap.g_00367
OG0000580	Prad.g_01234	Prap.g_00366
OG0000581	Prad.g_01235	Prap.g_00365
OG0000582	Prad.g_01236	Prap.g_00364
OG0000583	Prad.g_01237	Prap.g_00363
