Orthogroup	Prad	Prax
OG0000082	Prad.g_01570	Prax.g_01456
OG0000083	Prad.g_01533	Prax.g_01493
OG0000084	Prad.g_01530	Prax.g_01496
OG0000085	Prad.g_01963	Prax.g_00290
OG0000086	Prad.g_01948, Prad.g_00675	Prax.g_00274
OG0000087	Prad.g_01937	Prax.g_00624
OG0000088	Prad.g_01880, Prad.g_00011	Prax.g_01106
OG0000089	Prad.g_01872	Prax.g_01097
OG0000090	Prad.g_01854	Prax.g_01079
OG0000091	Prad.g_01822	Prax.g_01049
OG0000092	Prad.g_01821	Prax.g_01048
OG0000093	Prad.g_01807	Prax.g_01034
OG0000094	Prad.g_01789	Prax.g_01016
OG0000095	Prad.g_01784	Prax.g_01011
OG0000096	Prad.g_01740	Prax.g_00924
OG0000097	Prad.g_01717	Prax.g_00901
OG0000098	Prad.g_01707	Prax.g_00891
OG0000099	Prad.g_01697	Prax.g_00881
OG0000100	Prad.g_01694	Prax.g_00878
OG0000101	Prad.g_00754	Prax.g_00816
OG0000102	Prad.g_00727	Prax.g_00792
OG0000103	Prad.g_00031	Prax.g_00726
OG0000104	Prad.g_00027	Prax.g_00722
OG0000105	Prad.g_00130	Prax.g_00702
OG0000106	Prad.g_00097	Prax.g_00669
OG0000107	Prad.g_00096	Prax.g_00668
OG0000108	Prad.g_01333	Prax.g_00004
OG0000109	Prad.g_01342	Prax.g_00013
OG0000110	Prad.g_01358	Prax.g_00029
OG0000111	Prad.g_01225	Prax.g_00110
OG0000112	Prad.g_01226	Prax.g_00111
OG0000113	Prad.g_01071	Prax.g_00463
OG0000114	Prad.g_01144	Prax.g_00375
OG0000115	Prad.g_00186	Prax.g_01129
OG0000116	Prad.g_00182	Prax.g_01133
OG0000117	Prad.g_01021	Prax.g_01201
OG0000118	Prad.g_00972	Prax.g_01254
OG0000119	Prad.g_01526	Prax.g_00164
OG0000120	Prad.g_01490	Prax.g_00206
OG0000121	Prad.g_01471, Prad.g_01470	Prax.g_00225
OG0000122	Prad.g_01451	Prax.g_00244
OG0000123	Prad.g_01438	Prax.g_00257
OG0000124	Prad.g_00076	Prax.g_01789
OG0000125	Prad.g_00616	Prax.g_01887
OG0000126	Prad.g_00594	Prax.g_01863
OG0000127	Prad.g_00528	Prax.g_01746
OG0000128	Prad.g_00514	Prax.g_01727
OG0000129	Prad.g_00477	Prax.g_01691
OG0000130	Prad.g_00943	Prax.g_01561
OG0000131	Prad.g_00905	Prax.g_01523
OG0000132	Prad.g_00902	Prax.g_01520
OG0000133	Prad.g_00848	Prax.g_01297
OG0000134	Prad.g_00812	Prax.g_01333
OG0000135	Prad.g_00810	Prax.g_01335
OG0000136	Prad.g_00766	Prax.g_01379
OG0000136	Prad.g_01294	Prax.g_01379
OG0000137	Prad.g_01615	Prax.g_01411
OG0000138	Prad.g_01580	Prax.g_01447
OG0000139	Prad.g_01553	Prax.g_01473
OG0000140	Prad.g_01535	Prax.g_01491
OG0000141	Prad.g_01534	Prax.g_01492
OG0000142	Prad.g_01532	Prax.g_01494
OG0000143	Prad.g_01531	Prax.g_01495
OG0000144	Prad.g_01529	Prax.g_01497
OG0000145	Prad.g_01528	Prax.g_01498
OG0000146	Prad.g_01527	Prax.g_01499
OG0000147	Prad.g_01976	Prax.g_01975
OG0000148	Prad.g_01974	Prax.g_01973
OG0000149	Prad.g_01972	Prax.g_00299
OG0000150	Prad.g_01971	Prax.g_00298
OG0000151	Prad.g_01970	Prax.g_00297
OG0000152	Prad.g_01969	Prax.g_00296
OG0000153	Prad.g_01968	Prax.g_00295
OG0000154	Prad.g_01967	Prax.g_00294
OG0000155	Prad.g_01966	Prax.g_00293
OG0000156	Prad.g_01965	Prax.g_00292
OG0000157	Prad.g_01964	Prax.g_00291
OG0000158	Prad.g_01962	Prax.g_00289
OG0000159	Prad.g_01961	Prax.g_00288
OG0000160	Prad.g_01960	Prax.g_00287
OG0000161	Prad.g_01959	Prax.g_00286
OG0000162	Prad.g_01958	Prax.g_00285
OG0000163	Prad.g_01957	Prax.g_00284
OG0000164	Prad.g_01954	Prax.g_00281
OG0000165	Prad.g_01951	Prax.g_00278
OG0000166	Prad.g_01950	Prax.g_00277
OG0000167	Prad.g_01949	Prax.g_00276
OG0000168	Prad.g_01947	Prax.g_00273
OG0000169	Prad.g_01945	Prax.g_00271
OG0000170	Prad.g_01944	Prax.g_00270
OG0000171	Prad.g_01943	Prax.g_00269
OG0000172	Prad.g_01941	Prax.g_00261
OG0000173	Prad.g_01940	Prax.g_00621
OG0000174	Prad.g_01939	Prax.g_00622
OG0000175	Prad.g_01938	Prax.g_00623
OG0000176	Prad.g_01936	Prax.g_00625
OG0000177	Prad.g_01935	Prax.g_00626
OG0000178	Prad.g_01934	Prax.g_00627
OG0000179	Prad.g_01929	Prax.g_00635
OG0000180	Prad.g_01928	Prax.g_00636
OG0000181	Prad.g_01927	Prax.g_00637
OG0000182	Prad.g_01924	Prax.g_00640
OG0000183	Prad.g_01923	Prax.g_00641
OG0000184	Prad.g_01920	Prax.g_00644
OG0000185	Prad.g_01916	Prax.g_00648
OG0000186	Prad.g_01915	Prax.g_00649
OG0000187	Prad.g_01914	Prax.g_00650
OG0000188	Prad.g_01913	Prax.g_00651
OG0000189	Prad.g_01912	Prax.g_00652
OG0000190	Prad.g_01911	Prax.g_00653
OG0000191	Prad.g_01910	Prax.g_00654
OG0000192	Prad.g_01909	Prax.g_00655
OG0000193	Prad.g_01908	Prax.g_00656
OG0000194	Prad.g_01907	Prax.g_00657
OG0000195	Prad.g_01905	Prax.g_00659
OG0000196	Prad.g_01904	Prax.g_00660
OG0000197	Prad.g_01903	Prax.g_01128
OG0000198	Prad.g_01902	Prax.g_01127
OG0000199	Prad.g_01899	Prax.g_01124
OG0000200	Prad.g_01898	Prax.g_01123
OG0000201	Prad.g_01897	Prax.g_01122
OG0000202	Prad.g_01896	Prax.g_01121
OG0000203	Prad.g_01895	Prax.g_01120
OG0000204	Prad.g_01894	Prax.g_01119
OG0000205	Prad.g_01893	Prax.g_01118
OG0000206	Prad.g_01892	Prax.g_01117
OG0000207	Prad.g_01891	Prax.g_01116
OG0000208	Prad.g_01890	Prax.g_01115
OG0000209	Prad.g_01889	Prax.g_01114
OG0000210	Prad.g_01887	Prax.g_01113
OG0000211	Prad.g_01886	Prax.g_01112
OG0000212	Prad.g_01885	Prax.g_01111
OG0000213	Prad.g_01884	Prax.g_01110
OG0000214	Prad.g_01882	Prax.g_01108
OG0000215	Prad.g_01881	Prax.g_01107
OG0000216	Prad.g_01879	Prax.g_01105
OG0000217	Prad.g_01878	Prax.g_01103
OG0000218	Prad.g_01877	Prax.g_01102
OG0000219	Prad.g_01876	Prax.g_01101
OG0000220	Prad.g_01873	Prax.g_01098
OG0000221	Prad.g_01871	Prax.g_01096
OG0000222	Prad.g_01870	Prax.g_01095
OG0000223	Prad.g_01869	Prax.g_01094
OG0000224	Prad.g_01866	Prax.g_01091
OG0000225	Prad.g_01864	Prax.g_01089
OG0000226	Prad.g_01863	Prax.g_01088
OG0000227	Prad.g_01862	Prax.g_01087
OG0000228	Prad.g_01861	Prax.g_01086
OG0000229	Prad.g_01860	Prax.g_01085
OG0000230	Prad.g_01859	Prax.g_01084
OG0000231	Prad.g_01857	Prax.g_01082
OG0000232	Prad.g_01856	Prax.g_01081
OG0000233	Prad.g_01853	Prax.g_01078
OG0000234	Prad.g_01851	Prax.g_01076
OG0000235	Prad.g_01846	Prax.g_01073
OG0000236	Prad.g_01845	Prax.g_01072
OG0000237	Prad.g_01844	Prax.g_01071
OG0000238	Prad.g_01843	Prax.g_01070
OG0000239	Prad.g_01842	Prax.g_01069
OG0000240	Prad.g_01840	Prax.g_01067
OG0000241	Prad.g_01839	Prax.g_01066
OG0000242	Prad.g_01838	Prax.g_01065
OG0000243	Prad.g_01837	Prax.g_01064
OG0000244	Prad.g_01836	Prax.g_01063
OG0000245	Prad.g_01835	Prax.g_01062
OG0000246	Prad.g_01833	Prax.g_01060
OG0000247	Prad.g_01832	Prax.g_01059
OG0000248	Prad.g_01831	Prax.g_01058
OG0000249	Prad.g_01830	Prax.g_01057
OG0000250	Prad.g_01829	Prax.g_01056
OG0000251	Prad.g_01828	Prax.g_01055
OG0000252	Prad.g_01827	Prax.g_01054
OG0000253	Prad.g_01826	Prax.g_01053
OG0000254	Prad.g_01824	Prax.g_01051
OG0000255	Prad.g_01823	Prax.g_01050
OG0000256	Prad.g_01820	Prax.g_01047
OG0000257	Prad.g_01818	Prax.g_01045
OG0000258	Prad.g_01817	Prax.g_01044
OG0000259	Prad.g_01816	Prax.g_01043
OG0000260	Prad.g_01815	Prax.g_01042
OG0000261	Prad.g_01814	Prax.g_01041
OG0000262	Prad.g_01813	Prax.g_01040
OG0000263	Prad.g_01812	Prax.g_01039
OG0000264	Prad.g_01810	Prax.g_01037
OG0000265	Prad.g_01809	Prax.g_01036
OG0000266	Prad.g_01808	Prax.g_01035
OG0000267	Prad.g_01806	Prax.g_01033
OG0000268	Prad.g_01805	Prax.g_01032
OG0000269	Prad.g_01804	Prax.g_01031
OG0000270	Prad.g_01803	Prax.g_01030
OG0000271	Prad.g_01802	Prax.g_01029
OG0000272	Prad.g_01801	Prax.g_01028
OG0000273	Prad.g_01800	Prax.g_01027
OG0000274	Prad.g_01799	Prax.g_01026
OG0000275	Prad.g_01798	Prax.g_01025
OG0000276	Prad.g_01797	Prax.g_01024
OG0000277	Prad.g_01796	Prax.g_01023
OG0000278	Prad.g_01795	Prax.g_01022
OG0000279	Prad.g_01794	Prax.g_01021
OG0000280	Prad.g_01793	Prax.g_01020
OG0000281	Prad.g_01791	Prax.g_01018
OG0000282	Prad.g_01790	Prax.g_01017
OG0000283	Prad.g_01787	Prax.g_01014
OG0000284	Prad.g_01786	Prax.g_01013
OG0000285	Prad.g_01785	Prax.g_01012
OG0000286	Prad.g_01783	Prax.g_01010
OG0000287	Prad.g_01782	Prax.g_01009
OG0000288	Prad.g_01781	Prax.g_01008
OG0000289	Prad.g_01780	Prax.g_01007
OG0000290	Prad.g_01779	Prax.g_01006
OG0000291	Prad.g_01778	Prax.g_01005
OG0000292	Prad.g_01777	Prax.g_01004
OG0000293	Prad.g_01776	Prax.g_01003
OG0000294	Prad.g_01775	Prax.g_01002
OG0000295	Prad.g_01774	Prax.g_01001
OG0000296	Prad.g_01773	Prax.g_01000
OG0000297	Prad.g_01772	Prax.g_00999
OG0000298	Prad.g_01771	Prax.g_00998
OG0000299	Prad.g_01770	Prax.g_00997
OG0000300	Prad.g_01769	Prax.g_00996
OG0000301	Prad.g_01768	Prax.g_00995
OG0000302	Prad.g_01767	Prax.g_00994
OG0000303	Prad.g_01766	Prax.g_00993
OG0000304	Prad.g_01765	Prax.g_00992
OG0000305	Prad.g_01764	Prax.g_00991
OG0000306	Prad.g_01763	Prax.g_00990
OG0000307	Prad.g_01762	Prax.g_00989
OG0000308	Prad.g_01761	Prax.g_00988
OG0000309	Prad.g_01760	Prax.g_00987
OG0000310	Prad.g_01759	Prax.g_00986
OG0000311	Prad.g_01758	Prax.g_00985
OG0000312	Prad.g_01756	Prax.g_00983
OG0000313	Prad.g_01755	Prax.g_00982
OG0000314	Prad.g_01752	Prax.g_00979
OG0000315	Prad.g_01751	Prax.g_00978
OG0000316	Prad.g_01749	Prax.g_00933
OG0000317	Prad.g_01747	Prax.g_00931
OG0000318	Prad.g_01746	Prax.g_00930
OG0000319	Prad.g_01745	Prax.g_00929
OG0000320	Prad.g_01744	Prax.g_00928
OG0000321	Prad.g_01741	Prax.g_00925
OG0000322	Prad.g_01738	Prax.g_00922
OG0000323	Prad.g_01737	Prax.g_00921
OG0000324	Prad.g_01734	Prax.g_00918
OG0000325	Prad.g_01732	Prax.g_00916
OG0000326	Prad.g_01731	Prax.g_00915
OG0000327	Prad.g_01729	Prax.g_00913
OG0000328	Prad.g_01728	Prax.g_00912
OG0000329	Prad.g_01727	Prax.g_00911
OG0000330	Prad.g_01726	Prax.g_00910
OG0000331	Prad.g_01725	Prax.g_00909
OG0000332	Prad.g_01724	Prax.g_00908
OG0000333	Prad.g_01723	Prax.g_00907
OG0000334	Prad.g_01722	Prax.g_00906
OG0000335	Prad.g_01721	Prax.g_00905
OG0000336	Prad.g_01720	Prax.g_00904
OG0000337	Prad.g_01716	Prax.g_00900
OG0000338	Prad.g_01715	Prax.g_00899
OG0000339	Prad.g_01714	Prax.g_00898
OG0000340	Prad.g_01713	Prax.g_00897
OG0000341	Prad.g_01709	Prax.g_00893
OG0000342	Prad.g_01708	Prax.g_00892
OG0000343	Prad.g_01706	Prax.g_00890
OG0000344	Prad.g_01705	Prax.g_00889
OG0000345	Prad.g_01704	Prax.g_00888
OG0000346	Prad.g_01703	Prax.g_00887
OG0000347	Prad.g_01702	Prax.g_00886
OG0000348	Prad.g_01701	Prax.g_00885
OG0000349	Prad.g_01700	Prax.g_00884
OG0000350	Prad.g_01699	Prax.g_00883
OG0000351	Prad.g_01696	Prax.g_00880
OG0000352	Prad.g_01693	Prax.g_00877
OG0000353	Prad.g_01692	Prax.g_00876
OG0000354	Prad.g_01691	Prax.g_00875
OG0000355	Prad.g_01690	Prax.g_00874
OG0000356	Prad.g_01689	Prax.g_00873
OG0000357	Prad.g_01688	Prax.g_00872
OG0000358	Prad.g_01687	Prax.g_00871
OG0000359	Prad.g_01686	Prax.g_00870
OG0000360	Prad.g_01683	Prax.g_00867
OG0000361	Prad.g_01682	Prax.g_00866
OG0000362	Prad.g_01681	Prax.g_00865
OG0000363	Prad.g_01680	Prax.g_00864
OG0000364	Prad.g_01679	Prax.g_00863
OG0000365	Prad.g_01678	Prax.g_00862
OG0000366	Prad.g_01677	Prax.g_00861
OG0000367	Prad.g_01676	Prax.g_00860
OG0000368	Prad.g_01675	Prax.g_00859
OG0000369	Prad.g_01674	Prax.g_00858
OG0000370	Prad.g_01673	Prax.g_00857
OG0000371	Prad.g_01672	Prax.g_00856
OG0000372	Prad.g_01670	Prax.g_00854
OG0000373	Prad.g_01668	Prax.g_00850
OG0000374	Prad.g_01667	Prax.g_00849
OG0000375	Prad.g_01666	Prax.g_00848
OG0000376	Prad.g_01664	Prax.g_00846
OG0000377	Prad.g_01663	Prax.g_00845
OG0000378	Prad.g_01662	Prax.g_00844
OG0000379	Prad.g_01657	Prax.g_00839
OG0000380	Prad.g_01656	Prax.g_00838
OG0000381	Prad.g_01655	Prax.g_00837
OG0000382	Prad.g_01653	Prax.g_00835
OG0000383	Prad.g_01650	Prax.g_00832
OG0000384	Prad.g_01649	Prax.g_00831
OG0000385	Prad.g_01646	Prax.g_00828
OG0000386	Prad.g_01645	Prax.g_00827
OG0000387	Prad.g_01644	Prax.g_00826
OG0000388	Prad.g_01643	Prax.g_00825
OG0000389	Prad.g_01642	Prax.g_00824
OG0000390	Prad.g_00761	Prax.g_00823
OG0000391	Prad.g_00760	Prax.g_00822
OG0000392	Prad.g_00759	Prax.g_00821
OG0000393	Prad.g_00756	Prax.g_00818
OG0000394	Prad.g_00755	Prax.g_00817
OG0000395	Prad.g_00753	Prax.g_00815
OG0000396	Prad.g_00752	Prax.g_00814
OG0000397	Prad.g_00738	Prax.g_00802
OG0000398	Prad.g_00730	Prax.g_00795
OG0000399	Prad.g_00729	Prax.g_00794
OG0000400	Prad.g_00724	Prax.g_00790
OG0000401	Prad.g_00671	Prax.g_00769
OG0000402	Prad.g_00670	Prax.g_00768
OG0000403	Prad.g_00669	Prax.g_00767
OG0000404	Prad.g_00667	Prax.g_00765
OG0000405	Prad.g_00666	Prax.g_00764
OG0000406	Prad.g_00069	Prax.g_00762
OG0000407	Prad.g_00068	Prax.g_00761
OG0000408	Prad.g_00067	Prax.g_00760
OG0000409	Prad.g_00066	Prax.g_00759
OG0000410	Prad.g_00065	Prax.g_00758
OG0000411	Prad.g_00064	Prax.g_00757
OG0000412	Prad.g_00063	Prax.g_00756
OG0000413	Prad.g_00062	Prax.g_00755
OG0000414	Prad.g_00061	Prax.g_00754
OG0000415	Prad.g_00060	Prax.g_00753
OG0000416	Prad.g_00059	Prax.g_00752
OG0000417	Prad.g_00058	Prax.g_00751
OG0000418	Prad.g_00057	Prax.g_00750
OG0000419	Prad.g_00056	Prax.g_00749
OG0000420	Prad.g_00055	Prax.g_00748
OG0000421	Prad.g_00054	Prax.g_00747
OG0000422	Prad.g_00052	Prax.g_00746
OG0000423	Prad.g_00051	Prax.g_00745
OG0000424	Prad.g_00049	Prax.g_00743
OG0000425	Prad.g_00045	Prax.g_00740
OG0000426	Prad.g_00044	Prax.g_00739
OG0000427	Prad.g_00043	Prax.g_00738
OG0000428	Prad.g_00042	Prax.g_00737
OG0000429	Prad.g_00041	Prax.g_00736
OG0000430	Prad.g_00036	Prax.g_00731
OG0000431	Prad.g_00034	Prax.g_00729
OG0000432	Prad.g_00033	Prax.g_00728
OG0000433	Prad.g_00030	Prax.g_00725
OG0000434	Prad.g_00029	Prax.g_00724
OG0000435	Prad.g_00028	Prax.g_00723
OG0000436	Prad.g_00026	Prax.g_00721
OG0000437	Prad.g_00024	Prax.g_00719
OG0000438	Prad.g_00023	Prax.g_00718
OG0000439	Prad.g_00022	Prax.g_00717
OG0000440	Prad.g_00020	Prax.g_00715
OG0000441	Prad.g_00019	Prax.g_00714
OG0000442	Prad.g_00018	Prax.g_00713
OG0000443	Prad.g_00017	Prax.g_00712
OG0000444	Prad.g_00016	Prax.g_00711
OG0000445	Prad.g_00015	Prax.g_00709
OG0000446	Prad.g_00014	Prax.g_00708
OG0000447	Prad.g_00013	Prax.g_00707
OG0000448	Prad.g_00012	Prax.g_00706
OG0000449	Prad.g_00129	Prax.g_00701
OG0000450	Prad.g_00128	Prax.g_00700
OG0000451	Prad.g_00127	Prax.g_00699
OG0000452	Prad.g_00126	Prax.g_00698
OG0000453	Prad.g_00124	Prax.g_00696
OG0000454	Prad.g_00123	Prax.g_00695
OG0000455	Prad.g_00122	Prax.g_00694
OG0000456	Prad.g_00121	Prax.g_00693
OG0000457	Prad.g_00119	Prax.g_00691
OG0000458	Prad.g_00117	Prax.g_00689
OG0000459	Prad.g_00116	Prax.g_00688
OG0000460	Prad.g_00114	Prax.g_00686
OG0000461	Prad.g_00113	Prax.g_00685
OG0000462	Prad.g_00112	Prax.g_00684
OG0000463	Prad.g_00111	Prax.g_00683
OG0000464	Prad.g_00106	Prax.g_00678
OG0000465	Prad.g_00104	Prax.g_00676
OG0000466	Prad.g_00103	Prax.g_00675
OG0000467	Prad.g_00102	Prax.g_00674
OG0000468	Prad.g_00101	Prax.g_00673
OG0000469	Prad.g_00100	Prax.g_00672
OG0000470	Prad.g_00099	Prax.g_00671
OG0000471	Prad.g_00098	Prax.g_00670
OG0000472	Prad.g_00095	Prax.g_00667
OG0000473	Prad.g_00094	Prax.g_00666
OG0000474	Prad.g_00093	Prax.g_00665
OG0000475	Prad.g_00092	Prax.g_00664
OG0000476	Prad.g_00091	Prax.g_00663
OG0000477	Prad.g_01330	Prax.g_00001
OG0000478	Prad.g_01331	Prax.g_00002
OG0000479	Prad.g_01332	Prax.g_00003
OG0000480	Prad.g_01334	Prax.g_00005
OG0000481	Prad.g_01335	Prax.g_00006
OG0000482	Prad.g_01336	Prax.g_00007
OG0000483	Prad.g_01337	Prax.g_00008
OG0000484	Prad.g_01338	Prax.g_00009
OG0000485	Prad.g_01339	Prax.g_00010
OG0000486	Prad.g_01340	Prax.g_00011
OG0000487	Prad.g_01341	Prax.g_00012
OG0000488	Prad.g_01343	Prax.g_00014
OG0000489	Prad.g_01344	Prax.g_00015
OG0000490	Prad.g_01345	Prax.g_00016
OG0000491	Prad.g_01346	Prax.g_00017
OG0000492	Prad.g_01347	Prax.g_00018
OG0000493	Prad.g_01348	Prax.g_00019
OG0000494	Prad.g_01350	Prax.g_00021
OG0000495	Prad.g_01351	Prax.g_00022
OG0000496	Prad.g_01352	Prax.g_00023
OG0000497	Prad.g_01353	Prax.g_00024
OG0000498	Prad.g_01354	Prax.g_00025
OG0000499	Prad.g_01356	Prax.g_00027
OG0000500	Prad.g_01357	Prax.g_00028
OG0000501	Prad.g_01359	Prax.g_00030
OG0000502	Prad.g_01360	Prax.g_00031
OG0000503	Prad.g_01361	Prax.g_00032
OG0000504	Prad.g_01362	Prax.g_00033
OG0000505	Prad.g_01363	Prax.g_00034
OG0000506	Prad.g_01364	Prax.g_00035
OG0000507	Prad.g_01365	Prax.g_00036
OG0000508	Prad.g_01367	Prax.g_00038
OG0000509	Prad.g_01368	Prax.g_00039
OG0000510	Prad.g_01369	Prax.g_00040
OG0000511	Prad.g_01370	Prax.g_00041
OG0000512	Prad.g_01371	Prax.g_00042
OG0000513	Prad.g_01372	Prax.g_00043
OG0000514	Prad.g_01373	Prax.g_00044
OG0000515	Prad.g_01375	Prax.g_00046
OG0000516	Prad.g_01376	Prax.g_00047
OG0000517	Prad.g_01377	Prax.g_00048
OG0000518	Prad.g_01380	Prax.g_00050
OG0000519	Prad.g_01381	Prax.g_00051
OG0000520	Prad.g_01382	Prax.g_00052
OG0000521	Prad.g_01383	Prax.g_00053
OG0000522	Prad.g_01384	Prax.g_00054
OG0000523	Prad.g_01385	Prax.g_00055
OG0000524	Prad.g_01386	Prax.g_00056
OG0000525	Prad.g_01388	Prax.g_00058
OG0000526	Prad.g_01389	Prax.g_00059
OG0000527	Prad.g_01390	Prax.g_00060
OG0000528	Prad.g_01391	Prax.g_00061
OG0000529	Prad.g_01392	Prax.g_00062
OG0000530	Prad.g_01393	Prax.g_00063
OG0000531	Prad.g_01394	Prax.g_00064
OG0000532	Prad.g_01395	Prax.g_00065
OG0000533	Prad.g_01396	Prax.g_00066
OG0000534	Prad.g_01397	Prax.g_00067
OG0000535	Prad.g_01398	Prax.g_00068
OG0000536	Prad.g_01399	Prax.g_00069
OG0000537	Prad.g_01400	Prax.g_00070
OG0000538	Prad.g_01401	Prax.g_00071
OG0000539	Prad.g_01402	Prax.g_00072
OG0000540	Prad.g_01403	Prax.g_00073
OG0000541	Prad.g_01404	Prax.g_00074
OG0000542	Prad.g_01405	Prax.g_00075
OG0000543	Prad.g_01406	Prax.g_00076
OG0000544	Prad.g_01407	Prax.g_00077
OG0000545	Prad.g_01410	Prax.g_00080
OG0000546	Prad.g_01411	Prax.g_00081
OG0000547	Prad.g_01413	Prax.g_00083
OG0000548	Prad.g_01414	Prax.g_00084
OG0000549	Prad.g_01415	Prax.g_00085
OG0000550	Prad.g_01416	Prax.g_00086
OG0000551	Prad.g_01417	Prax.g_00087
OG0000552	Prad.g_01418	Prax.g_00088
OG0000553	Prad.g_01419	Prax.g_00089
OG0000554	Prad.g_01420	Prax.g_00090
OG0000555	Prad.g_01421	Prax.g_00091
OG0000556	Prad.g_01422	Prax.g_00092
OG0000557	Prad.g_01423	Prax.g_00093
OG0000558	Prad.g_01424	Prax.g_00094
OG0000559	Prad.g_01425	Prax.g_00095
OG0000560	Prad.g_01427	Prax.g_00097
OG0000561	Prad.g_01428	Prax.g_00098
OG0000562	Prad.g_01429	Prax.g_00099
OG0000563	Prad.g_01430	Prax.g_00100
OG0000564	Prad.g_01431	Prax.g_00101
