Orthogroup	Prad	Prba
OG0000079	Prad.g_00436	Prba.g_00310
OG0000080	Prad.g_00383	Prba.g_00261
OG0000081	Prad.g_00777	Prba.g_01069
OG0000082	Prad.g_01570	Prba.g_00831
OG0000083	Prad.g_01533	Prba.g_01796
OG0000084	Prad.g_01530	Prba.g_01799
OG0000085	Prad.g_01963	Prba.g_01816
OG0000086	Prad.g_00675	Prba.g_01044
OG0000087	Prad.g_01937	Prba.g_01843
OG0000088	Prad.g_01880, Prad.g_00011	Prba.g_01901
OG0000089	Prad.g_01872	Prba.g_01909
OG0000090	Prad.g_01854	Prba.g_01927
OG0000091	Prad.g_01822	Prba.g_00625
OG0000092	Prad.g_01821	Prba.g_00626
OG0000093	Prad.g_01807	Prba.g_00640
OG0000094	Prad.g_01789	Prba.g_00658
OG0000095	Prad.g_01784	Prba.g_00663
OG0000096	Prad.g_01740	Prba.g_00470
OG0000097	Prad.g_01717	Prba.g_00491
OG0000098	Prad.g_01707	Prba.g_00501
OG0000099	Prad.g_01697	Prba.g_00510
OG0000100	Prad.g_01694	Prba.g_00513
OG0000101	Prad.g_00754	Prba.g_00851
OG0000102	Prad.g_00727	Prba.g_00877
OG0000103	Prad.g_00031	Prba.g_00985
OG0000104	Prad.g_00027	Prba.g_00981
OG0000105	Prad.g_00130	Prba.g_00962
OG0000106	Prad.g_00097	Prba.g_00929
OG0000107	Prad.g_00096	Prba.g_00928
OG0000108	Prad.g_01333	Prba.g_01772
OG0000109	Prad.g_01342	Prba.g_01763
OG0000110	Prad.g_01358	Prba.g_01747
OG0000111	Prad.g_01225	Prba.g_01666
OG0000112	Prad.g_01226	Prba.g_01665
OG0000113	Prad.g_01071	Prba.g_01572
OG0000114	Prad.g_01144	Prba.g_01501
OG0000115	Prad.g_00186	Prba.g_01337
OG0000116	Prad.g_00182	Prba.g_01333
OG0000117	Prad.g_01021	Prba.g_01267
OG0000118	Prad.g_00972	Prba.g_01216
OG0000119	Prad.g_01526	Prba.g_00094
OG0000120	Prad.g_01490	Prba.g_00057
OG0000121	Prad.g_01471, Prad.g_01470	Prba.g_00038
OG0000122	Prad.g_01451	Prba.g_00019
OG0000123	Prad.g_01438	Prba.g_00006
OG0000124	Prad.g_00076	Prba.g_01084
OG0000125	Prad.g_00616	Prba.g_01204
OG0000126	Prad.g_00594	Prba.g_00196
OG0000127	Prad.g_00528	Prba.g_00110
OG0000128	Prad.g_00514	Prba.g_00712
OG0000129	Prad.g_00477	Prba.g_00676, Prba.g_00351
OG0000130	Prad.g_00943	Prba.g_00228
OG0000131	Prad.g_00905	Prba.g_00584
OG0000132	Prad.g_00902	Prba.g_00581
OG0000133	Prad.g_00848	Prba.g_00388
OG0000134	Prad.g_00812	Prba.g_00424
OG0000135	Prad.g_00810	Prba.g_00426
OG0000136	Prad.g_00766	Prba.g_00752
OG0000136	Prad.g_01294	Prba.g_00752
OG0000137	Prad.g_01615	Prba.g_00785
OG0000138	Prad.g_01580	Prba.g_00821, Prba.g_01089
OG0000139	Prad.g_01553	Prba.g_00848, Prba.g_01776
OG0000140	Prad.g_01535	Prba.g_01794
OG0000141	Prad.g_01534	Prba.g_01795
OG0000142	Prad.g_01532	Prba.g_01797
OG0000143	Prad.g_01531	Prba.g_01798
OG0000144	Prad.g_01529	Prba.g_01800
OG0000145	Prad.g_01528	Prba.g_01801
OG0000146	Prad.g_01527	Prba.g_01802
OG0000147	Prad.g_01976	Prba.g_01803
OG0000148	Prad.g_01974	Prba.g_01805
OG0000149	Prad.g_01972	Prba.g_01807
OG0000150	Prad.g_01971	Prba.g_01808
OG0000151	Prad.g_01970	Prba.g_01809
OG0000152	Prad.g_01969	Prba.g_01810
OG0000153	Prad.g_01968	Prba.g_01811
OG0000154	Prad.g_01967	Prba.g_01812
OG0000155	Prad.g_01966	Prba.g_01813
OG0000156	Prad.g_01965	Prba.g_01814
OG0000157	Prad.g_01964	Prba.g_01815
OG0000158	Prad.g_01962	Prba.g_01817
OG0000159	Prad.g_01961	Prba.g_01818
OG0000160	Prad.g_01960	Prba.g_01819
OG0000161	Prad.g_01959	Prba.g_01820
OG0000162	Prad.g_01958	Prba.g_01821
OG0000163	Prad.g_01957	Prba.g_01822
OG0000164	Prad.g_01954	Prba.g_01825
OG0000165	Prad.g_01951	Prba.g_01828
OG0000166	Prad.g_01950	Prba.g_01829
OG0000167	Prad.g_01949	Prba.g_01830
OG0000168	Prad.g_01947	Prba.g_01834
OG0000169	Prad.g_01945	Prba.g_01836
OG0000170	Prad.g_01944	Prba.g_01837
OG0000171	Prad.g_01943	Prba.g_01838
OG0000172	Prad.g_01941	Prba.g_01839
OG0000173	Prad.g_01940	Prba.g_01840
OG0000174	Prad.g_01939	Prba.g_01841
OG0000175	Prad.g_01938	Prba.g_01842
OG0000176	Prad.g_01936	Prba.g_01844
OG0000177	Prad.g_01935	Prba.g_01845
OG0000178	Prad.g_01934	Prba.g_01846
OG0000179	Prad.g_01929	Prba.g_01852
OG0000180	Prad.g_01928	Prba.g_01853
OG0000181	Prad.g_01927	Prba.g_01854
OG0000182	Prad.g_01924	Prba.g_01857
OG0000183	Prad.g_01923	Prba.g_01858
OG0000184	Prad.g_01920	Prba.g_01861
OG0000185	Prad.g_01916	Prba.g_01865
OG0000186	Prad.g_01915	Prba.g_01866
OG0000187	Prad.g_01914	Prba.g_01867
OG0000188	Prad.g_01913	Prba.g_01868
OG0000189	Prad.g_01912	Prba.g_01869
OG0000190	Prad.g_01911	Prba.g_01870
OG0000191	Prad.g_01910	Prba.g_01871
OG0000192	Prad.g_01909	Prba.g_01872
OG0000193	Prad.g_01908	Prba.g_01873
OG0000194	Prad.g_01907	Prba.g_01874
OG0000195	Prad.g_01905	Prba.g_01876
OG0000196	Prad.g_01904	Prba.g_01877
OG0000197	Prad.g_01903	Prba.g_01878
OG0000198	Prad.g_01902	Prba.g_01879
OG0000199	Prad.g_01899	Prba.g_01882
OG0000200	Prad.g_01898	Prba.g_01883
OG0000201	Prad.g_01897	Prba.g_01884
OG0000202	Prad.g_01896	Prba.g_01885
OG0000203	Prad.g_01895	Prba.g_01886
OG0000204	Prad.g_01894	Prba.g_01887
OG0000205	Prad.g_01893	Prba.g_01888
OG0000206	Prad.g_01892	Prba.g_01889
OG0000207	Prad.g_01891	Prba.g_01890
OG0000208	Prad.g_01890	Prba.g_01891
OG0000209	Prad.g_01889	Prba.g_01892
OG0000210	Prad.g_01887	Prba.g_01894
OG0000211	Prad.g_01886	Prba.g_01895
OG0000212	Prad.g_01885	Prba.g_01896
OG0000213	Prad.g_01884	Prba.g_01897
OG0000214	Prad.g_01882	Prba.g_01899
OG0000215	Prad.g_01881	Prba.g_01900
OG0000216	Prad.g_01879	Prba.g_01902
OG0000217	Prad.g_01878	Prba.g_01903
OG0000218	Prad.g_01877	Prba.g_01904
OG0000219	Prad.g_01876	Prba.g_01905
OG0000220	Prad.g_01873	Prba.g_01908
OG0000221	Prad.g_01871	Prba.g_01910
OG0000222	Prad.g_01870	Prba.g_01911
OG0000223	Prad.g_01869	Prba.g_01912
OG0000224	Prad.g_01866	Prba.g_01915
OG0000225	Prad.g_01864	Prba.g_01917
OG0000226	Prad.g_01863	Prba.g_01918
OG0000227	Prad.g_01862	Prba.g_01919
OG0000228	Prad.g_01861	Prba.g_01920
OG0000229	Prad.g_01860	Prba.g_01921
OG0000230	Prad.g_01859	Prba.g_01922
OG0000231	Prad.g_01857	Prba.g_01924
OG0000232	Prad.g_01856	Prba.g_01925
OG0000233	Prad.g_01853	Prba.g_01928
OG0000234	Prad.g_01851	Prba.g_01930
OG0000235	Prad.g_01846	Prba.g_01933
OG0000236	Prad.g_01845	Prba.g_01934
OG0000237	Prad.g_01844	Prba.g_01935
OG0000238	Prad.g_01843	Prba.g_01936
OG0000239	Prad.g_01842	Prba.g_01937
OG0000240	Prad.g_01840	Prba.g_01939
OG0000241	Prad.g_01839	Prba.g_01940
OG0000242	Prad.g_01838	Prba.g_01941
OG0000243	Prad.g_01837	Prba.g_01942
OG0000244	Prad.g_01836	Prba.g_01943
OG0000245	Prad.g_01835	Prba.g_01944
OG0000246	Prad.g_01833	Prba.g_01946
OG0000247	Prad.g_01832	Prba.g_01947
OG0000248	Prad.g_01831	Prba.g_01948
OG0000249	Prad.g_01830	Prba.g_01949
OG0000250	Prad.g_01829	Prba.g_01950
OG0000251	Prad.g_01828	Prba.g_01951
OG0000252	Prad.g_01827	Prba.g_01952
OG0000253	Prad.g_01826	Prba.g_01953
OG0000254	Prad.g_01824	Prba.g_00623
OG0000255	Prad.g_01823	Prba.g_00624
OG0000256	Prad.g_01820	Prba.g_00627
OG0000257	Prad.g_01818	Prba.g_00629
OG0000258	Prad.g_01817	Prba.g_00630
OG0000259	Prad.g_01816	Prba.g_00631
OG0000260	Prad.g_01815	Prba.g_00632
OG0000261	Prad.g_01814	Prba.g_00633
OG0000262	Prad.g_01813	Prba.g_00634
OG0000263	Prad.g_01812	Prba.g_00635
OG0000264	Prad.g_01810	Prba.g_00637
OG0000265	Prad.g_01809	Prba.g_00638
OG0000266	Prad.g_01808	Prba.g_00639
OG0000267	Prad.g_01806	Prba.g_00641
OG0000268	Prad.g_01805	Prba.g_00642
OG0000269	Prad.g_01804	Prba.g_00643
OG0000270	Prad.g_01803	Prba.g_00644
OG0000271	Prad.g_01802	Prba.g_00645
OG0000272	Prad.g_01801	Prba.g_00646
OG0000273	Prad.g_01800	Prba.g_00647
OG0000274	Prad.g_01799	Prba.g_00648
OG0000275	Prad.g_01798	Prba.g_00649
OG0000276	Prad.g_01797	Prba.g_00650
OG0000277	Prad.g_01796	Prba.g_00651
OG0000278	Prad.g_01795	Prba.g_00652
OG0000279	Prad.g_01794	Prba.g_00653
OG0000280	Prad.g_01793	Prba.g_00654
OG0000281	Prad.g_01791	Prba.g_00656
OG0000282	Prad.g_01790	Prba.g_00657
OG0000283	Prad.g_01787	Prba.g_00660
OG0000284	Prad.g_01786	Prba.g_00661
OG0000285	Prad.g_01785	Prba.g_00662
OG0000286	Prad.g_01783	Prba.g_00664
OG0000287	Prad.g_01782	Prba.g_00665
OG0000288	Prad.g_01781	Prba.g_00666
OG0000289	Prad.g_01780	Prba.g_00667
OG0000290	Prad.g_01779	Prba.g_00668
OG0000291	Prad.g_01778	Prba.g_00669
OG0000292	Prad.g_01777	Prba.g_00670
OG0000293	Prad.g_01776	Prba.g_00671
OG0000294	Prad.g_01775	Prba.g_00672
OG0000295	Prad.g_01774	Prba.g_00673
OG0000296	Prad.g_01773	Prba.g_00674
OG0000297	Prad.g_01772	Prba.g_00675
OG0000298	Prad.g_01771	Prba.g_00439
OG0000299	Prad.g_01770	Prba.g_00440
OG0000300	Prad.g_01769	Prba.g_00441
OG0000301	Prad.g_01768	Prba.g_00442
OG0000302	Prad.g_01767	Prba.g_00443
OG0000303	Prad.g_01766	Prba.g_00444
OG0000304	Prad.g_01765	Prba.g_00445
OG0000305	Prad.g_01764	Prba.g_00446
OG0000306	Prad.g_01763	Prba.g_00447
OG0000307	Prad.g_01762	Prba.g_00448
OG0000308	Prad.g_01761	Prba.g_00449
OG0000309	Prad.g_01760	Prba.g_00450
OG0000310	Prad.g_01759	Prba.g_00451
OG0000311	Prad.g_01758	Prba.g_00452
OG0000312	Prad.g_01756	Prba.g_00454
OG0000313	Prad.g_01755	Prba.g_00455
OG0000314	Prad.g_01752	Prba.g_00458
OG0000315	Prad.g_01751	Prba.g_00459
OG0000316	Prad.g_01749	Prba.g_00461
OG0000317	Prad.g_01747	Prba.g_00463
OG0000318	Prad.g_01746	Prba.g_00464
OG0000319	Prad.g_01745	Prba.g_00465
OG0000320	Prad.g_01744	Prba.g_00466
OG0000321	Prad.g_01741	Prba.g_00469
OG0000322	Prad.g_01738	Prba.g_00472
OG0000323	Prad.g_01737	Prba.g_00473
OG0000324	Prad.g_01734	Prba.g_00476
OG0000325	Prad.g_01732	Prba.g_00477
OG0000326	Prad.g_01731	Prba.g_00478
OG0000327	Prad.g_01729	Prba.g_00480
OG0000328	Prad.g_01728	Prba.g_00481
OG0000329	Prad.g_01727	Prba.g_00482
OG0000330	Prad.g_01726	Prba.g_00483
OG0000331	Prad.g_01725	Prba.g_00484
OG0000332	Prad.g_01724	Prba.g_00485
OG0000333	Prad.g_01723	Prba.g_00486
OG0000334	Prad.g_01722	Prba.g_00487
OG0000335	Prad.g_01721	Prba.g_00488
OG0000336	Prad.g_01720	Prba.g_00489
OG0000337	Prad.g_01716	Prba.g_00492
OG0000338	Prad.g_01715	Prba.g_00493
OG0000339	Prad.g_01714	Prba.g_00494
OG0000340	Prad.g_01713	Prba.g_00495
OG0000341	Prad.g_01709	Prba.g_00499
OG0000342	Prad.g_01708	Prba.g_00500
OG0000343	Prad.g_01706	Prba.g_00502
OG0000344	Prad.g_01705	Prba.g_00503
OG0000345	Prad.g_01704	Prba.g_00504
OG0000346	Prad.g_01703	Prba.g_00505
OG0000347	Prad.g_01702	Prba.g_00506
OG0000348	Prad.g_01701	Prba.g_00507
OG0000349	Prad.g_01700	Prba.g_00508
OG0000350	Prad.g_01699	Prba.g_00509
OG0000351	Prad.g_01696	Prba.g_00511
OG0000352	Prad.g_01693	Prba.g_00514
OG0000353	Prad.g_01692	Prba.g_00515
OG0000354	Prad.g_01691	Prba.g_00516
OG0000355	Prad.g_01690	Prba.g_00517
OG0000356	Prad.g_01689	Prba.g_00518
OG0000357	Prad.g_01688	Prba.g_00519
OG0000358	Prad.g_01687	Prba.g_00520
OG0000359	Prad.g_01686	Prba.g_00521
OG0000360	Prad.g_01683	Prba.g_00524
OG0000361	Prad.g_01682	Prba.g_00525
OG0000362	Prad.g_01681	Prba.g_00526
OG0000363	Prad.g_01680	Prba.g_00527
OG0000364	Prad.g_01679	Prba.g_00528
OG0000365	Prad.g_01678	Prba.g_00529
OG0000366	Prad.g_01677	Prba.g_00530
OG0000367	Prad.g_01676	Prba.g_00531
OG0000368	Prad.g_01675	Prba.g_00532
OG0000369	Prad.g_01674	Prba.g_00533
OG0000370	Prad.g_01673	Prba.g_00534
OG0000371	Prad.g_01672	Prba.g_00535
OG0000372	Prad.g_01670	Prba.g_00537
OG0000373	Prad.g_01668	Prba.g_00539
OG0000374	Prad.g_01667	Prba.g_00540
OG0000375	Prad.g_01666	Prba.g_00541
OG0000376	Prad.g_01664	Prba.g_00543
OG0000377	Prad.g_01663	Prba.g_00544
OG0000378	Prad.g_01662	Prba.g_00545
OG0000379	Prad.g_01657	Prba.g_00550
OG0000380	Prad.g_01656	Prba.g_00551
OG0000381	Prad.g_01655	Prba.g_00552
OG0000382	Prad.g_01653	Prba.g_00554
OG0000383	Prad.g_01650	Prba.g_00557
OG0000384	Prad.g_01649	Prba.g_00558
OG0000385	Prad.g_01646	Prba.g_00561
OG0000386	Prad.g_01645	Prba.g_00562
OG0000387	Prad.g_01644	Prba.g_00218
OG0000388	Prad.g_01643	Prba.g_00219
OG0000389	Prad.g_01642	Prba.g_00220
OG0000390	Prad.g_00761	Prba.g_00221
OG0000391	Prad.g_00760	Prba.g_00222
OG0000392	Prad.g_00759	Prba.g_00223
OG0000393	Prad.g_00756	Prba.g_00849
OG0000394	Prad.g_00755	Prba.g_00850
OG0000395	Prad.g_00753	Prba.g_00852
OG0000396	Prad.g_00752	Prba.g_00853
OG0000397	Prad.g_00738	Prba.g_00865
OG0000398	Prad.g_00730	Prba.g_00873
OG0000399	Prad.g_00729	Prba.g_00874
OG0000400	Prad.g_00724	Prba.g_00880
OG0000401	Prad.g_00671	Prba.g_01030
OG0000402	Prad.g_00670	Prba.g_01029
OG0000403	Prad.g_00669	Prba.g_01028
OG0000404	Prad.g_00667	Prba.g_01026
OG0000405	Prad.g_00666	Prba.g_01025
OG0000406	Prad.g_00069	Prba.g_01023
OG0000407	Prad.g_00068	Prba.g_01022
OG0000408	Prad.g_00067	Prba.g_01021
OG0000409	Prad.g_00066	Prba.g_01020
OG0000410	Prad.g_00065	Prba.g_01019
OG0000411	Prad.g_00064	Prba.g_01018
OG0000412	Prad.g_00063	Prba.g_01017
OG0000413	Prad.g_00062	Prba.g_01016
OG0000414	Prad.g_00061	Prba.g_01015
OG0000415	Prad.g_00060	Prba.g_01014
OG0000416	Prad.g_00059	Prba.g_01013
OG0000417	Prad.g_00058	Prba.g_01012
OG0000418	Prad.g_00057	Prba.g_01011
OG0000419	Prad.g_00056	Prba.g_01010
OG0000420	Prad.g_00055	Prba.g_01009
OG0000421	Prad.g_00054	Prba.g_01008
OG0000422	Prad.g_00052	Prba.g_01006
OG0000423	Prad.g_00051	Prba.g_01005
OG0000424	Prad.g_00049	Prba.g_01003
OG0000425	Prad.g_00045	Prba.g_01000
OG0000426	Prad.g_00044	Prba.g_00999
OG0000427	Prad.g_00043	Prba.g_00998
OG0000428	Prad.g_00042	Prba.g_00997
OG0000429	Prad.g_00041	Prba.g_00996
OG0000430	Prad.g_00036	Prba.g_00990
OG0000431	Prad.g_00034	Prba.g_00988
OG0000432	Prad.g_00033	Prba.g_00987
OG0000433	Prad.g_00030	Prba.g_00984
OG0000434	Prad.g_00029	Prba.g_00983
OG0000435	Prad.g_00028	Prba.g_00982
OG0000436	Prad.g_00026	Prba.g_00980
OG0000437	Prad.g_00024	Prba.g_00978
OG0000438	Prad.g_00023	Prba.g_00977
OG0000439	Prad.g_00022	Prba.g_00976
OG0000440	Prad.g_00020	Prba.g_00974
OG0000441	Prad.g_00019	Prba.g_00973
OG0000442	Prad.g_00018	Prba.g_00972
OG0000443	Prad.g_00017	Prba.g_00971
OG0000444	Prad.g_00016	Prba.g_00970
OG0000445	Prad.g_00015	Prba.g_00969
OG0000446	Prad.g_00014	Prba.g_00968
OG0000447	Prad.g_00013	Prba.g_00967
OG0000448	Prad.g_00012	Prba.g_00966
OG0000449	Prad.g_00129	Prba.g_00961
OG0000450	Prad.g_00128	Prba.g_00960
OG0000451	Prad.g_00127	Prba.g_00959
OG0000452	Prad.g_00126	Prba.g_00958
OG0000453	Prad.g_00124	Prba.g_00956
OG0000454	Prad.g_00123	Prba.g_00955
OG0000455	Prad.g_00122	Prba.g_00954
OG0000456	Prad.g_00121	Prba.g_00953
OG0000457	Prad.g_00119	Prba.g_00951
OG0000458	Prad.g_00117	Prba.g_00949
OG0000459	Prad.g_00116	Prba.g_00948
OG0000460	Prad.g_00114	Prba.g_00946
OG0000461	Prad.g_00113	Prba.g_00945
OG0000462	Prad.g_00112	Prba.g_00944
OG0000463	Prad.g_00111	Prba.g_00943
OG0000464	Prad.g_00106	Prba.g_00938
OG0000465	Prad.g_00104	Prba.g_00936
OG0000466	Prad.g_00103	Prba.g_00935
OG0000467	Prad.g_00102	Prba.g_00934
OG0000468	Prad.g_00101	Prba.g_00933
OG0000469	Prad.g_00100	Prba.g_00932
OG0000470	Prad.g_00099	Prba.g_00931
OG0000471	Prad.g_00098	Prba.g_00930
OG0000472	Prad.g_00095	Prba.g_00927
OG0000473	Prad.g_00094	Prba.g_00926
OG0000474	Prad.g_00093	Prba.g_00925
OG0000475	Prad.g_00092	Prba.g_00924
OG0000476	Prad.g_00091	Prba.g_00923
OG0000477	Prad.g_01330	Prba.g_01775
OG0000478	Prad.g_01331	Prba.g_01774
OG0000479	Prad.g_01332	Prba.g_01773
OG0000480	Prad.g_01334	Prba.g_01771
OG0000481	Prad.g_01335	Prba.g_01770
OG0000482	Prad.g_01336	Prba.g_01769
OG0000483	Prad.g_01337	Prba.g_01768
OG0000484	Prad.g_01338	Prba.g_01767
OG0000485	Prad.g_01339	Prba.g_01766
OG0000486	Prad.g_01340	Prba.g_01765
OG0000487	Prad.g_01341	Prba.g_01764
OG0000488	Prad.g_01343	Prba.g_01762
OG0000489	Prad.g_01344	Prba.g_01761
OG0000490	Prad.g_01345	Prba.g_01760
OG0000491	Prad.g_01346	Prba.g_01759
OG0000492	Prad.g_01347	Prba.g_01758
OG0000493	Prad.g_01348	Prba.g_01757
OG0000494	Prad.g_01350	Prba.g_01755
OG0000495	Prad.g_01351	Prba.g_01754
OG0000496	Prad.g_01352	Prba.g_01753
OG0000497	Prad.g_01353	Prba.g_01752
OG0000498	Prad.g_01354	Prba.g_01751
OG0000499	Prad.g_01356	Prba.g_01749
OG0000500	Prad.g_01357	Prba.g_01748
OG0000501	Prad.g_01359	Prba.g_01746
OG0000502	Prad.g_01360	Prba.g_01745
OG0000503	Prad.g_01361	Prba.g_01744
OG0000504	Prad.g_01362	Prba.g_01743
OG0000505	Prad.g_01363	Prba.g_01742
OG0000506	Prad.g_01364	Prba.g_01741
OG0000507	Prad.g_01365	Prba.g_01740
OG0000508	Prad.g_01367	Prba.g_01738
OG0000509	Prad.g_01368	Prba.g_01737
OG0000510	Prad.g_01369	Prba.g_01736
OG0000511	Prad.g_01370	Prba.g_01735
OG0000512	Prad.g_01371	Prba.g_01734
OG0000513	Prad.g_01372	Prba.g_01733
OG0000514	Prad.g_01373	Prba.g_01732
OG0000515	Prad.g_01375	Prba.g_01730
OG0000516	Prad.g_01376	Prba.g_01729
OG0000517	Prad.g_01377	Prba.g_01728
OG0000518	Prad.g_01380	Prba.g_01726
OG0000519	Prad.g_01381	Prba.g_01725
OG0000520	Prad.g_01382	Prba.g_01724
OG0000521	Prad.g_01383	Prba.g_01723
OG0000522	Prad.g_01384	Prba.g_01722
OG0000523	Prad.g_01385	Prba.g_01721
OG0000524	Prad.g_01386	Prba.g_01720
OG0000525	Prad.g_01388	Prba.g_01718
OG0000526	Prad.g_01389	Prba.g_01717
OG0000527	Prad.g_01390	Prba.g_01716
OG0000528	Prad.g_01391	Prba.g_01715
OG0000529	Prad.g_01392	Prba.g_01714
OG0000530	Prad.g_01393	Prba.g_01713
OG0000531	Prad.g_01394	Prba.g_01712
OG0000532	Prad.g_01395	Prba.g_01711
OG0000533	Prad.g_01396	Prba.g_01710
OG0000534	Prad.g_01397	Prba.g_01709
OG0000535	Prad.g_01398	Prba.g_01708
OG0000536	Prad.g_01399	Prba.g_01707
OG0000537	Prad.g_01400	Prba.g_01706
OG0000538	Prad.g_01401	Prba.g_01705
OG0000539	Prad.g_01402	Prba.g_01704
OG0000540	Prad.g_01403	Prba.g_01703
OG0000541	Prad.g_01404	Prba.g_01702
OG0000542	Prad.g_01405	Prba.g_01701
OG0000543	Prad.g_01406	Prba.g_01700
OG0000544	Prad.g_01407	Prba.g_01699
OG0000545	Prad.g_01410	Prba.g_01696
OG0000546	Prad.g_01411	Prba.g_01695
OG0000547	Prad.g_01413	Prba.g_01693
OG0000548	Prad.g_01414	Prba.g_01692
OG0000549	Prad.g_01415	Prba.g_01691
OG0000550	Prad.g_01416	Prba.g_01690
OG0000551	Prad.g_01417	Prba.g_01689
OG0000552	Prad.g_01418	Prba.g_01688
OG0000553	Prad.g_01419	Prba.g_01687
OG0000554	Prad.g_01420	Prba.g_01686
OG0000555	Prad.g_01421	Prba.g_01685
OG0000556	Prad.g_01422	Prba.g_01684
OG0000557	Prad.g_01423	Prba.g_01683
OG0000558	Prad.g_01424	Prba.g_01682
OG0000559	Prad.g_01425	Prba.g_01681
OG0000560	Prad.g_01427	Prba.g_01679
OG0000561	Prad.g_01428	Prba.g_01678
OG0000562	Prad.g_01429	Prba.g_01677
OG0000563	Prad.g_01430	Prba.g_01676
OG0000564	Prad.g_01431	Prba.g_01675
