Orthogroup	Praw	Prbn
OG0000172	Praw.g_00016	Prbn.g_00973
OG0000173	Praw.g_00001	Prbn.g_00958
OG0000174	Praw.g_01166	Prbn.g_00929
OG0000175	Praw.g_01156	Prbn.g_00916
OG0000176	Praw.g_01132	Prbn.g_00010
OG0000177	Praw.g_01131	Prbn.g_00009
OG0000178	Praw.g_01130	Prbn.g_00008
OG0000179	Praw.g_01412	Prbn.g_00766
OG0000180	Praw.g_01411	Prbn.g_00765
OG0000181	Praw.g_01410	Prbn.g_00764
OG0000182	Praw.g_01409	Prbn.g_00763
OG0000183	Praw.g_01405	Prbn.g_00759
OG0000184	Praw.g_01382	Prbn.g_00733
OG0000185	Praw.g_01379	Prbn.g_00730
OG0000186	Praw.g_01370	Prbn.g_00714
OG0000187	Praw.g_01369	Prbn.g_00713
OG0000188	Praw.g_01352	Prbn.g_01339
OG0000189	Praw.g_01339	Prbn.g_01325
OG0000190	Praw.g_01338	Prbn.g_01323
OG0000191	Praw.g_01318	Prbn.g_01300
OG0000192	Praw.g_01314	Prbn.g_01295
OG0000193	Praw.g_01289	Prbn.g_01268
OG0000194	Praw.g_01286	Prbn.g_01265
OG0000195	Praw.g_01284	Prbn.g_01263
OG0000196	Praw.g_01274	Prbn.g_01252
OG0000197	Praw.g_01273	Prbn.g_01251
OG0000198	Praw.g_01272	Prbn.g_01250
OG0000199	Praw.g_01265	Prbn.g_01243, Prbn.g_00384
OG0000200	Praw.g_01251	Prbn.g_00370
OG0000201	Praw.g_01243	Prbn.g_00361
OG0000202	Praw.g_01242	Prbn.g_00360
OG0000203	Praw.g_01241	Prbn.g_00359
OG0000204	Praw.g_01240	Prbn.g_00358
OG0000205	Praw.g_01233	Prbn.g_00351
OG0000206	Praw.g_01228	Prbn.g_00346
OG0000207	Praw.g_01226	Prbn.g_00343
OG0000208	Praw.g_01225	Prbn.g_00342
OG0000209	Praw.g_01216	Prbn.g_00333
OG0000210	Praw.g_01215	Prbn.g_00332
OG0000211	Praw.g_01202	Prbn.g_00317
OG0000212	Praw.g_01195	Prbn.g_00309
OG0000213	Praw.g_00876	Prbn.g_00024
OG0000214	Praw.g_00867	Prbn.g_00034
OG0000215	Praw.g_00842	Prbn.g_00061
OG0000216	Praw.g_00840	Prbn.g_00062
OG0000217	Praw.g_00837	Prbn.g_00065
OG0000218	Praw.g_00835	Prbn.g_00067
OG0000219	Praw.g_00834	Prbn.g_00068
OG0000220	Praw.g_00833	Prbn.g_00069
OG0000221	Praw.g_00832	Prbn.g_00070
OG0000222	Praw.g_00824	Prbn.g_00077
OG0000223	Praw.g_00811	Prbn.g_00089
OG0000224	Praw.g_00809	Prbn.g_00091
OG0000225	Praw.g_00786	Prbn.g_00117
OG0000226	Praw.g_00782	Prbn.g_00121
OG0000227	Praw.g_00780	Prbn.g_00123
OG0000228	Praw.g_00777	Prbn.g_00697
OG0000229	Praw.g_00711	Prbn.g_00677
OG0000230	Praw.g_00709	Prbn.g_00675
OG0000231	Praw.g_00698	Prbn.g_00664
OG0000232	Praw.g_00689	Prbn.g_00653
OG0000233	Praw.g_00684	Prbn.g_00647
OG0000234	Praw.g_00671	Prbn.g_00638
OG0000235	Praw.g_00668	Prbn.g_00635
OG0000236	Praw.g_00655	Prbn.g_00621
OG0000237	Praw.g_00642	Prbn.g_00608
OG0000238	Praw.g_00636	Prbn.g_00602
OG0000239	Praw.g_00623	Prbn.g_00591
OG0000240	Praw.g_00622	Prbn.g_00590
OG0000241	Praw.g_00618	Prbn.g_00586
OG0000242	Praw.g_00616	Prbn.g_00584
OG0000243	Praw.g_00605	Prbn.g_00573
OG0000244	Praw.g_00602	Prbn.g_00570
OG0000245	Praw.g_00600	Prbn.g_00568
OG0000246	Praw.g_00596	Prbn.g_00564
OG0000247	Praw.g_00586	Prbn.g_00554
OG0000248	Praw.g_00584	Prbn.g_00551
OG0000249	Praw.g_00582	Prbn.g_00549
OG0000250	Praw.g_00577	Prbn.g_00544
OG0000251	Praw.g_01937	Prbn.g_00524
OG0000252	Praw.g_01940	Prbn.g_00521
OG0000253	Praw.g_01941	Prbn.g_00520
OG0000254	Praw.g_00147	Prbn.g_00503
OG0000255	Praw.g_00153	Prbn.g_00497
OG0000256	Praw.g_00163	Prbn.g_00487
OG0000257	Praw.g_00166	Prbn.g_00421
OG0000258	Praw.g_01879	Prbn.g_00435
OG0000259	Praw.g_01862	Prbn.g_00835
OG0000260	Praw.g_01859	Prbn.g_00838
OG0000261	Praw.g_01857	Prbn.g_00841
OG0000262	Praw.g_01853	Prbn.g_00845
OG0000263	Praw.g_01841	Prbn.g_01583
OG0000264	Praw.g_01831	Prbn.g_01572
OG0000265	Praw.g_01809	Prbn.g_01554
OG0000266	Praw.g_01799	Prbn.g_00864
OG0000267	Praw.g_01788	Prbn.g_01350
OG0000268	Praw.g_01787	Prbn.g_01351
OG0000269	Praw.g_01702	Prbn.g_01551
OG0000270	Praw.g_01699	Prbn.g_01548
OG0000271	Praw.g_01691	Prbn.g_01540
OG0000272	Praw.g_01690	Prbn.g_01539
OG0000273	Praw.g_01668	Prbn.g_01515
OG0000274	Praw.g_01667	Prbn.g_01514
OG0000275	Praw.g_01665	Prbn.g_01511
OG0000276	Praw.g_01660	Prbn.g_01505
OG0000277	Praw.g_01659	Prbn.g_01504
OG0000278	Praw.g_01656	Prbn.g_01501
OG0000279	Praw.g_01649	Prbn.g_01494
OG0000280	Praw.g_01648	Prbn.g_01493
OG0000281	Praw.g_01643	Prbn.g_01486
OG0000282	Praw.g_01595	Prbn.g_01619
OG0000283	Praw.g_01562	Prbn.g_01442
OG0000284	Praw.g_01557	Prbn.g_01437
OG0000285	Praw.g_01552	Prbn.g_01432
OG0000286	Praw.g_01540	Prbn.g_01419
OG0000287	Praw.g_01523	Prbn.g_01123
OG0000288	Praw.g_01494	Prbn.g_01380
OG0000289	Praw.g_01483	Prbn.g_01364
OG0000290	Praw.g_01470	Prbn.g_01468
OG0000291	Praw.g_01468	Prbn.g_01470
OG0000292	Praw.g_01418	Prbn.g_01144
OG0000293	Praw.g_00225	Prbn.g_01179
OG0000294	Praw.g_00226	Prbn.g_01180
OG0000295	Praw.g_00246	Prbn.g_01203
OG0000296	Praw.g_00248	Prbn.g_01205
OG0000297	Praw.g_00256	Prbn.g_00387
OG0000298	Praw.g_00257	Prbn.g_00388
OG0000299	Praw.g_00274	Prbn.g_00407
OG0000300	Praw.g_00277	Prbn.g_00410
OG0000301	Praw.g_00278	Prbn.g_00411
OG0000302	Praw.g_00280	Prbn.g_00413
OG0000303	Praw.g_00287	Prbn.g_00419
OG0000304	Praw.g_00291	Prbn.g_00482
OG0000305	Praw.g_01008	Prbn.g_01146
OG0000306	Praw.g_01011	Prbn.g_01482
OG0000307	Praw.g_01025	Prbn.g_00159
OG0000308	Praw.g_01026	Prbn.g_00160
OG0000309	Praw.g_01030	Prbn.g_00164
OG0000310	Praw.g_01098	Prbn.g_00198
OG0000311	Praw.g_01096	Prbn.g_00200
OG0000312	Praw.g_01093	Prbn.g_00203
OG0000313	Praw.g_01076	Prbn.g_00216
OG0000314	Praw.g_00363	Prbn.g_00239
OG0000315	Praw.g_00374	Prbn.g_00249
OG0000316	Praw.g_00394	Prbn.g_00274
OG0000317	Praw.g_00513	Prbn.g_01742
OG0000318	Praw.g_00516	Prbn.g_01746
OG0000319	Praw.g_00529	Prbn.g_01759
OG0000320	Praw.g_00531	Prbn.g_01761
OG0000321	Praw.g_00532	Prbn.g_01762
OG0000322	Praw.g_00533	Prbn.g_01763
OG0000323	Praw.g_00542	Prbn.g_01773
OG0000324	Praw.g_00569	Prbn.g_01800
OG0000325	Praw.g_01916	Prbn.g_01811
OG0000326	Praw.g_01910	Prbn.g_01818
OG0000327	Praw.g_00137	Prbn.g_01839
OG0000328	Praw.g_00136	Prbn.g_01840
OG0000329	Praw.g_00119	Prbn.g_01857
OG0000330	Praw.g_00118	Prbn.g_01858
OG0000331	Praw.g_00117	Prbn.g_01859
OG0000332	Praw.g_00103	Prbn.g_01873
OG0000333	Praw.g_00101	Prbn.g_01875
OG0000334	Praw.g_00093	Prbn.g_01884
OG0000335	Praw.g_00088	Prbn.g_01889
OG0000336	Praw.g_00084	Prbn.g_01893
OG0000337	Praw.g_00068	Prbn.g_01911
OG0000338	Praw.g_00067	Prbn.g_01912
OG0000339	Praw.g_00063	Prbn.g_01918
OG0000340	Praw.g_00055	Prbn.g_01012
OG0000341	Praw.g_00053	Prbn.g_01010
OG0000342	Praw.g_00052	Prbn.g_01009
OG0000343	Praw.g_00051	Prbn.g_01008
OG0000344	Praw.g_00048	Prbn.g_01005
OG0000345	Praw.g_00043	Prbn.g_00999
OG0000346	Praw.g_00038	Prbn.g_00995
OG0000347	Praw.g_00022	Prbn.g_00978
OG0000348	Praw.g_00013	Prbn.g_00970
OG0000349	Praw.g_01189	Prbn.g_00953
OG0000350	Praw.g_01170	Prbn.g_00798
OG0000351	Praw.g_01153	Prbn.g_00913
OG0000352	Praw.g_01152	Prbn.g_00912
OG0000353	Praw.g_01137	Prbn.g_00299
OG0000355	Praw.g_01135	Prbn.g_00301
OG0000356	Praw.g_01134	Prbn.g_00302
OG0000357	Praw.g_01133	Prbn.g_00011
OG0000358	Praw.g_01129	Prbn.g_00007
OG0000359	Praw.g_01128	Prbn.g_00006
OG0000360	Praw.g_01127	Prbn.g_00005
OG0000361	Praw.g_01126	Prbn.g_00004
OG0000362	Praw.g_01124	Prbn.g_00001
OG0000363	Praw.g_01414	Prbn.g_00768
OG0000364	Praw.g_01413	Prbn.g_00767
OG0000365	Praw.g_01408	Prbn.g_00762
OG0000366	Praw.g_01407	Prbn.g_00761
OG0000367	Praw.g_01406	Prbn.g_00760
OG0000368	Praw.g_01404	Prbn.g_00758
OG0000369	Praw.g_01403	Prbn.g_00757
OG0000370	Praw.g_01402	Prbn.g_00756
OG0000371	Praw.g_01396	Prbn.g_00749
OG0000372	Praw.g_01393	Prbn.g_00746
OG0000373	Praw.g_01392	Prbn.g_00745
OG0000374	Praw.g_01391	Prbn.g_00744
OG0000375	Praw.g_01388	Prbn.g_00742
OG0000376	Praw.g_01386	Prbn.g_00740
OG0000377	Praw.g_01383	Prbn.g_00736
OG0000378	Praw.g_01381	Prbn.g_00732
OG0000379	Praw.g_01378	Prbn.g_00729
OG0000380	Praw.g_01368	Prbn.g_00712
OG0000381	Praw.g_01364	Prbn.g_00707
OG0000382	Praw.g_01353	Prbn.g_01340
OG0000383	Praw.g_01351	Prbn.g_01338
OG0000384	Praw.g_01350	Prbn.g_01337
OG0000385	Praw.g_01349	Prbn.g_01336
OG0000386	Praw.g_01348	Prbn.g_01335
OG0000387	Praw.g_01336	Prbn.g_01321
OG0000388	Praw.g_01333	Prbn.g_01317
OG0000389	Praw.g_01329	Prbn.g_01314
OG0000390	Praw.g_01322	Prbn.g_01304
OG0000391	Praw.g_01319	Prbn.g_01301
OG0000392	Praw.g_01315	Prbn.g_01297
OG0000393	Praw.g_01313	Prbn.g_01294
OG0000394	Praw.g_01312	Prbn.g_01293
OG0000395	Praw.g_01311	Prbn.g_01292
OG0000396	Praw.g_01308	Prbn.g_01290
OG0000397	Praw.g_01306	Prbn.g_01288
OG0000398	Praw.g_01304	Prbn.g_01285
OG0000399	Praw.g_01303	Prbn.g_01284
OG0000400	Praw.g_01302	Prbn.g_01283
OG0000401	Praw.g_01301	Prbn.g_01282
OG0000402	Praw.g_01299	Prbn.g_01356
OG0000403	Praw.g_01298	Prbn.g_01280
OG0000404	Praw.g_01297	Prbn.g_01279
OG0000405	Praw.g_01293	Prbn.g_01275
OG0000406	Praw.g_01288	Prbn.g_01267
OG0000407	Praw.g_01287	Prbn.g_01266
OG0000408	Praw.g_01285	Prbn.g_01264
OG0000409	Praw.g_01283	Prbn.g_01262
OG0000410	Praw.g_01282	Prbn.g_01261
OG0000411	Praw.g_01281	Prbn.g_01260
OG0000412	Praw.g_01280	Prbn.g_01259
OG0000413	Praw.g_01279	Prbn.g_01257
OG0000414	Praw.g_01278	Prbn.g_01256
OG0000415	Praw.g_01277	Prbn.g_01255
OG0000416	Praw.g_01276	Prbn.g_01254
OG0000417	Praw.g_01275	Prbn.g_01253
OG0000418	Praw.g_01270	Prbn.g_01248
OG0000419	Praw.g_01268	Prbn.g_01246
OG0000420	Praw.g_01267	Prbn.g_01245
OG0000421	Praw.g_01262	Prbn.g_00381
OG0000422	Praw.g_01261	Prbn.g_00380
OG0000423	Praw.g_01260	Prbn.g_00379
OG0000424	Praw.g_01259	Prbn.g_00378
OG0000425	Praw.g_01258	Prbn.g_00377
OG0000426	Praw.g_01257	Prbn.g_00376
OG0000427	Praw.g_01256	Prbn.g_00375
OG0000428	Praw.g_01254	Prbn.g_00373
OG0000429	Praw.g_01253	Prbn.g_00372
OG0000430	Praw.g_01252	Prbn.g_00371
OG0000431	Praw.g_01250	Prbn.g_00369
OG0000432	Praw.g_01247	Prbn.g_00365
OG0000433	Praw.g_01246	Prbn.g_00364
OG0000434	Praw.g_01245	Prbn.g_00363
OG0000435	Praw.g_01244	Prbn.g_00362
OG0000436	Praw.g_01239	Prbn.g_00357
OG0000437	Praw.g_01238	Prbn.g_00356
OG0000438	Praw.g_01237	Prbn.g_00355
OG0000439	Praw.g_01235	Prbn.g_00353
OG0000440	Praw.g_01234	Prbn.g_00352
OG0000441	Praw.g_01231	Prbn.g_00349
OG0000442	Praw.g_01230	Prbn.g_00348
OG0000443	Praw.g_01229	Prbn.g_00347
OG0000444	Praw.g_01224	Prbn.g_00341
OG0000445	Praw.g_01223	Prbn.g_00340
OG0000446	Praw.g_01222	Prbn.g_00339
OG0000447	Praw.g_01221	Prbn.g_00338
OG0000448	Praw.g_01220	Prbn.g_00337
OG0000449	Praw.g_01219	Prbn.g_00336
OG0000450	Praw.g_01218	Prbn.g_00335
OG0000451	Praw.g_01217	Prbn.g_00334
OG0000452	Praw.g_01214	Prbn.g_00331
OG0000453	Praw.g_01213	Prbn.g_00330
OG0000454	Praw.g_01212	Prbn.g_00329
OG0000455	Praw.g_01211	Prbn.g_00328
OG0000456	Praw.g_01210	Prbn.g_00327
OG0000457	Praw.g_01209	Prbn.g_00325
OG0000458	Praw.g_01208	Prbn.g_00324
OG0000459	Praw.g_01207	Prbn.g_00323
OG0000460	Praw.g_01200	Prbn.g_00315
OG0000461	Praw.g_00891	Prbn.g_00307
OG0000462	Praw.g_00889	Prbn.g_00305
OG0000463	Praw.g_00888	Prbn.g_00304
OG0000464	Praw.g_00887	Prbn.g_00012
OG0000465	Praw.g_00886	Prbn.g_00013
OG0000466	Praw.g_00883	Prbn.g_00016
OG0000467	Praw.g_00882	Prbn.g_00017
OG0000468	Praw.g_00880	Prbn.g_00020
OG0000469	Praw.g_00872	Prbn.g_00028
OG0000470	Praw.g_00870	Prbn.g_00030
OG0000471	Praw.g_00869	Prbn.g_00031
OG0000472	Praw.g_00868	Prbn.g_00033
OG0000473	Praw.g_00866	Prbn.g_00035
OG0000474	Praw.g_00865	Prbn.g_00036
OG0000475	Praw.g_00864	Prbn.g_00037
OG0000476	Praw.g_00863	Prbn.g_00039
OG0000477	Praw.g_00859	Prbn.g_00042
OG0000478	Praw.g_00858	Prbn.g_00043
OG0000479	Praw.g_00857	Prbn.g_00044
OG0000480	Praw.g_00852	Prbn.g_00049
OG0000481	Praw.g_00850	Prbn.g_00052
OG0000482	Praw.g_00849	Prbn.g_00053
OG0000483	Praw.g_00846	Prbn.g_00056
OG0000484	Praw.g_00845	Prbn.g_00057
OG0000485	Praw.g_00844	Prbn.g_00059
OG0000486	Praw.g_00843	Prbn.g_00060
OG0000487	Praw.g_00839	Prbn.g_00063
OG0000488	Praw.g_00836	Prbn.g_00066
OG0000489	Praw.g_00831	Prbn.g_00071
OG0000490	Praw.g_00826	Prbn.g_00075
OG0000491	Praw.g_00825	Prbn.g_00076
OG0000492	Praw.g_00823	Prbn.g_00078
OG0000493	Praw.g_00822	Prbn.g_00079
OG0000494	Praw.g_00821	Prbn.g_00080
OG0000495	Praw.g_00820	Prbn.g_00081
OG0000496	Praw.g_00819	Prbn.g_00082
OG0000497	Praw.g_00818	Prbn.g_00083
OG0000498	Praw.g_00817	Prbn.g_00084
OG0000499	Praw.g_00816	Prbn.g_00085
OG0000500	Praw.g_00815	Prbn.g_00086
OG0000501	Praw.g_00813	Prbn.g_00087
OG0000502	Praw.g_00810	Prbn.g_00090
OG0000503	Praw.g_00796	Prbn.g_00105
OG0000504	Praw.g_00795	Prbn.g_00107
OG0000505	Praw.g_00794	Prbn.g_00108
OG0000506	Praw.g_00792	Prbn.g_00109
OG0000507	Praw.g_00790	Prbn.g_00112
OG0000508	Praw.g_00787	Prbn.g_00116
OG0000509	Praw.g_00785	Prbn.g_00118
OG0000510	Praw.g_00784	Prbn.g_00119
OG0000511	Praw.g_00783	Prbn.g_00120
OG0000512	Praw.g_00781	Prbn.g_00122
OG0000513	Praw.g_00774	Prbn.g_00693
OG0000514	Praw.g_00716	Prbn.g_00682
OG0000515	Praw.g_00715	Prbn.g_00681
OG0000516	Praw.g_00714	Prbn.g_00680
OG0000517	Praw.g_00712	Prbn.g_00678
OG0000518	Praw.g_00701	Prbn.g_00667
OG0000519	Praw.g_00700	Prbn.g_00666
OG0000520	Praw.g_00699	Prbn.g_00665
OG0000521	Praw.g_00694	Prbn.g_00657
OG0000522	Praw.g_00692	Prbn.g_00655
OG0000523	Praw.g_00691	Prbn.g_00654
OG0000524	Praw.g_00686	Prbn.g_00649
OG0000525	Praw.g_00683	Prbn.g_00645
OG0000526	Praw.g_00682	Prbn.g_00644
OG0000527	Praw.g_00674	Prbn.g_00641
OG0000528	Praw.g_00669	Prbn.g_00636
OG0000529	Praw.g_00666	Prbn.g_00633
OG0000530	Praw.g_00664	Prbn.g_00630
OG0000531	Praw.g_00663	Prbn.g_00629
OG0000532	Praw.g_00661	Prbn.g_00627
OG0000533	Praw.g_00660	Prbn.g_00626
OG0000534	Praw.g_00659	Prbn.g_00625
OG0000535	Praw.g_00658	Prbn.g_00624
OG0000536	Praw.g_00657	Prbn.g_00623
OG0000537	Praw.g_00656	Prbn.g_00622
OG0000538	Praw.g_00648	Prbn.g_00613
OG0000539	Praw.g_00647	Prbn.g_00612
OG0000540	Praw.g_00646	Prbn.g_00611
OG0000541	Praw.g_00645	Prbn.g_00610
OG0000542	Praw.g_00643	Prbn.g_00609
OG0000543	Praw.g_00641	Prbn.g_00607
OG0000544	Praw.g_00640	Prbn.g_00606
OG0000545	Praw.g_00638	Prbn.g_00604
OG0000546	Praw.g_00635	Prbn.g_00601
OG0000547	Praw.g_00633	Prbn.g_00599
OG0000548	Praw.g_00632	Prbn.g_00598
OG0000549	Praw.g_00630	Prbn.g_00596
OG0000550	Praw.g_00625	Prbn.g_00592
OG0000551	Praw.g_00621	Prbn.g_00589
OG0000552	Praw.g_00620	Prbn.g_00588
OG0000553	Praw.g_00619	Prbn.g_00587
OG0000554	Praw.g_00614	Prbn.g_00582
OG0000555	Praw.g_00606	Prbn.g_00574
OG0000556	Praw.g_00604	Prbn.g_00572
OG0000557	Praw.g_00603	Prbn.g_00571
OG0000558	Praw.g_00601	Prbn.g_00569
OG0000559	Praw.g_00597	Prbn.g_00565
