Orthogroup	Praw	Prah
OG0000086	Praw.g_01346	Prah.g_01866
OG0000087	Praw.g_01296	Prah.g_02268
OG0000088	Praw.g_01269	Prah.g_02304
OG0000089	Praw.g_00776	Prah.g_00205
OG0000090	Praw.g_00615	Prah.g_01501
OG0000091	Praw.g_01880	Prah.g_00493
OG0000093	Praw.g_01571	Prah.g_00692
OG0000094	Praw.g_01486	Prah.g_02518
OG0000097	Praw.g_00275	Prah.g_01272
OG0000098	Praw.g_00997	Prah.g_00327
OG0000099	Praw.g_01051	Prah.g_02191
OG0000100	Praw.g_00411	Prah.g_01791, Prah.g_00636
OG0000101	Praw.g_00096	Prah.g_01995
OG0000102	Praw.g_00034	Prah.g_00144
OG0000103	Praw.g_01148	Prah.g_02586
OG0000104	Praw.g_01140	Prah.g_02600
OG0000105	Praw.g_00860	Prah.g_02126
OG0000106	Praw.g_00762	Prah.g_01660
OG0000108	Praw.g_00667	Prah.g_01566
OG0000109	Praw.g_00654	Prah.g_01550
OG0000110	Praw.g_01922	Prah.g_01439
OG0000111	Praw.g_01823	Prah.g_01028
OG0000112	Praw.g_01732	Prah.g_00788
OG0000113	Praw.g_01675	Prah.g_00641
OG0000114	Praw.g_01597	Prah.g_00733
OG0000115	Praw.g_00178	Prah.g_00383
OG0000116	Praw.g_00224	Prah.g_01337
OG0000117	Praw.g_00926	Prah.g_01257
OG0000118	Praw.g_00993	Prah.g_01378
OG0000119	Praw.g_01012	Prah.g_01007, Prah.g_01048
OG0000120	Praw.g_01050	Prah.g_02192
OG0000121	Praw.g_01078	Prah.g_00406
OG0000122	Praw.g_00377	Prah.g_01203
OG0000123	Praw.g_00089	Prah.g_01987
OG0000124	Praw.g_00023	Prah.g_00125
OG0000125	Praw.g_01180	Prah.g_02498
OG0000126	Praw.g_01141	Prah.g_02598
OG0000128	Praw.g_01125	Prah.g_00013
OG0000129	Praw.g_01384	Prah.g_02486
OG0000130	Praw.g_01365	Prah.g_01838
OG0000131	Praw.g_01290	Prah.g_02282
OG0000132	Praw.g_01271	Prah.g_02302
OG0000133	Praw.g_00812	Prah.g_02187
OG0000134	Praw.g_00775	Prah.g_00208
OG0000135	Praw.g_00751	Prah.g_02538
OG0000136	Praw.g_00706	Prah.g_00235
OG0000137	Praw.g_00672	Prah.g_00312
OG0000138	Praw.g_00653	Prah.g_01549
OG0000139	Praw.g_00611	Prah.g_01495
OG0000140	Praw.g_00610	Prah.g_01489
OG0000141	Praw.g_00143	Prah.g_01393
OG0000142	Praw.g_01887	Prah.g_00501
OG0000143	Praw.g_01883	Prah.g_00497
OG0000144	Praw.g_01870	Prah.g_00473
OG0000145	Praw.g_01745	Prah.g_01543
OG0000146	Praw.g_01731	Prah.g_00787
OG0000147	Praw.g_01730	Prah.g_00786
OG0000148	Praw.g_01681	Prah.g_00649
OG0000149	Praw.g_01652	Prah.g_00591
OG0000150	Praw.g_01644	Prah.g_00568
OG0000151	Praw.g_01587	Prah.g_00718
OG0000152	Praw.g_01539	Prah.g_00796
OG0000153	Praw.g_01520	Prah.g_00826
OG0000154	Praw.g_01493	Prah.g_00852
OG0000155	Praw.g_00254	Prah.g_01291
OG0000156	Praw.g_00968	Prah.g_01349
OG0000157	Praw.g_00969	Prah.g_01350
OG0000158	Praw.g_01052	Prah.g_02242
OG0000160	Praw.g_01079, Praw.g_01080	Prah.g_00407
OG0000161	Praw.g_00344	Prah.g_00399
OG0000162	Praw.g_00350	Prah.g_00391
OG0000163	Praw.g_00384	Prah.g_01619
OG0000164	Praw.g_00539	Prah.g_01705
OG0000165	Praw.g_00546	Prah.g_01716
OG0000166	Praw.g_00132	Prah.g_02033
OG0000167	Praw.g_00066	Prah.g_02230
OG0000168	Praw.g_00056	Prah.g_02243
OG0000169	Praw.g_00046	Prah.g_00163
OG0000170	Praw.g_00044	Prah.g_00155
OG0000171	Praw.g_00024	Prah.g_00126
OG0000172	Praw.g_00016	Prah.g_00084
OG0000173	Praw.g_00001	Prah.g_00061
OG0000174	Praw.g_01166	Prah.g_02541
OG0000175	Praw.g_01156	Prah.g_02575
OG0000176	Praw.g_01132	Prah.g_00005
OG0000177	Praw.g_01131	Prah.g_00006
OG0000178	Praw.g_01130	Prah.g_00007
OG0000179	Praw.g_01412	Prah.g_00022
OG0000180	Praw.g_01411	Prah.g_00023
OG0000181	Praw.g_01410	Prah.g_00024
OG0000182	Praw.g_01409	Prah.g_00025
OG0000183	Praw.g_01405	Prah.g_00029
OG0000184	Praw.g_01382	Prah.g_02478
OG0000185	Praw.g_01379	Prah.g_02458
OG0000186	Praw.g_01370	Prah.g_01830
OG0000187	Praw.g_01369	Prah.g_01833
OG0000188	Praw.g_01352	Prah.g_01860
OG0000189	Praw.g_01339	Prah.g_01884
OG0000190	Praw.g_01338	Prah.g_01886
OG0000191	Praw.g_01318	Prah.g_00188
OG0000192	Praw.g_01314	Prah.g_00176, Prah.g_00180
OG0000193	Praw.g_01289	Prah.g_02283
OG0000194	Praw.g_01286	Prah.g_02286
OG0000195	Praw.g_01284	Prah.g_02288
OG0000196	Praw.g_01274	Prah.g_02299
OG0000197	Praw.g_01273	Prah.g_02300
OG0000198	Praw.g_01272	Prah.g_02301
OG0000199	Praw.g_01265	Prah.g_02308
OG0000200	Praw.g_01251	Prah.g_02324
OG0000201	Praw.g_01243	Prah.g_02352
OG0000202	Praw.g_01242	Prah.g_02353
OG0000203	Praw.g_01241	Prah.g_02354
OG0000204	Praw.g_01240	Prah.g_02355
OG0000205	Praw.g_01233	Prah.g_02362
OG0000206	Praw.g_01228	Prah.g_02371
OG0000207	Praw.g_01226	Prah.g_02420
OG0000208	Praw.g_01225	Prah.g_02419
OG0000209	Praw.g_01216	Prah.g_02400
OG0000210	Praw.g_01215	Prah.g_02399
OG0000211	Praw.g_01202	Prah.g_01782
OG0000212	Praw.g_01195	Prah.g_01772
OG0000213	Praw.g_00876	Prah.g_02101
OG0000214	Praw.g_00867	Prah.g_02118
OG0000215	Praw.g_00842	Prah.g_02148
OG0000216	Praw.g_00840	Prah.g_02151
OG0000217	Praw.g_00837	Prah.g_02155
OG0000218	Praw.g_00835	Prah.g_02157
OG0000219	Praw.g_00834	Prah.g_02158
OG0000220	Praw.g_00833	Prah.g_02159
OG0000221	Praw.g_00832	Prah.g_02166
OG0000222	Praw.g_00824	Prah.g_02174
OG0000223	Praw.g_00811	Prah.g_02197
OG0000224	Praw.g_00809	Prah.g_02207
OG0000225	Praw.g_00786	Prah.g_01921
OG0000226	Praw.g_00782	Prah.g_01917
OG0000227	Praw.g_00780	Prah.g_01915
OG0000228	Praw.g_00777	Prah.g_00204
OG0000229	Praw.g_00711	Prah.g_00230
OG0000230	Praw.g_00709	Prah.g_00232
OG0000231	Praw.g_00698	Prah.g_00251
OG0000232	Praw.g_00689	Prah.g_00261
OG0000233	Praw.g_00684	Prah.g_00294
OG0000234	Praw.g_00671	Prah.g_00313, Prah.g_00314
OG0000235	Praw.g_00668	Prah.g_01567
OG0000236	Praw.g_00655	Prah.g_01551
OG0000237	Praw.g_00642	Prah.g_01534
OG0000238	Praw.g_00636	Prah.g_01529
OG0000239	Praw.g_00623	Prah.g_01513
OG0000240	Praw.g_00622	Prah.g_01512
OG0000241	Praw.g_00618	Prah.g_01094
OG0000242	Praw.g_00616	Prah.g_00108, Prah.g_01503
OG0000243	Praw.g_00605	Prah.g_01476
OG0000244	Praw.g_00602	Prah.g_01472
OG0000245	Praw.g_00600	Prah.g_01469
OG0000246	Praw.g_00596	Prah.g_01465
OG0000247	Praw.g_00586	Prah.g_01454
OG0000248	Praw.g_00584	Prah.g_01451
OG0000249	Praw.g_00582	Prah.g_01449
OG0000250	Praw.g_00577	Prah.g_01443
OG0000251	Praw.g_01937	Prah.g_01417
OG0000252	Praw.g_01940	Prah.g_01414
OG0000253	Praw.g_01941	Prah.g_01408
OG0000254	Praw.g_00147	Prah.g_01389
OG0000255	Praw.g_00153	Prah.g_00530
OG0000256	Praw.g_00163	Prah.g_00516
OG0000257	Praw.g_00166	Prah.g_00509
OG0000258	Praw.g_01879	Prah.g_00486
OG0000259	Praw.g_01862	Prah.g_00457
OG0000260	Praw.g_01859	Prah.g_00454
OG0000261	Praw.g_01857	Prah.g_00451
OG0000262	Praw.g_01853	Prah.g_00445
OG0000263	Praw.g_01841	Prah.g_02413
OG0000264	Praw.g_01831	Prah.g_00974
OG0000265	Praw.g_01809	Prah.g_00887, Prah.g_00958
OG0000266	Praw.g_01799	Prah.g_00876
OG0000267	Praw.g_01788	Prah.g_00751
OG0000268	Praw.g_01787	Prah.g_00752
OG0000269	Praw.g_01702	Prah.g_00672
OG0000270	Praw.g_01699	Prah.g_00669
OG0000271	Praw.g_01691	Prah.g_00661
OG0000272	Praw.g_01690	Prah.g_00660
OG0000273	Praw.g_01668	Prah.g_00609
OG0000274	Praw.g_01667	Prah.g_00608
OG0000275	Praw.g_01665	Prah.g_00605
OG0000276	Praw.g_01660	Prah.g_00599
OG0000277	Praw.g_01659	Prah.g_00598
OG0000278	Praw.g_01656	Prah.g_00595
OG0000279	Praw.g_01649	Prah.g_00587
OG0000280	Praw.g_01648	Prah.g_00581
OG0000281	Praw.g_01643	Prah.g_00566
OG0000282	Praw.g_01595	Prah.g_00731
OG0000283	Praw.g_01562	Prah.g_00761
OG0000284	Praw.g_01557	Prah.g_00767
OG0000285	Praw.g_01552	Prah.g_01178
OG0000286	Praw.g_01540	Prah.g_00795
OG0000287	Praw.g_01523	Prah.g_01131
OG0000288	Praw.g_01494	Prah.g_00851
OG0000289	Praw.g_01483	Prah.g_00864
OG0000290	Praw.g_01470	Prah.g_00912
OG0000291	Praw.g_01468	Prah.g_00914
OG0000292	Praw.g_01418	Prah.g_02597
OG0000293	Praw.g_00225	Prah.g_01336
OG0000294	Praw.g_00226	Prah.g_01335
OG0000295	Praw.g_00246	Prah.g_01298
OG0000296	Praw.g_00248	Prah.g_01296
OG0000297	Praw.g_00256	Prah.g_01259
OG0000298	Praw.g_00257	Prah.g_01258
OG0000299	Praw.g_00274	Prah.g_01268
OG0000300	Praw.g_00277	Prah.g_01275
OG0000301	Praw.g_00278	Prah.g_01276
OG0000302	Praw.g_00280	Prah.g_01279
OG0000303	Praw.g_00287	Prah.g_01289
OG0000304	Praw.g_00291	Prah.g_01237, Prah.g_01238
OG0000305	Praw.g_01008	Prah.g_00918
OG0000306	Praw.g_01011	Prah.g_00560
OG0000307	Praw.g_01025	Prah.g_01584
OG0000308	Praw.g_01026	Prah.g_01586
OG0000309	Praw.g_01030	Prah.g_01590
OG0000310	Praw.g_01098	Prah.g_00428
OG0000311	Praw.g_01096	Prah.g_00424
OG0000312	Praw.g_01093	Prah.g_00420
OG0000313	Praw.g_01076	Prah.g_00402
OG0000314	Praw.g_00363	Prah.g_00371
OG0000315	Praw.g_00374	Prah.g_00361
OG0000316	Praw.g_00394	Prah.g_01631
OG0000317	Praw.g_00513	Prah.g_01672
OG0000318	Praw.g_00516	Prah.g_01677
OG0000319	Praw.g_00529	Prah.g_01694
OG0000320	Praw.g_00531	Prah.g_01696
OG0000321	Praw.g_00532	Prah.g_01697
OG0000322	Praw.g_00533	Prah.g_01698
OG0000323	Praw.g_00542	Prah.g_01710
OG0000324	Praw.g_00569	Prah.g_01744
OG0000325	Praw.g_01916	Prah.g_02071
OG0000326	Praw.g_01910	Prah.g_02064
OG0000327	Praw.g_00137	Prah.g_02038
OG0000328	Praw.g_00136	Prah.g_02037
OG0000329	Praw.g_00119	Prah.g_02020
OG0000330	Praw.g_00118	Prah.g_02019
OG0000331	Praw.g_00117	Prah.g_02018
OG0000332	Praw.g_00103	Prah.g_02003
OG0000333	Praw.g_00101	Prah.g_02001
OG0000334	Praw.g_00093	Prah.g_01991
OG0000335	Praw.g_00088	Prah.g_01986
OG0000336	Praw.g_00084	Prah.g_01982
OG0000337	Praw.g_00068	Prah.g_02224
OG0000338	Praw.g_00067	Prah.g_02227
OG0000339	Praw.g_00063	Prah.g_02234
OG0000340	Praw.g_00055	Prah.g_02244
OG0000341	Praw.g_00053	Prah.g_02246
OG0000342	Praw.g_00052	Prah.g_02247
OG0000343	Praw.g_00051	Prah.g_00168
OG0000344	Praw.g_00048	Prah.g_00165
OG0000345	Praw.g_00043	Prah.g_00154
OG0000346	Praw.g_00038	Prah.g_00149
OG0000347	Praw.g_00022	Prah.g_00089
OG0000348	Praw.g_00013	Prah.g_00078
OG0000349	Praw.g_01189	Prah.g_00053
OG0000350	Praw.g_01170	Prah.g_02533
OG0000351	Praw.g_01153	Prah.g_02578
OG0000352	Praw.g_01152	Prah.g_02579
OG0000353	Praw.g_01137	Prah.g_02603
OG0000354	Praw.g_00910	Prah.g_00020
OG0000355	Praw.g_01135	Prah.g_00002
OG0000356	Praw.g_01134	Prah.g_00003
OG0000357	Praw.g_01133	Prah.g_00004
OG0000358	Praw.g_01129	Prah.g_00008
OG0000359	Praw.g_01128	Prah.g_00010
OG0000360	Praw.g_01127	Prah.g_00011
OG0000361	Praw.g_01126	Prah.g_00012
OG0000362	Praw.g_01124	Prah.g_00014
OG0000363	Praw.g_01414	Prah.g_00016
OG0000364	Praw.g_01413	Prah.g_00017
OG0000365	Praw.g_01408	Prah.g_00026
OG0000366	Praw.g_01407	Prah.g_00027
OG0000367	Praw.g_01406	Prah.g_00028
OG0000368	Praw.g_01404	Prah.g_00030
OG0000369	Praw.g_01403	Prah.g_00031
OG0000370	Praw.g_01402	Prah.g_00032
OG0000371	Praw.g_01396	Prah.g_00041
OG0000372	Praw.g_01393	Prah.g_00046
OG0000373	Praw.g_01392	Prah.g_00047
OG0000374	Praw.g_01391	Prah.g_00048
OG0000375	Praw.g_01388	Prah.g_00049
OG0000376	Praw.g_01386	Prah.g_00051
OG0000377	Praw.g_01383	Prah.g_02485
OG0000378	Praw.g_01381	Prah.g_02471
OG0000379	Praw.g_01378	Prah.g_02457
OG0000380	Praw.g_01368	Prah.g_01834
OG0000381	Praw.g_01364	Prah.g_01839
OG0000382	Praw.g_01353	Prah.g_01859
OG0000383	Praw.g_01351	Prah.g_01861
OG0000384	Praw.g_01350	Prah.g_01862
OG0000385	Praw.g_01349	Prah.g_01863
OG0000386	Praw.g_01348	Prah.g_01864
OG0000387	Praw.g_01336	Prah.g_01888
OG0000388	Praw.g_01333	Prah.g_01892
OG0000389	Praw.g_01329	Prah.g_01896
OG0000390	Praw.g_01322	Prah.g_00194
OG0000391	Praw.g_01319	Prah.g_00189
OG0000392	Praw.g_01315	Prah.g_00183
OG0000393	Praw.g_01313	Prah.g_00175
OG0000394	Praw.g_01312	Prah.g_00174
OG0000395	Praw.g_01311	Prah.g_00173
OG0000396	Praw.g_01308	Prah.g_02252
OG0000397	Praw.g_01306	Prah.g_02254
OG0000398	Praw.g_01304	Prah.g_02259
OG0000399	Praw.g_01303	Prah.g_02260
OG0000400	Praw.g_01302	Prah.g_02261
OG0000401	Praw.g_01301	Prah.g_02262
OG0000402	Praw.g_01299	Prah.g_02264
OG0000403	Praw.g_01298	Prah.g_02265
OG0000405	Praw.g_01293	Prah.g_02280
OG0000406	Praw.g_01288	Prah.g_02284
OG0000407	Praw.g_01287	Prah.g_02285
OG0000408	Praw.g_01285	Prah.g_02287
OG0000409	Praw.g_01283	Prah.g_02289
OG0000410	Praw.g_01282	Prah.g_02290
OG0000411	Praw.g_01281	Prah.g_02291
OG0000412	Praw.g_01280	Prah.g_02292
OG0000413	Praw.g_01279	Prah.g_02294
OG0000414	Praw.g_01278	Prah.g_02295
OG0000415	Praw.g_01277	Prah.g_02296
OG0000416	Praw.g_01276	Prah.g_02297
OG0000417	Praw.g_01275	Prah.g_02298
OG0000418	Praw.g_01270	Prah.g_02303
OG0000419	Praw.g_01268	Prah.g_02305
OG0000420	Praw.g_01267	Prah.g_02306
OG0000421	Praw.g_01262	Prah.g_02310
OG0000422	Praw.g_01261	Prah.g_02311
OG0000423	Praw.g_01260	Prah.g_02312
OG0000424	Praw.g_01259	Prah.g_02313
OG0000425	Praw.g_01258	Prah.g_02314
OG0000426	Praw.g_01257	Prah.g_02315
OG0000427	Praw.g_01256	Prah.g_02316
OG0000428	Praw.g_01254	Prah.g_00709
OG0000429	Praw.g_01253	Prah.g_02321
OG0000430	Praw.g_01252	Prah.g_02323
OG0000431	Praw.g_01250	Prah.g_02334
OG0000432	Praw.g_01247	Prah.g_02341
OG0000433	Praw.g_01246	Prah.g_02344
OG0000434	Praw.g_01245	Prah.g_02345
OG0000435	Praw.g_01244	Prah.g_02350
OG0000436	Praw.g_01239	Prah.g_02356
OG0000437	Praw.g_01238	Prah.g_02357
OG0000438	Praw.g_01237	Prah.g_02358
OG0000439	Praw.g_01235	Prah.g_02360
OG0000440	Praw.g_01234	Prah.g_02361
OG0000441	Praw.g_01231	Prah.g_02364
OG0000442	Praw.g_01230	Prah.g_02365
OG0000443	Praw.g_01229	Prah.g_02370
OG0000444	Praw.g_01224	Prah.g_02418
OG0000445	Praw.g_01223	Prah.g_02417
OG0000446	Praw.g_01222	Prah.g_02415
OG0000447	Praw.g_01221	Prah.g_02411
OG0000448	Praw.g_01220	Prah.g_02410
OG0000449	Praw.g_01219	Prah.g_02409
OG0000450	Praw.g_01218	Prah.g_02403
OG0000451	Praw.g_01217	Prah.g_02402
OG0000452	Praw.g_01214	Prah.g_02398
OG0000453	Praw.g_01213	Prah.g_02397
OG0000454	Praw.g_01212	Prah.g_02396
OG0000455	Praw.g_01211	Prah.g_02395
OG0000456	Praw.g_01210	Prah.g_02394
OG0000457	Praw.g_01209	Prah.g_02392
OG0000458	Praw.g_01208	Prah.g_02391
OG0000459	Praw.g_01207	Prah.g_02390
OG0000460	Praw.g_01200	Prah.g_01781
OG0000461	Praw.g_00891	Prah.g_02074
OG0000462	Praw.g_00889	Prah.g_02078
OG0000463	Praw.g_00888	Prah.g_02079
OG0000464	Praw.g_00887	Prah.g_02080
OG0000465	Praw.g_00886	Prah.g_02082
OG0000466	Praw.g_00883	Prah.g_02087
OG0000467	Praw.g_00882	Prah.g_02089
OG0000468	Praw.g_00880	Prah.g_02098
OG0000469	Praw.g_00872	Prah.g_02111
OG0000470	Praw.g_00870	Prah.g_02114
OG0000471	Praw.g_00869	Prah.g_02115
OG0000472	Praw.g_00868	Prah.g_02117
OG0000473	Praw.g_00866	Prah.g_02119
OG0000474	Praw.g_00865	Prah.g_02120
OG0000475	Praw.g_00864	Prah.g_02121
OG0000476	Praw.g_00863	Prah.g_02123
OG0000477	Praw.g_00859	Prah.g_02128
OG0000478	Praw.g_00858	Prah.g_02129
OG0000479	Praw.g_00857	Prah.g_02130
OG0000480	Praw.g_00852	Prah.g_02137
OG0000481	Praw.g_00850	Prah.g_02139
OG0000482	Praw.g_00849	Prah.g_02140
OG0000483	Praw.g_00846	Prah.g_02144
OG0000484	Praw.g_00845	Prah.g_02145
OG0000485	Praw.g_00844	Prah.g_02146
OG0000486	Praw.g_00843	Prah.g_02147
OG0000487	Praw.g_00839	Prah.g_02152
OG0000488	Praw.g_00836	Prah.g_02156
OG0000489	Praw.g_00831	Prah.g_02167
OG0000490	Praw.g_00826	Prah.g_02172
OG0000491	Praw.g_00825	Prah.g_02173
OG0000492	Praw.g_00823	Prah.g_02175
OG0000493	Praw.g_00822	Prah.g_02176
OG0000494	Praw.g_00821	Prah.g_02177
OG0000495	Praw.g_00820	Prah.g_02178
OG0000496	Praw.g_00819	Prah.g_02179
OG0000497	Praw.g_00818	Prah.g_02180
OG0000498	Praw.g_00817	Prah.g_02181
OG0000499	Praw.g_00816	Prah.g_02182
OG0000500	Praw.g_00815	Prah.g_02183
OG0000501	Praw.g_00813	Prah.g_02186
OG0000502	Praw.g_00810	Prah.g_02199
OG0000503	Praw.g_00796	Prah.g_01940
OG0000504	Praw.g_00795	Prah.g_01938
OG0000505	Praw.g_00794	Prah.g_01937
OG0000506	Praw.g_00792	Prah.g_01935
OG0000507	Praw.g_00790	Prah.g_01930
OG0000508	Praw.g_00787	Prah.g_01922
OG0000509	Praw.g_00785	Prah.g_01920
OG0000510	Praw.g_00784	Prah.g_01919
OG0000511	Praw.g_00783	Prah.g_01918
OG0000512	Praw.g_00781	Prah.g_01916
OG0000513	Praw.g_00774	Prah.g_00209
OG0000514	Praw.g_00716	Prah.g_00218
OG0000515	Praw.g_00715	Prah.g_00219
OG0000516	Praw.g_00714	Prah.g_00221
OG0000517	Praw.g_00712	Prah.g_00229
OG0000518	Praw.g_00701	Prah.g_00241
OG0000519	Praw.g_00700	Prah.g_00242
OG0000520	Praw.g_00699	Prah.g_00247
OG0000521	Praw.g_00694	Prah.g_00255
OG0000522	Praw.g_00692	Prah.g_00257
OG0000523	Praw.g_00691	Prah.g_00258
OG0000524	Praw.g_00686	Prah.g_00290
OG0000525	Praw.g_00683	Prah.g_00304
OG0000526	Praw.g_00682	Prah.g_00306
OG0000527	Praw.g_00674	Prah.g_00310
OG0000528	Praw.g_00669	Prah.g_01572
OG0000529	Praw.g_00666	Prah.g_01565
OG0000530	Praw.g_00664	Prah.g_01562
OG0000531	Praw.g_00663	Prah.g_01561
OG0000532	Praw.g_00661	Prah.g_01558
OG0000533	Praw.g_00660	Prah.g_01556
OG0000534	Praw.g_00659	Prah.g_01555
OG0000535	Praw.g_00658	Prah.g_01554
OG0000536	Praw.g_00657	Prah.g_01553
OG0000537	Praw.g_00656	Prah.g_01552
OG0000538	Praw.g_00648	Prah.g_01541
OG0000539	Praw.g_00647	Prah.g_01540
OG0000540	Praw.g_00646	Prah.g_01539
OG0000541	Praw.g_00645	Prah.g_01538
OG0000542	Praw.g_00643	Prah.g_01535
OG0000543	Praw.g_00641	Prah.g_01533
OG0000544	Praw.g_00640	Prah.g_01532
OG0000545	Praw.g_00638	Prah.g_01530
OG0000546	Praw.g_00635	Prah.g_01528
OG0000547	Praw.g_00633	Prah.g_01526
OG0000548	Praw.g_00632	Prah.g_01525
OG0000549	Praw.g_00630	Prah.g_01519
OG0000550	Praw.g_00625	Prah.g_01514
OG0000551	Praw.g_00621	Prah.g_01510
OG0000552	Praw.g_00620	Prah.g_01509
OG0000553	Praw.g_00619	Prah.g_01505
OG0000554	Praw.g_00614	Prah.g_01500
OG0000555	Praw.g_00606	Prah.g_01480
OG0000556	Praw.g_00604	Prah.g_01474
OG0000557	Praw.g_00603	Prah.g_01473
OG0000558	Praw.g_00601	Prah.g_01470
OG0000559	Praw.g_00597	Prah.g_01466
OG0000560	Praw.g_00594	Prah.g_01463
OG0000561	Praw.g_00593	Prah.g_01462
OG0000562	Praw.g_00592	Prah.g_01461
OG0000563	Praw.g_00591	Prah.g_01460
OG0000564	Praw.g_00590	Prah.g_01459
OG0000565	Praw.g_00587	Prah.g_01457
OG0000566	Praw.g_00585	Prah.g_01452
OG0000567	Praw.g_00581	Prah.g_01448
OG0000568	Praw.g_00580	Prah.g_01446
OG0000569	Praw.g_00579	Prah.g_01445
OG0000570	Praw.g_00578	Prah.g_01444
OG0000571	Praw.g_00576	Prah.g_01441
OG0000572	Praw.g_01933	Prah.g_01425
OG0000573	Praw.g_01938	Prah.g_01416
OG0000574	Praw.g_01939	Prah.g_01415
OG0000575	Praw.g_01943	Prah.g_01406
OG0000576	Praw.g_01945	Prah.g_01404
OG0000577	Praw.g_01946	Prah.g_01403
OG0000578	Praw.g_01947	Prah.g_01402
OG0000579	Praw.g_01948	Prah.g_01401
OG0000580	Praw.g_01949	Prah.g_01400
OG0000581	Praw.g_00141	Prah.g_01396
OG0000582	Praw.g_00144	Prah.g_01392
OG0000583	Praw.g_00145	Prah.g_01391
OG0000584	Praw.g_00146	Prah.g_01390
OG0000585	Praw.g_00148	Prah.g_01388
