Orthogroup	Praw	Syae
OG0000059	Praw.g_01894	Syae.g_02074
OG0000060	Praw.g_01743	Syae.g_00649
OG0000061	Praw.g_00234	Syae.g_00921
OG0000063	Praw.g_01395	Syae.g_01752
OG0000065	Praw.g_01328	Syae.g_00722, Syae.g_01363
OG0000066	Praw.g_00609	Syae.g_02386
OG0000067	Praw.g_01697	Syae.g_00521
OG0000068	Praw.g_01016	Syae.g_02299
OG0000069	Praw.g_00448	Syae.g_00458
OG0000070	Praw.g_00697	Syae.g_00979
OG0000071	Praw.g_00981	Syae.g_00961
OG0000072	Praw.g_01264	Syae.g_01455
OG0000073	Praw.g_00649	Syae.g_02330
OG0000075	Praw.g_00064	Syae.g_01871
OG0000076	Praw.g_00039	Syae.g_01829
OG0000077	Praw.g_01356	Syae.g_01297
OG0000078	Praw.g_01196	Syae.g_02243
OG0000081	Praw.g_00617	Syae.g_02261
OG0000082	Praw.g_01932	Syae.g_02447
OG0000084	Praw.g_01087	Syae.g_02656
OG0000085	Praw.g_00508	Syae.g_01152
OG0000086	Praw.g_01346	Syae.g_01333
OG0000087	Praw.g_01296	Syae.g_01414
OG0000088	Praw.g_01269	Syae.g_01449
OG0000089	Praw.g_00776	Syae.g_02219
OG0000090	Praw.g_00615	Syae.g_02374
OG0000091	Praw.g_01880	Syae.g_00082
OG0000092	Praw.g_01592	Syae.g_00884
OG0000094	Praw.g_01486	Syae.g_00430
OG0000095	Praw.g_01467	Syae.g_01624
OG0000097	Praw.g_00275	Syae.g_00683
OG0000098	Praw.g_00997	Syae.g_02058
OG0000099	Praw.g_01051	Syae.g_01913, Syae.g_01226
OG0000100	Praw.g_00411	Syae.g_00489
OG0000101	Praw.g_00096	Syae.g_02125
OG0000102	Praw.g_00034	Syae.g_01824
OG0000103	Praw.g_01148	Syae.g_01694
OG0000104	Praw.g_01140	Syae.g_01708
OG0000105	Praw.g_00860	Syae.g_01977
OG0000106	Praw.g_00762	Syae.g_00272
OG0000107	Praw.g_00748	Syae.g_02032
OG0000108	Praw.g_00667	Syae.g_02309
OG0000109	Praw.g_00654	Syae.g_02324
OG0000110	Praw.g_01922	Syae.g_02435
OG0000111	Praw.g_01823	Syae.g_00783
OG0000112	Praw.g_01732	Syae.g_00351
OG0000113	Praw.g_01675	Syae.g_00494
OG0000114	Praw.g_01597	Syae.g_00575
OG0000115	Praw.g_00178	Syae.g_02631
OG0000116	Praw.g_00224	Syae.g_00939
OG0000117	Praw.g_00926	Syae.g_00647
OG0000118	Praw.g_00993	Syae.g_02479
OG0000119	Praw.g_01012	Syae.g_00904
OG0000120	Praw.g_01050	Syae.g_01912
OG0000121	Praw.g_01078	Syae.g_02649
OG0000122	Praw.g_00377	Syae.g_00112
OG0000123	Praw.g_00089	Syae.g_02131
OG0000124	Praw.g_00023	Syae.g_01809
OG0000125	Praw.g_01180	Syae.g_01573
OG0000126	Praw.g_01141	Syae.g_01706
OG0000128	Praw.g_01125	Syae.g_01724
OG0000129	Praw.g_01384	Syae.g_01562
OG0000130	Praw.g_01365	Syae.g_01284
OG0000131	Praw.g_01290	Syae.g_01428
OG0000132	Praw.g_01271	Syae.g_01447
OG0000133	Praw.g_00812	Syae.g_00356
OG0000134	Praw.g_00775	Syae.g_02222
OG0000135	Praw.g_00751	Syae.g_01608
OG0000136	Praw.g_00706	Syae.g_00989
OG0000137	Praw.g_00672	Syae.g_02530
OG0000138	Praw.g_00653	Syae.g_02325
OG0000139	Praw.g_00611	Syae.g_02380
OG0000140	Praw.g_00610	Syae.g_02383
OG0000141	Praw.g_00143	Syae.g_00016
OG0000142	Praw.g_01887	Syae.g_00074
OG0000143	Praw.g_01883	Syae.g_00078
OG0000144	Praw.g_01870	Syae.g_00261
OG0000145	Praw.g_01745	Syae.g_02331
OG0000146	Praw.g_01731	Syae.g_00350
OG0000147	Praw.g_01730	Syae.g_00349
OG0000148	Praw.g_01681	Syae.g_00500
OG0000149	Praw.g_01652	Syae.g_00847
OG0000150	Praw.g_01644	Syae.g_00017
OG0000151	Praw.g_01587	Syae.g_00563
OG0000152	Praw.g_01539	Syae.g_00360
OG0000153	Praw.g_01520	Syae.g_00394
OG0000154	Praw.g_01493	Syae.g_00420
OG0000155	Praw.g_00254	Syae.g_00885
OG0000156	Praw.g_00968	Syae.g_00945
OG0000157	Praw.g_00969	Syae.g_00946
OG0000158	Praw.g_01052	Syae.g_01858
OG0000160	Praw.g_01079, Praw.g_01080	Syae.g_02650
OG0000161	Praw.g_00344	Syae.g_02644
OG0000162	Praw.g_00350	Syae.g_02638
OG0000163	Praw.g_00384	Syae.g_01092
OG0000164	Praw.g_00539	Syae.g_01198
OG0000165	Praw.g_00546	Syae.g_01021
OG0000166	Praw.g_00132	Syae.g_02085
OG0000167	Praw.g_00066	Syae.g_01874
OG0000168	Praw.g_00056	Syae.g_01856
OG0000169	Praw.g_00046	Syae.g_01841
OG0000170	Praw.g_00044	Syae.g_01834
OG0000171	Praw.g_00024	Syae.g_01810
OG0000172	Praw.g_00016	Syae.g_01788
OG0000173	Praw.g_00001	Syae.g_01770
OG0000174	Praw.g_01166	Syae.g_01610
OG0000175	Praw.g_01156	Syae.g_01679
OG0000176	Praw.g_01132	Syae.g_01716
OG0000177	Praw.g_01131	Syae.g_01717
OG0000178	Praw.g_01130	Syae.g_01718
OG0000179	Praw.g_01412	Syae.g_01733
OG0000180	Praw.g_01411	Syae.g_01734
OG0000181	Praw.g_01410	Syae.g_01735
OG0000182	Praw.g_01409	Syae.g_01736
OG0000183	Praw.g_01405	Syae.g_01740
OG0000184	Praw.g_01382	Syae.g_01554
OG0000185	Praw.g_01379	Syae.g_01551
OG0000186	Praw.g_01370	Syae.g_01279
OG0000187	Praw.g_01369	Syae.g_01280
OG0000188	Praw.g_01352	Syae.g_01323
OG0000189	Praw.g_01339	Syae.g_01350
OG0000190	Praw.g_01338	Syae.g_01352
OG0000191	Praw.g_01318	Syae.g_01384
OG0000192	Praw.g_01314	Syae.g_01390
OG0000193	Praw.g_01289	Syae.g_01429
OG0000194	Praw.g_01286	Syae.g_01432
OG0000195	Praw.g_01284	Syae.g_01434
OG0000196	Praw.g_01274	Syae.g_01444
OG0000197	Praw.g_01273	Syae.g_01445
OG0000198	Praw.g_01272	Syae.g_01446
OG0000199	Praw.g_01265	Syae.g_01454
OG0000200	Praw.g_01251	Syae.g_01471
OG0000201	Praw.g_01243	Syae.g_01487
OG0000202	Praw.g_01242	Syae.g_01488
OG0000203	Praw.g_01241	Syae.g_01489
OG0000204	Praw.g_01240	Syae.g_01490
OG0000205	Praw.g_01233	Syae.g_01497
OG0000206	Praw.g_01228	Syae.g_01504
OG0000207	Praw.g_01226	Syae.g_01506
OG0000208	Praw.g_01225	Syae.g_01507
OG0000209	Praw.g_01216	Syae.g_01528
OG0000210	Praw.g_01215	Syae.g_01529
OG0000212	Praw.g_01195	Syae.g_02244
OG0000213	Praw.g_00876	Syae.g_02003
OG0000214	Praw.g_00867	Syae.g_01986
OG0000215	Praw.g_00842	Syae.g_01955
OG0000216	Praw.g_00840	Syae.g_01951
OG0000217	Praw.g_00837	Syae.g_01947
OG0000218	Praw.g_00835	Syae.g_01945
OG0000219	Praw.g_00834	Syae.g_01944
OG0000220	Praw.g_00833	Syae.g_01943
OG0000221	Praw.g_00832	Syae.g_01937
OG0000222	Praw.g_00824	Syae.g_01926
OG0000223	Praw.g_00811	Syae.g_01904
OG0000224	Praw.g_00809	Syae.g_01897
OG0000225	Praw.g_00786	Syae.g_02208
OG0000226	Praw.g_00782	Syae.g_02212
OG0000227	Praw.g_00780	Syae.g_02214
OG0000228	Praw.g_00777	Syae.g_02218
OG0000229	Praw.g_00711	Syae.g_00994
OG0000230	Praw.g_00709	Syae.g_00992
OG0000231	Praw.g_00698	Syae.g_00980
OG0000232	Praw.g_00689	Syae.g_02496
OG0000233	Praw.g_00684	Syae.g_02504
OG0000234	Praw.g_00671	Syae.g_02532
OG0000235	Praw.g_00668	Syae.g_02308
OG0000236	Praw.g_00655	Syae.g_02323
OG0000237	Praw.g_00642	Syae.g_02340
OG0000238	Praw.g_00636	Syae.g_02345
OG0000239	Praw.g_00623	Syae.g_02360
OG0000240	Praw.g_00622	Syae.g_02361
OG0000241	Praw.g_00618	Syae.g_00065
OG0000242	Praw.g_00616	Syae.g_02372
OG0000243	Praw.g_00605	Syae.g_02391
OG0000244	Praw.g_00602	Syae.g_02399
OG0000245	Praw.g_00600	Syae.g_02401
OG0000246	Praw.g_00596	Syae.g_02405
OG0000247	Praw.g_00586	Syae.g_02416
OG0000248	Praw.g_00584	Syae.g_02419
OG0000249	Praw.g_00582	Syae.g_02421
OG0000250	Praw.g_00577	Syae.g_02431
OG0000251	Praw.g_01937	Syae.g_02455
OG0000252	Praw.g_01940	Syae.g_02458
OG0000253	Praw.g_01941	Syae.g_02459
OG0000254	Praw.g_00147	Syae.g_00021
OG0000255	Praw.g_00153	Syae.g_00041
OG0000256	Praw.g_00163	Syae.g_00058
OG0000257	Praw.g_00166	Syae.g_00064
OG0000258	Praw.g_01879	Syae.g_00083
OG0000259	Praw.g_01862	Syae.g_00608
OG0000260	Praw.g_01859	Syae.g_00603
OG0000261	Praw.g_01857	Syae.g_00600
OG0000262	Praw.g_01853	Syae.g_00595
OG0000263	Praw.g_01841	Syae.g_00671
OG0000264	Praw.g_01831	Syae.g_00761
OG0000265	Praw.g_01809	Syae.g_00932, Syae.g_00226
OG0000266	Praw.g_01799	Syae.g_00457
OG0000267	Praw.g_01788	Syae.g_00304
OG0000268	Praw.g_01787	Syae.g_00308
OG0000269	Praw.g_01702	Syae.g_00526
OG0000270	Praw.g_01699	Syae.g_00523
OG0000271	Praw.g_01691	Syae.g_00515
OG0000272	Praw.g_01690	Syae.g_00514
OG0000273	Praw.g_01668	Syae.g_00825
OG0000274	Praw.g_01667	Syae.g_00826
OG0000275	Praw.g_01665	Syae.g_00832
OG0000276	Praw.g_01660	Syae.g_00839
OG0000277	Praw.g_01659	Syae.g_00840
OG0000278	Praw.g_01656	Syae.g_00843
OG0000279	Praw.g_01649	Syae.g_00851
OG0000280	Praw.g_01648	Syae.g_00877
OG0000281	Praw.g_01643	Syae.g_02057
OG0000282	Praw.g_01595	Syae.g_00573
OG0000283	Praw.g_01562	Syae.g_00321
OG0000284	Praw.g_01557	Syae.g_00327
OG0000285	Praw.g_01552	Syae.g_00340
OG0000286	Praw.g_01540	Syae.g_00359
OG0000288	Praw.g_01494	Syae.g_00419
OG0000289	Praw.g_01483	Syae.g_00433
OG0000290	Praw.g_01470	Syae.g_00796
OG0000291	Praw.g_01468	Syae.g_00794
OG0000292	Praw.g_01418	Syae.g_01705
OG0000293	Praw.g_00225	Syae.g_00938
OG0000294	Praw.g_00226	Syae.g_00937
OG0000295	Praw.g_00246	Syae.g_00893
OG0000296	Praw.g_00248	Syae.g_00891
OG0000297	Praw.g_00256	Syae.g_00645
OG0000298	Praw.g_00257	Syae.g_00646
OG0000299	Praw.g_00274	Syae.g_00680
OG0000300	Praw.g_00277	Syae.g_00686
OG0000301	Praw.g_00278	Syae.g_00687
OG0000302	Praw.g_00280	Syae.g_00691
OG0000303	Praw.g_00287	Syae.g_00700
OG0000304	Praw.g_00291	Syae.g_00706
OG0000305	Praw.g_01008	Syae.g_00791
OG0000306	Praw.g_01011	Syae.g_00277
OG0000307	Praw.g_01025	Syae.g_02290
OG0000308	Praw.g_01026	Syae.g_02288
OG0000309	Praw.g_01030	Syae.g_02283
OG0000310	Praw.g_01098	Syae.g_02687
OG0000311	Praw.g_01096	Syae.g_02682
OG0000312	Praw.g_01093	Syae.g_02664
OG0000313	Praw.g_01076	Syae.g_02647
OG0000314	Praw.g_00363	Syae.g_02618
OG0000315	Praw.g_00374	Syae.g_02609
OG0000316	Praw.g_00394	Syae.g_01118
OG0000317	Praw.g_00513	Syae.g_01160
OG0000318	Praw.g_00516	Syae.g_01164
OG0000319	Praw.g_00529	Syae.g_01181
OG0000320	Praw.g_00531	Syae.g_01183
OG0000321	Praw.g_00532	Syae.g_01184
OG0000322	Praw.g_00533	Syae.g_01185
OG0000323	Praw.g_00542	Syae.g_01200
OG0000324	Praw.g_00569	Syae.g_01049
OG0000325	Praw.g_01916	Syae.g_02033
OG0000326	Praw.g_01910	Syae.g_02040
OG0000327	Praw.g_00137	Syae.g_02080
OG0000328	Praw.g_00136	Syae.g_02081
OG0000329	Praw.g_00119	Syae.g_02099
OG0000330	Praw.g_00118	Syae.g_02100
OG0000331	Praw.g_00117	Syae.g_02101
OG0000332	Praw.g_00103	Syae.g_02116
OG0000333	Praw.g_00101	Syae.g_02119
OG0000334	Praw.g_00093	Syae.g_02128
OG0000335	Praw.g_00088	Syae.g_02132
OG0000336	Praw.g_00084	Syae.g_02136
OG0000337	Praw.g_00068	Syae.g_01879
OG0000338	Praw.g_00067	Syae.g_01876
OG0000339	Praw.g_00063	Syae.g_01869
OG0000340	Praw.g_00055	Syae.g_01855
OG0000341	Praw.g_00053	Syae.g_01853
OG0000342	Praw.g_00052	Syae.g_01852
OG0000343	Praw.g_00051	Syae.g_01848
OG0000344	Praw.g_00048	Syae.g_01843
OG0000345	Praw.g_00043	Syae.g_01833
OG0000346	Praw.g_00038	Syae.g_01828
OG0000347	Praw.g_00022	Syae.g_01805
OG0000348	Praw.g_00013	Syae.g_01781
OG0000349	Praw.g_01189	Syae.g_01763
OG0000350	Praw.g_01170	Syae.g_02047
OG0000351	Praw.g_01153	Syae.g_01684
OG0000352	Praw.g_01152	Syae.g_01685
OG0000353	Praw.g_01137	Syae.g_01711
OG0000354	Praw.g_00910	Syae.g_01731
OG0000355	Praw.g_01135	Syae.g_01713
OG0000356	Praw.g_01134	Syae.g_01714
OG0000357	Praw.g_01133	Syae.g_01715
OG0000358	Praw.g_01129	Syae.g_01719
OG0000359	Praw.g_01128	Syae.g_01721
OG0000360	Praw.g_01127	Syae.g_01722
OG0000361	Praw.g_01126	Syae.g_01723
OG0000362	Praw.g_01124	Syae.g_01725
OG0000363	Praw.g_01414	Syae.g_01727
OG0000364	Praw.g_01413	Syae.g_01728
OG0000365	Praw.g_01408	Syae.g_01737
OG0000366	Praw.g_01407	Syae.g_01738
OG0000367	Praw.g_01406	Syae.g_01739
OG0000368	Praw.g_01404	Syae.g_01741
OG0000369	Praw.g_01403	Syae.g_01742
OG0000370	Praw.g_01402	Syae.g_01743
OG0000371	Praw.g_01396	Syae.g_01751
OG0000372	Praw.g_01393	Syae.g_01756
OG0000373	Praw.g_01392	Syae.g_01757
OG0000374	Praw.g_01391	Syae.g_01758
OG0000375	Praw.g_01388	Syae.g_01759
OG0000376	Praw.g_01386	Syae.g_01761
OG0000377	Praw.g_01383	Syae.g_01561
OG0000378	Praw.g_01381	Syae.g_01553
OG0000379	Praw.g_01378	Syae.g_01550
OG0000380	Praw.g_01368	Syae.g_01281
OG0000381	Praw.g_01364	Syae.g_01285
OG0000382	Praw.g_01353	Syae.g_01322
OG0000383	Praw.g_01351	Syae.g_01324
OG0000384	Praw.g_01350	Syae.g_01325
OG0000385	Praw.g_01349	Syae.g_01326
OG0000386	Praw.g_01348	Syae.g_01327
OG0000387	Praw.g_01336	Syae.g_01354
OG0000388	Praw.g_01333	Syae.g_01358
OG0000389	Praw.g_01329	Syae.g_01362
OG0000390	Praw.g_01322	Syae.g_01378
OG0000391	Praw.g_01319	Syae.g_01383
OG0000392	Praw.g_01315	Syae.g_01389
OG0000393	Praw.g_01313	Syae.g_01392
OG0000394	Praw.g_01312	Syae.g_01393
OG0000395	Praw.g_01311	Syae.g_01394
OG0000396	Praw.g_01308	Syae.g_01397
OG0000397	Praw.g_01306	Syae.g_01400
OG0000398	Praw.g_01304	Syae.g_01405
OG0000399	Praw.g_01303	Syae.g_01406
OG0000400	Praw.g_01302	Syae.g_01407
OG0000401	Praw.g_01301	Syae.g_01408
OG0000402	Praw.g_01299	Syae.g_01410
OG0000403	Praw.g_01298	Syae.g_01411
OG0000404	Praw.g_01297	Syae.g_01412
OG0000405	Praw.g_01293	Syae.g_01426
OG0000406	Praw.g_01288	Syae.g_01430
OG0000407	Praw.g_01287	Syae.g_01431
OG0000408	Praw.g_01285	Syae.g_01433
OG0000409	Praw.g_01283	Syae.g_01435
OG0000410	Praw.g_01282	Syae.g_01436
OG0000411	Praw.g_01281	Syae.g_01437
OG0000412	Praw.g_01280	Syae.g_01438
OG0000413	Praw.g_01279	Syae.g_01440
OG0000415	Praw.g_01277	Syae.g_01441
OG0000416	Praw.g_01276	Syae.g_01442
OG0000417	Praw.g_01275	Syae.g_01443
OG0000418	Praw.g_01270	Syae.g_01448
OG0000419	Praw.g_01268	Syae.g_01450
OG0000420	Praw.g_01267	Syae.g_01452
OG0000421	Praw.g_01262	Syae.g_01457
OG0000422	Praw.g_01261	Syae.g_01458
OG0000423	Praw.g_01260	Syae.g_01459
OG0000424	Praw.g_01259	Syae.g_01460
OG0000425	Praw.g_01258	Syae.g_01461
OG0000426	Praw.g_01257	Syae.g_01462
OG0000427	Praw.g_01256	Syae.g_01463
OG0000428	Praw.g_01254	Syae.g_01466
OG0000429	Praw.g_01253	Syae.g_01468
OG0000430	Praw.g_01252	Syae.g_01470
OG0000431	Praw.g_01250	Syae.g_01473
OG0000432	Praw.g_01247	Syae.g_01481
OG0000433	Praw.g_01246	Syae.g_01484
OG0000434	Praw.g_01245	Syae.g_01485
OG0000435	Praw.g_01244	Syae.g_01486
OG0000436	Praw.g_01239	Syae.g_01491
OG0000437	Praw.g_01238	Syae.g_01492
OG0000438	Praw.g_01237	Syae.g_01493
OG0000439	Praw.g_01235	Syae.g_01495
OG0000440	Praw.g_01234	Syae.g_01496
OG0000441	Praw.g_01231	Syae.g_01501
OG0000442	Praw.g_01230	Syae.g_01502
OG0000443	Praw.g_01229	Syae.g_01503
OG0000444	Praw.g_01224	Syae.g_01509
OG0000445	Praw.g_01223	Syae.g_01510
OG0000446	Praw.g_01222	Syae.g_01512
OG0000447	Praw.g_01221	Syae.g_01517
OG0000448	Praw.g_01220	Syae.g_01518
OG0000449	Praw.g_01219	Syae.g_01519
OG0000450	Praw.g_01218	Syae.g_01525
OG0000451	Praw.g_01217	Syae.g_01526
OG0000452	Praw.g_01214	Syae.g_01530
OG0000453	Praw.g_01213	Syae.g_01531
OG0000454	Praw.g_01212	Syae.g_01532
OG0000455	Praw.g_01211	Syae.g_01533
OG0000456	Praw.g_01210	Syae.g_01534
OG0000457	Praw.g_01209	Syae.g_01536
OG0000458	Praw.g_01208	Syae.g_01538
OG0000459	Praw.g_01207	Syae.g_01539
OG0000460	Praw.g_01200	Syae.g_02236
OG0000461	Praw.g_00891	Syae.g_02024
OG0000462	Praw.g_00889	Syae.g_02021
OG0000463	Praw.g_00888	Syae.g_02020
OG0000464	Praw.g_00887	Syae.g_02019
OG0000465	Praw.g_00886	Syae.g_02018
OG0000466	Praw.g_00883	Syae.g_02014
OG0000467	Praw.g_00882	Syae.g_02012
OG0000468	Praw.g_00880	Syae.g_02007
OG0000469	Praw.g_00872	Syae.g_01992
OG0000470	Praw.g_00870	Syae.g_01990
OG0000471	Praw.g_00869	Syae.g_01989
OG0000472	Praw.g_00868	Syae.g_01987
OG0000473	Praw.g_00866	Syae.g_01985
OG0000474	Praw.g_00865	Syae.g_01984
OG0000475	Praw.g_00864	Syae.g_01983
OG0000476	Praw.g_00863	Syae.g_01981
OG0000477	Praw.g_00859	Syae.g_01975
OG0000478	Praw.g_00858	Syae.g_01974
OG0000479	Praw.g_00857	Syae.g_01973
OG0000480	Praw.g_00852	Syae.g_01966
OG0000481	Praw.g_00850	Syae.g_01964
OG0000482	Praw.g_00849	Syae.g_01963
OG0000483	Praw.g_00846	Syae.g_01959
OG0000484	Praw.g_00845	Syae.g_01958
OG0000485	Praw.g_00844	Syae.g_01957
OG0000486	Praw.g_00843	Syae.g_01956
OG0000487	Praw.g_00839	Syae.g_01950
OG0000488	Praw.g_00836	Syae.g_01946
OG0000489	Praw.g_00831	Syae.g_01936
OG0000490	Praw.g_00826	Syae.g_01928
OG0000491	Praw.g_00825	Syae.g_01927
OG0000492	Praw.g_00823	Syae.g_01925
OG0000493	Praw.g_00822	Syae.g_01924
OG0000494	Praw.g_00821	Syae.g_01923
OG0000495	Praw.g_00820	Syae.g_01922
OG0000496	Praw.g_00819	Syae.g_01921
OG0000497	Praw.g_00818	Syae.g_01920
OG0000498	Praw.g_00817	Syae.g_01919
OG0000499	Praw.g_00816	Syae.g_01918
OG0000500	Praw.g_00815	Syae.g_01917
OG0000501	Praw.g_00813	Syae.g_01914
OG0000502	Praw.g_00810	Syae.g_01902
OG0000503	Praw.g_00796	Syae.g_02192
OG0000504	Praw.g_00795	Syae.g_02194
OG0000505	Praw.g_00794	Syae.g_02195
OG0000506	Praw.g_00792	Syae.g_02197
OG0000507	Praw.g_00790	Syae.g_02203
OG0000508	Praw.g_00787	Syae.g_02207
OG0000509	Praw.g_00785	Syae.g_02209
OG0000510	Praw.g_00784	Syae.g_02210
OG0000511	Praw.g_00783	Syae.g_02211
OG0000512	Praw.g_00781	Syae.g_02213
OG0000513	Praw.g_00774	Syae.g_02223
OG0000514	Praw.g_00716	Syae.g_02229
OG0000515	Praw.g_00715	Syae.g_02230
OG0000516	Praw.g_00714	Syae.g_01000
OG0000517	Praw.g_00712	Syae.g_00995
OG0000518	Praw.g_00701	Syae.g_00983
OG0000519	Praw.g_00700	Syae.g_00982
OG0000520	Praw.g_00699	Syae.g_00981
OG0000521	Praw.g_00694	Syae.g_02491
OG0000522	Praw.g_00692	Syae.g_02493
OG0000523	Praw.g_00691	Syae.g_02494
OG0000524	Praw.g_00686	Syae.g_02501
OG0000525	Praw.g_00683	Syae.g_02520
OG0000526	Praw.g_00682	Syae.g_02523
OG0000527	Praw.g_00674	Syae.g_02528
OG0000528	Praw.g_00669	Syae.g_02304
OG0000529	Praw.g_00666	Syae.g_02310
OG0000530	Praw.g_00664	Syae.g_02313
OG0000531	Praw.g_00663	Syae.g_02314
OG0000532	Praw.g_00661	Syae.g_02317
OG0000533	Praw.g_00660	Syae.g_02318
OG0000534	Praw.g_00659	Syae.g_02319
OG0000535	Praw.g_00658	Syae.g_02320
OG0000536	Praw.g_00657	Syae.g_02321
OG0000537	Praw.g_00656	Syae.g_02322
OG0000538	Praw.g_00648	Syae.g_02333
OG0000539	Praw.g_00647	Syae.g_02334
OG0000540	Praw.g_00646	Syae.g_02335
OG0000541	Praw.g_00645	Syae.g_02336
OG0000542	Praw.g_00643	Syae.g_02339
OG0000543	Praw.g_00641	Syae.g_02341
OG0000544	Praw.g_00640	Syae.g_02342
OG0000545	Praw.g_00638	Syae.g_02344
OG0000546	Praw.g_00635	Syae.g_02346
OG0000547	Praw.g_00633	Syae.g_02348
OG0000548	Praw.g_00632	Syae.g_02349
OG0000549	Praw.g_00630	Syae.g_02354
OG0000550	Praw.g_00625	Syae.g_02358
OG0000551	Praw.g_00621	Syae.g_02363
OG0000552	Praw.g_00620	Syae.g_02364
OG0000553	Praw.g_00619	Syae.g_02366
OG0000554	Praw.g_00614	Syae.g_02375
OG0000555	Praw.g_00606	Syae.g_02390
OG0000556	Praw.g_00604	Syae.g_02394
OG0000557	Praw.g_00603	Syae.g_02398
OG0000558	Praw.g_00601	Syae.g_02400
OG0000559	Praw.g_00597	Syae.g_02404
OG0000560	Praw.g_00594	Syae.g_02407
OG0000561	Praw.g_00593	Syae.g_02408
OG0000562	Praw.g_00592	Syae.g_02409
OG0000563	Praw.g_00591	Syae.g_02410
OG0000564	Praw.g_00590	Syae.g_02411
OG0000565	Praw.g_00587	Syae.g_02414
OG0000566	Praw.g_00585	Syae.g_02418
OG0000567	Praw.g_00581	Syae.g_02422
OG0000568	Praw.g_00580	Syae.g_02427
OG0000569	Praw.g_00579	Syae.g_02428
OG0000570	Praw.g_00578	Syae.g_02429
OG0000571	Praw.g_00576	Syae.g_02433
OG0000572	Praw.g_01933	Syae.g_02448
OG0000573	Praw.g_01938	Syae.g_02456
OG0000574	Praw.g_01939	Syae.g_02457
OG0000575	Praw.g_01943	Syae.g_02461
OG0000576	Praw.g_01945	Syae.g_02463
OG0000577	Praw.g_01946	Syae.g_02464
OG0000578	Praw.g_01947	Syae.g_02465
OG0000579	Praw.g_01948	Syae.g_02466
OG0000580	Praw.g_01949	Syae.g_02467
OG0000581	Praw.g_00141	Syae.g_02473
OG0000582	Praw.g_00144	Syae.g_00018
OG0000583	Praw.g_00145	Syae.g_00019
OG0000584	Praw.g_00146	Syae.g_00020
OG0000585	Praw.g_00148	Syae.g_00022
OG0000586	Praw.g_00149	Syae.g_00023
OG0000587	Praw.g_00150	Syae.g_00025
OG0000588	Praw.g_00154	Syae.g_00043
OG0000589	Praw.g_00157	Syae.g_00047
OG0000590	Praw.g_00158	Syae.g_00048
