Orthogroup	Praw	Prba
OG0000057	Praw.g_01824	Prba.g_01619
OG0000058	Praw.g_01055	Prba.g_00153
OG0000059	Praw.g_01894	Prba.g_00381
OG0000061	Praw.g_00234	Prba.g_00064
OG0000062	Praw.g_00415	Prba.g_00310
OG0000063	Praw.g_01395	Prba.g_01826
OG0000065	Praw.g_01328	Prba.g_01895
OG0000066	Praw.g_00609	Prba.g_00922
OG0000067	Praw.g_01697	Prba.g_01499
OG0000068	Praw.g_01016	Prba.g_00196
OG0000069	Praw.g_00448	Prba.g_00275
OG0000070	Praw.g_00697	Prba.g_01011
OG0000071	Praw.g_00981	Prba.g_01192
OG0000072	Praw.g_01264	Prba.g_00627
OG0000073	Praw.g_00649	Prba.g_00962
OG0000074	Praw.g_01840	Prba.g_01635
OG0000075	Praw.g_00064	Prba.g_01071
OG0000076	Praw.g_00039	Prba.g_00768
OG0000077	Praw.g_01356	Prba.g_01866
OG0000078	Praw.g_01196	Prba.g_00458
OG0000081	Praw.g_00617	Prba.g_00930
OG0000082	Praw.g_01932	Prba.g_01731
OG0000083	Praw.g_01769	Prba.g_01563
OG0000083	Praw.g_00958	Prba.g_01171
OG0000083	Praw.g_01775	Prba.g_01570
OG0000084	Praw.g_01087	Prba.g_00717
OG0000085	Praw.g_00508	Prba.g_00233
OG0000086	Praw.g_01346	Prba.g_01876
OG0000087	Praw.g_01296	Prba.g_01927
OG0000088	Praw.g_01269	Prba.g_00622
OG0000089	Praw.g_00776	Prba.g_00850
OG0000090	Praw.g_00615	Prba.g_00928
OG0000091	Praw.g_01880	Prba.g_01675
OG0000092	Praw.g_01592	Prba.g_01390
OG0000093	Praw.g_01571	Prba.g_01369
OG0000094	Praw.g_01486	Prba.g_01283
OG0000095	Praw.g_01467	Prba.g_01264
OG0000096	Praw.g_00184	Prba.g_00734
OG0000096	Praw.g_00945	Prba.g_01157
OG0000097	Praw.g_00275	Prba.g_00022
OG0000098	Praw.g_00997	Prba.g_00214
OG0000099	Praw.g_01051	Prba.g_00155
OG0000100	Praw.g_00411	Prba.g_00314
OG0000101	Praw.g_00096	Prba.g_00429
OG0000102	Praw.g_00034	Prba.g_00773
OG0000103	Praw.g_01148	Prba.g_01781
OG0000104	Praw.g_01140	Prba.g_01789
OG0000105	Praw.g_00860	Prba.g_00491
OG0000106	Praw.g_00762	Prba.g_00864
OG0000107	Praw.g_00748	Prba.g_00880
OG0000108	Praw.g_00667	Prba.g_00981
OG0000109	Praw.g_00654	Prba.g_00967
OG0000110	Praw.g_01922	Prba.g_01741
OG0000111	Praw.g_01823	Prba.g_01618
OG0000112	Praw.g_01732	Prba.g_01534
OG0000113	Praw.g_01675	Prba.g_01477
OG0000114	Praw.g_01597	Prba.g_01395
OG0000115	Praw.g_00178	Prba.g_00743
OG0000116	Praw.g_00224	Prba.g_00074
OG0000117	Praw.g_00926	Prba.g_01135
OG0000118	Praw.g_00993	Prba.g_01204
OG0000119	Praw.g_01012	Prba.g_00200
OG0000120	Praw.g_01050	Prba.g_00175
OG0000121	Praw.g_01078	Prba.g_00711
OG0000122	Praw.g_00377	Prba.g_00348
OG0000123	Praw.g_00089	Prba.g_00436
OG0000124	Praw.g_00023	Prba.g_00784
OG0000125	Praw.g_01180	Prba.g_00821
OG0000126	Praw.g_01141	Prba.g_01788
OG0000128	Praw.g_01125	Prba.g_01804
OG0000129	Praw.g_01384	Prba.g_01838
OG0000130	Praw.g_01365	Prba.g_01857
OG0000131	Praw.g_01290	Prba.g_01933
OG0000132	Praw.g_01271	Prba.g_01952
OG0000133	Praw.g_00812	Prba.g_00538
OG0000134	Praw.g_00775	Prba.g_00851
OG0000135	Praw.g_00751	Prba.g_00877
OG0000136	Praw.g_00706	Prba.g_01020
OG0000137	Praw.g_00672	Prba.g_00986
OG0000138	Praw.g_00653	Prba.g_00966
OG0000139	Praw.g_00611	Prba.g_00924
OG0000140	Praw.g_00610	Prba.g_00923
OG0000141	Praw.g_00143	Prba.g_01710
OG0000142	Praw.g_01887	Prba.g_01682
OG0000143	Praw.g_01883	Prba.g_01678
OG0000144	Praw.g_01870	Prba.g_01665
OG0000145	Praw.g_01745	Prba.g_01541
OG0000146	Praw.g_01731	Prba.g_01533
OG0000147	Praw.g_01730	Prba.g_01532
OG0000148	Praw.g_01681	Prba.g_01483
OG0000149	Praw.g_01652	Prba.g_01452
OG0000150	Praw.g_01644	Prba.g_01444
OG0000151	Praw.g_01587	Prba.g_01385
OG0000152	Praw.g_01539	Prba.g_01337
OG0000153	Praw.g_01520	Prba.g_01318
OG0000154	Praw.g_01493	Prba.g_01290
OG0000155	Praw.g_00254	Prba.g_00043
OG0000156	Praw.g_00968	Prba.g_01181
OG0000157	Praw.g_00969	Prba.g_01182
OG0000158	Praw.g_01052	Prba.g_00154
OG0000159	Praw.g_01054	Prba.g_00152
OG0000160	Praw.g_01079, Praw.g_01080	Prba.g_00712
OG0000161	Praw.g_00344	Prba.g_00706
OG0000162	Praw.g_00350	Prba.g_00700
OG0000163	Praw.g_00384	Prba.g_00341
OG0000164	Praw.g_00539	Prba.g_00596
OG0000165	Praw.g_00546	Prba.g_00589
OG0000166	Praw.g_00132	Prba.g_00393
OG0000167	Praw.g_00066	Prba.g_01069
OG0000168	Praw.g_00056	Prba.g_01079
OG0000169	Praw.g_00046	Prba.g_00761
OG0000170	Praw.g_00044	Prba.g_00763
OG0000171	Praw.g_00024	Prba.g_00783
OG0000172	Praw.g_00016	Prba.g_00792
OG0000173	Praw.g_00001	Prba.g_00807
OG0000174	Praw.g_01166	Prba.g_00835
OG0000175	Praw.g_01156	Prba.g_00845
OG0000176	Praw.g_01132	Prba.g_01797
OG0000177	Praw.g_01131	Prba.g_01798
OG0000178	Praw.g_01130	Prba.g_01799
OG0000179	Praw.g_01412	Prba.g_01809
OG0000180	Praw.g_01411	Prba.g_01810
OG0000181	Praw.g_01410	Prba.g_01811
OG0000182	Praw.g_01409	Prba.g_01812
OG0000183	Praw.g_01405	Prba.g_01816
OG0000184	Praw.g_01382	Prba.g_01840
OG0000185	Praw.g_01379	Prba.g_01843
OG0000186	Praw.g_01370	Prba.g_01852
OG0000187	Praw.g_01369	Prba.g_01853
OG0000188	Praw.g_01352	Prba.g_01870
OG0000189	Praw.g_01339	Prba.g_01884
OG0000190	Praw.g_01338	Prba.g_01885
OG0000191	Praw.g_01318	Prba.g_01905
OG0000192	Praw.g_01314	Prba.g_01909
OG0000193	Praw.g_01289	Prba.g_01934
OG0000194	Praw.g_01286	Prba.g_01937
OG0000195	Praw.g_01284	Prba.g_01939
OG0000196	Praw.g_01274	Prba.g_01949
OG0000197	Praw.g_01273	Prba.g_01950
OG0000198	Praw.g_01272	Prba.g_01951
OG0000199	Praw.g_01265	Prba.g_00626
OG0000200	Praw.g_01251	Prba.g_00640
OG0000201	Praw.g_01243	Prba.g_00648
OG0000202	Praw.g_01242	Prba.g_00649
OG0000203	Praw.g_01241	Prba.g_00650
OG0000204	Praw.g_01240	Prba.g_00651
OG0000205	Praw.g_01233	Prba.g_00658
OG0000206	Praw.g_01228	Prba.g_00663
OG0000207	Praw.g_01226	Prba.g_00665
OG0000208	Praw.g_01225	Prba.g_00666
OG0000209	Praw.g_01216	Prba.g_00675
OG0000210	Praw.g_01215	Prba.g_00439
OG0000211	Praw.g_01202	Prba.g_00452
OG0000212	Praw.g_01195	Prba.g_00459
OG0000213	Praw.g_00876	Prba.g_00476
OG0000214	Praw.g_00867	Prba.g_00485
OG0000215	Praw.g_00842	Prba.g_00509
OG0000216	Praw.g_00840	Prba.g_00510
OG0000217	Praw.g_00837	Prba.g_00513
OG0000218	Praw.g_00835	Prba.g_00515
OG0000219	Praw.g_00834	Prba.g_00516
OG0000220	Praw.g_00833	Prba.g_00517
OG0000221	Praw.g_00832	Prba.g_00518
OG0000222	Praw.g_00824	Prba.g_00526
OG0000223	Praw.g_00811	Prba.g_00539
OG0000224	Praw.g_00809	Prba.g_00541
OG0000225	Praw.g_00786	Prba.g_00562
OG0000226	Praw.g_00782	Prba.g_00221
OG0000227	Praw.g_00780	Prba.g_00223
OG0000228	Praw.g_00777	Prba.g_00849
OG0000229	Praw.g_00711	Prba.g_01025
OG0000230	Praw.g_00709	Prba.g_01023
OG0000231	Praw.g_00698	Prba.g_01012
OG0000232	Praw.g_00689	Prba.g_01003
OG0000233	Praw.g_00684	Prba.g_00998
OG0000234	Praw.g_00671	Prba.g_00985
OG0000235	Praw.g_00668	Prba.g_00982
OG0000236	Praw.g_00655	Prba.g_00968
OG0000237	Praw.g_00642	Prba.g_00955
OG0000238	Praw.g_00636	Prba.g_00949
OG0000239	Praw.g_00623	Prba.g_00936
OG0000240	Praw.g_00622	Prba.g_00935
OG0000241	Praw.g_00618	Prba.g_00931
OG0000242	Praw.g_00616	Prba.g_00929
OG0000243	Praw.g_00605	Prba.g_01772
OG0000244	Praw.g_00602	Prba.g_01769
OG0000245	Praw.g_00600	Prba.g_01767
OG0000246	Praw.g_00596	Prba.g_01763
OG0000247	Praw.g_00586	Prba.g_01753
OG0000248	Praw.g_00584	Prba.g_01751
OG0000249	Praw.g_00582	Prba.g_01749
OG0000250	Praw.g_00577	Prba.g_01744
OG0000251	Praw.g_01937	Prba.g_01726
OG0000252	Praw.g_01940	Prba.g_01723
OG0000253	Praw.g_01941	Prba.g_01722
OG0000254	Praw.g_00147	Prba.g_01706
OG0000255	Praw.g_00153	Prba.g_01700
OG0000256	Praw.g_00163	Prba.g_01690
OG0000257	Praw.g_00166	Prba.g_01687
OG0000258	Praw.g_01879	Prba.g_01674
OG0000259	Praw.g_01862	Prba.g_01657
OG0000260	Praw.g_01859	Prba.g_01654
OG0000261	Praw.g_01857	Prba.g_01652
OG0000262	Praw.g_01853	Prba.g_01648
OG0000263	Praw.g_01841	Prba.g_01636
OG0000264	Praw.g_01831	Prba.g_01626
OG0000265	Praw.g_01809	Prba.g_01594
OG0000266	Praw.g_01799	Prba.g_01584
OG0000267	Praw.g_01788	Prba.g_01573
OG0000268	Praw.g_01787	Prba.g_01572
OG0000269	Praw.g_01702	Prba.g_01504
OG0000270	Praw.g_01699	Prba.g_01501
OG0000271	Praw.g_01691	Prba.g_01493
OG0000272	Praw.g_01690	Prba.g_01492
OG0000273	Praw.g_01668	Prba.g_01469
OG0000274	Praw.g_01667	Prba.g_01468
OG0000275	Praw.g_01665	Prba.g_01465
OG0000276	Praw.g_01660	Prba.g_01460
OG0000277	Praw.g_01659	Prba.g_01459
OG0000278	Praw.g_01656	Prba.g_01456
OG0000279	Praw.g_01649	Prba.g_01449
OG0000280	Praw.g_01648	Prba.g_01448
OG0000281	Praw.g_01643	Prba.g_01443
OG0000282	Praw.g_01595	Prba.g_01393
OG0000283	Praw.g_01562	Prba.g_01360
OG0000284	Praw.g_01557	Prba.g_01355
OG0000285	Praw.g_01552	Prba.g_01350
OG0000286	Praw.g_01540	Prba.g_01338
OG0000287	Praw.g_01523	Prba.g_01321
OG0000288	Praw.g_01494	Prba.g_01291
OG0000289	Praw.g_01483	Prba.g_01280
OG0000290	Praw.g_01470	Prba.g_01267
OG0000291	Praw.g_01468	Prba.g_01265
OG0000292	Praw.g_01418	Prba.g_01216
OG0000293	Praw.g_00225	Prba.g_00073
OG0000294	Praw.g_00226	Prba.g_00072
OG0000295	Praw.g_00246	Prba.g_00051
OG0000296	Praw.g_00248	Prba.g_00049
OG0000297	Praw.g_00256	Prba.g_00041
OG0000298	Praw.g_00257	Prba.g_00040
OG0000299	Praw.g_00274	Prba.g_00023
OG0000300	Praw.g_00277	Prba.g_00020
OG0000301	Praw.g_00278	Prba.g_00019
OG0000302	Praw.g_00280	Prba.g_00017
OG0000303	Praw.g_00287	Prba.g_00010
OG0000304	Praw.g_00291	Prba.g_00006
OG0000305	Praw.g_01008	Prba.g_00204
OG0000306	Praw.g_01011	Prba.g_00201
OG0000307	Praw.g_01025	Prba.g_00187
OG0000308	Praw.g_01026	Prba.g_00186
OG0000309	Praw.g_01030	Prba.g_00182
OG0000310	Praw.g_01098	Prba.g_00112
OG0000311	Praw.g_01096	Prba.g_00110
OG0000312	Praw.g_01093	Prba.g_00107
OG0000313	Praw.g_01076	Prba.g_00709
OG0000314	Praw.g_00363	Prba.g_00686
OG0000315	Praw.g_00374	Prba.g_00351, Prba.g_00676
OG0000316	Praw.g_00394	Prba.g_00331
OG0000317	Praw.g_00513	Prba.g_00228
OG0000318	Praw.g_00516	Prba.g_00619
OG0000319	Praw.g_00529	Prba.g_00606
OG0000320	Praw.g_00531	Prba.g_00604
OG0000321	Praw.g_00532	Prba.g_00603
OG0000322	Praw.g_00533	Prba.g_00602
OG0000323	Praw.g_00542	Prba.g_00593
OG0000324	Praw.g_00569	Prba.g_00567
OG0000325	Praw.g_01916	Prba.g_00358
OG0000326	Praw.g_01910	Prba.g_00364
OG0000327	Praw.g_00137	Prba.g_00388
OG0000328	Praw.g_00136	Prba.g_00389
OG0000329	Praw.g_00119	Prba.g_00406
OG0000330	Praw.g_00118	Prba.g_00407
OG0000331	Praw.g_00117	Prba.g_00408
OG0000332	Praw.g_00103	Prba.g_00422
OG0000333	Praw.g_00101	Prba.g_00424
OG0000334	Praw.g_00093	Prba.g_00432
OG0000335	Praw.g_00088	Prba.g_00437
OG0000336	Praw.g_00084	Prba.g_01050
OG0000337	Praw.g_00068	Prba.g_01067
OG0000338	Praw.g_00067	Prba.g_01068
OG0000339	Praw.g_00063	Prba.g_01072
OG0000340	Praw.g_00055	Prba.g_00752
OG0000341	Praw.g_00053	Prba.g_00754
OG0000342	Praw.g_00052	Prba.g_00755
OG0000343	Praw.g_00051	Prba.g_00756
OG0000344	Praw.g_00048	Prba.g_00759
OG0000345	Praw.g_00043	Prba.g_00764
OG0000346	Praw.g_00038	Prba.g_00769
OG0000347	Praw.g_00022	Prba.g_00785
OG0000348	Praw.g_00013	Prba.g_00795
OG0000349	Praw.g_01189	Prba.g_00812
OG0000350	Praw.g_01170	Prba.g_00831
OG0000351	Praw.g_01153	Prba.g_00848, Prba.g_01776
OG0000352	Praw.g_01152	Prba.g_01777
OG0000353	Praw.g_01137	Prba.g_01792
OG0000355	Praw.g_01135	Prba.g_01794
OG0000356	Praw.g_01134	Prba.g_01795
OG0000357	Praw.g_01133	Prba.g_01796
OG0000358	Praw.g_01129	Prba.g_01800
OG0000359	Praw.g_01128	Prba.g_01801
OG0000360	Praw.g_01127	Prba.g_01802
OG0000361	Praw.g_01126	Prba.g_01803
OG0000362	Praw.g_01124	Prba.g_01805
OG0000363	Praw.g_01414	Prba.g_01807
OG0000364	Praw.g_01413	Prba.g_01808
OG0000365	Praw.g_01408	Prba.g_01813
OG0000366	Praw.g_01407	Prba.g_01814
OG0000367	Praw.g_01406	Prba.g_01815
OG0000368	Praw.g_01404	Prba.g_01817
OG0000369	Praw.g_01403	Prba.g_01818
OG0000370	Praw.g_01402	Prba.g_01819
OG0000371	Praw.g_01396	Prba.g_01825
OG0000372	Praw.g_01393	Prba.g_01828
OG0000373	Praw.g_01392	Prba.g_01829
OG0000374	Praw.g_01391	Prba.g_01830
OG0000375	Praw.g_01388	Prba.g_01834
OG0000376	Praw.g_01386	Prba.g_01836
OG0000377	Praw.g_01383	Prba.g_01839
OG0000378	Praw.g_01381	Prba.g_01841
OG0000379	Praw.g_01378	Prba.g_01844
OG0000380	Praw.g_01368	Prba.g_01854
OG0000381	Praw.g_01364	Prba.g_01858
OG0000382	Praw.g_01353	Prba.g_01869
OG0000383	Praw.g_01351	Prba.g_01871
OG0000384	Praw.g_01350	Prba.g_01872
OG0000385	Praw.g_01349	Prba.g_01873
OG0000386	Praw.g_01348	Prba.g_01874
OG0000387	Praw.g_01336	Prba.g_01887
OG0000388	Praw.g_01333	Prba.g_01890
OG0000389	Praw.g_01329	Prba.g_01894
OG0000390	Praw.g_01322	Prba.g_01901
OG0000391	Praw.g_01319	Prba.g_01904
OG0000392	Praw.g_01315	Prba.g_01908
OG0000393	Praw.g_01313	Prba.g_01910
OG0000394	Praw.g_01312	Prba.g_01911
OG0000395	Praw.g_01311	Prba.g_01912
OG0000396	Praw.g_01308	Prba.g_01915
OG0000397	Praw.g_01306	Prba.g_01917
OG0000398	Praw.g_01304	Prba.g_01919
OG0000399	Praw.g_01303	Prba.g_01920
OG0000400	Praw.g_01302	Prba.g_01921
OG0000401	Praw.g_01301	Prba.g_01922
OG0000402	Praw.g_01299	Prba.g_01924
OG0000403	Praw.g_01298	Prba.g_01925
OG0000404	Praw.g_01297	Prba.g_01926
OG0000405	Praw.g_01293	Prba.g_01930
OG0000406	Praw.g_01288	Prba.g_01935
OG0000407	Praw.g_01287	Prba.g_01936
OG0000408	Praw.g_01285	Prba.g_01938
OG0000409	Praw.g_01283	Prba.g_01940
OG0000410	Praw.g_01282	Prba.g_01941
OG0000411	Praw.g_01281	Prba.g_01942
OG0000412	Praw.g_01280	Prba.g_01943
OG0000413	Praw.g_01279	Prba.g_01944
OG0000414	Praw.g_01278	Prba.g_01945
OG0000415	Praw.g_01277	Prba.g_01946
OG0000416	Praw.g_01276	Prba.g_01947
OG0000417	Praw.g_01275	Prba.g_01948
OG0000418	Praw.g_01270	Prba.g_01953
OG0000419	Praw.g_01268	Prba.g_00623
OG0000420	Praw.g_01267	Prba.g_00624
OG0000421	Praw.g_01262	Prba.g_00629
OG0000422	Praw.g_01261	Prba.g_00630
OG0000423	Praw.g_01260	Prba.g_00631
OG0000424	Praw.g_01259	Prba.g_00632
OG0000425	Praw.g_01258	Prba.g_00633
OG0000426	Praw.g_01257	Prba.g_00634
OG0000427	Praw.g_01256	Prba.g_00635
OG0000428	Praw.g_01254	Prba.g_00637
OG0000429	Praw.g_01253	Prba.g_00638
OG0000430	Praw.g_01252	Prba.g_00639
OG0000431	Praw.g_01250	Prba.g_00641
OG0000432	Praw.g_01247	Prba.g_00644
OG0000433	Praw.g_01246	Prba.g_00645
OG0000434	Praw.g_01245	Prba.g_00646
OG0000435	Praw.g_01244	Prba.g_00647
OG0000436	Praw.g_01239	Prba.g_00652
OG0000437	Praw.g_01238	Prba.g_00653
OG0000438	Praw.g_01237	Prba.g_00654
OG0000439	Praw.g_01235	Prba.g_00656
OG0000440	Praw.g_01234	Prba.g_00657
OG0000441	Praw.g_01231	Prba.g_00660
OG0000442	Praw.g_01230	Prba.g_00661
OG0000443	Praw.g_01229	Prba.g_00662
OG0000444	Praw.g_01224	Prba.g_00667
OG0000445	Praw.g_01223	Prba.g_00668
OG0000446	Praw.g_01222	Prba.g_00669
OG0000447	Praw.g_01221	Prba.g_00670
OG0000448	Praw.g_01220	Prba.g_00671
OG0000449	Praw.g_01219	Prba.g_00672
OG0000450	Praw.g_01218	Prba.g_00673
OG0000451	Praw.g_01217	Prba.g_00674
OG0000452	Praw.g_01214	Prba.g_00440
OG0000453	Praw.g_01213	Prba.g_00441
OG0000454	Praw.g_01212	Prba.g_00442
OG0000455	Praw.g_01211	Prba.g_00443
OG0000456	Praw.g_01210	Prba.g_00444
OG0000457	Praw.g_01209	Prba.g_00445
OG0000458	Praw.g_01208	Prba.g_00446
OG0000459	Praw.g_01207	Prba.g_00447
OG0000460	Praw.g_01200	Prba.g_00454
OG0000461	Praw.g_00891	Prba.g_00461
OG0000462	Praw.g_00889	Prba.g_00463
OG0000463	Praw.g_00888	Prba.g_00464
OG0000464	Praw.g_00887	Prba.g_00465
OG0000465	Praw.g_00886	Prba.g_00466
OG0000466	Praw.g_00883	Prba.g_00469
OG0000467	Praw.g_00882	Prba.g_00470
OG0000468	Praw.g_00880	Prba.g_00472
OG0000469	Praw.g_00872	Prba.g_00480
OG0000470	Praw.g_00870	Prba.g_00482
OG0000471	Praw.g_00869	Prba.g_00483
OG0000472	Praw.g_00868	Prba.g_00484
OG0000473	Praw.g_00866	Prba.g_00486
OG0000474	Praw.g_00865	Prba.g_00487
OG0000475	Praw.g_00864	Prba.g_00488
OG0000476	Praw.g_00863	Prba.g_00489
OG0000477	Praw.g_00859	Prba.g_00492
OG0000478	Praw.g_00858	Prba.g_00493
OG0000479	Praw.g_00857	Prba.g_00494
OG0000480	Praw.g_00852	Prba.g_00499
OG0000481	Praw.g_00850	Prba.g_00501
OG0000482	Praw.g_00849	Prba.g_00502
OG0000483	Praw.g_00846	Prba.g_00505
OG0000484	Praw.g_00845	Prba.g_00506
OG0000485	Praw.g_00844	Prba.g_00507
OG0000486	Praw.g_00843	Prba.g_00508
OG0000487	Praw.g_00839	Prba.g_00511
OG0000488	Praw.g_00836	Prba.g_00514
OG0000489	Praw.g_00831	Prba.g_00519
OG0000490	Praw.g_00826	Prba.g_00524
OG0000491	Praw.g_00825	Prba.g_00525
OG0000492	Praw.g_00823	Prba.g_00527
OG0000493	Praw.g_00822	Prba.g_00528
OG0000494	Praw.g_00821	Prba.g_00529
OG0000495	Praw.g_00820	Prba.g_00530
OG0000496	Praw.g_00819	Prba.g_00531
OG0000497	Praw.g_00818	Prba.g_00532
OG0000498	Praw.g_00817	Prba.g_00533
OG0000499	Praw.g_00816	Prba.g_00534
OG0000500	Praw.g_00815	Prba.g_00535
OG0000501	Praw.g_00813	Prba.g_00537
OG0000502	Praw.g_00810	Prba.g_00540
OG0000503	Praw.g_00796	Prba.g_00550
OG0000504	Praw.g_00795	Prba.g_00551
OG0000505	Praw.g_00794	Prba.g_00552
OG0000506	Praw.g_00792	Prba.g_00554
OG0000507	Praw.g_00790	Prba.g_00557
OG0000508	Praw.g_00787	Prba.g_00561
OG0000509	Praw.g_00785	Prba.g_00218
OG0000510	Praw.g_00784	Prba.g_00219
OG0000511	Praw.g_00783	Prba.g_00220
OG0000512	Praw.g_00781	Prba.g_00222
OG0000513	Praw.g_00774	Prba.g_00852
OG0000514	Praw.g_00716	Prba.g_01030
OG0000515	Praw.g_00715	Prba.g_01029
OG0000516	Praw.g_00714	Prba.g_01028
OG0000517	Praw.g_00712	Prba.g_01026
OG0000518	Praw.g_00701	Prba.g_01015
OG0000519	Praw.g_00700	Prba.g_01014
OG0000520	Praw.g_00699	Prba.g_01013
OG0000521	Praw.g_00694	Prba.g_01008
OG0000522	Praw.g_00692	Prba.g_01006
OG0000523	Praw.g_00691	Prba.g_01005
OG0000524	Praw.g_00686	Prba.g_01000
OG0000525	Praw.g_00683	Prba.g_00997
OG0000526	Praw.g_00682	Prba.g_00996
OG0000527	Praw.g_00674	Prba.g_00988
OG0000528	Praw.g_00669	Prba.g_00983
OG0000529	Praw.g_00666	Prba.g_00980
OG0000530	Praw.g_00664	Prba.g_00977
OG0000531	Praw.g_00663	Prba.g_00976
OG0000532	Praw.g_00661	Prba.g_00974
OG0000533	Praw.g_00660	Prba.g_00973
OG0000534	Praw.g_00659	Prba.g_00972
OG0000535	Praw.g_00658	Prba.g_00971
OG0000536	Praw.g_00657	Prba.g_00970
OG0000537	Praw.g_00656	Prba.g_00969
OG0000538	Praw.g_00648	Prba.g_00961
OG0000539	Praw.g_00647	Prba.g_00960
OG0000540	Praw.g_00646	Prba.g_00959
OG0000541	Praw.g_00645	Prba.g_00958
OG0000542	Praw.g_00643	Prba.g_00956
OG0000543	Praw.g_00641	Prba.g_00954
OG0000544	Praw.g_00640	Prba.g_00953
OG0000545	Praw.g_00638	Prba.g_00951
OG0000546	Praw.g_00635	Prba.g_00948
OG0000547	Praw.g_00633	Prba.g_00946
OG0000548	Praw.g_00632	Prba.g_00945
OG0000549	Praw.g_00630	Prba.g_00943
OG0000550	Praw.g_00625	Prba.g_00938
OG0000551	Praw.g_00621	Prba.g_00934
OG0000552	Praw.g_00620	Prba.g_00933
OG0000553	Praw.g_00619	Prba.g_00932
OG0000554	Praw.g_00614	Prba.g_00927
OG0000555	Praw.g_00606	Prba.g_01773
OG0000556	Praw.g_00604	Prba.g_01771
OG0000557	Praw.g_00603	Prba.g_01770
OG0000558	Praw.g_00601	Prba.g_01768
OG0000559	Praw.g_00597	Prba.g_01764
