Orthogroup	Praw	Syag
OG0000065	Praw.g_01328	Syag.g_00182, Syag.g_01885
OG0000066	Praw.g_00609	Syag.g_01443
OG0000067	Praw.g_01697	Syag.g_00667
OG0000068	Praw.g_01016	Syag.g_01537
OG0000070	Praw.g_00697	Syag.g_00049
OG0000071	Praw.g_00981	Syag.g_01192
OG0000072	Praw.g_01264	Syag.g_01980, Syag.g_02859
OG0000073	Praw.g_00649	Syag.g_01505
OG0000075	Praw.g_00064	Syag.g_02434
OG0000076	Praw.g_00039	Syag.g_02393
OG0000077	Praw.g_01356	Syag.g_01831
OG0000078	Praw.g_01196	Syag.g_01778
OG0000082	Praw.g_01932	Syag.g_00318
OG0000084	Praw.g_01087	Syag.g_01425
OG0000085	Praw.g_00508	Syag.g_01676
OG0000086	Praw.g_01346	Syag.g_01853
OG0000087	Praw.g_01296	Syag.g_01939
OG0000088	Praw.g_01269	Syag.g_01974
OG0000089	Praw.g_00776	Syag.g_00005
OG0000090	Praw.g_00615	Syag.g_01454
OG0000091	Praw.g_01880	Syag.g_00418
OG0000092	Praw.g_01592	Syag.g_00242
OG0000094	Praw.g_01486	Syag.g_00881
OG0000097	Praw.g_00275	Syag.g_01065
OG0000098	Praw.g_00997	Syag.g_00578
OG0000099	Praw.g_01051	Syag.g_02536
OG0000100	Praw.g_00411	Syag.g_00704
OG0000101	Praw.g_00096	Syag.g_02773
OG0000102	Praw.g_00034	Syag.g_02387
OG0000103	Praw.g_01148	Syag.g_02253
OG0000104	Praw.g_01140	Syag.g_02268
OG0000105	Praw.g_00860	Syag.g_02606
OG0000106	Praw.g_00762	Syag.g_00462
OG0000108	Praw.g_00667	Syag.g_01528
OG0000109	Praw.g_00654	Syag.g_01512
OG0000110	Praw.g_01922	Syag.g_00303
OG0000111	Praw.g_01823	Syag.g_00984
OG0000112	Praw.g_01732	Syag.g_00801
OG0000113	Praw.g_01675	Syag.g_00699
OG0000114	Praw.g_01597	Syag.g_00609
OG0000115	Praw.g_00178	Syag.g_01397
OG0000116	Praw.g_00224	Syag.g_01156
OG0000117	Praw.g_00926	Syag.g_01097
OG0000118	Praw.g_00993	Syag.g_01232
OG0000120	Praw.g_01050	Syag.g_02535
OG0000121	Praw.g_01078	Syag.g_01414
OG0000122	Praw.g_00377	Syag.g_00446
OG0000123	Praw.g_00089	Syag.g_02781
OG0000124	Praw.g_00023	Syag.g_02367
OG0000125	Praw.g_01180	Syag.g_02136, Syag.g_02134
OG0000126	Praw.g_01141	Syag.g_02266
OG0000128	Praw.g_01125	Syag.g_02284
OG0000129	Praw.g_01384	Syag.g_02121
OG0000130	Praw.g_01365	Syag.g_01819
OG0000131	Praw.g_01290	Syag.g_01951
OG0000132	Praw.g_01271	Syag.g_01972
OG0000133	Praw.g_00812	Syag.g_00806
OG0000134	Praw.g_00775	Syag.g_00008
OG0000135	Praw.g_00751	Syag.g_02171
OG0000136	Praw.g_00706	Syag.g_00038
OG0000137	Praw.g_00672	Syag.g_01356
OG0000138	Praw.g_00653	Syag.g_01511
OG0000139	Praw.g_00611	Syag.g_01448
OG0000140	Praw.g_00610	Syag.g_01446
OG0000141	Praw.g_00143	Syag.g_00351
OG0000142	Praw.g_01887	Syag.g_00410
OG0000143	Praw.g_01883	Syag.g_00414
OG0000144	Praw.g_01870	Syag.g_00493
OG0000145	Praw.g_01745	Syag.g_01504
OG0000146	Praw.g_01731	Syag.g_00800
OG0000147	Praw.g_01730	Syag.g_00799
OG0000148	Praw.g_01681	Syag.g_00693
OG0000149	Praw.g_01652	Syag.g_00731
OG0000150	Praw.g_01644	Syag.g_00352
OG0000151	Praw.g_01587	Syag.g_00623
OG0000152	Praw.g_01539	Syag.g_00810
OG0000153	Praw.g_01520	Syag.g_00845
OG0000154	Praw.g_01493	Syag.g_00870
OG0000155	Praw.g_00254	Syag.g_01107
OG0000156	Praw.g_00968	Syag.g_01166
OG0000157	Praw.g_00969	Syag.g_01167
OG0000158	Praw.g_01052	Syag.g_02422
OG0000160	Praw.g_01079, Praw.g_01080	Syag.g_01415
OG0000161	Praw.g_00344	Syag.g_01409
OG0000162	Praw.g_00350	Syag.g_01402
OG0000163	Praw.g_00384	Syag.g_01618
OG0000164	Praw.g_00539	Syag.g_01725
OG0000165	Praw.g_00546	Syag.g_01733
OG0000166	Praw.g_00132	Syag.g_02733
OG0000167	Praw.g_00066	Syag.g_02437
OG0000168	Praw.g_00056	Syag.g_02417
OG0000169	Praw.g_00046	Syag.g_02405
OG0000170	Praw.g_00044	Syag.g_02398
OG0000171	Praw.g_00024	Syag.g_02368
OG0000172	Praw.g_00016	Syag.g_02360
OG0000173	Praw.g_00001	Syag.g_02337
OG0000174	Praw.g_01166	Syag.g_02175
OG0000175	Praw.g_01156	Syag.g_02240
OG0000176	Praw.g_01132	Syag.g_02276
OG0000177	Praw.g_01131	Syag.g_02277
OG0000178	Praw.g_01130	Syag.g_02278
OG0000179	Praw.g_01412	Syag.g_02293
OG0000180	Praw.g_01411	Syag.g_02294
OG0000181	Praw.g_01410	Syag.g_02295
OG0000182	Praw.g_01409	Syag.g_02296
OG0000183	Praw.g_01405	Syag.g_02300
OG0000184	Praw.g_01382	Syag.g_02110
OG0000185	Praw.g_01379	Syag.g_02092
OG0000186	Praw.g_01370	Syag.g_01815
OG0000187	Praw.g_01369	Syag.g_01816
OG0000188	Praw.g_01352	Syag.g_01839
OG0000189	Praw.g_01339	Syag.g_01872
OG0000190	Praw.g_01338	Syag.g_01874
OG0000191	Praw.g_01318	Syag.g_01909
OG0000192	Praw.g_01314	Syag.g_01915
OG0000193	Praw.g_01289	Syag.g_01952
OG0000194	Praw.g_01286	Syag.g_01955
OG0000195	Praw.g_01284	Syag.g_01957
OG0000196	Praw.g_01274	Syag.g_01968
OG0000197	Praw.g_01273	Syag.g_01969
OG0000198	Praw.g_01272	Syag.g_00108, Syag.g_01971
OG0000199	Praw.g_01265	Syag.g_01979
OG0000200	Praw.g_01251	Syag.g_01996
OG0000201	Praw.g_01243	Syag.g_02019
OG0000202	Praw.g_01242	Syag.g_02024
OG0000203	Praw.g_01241	Syag.g_02025
OG0000204	Praw.g_01240	Syag.g_02020, Syag.g_02026
OG0000205	Praw.g_01233	Syag.g_02035
OG0000206	Praw.g_01228	Syag.g_02047
OG0000207	Praw.g_01226	Syag.g_02051
OG0000208	Praw.g_01225	Syag.g_02052
OG0000209	Praw.g_01216	Syag.g_02069
OG0000210	Praw.g_01215	Syag.g_02070
OG0000212	Praw.g_01195	Syag.g_01777
OG0000213	Praw.g_00876	Syag.g_02632
OG0000214	Praw.g_00867	Syag.g_02615
OG0000215	Praw.g_00842	Syag.g_02584
OG0000216	Praw.g_00840	Syag.g_02580
OG0000217	Praw.g_00837	Syag.g_02576
OG0000218	Praw.g_00835	Syag.g_02574
OG0000219	Praw.g_00834	Syag.g_02573
OG0000220	Praw.g_00833	Syag.g_02572
OG0000221	Praw.g_00832	Syag.g_02566
OG0000222	Praw.g_00824	Syag.g_02550
OG0000223	Praw.g_00811	Syag.g_02475
OG0000224	Praw.g_00809	Syag.g_02471
OG0000225	Praw.g_00786	Syag.g_02861
OG0000226	Praw.g_00782	Syag.g_02865
OG0000227	Praw.g_00780	Syag.g_02867
OG0000228	Praw.g_00777	Syag.g_00004
OG0000229	Praw.g_00711	Syag.g_00033
OG0000230	Praw.g_00709	Syag.g_00035
OG0000231	Praw.g_00698	Syag.g_00048
OG0000232	Praw.g_00689	Syag.g_00059
OG0000233	Praw.g_00684	Syag.g_01330
OG0000234	Praw.g_00671	Syag.g_01358
OG0000235	Praw.g_00668	Syag.g_01529
OG0000236	Praw.g_00655	Syag.g_01513
OG0000237	Praw.g_00642	Syag.g_01495
OG0000238	Praw.g_00636	Syag.g_01490
OG0000239	Praw.g_00623	Syag.g_01472
OG0000240	Praw.g_00622	Syag.g_01471
OG0000241	Praw.g_00618	Syag.g_00396
OG0000242	Praw.g_00616	Syag.g_01456
OG0000243	Praw.g_00605	Syag.g_00255
OG0000244	Praw.g_00602	Syag.g_00268
OG0000245	Praw.g_00600	Syag.g_00270
OG0000246	Praw.g_00596	Syag.g_00274
OG0000247	Praw.g_00586	Syag.g_00286
OG0000248	Praw.g_00584	Syag.g_00289
OG0000249	Praw.g_00582	Syag.g_00291
OG0000250	Praw.g_00577	Syag.g_00299
OG0000251	Praw.g_01937	Syag.g_00328
OG0000252	Praw.g_01940	Syag.g_00331
OG0000253	Praw.g_01941	Syag.g_00333
OG0000254	Praw.g_00147	Syag.g_00356
OG0000255	Praw.g_00153	Syag.g_00369
OG0000256	Praw.g_00163	Syag.g_00385
OG0000257	Praw.g_00166	Syag.g_00395
OG0000258	Praw.g_01879	Syag.g_00423
OG0000259	Praw.g_01862	Syag.g_00560
OG0000260	Praw.g_01859	Syag.g_00570
OG0000261	Praw.g_01857	Syag.g_00581
OG0000262	Praw.g_01853	Syag.g_00586
OG0000263	Praw.g_01841	Syag.g_01079
OG0000264	Praw.g_01831	Syag.g_01011
OG0000265	Praw.g_01809	Syag.g_01021
OG0000266	Praw.g_01799	Syag.g_00907
OG0000267	Praw.g_01788	Syag.g_00762
OG0000268	Praw.g_01787	Syag.g_00763
OG0000269	Praw.g_01702	Syag.g_00662
OG0000270	Praw.g_01699	Syag.g_00665
OG0000271	Praw.g_01691	Syag.g_00673
OG0000274	Praw.g_01667	Syag.g_00714
OG0000275	Praw.g_01665	Syag.g_00717
OG0000276	Praw.g_01660	Syag.g_00723
OG0000277	Praw.g_01659	Syag.g_00724
OG0000278	Praw.g_01656	Syag.g_00727
OG0000279	Praw.g_01649	Syag.g_00735
OG0000280	Praw.g_01648	Syag.g_00741
OG0000281	Praw.g_01643	Syag.g_00572
OG0000282	Praw.g_01595	Syag.g_00611
OG0000283	Praw.g_01562	Syag.g_00775
OG0000284	Praw.g_01557	Syag.g_00780
OG0000285	Praw.g_01552	Syag.g_00791
OG0000286	Praw.g_01540	Syag.g_00809
OG0000287	Praw.g_01523	Syag.g_00838
OG0000288	Praw.g_01494	Syag.g_00869
OG0000289	Praw.g_01483	Syag.g_00884
OG0000290	Praw.g_01470	Syag.g_00970
OG0000291	Praw.g_01468	Syag.g_00972
OG0000292	Praw.g_01418	Syag.g_02265
OG0000293	Praw.g_00225	Syag.g_01155
OG0000294	Praw.g_00226	Syag.g_01154
OG0000295	Praw.g_00246	Syag.g_01115
OG0000296	Praw.g_00248	Syag.g_01113
OG0000297	Praw.g_00256	Syag.g_01099
OG0000298	Praw.g_00257	Syag.g_01098
OG0000299	Praw.g_00274	Syag.g_01067
OG0000301	Praw.g_00278	Syag.g_01061
OG0000302	Praw.g_00280	Syag.g_01060
OG0000303	Praw.g_00287	Syag.g_01048
OG0000304	Praw.g_00291	Syag.g_01041
OG0000305	Praw.g_01008	Syag.g_00977
OG0000306	Praw.g_01011	Syag.g_00460
OG0000307	Praw.g_01025	Syag.g_01546
OG0000308	Praw.g_01026	Syag.g_01548
OG0000309	Praw.g_01030	Syag.g_01553
OG0000310	Praw.g_01098	Syag.g_01291
OG0000311	Praw.g_01096	Syag.g_01300
OG0000312	Praw.g_01093	Syag.g_01434
OG0000313	Praw.g_01076	Syag.g_00966, Syag.g_01412
OG0000314	Praw.g_00363	Syag.g_01380
OG0000315	Praw.g_00374	Syag.g_01369
OG0000316	Praw.g_00394	Syag.g_01641
OG0000317	Praw.g_00513	Syag.g_01684
OG0000318	Praw.g_00516	Syag.g_01688
OG0000319	Praw.g_00529	Syag.g_01710
OG0000320	Praw.g_00531	Syag.g_01712
OG0000321	Praw.g_00532	Syag.g_01713
OG0000322	Praw.g_00533	Syag.g_01714
OG0000323	Praw.g_00542	Syag.g_01728
OG0000324	Praw.g_00569	Syag.g_01757
OG0000325	Praw.g_01916	Syag.g_02690
OG0000326	Praw.g_01910	Syag.g_02698
OG0000327	Praw.g_00137	Syag.g_02728
OG0000328	Praw.g_00136	Syag.g_02729
OG0000329	Praw.g_00119	Syag.g_02747
OG0000330	Praw.g_00118	Syag.g_02748
OG0000331	Praw.g_00117	Syag.g_02749
OG0000332	Praw.g_00103	Syag.g_02764
OG0000333	Praw.g_00101	Syag.g_02767
OG0000334	Praw.g_00093	Syag.g_02777
OG0000335	Praw.g_00088	Syag.g_02782
OG0000336	Praw.g_00084	Syag.g_02786
OG0000337	Praw.g_00068	Syag.g_02445
OG0000338	Praw.g_00067	Syag.g_02440
OG0000340	Praw.g_00055	Syag.g_02416
OG0000341	Praw.g_00053	Syag.g_02414
OG0000342	Praw.g_00052	Syag.g_02413
OG0000343	Praw.g_00051	Syag.g_02411
OG0000344	Praw.g_00048	Syag.g_02407
OG0000345	Praw.g_00043	Syag.g_02397
OG0000346	Praw.g_00038	Syag.g_02392
OG0000347	Praw.g_00022	Syag.g_02366
OG0000348	Praw.g_00013	Syag.g_02357
OG0000349	Praw.g_01189	Syag.g_02330
OG0000350	Praw.g_01170	Syag.g_02705
OG0000351	Praw.g_01153	Syag.g_02244
OG0000352	Praw.g_01152	Syag.g_02245
OG0000353	Praw.g_01137	Syag.g_02271
OG0000354	Praw.g_00910	Syag.g_02291
OG0000355	Praw.g_01135	Syag.g_02273
OG0000356	Praw.g_01134	Syag.g_02274
OG0000357	Praw.g_01133	Syag.g_02275
OG0000358	Praw.g_01129	Syag.g_02279
OG0000359	Praw.g_01128	Syag.g_02281
OG0000360	Praw.g_01127	Syag.g_02282
OG0000361	Praw.g_01126	Syag.g_02283
OG0000362	Praw.g_01124	Syag.g_02285
OG0000363	Praw.g_01414	Syag.g_02287
OG0000364	Praw.g_01413	Syag.g_02288
OG0000365	Praw.g_01408	Syag.g_02297
OG0000366	Praw.g_01407	Syag.g_02298
OG0000367	Praw.g_01406	Syag.g_02299
OG0000368	Praw.g_01404	Syag.g_02301
OG0000369	Praw.g_01403	Syag.g_02302
OG0000370	Praw.g_01402	Syag.g_02303
OG0000371	Praw.g_01396	Syag.g_02312
OG0000372	Praw.g_01393	Syag.g_02317
OG0000373	Praw.g_01392	Syag.g_02318
OG0000374	Praw.g_01391	Syag.g_02319
OG0000375	Praw.g_01388	Syag.g_02326
OG0000376	Praw.g_01386	Syag.g_02328
OG0000377	Praw.g_01383	Syag.g_02119
OG0000378	Praw.g_01381	Syag.g_02099
OG0000379	Praw.g_01378	Syag.g_02091
OG0000380	Praw.g_01368	Syag.g_01817
OG0000381	Praw.g_01364	Syag.g_01820
OG0000382	Praw.g_01353	Syag.g_01838
OG0000383	Praw.g_01351	Syag.g_01843
OG0000384	Praw.g_01350	Syag.g_01844
OG0000385	Praw.g_01349	Syag.g_01845
OG0000386	Praw.g_01348	Syag.g_01846
OG0000387	Praw.g_01336	Syag.g_01876
OG0000388	Praw.g_01333	Syag.g_01880
OG0000389	Praw.g_01329	Syag.g_01884
OG0000390	Praw.g_01322	Syag.g_01903
OG0000391	Praw.g_01319	Syag.g_01908
OG0000392	Praw.g_01315	Syag.g_01914
OG0000393	Praw.g_01313	Syag.g_01917
OG0000394	Praw.g_01312	Syag.g_01918
OG0000395	Praw.g_01311	Syag.g_01919
OG0000396	Praw.g_01308	Syag.g_01922
OG0000397	Praw.g_01306	Syag.g_01924
OG0000398	Praw.g_01304	Syag.g_01929
OG0000399	Praw.g_01303	Syag.g_01930
OG0000400	Praw.g_01302	Syag.g_01931
OG0000401	Praw.g_01301	Syag.g_01932
OG0000402	Praw.g_01299	Syag.g_01934
OG0000403	Praw.g_01298	Syag.g_01935
OG0000404	Praw.g_01297	Syag.g_01937
OG0000405	Praw.g_01293	Syag.g_01949
OG0000406	Praw.g_01288	Syag.g_01953
OG0000407	Praw.g_01287	Syag.g_01954
OG0000408	Praw.g_01285	Syag.g_01956
OG0000409	Praw.g_01283	Syag.g_01958
OG0000410	Praw.g_01282	Syag.g_01959
OG0000411	Praw.g_01281	Syag.g_01960
OG0000412	Praw.g_01280	Syag.g_01961
OG0000413	Praw.g_01279	Syag.g_01963
OG0000414	Praw.g_01278	Syag.g_01964
OG0000415	Praw.g_01277	Syag.g_01965
OG0000416	Praw.g_01276	Syag.g_01966
OG0000417	Praw.g_01275	Syag.g_01967
OG0000418	Praw.g_01270	Syag.g_01973
OG0000419	Praw.g_01268	Syag.g_01975
OG0000420	Praw.g_01267	Syag.g_01977
OG0000421	Praw.g_01262	Syag.g_01982
OG0000422	Praw.g_01261	Syag.g_01983
OG0000423	Praw.g_01260	Syag.g_01984
OG0000424	Praw.g_01259	Syag.g_01985
OG0000425	Praw.g_01258	Syag.g_01986
OG0000426	Praw.g_01257	Syag.g_01987
OG0000427	Praw.g_01256	Syag.g_01988
OG0000428	Praw.g_01254	Syag.g_01991
OG0000429	Praw.g_01253	Syag.g_01993
OG0000430	Praw.g_01252	Syag.g_01995
OG0000431	Praw.g_01250	Syag.g_01998
OG0000432	Praw.g_01247	Syag.g_02007
OG0000433	Praw.g_01246	Syag.g_02009
OG0000434	Praw.g_01245	Syag.g_02010
OG0000435	Praw.g_01244	Syag.g_02017
OG0000436	Praw.g_01239	Syag.g_02028
OG0000437	Praw.g_01238	Syag.g_02029
OG0000438	Praw.g_01237	Syag.g_02031
OG0000439	Praw.g_01235	Syag.g_02033
OG0000440	Praw.g_01234	Syag.g_02034
OG0000441	Praw.g_01231	Syag.g_02041
OG0000442	Praw.g_01230	Syag.g_02044
OG0000443	Praw.g_01229	Syag.g_02046
OG0000444	Praw.g_01224	Syag.g_02053
OG0000445	Praw.g_01223	Syag.g_02054
OG0000446	Praw.g_01222	Syag.g_02056
OG0000447	Praw.g_01221	Syag.g_02059
OG0000448	Praw.g_01220	Syag.g_02060
OG0000449	Praw.g_01219	Syag.g_02061
OG0000450	Praw.g_01218	Syag.g_02066
OG0000451	Praw.g_01217	Syag.g_02067
OG0000452	Praw.g_01214	Syag.g_02071
OG0000453	Praw.g_01213	Syag.g_02072
OG0000454	Praw.g_01212	Syag.g_02073
OG0000455	Praw.g_01211	Syag.g_02074
OG0000456	Praw.g_01210	Syag.g_02075
OG0000457	Praw.g_01209	Syag.g_02077
OG0000458	Praw.g_01208	Syag.g_02080
OG0000459	Praw.g_01207	Syag.g_02081
OG0000460	Praw.g_01200	Syag.g_01786
OG0000461	Praw.g_00891	Syag.g_02675
OG0000462	Praw.g_00889	Syag.g_02672
OG0000463	Praw.g_00888	Syag.g_02671
OG0000464	Praw.g_00887	Syag.g_02670
OG0000465	Praw.g_00886	Syag.g_02668
OG0000466	Praw.g_00883	Syag.g_02662
OG0000467	Praw.g_00882	Syag.g_02660
OG0000468	Praw.g_00880	Syag.g_02636
OG0000469	Praw.g_00872	Syag.g_02621
OG0000470	Praw.g_00870	Syag.g_02619
OG0000471	Praw.g_00869	Syag.g_02618
OG0000472	Praw.g_00868	Syag.g_02616
OG0000473	Praw.g_00866	Syag.g_02614
OG0000474	Praw.g_00865	Syag.g_02613
OG0000475	Praw.g_00864	Syag.g_02612
OG0000476	Praw.g_00863	Syag.g_02610
OG0000477	Praw.g_00859	Syag.g_02604
OG0000478	Praw.g_00858	Syag.g_02603
OG0000479	Praw.g_00857	Syag.g_02602
OG0000480	Praw.g_00852	Syag.g_02595
OG0000481	Praw.g_00850	Syag.g_02593
OG0000482	Praw.g_00849	Syag.g_02592
OG0000483	Praw.g_00846	Syag.g_02588
OG0000484	Praw.g_00845	Syag.g_02587
OG0000485	Praw.g_00844	Syag.g_02586
OG0000486	Praw.g_00843	Syag.g_02585
OG0000487	Praw.g_00839	Syag.g_02579
OG0000488	Praw.g_00836	Syag.g_02575
OG0000489	Praw.g_00831	Syag.g_02565
OG0000490	Praw.g_00826	Syag.g_02553
OG0000491	Praw.g_00825	Syag.g_02551
OG0000492	Praw.g_00823	Syag.g_02549
OG0000493	Praw.g_00822	Syag.g_02548
OG0000494	Praw.g_00821	Syag.g_02547
OG0000495	Praw.g_00820	Syag.g_02546
OG0000496	Praw.g_00819	Syag.g_02545
OG0000497	Praw.g_00818	Syag.g_02544
OG0000498	Praw.g_00817	Syag.g_02543
OG0000499	Praw.g_00816	Syag.g_02542
OG0000500	Praw.g_00815	Syag.g_02541
OG0000501	Praw.g_00813	Syag.g_02538
OG0000502	Praw.g_00810	Syag.g_02467
OG0000503	Praw.g_00796	Syag.g_02843
OG0000504	Praw.g_00795	Syag.g_02845
OG0000505	Praw.g_00794	Syag.g_02846
OG0000506	Praw.g_00792	Syag.g_02849
OG0000507	Praw.g_00790	Syag.g_02855
OG0000508	Praw.g_00787	Syag.g_02860
OG0000509	Praw.g_00785	Syag.g_02862
OG0000510	Praw.g_00784	Syag.g_02863
OG0000511	Praw.g_00783	Syag.g_02864
OG0000512	Praw.g_00781	Syag.g_02866
OG0000513	Praw.g_00774	Syag.g_00009
OG0000514	Praw.g_00716	Syag.g_00018
OG0000515	Praw.g_00715	Syag.g_00019
OG0000516	Praw.g_00714	Syag.g_00025
OG0000517	Praw.g_00712	Syag.g_00032
OG0000518	Praw.g_00701	Syag.g_00044
OG0000519	Praw.g_00700	Syag.g_00045
OG0000520	Praw.g_00699	Syag.g_00046
OG0000521	Praw.g_00694	Syag.g_00054
OG0000522	Praw.g_00692	Syag.g_00056
OG0000523	Praw.g_00691	Syag.g_00057
OG0000524	Praw.g_00686	Syag.g_01327
OG0000525	Praw.g_00683	Syag.g_01345
OG0000526	Praw.g_00682	Syag.g_01348
OG0000527	Praw.g_00674	Syag.g_01354
OG0000528	Praw.g_00669	Syag.g_01532
OG0000529	Praw.g_00666	Syag.g_01527
OG0000530	Praw.g_00664	Syag.g_01524
OG0000531	Praw.g_00663	Syag.g_01523
OG0000532	Praw.g_00661	Syag.g_01520
OG0000533	Praw.g_00660	Syag.g_01518
OG0000534	Praw.g_00659	Syag.g_01517
OG0000535	Praw.g_00658	Syag.g_01516
OG0000536	Praw.g_00657	Syag.g_01515
OG0000537	Praw.g_00656	Syag.g_01514
OG0000538	Praw.g_00648	Syag.g_01502
OG0000539	Praw.g_00647	Syag.g_01501
OG0000540	Praw.g_00646	Syag.g_01500
OG0000541	Praw.g_00645	Syag.g_01499
OG0000542	Praw.g_00643	Syag.g_01496
OG0000543	Praw.g_00641	Syag.g_01494
OG0000544	Praw.g_00640	Syag.g_01493
OG0000545	Praw.g_00638	Syag.g_01491
OG0000546	Praw.g_00635	Syag.g_01489
OG0000547	Praw.g_00633	Syag.g_01487
OG0000548	Praw.g_00632	Syag.g_01486
OG0000549	Praw.g_00630	Syag.g_01480
OG0000550	Praw.g_00625	Syag.g_01474
OG0000551	Praw.g_00621	Syag.g_01470
OG0000552	Praw.g_00620	Syag.g_01469
OG0000553	Praw.g_00619	Syag.g_01464
OG0000554	Praw.g_00614	Syag.g_01453
OG0000555	Praw.g_00606	Syag.g_00075
OG0000556	Praw.g_00604	Syag.g_00257
OG0000557	Praw.g_00603	Syag.g_00267
OG0000558	Praw.g_00601	Syag.g_00269
OG0000559	Praw.g_00597	Syag.g_00273
OG0000560	Praw.g_00594	Syag.g_00276
OG0000561	Praw.g_00593	Syag.g_00277
OG0000562	Praw.g_00592	Syag.g_00278
OG0000563	Praw.g_00591	Syag.g_00279
OG0000564	Praw.g_00590	Syag.g_00280
OG0000565	Praw.g_00587	Syag.g_00284
OG0000566	Praw.g_00585	Syag.g_00288
OG0000567	Praw.g_00581	Syag.g_00292
OG0000568	Praw.g_00580	Syag.g_00295
OG0000569	Praw.g_00579	Syag.g_00296
OG0000570	Praw.g_00578	Syag.g_00297
OG0000571	Praw.g_00576	Syag.g_00301
OG0000572	Praw.g_01933	Syag.g_00251, Syag.g_00320
OG0000573	Praw.g_01938	Syag.g_00329
OG0000574	Praw.g_01939	Syag.g_00330
OG0000575	Praw.g_01943	Syag.g_00335
OG0000576	Praw.g_01945	Syag.g_00337
OG0000577	Praw.g_01946	Syag.g_00338
OG0000578	Praw.g_01947	Syag.g_00339
OG0000579	Praw.g_01948	Syag.g_00340
OG0000580	Praw.g_01949	Syag.g_00341
OG0000581	Praw.g_00141	Syag.g_00348
OG0000582	Praw.g_00144	Syag.g_00353
OG0000583	Praw.g_00145	Syag.g_00354
OG0000584	Praw.g_00146	Syag.g_00355
OG0000585	Praw.g_00148	Syag.g_00357
OG0000586	Praw.g_00149	Syag.g_00358
OG0000587	Praw.g_00150	Syag.g_00360
OG0000588	Praw.g_00154	Syag.g_00371
OG0000589	Praw.g_00157	Syag.g_00375
OG0000590	Praw.g_00158	Syag.g_00376
OG0000591	Praw.g_00161	Syag.g_00383
OG0000592	Praw.g_00162	Syag.g_00384
