Orthogroup	Praw	Prax
OG0000361	Praw.g_01126	Prax.g_01975
OG0000362	Praw.g_01124	Prax.g_01973
OG0000363	Praw.g_01414	Prax.g_00299
OG0000364	Praw.g_01413	Prax.g_00298
OG0000365	Praw.g_01408	Prax.g_00293
OG0000366	Praw.g_01407	Prax.g_00292
OG0000367	Praw.g_01406	Prax.g_00291
OG0000368	Praw.g_01404	Prax.g_00289
OG0000369	Praw.g_01403	Prax.g_00288
OG0000370	Praw.g_01402	Prax.g_00287
OG0000371	Praw.g_01396	Prax.g_00281
OG0000372	Praw.g_01393	Prax.g_00278
OG0000373	Praw.g_01392	Prax.g_00277
OG0000374	Praw.g_01391	Prax.g_00276
OG0000375	Praw.g_01388	Prax.g_00273
OG0000376	Praw.g_01386	Prax.g_00271
OG0000377	Praw.g_01383	Prax.g_00261
OG0000378	Praw.g_01381	Prax.g_00622
OG0000379	Praw.g_01378	Prax.g_00625
OG0000380	Praw.g_01368	Prax.g_00637
OG0000381	Praw.g_01364	Prax.g_00641
OG0000382	Praw.g_01353	Prax.g_00652
OG0000383	Praw.g_01351	Prax.g_00654
OG0000384	Praw.g_01350	Prax.g_00655
OG0000385	Praw.g_01349	Prax.g_00656
OG0000386	Praw.g_01348	Prax.g_00657
OG0000387	Praw.g_01336	Prax.g_01119
OG0000388	Praw.g_01333	Prax.g_01116
OG0000389	Praw.g_01329	Prax.g_01113
OG0000390	Praw.g_01322	Prax.g_01106
OG0000391	Praw.g_01319	Prax.g_01102
OG0000392	Praw.g_01315	Prax.g_01098
OG0000393	Praw.g_01313	Prax.g_01096
OG0000394	Praw.g_01312	Prax.g_01095
OG0000395	Praw.g_01311	Prax.g_01094
OG0000396	Praw.g_01308	Prax.g_01091
OG0000397	Praw.g_01306	Prax.g_01089
OG0000398	Praw.g_01304	Prax.g_01087
OG0000399	Praw.g_01303	Prax.g_01086
OG0000400	Praw.g_01302	Prax.g_01085
OG0000401	Praw.g_01301	Prax.g_01084
OG0000402	Praw.g_01299	Prax.g_01082
OG0000403	Praw.g_01298	Prax.g_01081
OG0000404	Praw.g_01297	Prax.g_01080
OG0000405	Praw.g_01293	Prax.g_01076
OG0000406	Praw.g_01288	Prax.g_01071
OG0000407	Praw.g_01287	Prax.g_01070
OG0000408	Praw.g_01285	Prax.g_01068
OG0000409	Praw.g_01283	Prax.g_01066
OG0000410	Praw.g_01282	Prax.g_01065
OG0000411	Praw.g_01281	Prax.g_01064
OG0000412	Praw.g_01280	Prax.g_01063
OG0000413	Praw.g_01279	Prax.g_01062
OG0000414	Praw.g_01278	Prax.g_01061
OG0000415	Praw.g_01277	Prax.g_01060
OG0000416	Praw.g_01276	Prax.g_01059
OG0000417	Praw.g_01275	Prax.g_01058
OG0000418	Praw.g_01270	Prax.g_01053
OG0000419	Praw.g_01268	Prax.g_01051
OG0000420	Praw.g_01267	Prax.g_01050
OG0000421	Praw.g_01262	Prax.g_01045
OG0000422	Praw.g_01261	Prax.g_01044
OG0000423	Praw.g_01260	Prax.g_01043
OG0000424	Praw.g_01259	Prax.g_01042
OG0000425	Praw.g_01258	Prax.g_01041
OG0000426	Praw.g_01257	Prax.g_01040
OG0000427	Praw.g_01256	Prax.g_01039
OG0000428	Praw.g_01254	Prax.g_01037
OG0000429	Praw.g_01253	Prax.g_01036
OG0000430	Praw.g_01252	Prax.g_01035
OG0000431	Praw.g_01250	Prax.g_01033
OG0000432	Praw.g_01247	Prax.g_01030
OG0000433	Praw.g_01246	Prax.g_01029
OG0000434	Praw.g_01245	Prax.g_01028
OG0000435	Praw.g_01244	Prax.g_01027
OG0000436	Praw.g_01239	Prax.g_01022
OG0000437	Praw.g_01238	Prax.g_01021
OG0000438	Praw.g_01237	Prax.g_01020
OG0000439	Praw.g_01235	Prax.g_01018
OG0000440	Praw.g_01234	Prax.g_01017
OG0000441	Praw.g_01231	Prax.g_01014
OG0000442	Praw.g_01230	Prax.g_01013
OG0000443	Praw.g_01229	Prax.g_01012
OG0000444	Praw.g_01224	Prax.g_01007
OG0000445	Praw.g_01223	Prax.g_01006
OG0000446	Praw.g_01222	Prax.g_01005
OG0000447	Praw.g_01221	Prax.g_01004
OG0000448	Praw.g_01220	Prax.g_01003
OG0000449	Praw.g_01219	Prax.g_01002
OG0000450	Praw.g_01218	Prax.g_01001
OG0000451	Praw.g_01217	Prax.g_01000
OG0000452	Praw.g_01214	Prax.g_00997
OG0000453	Praw.g_01213	Prax.g_00996
OG0000454	Praw.g_01212	Prax.g_00995
OG0000455	Praw.g_01211	Prax.g_00994
OG0000456	Praw.g_01210	Prax.g_00993
OG0000457	Praw.g_01209	Prax.g_00992
OG0000458	Praw.g_01208	Prax.g_00991
OG0000459	Praw.g_01207	Prax.g_00990
OG0000460	Praw.g_01200	Prax.g_00983
OG0000461	Praw.g_00891	Prax.g_00933
OG0000462	Praw.g_00889	Prax.g_00931
OG0000463	Praw.g_00888	Prax.g_00930
OG0000464	Praw.g_00887	Prax.g_00929
OG0000465	Praw.g_00886	Prax.g_00928
OG0000466	Praw.g_00883	Prax.g_00925
OG0000467	Praw.g_00882	Prax.g_00924
OG0000468	Praw.g_00880	Prax.g_00922
OG0000469	Praw.g_00872	Prax.g_00913
OG0000470	Praw.g_00870	Prax.g_00911
OG0000471	Praw.g_00869	Prax.g_00910
OG0000472	Praw.g_00868	Prax.g_00909
OG0000473	Praw.g_00866	Prax.g_00907
OG0000474	Praw.g_00865	Prax.g_00906
OG0000475	Praw.g_00864	Prax.g_00905
OG0000476	Praw.g_00863	Prax.g_00904
OG0000477	Praw.g_00859	Prax.g_00900
OG0000478	Praw.g_00858	Prax.g_00899
OG0000479	Praw.g_00857	Prax.g_00898
OG0000480	Praw.g_00852	Prax.g_00893
OG0000481	Praw.g_00850	Prax.g_00891
OG0000482	Praw.g_00849	Prax.g_00890
OG0000483	Praw.g_00846	Prax.g_00887
OG0000484	Praw.g_00845	Prax.g_00886
OG0000485	Praw.g_00844	Prax.g_00885
OG0000486	Praw.g_00843	Prax.g_00884
OG0000487	Praw.g_00839	Prax.g_00880
OG0000488	Praw.g_00836	Prax.g_00877
OG0000489	Praw.g_00831	Prax.g_00872
OG0000490	Praw.g_00826	Prax.g_00867
OG0000491	Praw.g_00825	Prax.g_00866
OG0000492	Praw.g_00823	Prax.g_00864
OG0000493	Praw.g_00822	Prax.g_00863
OG0000494	Praw.g_00821	Prax.g_00862
OG0000495	Praw.g_00820	Prax.g_00861
OG0000496	Praw.g_00819	Prax.g_00860
OG0000497	Praw.g_00818	Prax.g_00859
OG0000498	Praw.g_00817	Prax.g_00858
OG0000499	Praw.g_00816	Prax.g_00857
OG0000500	Praw.g_00815	Prax.g_00856
OG0000501	Praw.g_00813	Prax.g_00854
OG0000502	Praw.g_00810	Prax.g_00849
OG0000503	Praw.g_00796	Prax.g_00839
OG0000504	Praw.g_00795	Prax.g_00838
OG0000505	Praw.g_00794	Prax.g_00837
OG0000506	Praw.g_00792	Prax.g_00835
OG0000507	Praw.g_00790	Prax.g_00832
OG0000508	Praw.g_00787	Prax.g_00828
OG0000509	Praw.g_00785	Prax.g_00826
OG0000510	Praw.g_00784	Prax.g_00825
OG0000511	Praw.g_00783	Prax.g_00824
OG0000512	Praw.g_00781	Prax.g_00822
OG0000513	Praw.g_00774	Prax.g_00815
OG0000514	Praw.g_00716	Prax.g_00769
OG0000515	Praw.g_00715	Prax.g_00768
OG0000516	Praw.g_00714	Prax.g_00767
OG0000517	Praw.g_00712	Prax.g_00765
OG0000518	Praw.g_00701	Prax.g_00754
OG0000519	Praw.g_00700	Prax.g_00753
OG0000520	Praw.g_00699	Prax.g_00752
OG0000521	Praw.g_00694	Prax.g_00747
OG0000522	Praw.g_00692	Prax.g_00746
OG0000523	Praw.g_00691	Prax.g_00745
OG0000524	Praw.g_00686	Prax.g_00740
OG0000525	Praw.g_00683	Prax.g_00737
OG0000526	Praw.g_00682	Prax.g_00736
OG0000527	Praw.g_00674	Prax.g_00729
OG0000528	Praw.g_00669	Prax.g_00724
OG0000529	Praw.g_00666	Prax.g_00721
OG0000530	Praw.g_00664	Prax.g_00718
OG0000531	Praw.g_00663	Prax.g_00717
OG0000532	Praw.g_00661	Prax.g_00715
OG0000533	Praw.g_00660	Prax.g_00714
OG0000534	Praw.g_00659	Prax.g_00713
OG0000535	Praw.g_00658	Prax.g_00712
OG0000536	Praw.g_00657	Prax.g_00711
OG0000537	Praw.g_00656	Prax.g_00709
OG0000538	Praw.g_00648	Prax.g_00701
OG0000539	Praw.g_00647	Prax.g_00700
OG0000540	Praw.g_00646	Prax.g_00699
OG0000541	Praw.g_00645	Prax.g_00698
OG0000542	Praw.g_00643	Prax.g_00696
OG0000543	Praw.g_00641	Prax.g_00694
OG0000544	Praw.g_00640	Prax.g_00693
OG0000545	Praw.g_00638	Prax.g_00691
OG0000546	Praw.g_00635	Prax.g_00688
OG0000547	Praw.g_00633	Prax.g_00686
OG0000548	Praw.g_00632	Prax.g_00685
OG0000549	Praw.g_00630	Prax.g_00683
OG0000550	Praw.g_00625	Prax.g_00678
OG0000551	Praw.g_00621	Prax.g_00674
OG0000552	Praw.g_00620	Prax.g_00673
OG0000553	Praw.g_00619	Prax.g_00672
OG0000554	Praw.g_00614	Prax.g_00667
OG0000555	Praw.g_00606	Prax.g_00003
OG0000556	Praw.g_00604	Prax.g_00005
OG0000557	Praw.g_00603	Prax.g_00006
OG0000558	Praw.g_00601	Prax.g_00008
OG0000559	Praw.g_00597	Prax.g_00012
