Orthogroup	Praw	Prbd
OG0000025	Praw.g_00803	Prbd.g_00908
OG0000026	Praw.g_01397	Prbd.g_01206
OG0000026	Praw.g_01453	Prbd.g_00355
OG0000027	Praw.g_00677	Prbd.g_00772
OG0000027	Praw.g_00962	Prbd.g_01832
OG0000028	Praw.g_00814	Prbd.g_00919
OG0000028	Praw.g_00334	Prbd.g_01864
OG0000029	Praw.g_01755	Prbd.g_00052
OG0000030	Praw.g_00029	Prbd.g_01325
OG0000032	Praw.g_01043	Prbd.g_01730
OG0000033	Praw.g_01266	Prbd.g_01071
OG0000034	Praw.g_00991	Prbd.g_01791
OG0000035	Praw.g_01081, Praw.g_01083	Prbd.g_01689
OG0000037	Praw.g_01326	Prbd.g_01135
OG0000038	Praw.g_01182	Prbd.g_01283
OG0000039	Praw.g_01836	Prbd.g_00558
OG0000040	Praw.g_00476	Prbd.g_01550
OG0000040	Praw.g_00214	Prbd.g_00448
OG0000041	Praw.g_00562	Prbd.g_01478
OG0000042	Praw.g_00032	Prbd.g_01328
OG0000043	Praw.g_01627	Prbd.g_00174
OG0000045	Praw.g_00761	Prbd.g_00867
OG0000047	Praw.g_00804	Prbd.g_00909
OG0000048	Praw.g_00758	Prbd.g_00864
OG0000049	Praw.g_00750	Prbd.g_00854
OG0000049	Praw.g_00928	Prbd.g_01894
OG0000050	Praw.g_01432	Prbd.g_00375
OG0000053	Praw.g_00357	Prbd.g_01669
OG0000054	Praw.g_00142	Prbd.g_00638
OG0000055	Praw.g_01716	Prbd.g_00083
OG0000057	Praw.g_01824	Prbd.g_00546
OG0000058	Praw.g_01055	Prbd.g_01733
OG0000059	Praw.g_01894	Prbd.g_01439
OG0000060	Praw.g_01743	Prbd.g_00824
OG0000061	Praw.g_00234	Prbd.g_00468
OG0000062	Praw.g_00415	Prbd.g_01610
OG0000063	Praw.g_01395	Prbd.g_01204
OG0000065	Praw.g_01328	Prbd.g_01137
OG0000066	Praw.g_00609	Prbd.g_00703
OG0000067	Praw.g_01697	Prbd.g_00102
OG0000068	Praw.g_01016	Prbd.g_01764
OG0000069	Praw.g_00448	Prbd.g_01575
OG0000070	Praw.g_00697	Prbd.g_00792
OG0000071	Praw.g_00981	Prbd.g_01801
OG0000072	Praw.g_01264	Prbd.g_01069
OG0000073	Praw.g_00649	Prbd.g_00743
OG0000074	Praw.g_01840	Prbd.g_00562
OG0000075	Praw.g_00064	Prbd.g_01359
OG0000076	Praw.g_00039	Prbd.g_01335
OG0000077	Praw.g_01356	Prbd.g_01166
OG0000078	Praw.g_01196	Prbd.g_01000
OG0000081	Praw.g_00617	Prbd.g_00711
OG0000082	Praw.g_01932	Prbd.g_00658
OG0000083	Praw.g_01769	Prbd.g_00038
OG0000083	Praw.g_00958	Prbd.g_01855
OG0000083	Praw.g_01775	Prbd.g_00031
OG0000084	Praw.g_01087	Prbd.g_01693
OG0000085	Praw.g_00508	Prbd.g_01532
OG0000086	Praw.g_01346	Prbd.g_01156
OG0000087	Praw.g_01296	Prbd.g_01104, Prbd.g_01103
OG0000088	Praw.g_01269	Prbd.g_01074
OG0000089	Praw.g_00776	Prbd.g_00883
OG0000090	Praw.g_00615	Prbd.g_00709
OG0000091	Praw.g_01880	Prbd.g_00602
OG0000092	Praw.g_01592	Prbd.g_00211
OG0000093	Praw.g_01571	Prbd.g_00232
OG0000094	Praw.g_01486	Prbd.g_00321
OG0000095	Praw.g_01467	Prbd.g_00340
OG0000096	Praw.g_00482	Prbd.g_01840
OG0000096	Praw.g_00184	Prbd.g_00409
OG0000096	Praw.g_00945	Prbd.g_01870
OG0000097	Praw.g_00275	Prbd.g_00509
OG0000098	Praw.g_00997	Prbd.g_01782
OG0000099	Praw.g_01051	Prbd.g_01734
OG0000100	Praw.g_00411	Prbd.g_01614
OG0000101	Praw.g_00096	Prbd.g_01391
OG0000102	Praw.g_00034	Prbd.g_01330
OG0000103	Praw.g_01148	Prbd.g_01250
OG0000104	Praw.g_01140	Prbd.g_01241
OG0000105	Praw.g_00860	Prbd.g_00965
OG0000106	Praw.g_00762	Prbd.g_00868
OG0000107	Praw.g_00748	Prbd.g_00852
OG0000108	Praw.g_00667	Prbd.g_00762
OG0000109	Praw.g_00654	Prbd.g_00748
OG0000110	Praw.g_01922	Prbd.g_00668
OG0000111	Praw.g_01823	Prbd.g_00545
OG0000112	Praw.g_01732	Prbd.g_00066
OG0000113	Praw.g_01675	Prbd.g_00124
OG0000114	Praw.g_01597	Prbd.g_00206
OG0000115	Praw.g_00178	Prbd.g_00401
OG0000116	Praw.g_00224	Prbd.g_00458
OG0000117	Praw.g_00926	Prbd.g_01895
OG0000118	Praw.g_00993	Prbd.g_01789
OG0000119	Praw.g_01012	Prbd.g_01768
OG0000120	Praw.g_01050	Prbd.g_01737
OG0000121	Praw.g_01078	Prbd.g_01687
OG0000122	Praw.g_00377	Prbd.g_01649
OG0000123	Praw.g_00089	Prbd.g_01384
OG0000124	Praw.g_00023	Prbd.g_01318
OG0000125	Praw.g_01180	Prbd.g_01281
OG0000126	Praw.g_01141	Prbd.g_01242
OG0000128	Praw.g_01125	Prbd.g_01226
OG0000129	Praw.g_01384	Prbd.g_01194
OG0000130	Praw.g_01365	Prbd.g_01175
OG0000131	Praw.g_01290	Prbd.g_01095
OG0000132	Praw.g_01271	Prbd.g_01076
OG0000133	Praw.g_00812	Prbd.g_00917
OG0000134	Praw.g_00775	Prbd.g_00882
OG0000135	Praw.g_00751	Prbd.g_00855
OG0000136	Praw.g_00706	Prbd.g_00801
OG0000137	Praw.g_00672	Prbd.g_00767
OG0000138	Praw.g_00653	Prbd.g_00747
OG0000139	Praw.g_00611	Prbd.g_00705
OG0000140	Praw.g_00610	Prbd.g_00704
OG0000141	Praw.g_00143	Prbd.g_00637
OG0000142	Praw.g_01887	Prbd.g_00609
OG0000143	Praw.g_01883	Prbd.g_00605
OG0000144	Praw.g_01870	Prbd.g_00592
OG0000145	Praw.g_01745	Prbd.g_00062
OG0000146	Praw.g_01731	Prbd.g_00067
OG0000147	Praw.g_01730	Prbd.g_00068
OG0000148	Praw.g_01681	Prbd.g_00118
OG0000149	Praw.g_01652	Prbd.g_00149
OG0000150	Praw.g_01644	Prbd.g_00157
OG0000151	Praw.g_01587	Prbd.g_00216
OG0000152	Praw.g_01539	Prbd.g_00264
OG0000153	Praw.g_01520	Prbd.g_00283
OG0000154	Praw.g_01493	Prbd.g_00314
OG0000155	Praw.g_00254	Prbd.g_00488
OG0000156	Praw.g_00968	Prbd.g_01812
OG0000157	Praw.g_00969	Prbd.g_01811
OG0000158	Praw.g_01052	Prbd.g_01736
OG0000159	Praw.g_01054	Prbd.g_01735
OG0000160	Praw.g_01079, Praw.g_01080	Prbd.g_01688
OG0000161	Praw.g_00344	Prbd.g_01682
OG0000162	Praw.g_00350	Prbd.g_01676
OG0000163	Praw.g_00384	Prbd.g_01642
OG0000164	Praw.g_00539	Prbd.g_01501
OG0000165	Praw.g_00546	Prbd.g_01494
OG0000166	Praw.g_00132	Prbd.g_01427
OG0000167	Praw.g_00066	Prbd.g_01361
OG0000168	Praw.g_00056	Prbd.g_01351
OG0000169	Praw.g_00046	Prbd.g_01341
OG0000170	Praw.g_00044	Prbd.g_01339
OG0000171	Praw.g_00024	Prbd.g_01319
OG0000172	Praw.g_00016	Prbd.g_01310
OG0000173	Praw.g_00001	Prbd.g_01295
OG0000174	Praw.g_01166	Prbd.g_01268
OG0000175	Praw.g_01156	Prbd.g_01258
OG0000176	Praw.g_01132	Prbd.g_01233
OG0000177	Praw.g_01131	Prbd.g_01232
OG0000178	Praw.g_01130	Prbd.g_01231
OG0000179	Praw.g_01412	Prbd.g_01221
OG0000180	Praw.g_01411	Prbd.g_01220
OG0000181	Praw.g_01410	Prbd.g_01219
OG0000182	Praw.g_01409	Prbd.g_01218
OG0000183	Praw.g_01405	Prbd.g_01214
OG0000184	Praw.g_01382	Prbd.g_01191
OG0000185	Praw.g_01379	Prbd.g_01188
OG0000186	Praw.g_01370	Prbd.g_01180
OG0000187	Praw.g_01369	Prbd.g_01179
OG0000188	Praw.g_01352	Prbd.g_01162
OG0000189	Praw.g_01339	Prbd.g_01148
OG0000190	Praw.g_01338	Prbd.g_01147
OG0000191	Praw.g_01318	Prbd.g_01126
OG0000192	Praw.g_01314	Prbd.g_01122
OG0000193	Praw.g_01289	Prbd.g_01094
OG0000194	Praw.g_01286	Prbd.g_01091
OG0000195	Praw.g_01284	Prbd.g_01089
OG0000196	Praw.g_01274	Prbd.g_01079
OG0000197	Praw.g_01273	Prbd.g_01078
OG0000198	Praw.g_01272	Prbd.g_01077
OG0000199	Praw.g_01265	Prbd.g_01070
OG0000200	Praw.g_01251	Prbd.g_01056
OG0000201	Praw.g_01243	Prbd.g_01048
OG0000202	Praw.g_01242	Prbd.g_01047
OG0000203	Praw.g_01241	Prbd.g_01046
OG0000204	Praw.g_01240	Prbd.g_01045
OG0000205	Praw.g_01233	Prbd.g_01038
OG0000206	Praw.g_01228	Prbd.g_01033
OG0000207	Praw.g_01226	Prbd.g_01031
OG0000208	Praw.g_01225	Prbd.g_01030
OG0000209	Praw.g_01216	Prbd.g_01021
OG0000210	Praw.g_01215	Prbd.g_01020
OG0000211	Praw.g_01202	Prbd.g_01006
OG0000212	Praw.g_01195	Prbd.g_00999
OG0000213	Praw.g_00876	Prbd.g_00982
OG0000214	Praw.g_00867	Prbd.g_00972
OG0000215	Praw.g_00842	Prbd.g_00947
OG0000216	Praw.g_00840	Prbd.g_00945
OG0000217	Praw.g_00837	Prbd.g_00942
OG0000218	Praw.g_00835	Prbd.g_00940
OG0000219	Praw.g_00834	Prbd.g_00939
OG0000220	Praw.g_00833	Prbd.g_00938
OG0000221	Praw.g_00832	Prbd.g_00937
OG0000222	Praw.g_00824	Prbd.g_00929
OG0000223	Praw.g_00811	Prbd.g_00916
OG0000224	Praw.g_00809	Prbd.g_00914
OG0000225	Praw.g_00786	Prbd.g_00893
OG0000226	Praw.g_00782	Prbd.g_00889
OG0000227	Praw.g_00780	Prbd.g_00887
OG0000228	Praw.g_00777	Prbd.g_00884
OG0000229	Praw.g_00711	Prbd.g_00806
OG0000230	Praw.g_00709	Prbd.g_00804
OG0000231	Praw.g_00698	Prbd.g_00793
OG0000232	Praw.g_00689	Prbd.g_00784
OG0000233	Praw.g_00684	Prbd.g_00779
OG0000234	Praw.g_00671	Prbd.g_00766
OG0000235	Praw.g_00668	Prbd.g_00763
OG0000236	Praw.g_00655	Prbd.g_00749
OG0000237	Praw.g_00642	Prbd.g_00736
OG0000238	Praw.g_00636	Prbd.g_00730
OG0000239	Praw.g_00623	Prbd.g_00717
OG0000240	Praw.g_00622	Prbd.g_00716
OG0000241	Praw.g_00618	Prbd.g_00712
OG0000242	Praw.g_00616	Prbd.g_00710
OG0000243	Praw.g_00605	Prbd.g_00699
OG0000244	Praw.g_00602	Prbd.g_00696
OG0000245	Praw.g_00600	Prbd.g_00694
OG0000246	Praw.g_00596	Prbd.g_00690
OG0000247	Praw.g_00586	Prbd.g_00680
OG0000248	Praw.g_00584	Prbd.g_00678
OG0000249	Praw.g_00582	Prbd.g_00676
OG0000250	Praw.g_00577	Prbd.g_00671
OG0000251	Praw.g_01937	Prbd.g_00653
OG0000252	Praw.g_01940	Prbd.g_00650
OG0000253	Praw.g_01941	Prbd.g_00649
OG0000254	Praw.g_00147	Prbd.g_00633
OG0000255	Praw.g_00153	Prbd.g_00627
OG0000256	Praw.g_00163	Prbd.g_00617
OG0000257	Praw.g_00166	Prbd.g_00614
OG0000258	Praw.g_01879	Prbd.g_00601
OG0000259	Praw.g_01862	Prbd.g_00584
OG0000260	Praw.g_01859	Prbd.g_00581
OG0000261	Praw.g_01857	Prbd.g_00579
OG0000262	Praw.g_01853	Prbd.g_00575
OG0000263	Praw.g_01841	Prbd.g_00563
OG0000264	Praw.g_01831	Prbd.g_00553
OG0000265	Praw.g_01809	Prbd.g_00007
OG0000266	Praw.g_01799	Prbd.g_00017
OG0000267	Praw.g_01788	Prbd.g_00028
OG0000268	Praw.g_01787	Prbd.g_00029
OG0000269	Praw.g_01702	Prbd.g_00097
OG0000270	Praw.g_01699	Prbd.g_00100
OG0000271	Praw.g_01691	Prbd.g_00108
OG0000272	Praw.g_01690	Prbd.g_00109
OG0000273	Praw.g_01668	Prbd.g_00132
OG0000274	Praw.g_01667	Prbd.g_00133
OG0000275	Praw.g_01665	Prbd.g_00136
OG0000276	Praw.g_01660	Prbd.g_00141
OG0000277	Praw.g_01659	Prbd.g_00142
OG0000278	Praw.g_01656	Prbd.g_00145
OG0000279	Praw.g_01649	Prbd.g_00152
OG0000280	Praw.g_01648	Prbd.g_00153
OG0000281	Praw.g_01643	Prbd.g_00158
OG0000282	Praw.g_01595	Prbd.g_00208
OG0000283	Praw.g_01562	Prbd.g_00241
OG0000284	Praw.g_01557	Prbd.g_00246
OG0000285	Praw.g_01552	Prbd.g_00251
OG0000286	Praw.g_01540	Prbd.g_00263
OG0000287	Praw.g_01523	Prbd.g_00280
OG0000288	Praw.g_01494	Prbd.g_00313
OG0000289	Praw.g_01483	Prbd.g_00324
OG0000290	Praw.g_01470	Prbd.g_00337
OG0000291	Praw.g_01468	Prbd.g_00339
OG0000292	Praw.g_01418	Prbd.g_00389
OG0000293	Praw.g_00225	Prbd.g_00459
OG0000294	Praw.g_00226	Prbd.g_00460
OG0000295	Praw.g_00246	Prbd.g_00480
OG0000296	Praw.g_00248	Prbd.g_00482
OG0000297	Praw.g_00256	Prbd.g_00490
OG0000298	Praw.g_00257	Prbd.g_00491
OG0000299	Praw.g_00274	Prbd.g_00508
OG0000300	Praw.g_00277	Prbd.g_00511
OG0000301	Praw.g_00278	Prbd.g_00512
OG0000302	Praw.g_00280	Prbd.g_00514
OG0000303	Praw.g_00287	Prbd.g_00521
OG0000304	Praw.g_00291	Prbd.g_00525
OG0000305	Praw.g_01008	Prbd.g_01772
OG0000306	Praw.g_01011	Prbd.g_01769
OG0000307	Praw.g_01025	Prbd.g_01755
OG0000308	Praw.g_01026	Prbd.g_01754
OG0000309	Praw.g_01030	Prbd.g_01750
OG0000310	Praw.g_01098	Prbd.g_01704
OG0000311	Praw.g_01096	Prbd.g_01702
OG0000312	Praw.g_01093	Prbd.g_01699
OG0000313	Praw.g_01076	Prbd.g_01685
OG0000314	Praw.g_00363	Prbd.g_01662
OG0000315	Praw.g_00374	Prbd.g_01652
OG0000316	Praw.g_00394	Prbd.g_01632
OG0000317	Praw.g_00513	Prbd.g_01527
OG0000318	Praw.g_00516	Prbd.g_01524
OG0000319	Praw.g_00529	Prbd.g_01511
OG0000320	Praw.g_00531	Prbd.g_01509
OG0000321	Praw.g_00532	Prbd.g_01508
OG0000322	Praw.g_00533	Prbd.g_01507
OG0000323	Praw.g_00542	Prbd.g_01498
OG0000324	Praw.g_00569	Prbd.g_01471
OG0000325	Praw.g_01916	Prbd.g_01462
OG0000326	Praw.g_01910	Prbd.g_01456
OG0000327	Praw.g_00137	Prbd.g_01432
OG0000328	Praw.g_00136	Prbd.g_01431
OG0000329	Praw.g_00119	Prbd.g_01414
OG0000330	Praw.g_00118	Prbd.g_01413
OG0000331	Praw.g_00117	Prbd.g_01412
OG0000332	Praw.g_00103	Prbd.g_01398
OG0000333	Praw.g_00101	Prbd.g_01396
OG0000334	Praw.g_00093	Prbd.g_01388
OG0000335	Praw.g_00088	Prbd.g_01383
OG0000336	Praw.g_00084	Prbd.g_01379
OG0000337	Praw.g_00068	Prbd.g_01363
OG0000338	Praw.g_00067	Prbd.g_01362
OG0000339	Praw.g_00063	Prbd.g_01358
OG0000340	Praw.g_00055	Prbd.g_01350
OG0000341	Praw.g_00053	Prbd.g_01348
OG0000342	Praw.g_00052	Prbd.g_01347
OG0000343	Praw.g_00051	Prbd.g_01346
OG0000344	Praw.g_00048	Prbd.g_01343
OG0000345	Praw.g_00043	Prbd.g_01338
OG0000346	Praw.g_00038	Prbd.g_01334
OG0000347	Praw.g_00022	Prbd.g_01317
OG0000348	Praw.g_00013	Prbd.g_01307
OG0000349	Praw.g_01189	Prbd.g_01290
OG0000350	Praw.g_01170	Prbd.g_01272
OG0000351	Praw.g_01153	Prbd.g_01255
OG0000352	Praw.g_01152	Prbd.g_01254
OG0000353	Praw.g_01137	Prbd.g_01238
OG0000355	Praw.g_01135	Prbd.g_01236
OG0000356	Praw.g_01134	Prbd.g_01235
OG0000357	Praw.g_01133	Prbd.g_01234
OG0000358	Praw.g_01129	Prbd.g_01230
OG0000359	Praw.g_01128	Prbd.g_01229
OG0000360	Praw.g_01127	Prbd.g_01228
OG0000361	Praw.g_01126	Prbd.g_01227
OG0000362	Praw.g_01124	Prbd.g_01225
OG0000363	Praw.g_01414	Prbd.g_01223
OG0000364	Praw.g_01413	Prbd.g_01222
OG0000365	Praw.g_01408	Prbd.g_01217
OG0000366	Praw.g_01407	Prbd.g_01216
OG0000367	Praw.g_01406	Prbd.g_01215
OG0000368	Praw.g_01404	Prbd.g_01213
OG0000369	Praw.g_01403	Prbd.g_01212
OG0000370	Praw.g_01402	Prbd.g_01211
OG0000371	Praw.g_01396	Prbd.g_01205
OG0000372	Praw.g_01393	Prbd.g_01202
OG0000373	Praw.g_01392	Prbd.g_01201
OG0000374	Praw.g_01391	Prbd.g_01200
OG0000375	Praw.g_01388	Prbd.g_01198
OG0000376	Praw.g_01386	Prbd.g_01196
OG0000377	Praw.g_01383	Prbd.g_01192
OG0000378	Praw.g_01381	Prbd.g_01190
OG0000379	Praw.g_01378	Prbd.g_01187
OG0000380	Praw.g_01368	Prbd.g_01178
OG0000381	Praw.g_01364	Prbd.g_01174
OG0000382	Praw.g_01353	Prbd.g_01163
OG0000383	Praw.g_01351	Prbd.g_01161
OG0000384	Praw.g_01350	Prbd.g_01160
OG0000385	Praw.g_01349	Prbd.g_01159
OG0000386	Praw.g_01348	Prbd.g_01158
OG0000387	Praw.g_01336	Prbd.g_01145
OG0000388	Praw.g_01333	Prbd.g_01142
OG0000389	Praw.g_01329	Prbd.g_01138
OG0000390	Praw.g_01322	Prbd.g_01131
OG0000391	Praw.g_01319	Prbd.g_01127
OG0000392	Praw.g_01315	Prbd.g_01123
OG0000393	Praw.g_01313	Prbd.g_01121
OG0000394	Praw.g_01312	Prbd.g_01120
OG0000395	Praw.g_01311	Prbd.g_01119
OG0000396	Praw.g_01308	Prbd.g_01116
OG0000397	Praw.g_01306	Prbd.g_01114
OG0000398	Praw.g_01304	Prbd.g_01112
OG0000399	Praw.g_01303	Prbd.g_01111
OG0000400	Praw.g_01302	Prbd.g_01110
OG0000401	Praw.g_01301	Prbd.g_01109
OG0000402	Praw.g_01299	Prbd.g_01107
OG0000403	Praw.g_01298	Prbd.g_01106
OG0000404	Praw.g_01297	Prbd.g_01105
OG0000405	Praw.g_01293	Prbd.g_01100
OG0000406	Praw.g_01288	Prbd.g_01093
OG0000407	Praw.g_01287	Prbd.g_01092
OG0000408	Praw.g_01285	Prbd.g_01090
OG0000409	Praw.g_01283	Prbd.g_01088
OG0000410	Praw.g_01282	Prbd.g_01087
OG0000411	Praw.g_01281	Prbd.g_01086
OG0000412	Praw.g_01280	Prbd.g_01085
OG0000413	Praw.g_01279	Prbd.g_01084
OG0000414	Praw.g_01278	Prbd.g_01083
OG0000415	Praw.g_01277	Prbd.g_01082
OG0000416	Praw.g_01276	Prbd.g_01081
OG0000417	Praw.g_01275	Prbd.g_01080
OG0000418	Praw.g_01270	Prbd.g_01075
OG0000419	Praw.g_01268	Prbd.g_01073
OG0000420	Praw.g_01267	Prbd.g_01072
OG0000421	Praw.g_01262	Prbd.g_01067
OG0000422	Praw.g_01261	Prbd.g_01066
OG0000423	Praw.g_01260	Prbd.g_01065
OG0000424	Praw.g_01259	Prbd.g_01064
OG0000425	Praw.g_01258	Prbd.g_01063
OG0000426	Praw.g_01257	Prbd.g_01062
OG0000427	Praw.g_01256	Prbd.g_01061
OG0000428	Praw.g_01254	Prbd.g_01059
OG0000429	Praw.g_01253	Prbd.g_01058
OG0000430	Praw.g_01252	Prbd.g_01057
OG0000431	Praw.g_01250	Prbd.g_01055
OG0000432	Praw.g_01247	Prbd.g_01052
OG0000433	Praw.g_01246	Prbd.g_01051
OG0000434	Praw.g_01245	Prbd.g_01050
OG0000435	Praw.g_01244	Prbd.g_01049
OG0000436	Praw.g_01239	Prbd.g_01044
OG0000437	Praw.g_01238	Prbd.g_01043
OG0000438	Praw.g_01237	Prbd.g_01042
OG0000439	Praw.g_01235	Prbd.g_01040
OG0000440	Praw.g_01234	Prbd.g_01039
OG0000441	Praw.g_01231	Prbd.g_01036
OG0000442	Praw.g_01230	Prbd.g_01035
OG0000443	Praw.g_01229	Prbd.g_01034
OG0000444	Praw.g_01224	Prbd.g_01029
OG0000445	Praw.g_01223	Prbd.g_01028
OG0000446	Praw.g_01222	Prbd.g_01027
OG0000447	Praw.g_01221	Prbd.g_01026
OG0000448	Praw.g_01220	Prbd.g_01025
OG0000449	Praw.g_01219	Prbd.g_01024
OG0000450	Praw.g_01218	Prbd.g_01023
OG0000451	Praw.g_01217	Prbd.g_01022
OG0000452	Praw.g_01214	Prbd.g_01019
OG0000453	Praw.g_01213	Prbd.g_01018
OG0000454	Praw.g_01212	Prbd.g_01017
OG0000455	Praw.g_01211	Prbd.g_01016
OG0000456	Praw.g_01210	Prbd.g_01015
OG0000457	Praw.g_01209	Prbd.g_01013
OG0000458	Praw.g_01208	Prbd.g_01012
OG0000459	Praw.g_01207	Prbd.g_01011
OG0000460	Praw.g_01200	Prbd.g_01004
OG0000461	Praw.g_00891	Prbd.g_00997
OG0000462	Praw.g_00889	Prbd.g_00995
OG0000463	Praw.g_00888	Prbd.g_00994
OG0000464	Praw.g_00887	Prbd.g_00993
OG0000465	Praw.g_00886	Prbd.g_00992
OG0000466	Praw.g_00883	Prbd.g_00989
OG0000467	Praw.g_00882	Prbd.g_00988
OG0000468	Praw.g_00880	Prbd.g_00986
OG0000469	Praw.g_00872	Prbd.g_00977
OG0000470	Praw.g_00870	Prbd.g_00975
OG0000471	Praw.g_00869	Prbd.g_00974
OG0000472	Praw.g_00868	Prbd.g_00973
OG0000473	Praw.g_00866	Prbd.g_00971
OG0000474	Praw.g_00865	Prbd.g_00970
OG0000475	Praw.g_00864	Prbd.g_00969
OG0000476	Praw.g_00863	Prbd.g_00968
OG0000477	Praw.g_00859	Prbd.g_00964
OG0000478	Praw.g_00858	Prbd.g_00963
OG0000479	Praw.g_00857	Prbd.g_00962
OG0000480	Praw.g_00852	Prbd.g_00957
OG0000481	Praw.g_00850	Prbd.g_00955
OG0000482	Praw.g_00849	Prbd.g_00954
OG0000483	Praw.g_00846	Prbd.g_00951
OG0000484	Praw.g_00845	Prbd.g_00950
OG0000485	Praw.g_00844	Prbd.g_00949
OG0000486	Praw.g_00843	Prbd.g_00948
OG0000487	Praw.g_00839	Prbd.g_00944
OG0000488	Praw.g_00836	Prbd.g_00941
OG0000489	Praw.g_00831	Prbd.g_00936
OG0000490	Praw.g_00826	Prbd.g_00931
OG0000491	Praw.g_00825	Prbd.g_00930
OG0000492	Praw.g_00823	Prbd.g_00928
OG0000493	Praw.g_00822	Prbd.g_00927
OG0000494	Praw.g_00821	Prbd.g_00926
OG0000495	Praw.g_00820	Prbd.g_00925
OG0000496	Praw.g_00819	Prbd.g_00924
OG0000497	Praw.g_00818	Prbd.g_00923
OG0000498	Praw.g_00817	Prbd.g_00922
OG0000499	Praw.g_00816	Prbd.g_00921
OG0000500	Praw.g_00815	Prbd.g_00920
OG0000501	Praw.g_00813	Prbd.g_00918
OG0000502	Praw.g_00810	Prbd.g_00915
OG0000503	Praw.g_00796	Prbd.g_00905
OG0000504	Praw.g_00795	Prbd.g_00904
OG0000505	Praw.g_00794	Prbd.g_00903
OG0000506	Praw.g_00792	Prbd.g_00901
OG0000507	Praw.g_00790	Prbd.g_00898
OG0000508	Praw.g_00787	Prbd.g_00894
OG0000509	Praw.g_00785	Prbd.g_00892
OG0000510	Praw.g_00784	Prbd.g_00891
OG0000511	Praw.g_00783	Prbd.g_00890
OG0000512	Praw.g_00781	Prbd.g_00888
OG0000513	Praw.g_00774	Prbd.g_00881
OG0000514	Praw.g_00716	Prbd.g_00811
OG0000515	Praw.g_00715	Prbd.g_00810
OG0000516	Praw.g_00714	Prbd.g_00809
OG0000517	Praw.g_00712	Prbd.g_00807
OG0000518	Praw.g_00701	Prbd.g_00796
OG0000519	Praw.g_00700	Prbd.g_00795
OG0000520	Praw.g_00699	Prbd.g_00794
OG0000521	Praw.g_00694	Prbd.g_00789
OG0000522	Praw.g_00692	Prbd.g_00787
OG0000523	Praw.g_00691	Prbd.g_00786
OG0000524	Praw.g_00686	Prbd.g_00781
OG0000525	Praw.g_00683	Prbd.g_00778
OG0000526	Praw.g_00682	Prbd.g_00777
OG0000527	Praw.g_00674	Prbd.g_00769
OG0000528	Praw.g_00669	Prbd.g_00764
OG0000529	Praw.g_00666	Prbd.g_00761
OG0000530	Praw.g_00664	Prbd.g_00758
OG0000531	Praw.g_00663	Prbd.g_00757
OG0000532	Praw.g_00661	Prbd.g_00755
OG0000533	Praw.g_00660	Prbd.g_00754
OG0000534	Praw.g_00659	Prbd.g_00753
OG0000535	Praw.g_00658	Prbd.g_00752
OG0000536	Praw.g_00657	Prbd.g_00751
OG0000537	Praw.g_00656	Prbd.g_00750
OG0000538	Praw.g_00648	Prbd.g_00742
OG0000539	Praw.g_00647	Prbd.g_00741
OG0000540	Praw.g_00646	Prbd.g_00740
