Orthogroup	Praw	Praj
OG0000218	Praw.g_00835	Praj.g_00334
OG0000219	Praw.g_00834	Praj.g_00335
OG0000220	Praw.g_00833	Praj.g_00336
OG0000221	Praw.g_00832	Praj.g_00337
OG0000222	Praw.g_00824	Praj.g_00345
OG0000223	Praw.g_00811	Praj.g_00358
OG0000224	Praw.g_00809	Praj.g_00360
OG0000225	Praw.g_00786	Praj.g_00391
OG0000226	Praw.g_00782	Praj.g_00395
OG0000227	Praw.g_00780	Praj.g_00397
OG0000228	Praw.g_00777	Praj.g_00402
OG0000229	Praw.g_00711	Praj.g_00430
OG0000230	Praw.g_00709	Praj.g_00432
OG0000231	Praw.g_00698	Praj.g_00443
OG0000232	Praw.g_00689	Praj.g_00451
OG0000233	Praw.g_00684	Praj.g_00459
OG0000234	Praw.g_00671	Praj.g_00468
OG0000235	Praw.g_00668	Praj.g_00472
OG0000236	Praw.g_00655	Praj.g_00485
OG0000237	Praw.g_00642	Praj.g_00498
OG0000238	Praw.g_00636	Praj.g_00504
OG0000239	Praw.g_00623	Praj.g_00516
OG0000240	Praw.g_00622	Praj.g_00517
OG0000241	Praw.g_00618	Praj.g_00521
OG0000242	Praw.g_00616	Praj.g_00523
OG0000243	Praw.g_00605	Praj.g_00534
OG0000244	Praw.g_00602	Praj.g_00537
OG0000245	Praw.g_00600	Praj.g_00539
OG0000246	Praw.g_00596	Praj.g_00543
OG0000247	Praw.g_00586	Praj.g_00553
OG0000248	Praw.g_00584	Praj.g_00555
OG0000249	Praw.g_00582	Praj.g_00557
OG0000250	Praw.g_00577	Praj.g_00562
OG0000251	Praw.g_01937	Praj.g_00578
OG0000252	Praw.g_01940	Praj.g_00580
OG0000253	Praw.g_01941	Praj.g_00582
OG0000254	Praw.g_00147	Praj.g_00599
OG0000255	Praw.g_00153	Praj.g_00605
OG0000256	Praw.g_00163	Praj.g_00615
OG0000257	Praw.g_00166	Praj.g_00618
OG0000258	Praw.g_01879	Praj.g_00631
OG0000259	Praw.g_01862	Praj.g_00648
OG0000260	Praw.g_01859	Praj.g_00651
OG0000261	Praw.g_01857	Praj.g_00654
OG0000262	Praw.g_01853	Praj.g_00659
OG0000263	Praw.g_01841	Praj.g_00673
OG0000264	Praw.g_01831	Praj.g_00684
OG0000265	Praw.g_01809	Praj.g_00698
OG0000266	Praw.g_01799	Praj.g_00708
OG0000267	Praw.g_01788	Praj.g_00721
OG0000268	Praw.g_01787	Praj.g_00722
OG0000269	Praw.g_01702	Praj.g_00764
OG0000270	Praw.g_01699	Praj.g_00767
OG0000271	Praw.g_01691	Praj.g_00775
OG0000272	Praw.g_01690	Praj.g_00776
OG0000273	Praw.g_01668	Praj.g_00801
OG0000274	Praw.g_01667	Praj.g_00802
OG0000275	Praw.g_01665	Praj.g_00804
OG0000276	Praw.g_01660	Praj.g_00810
OG0000277	Praw.g_01659	Praj.g_00811
OG0000278	Praw.g_01656	Praj.g_00815
OG0000279	Praw.g_01649	Praj.g_00822
OG0000280	Praw.g_01648	Praj.g_01326
OG0000281	Praw.g_01643	Praj.g_00829
OG0000282	Praw.g_01595	Praj.g_00889
OG0000283	Praw.g_01562	Praj.g_00920
OG0000284	Praw.g_01557	Praj.g_00925
OG0000285	Praw.g_01552	Praj.g_00930
OG0000286	Praw.g_01540	Praj.g_00945
OG0000287	Praw.g_01523	Praj.g_00085
OG0000288	Praw.g_01494	Praj.g_00994
OG0000289	Praw.g_01483	Praj.g_01005
OG0000290	Praw.g_01470	Praj.g_01021
OG0000291	Praw.g_01468	Praj.g_01023
OG0000292	Praw.g_01418	Praj.g_01196
OG0000293	Praw.g_00225	Praj.g_01470
OG0000294	Praw.g_00226	Praj.g_01469
OG0000295	Praw.g_00246	Praj.g_01447
OG0000296	Praw.g_00248	Praj.g_01445
OG0000297	Praw.g_00256	Praj.g_01437
OG0000298	Praw.g_00257	Praj.g_01436
OG0000299	Praw.g_00274	Praj.g_01417
OG0000300	Praw.g_00277	Praj.g_01414
OG0000301	Praw.g_00278	Praj.g_01413
OG0000302	Praw.g_00280	Praj.g_01410
OG0000303	Praw.g_00287	Praj.g_01405
OG0000304	Praw.g_00291	Praj.g_01402
OG0000305	Praw.g_01008	Praj.g_01734
OG0000306	Praw.g_01011	Praj.g_00833
OG0000307	Praw.g_01025	Praj.g_01584
OG0000308	Praw.g_01026	Praj.g_01585
OG0000309	Praw.g_01030	Praj.g_01589
OG0000310	Praw.g_01098	Praj.g_01616
OG0000311	Praw.g_01096	Praj.g_01618
OG0000312	Praw.g_01093	Praj.g_01621
OG0000313	Praw.g_01076	Praj.g_01636
OG0000314	Praw.g_00363	Praj.g_01657
OG0000315	Praw.g_00374	Praj.g_01667
OG0000316	Praw.g_00394	Praj.g_01692
OG0000317	Praw.g_00513	Praj.g_01766
OG0000318	Praw.g_00516	Praj.g_01769
OG0000319	Praw.g_00529	Praj.g_01780
OG0000320	Praw.g_00531	Praj.g_01782
OG0000321	Praw.g_00532	Praj.g_01783
OG0000322	Praw.g_00533	Praj.g_01784
OG0000323	Praw.g_00542	Praj.g_01793
OG0000324	Praw.g_00569	Praj.g_01820
OG0000325	Praw.g_01916	Praj.g_01870
OG0000326	Praw.g_01910	Praj.g_01876
OG0000327	Praw.g_00137	Praj.g_01910
OG0000328	Praw.g_00136	Praj.g_01911
OG0000329	Praw.g_00119	Praj.g_01928
OG0000330	Praw.g_00118	Praj.g_01929
OG0000331	Praw.g_00117	Praj.g_01930
OG0000332	Praw.g_00103	Praj.g_01944
OG0000333	Praw.g_00101	Praj.g_01946
OG0000334	Praw.g_00093	Praj.g_01955
OG0000335	Praw.g_00088	Praj.g_01960
OG0000336	Praw.g_00084	Praj.g_01964
OG0000337	Praw.g_00068	Praj.g_01982
OG0000338	Praw.g_00067	Praj.g_01983
OG0000339	Praw.g_00063	Praj.g_01988
OG0000340	Praw.g_00055	Praj.g_01997
OG0000341	Praw.g_00053	Praj.g_01999
OG0000342	Praw.g_00052	Praj.g_02000
OG0000343	Praw.g_00051	Praj.g_02001
OG0000344	Praw.g_00048	Praj.g_02004
OG0000345	Praw.g_00043	Praj.g_02009
OG0000346	Praw.g_00038	Praj.g_02013
OG0000347	Praw.g_00022	Praj.g_02034
OG0000348	Praw.g_00013	Praj.g_02064
OG0000349	Praw.g_01189	Praj.g_02082
OG0000350	Praw.g_01170	Praj.g_02103
OG0000351	Praw.g_01153	Praj.g_02128
OG0000352	Praw.g_01152	Praj.g_02129
OG0000353	Praw.g_01137	Praj.g_02148
OG0000355	Praw.g_01135	Praj.g_00001
OG0000356	Praw.g_01134	Praj.g_00002
OG0000357	Praw.g_01133	Praj.g_00003
OG0000358	Praw.g_01129	Praj.g_00007
OG0000359	Praw.g_01128	Praj.g_00008
OG0000360	Praw.g_01127	Praj.g_00009
OG0000361	Praw.g_01126	Praj.g_00010
OG0000362	Praw.g_01124	Praj.g_00012
OG0000363	Praw.g_01414	Praj.g_00014
OG0000364	Praw.g_01413	Praj.g_00015
OG0000365	Praw.g_01408	Praj.g_00020
OG0000366	Praw.g_01407	Praj.g_00021
OG0000367	Praw.g_01406	Praj.g_00022
OG0000368	Praw.g_01404	Praj.g_00024
OG0000369	Praw.g_01403	Praj.g_00025
OG0000370	Praw.g_01402	Praj.g_00026
OG0000371	Praw.g_01396	Praj.g_00032
OG0000372	Praw.g_01393	Praj.g_00034
OG0000373	Praw.g_01392	Praj.g_00035
OG0000374	Praw.g_01391	Praj.g_00036
OG0000375	Praw.g_01388	Praj.g_00044
OG0000376	Praw.g_01386	Praj.g_00046
OG0000377	Praw.g_01383	Praj.g_00049
OG0000378	Praw.g_01381	Praj.g_00051
OG0000379	Praw.g_01378	Praj.g_00054
OG0000380	Praw.g_01368	Praj.g_00104
OG0000381	Praw.g_01364	Praj.g_00108
OG0000382	Praw.g_01353	Praj.g_00119
OG0000383	Praw.g_01351	Praj.g_00121
OG0000384	Praw.g_01350	Praj.g_00122
OG0000385	Praw.g_01349	Praj.g_00123
OG0000386	Praw.g_01348	Praj.g_00124
OG0000387	Praw.g_01336	Praj.g_00137
OG0000388	Praw.g_01333	Praj.g_00141
OG0000389	Praw.g_01329	Praj.g_00144
OG0000390	Praw.g_01322	Praj.g_00153
OG0000391	Praw.g_01319	Praj.g_00157
OG0000392	Praw.g_01315	Praj.g_00160
OG0000393	Praw.g_01313	Praj.g_00163
OG0000394	Praw.g_01312	Praj.g_00164
OG0000395	Praw.g_01311	Praj.g_00165
OG0000396	Praw.g_01308	Praj.g_00168
OG0000397	Praw.g_01306	Praj.g_00170
OG0000398	Praw.g_01304	Praj.g_00173
OG0000399	Praw.g_01303	Praj.g_00174
OG0000400	Praw.g_01302	Praj.g_00175
OG0000401	Praw.g_01301	Praj.g_00176
OG0000402	Praw.g_01299	Praj.g_01057
OG0000403	Praw.g_01298	Praj.g_00177
OG0000404	Praw.g_01297	Praj.g_00178
OG0000405	Praw.g_01293	Praj.g_00183
OG0000406	Praw.g_01288	Praj.g_00187
OG0000407	Praw.g_01287	Praj.g_00188
OG0000408	Praw.g_01285	Praj.g_00190
OG0000409	Praw.g_01283	Praj.g_00192
OG0000410	Praw.g_01282	Praj.g_00193
OG0000411	Praw.g_01281	Praj.g_00194
OG0000412	Praw.g_01280	Praj.g_00195
OG0000413	Praw.g_01279	Praj.g_00196
OG0000414	Praw.g_01278	Praj.g_00197
OG0000415	Praw.g_01277	Praj.g_00198
OG0000416	Praw.g_01276	Praj.g_00199
OG0000417	Praw.g_01275	Praj.g_00200
OG0000418	Praw.g_01270	Praj.g_00205
OG0000419	Praw.g_01268	Praj.g_00207
OG0000420	Praw.g_01267	Praj.g_00208
OG0000421	Praw.g_01262	Praj.g_00212
OG0000422	Praw.g_01261	Praj.g_00213
OG0000423	Praw.g_01260	Praj.g_00214
OG0000424	Praw.g_01259	Praj.g_00215
OG0000425	Praw.g_01258	Praj.g_00216
OG0000426	Praw.g_01257	Praj.g_00217
OG0000427	Praw.g_01256	Praj.g_00218
OG0000428	Praw.g_01254	Praj.g_00220
OG0000429	Praw.g_01253	Praj.g_00221
OG0000430	Praw.g_01252	Praj.g_00222
OG0000431	Praw.g_01250	Praj.g_00224
OG0000432	Praw.g_01247	Praj.g_00228
OG0000433	Praw.g_01246	Praj.g_00229
OG0000434	Praw.g_01245	Praj.g_00230
OG0000435	Praw.g_01244	Praj.g_00231
OG0000436	Praw.g_01239	Praj.g_00236
OG0000437	Praw.g_01238	Praj.g_00237
OG0000438	Praw.g_01237	Praj.g_00238
OG0000439	Praw.g_01235	Praj.g_00240
OG0000440	Praw.g_01234	Praj.g_00241
OG0000441	Praw.g_01231	Praj.g_00243
OG0000442	Praw.g_01230	Praj.g_00244
OG0000443	Praw.g_01229	Praj.g_00245
OG0000444	Praw.g_01224	Praj.g_00250
OG0000445	Praw.g_01223	Praj.g_00251
OG0000446	Praw.g_01222	Praj.g_00252
OG0000447	Praw.g_01221	Praj.g_00253
OG0000448	Praw.g_01220	Praj.g_00254
OG0000449	Praw.g_01219	Praj.g_00255
OG0000450	Praw.g_01218	Praj.g_00256
OG0000451	Praw.g_01217	Praj.g_00257
OG0000452	Praw.g_01214	Praj.g_00260
OG0000453	Praw.g_01213	Praj.g_00261
OG0000454	Praw.g_01212	Praj.g_00262
OG0000455	Praw.g_01211	Praj.g_00263
OG0000456	Praw.g_01210	Praj.g_00264
OG0000457	Praw.g_01209	Praj.g_00265
OG0000458	Praw.g_01208	Praj.g_00266
OG0000459	Praw.g_01207	Praj.g_00267
OG0000460	Praw.g_01200	Praj.g_00275
OG0000461	Praw.g_00891	Praj.g_00283
OG0000462	Praw.g_00889	Praj.g_00285
OG0000463	Praw.g_00888	Praj.g_00286
OG0000464	Praw.g_00887	Praj.g_00287
OG0000465	Praw.g_00886	Praj.g_00288
OG0000466	Praw.g_00883	Praj.g_00289
OG0000467	Praw.g_00882	Praj.g_00290
OG0000468	Praw.g_00880	Praj.g_00292
OG0000469	Praw.g_00872	Praj.g_00299
OG0000470	Praw.g_00870	Praj.g_00301
OG0000471	Praw.g_00869	Praj.g_00302
OG0000472	Praw.g_00868	Praj.g_00303
OG0000473	Praw.g_00866	Praj.g_00305
OG0000474	Praw.g_00865	Praj.g_00306
OG0000475	Praw.g_00864	Praj.g_00307
OG0000476	Praw.g_00863	Praj.g_00309
OG0000477	Praw.g_00859	Praj.g_00311
OG0000478	Praw.g_00858	Praj.g_00312
OG0000479	Praw.g_00857	Praj.g_00313
OG0000480	Praw.g_00852	Praj.g_00318
OG0000481	Praw.g_00850	Praj.g_00320
OG0000482	Praw.g_00849	Praj.g_00321
OG0000483	Praw.g_00846	Praj.g_00324
OG0000484	Praw.g_00845	Praj.g_00325
OG0000485	Praw.g_00844	Praj.g_00326
OG0000486	Praw.g_00843	Praj.g_00327
OG0000487	Praw.g_00839	Praj.g_00330
OG0000488	Praw.g_00836	Praj.g_00333
OG0000489	Praw.g_00831	Praj.g_00338
OG0000490	Praw.g_00826	Praj.g_00343
OG0000491	Praw.g_00825	Praj.g_00344
OG0000492	Praw.g_00823	Praj.g_00346
OG0000493	Praw.g_00822	Praj.g_00347
OG0000494	Praw.g_00821	Praj.g_00348
OG0000495	Praw.g_00820	Praj.g_00349
OG0000496	Praw.g_00819	Praj.g_00350
OG0000497	Praw.g_00818	Praj.g_00351
OG0000498	Praw.g_00817	Praj.g_00352
OG0000499	Praw.g_00816	Praj.g_00353
OG0000500	Praw.g_00815	Praj.g_00354
OG0000501	Praw.g_00813	Praj.g_00356
OG0000502	Praw.g_00810	Praj.g_00359
OG0000503	Praw.g_00796	Praj.g_00380
OG0000504	Praw.g_00795	Praj.g_00382
OG0000505	Praw.g_00794	Praj.g_00383
OG0000506	Praw.g_00792	Praj.g_00384
OG0000507	Praw.g_00790	Praj.g_00387
OG0000508	Praw.g_00787	Praj.g_00390
OG0000509	Praw.g_00785	Praj.g_00392
OG0000510	Praw.g_00784	Praj.g_00393
OG0000511	Praw.g_00783	Praj.g_00394
OG0000512	Praw.g_00781	Praj.g_00396
OG0000513	Praw.g_00774	Praj.g_00406
OG0000514	Praw.g_00716	Praj.g_00425
OG0000515	Praw.g_00715	Praj.g_00426
OG0000516	Praw.g_00714	Praj.g_00427
OG0000517	Praw.g_00712	Praj.g_00429
OG0000518	Praw.g_00701	Praj.g_00440
OG0000519	Praw.g_00700	Praj.g_00441
OG0000520	Praw.g_00699	Praj.g_00442
OG0000521	Praw.g_00694	Praj.g_00447
OG0000522	Praw.g_00692	Praj.g_00449
OG0000523	Praw.g_00691	Praj.g_00450
OG0000524	Praw.g_00686	Praj.g_00457
OG0000525	Praw.g_00683	Praj.g_00461
OG0000526	Praw.g_00682	Praj.g_00462
OG0000527	Praw.g_00674	Praj.g_00465
OG0000528	Praw.g_00669	Praj.g_00471
OG0000529	Praw.g_00666	Praj.g_00474
OG0000530	Praw.g_00664	Praj.g_00477
OG0000531	Praw.g_00663	Praj.g_00478
OG0000532	Praw.g_00661	Praj.g_00479
OG0000533	Praw.g_00660	Praj.g_00480
OG0000534	Praw.g_00659	Praj.g_00481
OG0000535	Praw.g_00658	Praj.g_00482
OG0000536	Praw.g_00657	Praj.g_00483
OG0000537	Praw.g_00656	Praj.g_00484
OG0000538	Praw.g_00648	Praj.g_00492
OG0000539	Praw.g_00647	Praj.g_00493
OG0000540	Praw.g_00646	Praj.g_00494
OG0000541	Praw.g_00645	Praj.g_00495
OG0000542	Praw.g_00643	Praj.g_00497
OG0000543	Praw.g_00641	Praj.g_00499
OG0000544	Praw.g_00640	Praj.g_00500
OG0000545	Praw.g_00638	Praj.g_00502
OG0000546	Praw.g_00635	Praj.g_00505
OG0000547	Praw.g_00633	Praj.g_00507
OG0000548	Praw.g_00632	Praj.g_00508
OG0000549	Praw.g_00630	Praj.g_00511
OG0000550	Praw.g_00625	Praj.g_00515
OG0000551	Praw.g_00621	Praj.g_00518
OG0000552	Praw.g_00620	Praj.g_00519
OG0000553	Praw.g_00619	Praj.g_00520
OG0000554	Praw.g_00614	Praj.g_00525
OG0000555	Praw.g_00606	Praj.g_00533
OG0000556	Praw.g_00604	Praj.g_00535
OG0000557	Praw.g_00603	Praj.g_00536
OG0000558	Praw.g_00601	Praj.g_00538
OG0000559	Praw.g_00597	Praj.g_00542
OG0000560	Praw.g_00594	Praj.g_00545
OG0000561	Praw.g_00593	Praj.g_00546
OG0000562	Praw.g_00592	Praj.g_00547
OG0000563	Praw.g_00591	Praj.g_00548
OG0000564	Praw.g_00590	Praj.g_00549
