Orthogroup	Praw	Prae
OG0000270	Praw.g_01699	Prae.g_00804
OG0000271	Praw.g_01691	Prae.g_00812
OG0000272	Praw.g_01690	Prae.g_00813
OG0000273	Praw.g_01668	Prae.g_00836
OG0000274	Praw.g_01667	Prae.g_00837
OG0000275	Praw.g_01665	Prae.g_00839
OG0000276	Praw.g_01660	Prae.g_00844
OG0000277	Praw.g_01659	Prae.g_00845
OG0000278	Praw.g_01656	Prae.g_00848
OG0000279	Praw.g_01649	Prae.g_00855
OG0000280	Praw.g_01648	Prae.g_00856
OG0000281	Praw.g_01643	Prae.g_00861
OG0000282	Praw.g_01595	Prae.g_00910
OG0000283	Praw.g_01562	Prae.g_00941
OG0000284	Praw.g_01557	Prae.g_00946
OG0000285	Praw.g_01552	Prae.g_00951
OG0000286	Praw.g_01540	Prae.g_00963
OG0000287	Praw.g_01523	Prae.g_00980
OG0000288	Praw.g_01494	Prae.g_01013
OG0000289	Praw.g_01483	Prae.g_01024
OG0000290	Praw.g_01470	Prae.g_01037
OG0000291	Praw.g_01468	Prae.g_01039
OG0000292	Praw.g_01418	Prae.g_01090
OG0000293	Praw.g_00225	Prae.g_01154
OG0000294	Praw.g_00226	Prae.g_01155
OG0000295	Praw.g_00246	Prae.g_01175
OG0000296	Praw.g_00248	Prae.g_01177
OG0000297	Praw.g_00256	Prae.g_01185
OG0000298	Praw.g_00257	Prae.g_01186
OG0000299	Praw.g_00274	Prae.g_01203
OG0000300	Praw.g_00277	Prae.g_01206
OG0000301	Praw.g_00278	Prae.g_01207
OG0000302	Praw.g_00280	Prae.g_01209
OG0000303	Praw.g_00287	Prae.g_01216
OG0000304	Praw.g_00291	Prae.g_01220
OG0000305	Praw.g_01008	Prae.g_01360
OG0000306	Praw.g_01011	Prae.g_01363
OG0000307	Praw.g_01025	Prae.g_01377
OG0000308	Praw.g_01026	Prae.g_01378
OG0000309	Praw.g_01030	Prae.g_01382
OG0000310	Praw.g_01098	Prae.g_01444
OG0000311	Praw.g_01096	Prae.g_01446
OG0000312	Praw.g_01093	Prae.g_01449
OG0000313	Praw.g_01076	Prae.g_01463
OG0000314	Praw.g_00363	Prae.g_01486
OG0000315	Praw.g_00374	Prae.g_01496
OG0000316	Praw.g_00394	Prae.g_01516
OG0000317	Praw.g_00513	Prae.g_01621
OG0000318	Praw.g_00516	Prae.g_01624
OG0000319	Praw.g_00529	Prae.g_01637
OG0000320	Praw.g_00531	Prae.g_01639
OG0000321	Praw.g_00532	Prae.g_01640
OG0000322	Praw.g_00533	Prae.g_01641
OG0000323	Praw.g_00542	Prae.g_01650
OG0000324	Praw.g_00569	Prae.g_01676
OG0000325	Praw.g_01916	Prae.g_01687
OG0000326	Praw.g_01910	Prae.g_01693
OG0000327	Praw.g_00137	Prae.g_01717
OG0000328	Praw.g_00136	Prae.g_01718
OG0000329	Praw.g_00119	Prae.g_01735
OG0000330	Praw.g_00118	Prae.g_01736
OG0000331	Praw.g_00117	Prae.g_01737
OG0000332	Praw.g_00103	Prae.g_01751
OG0000333	Praw.g_00101	Prae.g_01753
OG0000334	Praw.g_00093	Prae.g_01761
OG0000335	Praw.g_00088	Prae.g_01767
OG0000336	Praw.g_00084	Prae.g_01771
OG0000337	Praw.g_00068	Prae.g_01787
OG0000338	Praw.g_00067	Prae.g_01788
OG0000339	Praw.g_00063	Prae.g_01792
OG0000340	Praw.g_00055	Prae.g_01800
OG0000341	Praw.g_00053	Prae.g_01802
OG0000342	Praw.g_00052	Prae.g_01803
OG0000343	Praw.g_00051	Prae.g_01804
OG0000344	Praw.g_00048	Prae.g_01807
OG0000345	Praw.g_00043	Prae.g_01812
OG0000346	Praw.g_00038	Prae.g_01816
OG0000347	Praw.g_00022	Prae.g_01832
OG0000348	Praw.g_00013	Prae.g_01841
OG0000349	Praw.g_01189	Prae.g_01858
OG0000350	Praw.g_01170	Prae.g_01877
OG0000351	Praw.g_01153	Prae.g_01894
OG0000352	Praw.g_01152	Prae.g_01895
OG0000353	Praw.g_01137	Prae.g_01910
OG0000354	Praw.g_00910	Prae.g_00689
OG0000355	Praw.g_01135	Prae.g_00001
OG0000356	Praw.g_01134	Prae.g_00002
OG0000357	Praw.g_01133	Prae.g_00003
OG0000358	Praw.g_01129	Prae.g_00007
OG0000359	Praw.g_01128	Prae.g_00008
OG0000360	Praw.g_01127	Prae.g_00009
OG0000361	Praw.g_01126	Prae.g_00010
OG0000362	Praw.g_01124	Prae.g_00012
OG0000363	Praw.g_01414	Prae.g_00014
OG0000364	Praw.g_01413	Prae.g_00015
OG0000365	Praw.g_01408	Prae.g_00020
OG0000366	Praw.g_01407	Prae.g_00021
OG0000367	Praw.g_01406	Prae.g_00022
OG0000368	Praw.g_01404	Prae.g_00024
OG0000369	Praw.g_01403	Prae.g_00025
OG0000370	Praw.g_01402	Prae.g_00026
OG0000371	Praw.g_01396	Prae.g_00032
OG0000372	Praw.g_01393	Prae.g_00035
OG0000373	Praw.g_01392	Prae.g_00036
OG0000374	Praw.g_01391	Prae.g_00037
OG0000375	Praw.g_01388	Prae.g_00042
OG0000376	Praw.g_01386	Prae.g_00044
OG0000377	Praw.g_01383	Prae.g_00047
OG0000378	Praw.g_01381	Prae.g_00049
OG0000379	Praw.g_01378	Prae.g_00052
OG0000380	Praw.g_01368	Prae.g_00066
OG0000381	Praw.g_01364	Prae.g_00070
OG0000382	Praw.g_01353	Prae.g_00081
OG0000383	Praw.g_01351	Prae.g_00083
OG0000384	Praw.g_01350	Prae.g_00084
OG0000385	Praw.g_01349	Prae.g_00085
OG0000386	Praw.g_01348	Prae.g_00086
OG0000387	Praw.g_01336	Prae.g_00099
OG0000388	Praw.g_01333	Prae.g_00102
OG0000389	Praw.g_01329	Prae.g_00105
OG0000390	Praw.g_01322	Prae.g_00112
OG0000391	Praw.g_01319	Prae.g_00116
OG0000392	Praw.g_01315	Prae.g_00120
OG0000393	Praw.g_01313	Prae.g_00122
OG0000394	Praw.g_01312	Prae.g_00123
OG0000395	Praw.g_01311	Prae.g_00124
OG0000396	Praw.g_01308	Prae.g_00127
OG0000397	Praw.g_01306	Prae.g_00129
OG0000398	Praw.g_01304	Prae.g_00131
OG0000399	Praw.g_01303	Prae.g_00132
OG0000400	Praw.g_01302	Prae.g_00133
OG0000401	Praw.g_01301	Prae.g_00134
OG0000402	Praw.g_01299	Prae.g_00136
OG0000403	Praw.g_01298	Prae.g_00137
OG0000404	Praw.g_01297	Prae.g_00138
OG0000405	Praw.g_01293	Prae.g_00142
OG0000406	Praw.g_01288	Prae.g_00150
OG0000407	Praw.g_01287	Prae.g_00151
OG0000408	Praw.g_01285	Prae.g_00153
OG0000409	Praw.g_01283	Prae.g_00155
OG0000410	Praw.g_01282	Prae.g_00156
OG0000411	Praw.g_01281	Prae.g_00157
OG0000412	Praw.g_01280	Prae.g_00158
OG0000413	Praw.g_01279	Prae.g_00159
OG0000414	Praw.g_01278	Prae.g_00160
OG0000415	Praw.g_01277	Prae.g_00161
OG0000416	Praw.g_01276	Prae.g_00162
OG0000417	Praw.g_01275	Prae.g_00163
OG0000418	Praw.g_01270	Prae.g_00168
OG0000419	Praw.g_01268	Prae.g_00170
OG0000420	Praw.g_01267	Prae.g_00171
OG0000421	Praw.g_01262	Prae.g_00176
OG0000422	Praw.g_01261	Prae.g_00177
OG0000423	Praw.g_01260	Prae.g_00178
OG0000424	Praw.g_01259	Prae.g_00179
OG0000425	Praw.g_01258	Prae.g_00180
OG0000426	Praw.g_01257	Prae.g_00181
OG0000427	Praw.g_01256	Prae.g_00182
OG0000428	Praw.g_01254	Prae.g_00184
OG0000429	Praw.g_01253	Prae.g_00185
OG0000430	Praw.g_01252	Prae.g_00186
OG0000431	Praw.g_01250	Prae.g_00188
OG0000432	Praw.g_01247	Prae.g_00191
OG0000433	Praw.g_01246	Prae.g_00192
OG0000434	Praw.g_01245	Prae.g_00193
OG0000435	Praw.g_01244	Prae.g_00194
OG0000436	Praw.g_01239	Prae.g_00199
OG0000437	Praw.g_01238	Prae.g_00200
OG0000438	Praw.g_01237	Prae.g_00201
OG0000439	Praw.g_01235	Prae.g_00203
OG0000440	Praw.g_01234	Prae.g_00204
OG0000441	Praw.g_01231	Prae.g_00207
OG0000442	Praw.g_01230	Prae.g_00208
OG0000443	Praw.g_01229	Prae.g_00209
OG0000444	Praw.g_01224	Prae.g_00214
OG0000445	Praw.g_01223	Prae.g_00215
OG0000446	Praw.g_01222	Prae.g_00216
OG0000447	Praw.g_01221	Prae.g_00217
OG0000448	Praw.g_01220	Prae.g_00218
OG0000449	Praw.g_01219	Prae.g_00219
OG0000450	Praw.g_01218	Prae.g_00220
OG0000451	Praw.g_01217	Prae.g_00221
OG0000452	Praw.g_01214	Prae.g_00224
OG0000453	Praw.g_01213	Prae.g_00225
OG0000454	Praw.g_01212	Prae.g_00226
OG0000455	Praw.g_01211	Prae.g_00227
OG0000456	Praw.g_01210	Prae.g_00228
OG0000457	Praw.g_01209	Prae.g_00229
OG0000458	Praw.g_01208	Prae.g_00230
OG0000459	Praw.g_01207	Prae.g_00231
OG0000460	Praw.g_01200	Prae.g_00238
OG0000461	Praw.g_00891	Prae.g_00245
OG0000462	Praw.g_00889	Prae.g_00247
OG0000463	Praw.g_00888	Prae.g_00248
OG0000464	Praw.g_00887	Prae.g_00249
OG0000465	Praw.g_00886	Prae.g_00250
OG0000466	Praw.g_00883	Prae.g_00253
OG0000467	Praw.g_00882	Prae.g_00254
OG0000468	Praw.g_00880	Prae.g_00256
OG0000469	Praw.g_00872	Prae.g_00265
OG0000470	Praw.g_00870	Prae.g_00267
OG0000471	Praw.g_00869	Prae.g_00268
OG0000472	Praw.g_00868	Prae.g_00269
OG0000473	Praw.g_00866	Prae.g_00271
OG0000474	Praw.g_00865	Prae.g_00272
OG0000475	Praw.g_00864	Prae.g_00273
OG0000476	Praw.g_00863	Prae.g_00274
OG0000477	Praw.g_00859	Prae.g_00276
OG0000478	Praw.g_00858	Prae.g_00277
OG0000479	Praw.g_00857	Prae.g_00278
OG0000480	Praw.g_00852	Prae.g_00283
OG0000481	Praw.g_00850	Prae.g_00285
OG0000482	Praw.g_00849	Prae.g_00286
OG0000483	Praw.g_00846	Prae.g_00289
OG0000484	Praw.g_00845	Prae.g_00290
OG0000485	Praw.g_00844	Prae.g_00291
OG0000486	Praw.g_00843	Prae.g_00292
OG0000487	Praw.g_00839	Prae.g_00296
OG0000488	Praw.g_00836	Prae.g_00299
OG0000489	Praw.g_00831	Prae.g_00304
OG0000490	Praw.g_00826	Prae.g_00309
OG0000491	Praw.g_00825	Prae.g_00310
OG0000492	Praw.g_00823	Prae.g_00312
OG0000493	Praw.g_00822	Prae.g_00313
OG0000494	Praw.g_00821	Prae.g_00314
OG0000495	Praw.g_00820	Prae.g_00315
OG0000496	Praw.g_00819	Prae.g_00316
OG0000497	Praw.g_00818	Prae.g_00317
OG0000498	Praw.g_00817	Prae.g_00318
OG0000499	Praw.g_00816	Prae.g_00319
OG0000500	Praw.g_00815	Prae.g_00320
OG0000501	Praw.g_00813	Prae.g_00322
OG0000502	Praw.g_00810	Prae.g_00325
OG0000503	Praw.g_00796	Prae.g_00335
OG0000504	Praw.g_00795	Prae.g_00336
OG0000505	Praw.g_00794	Prae.g_00337
OG0000506	Praw.g_00792	Prae.g_00338
OG0000507	Praw.g_00790	Prae.g_00341
OG0000508	Praw.g_00787	Prae.g_00344
OG0000509	Praw.g_00785	Prae.g_00346
OG0000510	Praw.g_00784	Prae.g_00347
OG0000511	Praw.g_00783	Prae.g_00348
OG0000512	Praw.g_00781	Prae.g_00350
OG0000513	Praw.g_00774	Prae.g_00357
OG0000514	Praw.g_00716	Prae.g_00405
OG0000515	Praw.g_00715	Prae.g_00406
OG0000516	Praw.g_00714	Prae.g_00407
OG0000517	Praw.g_00712	Prae.g_00409
OG0000518	Praw.g_00701	Prae.g_00420
OG0000519	Praw.g_00700	Prae.g_00421
OG0000520	Praw.g_00699	Prae.g_00422
OG0000521	Praw.g_00694	Prae.g_00427
OG0000522	Praw.g_00692	Prae.g_00429
OG0000523	Praw.g_00691	Prae.g_00430
OG0000524	Praw.g_00686	Prae.g_00435
OG0000525	Praw.g_00683	Prae.g_00438
OG0000526	Praw.g_00682	Prae.g_00439
OG0000527	Praw.g_00674	Prae.g_00447
OG0000528	Praw.g_00669	Prae.g_00452
OG0000529	Praw.g_00666	Prae.g_00455
OG0000530	Praw.g_00664	Prae.g_00458
OG0000531	Praw.g_00663	Prae.g_00459
OG0000532	Praw.g_00661	Prae.g_00461
OG0000533	Praw.g_00660	Prae.g_00462
OG0000534	Praw.g_00659	Prae.g_00463
OG0000535	Praw.g_00658	Prae.g_00464
OG0000536	Praw.g_00657	Prae.g_00465
OG0000537	Praw.g_00656	Prae.g_00466
OG0000538	Praw.g_00648	Prae.g_00474
OG0000539	Praw.g_00647	Prae.g_00475
OG0000540	Praw.g_00646	Prae.g_00476
OG0000541	Praw.g_00645	Prae.g_00477
OG0000542	Praw.g_00643	Prae.g_00479
OG0000543	Praw.g_00641	Prae.g_00481
OG0000544	Praw.g_00640	Prae.g_00482
OG0000545	Praw.g_00638	Prae.g_00484
OG0000546	Praw.g_00635	Prae.g_00487
OG0000547	Praw.g_00633	Prae.g_00489
OG0000548	Praw.g_00632	Prae.g_00490
OG0000549	Praw.g_00630	Prae.g_00492
OG0000550	Praw.g_00625	Prae.g_00497
OG0000551	Praw.g_00621	Prae.g_00501
OG0000552	Praw.g_00620	Prae.g_00502
OG0000553	Praw.g_00619	Prae.g_00503
OG0000554	Praw.g_00614	Prae.g_00509
OG0000555	Praw.g_00606	Prae.g_00517
OG0000556	Praw.g_00604	Prae.g_00519
OG0000557	Praw.g_00603	Prae.g_00520
OG0000558	Praw.g_00601	Prae.g_00522
OG0000559	Praw.g_00597	Prae.g_00526
OG0000560	Praw.g_00594	Prae.g_00529
