Orthogroup	Pran	Prbg
OG0000041	Pran.g_01555	Prbg.g_00342, Prbg.g_00706
OG0000043	Pran.g_00415	Prbg.g_00025
OG0000045	Pran.g_01593	Prbg.g_01639, Prbg.g_00304
OG0000046	Pran.g_01401	Prbg.g_00682
OG0000047	Pran.g_00060	Prbg.g_01486
OG0000048	Pran.g_00777	Prbg.g_00816
OG0000049	Pran.g_00807	Prbg.g_00551
OG0000050	Pran.g_00266	Prbg.g_00944
OG0000051	Pran.g_01834	Prbg.g_00013
OG0000052	Pran.g_01778	Prbg.g_01608, Prbg.g_01614
OG0000053	Pran.g_01460	Prbg.g_01151
OG0000054	Pran.g_00963	Prbg.g_00716, Prbg.g_01642
OG0000055	Pran.g_01160	Prbg.g_01847
OG0000056	Pran.g_00393, Pran.g_00930	Prbg.g_00842
OG0000057	Pran.g_00275	Prbg.g_00935
OG0000058	Pran.g_01824	Prbg.g_00388
OG0000059	Pran.g_01639	Prbg.g_00256
OG0000060	Pran.g_01447	Prbg.g_01364
OG0000061	Pran.g_01379	Prbg.g_00359
OG0000062	Pran.g_01321	Prbg.g_01182
OG0000063	Pran.g_00935	Prbg.g_01542
OG0000065	Pran.g_00195	Prbg.g_01019
OG0000066	Pran.g_01703	Prbg.g_00194
OG0000067	Pran.g_01480	Prbg.g_01143
OG0000070	Pran.g_00903, Pran.g_00568	Prbg.g_01234
OG0000071	Pran.g_01466	Prbg.g_01459
OG0000072	Pran.g_00938, Pran.g_00876	Prbg.g_00477
OG0000074	Pran.g_00752	Prbg.g_00549
OG0000075	Pran.g_01105	Prbg.g_01785
OG0000077	Pran.g_01268	Prbg.g_00778
OG0000078	Pran.g_01872	Prbg.g_00100
OG0000079	Pran.g_01812	Prbg.g_00459
OG0000080	Pran.g_01509	Prbg.g_01386
OG0000081	Pran.g_01487	Prbg.g_01133
OG0000082	Pran.g_01336	Prbg.g_01166
OG0000083	Pran.g_00179	Prbg.g_01507
OG0000084	Pran.g_00487	Prbg.g_01287
OG0000085	Pran.g_00135	Prbg.g_01531
OG0000086	Pran.g_00093	Prbg.g_00749
OG0000090	Pran.g_00806	Prbg.g_00552
OG0000091	Pran.g_00725, Pran.g_00787	Prbg.g_00599
OG0000092	Pran.g_00575, Pran.g_00912	Prbg.g_00414
OG0000094	Pran.g_01102	Prbg.g_01781
OG0000095	Pran.g_01135	Prbg.g_01819
OG0000096	Pran.g_01204	Prbg.g_01892
OG0000097	Pran.g_01222	Prbg.g_00419
OG0000098	Pran.g_01260	Prbg.g_00770
OG0000099	Pran.g_00401	Prbg.g_00851
OG0000101	Pran.g_00376	Prbg.g_00822
OG0000102	Pran.g_00320	Prbg.g_00887
OG0000103	Pran.g_00312	Prbg.g_00896
OG0000104	Pran.g_00295	Prbg.g_00913
OG0000105	Pran.g_00262	Prbg.g_00948
OG0000106	Pran.g_00248	Prbg.g_00962
OG0000107	Pran.g_00240	Prbg.g_00971
OG0000108	Pran.g_00230	Prbg.g_00981
OG0000109	Pran.g_00194	Prbg.g_01022
OG0000110	Pran.g_01941	Prbg.g_01034
OG0000111	Pran.g_01920	Prbg.g_00053
OG0000113	Pran.g_01897	Prbg.g_00077
OG0000114	Pran.g_01869	Prbg.g_00103
OG0000115	Pran.g_01704	Prbg.g_00193
OG0000116	Pran.g_01702	Prbg.g_00195
OG0000117	Pran.g_01698	Prbg.g_00199
OG0000118	Pran.g_01679	Prbg.g_00219
OG0000119	Pran.g_01646	Prbg.g_00249
OG0000120	Pran.g_01645	Prbg.g_00250
OG0000121	Pran.g_01635	Prbg.g_00260
OG0000122	Pran.g_01626	Prbg.g_00270
OG0000123	Pran.g_01594	Prbg.g_00302
OG0000124	Pran.g_01527	Prbg.g_01405
OG0000125	Pran.g_01526	Prbg.g_01404
OG0000126	Pran.g_01525	Prbg.g_01403
OG0000127	Pran.g_01492	Prbg.g_01128
OG0000128	Pran.g_01458	Prbg.g_01153
OG0000129	Pran.g_01438	Prbg.g_01354
OG0000130	Pran.g_01358	Prbg.g_01251
OG0000131	Pran.g_01345	Prbg.g_01157
OG0000132	Pran.g_01310	Prbg.g_01194
OG0000133	Pran.g_00445	Prbg.g_01101
OG0000134	Pran.g_00455	Prbg.g_01385
OG0000135	Pran.g_00491	Prbg.g_01291
OG0000136	Pran.g_00565	Prbg.g_01237
OG0000137	Pran.g_00090	Prbg.g_00752
OG0000138	Pran.g_00065	Prbg.g_01492
OG0000139	Pran.g_00054	Prbg.g_01480
OG0000140	Pran.g_00003	Prbg.g_00352
OG0000141	Pran.g_00918	Prbg.g_00687
OG0000142	Pran.g_00864	Prbg.g_00490
OG0000143	Pran.g_00841	Prbg.g_00529
OG0000144	Pran.g_00746	Prbg.g_00579
OG0000145	Pran.g_00732	Prbg.g_00592
OG0000146	Pran.g_00696	Prbg.g_00628
OG0000147	Pran.g_00656	Prbg.g_00675
OG0000148	Pran.g_00655	Prbg.g_00676
OG0000149	Pran.g_00968	Prbg.g_01647
OG0000150	Pran.g_01006	Prbg.g_01686
OG0000151	Pran.g_01009	Prbg.g_01689
OG0000152	Pran.g_01043, Pran.g_01028	Prbg.g_01709
OG0000153	Pran.g_01063	Prbg.g_01743
OG0000154	Pran.g_01100	Prbg.g_01779
OG0000155	Pran.g_01118	Prbg.g_01798
OG0000156	Pran.g_01145	Prbg.g_01831
OG0000157	Pran.g_01177	Prbg.g_01865
OG0000158	Pran.g_01239	Prbg.g_01931
OG0000160	Pran.g_01258	Prbg.g_00768
OG0000161	Pran.g_01259	Prbg.g_00769
OG0000162	Pran.g_01261	Prbg.g_00771
OG0000163	Pran.g_01262	Prbg.g_00772
OG0000164	Pran.g_01263	Prbg.g_00773
OG0000165	Pran.g_01264	Prbg.g_00774
OG0000166	Pran.g_01265	Prbg.g_00775
OG0000167	Pran.g_01266	Prbg.g_00776
OG0000168	Pran.g_01267	Prbg.g_00777
OG0000169	Pran.g_01269	Prbg.g_00779
OG0000170	Pran.g_00410	Prbg.g_00860
OG0000171	Pran.g_00409	Prbg.g_00859
OG0000172	Pran.g_00408	Prbg.g_00858
OG0000173	Pran.g_00407	Prbg.g_00857
OG0000174	Pran.g_00406	Prbg.g_00856
OG0000175	Pran.g_00405	Prbg.g_00855
OG0000176	Pran.g_00404	Prbg.g_00854
OG0000177	Pran.g_00403	Prbg.g_00853
OG0000178	Pran.g_00402	Prbg.g_00852
OG0000179	Pran.g_00400	Prbg.g_00850
OG0000180	Pran.g_00399	Prbg.g_00849
OG0000181	Pran.g_00398	Prbg.g_00848
OG0000182	Pran.g_00397	Prbg.g_00847
OG0000183	Pran.g_00396	Prbg.g_00846
OG0000184	Pran.g_00395	Prbg.g_00844
OG0000185	Pran.g_00392	Prbg.g_00841
OG0000186	Pran.g_00389	Prbg.g_00838
OG0000187	Pran.g_00388	Prbg.g_00837
OG0000188	Pran.g_00387	Prbg.g_00836
OG0000189	Pran.g_00385	Prbg.g_00834
OG0000190	Pran.g_00383	Prbg.g_00832
OG0000191	Pran.g_00382	Prbg.g_00830
OG0000192	Pran.g_00381	Prbg.g_00829
OG0000193	Pran.g_00380	Prbg.g_00828
OG0000194	Pran.g_00379	Prbg.g_00825
OG0000195	Pran.g_00378	Prbg.g_00824
OG0000196	Pran.g_00377	Prbg.g_00823
OG0000197	Pran.g_00375	Prbg.g_00821
OG0000198	Pran.g_00374	Prbg.g_00820
OG0000199	Pran.g_00373	Prbg.g_00818
OG0000200	Pran.g_00368	Prbg.g_00806
OG0000201	Pran.g_00367	Prbg.g_00805
OG0000202	Pran.g_00366	Prbg.g_00804
OG0000203	Pran.g_00363	Prbg.g_00800
OG0000204	Pran.g_00362	Prbg.g_00799
OG0000205	Pran.g_00359	Prbg.g_00796
OG0000206	Pran.g_00357	Prbg.g_00794
OG0000207	Pran.g_00355	Prbg.g_00792
OG0000208	Pran.g_00354	Prbg.g_00791
OG0000209	Pran.g_00353	Prbg.g_00017
OG0000210	Pran.g_00352	Prbg.g_00790
OG0000211	Pran.g_00351	Prbg.g_00789
OG0000212	Pran.g_00350	Prbg.g_00788
OG0000213	Pran.g_00349	Prbg.g_00787
OG0000214	Pran.g_00348	Prbg.g_00786
OG0000215	Pran.g_00347	Prbg.g_00785
OG0000216	Pran.g_00346	Prbg.g_00784
OG0000217	Pran.g_00344	Prbg.g_00782
OG0000218	Pran.g_00343	Prbg.g_00781
OG0000219	Pran.g_00342	Prbg.g_00780
OG0000220	Pran.g_00341	Prbg.g_00861
OG0000221	Pran.g_00339	Prbg.g_00864
OG0000222	Pran.g_00338	Prbg.g_00865
OG0000223	Pran.g_00337	Prbg.g_00866
OG0000224	Pran.g_00336	Prbg.g_00868
OG0000225	Pran.g_00335	Prbg.g_00869
OG0000226	Pran.g_00334	Prbg.g_00870
OG0000227	Pran.g_00333	Prbg.g_00872
OG0000228	Pran.g_00332	Prbg.g_00873
OG0000229	Pran.g_00331	Prbg.g_00874
OG0000230	Pran.g_00330	Prbg.g_00875
OG0000231	Pran.g_00329	Prbg.g_00876
OG0000232	Pran.g_00327	Prbg.g_00877
OG0000233	Pran.g_00326	Prbg.g_00879
OG0000234	Pran.g_00325	Prbg.g_00880
OG0000235	Pran.g_00324	Prbg.g_00881
OG0000236	Pran.g_00323	Prbg.g_00884
OG0000237	Pran.g_00322	Prbg.g_00885
OG0000238	Pran.g_00321	Prbg.g_00886
OG0000239	Pran.g_00319	Prbg.g_00888
OG0000240	Pran.g_00318	Prbg.g_00889
OG0000241	Pran.g_00317	Prbg.g_00890
OG0000242	Pran.g_00316	Prbg.g_00891
OG0000243	Pran.g_00313	Prbg.g_00894
OG0000244	Pran.g_00311	Prbg.g_00897
OG0000245	Pran.g_00310	Prbg.g_00898
OG0000246	Pran.g_00309	Prbg.g_00899
OG0000247	Pran.g_00307	Prbg.g_00901
OG0000248	Pran.g_00305	Prbg.g_00903
OG0000249	Pran.g_00304	Prbg.g_00905
OG0000250	Pran.g_00303	Prbg.g_00906
OG0000251	Pran.g_00302	Prbg.g_00907
OG0000252	Pran.g_00301	Prbg.g_00908
OG0000253	Pran.g_00300	Prbg.g_00909
OG0000254	Pran.g_00298	Prbg.g_01349
OG0000255	Pran.g_00297	Prbg.g_00911
OG0000256	Pran.g_00294	Prbg.g_00914
OG0000257	Pran.g_00292	Prbg.g_00916
OG0000258	Pran.g_00288	Prbg.g_00922
OG0000259	Pran.g_00287	Prbg.g_00923
OG0000260	Pran.g_00286	Prbg.g_00924
OG0000261	Pran.g_00285	Prbg.g_00925
OG0000262	Pran.g_00283	Prbg.g_00926
OG0000263	Pran.g_00281	Prbg.g_00928
OG0000264	Pran.g_00280	Prbg.g_00929
OG0000265	Pran.g_00279	Prbg.g_00930
OG0000266	Pran.g_00278	Prbg.g_00931
OG0000267	Pran.g_00277	Prbg.g_00932
OG0000268	Pran.g_00276	Prbg.g_00934
OG0000269	Pran.g_00274	Prbg.g_00936
OG0000270	Pran.g_00273	Prbg.g_00937
OG0000271	Pran.g_00272	Prbg.g_00938
OG0000272	Pran.g_00271	Prbg.g_00939
OG0000273	Pran.g_00270	Prbg.g_00940
OG0000274	Pran.g_00269	Prbg.g_00941
OG0000275	Pran.g_00268	Prbg.g_00942
OG0000276	Pran.g_00267	Prbg.g_00943
OG0000277	Pran.g_00265	Prbg.g_00945
OG0000278	Pran.g_00264	Prbg.g_00946
OG0000279	Pran.g_00263	Prbg.g_00947
OG0000280	Pran.g_00261	Prbg.g_00949
OG0000281	Pran.g_00259	Prbg.g_00951
OG0000282	Pran.g_00258	Prbg.g_00952
OG0000283	Pran.g_00257	Prbg.g_00953
OG0000284	Pran.g_00256	Prbg.g_00954
OG0000285	Pran.g_00255	Prbg.g_00955
OG0000286	Pran.g_00254	Prbg.g_00956
OG0000287	Pran.g_00253	Prbg.g_00957
OG0000288	Pran.g_00251	Prbg.g_00959
OG0000289	Pran.g_00250	Prbg.g_00960
OG0000290	Pran.g_00249	Prbg.g_00961
OG0000291	Pran.g_00247	Prbg.g_00963
OG0000292	Pran.g_00246	Prbg.g_00965
OG0000293	Pran.g_00245	Prbg.g_00966
OG0000294	Pran.g_00244	Prbg.g_00967
OG0000295	Pran.g_00243	Prbg.g_00968
OG0000296	Pran.g_00242	Prbg.g_00969
OG0000297	Pran.g_00241	Prbg.g_00970
OG0000298	Pran.g_00239	Prbg.g_00972
OG0000299	Pran.g_00238	Prbg.g_00973
OG0000300	Pran.g_00237	Prbg.g_00974
OG0000301	Pran.g_00236	Prbg.g_00975
OG0000302	Pran.g_00235	Prbg.g_00976
OG0000303	Pran.g_00234	Prbg.g_00977
OG0000304	Pran.g_00232	Prbg.g_00979
OG0000305	Pran.g_00231	Prbg.g_00980
OG0000306	Pran.g_00228	Prbg.g_00983
OG0000307	Pran.g_00227	Prbg.g_00984
OG0000308	Pran.g_00226	Prbg.g_00985
OG0000309	Pran.g_00225	Prbg.g_00986
OG0000310	Pran.g_00224	Prbg.g_00987
OG0000311	Pran.g_00223	Prbg.g_00989
OG0000312	Pran.g_00222	Prbg.g_00990
OG0000313	Pran.g_00221	Prbg.g_00991
OG0000314	Pran.g_00220	Prbg.g_00992
OG0000315	Pran.g_00219	Prbg.g_00993
OG0000316	Pran.g_00218	Prbg.g_00994
OG0000317	Pran.g_00217	Prbg.g_00995
OG0000318	Pran.g_00216	Prbg.g_00996
OG0000319	Pran.g_00215	Prbg.g_00997
OG0000320	Pran.g_00214	Prbg.g_00998
OG0000321	Pran.g_00213	Prbg.g_00999
OG0000322	Pran.g_00212	Prbg.g_01000
OG0000323	Pran.g_00211	Prbg.g_01001
OG0000324	Pran.g_00210	Prbg.g_01002
OG0000325	Pran.g_00209	Prbg.g_01003
OG0000326	Pran.g_00208	Prbg.g_01004
OG0000327	Pran.g_00207	Prbg.g_01005
OG0000328	Pran.g_00206	Prbg.g_01007
OG0000329	Pran.g_00205	Prbg.g_01008
OG0000330	Pran.g_00204	Prbg.g_01009
OG0000331	Pran.g_00203	Prbg.g_01011
OG0000332	Pran.g_00202	Prbg.g_01012
OG0000333	Pran.g_00201	Prbg.g_01013
OG0000334	Pran.g_00200	Prbg.g_01014
OG0000335	Pran.g_00199	Prbg.g_01015
OG0000336	Pran.g_00197	Prbg.g_01017
OG0000337	Pran.g_00196	Prbg.g_01018
OG0000338	Pran.g_00193	Prbg.g_01023
OG0000339	Pran.g_01950	Prbg.g_01025
OG0000340	Pran.g_01948	Prbg.g_01027
OG0000341	Pran.g_01947	Prbg.g_01028
OG0000342	Pran.g_01946	Prbg.g_01029
OG0000343	Pran.g_01945	Prbg.g_01030
OG0000344	Pran.g_01942	Prbg.g_01033
OG0000345	Pran.g_01939	Prbg.g_01037
OG0000346	Pran.g_01938	Prbg.g_01038
OG0000347	Pran.g_01935	Prbg.g_01041
OG0000348	Pran.g_01934	Prbg.g_01042
OG0000349	Pran.g_01933	Prbg.g_01043
OG0000350	Pran.g_01931	Prbg.g_01045
OG0000351	Pran.g_01930	Prbg.g_01046
OG0000352	Pran.g_01929	Prbg.g_00042
OG0000353	Pran.g_01928	Prbg.g_00043
OG0000354	Pran.g_01927	Prbg.g_00045
OG0000355	Pran.g_01926	Prbg.g_00046
OG0000356	Pran.g_01925	Prbg.g_00047
OG0000357	Pran.g_01924	Prbg.g_00048
OG0000358	Pran.g_01923	Prbg.g_00049
OG0000359	Pran.g_01922	Prbg.g_00051
OG0000360	Pran.g_01919	Prbg.g_00054
OG0000361	Pran.g_01918	Prbg.g_00055
OG0000362	Pran.g_01917	Prbg.g_00056
OG0000363	Pran.g_01916	Prbg.g_00057
OG0000364	Pran.g_01912	Prbg.g_00061
OG0000365	Pran.g_01911	Prbg.g_00062
OG0000366	Pran.g_01909	Prbg.g_00065
OG0000367	Pran.g_01908	Prbg.g_00066
OG0000368	Pran.g_01907	Prbg.g_00067
OG0000369	Pran.g_01906	Prbg.g_00068
OG0000370	Pran.g_01905	Prbg.g_00069
OG0000371	Pran.g_01904	Prbg.g_00071
OG0000372	Pran.g_01903	Prbg.g_00072
OG0000373	Pran.g_01902	Prbg.g_00073
OG0000374	Pran.g_01900	Prbg.g_00074
OG0000375	Pran.g_01899	Prbg.g_00075
OG0000376	Pran.g_01896	Prbg.g_00078
OG0000377	Pran.g_01895	Prbg.g_00079
OG0000378	Pran.g_01894	Prbg.g_00080
OG0000379	Pran.g_01893	Prbg.g_00081
OG0000380	Pran.g_01892	Prbg.g_00082
OG0000381	Pran.g_01891	Prbg.g_00083
OG0000382	Pran.g_01890	Prbg.g_00084
OG0000383	Pran.g_01889	Prbg.g_00085
OG0000384	Pran.g_01886	Prbg.g_00087
OG0000385	Pran.g_01885	Prbg.g_00088
OG0000386	Pran.g_01884	Prbg.g_00089
OG0000387	Pran.g_01883	Prbg.g_00090
OG0000388	Pran.g_01882	Prbg.g_00091
OG0000389	Pran.g_01881	Prbg.g_00092
OG0000390	Pran.g_01880	Prbg.g_00093
OG0000391	Pran.g_01879	Prbg.g_00094
OG0000392	Pran.g_01878	Prbg.g_00095
OG0000393	Pran.g_01877	Prbg.g_00096
OG0000394	Pran.g_01876	Prbg.g_00097
OG0000395	Pran.g_01875	Prbg.g_00098
OG0000396	Pran.g_01873	Prbg.g_00099
OG0000397	Pran.g_01871	Prbg.g_00101
OG0000398	Pran.g_01870	Prbg.g_00102
OG0000399	Pran.g_01867	Prbg.g_00104
OG0000400	Pran.g_01866	Prbg.g_00110
OG0000401	Pran.g_01865	Prbg.g_00111
OG0000402	Pran.g_01860	Prbg.g_00117
OG0000403	Pran.g_01859	Prbg.g_00119
OG0000404	Pran.g_01858	Prbg.g_00120
OG0000405	Pran.g_01857	Prbg.g_00121
OG0000406	Pran.g_01854	Prbg.g_00124
OG0000407	Pran.g_01853	Prbg.g_00125
OG0000408	Pran.g_01850	Prbg.g_00128
OG0000409	Pran.g_01849	Prbg.g_00129
OG0000410	Pran.g_01848	Prbg.g_00130
OG0000411	Pran.g_01847	Prbg.g_00131
OG0000412	Pran.g_01846	Prbg.g_00132
OG0000413	Pran.g_01845	Prbg.g_01941
OG0000414	Pran.g_01844	Prbg.g_01942
OG0000415	Pran.g_01843	Prbg.g_01943
OG0000416	Pran.g_01840	Prbg.g_00136
OG0000417	Pran.g_01839	Prbg.g_00137
OG0000418	Pran.g_01838	Prbg.g_00139
OG0000419	Pran.g_01837	Prbg.g_00140
OG0000420	Pran.g_01835	Prbg.g_01214
OG0000421	Pran.g_01823	Prbg.g_01530
OG0000422	Pran.g_01816	Prbg.g_01602
OG0000423	Pran.g_01815	Prbg.g_01525
OG0000424	Pran.g_01808	Prbg.g_01714
OG0000425	Pran.g_01749	Prbg.g_00151
OG0000426	Pran.g_01748	Prbg.g_00152
OG0000427	Pran.g_01747	Prbg.g_00153
OG0000428	Pran.g_01745	Prbg.g_00155
OG0000429	Pran.g_01744	Prbg.g_00156
OG0000430	Pran.g_01742	Prbg.g_00158
OG0000431	Pran.g_01741	Prbg.g_00159
OG0000432	Pran.g_01740	Prbg.g_00160
OG0000433	Pran.g_01739	Prbg.g_00161
OG0000434	Pran.g_01738	Prbg.g_00162
OG0000435	Pran.g_01737	Prbg.g_00163
OG0000436	Pran.g_01736	Prbg.g_00164
OG0000437	Pran.g_01735	Prbg.g_00165
OG0000438	Pran.g_01734	Prbg.g_00166
OG0000439	Pran.g_01733	Prbg.g_00167
OG0000440	Pran.g_01729	Prbg.g_00168
OG0000441	Pran.g_01728	Prbg.g_00169
OG0000442	Pran.g_01727	Prbg.g_00170
OG0000443	Pran.g_01726	Prbg.g_00171
OG0000444	Pran.g_01725	Prbg.g_00172
OG0000445	Pran.g_01724	Prbg.g_00176
OG0000446	Pran.g_01723	Prbg.g_00178
OG0000447	Pran.g_01722	Prbg.g_00179
OG0000448	Pran.g_01720	Prbg.g_00180
OG0000449	Pran.g_01717	Prbg.g_00184
OG0000450	Pran.g_01716	Prbg.g_00185
OG0000451	Pran.g_01715	Prbg.g_00186
OG0000452	Pran.g_01714	Prbg.g_00188
OG0000453	Pran.g_01713	Prbg.g_00189
OG0000454	Pran.g_01707	Prbg.g_00190
OG0000455	Pran.g_01705	Prbg.g_00192
OG0000456	Pran.g_01701	Prbg.g_00196
OG0000457	Pran.g_01700	Prbg.g_00197
OG0000458	Pran.g_01699	Prbg.g_00198
OG0000459	Pran.g_01697	Prbg.g_00200
OG0000460	Pran.g_01695	Prbg.g_00202
OG0000461	Pran.g_01694	Prbg.g_00203
OG0000462	Pran.g_01693	Prbg.g_00204
OG0000463	Pran.g_01691	Prbg.g_00206
OG0000464	Pran.g_01690	Prbg.g_00207
OG0000465	Pran.g_01689	Prbg.g_00208
OG0000466	Pran.g_01688	Prbg.g_00209
OG0000467	Pran.g_01687	Prbg.g_00210
OG0000468	Pran.g_01686	Prbg.g_00211
OG0000469	Pran.g_01685	Prbg.g_00212
OG0000470	Pran.g_01684	Prbg.g_00213
OG0000471	Pran.g_01683	Prbg.g_00214
OG0000472	Pran.g_01678	Prbg.g_00220
OG0000473	Pran.g_01677	Prbg.g_00221
OG0000474	Pran.g_01676	Prbg.g_00222
OG0000475	Pran.g_01675	Prbg.g_00223
OG0000476	Pran.g_01673	Prbg.g_00224
OG0000477	Pran.g_01672	Prbg.g_00225
OG0000478	Pran.g_01671	Prbg.g_00226
OG0000479	Pran.g_01670	Prbg.g_00227
OG0000480	Pran.g_01668	Prbg.g_00229
OG0000481	Pran.g_01666	Prbg.g_00231
OG0000482	Pran.g_01665	Prbg.g_00232
OG0000483	Pran.g_01663	Prbg.g_00234
OG0000484	Pran.g_01662	Prbg.g_00235
OG0000485	Pran.g_01661	Prbg.g_00236
OG0000486	Pran.g_01660	Prbg.g_00237
OG0000487	Pran.g_01655	Prbg.g_00241
OG0000488	Pran.g_01653	Prbg.g_00242
OG0000489	Pran.g_01652	Prbg.g_00243
OG0000490	Pran.g_01651	Prbg.g_00244
OG0000491	Pran.g_01650	Prbg.g_00245
OG0000492	Pran.g_01649	Prbg.g_00246
OG0000493	Pran.g_01648	Prbg.g_00247
OG0000494	Pran.g_01647	Prbg.g_00248
OG0000495	Pran.g_01644	Prbg.g_00251
OG0000496	Pran.g_01643	Prbg.g_00252
OG0000497	Pran.g_01642	Prbg.g_00253
OG0000498	Pran.g_01641	Prbg.g_00254
OG0000499	Pran.g_01640	Prbg.g_00255
OG0000500	Pran.g_01638	Prbg.g_00257
OG0000501	Pran.g_01637	Prbg.g_00258
OG0000502	Pran.g_01636	Prbg.g_00259
OG0000503	Pran.g_01634	Prbg.g_00261
OG0000504	Pran.g_01633	Prbg.g_00262
OG0000505	Pran.g_01632	Prbg.g_00264
OG0000506	Pran.g_01631	Prbg.g_00265
OG0000507	Pran.g_01630	Prbg.g_00266
OG0000508	Pran.g_01629	Prbg.g_00267
OG0000509	Pran.g_01628	Prbg.g_00268
OG0000510	Pran.g_01627	Prbg.g_00269
OG0000511	Pran.g_01625	Prbg.g_00271
OG0000512	Pran.g_01624	Prbg.g_00272
OG0000513	Pran.g_01623	Prbg.g_00273
OG0000514	Pran.g_01622	Prbg.g_00274
OG0000515	Pran.g_01621	Prbg.g_00275
OG0000516	Pran.g_01620	Prbg.g_00276
OG0000517	Pran.g_01618	Prbg.g_00277
OG0000518	Pran.g_01617	Prbg.g_00278
OG0000519	Pran.g_01616	Prbg.g_00280
OG0000520	Pran.g_01614	Prbg.g_00282
OG0000521	Pran.g_01613	Prbg.g_00283
OG0000522	Pran.g_01612	Prbg.g_00284
OG0000523	Pran.g_01611	Prbg.g_00285
OG0000524	Pran.g_01610	Prbg.g_00286
OG0000525	Pran.g_01609	Prbg.g_00287
OG0000526	Pran.g_01608	Prbg.g_00288
OG0000527	Pran.g_01607	Prbg.g_00289
OG0000528	Pran.g_01606	Prbg.g_00290
OG0000529	Pran.g_01605	Prbg.g_00291
OG0000530	Pran.g_01604	Prbg.g_00292
OG0000531	Pran.g_01603	Prbg.g_00293
OG0000532	Pran.g_01602	Prbg.g_00294
OG0000533	Pran.g_01600	Prbg.g_00296
OG0000534	Pran.g_01599	Prbg.g_00297
OG0000535	Pran.g_01598	Prbg.g_00298
OG0000536	Pran.g_01597	Prbg.g_00299
OG0000537	Pran.g_01596	Prbg.g_00300
OG0000538	Pran.g_01595	Prbg.g_00301
OG0000539	Pran.g_01592	Prbg.g_00305
OG0000540	Pran.g_01591	Prbg.g_00306
OG0000541	Pran.g_01590	Prbg.g_00307
OG0000542	Pran.g_01587	Prbg.g_00310
OG0000543	Pran.g_01586	Prbg.g_00311
OG0000544	Pran.g_01585	Prbg.g_00312
OG0000545	Pran.g_01584	Prbg.g_00313
OG0000546	Pran.g_01583	Prbg.g_00314
OG0000547	Pran.g_01582	Prbg.g_00315
OG0000548	Pran.g_01581	Prbg.g_00316
OG0000549	Pran.g_01579	Prbg.g_00318
OG0000550	Pran.g_01578	Prbg.g_00319
OG0000551	Pran.g_01577	Prbg.g_00320
OG0000552	Pran.g_01576	Prbg.g_00321
OG0000553	Pran.g_01575	Prbg.g_00322
OG0000554	Pran.g_01574	Prbg.g_00323
OG0000555	Pran.g_01573	Prbg.g_00325
OG0000556	Pran.g_01572	Prbg.g_00326
OG0000557	Pran.g_01571	Prbg.g_00327
OG0000558	Pran.g_01570	Prbg.g_00328
OG0000559	Pran.g_01569	Prbg.g_00329
OG0000560	Pran.g_01568	Prbg.g_00330
OG0000561	Pran.g_01567	Prbg.g_00331
OG0000562	Pran.g_01566	Prbg.g_00332
OG0000563	Pran.g_01565	Prbg.g_00333
OG0000564	Pran.g_01564	Prbg.g_00334
OG0000565	Pran.g_01563	Prbg.g_00335
