Orthogroup	Pran	Prap
OG0000104	Pran.g_00295	Prap.g_01035
OG0000105	Pran.g_00262	Prap.g_01000
OG0000106	Pran.g_00248	Prap.g_00986
OG0000107	Pran.g_00240	Prap.g_00977
OG0000108	Pran.g_00230	Prap.g_00967
OG0000109	Pran.g_00194	Prap.g_01472
OG0000110	Pran.g_01941	Prap.g_01460
OG0000111	Pran.g_01920	Prap.g_01436
OG0000113	Pran.g_01897	Prap.g_01412
OG0000114	Pran.g_01869	Prap.g_01386
OG0000115	Pran.g_01704	Prap.g_01293
OG0000116	Pran.g_01702	Prap.g_01291
OG0000117	Pran.g_01698	Prap.g_01287
OG0000118	Pran.g_01679	Prap.g_01267
OG0000119	Pran.g_01646	Prap.g_01237
OG0000120	Pran.g_01645	Prap.g_01236
OG0000121	Pran.g_01635	Prap.g_01226
OG0000122	Pran.g_01626	Prap.g_01217
OG0000123	Pran.g_01594	Prap.g_01185
OG0000124	Pran.g_01527	Prap.g_00375
OG0000125	Pran.g_01526	Prap.g_00374
OG0000126	Pran.g_01525	Prap.g_00373
OG0000127	Pran.g_01492	Prap.g_00814
OG0000128	Pran.g_01458	Prap.g_00789
OG0000129	Pran.g_01438	Prap.g_00324
OG0000130	Pran.g_01358	Prap.g_00691
OG0000131	Pran.g_01345	Prap.g_00785
OG0000132	Pran.g_01310	Prap.g_00748
OG0000133	Pran.g_00445	Prap.g_00841
OG0000134	Pran.g_00455	Prap.g_00355
OG0000135	Pran.g_00491	Prap.g_00261
OG0000136	Pran.g_00565	Prap.g_00705
OG0000137	Pran.g_00090	Prap.g_01880
OG0000138	Pran.g_00065	Prap.g_00462
OG0000139	Pran.g_00054	Prap.g_00450
OG0000140	Pran.g_00003	Prap.g_01135
OG0000141	Pran.g_00918	Prap.g_00217
OG0000142	Pran.g_00864	Prap.g_00574
OG0000143	Pran.g_00841	Prap.g_00059
OG0000144	Pran.g_00746	Prap.g_00109
OG0000145	Pran.g_00732	Prap.g_00122
OG0000146	Pran.g_00696	Prap.g_00158
OG0000147	Pran.g_00656	Prap.g_00205
OG0000148	Pran.g_00655	Prap.g_00206
OG0000149	Pran.g_00968	Prap.g_01782
OG0000150	Pran.g_01006	Prap.g_01742
OG0000151	Pran.g_01009	Prap.g_01739
OG0000152	Pran.g_01043, Pran.g_01028	Prap.g_01719
OG0000153	Pran.g_01063	Prap.g_01685
OG0000154	Pran.g_01100	Prap.g_01648, Prap.g_01649
OG0000155	Pran.g_01118	Prap.g_01629
OG0000156	Pran.g_01145	Prap.g_01596
OG0000157	Pran.g_01177	Prap.g_01562
OG0000158	Pran.g_01239	Prap.g_01497
OG0000160	Pran.g_01258	Prap.g_00053
OG0000161	Pran.g_01259	Prap.g_00052
OG0000162	Pran.g_01261	Prap.g_00050
OG0000163	Pran.g_01262	Prap.g_00049
OG0000164	Pran.g_01263	Prap.g_00048
OG0000165	Pran.g_01264	Prap.g_00047
OG0000166	Pran.g_01265	Prap.g_00046
OG0000167	Pran.g_01266	Prap.g_00045
OG0000168	Pran.g_01267	Prap.g_00044
OG0000169	Pran.g_01269	Prap.g_00042
OG0000170	Pran.g_00410	Prap.g_00941
OG0000171	Pran.g_00409	Prap.g_00940
OG0000172	Pran.g_00408	Prap.g_00939
OG0000173	Pran.g_00407	Prap.g_00938
OG0000174	Pran.g_00406	Prap.g_00937
OG0000175	Pran.g_00405	Prap.g_00936
OG0000176	Pran.g_00404	Prap.g_00935
OG0000177	Pran.g_00403	Prap.g_00934
OG0000178	Pran.g_00402	Prap.g_00933
OG0000179	Pran.g_00400	Prap.g_00931
OG0000180	Pran.g_00399	Prap.g_00930
OG0000181	Pran.g_00398	Prap.g_00929
OG0000182	Pran.g_00397	Prap.g_00928
OG0000183	Pran.g_00396	Prap.g_00927
OG0000184	Pran.g_00395	Prap.g_00925
OG0000185	Pran.g_00392	Prap.g_00922
OG0000186	Pran.g_00389	Prap.g_00919
OG0000187	Pran.g_00388	Prap.g_00918
OG0000188	Pran.g_00387	Prap.g_00917
OG0000189	Pran.g_00385	Prap.g_00915
OG0000190	Pran.g_00383	Prap.g_00913
OG0000191	Pran.g_00382	Prap.g_00911
OG0000192	Pran.g_00381	Prap.g_00910
OG0000193	Pran.g_00380	Prap.g_00909
OG0000194	Pran.g_00379	Prap.g_00906
OG0000195	Pran.g_00378	Prap.g_00905
OG0000196	Pran.g_00377	Prap.g_00904
OG0000197	Pran.g_00375	Prap.g_00902
OG0000198	Pran.g_00374	Prap.g_00901
OG0000199	Pran.g_00373	Prap.g_00899
OG0000200	Pran.g_00368	Prap.g_00887
OG0000201	Pran.g_00367	Prap.g_00886
OG0000202	Pran.g_00366	Prap.g_00885
OG0000203	Pran.g_00363	Prap.g_00881
OG0000204	Pran.g_00362	Prap.g_00880
OG0000205	Pran.g_00359	Prap.g_00877
OG0000206	Pran.g_00357	Prap.g_00875
OG0000207	Pran.g_00355	Prap.g_01100
OG0000208	Pran.g_00354	Prap.g_01099
OG0000209	Pran.g_00353	Prap.g_00025
OG0000210	Pran.g_00352	Prap.g_01098
OG0000211	Pran.g_00351	Prap.g_01097
OG0000212	Pran.g_00350	Prap.g_01096
OG0000213	Pran.g_00349	Prap.g_01095
OG0000214	Pran.g_00348	Prap.g_01094
OG0000215	Pran.g_00347	Prap.g_01093
OG0000216	Pran.g_00346	Prap.g_01092
OG0000217	Pran.g_00344	Prap.g_01090
OG0000218	Pran.g_00343	Prap.g_01089
OG0000219	Pran.g_00342	Prap.g_01088
OG0000220	Pran.g_00341	Prap.g_01087
OG0000221	Pran.g_00339	Prap.g_01084
OG0000222	Pran.g_00338	Prap.g_01083
OG0000223	Pran.g_00337	Prap.g_01082
OG0000224	Pran.g_00336	Prap.g_01080
OG0000225	Pran.g_00335	Prap.g_01079
OG0000226	Pran.g_00334	Prap.g_01078
OG0000227	Pran.g_00333	Prap.g_01076
OG0000228	Pran.g_00332	Prap.g_01075
OG0000229	Pran.g_00331	Prap.g_01074
OG0000230	Pran.g_00330	Prap.g_01073
OG0000231	Pran.g_00329	Prap.g_01072
OG0000232	Pran.g_00327	Prap.g_01071
OG0000233	Pran.g_00326	Prap.g_01069
OG0000234	Pran.g_00325	Prap.g_01068
OG0000235	Pran.g_00324	Prap.g_01067
OG0000236	Pran.g_00323	Prap.g_01064
OG0000237	Pran.g_00322	Prap.g_01063
OG0000238	Pran.g_00321	Prap.g_01062
OG0000239	Pran.g_00319	Prap.g_01060
OG0000240	Pran.g_00318	Prap.g_01059
OG0000241	Pran.g_00317	Prap.g_01058
OG0000242	Pran.g_00316	Prap.g_01057
OG0000243	Pran.g_00313	Prap.g_01054
OG0000244	Pran.g_00311	Prap.g_01051
OG0000245	Pran.g_00310	Prap.g_01050
OG0000246	Pran.g_00309	Prap.g_01049
OG0000247	Pran.g_00307	Prap.g_01047
OG0000248	Pran.g_00305	Prap.g_01045
OG0000249	Pran.g_00304	Prap.g_01043
OG0000250	Pran.g_00303	Prap.g_01042
OG0000251	Pran.g_00302	Prap.g_01041
OG0000252	Pran.g_00301	Prap.g_01040
OG0000253	Pran.g_00300	Prap.g_01039
OG0000254	Pran.g_00298	Prap.g_00319
OG0000255	Pran.g_00297	Prap.g_01037
OG0000256	Pran.g_00294	Prap.g_01034
OG0000257	Pran.g_00292	Prap.g_01032
OG0000258	Pran.g_00288	Prap.g_01026
OG0000259	Pran.g_00287	Prap.g_01025
OG0000260	Pran.g_00286	Prap.g_01024
OG0000261	Pran.g_00285	Prap.g_01023
OG0000262	Pran.g_00283	Prap.g_01022
OG0000263	Pran.g_00281	Prap.g_01020
OG0000264	Pran.g_00280	Prap.g_01019
OG0000265	Pran.g_00279	Prap.g_01018
OG0000266	Pran.g_00278	Prap.g_01017
OG0000267	Pran.g_00277	Prap.g_01016
OG0000268	Pran.g_00276	Prap.g_01014
OG0000269	Pran.g_00274	Prap.g_01012
OG0000270	Pran.g_00273	Prap.g_01011
OG0000271	Pran.g_00272	Prap.g_01010
OG0000272	Pran.g_00271	Prap.g_01009
OG0000273	Pran.g_00270	Prap.g_01008
OG0000274	Pran.g_00269	Prap.g_01007
OG0000275	Pran.g_00268	Prap.g_01006
OG0000276	Pran.g_00267	Prap.g_01005
OG0000277	Pran.g_00265	Prap.g_01003
OG0000278	Pran.g_00264	Prap.g_01002
OG0000279	Pran.g_00263	Prap.g_01001
OG0000280	Pran.g_00261	Prap.g_00999
OG0000281	Pran.g_00259	Prap.g_00997
OG0000282	Pran.g_00258	Prap.g_00996
OG0000283	Pran.g_00257	Prap.g_00995
OG0000284	Pran.g_00256	Prap.g_00994
OG0000285	Pran.g_00255	Prap.g_00993
OG0000286	Pran.g_00254	Prap.g_00992
OG0000287	Pran.g_00253	Prap.g_00991
OG0000288	Pran.g_00251	Prap.g_00989
OG0000289	Pran.g_00250	Prap.g_00988
OG0000290	Pran.g_00249	Prap.g_00987
OG0000291	Pran.g_00247	Prap.g_00985
OG0000292	Pran.g_00246	Prap.g_00983
OG0000293	Pran.g_00245	Prap.g_00982
OG0000294	Pran.g_00244	Prap.g_00981
OG0000295	Pran.g_00243	Prap.g_00980
OG0000296	Pran.g_00242	Prap.g_00979
OG0000297	Pran.g_00241	Prap.g_00978
OG0000298	Pran.g_00239	Prap.g_00976
OG0000299	Pran.g_00238	Prap.g_00975
OG0000300	Pran.g_00237	Prap.g_00974
OG0000301	Pran.g_00236	Prap.g_00973
OG0000302	Pran.g_00235	Prap.g_00972
OG0000303	Pran.g_00234	Prap.g_00971
OG0000304	Pran.g_00232	Prap.g_00969
OG0000305	Pran.g_00231	Prap.g_00968
OG0000306	Pran.g_00228	Prap.g_00965
OG0000307	Pran.g_00227	Prap.g_00964
OG0000308	Pran.g_00226	Prap.g_00963
OG0000309	Pran.g_00225	Prap.g_00962
OG0000310	Pran.g_00224	Prap.g_00961
OG0000311	Pran.g_00223	Prap.g_00959
OG0000312	Pran.g_00222	Prap.g_00958
OG0000313	Pran.g_00221	Prap.g_00957
OG0000314	Pran.g_00220	Prap.g_00956
OG0000315	Pran.g_00219	Prap.g_00955
OG0000316	Pran.g_00218	Prap.g_00954
OG0000317	Pran.g_00217	Prap.g_00953
OG0000318	Pran.g_00216	Prap.g_00952
OG0000319	Pran.g_00215	Prap.g_00951
OG0000320	Pran.g_00214	Prap.g_00950
OG0000321	Pran.g_00213	Prap.g_00949
OG0000322	Pran.g_00212	Prap.g_00948
OG0000323	Pran.g_00211	Prap.g_00947
OG0000324	Pran.g_00210	Prap.g_00946
OG0000325	Pran.g_00209	Prap.g_00945
OG0000326	Pran.g_00208	Prap.g_00944
OG0000327	Pran.g_00207	Prap.g_00943
OG0000328	Pran.g_00206	Prap.g_01487
OG0000329	Pran.g_00205	Prap.g_01486
OG0000330	Pran.g_00204	Prap.g_01485
OG0000331	Pran.g_00203	Prap.g_01483
OG0000332	Pran.g_00202	Prap.g_01482
OG0000333	Pran.g_00201	Prap.g_01481
OG0000334	Pran.g_00200	Prap.g_01480
OG0000335	Pran.g_00199	Prap.g_01479
OG0000336	Pran.g_00197	Prap.g_01477
OG0000337	Pran.g_00196	Prap.g_01476
OG0000338	Pran.g_00193	Prap.g_01471
OG0000339	Pran.g_01950	Prap.g_01469
OG0000340	Pran.g_01948	Prap.g_01467
OG0000341	Pran.g_01947	Prap.g_01466
OG0000342	Pran.g_01946	Prap.g_01465
OG0000343	Pran.g_01945	Prap.g_01464
OG0000344	Pran.g_01942	Prap.g_01461
OG0000345	Pran.g_01939	Prap.g_01457
OG0000346	Pran.g_01938	Prap.g_01456
OG0000347	Pran.g_01935	Prap.g_01453
OG0000348	Pran.g_01934	Prap.g_01452
OG0000349	Pran.g_01933	Prap.g_01451
OG0000350	Pran.g_01931	Prap.g_01449
OG0000351	Pran.g_01930	Prap.g_01448
OG0000352	Pran.g_01929	Prap.g_01447
OG0000353	Pran.g_01928	Prap.g_01446
OG0000354	Pran.g_01927	Prap.g_01444
OG0000355	Pran.g_01926	Prap.g_01443
OG0000356	Pran.g_01925	Prap.g_01442
OG0000357	Pran.g_01924	Prap.g_01441
OG0000358	Pran.g_01923	Prap.g_01440
OG0000359	Pran.g_01922	Prap.g_01438
OG0000360	Pran.g_01919	Prap.g_01435
OG0000361	Pran.g_01918	Prap.g_01434
OG0000362	Pran.g_01917	Prap.g_01433
OG0000363	Pran.g_01916	Prap.g_01432
OG0000364	Pran.g_01912	Prap.g_01428
OG0000365	Pran.g_01911	Prap.g_01427
OG0000366	Pran.g_01909	Prap.g_01424
OG0000367	Pran.g_01908	Prap.g_01423
OG0000368	Pran.g_01907	Prap.g_01422
OG0000369	Pran.g_01906	Prap.g_01421
OG0000370	Pran.g_01905	Prap.g_01420
OG0000371	Pran.g_01904	Prap.g_01418
OG0000372	Pran.g_01903	Prap.g_01417
OG0000373	Pran.g_01902	Prap.g_01416
OG0000374	Pran.g_01900	Prap.g_01415
OG0000375	Pran.g_01899	Prap.g_01414
OG0000376	Pran.g_01896	Prap.g_01411
OG0000377	Pran.g_01895	Prap.g_01410
OG0000378	Pran.g_01894	Prap.g_01409
OG0000379	Pran.g_01893	Prap.g_01408
OG0000380	Pran.g_01892	Prap.g_01407
OG0000381	Pran.g_01891	Prap.g_01406
OG0000382	Pran.g_01890	Prap.g_01405
OG0000383	Pran.g_01889	Prap.g_01404
OG0000384	Pran.g_01886	Prap.g_01402
OG0000385	Pran.g_01885	Prap.g_01401
OG0000386	Pran.g_01884	Prap.g_01400
OG0000387	Pran.g_01883	Prap.g_01399
OG0000388	Pran.g_01882	Prap.g_01398
OG0000389	Pran.g_01881	Prap.g_01397
OG0000390	Pran.g_01880	Prap.g_01396
OG0000391	Pran.g_01879	Prap.g_01395
OG0000392	Pran.g_01878	Prap.g_01394
OG0000393	Pran.g_01877	Prap.g_01393
OG0000394	Pran.g_01876	Prap.g_01392
OG0000395	Pran.g_01875	Prap.g_01391
OG0000396	Pran.g_01873	Prap.g_01390
OG0000397	Pran.g_01871	Prap.g_01388
OG0000398	Pran.g_01870	Prap.g_01387
OG0000399	Pran.g_01867	Prap.g_01385
OG0000400	Pran.g_01866	Prap.g_01379
OG0000401	Pran.g_01865	Prap.g_01378
OG0000402	Pran.g_01860	Prap.g_01372
OG0000403	Pran.g_01859	Prap.g_01370
OG0000404	Pran.g_01858	Prap.g_01369
OG0000405	Pran.g_01857	Prap.g_01368
OG0000406	Pran.g_01854	Prap.g_01365
OG0000407	Pran.g_01853	Prap.g_01364
OG0000408	Pran.g_01850	Prap.g_01361
OG0000409	Pran.g_01849	Prap.g_01360
OG0000410	Pran.g_01848	Prap.g_01359
OG0000411	Pran.g_01847	Prap.g_01358
OG0000412	Pran.g_01846	Prap.g_01357
OG0000413	Pran.g_01845	Prap.g_01356
OG0000414	Pran.g_01844	Prap.g_01355
OG0000415	Pran.g_01843	Prap.g_01354
OG0000416	Pran.g_01840	Prap.g_01350
OG0000417	Pran.g_01839	Prap.g_01349
OG0000418	Pran.g_01838	Prap.g_01347
OG0000419	Pran.g_01837	Prap.g_01346
OG0000420	Pran.g_01835	Prap.g_00728
OG0000421	Pran.g_01823	Prap.g_00500
OG0000422	Pran.g_01816	Prap.g_01827
OG0000423	Pran.g_01815	Prap.g_00495
OG0000424	Pran.g_01808	Prap.g_01714
OG0000425	Pran.g_01749	Prap.g_01335
OG0000426	Pran.g_01748	Prap.g_01334
OG0000427	Pran.g_01747	Prap.g_01333
OG0000428	Pran.g_01745	Prap.g_01331
OG0000429	Pran.g_01744	Prap.g_01330
OG0000430	Pran.g_01742	Prap.g_01328
OG0000431	Pran.g_01741	Prap.g_01327
OG0000432	Pran.g_01740	Prap.g_01326
OG0000433	Pran.g_01739	Prap.g_01325
OG0000434	Pran.g_01738	Prap.g_01324
OG0000435	Pran.g_01737	Prap.g_01323
OG0000436	Pran.g_01736	Prap.g_01322
OG0000437	Pran.g_01735	Prap.g_01321
OG0000438	Pran.g_01734	Prap.g_01320
OG0000439	Pran.g_01733	Prap.g_01319
OG0000440	Pran.g_01729	Prap.g_01318
OG0000441	Pran.g_01728	Prap.g_01317
OG0000442	Pran.g_01727	Prap.g_01316
OG0000443	Pran.g_01726	Prap.g_01315
OG0000444	Pran.g_01725	Prap.g_01314
OG0000445	Pran.g_01724	Prap.g_01310
OG0000446	Pran.g_01723	Prap.g_01308
OG0000447	Pran.g_01722	Prap.g_01307
OG0000448	Pran.g_01720	Prap.g_01306
OG0000449	Pran.g_01717	Prap.g_01302
OG0000450	Pran.g_01716	Prap.g_01301
OG0000451	Pran.g_01715	Prap.g_01300
OG0000452	Pran.g_01714	Prap.g_01298
OG0000453	Pran.g_01713	Prap.g_01297
OG0000454	Pran.g_01707	Prap.g_01296
OG0000455	Pran.g_01705	Prap.g_01294
OG0000456	Pran.g_01701	Prap.g_01290
OG0000457	Pran.g_01700	Prap.g_01289
OG0000458	Pran.g_01699	Prap.g_01288
OG0000459	Pran.g_01697	Prap.g_01286
OG0000460	Pran.g_01695	Prap.g_01284
OG0000461	Pran.g_01694	Prap.g_01283
OG0000462	Pran.g_01693	Prap.g_01282
OG0000463	Pran.g_01691	Prap.g_01280
OG0000464	Pran.g_01690	Prap.g_01279
OG0000465	Pran.g_01689	Prap.g_01278
OG0000466	Pran.g_01688	Prap.g_01277
OG0000467	Pran.g_01687	Prap.g_01276
OG0000468	Pran.g_01686	Prap.g_01275
OG0000469	Pran.g_01685	Prap.g_01274
OG0000470	Pran.g_01684	Prap.g_01273
OG0000471	Pran.g_01683	Prap.g_01272
OG0000472	Pran.g_01678	Prap.g_01266
OG0000473	Pran.g_01677	Prap.g_01265
OG0000474	Pran.g_01676	Prap.g_01264
OG0000475	Pran.g_01675	Prap.g_01263
OG0000476	Pran.g_01673	Prap.g_01262
OG0000477	Pran.g_01672	Prap.g_01261
OG0000478	Pran.g_01671	Prap.g_01260
OG0000479	Pran.g_01670	Prap.g_01259
OG0000480	Pran.g_01668	Prap.g_01257
OG0000481	Pran.g_01666	Prap.g_01255
OG0000482	Pran.g_01665	Prap.g_01254
OG0000483	Pran.g_01663	Prap.g_01252
OG0000484	Pran.g_01662	Prap.g_01251
OG0000485	Pran.g_01661	Prap.g_01250
OG0000486	Pran.g_01660	Prap.g_01249
OG0000487	Pran.g_01655	Prap.g_01245
OG0000488	Pran.g_01653	Prap.g_01244
OG0000489	Pran.g_01652	Prap.g_01243
OG0000490	Pran.g_01651	Prap.g_01242
OG0000491	Pran.g_01650	Prap.g_01241
OG0000492	Pran.g_01649	Prap.g_01240
OG0000493	Pran.g_01648	Prap.g_01239
OG0000494	Pran.g_01647	Prap.g_01238
OG0000495	Pran.g_01644	Prap.g_01235
OG0000496	Pran.g_01643	Prap.g_01234
OG0000497	Pran.g_01642	Prap.g_01233
OG0000498	Pran.g_01641	Prap.g_01232
OG0000499	Pran.g_01640	Prap.g_01231
OG0000500	Pran.g_01638	Prap.g_01229
OG0000501	Pran.g_01637	Prap.g_01228
OG0000502	Pran.g_01636	Prap.g_01227
OG0000503	Pran.g_01634	Prap.g_01225
OG0000504	Pran.g_01633	Prap.g_01224
OG0000505	Pran.g_01632	Prap.g_01223
OG0000506	Pran.g_01631	Prap.g_01222
OG0000507	Pran.g_01630	Prap.g_01221
OG0000508	Pran.g_01629	Prap.g_01220
OG0000509	Pran.g_01628	Prap.g_01219
OG0000510	Pran.g_01627	Prap.g_01218
OG0000511	Pran.g_01625	Prap.g_01216
OG0000512	Pran.g_01624	Prap.g_01215
OG0000513	Pran.g_01623	Prap.g_01214
OG0000514	Pran.g_01622	Prap.g_01213
OG0000515	Pran.g_01621	Prap.g_01212
OG0000516	Pran.g_01620	Prap.g_01211
OG0000517	Pran.g_01618	Prap.g_01210
OG0000518	Pran.g_01617	Prap.g_01209
OG0000519	Pran.g_01616	Prap.g_01207
OG0000520	Pran.g_01614	Prap.g_01205
OG0000521	Pran.g_01613	Prap.g_01204
OG0000522	Pran.g_01612	Prap.g_01203
OG0000523	Pran.g_01611	Prap.g_01202
OG0000524	Pran.g_01610	Prap.g_01201
OG0000525	Pran.g_01609	Prap.g_01200
OG0000526	Pran.g_01608	Prap.g_01199
OG0000527	Pran.g_01607	Prap.g_01198
OG0000528	Pran.g_01606	Prap.g_01197
OG0000529	Pran.g_01605	Prap.g_01196
OG0000530	Pran.g_01604	Prap.g_01195
OG0000531	Pran.g_01603	Prap.g_01194
OG0000532	Pran.g_01602	Prap.g_01193
OG0000533	Pran.g_01600	Prap.g_01191
OG0000534	Pran.g_01599	Prap.g_01190
OG0000535	Pran.g_01598	Prap.g_01189
OG0000536	Pran.g_01597	Prap.g_01188
OG0000537	Pran.g_01596	Prap.g_01187
OG0000538	Pran.g_01595	Prap.g_01186
OG0000539	Pran.g_01592	Prap.g_01182
OG0000540	Pran.g_01591	Prap.g_01181
OG0000541	Pran.g_01590	Prap.g_01180
OG0000542	Pran.g_01587	Prap.g_01177
OG0000543	Pran.g_01586	Prap.g_01176
OG0000544	Pran.g_01585	Prap.g_01175
OG0000545	Pran.g_01584	Prap.g_01174
OG0000546	Pran.g_01583	Prap.g_01173
OG0000547	Pran.g_01582	Prap.g_01172
OG0000548	Pran.g_01581	Prap.g_01171
OG0000549	Pran.g_01579	Prap.g_01169
OG0000550	Pran.g_01578	Prap.g_01168
OG0000551	Pran.g_01577	Prap.g_01167
OG0000552	Pran.g_01576	Prap.g_01166
OG0000553	Pran.g_01575	Prap.g_01165
OG0000554	Pran.g_01574	Prap.g_01164
OG0000555	Pran.g_01573	Prap.g_01162
OG0000556	Pran.g_01572	Prap.g_01161
OG0000557	Pran.g_01571	Prap.g_01160
OG0000558	Pran.g_01570	Prap.g_01159
OG0000559	Pran.g_01569	Prap.g_01158
OG0000560	Pran.g_01568	Prap.g_01157
OG0000561	Pran.g_01567	Prap.g_01156
OG0000562	Pran.g_01566	Prap.g_01155
OG0000563	Pran.g_01565	Prap.g_01154
OG0000564	Pran.g_01564	Prap.g_01153
OG0000565	Pran.g_01563	Prap.g_01152
OG0000566	Pran.g_01562	Prap.g_01151
OG0000567	Pran.g_01561	Prap.g_01150
OG0000568	Pran.g_01560	Prap.g_01149
OG0000569	Pran.g_01557	Prap.g_01147
OG0000570	Pran.g_01556	Prap.g_01146
OG0000571	Pran.g_01554	Prap.g_01144
OG0000572	Pran.g_01553	Prap.g_01142
OG0000573	Pran.g_01552	Prap.g_01141
OG0000574	Pran.g_01551	Prap.g_01140
OG0000575	Pran.g_01550	Prap.g_01138
OG0000576	Pran.g_01549	Prap.g_01137
OG0000577	Pran.g_01548	Prap.g_00397
OG0000578	Pran.g_01547	Prap.g_00396
OG0000579	Pran.g_01546	Prap.g_00395
OG0000580	Pran.g_01545	Prap.g_00394
OG0000581	Pran.g_01544	Prap.g_00393
OG0000582	Pran.g_01543	Prap.g_00392
OG0000583	Pran.g_01542	Prap.g_00391
OG0000584	Pran.g_01540	Prap.g_00389
OG0000585	Pran.g_01539	Prap.g_00388
OG0000586	Pran.g_01538	Prap.g_00386
OG0000587	Pran.g_01537	Prap.g_00385
OG0000588	Pran.g_01536	Prap.g_00384
