Orthogroup	Pran	Prau
OG0000041	Pran.g_01555	Prau.g_00663, Prau.g_01279
OG0000042	Pran.g_01212	Prau.g_01978
OG0000043	Pran.g_00145	Prau.g_01126
OG0000045	Pran.g_01593	Prau.g_00624
OG0000046	Pran.g_01401	Prau.g_00814
OG0000047	Pran.g_00060	Prau.g_01206
OG0000048	Pran.g_00777	Prau.g_01448
OG0000049	Pran.g_00807	Prau.g_01432, Prau.g_01460
OG0000050	Pran.g_00266	Prau.g_00167
OG0000051	Pran.g_01834	Prau.g_00362
OG0000052	Pran.g_01758	Prau.g_00458, Prau.g_00432
OG0000053	Pran.g_01460	Prau.g_00755
OG0000054	Pran.g_00963	Prau.g_01725
OG0000055	Pran.g_01160	Prau.g_00037, Prau.g_01925
OG0000056	Pran.g_00393	Prau.g_00030
OG0000057	Pran.g_00275	Prau.g_00158
OG0000058	Pran.g_01824	Prau.g_00373
OG0000059	Pran.g_01639	Prau.g_00579
OG0000060	Pran.g_01447	Prau.g_00768
OG0000061	Pran.g_01408	Prau.g_00808
OG0000062	Pran.g_01321	Prau.g_00876
OG0000063	Pran.g_00108	Prau.g_01162
OG0000063	Pran.g_00935	Prau.g_00749
OG0000065	Pran.g_00195	Prau.g_00238, Prau.g_00784
OG0000066	Pran.g_01703	Prau.g_00516
OG0000067	Pran.g_01480	Prau.g_00738
OG0000068	Pran.g_00905	Prau.g_00790
OG0000069	Pran.g_00095	Prau.g_01172
OG0000069	Pran.g_00507	Prau.g_01035
OG0000070	Pran.g_00903, Pran.g_00568	Prau.g_01089
OG0000071	Pran.g_01466	Prau.g_01318
OG0000072	Pran.g_00938, Pran.g_00876	Prau.g_01371
OG0000074	Pran.g_00752	Prau.g_01430
OG0000075	Pran.g_01105	Prau.g_01869
OG0000077	Pran.g_01268	Prau.g_00011
OG0000078	Pran.g_01872	Prau.g_00324
OG0000079	Pran.g_01812	Prau.g_00386
OG0000080	Pran.g_01509	Prau.g_00709
OG0000081	Pran.g_01487	Prau.g_00731
OG0000082	Pran.g_01336	Prau.g_00861
OG0000083	Pran.g_00179	Prau.g_00926
OG0000084	Pran.g_00487	Prau.g_01015
OG0000085	Pran.g_00135	Prau.g_01136
OG0000086	Pran.g_00093	Prau.g_01174
OG0000088	Pran.g_01784	Prau.g_01323
OG0000089	Pran.g_01783	Prau.g_00783
OG0000089	Pran.g_00519	Prau.g_01325
OG0000089	Pran.g_01463	Prau.g_01677
OG0000090	Pran.g_00806	Prau.g_01434, Prau.g_01491, Prau.g_01435
OG0000091	Pran.g_00725, Pran.g_00787	Prau.g_01539
OG0000092	Pran.g_00575, Pran.g_00912	Prau.g_01658
OG0000093	Pran.g_01056	Prau.g_01818
OG0000094	Pran.g_01102	Prau.g_01866
OG0000095	Pran.g_01135	Prau.g_01899
OG0000096	Pran.g_01204	Prau.g_01970
OG0000097	Pran.g_01222	Prau.g_01987, Prau.g_01297
OG0000098	Pran.g_01260	Prau.g_00003
OG0000099	Pran.g_00401	Prau.g_00023
OG0000100	Pran.g_00386	Prau.g_00046
OG0000101	Pran.g_00376	Prau.g_00057
OG0000102	Pran.g_00320	Prau.g_00114
OG0000103	Pran.g_00312	Prau.g_00122
OG0000104	Pran.g_00295	Prau.g_00140
OG0000105	Pran.g_00262	Prau.g_00171
OG0000106	Pran.g_00248	Prau.g_00185
OG0000107	Pran.g_00240	Prau.g_00193
OG0000108	Pran.g_00230	Prau.g_00203
OG0000109	Pran.g_00194	Prau.g_00240
OG0000110	Pran.g_01941	Prau.g_00253
OG0000111	Pran.g_01920	Prau.g_00276
OG0000112	Pran.g_01910	Prau.g_00286
OG0000113	Pran.g_01897	Prau.g_00299
OG0000114	Pran.g_01869	Prau.g_00327
OG0000115	Pran.g_01704	Prau.g_00515
OG0000116	Pran.g_01702	Prau.g_00517
OG0000117	Pran.g_01698	Prau.g_00521
OG0000118	Pran.g_01679	Prau.g_00540
OG0000119	Pran.g_01646	Prau.g_00572
OG0000120	Pran.g_01645	Prau.g_00573
OG0000121	Pran.g_01635	Prau.g_00583
OG0000122	Pran.g_01626	Prau.g_00592
OG0000123	Pran.g_01594	Prau.g_00623
OG0000124	Pran.g_01527	Prau.g_00691
OG0000125	Pran.g_01526	Prau.g_00692
OG0000126	Pran.g_01525	Prau.g_00693
OG0000127	Pran.g_01492	Prau.g_00726
OG0000128	Pran.g_01458	Prau.g_00757
OG0000129	Pran.g_01438	Prau.g_00777
OG0000130	Pran.g_01358	Prau.g_00839
OG0000131	Pran.g_01345	Prau.g_00852
OG0000132	Pran.g_01310	Prau.g_00887
OG0000133	Pran.g_00445	Prau.g_00973
OG0000134	Pran.g_00455	Prau.g_00983
OG0000135	Pran.g_00491	Prau.g_01019
OG0000136	Pran.g_00565	Prau.g_01086
OG0000137	Pran.g_00090	Prau.g_01177
OG0000138	Pran.g_00065	Prau.g_01202
OG0000139	Pran.g_00054	Prau.g_01212
OG0000140	Pran.g_00003	Prau.g_01263
OG0000141	Pran.g_00918	Prau.g_01271
OG0000142	Pran.g_00864	Prau.g_01383
OG0000143	Pran.g_00841	Prau.g_01409
OG0000144	Pran.g_00746	Prau.g_01515
OG0000145	Pran.g_00732	Prau.g_01532
OG0000146	Pran.g_00696	Prau.g_01568
OG0000147	Pran.g_00656	Prau.g_01608
OG0000148	Pran.g_00655	Prau.g_01609
OG0000149	Pran.g_00968	Prau.g_01730
OG0000150	Pran.g_01006	Prau.g_01768
OG0000151	Pran.g_01009	Prau.g_01771
OG0000152	Pran.g_01043, Pran.g_01028	Prau.g_01790
OG0000153	Pran.g_01063	Prau.g_01828
OG0000154	Pran.g_01100	Prau.g_01864
OG0000155	Pran.g_01118	Prau.g_01882
OG0000156	Pran.g_01145	Prau.g_01910
OG0000157	Pran.g_01177	Prau.g_01942
OG0000158	Pran.g_01239	Prau.g_02004
OG0000160	Pran.g_01258	Prau.g_00001
OG0000161	Pran.g_01259	Prau.g_00002
OG0000162	Pran.g_01261	Prau.g_00004
OG0000163	Pran.g_01262	Prau.g_00005
OG0000164	Pran.g_01263	Prau.g_00006
OG0000165	Pran.g_01264	Prau.g_00007
OG0000166	Pran.g_01265	Prau.g_00008
OG0000167	Pran.g_01266	Prau.g_00009
OG0000168	Pran.g_01267	Prau.g_00010
OG0000169	Pran.g_01269	Prau.g_00012
OG0000170	Pran.g_00410	Prau.g_00014
OG0000171	Pran.g_00409	Prau.g_00015
OG0000172	Pran.g_00408	Prau.g_00016
OG0000173	Pran.g_00407	Prau.g_00017
OG0000174	Pran.g_00406	Prau.g_00018
OG0000175	Pran.g_00405	Prau.g_00019
OG0000176	Pran.g_00404	Prau.g_00020
OG0000177	Pran.g_00403	Prau.g_00021
OG0000178	Pran.g_00402	Prau.g_00022
OG0000179	Pran.g_00400	Prau.g_00024
OG0000180	Pran.g_00399	Prau.g_00025
OG0000181	Pran.g_00398	Prau.g_00026
OG0000182	Pran.g_00397	Prau.g_00027
OG0000183	Pran.g_00396	Prau.g_00028
OG0000184	Pran.g_00395	Prau.g_00029
OG0000185	Pran.g_00392	Prau.g_00031
OG0000186	Pran.g_00389	Prau.g_00034
OG0000187	Pran.g_00388	Prau.g_00035
OG0000188	Pran.g_00387	Prau.g_00036
OG0000189	Pran.g_00385	Prau.g_00047
OG0000190	Pran.g_00383	Prau.g_00049
OG0000191	Pran.g_00382	Prau.g_00050
OG0000192	Pran.g_00381	Prau.g_00051
OG0000193	Pran.g_00380	Prau.g_00053
OG0000194	Pran.g_00379	Prau.g_00054
OG0000195	Pran.g_00378	Prau.g_00055
OG0000196	Pran.g_00377	Prau.g_00056
OG0000197	Pran.g_00375	Prau.g_00058
OG0000198	Pran.g_00374	Prau.g_00059
OG0000199	Pran.g_00373	Prau.g_00060
OG0000200	Pran.g_00368	Prau.g_00066
OG0000201	Pran.g_00367	Prau.g_00067
OG0000202	Pran.g_00366	Prau.g_00068
OG0000203	Pran.g_00363	Prau.g_00071
OG0000204	Pran.g_00362	Prau.g_00072
OG0000205	Pran.g_00359	Prau.g_00074
OG0000206	Pran.g_00357	Prau.g_00076
OG0000207	Pran.g_00355	Prau.g_00078
OG0000208	Pran.g_00354	Prau.g_00079
OG0000209	Pran.g_00353	Prau.g_00080
OG0000210	Pran.g_00352	Prau.g_00081
OG0000211	Pran.g_00351	Prau.g_00082
OG0000212	Pran.g_00350	Prau.g_00083
OG0000213	Pran.g_00349	Prau.g_00084
OG0000214	Pran.g_00348	Prau.g_00085
OG0000215	Pran.g_00347	Prau.g_00086
OG0000216	Pran.g_00346	Prau.g_00087
OG0000217	Pran.g_00344	Prau.g_00089
OG0000218	Pran.g_00343	Prau.g_00090
OG0000219	Pran.g_00342	Prau.g_00091
OG0000220	Pran.g_00341	Prau.g_00092
OG0000221	Pran.g_00339	Prau.g_00095
OG0000222	Pran.g_00338	Prau.g_00096
OG0000223	Pran.g_00337	Prau.g_00097
OG0000224	Pran.g_00336	Prau.g_00098
OG0000225	Pran.g_00335	Prau.g_00099
OG0000226	Pran.g_00334	Prau.g_00100
OG0000227	Pran.g_00333	Prau.g_00101
OG0000228	Pran.g_00332	Prau.g_00102
OG0000229	Pran.g_00331	Prau.g_00103
OG0000230	Pran.g_00330	Prau.g_00104
OG0000231	Pran.g_00329	Prau.g_00105
OG0000232	Pran.g_00327	Prau.g_00107
OG0000233	Pran.g_00326	Prau.g_00108
OG0000234	Pran.g_00325	Prau.g_00109
OG0000235	Pran.g_00324	Prau.g_00110
OG0000236	Pran.g_00323	Prau.g_00111
OG0000237	Pran.g_00322	Prau.g_00112
OG0000238	Pran.g_00321	Prau.g_00113
OG0000239	Pran.g_00319	Prau.g_00115
OG0000240	Pran.g_00318	Prau.g_00116
OG0000241	Pran.g_00317	Prau.g_00117
OG0000242	Pran.g_00316	Prau.g_00118
OG0000243	Pran.g_00313	Prau.g_00121
OG0000244	Pran.g_00311	Prau.g_00123
OG0000245	Pran.g_00310	Prau.g_00124
OG0000246	Pran.g_00309	Prau.g_00125
OG0000247	Pran.g_00307	Prau.g_00128
OG0000248	Pran.g_00305	Prau.g_00130
OG0000249	Pran.g_00304	Prau.g_00131
OG0000250	Pran.g_00303	Prau.g_00132
OG0000251	Pran.g_00302	Prau.g_00133
OG0000252	Pran.g_00301	Prau.g_00134
OG0000253	Pran.g_00300	Prau.g_00135
OG0000254	Pran.g_00298	Prau.g_00137
OG0000255	Pran.g_00297	Prau.g_00138
OG0000256	Pran.g_00294	Prau.g_00141
OG0000257	Pran.g_00292	Prau.g_00143
OG0000258	Pran.g_00288	Prau.g_00146
OG0000259	Pran.g_00287	Prau.g_00147
OG0000260	Pran.g_00286	Prau.g_00148
OG0000261	Pran.g_00285	Prau.g_00149
OG0000262	Pran.g_00283	Prau.g_00150
OG0000263	Pran.g_00281	Prau.g_00152
OG0000264	Pran.g_00280	Prau.g_00153
OG0000265	Pran.g_00279	Prau.g_00154
OG0000266	Pran.g_00278	Prau.g_00155
OG0000267	Pran.g_00277	Prau.g_00156
OG0000268	Pran.g_00276	Prau.g_00157
OG0000269	Pran.g_00274	Prau.g_00159
OG0000270	Pran.g_00273	Prau.g_00160
OG0000271	Pran.g_00272	Prau.g_00161
OG0000272	Pran.g_00271	Prau.g_00162
OG0000273	Pran.g_00270	Prau.g_00163
OG0000274	Pran.g_00269	Prau.g_00164
OG0000275	Pran.g_00268	Prau.g_00165
OG0000276	Pran.g_00267	Prau.g_00166
OG0000277	Pran.g_00265	Prau.g_00168
OG0000278	Pran.g_00264	Prau.g_00169
OG0000279	Pran.g_00263	Prau.g_00170
OG0000280	Pran.g_00261	Prau.g_00172
OG0000281	Pran.g_00259	Prau.g_00174
OG0000282	Pran.g_00258	Prau.g_00175
OG0000283	Pran.g_00257	Prau.g_00176
OG0000284	Pran.g_00256	Prau.g_00177
OG0000285	Pran.g_00255	Prau.g_00178
OG0000286	Pran.g_00254	Prau.g_00179
OG0000287	Pran.g_00253	Prau.g_00180
OG0000288	Pran.g_00251	Prau.g_00182
OG0000289	Pran.g_00250	Prau.g_00183
OG0000290	Pran.g_00249	Prau.g_00184
OG0000291	Pran.g_00247	Prau.g_00186
OG0000292	Pran.g_00246	Prau.g_00187
OG0000293	Pran.g_00245	Prau.g_00188
OG0000294	Pran.g_00244	Prau.g_00189
OG0000295	Pran.g_00243	Prau.g_00190
OG0000296	Pran.g_00242	Prau.g_00191
OG0000297	Pran.g_00241	Prau.g_00192
OG0000298	Pran.g_00239	Prau.g_00194
OG0000299	Pran.g_00238	Prau.g_00195
OG0000300	Pran.g_00237	Prau.g_00196
OG0000301	Pran.g_00236	Prau.g_00197
OG0000302	Pran.g_00235	Prau.g_00198
OG0000303	Pran.g_00234	Prau.g_00199
OG0000304	Pran.g_00232	Prau.g_00201
OG0000305	Pran.g_00231	Prau.g_00202
OG0000306	Pran.g_00228	Prau.g_00205
OG0000307	Pran.g_00227	Prau.g_00206
OG0000308	Pran.g_00226	Prau.g_00207
OG0000309	Pran.g_00225	Prau.g_00208
OG0000310	Pran.g_00224	Prau.g_00209
OG0000311	Pran.g_00223	Prau.g_00210
OG0000312	Pran.g_00222	Prau.g_00211
OG0000313	Pran.g_00221	Prau.g_00212
OG0000314	Pran.g_00220	Prau.g_00213
OG0000315	Pran.g_00219	Prau.g_00214
OG0000316	Pran.g_00218	Prau.g_00215
OG0000317	Pran.g_00217	Prau.g_00216
OG0000318	Pran.g_00216	Prau.g_00217
OG0000319	Pran.g_00215	Prau.g_00218
OG0000320	Pran.g_00214	Prau.g_00219
OG0000321	Pran.g_00213	Prau.g_00220
OG0000322	Pran.g_00212	Prau.g_00221
OG0000323	Pran.g_00211	Prau.g_00222
OG0000324	Pran.g_00210	Prau.g_00223
OG0000325	Pran.g_00209	Prau.g_00224
OG0000326	Pran.g_00208	Prau.g_00225
OG0000327	Pran.g_00207	Prau.g_00226
OG0000328	Pran.g_00206	Prau.g_00227
OG0000329	Pran.g_00205	Prau.g_00228
OG0000330	Pran.g_00204	Prau.g_00229
OG0000331	Pran.g_00203	Prau.g_00230
OG0000332	Pran.g_00202	Prau.g_00231
OG0000333	Pran.g_00201	Prau.g_00232
OG0000334	Pran.g_00200	Prau.g_00233
OG0000335	Pran.g_00199	Prau.g_00234
OG0000336	Pran.g_00197	Prau.g_00236
OG0000337	Pran.g_00196	Prau.g_00237
OG0000338	Pran.g_00193	Prau.g_00241
OG0000339	Pran.g_01950	Prau.g_00244
OG0000340	Pran.g_01948	Prau.g_00246
OG0000341	Pran.g_01947	Prau.g_00247
OG0000342	Pran.g_01946	Prau.g_00248
OG0000343	Pran.g_01945	Prau.g_00249
OG0000344	Pran.g_01942	Prau.g_00252
OG0000345	Pran.g_01939	Prau.g_00255
OG0000346	Pran.g_01938	Prau.g_00256
OG0000347	Pran.g_01935	Prau.g_00259
OG0000348	Pran.g_01934	Prau.g_00261
OG0000349	Pran.g_01933	Prau.g_00262
OG0000350	Pran.g_01931	Prau.g_00264
OG0000351	Pran.g_01930	Prau.g_00265
OG0000352	Pran.g_01929	Prau.g_00266
OG0000353	Pran.g_01928	Prau.g_00267
OG0000354	Pran.g_01927	Prau.g_00268
OG0000355	Pran.g_01926	Prau.g_00269
OG0000356	Pran.g_01925	Prau.g_00270
OG0000357	Pran.g_01924	Prau.g_00271
OG0000358	Pran.g_01923	Prau.g_00272
OG0000359	Pran.g_01922	Prau.g_00273
OG0000360	Pran.g_01919	Prau.g_00277
OG0000361	Pran.g_01918	Prau.g_00278
OG0000362	Pran.g_01917	Prau.g_00279
OG0000363	Pran.g_01916	Prau.g_00280
OG0000364	Pran.g_01912	Prau.g_00284
OG0000365	Pran.g_01911	Prau.g_00285
OG0000366	Pran.g_01909	Prau.g_00287
OG0000367	Pran.g_01908	Prau.g_00288
OG0000368	Pran.g_01907	Prau.g_00289
OG0000369	Pran.g_01906	Prau.g_00290
OG0000370	Pran.g_01905	Prau.g_00291
OG0000371	Pran.g_01904	Prau.g_00292
OG0000372	Pran.g_01903	Prau.g_00293
OG0000373	Pran.g_01902	Prau.g_00294
OG0000374	Pran.g_01900	Prau.g_00296
OG0000375	Pran.g_01899	Prau.g_00297
OG0000376	Pran.g_01896	Prau.g_00300
OG0000377	Pran.g_01895	Prau.g_00301
OG0000378	Pran.g_01894	Prau.g_00302
OG0000379	Pran.g_01893	Prau.g_00303
OG0000380	Pran.g_01892	Prau.g_00304
OG0000381	Pran.g_01891	Prau.g_00305
OG0000382	Pran.g_01890	Prau.g_00306
OG0000383	Pran.g_01889	Prau.g_00307
OG0000384	Pran.g_01886	Prau.g_00310
OG0000385	Pran.g_01885	Prau.g_00311
OG0000386	Pran.g_01884	Prau.g_00312
OG0000387	Pran.g_01883	Prau.g_00313
OG0000388	Pran.g_01882	Prau.g_00314
OG0000389	Pran.g_01881	Prau.g_00315
OG0000390	Pran.g_01880	Prau.g_00316
OG0000391	Pran.g_01879	Prau.g_00317
OG0000392	Pran.g_01878	Prau.g_00318
OG0000393	Pran.g_01877	Prau.g_00319
OG0000394	Pran.g_01876	Prau.g_00320
OG0000395	Pran.g_01875	Prau.g_00321
OG0000396	Pran.g_01873	Prau.g_00323
OG0000397	Pran.g_01871	Prau.g_00325
OG0000398	Pran.g_01870	Prau.g_00326
OG0000399	Pran.g_01867	Prau.g_00329
OG0000400	Pran.g_01866	Prau.g_00330
OG0000401	Pran.g_01865	Prau.g_00331
OG0000402	Pran.g_01860	Prau.g_00336
OG0000403	Pran.g_01859	Prau.g_00337
OG0000404	Pran.g_01858	Prau.g_00338
OG0000405	Pran.g_01857	Prau.g_00340
OG0000406	Pran.g_01854	Prau.g_00343
OG0000407	Pran.g_01853	Prau.g_00344
OG0000408	Pran.g_01850	Prau.g_00347
OG0000409	Pran.g_01849	Prau.g_00348
OG0000410	Pran.g_01848	Prau.g_00349
OG0000411	Pran.g_01847	Prau.g_00350
OG0000412	Pran.g_01846	Prau.g_00351
OG0000413	Pran.g_01845	Prau.g_00352
OG0000414	Pran.g_01844	Prau.g_00353
OG0000415	Pran.g_01843	Prau.g_00354
OG0000416	Pran.g_01840	Prau.g_00357
OG0000417	Pran.g_01839	Prau.g_00358
OG0000418	Pran.g_01838	Prau.g_00359
OG0000419	Pran.g_01837	Prau.g_00360
OG0000420	Pran.g_01835	Prau.g_00361
OG0000421	Pran.g_01823	Prau.g_00374
OG0000422	Pran.g_01816	Prau.g_00382
OG0000423	Pran.g_01815	Prau.g_00383
OG0000424	Pran.g_01808	Prau.g_00389
OG0000425	Pran.g_01749	Prau.g_00472
OG0000426	Pran.g_01748	Prau.g_00473
OG0000427	Pran.g_01747	Prau.g_00474
OG0000428	Pran.g_01745	Prau.g_00476
OG0000429	Pran.g_01744	Prau.g_00477
OG0000430	Pran.g_01742	Prau.g_00479
OG0000431	Pran.g_01741	Prau.g_00480
OG0000432	Pran.g_01740	Prau.g_00481
OG0000433	Pran.g_01739	Prau.g_00482
OG0000434	Pran.g_01738	Prau.g_00483
OG0000435	Pran.g_01737	Prau.g_00484
OG0000436	Pran.g_01736	Prau.g_00485
OG0000437	Pran.g_01735	Prau.g_00486
OG0000438	Pran.g_01734	Prau.g_00487
OG0000439	Pran.g_01733	Prau.g_00488
OG0000440	Pran.g_01729	Prau.g_00489
OG0000441	Pran.g_01728	Prau.g_00490
OG0000442	Pran.g_01727	Prau.g_00491
OG0000443	Pran.g_01726	Prau.g_00492
OG0000444	Pran.g_01725	Prau.g_00493
OG0000445	Pran.g_01724	Prau.g_00494
OG0000446	Pran.g_01723	Prau.g_00496
OG0000447	Pran.g_01722	Prau.g_00497
OG0000448	Pran.g_01720	Prau.g_00499
OG0000449	Pran.g_01717	Prau.g_00503
OG0000450	Pran.g_01716	Prau.g_00504
OG0000451	Pran.g_01715	Prau.g_00505
OG0000452	Pran.g_01714	Prau.g_00506
OG0000453	Pran.g_01713	Prau.g_00507
OG0000454	Pran.g_01707	Prau.g_00512
OG0000455	Pran.g_01705	Prau.g_00514
OG0000456	Pran.g_01701	Prau.g_00518
OG0000457	Pran.g_01700	Prau.g_00519
OG0000458	Pran.g_01699	Prau.g_00520
OG0000459	Pran.g_01697	Prau.g_00522
OG0000460	Pran.g_01695	Prau.g_00524
OG0000461	Pran.g_01694	Prau.g_00525
OG0000462	Pran.g_01693	Prau.g_00526
OG0000463	Pran.g_01691	Prau.g_00528
OG0000464	Pran.g_01690	Prau.g_00529
OG0000465	Pran.g_01689	Prau.g_00530
OG0000466	Pran.g_01688	Prau.g_00531
OG0000467	Pran.g_01687	Prau.g_00532
OG0000468	Pran.g_01686	Prau.g_00533
OG0000469	Pran.g_01685	Prau.g_00534
OG0000470	Pran.g_01684	Prau.g_00535
OG0000471	Pran.g_01683	Prau.g_00536
OG0000472	Pran.g_01678	Prau.g_00541
OG0000473	Pran.g_01677	Prau.g_00542
OG0000474	Pran.g_01676	Prau.g_00543
OG0000475	Pran.g_01675	Prau.g_00544
OG0000476	Pran.g_01673	Prau.g_00546
OG0000477	Pran.g_01672	Prau.g_00547
OG0000478	Pran.g_01671	Prau.g_00548
OG0000479	Pran.g_01670	Prau.g_00549
OG0000480	Pran.g_01668	Prau.g_00551
OG0000481	Pran.g_01666	Prau.g_00553
OG0000482	Pran.g_01665	Prau.g_00554
OG0000483	Pran.g_01663	Prau.g_00556
OG0000484	Pran.g_01662	Prau.g_00557
OG0000485	Pran.g_01661	Prau.g_00558
OG0000486	Pran.g_01660	Prau.g_00559
OG0000487	Pran.g_01655	Prau.g_00564
OG0000488	Pran.g_01653	Prau.g_00565
OG0000489	Pran.g_01652	Prau.g_00566
OG0000490	Pran.g_01651	Prau.g_00567
OG0000491	Pran.g_01650	Prau.g_00568
OG0000492	Pran.g_01649	Prau.g_00569
OG0000493	Pran.g_01648	Prau.g_00570
OG0000494	Pran.g_01647	Prau.g_00571
OG0000495	Pran.g_01644	Prau.g_00574
OG0000496	Pran.g_01643	Prau.g_00575
OG0000497	Pran.g_01642	Prau.g_00576
OG0000498	Pran.g_01641	Prau.g_00577
OG0000499	Pran.g_01640	Prau.g_00578
OG0000500	Pran.g_01638	Prau.g_00580
OG0000501	Pran.g_01637	Prau.g_00581
OG0000502	Pran.g_01636	Prau.g_00582
OG0000503	Pran.g_01634	Prau.g_00584
OG0000504	Pran.g_01633	Prau.g_00585
OG0000505	Pran.g_01632	Prau.g_00586
OG0000506	Pran.g_01631	Prau.g_00587
OG0000507	Pran.g_01630	Prau.g_00588
OG0000508	Pran.g_01629	Prau.g_00589
OG0000509	Pran.g_01628	Prau.g_00590
OG0000510	Pran.g_01627	Prau.g_00591
OG0000511	Pran.g_01625	Prau.g_00593
OG0000512	Pran.g_01624	Prau.g_00594
OG0000513	Pran.g_01623	Prau.g_00595
OG0000514	Pran.g_01622	Prau.g_00596
OG0000515	Pran.g_01621	Prau.g_00597
OG0000516	Pran.g_01620	Prau.g_00598
OG0000517	Pran.g_01618	Prau.g_00600
OG0000518	Pran.g_01617	Prau.g_00601
OG0000519	Pran.g_01616	Prau.g_00602
OG0000520	Pran.g_01614	Prau.g_00603
OG0000521	Pran.g_01613	Prau.g_00604
OG0000522	Pran.g_01612	Prau.g_00605
OG0000523	Pran.g_01611	Prau.g_00606
OG0000524	Pran.g_01610	Prau.g_00607
OG0000525	Pran.g_01609	Prau.g_00608
OG0000526	Pran.g_01608	Prau.g_00609
OG0000527	Pran.g_01607	Prau.g_00610
OG0000528	Pran.g_01606	Prau.g_00611
OG0000529	Pran.g_01605	Prau.g_00612
OG0000530	Pran.g_01604	Prau.g_00613
OG0000531	Pran.g_01603	Prau.g_00614
OG0000532	Pran.g_01602	Prau.g_00615
OG0000533	Pran.g_01600	Prau.g_00617
OG0000534	Pran.g_01599	Prau.g_00618
OG0000535	Pran.g_01598	Prau.g_00619
OG0000536	Pran.g_01597	Prau.g_00620
OG0000537	Pran.g_01596	Prau.g_00621
OG0000538	Pran.g_01595	Prau.g_00622
OG0000539	Pran.g_01592	Prau.g_00625
OG0000540	Pran.g_01591	Prau.g_00626
OG0000541	Pran.g_01590	Prau.g_00627
OG0000542	Pran.g_01587	Prau.g_00629
OG0000543	Pran.g_01586	Prau.g_00630
OG0000544	Pran.g_01585	Prau.g_00631
OG0000545	Pran.g_01584	Prau.g_00632
OG0000546	Pran.g_01583	Prau.g_00633
OG0000547	Pran.g_01582	Prau.g_00634
OG0000548	Pran.g_01581	Prau.g_00635
OG0000549	Pran.g_01579	Prau.g_00637
OG0000550	Pran.g_01578	Prau.g_00638
OG0000551	Pran.g_01577	Prau.g_00639
OG0000552	Pran.g_01576	Prau.g_00640
OG0000553	Pran.g_01575	Prau.g_00641
OG0000554	Pran.g_01574	Prau.g_00642
OG0000555	Pran.g_01573	Prau.g_00643
OG0000556	Pran.g_01572	Prau.g_00644
OG0000557	Pran.g_01571	Prau.g_00645
OG0000558	Pran.g_01570	Prau.g_00646
OG0000559	Pran.g_01569	Prau.g_00647
OG0000560	Pran.g_01568	Prau.g_00648
OG0000561	Pran.g_01567	Prau.g_00649
OG0000562	Pran.g_01566	Prau.g_00650
OG0000563	Pran.g_01565	Prau.g_00651
OG0000564	Pran.g_01564	Prau.g_00652
OG0000565	Pran.g_01563	Prau.g_00653
OG0000566	Pran.g_01562	Prau.g_00654
OG0000567	Pran.g_01561	Prau.g_00655
OG0000568	Pran.g_01560	Prau.g_00656
