Orthogroup	Pran	Prar
OG0000147	Pran.g_00656	Prar.g_00770
OG0000148	Pran.g_00655	Prar.g_00769
OG0000149	Pran.g_00968	Prar.g_01145
OG0000150	Pran.g_01006	Prar.g_01959
OG0000151	Pran.g_01009	Prar.g_01956, Prar.g_00595
OG0000152	Pran.g_01043, Pran.g_01028	Prar.g_01119
OG0000153	Pran.g_01063	Prar.g_01068
OG0000154	Pran.g_01100	Prar.g_01032
OG0000155	Pran.g_01118	Prar.g_01015
OG0000156	Pran.g_01145	Prar.g_00638
OG0000157	Pran.g_01177	Prar.g_00669
OG0000158	Pran.g_01239	Prar.g_00055
OG0000160	Pran.g_01258	Prar.g_00037
OG0000161	Pran.g_01259	Prar.g_00036
OG0000162	Pran.g_01261	Prar.g_00034
OG0000163	Pran.g_01262	Prar.g_00033
OG0000164	Pran.g_01263	Prar.g_00032
OG0000165	Pran.g_01264	Prar.g_00031
OG0000166	Pran.g_01265	Prar.g_00030
OG0000167	Pran.g_01266	Prar.g_00029
OG0000168	Pran.g_01267	Prar.g_00028
OG0000169	Pran.g_01269	Prar.g_00026
OG0000170	Pran.g_00410	Prar.g_00024
OG0000171	Pran.g_00409	Prar.g_00023
OG0000172	Pran.g_00408	Prar.g_00022
OG0000173	Pran.g_00407	Prar.g_00021
OG0000174	Pran.g_00406	Prar.g_00020
OG0000175	Pran.g_00405	Prar.g_00019
OG0000176	Pran.g_00404	Prar.g_00018
OG0000177	Pran.g_00403	Prar.g_00017
OG0000178	Pran.g_00402	Prar.g_00016
OG0000179	Pran.g_00400	Prar.g_00014
OG0000180	Pran.g_00399	Prar.g_00013
OG0000181	Pran.g_00398	Prar.g_00012
OG0000182	Pran.g_00397	Prar.g_00011
OG0000183	Pran.g_00396	Prar.g_00010
OG0000184	Pran.g_00395	Prar.g_00009
OG0000185	Pran.g_00392	Prar.g_00006
OG0000186	Pran.g_00389	Prar.g_00002
OG0000187	Pran.g_00388	Prar.g_00001
OG0000188	Pran.g_00387	Prar.g_00594
OG0000189	Pran.g_00385	Prar.g_00580
OG0000190	Pran.g_00383	Prar.g_00578
OG0000191	Pran.g_00382	Prar.g_00577
OG0000192	Pran.g_00381	Prar.g_00576
OG0000193	Pran.g_00380	Prar.g_00574
OG0000194	Pran.g_00379	Prar.g_00573
OG0000195	Pran.g_00378	Prar.g_00572
OG0000196	Pran.g_00377	Prar.g_00571
OG0000197	Pran.g_00375	Prar.g_00569
OG0000198	Pran.g_00374	Prar.g_00568
OG0000199	Pran.g_00373	Prar.g_00567
OG0000200	Pran.g_00368	Prar.g_00554
OG0000201	Pran.g_00367	Prar.g_00553
OG0000202	Pran.g_00366	Prar.g_00552
OG0000203	Pran.g_00363	Prar.g_00549
OG0000204	Pran.g_00362	Prar.g_00548
OG0000205	Pran.g_00359	Prar.g_00255
OG0000206	Pran.g_00357	Prar.g_00253
OG0000207	Pran.g_00355	Prar.g_00251
OG0000208	Pran.g_00354	Prar.g_00250
OG0000209	Pran.g_00353	Prar.g_00249
OG0000210	Pran.g_00352	Prar.g_00248
OG0000211	Pran.g_00351	Prar.g_00247
OG0000212	Pran.g_00350	Prar.g_00246
OG0000213	Pran.g_00349	Prar.g_00245
OG0000214	Pran.g_00348	Prar.g_00244
OG0000215	Pran.g_00347	Prar.g_00243
OG0000216	Pran.g_00346	Prar.g_00242
OG0000217	Pran.g_00344	Prar.g_00240
OG0000218	Pran.g_00343	Prar.g_00239
OG0000219	Pran.g_00342	Prar.g_00238
OG0000220	Pran.g_00341	Prar.g_00237
OG0000221	Pran.g_00339	Prar.g_00234
OG0000222	Pran.g_00338	Prar.g_00233
OG0000223	Pran.g_00337	Prar.g_00232
OG0000224	Pran.g_00336	Prar.g_00231
OG0000225	Pran.g_00335	Prar.g_00230
OG0000226	Pran.g_00334	Prar.g_00229
OG0000227	Pran.g_00333	Prar.g_00228
OG0000228	Pran.g_00332	Prar.g_00227
OG0000229	Pran.g_00331	Prar.g_00226
OG0000230	Pran.g_00330	Prar.g_00225
OG0000231	Pran.g_00329	Prar.g_00224
OG0000232	Pran.g_00327	Prar.g_00222
OG0000233	Pran.g_00326	Prar.g_00221
OG0000234	Pran.g_00325	Prar.g_00220
OG0000235	Pran.g_00324	Prar.g_00219
OG0000236	Pran.g_00323	Prar.g_00218
OG0000237	Pran.g_00322	Prar.g_00217
OG0000238	Pran.g_00321	Prar.g_00216
OG0000239	Pran.g_00319	Prar.g_00214
OG0000240	Pran.g_00318	Prar.g_00213
OG0000241	Pran.g_00317	Prar.g_00212
OG0000242	Pran.g_00316	Prar.g_00211
OG0000243	Pran.g_00313	Prar.g_00208
OG0000244	Pran.g_00311	Prar.g_00206
OG0000245	Pran.g_00310	Prar.g_00205
OG0000246	Pran.g_00309	Prar.g_00204
OG0000247	Pran.g_00307	Prar.g_00201
OG0000248	Pran.g_00305	Prar.g_00199
OG0000249	Pran.g_00304	Prar.g_00198
OG0000250	Pran.g_00303	Prar.g_00197
OG0000251	Pran.g_00302	Prar.g_00196
OG0000252	Pran.g_00301	Prar.g_00195
OG0000253	Pran.g_00300	Prar.g_00194
OG0000254	Pran.g_00298	Prar.g_00192
OG0000255	Pran.g_00297	Prar.g_00191
OG0000256	Pran.g_00294	Prar.g_00188
OG0000257	Pran.g_00292	Prar.g_00186
OG0000258	Pran.g_00288	Prar.g_00182
OG0000259	Pran.g_00287	Prar.g_00181
OG0000260	Pran.g_00286	Prar.g_00180
OG0000261	Pran.g_00285	Prar.g_00179
OG0000262	Pran.g_00283	Prar.g_00178
OG0000263	Pran.g_00281	Prar.g_00176
OG0000264	Pran.g_00280	Prar.g_00175
OG0000265	Pran.g_00279	Prar.g_00174
OG0000266	Pran.g_00278	Prar.g_00173
OG0000267	Pran.g_00277	Prar.g_00172
OG0000268	Pran.g_00276	Prar.g_00171
OG0000269	Pran.g_00274	Prar.g_00169
OG0000270	Pran.g_00273	Prar.g_00168
OG0000271	Pran.g_00272	Prar.g_00167
OG0000272	Pran.g_00271	Prar.g_00166
OG0000273	Pran.g_00270	Prar.g_00165
OG0000274	Pran.g_00269	Prar.g_00164
OG0000275	Pran.g_00268	Prar.g_00163
OG0000276	Pran.g_00267	Prar.g_00162
OG0000277	Pran.g_00265	Prar.g_00160
OG0000278	Pran.g_00264	Prar.g_00159
OG0000279	Pran.g_00263	Prar.g_00158
OG0000280	Pran.g_00261	Prar.g_00156
OG0000281	Pran.g_00259	Prar.g_00154
OG0000282	Pran.g_00258	Prar.g_00153
OG0000283	Pran.g_00257	Prar.g_00152
OG0000284	Pran.g_00256	Prar.g_00151
OG0000285	Pran.g_00255	Prar.g_00150
OG0000286	Pran.g_00254	Prar.g_00149
OG0000287	Pran.g_00253	Prar.g_00148
OG0000288	Pran.g_00251	Prar.g_00146
OG0000289	Pran.g_00250	Prar.g_00145
OG0000290	Pran.g_00249	Prar.g_00144
OG0000291	Pran.g_00247	Prar.g_00142
OG0000292	Pran.g_00246	Prar.g_00141
OG0000293	Pran.g_00245	Prar.g_00140
OG0000294	Pran.g_00244	Prar.g_00139
OG0000295	Pran.g_00243	Prar.g_00138
OG0000296	Pran.g_00242	Prar.g_00137
OG0000297	Pran.g_00241	Prar.g_00136
OG0000298	Pran.g_00239	Prar.g_00134
OG0000299	Pran.g_00238	Prar.g_00133
OG0000300	Pran.g_00237	Prar.g_00132
OG0000301	Pran.g_00236	Prar.g_00131
OG0000302	Pran.g_00235	Prar.g_00130
OG0000303	Pran.g_00234	Prar.g_00129
OG0000304	Pran.g_00232	Prar.g_00127
OG0000305	Pran.g_00231	Prar.g_00126
OG0000306	Pran.g_00228	Prar.g_00123
OG0000307	Pran.g_00227	Prar.g_00122
OG0000308	Pran.g_00226	Prar.g_00121
OG0000309	Pran.g_00225	Prar.g_00120
OG0000310	Pran.g_00224	Prar.g_00119
OG0000311	Pran.g_00223	Prar.g_00118
OG0000312	Pran.g_00222	Prar.g_00117
OG0000313	Pran.g_00221	Prar.g_00116
OG0000314	Pran.g_00220	Prar.g_00115
OG0000315	Pran.g_00219	Prar.g_00114
OG0000316	Pran.g_00218	Prar.g_00113
OG0000317	Pran.g_00217	Prar.g_00112
OG0000318	Pran.g_00216	Prar.g_00111
OG0000319	Pran.g_00215	Prar.g_00110
OG0000320	Pran.g_00214	Prar.g_00109
OG0000321	Pran.g_00213	Prar.g_00108
OG0000322	Pran.g_00212	Prar.g_00107
OG0000323	Pran.g_00211	Prar.g_00106
OG0000324	Pran.g_00210	Prar.g_00105
OG0000325	Pran.g_00209	Prar.g_00104
OG0000326	Pran.g_00208	Prar.g_00103
OG0000327	Pran.g_00207	Prar.g_00102
OG0000328	Pran.g_00206	Prar.g_00101
OG0000329	Pran.g_00205	Prar.g_00100
OG0000330	Pran.g_00204	Prar.g_00099
OG0000331	Pran.g_00203	Prar.g_00098
OG0000332	Pran.g_00202	Prar.g_00097
OG0000333	Pran.g_00201	Prar.g_00096
OG0000334	Pran.g_00200	Prar.g_00095
OG0000335	Pran.g_00199	Prar.g_00094
OG0000336	Pran.g_00197	Prar.g_00092
OG0000337	Pran.g_00196	Prar.g_00091
OG0000338	Pran.g_00193	Prar.g_00087
OG0000339	Pran.g_01950	Prar.g_00085
OG0000340	Pran.g_01948	Prar.g_00083
OG0000341	Pran.g_01947	Prar.g_00082
OG0000342	Pran.g_01946	Prar.g_00081
OG0000343	Pran.g_01945	Prar.g_00080
OG0000344	Pran.g_01942	Prar.g_00077
OG0000345	Pran.g_01939	Prar.g_00334
OG0000346	Pran.g_01938	Prar.g_00333
OG0000347	Pran.g_01935	Prar.g_00330
OG0000348	Pran.g_01934	Prar.g_00328
OG0000349	Pran.g_01933	Prar.g_00327
OG0000350	Pran.g_01931	Prar.g_00325
OG0000351	Pran.g_01930	Prar.g_00324
OG0000352	Pran.g_01929	Prar.g_00323
OG0000353	Pran.g_01928	Prar.g_00322
OG0000354	Pran.g_01927	Prar.g_00321
OG0000355	Pran.g_01926	Prar.g_00320
OG0000356	Pran.g_01925	Prar.g_00319
OG0000357	Pran.g_01924	Prar.g_00318
OG0000358	Pran.g_01923	Prar.g_00317
OG0000359	Pran.g_01922	Prar.g_00316
OG0000360	Pran.g_01919	Prar.g_00312
OG0000361	Pran.g_01918	Prar.g_00311
OG0000362	Pran.g_01917	Prar.g_00310
OG0000363	Pran.g_01916	Prar.g_00309
OG0000364	Pran.g_01912	Prar.g_00305
OG0000365	Pran.g_01911	Prar.g_00304
OG0000366	Pran.g_01909	Prar.g_00302
OG0000367	Pran.g_01908	Prar.g_00301
OG0000368	Pran.g_01907	Prar.g_00300
OG0000369	Pran.g_01906	Prar.g_00299
OG0000370	Pran.g_01905	Prar.g_00298
OG0000371	Pran.g_01904	Prar.g_00297
OG0000372	Pran.g_01903	Prar.g_00296
OG0000373	Pran.g_01902	Prar.g_00295
OG0000374	Pran.g_01900	Prar.g_00293
OG0000375	Pran.g_01899	Prar.g_00292
OG0000376	Pran.g_01896	Prar.g_00289
OG0000377	Pran.g_01895	Prar.g_00288
OG0000378	Pran.g_01894	Prar.g_00287
OG0000379	Pran.g_01893	Prar.g_00286
OG0000380	Pran.g_01892	Prar.g_00285
OG0000381	Pran.g_01891	Prar.g_00284
OG0000382	Pran.g_01890	Prar.g_00283
OG0000383	Pran.g_01889	Prar.g_00282
OG0000384	Pran.g_01886	Prar.g_00279
OG0000385	Pran.g_01885	Prar.g_00278
OG0000386	Pran.g_01884	Prar.g_00277
OG0000387	Pran.g_01883	Prar.g_00276
OG0000388	Pran.g_01882	Prar.g_00275
OG0000389	Pran.g_01881	Prar.g_00274
OG0000390	Pran.g_01880	Prar.g_00273
OG0000391	Pran.g_01879	Prar.g_00272
OG0000392	Pran.g_01878	Prar.g_00271
OG0000393	Pran.g_01877	Prar.g_00270
OG0000394	Pran.g_01876	Prar.g_00269
OG0000395	Pran.g_01875	Prar.g_00268
OG0000396	Pran.g_01873	Prar.g_00266
OG0000397	Pran.g_01871	Prar.g_00264
OG0000398	Pran.g_01870	Prar.g_00263
OG0000399	Pran.g_01867	Prar.g_00260
OG0000400	Pran.g_01866	Prar.g_00259
OG0000401	Pran.g_01865	Prar.g_00258
OG0000402	Pran.g_01860	Prar.g_00394
OG0000403	Pran.g_01859	Prar.g_00395
OG0000404	Pran.g_01858	Prar.g_00396
OG0000405	Pran.g_01857	Prar.g_00398
OG0000406	Pran.g_01854	Prar.g_00401
OG0000407	Pran.g_01853	Prar.g_00402
OG0000408	Pran.g_01850	Prar.g_00405
OG0000409	Pran.g_01849	Prar.g_00406
OG0000410	Pran.g_01848	Prar.g_00407
OG0000411	Pran.g_01847	Prar.g_00408
OG0000412	Pran.g_01846	Prar.g_00409
OG0000413	Pran.g_01845	Prar.g_00410
OG0000414	Pran.g_01844	Prar.g_00411
OG0000415	Pran.g_01843	Prar.g_00412
OG0000416	Pran.g_01840	Prar.g_00415
OG0000417	Pran.g_01839	Prar.g_00416
OG0000418	Pran.g_01838	Prar.g_00417
OG0000419	Pran.g_01837	Prar.g_00418
OG0000420	Pran.g_01835	Prar.g_00419
OG0000421	Pran.g_01823	Prar.g_00432
OG0000422	Pran.g_01816	Prar.g_00440
OG0000423	Pran.g_01815	Prar.g_00441
OG0000424	Pran.g_01808	Prar.g_00446
OG0000425	Pran.g_01749	Prar.g_00479
OG0000426	Pran.g_01748	Prar.g_00480
OG0000427	Pran.g_01747	Prar.g_00481
OG0000428	Pran.g_01745	Prar.g_00483
OG0000429	Pran.g_01744	Prar.g_00484
OG0000430	Pran.g_01742	Prar.g_00486
OG0000431	Pran.g_01741	Prar.g_00487
OG0000432	Pran.g_01740	Prar.g_00488
OG0000433	Pran.g_01739	Prar.g_00489
OG0000434	Pran.g_01738	Prar.g_00490
OG0000435	Pran.g_01737	Prar.g_00491
OG0000436	Pran.g_01736	Prar.g_00492
OG0000437	Pran.g_01735	Prar.g_00493
OG0000438	Pran.g_01734	Prar.g_00494
OG0000439	Pran.g_01733	Prar.g_00495
OG0000440	Pran.g_01729	Prar.g_00496
OG0000441	Pran.g_01728	Prar.g_00497
OG0000442	Pran.g_01727	Prar.g_00498
OG0000443	Pran.g_01726	Prar.g_00499
OG0000444	Pran.g_01725	Prar.g_00500
OG0000445	Pran.g_01724	Prar.g_00501
OG0000446	Pran.g_01723	Prar.g_00503
OG0000447	Pran.g_01722	Prar.g_00504
OG0000448	Pran.g_01720	Prar.g_00506
OG0000449	Pran.g_01717	Prar.g_00510
OG0000450	Pran.g_01716	Prar.g_00511
OG0000451	Pran.g_01715	Prar.g_00512
OG0000452	Pran.g_01714	Prar.g_00513
OG0000453	Pran.g_01713	Prar.g_00514
OG0000454	Pran.g_01707	Prar.g_00521
OG0000455	Pran.g_01705	Prar.g_00523
OG0000456	Pran.g_01701	Prar.g_00527
OG0000457	Pran.g_01700	Prar.g_00528
OG0000458	Pran.g_01699	Prar.g_00529
OG0000459	Pran.g_01697	Prar.g_00531
OG0000460	Pran.g_01695	Prar.g_00533
OG0000461	Pran.g_01694	Prar.g_00534
OG0000462	Pran.g_01693	Prar.g_00535
OG0000463	Pran.g_01691	Prar.g_00537
OG0000464	Pran.g_01690	Prar.g_00538
OG0000465	Pran.g_01689	Prar.g_00539
OG0000466	Pran.g_01688	Prar.g_00540
OG0000467	Pran.g_01687	Prar.g_00541
OG0000468	Pran.g_01686	Prar.g_00542
OG0000469	Pran.g_01685	Prar.g_00543
OG0000470	Pran.g_01684	Prar.g_00544
OG0000471	Pran.g_01683	Prar.g_00545
OG0000472	Pran.g_01678	Prar.g_01331
OG0000473	Pran.g_01677	Prar.g_01332
OG0000474	Pran.g_01676	Prar.g_01333
OG0000475	Pran.g_01675	Prar.g_01334
OG0000476	Pran.g_01673	Prar.g_01336
OG0000477	Pran.g_01672	Prar.g_01337
OG0000478	Pran.g_01671	Prar.g_01338
OG0000479	Pran.g_01670	Prar.g_01339
OG0000480	Pran.g_01668	Prar.g_01341
OG0000481	Pran.g_01666	Prar.g_01343
OG0000482	Pran.g_01665	Prar.g_01344
OG0000483	Pran.g_01663	Prar.g_01345
OG0000484	Pran.g_01662	Prar.g_01346
OG0000485	Pran.g_01661	Prar.g_01347
OG0000486	Pran.g_01660	Prar.g_01348
OG0000487	Pran.g_01655	Prar.g_01353
OG0000488	Pran.g_01653	Prar.g_01355
OG0000489	Pran.g_01652	Prar.g_01356
OG0000490	Pran.g_01651	Prar.g_01357
OG0000491	Pran.g_01650	Prar.g_01358
OG0000492	Pran.g_01649	Prar.g_01359
OG0000493	Pran.g_01648	Prar.g_01360
OG0000494	Pran.g_01647	Prar.g_01361
OG0000495	Pran.g_01644	Prar.g_01364
OG0000496	Pran.g_01643	Prar.g_01365
OG0000497	Pran.g_01642	Prar.g_01366
OG0000498	Pran.g_01641	Prar.g_01367
OG0000499	Pran.g_01640	Prar.g_01368
OG0000500	Pran.g_01638	Prar.g_01370
OG0000501	Pran.g_01637	Prar.g_01371
OG0000502	Pran.g_01636	Prar.g_01372
OG0000503	Pran.g_01634	Prar.g_01374
OG0000504	Pran.g_01633	Prar.g_01375
OG0000505	Pran.g_01632	Prar.g_01376
OG0000506	Pran.g_01631	Prar.g_01377
OG0000507	Pran.g_01630	Prar.g_01378
OG0000508	Pran.g_01629	Prar.g_01379
OG0000509	Pran.g_01628	Prar.g_01380
OG0000510	Pran.g_01627	Prar.g_01381
OG0000511	Pran.g_01625	Prar.g_01383
OG0000512	Pran.g_01624	Prar.g_01384
OG0000513	Pran.g_01623	Prar.g_01385
OG0000514	Pran.g_01622	Prar.g_01386
OG0000515	Pran.g_01621	Prar.g_01387
OG0000516	Pran.g_01620	Prar.g_01388
OG0000517	Pran.g_01618	Prar.g_01390
OG0000518	Pran.g_01617	Prar.g_01391
OG0000519	Pran.g_01616	Prar.g_01392
OG0000520	Pran.g_01614	Prar.g_01393
OG0000521	Pran.g_01613	Prar.g_01394
OG0000522	Pran.g_01612	Prar.g_01395
OG0000523	Pran.g_01611	Prar.g_01396
OG0000524	Pran.g_01610	Prar.g_01397
OG0000525	Pran.g_01609	Prar.g_01398
OG0000526	Pran.g_01608	Prar.g_01399
OG0000527	Pran.g_01607	Prar.g_01400
OG0000528	Pran.g_01606	Prar.g_01401
OG0000529	Pran.g_01605	Prar.g_01402
OG0000530	Pran.g_01604	Prar.g_01403
OG0000531	Pran.g_01603	Prar.g_01404
OG0000532	Pran.g_01602	Prar.g_01405
OG0000533	Pran.g_01600	Prar.g_01407
OG0000534	Pran.g_01599	Prar.g_01408
OG0000535	Pran.g_01598	Prar.g_01409
OG0000536	Pran.g_01597	Prar.g_01410
OG0000537	Pran.g_01596	Prar.g_01411
OG0000538	Pran.g_01595	Prar.g_01412
OG0000539	Pran.g_01592	Prar.g_01415
OG0000540	Pran.g_01591	Prar.g_01416
OG0000541	Pran.g_01590	Prar.g_01417
OG0000542	Pran.g_01587	Prar.g_01420
OG0000543	Pran.g_01586	Prar.g_01422
OG0000544	Pran.g_01585	Prar.g_01423
OG0000545	Pran.g_01584	Prar.g_01424
OG0000546	Pran.g_01583	Prar.g_01425
OG0000547	Pran.g_01582	Prar.g_01426
OG0000548	Pran.g_01581	Prar.g_01427
OG0000549	Pran.g_01579	Prar.g_01429
OG0000550	Pran.g_01578	Prar.g_01430
OG0000551	Pran.g_01577	Prar.g_01431
OG0000552	Pran.g_01576	Prar.g_01432
OG0000553	Pran.g_01575	Prar.g_01433
OG0000554	Pran.g_01574	Prar.g_01434
OG0000555	Pran.g_01573	Prar.g_01435
OG0000556	Pran.g_01572	Prar.g_01436
OG0000557	Pran.g_01571	Prar.g_01437
OG0000558	Pran.g_01570	Prar.g_01438
OG0000559	Pran.g_01569	Prar.g_01439
OG0000560	Pran.g_01568	Prar.g_01440
OG0000561	Pran.g_01567	Prar.g_01441
OG0000562	Pran.g_01566	Prar.g_01442
OG0000563	Pran.g_01565	Prar.g_01443
OG0000564	Pran.g_01564	Prar.g_01444
OG0000565	Pran.g_01563	Prar.g_01445
OG0000566	Pran.g_01562	Prar.g_01446
OG0000567	Pran.g_01561	Prar.g_01447
OG0000568	Pran.g_01560	Prar.g_01448
OG0000569	Pran.g_01557	Prar.g_01451
OG0000570	Pran.g_01556	Prar.g_01452
OG0000571	Pran.g_01554	Prar.g_01454
OG0000572	Pran.g_01553	Prar.g_01455
OG0000573	Pran.g_01552	Prar.g_01456
OG0000574	Pran.g_01551	Prar.g_01457
OG0000575	Pran.g_01550	Prar.g_01458
OG0000576	Pran.g_01549	Prar.g_01459
OG0000577	Pran.g_01548	Prar.g_01460
OG0000578	Pran.g_01547	Prar.g_01461
OG0000579	Pran.g_01546	Prar.g_01462
